Orthogroup	Arabis_alpina	Arabidopsis_thaliana
OG0015830	Aa_G469430.h1.t1	AT2G46700.1
OG0015831	Aa_G332680.h1.t1	AT2G46640.4
OG0015832	Aa_G536040.h1.t1	AT2G46360.1
OG0015833	Aa_G16870.h1.t1	AT2G46100.1
OG0015834	Aa_G17100.h1.t1	AT2G45880.1
OG0015835	Aa_G15920.h1.t1	AT2G45700.1
OG0015836	Aa_G16000.h1.t1	AT2G45620.1
OG0015837	Aa_G16010.h1.t1	AT2G45610.1
OG0015838	Aa_G16030.h1.t1	AT2G45590.1
OG0015839	Aa_G705910.h1.t1	AT2G45240.1
OG0015840	Aa_G443460.h1.t1	AT2G45210.1
OG0015841	Aa_G443500.h1.t1	AT2G45180.1
OG0015842	Aa_G443530.h1.t1	AT2G45150.1
OG0015843	Aa_G197450.h1.t1	AT2G17970.1
OG0015844	Aa_G175200.h1.t1	AT2G45040.1
OG0015845	Aa_G175220.h1.t1	AT2G45010.1
OG0015846	Aa_G175260.h1.t1	AT2G44970.1
OG0015847	Aa_G175320.h1.t1	AT2G44920.2
OG0015848	Aa_G467060.h1.t1	AT2G44850.1
OG0015849	Aa_G132950.h1.t1	AT4G03550.1
OG0015850	Aa_G252330.h1.t1	AT2G44760.1
OG0015851	Aa_G252380.h1.t1	AT2G44710.1
OG0015852	Aa_G479530.h1.t1	AT2G44360.1
OG0015853	Aa_G360540.h1.t1	AT2G43990.1
OG0015854	Aa_G552010.h1.t1	AT2G43870.1
OG0015855	Aa_G445360.h1.t1	AT2G43720.1
OG0015856	Aa_G581360.h1.t1	AT2G43560.1
OG0015857	Aa_G125300.h1.t1	AT2G43465.1
OG0015858	Aa_G125350.h1.t1	AT2G43400.1
OG0015859	Aa_G125450.h1.t1	AT2G43310.1
OG0015860	Aa_G125570.h1.t1	AT2G43235.1
OG0015861	Aa_G280630.h1.t1	AT2G43070.4
OG0015862	Aa_G454750.h1.t1	AT2G42960.1
OG0015863	Aa_G488910.h1.t1	AT2G42900.1
OG0015865	Aa_G200000.h1.t1	AT2G42850.1
OG0015866	Aa_G374590.h1.t1	AT2G42760.1
OG0015867	Aa_G374670.h1.t1	AT2G42670.2
OG0015868	Aa_G374680.h1.t1	AT2G42660.1
OG0015869	Aa_G415320.h1.t1	AT2G42590.3
OG0015870	Aa_G230810.h1.t1	AT2G42250.1
OG0015871	Aa_G67250.h1.t1	AT2G41950.1
OG0015872	Aa_G145790.h1.t1	AT2G41740.1
OG0015873	Aa_G67160.h1.t1	AT2G41870.1
OG0015875	Aa_G67200.h1.t1	AT2G41900.1
OG0015876	Aa_G188370.h1.t1	AT2G41550.1
OG0015877	Aa_G188400.h1.t1	AT2G41520.1
OG0015878	Aa_G188470.h1.t1	AT2G41450.1
OG0015879	Aa_G162920.h1.t1	AT5G47400.1
OG0015880	Aa_G41340.h1.t1	AT5G47040.1
OG0015881	Aa_G14740.h1.t1	AT3G01220.1
OG0015882	Aa_G14730.h1.t1	AT3G01210.1
OG0015883	Aa_G14700.h1.t1	AT3G01180.1
OG0015884	Aa_G14680.h1.t1	AT3G01170.1
OG0015885	Aa_G14590.h1.t1	AT3G01080.2
OG0015886	Aa_G14570.h1.t1	AT3G01060.1
OG0015887	Aa_G71710.h1.t1	AT3G02110.1
OG0015888	Aa_G71700.h1.t1	AT3G02120.1
OG0015890	Aa_G71630.h1.t1	AT3G02180.1
OG0015891	Aa_G934960.h1.t1	AT3G02290.5
OG0015892	Aa_G743970.h1.t1	AT3G02300.2
OG0015893	Aa_G42510.h1.t1	AT3G02450.1
OG0015894	Aa_G42400.h1.t1	AT3G02540.1
OG0015895	Aa_G42210.h1.t1	AT3G02690.1
OG0015896	Aa_G42200.h1.t1	AT3G02700.1
OG0015897	Aa_G42190.h1.t1	AT3G02710.1
OG0015898	Aa_G654030.h1.t1, Aa_G42180.h1.t1	AT3G02720.1
OG0015900	Aa_G250330.h1.t1	AT3G02820.2
OG0015901	Aa_G111930.h1.t1	AT3G02920.1
OG0015903	Aa_G111860.h1.t1	AT3G03010.1
OG0015904	Aa_G111620.h1.t1, Aa_G111610.h1.t1, Aa_G111630.h1.t1	AT3G03190.1
OG0015905	Aa_G267890.h1.t1	AT3G03270.1
OG0015906	Aa_G47540.h1.t1	AT3G03520.1
OG0015908	Aa_G45070.h1.t1	AT3G03750.2
OG0015909	Aa_G438120.h1.t1	AT3G03773.2
OG0015910	Aa_G185530.h1.t1	AT3G03880.1
OG0015911	Aa_G185560.h1.t1	AT3G03900.1
OG0015912	Aa_G185660.h1.t1	AT3G03970.1
OG0015913	Aa_G618730.h1.t1	AT3G04010.1
OG0015914	Aa_G217210.h1.t1	AT3G04130.1
OG0015915	Aa_G217220.h1.t1	AT3G04140.1
OG0015916	Aa_G526020.h1.t1	AT3G04260.1
OG0015917	Aa_G304970.h1.t1	AT3G04350.1
OG0015918	Aa_G4160.h1.t1	AT3G04500.1
OG0015919	Aa_G4500.h1.t1	AT3G04810.1
OG0015920	Aa_G4540.h1.t1	AT3G04850.1
OG0015921	Aa_G4960.h1.t1	AT3G05170.1
OG0015922	Aa_G5020.h1.t1	AT3G05210.1
OG0015923	Aa_G5090.h1.t1	AT3G05270.1
OG0015924	Aa_G75610.h1.t1	AT3G05410.2
OG0015925	Aa_G679790.h1.t1	AT5G34930.2
OG0015926	Aa_G75780.h1.t1	AT3G05510.1
OG0015927	Aa_G51080.h1.t1	AT3G05630.1
OG0015928	Aa_G51170.h1.t1	AT3G05720.1
OG0015929	Aa_G51210.h1.t1	AT3G05740.1
OG0015930	Aa_G51230.h1.t1	AT3G05760.1
OG0015931	Aa_G269300.h1.t1	AT3G05820.2
OG0015932	Aa_G269310.h1.t1	AT3G05830.2
OG0015933	Aa_G455970.h1.t1	AT5G37480.1
OG0015934	Aa_G163070.h1.t1	AT3G06140.1
OG0015936	Aa_G47800.h1.t1	AT3G06380.1
OG0015937	Aa_G49800.h1.t1	AT3G06430.1
OG0015939	Aa_G47250.h1.t1	AT2G05210.1, AT2G04395.1
OG0015940	Aa_G47050.h1.t1	AT3G06840.1
OG0015941	Aa_G47850.h1.t1	AT3G06960.1
OG0015942	Aa_G78920.h1.t1	AT3G07030.5
OG0015943	Aa_G78880.h1.t1	AT3G07060.1
OG0015944	Aa_G174550.h1.t1	AT3G07480.1
OG0015945	Aa_G174430.h1.t1	AT3G07550.1
OG0015946	Aa_G174400.h1.t1	AT3G07568.1
OG0015947	Aa_G174330.h1.t1	AT3G07620.1
OG0015948	Aa_G174310.h1.t1	AT3G07640.1
OG0015949	Aa_G174280.h1.t1	AT3G07670.1
OG0015950	Aa_G174250.h1.t1	AT3G07700.3
OG0015951	Aa_G174140.h1.t1	AT3G07780.2
OG0015952	Aa_G767410.h1.t1	AT3G07860.1
OG0015953	Aa_G765540.h1.t1	AT3G07870.1
OG0015954	Aa_G301990.h1.t1	AT3G08010.1
OG0015955	Aa_G24400.h1.t1	AT3G08660.1
OG0015956	Aa_G24130.h1.t1	AT3G08970.1
OG0015957	Aa_G24100.h1.t1	AT3G08990.1
OG0015958	Aa_G101460.h1.t1	AT3G09040.2
OG0015959	Aa_G101440.h1.t1	AT3G09060.1
OG0015960	Aa_G101420.h1.t1	AT3G09080.3
OG0015961	Aa_G101350.h1.t1	AT3G09210.1
OG0015962	Aa_G101340.h1.t1	AT3G09220.1
OG0015963	Aa_G101310.h1.t1	AT3G09250.2
OG0015964	Aa_G403700.h1.t1	AT3G09310.1
OG0015965	Aa_G403540.h1.t1	AT3G09450.1
OG0015966	Aa_G34870.h1.t1, Aa_G34870.h2.t1	AT3G09530.1
OG0015967	Aa_G34790.h1.t1	AT3G09580.1
OG0015968	Aa_G34750.h1.t1	AT3G09640.1
OG0015969	Aa_G34700.h1.t1	AT3G09690.1
OG0015970	Aa_G34670.h1.t1	AT3G09720.1
OG0015971	Aa_G34660.h1.t1	AT3G09730.2
OG0015972	Aa_G34490.h1.t1	AT3G09850.1
OG0015973	Aa_G34480.h1.t1	AT3G09860.1
OG0015974	Aa_G324490.h1.t1	AT3G09910.1
OG0015975	Aa_G569370.h1.t1	AT3G10060.1
OG0015976	Aa_G569380.h1.t1	AT3G10070.1
OG0015977	Aa_G169780.h1.t1	AT1G68510.1
OG0015978	Aa_G322200.h1.t1	AT3G10220.1
OG0015979	Aa_G419510.h1.t1	AT3G10320.1
OG0015980	Aa_G338700.h1.t1	AT3G10360.1
OG0015981	Aa_G338740.h1.t1	AT3G10400.1
OG0015982	Aa_G338750.h1.t1	AT3G10405.1
OG0015983	Aa_G302850.h1.t1	AT3G10500.1
OG0015984	Aa_G137070.h1.t1	AT3G10670.1
OG0015985	Aa_G137050.h1.t1	AT3G10690.1
OG0015986	Aa_G137040.h1.t1	AT3G10700.1
OG0015987	Aa_G136910.h1.t1	AT3G10840.1
OG0015988	Aa_G136790.h1.t1	AT3G10940.1
OG0015989	Aa_G333290.h1.t1	AT3G11050.1
OG0015990	Aa_G333160.h1.t1	AT3G11150.1
OG0015991	Aa_G195490.h1.t1	AT3G11260.1
OG0015992	Aa_G285220.h1.t1	AT3G11340.1
OG0015993	Aa_G285170.h1.t1	AT3G11397.1
OG0015994	Aa_G86430.h1.t1	AT3G25250.1
OG0015995	Aa_G397630.h1.t1	AT3G11590.1
OG0015996	Aa_G5380.h1.t1	AT3G12020.2
OG0015997	Aa_G5360.h1.t1	AT3G12040.1
OG0015998	Aa_G5300.h1.t1	AT3G12100.1
OG0015999	Aa_G40550.h1.t1	AT3G12300.1
OG0016000	Aa_G40510.h1.t1	AT3G12345.1
OG0016001	Aa_G40350.h1.t1	AT3G12530.1
OG0016002	Aa_G40270.h1.t1	AT3G12590.1
OG0016003	Aa_G40090.h1.t1	AT3G12750.1
OG0016005	Aa_G640100.h1.t1	AT2G01590.1
OG0016006	Aa_G378960.h1.t1	AT3G13110.1
OG0016007	Aa_G463650.h1.t1	AT3G13550.1
OG0016008	Aa_G546600.h1.t1	AT3G13677.1
OG0016009	Aa_G327430.h1.t1	AT3G13780.1
OG0016010	Aa_G327410.h1.t1	AT3G13784.2
OG0016011	Aa_G243370.h1.t1	AT3G13845.1
OG0016012	Aa_G243340.h1.t1	AT3G13860.1
OG0016013	Aa_G237670.h1.t1	AT3G14010.5
OG0016014	Aa_G458820.h1.t1	AT3G14170.2
OG0016015	Aa_G56260.h1.t1	AT3G14370.1
OG0016016	Aa_G317700.h1.t1	AT3G14450.1
OG0016017	Aa_G140320.h1.t1	AT3G14760.1
OG0016018	Aa_G1480.h1.t1	AT3G14860.2
OG0016019	Aa_G1460.h1.t1	AT3G14880.1
OG0016020	Aa_G1440.h1.t1	AT3G14900.1
OG0016021	Aa_G1230.h1.t1	AT3G15080.1
OG0016023	Aa_G1020.h1.t1	AT3G15290.1
OG0016024	Aa_G235030.h1.t1	AT3G15410.2
OG0016025	Aa_G507840.h1.t1	AT3G15580.1
OG0016026	Aa_G32090.h1.t1	AT4G26310.2
OG0016027	Aa_G233750.h1.t1	AT3G15900.1
OG0016028	Aa_G233780.h1.t1	AT3G15940.1
OG0016029	Aa_G223380.h1.t1, Aa_G223390.h1.t1	AT3G16190.1
OG0016030	Aa_G223470.h1.t1	AT3G16260.1
OG0016031	Aa_G223480.h1.t1	AT3G16270.1
OG0016032	Aa_G223490.h1.t1	AT3G16280.2
OG0016033	Aa_G223520.h1.t1	AT3G16310.1
OG0016034	Aa_G317040.h1.t1	AT3G16560.1
OG0016035	Aa_G317050.h1.t1	AT3G16565.3
OG0016036	Aa_G97130.h1.t1	AT3G16700.1
OG0016037	Aa_G20480.h1.t1	AT3G16910.1
OG0016038	Aa_G20380.h1.t1	AT3G17000.1
OG0016039	Aa_G20350.h1.t1	AT3G17030.1
OG0016040	Aa_G753450.h1.t1	AT3G17180.1
OG0016041	Aa_G107740.h1.t1	AT3G17250.1
OG0016042	Aa_G53550.h1.t1	AT3G17450.1
OG0016043	Aa_G53520.h1.t1	AT3G17470.2
OG0016044	Aa_G683050.h1.t1	AT3G17680.2
OG0016045	Aa_G310230.h1.t1	AT3G17830.1
OG0016046	Aa_G176890.h1.t1	AT3G17890.1
OG0016047	Aa_G176940.h1.t1	AT3G17930.1
OG0016048	Aa_G176990.h1.t1	AT3G18020.1
OG0016049	Aa_G63030.h1.t1	AT3G18040.3
OG0016050	Aa_G63010.h1.t1	AT3G18060.1
OG0016051	Aa_G62970.h1.t1	AT3G18110.1
OG0016052	Aa_G595770.h1.t1	AT5G42910.1
OG0016053	Aa_G549450.h1.t1	AT3G18220.1
OG0016054	Aa_G82030.h1.t1	AT3G18370.1
OG0016055	Aa_G104740.h1.t1	AT3G18524.1
OG0016056	Aa_G104640.h1.t1	AT2G10553.1, AT3G18640.1
OG0016059	Aa_G429490.h1.t1	AT3G18800.1
OG0016060	Aa_G342870.h1.t1	AT3G18870.1
OG0016061	Aa_G342900.h1.t1	AT3G18900.4
OG0016062	Aa_G250150.h1.t1	AT3G19080.3
OG0016063	Aa_G382270.h1.t1	AT3G19120.1
OG0016064	Aa_G240030.h1.t1	AT3G19180.1
OG0016065	Aa_G240060.h1.t1	AT3G19200.1
OG0016066	Aa_G240090.h1.t1	AT3G19220.1
OG0016067	Aa_G240080.h1.t1	AT3G19210.1
OG0016068	Aa_G371380.h1.t1	AT3G19310.1
OG0016069	Aa_G20140.h1.t1	AT3G19440.1
OG0016070	Aa_G20150.h1.t1	AT3G19450.1
OG0016071	Aa_G164440.h1.t1	AT3G19610.1
OG0016072	Aa_G164460.h1.t1	AT3G19630.1
OG0016073	Aa_G164570.h1.t1	AT3G19700.1
OG0016074	Aa_G164640.h1.t1	AT3G19780.1
OG0016075	Aa_G164650.h1.t1	AT3G19800.1
OG0016076	Aa_G50760.h1.t1	AT3G19900.1
OG0016077	Aa_G550490.h1.t1	AT3G20015.1
OG0016078	Aa_G152580.h1.t1	AT3G20180.2
OG0016079	Aa_G152520.h1.t1	AT3G20250.2
OG0016080	Aa_G152470.h1.t1	AT3G20280.1
OG0016081	Aa_G250550.h1.t1	AT3G20475.1
OG0016082	Aa_G250580.h1.t1	AT3G20500.1
OG0016083	Aa_G133340.h1.t1	AT3G20680.1
OG0016084	Aa_G133330.h1.t1	AT3G20720.2
OG0016085	Aa_G133270.h1.t1	AT3G20780.1
OG0016086	Aa_G221720.h1.t1	AT3G20830.1
OG0016087	Aa_G636450.h1.t1	AT3G20870.1
OG0016088	Aa_G116580.h1.t1	AT5G52830.1
OG0016089	Aa_G116590.h1.t1	AT5G52820.1
OG0016090	Aa_G116610.h1.t1	AT5G52800.3
OG0016091	Aa_G238050.h1.t1	AT5G52580.2
OG0016092	Aa_G105330.h1.t1	AT2G13560.1
OG0016093	Aa_G308840.h1.t1	AT5G39790.3
OG0016094	Aa_G308830.h1.t1	AT5G39785.4
OG0016095	Aa_G245650.h1.t1	AT5G39250.1
OG0016096	Aa_G365260.h1.t1	AT5G38900.2
OG0016097	Aa_G421540.h1.t1	AT5G38710.1
OG0016098	Aa_G110090.h1.t1	AT5G38560.1
OG0016100	Aa_G551800.h1.t1	AT5G38060.1
OG0016101	Aa_G336590.h1.t1	AT5G37860.1
OG0016102	Aa_G336570.h1.t1	AT5G37830.1
OG0016103	Aa_G512890.h1.t1, Aa_G512880.h1.t1	AT5G37530.1
OG0016104	Aa_G333580.h1.t1	AT5G36880.2
OG0016105	Aa_G287040.h1.t1	AT5G48120.1
OG0016106	Aa_G287030.h1.t1	AT5G48040.1
OG0016107	Aa_G200210.h1.t1	AT5G47970.1
OG0016108	Aa_G244830.h1.t1	AT5G47940.1
OG0016109	Aa_G178950.h1.t1	AT3G23760.1
OG0016110	Aa_G538320.h1.t1	AT3G23340.1
OG0016111	Aa_G239900.h1.t1	AT3G23240.1
OG0016112	Aa_G330880.h1.t1	AT3G23160.1
OG0016113	Aa_G505110.h1.t1	AT2G20870.1
OG0016114	Aa_G413610.h1.t1	AT3G22850.1
OG0016115	Aa_G91320.h1.t1	AT3G22590.1
OG0016116	Aa_G96530.h1.t1	AT3G22440.1
OG0016117	Aa_G171730.h1.t1	AT3G21630.1
OG0016118	Aa_G72040.h1.t1	AT3G21580.1
OG0016119	Aa_G72030.h1.t1	AT3G21570.1
OG0016120	Aa_G388640.h1.t1	AT3G21530.1
OG0016121	Aa_G229400.h1.t1	AT3G21360.1
OG0016122	Aa_G229370.h1.t1	AT3G21350.2
OG0016123	Aa_G227450.h1.t1	AT3G21295.1
OG0016124	Aa_G221680.h1.t1	AT3G20840.1
OG0016125	Aa_G325460.h1.t1	AT4G30310.2
OG0016126	Aa_G582400.h1.t1	AT4G29950.1
OG0016129	Aa_G288110.h1.t1	AT1G66460.3
OG0016130	Aa_G149680.h1.t1	AT1G66345.1
OG0016131	Aa_G30890.h1.t1	AT1G66190.1
OG0016132	Aa_G30810.h1.t1	AT1G66160.1
OG0016133	Aa_G30760.h1.t1	AT1G66140.1
OG0016134	Aa_G359640.h1.t1	AT1G65730.1
OG0016135	Aa_G663830.h1.t1	AT1G65840.1
OG0016136	Aa_G405100.h1.t1	AT1G65900.1
OG0016137	Aa_G368200.h1.t1	AT1G65910.1
OG0016138	Aa_G562950.h1.t1	AT1G65580.1
OG0016139	Aa_G628000.h1.t1	AT1G65070.2
OG0016140	Aa_G591920.h1.t1	AT1G64890.1
OG0016141	Aa_G284080.h1.t1	AT5G63930.1
OG0016142	Aa_G407550.h1.t1	AT1G64860.1
OG0016143	Aa_G321700.h1.t1	AT2G44870.1
OG0016144	Aa_G282500.h1.t1	AT2G23840.1
OG0016145	Aa_G62060.h1.t1	AT1G54450.1
OG0016146	Aa_G126120.h1.t1	AT5G18840.1
OG0016147	Aa_G126150.h1.t1	AT5G18820.1
OG0016148	Aa_G126220.h1.t1	AT5G18760.1
OG0016149	Aa_G126230.h1.t1	AT5G18750.1
OG0016150	Aa_G33710.h1.t1	AT5G18690.1
OG0016151	Aa_G446950.h1.t1	AT5G18660.1
OG0016152	Aa_G280220.h1.t1	AT5G18525.1
OG0016153	Aa_G416090.h1.t1	AT5G18390.1
OG0016154	Aa_G410960.h1.t1	AT5G18260.1
OG0016155	Aa_G411010.h1.t1	AT5G18220.1
OG0016156	Aa_G411020.h1.t1	AT5G18210.2
OG0016157	Aa_G542480.h1.t1	AT5G28500.1
OG0016158	Aa_G296640.h1.t1	AT5G49570.1
OG0016159	Aa_G196480.h1.t1	AT5G49480.1
OG0016160	Aa_G296710.h1.t1	AT5G49580.1
OG0016161	Aa_G382520.h1.t1	AT5G49110.2
OG0016162	Aa_G64150.h1.t1	AT2G19870.1
OG0016163	Aa_G114560.h1.t1	AT3G52340.6
OG0016164	Aa_G114550.h1.t1	AT3G52310.1
OG0016165	Aa_G114520.h1.t1	AT3G52280.2
OG0016166	Aa_G339250.h1.t1	AT3G52200.2
OG0016167	Aa_G339180.h1.t1	AT3G52160.1
OG0016168	Aa_G300250.h1.t1	AT3G52050.3
OG0016169	Aa_G485510.h1.t1	AT3G51920.1
OG0016170	Aa_G184990.h1.t1	AT5G41920.1
OG0016171	Aa_G235910.h1.t1	AT3G51890.1
OG0016172	Aa_G236070.h1.t1	AT3G51790.1
OG0016173	Aa_G236060.h1.t1	AT3G51780.1
OG0016174	Aa_G178540.h1.t1	AT3G51740.1
OG0016175	Aa_G123020.h1.t1	AT3G51630.1
OG0016176	Aa_G122990.h1.t1	AT3G51610.1
OG0016177	Aa_G122940.h1.t1	AT3G51580.2
OG0016178	Aa_G122890.h1.t1	AT3G51540.1
OG0016179	Aa_G122700.h1.t1	AT3G51410.1
OG0016180	Aa_G122540.h1.t1	AT3G51320.1
OG0016181	Aa_G122530.h1.t1	AT3G51310.1
OG0016182	Aa_G122460.h1.t1	AT3G51250.1
OG0016183	Aa_G106320.h1.t1	AT1G02170.1
OG0016184	Aa_G106230.h1.t1	AT1G02120.1
OG0016185	Aa_G106210.h1.t1	AT1G02100.1
OG0016186	Aa_G106070.h1.t1	AT1G01990.1
OG0016187	Aa_G94600.h1.t1	AT1G01970.1
OG0016188	Aa_G94570.h1.t1	AT1G01940.1
OG0016189	Aa_G94530.h1.t1	AT1G01910.1
OG0016190	Aa_G94510.h1.t1	AT1G01900.1
OG0016191	Aa_G94500.h1.t1	AT1G01880.1
OG0016192	Aa_G94490.h1.t1	AT1G01860.4
OG0016193	Aa_G94410.h1.t1	AT1G01770.1
OG0016194	Aa_G94340.h1.t1	AT1G01710.1
OG0016196	Aa_G291090.h1.t1	AT1G01660.2
OG0016197	Aa_G105740.h1.t1	AT1G01570.2
OG0016198	Aa_G105830.h1.t1	AT1G01470.1
OG0016199	Aa_G105890.h1.t1	AT1G01430.1
OG0016200	Aa_G325190.h1.t1	AT1G01300.1
OG0016201	Aa_G325170.h1.t1	AT1G01280.1
OG0016202	Aa_G290760.h1.t1	AT1G01240.1
OG0016203	Aa_G65940.h1.t1	AT1G02260.1
OG0016205	Aa_G325290.h1.t1	AT1G02310.2
OG0016206	Aa_G687290.h1.t1	AT1G02330.1
OG0016207	Aa_G452110.h1.t1	AT1G02390.1
OG0016208	Aa_G6430.h1.t1	AT1G02510.1
OG0016209	Aa_G6520.h1.t1	AT1G02630.1
OG0016210	Aa_G6530.h1.t1	AT1G02640.1
OG0016211	Aa_G6590.h1.t1	AT1G02700.1
OG0016212	Aa_G6730.h1.t1	AT1G02820.1
OG0016213	Aa_G228330.h1.t1	AT1G03090.2
OG0016214	Aa_G135140.h1.t1	AT1G03250.2
OG0016215	Aa_G135010.h1.t1	AT1G03380.1
OG0016216	Aa_G135000.h1.t1	AT1G03390.1
OG0016217	Aa_G134990.h1.t1	AT1G03430.1
OG0016218	Aa_G134850.h1.t1	AT1G03560.1
OG0016219	Aa_G134790.h1.t1	AT1G03650.1
OG0016220	Aa_G134760.h1.t1	AT1G03687.1
OG0016221	Aa_G134680.h1.t1	AT1G03750.1
OG0016222	Aa_G134600.h1.t1	AT1G03830.2
OG0016223	Aa_G400330.h1.t1	AT1G04030.1
OG0016224	Aa_G400490.h1.t1	AT1G04180.1
OG0016225	Aa_G341260.h1.t1	AT1G04330.1
OG0016226	Aa_G38860.h1.t1	AT1G04550.2
OG0016227	Aa_G38890.h1.t1	AT1G04570.1
OG0016228	Aa_G38970.h1.t1	AT1G04635.1
OG0016229	Aa_G217810.h1.t1	AT1G04890.1
OG0016230	Aa_G286230.h1.t1	AT1G04900.1
OG0016231	Aa_G286300.h1.t1	AT1G04960.2
OG0016232	Aa_G286310.h1.t1	AT1G04970.1
OG0016233	Aa_G286330.h1.t1	AT1G04985.1
OG0016234	Aa_G493570.h1.t1	AT1G05060.1
OG0016235	Aa_G600520.h1.t1	AT1G05100.1
OG0016236	Aa_G235340.h1.t1	AT1G05140.1
OG0016237	Aa_G219030.h1.t1	AT1G05310.1
OG0016238	Aa_G219060.h1.t1	AT1G05340.1
OG0016239	Aa_G219080.h1.t1	AT1G05360.1
OG0016240	Aa_G219100.h1.t1	AT1G05380.1
OG0016241	Aa_G79300.h1.t1	AT1G05440.1
OG0016242	Aa_G79450.h1.t1	AT1G05610.2
OG0016243	Aa_G219890.h1.t1	AT1G05670.1
OG0016244	Aa_G220700.h1.t1	AT1G05820.1
OG0016245	Aa_G220690.h1.t1	AT1G05830.1
OG0016246	Aa_G220670.h1.t1	AT1G05840.1
OG0016247	Aa_G220580.h1.t1	AT1G05894.1
OG0016248	Aa_G256220.h1.t1	AT1G54780.1
OG0016250	Aa_G22810.h1.t1	AT1G06450.1
OG0016251	Aa_G22740.h1.t1	AT1G06510.1
OG0016252	Aa_G22730.h1.t1, Aa_G22720.h1.t1	AT1G06520.1
OG0016253	Aa_G22690.h1.t1	AT1G06550.1
OG0016254	Aa_G22530.h1.t1	AT1G06690.1
OG0016255	Aa_G22510.h1.t1	AT1G06710.1
OG0016256	Aa_G22490.h1.t1	AT1G06730.1
OG0016257	Aa_G22390.h1.t1	AT1G06820.1
OG0016258	Aa_G22370.h1.t1	AT1G06840.1
OG0016259	Aa_G22310.h1.t1	AT1G06920.1
OG0016260	Aa_G429860.h1.t1	AT1G06970.1
OG0016261	Aa_G429820.h1.t1	AT1G07000.1
OG0016262	Aa_G429760.h1.t1	AT1G07040.1
OG0016263	Aa_G663670.h1.t1	AT1G07060.2
OG0016264	Aa_G275930.h1.t1	AT1G07250.1
OG0016266	Aa_G516770.h1.t1	AT4G24370.1
OG0016268	Aa_G310510.h1.t1	AT1G07530.1
OG0016269	Aa_G769790.h1.t1	AT1G07540.1
OG0016270	Aa_G375850.h1.t1	AT1G07710.1
OG0016272	Aa_G481440.h1.t1	AT1G07850.1
OG0016273	Aa_G493560.h1.t1	AT1G05055.1
OG0016274	Aa_G369440.h1.t1	AT1G08125.2
OG0016275	Aa_G151870.h1.t1	AT1G08170.1
OG0016276	Aa_G151850.h1.t1	AT1G08190.1
OG0016277	Aa_G151750.h1.t1	AT1G08280.1
OG0016278	Aa_G512740.h1.t1	AT1G08470.1
OG0016279	Aa_G442670.h1.t1	AT1G08520.1
OG0016280	Aa_G442590.h1.t1	AT1G08590.1
OG0016281	Aa_G442570.h1.t1	AT1G08610.1
OG0016282	Aa_G488180.h1.t1	AT1G08640.1
OG0016284	Aa_G80800.h1.t1	AT1G08720.1
OG0016285	Aa_G80770.h1.t1	AT1G08760.1
OG0016286	Aa_G80760.h1.t1	AT1G08770.1
OG0016288	Aa_G19140.h1.t1	AT1G09160.1
OG0016289	Aa_G19130.h1.t1	AT1G09170.5
OG0016290	Aa_G19040.h1.t1	AT1G09240.1
OG0016291	Aa_G129420.h1.t1	AT1G51990.1
OG0016292	Aa_G193980.h1.t1	AT1G09440.1
OG0016293	Aa_G194030.h1.t1, Aa_G193990.h1.t1	AT1G09450.1
OG0016295	Aa_G160990.h1.t1, Aa_G160970.h1.t1	AT1G09680.1
OG0016296	Aa_G160800.h1.t1	AT1G09810.1
OG0016297	Aa_G635810.h1.t1	AT1G09812.1
OG0016298	Aa_G635800.h1.t1	AT1G09815.1
OG0016299	Aa_G463960.h1.t1	AT1G09850.1
OG0016300	Aa_G550200.h1.t1	AT1G09910.1
OG0016301	Aa_G446380.h1.t1	AT1G10240.1
OG0016302	Aa_G446470.h1.t1	AT1G10320.1
OG0016303	Aa_G427940.h1.t1	AT1G10530.1
OG0016304	Aa_G427960.h1.t1	AT1G10550.1
OG0016305	Aa_G43270.h1.t1	AT1G10800.2
OG0016306	Aa_G43360.h1.t1	AT1G10870.2
OG0016307	Aa_G43390.h1.t1	AT1G10880.1
OG0016308	Aa_G151120.h1.t1	AT4G08280.2
OG0016309	Aa_G232700.h1.t1	AT1G11200.1
OG0016310	Aa_G356210.h1.t1	AT4G13040.3
OG0016311	Aa_G469920.h1.t1	AT1G11545.1
OG0016312	Aa_G307210.h1.t1	AT1G11660.1
OG0016314	Aa_G338970.h2.t1, Aa_G338970.h1.t1	AT1G11760.1
OG0016315	Aa_G739690.h1.t1	AT1G62390.1
OG0016316	Aa_G298890.h1.t1	AT1G12050.1
OG0016317	Aa_G193690.h1.t1	AT1G12244.1
OG0016318	Aa_G193660.h1.t1	AT1G12250.1
OG0016319	Aa_G246100.h1.t1	AT1G12370.2
OG0016320	Aa_G10870.h1.t1	AT1G12430.2
OG0016321	Aa_G10800.h1.t1	AT1G12480.1
OG0016323	Aa_G710450.h1.t1	AT1G12570.1
OG0016324	Aa_G319800.h1.t1	AT1G12650.1
OG0016325	Aa_G292040.h1.t1	AT1G12800.1
OG0016326	Aa_G26620.h1.t1	AT1G12970.1
OG0016327	Aa_G501030.h1.t1	AT1G13130.1
OG0016328	Aa_G726110.h1.t1	AT1G13170.2
OG0016329	Aa_G616300.h1.t1	AT1G13220.3
OG0016330	Aa_G616320.h1.t1	AT1G13245.1
OG0016331	Aa_G109580.h1.t1	AT1G13570.1
