Orthogroup	Arabis_alpina	Arabidopsis_arenosa
OG0018053	Aa_G579820.h1.t1	jg31078
OG0018054	Aa_G539050.h1.t1	jg31108
OG0018055	Aa_G417010.h1.t1	jg31569
OG0018056	Aa_G16500.h1.t1	jg31908
OG0018057	Aa_G614110.h1.t1	jg32492
OG0018059	Aa_G169570.h1.t1	jg32530
OG0018060	Aa_G82560.h1.t1	jg32650
OG0018061	Aa_G128440.h1.t1	jg32706
OG0018067	Aa_G628010.h1.t1	jg1805
OG0018068	Aa_G350330.h1.t1	jg1934
OG0018069	Aa_G85050.h1.t1	jg2021
OG0018070	Aa_G536610.h1.t1	jg2088
OG0018071	Aa_G131770.h1.t1	jg2357
OG0018072	Aa_G609180.h1.t1	jg2386
OG0018074	Aa_G446080.h1.t1	jg2518
OG0018075	Aa_G232130.h1.t1	jg2727
OG0018077	Aa_G30500.h1.t1	jg3041
OG0018079	Aa_G283690.h1.t1	jg3094
OG0018080	Aa_G492830.h1.t1	jg3112
OG0018081	Aa_G87760.h1.t1	jg3282
OG0018082	Aa_G447450.h1.t1	jg3361
OG0018083	Aa_G687020.h1.t1	jg3497
OG0018084	Aa_G80370.h1.t1	jg3599
OG0018085	Aa_G819160.h1.t1	jg3710
OG0018086	Aa_G71750.h1.t1	jg24009
OG0018088	Aa_G174480.h1.t1	jg24708
OG0018089	Aa_G745100.h1.t1	jg25256
OG0018090	Aa_G63050.h1.t1	jg25924
OG0018092	Aa_G342890.h1.t1	jg26025
OG0018093	Aa_G108150.h1.t1	jg26035
OG0018094	Aa_G538300.h1.t1	jg26589
OG0018095	Aa_G87440.h1.t1	jg26598
OG0018096	Aa_G86420.h1.t1	jg26871
OG0018097	Aa_G190.h1.t1	jg26964, jg26967
OG0018098	Aa_G105310.h1.t1	jg27403
OG0018099	Aa_G621340.h1.t1, Aa_G409890.h1.t1	jg27506
OG0018100	Aa_G266690.h1.t1, Aa_G553510.h1.t1	jg27508
OG0018101	Aa_G269120.h1.t1	jg27535
OG0018102	Aa_G529380.h1.t1	jg27696
OG0018103	Aa_G421740.h1.t1	jg27844
OG0018104	Aa_G688020.h1.t1	jg28015
OG0018105	Aa_G440880.h1.t1	jg28297
OG0018106	Aa_G505080.h1.t1	jg28316
OG0018108	Aa_G224770.h1.t1	jg16695
OG0018109	Aa_G224790.h1.t1	jg16696
OG0018110	Aa_G375030.h1.t1	jg16711
OG0018111	Aa_G157400.h1.t1	jg16749
OG0018112	Aa_G204740.h1.t1	jg16787
OG0018113	Aa_G393980.h1.t1	jg16804
OG0018114	Aa_G499150.h1.t1	jg16813
OG0018115	Aa_G11810.h1.t1	jg16827
OG0018116	Aa_G11840.h1.t1	jg16831
OG0018117	Aa_G166840.h1.t1	jg16855
OG0018118	Aa_G162590.h1.t1	jg16881
OG0018119	Aa_G569060.h1.t1	jg16907
OG0018120	Aa_G155580.h1.t1	jg17010
OG0018121	Aa_G393040.h1.t1	jg17042
OG0018122	Aa_G321370.h1.t1	jg17055
OG0018123	Aa_G35730.h1.t1	jg17184
OG0018126	Aa_G30060.h1.t1	jg18880
OG0018128	Aa_G230860.h1.t1	jg19530
OG0018129	Aa_G196930.h1.t1	jg20050
OG0018130	Aa_G251350.h1.t1	jg12911
OG0018132	Aa_G278020.h1.t1	jg12930
OG0018133	Aa_G278160.h1.t1	jg12941
OG0018135	Aa_G448980.h1.t1	jg13012
OG0018136	Aa_G435380.h1.t1	jg13053
OG0018137	Aa_G146360.h1.t1	jg13093
OG0018138	Aa_G83450.h1.t1	jg13273
OG0018139	Aa_G25740.h1.t1	jg13343
OG0018140	Aa_G263350.h1.t1	jg13461
OG0018141	Aa_G27430.h1.t1	jg13510
OG0018142	Aa_G34150.h1.t1, Aa_G308230.h1.t1	jg13543
OG0018145	Aa_G465090.h1.t1	jg13949
OG0018146	Aa_G115920.h1.t1	jg14159
OG0018147	Aa_G311680.h1.t1	jg14203
OG0018148	Aa_G426800.h1.t1	jg14205
OG0018149	Aa_G426810.h1.t1	jg14206
OG0018150	Aa_G647980.h1.t1	jg14290
OG0018153	Aa_G106910.h1.t1	jg14709
OG0018155	Aa_G483480.h1.t1	jg15693, jg15161
OG0018156	Aa_G153470.h1.t1	jg15178
OG0018157	Aa_G507230.h1.t1	jg15457
OG0018159	Aa_G275490.h1.t1	jg4571
OG0018160	Aa_G392790.h1.t1	jg4643
OG0018161	Aa_G159090.h1.t1	jg4860
OG0018163	Aa_G158500.h1.t1	jg4960
OG0018164	Aa_G72630.h1.t1, Aa_G72660.h1.t1	jg5251
OG0018165	Aa_G524200.h1.t1	jg5276
OG0018166	Aa_G83660.h1.t1	jg5753
OG0018169	Aa_G151200.h1.t1	jg7061
OG0018170	Aa_G97690.h1.t1	jg7214
OG0018171	Aa_G334280.h1.t1	jg7247
OG0018172	Aa_G294840.h1.t1	jg7337
OG0018173	Aa_G36120.h1.t1	jg7446
OG0018175	Aa_G136240.h1.t1	jg8228
OG0018177	Aa_G258890.h1.t1	jg8920
OG0018178	Aa_G328760.h1.t1	jg9027
OG0018180	Aa_G301330.h1.t1	jg9440
OG0018181	Aa_G2770.h1.t1	jg9523
OG0018182	Aa_G182720.h1.t1	jg9552
OG0018183	Aa_G55490.h1.t1	jg9583
OG0018184	Aa_G44550.h1.t1	jg9598
OG0018186	Aa_G104390.h1.t1, Aa_G160000.h1.t1	jg9655
OG0018187	Aa_G141580.h1.t1	jg9689
OG0018188	Aa_G86560.h1.t1	jg9764
OG0018189	Aa_G618310.h1.t1	jg9781
OG0018190	Aa_G228010.h1.t1	jg9802
OG0018191	Aa_G227890.h1.t1	jg9808
OG0018193	Aa_G29720.h1.t1	jg9908
OG0018194	Aa_G255790.h1.t1	jg10032
OG0018196	Aa_G504650.h1.t1	jg10391
OG0018197	Aa_G581650.h1.t1	jg10499
OG0018198	Aa_G423070.h1.t1	jg10753
OG0018199	Aa_G96180.h1.t1	jg10884
OG0018200	Aa_G408380.h1.t1, Aa_G408350.h1.t1	jg11353
OG0018201	Aa_G538770.h1.t1	jg11945
OG0018202	Aa_G44320.h1.t1	jg11988
OG0018203	Aa_G495190.h1.t1	jg12151
OG0018205	Aa_G245590.h1.t1	jg12496
OG0018206	Aa_G245580.h1.t1	jg12497
OG0018207	Aa_G169280.h1.t1	jg12543
OG0018208	Aa_G298320.h1.t1	jg12731
OG0018209	Aa_G201090.h1.t1	jg12786
OG0018210	Aa_G185140.h1.t1	jg12819
OG0018211	Aa_G401220.h1.t1	jg23099
OG0018212	Aa_G162850.h1.t1	jg20293
OG0018213	Aa_G316870.h1.t1	jg20830
OG0018214	Aa_G32590.h1.t1	jg20925
OG0018215	Aa_G286990.h1.t1	jg21293
OG0018217	Aa_G28570.h1.t1	jg21382
OG0018219	Aa_G415900.h1.t1	jg21683
OG0018220	Aa_G125960.h1.t1	jg21702
OG0018221	Aa_G70210.h1.t1	jg21749
OG0018222	Aa_G577650.h1.t1	jg21755
OG0018223	Aa_G687780.h1.t1	jg21848
OG0018224	Aa_G265390.h1.t1	jg21854
OG0018225	Aa_G261180.h1.t1	jg21866
OG0018226	Aa_G116530.h1.t1	jg21993
OG0018227	Aa_G448820.h1.t1	jg23081
OG0018228	Aa_G61480.h1.t1	jg23139
OG0018230	Aa_G43560.h1.t1	jg23729
OG0018261	Aa_G360250.h1.t1	jg10216
OG0018262	Aa_G826290.h1.t1	jg14478
OG0018263	Aa_G459580.h1.t1	jg12663
OG0018265	Aa_G47600.h1.t1	jg5583
OG0018267	Aa_G321090.h1.t1	jg5357
OG0018268	Aa_G320990.h1.t1	jg5347
OG0018271	Aa_G115780.h1.t1	jg11385
OG0018272	Aa_G336030.h1.t1	jg5253
OG0018273	Aa_G72840.h1.t1	jg5231
OG0018274	Aa_G289980.h1.t1	jg5205
OG0018275	Aa_G19520.h1.t1	jg5141
OG0018276	Aa_G155230.h1.t1	jg5115
OG0018278	Aa_G48360.h1.t1	jg5089
OG0018278	Aa_G491630.h1.t1	jg4054
OG0018281	Aa_G159040.h1.t1	jg4855
OG0018283	Aa_G152780.h1.t1	jg4805
OG0018284	Aa_G231140.h1.t1	jg4779
OG0018285	Aa_G130540.h1.t1	jg4750
OG0018286	Aa_G130390.h1.t1	jg4733
OG0018287	Aa_G210790.h1.t1	jg4704
OG0018288	Aa_G319220.h1.t1	jg4672
OG0018289	Aa_G495830.h1.t1	jg4593
OG0018290	Aa_G305160.h1.t1, Aa_G130030.h1.t1	jg9976
OG0018296	Aa_G723670.h1.t1	jg17902
OG0018298	Aa_G541540.h1.t1	jg17944
OG0018299	Aa_G477910.h1.t1	jg18003
OG0018300	Aa_G470520.h1.t1	jg18028
OG0018303	Aa_G154790.h1.t1	jg18246
OG0018304	Aa_G363520.h1.t1	jg18426
OG0018305	Aa_G316810.h1.t1	jg20819
OG0018306	Aa_G353770.h1.t1	jg10031
OG0018308	Aa_G90980.h1.t1	jg9928
OG0018310	Aa_G29410.h1.t1	jg32812
OG0018311	Aa_G171150.h1.t1	jg32738
OG0018314	Aa_G138820.h1.t1	jg31615
OG0018315	Aa_G216280.h1.t1	jg31632
OG0018316	Aa_G194220.h1.t1	jg31824
OG0018317	Aa_G109200.h1.t1	jg31871
OG0018318	Aa_G109340.h1.t1	jg31892
OG0018319	Aa_G171910.h1.t1	jg13106
OG0018322	Aa_G585350.h1.t1	jg23518
OG0018323	Aa_G51390.h1.t1	jg23451
OG0018324	Aa_G75920.h1.t1	jg23334
OG0018325	Aa_G13470.h1.t1	jg23193
OG0018326	Aa_G315920.h1.t1	jg23172
OG0018327	Aa_G131170.h1.t1	jg23156
OG0018328	Aa_G61420.h1.t1	jg23147
OG0018329	Aa_G807290.h1.t1	jg23130
OG0018330	Aa_G606830.h1.t1	jg23084
OG0018331	Aa_G448810.h1.t1	jg23079
OG0018332	Aa_G448750.h1.t1	jg23073
OG0018334	Aa_G46260.h1.t1	jg6260
OG0018335	Aa_G45980.h1.t1	jg6291
OG0018336	Aa_G45520.h1.t1	jg6294
OG0018337	Aa_G552720.h1.t1	jg6435
OG0018338	Aa_G552740.h1.t1	jg6437
OG0018339	Aa_G539260.h1.t1	jg6449
OG0018340	Aa_G112770.h1.t1	jg5810
OG0018341	Aa_G181170.h1.t1	jg5829
OG0018342	Aa_G15340.h1.t1	jg5936
OG0018344	Aa_G225490.h1.t1	jg22839
OG0018346	Aa_G246240.h1.t1	jg22808
OG0018347	Aa_G93960.h1.t1	jg22776
OG0018348	Aa_G31700.h1.t1	jg22697
OG0018349	Aa_G227710.h1.t1	jg22672
OG0018350	Aa_G805490.h1.t1	jg22646
OG0018351	Aa_G607650.h1.t1	jg22642
OG0018352	Aa_G216520.h1.t1	jg22482
OG0018355	Aa_G180040.h1.t1	jg7947
OG0018356	Aa_G564960.h1.t1	jg4555
OG0018358	Aa_G170560.h1.t1	jg4285
OG0018359	Aa_G331840.h1.t1	jg4226
OG0018360	Aa_G271670.h1.t1	jg3805
OG0018362	Aa_G18800.h1.t1	jg3937
OG0018363	Aa_G443020.h1.t1	jg3910
OG0018364	Aa_G420140.h1.t1	jg3896
OG0018365	Aa_G54020.h1.t1	jg3866
OG0018366	Aa_G53990.h1.t1	jg3863
OG0018367	Aa_G481290.h1.t1	jg3846
OG0018368	Aa_G271770.h1.t1	jg3812
OG0018369	Aa_G271740.h1.t1	jg24771
OG0018370	Aa_G547900.h1.t1	jg12756
OG0018372	Aa_G239070.h1.t1	jg3778
OG0018373	Aa_G239110.h1.t1	jg3782
OG0018374	Aa_G293650.h1.t1	jg3662
OG0018375	Aa_G145350.h1.t1	jg3631
OG0018376	Aa_G336960.h1.t1	jg3618
OG0018377	Aa_G336920.h1.t1	jg3614
OG0018378	Aa_G485960.h1.t1, Aa_G122560.h1.t1	jg3493
OG0018379	Aa_G129500.h1.t1	jg3433
OG0018380	Aa_G654170.h1.t1	jg3406
OG0018381	Aa_G252650.h1.t1	jg30868
OG0018382	Aa_G104370.h1.t1	jg3387
OG0018383	Aa_G215650.h1.t1	jg3379
OG0018384	Aa_G384630.h1.t1	jg27589
OG0018385	Aa_G111210.h1.t1	jg3299
OG0018386	Aa_G315330.h1.t1	jg3292
OG0018387	Aa_G348910.h1.t1	jg3169
OG0018389	Aa_G650550.h1.t1	jg27883
OG0018391	Aa_G205540.h1.t1	jg33814
OG0018392	Aa_G32370.h1.t1	jg1948
OG0018393	Aa_G608290.h1.t1	jg33639
OG0018394	Aa_G751090.h1.t1	jg33630
OG0018398	Aa_G25220.h1.t1	jg18814
OG0018399	Aa_G500690.h1.t1	jg19852, jg14463
OG0018400	Aa_G70970.h1.t1	jg11906
OG0018401	Aa_G611610.h1.t1	jg11936
OG0018402	Aa_G668690.h1.t1	jg11709
OG0018403	Aa_G255310.h1.t1	jg11706
OG0018404	Aa_G321580.h1.t1	jg11816
OG0018405	Aa_G198110.h1.t1	jg11461
OG0018406	Aa_G115750.h1.t1	jg11383
OG0018408	Aa_G518260.h1.t1	jg11348
OG0018409	Aa_G711200.h1.t1	jg11282
OG0018410	Aa_G31150.h1.t1	jg11255
OG0018413	Aa_G229250.h1.t1	jg31248
OG0018415	Aa_G492860.h1.t1	jg3107
OG0018416	Aa_G64580.h1.t1	jg3122
OG0018417	Aa_G64560.h1.t1	jg3124
OG0018419	Aa_G395930.h1.t1	jg2454
OG0018421	Aa_G317490.h1.t1	jg2507
OG0018422	Aa_G44610.h1.t1	jg9596
OG0018426	Aa_G151430.h1.t1, Aa_G151460.h1.t1	jg12603, jg12604
OG0018427	Aa_G403400.h1.t1	jg14143
OG0018428	Aa_G34170.h1.t1	jg13545
OG0018430	Aa_G34320.h1.t1	jg13567
OG0018431	Aa_G650030.h1.t1	jg20499
OG0018432	Aa_G41640.h1.t1	jg14516
OG0018434	Aa_G98800.h1.t1	jg20603
OG0018435	Aa_G699130.h1.t1	jg13636
OG0018438	Aa_G677570.h1.t1	jg33372
OG0018439	Aa_G364650.h1.t1	jg33385
OG0018439	Aa_G364640.h1.t1	jg33381
OG0018442	Aa_G173570.h1.t1	jg33473
OG0018444	Aa_G146010.h1.t1	jg18505
OG0018445	Aa_G263970.h1.t1	jg18620
OG0018447	Aa_G11090.h1.t1	jg18670
OG0018449	Aa_G345140.h1.t1	jg10730
OG0018450	Aa_G758930.h1.t1	jg10799
OG0018451	Aa_G758950.h1.t1	jg10802
OG0018454	Aa_G152190.h1.t1	jg10818
OG0018457	Aa_G524880.h1.t1	jg20434
OG0018459	Aa_G392670.h1.t1	jg14920
OG0018463	Aa_G105380.h1.t1	jg27393
OG0018464	Aa_G194470.h1.t1	jg27217
OG0018465	Aa_G105250.h1.t1	jg27408
OG0018469	Aa_G597940.h1.t1	jg13693
OG0018470	Aa_G448200.h1.t1	jg10590
OG0018471	Aa_G451740.h1.t1	jg23937
OG0018472	Aa_G203910.h1.t1	jg10553
OG0018473	Aa_G245330.h1.t1, Aa_G245320.h1.t1	jg10534
OG0018475	Aa_G59030.h1.t1	jg10436
OG0018476	Aa_G148340.h1.t1	jg10614
OG0018477	Aa_G295970.h1.t1	jg10929
OG0018478	Aa_G16630.h1.t1	jg10907
OG0018479	Aa_G52370.h1.t1	jg23886
OG0018480	Aa_G52420.h1.t1	jg23890
OG0018481	Aa_G52440.h1.t1	jg23892
OG0018482	Aa_G52470.h1.t1	jg23896
OG0018483	Aa_G52640.h1.t1	jg23919
OG0018484	Aa_G52670.h1.t1	jg23922
OG0018486	Aa_G553360.h1.t1	jg23942
OG0018487	Aa_G593140.h1.t1	jg23947
OG0018488	Aa_G43950.h1.t1	jg23758
OG0018489	Aa_G44100.h1.t1	jg23769
OG0018490	Aa_G44130.h1.t1	jg23772
OG0018491	Aa_G113890.h1.t1	jg23780
OG0018492	Aa_G273180.h1.t1	jg16444
OG0018493	Aa_G273070.h1.t1	jg16433
OG0018494	Aa_G273060.h1.t1	jg16432
OG0018495	Aa_G167830.h1.t1	jg16325
OG0018496	Aa_G2400.h1.t1	jg16275
OG0018497	Aa_G136110.h1.t1	jg8242
OG0018498	Aa_G728940.h1.t1	jg16206
OG0018500	Aa_G340570.h1.t1	jg15987
OG0018502	Aa_G433200.h1.t1	jg15879
OG0018503	Aa_G494430.h1.t1	jg15802
OG0018504	Aa_G317290.h1.t1	jg15794, jg17171
OG0018505	Aa_G373060.h1.t1	jg15618
OG0018507	Aa_G287670.h1.t1	jg15433
OG0018509	Aa_G394520.h1.t1	jg15305
OG0018510	Aa_G211580.h1.t1	jg15241
OG0018511	Aa_G100030.h1.t1	jg15201
OG0018512	Aa_G153510.h1.t1	jg15182
OG0018513	Aa_G70.h1.t1	jg26923
OG0018514	Aa_G300.h1.t1	jg26995
OG0018515	Aa_G454560.h1.t1	jg2163
OG0018517	Aa_G156840.h1.t1	jg2320
OG0018518	Aa_G55940.h1.t1	jg2327
OG0018519	Aa_G185880.h1.t1	jg28060
OG0018520	Aa_G244900.h1.t1	jg28116
OG0018521	Aa_G144320.h1.t1	jg19380
OG0018522	Aa_G401740.h1.t1	jg11930
OG0018524	Aa_G378830.h1.t1	jg18978
OG0018526	Aa_G225590.h1.t1	jg7596
OG0018528	Aa_G407260.h1.t1	jg16665
OG0018529	Aa_G314410.h1.t1	jg13984
OG0018530	Aa_G369280.h1.t1	jg32592
OG0018531	Aa_G10930.h1.t1	jg32314
OG0018532	Aa_G389440.h1.t1	jg32178
OG0018533	Aa_G507030.h1.t1	jg32167
OG0018535	Aa_G154320.h1.t1	jg7367
OG0018537	Aa_G122240.h1.t1	jg6585
OG0018539	Aa_G26090.h1.t1	jg6635
OG0018542	Aa_G639390.h1.t1	jg28248
OG0018543	Aa_G194660.h1.t1	jg28287
OG0018544	Aa_G190640.h1.t1	jg21366
OG0018545	Aa_G13200.h1.t1	jg20226
OG0018546	Aa_G177890.h1.t1	jg20094
OG0018547	Aa_G289620.h1.t1	jg19928, jg19918
OG0018549	Aa_G993730.h1.t1	jg24378
OG0018550	Aa_G79900.h1.t1	jg11454
OG0018551	Aa_G401570.h1.t1	jg19634
OG0018552	Aa_G454730.h1.t1	jg19622
OG0018553	Aa_G450760.h1.t1	jg19616
OG0018554	Aa_G199940.h1.t1	jg19599
OG0018557	Aa_G124010.h1.t1	jg19410
OG0018559	Aa_G42610.h1.t1	jg24047
OG0018560	Aa_G42440.h1.t1	jg24068
OG0018561	Aa_G42300.h1.t1	jg24083
OG0018563	Aa_G250290.h1.t1	jg24108
OG0018564	Aa_G622780.h1.t1, Aa_G267870.h1.t1	jg24163
OG0018565	Aa_G47590.h1.t1, Aa_G833050.h1.t1	jg24189
OG0018566	Aa_G47550.h1.t1, Aa_G416350.h1.t1	jg24195
OG0018567	Aa_G44890.h1.t1	jg24203
OG0018568	Aa_G304930.h1.t1	jg24318
OG0018569	Aa_G4190.h1.t1	jg24332
OG0018570	Aa_G4280.h1.t1	jg24342
OG0018571	Aa_G4460.h1.t1	jg24363
OG0018572	Aa_G75550.h1.t1	jg24436
OG0018573	Aa_G75560.h1.t1	jg24437
OG0018574	Aa_G51060.h1.t1	jg24475
OG0018575	Aa_G51220.h1.t1	jg24497
OG0018576	Aa_G47870.h1.t1	jg24643
OG0018577	Aa_G174760.h1.t1	jg24682
OG0018579	Aa_G24290.h1.t1	jg24793
OG0018580	Aa_G311160.h1.t1	jg11578
OG0018581	Aa_G260620.h1.t1, Aa_G34800.h1.t1	jg24883
OG0018582	Aa_G324440.h1.t1	jg24925
OG0018583	Aa_G743020.h1.t1	jg25047
OG0018584	Aa_G651630.h1.t1	jg12530
OG0018585	Aa_G102890.h1.t1	jg25130
OG0018586	Aa_G40150.h1.t1	jg25224
OG0018587	Aa_G40070.h1.t1	jg25233
OG0018588	Aa_G720240.h1.t1	jg25254
OG0018589	Aa_G374010.h1.t1	jg25289
OG0018590	Aa_G373920.h1.t1	jg25300
OG0018592	Aa_G472350.h1.t1	jg25393
OG0018593	Aa_G56250.h1.t1	jg25450
OG0018594	Aa_G1170.h1.t1	jg25534
OG0018597	Aa_G367460.h1.t1	jg25702
OG0018598	Aa_G71160.h1.t1	jg25798
OG0018600	Aa_G251510.h1.t1	jg12928
OG0018601	Aa_G240050.h1.t1	jg26056
OG0018602	Aa_G240100.h1.t1	jg26060
OG0018605	Aa_G164450.h1.t1	jg26108
OG0018608	Aa_G136590.h1.t1	jg26268
OG0018609	Aa_G586310.h1.t1	jg21966
OG0018613	Aa_G399650.h1.t1	jg26381
OG0018614	Aa_G229420.h1.t1	jg26330
OG0018615	Aa_G149730.h1.t1	jg13000
OG0018616	Aa_G32410.h1.t1	jg1953
OG0018617	Aa_G272000.h1.t1	jg1726
OG0018618	Aa_G392180.h1.t1	jg1564
OG0018620	Aa_G416200.h1.t1	jg5673
OG0018621	Aa_G311890.h1.t1	jg15152
OG0018623	Aa_G106090.h1.t1	jg28420
OG0018624	Aa_G94590.h1.t1	jg28427
OG0018625	Aa_G94580.h1.t1	jg28428
OG0018626	Aa_G325270.h1.t1	jg28535
OG0018627	Aa_G134870.h1.t1	jg28669
OG0018628	Aa_G134490.h1.t1	jg28711
OG0018629	Aa_G400380.h1.t1	jg28727
OG0018630	Aa_G400410.h1.t1	jg28729
OG0018631	Aa_G341330.h1.t1	jg28757
OG0018632	Aa_G286250.h1.t1	jg28815
OG0018633	Aa_G493500.h1.t1	jg28832
OG0018635	Aa_G79320.h1.t1	jg28884
OG0018636	Aa_G220030.h1.t1	jg28927
OG0018637	Aa_G22400.h1.t1	jg29028
OG0018638	Aa_G429830.h1.t1	jg29052
OG0018639	Aa_G435930.h1.t1	jg29067
OG0018640	Aa_G275780.h1.t1	jg29089
OG0018641	Aa_G257580.h1.t1	jg29113
OG0018642	Aa_G558390.h1.t1, Aa_G90710.h1.t1	jg29130
OG0018644	Aa_G286030.h1.t1	jg29169
OG0018645	Aa_G19340.h1.t1	jg29254
OG0018646	Aa_G19100.h1.t1	jg29277
OG0018650	Aa_G535920.h1.t1	jg29458
OG0018651	Aa_G876050.h1.t1	jg20922
OG0018652	Aa_G89250.h1.t1	jg29552
OG0018653	Aa_G531850.h1.t1	jg29603
OG0018654	Aa_G769220.h1.t1	jg29653
OG0018655	Aa_G666150.h1.t1	jg29787
OG0018656	Aa_G118480.h1.t1	jg29831
OG0018658	Aa_G394370.h1.t1	jg29992
OG0018659	Aa_G121290.h1.t1	jg30018
OG0018660	Aa_G112420.h1.t1	jg30038
OG0018661	Aa_G112430.h1.t1	jg30039
OG0018665	Aa_G426230.h1.t1	jg17955, jg17951, jg17957, jg17953
OG0018666	Aa_G275010.h1.t1	jg30234
OG0018667	Aa_G278350.h1.t1	jg30291
OG0018668	Aa_G544290.h1.t1	jg30492
OG0018669	Aa_G234770.h1.t1	jg21622
OG0018670	Aa_G266310.h1.t1	jg30545
OG0018672	Aa_G393490.h1.t1	jg30550
OG0018673	Aa_G660990.h1.t1	jg30555
OG0018674	Aa_G39530.h1.t1	jg21104
OG0018677	Aa_G245890.h1.t1	jg2796
OG0018680	Aa_G127550.h1.t1	jg33236
OG0018682	Aa_G274800.h1.t1	jg593
OG0018684	Aa_G357210.h1.t1	jg621
OG0018685	Aa_G262870.h1.t1	jg640
OG0018686	Aa_G489070.h1.t1	jg698
OG0018688	Aa_G330600.h1.t1	jg932
OG0018691	Aa_G7630.h1.t1	jg1364
OG0018692	Aa_G365890.h1.t1	jg1410
OG0018695	Aa_G295650.h1.t1	jg20385
OG0018696	Aa_G63520.h1.t1	jg20343
OG0018698	Aa_G301310.h1.t1	jg9439
OG0018701	Aa_G255170.h1.t1	jg32945
OG0018702	Aa_G273830.h1.t1	jg32986, jg7306
OG0018703	Aa_G133560.h1.t1, Aa_G505490.h1.t1	jg33008
OG0018705	Aa_G133510.h1.t1	jg33016
OG0018706	Aa_G487060.h1.t1	jg8275
OG0018709	Aa_G374890.h1.t1	jg8420
OG0018711	Aa_G95160.h1.t1	jg8556
OG0018713	Aa_G662000.h1.t1	jg8564
OG0018714	Aa_G153300.h1.t1	jg8585
OG0018717	Aa_G139450.h1.t1	jg8623
OG0018718	Aa_G514640.h1.t1	jg8736
OG0018719	Aa_G514760.h1.t1	jg8753
OG0018720	Aa_G157030.h1.t1, Aa_G583620.h1.t1	jg8770, jg975
OG0018722	Aa_G395570.h1.t1	jg8840
OG0018723	Aa_G385120.h1.t1	jg8869
OG0018724	Aa_G385090.h1.t1	jg8871
OG0018725	Aa_G274380.h1.t1	jg26715
OG0018726	Aa_G45840.h1.t1	jg9215
OG0018728	Aa_G563860.h1.t1	jg14582
OG0018730	Aa_G658400.h1.t1	jg26656
OG0018731	Aa_G187290.h1.t1	jg2903
OG0018732	Aa_G187200.h1.t1	jg2894
OG0018733	Aa_G62620.h1.t1	jg30882
OG0018735	Aa_G53380.h1.t1	jg8118
OG0018738	Aa_G493550.h1.t1	jg28836
OG0018739	Aa_G517580.h1.t1	jg28963
OG0018740	Aa_G22780.h1.t1	jg28998
OG0018741	Aa_G339040.h1.t1	jg29611
OG0018744	Aa_G349970.h1.t1	jg30940
OG0018745	Aa_G562090.h1.t1	jg30957
OG0018746	Aa_G126680.h1.t1	jg31031
OG0018747	Aa_G478360.h1.t1	jg31044
OG0018748	Aa_G415780.h1.t1	jg31116
OG0018751	Aa_G442290.h1.t1	jg31166
OG0018752	Aa_G233530.h1.t1	jg31186
OG0018753	Aa_G205010.h1.t1	jg31397
OG0018757	Aa_G27700.h1.t1	jg32619
OG0018759	Aa_G213040.h1.t1, Aa_G213050.h1.t1	jg16533, jg33624, jg28265
OG0018762	Aa_G330570.h1.t1	jg928
OG0018763	Aa_G519680.h1.t1	jg1134
OG0018764	Aa_G567410.h1.t1	jg1345
OG0018767	Aa_G387860.h1.t1	jg1982
OG0018768	Aa_G609200.h1.t1	jg2388
OG0018770	Aa_G30620.h1.t1	jg3056
OG0018771	Aa_G447440.h1.t1	jg3358
OG0018772	Aa_G104250.h1.t1	jg3400
OG0018773	Aa_G343740.h1.t1	jg3532
OG0018774	Aa_G80430.h1.t1	jg3606
OG0018775	Aa_G80460.h1.t1	jg3608
OG0018776	Aa_G385690.h1.t1	jg3751
OG0018777	Aa_G15650.h1.t1	jg3761
OG0018778	Aa_G457990.h1.t1, Aa_G445580.h1.t1	jg24658
OG0018780	Aa_G373970.h1.t1	jg25295
OG0018781	Aa_G207850.h1.t1	jg25363
OG0018783	Aa_G342830.h1.t1	jg26020
OG0018784	Aa_G199060.h1.t1	jg21321, jg26703
OG0018785	Aa_G185570.h1.t1	jg26803
OG0018786	Aa_G116360.h1.t1	jg27175
OG0018788	Aa_G105300.h1.t1	jg27404
OG0018790	Aa_G110330.h1.t1	jg27670
OG0018792	Aa_G185830.h1.t1, Aa_G190150.h1.t1	jg28065
OG0018793	Aa_G505060.h1.t1, Aa_G440770.h1.t1	jg28313
OG0018794	Aa_G505120.h1.t1	jg28321
OG0018796	Aa_G396360.h1.t1	jg16803
OG0018798	Aa_G554000.h1.t1	jg16877
OG0018799	Aa_G41530.h1.t1	jg16951
OG0018801	Aa_G155560.h1.t1	jg17007
OG0018804	Aa_G3090.h1.t1	jg17512
OG0018806	Aa_G146000.h1.t1, Aa_G146000.h2.t1	jg18504
OG0018809	Aa_G786600.h1.t1	jg18908
OG0018810	Aa_G38210.h1.t1, Aa_G366710.h1.t1, Aa_G48970.h1.t1, Aa_G38180.h1.t1, Aa_G38160.h1.t1	jg19216
OG0018811	Aa_G125470.h1.t1	jg19659
OG0018813	Aa_G251410.h1.t1	jg12917
OG0018814	Aa_G484290.h1.t1	jg13062
OG0018815	Aa_G83260.h1.t1	jg13298
OG0018816	Aa_G34210.h1.t1	jg13550
OG0018817	Aa_G252720.h1.t1	jg13993
OG0018818	Aa_G191970.h1.t1	jg14248
OG0018819	Aa_G597780.h1.t1	jg14349
