Orthogroup	Arabis_alpina	Raphanus_sativus
OG0014892	Aa_G73270.h1.t1	XP_018456441.1
OG0014893	Aa_G323300.h1.t1	XP_018478721.1, XP_018462014.1
OG0014894	Aa_G73220.h1.t1	XP_018475781.1
OG0014895	Aa_G73090.h1.t1	XP_018476114.1
OG0014896	Aa_G73010.h1.t1	XP_018446967.1, XP_018444183.1
OG0014897	Aa_G181610.h1.t1	XP_018445685.1
OG0014898	Aa_G181620.h1.t1	XP_018476730.1
OG0014899	Aa_G140670.h1.t1	XP_018442440.1
OG0014900	Aa_G140770.h1.t1	XP_018445970.1
OG0014901	Aa_G140810.h1.t1	XP_018447368.1
OG0014902	Aa_G259050.h1.t1	XP_018442572.1
OG0014903	Aa_G337120.h1.t1	XP_018445901.1
OG0014904	Aa_G337180.h1.t1	XP_018468682.1
OG0014905	Aa_G44180.h1.t1	XP_018458119.1
OG0014906	Aa_G556550.h1.t1	XP_018443079.1
OG0014907	Aa_G519970.h1.t1	XP_018445512.1
OG0014908	Aa_G519990.h1.t1	XP_018445510.1
OG0014909	Aa_G520020.h1.t1	XP_018468623.1
OG0014910	Aa_G170130.h1.t1	XP_018473404.1
OG0014911	Aa_G259930.h1.t1	XP_018450082.1
OG0014912	Aa_G259850.h1.t1	XP_018445239.1
OG0014913	Aa_G451880.h1.t1	XP_018476783.1
OG0014914	Aa_G260780.h1.t1	XP_018445956.1
OG0014915	Aa_G260770.h1.t1	XP_018445957.1
OG0014916	Aa_G260720.h1.t1	XP_018456405.1
OG0014917	Aa_G260630.h1.t1	XP_018443948.1
OG0014918	Aa_G85280.h1.t1	XP_018443124.1
OG0014919	Aa_G274590.h1.t1	XP_018446078.1
OG0014920	Aa_G274540.h1.t1	XP_018469822.1
OG0014921	Aa_G274530.h1.t1	XP_018442959.1
OG0014922	Aa_G18790.h1.t1	XP_018474711.1
OG0014923	Aa_G18770.h1.t1	XP_018472880.1
OG0014924	Aa_G18690.h1.t1	XP_018472512.1
OG0014925	Aa_G18630.h1.t1	XP_018444495.1
OG0014926	Aa_G18600.h1.t1	XP_018462428.1, XP_018475231.1
OG0014927	Aa_G443030.h1.t1	XP_018446449.1
OG0014928	Aa_G420200.h1.t1, Aa_G420200.h2.t1	XP_018470290.1, XP_018463964.1
OG0014930	Aa_G54110.h1.t1	XP_018455747.1
OG0014931	Aa_G54080.h1.t1	XP_018470944.1
OG0014932	Aa_G54060.h1.t1	XP_018472190.1
OG0014933	Aa_G54050.h1.t1	XP_018475906.1
OG0014934	Aa_G54010.h1.t1	XP_018470015.1
OG0014935	Aa_G54000.h1.t1	XP_018474414.1
OG0014937	Aa_G53890.h1.t1	XP_018474417.1
OG0014938	Aa_G626100.h1.t1	XP_018442101.1
OG0014939	Aa_G271830.h1.t1	XP_018471337.1
OG0014940	Aa_G271810.h1.t1	XP_018474747.1
OG0014941	Aa_G271790.h1.t1	XP_018475809.1
OG0014942	Aa_G271760.h1.t1	XP_018475814.1
OG0014943	Aa_G271730.h1.t1	XP_018459410.1
OG0014944	Aa_G271700.h1.t1	XP_018447373.1
OG0014945	Aa_G352950.h1.t1	XP_018482742.1
OG0014946	Aa_G298250.h1.t1	XP_018442380.1
OG0014947	Aa_G547880.h1.t1	XP_018483580.1
OG0014948	Aa_G201100.h1.t1	XP_018478140.1
OG0014949	Aa_G738070.h1.t1	XP_018445353.1
OG0014950	Aa_G239020.h1.t1	XP_018446974.1
OG0014951	Aa_G239090.h1.t1	XP_018457493.1
OG0014952	Aa_G239170.h1.t1	XP_018445248.1
OG0014953	Aa_G239190.h1.t1	XP_018442362.1
OG0014954	Aa_G239200.h1.t1	XP_018442361.1
OG0014955	Aa_G239250.h1.t1	XP_018446439.1
OG0014956	Aa_G706640.h1.t1	XP_018457913.1
OG0014957	Aa_G389020.h1.t1	XP_018444886.1
OG0014958	Aa_G385700.h1.t1	XP_018442915.1
OG0014959	Aa_G497430.h1.t1	XP_018448719.1
OG0014960	Aa_G312140.h1.t1	XP_018475730.1, XP_018468278.1
OG0014961	Aa_G312080.h1.t1	XP_018461736.1
OG0014962	Aa_G21580.h1.t1	XP_018470250.1, XP_018471667.1
OG0014963	Aa_G462550.h1.t1	XP_018472248.1
OG0014964	Aa_G293590.h1.t1	XP_018446483.1
OG0014965	Aa_G25920.h1.t1	XP_018454391.1
OG0014966	Aa_G457390.h1.t1	XP_018443792.1
OG0014967	Aa_G145400.h1.t1	XP_018452311.1
OG0014968	Aa_G145370.h1.t1	XP_018457178.1
OG0014969	Aa_G61720.h1.t1	XP_018449637.1
OG0014970	Aa_G80390.h1.t1	XP_018457537.1
OG0014971	Aa_G80380.h1.t1	XP_018455154.1
OG0014972	Aa_G444600.h1.t1	XP_018456493.1
OG0014973	Aa_G495960.h1.t1	XP_018486025.1
OG0014974	Aa_G293170.h1.t1	XP_018456242.1
OG0014975	Aa_G293070.h1.t1	XP_018456241.1
OG0014976	Aa_G293050.h1.t1	XP_018445803.1
OG0014977	Aa_G370310.h1.t1	XP_018453410.1, XP_018456180.1
OG0014978	Aa_G457930.h1.t1	XP_018472202.1, XP_018472121.1
OG0014979	Aa_G457980.h1.t1	XP_018456707.1, XP_018456708.1
OG0014980	Aa_G656410.h1.t1	XP_018455865.1, XP_018455864.1
OG0014981	Aa_G204310.h1.t1	XP_018452846.1
OG0014982	Aa_G204290.h1.t1	XP_018452148.1
OG0014983	Aa_G787050.h1.t1	XP_018454780.1, XP_018456398.1
OG0014984	Aa_G121540.h1.t1	XP_018469466.1
OG0014985	Aa_G314190.h1.t1	XP_018470803.1
OG0014986	Aa_G314210.h1.t1	XP_018446610.1
OG0014987	Aa_G129430.h1.t1	XP_018455743.1
OG0014988	Aa_G129370.h1.t1	XP_018452065.1
OG0014989	Aa_G129290.h1.t1	XP_018454666.1
OG0014990	Aa_G44190.h1.t1	XP_018458117.1
OG0014991	Aa_G104310.h1.t1	XP_018471758.1
OG0014992	Aa_G104350.h1.t1	XP_018462115.1
OG0014993	Aa_G215690.h1.t1	XP_018456549.1
OG0014994	Aa_G418910.h1.t1	XP_018446320.1
OG0014995	Aa_G418940.h1.t1	XP_018442325.1
OG0014996	Aa_G418990.h1.t1	XP_018442329.1
OG0014998	Aa_G111060.h1.t1	XP_018446874.1
OG0014999	Aa_G111100.h1.t1, Aa_G111090.h1.t1	XP_018444224.1
OG0015000	Aa_G111120.h1.t1	XP_018446759.1
OG0015001	Aa_G111190.h1.t1	XP_018445516.1
OG0015002	Aa_G111200.h1.t1	XP_018445514.1
OG0015003	Aa_G757930.h1.t1	XP_018445394.1
OG0015004	Aa_G46630.h1.t1	XP_018456995.1
OG0015005	Aa_G87750.h1.t1	XP_018444317.1
OG0015006	Aa_G87820.h1.t1	XP_018445997.1
OG0015007	Aa_G87850.h1.t1	XP_018442599.1
OG0015008	Aa_G87860.h1.t1	XP_018444323.1
OG0015009	Aa_G410760.h1.t1	XP_018445879.1
OG0015010	Aa_G281730.h1.t1	XP_018471245.1, XP_018445114.1
OG0015011	Aa_G656120.h1.t1	XP_018463481.1, XP_018446240.1
OG0015012	Aa_G64870.h1.t1	XP_018466057.1
OG0015013	Aa_G64850.h1.t1	XP_018443080.1
OG0015014	Aa_G64760.h1.t1	XP_018442328.1
OG0015015	Aa_G533860.h1.t1	XP_018444698.1, XP_018443430.1
OG0015016	Aa_G198500.h1.t1	XP_018446198.1
OG0015017	Aa_G198480.h1.t1	XP_018444383.1
OG0015018	Aa_G198420.h1.t1	XP_018446799.1
OG0015019	Aa_G348690.h1.t1	XP_018442165.1
OG0015020	Aa_G348820.h1.t1	XP_018443150.1
OG0015021	Aa_G348890.h1.t1	XP_018446591.1
OG0015022	Aa_G259390.h1.t1	XP_018445971.1
OG0015023	Aa_G259450.h1.t1	XP_018446464.1
OG0015024	Aa_G383790.h1.t1	XP_018434774.1, XP_018458047.1, XP_018437060.1
OG0015025	Aa_G344710.h1.t1	XP_018441163.1
OG0015026	Aa_G329610.h1.t1	XP_018452404.1
OG0015027	Aa_G459740.h1.t1	XP_018440745.1
OG0015029	Aa_G52850.h1.t1	XP_018469511.1
OG0015030	Aa_G256330.h1.t1	XP_018454914.1
OG0015031	Aa_G342160.h1.t1	XP_018440292.1
OG0015032	Aa_G342180.h1.t1	XP_018436124.1
OG0015033	Aa_G518110.h1.t1	XP_018434641.1
OG0015034	Aa_G207430.h1.t1	XP_018433434.1
OG0015035	Aa_G207420.h1.t1	XP_018438803.1
OG0015036	Aa_G487880.h1.t1	XP_018441626.1
OG0015037	Aa_G296260.h1.t1	XP_018441616.1
OG0015038	Aa_G205520.h1.t1	XP_018492376.1
OG0015039	Aa_G108910.h1.t1	XP_018450146.1
OG0015040	Aa_G109010.h1.t1	XP_018450691.1
OG0015041	Aa_G109040.h1.t1	XP_018432931.1
OG0015042	Aa_G378670.h1.t1	XP_018467886.1
OG0015043	Aa_G420920.h1.t1	XP_018450839.1, XP_018447532.1
OG0015044	Aa_G193180.h1.t1	XP_018441948.1
OG0015046	Aa_G231470.h1.t1	XP_018447537.1
OG0015047	Aa_G375440.h1.t1	XP_018433129.1
OG0015048	Aa_G112370.h1.t1	XP_018447291.1
OG0015049	Aa_G184690.h1.t1	XP_018451546.1
OG0015050	Aa_G118210.h1.t1	XP_018481040.1
OG0015051	Aa_G504520.h1.t1	XP_018447324.1
OG0015052	Aa_G643170.h1.t1	XP_018489969.1
OG0015053	Aa_G613350.h1.t1	XP_018493578.1
OG0015054	Aa_G74110.h1.t1	XP_018492217.1
OG0015055	Aa_G501510.h1.t1	XP_018449480.1
OG0015056	Aa_G381980.h1.t1	XP_018484402.1
OG0015057	Aa_G381940.h1.t1	XP_018491612.1
OG0015059	Aa_G282210.h1.t1	XP_018434002.1
OG0015060	Aa_G282250.h1.t1	XP_018466899.1
OG0015061	Aa_G12290.h1.t1	XP_018434942.1
OG0015062	Aa_G12240.h1.t1	XP_018484330.1
OG0015063	Aa_G402620.h1.t1	XP_018467259.1, XP_018433393.1
OG0015064	Aa_G25230.h1.t1	XP_018433709.1
OG0015065	Aa_G25350.h1.t1	XP_018477941.1
OG0015066	Aa_G597790.h1.t1	XP_018436501.1
OG0015067	Aa_G436390.h1.t1	XP_018433041.1
OG0015068	Aa_G436370.h1.t1	XP_018439586.1
OG0015069	Aa_G636620.h1.t1	XP_018455775.1
OG0015072	Aa_G82870.h1.t1	XP_018472812.1
OG0015073	Aa_G96350.h1.t1	XP_018471511.1
OG0015074	Aa_G90040.h1.t1	XP_018475926.1
OG0015075	Aa_G177200.h1.t1	XP_018473015.1
OG0015076	Aa_G201710.h1.t1	XP_018472863.1
OG0015077	Aa_G17360.h1.t1	XP_018456828.1
OG0015078	Aa_G298700.h1.t1	XP_018450752.1
OG0015079	Aa_G70880.h1.t1	XP_018447892.1
OG0015080	Aa_G70840.h1.t1	XP_018447757.1
OG0015081	Aa_G246620.h1.t1	XP_018447380.1
OG0015082	Aa_G255320.h1.t1	XP_018483650.1
OG0015083	Aa_G391450.h1.t1	XP_018477858.1
OG0015084	Aa_G573130.h1.t1, Aa_G531590.h1.t1	XP_018447948.1
OG0015085	Aa_G488450.h1.t1	XP_018463115.1, XP_018459302.1
OG0015086	Aa_G183990.h1.t1	XP_018458701.1
OG0015087	Aa_G126900.h1.t1	XP_018447620.1
OG0015088	Aa_G198100.h1.t1	XP_018447142.1
OG0015089	Aa_G79850.h1.t1	XP_018477130.1
OG0015090	Aa_G79840.h1.t1	XP_018477135.1, XP_018477133.1
OG0015091	Aa_G341610.h1.t1	XP_018485252.1
OG0015092	Aa_G367920.h1.t1	XP_018480060.1
OG0015093	Aa_G518250.h1.t1	XP_018451471.1
OG0015094	Aa_G270810.h1.t1	XP_018449200.1
OG0015095	Aa_G270790.h1.t1	XP_018484172.1
OG0015096	Aa_G362620.h1.t1	XP_018449458.1
OG0015097	Aa_G418490.h1.t1	XP_018457905.1
OG0015098	Aa_G346170.h1.t1	XP_018446306.1
OG0015099	Aa_G795570.h1.t1	XP_018468483.1
OG0015100	Aa_G764520.h1.t1	XP_018449312.1
OG0015101	Aa_G295140.h1.t1	XP_018451627.1
OG0015102	Aa_G496660.h1.t1	XP_018449561.1
OG0015103	Aa_G37900.h1.t1	XP_018471616.1
OG0015104	Aa_G37880.h1.t1	XP_018471240.1
OG0015105	Aa_G448990.h1.t1	XP_018456545.1
OG0015106	Aa_G105110.h1.t1	XP_018444067.1
OG0015107	Aa_G727550.h1.t1	XP_018477474.1
OG0015108	Aa_G565100.h1.t1	XP_018470819.1
OG0015109	Aa_G565090.h1.t1	XP_018449223.1, XP_018462777.1
OG0015110	Aa_G550970.h1.t1	XP_018471155.1
OG0015111	Aa_G550990.h1.t1	XP_018449268.1, XP_018462775.1
OG0015113	Aa_G433610.h1.t1	XP_018457314.1
OG0015114	Aa_G579210.h1.t1	XP_018469529.1
OG0015115	Aa_G579200.h1.t1	XP_018436732.1
OG0015116	Aa_G341790.h1.t1	XP_018445805.1, XP_018433198.1, XP_018433224.1
OG0015117	Aa_G341800.h1.t1	XP_018470253.1
OG0015118	Aa_G341840.h1.t1	XP_018471626.1
OG0015119	Aa_G341850.h1.t1	XP_018471623.1
OG0015121	Aa_G708440.h1.t1	XP_018445739.1
OG0015122	Aa_G139080.h1.t1	XP_018463011.1
OG0015123	Aa_G303360.h1.t1	XP_018454776.1
OG0015124	Aa_G203200.h1.t1	XP_018453319.1
OG0015125	Aa_G203160.h1.t1	XP_018442183.1
OG0015126	Aa_G342670.h1.t1	XP_018456873.1
OG0015127	Aa_G360410.h1.t1	XP_018468754.1
OG0015128	Aa_G567820.h1.t1	XP_018456636.1
OG0015129	Aa_G30360.h1.t1	XP_018457908.1
OG0015130	Aa_G30480.h1.t1	XP_018456840.1
OG0015131	Aa_G30530.h1.t1	XP_018470960.1
OG0015132	Aa_G30590.h1.t1	XP_018442147.1
OG0015133	Aa_G35850.h1.t1	XP_018480736.1
OG0015134	Aa_G155620.h1.t1	XP_018437360.1
OG0015135	Aa_G449840.h1.t1	XP_018470874.1
OG0015136	Aa_G639690.h1.t1	XP_018445594.1
OG0015137	Aa_G283760.h1.t1	XP_018459128.1, XP_018446865.1
OG0015138	Aa_G283700.h1.t1	XP_018445175.1, XP_018445136.1
OG0015139	Aa_G492850.h1.t1	XP_018446349.1
OG0015140	Aa_G609700.h1.t1	XP_018459530.1
OG0015141	Aa_G492800.h1.t1	XP_018465457.1, XP_018468603.1
OG0015142	Aa_G492790.h1.t1	XP_018460296.1
OG0015143	Aa_G64600.h1.t1	XP_018442636.1, XP_018442644.1
OG0015144	Aa_G64540.h1.t1	XP_018445817.1
OG0015145	Aa_G64530.h1.t1	XP_018446766.1
OG0015146	Aa_G64500.h1.t1	XP_018443111.1
OG0015147	Aa_G634600.h1.t1	XP_018444805.1
OG0015148	Aa_G634610.h1.t1	XP_018454654.1
OG0015149	Aa_G182950.h1.t1	XP_018461270.1, XP_018470940.1
OG0015150	Aa_G182960.h1.t1	XP_018456574.1
OG0015151	Aa_G395940.h1.t1	XP_018453209.1
OG0015152	Aa_G299430.h1.t1	XP_018452505.1
OG0015153	Aa_G405650.h1.t1	XP_018470002.1
OG0015154	Aa_G305280.h1.t1	XP_018468069.1
OG0015155	Aa_G305290.h1.t1	XP_018453442.1, XP_018452279.1
OG0015156	Aa_G283290.h1.t1	XP_018454660.1, XP_018465436.1
OG0015157	Aa_G690520.h1.t1	XP_018455362.1
OG0015158	Aa_G538490.h1.t1	XP_018456433.1
OG0015159	Aa_G44700.h1.t1	XP_018477965.1
OG0015160	Aa_G339380.h1.t1	XP_018450712.1, XP_018448087.1
OG0015161	Aa_G339370.h1.t1	XP_018469650.1
OG0015162	Aa_G317850.h1.t1	XP_018469655.1
OG0015163	Aa_G209140.h1.t1	XP_018467780.1
OG0015164	Aa_G182770.h1.t1	XP_018478650.1
OG0015165	Aa_G237180.h1.t1	XP_018470196.1
OG0015166	Aa_G186700.h1.t1	XP_018470193.1
OG0015167	Aa_G304540.h1.t1	XP_018471541.1
OG0015168	Aa_G2780.h1.t1	XP_018473236.1, XP_018472301.1
OG0015169	Aa_G343410.h1.t1	XP_018481105.1, XP_018483512.1
OG0015170	Aa_G69570.h1.t1	XP_018471339.1
OG0015171	Aa_G378700.h1.t1	XP_018472559.1
OG0015172	Aa_G234470.h1.t1	XP_018456655.1
OG0015174	Aa_G361600.h1.t1	XP_018454275.1
OG0015175	Aa_G459980.h1.t1	XP_018446241.1
OG0015176	Aa_G151470.h1.t1	XP_018483015.1
OG0015177	Aa_G744220.h1.t1	XP_018478315.1
OG0015178	Aa_G247540.h1.t1	XP_018482001.1
OG0015179	Aa_G545960.h1.t1	XP_018443850.1
OG0015180	Aa_G252670.h1.t1	XP_018438987.1, XP_018432525.1
OG0015181	Aa_G337510.h1.t1	XP_018490904.1
OG0015182	Aa_G263600.h1.t1	XP_018483292.1
OG0015183	Aa_G185340.h1.t1	XP_018477416.1
OG0015184	Aa_G142420.h1.t1	XP_018482459.1
OG0015185	Aa_G34260.h1.t1	XP_018484574.1
OG0015186	Aa_G570780.h1.t1	XP_018438673.1, XP_018482289.1
OG0015187	Aa_G27390.h1.t1	XP_018478831.1
OG0015188	Aa_G27510.h1.t1	XP_018455153.1
OG0015189	Aa_G27530.h1.t1	XP_018437432.1, XP_018436830.1
OG0015190	Aa_G437800.h1.t1	XP_018458732.1
OG0015191	Aa_G424610.h1.t1	XP_018434973.1
OG0015192	Aa_G508050.h1.t1	XP_018477497.1
OG0015193	Aa_G508090.h1.t1	XP_018440749.1
OG0015194	Aa_G508100.h1.t1	XP_018478093.1
OG0015195	Aa_G120800.h1.t1	XP_018454441.1
OG0015196	Aa_G120850.h1.t1	XP_018457056.1
OG0015197	Aa_G247920.h1.t1	XP_018477129.1
OG0015198	Aa_G248010.h1.t1	XP_018483090.1
OG0015199	Aa_G25530.h1.t1	XP_018484499.1
OG0015200	Aa_G25560.h1.t1	XP_018439678.1
OG0015201	Aa_G25570.h1.t1	XP_018483622.1
OG0015202	Aa_G25710.h1.t1	XP_018477653.1
OG0015203	Aa_G276880.h1.t1	XP_018433213.1
OG0015204	Aa_G83270.h1.t1	XP_018455683.1
OG0015205	Aa_G83330.h1.t1	XP_018482732.1
OG0015206	Aa_G83350.h1.t1	XP_018441239.1
OG0015207	Aa_G83360.h1.t1	XP_018455881.1
OG0015208	Aa_G132330.h1.t1	XP_018473128.1
OG0015209	Aa_G409710.h1.t1	XP_018454356.1
OG0015210	Aa_G409760.h1.t1	XP_018481413.1, XP_018480458.1
OG0015211	Aa_G227100.h1.t1	XP_018457119.1
OG0015212	Aa_G510890.h1.t1	XP_018454749.1
OG0015213	Aa_G144570.h1.t1	XP_018455791.1
OG0015215	Aa_G335310.h1.t1	XP_018453135.1
OG0015216	Aa_G665520.h1.t1	XP_018462191.1, XP_018455937.1
OG0015217	Aa_G594600.h1.t1	XP_018442696.1
OG0015218	Aa_G553950.h1.t1	XP_018457775.1
OG0015220	Aa_G385530.h1.t1	XP_018433082.1
OG0015221	Aa_G650020.h1.t1	XP_018484693.1
OG0015222	Aa_G220200.h1.t1	XP_018457939.1
OG0015223	Aa_G117990.h1.t1, Aa_G118000.h1.t1	XP_018477789.1
OG0015224	Aa_G149540.h1.t1	XP_018442032.1
OG0015225	Aa_G149550.h1.t1	XP_018477071.1
OG0015226	Aa_G149560.h1.t1	XP_018434182.1
OG0015227	Aa_G421720.h1.t1	XP_018441401.1
OG0015228	Aa_G254510.h1.t1	XP_018484183.1
OG0015229	Aa_G92650.h1.t1	XP_018448118.1
OG0015230	Aa_G92610.h1.t1	XP_018443475.1
OG0015231	Aa_G92570.h1.t1	XP_018451693.1
OG0015232	Aa_G92520.h1.t1	XP_018435923.1
OG0015233	Aa_G92510.h1.t1	XP_018451700.1
OG0015234	Aa_G656540.h1.t1	XP_018468404.1
OG0015235	Aa_G656560.h1.t1	XP_018438459.1
OG0015236	Aa_G180980.h1.t1	XP_018438485.1
OG0015237	Aa_G459430.h1.t1	XP_018460810.1, XP_018447087.1
OG0015238	Aa_G416520.h1.t1	XP_018447549.1
OG0015239	Aa_G178270.h1.t1	XP_018486719.1
OG0015240	Aa_G178280.h1.t1	XP_018479150.1
OG0015241	Aa_G178390.h1.t1	XP_018480067.1, XP_018480157.1
OG0015242	Aa_G178400.h1.t1	XP_018479870.1
OG0015243	Aa_G36860.h1.t1	XP_018465009.1, XP_018489941.1
OG0015244	Aa_G410600.h1.t1	XP_018447569.1
OG0015245	Aa_G431680.h1.t1	XP_018481517.1
OG0015246	Aa_G431670.h1.t1	XP_018479879.1
OG0015247	Aa_G415040.h1.t1	XP_018485918.1
OG0015248	Aa_G370050.h1.t1	XP_018436999.1
OG0015249	Aa_G370060.h1.t1	XP_018437010.1
OG0015250	Aa_G370070.h1.t1	XP_018482900.1
OG0015251	Aa_G21430.h1.t1	XP_018452413.1
OG0015252	Aa_G41520.h1.t1	XP_018477887.1
OG0015254	Aa_G166370.h1.t1	XP_018490371.1
OG0015255	Aa_G568110.h1.t1	XP_018443407.1
OG0015256	Aa_G256060.h1.t1	XP_018451914.1
OG0015257	Aa_G256030.h1.t1	XP_018437574.1
OG0015258	Aa_G740.h1.t1	XP_018446172.1
OG0015259	Aa_G386180.h1.t1	XP_018432625.1
OG0015260	Aa_G386160.h1.t1	XP_018432628.1
OG0015261	Aa_G465570.h1.t1	XP_018460043.1, XP_018451646.1
OG0015262	Aa_G465550.h1.t1	XP_018441959.1
OG0015263	Aa_G465530.h1.t1	XP_018490587.1
OG0015264	Aa_G173640.h1.t1	XP_018487003.1
OG0015265	Aa_G173590.h1.t1	XP_018468557.1
OG0015266	Aa_G173580.h1.t1	XP_018435048.1
OG0015267	Aa_G625060.h1.t1	XP_018489334.1
OG0015268	Aa_G173500.h1.t1	XP_018479632.1
OG0015269	Aa_G173480.h1.t1	XP_018458100.1
OG0015270	Aa_G150480.h1.t1	XP_018435035.1
OG0015271	Aa_G150470.h1.t1	XP_018483016.1
OG0015272	Aa_G581120.h1.t1	XP_018477201.1
OG0015273	Aa_G492550.h1.t1	XP_018455088.1
OG0015274	Aa_G32670.h1.t1	XP_018480565.1
OG0015275	Aa_G32650.h1.t1	XP_018436872.1, XP_018480476.1
OG0015276	Aa_G113360.h1.t1	XP_018485024.1
OG0015277	Aa_G113430.h1.t1	XP_018475598.1
OG0015278	Aa_G113490.h1.t1	XP_018437581.1
OG0015279	Aa_G113500.h1.t1	XP_018436979.1
OG0015280	Aa_G438770.h1.t1	XP_018478858.1
OG0015281	Aa_G464410.h1.t1	XP_018434127.1
OG0015282	Aa_G464430.h1.t1	XP_018434312.1
OG0015283	Aa_G339560.h1.t1	XP_018434995.1
OG0015284	Aa_G339540.h1.t1	XP_018440590.1
OG0015286	Aa_G12140.h1.t1	XP_018483120.1
OG0015287	Aa_G713010.h1.t1	XP_018433167.1
OG0015288	Aa_G234260.h1.t1	XP_018437745.1
OG0015289	Aa_G263990.h1.t1	XP_018478470.1
OG0015291	Aa_G263950.h1.t1	XP_018441921.1
OG0015292	Aa_G344510.h1.t1	XP_018439914.1
OG0015293	Aa_G344530.h1.t1	XP_018441496.1
OG0015294	Aa_G344550.h1.t1	XP_018440883.1
OG0015295	Aa_G11130.h1.t1	XP_018477999.1
OG0015296	Aa_G11100.h1.t1	XP_018434381.1
OG0015297	Aa_G502530.h1.t1	XP_018483545.1
OG0015298	Aa_G24930.h1.t1	XP_018482912.1
OG0015299	Aa_G39420.h1.t1	XP_018474553.1
OG0015300	Aa_G24600.h1.t1	XP_018459731.1, XP_018477421.1
OG0015301	Aa_G286520.h1.t1	XP_018476388.1
OG0015302	Aa_G299710.h1.t1	XP_018447196.1
OG0015304	Aa_G659660.h1.t1	XP_018463577.1
OG0015305	Aa_G357030.h1.t1	XP_018484601.1
OG0015306	Aa_G78210.h1.t1	XP_018472001.1
OG0015307	Aa_G78170.h1.t1	XP_018471683.1
OG0015308	Aa_G78120.h1.t1	XP_018447068.1, XP_018451175.1
OG0015309	Aa_G244610.h1.t1	XP_018468214.1, XP_018468285.1
OG0015310	Aa_G150230.h1.t1	XP_018470973.1
OG0015311	Aa_G150220.h1.t1	XP_018448220.1
OG0015312	Aa_G743150.h1.t1	XP_018467685.1
OG0015313	Aa_G345120.h1.t1	XP_018470533.1
OG0015314	Aa_G340000.h1.t1	XP_018471258.1
OG0015315	Aa_G155390.h1.t1	XP_018478923.1
OG0015316	Aa_G176500.h1.t1	XP_018477690.1
OG0015317	Aa_G176490.h1.t1	XP_018485364.1
OG0015318	Aa_G176350.h1.t1	XP_018479209.1
OG0015320	Aa_G176300.h1.t1	XP_018470339.1
OG0015321	Aa_G169110.h1.t1	XP_018440882.1
OG0015322	Aa_G575620.h1.t1	XP_018460907.1, XP_018464623.1
OG0015323	Aa_G267130.h1.t1	XP_018480636.1
OG0015324	Aa_G267150.h1.t1	XP_018485278.1
OG0015325	Aa_G267160.h1.t1	XP_018485279.1, XP_018472087.1
OG0015326	Aa_G520150.h1.t1	XP_018482978.1
OG0015327	Aa_G96160.h1.t1	XP_018447150.1, XP_018447155.1
OG0015328	Aa_G96370.h1.t1	XP_018471510.1
OG0015329	Aa_G96390.h1.t1	XP_018449813.1
OG0015330	Aa_G44230.h1.t1	XP_018463444.1
OG0015331	Aa_G524900.h1.t1	XP_018456682.1
OG0015332	Aa_G486780.h1.t1	XP_018437726.1
OG0015334	Aa_G620610.h1.t1	XP_018433614.1
OG0015335	Aa_G515870.h1.t1	XP_018480639.1, XP_018465300.1
OG0015336	Aa_G491060.h1.t1	XP_018483968.1
OG0015337	Aa_G109740.h1.t1	XP_018468440.1
OG0015338	Aa_G177180.h1.t1	XP_018470304.1
OG0015339	Aa_G177160.h1.t1	XP_018453773.1
OG0015340	Aa_G131540.h1.t1	XP_018441995.1
OG0015341	Aa_G131550.h1.t1	XP_018461861.1, XP_018468666.1
OG0015342	Aa_G124690.h1.t1	XP_018481049.1, XP_018481050.1
OG0015343	Aa_G396930.h1.t1	XP_018469969.1
OG0015344	Aa_G247220.h1.t1	XP_018457888.1
OG0015345	Aa_G247170.h1.t1	XP_018456927.1
OG0015346	Aa_G310400.h1.t1	XP_018476954.1
OG0015347	Aa_G310390.h1.t1	XP_018476953.1
OG0015348	Aa_G375190.h1.t1	XP_018473260.1
OG0015349	Aa_G375220.h1.t1	XP_018456762.1
OG0015350	Aa_G348270.h1.t1	XP_018457883.1
OG0015351	Aa_G101910.h1.t1	XP_018452206.1
OG0015352	Aa_G101870.h1.t1	XP_018471774.1
OG0015353	Aa_G101850.h1.t1	XP_018443775.1
OG0015354	Aa_G101960.h1.t1	XP_018472690.1
OG0015355	Aa_G577680.h1.t1	XP_018473396.1
OG0015356	Aa_G153070.h1.t1	XP_018476885.1
OG0015357	Aa_G153060.h1.t1	XP_018452332.1
OG0015358	Aa_G194490.h1.t1	XP_018474582.1
OG0015359	Aa_G105210.h1.t1	XP_018432584.1
OG0015360	Aa_G105190.h1.t1	XP_018487288.1
OG0015361	Aa_G105180.h1.t1	XP_018488863.1
OG0015362	Aa_G105170.h1.t1	XP_018457455.1
OG0015363	Aa_G105230.h1.t1	XP_018489617.1
OG0015364	Aa_G105120.h1.t1	XP_018460358.1
OG0015365	Aa_G105090.h1.t1	XP_018486273.1
OG0015366	Aa_G105050.h1.t1	XP_018493392.1
OG0015367	Aa_G395310.h1.t1	XP_018460301.1
OG0015368	Aa_G395340.h1.t1	XP_018461559.1
OG0015369	Aa_G409900.h1.t1	XP_018455662.1, XP_018453933.1
OG0015370	Aa_G675140.h1.t1	XP_018466781.1
OG0015371	Aa_G246810.h1.t1	XP_018436738.1
OG0015372	Aa_G246780.h1.t1	XP_018457950.1
OG0015374	Aa_G534690.h1.t1	XP_018484010.1
