Orthogroup	Arabis_alpina	Cochlearia_excelsa
OG0016747	Aa_G136150.h1.t1	g25340
OG0016748	Aa_G136130.h1.t1	g25338
OG0016750	Aa_G36390.h1.t1	g38557
OG0016751	Aa_G36400.h1.t1	g38556
OG0016752	Aa_G36540.h1.t1	g50845
OG0016753	Aa_G36560.h1.t1	g50846
OG0016755	Aa_G545630.h1.t1	g32245
OG0016756	Aa_G587370.h1.t1	g50371
OG0016757	Aa_G38540.h1.t1	g17140
OG0016758	Aa_G69800.h1.t1	g47592
OG0016759	Aa_G86640.h1.t1	g23675
OG0016760	Aa_G107230.h1.t1	g23639
OG0016761	Aa_G133100.h1.t1	g47642
OG0016763	Aa_G212550.h1.t1	g23608
OG0016764	Aa_G360400.h1.t1	g47646
OG0016766	Aa_G382880.h1.t1	g23583
OG0016767	Aa_G231290.h1.t1	g23579
OG0016768	Aa_G440810.h1.t1, Aa_G512400.h1.t1	g23569
OG0016769	Aa_G44440.h1.t1	g47663
OG0016770	Aa_G309830.h1.t1	g10629
OG0016771	Aa_G220620.h1.t1, Aa_G220630.h1.t1	g49519
OG0016772	Aa_G369390.h1.t1	g27023, g31109
OG0016774	Aa_G192240.h1.t1	g50066, g31818
OG0016775	Aa_G292670.h1.t1	g32026
OG0016777	Aa_G62420.h1.t1	g32103
OG0016778	Aa_G487240.h1.t1	g32091
OG0016780	Aa_G126660.h1.t1	g32125
OG0016782	Aa_G283500.h1.t1, Aa_G641490.h1.t1	g32183
OG0016783	Aa_G797470.h1.t1	g32206
OG0016786	Aa_G593970.h1.t1, Aa_G593940.h1.t1	g50416
OG0016787	Aa_G271080.h1.t1	g38327
OG0016788	Aa_G216390.h1.t1	g32496
OG0016789	Aa_G299250.h1.t1	g50581
OG0016790	Aa_G16520.h1.t1	g50654, g50655
OG0016794	Aa_G532950.h1.t1	g54191
OG0016795	Aa_G109030.h1.t1	g36738
OG0016798	Aa_G704990.h1.t1	g45023
OG0016801	Aa_G410750.h1.t1, Aa_G294640.h1.t1	g46247
OG0016802	Aa_G87840.h1.t1	g46250
OG0016803	Aa_G104270.h1.t1	g46341
OG0016804	Aa_G551350.h1.t1, Aa_G551340.h1.t1, Aa_G679050.h1.t1	g12384
OG0016805	Aa_G137020.h1.t1	g12359, g7415
OG0016806	Aa_G374050.h1.t1	g12249
OG0016808	Aa_G152590.h1.t1	g11933
OG0016809	Aa_G538290.h1.t1	g11760
OG0016811	Aa_G302840.h1.t1	g11620
OG0016812	Aa_G116410.h1.t1	g13595
OG0016814	Aa_G105200.h1.t1	g14487
OG0016815	Aa_G269150.h1.t1	g6181
OG0016817	Aa_G459710.h1.t1	g14000
OG0016818	Aa_G197440.h1.t1	g6033
OG0016819	Aa_G576230.h1.t1	g13819
OG0016820	Aa_G638780.h1.t1	g50850
OG0016821	Aa_G145560.h1.t1, Aa_G495370.h1.t1, Aa_G442650.h1.t1	g36945
OG0016822	Aa_G251650.h1.t1	g43565
OG0016823	Aa_G436800.h1.t1, Aa_G436840.h1.t1	g50977
OG0016824	Aa_G670600.h1.t1	g38386
OG0016826	Aa_G35880.h1.t1, Aa_G35910.h1.t1	g51049
OG0016827	Aa_G290460.h1.t1	g38294
OG0016828	Aa_G597540.h1.t1	g37891
OG0016830	Aa_G154720.h1.t1	g39826
OG0016831	Aa_G113440.h1.t1	g51382
OG0016836	Aa_G100600.h1.t1	g52161
OG0016837	Aa_G296270.h1.t1	g19508
OG0016838	Aa_G16920.h1.t1	g52293
OG0016839	Aa_G13000.h1.t1	g53413
OG0016843	Aa_G83280.h1.t1	g10585
OG0016844	Aa_G142440.h1.t1	g10401
OG0016847	Aa_G9050.h1.t1	g764
OG0016848	Aa_G102430.h1.t1	g49789
OG0016849	Aa_G192410.h1.t1	g11463
OG0016850	Aa_G115940.h1.t1	g11462
OG0016851	Aa_G648010.h1.t1	g11444
OG0016852	Aa_G99320.h1.t1	g2871
OG0016854	Aa_G88990.h1.t1	g19521
OG0016855	Aa_G207480.h1.t1	g2773
OG0016856	Aa_G446200.h1.t1	g19374
OG0016857	Aa_G491070.h1.t1	g19351
OG0016859	Aa_G14140.h1.t1	g19200
OG0016860	Aa_G18830.h1.t1	g45309
OG0016862	Aa_G68080.h1.t1	g28943
OG0016863	Aa_G719350.h1.t1	g561
OG0016865	Aa_G294880.h1.t1	g25842
OG0016866	Aa_G107490.h1.t1	g40330
OG0016867	Aa_G318200.h1.t1	g25722
OG0016868	Aa_G35240.h1.t1	g40391
OG0016869	Aa_G188890.h1.t1	g39613
OG0016871	Aa_G137910.h1.t1	g18329
OG0016872	Aa_G223080.h1.t1	g22911
OG0016874	Aa_G76480.h1.t1	g40155
OG0016875	Aa_G774590.h1.t1	g17084
OG0016876	Aa_G234060.h1.t1	g47610
OG0016878	Aa_G514880.h1.t1	g17133
OG0016879	Aa_G42950.h1.t1	g23712
OG0016880	Aa_G42980.h1.t1	g23715
OG0016881	Aa_G43050.h1.t1	g23719
OG0016882	Aa_G43070.h1.t1	g17146, g47578
OG0016883	Aa_G5840.h1.t1	g47573
OG0016885	Aa_G404020.h1.t1	g47565
OG0016886	Aa_G160650.h1.t1	g47557
OG0016890	Aa_G37630.h1.t1	g24032
OG0016893	Aa_G587500.h1.t1	g47281
OG0016894	Aa_G722720.h1.t1	g46852
OG0016895	Aa_G194950.h1.t1	g25064
OG0016896	Aa_G403000.h1.t1	g37060
OG0016897	Aa_G417780.h1.t1	g18112
OG0016899	Aa_G298360.h1.t1	g16806
OG0016901	Aa_G103160.h1.t1	g40484
OG0016902	Aa_G102180.h1.t1	g10277
OG0016904	Aa_G142830.h1.t1	g1410
OG0016905	Aa_G313120.h1.t1	g28280
OG0016906	Aa_G124300.h1.t1	g1367
OG0016908	Aa_G101890.h1.t1	g41173
OG0016909	Aa_G375270.h1.t1	g28355
OG0016910	Aa_G238100.h1.t1	g884
OG0016911	Aa_G116640.h1.t1	g28388, g36025
OG0016912	Aa_G197810.h1.t1	g28591
OG0016913	Aa_G607890.h1.t1	g28593
OG0016915	Aa_G146990.h1.t1	g37
OG0016938	Aa_G99360.h1.t1	g19552
OG0016939	Aa_G88890.h1.t1	g19525
OG0016941	Aa_G363990.h1.t1	g19468
OG0016942	Aa_G561380.h1.t1	g2767
OG0016943	Aa_G711580.h1.t1	g11393
OG0016944	Aa_G658660.h1.t1	g19490
OG0016947	Aa_G378330.h1.t1	g46837
OG0016948	Aa_G396230.h1.t1	g4936
OG0016949	Aa_G85840.h1.t1	g4947
OG0016950	Aa_G106540.h1.t1	g29011
OG0016951	Aa_G325630.h1.t1	g4984
OG0016952	Aa_G387530.h1.t1	g28992
OG0016953	Aa_G136070.h1.t1	g25334
OG0016954	Aa_G264850.h1.t1	g29138
OG0016955	Aa_G309610.h1.t1	g45747
OG0016956	Aa_G158010.h1.t1	g29190
OG0016957	Aa_G539760.h1.t1	g5046
OG0016959	Aa_G412310.h1.t1	g45722
OG0016960	Aa_G240260.h1.t1	g29271
OG0016961	Aa_G450440.h1.t1	g29279
OG0016964	Aa_G258100.h1.t1	g5185
OG0016965	Aa_G54840.h1.t1	g28181
OG0016968	Aa_G209470.h1.t1	g5254
OG0016969	Aa_G209460.h1.t1	g5255
OG0016970	Aa_G526430.h1.t1	g5259
OG0016971	Aa_G526410.h1.t1	g5260
OG0016972	Aa_G722730.h1.t1	g46851
OG0016974	Aa_G138280.h1.t1	g45596
OG0016975	Aa_G256510.h1.t1	g5324
OG0016976	Aa_G233030.h1.t1	g29413
OG0016977	Aa_G278970.h1.t1	g45580
OG0016978	Aa_G636340.h1.t1	g29436
OG0016979	Aa_G116880.h1.t1	g29439
OG0016980	Aa_G116790.h1.t1	g29446
OG0016982	Aa_G486080.h1.t1	g45557
OG0016983	Aa_G168810.h1.t1	g5396
OG0016984	Aa_G168730.h1.t1	g45551
OG0016985	Aa_G168580.h1.t1	g29485
OG0016986	Aa_G356440.h1.t1	g29510
OG0016987	Aa_G356450.h1.t1	g5424
OG0016988	Aa_G458450.h1.t1	g29522
OG0016989	Aa_G195970.h1.t1	g29527
OG0016990	Aa_G195940.h1.t1	g5436
OG0016991	Aa_G125340.h1.t1	g45524
OG0016992	Aa_G516750.h1.t1	g45520
OG0016994	Aa_G231090.h1.t1	g29555
OG0016997	Aa_G130510.h1.t1	g5466
OG0016999	Aa_G130430.h1.t1	g45509
OG0017000	Aa_G130380.h1.t1	g29570
OG0017002	Aa_G319170.h1.t1	g29590
OG0017006	Aa_G541370.h1.t1	g29603
OG0017008	Aa_G130010.h1.t1	g17186
OG0017009	Aa_G304000.h1.t1	g29760
OG0017010	Aa_G536210.h1.t1	g40191
OG0017012	Aa_G205290.h1.t1	g40189
OG0017013	Aa_G205320.h1.t1	g40187
OG0017014	Aa_G236330.h1.t1	g40151
OG0017015	Aa_G624460.h1.t1	g40133
OG0017019	Aa_G561370.h1.t1	g37818
OG0017023	Aa_G59990.h1.t1	g40023
OG0017024	Aa_G60280.h1.t1	g39983
OG0017025	Aa_G578980.h1.t1	g39989
OG0017026	Aa_G412160.h1.t1	g40012
OG0017028	Aa_G277490.h1.t1	g40737
OG0017030	Aa_G85980.h1.t1	g51226
OG0017031	Aa_G589120.h1.t1	g51234
OG0017032	Aa_G653510.h1.t1, Aa_G251480.h1.t1	g18296
OG0017034	Aa_G445720.h1.t1	g37912
OG0017037	Aa_G219550.h1.t1	g39731
OG0017038	Aa_G519850.h1.t1	g11112
OG0017039	Aa_G203740.h1.t1	g39716
OG0017040	Aa_G215330.h1.t1, Aa_G134620.h1.t1	g23551
OG0017041	Aa_G215370.h1.t1	g11060
OG0017043	Aa_G29840.h1.t1	g17165
OG0017045	Aa_G39630.h1.t1	g37009
OG0017046	Aa_G513970.h1.t1	g54002
OG0017047	Aa_G438490.h1.t1	g28122
OG0017048	Aa_G438560.h1.t1	g27637
OG0017049	Aa_G438580.h1.t1	g50423
OG0017050	Aa_G326510.h1.t1	g50422
OG0017051	Aa_G533060.h1.t1	g36177
OG0017052	Aa_G533100.h1.t1	g36182
OG0017053	Aa_G128430.h1.t1	g36196
OG0017056	Aa_G130800.h1.t1	g27641
OG0017058	Aa_G61920.h1.t1	g27654
OG0017060	Aa_G408500.h1.t1	g50493
OG0017061	Aa_G348130.h1.t1	g32391
OG0017063	Aa_G108280.h1.t1	g50518
OG0017064	Aa_G248870.h1.t1	g32426
OG0017065	Aa_G248830.h1.t1	g32431
OG0017067	Aa_G138690.h1.t1	g50539
OG0017068	Aa_G70980.h1.t1	g17925
OG0017069	Aa_G138760.h1.t1	g50543
OG0017071	Aa_G355720.h1.t1	g32508
OG0017072	Aa_G414410.h1.t1	g32526
OG0017073	Aa_G434730.h1.t1	g50598
OG0017074	Aa_G194290.h1.t1	g32541
OG0017075	Aa_G109230.h1.t1	g32606
OG0017076	Aa_G109280.h1.t1	g32609
OG0017078	Aa_G16440.h1.t1	g32621
OG0017079	Aa_G146340.h1.t1	g10687
OG0017080	Aa_G536740.h1.t1	g1533
OG0017082	Aa_G480460.h1.t1	g1549
OG0017084	Aa_G147130.h1.t1	g9643
OG0017085	Aa_G180850.h1.t1	g55
OG0017086	Aa_G165920.h1.t1	g68
OG0017088	Aa_G23580.h1.t1	g106
OG0017089	Aa_G23550.h1.t1	g108
OG0017090	Aa_G23480.h1.t1	g116
OG0017092	Aa_G23360.h1.t1	g121
OG0017093	Aa_G500390.h1.t1	g134
OG0017094	Aa_G81440.h1.t1	g18667
OG0017096	Aa_G527030.h1.t1	g9709
OG0017097	Aa_G292860.h1.t1	g155
OG0017098	Aa_G37310.h1.t1	g161
OG0017101	Aa_G37140.h1.t1	g171
OG0017103	Aa_G20730.h1.t1	g199
OG0017104	Aa_G20850.h1.t1	g9744
OG0017105	Aa_G306150.h1.t1	g228
OG0017106	Aa_G51580.h1.t1	g9771
OG0017107	Aa_G268330.h1.t1	g254
OG0017108	Aa_G268250.h1.t1	g259
OG0017109	Aa_G76200.h1.t1	g262
OG0017110	Aa_G76180.h1.t1	g264
OG0017111	Aa_G76010.h1.t1	g9804
OG0017113	Aa_G492170.h1.t1	g9829
OG0017115	Aa_G406230.h1.t1	g9837
OG0017116	Aa_G13770.h1.t1	g343
OG0017117	Aa_G131040.h1.t1	g46967, g374
OG0017118	Aa_G583410.h1.t1	g410
OG0017119	Aa_G401200.h1.t1	g9892
OG0017120	Aa_G590900.h1.t1	g420
OG0017121	Aa_G97980.h1.t1	g9952
OG0017122	Aa_G97930.h1.t1	g9954
OG0017124	Aa_G104760.h1.t1	g486
OG0017125	Aa_G578260.h1.t1	g9986
OG0017126	Aa_G630870.h1.t1	g9990
OG0017127	Aa_G377410.h1.t1	g9993
OG0017128	Aa_G377420.h1.t1	g512
OG0017129	Aa_G45480.h1.t1	g10011
OG0017130	Aa_G45310.h1.t1	g10019
OG0017131	Aa_G392300.h1.t1, Aa_G571960.h1.t1	g10025
OG0017132	Aa_G169060.h1.t1	g10026
OG0017133	Aa_G12900.h1.t1	g10050
OG0017135	Aa_G552770.h1.t1	g10067
OG0017140	Aa_G181260.h1.t1	g28981
OG0017141	Aa_G230450.h1.t1	g670
OG0017142	Aa_G68380.h1.t1	g41415
OG0017143	Aa_G68120.h1.t1	g28945
OG0017145	Aa_G15710.h1.t1	g28939
OG0017147	Aa_G404780.h1.t1	g744
OG0017148	Aa_G404700.h1.t1	g749
OG0017149	Aa_G459160.h1.t1	g792
OG0017150	Aa_G173870.h1.t1	g806
OG0017151	Aa_G470830.h1.t1	g813
OG0017153	Aa_G234650.h1.t1	g28796, g28775
OG0017154	Aa_G33870.h1.t1	g41310
OG0017156	Aa_G246250.h1.t1	g1229
OG0017157	Aa_G115960.h1.t1	g3208
OG0017158	Aa_G93890.h1.t1	g28721
OG0017159	Aa_G93820.h1.t1	g28722
OG0017160	Aa_G93790.h1.t1	g1189
OG0017161	Aa_G93780.h1.t1	g1188
OG0017162	Aa_G31450.h1.t1	g28691
OG0017163	Aa_G31680.h1.t1	g28671
OG0017164	Aa_G31770.h1.t1	g1140
OG0017166	Aa_G307720.h1.t1	g1110
OG0017167	Aa_G69100.h1.t1	g39316
OG0017169	Aa_G331620.h1.t1	g28604
OG0017171	Aa_G355100.h1.t1	g39332
OG0017172	Aa_G690980.h1.t1	g1085
OG0017173	Aa_G22170.h1.t1	g39343
OG0017174	Aa_G601870.h1.t1	g1071
OG0017175	Aa_G480130.h1.t1	g39376
OG0017176	Aa_G442050.h1.t1	g39379
OG0017177	Aa_G542670.h1.t1	g985
OG0017178	Aa_G149060.h1.t1	g981
OG0017180	Aa_G149160.h1.t1	g39397
OG0017181	Aa_G608670.h1.t1	g2646
OG0017182	Aa_G445110.h1.t1	g2648
OG0017183	Aa_G106830.h1.t1	g2677
OG0017185	Aa_G275550.h1.t1	g5548
OG0017186	Aa_G244300.h1.t1	g5567
OG0017188	Aa_G244330.h1.t1	g5568
OG0017190	Aa_G244390.h1.t1	g29647
OG0017191	Aa_G244400.h1.t1	g45470
OG0017192	Aa_G386460.h1.t1	g29654
OG0017194	Aa_G414670.h1.t1	g5594
OG0017196	Aa_G209750.h1.t1	g5603
OG0017197	Aa_G546990.h1.t1	g29705
OG0017199	Aa_G170550.h1.t1	g29732
OG0017202	Aa_G353360.h1.t1	g29743
OG0017203	Aa_G634190.h1.t1	g11666
OG0017204	Aa_G304010.h1.t1	g5660
OG0017207	Aa_G170150.h1.t1	g45355
OG0017208	Aa_G259840.h1.t1, Aa_G259830.h1.t1	g5746
OG0017211	Aa_G260800.h1.t1	g5769
OG0017212	Aa_G522850.h1.t1	g5777
OG0017213	Aa_G260660.h1.t1	g45338
OG0017214	Aa_G260610.h1.t1	g45333
OG0017215	Aa_G260580.h1.t1	g29854
OG0017219	Aa_G54030.h1.t1	g45287
OG0017220	Aa_G626110.h1.t1	g5847
OG0017222	Aa_G481260.h1.t1	g5853
OG0017226	Aa_G553500.h1.t1	g16831
OG0017230	Aa_G239130.h1.t1	g44271
OG0017231	Aa_G239140.h1.t1	g44270
OG0017233	Aa_G484930.h1.t1, Aa_G484920.h1.t1, Aa_G389040.h1.t1	g46596
OG0017236	Aa_G312050.h1.t1	g46580
OG0017237	Aa_G21760.h1.t1	g46549
OG0017238	Aa_G293550.h1.t1	g46544
OG0017239	Aa_G293560.h1.t1	g46543
OG0017245	Aa_G457940.h1.t1	g44351
OG0017246	Aa_G343720.h1.t1	g46459
OG0017247	Aa_G485910.h1.t1	g46421
OG0017248	Aa_G204280.h1.t1	g46400
OG0017252	Aa_G129360.h1.t1	g46365
OG0017253	Aa_G129300.h1.t1	g46358
OG0017254	Aa_G129260.h1.t1	g46354
OG0017255	Aa_G654150.h1.t1	g46350
OG0017256	Aa_G215550.h1.t1	g46307
OG0017257	Aa_G193630.h1.t1	g44378
OG0017258	Aa_G418900.h1.t1	g46305
OG0017260	Aa_G263320.h1.t1	g1616
OG0017261	Aa_G281650.h1.t1	g44418
OG0017262	Aa_G281720.h1.t1	g46238
OG0017263	Aa_G702580.h1.t1	g46234
OG0017264	Aa_G656100.h1.t1	g44433
OG0017266	Aa_G573000.h1.t1	g41101
OG0017268	Aa_G459720.h1.t1	g13999
OG0017269	Aa_G207440.h1.t1	g2776
OG0017270	Aa_G458660.h1.t1	g2785
OG0017271	Aa_G205530.h1.t1	g17980
OG0017272	Aa_G205670.h1.t1	g27978
OG0017274	Aa_G109050.h1.t1	g54366
OG0017275	Aa_G627410.h1.t1	g13843
OG0017276	Aa_G420900.h1.t1	g54310
OG0017277	Aa_G193190.h1.t1	g36722
OG0017278	Aa_G193310.h1.t1	g27982
OG0017279	Aa_G193280.h1.t1	g54320
OG0017280	Aa_G231520.h1.t1	g54332
OG0017282	Aa_G375430.h1.t1	g36697
OG0017286	Aa_G127870.h1.t1	g36676
OG0017287	Aa_G643200.h1.t1, Aa_G225030.h1.t1, Aa_G643180.h1.t1	g36661
OG0017288	Aa_G613360.h1.t1	g36638
OG0017289	Aa_G101040.h1.t1	g27963
OG0017290	Aa_G310050.h1.t1	g50983
OG0017292	Aa_G313380.h1.t1	g51570
OG0017293	Aa_G402660.h1.t1	g51593
OG0017294	Aa_G25300.h1.t1	g38047
OG0017295	Aa_G656260.h1.t1	g902
OG0017297	Aa_G82820.h1.t1	g1482
OG0017298	Aa_G70950.h1.t1	g17926
OG0017299	Aa_G70930.h1.t1	g25284
OG0017300	Aa_G70910.h1.t1	g46903
OG0017301	Aa_G70900.h1.t1	g17928
OG0017302	Aa_G363040.h1.t1	g46876
OG0017303	Aa_G363030.h1.t1	g46877
OG0017304	Aa_G363010.h1.t1	g25241
OG0017305	Aa_G391460.h1.t1	g46947
OG0017306	Aa_G413400.h1.t1	g24785
OG0017307	Aa_G183940.h1.t1	g24728
OG0017308	Aa_G198060.h1.t1	g47003
OG0017310	Aa_G79750.h1.t1	g47015
OG0017311	Aa_G250910.h1.t1	g24566
OG0017312	Aa_G250900.h1.t1	g24564
OG0017313	Aa_G362590.h1.t1	g24526
OG0017314	Aa_G31140.h1.t1	g17710
OG0017316	Aa_G31180.h1.t1	g24494
OG0017319	Aa_G428410.h1.t1	g17638
OG0017321	Aa_G161690.h1.t1	g26789
OG0017322	Aa_G278430.h1.t1	g44590
OG0017325	Aa_G341770.h1.t1	g46028
OG0017326	Aa_G341820.h1.t1	g46031
OG0017327	Aa_G446790.h1.t1	g38361
OG0017328	Aa_G303460.h1.t1	g44571
OG0017329	Aa_G303500.h1.t1	g44570
OG0017330	Aa_G541250.h1.t1	g17994
OG0017332	Aa_G203140.h1.t1	g46084
OG0017334	Aa_G30640.h1.t1	g44548
OG0017336	Aa_G299390.h1.t1	g44792
OG0017338	Aa_G190310.h1.t1	g45762
OG0017339	Aa_G305340.h1.t1	g45771
OG0017340	Aa_G538480.h1.t1	g44774
OG0017342	Aa_G387150.h1.t1	g23543
OG0017345	Aa_G460000.h1.t1	g46687
OG0017347	Aa_G337480.h1.t1	g11512
OG0017348	Aa_G337490.h1.t1	g11511
OG0017349	Aa_G185330.h1.t1	g10413
OG0017350	Aa_G142480.h1.t1	g16502
OG0017351	Aa_G34240.h1.t1	g10451
OG0017352	Aa_G264290.h1.t1	g10464
OG0017354	Aa_G25610.h1.t1	g10554
OG0017355	Aa_G276870.h1.t1	g10569
OG0017356	Aa_G227110.h1.t1	g1571
OG0017357	Aa_G585180.h1.t1	g44737
OG0017358	Aa_G540890.h1.t1	g44750
OG0017359	Aa_G347600.h1.t1	g44754
OG0017360	Aa_G335300.h1.t1	g45803
OG0017361	Aa_G452760.h1.t1	g45801
OG0017363	Aa_G176640.h1.t1	g40573
OG0017366	Aa_G200160.h1.t1	g40530
OG0017368	Aa_G36840.h1.t1	g54207
OG0017369	Aa_G582080.h1.t1	g36495
OG0017372	Aa_G219710.h1.t1	g36557
OG0017373	Aa_G386150.h1.t1	g36574
OG0017374	Aa_G386140.h1.t1	g54264
OG0017376	Aa_G465520.h1.t1	g54268
OG0017378	Aa_G150380.h1.t1	g37038
OG0017380	Aa_G325410.h1.t1	g46855
OG0017381	Aa_G332210.h1.t1	g37064
OG0017382	Aa_G113380.h1.t1	g51372
OG0017383	Aa_G113390.h1.t1	g37067
OG0017384	Aa_G113400.h1.t1	g37963
OG0017385	Aa_G465710.h1.t1	g51390
OG0017386	Aa_G438700.h1.t1	g51403
OG0017390	Aa_G344560.h1.t1	g51502
OG0017391	Aa_G52070.h1.t1	g25858
OG0017393	Aa_G24560.h1.t1	g51546
OG0017394	Aa_G455320.h1.t1	g24130
OG0017395	Aa_G78230.h1.t1	g24140
OG0017396	Aa_G244670.h1.t1	g17448
OG0017398	Aa_G150200.h1.t1	g47286
OG0017399	Aa_G345100.h1.t1	g17467
OG0017401	Aa_G578530.h1.t1	g11419
OG0017402	Aa_G671710.h1.t1	g38455
OG0017405	Aa_G661340.h1.t1	g2545
OG0017406	Aa_G649780.h1.t1	g19354
OG0017408	Aa_G687760.h1.t1	g1325
OG0017409	Aa_G194530.h1.t1	g24214
OG0017411	Aa_G105240.h1.t1	g6221
OG0017412	Aa_G347080.h1.t1	g6152
OG0017413	Aa_G81660.h1.t1	g6144
OG0017415	Aa_G323520.h1.t1	g14087
OG0017416	Aa_G436180.h1.t1	g14046
OG0017417	Aa_G6210.h1.t1	g47438
OG0017419	Aa_G419780.h1.t1	g27634
OG0017421	Aa_G28500.h1.t1	g10254
OG0017422	Aa_G588580.h1.t1	g17386
OG0017423	Aa_G245250.h1.t1	g24056
OG0017424	Aa_G105470.h1.t1	g13665
OG0017426	Aa_G297790.h1.t1	g47360
OG0017427	Aa_G318050.h1.t1	g24007
OG0017429	Aa_G298500.h1.t1	g23988
OG0017431	Aa_G148200.h1.t1	g24108
OG0017434	Aa_G52320.h1.t1	g12726
OG0017435	Aa_G52360.h1.t1	g3021
OG0017436	Aa_G52430.h1.t1	g5138
OG0017438	Aa_G52570.h1.t1	g7948
OG0017439	Aa_G451670.h1.t1	g12719
OG0017441	Aa_G451690.h1.t1	g7937
OG0017442	Aa_G43960.h1.t1	g23726
OG0017443	Aa_G44000.h1.t1	g17
OG0017445	Aa_G44110.h1.t1	g9627
OG0017446	Aa_G113950.h1.t1	g19628
OG0017447	Aa_G113840.h1.t1	g13
OG0017448	Aa_G113800.h1.t1	g9621
OG0017449	Aa_G113790.h1.t1	g11
OG0017451	Aa_G273140.h1.t1	g18702
OG0017452	Aa_G273050.h1.t1	g18785
OG0017454	Aa_G272980.h1.t1	g18779
OG0017455	Aa_G163620.h1.t1	g50711
OG0017458	Aa_G2540.h1.t1	g11155
OG0017459	Aa_G33580.h1.t1	g1812
OG0017460	Aa_G33550.h1.t1	g11162
OG0017463	Aa_G48710.h1.t1	g1890
OG0017464	Aa_G48670.h1.t1	g1891
OG0017466	Aa_G77350.h1.t1	g1917
OG0017469	Aa_G132720.h1.t1	g1958
OG0017470	Aa_G262300.h1.t1	g11202
OG0017471	Aa_G114280.h1.t1	g18921
OG0017474	Aa_G461190.h1.t1	g2090
OG0017475	Aa_G369780.h1.t1	g2088
OG0017476	Aa_G614480.h1.t1	g18996
OG0017478	Aa_G654540.h1.t1	g2150, g19028
OG0017479	Aa_G378310.h1.t1	g19030
OG0017480	Aa_G287220.h1.t1	g2170
OG0017482	Aa_G213660.h1.t1	g11276
OG0017483	Aa_G462100.h1.t1	g19082
OG0017485	Aa_G718080.h1.t1	g2216
OG0017486	Aa_G501200.h1.t1	g2238
OG0017487	Aa_G301490.h1.t1	g2253
OG0017488	Aa_G416670.h1.t1	g19152
OG0017489	Aa_G277010.h1.t1	g2299
OG0017490	Aa_G265940.h1.t1	g2316
OG0017492	Aa_G297410.h1.t1	g2329
OG0017493	Aa_G367690.h1.t1	g19176
OG0017494	Aa_G402330.h1.t1	g2339
OG0017495	Aa_G14320.h1.t1	g19205
OG0017496	Aa_G622330.h1.t1, Aa_G622310.h1.t1	g11317
OG0017498	Aa_G212790.h1.t1	g19211
OG0017499	Aa_G111470.h1.t1	g11322
OG0017501	Aa_G555620.h1.t1	g19223
OG0017502	Aa_G153540.h1.t1	g19229
OG0017503	Aa_G231630.h1.t1	g937
OG0017504	Aa_G349220.h1.t1	g923
OG0017506	Aa_G306420.h1.t1	g11720, g13501
OG0017508	Aa_G380120.h1.t1	g11685
OG0017509	Aa_G380110.h1.t1	g11686
OG0017510	Aa_G76960.h1.t1	g11674
OG0017511	Aa_G183440.h1.t1	g6391
OG0017512	Aa_G100.h1.t1	g6367
OG0017513	Aa_G120.h1.t1	g13532
OG0017514	Aa_G313880.h1.t1	g13570
OG0017515	Aa_G116280.h1.t1	g13587
OG0017516	Aa_G3640.h1.t1	g44971
OG0017518	Aa_G330720.h1.t1	g41799
OG0017519	Aa_G282890.h1.t1	g44882
OG0017520	Aa_G490610.h1.t1	g41605
OG0017522	Aa_G28770.h1.t1	g41581
OG0017524	Aa_G286650.h1.t1	g18018
OG0017525	Aa_G468370.h1.t1	g44841
OG0017527	Aa_G325970.h1.t1	g6004
OG0017528	Aa_G185860.h1.t1	g13945
OG0017529	Aa_G268650.h1.t1	g19043
OG0017531	Aa_G102140.h1.t1	g10275
OG0017533	Aa_G281330.h1.t1	g51954
OG0017534	Aa_G401790.h1.t1	g38145
OG0017538	Aa_G431230.h1.t1	g37354
OG0017540	Aa_G224200.h1.t1	g51856
OG0017542	Aa_G461840.h1.t1	g37323
OG0017543	Aa_G461870.h1.t1	g51785
OG0017544	Aa_G632240.h1.t1	g51768
OG0017545	Aa_G202470.h1.t1	g37311
OG0017547	Aa_G486510.h1.t1	g51743
OG0017553	Aa_G272440.h1.t1	g38084
OG0017555	Aa_G197090.h1.t1	g37219
OG0017557	Aa_G338000.h1.t1	g25660
OG0017558	Aa_G337990.h1.t1	g25661
OG0017559	Aa_G337950.h1.t1	g40419
OG0017561	Aa_G561110.h1.t1	g40426
OG0017563	Aa_G637000.h1.t1	g50386
OG0017564	Aa_G10110.h1.t1	g50855
OG0017570	Aa_G145590.h1.t1	g36944
OG0017571	Aa_G100270.h1.t1	g38510
OG0017572	Aa_G311480.h1.t1	g36929
OG0017574	Aa_G373590.h1.t1	g36876
OG0017575	Aa_G515720.h1.t1	g38308
OG0017576	Aa_G290450.h1.t1	g36822
OG0017577	Aa_G363360.h1.t1, Aa_G363360.h2.t1	g38270
OG0017578	Aa_G35810.h1.t1	g38323
OG0017579	Aa_G112220.h1.t1	g35934
OG0017580	Aa_G529500.h1.t1	g53615
OG0017581	Aa_G507060.h1.t1	g32852
OG0017583	Aa_G377060.h1.t1	g32743
OG0017584	Aa_G27140.h1.t1	g32734
OG0017585	Aa_G300870.h1.t1	g27802
OG0017586	Aa_G353130.h1.t1	g50706
OG0017587	Aa_G353110.h1.t1	g32667
OG0017588	Aa_G107500.h1.t1	g40329, g25780
