Orthogroup	Arabis_alpina	Arabidopsis_lyrata_Rawat
OG0016078	Aa_G152580.h1.t1	AL3G33880
OG0016079	Aa_G152520.h1.t1	AL3G33950
OG0016080	Aa_G152470.h1.t1	AL3G34000
OG0016081	Aa_G250550.h1.t1	AL3G33310, AL3G34200
OG0016082	Aa_G250580.h1.t1	AL3G34280
OG0016083	Aa_G133340.h1.t1	AL3G34590
OG0016084	Aa_G133330.h1.t1	AL3G34640
OG0016085	Aa_G133270.h1.t1	AL3G34700
OG0016086	Aa_G221720.h1.t1	AL3G34770
OG0016088	Aa_G116580.h1.t1	AL8G27270
OG0016089	Aa_G116590.h1.t1	AL8G27260
OG0016090	Aa_G116610.h1.t1	AL8G27230
OG0016091	Aa_G238050.h1.t1	AL8G27060
OG0016092	Aa_G105330.h1.t1	AL3G45400
OG0016093	Aa_G308840.h1.t1	AL7G50500
OG0016094	Aa_G308830.h1.t1	AL7G50510
OG0016095	Aa_G245650.h1.t1	AL7G51210
OG0016096	Aa_G365260.h1.t1	AL7G51520
OG0016097	Aa_G421540.h1.t1	AL7G51740
OG0016098	Aa_G110090.h1.t1	AL7G52030
OG0016099	Aa_G428430.h1.t1	AL8G32870
OG0016100	Aa_G551800.h1.t1	AL7G52880
OG0016101	Aa_G336590.h1.t1	AL7G46760
OG0016102	Aa_G336570.h1.t1	AL7G46730
OG0016103	Aa_G512890.h1.t1, Aa_G512880.h1.t1	AL7G46290
OG0016104	Aa_G333580.h1.t1	AL7G45460
OG0016105	Aa_G287040.h1.t1	AL8G20730
OG0016106	Aa_G287030.h1.t1	AL8G20300
OG0016107	Aa_G200210.h1.t1	AL8G20240
OG0016108	Aa_G244830.h1.t1	AL8G20040
OG0016109	Aa_G178950.h1.t1	AL3G38660
OG0016110	Aa_G538320.h1.t1	AL3G38000
OG0016111	Aa_G239900.h1.t1	AL3G37890
OG0016112	Aa_G330880.h1.t1	AL3G37760
OG0016113	Aa_G505110.h1.t1	AL3G54120
OG0016114	Aa_G413610.h1.t1	AL3G37190
OG0016115	Aa_G91320.h1.t1	AL3G36890
OG0016116	Aa_G96530.h1.t1	AL3G36750
OG0016117	Aa_G171730.h1.t1	AL3G35750
OG0016118	Aa_G72040.h1.t1	nbis-gene-748
OG0016119	Aa_G72030.h1.t1	AL3G35680
OG0016120	Aa_G388640.h1.t1	AL3G35640
OG0016121	Aa_G229400.h1.t1	AL3G35430
OG0016122	Aa_G229370.h1.t1	AL3G35400
OG0016123	Aa_G227450.h1.t1	AL3G35340
OG0016124	Aa_G221680.h1.t1	AL3G34780
OG0016125	Aa_G325460.h1.t1	AL7G21840
OG0016126	Aa_G582400.h1.t1	AL7G22290
OG0016129	Aa_G288110.h1.t1	AL2G24280
OG0016130	Aa_G149680.h1.t1	AL2G24070
OG0016131	Aa_G30890.h1.t1	AL2G23880
OG0016132	Aa_G30810.h1.t1	AL2G23800
OG0016133	Aa_G30760.h1.t1	AL2G23740
OG0016134	Aa_G359640.h1.t1	AL2G22860
OG0016135	Aa_G663830.h1.t1	AL2G23210
OG0016136	Aa_G405100.h1.t1	AL2G23270
OG0016137	Aa_G368200.h1.t1	AL2G23290
OG0016138	Aa_G562950.h1.t1	AL2G22530
OG0016139	Aa_G628000.h1.t1	AL2G19710
OG0016140	Aa_G591920.h1.t1	nbis-gene-447
OG0016141	Aa_G284080.h1.t1	AL8G41170
OG0016142	Aa_G407550.h1.t1	AL2G19270
OG0016143	Aa_G321700.h1.t1	AL2G19830
OG0016144	Aa_G282500.h1.t1	AL1G64670
OG0016145	Aa_G62060.h1.t1	AL1G64860
OG0016146	Aa_G126120.h1.t1	AL6G30200
OG0016147	Aa_G126150.h1.t1	AL6G30180
OG0016148	Aa_G126220.h1.t1	AL6G30100
OG0016149	Aa_G126230.h1.t1	AL6G30080
OG0016150	Aa_G33710.h1.t1	AL6G29970
OG0016151	Aa_G446950.h1.t1	AL6G29930
OG0016152	Aa_G280220.h1.t1	AL6G29800
OG0016153	Aa_G416090.h1.t1	AL6G29620
OG0016154	Aa_G410960.h1.t1	AL6G29480
OG0016155	Aa_G411010.h1.t1	AL6G29430
OG0016156	Aa_G411020.h1.t1	AL6G29420
OG0016157	Aa_G542480.h1.t1	AL6G40560
OG0016158	Aa_G296640.h1.t1	AL8G23370
OG0016159	Aa_G196480.h1.t1	AL8G23240
OG0016160	Aa_G296710.h1.t1	AL8G23400
OG0016161	Aa_G382520.h1.t1	AL8G22620
OG0016162	Aa_G64150.h1.t1	AL3G48350
OG0016163	Aa_G114560.h1.t1	AL5G32980
OG0016164	Aa_G114550.h1.t1	AL5G32940
OG0016165	Aa_G114520.h1.t1	AL5G32870
OG0016166	Aa_G339250.h1.t1	AL5G32790
OG0016167	Aa_G339180.h1.t1	AL5G33290, AL5G32740
OG0016168	Aa_G300250.h1.t1	AL5G32590
OG0016169	Aa_G485510.h1.t1	AL5G32410
OG0016170	Aa_G184990.h1.t1	AL7G47290
OG0016171	Aa_G235910.h1.t1	AL5G32380
OG0016172	Aa_G236070.h1.t1	AL5G32250
OG0016173	Aa_G236060.h1.t1	AL5G32240
OG0016174	Aa_G178540.h1.t1	AL5G32200
OG0016175	Aa_G123020.h1.t1	AL5G32070
OG0016176	Aa_G122990.h1.t1	nbis-gene-1350
OG0016177	Aa_G122940.h1.t1	AL5G32020
OG0016178	Aa_G122890.h1.t1	AL5G31980
OG0016179	Aa_G122700.h1.t1	AL5G31860
OG0016180	Aa_G122540.h1.t1	AL5G31740
OG0016181	Aa_G122530.h1.t1	AL5G31730
OG0016182	Aa_G122460.h1.t1	AL5G31650
OG0016183	Aa_G106320.h1.t1	AL1G10050
OG0016184	Aa_G106230.h1.t1	AL1G10110
OG0016185	Aa_G106210.h1.t1	AL1G10130
OG0016186	Aa_G106070.h1.t1	AL1G10330
OG0016187	Aa_G94600.h1.t1	AL1G10350
OG0016188	Aa_G94570.h1.t1	AL1G10380
OG0016189	Aa_G94530.h1.t1	AL1G10420
OG0016190	Aa_G94510.h1.t1	AL1G10430
OG0016191	Aa_G94500.h1.t1	AL1G10450
OG0016192	Aa_G94490.h1.t1	AL1G10470
OG0016193	Aa_G94410.h1.t1	AL1G10570
OG0016194	Aa_G94340.h1.t1	AL1G10650
OG0016196	Aa_G291090.h1.t1	AL1G10710
OG0016197	Aa_G105740.h1.t1	nbis-gene-20
OG0016198	Aa_G105830.h1.t1	AL1G10940
OG0016199	Aa_G105890.h1.t1	AL1G11020
OG0016200	Aa_G325190.h1.t1	AL1G11160
OG0016201	Aa_G325170.h1.t1	AL1G11180
OG0016202	Aa_G290760.h1.t1	AL1G11220
OG0016203	Aa_G65940.h1.t1	AL1G11590
OG0016205	Aa_G325290.h1.t1	AL1G11650
OG0016206	Aa_G687290.h1.t1	AL1G11660
OG0016207	Aa_G452110.h1.t1	AL1G11740
OG0016208	Aa_G6430.h1.t1	AL1G11850
OG0016210	Aa_G6530.h1.t1	AL1G11980
OG0016211	Aa_G6590.h1.t1	AL1G12070
OG0016212	Aa_G6730.h1.t1	AL1G12210
OG0016213	Aa_G228330.h1.t1	AL1G12550
OG0016214	Aa_G135140.h1.t1	AL1G12740
OG0016215	Aa_G135010.h1.t1	AL1G12910
OG0016216	Aa_G135000.h1.t1	AL1G12920
OG0016217	Aa_G134990.h1.t1	AL1G12930
OG0016218	Aa_G134850.h1.t1	AL1G13070
OG0016219	Aa_G134790.h1.t1	AL1G13150
OG0016220	Aa_G134760.h1.t1	AL1G13180
OG0016221	Aa_G134680.h1.t1	AL1G13300
OG0016222	Aa_G134600.h1.t1	AL1G13390
OG0016223	Aa_G400330.h1.t1	AL1G13640
OG0016224	Aa_G400490.h1.t1	AL1G13780
OG0016225	Aa_G341260.h1.t1	AL1G13930
OG0016226	Aa_G38860.h1.t1	AL1G14220
OG0016227	Aa_G38890.h1.t1	AL1G14250
OG0016228	Aa_G38970.h1.t1	AL1G14320
OG0016229	Aa_G217810.h1.t1	AL1G14610
OG0016230	Aa_G286230.h1.t1	AL1G14620
OG0016231	Aa_G286300.h1.t1	AL1G14690
OG0016232	Aa_G286310.h1.t1	AL1G14700
OG0016233	Aa_G286330.h1.t1	AL1G14720
OG0016234	Aa_G493570.h1.t1	AL1G14810
OG0016235	Aa_G600520.h1.t1	AL1G14870
OG0016236	Aa_G235340.h1.t1	AL1G14900
OG0016237	Aa_G219030.h1.t1	AL1G15110
OG0016238	Aa_G219060.h1.t1	AL1G15140
OG0016239	Aa_G219080.h1.t1	AL1G15180
OG0016240	Aa_G219100.h1.t1	nbis-gene-37
OG0016241	Aa_G79300.h1.t1	AL1G15280
OG0016242	Aa_G79450.h1.t1	AL1G15510
OG0016243	Aa_G219890.h1.t1	AL1G15570
OG0016244	Aa_G220700.h1.t1	AL1G15750
OG0016245	Aa_G220690.h1.t1	AL1G15760
OG0016246	Aa_G220670.h1.t1	AL1G15780
OG0016247	Aa_G220580.h1.t1	AL1G15840
OG0016248	Aa_G256220.h1.t1	AL1G65240
OG0016250	Aa_G22810.h1.t1	AL1G16460
OG0016251	Aa_G22740.h1.t1	AL1G16540
OG0016252	Aa_G22730.h1.t1, Aa_G22720.h1.t1	AL1G16550
OG0016253	Aa_G22690.h1.t1	AL1G16580
OG0016254	Aa_G22530.h1.t1	AL1G16700
OG0016255	Aa_G22510.h1.t1	AL1G16720
OG0016256	Aa_G22490.h1.t1	AL1G16740
OG0016257	Aa_G22390.h1.t1	AL1G16820
OG0016258	Aa_G22370.h1.t1	AL1G16850
OG0016259	Aa_G22310.h1.t1	AL1G16940
OG0016260	Aa_G429860.h1.t1	AL1G17010
OG0016261	Aa_G429820.h1.t1	AL1G17040
OG0016262	Aa_G429760.h1.t1	AL1G17150
OG0016263	Aa_G663670.h1.t1	AL1G17180
OG0016264	Aa_G275930.h1.t1	AL1G17400
OG0016266	Aa_G516770.h1.t1	AL7G28850
OG0016268	Aa_G310510.h1.t1	AL1G17710
OG0016269	Aa_G769790.h1.t1	AL1G17720
OG0016270	Aa_G375850.h1.t1	AL1G17920
OG0016272	Aa_G481440.h1.t1	AL1G18130
OG0016273	Aa_G493560.h1.t1	AL1G14800
OG0016274	Aa_G369440.h1.t1	AL1G18500
OG0016275	Aa_G151870.h1.t1	AL1G18580
OG0016276	Aa_G151850.h1.t1	AL1G18600
OG0016277	Aa_G151750.h1.t1	AL1G18680
OG0016278	Aa_G512740.h1.t1	AL1G18900
OG0016279	Aa_G442670.h1.t1	AL1G18950
OG0016280	Aa_G442590.h1.t1	AL1G19020
OG0016281	Aa_G442570.h1.t1	AL1G19040
OG0016282	Aa_G488180.h1.t1	AL1G19070
OG0016284	Aa_G80800.h1.t1	AL1G19160
OG0016285	Aa_G80770.h1.t1	AL1G19190
OG0016286	Aa_G80760.h1.t1	AL1G19200
OG0016288	Aa_G19140.h1.t1	AL1G19620
OG0016289	Aa_G19130.h1.t1	AL1G19630
OG0016290	Aa_G19040.h1.t1	AL1G19730
OG0016291	Aa_G129420.h1.t1	nbis-gene-290
OG0016292	Aa_G193980.h1.t1	AL1G19960
OG0016293	Aa_G194030.h1.t1, Aa_G193990.h1.t1	AL1G19970
OG0016295	Aa_G160990.h1.t1, Aa_G160970.h1.t1	AL1G20230
OG0016296	Aa_G160800.h1.t1	AL1G20390
OG0016297	Aa_G635810.h1.t1	AL1G20400
OG0016298	Aa_G635800.h1.t1	AL1G20410
OG0016299	Aa_G463960.h1.t1	AL1G20450
OG0016300	Aa_G550200.h1.t1	AL1G20510
OG0016301	Aa_G446380.h1.t1	AL1G20950
OG0016302	Aa_G446470.h1.t1	nbis-gene-62
OG0016303	Aa_G427940.h1.t1	AL1G21340
OG0016304	Aa_G427960.h1.t1	AL1G21360
OG0016305	Aa_G43270.h1.t1	nbis-gene-67
OG0016306	Aa_G43360.h1.t1	AL1G21810
OG0016307	Aa_G43390.h1.t1	AL1G21840
OG0016308	Aa_G151120.h1.t1	AL6G42020
OG0016309	Aa_G232700.h1.t1	AL1G22230
OG0016310	Aa_G356210.h1.t1	AL9U11310
OG0016311	Aa_G469920.h1.t1	AL1G22650
OG0016312	Aa_G307210.h1.t1	AL1G22800
OG0016314	Aa_G338970.h2.t1, Aa_G338970.h1.t1	AL1G22940
OG0016315	Aa_G739690.h1.t1	AL2G13500
OG0016316	Aa_G298890.h1.t1	AL1G23300
OG0016317	Aa_G193690.h1.t1	AL1G23530
OG0016318	Aa_G193660.h1.t1	AL1G23540
OG0016319	Aa_G246100.h1.t1	AL1G23690
OG0016320	Aa_G10870.h1.t1	AL1G23770
OG0016321	Aa_G10800.h1.t1	AL1G23840
OG0016323	Aa_G710450.h1.t1	AL1G23920
OG0016324	Aa_G319800.h1.t1	AL1G24110
OG0016325	Aa_G292040.h1.t1	AL1G24430
OG0016326	Aa_G26620.h1.t1	AL1G24620
OG0016327	Aa_G501030.h1.t1	AL1G24800
OG0016328	Aa_G726110.h1.t1	AL1G24850
OG0016329	Aa_G616300.h1.t1	AL1G24910
OG0016330	Aa_G616320.h1.t1	AL1G24940
OG0016331	Aa_G109580.h1.t1	AL1G25310
OG0016332	Aa_G118460.h1.t1	AL1G25420
OG0016333	Aa_G118540.h1.t1	AL1G25450
OG0016334	Aa_G118570.h1.t1	AL1G25490
OG0016335	Aa_G437640.h1.t1	AL1G25620
OG0016336	Aa_G569550.h1.t1	AL1G25720
OG0016337	Aa_G599490.h1.t1	AL1G25830
OG0016338	Aa_G599480.h1.t1	AL1G25820
OG0016339	Aa_G592530.h1.t1	AL1G26010
OG0016340	Aa_G676730.h1.t1	AL1G26040
OG0016341	Aa_G658780.h1.t1	AL1G26070
OG0016342	Aa_G93010.h1.t1	AL1G26160
OG0016343	Aa_G93030.h1.t1	AL1G26180
OG0016344	Aa_G93040.h1.t1	AL1G26190
OG0016345	Aa_G117810.h1.t1	AL1G26240
OG0016346	Aa_G393280.h1.t1	AL1G26490
OG0016347	Aa_G393320.h1.t1	AL1G26530
OG0016348	Aa_G121140.h1.t1	AL1G27280
OG0016349	Aa_G121300.h1.t1	AL1G27420
OG0016350	Aa_G121370.h1.t1	AL1G27490
OG0016351	Aa_G163850.h1.t1	AL1G27520
OG0016353	Aa_G525770.h1.t1	AL1G27810
OG0016354	Aa_G606310.h1.t1	AL1G27850
OG0016355	Aa_G435920.h1.t1	AL2G37770
OG0016358	Aa_G65540.h1.t1	AL1G28470
OG0016359	Aa_G377610.h1.t1	nbis-gene-94
OG0016360	Aa_G377570.h1.t1, Aa_G1025850.h1.t1	AL1G28630
OG0016361	Aa_G103870.h1.t1	AL1G28750
OG0016363	Aa_G103840.h1.t1	AL1G28820
OG0016364	Aa_G103820.h1.t1	AL1G28840
OG0016365	Aa_G126430.h1.t1	AL1G29140
OG0016366	Aa_G274970.h1.t1	AL1G29250
OG0016367	Aa_G671580.h1.t1	AL1G29400, nbis-gene-265
OG0016368	Aa_G349090.h1.t1, Aa_G319330.h1.t1	AL1G29420
OG0016369	Aa_G349070.h1.t1	AL1G29450
OG0016370	Aa_G161730.h1.t1	AL8G24090, AL8G10070
OG0016371	Aa_G496820.h1.t1	AL1G29500
OG0016372	Aa_G495530.h1.t1	AL1G29580
OG0016373	Aa_G165910.h1.t1	AL6G40570
OG0016375	Aa_G188650.h1.t1	AL1G29750
OG0016376	Aa_G188630.h1.t1	AL1G29770
OG0016377	Aa_G788280.h1.t1	AL1G29780
OG0016378	Aa_G528270.h1.t1	AL1G29840
OG0016379	Aa_G278540.h1.t1	AL1G29890
OG0016380	Aa_G454430.h1.t1	AL1G30090
OG0016381	Aa_G454420.h1.t1	AL1G30100
OG0016382	Aa_G454410.h1.t1	nbis-gene-99
OG0016383	Aa_G363370.h2.t1, Aa_G363370.h1.t1	AL4G19390
OG0016384	Aa_G583600.h1.t1	AL1G30380
OG0016385	Aa_G583560.h1.t1	nbis-gene-100
OG0016386	Aa_G583540.h1.t1	AL1G30470
OG0016387	Aa_G190840.h1.t1	AL1G30510
OG0016388	Aa_G190810.h1.t1	AL1G30530
OG0016389	Aa_G379800.h1.t1	AL1G30550
OG0016390	Aa_G55180.h1.t1	AL1G30640
OG0016391	Aa_G142900.h1.t1	AL6G41200
OG0016392	Aa_G247150.h1.t1	AL8G26550
OG0016393	Aa_G119150.h1.t1	AL1G31130
OG0016395	Aa_G548290.h1.t1	AL1G31320
OG0016396	Aa_G493840.h1.t1	AL1G31520
OG0016397	Aa_G313750.h1.t1	AL1G31660
OG0016398	Aa_G192230.h1.t1	AL1G31700
OG0016399	Aa_G371560.h1.t1	AL1G31780
OG0016400	Aa_G407810.h1.t1	AL1G31880
OG0016401	Aa_G407790.h1.t1	AL1G31900
OG0016402	Aa_G407760.h1.t1	AL1G31930
OG0016403	Aa_G407730.h1.t1	AL1G31960
OG0016404	Aa_G323750.h1.t1	AL1G32240
OG0016405	Aa_G93390.h1.t1	AL1G32370
OG0016406	Aa_G615520.h1.t1	AL1G32530
OG0016407	Aa_G204590.h1.t1	AL3G41710
OG0016408	Aa_G266440.h1.t1	AL1G32850
OG0016409	Aa_G266420.h1.t1	AL1G32860
OG0016410	Aa_G266360.h1.t1	AL1G32940
OG0016411	Aa_G148850.h1.t1	AL1G33460
OG0016412	Aa_G148890.h1.t1	AL1G33490
OG0016413	Aa_G334100.h1.t1	AL1G33890
OG0016414	Aa_G60700.h1.t1	AL1G34100
OG0016416	Aa_G11830.h1.t1	AL4G13660
OG0016417	Aa_G86960.h1.t1	AL1G34700
OG0016418	Aa_G86950.h1.t1	AL1G34710
OG0016419	Aa_G86900.h1.t1	AL1G34740
OG0016420	Aa_G86870.h1.t1	AL1G34780
OG0016421	Aa_G86860.h1.t1	AL1G34790
OG0016422	Aa_G86850.h1.t1	AL1G34800
OG0016423	Aa_G458300.h1.t1	AL1G34920
OG0016424	Aa_G444720.h1.t1	AL1G34940, AL3G43350
OG0016425	Aa_G444740.h1.t1	AL1G34960
OG0016426	Aa_G444750.h1.t1	AL1G34980
OG0016427	Aa_G479800.h1.t1	AL1G35610
OG0016428	Aa_G479820.h1.t1	AL1G35630
OG0016429	Aa_G479840.h1.t1	AL1G35640
OG0016430	Aa_G198680.h1.t1	AL1G35980
OG0016431	Aa_G198690.h1.t1	AL1G36000
OG0016432	Aa_G528420.h1.t1	AL1G36070
OG0016433	Aa_G528430.h1.t1	AL1G36080
OG0016434	Aa_G372720.h1.t1	AL1G36140
OG0016435	Aa_G371910.h1.t1	AL1G36230
OG0016436	Aa_G121780.h1.t1, Aa_G121780.h2.t1	AL1G36320
OG0016437	Aa_G121800.h1.t1, Aa_G121800.h2.t1	AL1G36340
OG0016438	Aa_G121810.h1.t1	AL1G36350
OG0016439	Aa_G653380.h1.t1	AL1G36570
OG0016440	Aa_G367210.h1.t1	AL1G36630
OG0016441	Aa_G160300.h1.t1	AL2G31430
OG0016442	Aa_G245820.h1.t1	AL2G31380
OG0016443	Aa_G245880.h1.t1	AL2G31320
OG0016444	Aa_G245900.h1.t1	AL2G31300
OG0016445	Aa_G149300.h1.t1	AL2G31200
OG0016446	Aa_G319470.h1.t1	AL2G31160
OG0016447	Aa_G319480.h1.t1	AL6G46970, AL2G31150
OG0016448	Aa_G319510.h1.t1	AL2G31120
OG0016449	Aa_G319530.h1.t1	AL2G31100
OG0016450	Aa_G170790.h1.t1	AL2G30870
OG0016451	Aa_G170750.h1.t1	AL2G30850
OG0016452	Aa_G170720.h1.t1	AL2G30820
OG0016453	Aa_G415710.h1.t1	AL1G52610
OG0016454	Aa_G232190.h1.t1, Aa_G232200.h1.t1	AL2G30700
OG0016455	Aa_G232170.h1.t1	AL2G30680
OG0016456	Aa_G232160.h1.t1	AL2G30670
OG0016457	Aa_G350310.h1.t1	AL2G22440, AL2G22410
OG0016458	Aa_G413020.h1.t1	nbis-gene-588
OG0016459	Aa_G437970.h1.t1	AL2G30080
OG0016460	Aa_G17730.h1.t1	AL2G30010
OG0016461	Aa_G17620.h1.t1	AL2G29930
OG0016462	Aa_G521020.h1.t1	AL2G29640
OG0016463	Aa_G222000.h1.t1	AL2G29500
OG0016464	Aa_G221930.h1.t1	AL2G29430
OG0016465	Aa_G504910.h1.t1	AL2G29350
OG0016466	Aa_G295000.h1.t1	AL2G29320
OG0016467	Aa_G312260.h1.t1	AL1G47100
OG0016468	Aa_G376010.h1.t1	AL1G47110
OG0016469	Aa_G517730.h1.t1	AL1G47220
OG0016470	Aa_G380510.h1.t1	AL1G47360
OG0016471	Aa_G107860.h1.t1	AL1G47510
OG0016472	Aa_G107890.h1.t1	AL1G47630
OG0016473	Aa_G107920.h1.t1	AL1G47660
OG0016474	Aa_G124960.h1.t1	AL1G47690
OG0016476	Aa_G462380.h1.t1	AL2G11730
OG0016477	Aa_G316670.h1.t1	AL2G11810
OG0016479	Aa_G125950.h1.t1	AL8G36770
OG0016480	Aa_G579360.h1.t1	nbis-gene-379
OG0016481	Aa_G274720.h1.t1	AL2G12680
OG0016482	Aa_G357220.h1.t1	AL2G12910
OG0016483	Aa_G357260.h1.t1	AL2G12960
OG0016484	Aa_G357340.h1.t1	AL2G13000
OG0016485	Aa_G357350.h1.t1	AL2G13010
OG0016486	Aa_G357360.h1.t1	AL2G13020
OG0016487	Aa_G357370.h1.t1	AL2G13030
OG0016488	Aa_G262930.h1.t1	AL2G13040
OG0016489	Aa_G321890.h1.t1	AL2G13350
OG0016490	Aa_G488320.h1.t1	AL2G13400
OG0016491	Aa_G151150.h1.t1	AL6G42030
OG0016492	Aa_G615110.h1.t1	AL2G14140
OG0016493	Aa_G218150.h1.t1	AL2G14200
OG0016494	Aa_G593000.h1.t1	AL2G14330
OG0016495	Aa_G546270.h1.t1	AL2G14640
OG0016496	Aa_G177270.h1.t1	AL2G14980
OG0016497	Aa_G177280.h1.t1	AL6G43680
OG0016498	Aa_G177340.h1.t1	AL2G15070
OG0016499	Aa_G340770.h1.t1	AL2G15140
OG0016500	Aa_G340780.h1.t1	AL2G15150
OG0016501	Aa_G8540.h1.t1	AL2G15290
OG0016502	Aa_G392470.h1.t1	AL2G15640
OG0016504	Aa_G330580.h1.t1, Aa_G530920.h1.t1	AL2G16000
OG0016505	Aa_G330610.h1.t1	AL2G16040
OG0016506	Aa_G262050.h1.t1	AL2G16220
OG0016507	Aa_G645830.h1.t1	AL2G16270
OG0016508	Aa_G182580.h1.t1	AL2G16430
OG0016509	Aa_G436410.h1.t1	AL3G53380
OG0016510	Aa_G17430.h1.t1	AL2G16620
OG0016513	Aa_G669520.h1.t1	AL2G16930
OG0016515	Aa_G79820.h1.t1, Aa_G282480.h1.t1	AL2G17470
OG0016516	Aa_G282530.h1.t1	AL2G17550
OG0016517	Aa_G578680.h1.t1	AL7G24990
OG0016518	Aa_G450880.h1.t1	AL2G17740
OG0016519	Aa_G46420.h1.t1	AL2G17870
OG0016520	Aa_G46390.h1.t1	AL2G17880
OG0016521	Aa_G744440.h1.t1	AL2G18140
OG0016522	Aa_G100810.h1.t1	AL2G18110
OG0016523	Aa_G100890.h1.t1	AL2G18050
OG0016524	Aa_G57050.h1.t1	AL3G45510
OG0016525	Aa_G361940.h1.t1	AL1G67520
OG0016526	Aa_G133850.h1.t1	AL2G19510
OG0016527	Aa_G863360.h1.t1, Aa_G283240.h1.t1	AL1G67180
OG0016528	Aa_G253440.h1.t1	AL1G66670
OG0016529	Aa_G7650.h1.t1	AL1G66480
OG0016530	Aa_G123240.h1.t1	AL1G66100
OG0016531	Aa_G123190.h1.t1	AL1G65930
OG0016532	Aa_G123180.h1.t1	AL1G65920
OG0016533	Aa_G295490.h1.t1	AL1G65880
OG0016534	Aa_G229980.h1.t1	AL1G65780
OG0016535	Aa_G157820.h1.t1	AL1G65720
OG0016536	Aa_G261730.h1.t1	AL1G65690
OG0016537	Aa_G324240.h1.t1	AL2G10940
OG0016538	Aa_G135560.h1.t1	AL2G10790
OG0016539	Aa_G313130.h1.t1	AL8G24790
OG0016540	Aa_G4000.h1.t1	AL8G22960
OG0016541	Aa_G186150.h1.t1	AL2G10620
OG0016542	Aa_G186270.h1.t1	AL2G10470
OG0016543	Aa_G270090.h1.t1	AL2G10410
OG0016544	Aa_G270100.h1.t1	AL2G10400
OG0016545	Aa_G488510.h1.t1	AL2G10270
OG0016546	Aa_G262840.h1.t1	AL3G30440
OG0016547	Aa_G277430.h1.t1	AL2G10140
OG0016548	Aa_G615260.h1.t1	AL2G10030
OG0016549	Aa_G208120.h1.t1	AL8G12020
OG0016550	Aa_G208110.h1.t1	AL8G12010
OG0016551	Aa_G692170.h1.t1	AL5G10760
OG0016552	Aa_G295550.h1.t1	AL8G11500
OG0016553	Aa_G295510.h1.t1	AL8G11450
OG0016554	Aa_G162890.h1.t1	AL8G10600
OG0016555	Aa_G63510.h1.t1	AL8G11090
OG0016556	Aa_G63530.h1.t1	AL1G55010
OG0016557	Aa_G616010.h1.t1	AL8G14720
OG0016558	Aa_G123690.h1.t1	AL8G14780
OG0016559	Aa_G123700.h1.t1	AL8G14790
OG0016560	Aa_G69740.h1.t1	AL7G26340
OG0016561	Aa_G123800.h1.t1	AL8G14900
OG0016562	Aa_G103130.h1.t1	AL8G15520
OG0016563	Aa_G536730.h1.t1	AL5G12900
OG0016566	Aa_G257010.h1.t1	AL6G48490
OG0016567	Aa_G141950.h1.t1	AL7G23100
OG0016568	Aa_G195730.h1.t1	AL7G22860
OG0016569	Aa_G195770.h1.t1	AL7G22790
OG0016570	Aa_G58760.h1.t1	AL7G22560
OG0016571	Aa_G58750.h1.t1	AL7G22550
OG0016572	Aa_G715870.h1.t1	AL5G25890
OG0016573	Aa_G102080.h1.t1	AL8G21200
OG0016574	Aa_G380700.h1.t1	AL7G38760
OG0016575	Aa_G418770.h1.t1	AL1G54500
OG0016576	Aa_G57550.h1.t1	AL1G54670
OG0016577	Aa_G57560.h1.t1	AL1G54680
OG0016578	Aa_G57570.h1.t1	AL1G54690
OG0016579	Aa_G110870.h1.t1	AL1G54910
OG0016580	Aa_G380730.h1.t1, Aa_G110820.h1.t1	AL1G54960
OG0016581	Aa_G110800.h1.t1	AL1G54980
OG0016582	Aa_G110600.h1.t1	AL6G50210
OG0016583	Aa_G273750.h1.t1	AL1G55660
OG0016584	Aa_G237900.h1.t1	AL1G55870
OG0016585	Aa_G133550.h1.t1	AL1G55990
OG0016586	Aa_G331090.h1.t1	AL6G45300
OG0016587	Aa_G133520.h1.t1	AL1G56040
OG0016588	Aa_G689710.h1.t1	AL1G56140
OG0016590	Aa_G705460.h1.t1	AL1G56610
OG0016591	Aa_G581500.h1.t1	AL1G56790
OG0016592	Aa_G581490.h1.t1	AL1G56810
OG0016593	Aa_G513230.h1.t1	AL5G22400
OG0016594	Aa_G513240.h1.t1	AL5G22390
OG0016595	Aa_G476890.h1.t1	AL2G34890
OG0016596	Aa_G476920.h1.t1	AL2G34870
OG0016597	Aa_G477030.h1.t1, Aa_G201440.h1.t1	AL2G34800
OG0016598	Aa_G487030.h1.t1	AL7G10020
OG0016601	Aa_G487070.h1.t1	AL7G10080
OG0016602	Aa_G541080.h1.t1	AL7G10190
OG0016603	Aa_G219390.h1.t1	AL7G10210
OG0016604	Aa_G219360.h1.t1	AL7G10240
OG0016605	Aa_G219350.h1.t1	AL7G10250
OG0016606	Aa_G219340.h1.t1	AL7G10260
OG0016607	Aa_G219260.h1.t1	AL7G10340
OG0016608	Aa_G219250.h1.t1	AL7G10350
OG0016609	Aa_G138060.h1.t1	AL7G10530, AL7G44960
OG0016610	Aa_G138050.h1.t1	AL7G10540
OG0016611	Aa_G138040.h1.t1	AL7G10550
OG0016612	Aa_G138030.h1.t1	AL7G10560
OG0016613	Aa_G137870.h1.t1	AL7G10770
OG0016614	Aa_G137750.h1.t1	AL7G10920
OG0016615	Aa_G352010.h1.t1	AL7G11200
