Orthogroup	Arabis_alpina	Alyssum_gmelinii
OG0016523	Aa_G100890.h1.t1	Ag002G0260600
OG0016524	Aa_G57050.h1.t1	Ag002G0262500
OG0016525	Aa_G361940.h1.t1	Ag002G0263200
OG0016526	Aa_G133850.h1.t1	Ag002G0263600
OG0016527	Aa_G863360.h1.t1, Aa_G283240.h1.t1	Ag002G0264700
OG0016528	Aa_G253440.h1.t1	Ag002G0266600
OG0016529	Aa_G7650.h1.t1	Ag002G0267200
OG0016530	Aa_G123240.h1.t1	Ag002G0269600
OG0016531	Aa_G123190.h1.t1	Ag002G0270100
OG0016532	Aa_G123180.h1.t1	Ag002G0270200
OG0016533	Aa_G295490.h1.t1	Ag002G0271900
OG0016534	Aa_G229980.h1.t1	Ag002G0272400
OG0016535	Aa_G157820.h1.t1	Ag002G0272700
OG0016536	Aa_G261730.h1.t1	Ag002G0272800
OG0016537	Aa_G324240.h1.t1	Ag024G2863100
OG0016538	Aa_G135560.h1.t1	Ag024G2869100
OG0016539	Aa_G313130.h1.t1	Ag024G2880800
OG0016540	Aa_G4000.h1.t1	Ag024G2882300
OG0016541	Aa_G186150.h1.t1	Ag024G2883000
OG0016542	Aa_G186270.h1.t1	Ag024G2884800
OG0016543	Aa_G270090.h1.t1	Ag024G2886200
OG0016544	Aa_G270100.h1.t1	Ag024G2886300
OG0016545	Aa_G488510.h1.t1	Ag024G2893700
OG0016547	Aa_G277430.h1.t1	Ag024G2896900
OG0016548	Aa_G615260.h1.t1	Ag024G2899000
OG0016549	Aa_G208120.h1.t1	Ag016G2282900
OG0016550	Aa_G208110.h1.t1	Ag016G2284300
OG0016551	Aa_G692170.h1.t1	Ag016G2304300
OG0016552	Aa_G295550.h1.t1	Ag016G2310800
OG0016553	Aa_G295510.h1.t1	Ag016G2311800
OG0016554	Aa_G162890.h1.t1	Ag016G2330500
OG0016555	Aa_G63510.h1.t1	Ag016G2334700
OG0016556	Aa_G63530.h1.t1	Ag016G2334900
OG0016557	Aa_G616010.h1.t1	Ag016G2339300
OG0016558	Aa_G123690.h1.t1	Ag016G2342600
OG0016559	Aa_G123700.h1.t1	Ag016G2342700
OG0016560	Aa_G69740.h1.t1	Ag016G2343000
OG0016561	Aa_G123800.h1.t1	Ag016G2345400
OG0016562	Aa_G103130.h1.t1	Ag016G2359000
OG0016563	Aa_G536730.h1.t1	Ag016G2364000
OG0016566	Aa_G257010.h1.t1	Ag016G2397000
OG0016567	Aa_G141950.h1.t1	Ag065G5116900
OG0016568	Aa_G195730.h1.t1	Ag065G5122600
OG0016570	Aa_G58760.h1.t1	Ag065G5125000
OG0016571	Aa_G58750.h1.t1	Ag065G5125500
OG0016572	Aa_G715870.h1.t1	Ag065G5127300
OG0016573	Aa_G102080.h1.t1	Ag025G2909000
OG0016574	Aa_G380700.h1.t1	Ag025G2913400
OG0016575	Aa_G418770.h1.t1	Ag025G2918900
OG0016576	Aa_G57550.h1.t1	Ag025G2922600
OG0016577	Aa_G57560.h1.t1	Ag025G2922700
OG0016578	Aa_G57570.h1.t1	Ag025G2924500
OG0016579	Aa_G110870.h1.t1	Ag025G2930900
OG0016580	Aa_G380730.h1.t1, Aa_G110820.h1.t1	Ag025G2934300
OG0016581	Aa_G110800.h1.t1	Ag025G2934500
OG0016582	Aa_G110600.h1.t1	Ag025G2940900
OG0016583	Aa_G273750.h1.t1	Ag025G2948700
OG0016584	Aa_G237900.h1.t1	Ag025G2953300
OG0016585	Aa_G133550.h1.t1	Ag025G2958100
OG0016586	Aa_G331090.h1.t1	Ag025G2959200
OG0016587	Aa_G133520.h1.t1	Ag025G2963000
OG0016588	Aa_G689710.h1.t1	Ag025G2965800
OG0016590	Aa_G705460.h1.t1	Ag025G2972400
OG0016591	Aa_G581500.h1.t1	Ag025G2975100
OG0016592	Aa_G581490.h1.t1	Ag025G2975200
OG0016593	Aa_G513230.h1.t1	Ag025G2975500
OG0016594	Aa_G513240.h1.t1	Ag025G2975700
OG0016595	Aa_G476890.h1.t1	Ag072G5252100
OG0016596	Aa_G476920.h1.t1	Ag072G5252500
OG0016597	Aa_G477030.h1.t1, Aa_G201440.h1.t1	Ag072G5255200
OG0016598	Aa_G487030.h1.t1	Ag011G1026000
OG0016601	Aa_G487070.h1.t1	Ag011G1026500
OG0016602	Aa_G541080.h1.t1	Ag011G1027700
OG0016603	Aa_G219390.h1.t1	Ag011G1027900
OG0016604	Aa_G219360.h1.t1	Ag011G1028200
OG0016605	Aa_G219350.h1.t1	Ag011G1028300
OG0016606	Aa_G219340.h1.t1	Ag011G1028400
OG0016607	Aa_G219260.h1.t1	Ag011G1029200
OG0016608	Aa_G219250.h1.t1	Ag011G1029300
OG0016609	Aa_G138060.h1.t1	Ag011G1031500
OG0016610	Aa_G138050.h1.t1	Ag011G1031600
OG0016611	Aa_G138040.h1.t1	Ag011G1031700
OG0016612	Aa_G138030.h1.t1	Ag011G1031800
OG0016613	Aa_G137870.h1.t1	Ag011G1035400
OG0016614	Aa_G137750.h1.t1	Ag011G1038400
OG0016615	Aa_G352010.h1.t1	Ag011G1043400
OG0016616	Aa_G352060.h1.t1	Ag011G1044200
OG0016617	Aa_G352100.h1.t1	Ag011G1117300, Ag011G1044500
OG0016618	Aa_G539080.h1.t1, Aa_G553670.h1.t1	Ag011G1045800
OG0016619	Aa_G450570.h1.t1	Ag011G1052400
OG0016620	Aa_G693490.h1.t1	Ag011G1054400
OG0016621	Aa_G901630.h1.t1	Ag011G1054700
OG0016622	Aa_G381710.h1.t1	Ag011G1057400
OG0016623	Aa_G381670.h1.t1	Ag011G1058200
OG0016624	Aa_G437440.h1.t1	Ag011G1058900
OG0016625	Aa_G437430.h1.t1	Ag011G1059000
OG0016626	Aa_G702350.h1.t1	Ag011G1059400
OG0016627	Aa_G486270.h1.t1	Ag011G1060500
OG0016628	Aa_G503350.h1.t1	Ag011G1063000
OG0016629	Aa_G224750.h1.t1	Ag011G1064800
OG0016630	Aa_G294530.h1.t1	Ag011G1067300
OG0016631	Aa_G237320.h1.t1	Ag011G1067800
OG0016632	Aa_G95130.h1.t1	Ag011G1070900
OG0016633	Aa_G561530.h1.t1	Ag011G1075300
OG0016634	Aa_G402090.h1.t1	Ag011G1080800
OG0016635	Aa_G402120.h1.t1	Ag011G1081100
OG0016636	Aa_G139430.h1.t1	Ag011G1084200
OG0016638	Aa_G363190.h1.t1	Ag011G1091200
OG0016639	Aa_G363170.h1.t1	Ag011G1091600
OG0016641	Aa_G223260.h1.t1	Ag011G1091900
OG0016642	Aa_G223240.h1.t1	Ag011G1093100
OG0016643	Aa_G223200.h1.t1	Ag011G1093500
OG0016644	Aa_G179560.h1.t1	Ag011G1099300
OG0016645	Aa_G179500.h1.t1	Ag011G1100200
OG0016646	Aa_G179490.h1.t1	Ag011G1100300
OG0016647	Aa_G453320.h1.t1	Ag011G1102900
OG0016648	Aa_G285830.h1.t1	Ag011G1107000
OG0016649	Aa_G285850.h1.t1	Ag011G1107200
OG0016650	Aa_G285870.h1.t1	Ag011G1107400
OG0016651	Aa_G285890.h1.t1	Ag011G1107600
OG0016652	Aa_G514650.h1.t1	Ag011G1112600
OG0016653	Aa_G514680.h1.t1	Ag011G1113100
OG0016654	Aa_G514700.h1.t1	Ag011G1113400
OG0016655	Aa_G514740.h1.t1	Ag011G1113900
OG0016656	Aa_G790180.h1.t1	Ag011G1114600, Ag011G1172000
OG0016657	Aa_G376370.h1.t1	Ag011G1115800
OG0016658	Aa_G157090.h1.t1	Ag011G1120400
OG0016659	Aa_G157120.h1.t1	Ag011G1120800
OG0016660	Aa_G590230.h1.t1	Ag011G1121400
OG0016661	Aa_G527850.h1.t1	Ag011G1125200
OG0016662	Aa_G527840.h1.t1	Ag011G1125300
OG0016663	Aa_G739570.h1.t1	Ag011G1126100
OG0016664	Aa_G105080.h1.t1	Ag011G1126200
OG0016666	Aa_G293870.h1.t1	Ag011G1129600
OG0016667	Aa_G548450.h1.t1	Ag011G1130300
OG0016668	Aa_G118840.h1.t1	Ag011G1131900
OG0016669	Aa_G503120.h1.t1	Ag011G1149400
OG0016670	Aa_G503100.h1.t1	Ag011G1149900
OG0016671	Aa_G614670.h1.t1	Ag011G1151300
OG0016672	Aa_G258870.h1.t1	Ag011G1156500
OG0016673	Aa_G258820.h1.t1	Ag011G1157000
OG0016674	Aa_G499490.h1.t1	Ag011G1159600
OG0016675	Aa_G724260.h1.t1	Ag011G1171600
OG0016676	Aa_G9870.h1.t1	Ag011G1173600
OG0016677	Aa_G415910.h1.t1	Ag011G1178800
OG0016678	Aa_G415920.h1.t1	Ag011G1178900
OG0016679	Aa_G153910.h1.t1	Ag011G1179100
OG0016680	Aa_G631720.h1.t1	Ag011G1182900
OG0016681	Aa_G468840.h1.t1	Ag011G1185300
OG0016682	Aa_G468830.h1.t1	Ag011G1185500
OG0016683	Aa_G376660.h1.t1	Ag011G1195400
OG0016684	Aa_G147150.h1.t1	Ag011G1197600
OG0016685	Aa_G328860.h1.t1	Ag011G1199600, Ag011G1200200
OG0016686	Aa_G328820.h1.t1	Ag011G1200800
OG0016687	Aa_G328810.h1.t1	Ag011G1200900
OG0016688	Aa_G328800.h1.t1	Ag011G1201100
OG0016689	Aa_G283300.h1.t1	Ag011G1201200
OG0016690	Aa_G328780.h1.t1	Ag011G1201500
OG0016691	Aa_G34250.h1.t1	Ag011G1201900
OG0016692	Aa_G592070.h1.t1	Ag011G1202600
OG0016693	Aa_G112230.h1.t1	Ag011G1213100
OG0016694	Aa_G432460.h1.t1	Ag011G1217900
OG0016695	Aa_G598860.h1.t1	Ag011G1228300
OG0016696	Aa_G112800.h1.t1	Ag011G1229700
OG0016697	Aa_G324890.h1.t1	Ag011G1229800
OG0016698	Aa_G325040.h1.t1	Ag011G1233200
OG0016699	Aa_G98610.h1.t1	Ag011G1233500
OG0016700	Aa_G45770.h1.t1	Ag011G1235200
OG0016701	Aa_G74840.h1.t1	Ag011G1237800
OG0016702	Aa_G74830.h1.t1	Ag011G1237900
OG0016703	Aa_G145100.h1.t1	Ag011G1243800
OG0016705	Aa_G59720.h1.t1	Ag011G1255500
OG0016707	Aa_G33000.h1.t1	Ag011G1260600
OG0016708	Aa_G33020.h1.t1	Ag011G1260800
OG0016709	Aa_G520610.h1.t1	Ag011G1263700
OG0016710	Aa_G120660.h1.t1	Ag011G1267000
OG0016711	Aa_G190550.h1.t1	Ag011G1270600
OG0016712	Aa_G190530.h1.t1	Ag011G1270800
OG0016713	Aa_G190510.h1.t1	Ag011G1270900
OG0016714	Aa_G254350.h1.t1	Ag098G5474800
OG0016715	Aa_G254310.h1.t1	Ag098G5475500
OG0016717	Aa_G227320.h1.t1	Ag064G5106500
OG0016718	Aa_G199050.h1.t1	Ag064G5110100
OG0016719	Aa_G199020.h1.t1	Ag064G5110400
OG0016720	Aa_G187280.h1.t1	Ag018G2436300
OG0016721	Aa_G199360.h1.t1	Ag018G2440300
OG0016722	Aa_G199350.h1.t1	Ag018G2440400
OG0016723	Aa_G475200.h1.t1	Ag018G2448100
OG0016724	Aa_G62640.h1.t1	Ag018G2453100
OG0016725	Aa_G62340.h1.t1	Ag018G2458700
OG0016726	Aa_G487220.h1.t1	Ag018G2461100
OG0016727	Aa_G274000.h1.t1	Ag018G2463400
OG0016728	Aa_G274040.h1.t1	Ag018G2464000
OG0016729	Aa_G255010.h1.t1	Ag018G2473400
OG0016730	Aa_G254970.h1.t1	Ag018G2473900
OG0016731	Aa_G579810.h1.t1	Ag018G2475600
OG0016732	Aa_G469120.h1.t1	Ag018G2477400
OG0016733	Aa_G539020.h1.t1	Ag018G2478900
OG0016734	Aa_G92130.h1.t1	Ag018G2480900
OG0016735	Aa_G191450.h1.t1, Aa_G191460.h1.t1	Ag019G2496500, Ag019G2496600
OG0016736	Aa_G46610.h1.t1	Ag019G2502200
OG0016737	Aa_G53170.h1.t1	Ag019G2512600
OG0016738	Aa_G67800.h1.t1	Ag019G2516000
OG0016740	Aa_G67930.h1.t1	Ag019G2518800
OG0016741	Aa_G53290.h1.t1	Ag019G2522900
OG0016743	Aa_G511720.h1.t1	Ag019G2532300
OG0016744	Aa_G242190.h1.t1	Ag019G2536800
OG0016746	Aa_G416980.h1.t1	Ag019G2544500
OG0016747	Aa_G136150.h1.t1	Ag019G2544800
OG0016748	Aa_G136130.h1.t1	Ag019G2545100
OG0016749	Aa_G36360.h1.t1	Ag019G2549200
OG0016750	Aa_G36390.h1.t1	Ag019G2549500
OG0016751	Aa_G36400.h1.t1	Ag019G2549600
OG0016752	Aa_G36540.h1.t1	Ag019G2550500
OG0016753	Aa_G36560.h1.t1	Ag019G2551000
OG0016755	Aa_G545630.h1.t1	Ag010G0982300
OG0016756	Aa_G587370.h1.t1	Ag010G0988600
OG0016757	Aa_G38540.h1.t1	Ag010G0994400
OG0016758	Aa_G69800.h1.t1	Ag010G1000400
OG0016759	Aa_G86640.h1.t1	Ag010G1003300
OG0016760	Aa_G107230.h1.t1	Ag010G1007300
OG0016761	Aa_G133100.h1.t1	Ag010G1014700
OG0016763	Aa_G212550.h1.t1	Ag010G1016100
OG0016764	Aa_G360400.h1.t1	Ag010G1016500
OG0016766	Aa_G382880.h1.t1	Ag010G1019300
OG0016767	Aa_G231290.h1.t1	Ag010G1021000
OG0016768	Aa_G440810.h1.t1, Aa_G512400.h1.t1	Ag010G1023600
OG0016769	Aa_G44440.h1.t1	Ag010G1024900
OG0016770	Aa_G309830.h1.t1	Ag085G5417800
OG0016938	Aa_G99360.h1.t1	Ag055G4901900
OG0016939	Aa_G88890.h1.t1	Ag055G4907500
OG0016940	Aa_G197570.h1.t1	Ag055G4916800
OG0016941	Aa_G363990.h1.t1	Ag055G4921400
OG0016942	Aa_G561380.h1.t1	Ag055G4927300
OG0016943	Aa_G711580.h1.t1	Ag055G4928100
OG0016944	Aa_G658660.h1.t1	Ag055G4930400
OG0016945	Aa_G251460.h1.t1	Ag074G5268100, Ag035G4080200
OG0016947	Aa_G378330.h1.t1	Ag013G1340800
OG0016948	Aa_G396230.h1.t1	Ag013G1341500
OG0016949	Aa_G85840.h1.t1	Ag013G1343400
OG0016950	Aa_G106540.h1.t1	Ag013G1348600
OG0016951	Aa_G325630.h1.t1	Ag013G1355600
OG0016952	Aa_G387530.h1.t1	Ag013G1356000
OG0016953	Aa_G136070.h1.t1	Ag019G2545600, Ag013G1356900
OG0016954	Aa_G264850.h1.t1	Ag013G1365100
OG0016955	Aa_G309610.h1.t1	Ag013G1369900
OG0016956	Aa_G158010.h1.t1	Ag013G1386300
OG0016957	Aa_G539760.h1.t1	Ag013G1388300
OG0016958	Aa_G1045980.h1.t1, Aa_G96830.h1.t1	Ag013G1393000
OG0016959	Aa_G412310.h1.t1	Ag013G1394800
OG0016960	Aa_G240260.h1.t1	Ag013G1420400
OG0016961	Aa_G450440.h1.t1	Ag013G1425700
OG0016962	Aa_G105430.h1.t1	Ag013G1438800
OG0016964	Aa_G258100.h1.t1	Ag013G1445800
OG0016965	Aa_G54840.h1.t1	Ag013G1447900
OG0016968	Aa_G209470.h1.t1	Ag013G1461900
OG0016969	Aa_G209460.h1.t1	Ag013G1462000
OG0016970	Aa_G526430.h1.t1	Ag013G1463100
OG0016971	Aa_G526410.h1.t1	Ag013G1463400
OG0016972	Aa_G722730.h1.t1	Ag013G1464800
OG0016974	Aa_G138280.h1.t1	Ag013G1486200
OG0016975	Aa_G256510.h1.t1	Ag013G1489400
OG0016976	Aa_G233030.h1.t1	Ag013G1491100
OG0016977	Aa_G278970.h1.t1	Ag013G1495600
OG0016978	Aa_G636340.h1.t1	Ag013G1500300
OG0016979	Aa_G116880.h1.t1	Ag013G1500700
OG0016980	Aa_G116790.h1.t1	Ag013G1502700
OG0016982	Aa_G486080.h1.t1	Ag013G1513900
OG0016983	Aa_G168810.h1.t1	Ag013G1515400
OG0016984	Aa_G168730.h1.t1	Ag013G1516100
OG0016985	Aa_G168580.h1.t1	Ag013G1519200
OG0016986	Aa_G356440.h1.t1	Ag013G1529200
OG0016987	Aa_G356450.h1.t1	Ag013G1529300
OG0016988	Aa_G458450.h1.t1	Ag013G1531500
OG0016989	Aa_G195970.h1.t1	Ag013G1533300
OG0016990	Aa_G195940.h1.t1	Ag013G1534200
OG0016991	Aa_G125340.h1.t1	Ag013G1534400
OG0016992	Aa_G516750.h1.t1	Ag013G1541000
OG0016994	Aa_G231090.h1.t1	Ag013G1543100
OG0016996	Aa_G365590.h1.t1	Ag013G1546300
OG0016997	Aa_G130510.h1.t1	Ag013G1547400
OG0016998	Aa_G130480.h1.t1, Aa_G130480.h2.t1	Ag013G1547800
OG0016999	Aa_G130430.h1.t1	Ag013G1548300
OG0017000	Aa_G130380.h1.t1	Ag013G1548800
OG0017002	Aa_G319170.h1.t1	Ag013G1557500
OG0017003	Aa_G319290.h1.t1	Ag013G1559600
OG0017004	Aa_G392830.h1.t1	Ag013G1561500
OG0017005	Aa_G541400.h1.t1	Ag095G5470900, Ag013G1562300
OG0017006	Aa_G541370.h1.t1	Ag013G1562500
OG0017008	Aa_G130010.h1.t1	Ag013G1579300
OG0017009	Aa_G304000.h1.t1	Ag013G1582800
OG0017010	Aa_G536210.h1.t1	Ag013G1583300
OG0017012	Aa_G205290.h1.t1	Ag013G1583500
OG0017013	Aa_G205320.h1.t1	Ag013G1584300
OG0017014	Aa_G236330.h1.t1	Ag013G1587600
OG0017015	Aa_G624460.h1.t1	Ag013G1589200
OG0017019	Aa_G561370.h1.t1	Ag013G1601900
OG0017023	Aa_G59990.h1.t1	Ag013G1607400
OG0017024	Aa_G60280.h1.t1	Ag013G1608500
OG0017025	Aa_G578980.h1.t1	Ag013G1609300
OG0017026	Aa_G412160.h1.t1	Ag013G1612100
OG0017028	Aa_G277490.h1.t1	Ag013G1631300, Ag024G2898000
OG0017030	Aa_G85980.h1.t1	Ag013G1639500
OG0017031	Aa_G589120.h1.t1	Ag013G1642700
OG0017032	Aa_G653510.h1.t1, Aa_G251480.h1.t1	Ag013G1645000, Ag011G1064900
OG0017034	Aa_G445720.h1.t1	Ag013G1652500
OG0017037	Aa_G219550.h1.t1	Ag013G1677200
OG0017038	Aa_G519850.h1.t1	Ag013G1679200
OG0017039	Aa_G203740.h1.t1	Ag013G1681800
OG0017040	Aa_G215330.h1.t1, Aa_G134620.h1.t1	Ag013G1689000
OG0017041	Aa_G215370.h1.t1	Ag013G1689400
OG0017042	Aa_G90840.h1.t1	Ag013G1693700
OG0017043	Aa_G29840.h1.t1	Ag013G1696900
OG0017045	Aa_G39630.h1.t1	Ag013G1701900
OG0017046	Aa_G513970.h1.t1	Ag013G1704900
OG0017047	Aa_G438490.h1.t1	Ag013G1705800
OG0017048	Aa_G438560.h1.t1	Ag013G1706400
OG0017049	Aa_G438580.h1.t1	Ag013G1706600
OG0017050	Aa_G326510.h1.t1	Ag013G1706700
OG0017051	Aa_G533060.h1.t1	Ag013G1707400
OG0017052	Aa_G533100.h1.t1	Ag013G1708600
OG0017053	Aa_G128430.h1.t1	Ag013G1709400
OG0017054	Aa_G244030.h1.t1	Ag013G1711200
OG0017056	Aa_G130800.h1.t1	Ag013G1713600
OG0017058	Aa_G61920.h1.t1	Ag013G1720000
OG0017060	Aa_G408500.h1.t1	Ag013G1725000
OG0017061	Aa_G348130.h1.t1	Ag013G1729200
OG0017063	Aa_G108280.h1.t1	Ag013G1736500
OG0017064	Aa_G248870.h1.t1	Ag013G1739000
OG0017065	Aa_G248830.h1.t1	Ag013G1740500
OG0017066	Aa_G538610.h1.t1	Ag013G1742200
OG0017067	Aa_G138690.h1.t1	Ag013G1745000
OG0017068	Aa_G70980.h1.t1	Ag013G1745600
OG0017069	Aa_G138760.h1.t1	Ag013G1745800
OG0017071	Aa_G355720.h1.t1	Ag013G1753200
OG0017072	Aa_G414410.h1.t1	Ag013G1758100
OG0017073	Aa_G434730.h1.t1	Ag013G1758900
OG0017074	Aa_G194290.h1.t1	Ag013G1762100
OG0017075	Aa_G109230.h1.t1	Ag013G1766800
OG0017076	Aa_G109280.h1.t1	Ag013G1767300
OG0017078	Aa_G16440.h1.t1	Ag013G1768800
OG0017079	Aa_G146340.h1.t1	Ag062G5055200
OG0017080	Aa_G536740.h1.t1	Ag062G5060400
OG0017082	Aa_G480460.h1.t1	Ag062G5062300
OG0017083	Aa_G282020.h1.t1	Ag062G5063600
OG0017084	Aa_G147130.h1.t1	Ag004G0418100
OG0017085	Aa_G180850.h1.t1	Ag004G0420300
OG0017086	Aa_G165920.h1.t1	Ag004G0422500
OG0017087	Aa_G165870.h1.t1	Ag004G0422900
OG0017088	Aa_G23580.h1.t1	Ag004G0427400
OG0017089	Aa_G23550.h1.t1	Ag004G0428300
OG0017090	Aa_G23480.h1.t1	Ag004G0429300
OG0017091	Aa_G131350.h1.t1, Aa_G131310.h1.t1	Ag011G1183900
OG0017092	Aa_G23360.h1.t1	Ag004G0430900
OG0017093	Aa_G500390.h1.t1	Ag004G0432400
OG0017094	Aa_G81440.h1.t1	Ag004G0434700
OG0017095	Aa_G81500.h1.t1	Ag004G0435300
OG0017096	Aa_G527030.h1.t1	Ag004G0435700
OG0017097	Aa_G292860.h1.t1	Ag004G0437000
OG0017098	Aa_G37310.h1.t1	Ag004G0439900
OG0017099	Aa_G37250.h1.t1	Ag004G0440400
OG0017101	Aa_G37140.h1.t1	Ag004G0441500
OG0017103	Aa_G20730.h1.t1	Ag004G0445300
OG0017104	Aa_G20850.h1.t1	Ag004G0447400
OG0017105	Aa_G306150.h1.t1	Ag004G0452100
OG0017106	Aa_G51580.h1.t1	Ag004G0454600
OG0017107	Aa_G268330.h1.t1	Ag004G0457500
OG0017108	Aa_G268250.h1.t1	Ag004G0459100
OG0017109	Aa_G76200.h1.t1	Ag004G0460300
OG0017110	Aa_G76180.h1.t1	Ag004G0460500
OG0017111	Aa_G76010.h1.t1	Ag004G0462900
OG0017112	Aa_G75360.h1.t1	Ag004G0470900
OG0017113	Aa_G492170.h1.t1	Ag004G0473500
OG0017114	Aa_G492210.h1.t1	Ag004G0474800
OG0017115	Aa_G406230.h1.t1	Ag004G0476600
OG0017116	Aa_G13770.h1.t1	Ag004G0480400
OG0017117	Aa_G131040.h1.t1	Ag004G0487700
OG0017118	Aa_G583410.h1.t1	Ag004G0495900
OG0017119	Aa_G401200.h1.t1	Ag004G0496600
OG0017120	Aa_G590900.h1.t1	Ag004G0497100
OG0017121	Aa_G97980.h1.t1	Ag004G0510000
OG0017122	Aa_G97930.h1.t1	Ag004G0510600
OG0017124	Aa_G104760.h1.t1	Ag004G0514600
OG0017125	Aa_G578260.h1.t1	Ag004G0518000
OG0017126	Aa_G630870.h1.t1	Ag004G0519700
OG0017127	Aa_G377410.h1.t1	Ag004G0523000
OG0017128	Aa_G377420.h1.t1	Ag004G0523100
OG0017129	Aa_G45480.h1.t1	Ag004G0528600
OG0017130	Aa_G45310.h1.t1	Ag004G0530700
OG0017131	Aa_G392300.h1.t1, Aa_G571960.h1.t1	Ag004G0533700
OG0017132	Aa_G169060.h1.t1	Ag004G0534900
OG0017133	Aa_G12900.h1.t1	Ag004G0540600
OG0017134	Aa_G550360.h1.t1	Ag004G0545100
OG0017135	Aa_G552770.h1.t1	Ag004G0545800
OG0017139	Aa_G181310.h1.t1	Ag004G0554400
OG0017140	Aa_G181260.h1.t1	Ag004G0555300
OG0017141	Aa_G230450.h1.t1	Ag004G0558000
OG0017142	Aa_G68380.h1.t1	Ag004G0560200
OG0017143	Aa_G68120.h1.t1	Ag004G0565700
OG0017144	Aa_G642590.h1.t1	Ag004G0566800
OG0017145	Aa_G15710.h1.t1	Ag004G0567800
OG0017147	Aa_G404780.h1.t1	Ag004G0580900
OG0017148	Aa_G404700.h1.t1	Ag004G0582000
OG0017149	Aa_G459160.h1.t1	Ag004G0593900
OG0017150	Aa_G173870.h1.t1	Ag004G0598700
OG0017151	Aa_G470830.h1.t1	Ag004G0601800
OG0017152	Aa_G552210.h1.t1	Ag004G0606100
OG0017153	Aa_G234650.h1.t1	Ag004G0625600
OG0017154	Aa_G33870.h1.t1	Ag075G5299100
OG0017155	Aa_G936060.h1.t1	Ag004G0634500
OG0017156	Aa_G246250.h1.t1	Ag004G0656500
OG0017157	Aa_G115960.h1.t1	Ag004G0659800
OG0017158	Aa_G93890.h1.t1	Ag004G0664200
OG0017159	Aa_G93820.h1.t1	Ag004G0665100
OG0017160	Aa_G93790.h1.t1	Ag004G0665500
OG0017161	Aa_G93780.h1.t1	Ag004G0665600
OG0017162	Aa_G31450.h1.t1	Ag004G0670000
OG0017163	Aa_G31680.h1.t1	Ag004G0673800
OG0017164	Aa_G31770.h1.t1	Ag004G0678100
OG0017165	Aa_G766510.h1.t1	Ag004G0679300
OG0017166	Aa_G307720.h1.t1	Ag004G0688300
OG0017167	Aa_G69100.h1.t1	Ag004G0695100
OG0017168	Aa_G168030.h1.t1	Ag004G0699000
OG0017169	Aa_G331620.h1.t1	Ag004G0699600
OG0017171	Aa_G355100.h1.t1	Ag004G0706300
OG0017172	Aa_G690980.h1.t1	Ag004G0707100
OG0017173	Aa_G22170.h1.t1	Ag004G0711800
OG0017174	Aa_G601870.h1.t1	Ag004G0716000
OG0017175	Aa_G480130.h1.t1	Ag004G0744700
OG0017176	Aa_G442050.h1.t1	Ag004G0745700
OG0017177	Aa_G542670.h1.t1	Ag004G0750600
OG0017178	Aa_G149060.h1.t1	Ag004G0751900
OG0017180	Aa_G149160.h1.t1	Ag004G0753800
OG0017181	Aa_G608670.h1.t1	Ag004G0768400
OG0017182	Aa_G445110.h1.t1	Ag004G0768800
OG0017183	Aa_G106830.h1.t1	Ag004G0770600
OG0017185	Aa_G275550.h1.t1	Ag022G2654600
OG0017186	Aa_G244300.h1.t1	Ag022G2668200
OG0017188	Aa_G244330.h1.t1	Ag022G2668900
OG0017189	Aa_G244340.h1.t1	Ag022G2669200
OG0017190	Aa_G244390.h1.t1	Ag022G2670400
OG0017191	Aa_G244400.h1.t1	Ag022G2670500
OG0017192	Aa_G386460.h1.t1	Ag022G2675000
OG0017193	Aa_G386400.h1.t1	Ag022G2677200
OG0017194	Aa_G414670.h1.t1	Ag022G2683300
OG0017196	Aa_G209750.h1.t1	Ag022G2689700
OG0017197	Aa_G546990.h1.t1	Ag022G2705400
OG0017198	Aa_G261300.h1.t1	Ag022G2707700
OG0017199	Aa_G170550.h1.t1	Ag022G2715900
OG0017200	Aa_G170580.h1.t1	Ag022G2716200
OG0017201	Aa_G353240.h1.t1	Ag022G2717600
OG0017202	Aa_G353360.h1.t1	Ag022G2719300
OG0017203	Aa_G634190.h1.t1	Ag022G2719900
OG0017204	Aa_G304010.h1.t1	Ag022G2724300
OG0017207	Aa_G170150.h1.t1	Ag022G2753600
OG0017208	Aa_G259840.h1.t1, Aa_G259830.h1.t1	Ag022G2757400
OG0017209	Aa_G478960.h1.t1	Ag022G2764900
OG0017210	Aa_G478940.h1.t1	Ag022G2765100
OG0017211	Aa_G260800.h1.t1	Ag022G2766900
OG0017212	Aa_G522850.h1.t1	Ag022G2768700
OG0017213	Aa_G260660.h1.t1	Ag022G2769300
OG0017214	Aa_G260610.h1.t1	Ag022G2771200
OG0017215	Aa_G260580.h1.t1	Ag022G2771500
OG0017216	Aa_G274550.h1.t1	Ag022G2777500
OG0017217	Aa_G18650.h1.t1	Ag022G2782500
OG0017218	Aa_G443010.h1.t1	Ag022G2784400
OG0017219	Aa_G54030.h1.t1	Ag022G2788900
OG0017220	Aa_G626110.h1.t1	Ag022G2791100
OG0017221	Aa_G481310.h1.t1	Ag022G2791400
OG0017222	Aa_G481260.h1.t1	Ag022G2792000
OG0017223	Aa_G481250.h1.t1	Ag022G2792100
OG0017224	Aa_G264590.h1.t1	Ag022G2793100
