Orthogroup	Arabis_alpina	Cardamine_glauca
OG0015306	Aa_G78210.h1.t1	Cg001G0208500
OG0015307	Aa_G78170.h1.t1	Cg001G0208800
OG0015308	Aa_G78120.h1.t1	Cg001G0209200
OG0015309	Aa_G244610.h1.t1	Cg001G0211200
OG0015310	Aa_G150230.h1.t1	Cg001G0212700
OG0015311	Aa_G150220.h1.t1	Cg001G0212800
OG0015312	Aa_G743150.h1.t1	Cg001G0214600
OG0015313	Aa_G345120.h1.t1	Cg001G0215000
OG0015314	Aa_G340000.h1.t1	Cg001G0216800
OG0015315	Aa_G155390.h1.t1	Cg001G0218500
OG0015316	Aa_G176500.h1.t1	Cg001G0219200
OG0015317	Aa_G176490.h1.t1	Cg001G0219300
OG0015318	Aa_G176350.h1.t1	Cg001G0220200
OG0015320	Aa_G176300.h1.t1	Cg001G0220700
OG0015321	Aa_G169110.h1.t1	Cg005G1734200
OG0015322	Aa_G575620.h1.t1	Cg001G0222100
OG0015323	Aa_G267130.h1.t1	Cg001G0225000
OG0015324	Aa_G267150.h1.t1	Cg001G0225200
OG0015325	Aa_G267160.h1.t1	Cg001G0225300
OG0015326	Aa_G520150.h1.t1	Cg001G0226400
OG0015327	Aa_G96160.h1.t1	Cg001G0229300
OG0015328	Aa_G96370.h1.t1	Cg001G0231300
OG0015329	Aa_G96390.h1.t1	Cg001G0231600
OG0015330	Aa_G44230.h1.t1	Cg001G0316800
OG0015331	Aa_G524900.h1.t1	Cg008G2971600
OG0015332	Aa_G486780.h1.t1	Cg002G0644600
OG0015334	Aa_G620610.h1.t1	Cg002G0520400
OG0015335	Aa_G515870.h1.t1	Cg002G0520900
OG0015336	Aa_G491060.h1.t1	Cg002G0521600
OG0015337	Aa_G109740.h1.t1	Cg002G0524300
OG0015338	Aa_G177180.h1.t1	Cg002G0524500
OG0015339	Aa_G177160.h1.t1	Cg002G0524900
OG0015340	Aa_G131540.h1.t1	Cg002G0526300
OG0015341	Aa_G131550.h1.t1	Cg002G0526400
OG0015342	Aa_G124690.h1.t1	Cg002G0527300
OG0015343	Aa_G396930.h1.t1	Cg003G0906800
OG0015344	Aa_G247220.h1.t1	Cg003G0905200
OG0015345	Aa_G247170.h1.t1	Cg003G0904500
OG0015346	Aa_G310400.h1.t1	Cg003G0904000
OG0015347	Aa_G310390.h1.t1	Cg003G0903900
OG0015348	Aa_G375190.h1.t1	Cg003G0902900
OG0015349	Aa_G375220.h1.t1	Cg003G0902600
OG0015350	Aa_G348270.h1.t1	Cg003G0900100
OG0015351	Aa_G101910.h1.t1	Cg003G0898100
OG0015352	Aa_G101870.h1.t1	Cg003G0898700
OG0015353	Aa_G101850.h1.t1	Cg003G0899000
OG0015354	Aa_G101960.h1.t1	Cg003G0897800
OG0015355	Aa_G577680.h1.t1	Cg003G0891600
OG0015356	Aa_G153070.h1.t1	Cg003G0892800
OG0015357	Aa_G153060.h1.t1	Cg003G0892400
OG0015359	Aa_G105210.h1.t1	Cg004G1366000
OG0015360	Aa_G105190.h1.t1	Cg004G1366400
OG0015361	Aa_G105180.h1.t1	Cg004G1366700
OG0015362	Aa_G105170.h1.t1	Cg004G1366800
OG0015363	Aa_G105230.h1.t1	Cg004G1365000
OG0015364	Aa_G105120.h1.t1	Cg004G1367500
OG0015365	Aa_G105090.h1.t1	Cg004G1367900
OG0015366	Aa_G105050.h1.t1	Cg004G1368800
OG0015367	Aa_G395310.h1.t1	Cg004G1370600
OG0015368	Aa_G395340.h1.t1	Cg004G1371200
OG0015369	Aa_G409900.h1.t1	Cg004G1374600
OG0015370	Aa_G675140.h1.t1	Cg004G1378500, Cg004G1388700
OG0015371	Aa_G246810.h1.t1	Cg004G1387600, Cg004G1380100
OG0015372	Aa_G246780.h1.t1	Cg004G1380200, Cg004G1387500
OG0015373	Aa_G81690.h1.t1	Cg004G1395300
OG0015374	Aa_G534690.h1.t1	Cg002G0610100
OG0015375	Aa_G110270.h1.t1	Cg004G1398500
OG0015376	Aa_G543470.h1.t1	Cg004G1399500
OG0015377	Aa_G70100.h1.t1	Cg004G1403200
OG0015378	Aa_G70080.h1.t1	Cg004G1403500
OG0015379	Aa_G500510.h1.t1	Cg001G0164300
OG0015380	Aa_G692590.h1.t1	Cg001G0166000
OG0015384	Aa_G19950.h1.t1	Cg001G0175200
OG0015385	Aa_G6200.h1.t1	Cg001G0176700
OG0015387	Aa_G736890.h1.t1	Cg001G0179200
OG0015388	Aa_G371070.h1.t1	Cg001G0182300
OG0015389	Aa_G448190.h1.t1	Cg001G0202400
OG0015390	Aa_G204000.h1.t1	Cg001G0200700
OG0015391	Aa_G221290.h1.t1	Cg001G0198700
OG0015392	Aa_G581660.h1.t1	Cg001G0197000
OG0015393	Aa_G422640.h1.t1	Cg001G0196400
OG0015394	Aa_G68830.h1.t1, Aa_G581820.h1.t1	Cg001G0195800
OG0015395	Aa_G621210.h1.t1	Cg001G0194900
OG0015396	Aa_G621220.h1.t1	Cg001G0194700
OG0015397	Aa_G37610.h1.t1	Cg001G0192800
OG0015398	Aa_G37620.h1.t1	Cg001G0192700
OG0015399	Aa_G37660.h1.t1	Cg001G0192300
OG0015400	Aa_G59050.h1.t1	Cg001G0191600
OG0015402	Aa_G59000.h1.t1	Cg001G0191000
OG0015403	Aa_G58990.h1.t1	Cg001G0190900
OG0015404	Aa_G127570.h1.t1	Cg001G0248100
OG0015405	Aa_G398700.h1.t1	Cg001G0189400
OG0015406	Aa_G398690.h1.t1	Cg001G0189300
OG0015407	Aa_G599220.h1.t1	Cg001G0188100
OG0015408	Aa_G472150.h1.t1	Cg001G0187500
OG0015409	Aa_G251490.h1.t1	Cg002G0694500
OG0015410	Aa_G298560.h1.t1	Cg001G0186000
OG0015411	Aa_G213280.h1.t1	Cg001G0185600
OG0015412	Aa_G369230.h1.t1	Cg006G1877000, Cg006G1877800, Cg006G1877300
OG0015413	Aa_G213400.h1.t1	Cg001G0185100
OG0015414	Aa_G148310.h1.t1	Cg001G0204300
OG0015415	Aa_G148400.h1.t1	Cg001G0205100
OG0015417	Aa_G652000.h1.t1	Cg008G2830500
OG0015418	Aa_G39390.h1.t1	Cg007G2268500
OG0015419	Aa_G39400.h1.t1	Cg008G2915900
OG0015420	Aa_G39490.h1.t1	Cg008G2910700
OG0015421	Aa_G49570.h1.t1	Cg001G0241800
OG0015422	Aa_G49380.h1.t1	Cg001G0240000
OG0015423	Aa_G49270.h1.t1	Cg001G0238900
OG0015424	Aa_G49540.h1.t1	Cg001G0241500
OG0015425	Aa_G49250.h1.t1	Cg001G0238700
OG0015426	Aa_G406650.h1.t1	Cg001G0237300
OG0015427	Aa_G296040.h1.t1	Cg001G0236000
OG0015428	Aa_G296020.h1.t1	Cg001G0235800
OG0015429	Aa_G173270.h1.t1	Cg001G0233200
OG0015430	Aa_G52450.h1.t1	Cg004G1072000
OG0015431	Aa_G52530.h1.t1	Cg004G1072900
OG0015432	Aa_G52550.h1.t1	Cg004G1073100
OG0015433	Aa_G52560.h1.t1	Cg004G1073300
OG0015434	Aa_G52680.h1.t1	Cg004G1074300
OG0015435	Aa_G451750.h1.t1	Cg004G1075600
OG0015436	Aa_G593170.h1.t1	Cg004G1076600
OG0015437	Aa_G43640.h1.t1, Aa_G43650.h1.t1	Cg003G1063700
OG0015438	Aa_G43770.h1.t1	Cg003G1064400
OG0015439	Aa_G43880.h1.t1	Cg006G1902600
OG0015440	Aa_G43980.h1.t1	Cg007G2544600
OG0015441	Aa_G44050.h1.t1	Cg003G1066400
OG0015442	Aa_G252710.h1.t1	Cg002G0667200
OG0015443	Aa_G113920.h1.t1	Cg003G1067800
OG0015444	Aa_G113900.h1.t1	Cg003G1068000
OG0015445	Aa_G113820.h1.t1	Cg003G1068900
OG0015446	Aa_G113780.h1.t1	Cg003G1069400
OG0015447	Aa_G273250.h1.t1	Cg002G0395300
OG0015448	Aa_G273240.h1.t1	Cg002G0395400
OG0015449	Aa_G273230.h1.t1	Cg002G0395500
OG0015450	Aa_G273190.h1.t1	Cg002G0395900
OG0015451	Aa_G273170.h1.t1	Cg002G0396100
OG0015452	Aa_G273110.h1.t1	Cg002G0396600
OG0015453	Aa_G273090.h1.t1	Cg002G0396800
OG0015454	Aa_G273010.h1.t1	Cg002G0397600
OG0015455	Aa_G273000.h1.t1	Cg002G0397700
OG0015456	Aa_G163690.h1.t1	Cg002G0399800
OG0015457	Aa_G163650.h1.t1	Cg002G0400100
OG0015458	Aa_G163530.h1.t1	Cg002G0401100
OG0015459	Aa_G364340.h1.t1	Cg002G0402100
OG0015460	Aa_G364290.h1.t1	Cg002G0402700
OG0015462	Aa_G236560.h1.t1	Cg002G0403400
OG0015463	Aa_G167860.h1.t1	Cg002G0404600
OG0015464	Aa_G167700.h1.t1	Cg002G0406100
OG0015465	Aa_G167690.h1.t1	Cg002G0406200
OG0015466	Aa_G2590.h1.t1	Cg002G0407200
OG0015467	Aa_G2550.h1.t1	Cg002G0407600
OG0015468	Aa_G2370.h1.t1	Cg002G0409700
OG0015469	Aa_G2260.h1.t1	Cg002G0410500
OG0015470	Aa_G2200.h1.t1	Cg002G0411200
OG0015471	Aa_G2160.h1.t1	Cg002G0411600
OG0015472	Aa_G261130.h1.t1	Cg003G0900800
OG0015474	Aa_G572560.h1.t1	Cg002G0414800
OG0015475	Aa_G80990.h1.t1	Cg002G0415300
OG0015476	Aa_G81060.h1.t1	Cg002G0416200
OG0015477	Aa_G57910.h1.t1, Aa_G479270.h1.t1	Cg002G0418600
OG0015478	Aa_G57930.h1.t1	Cg002G0418800
OG0015479	Aa_G48810.h1.t1	Cg002G0419700
OG0015480	Aa_G48760.h1.t1	Cg002G0420300
OG0015481	Aa_G48750.h1.t1	Cg002G0420400
OG0015482	Aa_G480930.h1.t1	Cg005G1718000
OG0015483	Aa_G208910.h1.t1	Cg002G0423200
OG0015484	Aa_G77270.h1.t1	Cg002G0423900
OG0015485	Aa_G282460.h1.t1, Aa_G77380.h1.t1	Cg002G0424800
OG0015486	Aa_G442230.h1.t1	Cg006G2009500
OG0015487	Aa_G77420.h1.t1	Cg002G0425200
OG0015488	Aa_G103420.h1.t1	Cg002G0425800
OG0015489	Aa_G103330.h1.t1	Cg002G0426500
OG0015490	Aa_G349410.h1.t1	Cg002G0428100
OG0015491	Aa_G349370.h1.t1	Cg002G0428400
OG0015492	Aa_G132780.h1.t1	Cg002G0429800
OG0015493	Aa_G686850.h1.t1	Cg002G0431700
OG0015494	Aa_G340600.h1.t1	Cg002G0432800
OG0015495	Aa_G340610.h1.t1	Cg002G0432900
OG0015496	Aa_G341100.h1.t1	Cg004G1346400
OG0015497	Aa_G350850.h1.t1	Cg002G0435100
OG0015498	Aa_G114290.h1.t1	Cg002G0437100
OG0015500	Aa_G114120.h1.t1	Cg002G0439000
OG0015501	Aa_G433220.h1.t1	Cg002G0439900
OG0015502	Aa_G433210.h1.t1	Cg002G0440100
OG0015503	Aa_G433170.h1.t1	Cg002G0440500
OG0015504	Aa_G433130.h1.t1	Cg002G0440700
OG0015505	Aa_G433120.h1.t1	Cg002G0440800
OG0015506	Aa_G221040.h1.t1	Cg002G0444500
OG0015507	Aa_G345780.h1.t1	Cg002G0446000
OG0015508	Aa_G494450.h1.t1	Cg002G0446100
OG0015509	Aa_G317240.h1.t1	Cg002G0446700
OG0015510	Aa_G114790.h1.t1	Cg002G0448400
OG0015511	Aa_G114820.h1.t1	Cg002G0448800
OG0015512	Aa_G114860.h1.t1	Cg002G0449100
OG0015513	Aa_G461150.h1.t1	Cg002G0450200
OG0015515	Aa_G35720.h1.t1	Cg005G1720100
OG0015516	Aa_G238690.h1.t1	Cg002G0453600
OG0015517	Aa_G174930.h1.t1	Cg002G0457200
OG0015518	Aa_G728360.h1.t1	Cg002G0457800
OG0015520	Aa_G208400.h1.t1	Cg002G0579500
OG0015521	Aa_G373070.h1.t1	Cg002G0460200
OG0015522	Aa_G373090.h1.t1	Cg002G0460500
OG0015523	Aa_G224880.h1.t1	Cg002G0462300
OG0015524	Aa_G268620.h1.t1	Cg002G0463000
OG0015525	Aa_G287160.h1.t1	Cg002G0463400
OG0015526	Aa_G287280.h1.t1	Cg002G0464400
OG0015527	Aa_G287310.h1.t1	Cg002G0464800
OG0015528	Aa_G302290.h1.t1	Cg002G0465600
OG0015529	Aa_G591510.h1.t1	Cg002G0466300
OG0015530	Aa_G591500.h1.t1	Cg002G0466400
OG0015531	Aa_G492390.h1.t1, Aa_G213670.h1.t1	Cg002G0469100
OG0015533	Aa_G306790.h1.t1	Cg002G0472100
OG0015534	Aa_G718090.h1.t1	Cg002G0472800
OG0015535	Aa_G99110.h1.t1	Cg002G0473100
OG0015536	Aa_G99050.h1.t1	Cg002G0473700
OG0015537	Aa_G601480.h1.t1	Cg002G0474000
OG0015538	Aa_G507210.h1.t1	Cg002G0474500
OG0015539	Aa_G507190.h1.t1	Cg002G0474700
OG0015540	Aa_G501180.h1.t1	Cg002G0475700
OG0015541	Aa_G287660.h1.t1	Cg002G0476900
OG0015542	Aa_G301480.h1.t1	Cg002G0477300
OG0015543	Aa_G381390.h1.t1	Cg002G0477800
OG0015544	Aa_G381380.h1.t1	Cg002G0477900
OG0015545	Aa_G381340.h1.t1	Cg002G0478500
OG0015546	Aa_G131720.h1.t1	Cg007G2448000
OG0015547	Aa_G511040.h1.t1	Cg002G0480600
OG0015548	Aa_G600790.h1.t1	Cg002G0481000
OG0015549	Aa_G319020.h1.t1	Cg002G0482100
OG0015550	Aa_G416690.h1.t1	Cg002G0482500
OG0015551	Aa_G416650.h1.t1	Cg002G0482900
OG0015552	Aa_G300550.h1.t1	Cg002G0483100
OG0015553	Aa_G300540.h1.t1	Cg002G0483200
OG0015555	Aa_G265980.h1.t1	Cg006G1894100
OG0015556	Aa_G512940.h1.t1	Cg004G1339500
OG0015558	Aa_G582250.h1.t1	Cg002G0487500
OG0015559	Aa_G393790.h1.t1	Cg002G0488100
OG0015560	Aa_G393840.h1.t1	Cg002G0488300
OG0015561	Aa_G402300.h1.t1	Cg002G0490700
OG0015562	Aa_G440890.h1.t1	Cg004G1444600
OG0015563	Aa_G211570.h1.t1	Cg002G0496400
OG0015564	Aa_G212760.h1.t1	Cg002G0497100
OG0015566	Aa_G111460.h1.t1	Cg002G0499800
OG0015567	Aa_G555630.h1.t1	Cg002G0501300
OG0015568	Aa_G153560.h1.t1	Cg002G0501700
OG0015569	Aa_G153530.h1.t1	Cg002G0501900
OG0015571	Aa_G231650.h1.t1	Cg003G0922400
OG0015572	Aa_G82300.h1.t1	Cg003G0921800
OG0015573	Aa_G198280.h1.t1	Cg003G0918100
OG0015574	Aa_G198260.h1.t1	Cg003G0917900
OG0015575	Aa_G134080.h1.t1	Cg003G0916700
OG0015576	Aa_G134070.h1.t1	Cg003G0916600
OG0015577	Aa_G507540.h1.t1	Cg001G0245200
OG0015578	Aa_G306440.h1.t1	Cg004G1315300
OG0015579	Aa_G306430.h1.t1	Cg004G1315400
OG0015580	Aa_G571720.h1.t1	Cg004G1316100
OG0015581	Aa_G400010.h1.t1	Cg004G1316400
OG0015582	Aa_G399990.h1.t1	Cg004G1317100
OG0015583	Aa_G284680.h1.t1	Cg004G1318400
OG0015584	Aa_G284660.h1.t1	Cg004G1318600
OG0015585	Aa_G380090.h1.t1	Cg004G1319400
OG0015586	Aa_G76990.h1.t1	Cg004G1321300
OG0015587	Aa_G77010.h1.t1	Cg004G1321500
OG0015588	Aa_G86390.h1.t1	Cg004G1322400
OG0015589	Aa_G86400.h1.t1	Cg004G1322600
OG0015590	Aa_G680660.h1.t1	Cg004G1324100
OG0015591	Aa_G680680.h1.t1	Cg004G1324200
OG0015592	Aa_G140.h1.t1	Cg004G1327800
OG0015593	Aa_G150.h1.t1	Cg004G1327900
OG0015594	Aa_G210.h1.t1	Cg004G1331000
OG0015595	Aa_G240.h1.t1	Cg004G1331300
OG0015596	Aa_G270.h1.t1	Cg004G1331600
OG0015597	Aa_G320.h1.t1	Cg004G1334600
OG0015598	Aa_G390.h1.t1	Cg004G1335000
OG0015599	Aa_G53670.h1.t1	Cg004G1338200
OG0015600	Aa_G211290.h1.t1	Cg004G1338400
OG0015601	Aa_G221070.h1.t1	Cg004G1340100
OG0015602	Aa_G341090.h1.t1	Cg004G1346000
OG0015603	Aa_G337520.h1.t1	Cg002G0597900
OG0015604	Aa_G579510.h1.t1	Cg004G1347900
OG0015605	Aa_G26880.h1.t1	Cg004G1313300
OG0015606	Aa_G3660.h1.t1	Cg007G2432900
OG0015607	Aa_G510250.h1.t1	Cg007G2436900
OG0015608	Aa_G419250.h1.t1	Cg007G2437700
OG0015609	Aa_G303700.h1.t1	Cg007G2438800
OG0015610	Aa_G260.h1.t1, Aa_G304750.h1.t1	Cg007G2439800
OG0015611	Aa_G586440.h1.t1	Cg007G2441000
OG0015612	Aa_G449650.h1.t1	Cg007G2442000
OG0015613	Aa_G449670.h1.t1	Cg007G2442100
OG0015614	Aa_G55930.h1.t1	Cg007G2445400
OG0015615	Aa_G479380.h1.t1	Cg007G2446200
OG0015616	Aa_G28760.h1.t1	Cg007G2447500
OG0015617	Aa_G131730.h1.t1	Cg007G2448200
OG0015618	Aa_G218620.h1.t1	Cg007G2450200
OG0015619	Aa_G609160.h1.t1	Cg007G2450500
OG0015620	Aa_G790510.h1.t1	Cg003G0791300
OG0015621	Aa_G102240.h1.t1	Cg008G2879300
OG0015622	Aa_G139000.h1.t1	Cg008G2867100, Cg008G2851300
OG0015623	Aa_G139030.h1.t1	Cg008G2867200, Cg008G2851400
OG0015624	Aa_G627290.h1.t1	Cg008G2870000
OG0015625	Aa_G28470.h1.t1	Cg008G2870900, Cg008G2855400
OG0015626	Aa_G235660.h1.t1	Cg004G1417000
OG0015627	Aa_G611580.h1.t1	Cg001G0307700
OG0015628	Aa_G99940.h1.t1	Cg004G1418600
OG0015629	Aa_G99890.h1.t1	Cg004G1419200
OG0015630	Aa_G415500.h1.t1	Cg004G1420200
OG0015631	Aa_G415460.h1.t1	Cg004G1420600
OG0015632	Aa_G325960.h1.t1	Cg004G1421000
OG0015633	Aa_G483720.h1.t1	Cg004G1421800
OG0015634	Aa_G185840.h1.t1	Cg004G1425400
OG0015635	Aa_G255500.h1.t1	Cg004G1426200
OG0015636	Aa_G190140.h1.t1	Cg004G1426800
OG0015637	Aa_G244910.h1.t1	Cg004G1430200
OG0015638	Aa_G244960.h1.t1	Cg004G1430600
OG0015639	Aa_G143430.h1.t1	Cg004G1431100
OG0015640	Aa_G88440.h1.t1	Cg005G1518400
OG0015641	Aa_G88520.h1.t1	Cg005G1519200
OG0015642	Aa_G684900.h1.t1, Aa_G30080.h1.t1	Cg005G1519700
OG0015643	Aa_G144270.h1.t1	Cg005G1520400
OG0015644	Aa_G144210.h1.t1	Cg005G1520800
OG0015645	Aa_G252730.h1.t1	Cg002G0600100
OG0015646	Aa_G281370.h1.t1	Cg005G1521500
OG0015647	Aa_G401780.h1.t1	Cg005G1523600
OG0015648	Aa_G401750.h1.t1	Cg005G1523900
OG0015649	Aa_G560390.h1.t1	Cg005G1527000
OG0015650	Aa_G184920.h1.t1	Cg001G0393500
OG0015651	Aa_G340380.h1.t1	Cg005G1528400
OG0015652	Aa_G340390.h1.t1	Cg005G1528600
OG0015653	Aa_G224190.h1.t1	Cg005G1530600
OG0015654	Aa_G38330.h1.t1	Cg005G1532500
OG0015655	Aa_G38300.h1.t1	Cg005G1532800
OG0015656	Aa_G38290.h1.t1	Cg005G1532900
OG0015657	Aa_G38250.h1.t1	Cg005G1533200
OG0015658	Aa_G599840.h1.t1	Cg005G1535800
OG0015659	Aa_G599860.h1.t1	Cg005G1536000
OG0015660	Aa_G461890.h1.t1	Cg005G1536600
OG0015661	Aa_G357500.h1.t1	Cg005G1537900
OG0015662	Aa_G202400.h1.t1	Cg005G1541100
OG0015663	Aa_G216870.h1.t1, Aa_G216880.h1.t1	Cg005G1542300
OG0015664	Aa_G486490.h1.t1	Cg005G1542900
OG0015665	Aa_G507380.h1.t1	Cg003G0819400, Cg003G0791500
OG0015666	Aa_G269530.h1.t1	Cg005G1543200
OG0015667	Aa_G269510.h1.t1	Cg005G1543400
OG0015668	Aa_G594440.h1.t1	Cg005G1544900
OG0015671	Aa_G692190.h1.t1	Cg002G0691200
OG0015674	Aa_G542810.h1.t1	Cg005G1549200
OG0015675	Aa_G172160.h1.t1	Cg005G1550900
OG0015676	Aa_G172210.h1.t1	Cg005G1551200
OG0015677	Aa_G172220.h1.t1	Cg005G1551300
OG0015678	Aa_G97520.h1.t1	Cg003G0796700
OG0015679	Aa_G150780.h1.t1	Cg005G1552300
OG0015681	Aa_G619750.h1.t1	Cg005G1555900
OG0015682	Aa_G17940.h1.t1	Cg002G0594800
OG0015683	Aa_G487720.h1.t1	Cg005G1557000
OG0015684	Aa_G576760.h1.t1	Cg005G1557200
OG0015685	Aa_G30110.h1.t1	Cg005G1560200
OG0015686	Aa_G29980.h1.t1	Cg005G1561200
OG0015687	Aa_G29970.h1.t1	Cg005G1561300
OG0015688	Aa_G457190.h1.t1	Cg005G1561700
OG0015689	Aa_G548150.h1.t1	Cg005G1562700
OG0015690	Aa_G548140.h1.t1	Cg005G1562800
OG0015691	Aa_G570370.h1.t1	Cg005G1563600
OG0015692	Aa_G135660.h1.t1	Cg005G1563800
OG0015693	Aa_G135760.h1.t1	Cg005G1564400
OG0015694	Aa_G159780.h1.t1	Cg005G1565100
OG0015695	Aa_G300110.h1.t1	Cg003G0748000
OG0015696	Aa_G320520.h1.t1	Cg003G0744500
OG0015697	Aa_G320530.h1.t1	Cg003G0744200
OG0015698	Aa_G320550.h1.t1	Cg003G0743700
OG0015699	Aa_G320610.h1.t1	Cg003G0743200
OG0015700	Aa_G320690.h1.t1	Cg003G0742000, Cg003G0855400
OG0015701	Aa_G263160.h1.t1, Aa_G263150.h1.t1	Cg008G2924200
OG0015703	Aa_G35100.h1.t1	Cg003G0752300
OG0015704	Aa_G32610.h1.t1	Cg008G2925800
OG0015706	Aa_G93520.h1.t1	Cg003G0749000
OG0015707	Aa_G314700.h1.t1	Cg005G1776200
OG0015708	Aa_G185120.h1.t1	Cg005G1775200
OG0015709	Aa_G157630.h1.t1	Cg005G1775000
OG0015710	Aa_G287840.h1.t1	Cg005G1773700
OG0015711	Aa_G77600.h1.t1	Cg005G1772500
OG0015712	Aa_G77580.h1.t1, Aa_G95500.h1.t1	Cg005G1772300
OG0015713	Aa_G100360.h1.t1	Cg005G1770100
OG0015714	Aa_G100350.h1.t1	Cg005G1770000
OG0015715	Aa_G100260.h1.t1	Cg005G1768000
OG0015716	Aa_G91710.h1.t1	Cg005G1765800
OG0015717	Aa_G313870.h1.t1	Cg005G1764600
OG0015718	Aa_G311510.h1.t1	Cg005G1763000
OG0015719	Aa_G389580.h1.t1	Cg005G1760300
OG0015720	Aa_G418330.h1.t1	Cg005G1758200
OG0015721	Aa_G204720.h1.t1	Cg005G1756300
OG0015722	Aa_G253070.h1.t1	Cg005G1755500
OG0015723	Aa_G253080.h1.t1	Cg005G1755400
OG0015725	Aa_G217930.h1.t1	Cg005G1751600
OG0015726	Aa_G494170.h1.t1	Cg005G1728800
OG0015727	Aa_G87230.h1.t1	Cg013G3024200
OG0015728	Aa_G480890.h1.t1	Cg005G1716100
OG0015729	Aa_G495970.h1.t1	Cg005G1714600
OG0015730	Aa_G393130.h1.t1	Cg005G1736100
OG0015731	Aa_G709550.h1.t1	Cg005G1712700
OG0015732	Aa_G506520.h1.t1	Cg005G1709200
OG0015733	Aa_G290480.h1.t1	Cg005G1712900
OG0015734	Aa_G155640.h1.t1	Cg005G1736500
OG0015735	Aa_G506480.h1.t1	Cg005G1710400
OG0015736	Aa_G363320.h1.t1	Cg005G1705900
OG0015737	Aa_G310090.h1.t1	Cg005G1745700
OG0015738	Aa_G35840.h1.t1	Cg005G1725600
OG0015739	Aa_G571970.h1.t1	Cg006G1884200
OG0015740	Aa_G169590.h1.t1	Cg006G1880900
OG0015741	Aa_G54770.h1.t1	Cg006G1885200
OG0015742	Aa_G369240.h1.t1	Cg006G1877900
OG0015743	Aa_G382670.h1.t1	Cg006G1876500
OG0015744	Aa_G27720.h1.t1	Cg006G1874600
OG0015745	Aa_G239570.h1.t1	Cg006G1902300
OG0015746	Aa_G471220.h1.t1	Cg006G1899700
OG0015747	Aa_G471210.h1.t1	Cg006G1899600
OG0015748	Aa_G225740.h1.t1	Cg006G1905300
OG0015749	Aa_G260080.h1.t1	Cg006G1910700
OG0015750	Aa_G294040.h1.t1	Cg006G1912300
OG0015751	Aa_G322390.h1.t1	Cg006G1912600
OG0015752	Aa_G689850.h1.t1	Cg006G1913600
OG0015753	Aa_G372590.h1.t1	Cg006G1921700
OG0015754	Aa_G463200.h1.t1	Cg006G1922100
OG0015755	Aa_G554670.h1.t1	Cg006G1922800
OG0015756	Aa_G554660.h1.t1	Cg006G1922900
OG0015757	Aa_G276620.h1.t1	Cg006G1923000
OG0015758	Aa_G60540.h1.t1	Cg006G1923800
OG0015760	Aa_G377030.h1.t1	Cg006G1925300
OG0015761	Aa_G610230.h1.t1	Cg006G1936500
OG0015762	Aa_G97490.h1.t1	Cg003G0799000
OG0015763	Aa_G547730.h1.t1	Cg003G0802300
OG0015764	Aa_G97540.h1.t1	Cg003G0795900
OG0015765	Aa_G294810.h1.t1	Cg003G0777000
OG0015766	Aa_G660740.h1.t1	Cg003G0776800
OG0015767	Aa_G453790.h1.t1	Cg003G0776200
OG0015768	Aa_G453810.h1.t1	Cg003G0775900
OG0015769	Aa_G154350.h1.t1	Cg003G0775100
OG0015770	Aa_G154340.h1.t1	Cg003G0775000
OG0015771	Aa_G154330.h1.t1	Cg003G0774900
OG0015772	Aa_G224020.h1.t1	Cg003G0774200
OG0015773	Aa_G425080.h1.t1	Cg003G0773800
OG0015775	Aa_G558800.h1.t1	Cg003G0769800
OG0015776	Aa_G36130.h1.t1	Cg003G0766300
OG0015777	Aa_G36170.h1.t1	Cg003G0766100
OG0015778	Aa_G275310.h1.t1	Cg003G0765800
OG0015779	Aa_G573280.h1.t1	Cg003G0762200
OG0015780	Aa_G289270.h1.t1	Cg003G0761700
OG0015781	Aa_G477180.h1.t1	Cg003G0761100
OG0015782	Aa_G211170.h1.t1	Cg003G0760700
OG0015783	Aa_G39300.h1.t1	Cg003G0759100
OG0015784	Aa_G39290.h1.t1	Cg003G0759000
OG0015786	Aa_G452360.h1.t1	Cg003G0756600
OG0015787	Aa_G452380.h1.t1	Cg003G0756400
OG0015788	Aa_G452390.h1.t1	Cg003G0756300
OG0015789	Aa_G128830.h1.t1	Cg008G2756600
OG0015790	Aa_G141020.h1.t1	Cg008G2818900
OG0015791	Aa_G597970.h1.t1	Cg005G1699900
OG0015792	Aa_G28580.h1.t1	Cg008G2873800
OG0015793	Aa_G189780.h1.t1	Cg008G2821900
OG0015794	Aa_G691090.h1.t1	Cg008G2822800
OG0015795	Aa_G691100.h1.t1	Cg008G2822900
OG0015796	Aa_G146640.h1.t1	Cg008G2823700
OG0015797	Aa_G26050.h1.t1	Cg008G2826500
OG0015798	Aa_G430240.h1.t1	Cg008G2829400
OG0015799	Aa_G430250.h1.t1	Cg008G2829500
OG0015800	Aa_G761910.h1.t1	Cg008G2833300
OG0015801	Aa_G596990.h1.t1	Cg004G1437100
OG0015802	Aa_G596970.h1.t1	Cg004G1437300
OG0015803	Aa_G513460.h1.t1	Cg004G1437600
OG0015804	Aa_G166630.h1.t1	Cg004G1438400
OG0015805	Aa_G166620.h1.t1	Cg004G1438500
OG0015806	Aa_G166510.h1.t1	Cg004G1439800
OG0015807	Aa_G440840.h1.t1	Cg004G1445100
OG0015808	Aa_G194800.h1.t1	Cg004G1442200
OG0015809	Aa_G177170.h1.t1	Cg002G0524700
