Orthogroup	Arabis_alpina	Rorippa_islandica
OG0018103	Aa_G421740.h1.t1	Roisl.0066s0225.1.p
OG0018104	Aa_G688020.h1.t1	Roisl.0066s0046.1.p, Roisl.0066s0299.1.p
OG0018105	Aa_G440880.h1.t1	Roisl.0214s0498.1.p
OG0018106	Aa_G505080.h1.t1	Roisl.0214s0517.1.p
OG0018108	Aa_G224770.h1.t1	Roisl.0046s0567.1.p
OG0018109	Aa_G224790.h1.t1	Roisl.0046s0566.1.p
OG0018110	Aa_G375030.h1.t1	Roisl.0046s0551.1.p
OG0018111	Aa_G157400.h1.t1	Roisl.0046s0522.1.p
OG0018112	Aa_G204740.h1.t1	Roisl.0006s0596.1.p
OG0018113	Aa_G393980.h1.t1	Roisl.0006s0583.1.p
OG0018114	Aa_G499150.h1.t1	Roisl.0006s0573.1.p
OG0018115	Aa_G11810.h1.t1	Roisl.0006s0565.1.p
OG0018116	Aa_G11840.h1.t1	Roisl.0006s0561.1.p
OG0018117	Aa_G166840.h1.t1	Roisl.0021s0578.1.p
OG0018118	Aa_G162590.h1.t1	Roisl.0021s0602.1.p
OG0018119	Aa_G569060.h1.t1	Roisl.0004s0012.1.p
OG0018120	Aa_G155580.h1.t1	Roisl.0214s0023.1.p
OG0018121	Aa_G393040.h1.t1	Roisl.0023s0006.1.p
OG0018122	Aa_G321370.h1.t1	Roisl.0023s0018.1.p
OG0018123	Aa_G35730.h1.t1	Roisl.0036s0116.1.p
OG0018126	Aa_G30060.h1.t1	Roisl.0017s0072.1.p
OG0018128	Aa_G230860.h1.t1	Roisl.0028s0392.1.p
OG0018129	Aa_G196930.h1.t1	Roisl.0035s0095.1.p
OG0018130	Aa_G251350.h1.t1	Roisl.0011s0015.1.p
OG0018132	Aa_G278020.h1.t1	Roisl.0011s0035.1.p
OG0018133	Aa_G278160.h1.t1	Roisl.0011s0048.1.p
OG0018135	Aa_G448980.h1.t1	Roisl.0011s0106.1.p
OG0018136	Aa_G435380.h1.t1	Roisl.0011s0144.1.p
OG0018137	Aa_G146360.h1.t1	Roisl.0011s0184.1.p
OG0018138	Aa_G83450.h1.t1	Roisl.0011s0366.1.p
OG0018139	Aa_G25740.h1.t1	Roisl.0011s0427.1.p
OG0018140	Aa_G263350.h1.t1	Roisl.0011s0526.1.p
OG0018141	Aa_G27430.h1.t1	Roisl.0011s0551.1.p
OG0018145	Aa_G465090.h1.t1	Roisl.0087s0009.1.p
OG0018146	Aa_G115920.h1.t1	Roisl.0037s0004.1.p
OG0018147	Aa_G311680.h1.t1	Roisl.0027s0044.1.p, Roisl.0027s0047.1.p
OG0018148	Aa_G426800.h1.t1	Roisl.0027s0050.1.p
OG0018149	Aa_G426810.h1.t1	Roisl.0027s0051.1.p
OG0018150	Aa_G647980.h1.t1	Roisl.0019s0080.1.p
OG0018153	Aa_G106910.h1.t1	Roisl.0046s0807.1.p
OG0018155	Aa_G483480.h1.t1	Roisl.0026s0209.1.p
OG0018156	Aa_G153470.h1.t1	Roisl.0046s1228.1.p
OG0018157	Aa_G507230.h1.t1	Roisl.0046s1514.1.p, Roisl.0084s0001.1.p, Roisl.0046s1515.1.p, Roisl.0084s0002.1.p
OG0018159	Aa_G275490.h1.t1	Roisl.0210s0472.1.p
OG0018160	Aa_G392790.h1.t1	Roisl.0210s0545.1.p
OG0018161	Aa_G159090.h1.t1	Roisl.0210s0748.1.p
OG0018163	Aa_G158500.h1.t1	Roisl.0210s0847.1.p
OG0018164	Aa_G72630.h1.t1, Aa_G72660.h1.t1	Roisl.0210s1133.1.p
OG0018165	Aa_G524200.h1.t1	Roisl.0210s1155.1.p
OG0018166	Aa_G83660.h1.t1	Roisl.0210s1612.1.p
OG0018169	Aa_G151200.h1.t1	Roisl.0020s0041.1.p
OG0018170	Aa_G97690.h1.t1	Roisl.0032s0085.1.p
OG0018171	Aa_G334280.h1.t1	Roisl.0214s0055.1.p
OG0018172	Aa_G294840.h1.t1	Roisl.0020s0065.1.p
OG0018173	Aa_G36120.h1.t1	Roisl.0213s0652.1.p
OG0018175	Aa_G136240.h1.t1	Roisl.0015s0030.1.p
OG0018177	Aa_G258890.h1.t1	Roisl.0001s0034.1.p
OG0018178	Aa_G328760.h1.t1	Roisl.0008s0295.1.p
OG0018181	Aa_G2770.h1.t1	Roisl.0044s0061.1.p
OG0018182	Aa_G182720.h1.t1	Roisl.0044s0026.1.p
OG0018183	Aa_G55490.h1.t1	Roisl.0022s0531.1.p
OG0018184	Aa_G44550.h1.t1	Roisl.0022s0516.1.p
OG0018186	Aa_G104390.h1.t1, Aa_G160000.h1.t1	Roisl.0022s0454.1.p
OG0018187	Aa_G141580.h1.t1	Roisl.0022s0420.1.p
OG0018188	Aa_G86560.h1.t1	Roisl.0022s0352.1.p
OG0018189	Aa_G618310.h1.t1	Roisl.0022s0331.1.p
OG0018190	Aa_G228010.h1.t1	Roisl.0022s0309.1.p
OG0018191	Aa_G227890.h1.t1	Roisl.0022s0303.1.p
OG0018193	Aa_G29720.h1.t1	Roisl.0022s0206.1.p
OG0018194	Aa_G255790.h1.t1	Roisl.0022s0089.1.p
OG0018196	Aa_G504650.h1.t1	Roisl.0091s0157.1.p
OG0018197	Aa_G581650.h1.t1	Roisl.0091s0259.1.p
OG0018198	Aa_G423070.h1.t1	Roisl.0091s0478.1.p
OG0018199	Aa_G96180.h1.t1	Roisl.0091s0603.1.p
OG0018200	Aa_G408380.h1.t1, Aa_G408350.h1.t1	Roisl.0075s0164.1.p
OG0018201	Aa_G538770.h1.t1	Roisl.0043s0019.1.p
OG0018202	Aa_G44320.h1.t1	Roisl.0053s0081.1.p
OG0018203	Aa_G495190.h1.t1	Roisl.0210s2184.1.p
OG0018205	Aa_G245590.h1.t1	Roisl.0022s0085.1.p
OG0018206	Aa_G245580.h1.t1	Roisl.0022s0086.1.p
OG0018207	Aa_G169280.h1.t1	Roisl.0009s0306.1.p
OG0018208	Aa_G298320.h1.t1	Roisl.0009s0116.1.p
OG0018209	Aa_G201090.h1.t1	Roisl.0009s0064.1.p
OG0018210	Aa_G185140.h1.t1	Roisl.0009s0035.1.p
OG0018211	Aa_G401220.h1.t1	Roisl.0080s0101.1.p
OG0018212	Aa_G162850.h1.t1	Roisl.0005s0034.1.p
OG0018213	Aa_G316870.h1.t1	Roisl.0012s0171.1.p
OG0018214	Aa_G32590.h1.t1	Roisl.0012s0075.1.p
OG0018215	Aa_G286990.h1.t1	Roisl.0041s0020.1.p
OG0018217	Aa_G28570.h1.t1	Roisl.0014s0066.1.p
OG0018219	Aa_G415900.h1.t1	Roisl.0214s0149.1.p
OG0018220	Aa_G125960.h1.t1	Roisl.0214s0200.1.p
OG0018221	Aa_G70210.h1.t1	Roisl.0012s0026.1.p
OG0018222	Aa_G577650.h1.t1	Roisl.0012s0016.1.p
OG0018223	Aa_G687780.h1.t1	Roisl.0189s0200.1.p
OG0018224	Aa_G265390.h1.t1	Roisl.0189s0197.1.p
OG0018225	Aa_G261180.h1.t1	Roisl.0189s0182.1.p
OG0018226	Aa_G116530.h1.t1	Roisl.0031s0047.1.p
OG0018227	Aa_G448820.h1.t1	Roisl.0080s0118.1.p
OG0018228	Aa_G61480.h1.t1	Roisl.0080s0060.1.p
OG0018230	Aa_G43560.h1.t1	Roisl.0024s0615.1.p
OG0018232	Aa_G438160.h1.t1	Roisl.0210s1499.1.p
OG0018234	Aa_G518240.h1.t1	Roisl.0075s0174.1.p, Roisl.0053s0015.1.p
OG0018236	Aa_G189840.h1.t1	Roisl.0046s0336.1.p
OG0018240	Aa_G729640.h1.t1	Roisl.0045s0030.1.p
OG0018261	Aa_G360250.h1.t1	Roisl.0091s0006.1.p
OG0018262	Aa_G826290.h1.t1	Roisl.0209s0393.1.p
OG0018263	Aa_G459580.h1.t1	Roisl.0009s0186.1.p
OG0018265	Aa_G47600.h1.t1	Roisl.0210s1449.1.p
OG0018267	Aa_G321090.h1.t1	Roisl.0210s1234.1.p
OG0018268	Aa_G320990.h1.t1	Roisl.0210s1224.1.p
OG0018271	Aa_G115780.h1.t1	Roisl.0075s0129.1.p
OG0018272	Aa_G336030.h1.t1	Roisl.0210s1135.1.p
OG0018273	Aa_G72840.h1.t1	Roisl.0210s1117.1.p
OG0018274	Aa_G289980.h1.t1	Roisl.0210s1092.1.p
OG0018275	Aa_G19520.h1.t1	Roisl.0210s1017.1.p
OG0018276	Aa_G155230.h1.t1	Roisl.0210s0993.1.p
OG0018278	Aa_G491630.h1.t1	Roisl.0210s0969.1.p
OG0018280	Aa_G98210.h1.t1	Roisl.0210s0764.1.p
OG0018281	Aa_G159040.h1.t1	Roisl.0210s0743.1.p
OG0018283	Aa_G152780.h1.t1	Roisl.0210s0696.1.p
OG0018284	Aa_G231140.h1.t1	Roisl.0210s0674.1.p
OG0018285	Aa_G130540.h1.t1	Roisl.0210s0642.1.p
OG0018286	Aa_G130390.h1.t1	Roisl.0210s0626.1.p
OG0018287	Aa_G210790.h1.t1	Roisl.0210s0602.1.p
OG0018288	Aa_G319220.h1.t1	Roisl.0210s0570.1.p
OG0018289	Aa_G495830.h1.t1	Roisl.0210s0491.1.p
OG0018296	Aa_G723670.h1.t1	Roisl.0082s0694.1.p
OG0018299	Aa_G477910.h1.t1	Roisl.0033s0002.1.p
OG0018300	Aa_G470520.h1.t1	Roisl.0033s0008.1.p
OG0018301	Aa_G365400.h1.t1	Roisl.0033s0091.1.p
OG0018303	Aa_G154790.h1.t1	Roisl.0017s0471.1.p
OG0018305	Aa_G316810.h1.t1	Roisl.0012s0183.1.p
OG0018306	Aa_G353770.h1.t1	Roisl.0022s0090.1.p
OG0018308	Aa_G90980.h1.t1	Roisl.0022s0183.1.p
OG0018310	Aa_G29410.h1.t1	Roisl.0013s0181.1.p
OG0018311	Aa_G171150.h1.t1	Roisl.0066s0342.1.p
OG0018314	Aa_G138820.h1.t1	Roisl.0213s0318.1.p
OG0018315	Aa_G216280.h1.t1	Roisl.0213s0336.1.p
OG0018316	Aa_G194220.h1.t1	Roisl.0213s0472.1.p
OG0018317	Aa_G109200.h1.t1	Roisl.0209s0199.1.p
OG0018318	Aa_G109340.h1.t1	Roisl.0209s0181.1.p
OG0018319	Aa_G171910.h1.t1	Roisl.0011s0198.1.p
OG0018322	Aa_G585350.h1.t1	Roisl.0024s0399.1.p
OG0018323	Aa_G51390.h1.t1	Roisl.0024s0329.1.p
OG0018324	Aa_G75920.h1.t1	Roisl.0024s0240.1.p
OG0018325	Aa_G13470.h1.t1	Roisl.0080s0007.1.p
OG0018327	Aa_G131170.h1.t1	Roisl.0080s0044.1.p
OG0018328	Aa_G61420.h1.t1	Roisl.0080s0052.1.p
OG0018329	Aa_G807290.h1.t1	Roisl.0080s0069.1.p
OG0018330	Aa_G606830.h1.t1	Roisl.0080s0115.1.p
OG0018331	Aa_G448810.h1.t1	Roisl.0080s0120.1.p
OG0018332	Aa_G448750.h1.t1	Roisl.0080s0128.1.p
OG0018334	Aa_G46260.h1.t1	Roisl.0046s0077.1.p
OG0018335	Aa_G45980.h1.t1	Roisl.0046s0107.1.p
OG0018336	Aa_G45520.h1.t1	Roisl.0046s0110.1.p
OG0018337	Aa_G552720.h1.t1	Roisl.0046s0233.1.p
OG0018338	Aa_G552740.h1.t1	Roisl.0046s0235.1.p
OG0018339	Aa_G539260.h1.t1	Roisl.0046s0246.1.p
OG0018340	Aa_G112770.h1.t1	Roisl.0210s1667.1.p
OG0018341	Aa_G181170.h1.t1	Roisl.0210s1687.1.p
OG0018342	Aa_G15340.h1.t1	Roisl.0210s1797.1.p
OG0018344	Aa_G225490.h1.t1	Roisl.0080s0374.1.p
OG0018346	Aa_G246240.h1.t1	Roisl.0080s0398.1.p
OG0018347	Aa_G93960.h1.t1	Roisl.0080s0429.1.p
OG0018348	Aa_G31700.h1.t1	Roisl.0080s0502.1.p
OG0018349	Aa_G227710.h1.t1	Roisl.0080s0530.1.p
OG0018350	Aa_G805490.h1.t1	Roisl.0080s0555.1.p
OG0018351	Aa_G607650.h1.t1	Roisl.0080s0561.1.p
OG0018352	Aa_G216520.h1.t1	Roisl.0080s0696.1.p
OG0018355	Aa_G180040.h1.t1	Roisl.0082s0411.1.p
OG0018356	Aa_G564960.h1.t1	Roisl.0210s0460.1.p
OG0018358	Aa_G170560.h1.t1	Roisl.0042s0134.1.p
OG0018359	Aa_G331840.h1.t1	Roisl.0030s0203.1.p
OG0018360	Aa_G271670.h1.t1	Roisl.0034s0003.1.p
OG0018361	Aa_G85320.h1.t1	Roisl.0034s0145.1.p
OG0018362	Aa_G18800.h1.t1	Roisl.0034s0113.1.p
OG0018363	Aa_G443020.h1.t1	Roisl.0034s0091.1.p
OG0018364	Aa_G420140.h1.t1	Roisl.0034s0073.1.p
OG0018365	Aa_G54020.h1.t1	Roisl.0034s0056.1.p
OG0018366	Aa_G53990.h1.t1	Roisl.0034s0053.1.p
OG0018367	Aa_G481290.h1.t1	Roisl.0034s0037.1.p
OG0018368	Aa_G271770.h1.t1	Roisl.0034s0011.1.p
OG0018369	Aa_G271740.h1.t1	Roisl.0079s0213.1.p
OG0018370	Aa_G547900.h1.t1	Roisl.0009s0094.1.p
OG0018371	Aa_G165250.h1.t1	Roisl.0009s0082.1.p
OG0018372	Aa_G239070.h1.t1	Roisl.0115s0027.1.p
OG0018373	Aa_G239110.h1.t1	Roisl.0115s0023.1.p
OG0018374	Aa_G293650.h1.t1	Roisl.0115s0149.1.p
OG0018375	Aa_G145350.h1.t1	Roisl.0115s0187.1.p
OG0018376	Aa_G336960.h1.t1	Roisl.0115s0197.1.p
OG0018378	Aa_G485960.h1.t1, Aa_G122560.h1.t1	Roisl.0004s0080.1.p
OG0018379	Aa_G129500.h1.t1	Roisl.0004s0135.1.p
OG0018380	Aa_G654170.h1.t1	Roisl.0004s0160.1.p
OG0018381	Aa_G252650.h1.t1	Roisl.0191s0143.1.p
OG0018382	Aa_G104370.h1.t1	Roisl.0004s0177.1.p
OG0018383	Aa_G215650.h1.t1	Roisl.0004s0184.1.p
OG0018384	Aa_G384630.h1.t1	Roisl.0045s0046.1.p
OG0018385	Aa_G111210.h1.t1	Roisl.0004s0253.1.p
OG0018386	Aa_G315330.h1.t1	Roisl.0004s0259.1.p
OG0018387	Aa_G348910.h1.t1	Roisl.0004s0381.1.p
OG0018388	Aa_G259400.h1.t1	Roisl.0004s0384.1.p
OG0018389	Aa_G650550.h1.t1	Roisl.0066s0190.1.p
OG0018391	Aa_G205540.h1.t1	Roisl.0007s0802.1.p
OG0018392	Aa_G32370.h1.t1	Roisl.0209s0005.1.p
OG0018394	Aa_G751090.h1.t1	Roisl.0006s0474.1.p
OG0018398	Aa_G25220.h1.t1	Roisl.0017s0002.1.p
OG0018400	Aa_G70970.h1.t1	Roisl.0015s0150.1.p
OG0018401	Aa_G611610.h1.t1	Roisl.0015s0175.1.p
OG0018402	Aa_G668690.h1.t1	Roisl.0202s0009.1.p
OG0018403	Aa_G255310.h1.t1	Roisl.0179s0006.1.p
OG0018404	Aa_G321580.h1.t1	Roisl.0082s0019.1.p
OG0018405	Aa_G198110.h1.t1	Roisl.0075s0063.1.p
OG0018406	Aa_G115750.h1.t1	Roisl.0075s0131.1.p
OG0018408	Aa_G518260.h1.t1	Roisl.0075s0172.1.p
OG0018409	Aa_G711200.h1.t1	Roisl.0002s0255.1.p
OG0018410	Aa_G31150.h1.t1	Roisl.0002s0240.1.p
OG0018413	Aa_G229250.h1.t1	Roisl.0015s0087.1.p
OG0018414	Aa_G779860.h1.t1	Roisl.0037s0062.1.p
OG0018415	Aa_G492860.h1.t1	Roisl.0004s0445.1.p
OG0018416	Aa_G64580.h1.t1	Roisl.0004s0429.1.p
OG0018417	Aa_G64560.h1.t1	Roisl.0004s0427.1.p
OG0018419	Aa_G395930.h1.t1	Roisl.0019s0674.1.p
OG0018420	Aa_G283250.h1.t1	Roisl.0019s0635.1.p
OG0018421	Aa_G317490.h1.t1	Roisl.0019s0609.1.p
OG0018422	Aa_G44610.h1.t1	Roisl.0022s0519.1.p
OG0018426	Aa_G151430.h1.t1, Aa_G151460.h1.t1	Roisl.0009s0254.1.p
OG0018427	Aa_G403400.h1.t1	Roisl.0037s0022.1.p
OG0018428	Aa_G34170.h1.t1	Roisl.0025s0006.1.p
OG0018430	Aa_G34320.h1.t1	Roisl.0025s0040.1.p
OG0018431	Aa_G650030.h1.t1	Roisl.0005s0258.1.p
OG0018432	Aa_G41640.h1.t1	Roisl.0209s0435.1.p, Roisl.0209s0434.1.p
OG0018434	Aa_G98800.h1.t1	Roisl.0012s0391.1.p
OG0018435	Aa_G699130.h1.t1	Roisl.0025s0093.1.p
OG0018436	Aa_G36980.h1.t1	Roisl.0006s0136.1.p
OG0018438	Aa_G677570.h1.t1	Roisl.0006s0255.1.p
OG0018439	Aa_G364650.h1.t1	Roisl.0006s0259.1.p
OG0018439	Aa_G364640.h1.t1	Roisl.0006s0258.1.p
OG0018442	Aa_G173570.h1.t1	Roisl.0006s0340.1.p
OG0018444	Aa_G146010.h1.t1	Roisl.0028s0806.1.p
OG0018445	Aa_G263970.h1.t1	Roisl.0028s0918.1.p
OG0018447	Aa_G11090.h1.t1	Roisl.0028s0963.1.p
OG0018449	Aa_G345140.h1.t1	Roisl.0091s0455.1.p
OG0018450	Aa_G758930.h1.t1	Roisl.0091s0516.1.p
OG0018451	Aa_G758950.h1.t1	Roisl.0091s0518.1.p
OG0018454	Aa_G152190.h1.t1	Roisl.0091s0537.1.p
OG0018457	Aa_G524880.h1.t1	Roisl.0005s0182.1.p
OG0018459	Aa_G392670.h1.t1	Roisl.0046s0992.1.p
OG0018463	Aa_G105380.h1.t1	Roisl.0188s0044.1.p
OG0018464	Aa_G194470.h1.t1	Roisl.0038s0011.1.p
OG0018465	Aa_G105250.h1.t1	Roisl.0066s0438.1.p
OG0018466	Aa_G544680.h1.t1	Roisl.0066s0260.1.p
OG0018467	Aa_G429180.h1.t1	Roisl.0091s0038.1.p
OG0018469	Aa_G597940.h1.t1	Roisl.0188s0088.1.p
OG0018470	Aa_G448200.h1.t1	Roisl.0091s0315.1.p
OG0018471	Aa_G451740.h1.t1	Roisl.0016s0054.1.p
OG0018472	Aa_G203910.h1.t1	Roisl.0091s0290.1.p
OG0018473	Aa_G245330.h1.t1, Aa_G245320.h1.t1	Roisl.0091s0273.1.p
OG0018475	Aa_G59030.h1.t1	Roisl.0091s0200.1.p
OG0018476	Aa_G148340.h1.t1	Roisl.0091s0334.1.p
OG0018477	Aa_G295970.h1.t1	Roisl.0091s0678.1.p
OG0018478	Aa_G16630.h1.t1	Roisl.0091s0628.1.p
OG0018479	Aa_G52370.h1.t1	Roisl.0016s0008.1.p
OG0018480	Aa_G52420.h1.t1	Roisl.0016s0014.1.p
OG0018481	Aa_G52440.h1.t1	Roisl.0016s0017.1.p
OG0018482	Aa_G52470.h1.t1	Roisl.0016s0020.1.p
OG0018483	Aa_G52640.h1.t1	Roisl.0016s0038.1.p
OG0018484	Aa_G52670.h1.t1	Roisl.0016s0040.1.p
OG0018485	Aa_G553320.h1.t1	Roisl.0016s0057.1.p
OG0018486	Aa_G553360.h1.t1	Roisl.0016s0061.1.p
OG0018487	Aa_G593140.h1.t1	Roisl.0016s0068.1.p
OG0018488	Aa_G43950.h1.t1	Roisl.0024s0642.1.p
OG0018489	Aa_G44100.h1.t1	Roisl.0024s0652.1.p
OG0018490	Aa_G44130.h1.t1	Roisl.0024s0655.1.p
OG0018491	Aa_G113890.h1.t1	Roisl.0024s0664.1.p
OG0018492	Aa_G273180.h1.t1	Roisl.0018s0489.1.p
OG0018493	Aa_G273070.h1.t1	Roisl.0018s0479.1.p
OG0018494	Aa_G273060.h1.t1	Roisl.0018s0478.1.p
OG0018495	Aa_G167830.h1.t1	Roisl.0018s0392.1.p
OG0018496	Aa_G2400.h1.t1	Roisl.0018s0333.1.p
OG0018497	Aa_G136110.h1.t1	Roisl.0015s0016.1.p
OG0018498	Aa_G728940.h1.t1	Roisl.0018s0272.1.p
OG0018500	Aa_G340570.h1.t1	Roisl.0018s0056.1.p
OG0018502	Aa_G433200.h1.t1	Roisl.0026s0038.1.p
OG0018503	Aa_G494430.h1.t1	Roisl.0026s0110.1.p
OG0018504	Aa_G317290.h1.t1	Roisl.0078s0007.1.p, Roisl.0026s0119.1.p
OG0018505	Aa_G373060.h1.t1	Roisl.0046s1648.1.p
OG0018506	Aa_G268630.h1.t1	Roisl.0046s1619.1.p
OG0018507	Aa_G287670.h1.t1	Roisl.0046s1486.1.p
OG0018509	Aa_G394520.h1.t1	Roisl.0046s1348.1.p
OG0018510	Aa_G211580.h1.t1	Roisl.0046s1286.1.p
OG0018511	Aa_G100030.h1.t1	Roisl.0046s1250.1.p
OG0018512	Aa_G153510.h1.t1	Roisl.0046s1232.1.p
OG0018513	Aa_G70.h1.t1	Roisl.0049s0032.1.p
OG0018514	Aa_G300.h1.t1	Roisl.0213s0749.1.p
OG0018515	Aa_G454560.h1.t1	Roisl.0024s0037.1.p
OG0018517	Aa_G156840.h1.t1	Roisl.0019s0788.1.p
OG0018519	Aa_G185880.h1.t1	Roisl.0066s0022.1.p
OG0018520	Aa_G244900.h1.t1	Roisl.0206s0017.1.p
OG0018521	Aa_G144320.h1.t1	Roisl.0028s0520.1.p
OG0018522	Aa_G401740.h1.t1	Roisl.0015s0167.1.p
OG0018523	Aa_G651890.h1.t1	Roisl.0017s0328.1.p
OG0018524	Aa_G378830.h1.t1	Roisl.0017s0170.1.p
OG0018526	Aa_G225590.h1.t1	Roisl.0213s0527.1.p
OG0018528	Aa_G407260.h1.t1	Roisl.0046s0601.1.p
OG0018529	Aa_G314410.h1.t1	Roisl.0208s0053.1.p
OG0018530	Aa_G369280.h1.t1	Roisl.0179s0089.1.p
OG0018531	Aa_G10930.h1.t1	Roisl.0210s2159.1.p
OG0018532	Aa_G389440.h1.t1	Roisl.0048s0041.1.p
OG0018533	Aa_G507030.h1.t1	Roisl.0048s0036.1.p, Roisl.0048s0037.1.p
OG0018534	Aa_G610240.h1.t1	Roisl.0040s0075.1.p
OG0018535	Aa_G154320.h1.t1	Roisl.0020s0093.1.p
OG0018537	Aa_G122240.h1.t1	Roisl.0046s0345.1.p
OG0018539	Aa_G26090.h1.t1	Roisl.0046s0389.1.p
OG0018541	Aa_G224610.h1.t1	Roisl.0046s0464.1.p
OG0018542	Aa_G639390.h1.t1	Roisl.0214s0437.1.p
OG0018543	Aa_G194660.h1.t1	Roisl.0214s0488.1.p
OG0018544	Aa_G190640.h1.t1	Roisl.0014s0027.1.p
OG0018545	Aa_G13200.h1.t1	Roisl.0067s0005.1.p
OG0018546	Aa_G177890.h1.t1	Roisl.0035s0050.1.p
OG0018547	Aa_G289620.h1.t1	Roisl.0028s0049.1.p
OG0018549	Aa_G993730.h1.t1	Roisl.0039s0006.1.p
OG0018550	Aa_G79900.h1.t1	Roisl.0075s0075.1.p
OG0018551	Aa_G401570.h1.t1	Roisl.0037s0034.1.p
OG0018552	Aa_G454730.h1.t1	Roisl.0028s0316.1.p
OG0018553	Aa_G450760.h1.t1	Roisl.0028s0321.1.p
OG0018554	Aa_G199940.h1.t1	Roisl.0028s0335.1.p
OG0018555	Aa_G422460.h1.t1	Roisl.0028s0435.1.p
OG0018557	Aa_G124010.h1.t1	Roisl.0028s0494.1.p
OG0018559	Aa_G42610.h1.t1	Roisl.0016s0160.1.p
OG0018560	Aa_G42440.h1.t1	Roisl.0016s0182.1.p
OG0018561	Aa_G42300.h1.t1	Roisl.0016s0195.1.p
OG0018563	Aa_G250290.h1.t1	Roisl.0016s0217.1.p
OG0018564	Aa_G622780.h1.t1, Aa_G267870.h1.t1	Roisl.0016s0266.1.p
OG0018565	Aa_G47590.h1.t1, Aa_G833050.h1.t1	Roisl.0016s0283.1.p
OG0018566	Aa_G47550.h1.t1, Aa_G416350.h1.t1	Roisl.0016s0286.1.p
OG0018567	Aa_G44890.h1.t1	Roisl.0016s0293.1.p
OG0018568	Aa_G304930.h1.t1	Roisl.0016s0383.1.p
OG0018569	Aa_G4190.h1.t1	Roisl.0016s0394.1.p
OG0018572	Aa_G75550.h1.t1	Roisl.0039s0058.1.p
OG0018573	Aa_G75560.h1.t1	Roisl.0039s0059.1.p
OG0018574	Aa_G51060.h1.t1	Roisl.0039s0092.1.p
OG0018575	Aa_G51220.h1.t1	Roisl.0039s0111.1.p
OG0018577	Aa_G174760.h1.t1	Roisl.0079s0123.1.p
OG0018579	Aa_G24290.h1.t1	Roisl.0079s0236.1.p
OG0018581	Aa_G260620.h1.t1, Aa_G34800.h1.t1	Roisl.0079s0312.1.p
OG0018582	Aa_G324440.h1.t1	Roisl.0074s1028.1.p
OG0018583	Aa_G743020.h1.t1	Roisl.0074s0909.1.p
OG0018584	Aa_G651630.h1.t1	Roisl.0009s0321.1.p
OG0018585	Aa_G102890.h1.t1	Roisl.0074s0828.1.p
OG0018586	Aa_G40150.h1.t1	Roisl.0074s0738.1.p
OG0018587	Aa_G40070.h1.t1	Roisl.0074s0729.1.p
OG0018588	Aa_G720240.h1.t1	Roisl.0074s0706.1.p
OG0018589	Aa_G374010.h1.t1	Roisl.0074s0678.1.p
OG0018590	Aa_G373920.h1.t1	Roisl.0074s0668.1.p
OG0018592	Aa_G472350.h1.t1	Roisl.0074s0588.1.p
OG0018593	Aa_G56250.h1.t1	Roisl.0074s0524.1.p
OG0018594	Aa_G1170.h1.t1	Roisl.0074s0453.1.p
OG0018595	Aa_G234930.h1.t1	Roisl.0074s0427.1.p
OG0018596	Aa_G235010.h1.t1	Roisl.0074s0417.1.p
OG0018597	Aa_G367460.h1.t1	Roisl.0074s0296.1.p
OG0018598	Aa_G71160.h1.t1	Roisl.0074s0230.1.p
OG0018600	Aa_G251510.h1.t1	Roisl.0011s0033.1.p
OG0018601	Aa_G240050.h1.t1	Roisl.0074s0014.1.p
OG0018602	Aa_G240100.h1.t1	Roisl.0074s0010.1.p
OG0018605	Aa_G164450.h1.t1	Roisl.0115s0271.1.p
OG0018606	Aa_G164500.h1.t1	Roisl.0115s0275.1.p
OG0018608	Aa_G136590.h1.t1	Roisl.0115s0431.1.p
OG0018609	Aa_G586310.h1.t1	Roisl.0031s0028.1.p
OG0018614	Aa_G229420.h1.t1	Roisl.0115s0487.1.p
OG0018615	Aa_G149730.h1.t1	Roisl.0011s0099.1.p
OG0018616	Aa_G32410.h1.t1	Roisl.0209s0010.1.p
OG0018617	Aa_G272000.h1.t1	Roisl.0083s0013.1.p
OG0018620	Aa_G416200.h1.t1	Roisl.0210s1538.1.p
OG0018621	Aa_G311890.h1.t1	Roisl.0046s1209.1.p
OG0018622	Aa_G339190.h1.t1	Roisl.0046s1182.1.p
OG0018623	Aa_G106090.h1.t1	Roisl.0210s0027.1.p
OG0018624	Aa_G94590.h1.t1	Roisl.0210s0032.1.p
OG0018625	Aa_G94580.h1.t1	Roisl.0210s0033.1.p
OG0018626	Aa_G325270.h1.t1	Roisl.0210s0156.1.p
OG0018627	Aa_G134870.h1.t1	Roisl.0210s0290.1.p
OG0018628	Aa_G134490.h1.t1	Roisl.0210s0327.1.p
OG0018629	Aa_G400380.h1.t1	Roisl.0210s0344.1.p
OG0018630	Aa_G400410.h1.t1	Roisl.0210s0346.1.p
OG0018631	Aa_G341330.h1.t1	Roisl.0210s0374.1.p
OG0018632	Aa_G286250.h1.t1	Roisl.0091s0739.1.p
OG0018633	Aa_G493500.h1.t1	Roisl.0091s0751.1.p
OG0018635	Aa_G79320.h1.t1	Roisl.0091s0802.1.p
OG0018636	Aa_G220030.h1.t1	Roisl.0091s0841.1.p
OG0018637	Aa_G22400.h1.t1	Roisl.0091s0946.1.p
OG0018638	Aa_G429830.h1.t1	Roisl.0091s0964.1.p
