Orthogroup	Capsella_rubella	Aethionema_saxatile
OG0014741	XP_006302802.1	As001G019190
OG0014742	XP_006302348.1	As001G019580
OG0014743	XP_006302552.1	As001G020150
OG0014744	XP_006295890.1	As001G020320, As001G020330
OG0014745	XP_006295561.1	As001G020460
OG0014746	XP_023643490.1	As001G020650
OG0014747	XP_006302526.1	As001G020860
OG0014748	XP_006302973.1	As001G021170
OG0014749	XP_023643502.1	As001G021290
OG0014750	XP_006300659.1	As001G021560
OG0014751	XP_006302821.1	As001G022030
OG0014752	XP_023643112.1	As001G022140
OG0014753	XP_023638781.1	As001G022210
OG0014754	XP_006291409.1	As001G022470
OG0014755	XP_006290438.2	As001G022490
OG0014756	XP_023639293.1	As001G022580
OG0014757	XP_006292582.1	As001G022720
OG0014758	XP_006291984.1	As001G022780
OG0014759	XP_006291608.1	As001G022800
OG0014760	XP_006290885.1	As001G022820
OG0014761	XP_023638495.1	As001G022860
OG0014762	XP_006291802.1	As001G022930
OG0014763	XP_006290421.1	As001G023000
OG0014764	XP_006290632.1	As001G023300
OG0014765	XP_006292485.1	As001G023660
OG0014766	XP_006291507.2	As001G023760
OG0014767	XP_023638383.1	As001G023770
OG0014768	XP_006292399.1	As001G023860
OG0014769	XP_006291759.1	As001G024060
OG0014770	XP_006290721.1	As001G024080
OG0014771	XP_006293016.1	As001G024230
OG0014772	XP_023638670.1	As001G024280
OG0014773	XP_006293157.1	As001G024430
OG0014774	XP_006292768.1	As001G024790
OG0014775	XP_006291719.1	As001G024990
OG0014776	XP_023638393.1	As001G025010
OG0014777	XP_023637845.1	As001G025070
OG0014778	XP_006291579.1	As001G025090
OG0014779	XP_006293183.1	As001G025170
OG0014780	XP_006291416.1	As001G025470
OG0014781	XP_006290539.1	As001G025590
OG0014782	XP_006290914.1	As001G025640
OG0014783	XP_006291532.2	As001G025790
OG0014784	XP_006290852.1	As001G025850
OG0014785	XP_023638213.1	As001G025950
OG0014786	XP_006291431.1	As001G026000
OG0014787	XP_006291738.1	As001G026160
OG0014788	XP_006291066.1	As001G026400
OG0014789	XP_006290795.1	As001G026540
OG0014790	XP_023637797.1	As001G026670
OG0014791	XP_023639006.1	As001G026820
OG0014792	XP_006290699.1	As001G026830
OG0014793	XP_006291503.1	As001G027070
OG0014794	XP_006290676.1	As001G027230
OG0014795	XP_023639312.1	As001G027260
OG0014796	XP_023635377.1	As001G027770, As004G078300
OG0014797	XP_006293163.1	As001G027890
OG0014798	XP_006293004.1	As001G028090
OG0014799	XP_006284829.1	As004G077960, As001G028170
OG0014800	XP_006302291.1	As001G028200
OG0014801	XP_006302282.1	As001G028270
OG0014802	XP_006300450.1	As001G028370
OG0014803	XP_006302786.1	As001G028400
OG0014804	XP_006300314.1	As001G028560
OG0014805	XP_023643360.1	As001G028800
OG0014806	XP_006302104.1	As001G028900
OG0014807	XP_006300544.1	As001G029010
OG0014808	XP_006300520.1	As001G029090
OG0014809	XP_006302313.2	As001G029190
OG0014810	XP_006302171.1	As001G029240
OG0014811	XP_006300806.1	As001G029270
OG0014812	XP_006302540.1	As001G029310
OG0014813	XP_006301548.1	As001G029390
OG0014814	XP_006288177.1	As001G029540
OG0014815	XP_023643188.1	As001G029640
OG0014816	XP_006300706.2	As001G029670
OG0014817	XP_023644058.1	As001G029780
OG0014818	XP_006300479.1	As001G029810
OG0014819	XP_006302143.2	As001G029830
OG0014820	XP_006279426.2	As001G029850
OG0014821	XP_006279918.1	As001G029900
OG0014822	XP_006279425.1	As001G029910
OG0014823	XP_023642882.1	As001G029960
OG0014824	XP_006302081.2	As001G029980
OG0014825	XP_006302352.2	As001G030030
OG0014826	XP_006302371.1	As001G030170
OG0014827	XP_006290354.2	As001G030260
OG0014828	XP_006290740.2	As001G030380
OG0014829	XP_006300704.2	As001G030440
OG0014830	XP_006301585.1	As001G030490
OG0014831	XP_006302383.2	As001G030510
OG0014832	XP_023643654.1	As001G030580
OG0014833	XP_006302317.1	As001G031010
OG0014834	XP_006301601.1	As001G031090
OG0014835	XP_006301489.2	As001G031200
OG0014836	XP_023642984.1	As001G031290
OG0014837	XP_023642995.1	As001G031320
OG0014838	XP_006301395.2	As001G031330, As001G031340
OG0014839	XP_006302095.1	As001G031370
OG0014840	XP_006300990.1	As001G031380
OG0014841	XP_006302449.2	As001G031530
OG0014842	XP_006301101.1	As001G031740
OG0014843	XP_006302757.1	As001G031820
OG0014844	XP_006302963.1	As001G031870
OG0014845	XP_006302816.2	As001G031890
OG0014846	XP_006300763.1	As001G031910
OG0014847	XP_006302657.1	As001G032040
OG0014848	XP_023641146.1	As002G032410
OG0014849	XP_023634583.1	As002G032480
OG0014850	XP_023634708.1	As002G032590
OG0014851	XP_006284876.2	As002G032680
OG0014852	XP_006284081.1	As002G032840
OG0014853	XP_006284557.1	As002G032880
OG0014854	XP_023640303.1	As002G033180
OG0014855	XP_006283658.1	As002G033260
OG0014856	XP_006295651.1	As002G033290
OG0014857	XP_006296310.1	As002G033380
OG0014858	XP_023640168.1	As002G033490
OG0014859	XP_006293633.1	As002G033620
OG0014860	XP_006295405.2	As002G033760
OG0014861	XP_023640052.1	As002G033800
OG0014862	XP_006299210.1	As002G033940
OG0014863	XP_023641865.1	As002G033960
OG0014864	XP_006299690.1	As002G034040
OG0014865	XP_006298427.1	As002G034090
OG0014866	XP_023641129.1	As002G034180
OG0014867	XP_006299591.1	As002G034310
OG0014868	XP_006299185.1	As002G034400
OG0014869	XP_006297424.1	As002G034490
OG0014870	XP_006297379.1	As002G034670
OG0014871	XP_006297822.1	As002G034680
OG0014872	XP_006299668.1	As002G034930
OG0014873	XP_006298868.1	As002G034940
OG0014874	XP_006298571.1	As002G034990
OG0014875	XP_006289761.1	As002G035040, As005G108510
OG0014876	XP_006298469.1	As002G035230
OG0014877	XP_006297380.1	As002G035250
OG0014878	XP_023642504.1	As002G035460
OG0014879	XP_006296660.1	As002G035560
OG0014880	XP_006299607.1	As002G035590
OG0014881	XP_006300227.1	As002G035630
OG0014883	XP_006280528.1	As002G040530, As002G036390
OG0014885	XP_006299773.1	As002G036780
OG0014886	XP_023641520.1	As002G036830
OG0014887	XP_006299660.1	As002G036930
OG0014888	XP_023642509.1	As002G037110, As002G037100
OG0014889	XP_006298394.1	As002G038310
OG0014890	XP_006298126.1	As002G038630
OG0014891	XP_023641676.1	As002G038750
OG0014892	XP_006299728.1	As002G038920
OG0014893	XP_023637626.1	As002G039340
OG0014894	XP_006279955.1	As002G039430
OG0014895	XP_006288600.1	As002G039440
OG0014896	XP_006281941.1	As002G039880
OG0014897	XP_006297865.1	As002G041360
OG0014898	XP_006279783.1	As002G041960
OG0014899	XP_006303705.1	As002G042150
OG0014900	XP_006279610.1	As002G042300
OG0014901	XP_006282310.1	As002G042320
OG0014902	XP_006280892.1	As002G042390
OG0014903	XP_006281147.1	As002G042600
OG0014904	XP_006281246.1	As002G042780
OG0014905	XP_006280159.2	As002G043290
OG0014906	XP_006279482.1	As002G043490
OG0014907	XP_006279659.2	As002G043500
OG0014908	XP_023640629.1	As002G043580
OG0014909	XP_023636072.1	As002G043600
OG0014910	XP_023636535.1	As002G043620
OG0014911	XP_006280679.1	As002G043860
OG0014912	XP_006280887.1	As002G043950
OG0014913	XP_023642446.1	As002G043960
OG0014914	XP_006281994.1	As002G043990
OG0014915	XP_006282201.2	As002G044010
OG0014916	XP_006279523.1	As002G044020
OG0014917	XP_006281102.1	As002G044190
OG0014918	XP_006280270.1	As006G143690, As002G044300
OG0014919	XP_023644022.1	As002G044330
OG0014920	XP_006280638.1	As002G044510
OG0014921	XP_006280204.1	As002G044720
OG0014922	XP_006279628.1	As002G044870
OG0014923	XP_006280056.1	As002G045010
OG0014924	XP_006279586.1	As002G045190
OG0014925	XP_006280752.1	As002G045220
OG0014926	XP_006282256.1	As002G045350
OG0014927	XP_006280533.1	As002G045740
OG0014928	XP_006280899.1	As002G046160
OG0014929	XP_006280915.1	As002G046600
OG0014930	XP_006305917.2	As002G046980
OG0014931	XP_006279978.1	As002G047140
OG0014932	XP_006280297.1	As002G047230
OG0014933	XP_006279574.1	As002G047290
OG0014934	XP_006280334.1	As002G047360
OG0014935	XP_006281484.1	As002G047870
OG0014936	XP_023645716.1	As002G047960
OG0014937	XP_006280605.1	As002G048060
OG0014938	XP_006281813.1	As002G048130
OG0014939	XP_006280336.1	As002G048270
OG0014940	XP_006281887.2	As002G048370
OG0014941	XP_006279942.1	As002G048380
OG0014942	XP_006280021.2	As002G048720
OG0014943	XP_006280494.1	As002G048740
OG0014944	XP_006281293.1	As002G048750
OG0014945	XP_006280263.1	As002G049100
OG0014946	XP_006280396.1	As002G049310
OG0014947	XP_006281473.1	As002G049340
OG0014948	XP_006281410.1	As002G049440
OG0014949	XP_006280624.1	As002G049530
OG0014950	XP_006280470.1	As002G049610
OG0014951	XP_006281609.1	As002G049930
OG0014952	XP_006282199.2	As002G049950
OG0014953	XP_006287922.1	As002G050010
OG0014954	XP_006289621.1	As002G050080
OG0014955	XP_023637730.1	As002G050250
OG0014956	XP_006286545.1	As002G050260
OG0014957	XP_006288490.1	As002G050540
OG0014958	XP_006287614.2	As002G050740
OG0014959	XP_006287749.1	As002G051100
OG0014960	XP_006286801.1	As002G051360
OG0014961	XP_023637415.1	As002G051710, As002G051690
OG0014962	XP_006287247.2	As002G051740
OG0014963	XP_006287047.1	As002G051850
OG0014964	XP_023636373.1	As002G051900
OG0014965	XP_006287865.1	As002G051920
OG0014966	XP_023636936.1	As002G052130
OG0014967	XP_006290228.1	As002G052180
OG0014968	XP_006287772.1	As002G052190
OG0014969	XP_023639935.1	As002G052220
OG0014970	XP_006289673.1	As002G052280
OG0014971	XP_006287787.1	As002G052310
OG0014972	XP_006289852.2	As002G052340
OG0014973	XP_006288669.1	As002G052540
OG0014974	XP_006287363.1	As002G052560
OG0014975	XP_006289357.1	As002G052760
OG0014976	XP_006286687.1	As002G052800
OG0014977	XP_006288266.1	As002G052830
OG0014978	XP_006289460.1	As002G052920
OG0014979	XP_006286662.1	As002G053100
OG0014980	XP_006287266.1	As002G053110
OG0014981	XP_023636536.1	As002G053320
OG0014983	XP_006297419.1	As002G053650
OG0014984	XP_006290147.1	As002G053780
OG0014985	XP_006287851.1	As002G053790
OG0014986	XP_006288006.1	As002G054080
OG0014987	XP_006287988.1	As002G054540
OG0014988	XP_006286596.1	As002G054570
OG0014989	XP_006286594.1	As002G054810
OG0014990	XP_006287715.1	As002G055170
OG0014991	XP_006289369.1	As002G055260
OG0014992	XP_023637563.1	As002G055340
OG0014993	XP_006288809.1	As002G055420
OG0014994	XP_006284895.1	As003G055600
OG0014995	XP_006282563.1	As003G055730
OG0014996	XP_006282559.1	As003G055750
OG0014997	XP_006284206.1	As003G056110
OG0014998	XP_006283097.1	As003G056130
OG0014999	XP_006286121.1	As003G056770
OG0015000	XP_006284910.1	As003G056950
OG0015001	XP_006284712.1	As003G057060
OG0015002	XP_023635293.1	As003G057080
OG0015003	XP_006285198.1	As003G057130
OG0015004	XP_006283518.1	As003G057250
OG0015005	XP_023635355.1	As003G057270
OG0015006	XP_023634804.1	As003G057520
OG0015007	XP_006284368.1	As003G057590
OG0015008	XP_006284344.1	As003G057740
OG0015009	XP_023635187.1	As003G057950
OG0015010	XP_006282583.2	As003G057960
OG0015011	XP_006282552.1	As003G058020
OG0015012	XP_006283032.1	As003G058260
OG0015013	XP_006285896.1	As003G058670, As003G058710
OG0015014	XP_006283525.1	As003G058780
OG0015015	XP_006284450.1	As003G058830
OG0015016	XP_006304424.1	As003G058880
OG0015017	XP_006285106.1	As003G059070
OG0015018	XP_006286061.1	As003G059140
OG0015019	XP_006288510.1	As003G059260, As009G200120
OG0015020	XP_006282651.1	As003G059280
OG0015021	XP_006282648.1	As003G059490
OG0015022	XP_006283773.1	As003G059550
OG0015023	XP_006283162.2	As003G059580
OG0015024	XP_006283078.1	As003G059700
OG0015025	XP_006285845.1	As003G059820
OG0015026	XP_023634956.1	As003G059870
OG0015027	XP_006282667.1	As003G059990
OG0015028	XP_006285991.1	As003G060500
OG0015029	XP_006285866.1	As003G060660
OG0015030	XP_006284209.1	As003G060860
OG0015031	XP_006284067.1	As003G060910
OG0015032	XP_006294935.1	As003G061040
OG0015033	XP_023634151.1	As003G062040
OG0015034	XP_006283594.1	As003G062250
OG0015035	XP_023644942.1	As003G062320
OG0015036	XP_006307033.1	As003G062360
OG0015037	XP_006304992.1	As003G062390
OG0015038	XP_023645152.1	As003G062440
OG0015039	XP_006306959.1	As003G062460
OG0015040	XP_006307183.1	As003G062610
OG0015041	XP_006305699.1	As003G062630
OG0015042	XP_006305086.1	As003G062670
OG0015043	XP_006306508.1	As003G062730
OG0015044	XP_006305229.1	As003G063280
OG0015045	XP_006305864.1, XP_023646050.1	As003G063310
OG0015046	XP_006306964.1	As003G063350
OG0015047	XP_006307287.1	As003G063460
OG0015048	XP_023645875.1	As003G063800
OG0015049	XP_006305878.1	As003G063840
OG0015050	XP_006304663.1	As003G063850
OG0015051	XP_006305607.1	As003G063960
OG0015052	XP_006303237.1	As003G064090
OG0015053	XP_006307065.1	As003G064180
OG0015054	XP_006304350.1	As003G064190
OG0015055	XP_006305497.2	As003G064200
OG0015056	XP_023633187.1	As003G064230
OG0015057	XP_006307296.2	As003G064580
OG0015058	XP_006304821.2	As003G064600
OG0015059	XP_006304121.1	As003G064650
OG0015060	XP_006307053.1	As003G064830
OG0015061	XP_023632982.1	As003G064890
OG0015062	XP_006307532.2	As003G064970
OG0015063	XP_023633264.1	As003G065040
OG0015064	XP_023633100.1	As003G065110
OG0015065	XP_006304450.1	As003G065220
OG0015066	XP_023633638.1	As003G065290
OG0015067	XP_006307471.2	As003G065400
OG0015068	XP_006306257.2	As003G065470
OG0015069	XP_006305409.1	As003G065560
OG0015070	XP_006305657.1	As003G065820
OG0015071	XP_006307502.1	As003G066010
OG0015072	XP_023645266.1	As003G066280
OG0015073	XP_006307420.2	As003G066290
OG0015074	XP_023632911.1	As003G066300
OG0015075	XP_006281077.1	As003G066550
OG0015076	XP_023645560.1	As003G066600
OG0015077	XP_006306906.1	As003G067310
OG0015078	XP_006297324.1	As003G067480
OG0015079	XP_006306638.1	As003G068120
OG0015080	XP_006303151.1	As003G068230
OG0015081	XP_006279936.1	As003G068390, As009G218090
OG0015082	XP_006307594.1	As003G068640
OG0015083	XP_006307000.1	As003G068970
OG0015084	XP_006305984.1	As003G069850
OG0015085	XP_006305826.1	As003G070140
OG0015086	XP_023645475.1	As003G070300
OG0015087	XP_006307659.1	As003G070450
OG0015088	XP_023633048.1	As003G070490
OG0015089	XP_006305599.1	As003G070650
OG0015090	XP_006307712.1	As003G070670
OG0015091	XP_023645524.1	As003G071110
OG0015092	XP_023632703.1	As003G071230
OG0015093	XP_006306427.1	As003G071250
OG0015094	XP_006282994.1	As003G071660
OG0015095	XP_006284026.2	As003G071880
OG0015096	XP_006286145.1	As003G072160
OG0015097	XP_006284178.1	As003G072230
OG0015098	XP_006285447.2	As003G072270
OG0015099	XP_006283275.1	As003G072330
OG0015100	XP_006285081.1	As003G072350
OG0015101	XP_006283031.1	As003G072450
OG0015102	XP_006284619.1	As003G072590
OG0015103	XP_006285423.1	As003G072990
OG0015104	XP_006284240.1	As003G073030
OG0015105	XP_006283881.1	As003G073040
OG0015106	XP_023634871.1	As003G073050
OG0015107	XP_006283712.1	As003G073080
OG0015108	XP_006286082.1	As003G073370
OG0015109	XP_006284273.2	As003G073430
OG0015110	XP_006283164.1	As003G073480
OG0015111	XP_006283983.2	As003G073510
OG0015112	XP_006285804.2, XP_006285213.1	As003G073660
OG0015113	XP_006284436.1	As003G073820
OG0015114	XP_023634895.1	As003G073910
OG0015115	XP_006284228.1	As003G074100
OG0015116	XP_006282520.2	As003G074270
OG0015117	XP_006283970.1	As003G074340
OG0015118	XP_006283225.1	As003G074420
OG0015119	XP_023633709.1	As003G074450
OG0015120	XP_023634604.1	As003G074470
OG0015121	XP_006283165.1	As003G074680
OG0015122	XP_023634645.1	As003G075000
OG0015123	XP_023634942.1	As003G075030
OG0015124	XP_006285428.1	As003G075110
OG0015125	XP_006283504.1	As003G075470
OG0015126	XP_006283984.1	As003G075540
OG0015127	XP_006285949.1	As003G075720
OG0015128	XP_006283496.1	As003G075830
OG0015129	XP_006283248.1	As003G076000
OG0015130	XP_006285639.1	As003G076040
OG0015131	XP_006284098.1	As003G076110
OG0015132	XP_006284951.1	As003G076140
OG0015133	XP_006284278.1	As003G076160
OG0015134	XP_023633793.1	As003G076420
OG0015135	XP_006285049.1	As003G076440
OG0015136	XP_023635535.1	As003G076480
OG0015137	XP_023634788.1	As003G076490
OG0015138	XP_023635209.1	As003G076550
OG0015139	XP_006283705.1	As003G076570
OG0015140	XP_023635504.1	As003G076640
OG0015141	XP_006284322.1	As004G076680
OG0015142	XP_006284184.1	As004G076750
OG0015143	XP_006283579.1	As004G076850
OG0015144	XP_006282723.2	As004G076880
OG0015145	XP_006283016.1	As004G076960
OG0015146	XP_006302080.1	As004G076970
OG0015147	XP_006284638.1	As004G077210
OG0015148	XP_023634911.1	As004G077240
OG0015149	XP_023633925.1	As004G077440
OG0015150	XP_006285023.1	As004G077470
OG0015151	XP_006293303.1	As004G077510
OG0015152	XP_006283980.1	As004G077810
OG0015153	XP_006285672.1	As004G077850
OG0015154	XP_006283665.1	As004G077910
OG0015155	XP_006284405.1	As004G078220
OG0015156	XP_006284726.2	As004G078420
OG0015157	XP_023634809.1	As004G078560
OG0015158	XP_006284269.1	As004G078570
OG0015159	XP_006281103.1	As004G078640
OG0015160	XP_006304686.1	As004G078700
OG0015161	XP_023639328.1	As004G078840
OG0015162	XP_023639382.1	As004G078870
OG0015163	XP_006295668.1	As004G078890
OG0015164	XP_023637812.1	As004G079220
OG0015165	XP_006291264.1	As004G079260
OG0015166	XP_006307062.1	As004G079310
OG0015167	XP_006293882.1	As004G079440
OG0015168	XP_006294384.1	As004G079470
OG0015169	XP_006295041.1	As004G079500
OG0015170	XP_006294626.1	As004G079550
OG0015171	XP_006294954.1	As004G079610
OG0015172	XP_006307286.2	As004G080130
OG0015173	XP_006288570.1	As004G080240
OG0015175	XP_006288289.1	As004G080540
OG0015176	XP_006288267.1	As004G080560
OG0015177	XP_006289007.1	As004G080610
OG0015178	XP_023636417.1	As004G080620
OG0015179	XP_006307651.1	As004G080630
OG0015180	XP_006289117.1	As004G080830
OG0015181	XP_006295532.1	As004G081070
OG0015182	XP_006296401.1	As004G081120
OG0015183	XP_023640765.1	As004G081180
OG0015184	XP_006295320.1	As004G081380
OG0015185	XP_023640873.1	As004G081430
OG0015186	XP_023640279.1	As004G081550
OG0015187	XP_023640280.1	As004G081560
OG0015188	XP_023640566.1	As004G081670
OG0015189	XP_006294782.1	As004G081800
OG0015190	XP_006282415.2	As004G081950
OG0015191	XP_006281363.2	As004G081980
OG0015192	XP_006280987.1	As004G081990
OG0015193	XP_006280121.1	As004G082160
OG0015194	XP_006279557.1	As004G082170
OG0015195	XP_006281462.1	As004G082230
OG0015196	XP_006281749.1	As004G082360
OG0015197	XP_006280774.1	As004G082380
OG0015198	XP_023636044.1	As004G082590
OG0015199	XP_023635497.1	As004G082680
OG0015200	XP_006288021.1	As004G082690
OG0015201	XP_023633319.1	As004G082720
OG0015202	XP_006281114.1	As004G082780
OG0015203	XP_006279580.1	As004G082810
OG0015204	XP_006288071.1	As004G083350
OG0015205	XP_023636497.1	As004G083420
OG0015206	XP_006288500.1	As004G083460
OG0015207	XP_006289806.2	As004G083540
OG0015208	XP_006289760.2	As004G083550
OG0015209	XP_006286605.1	As004G083630
OG0015210	XP_006289340.1	As004G083730
OG0015211	XP_006286786.1	As004G083890
OG0015212	XP_006287163.1	As004G083930
OG0015213	XP_006288392.1	As004G083980
OG0015214	XP_006288802.1	As004G084080
OG0015215	XP_023636336.1	As004G084100
OG0015216	XP_006288062.1	As004G084120
OG0015217	XP_023637153.1	As004G084220
OG0015218	XP_006288860.1	As004G084340
OG0015219	XP_006289909.1	As004G084390
OG0015220	XP_023636201.1	As004G084420
OG0015221	XP_006289911.1	As004G084620
OG0015222	XP_023636715.1	As004G084630
OG0015223	XP_006288611.1	As004G084780
OG0015224	XP_006287616.1	As004G084880
OG0015225	XP_006289425.1	As004G084990
OG0015226	XP_023638972.1	As004G085050
OG0015227	XP_006284873.2	As004G085210
OG0015228	XP_006288670.1	As004G085490
OG0015229	XP_006287381.1	As004G085520
OG0015230	XP_006288771.1	As004G085590
OG0015231	XP_006287002.1	As004G085610
OG0015232	XP_006288732.1	As004G085660
OG0015233	XP_023635766.1	As004G085700
OG0015234	XP_006286359.2	As004G085810
OG0015235	XP_006287894.2	As004G086060
OG0015236	XP_006288591.1	As004G086250
OG0015237	XP_006280280.1	As004G086640
OG0015238	XP_006280014.1	As004G087020
OG0015239	XP_006282040.1	As004G087030
OG0015240	XP_023640267.1	As004G087140
OG0015241	XP_006279583.2	As004G087800
OG0015242	XP_006281593.1	As004G088080
OG0015243	XP_006280695.1	As004G088220
OG0015244	XP_006279484.1	As004G088270
OG0015245	XP_006280522.2	As004G088320
OG0015246	XP_006302164.1	As004G088390, As010G240070
OG0015247	XP_006281679.1	As004G088450
OG0015248	XP_006280702.1	As004G088460
OG0015250	XP_006281406.1	As004G088770
OG0015251	XP_006279907.1	As004G088800
OG0015252	XP_006279931.2	As004G088890
OG0015253	XP_006306660.1	As004G088920
OG0015254	XP_006279972.1	As004G089280
OG0015255	XP_006279987.1	As004G089630
OG0015256	XP_023634238.1	As004G090730
OG0015257	XP_023634304.1	As004G090770
OG0015258	XP_006279986.1	As004G091080
OG0015259	XP_006280035.1	As004G091110
OG0015260	XP_023634837.1	As004G092140
OG0015261	XP_006299164.1	As004G092160
OG0015262	XP_006283776.2	As004G092270
OG0015263	XP_006298815.1	As004G092440
OG0015264	XP_006285619.2	As004G092490
OG0015265	XP_023634966.1	As004G093010
OG0015266	XP_023641816.1	As004G093170
OG0015267	XP_023634401.1	As004G093410
OG0015268	XP_023634963.1	As004G093450
OG0015269	XP_023642031.1	As004G093670
OG0015270	XP_006298645.2	As004G093680
OG0015271	XP_006284513.1	As004G093890
OG0015272	XP_023634602.1	As004G094480
OG0015273	XP_023634471.1	As004G094560
OG0015274	XP_006283672.1	As004G094940
OG0015275	XP_006284799.1	As004G095070
OG0015276	XP_006282555.1	As004G095320
OG0015277	XP_006284732.1	As004G095580
OG0015278	XP_006285829.1	As004G095590
OG0015279	XP_006297036.1	As004G095600, As011G255090
OG0015280	XP_006285496.1	As004G096000
OG0015281	XP_023633989.1	As004G096480
OG0015282	XP_006296915.1	As004G096580
OG0015283	XP_006283279.1	As004G096760
OG0015284	XP_023634594.1	As004G096860
OG0015285	XP_006286137.2	As004G097120
OG0015286	XP_006284285.1	As004G097140
OG0015288	XP_006284303.1	As004G097670
OG0015289	XP_023634015.1	As004G097940
OG0015290	XP_006297981.1	As004G098470
OG0015291	XP_023639676.1	As005G098640
OG0015293	XP_006293426.1	As005G098740
OG0015294	XP_006296350.1	As005G098780
OG0015295	XP_006295658.1	As005G099030
OG0015296	XP_006295036.1	As005G099050
OG0015297	XP_006294178.2	As005G099060
OG0015298	XP_006293968.1	As005G099270
OG0015299	XP_023639395.1	As005G099280
OG0015300	XP_006295080.1	As005G099340
OG0015301	XP_006296055.1	As005G099370
OG0015302	XP_006294636.1	As005G099410
OG0015303	XP_006298789.2	As005G099890
OG0015304	XP_023639628.1	As005G099920
OG0015305	XP_023640759.1	As005G100120
OG0015306	XP_023640195.1	As005G100140
OG0015307	XP_006293857.1	As005G100310
OG0015308	XP_006293507.2	As005G100370
OG0015309	XP_006293856.1	As005G100490
OG0015310	XP_006294256.1	As005G100660
OG0015311	XP_023640813.1	As005G100760
OG0015312	XP_006295485.2	As005G101050
OG0015313	XP_006293786.1	As005G101200
OG0015314	XP_006295859.1	As005G101470
OG0015315	XP_006296220.1	As005G101480
OG0015316	XP_023640491.1	As005G101500
OG0015317	XP_006294765.1	As005G101760
OG0015318	XP_006296333.1	As005G101890
OG0015319	XP_006295154.1	As005G101920
OG0015320	XP_006295216.1	As005G101950
OG0015321	XP_023639648.1	As005G101980
OG0015322	XP_006293383.1	As005G102090
OG0015323	XP_006294886.1	As005G102110
OG0015324	XP_006294952.1	As005G102240
OG0015325	XP_023640805.1	As005G102290
OG0015326	XP_006293703.1	As005G102460
OG0015327	XP_006295211.1	As005G102870
OG0015328	XP_023640468.1	As005G103100
OG0015329	XP_006296075.1	As005G103210
OG0015330	XP_006293816.1	As005G103600
OG0015331	XP_023640151.1	As005G103760
OG0015332	XP_006294367.1	As005G103880
OG0015333	XP_023639776.1	As005G103910
OG0015334	XP_006294241.1	As005G104080
OG0015335	XP_006293936.2	As005G104240
OG0015336	XP_023640075.1	As005G104390
OG0015337	XP_023640512.1	As005G104440
OG0015338	XP_006295434.1	As005G104490
OG0015339	XP_006294801.1	As005G104620
OG0015340	XP_006294528.1	As005G104630
OG0015341	XP_023640943.1	As005G104690
OG0015342	XP_006294817.1	As005G104760
OG0015343	XP_023640935.1	As005G104910
OG0015344	XP_006294802.1	As005G105030
OG0015345	XP_006296500.2	As005G105230
OG0015346	XP_006296537.2	As005G106030
OG0015347	XP_006287540.1	As005G106520
OG0015348	XP_006287846.1	As005G106530
OG0015349	XP_006287618.1	As005G106850
OG0015350	XP_006287651.1	As005G106890
OG0015351	XP_006288996.1	As005G106990
OG0015352	XP_006286456.1	As005G107080
OG0015353	XP_023636779.1	As005G107130
OG0015354	XP_006287324.2	As005G107270
OG0015355	XP_006289068.1	As005G107350
OG0015356	XP_006287501.1	As005G107690
OG0015357	XP_006288593.1	As005G107750
OG0015358	XP_006289370.1	As005G107990
OG0015359	XP_006288337.2	As005G108010
OG0015360	XP_006289498.1	As005G108030
OG0015361	XP_006290218.1	As005G108160
OG0015362	XP_006281063.1	As005G108250
OG0015363	XP_023636027.1	As005G108300
OG0015364	XP_006289511.1	As005G108340
OG0015365	XP_006288776.1	As005G108560
OG0015366	XP_006287318.1	As005G108570
OG0015367	XP_006289030.1	As005G108650
OG0015368	XP_006287028.1	As005G108780
OG0015369	XP_006286626.1	As005G108830
OG0015370	XP_023637002.1	As005G108900
OG0015371	XP_023636001.1	As005G109080
OG0015372	XP_006288276.1	As005G109400
OG0015373	XP_006286895.1	As005G109420
OG0015374	XP_006287751.1	As005G109950
OG0015375	XP_006288683.1	As005G110890
OG0015376	XP_006288734.1	As005G111250
OG0015377	XP_023637007.1	As005G112330
OG0015378	XP_006290016.1	As005G112380
OG0015379	XP_006282512.1	As005G112440
OG0015380	XP_006286370.2	As005G112530
OG0015381	XP_006289144.1	As005G112560
OG0015382	XP_006288530.2	As005G112890
OG0015383	XP_006288288.1	As005G113120
OG0015384	XP_023636351.1	As005G113190
OG0015385	XP_023637357.1	As005G113260
OG0015386	XP_006289780.1	As005G113350
OG0015387	XP_023636919.1	As005G113430
OG0015388	XP_006286975.1	As005G113650
OG0015389	XP_006281832.1	As005G113980
OG0015390	XP_006280064.1	As005G114130
OG0015391	XP_006280577.1	As005G114170
OG0015393	XP_006302175.1	As005G114530
OG0015394	XP_006281633.1	As005G114570
OG0015395	XP_006280518.1	As005G114780
OG0015396	XP_006279692.1	As005G114880
OG0015397	XP_006280714.2	As005G115170
OG0015398	XP_006279761.1	As005G115420
OG0015399	XP_006281984.1	As005G115630
OG0015400	XP_006282191.1	As005G115730
OG0015401	XP_006280218.1	As005G116010
OG0015402	XP_023643530.1	As005G116180
OG0015403	XP_023636806.1	As005G116220
OG0015404	XP_006280253.1	As005G116270
OG0015405	XP_006281766.1	As005G116280
OG0015406	XP_006280122.1	As005G116300
OG0015407	XP_006279731.1	As005G116310
OG0015408	XP_006281034.1	As005G116330
