Orthogroup	Capsella_rubella	Erysimum_linariifolium
OG0015381	XP_006289144.1	El001G058970
OG0015382	XP_006288530.2	El001G058780
OG0015383	XP_006288288.1	El001G058530
OG0015384	XP_023636351.1	El001G058410
OG0015385	XP_023637357.1	El001G058230
OG0015386	XP_006289780.1	El001G058100
OG0015387	XP_023636919.1	El001G058030
OG0015388	XP_006286975.1	El001G057590
OG0015389	XP_006281832.1	El007G330180
OG0015390	XP_006280064.1	El007G330360
OG0015391	XP_006280577.1	El007G330390
OG0015393	XP_006302175.1	El004G217400
OG0015394	XP_006281633.1	El007G330900
OG0015395	XP_006280518.1	El007G331130
OG0015396	XP_006279692.1	El007G331200
OG0015397	XP_006280714.2	El007G331750
OG0015398	XP_006279761.1	El007G332160
OG0015399	XP_006281984.1	El007G331700
OG0015400	XP_006282191.1	El007G331940
OG0015401	XP_006280218.1	El007G327480
OG0015402	XP_023643530.1	El007G327320
OG0015403	XP_023636806.1	El007G327280
OG0015404	XP_006280253.1	El007G327210
OG0015405	XP_006281766.1	El007G327200
OG0015406	XP_006280122.1	El007G327180
OG0015407	XP_006279731.1	El007G327160
OG0015408	XP_006281034.1	El007G327150
OG0015409	XP_006281746.2	El007G326930
OG0015410	XP_023640026.1	El007G326630
OG0015411	XP_006279923.1	El007G326590
OG0015412	XP_006293789.1	El006G291800
OG0015413	XP_006279929.1	El007G326270
OG0015414	XP_006279545.1	El007G326140
OG0015415	XP_006279787.1	El007G326120
OG0015416	XP_023637315.1	El007G326100
OG0015417	XP_006279898.1	El007G325990
OG0015418	XP_023645466.1	El007G325950
OG0015419	XP_006280506.1	El007G325900
OG0015420	XP_023638803.1	El007G325820
OG0015421	XP_006281755.1	El007G325760
OG0015422	XP_006280612.2	El007G325480
OG0015423	XP_023640396.1	El007G325430
OG0015424	XP_006281591.1	El007G325090
OG0015425	XP_023643254.1	El007G324920
OG0015426	XP_006280974.2	El007G324740
OG0015427	XP_023636785.1	El007G324590
OG0015428	XP_023633550.1	El007G324510
OG0015429	XP_006280375.2	El007G324390
OG0015430	XP_006280393.1	El007G324150
OG0015431	XP_006280510.1	El007G324090
OG0015432	XP_023638786.1	El007G323970
OG0015433	XP_006280214.1	El007G323890
OG0015434	XP_006280633.1	El007G323840
OG0015435	XP_006282234.1	El007G323790
OG0015436	XP_006280329.1	El007G323660
OG0015437	XP_006280187.1	El007G323650
OG0015438	XP_006280060.1	El007G323570
OG0015439	XP_006279789.1	El007G323310
OG0015440	XP_006293838.1	El006G314440
OG0015441	XP_006280959.2	El007G323100
OG0015442	XP_023643187.1	El007G323070
OG0015443	XP_006280557.1	El007G322800
OG0015444	XP_006282211.1	El007G322610
OG0015445	XP_006280859.1	El007G322580
OG0015446	XP_023636481.1	El007G322460
OG0015447	XP_006280905.1	El007G322350
OG0015448	XP_023638362.1	El007G322290
OG0015449	XP_006280157.1	El007G322230
OG0015450	XP_006281860.2	El007G322170
OG0015451	XP_023638326.1	El007G322050
OG0015452	XP_006281838.1	El007G321920
OG0015453	XP_006286684.1	El001G000100
OG0015454	XP_006287263.1	El001G000840
OG0015455	XP_006287426.1	El001G000590
OG0015456	XP_006288720.1	El001G000440
OG0015457	XP_023636887.1	El001G001030
OG0015458	XP_023637404.1	El001G001040
OG0015459	XP_006287774.1	El001G001180
OG0015460	XP_023636323.1	El001G001240
OG0015461	XP_006288361.1	El001G001330
OG0015462	XP_006286739.1	El001G001910
OG0015463	XP_006287040.1	El001G002040
OG0015464	XP_006287578.1	El001G002240
OG0015465	XP_006288587.1	El001G002360
OG0015466	XP_006286564.1	El001G003030
OG0015467	XP_006288418.1	El001G003180
OG0015468	XP_006287579.1	El001G003200
OG0015469	XP_006286506.1	El001G003210
OG0015470	XP_006280641.2	El007G325300
OG0015471	XP_006287199.2	El001G003560
OG0015472	XP_006281763.1	El007G360340
OG0015473	XP_006279558.1	El007G360250
OG0015475	XP_006281830.1	El007G360220
OG0015476	XP_023640717.1	El007G360010
OG0015477	XP_006281615.1	El007G359870
OG0015478	XP_006280294.1	El007G359840
OG0015479	XP_006279679.1	El007G359720
OG0015480	XP_006279940.2	El007G359690
OG0015481	XP_006280386.2	El007G359670
OG0015482	XP_006282187.1	El007G359040
OG0015483	XP_006293361.1	El006G300000
OG0015484	XP_006294179.1	El006G299110
OG0015485	XP_023640485.1	El006G299500
OG0015486	XP_006295213.1	El006G300130
OG0015487	XP_006293929.1	El006G300200
OG0015488	XP_006295070.1	El006G300220
OG0015489	XP_006295219.2	El006G300370
OG0015490	XP_023640659.1	El006G300980
OG0015491	XP_006293935.1	El006G301110
OG0015492	XP_006293618.1	El006G301120
OG0015493	XP_023640576.1	El006G301740
OG0015494	XP_006294040.1	El006G302370
OG0015495	XP_023640107.1	El006G302580
OG0015496	XP_006293616.1	El006G302930
OG0015497	XP_023640988.1	El006G304150
OG0015498	XP_006294546.1	El006G304500
OG0015499	XP_006294797.1	El006G304860
OG0015500	XP_006293604.1	El006G304930
OG0015501	XP_006295346.1	El006G304980
OG0015502	XP_023640096.1	El006G305420
OG0015503	XP_006294965.1	El006G305610
OG0015504	XP_023639843.1	El006G305670
OG0015505	XP_023640259.1	El006G305700
OG0015506	XP_006294057.1	El006G305780
OG0015507	XP_006294108.1	El006G305810
OG0015508	XP_023640237.1	El006G306140
OG0015509	XP_006293611.1	El006G308210
OG0015510	XP_006293746.1	El006G308140
OG0015511	XP_006293569.1	El006G307970
OG0015512	XP_006293969.1	El006G307490
OG0015513	XP_023640973.1	El006G307430
OG0015514	XP_006296317.1	El006G307180
OG0015515	XP_006293547.1	El006G309220
OG0015516	XP_006293962.2	El006G309230
OG0015517	XP_006293376.1	El006G309910
OG0015518	XP_006295089.2	El006G309960
OG0015519	XP_006296073.1	El006G309400
OG0015520	XP_023640826.1	El006G310960
OG0015521	XP_006294090.1	El006G286980
OG0015522	XP_006304213.1	El002G090320
OG0015523	XP_006287817.1	El001G000120
OG0015524	XP_006296190.1	El006G311360
OG0015525	XP_006293917.1	El001G077220
OG0015526	XP_023640178.1	El006G312420
OG0015527	XP_006294280.1	El006G312500
OG0015528	XP_023640881.1	El007G364010
OG0015529	XP_023633190.1	El006G312760
OG0015530	XP_006294008.1	El006G312810
OG0015531	XP_023640049.1	El006G313220
OG0015532	XP_006295714.1	El006G313560
OG0015533	XP_006293617.1	El006G313710
OG0015534	XP_006283048.1	El003G156790
OG0015535	XP_006297296.1	El005G235520
OG0015536	XP_023641329.1	El005G235440
OG0015537	XP_006298261.2	El005G235140
OG0015538	XP_023641836.1	El005G235100
OG0015539	XP_023645445.1	El002G113740
OG0015540	XP_006298775.1	El005G235010
OG0015541	XP_006299844.1	El005G234960
OG0015542	XP_006297990.1	El005G234900, El002G097550
OG0015543	XP_023641226.1	El005G256850
OG0015545	XP_006279343.2	El001G082290
OG0015546	XP_006299686.1	El006G316860
OG0015547	XP_023633469.1	El001G082260
OG0015548	XP_006279340.1	El001G082230
OG0015549	XP_023633501.1	El001G082220
OG0015550	XP_006296113.2	El006G302400
OG0015551	XP_006279331.1	El001G082200
OG0015552	XP_006279335.1	El001G082110
OG0015553	XP_006287754.1	El001G082090
OG0015554	XP_006287816.1	El001G082080
OG0015555	XP_023633678.1	El003G157870
OG0015556	XP_006284029.1	El003G157530
OG0015557	XP_023642333.1	El005G235940
OG0015558	XP_006298962.1	El005G235990
OG0015559	XP_006297594.1	El005G236250
OG0015560	XP_006300032.1	El005G236260
OG0015561	XP_006296858.1	El005G236280
OG0015562	XP_006298828.1	El005G236350
OG0015563	XP_023642498.1	El005G236450
OG0015564	XP_023642415.1	El005G236460
OG0015565	XP_006299835.1	El005G236600
OG0015566	XP_006299858.1	El005G236880
OG0015567	XP_023641200.1	El005G236930
OG0015568	XP_006297405.1	El005G236960
OG0015569	XP_006298245.1	El005G237070
OG0015570	XP_006298263.1	El005G237210
OG0015571	XP_006298698.1	El005G237290
OG0015572	XP_006299762.1	El005G237300
OG0015573	XP_006298706.1	El005G237560
OG0015574	XP_006297431.1	El005G237840
OG0015575	XP_006299929.1	El005G238090
OG0015576	XP_023641551.1	El005G238200
OG0015577	XP_006298625.1	El005G238440
OG0015578	XP_006297158.1	El005G238740
OG0015579	XP_006296937.1	El005G238870
OG0015580	XP_006299082.1	El005G238960
OG0015581	XP_006296821.1	El005G239500
OG0015583	XP_006299027.1	El005G240020
OG0015584	XP_006297224.1	El005G240160
OG0015585	XP_006297716.1	El005G240420
OG0015586	XP_006298266.1	El005G240310
OG0015587	XP_006298372.1	El005G240590
OG0015588	XP_006296883.1	El005G240600
OG0015589	XP_006297694.2	El005G240690
OG0015590	XP_006298584.1	El005G240760
OG0015591	XP_023638243.1	El001G031870
OG0015592	XP_006297896.1	El005G241550
OG0015593	XP_006297445.2	El005G241610
OG0015594	XP_006298539.2	El005G242130
OG0015595	XP_006297569.1	El005G242240
OG0015596	XP_023641286.1	El005G248490
OG0015597	XP_006297816.1	El005G242300
OG0015598	XP_006296804.1	El005G242320
OG0015599	XP_006297410.1	El005G242400
OG0015600	XP_006299479.1	El005G242420
OG0015601	XP_006297949.1	El005G242580
OG0015602	XP_006297628.1	El005G242630
OG0015603	XP_023641596.1	El005G242780
OG0015604	XP_006298975.2	El005G242860
OG0015605	XP_006298429.1	El005G243000
OG0015606	XP_023641529.1	El005G243080
OG0015607	XP_006297088.1	El005G243110
OG0015608	XP_006297331.1	El005G243240
OG0015609	XP_006298683.1	El005G243310
OG0015610	XP_006297777.1	El005G243320
OG0015611	XP_006300088.1	El005G243470
OG0015612	XP_006296694.1	El005G244110
OG0015613	XP_023641408.1	El005G244130
OG0015614	XP_006293840.2	El006G289300
OG0015615	XP_023640665.1	El006G289310
OG0015616	XP_006295229.1	El006G289590
OG0015617	XP_006293799.2	El006G289810
OG0015618	XP_006295692.1	El006G289860
OG0015619	XP_006294270.1	El006G290190
OG0015620	XP_006294666.1	El006G290210
OG0015621	XP_006293689.1	El006G290830
OG0015622	XP_006294168.1	El006G290510
OG0015623	XP_006295551.1	El006G290940
OG0015624	XP_006296442.1	El006G291010
OG0015625	XP_006293504.1	El006G291060
OG0015626	XP_006293442.1	El006G295020
OG0015627	XP_006294647.1	El006G294540
OG0015628	XP_006297741.1	El005G248160
OG0015629	XP_023639680.1	El006G294410
OG0015630	XP_006295077.1	El006G294120
OG0015631	XP_023639673.1	El006G293760
OG0015632	XP_006295460.1	El006G293560
OG0015633	XP_006296443.1	El006G293540
OG0015634	XP_006294724.1	El006G293430
OG0015635	XP_006296216.2, XP_006296219.1	El006G293440
OG0015636	XP_023641881.1	El005G268980
OG0015637	XP_006295230.1	El006G293310
OG0015638	XP_006296196.1	El006G293270
OG0015639	XP_006294870.1	El006G293230
OG0015640	XP_006293506.1	El006G293130
OG0015641	XP_023640841.1	El006G292830
OG0015642	XP_006294816.1	El006G292680
OG0015643	XP_006294589.1	El006G292660
OG0015644	XP_006294495.1	El006G291530
OG0015645	XP_023640077.1	El006G291600
OG0015646	XP_006294550.1	El006G291630
OG0015647	XP_006295953.1	El006G292080
OG0015648	XP_006296531.1	El006G292120
OG0015649	XP_006293846.1	El006G292190
OG0015651	XP_006294202.1	El006G295200
OG0015652	XP_006304525.1	El002G099730
OG0015653	XP_006305845.1	El002G099770
OG0015654	XP_023646023.1	El002G100130
OG0015655	XP_006306369.1	El002G100270
OG0015656	XP_023645923.1	El002G100430
OG0015657	XP_023645633.1	El002G100630
OG0015658	XP_006304316.1	El002G101010
OG0015659	XP_006305734.1	El002G101160
OG0015660	XP_006306700.1	El002G101350
OG0015661	XP_023645955.1	El002G101610
OG0015662	XP_006304885.1	El002G101600
OG0015663	XP_006304808.1	El002G101580
OG0015664	XP_006305310.1	El002G101540
OG0015665	XP_023633057.1	El002G101470
OG0015666	XP_023645043.1	El002G101700
OG0015667	XP_006307007.1	El002G101880
OG0015668	XP_006305935.2	El002G102380
OG0015669	XP_023633137.1	El002G102320
OG0015670	XP_006304965.1	El002G102300
OG0015671	XP_023633136.1	El002G102130
OG0015672	XP_006302150.1	El004G226100
OG0015673	XP_006305676.1	El002G102870
OG0015674	XP_006306210.1	El002G102990
OG0015675	XP_006307461.2	El002G103040
OG0015676	XP_023632801.1	El002G103200
OG0015677	XP_006307016.1	El002G103330
OG0015678	XP_006303432.1	El002G103370
OG0015679	XP_006304178.1	El002G103600
OG0015680	XP_006307629.1	El002G103630
OG0015681	XP_006306486.1	El002G103660
OG0015682	XP_006306888.1	El002G103730
OG0015683	XP_023632611.1	El002G104450
OG0015684	XP_006303171.1	El002G104880
OG0015685	XP_023644891.1	El002G104920
OG0015686	XP_006304635.1	El002G105010
OG0015687	XP_006307427.1	El002G105230
OG0015688	XP_006306288.2	El002G105450
OG0015689	XP_006306166.1	El002G106020
OG0015690	XP_006303894.1	El002G106090
OG0015691	XP_023644831.1	El002G106110
OG0015692	XP_006303243.1	El002G106210
OG0015693	XP_023644908.1	El002G106250
OG0015694	XP_006306531.1	El002G106270
OG0015696	XP_006304328.2	El002G107060, El002G106640
OG0015697	XP_006303258.1	El002G107130
OG0015698	XP_006304237.1	El002G107550
OG0015699	XP_006304546.1	El002G107720
OG0015700	XP_006304306.1	El002G107800
OG0015701	XP_006305047.1	El002G107970
OG0015702	XP_023633030.1	El002G108140
OG0015703	XP_023645274.1	El002G108150
OG0015704	XP_006306396.1	El002G108220
OG0015705	XP_006304329.1	El002G108380
OG0015706	XP_006306762.1	El002G108480
OG0015707	XP_006306339.1	El002G108730
OG0015709	XP_023645818.1	El002G109360
OG0015710	XP_006307628.1	El002G109500
OG0015711	XP_023645015.1	El002G089490
OG0015712	XP_006303626.1	El002G111440
OG0015713	XP_006306437.1	El002G111310
OG0015714	XP_006303169.1	El002G111130
OG0015715	XP_006300707.1	El004G220130
OG0015716	XP_006304788.1	El002G110840
OG0015717	XP_006302275.1	El004G219640
OG0015718	XP_006303703.1	El002G111810
OG0015719	XP_006304911.1	El002G111950
OG0015720	XP_006305211.2	El002G112050
OG0015721	XP_006303882.1	El002G112440
OG0015722	XP_006305681.1	El002G112660
OG0015723	XP_006307565.1	El002G112700
OG0015724	XP_006305582.1	El002G104370
OG0015725	XP_006304119.1	El002G128440
OG0015726	XP_023644837.1	El002G128410
OG0015727	XP_006303919.1	El002G113100
OG0015728	XP_006285260.1	El003G160570
OG0015729	XP_023635105.1	El003G160500
OG0015730	XP_006285997.1	El003G160380
OG0015731	XP_006282544.1	El003G160240
OG0015732	XP_006285210.1	El003G160190
OG0015733	XP_023634943.1	El003G160110
OG0015734	XP_006293890.1	El006G314400
OG0015735	XP_006283607.2	El003G160010
OG0015736	XP_023634734.1	El003G159970
OG0015737	XP_006282961.1	El003G159890
OG0015738	XP_006285667.1	El003G159880
OG0015739	XP_006285931.1	El003G159780
OG0015740	XP_006283270.2	El003G159560
OG0015741	XP_006283026.1	El003G159510
OG0015742	XP_006284353.1	El003G159320
OG0015743	XP_006285475.1	El003G159170
OG0015744	XP_023635648.1	El003G158970
OG0015745	XP_006286259.1	El003G159060
OG0015746	XP_006284272.1	El003G159080
OG0015747	XP_006279683.1	El007G341830
OG0015748	XP_006305019.1	El002G091180
OG0015749	XP_006285134.1	El003G156260
OG0015750	XP_006284487.1	El003G156350
OG0015751	XP_006295387.1	El006G315080
OG0015752	XP_006296309.1	El006G316070
OG0015753	XP_006295092.2	El006G315990
OG0015754	XP_006294293.1	El006G316750
OG0015755	XP_006293942.1	El006G317960
OG0015756	XP_006296515.1	El006G318260
OG0015757	XP_006293655.1	El006G318440
OG0015758	XP_006295423.1	El006G318550
OG0015759	XP_006294625.1	El006G318650
OG0015760	XP_006283888.1	El003G156240
OG0015761	XP_006294129.2	El006G318950
OG0015762	XP_006293984.1	El006G319290
OG0015763	XP_006294884.1	El006G319630
OG0015764	XP_023638281.1	El001G025130
OG0015765	XP_006294135.1	El006G319820
OG0015766	XP_023639430.1	El006G320270
OG0015767	XP_023641014.1	El006G320360
OG0015768	XP_006296468.1	El006G320370
OG0015769	XP_023639486.1	El006G320640
OG0015770	XP_023639777.1	El006G320700
OG0015771	XP_023640005.1	El006G321060
OG0015772	XP_006294653.1	El006G321560
OG0015773	XP_006296348.1	El006G321660
OG0015774	XP_006294350.1	El006G321680
OG0015775	XP_006279817.2	El006G321790
OG0015776	XP_006305417.1	El002G098540
OG0015777	XP_023645717.1	El002G098320
OG0015778	XP_006304131.1	El002G098210
OG0015779	XP_023645601.1	El002G098200
OG0015780	XP_006307479.1	El002G098180
OG0015781	XP_006304252.1	El002G098100
OG0015782	XP_006304464.1	El002G097890
OG0015783	XP_023644893.1	El002G097840
OG0015784	XP_023645650.1	El002G097480
OG0015785	XP_006306393.1	El002G097530
OG0015786	XP_006304161.1	El002G097320
OG0015787	XP_006307650.1	El002G097190
OG0015788	XP_006306135.2	El002G096870
OG0015790	XP_006303153.1	El002G096780
OG0015791	XP_006307445.1	El002G096540
OG0015792	XP_006303312.1	El002G096150
OG0015793	XP_006303946.1	El002G096060
OG0015794	XP_006304711.1	El002G095960
OG0015795	XP_006306686.2	El002G095900
OG0015796	XP_023644848.1	El002G095840
OG0015797	XP_006304754.2	El002G095720
OG0015798	XP_023632805.1	El002G095730
OG0015799	XP_006307619.1	El002G095490
OG0015800	XP_023645169.1	El002G095120
OG0015801	XP_006306834.1	El002G094970
OG0015802	XP_006305439.1	El002G094810
OG0015803	XP_006303047.1	El004G199120
OG0015804	XP_006305492.2	El002G094650
OG0015805	XP_006305467.1	El002G094370
OG0015806	XP_023644712.1	El002G093950
OG0015807	XP_006305142.1	El002G093900
OG0015808	XP_006305846.2	El002G093870
OG0015809	XP_006307578.2	El002G093760
OG0015810	XP_006305398.1	El002G093550
OG0015811	XP_006305727.1	El002G093510
OG0015812	XP_006306425.1	El002G093350
OG0015813	XP_006304862.1	El002G093210
OG0015814	XP_023645456.1	El002G092630
OG0015815	XP_006304299.1	El002G092650
OG0015816	XP_023632895.1	El002G092810
OG0015817	XP_023633234.1	El002G092860
OG0015818	XP_006306630.1	El002G093030
OG0015819	XP_023645691.1	El002G092480
OG0015820	XP_006307058.1	El002G092260
OG0015821	XP_023632650.1	El002G092250
OG0015822	XP_006307382.1	El002G092080
OG0015823	XP_006304210.1	El002G092000
OG0015824	XP_006305368.1	El002G091980
OG0015825	XP_023632944.1	El002G091880
OG0015826	XP_006304477.1	El002G091780
OG0015827	XP_006304207.1	El002G091520
OG0015828	XP_006306655.1	El002G091320
OG0015829	XP_006306095.1	El002G091410
OG0015830	XP_006305381.1	El002G090820
OG0015831	XP_006306426.1	El002G090340
OG0015832	XP_023634456.1, XP_023645801.1	El002G090360
OG0015833	XP_023638304.1	El001G046660
OG0015834	XP_006306847.1	El002G090100
OG0015835	XP_006305486.1	El002G089820
OG0015836	XP_006303302.1	El002G089510
OG0015837	XP_006303732.1	El002G089430
OG0015838	XP_006306042.1	El002G089370
OG0015839	XP_006305018.1	El002G088930
OG0015840	XP_006306699.1	El002G089230
OG0015841	XP_006307051.1	El002G089210
OG0015842	XP_006306676.1	El002G089090
OG0015843	XP_006306187.2	El002G089060
OG0015844	XP_006306354.1	El002G088900
OG0015845	XP_006304917.1	El002G088890
OG0015846	XP_006305857.1	El002G088870
OG0015847	XP_006306038.1	El002G088820
OG0015848	XP_006307017.1	El002G088300
OG0015849	XP_023632839.1	El002G107330, El002G088150
OG0015850	XP_006280436.1	El007G348760
OG0015851	XP_006304682.2	El002G088140
OG0015852	XP_006303960.2	El002G088120
OG0015853	XP_006303862.1	El002G087650
OG0015854	XP_023644600.1	El002G087600
OG0015855	XP_023646026.1	El002G087260
OG0015856	XP_006305299.1	El002G087240
OG0015857	XP_006307618.1	El002G087180
OG0015858	XP_023632804.1	El002G087100
OG0015859	XP_006307306.1	El002G087070
OG0015860	XP_023645134.1	El002G087060
OG0015861	XP_006306024.2	El002G086970
OG0015862	XP_006303956.1	El002G086590
OG0015863	XP_006287022.1	El001G059370
OG0015864	XP_023645370.1	El002G085890
OG0015865	XP_006306477.1	El002G085860
OG0015866	XP_023645416.1	El002G085850
OG0015867	XP_006306944.1	El002G085400
OG0015868	XP_023645335.1	El002G085640
OG0015869	XP_023645271.1	El002G085260
OG0015870	XP_006306146.2	El002G085240
OG0015871	XP_006306694.1	El002G085230
OG0015872	XP_006305556.1	El002G085080
OG0015873	XP_006306852.1	El002G084890
OG0015874	XP_006303463.1	El002G084530
OG0015875	XP_006303299.1	El002G084400
OG0015876	XP_006306829.1	El002G084290
OG0015877	XP_006307128.2	El002G084080
OG0015878	XP_006303529.1	El002G084180
OG0015879	XP_006305510.1	El002G084010
OG0015880	XP_006304532.2	El002G083990
OG0015881	XP_006306019.1	El002G083580
OG0015882	XP_006307480.1	El002G083410
OG0015883	XP_006305484.1	El003G180190, El002G083010
OG0015884	XP_023645093.1	El002G082960
OG0015885	XP_006303692.1	El002G082790
OG0015886	XP_006306838.2	El002G082780
OG0015887	XP_006305215.1	El002G082770
OG0015888	XP_023644739.1	El002G082720
OG0015889	XP_006307695.1	El002G082690
OG0015890	XP_023633010.1	El002G082670
OG0015891	XP_023645583.1	El002G082580
OG0015892	XP_023644716.1	El002G082500
OG0015893	XP_023644677.1	El002G082430
OG0015894	XP_006289792.1	El001G067730
OG0015895	XP_006289626.1	El001G066930
OG0015896	XP_006286603.1	El001G067080
OG0015897	XP_023636359.1	El001G067320
OG0015898	XP_006286544.1	El001G067420
OG0015899	XP_023635975.1	El001G067490
OG0015900	XP_006288433.1	El001G066820
OG0015901	XP_006288492.1	El001G066730
OG0015902	XP_006289420.2	El001G066700
OG0015903	XP_023636786.1	El001G065930
OG0015904	XP_006288333.1	El001G066010
OG0015905	XP_006288240.1	El001G066090
OG0015906	XP_006286917.1	El001G066170
OG0015907	XP_006290125.2	El001G066310
OG0015908	XP_006286845.1	El001G065440
OG0015909	XP_006287512.1	El001G065070
OG0015910	XP_006299986.1	El005G236710
OG0015911	XP_023637008.1	El001G065200
OG0015912	XP_006289145.1	El001G064490
OG0015913	XP_023637324.1	El001G064330
OG0015914	XP_006289504.1	El001G064140
OG0015915	XP_006286573.2	El001G064080
OG0015916	XP_006289965.1	El001G064030
OG0015917	XP_006289442.1	El001G063740
OG0015918	XP_006286488.1	El001G063580
OG0015919	XP_006289282.1	El001G063600
OG0015920	XP_006288268.2	El001G063500
OG0015921	XP_023637341.1	El001G063300
OG0015922	XP_006289579.1	El001G063230
OG0015923	XP_006288302.1	El001G063200
OG0015924	XP_006287098.2	El001G062800
OG0015925	XP_006286355.1	El001G062700
OG0015926	XP_006288483.1	El001G062450
OG0015927	XP_006289696.1	El001G062440
OG0015928	XP_006287650.2	El001G062310
OG0015929	XP_006286909.1	El001G062280
OG0015930	XP_006306525.1	El002G091340
OG0015931	XP_006289483.1	El001G061980
OG0015932	XP_006287025.1	El001G061780
OG0015933	XP_006287826.1	El001G061770
OG0015934	XP_006287631.1	El001G061660
OG0015935	XP_006289787.2	El001G061240
OG0015936	XP_006290072.1	El001G051510
OG0015937	XP_006287664.1	El001G051080
OG0015938	XP_006289762.1	El001G050890
OG0015939	XP_023637250.1	El001G050880
OG0015940	XP_006288157.1	El001G049950
OG0015941	XP_006288099.2	El001G049630
OG0015942	XP_023636977.1	El001G049380
OG0015943	XP_023636772.1	El001G049370
OG0015945	XP_006281240.1	El007G345230
OG0015946	XP_023638819.1	El001G018480
OG0015947	XP_006282171.1	El007G345260
OG0015948	XP_023634863.1	El003G158160
OG0015949	XP_006280677.1	El007G346280
OG0015950	XP_006279873.2	El007G347410
OG0015951	XP_006280150.1	El007G348740
OG0015952	XP_006281739.1	El007G349380
OG0015953	XP_006279966.1	El007G348980
OG0015954	XP_006286713.1	El001G064100
OG0015955	XP_006287094.1	El001G075000
OG0015956	XP_006289396.1, XP_006279172.2	El001G074940
OG0015957	XP_006287632.1	El001G067790
OG0015958	XP_023637516.1	El001G067800
OG0015959	XP_006286677.1	El001G075100
OG0015960	XP_006289319.1	El001G075370
OG0015961	XP_006280608.1	El006G317870
OG0015962	XP_006305130.1	El002G128100
OG0015963	XP_006280492.2	El007G350660
OG0015964	XP_006286559.1	El001G075590
OG0015965	XP_006288953.1	El001G075900
OG0015966	XP_006288259.1	El001G076070
OG0015967	XP_006287574.1	El001G076130
OG0015968	XP_023636197.1	El001G076260
OG0015969	XP_006287311.1	El001G076280
OG0015970	XP_023636438.1	El001G076290
OG0015971	XP_006287867.1	El001G076430
OG0015972	XP_006288437.1	El001G076450
OG0015973	XP_006287504.1	El001G076500
OG0015974	XP_006287273.1	El001G076530
OG0015975	XP_006287086.1	El001G076560
OG0015976	XP_006288997.1	El001G076910
OG0015977	XP_023642184.1	El005G251560
OG0015978	XP_006287996.1	El001G077060
OG0015979	XP_006289209.1	El001G077140
OG0015980	XP_006288222.1	El001G077250
OG0015981	XP_006286934.1	El001G077600
OG0015982	XP_006306528.1	El002G101150
OG0015983	XP_006286816.1	El001G077940
OG0015984	XP_006286376.1	El001G078000
OG0015985	XP_023635795.1	El001G078100
OG0015986	XP_006289278.1	El001G051820
OG0015987	XP_023635959.1	El001G051840
OG0015988	XP_006290118.1	El001G051860
OG0015989	XP_006288877.2	El001G052190
OG0015990	XP_006289879.1	El001G053040
OG0015991	XP_006288736.1	El001G053520
OG0015992	XP_006288885.1	El001G054320
OG0015993	XP_006287508.1	El001G054470
OG0015994	XP_006289241.1	El001G054520
OG0015995	XP_023636511.1	El001G054730
OG0015996	XP_006287156.1	El001G055540
OG0015997	XP_023635780.1	El001G055510
OG0015998	XP_006288304.1	El001G055290
OG0015999	XP_023636490.1	El001G055280
OG0016000	XP_006289749.1	El001G055800
OG0016001	XP_006287298.1	El001G055850
OG0016002	XP_006287134.1	El001G056160
OG0016003	XP_006287442.1	El001G056190
OG0016004	XP_006287966.1	El001G056320
OG0016005	XP_023641109.1	El005G269420
OG0016006	XP_023635755.1	El001G056520
OG0016007	XP_023636299.1	El001G056600
OG0016009	XP_006287921.1	El001G057110
OG0016010	XP_023636206.1	El007G329960
OG0016011	XP_006282075.1	El007G329940
OG0016012	XP_006292961.1	El001G041380
OG0016013	XP_006281903.1	El007G329750
OG0016014	XP_006280363.1	El007G329460
OG0016015	XP_006280383.1	El007G329440
OG0016016	XP_023642235.1	El007G329210
OG0016017	XP_006279662.1	El007G329090
OG0016018	XP_006280451.1	El007G328690
OG0016019	XP_006280595.1	El007G328640
OG0016020	XP_006282034.1	El007G328470
OG0016021	XP_006279913.1	El007G328380
OG0016022	XP_006282174.1	El007G328370
OG0016023	XP_006280331.1	El007G328090
OG0016024	XP_006279581.1	El007G328010
OG0016025	XP_023633456.1	El007G327860
OG0016026	XP_006281155.2	El007G327730
OG0016027	XP_006280287.1	El007G327640
OG0016028	XP_023641077.1	El007G327510
OG0016029	XP_006281858.1	El007G332660
OG0016030	XP_023633592.1	El007G332820
OG0016031	XP_006279969.1	El007G332920
OG0016032	XP_023636575.1	El007G332930
OG0016033	XP_023643469.1	El007G333000
OG0016034	XP_023633596.1	El006G304230, El007G333040
OG0016035	XP_023638494.1	El007G333300
OG0016036	XP_006279807.1	El007G333320
OG0016037	XP_023638335.1	El001G021570
OG0016038	XP_006291123.1	El001G021490
OG0016039	XP_006292378.1	El001G021320
OG0016040	XP_006291871.1	El001G020900
OG0016041	XP_006290467.2	El001G020530
OG0016042	XP_006291327.1	El001G020490
OG0016043	XP_023637888.1	El001G020440
OG0016044	XP_023638510.1	El001G020320
OG0016045	XP_006290734.1	El001G020210
OG0016046	XP_006290947.1	El001G020060
OG0016047	XP_006292229.1	El001G019620
OG0016048	XP_006292362.2	El001G019540
OG0016049	XP_006290272.1	El001G019510
OG0016050	XP_006288106.1	El001G055260
OG0016051	XP_006291319.2	El001G019210
OG0016052	XP_006291302.1	El001G018830
