Orthogroup	Capsella_rubella	Odontarrhena_muralis
OG0015070	XP_006305657.1	Om007G287320
OG0015071	XP_006307502.1	Om001G016750
OG0015072	XP_023645266.1	Om007G287670
OG0015073	XP_006307420.2	Om007G287680
OG0015074	XP_023632911.1	Om007G287700
OG0015075	XP_006281077.1	Om007G286950
OG0015076	XP_023645560.1	Om007G286900
OG0015077	XP_006306906.1	Om007G288160
OG0015078	XP_006297324.1	Om002G071010
OG0015079	XP_006306638.1	Om007G288060
OG0015080	XP_006303151.1	Om007G288070
OG0015081	XP_006279936.1	Om006G236610
OG0015082	XP_006307594.1	Om007G288520
OG0015083	XP_006307000.1	Om007G288690
OG0015084	XP_006305984.1	Om007G289510
OG0015085	XP_006305826.1	Om007G290110
OG0015086	XP_023645475.1	Om007G290250
OG0015087	XP_006307659.1	Om007G290460
OG0015088	XP_023633048.1	Om007G290490
OG0015089	XP_006305599.1	Om007G290540
OG0015090	XP_006307712.1	Om007G290560
OG0015091	XP_023645524.1	Om007G291140
OG0015092	XP_023632703.1	Om007G291310
OG0015093	XP_006306427.1	Om007G291340
OG0015094	XP_006282994.1	Om001G034580
OG0015095	XP_006284026.2	Om001G034880
OG0015096	XP_006286145.1	Om001G035420
OG0015097	XP_006284178.1	Om001G035490
OG0015098	XP_006285447.2	Om001G035560
OG0015099	XP_006283275.1	Om001G035640
OG0015100	XP_006285081.1	Om001G035660
OG0015101	XP_006283031.1	Om001G035880
OG0015102	XP_006284619.1	Om001G036130
OG0015103	XP_006285423.1	Om001G036760
OG0015104	XP_006284240.1	Om001G036810
OG0015105	XP_006283881.1	Om001G036860
OG0015106	XP_023634871.1	Om001G036870
OG0015107	XP_006283712.1	Om001G036890
OG0015108	XP_006286082.1	Om001G037420
OG0015109	XP_006284273.2	Om001G037670
OG0015110	XP_006283164.1	Om001G037910
OG0015111	XP_006283983.2	Om001G037940
OG0015113	XP_006284436.1	Om003G106120
OG0015114	XP_023634895.1	Om001G038390
OG0015115	XP_006284228.1	Om001G038750
OG0015116	XP_006282520.2	Om001G039020
OG0015117	XP_006283970.1	Om001G039080
OG0015118	XP_006283225.1	Om001G039190
OG0015119	XP_023633709.1	Om002G056340, Om001G039230
OG0015120	XP_023634604.1	Om001G039250
OG0015121	XP_006283165.1	Om001G039540
OG0015122	XP_023634645.1	Om001G039890
OG0015123	XP_023634942.1	Om001G039920
OG0015124	XP_006285428.1	Om001G040080
OG0015125	XP_006283504.1	Om001G040420
OG0015126	XP_006283984.1	Om001G040500
OG0015127	XP_006285949.1	Om001G040800
OG0015128	XP_006283496.1	Om001G040900
OG0015129	XP_006283248.1	Om001G041170
OG0015130	XP_006285639.1	Om001G041220
OG0015131	XP_006284098.1	Om001G041330
OG0015132	XP_006284951.1	Om001G041360
OG0015133	XP_006284278.1	Om001G041390
OG0015134	XP_023633793.1	Om001G041810
OG0015135	XP_006285049.1	Om001G041780
OG0015136	XP_023635535.1	Om001G041740
OG0015137	XP_023634788.1	Om001G041730
OG0015138	XP_023635209.1	Om001G041670
OG0015139	XP_006283705.1	Om001G041650
OG0015140	XP_023635504.1	Om001G041970
OG0015141	XP_006284322.1	Om004G138160
OG0015142	XP_006284184.1	Om007G313910
OG0015143	XP_006283579.1	Om004G170310
OG0015144	XP_006282723.2	Om004G161290
OG0015145	XP_006283016.1	Om007G313580
OG0015146	XP_006302080.1	Om005G215150
OG0015147	XP_006284638.1	Om007G314000
OG0015148	XP_023634911.1	Om007G314020
OG0015149	XP_023633925.1	Om007G314390
OG0015150	XP_006285023.1	Om007G314420
OG0015151	XP_006293303.1	Om007G314510
OG0015152	XP_006283980.1	Om007G314850
OG0015153	XP_006285672.1	Om007G314930
OG0015154	XP_006283665.1	Om007G314980
OG0015155	XP_006284405.1	Om007G315330
OG0015156	XP_006284726.2	Om007G315650
OG0015157	XP_023634809.1	Om007G316090
OG0015158	XP_006284269.1	Om007G316100
OG0015159	XP_006281103.1	Om008G358640
OG0015160	XP_006304686.1	Om007G291680
OG0015161	XP_023639328.1	Om008G339190
OG0015163	XP_006295668.1	Om008G339140
OG0015164	XP_023637812.1	Om006G267360
OG0015165	XP_006291264.1	Om006G267330
OG0015166	XP_006307062.1	Om007G292670
OG0015167	XP_006293882.1	Om008G338560
OG0015168	XP_006294384.1	Om008G338620
OG0015169	XP_006295041.1	Om008G338640
OG0015170	XP_006294626.1	Om008G338860
OG0015171	XP_006294954.1	Om008G338910
OG0015172	XP_006307286.2	Om001G013400
OG0015173	XP_006288570.1	Om008G343500
OG0015175	XP_006288289.1	Om008G344440
OG0015176	XP_006288267.1	Om008G344450
OG0015178	XP_023636417.1	Om008G344750
OG0015179	XP_006307651.1	Om001G014620
OG0015180	XP_006289117.1	Om008G345380
OG0015181	XP_006295532.1	Om008G340290
OG0015182	XP_006296401.1	Om008G340450
OG0015183	XP_023640765.1	Om008G340470
OG0015184	XP_006295320.1	Om006G272560, Om008G340670
OG0015185	XP_023640873.1	Om008G340730
OG0015186	XP_023640279.1	Om008G340800
OG0015187	XP_023640280.1	Om008G340810
OG0015188	XP_023640566.1	Om008G340970
OG0015190	XP_006282415.2	Om008G352310
OG0015192	XP_006280987.1	Om008G341430
OG0015194	XP_006279557.1	Om008G341730
OG0015195	XP_006281462.1	Om008G341860
OG0015196	XP_006281749.1	Om008G342130
OG0015197	XP_006280774.1	Om008G342190
OG0015198	XP_023636044.1	Om008G342600
OG0015199	XP_023635497.1	Om008G342800
OG0015200	XP_006288021.1	Om006G241470
OG0015201	XP_023633319.1	Om007G277670
OG0015202	XP_006281114.1	Om008G343110
OG0015203	XP_006279580.1	Om008G343090
OG0015204	XP_006288071.1	Om008G346540
OG0015205	XP_023636497.1	Om008G347030
OG0015206	XP_006288500.1	Om001G028880
OG0015207	XP_006289806.2	Om008G347100
OG0015208	XP_006289760.2	Om008G347110
OG0015209	XP_006286605.1	Om008G347610
OG0015210	XP_006289340.1	Om008G347970
OG0015211	XP_006286786.1	Om008G349840
OG0015212	XP_006287163.1	Om008G349940
OG0015213	XP_006288392.1	Om008G350200
OG0015214	XP_006288802.1	Om008G350540
OG0015215	XP_023636336.1	Om008G350560
OG0015216	XP_006288062.1	Om008G350580
OG0015217	XP_023637153.1	Om008G350890
OG0015218	XP_006288860.1	Om008G350990
OG0015219	XP_006289909.1	Om008G351220
OG0015220	XP_023636201.1	Om008G351260
OG0015221	XP_006289911.1	Om008G351740
OG0015222	XP_023636715.1	Om008G351700
OG0015223	XP_006288611.1	Om008G352760
OG0015225	XP_006289425.1	Om008G352110
OG0015226	XP_023638972.1	Om007G312920
OG0015227	XP_006284873.2	Om001G009170
OG0015229	XP_006287381.1	Om008G353690
OG0015230	XP_006288771.1	Om008G353790
OG0015231	XP_006287002.1	Om008G353850
OG0015232	XP_006288732.1	Om008G353920
OG0015233	XP_023635766.1	Om008G353990
OG0015234	XP_006286359.2	Om008G354330
OG0015235	XP_006287894.2	Om008G354780
OG0015236	XP_006288591.1	Om008G355240
OG0015237	XP_006280280.1	Om008G356060
OG0015238	XP_006280014.1	Om008G356570
OG0015239	XP_006282040.1	Om008G356580
OG0015240	XP_023640267.1	Om008G356800
OG0015241	XP_006279583.2	Om008G358040
OG0015242	XP_006281593.1	Om008G358540
OG0015243	XP_006280695.1	Om008G358790
OG0015244	XP_006279484.1	Om008G358840
OG0015245	XP_006280522.2	Om008G358920
OG0015246	XP_006302164.1	Om004G140920
OG0015247	XP_006281679.1	Om008G359110
OG0015248	XP_006280702.1	Om008G359120
OG0015250	XP_006281406.1	Om008G359840
OG0015251	XP_006279907.1	Om008G359890
OG0015252	XP_006279931.2	Om008G360030
OG0015253	XP_006306660.1	Om005G189700
OG0015254	XP_006279972.1	Om002G086220
OG0015255	XP_006279987.1	Om008G361870
OG0015256	XP_023634238.1	Om003G106050
OG0015257	XP_023634304.1	Om003G106130
OG0015258	XP_006279986.1	Om008G362510
OG0015259	XP_006280035.1	Om008G362490
OG0015260	XP_023634837.1	Om003G106370
OG0015261	XP_006299164.1	Om002G076110
OG0015262	XP_006283776.2	Om004G173730
OG0015263	XP_006298815.1	Om002G076790
OG0015264	XP_006285619.2	Om003G105620
OG0015265	XP_023634966.1	Om003G105030
OG0015266	XP_023641816.1	Om002G075290
OG0015267	XP_023634401.1	Om004G170870
OG0015268	XP_023634963.1	Om005G190030
OG0015269	XP_023642031.1	Om002G074560
OG0015270	XP_006298645.2	Om003G104360
OG0015271	XP_006284513.1	Om003G104190
OG0015272	XP_023634602.1	Om003G103900
OG0015273	XP_023634471.1	Om003G103790
OG0015274	XP_006283672.1	Om003G103600
OG0015275	XP_006284799.1	Om003G103550
OG0015276	XP_006282555.1	Om003G103180
OG0015277	XP_006284732.1	Om003G102690
OG0015278	XP_006285829.1	Om003G102680
OG0015279	XP_006297036.1	Om002G071760
OG0015280	XP_006285496.1	Om003G102260
OG0015281	XP_023633989.1	Om003G101560
OG0015282	XP_006296915.1	Om003G101430
OG0015283	XP_006283279.1	Om007G316230
OG0015284	XP_023634594.1	Om007G316410
OG0015285	XP_006286137.2	Om007G316770
OG0015286	XP_006284285.1	Om007G316780
OG0015287	XP_023633931.1	Om007G316990
OG0015288	XP_006284303.1	Om007G317510
OG0015289	XP_023634015.1	Om007G318130
OG0015290	XP_006297981.1	Om006G253710
OG0015291	XP_023639676.1	Om008G318710
OG0015293	XP_006293426.1	Om008G318800
OG0015294	XP_006296350.1	Om008G318840
OG0015295	XP_006295658.1	Om008G319000
OG0015296	XP_006295036.1	Om008G319020
OG0015297	XP_006294178.2	Om008G319030
OG0015298	XP_006293968.1	Om008G319200
OG0015299	XP_023639395.1	Om008G319210
OG0015300	XP_006295080.1	Om008G319270
OG0015301	XP_006296055.1	Om008G319290
OG0015302	XP_006294636.1	Om008G319340
OG0015303	XP_006298789.2	Om002G061160
OG0015304	XP_023639628.1	Om008G320010
OG0015305	XP_023640759.1	Om008G320200
OG0015306	XP_023640195.1	Om008G320220
OG0015307	XP_006293857.1	Om008G320490
OG0015308	XP_006293507.2	Om008G320550
OG0015309	XP_006293856.1	Om008G320700
OG0015310	XP_006294256.1	Om008G320830
OG0015311	XP_023640813.1	Om008G321000
OG0015312	XP_006295485.2	Om008G321300
OG0015313	XP_006293786.1	Om008G321490
OG0015314	XP_006295859.1	Om008G321850
OG0015315	XP_006296220.1	Om008G321860
OG0015316	XP_023640491.1	Om008G321880
OG0015317	XP_006294765.1	Om008G322240
OG0015318	XP_006296333.1	Om008G322340
OG0015319	XP_006295154.1	Om008G322360
OG0015320	XP_006295216.1	Om008G322480
OG0015321	XP_023639648.1	Om008G322510
OG0015322	XP_006293383.1	Om008G322680
OG0015323	XP_006294886.1	Om008G322700
OG0015324	XP_006294952.1	Om008G322830
OG0015325	XP_023640805.1	Om008G322890
OG0015326	XP_006293703.1	Om008G323070
OG0015327	XP_006295211.1	Om008G323590
OG0015328	XP_023640468.1	Om008G323960
OG0015329	XP_006296075.1	Om008G324110
OG0015330	XP_006293816.1	Om008G324810
OG0015331	XP_023640151.1	Om008G325030
OG0015332	XP_006294367.1	Om008G325170
OG0015333	XP_023639776.1	Om008G325200
OG0015334	XP_006294241.1	Om008G325470
OG0015335	XP_006293936.2	Om008G325690
OG0015336	XP_023640075.1	Om008G325870
OG0015337	XP_023640512.1	Om008G326020
OG0015338	XP_006295434.1	Om008G326100
OG0015339	XP_006294801.1	Om008G326210
OG0015340	XP_006294528.1	Om008G326220
OG0015341	XP_023640943.1	Om008G326310
OG0015342	XP_006294817.1	Om008G326380
OG0015343	XP_023640935.1	Om008G326660
OG0015344	XP_006294802.1	Om008G327220
OG0015345	XP_006296500.2	Om008G326910
OG0015346	XP_006296537.2	Om008G327880
OG0015347	XP_006287540.1	Om004G176820
OG0015348	XP_006287846.1	Om004G176810
OG0015349	XP_006287618.1	Om004G176480
OG0015350	XP_006287651.1	Om004G176430
OG0015351	XP_006288996.1	Om004G176230
OG0015352	XP_006286456.1	Om004G176180
OG0015353	XP_023636779.1	Om004G176120
OG0015354	XP_006287324.2	Om004G175860
OG0015355	XP_006289068.1	Om004G175960
OG0015356	XP_006287501.1	Om004G175480
OG0015357	XP_006288593.1	Om004G175310
OG0015358	XP_006289370.1	Om004G174820
OG0015359	XP_006288337.2	Om004G174770
OG0015360	XP_006289498.1	Om004G174750
OG0015361	XP_006290218.1	Om004G174530
OG0015362	XP_006281063.1	Om005G198550
OG0015363	XP_023636027.1	Om004G174350
OG0015364	XP_006289511.1	Om004G174310
OG0015365	XP_006288776.1	Om004G173950
OG0015366	XP_006287318.1	Om004G166300
OG0015367	XP_006289030.1	Om004G173890
OG0015368	XP_006287028.1	Om004G173740
OG0015369	XP_006286626.1	Om004G173670
OG0015370	XP_023637002.1	Om004G173600
OG0015371	XP_023636001.1	Om004G173360
OG0015372	XP_006288276.1	Om004G173090
OG0015373	XP_006286895.1	Om004G173080
OG0015374	XP_006287751.1	Om006G241090
OG0015375	XP_006288683.1	Om006G241940
OG0015376	XP_006288734.1	Om006G241830
OG0015377	XP_023637007.1	Om006G242610
OG0015378	XP_006290016.1	Om006G242700
OG0015379	XP_006282512.1	Om001G021200
OG0015380	XP_006286370.2	Om006G242820
OG0015381	XP_006289144.1	Om006G242890
OG0015382	XP_006288530.2	Om006G243080
OG0015383	XP_006288288.1	Om006G243360
OG0015384	XP_023636351.1	Om006G243440
OG0015385	XP_023637357.1	Om006G243700
OG0015386	XP_006289780.1	Om006G243800
OG0015387	XP_023636919.1	Om006G243890
OG0015388	XP_006286975.1	Om006G244200
OG0015389	XP_006281832.1	Om006G244570
OG0015390	XP_006280064.1	Om006G244760
OG0015391	XP_006280577.1	Om006G244800
OG0015393	XP_006302175.1	Om005G212550
OG0015394	XP_006281633.1	Om006G245400
OG0015395	XP_006280518.1	Om006G245670
OG0015396	XP_006279692.1	Om006G245730
OG0015397	XP_006280714.2	Om006G246250
OG0015398	XP_006279761.1	Om006G246770
OG0015399	XP_006281984.1	Om006G246160
OG0015400	XP_006282191.1	Om006G246560
OG0015401	XP_006280218.1	Om006G234590
OG0015402	XP_023643530.1	Om006G234390
OG0015403	XP_023636806.1	Om006G234350
OG0015404	XP_006280253.1	Om006G234290
OG0015405	XP_006281766.1	Om006G234280
OG0015406	XP_006280122.1	Om006G234260
OG0015407	XP_006279731.1	Om006G234220
OG0015408	XP_006281034.1	Om006G234210
OG0015409	XP_006281746.2	Om006G233990
OG0015410	XP_023640026.1	Om006G233630
OG0015411	XP_006279923.1	Om006G233600
OG0015412	XP_006293789.1	Om008G333870
OG0015413	XP_006279929.1	Om006G233260
OG0015414	XP_006279545.1	Om006G233170
OG0015415	XP_006279787.1	Om006G233150
OG0015416	XP_023637315.1	Om006G233120
OG0015417	XP_006279898.1	Om006G233030
OG0015418	XP_023645466.1	Om006G232980
OG0015419	XP_006280506.1	Om006G232900
OG0015420	XP_023638803.1	Om006G232820
OG0015421	XP_006281755.1	Om006G232750
OG0015422	XP_006280612.2	Om006G232530
OG0015423	XP_023640396.1	Om006G232460
OG0015424	XP_006281591.1	Om006G232110
OG0015425	XP_023643254.1	Om006G231970
OG0015426	XP_006280974.2	Om006G231790
OG0015427	XP_023636785.1	Om006G231640
OG0015428	XP_023633550.1	Om006G231570
OG0015429	XP_006280375.2	Om006G231450
OG0015430	XP_006280393.1	Om006G231190
OG0015431	XP_006280510.1	Om006G231170
OG0015432	XP_023638786.1	Om006G231070
OG0015433	XP_006280214.1	Om006G230970
OG0015434	XP_006280633.1	Om006G230910
OG0015435	XP_006282234.1	Om006G230860
OG0015436	XP_006280329.1	Om006G230720
OG0015437	XP_006280187.1	Om006G230700
OG0015438	XP_006280060.1	Om006G230610
OG0015439	XP_006279789.1	Om006G230300
OG0015440	XP_006293838.1	Om006G270980
OG0015441	XP_006280959.2	Om006G230090
OG0015442	XP_023643187.1	Om006G230060
OG0015443	XP_006280557.1	Om006G229830
OG0015444	XP_006282211.1	Om006G229670
OG0015445	XP_006280859.1	Om006G229630
OG0015446	XP_023636481.1	Om006G229490
OG0015447	XP_006280905.1	Om006G229330
OG0015448	XP_023638362.1	Om006G229270
OG0015449	XP_006280157.1	Om006G229230
OG0015450	XP_006281860.2	Om006G229180
OG0015451	XP_023638326.1	Om006G229070
OG0015452	XP_006281838.1	Om006G228970
OG0015453	XP_006286684.1	Om004G157100
OG0015454	XP_006287263.1	Om004G157900
OG0015455	XP_006287426.1	Om004G157640
OG0015456	XP_006288720.1	Om004G157440
OG0015458	XP_023637404.1	Om004G158120
OG0015459	XP_006287774.1	Om004G158270
OG0015460	XP_023636323.1	Om004G158340
OG0015461	XP_006288361.1	Om004G158430
OG0015462	XP_006286739.1	Om004G158910
OG0015463	XP_006287040.1	Om004G136270
OG0015464	XP_006287578.1	Om004G159200
OG0015465	XP_006288587.1	Om004G159300
OG0015466	XP_006286564.1	Om004G159950
OG0015467	XP_006288418.1	Om004G160090
OG0015468	XP_006287579.1	Om004G160110
OG0015469	XP_006286506.1	Om004G160130
OG0015470	XP_006280641.2	Om006G232190
OG0015471	XP_006287199.2	Om004G160490
OG0015472	XP_006281763.1	Om007G293000
OG0015473	XP_006279558.1	Om007G292920
OG0015474	XP_006280354.2	Om007G292890
OG0015475	XP_006281830.1	Om007G292880
OG0015476	XP_023640717.1	Om007G277420
OG0015477	XP_006281615.1	Om007G277520
OG0015478	XP_006280294.1	Om007G277540
OG0015479	XP_006279679.1	Om007G277640
OG0015480	XP_006279940.2	Om007G277690
OG0015481	XP_006280386.2	Om007G277710
OG0015482	XP_006282187.1	Om007G278030
OG0015483	XP_006293361.1	Om007G279220
OG0015484	XP_006294179.1	Om007G278790
OG0015485	XP_023640485.1	Om007G279580
OG0015486	XP_006295213.1	Om007G279690
OG0015487	XP_006293929.1	Om007G279760
OG0015488	XP_006295070.1	Om007G279770
OG0015489	XP_006295219.2	Om007G279920
OG0015490	XP_023640659.1	Om007G280440
OG0015491	XP_006293935.1	Om007G280590
OG0015492	XP_006293618.1	Om007G280620
OG0015493	XP_023640576.1	Om007G281150
OG0015494	XP_006294040.1	Om007G281720
OG0015495	XP_023640107.1	Om007G281840
OG0015496	XP_006293616.1	Om007G282110
OG0015497	XP_023640988.1	Om007G282950
OG0015498	XP_006294546.1	Om007G283220
OG0015499	XP_006294797.1	Om007G283380
OG0015500	XP_006293604.1	Om007G283430
OG0015501	XP_006295346.1	Om007G283480
OG0015502	XP_023640096.1	Om007G283760
OG0015503	XP_006294965.1	Om007G283900
OG0015504	XP_023639843.1	Om007G283930
OG0015505	XP_023640259.1	Om007G283950
OG0015506	XP_006294057.1	Om007G283990
OG0015507	XP_006294108.1	Om007G284050
OG0015508	XP_023640237.1	Om007G284270
OG0015509	XP_006293611.1	Om007G285110
OG0015510	XP_006293746.1	Om007G285090
OG0015511	XP_006293569.1	Om007G285010
OG0015512	XP_006293969.1	Om007G284930
OG0015514	XP_006296317.1	Om007G284770
OG0015515	XP_006293547.1	Om007G285290
OG0015516	XP_006293962.2	Om007G285300
OG0015517	XP_006293376.1	Om007G285430
OG0015518	XP_006295089.2	Om007G285450
OG0015519	XP_006296073.1	Om007G285460
OG0015520	XP_023640826.1	Om007G285540
OG0015521	XP_006294090.1	Om006G234300
OG0015522	XP_006304213.1	Om001G028820
OG0015523	XP_006287817.1	Om004G157120
OG0015524	XP_006296190.1	Om005G199380
OG0015525	XP_006293917.1	Om004G149390
OG0015526	XP_023640178.1	Om004G151030
OG0015528	XP_023640881.1	Om002G062040
OG0015529	XP_023633190.1	Om004G150970
OG0015530	XP_006294008.1	Om002G059890
OG0015531	XP_023640049.1	Om004G150380
OG0015532	XP_006295714.1	Om003G125840
OG0015533	XP_006293617.1	Om004G150890
OG0015534	XP_006283048.1	Om001G020370
OG0015535	XP_006297296.1	Om002G042650
OG0015536	XP_023641329.1	Om002G042570
OG0015537	XP_006298261.2	Om002G042310
OG0015538	XP_023641836.1	Om002G042260
OG0015539	XP_023645445.1	Om007G288380
OG0015540	XP_006298775.1	Om002G042160
OG0015541	XP_006299844.1	Om002G042090
OG0015542	XP_006297990.1	Om002G042040
OG0015543	XP_023641226.1	Om002G042030
OG0015544	XP_006300243.1	Om002G042000
OG0015545	XP_006279343.2	Om004G177460
OG0015546	XP_006299686.1	Om004G177420
OG0015547	XP_023633469.1	Om004G177390
OG0015548	XP_006279340.1	Om004G177360
OG0015549	XP_023633501.1	Om004G177350
OG0015550	XP_006296113.2	Om004G177320
OG0015551	XP_006279331.1	Om004G177310
OG0015552	XP_006279335.1	Om004G177220
OG0015553	XP_006287754.1	Om004G177170
OG0015554	XP_006287816.1	Om004G177150
OG0015555	XP_023633678.1	Om002G065070
OG0015556	XP_006284029.1	Om006G233940
OG0015557	XP_023642333.1	Om002G043010
OG0015558	XP_006298962.1	Om002G043060
OG0015559	XP_006297594.1	Om002G043390
OG0015560	XP_006300032.1	Om002G043400
OG0015561	XP_006296858.1	Om002G043420
OG0015562	XP_006298828.1	Om002G043470
OG0015563	XP_023642498.1	Om002G043600
OG0015564	XP_023642415.1	Om002G043610
OG0015565	XP_006299835.1	Om002G043750
OG0015566	XP_006299858.1	Om002G043980, Om006G272850
OG0015567	XP_023641200.1	Om002G044020
OG0015568	XP_006297405.1	Om002G044040
OG0015569	XP_006298245.1	Om002G044180
OG0015570	XP_006298263.1	Om002G044310
OG0015571	XP_006298698.1	Om002G044430
OG0015572	XP_006299762.1	Om002G044440
OG0015573	XP_006298706.1	Om002G044710
OG0015574	XP_006297431.1	Om002G045050
OG0015575	XP_006299929.1	Om002G045230
OG0015576	XP_023641551.1	Om002G045300
OG0015577	XP_006298625.1	Om002G045510
OG0015578	XP_006297158.1	Om002G045860
OG0015579	XP_006296937.1	Om002G045940
OG0015580	XP_006299082.1	Om002G046220
OG0015581	XP_006296821.1	Om002G046560
OG0015582	XP_023641429.1	Om002G046630
OG0015583	XP_006299027.1	Om002G047140
OG0015584	XP_006297224.1	Om002G047330
OG0015585	XP_006297716.1	Om002G047620
OG0015586	XP_006298266.1	Om002G047530
OG0015587	XP_006298372.1	Om002G047820
OG0015588	XP_006296883.1	Om002G047830
OG0015589	XP_006297694.2	Om002G048000
OG0015590	XP_006298584.1	Om002G048080
OG0015591	XP_023638243.1	Om003G124750
OG0015592	XP_006297896.1	Om002G048960
OG0015593	XP_006297445.2	Om002G049020
OG0015594	XP_006298539.2	Om002G049520
OG0015595	XP_006297569.1	Om002G049670
OG0015596	XP_023641286.1	Om002G056470, Om001G039140
OG0015597	XP_006297816.1	Om002G049740
OG0015598	XP_006296804.1	Om002G049770
OG0015599	XP_006297410.1	Om002G049840
OG0015600	XP_006299479.1	Om002G049860
OG0015601	XP_006297949.1	Om002G050020
OG0015602	XP_006297628.1	Om002G050050
OG0015603	XP_023641596.1	Om002G050210
OG0015604	XP_006298975.2	Om002G050300
OG0015605	XP_006298429.1	Om002G050420
OG0015606	XP_023641529.1	Om002G050450
OG0015607	XP_006297088.1	Om002G050480
OG0015608	XP_006297331.1	Om002G050580
OG0015609	XP_006298683.1	Om002G050650
OG0015610	XP_006297777.1	Om002G050660
OG0015611	XP_006300088.1	Om002G050830
OG0015612	XP_006296694.1	Om002G051410
OG0015613	XP_023641408.1	Om002G051450
OG0015614	XP_006293840.2	Om008G330160
OG0015615	XP_023640665.1	Om008G330190
OG0015616	XP_006295229.1	Om008G330600
OG0015617	XP_006293799.2	Om008G331280
OG0015618	XP_006295692.1	Om008G331240
OG0015619	XP_006294270.1	Om008G331640
OG0015620	XP_006294666.1	Om008G331670
OG0015621	XP_006293689.1	Om008G332340
OG0015622	XP_006294168.1	Om008G331970
OG0015623	XP_006295551.1	Om008G332520
OG0015624	XP_006296442.1	Om008G332610
OG0015625	XP_006293504.1	Om008G332650
OG0015626	XP_006293442.1	Om008G337970
OG0015627	XP_006294647.1	Om008G337380
OG0015628	XP_006297741.1	Om008G332970
OG0015629	XP_023639680.1	Om008G337210
OG0015630	XP_006295077.1	Om008G336880
OG0015631	XP_023639673.1	Om008G336580
OG0015632	XP_006295460.1	Om008G336340
OG0015633	XP_006296443.1	Om008G336270
OG0015634	XP_006294724.1	Om008G336100
OG0015635	XP_006296216.2, XP_006296219.1	Om008G336110
OG0015636	XP_023641881.1	Om002G075310
OG0015637	XP_006295230.1	Om008G335970
OG0015638	XP_006296196.1	Om008G335930
OG0015639	XP_006294870.1	Om008G335920
OG0015640	XP_006293506.1	Om008G335800
OG0015641	XP_023640841.1	Om008G335430
OG0015642	XP_006294816.1	Om008G335240
OG0015643	XP_006294589.1	Om008G335220
OG0015644	XP_006294495.1	Om008G333340
OG0015645	XP_023640077.1	Om008G333430
OG0015646	XP_006294550.1	Om008G333540
OG0015647	XP_006295953.1	Om008G334250
OG0015648	XP_006296531.1	Om008G334300
OG0015649	XP_006293846.1	Om008G334560
OG0015651	XP_006294202.1	Om008G338120
OG0015652	XP_006304525.1	Om005G196450
OG0015653	XP_006305845.1	Om005G196490
OG0015654	XP_023646023.1	Om005G196990
OG0015655	XP_006306369.1	Om005G197180
OG0015656	XP_023645923.1	Om005G197390
OG0015657	XP_023645633.1	Om005G197610
OG0015658	XP_006304316.1	Om005G198020
OG0015659	XP_006305734.1	Om005G198100
OG0015660	XP_006306700.1	Om005G198390
OG0015661	XP_023645955.1	Om005G198780
OG0015662	XP_006304885.1	Om005G198770
OG0015663	XP_006304808.1	Om005G198750
OG0015664	XP_006305310.1	Om005G198710
OG0015665	XP_023633057.1	Om005G198630
OG0015666	XP_023645043.1	Om005G198870
OG0015667	XP_006307007.1	Om005G199160
OG0015668	XP_006305935.2	Om005G199810
OG0015669	XP_023633137.1	Om005G199700
OG0015670	XP_006304965.1	Om005G199670
OG0015671	XP_023633136.1	Om005G199560
OG0015672	XP_006302150.1	Om004G140700
OG0015673	XP_006305676.1	Om005G200470
OG0015674	XP_006306210.1	Om005G200680
OG0015675	XP_006307461.2	Om005G200720
OG0015676	XP_023632801.1	Om005G200840
OG0015677	XP_006307016.1	Om005G200930
OG0015678	XP_006303432.1	Om005G200970
OG0015679	XP_006304178.1	Om005G201230
OG0015680	XP_006307629.1	Om005G201260
OG0015681	XP_006306486.1	Om005G201290
OG0015682	XP_006306888.1	Om005G201390
OG0015683	XP_023632611.1	Om005G202260
OG0015684	XP_006303171.1	Om005G202610
OG0015685	XP_023644891.1	Om005G202640
OG0015686	XP_006304635.1	Om005G202710
OG0015687	XP_006307427.1	Om005G203030
OG0015688	XP_006306288.2	Om005G203260
OG0015689	XP_006306166.1	Om005G203890
OG0015690	XP_006303894.1	Om005G203960
OG0015691	XP_023644831.1	Om005G203970
OG0015692	XP_006303243.1	Om005G204140
OG0015693	XP_023644908.1	Om005G204180
OG0015694	XP_006306531.1	Om005G204200
OG0015695	XP_006304769.1	Om005G182660
OG0015696	XP_006304328.2	Om005G204630
OG0015697	XP_006303258.1	Om005G204680
OG0015698	XP_006304237.1	Om005G204980
OG0015699	XP_006304546.1	Om005G205120
OG0015700	XP_006304306.1	Om005G205200
OG0015701	XP_006305047.1	Om005G205330
OG0015702	XP_023633030.1	Om005G205550
OG0015703	XP_023645274.1	Om005G205570
OG0015704	XP_006306396.1	Om005G205630
OG0015705	XP_006304329.1	Om005G206950
OG0015706	XP_006306762.1	Om004G143400
OG0015707	XP_006306339.1	Om004G143760
OG0015708	XP_006305671.1	Om004G144460
OG0015709	XP_023645818.1	Om004G144550
OG0015710	XP_006307628.1	Om004G144690
OG0015711	XP_023645015.1	Om005G184550
OG0015712	XP_006303626.1	Om004G145510
OG0015713	XP_006306437.1	Om004G145990
OG0015714	XP_006303169.1	Om004G146220
OG0015715	XP_006300707.1	Om005G209830
OG0015716	XP_006304788.1	Om004G146590
OG0015717	XP_006302275.1	Om005G210360
OG0015718	XP_006303703.1	Om004G146780
