Orthogroup	Capsella_rubella	Alyssum_gmelinii
OG0013258	XP_006307488.1	Ag007G582790
OG0013259	XP_006306142.2	Ag007G582590
OG0013260	XP_006303506.2	Ag007G582460
OG0013261	XP_006299053.2	Ag008G713710, Ag005G428910
OG0013262	XP_006305267.1	Ag007G582320
OG0013263	XP_006306787.1	Ag007G582120
OG0013264	XP_006307207.1	Ag007G581530
OG0013265	XP_023644910.1	Ag007G580800
OG0013266	XP_006282960.1	Ag003G285440
OG0013267	XP_006285677.1	Ag003G285480
OG0013268	XP_006284954.1	Ag003G286030
OG0013269	XP_023633908.1	Ag003G286890
OG0013270	XP_006282758.2	Ag003G286940
OG0013271	XP_006285911.1	Ag003G287020
OG0013272	XP_006296848.1	Ag005G414680
OG0013273	XP_006283267.1	Ag003G288340
OG0013274	XP_006282854.1	Ag003G288600
OG0013275	XP_006284660.1	Ag002G166170, Ag003G288610
OG0013276	XP_023634396.1	Ag003G288640
OG0013277	XP_023634185.1	Ag003G288740
OG0013278	XP_023634194.1	Ag003G288880
OG0013279	XP_006283063.1	Ag003G289080
OG0013280	XP_006283489.2	Ag003G289180
OG0013281	XP_006283453.1	Ag003G289680
OG0013282	XP_023634762.1	Ag003G290290
OG0013283	XP_023635093.1	Ag003G290300
OG0013284	XP_006286153.1	Ag003G290410
OG0013285	XP_006284651.2	Ag003G291230
OG0013286	XP_023635691.1	Ag003G292340
OG0013287	XP_006290829.2	Ag001G072530
OG0013288	XP_006283375.1	Ag003G293000, Ag003G292990
OG0013289	XP_006284730.1	Ag003G293030
OG0013290	XP_006283343.1	Ag003G293070
OG0013291	XP_006283901.1	Ag003G293430
OG0013292	XP_006282671.2	Ag003G293450
OG0013293	XP_023633757.1	Ag003G293460
OG0013294	XP_023632995.1	Ag007G584120
OG0013295	XP_023635086.1	Ag003G293510
OG0013296	XP_006284058.1	Ag003G294780
OG0013297	XP_023634565.1	Ag003G294890
OG0013298	XP_023634817.1	Ag003G294900
OG0013300	XP_006282679.1	Ag003G295190
OG0013301	XP_006285644.1	Ag003G295480
OG0013302	XP_006284330.1	Ag003G296370
OG0013303	XP_006283781.1	Ag003G296550
OG0013304	XP_006283927.2	Ag003G296610
OG0013305	XP_006285229.1	Ag003G296840
OG0013306	XP_023633796.1	Ag003G297040
OG0013307	XP_023634613.1	Ag003G296960
OG0013308	XP_006282731.1	Ag003G296920
OG0013309	XP_006284385.1	Ag003G297090
OG0013310	XP_023639534.1	Ag006G521770
OG0013311	XP_006283073.1	Ag003G285540
OG0013312	XP_006284223.1	Ag007G644870
OG0013313	XP_006284604.1	Ag007G583190
OG0013314	XP_006283411.1	Ag007G645000
OG0013315	XP_006284219.1	Ag007G645480
OG0013316	XP_006286320.2	Ag004G307000
OG0013317	XP_023634550.1	Ag007G645730
OG0013318	XP_023635437.1	Ag007G645770
OG0013319	XP_006284596.1	Ag007G645870
OG0013320	XP_006283752.1	Ag007G645990
OG0013321	XP_006284003.2	Ag007G646220
OG0013322	XP_023637825.1	Ag007G646700
OG0013323	XP_023634447.1	Ag007G646880
OG0013324	XP_006283513.1	Ag007G647060
OG0013325	XP_023634198.1	Ag007G647240
OG0013326	XP_006284470.1	Ag007G647250
OG0013327	XP_006283307.1	Ag007G647260
OG0013328	XP_006284346.2	Ag007G647750
OG0013329	XP_006282750.1	Ag007G648070
OG0013331	XP_006283717.1	Ag004G333730
OG0013332	XP_006283155.1	Ag007G649470, Ag005G462980
OG0013333	XP_006287368.1	Ag007G629560
OG0013334	XP_006303657.1	Ag007G578850
OG0013335	XP_023637810.1	Ag002G197740
OG0013336	XP_006288205.1	Ag002G146100
OG0013337	XP_006280834.2	Ag007G643700
OG0013339	XP_006296247.1	Ag002G163240
OG0013340	XP_006295956.1	Ag002G162860
OG0013341	XP_006288671.1	Ag009G736880, Ag002G151900
OG0013342	XP_006288372.1	Ag002G153520, Ag002G156070
OG0013343	XP_006287267.1	Ag002G155930, Ag002G153310
OG0013345	XP_006287151.2	Ag002G155860, Ag002G153280
OG0013346	XP_006288345.1	Ag002G155790, Ag002G153130
OG0013347	XP_023637167.1	Ag002G149270, Ag002G155670
OG0013348	XP_023635767.1	Ag008G719070
OG0013349	XP_006290109.1	Ag002G120260
OG0013350	XP_006297545.1	Ag005G415090
OG0013351	XP_023632880.1	Ag006G533410
OG0013352	XP_006290057.1	Ag002G107780, Ag002G111330
OG0013353	XP_023636748.1	Ag004G313160
OG0013355	XP_006294014.1	Ag002G160220
OG0013356	XP_006294517.1	Ag002G158760
OG0013357	XP_006294152.1	Ag002G158750
OG0013358	XP_006295585.1	Ag002G158630
OG0013359	XP_006293491.2	Ag002G163550
OG0013360	XP_006281298.1	Ag003G256630
OG0013363	XP_006281624.1	Ag002G158250
OG0013364	XP_006280135.1	Ag002G158120
OG0013365	XP_006280019.1	Ag002G157700
OG0013366	XP_006304196.1	Ag007G584420
OG0013367	XP_006281050.1	Ag002G157280
OG0013368	XP_006281812.1	Ag002G154630, Ag002G157090
OG0013369	XP_023645790.1	Ag001G024930
OG0013370	XP_006280924.1	Ag002G156950, Ag002G154520
OG0013371	XP_006280026.1	Ag002G156810, Ag002G154400
OG0013372	XP_006289702.2	Ag002G156520, Ag002G154070
OG0013373	XP_023636679.1	Ag002G156410, Ag002G153980
OG0013374	XP_006280463.1	Ag002G163740
OG0013375	XP_006279800.1	Ag007G587310
OG0013376	XP_006282265.1	Ag002G153970, Ag002G156390
OG0013377	XP_006294931.1	Ag002G174970
OG0013378	XP_006280531.1	Ag002G153960, Ag002G156350
OG0013379	XP_023642992.1	Ag002G153920, Ag002G156310
OG0013380	XP_023635314.1	Ag002G153870, Ag002G156260
OG0013381	XP_006289847.1	Ag008G724480
OG0013382	XP_006296306.1	Ag002G164600
OG0013383	XP_006288984.1	Ag002G152670
OG0013384	XP_006286995.1	Ag004G375440
OG0013385	XP_006286675.1	Ag002G149080
OG0013386	XP_023636864.1	Ag002G148560
OG0013387	XP_006288754.1	Ag002G148510
OG0013388	XP_023644597.1	Ag006G540110, Ag006G538110
OG0013389	XP_006288876.1	Ag002G148090
OG0013390	XP_023636356.1	Ag002G146850
OG0013391	XP_006286352.2	Ag002G146490
OG0013392	XP_006287990.1	Ag002G146070
OG0013393	XP_006287960.1	Ag002G145990
OG0013394	XP_006286532.1	Ag002G145660, Ag004G383970
OG0013395	XP_006287161.1	Ag002G145630
OG0013396	XP_006287963.1	Ag002G145370
OG0013397	XP_006287901.1	Ag002G145110
OG0013398	XP_006287290.2	Ag002G144970
OG0013399	XP_006287187.1	Ag002G143330
OG0013400	XP_006288258.1	Ag002G143720
OG0013401	XP_006287911.1	Ag002G143100
OG0013402	XP_023636504.1	Ag002G140560
OG0013403	XP_006287500.1	Ag002G140440
OG0013404	XP_006287020.1	Ag002G133350
OG0013405	XP_023637135.1	Ag002G133190
OG0013406	XP_006288136.1	Ag002G131810
OG0013407	XP_023640707.1	Ag002G133180
OG0013408	XP_006281530.1	Ag002G128710
OG0013409	XP_006280500.1	Ag002G127670
OG0013410	XP_006280615.2	Ag002G125360
OG0013412	XP_006279554.1	Ag002G124420
OG0013414	XP_006280604.1	Ag002G103590
OG0013415	XP_006279608.1	Ag002G103600
OG0013416	XP_006280718.1	Ag002G103730
OG0013418	XP_006281686.2	Ag002G104710
OG0013419	XP_006281053.1	Ag002G104950
OG0013420	XP_006279676.1	Ag002G105260
OG0013422	XP_006279596.1	Ag002G106080
OG0013423	XP_006282229.1	Ag002G108050, Ag002G111580
OG0013424	XP_006280370.1	Ag002G116220
OG0013425	XP_006286617.1	Ag008G718820
OG0013426	XP_006282411.2	Ag002G114730, Ag002G122960
OG0013427	XP_006280934.1	Ag002G122860, Ag002G114670
OG0013428	XP_006285569.1	Ag001G042060
OG0013429	XP_006297523.1	Ag005G425770
OG0013430	XP_006283293.1	Ag001G043050
OG0013431	XP_006284402.1	Ag001G043100
OG0013432	XP_006296866.2	Ag005G426830
OG0013433	XP_006282646.1	Ag001G043310
OG0013434	XP_006297814.1	Ag005G427500
OG0013435	XP_006285038.1	Ag001G043960, Ag001G039310
OG0013436	XP_006298066.1	Ag005G429740
OG0013437	XP_006283335.1	Ag001G038390
OG0013438	XP_006282983.1	Ag001G038130
OG0013439	XP_006285602.1	Ag001G037870
OG0013440	XP_006282890.1	Ag001G037730
OG0013441	XP_006283572.1	Ag001G037460
OG0013442	XP_006288685.1	Ag002G146730
OG0013444	XP_006282711.2	Ag001G036550
OG0013445	XP_006283437.1	Ag001G035020
OG0013446	XP_006282693.1	Ag004G349020
OG0013447	XP_023635423.1	Ag001G034540
OG0013448	XP_006286331.2, XP_023635512.1	Ag001G034440
OG0013449	XP_006285060.1	Ag001G034410
OG0013450	XP_006282814.1	Ag001G033560
OG0013451	XP_006285361.1	Ag001G033520
OG0013452	XP_006286056.1	Ag007G649950
OG0013453	XP_023634857.1	Ag007G650820
OG0013454	XP_006283066.1	Ag007G651750
OG0013455	XP_006284657.1	Ag007G653890
OG0013456	XP_006283072.1	Ag007G655740
OG0013457	XP_006283536.1	Ag007G656280
OG0013458	XP_006282634.1	Ag001G065350
OG0013459	XP_006283216.1	Ag002G186010
OG0013460	XP_006282620.1	Ag007G592820
OG0013461	XP_006295825.2	Ag002G206600
OG0013462	XP_006296572.2	Ag002G206400
OG0013463	XP_006296478.1	Ag002G206310
OG0013464	XP_006294464.1	Ag002G206210
OG0013465	XP_006293613.1	Ag002G206190
OG0013466	XP_006294873.1	Ag002G206080
OG0013467	XP_023640974.1	Ag002G205990
OG0013468	XP_006294937.1	Ag002G205720
OG0013469	XP_006294308.1	Ag002G204600
OG0013470	XP_006294072.2	Ag002G204590
OG0013471	XP_006293976.2	Ag002G204440
OG0013472	XP_006293476.1	Ag002G204420
OG0013473	XP_006296454.1	Ag002G203720
OG0013474	XP_006293455.1	Ag002G203440
OG0013475	XP_006295827.1	Ag002G203380
OG0013476	XP_006293445.1	Ag002G203340
OG0013477	XP_006294456.1	Ag002G203320
OG0013478	XP_006294418.1	Ag002G203250
OG0013479	XP_023639484.1	Ag002G202950
OG0013480	XP_023639448.1	Ag002G202810
OG0013481	XP_006293977.1	Ag002G202780
OG0013482	XP_006295941.1	Ag002G202680
OG0013483	XP_006294413.1	Ag002G202660
OG0013484	XP_006294575.1	Ag002G202000
OG0013485	XP_023639533.1	Ag002G201470
OG0013486	XP_006293533.1	Ag002G200070
OG0013487	XP_023638992.1	Ag001G092510
OG0013488	XP_006294054.1	Ag002G199840
OG0013489	XP_006294365.2	Ag002G199790
OG0013490	XP_006293918.1	Ag002G199530
OG0013491	XP_006295614.1	Ag002G199390
OG0013492	XP_006294328.1	Ag002G199370
OG0013493	XP_006295630.2	Ag002G199120
OG0013494	XP_006294042.1	Ag002G198590, Ag007G648850
OG0013495	XP_006295652.1	Ag002G198380
OG0013496	XP_006295181.1	Ag002G197920
OG0013497	XP_006295607.1	Ag002G197300
OG0013498	XP_006295895.1	Ag002G197070
OG0013499	XP_006296106.1	Ag002G196790
OG0013500	XP_023640815.1	Ag002G196700
OG0013501	XP_006294690.2	Ag002G196140
OG0013502	XP_023639906.1	Ag002G196030
OG0013503	XP_006294058.1	Ag002G195880
OG0013504	XP_006293679.1	Ag002G195100
OG0013505	XP_006291211.1	Ag001G088000
OG0013506	XP_006295197.1	Ag002G193230
OG0013507	XP_023639548.1	Ag002G193340
OG0013508	XP_006294175.1	Ag002G192560
OG0013509	XP_006296277.1	Ag002G192580
OG0013510	XP_006289006.1	Ag006G491680
OG0013511	XP_006289328.1	Ag006G491800
OG0013512	XP_006288012.1	Ag006G492180
OG0013513	XP_006288649.1	Ag006G492320
OG0013514	XP_006287417.1	Ag006G492430
OG0013515	XP_023637217.1	Ag006G492730
OG0013516	XP_006288886.1	Ag006G492800
OG0013517	XP_006288408.1	Ag006G492920
OG0013518	XP_006288199.1	Ag006G492980
OG0013519	XP_006288190.1	Ag006G493520
OG0013520	XP_006287051.1	Ag006G494040
OG0013521	XP_006287809.1	Ag006G494030
OG0013522	XP_006286430.1	Ag006G495600
OG0013523	XP_023637154.1	Ag006G495620
OG0013524	XP_006290075.1	Ag006G495860
OG0013525	XP_006287011.1	Ag006G496080
OG0013526	XP_006287076.1	Ag006G496090
OG0013527	XP_006287844.1	Ag006G496530
OG0013529	XP_006288191.1	Ag006G496940
OG0013530	XP_006288908.1	Ag006G496960
OG0013531	XP_023637501.1	Ag006G497310
OG0013532	XP_006286508.1	Ag006G497390
OG0013533	XP_006290131.1	Ag006G497440
OG0013534	XP_006286906.1	Ag006G497480
OG0013535	XP_023636210.1	Ag006G497570
OG0013536	XP_006286682.1	Ag006G497580
OG0013537	XP_023636711.1	Ag008G718710
OG0013539	XP_006287138.1	Ag008G719350
OG0013540	XP_006288077.1	Ag008G717720
OG0013541	XP_006287593.1	Ag008G717710
OG0013542	XP_006289389.1	Ag008G716590
OG0013543	XP_006288274.1	Ag008G716260
OG0013544	XP_006287902.1	Ag008G716170
OG0013545	XP_006288383.1	Ag008G716140
OG0013546	XP_006287736.1	Ag008G715990
OG0013547	XP_006287473.1	Ag008G714020
OG0013548	XP_006286498.1	Ag008G714010
OG0013549	XP_006290201.1	Ag008G713700
OG0013550	XP_006280734.1	Ag008G712900
OG0013551	XP_006280609.1	Ag008G712770
OG0013552	XP_006280106.2	Ag008G712760
OG0013553	XP_006282297.2	Ag008G712540
OG0013554	XP_006280984.1	Ag008G712310
OG0013555	XP_006282166.1	Ag008G710650
OG0013556	XP_006280582.1	Ag008G709060
OG0013557	XP_006280828.2	Ag008G708930
OG0013558	XP_006280446.1	Ag008G708900
OG0013559	XP_006304566.1	Ag007G583850
OG0013561	XP_023639607.1	Ag008G729130
OG0013562	XP_006280392.1	Ag008G729220
OG0013563	XP_006279591.1	Ag008G729620
OG0013564	XP_006280449.1	Ag008G729770
OG0013565	XP_006279576.1	Ag008G730210
OG0013566	XP_006280708.1	Ag008G730570
OG0013567	XP_006281785.1	Ag008G730630
OG0013569	XP_006281974.2	Ag008G730860
OG0013570	XP_023635169.1	Ag008G730960
OG0013571	XP_006280266.1	Ag008G731020
OG0013572	XP_006282245.1	Ag008G731120
OG0013573	XP_006280078.1	Ag008G731220
OG0013574	XP_006280592.2	Ag008G731270
OG0013575	XP_023643103.1	Ag008G731400
OG0013576	XP_006281486.1	Ag008G731490
OG0013577	XP_006298310.1	Ag005G410660, Ag008G731650
OG0013578	XP_006280853.2	Ag008G731710
OG0013579	XP_006281074.2	Ag003G280820, Ag008G731810
OG0013580	XP_006281347.1	Ag008G732260
OG0013581	XP_006282141.1	Ag008G732580
OG0013582	XP_006282127.2	Ag008G733020
OG0013583	XP_006280440.1	Ag008G733460
OG0013584	XP_006280895.1	Ag008G733470
OG0013585	XP_006280309.1	Ag008G733570
OG0013586	XP_006280727.2	Ag008G733650
OG0013587	XP_023639600.1	Ag008G733790, Ag008G733830
OG0013588	XP_006280894.1	Ag008G734020
OG0013589	XP_006282183.1	Ag008G734050
OG0013590	XP_006279725.1	Ag008G734080
OG0013591	XP_006280091.1	Ag008G734280
OG0013592	XP_006280566.1	Ag008G734360
OG0013593	XP_006281625.1	Ag008G734450
OG0013594	XP_006280643.1	Ag008G734510
OG0013595	XP_006280460.1, XP_006307509.1	Ag008G734560
OG0013596	XP_006280502.1	Ag008G734580
OG0013597	XP_006281717.1	Ag008G734720
OG0013599	XP_006280114.1	Ag003G276410
OG0013600	XP_006280550.1	Ag008G735100
OG0013601	XP_006279534.1	Ag001G100070
OG0013602	XP_006280764.1	Ag001G099610
OG0013603	XP_006282125.1	Ag001G099490
OG0013604	XP_006280674.1	Ag001G099380
OG0013605	XP_023639518.1	Ag001G099310
OG0013606	XP_006281130.1	Ag001G099270
OG0013607	XP_023636261.1	Ag001G099200
OG0013608	XP_006280929.2	Ag001G099180
OG0013609	XP_006289610.2	Ag007G609650, Ag006G519120
OG0013610	XP_006287420.1	Ag006G519170
OG0013611	XP_023636880.1	Ag006G519320
OG0013612	XP_006287695.1	Ag006G516850
OG0013613	XP_006288872.1	Ag006G517180
OG0013614	XP_023636179.1	Ag006G520050
OG0013615	XP_006287852.1	Ag006G520020
OG0013616	XP_006288322.1	Ag006G520000
OG0013617	XP_006288014.1	Ag006G515770
OG0013618	XP_023636325.1	Ag006G515530
OG0013619	XP_023636324.1	Ag006G515520
OG0013620	XP_006288242.2	Ag006G515370
OG0013621	XP_006288474.1	Ag006G515230
OG0013622	XP_023635969.1	Ag006G514920
OG0013623	XP_006288075.1	Ag006G513750
OG0013624	XP_006287597.1	Ag006G513600
OG0013625	XP_006286570.1	Ag006G513080
OG0013626	XP_006290175.2	Ag006G513100
OG0013627	XP_023637115.1	Ag006G512830
OG0013628	XP_006288488.1	Ag006G512650
OG0013629	XP_006287175.1	Ag006G512640
OG0013630	XP_006286904.1	Ag006G512570
OG0013631	XP_006306607.1	Ag004G299750
OG0013632	XP_006289167.1	Ag006G511190
OG0013633	XP_006287797.2	Ag006G509920
OG0013634	XP_006287476.1	Ag007G599550
OG0013635	XP_006290238.2	Ag007G599560
OG0013636	XP_006288122.1	Ag006G508540
OG0013637	XP_006287839.1	Ag007G599470
OG0013638	XP_006287389.1	Ag007G599440
OG0013639	XP_006287777.1	Ag007G599370
OG0013640	XP_006288741.1	Ag007G599170
OG0013641	XP_006286789.1	Ag007G599120
OG0013642	XP_006288308.1	Ag007G598930
OG0013643	XP_023636398.1	Ag007G586420
OG0013644	XP_006287679.1	Ag007G586430
OG0013645	XP_023636563.1	Ag007G586690
OG0013646	XP_006281546.1	Ag007G586940
OG0013647	XP_006282132.1	Ag007G586960
OG0013648	XP_006280804.2	Ag007G587050
OG0013649	XP_006282303.1	Ag007G587340
OG0013650	XP_023635740.1	Ag007G587580
OG0013651	XP_006279681.1	Ag007G587830
OG0013652	XP_006280791.1	Ag007G587940
OG0013653	XP_006293587.1	Ag007G588510
OG0013654	XP_023640084.1	Ag007G588460
OG0013655	XP_023640680.1	Ag007G588410
OG0013656	XP_006295609.1	Ag007G588390
OG0013657	XP_023639762.1	Ag007G589400
OG0013658	XP_006294195.2	Ag007G588710
OG0013659	XP_023640043.1	Ag007G589610
OG0013660	XP_023639720.1	Ag007G589490
OG0013661	XP_006295927.1	Ag007G589850
OG0013662	XP_006293923.1	Ag007G589860
OG0013663	XP_006293663.1	Ag007G590150
OG0013664	XP_006295998.1	Ag007G590200
OG0013665	XP_006295508.1	Ag007G590330
OG0013666	XP_006293800.1	Ag007G590430
OG0013667	XP_006293721.1	Ag007G590630
OG0013668	XP_006295186.1	Ag007G591470
OG0013669	XP_006293925.1	Ag007G591510
OG0013670	XP_006293485.1	Ag007G591660
OG0013671	XP_006294949.1	Ag007G591890
OG0013672	XP_006294059.1	Ag007G591950
OG0013673	XP_023640919.1	Ag007G592060
OG0013674	XP_006294180.1	Ag007G592110
OG0013675	XP_006293695.1	Ag007G592220
OG0013676	XP_006295184.1	Ag007G592620
OG0013677	XP_006295069.1	Ag007G592680
OG0013678	XP_023640872.1	Ag008G681180
OG0013679	XP_006293392.2	Ag007G593550
OG0013680	XP_006296374.1	Ag007G593770
OG0013681	XP_006293729.1	Ag007G593800
OG0013682	XP_006294406.1	Ag007G594730
OG0013683	XP_023640221.1	Ag007G595060
OG0013684	XP_023633979.1	Ag003G296850
OG0013685	XP_006293778.1	Ag007G595840
OG0013686	XP_006293920.1	Ag007G595950
OG0013687	XP_006293759.1	Ag007G596230
OG0013688	XP_006295262.1	Ag007G596250
OG0013689	XP_006293360.1	Ag007G596400
OG0013690	XP_006295521.1	Ag007G596440
OG0013691	XP_006294094.1	Ag007G596740
OG0013692	XP_023641041.1	Ag007G597760
OG0013693	XP_006303765.2	Ag007G597710, Ag007G597720
OG0013694	XP_023640681.1	Ag007G597260
OG0013696	XP_023639453.1	Ag007G597920
OG0013697	XP_023639809.1	Ag007G597930
OG0013698	XP_006294000.1	Ag007G598030
OG0013699	XP_023636694.1	Ag007G598110
OG0013700	XP_006294379.1	Ag007G598280
OG0013701	XP_006293431.1	Ag007G598310, Ag002G148020
OG0013702	XP_006294073.1	Ag003G246410
OG0013703	XP_006307435.1	Ag007G628240
OG0013704	XP_006293713.1	Ag007G634310
OG0013705	XP_006295237.1	Ag006G525810
OG0013706	XP_023639872.1	Ag008G716030
OG0013707	XP_006294416.1	Ag006G526650
OG0013708	XP_006295273.1	Ag007G593600
OG0013709	XP_023641400.1	Ag005G486300
OG0013710	XP_006296521.1	Ag006G525800
OG0013711	XP_006294876.1	Ag007G631330
OG0013712	XP_006295006.1	Ag006G525700
OG0013713	XP_023640627.1	Ag006G525490
OG0013714	XP_006293422.1	Ag006G527900
OG0013715	XP_006284446.1	Ag003G252060
OG0013716	XP_006284048.1	Ag003G251000
OG0013717	XP_006296749.1	Ag005G490600
OG0013719	XP_006298338.1	Ag001G100770
OG0013720	XP_006299725.1	Ag001G100800
OG0013721	XP_006297134.1	Ag001G100810
OG0013722	XP_023641462.1	Ag001G100880
OG0013723	XP_006279332.2	Ag006G490840
OG0013724	XP_006279330.1	Ag006G490920
OG0013725	XP_006306935.1	Ag006G491050
OG0013726	XP_006288609.1	Ag006G490980
OG0013727	XP_006282277.1	Ag008G698080
OG0013728	XP_023638269.1	Ag008G694590
OG0013729	XP_006297602.1	Ag005G490180
OG0013730	XP_006297653.1	Ag005G490130
OG0013731	XP_006298466.1	Ag005G489840
OG0013732	XP_023642505.1	Ag005G489800
OG0013733	XP_006299851.1	Ag005G489050
OG0013734	XP_006280626.2	Ag007G643600
OG0013735	XP_006298406.1, XP_006302698.1	Ag005G488790
OG0013737	XP_006297951.1	Ag005G487970
OG0013738	XP_006299661.1	Ag005G487870
OG0013739	XP_006298986.1	Ag005G487820
OG0013740	XP_006284022.1	Ag003G266480, Ag003G265700
OG0013741	XP_006298972.1	Ag005G487230
OG0013742	XP_006297551.1	Ag005G486910
OG0013743	XP_006298626.2	Ag005G486770
OG0013744	XP_006296880.1	Ag005G486750
OG0013745	XP_006300208.1	Ag005G486420
OG0013746	XP_006298545.1	Ag005G486400
OG0013747	XP_006298882.2	Ag005G486020
OG0013748	XP_006297897.1	Ag005G485670
OG0013749	XP_006298330.1	Ag005G485750
OG0013750	XP_006299269.1	Ag005G485470
OG0013751	XP_006297764.1	Ag005G485460
OG0013752	XP_006297308.1	Ag005G485330
OG0013753	XP_006297533.1	Ag005G485220
OG0013754	XP_006296690.1	Ag005G484900
OG0013755	XP_006297343.1	Ag005G484830
OG0013756	XP_006298480.1	Ag005G484670
OG0013757	XP_023642421.1	Ag005G484530
OG0013758	XP_023641689.1	Ag005G484180
OG0013759	XP_006299176.1	Ag005G483990
OG0013760	XP_006298292.1	Ag005G484130
OG0013761	XP_006297685.1	Ag005G483170
OG0013762	XP_006297250.1	Ag005G482960
OG0013763	XP_006299402.1	Ag005G482550
OG0013764	XP_006297751.1	Ag005G482530
OG0013765	XP_023642283.1	Ag005G482070
OG0013766	XP_023642124.1	Ag005G481560
OG0013767	XP_006296874.1	Ag005G481420
OG0013768	XP_006297269.1	Ag005G481160
OG0013769	XP_023641423.1	Ag005G481090
OG0013770	XP_006297459.2	Ag005G480840
OG0013771	XP_023641756.1	Ag005G480390
OG0013772	XP_006296894.1	Ag005G479750
OG0013773	XP_023636590.1	Ag002G146430
OG0013774	XP_023642367.1	Ag005G479300
OG0013775	XP_006297371.1	Ag005G479280
OG0013776	XP_006298743.1	Ag005G478980
OG0013777	XP_006298302.1	Ag005G478870
OG0013778	XP_006297193.1	Ag005G478660
OG0013779	XP_023641221.1	Ag005G478340
OG0013780	XP_006294080.1	Ag002G186510
OG0013781	XP_006294274.1	Ag002G185290, Ag002G185280
OG0013782	XP_006294771.1	Ag002G185060
OG0013783	XP_006291460.1	Ag001G079970
OG0013784	XP_006295820.1	Ag002G184120
OG0013785	XP_023639489.1	Ag002G183140
OG0013786	XP_006294071.2	Ag002G182940
OG0013787	XP_023639396.1	Ag002G182030
OG0013788	XP_006296026.1	Ag002G181900
OG0013789	XP_023639660.1	Ag002G180560
OG0013790	XP_006294930.1	Ag002G180160
OG0013791	XP_006294188.2	Ag002G180140
OG0013792	XP_006294584.1	Ag002G179720
OG0013793	XP_023639455.1	Ag002G179700
OG0013794	XP_006294116.2	Ag002G179080
OG0013795	XP_006294278.2	Ag002G178270
OG0013796	XP_023639643.1	Ag002G177930
OG0013797	XP_006296315.1	Ag002G165520
OG0013798	XP_006294483.1	Ag002G166610
OG0013799	XP_006293797.1	Ag002G167740
OG0013800	XP_023640509.1	Ag002G168060
OG0013801	XP_006294477.1	Ag002G168310
OG0013802	XP_006294313.1	Ag002G168540
OG0013803	XP_006294787.2	Ag002G169580
OG0013804	XP_023640301.1	Ag002G169990
OG0013805	XP_006294661.1	Ag002G170500
OG0013806	XP_006295864.1	Ag002G171660
OG0013807	XP_006295492.1	Ag002G176470
OG0013808	XP_006294388.1	Ag002G172770
OG0013809	XP_006293640.2	Ag002G173330
OG0013810	XP_006294026.1	Ag002G175060
OG0013811	XP_006295771.1	Ag002G175030
OG0013812	XP_006296131.1	Ag001G057960
OG0013813	XP_006283483.1	Ag007G628410
OG0013814	XP_006294164.1	Ag002G164700
OG0013816	XP_006304599.1	Ag004G322740
OG0013817	XP_006307632.2	Ag004G324830
OG0013818	XP_006305342.1	Ag004G325190
OG0013819	XP_006305925.1	Ag004G325210
OG0013820	XP_006303905.1	Ag004G325330
OG0013821	XP_006306547.1	Ag004G325450
OG0013822	XP_006303936.1	Ag004G325550
OG0013823	XP_023633040.1	Ag004G318470
OG0013824	XP_006305063.1	Ag004G326430
OG0013825	XP_006305901.1	Ag004G326920
OG0013826	XP_006304130.2	Ag004G327080
OG0013828	XP_006304233.1	Ag004G327400
OG0013829	XP_023644771.1	Ag004G328180
OG0013830	XP_006303992.1	Ag004G328660
OG0013831	XP_006306068.1	Ag004G329650
OG0013832	XP_006307108.1	Ag004G329330
OG0013833	XP_006307453.1	Ag004G328960
OG0013834	XP_006305158.1	Ag004G328780
OG0013835	XP_006305468.2	Ag004G329870
OG0013836	XP_006305296.1	Ag004G330270, Ag004G330250
OG0013838	XP_006306445.1	Ag004G331810
OG0013839	XP_006304975.1	Ag004G331820
OG0013840	XP_006303454.1	Ag004G332600
OG0013841	XP_006306730.1	Ag004G331990
OG0013842	XP_006305739.1	Ag004G332120
OG0013843	XP_006305200.1	Ag004G332400
OG0013844	XP_006307378.1	Ag004G332440
OG0013845	XP_006306683.2	Ag004G332810
OG0013846	XP_023645878.1	Ag004G332990
OG0013847	XP_023633121.1	Ag004G333480
OG0013848	XP_006303947.1	Ag004G334410
OG0013849	XP_006305569.1	Ag004G335080
OG0013851	XP_006304824.1	Ag004G336710
OG0013852	XP_006304951.1	Ag004G336940
OG0013853	XP_006305284.1	Ag004G336950
OG0013854	XP_006306114.1	Ag004G337390, Ag004G337310
OG0013855	XP_006305337.1	Ag004G337440
OG0013856	XP_023645775.1	Ag004G337690
OG0013857	XP_023644849.1	Ag004G337810
OG0013858	XP_006303132.1	Ag004G338470
OG0013860	XP_006305542.1	Ag004G340390
OG0013861	XP_006306336.1	Ag004G340410
OG0013862	XP_006305604.1	Ag004G340610
OG0013863	XP_006303280.1	Ag003G241990
OG0013864	XP_006307446.1	Ag003G242920
OG0013865	XP_006307557.1	Ag003G242960
OG0013866	XP_006304587.1	Ag003G243780
OG0013867	XP_023645894.1	Ag003G244370
OG0013868	XP_023645027.1	Ag006G498100, Ag003G244430
OG0013869	XP_006305125.1	Ag003G244450
OG0013870	XP_006305323.1	Ag003G245050
OG0013871	XP_006305149.1	Ag003G245260
OG0013874	XP_006306989.1	Ag004G312080
OG0013875	XP_006303857.1	Ag007G611200
OG0013876	XP_006300623.1	Ag004G355610
OG0013877	XP_023644642.1	Ag003G246960
