Orthogroup	Capsella_rubella	Cochlearia_excelsa
OG0013228	XP_006305773.1	g27803
OG0013229	XP_023645300.1	g27808
OG0013230	XP_023645526.1	g50742
OG0013231	XP_006306586.1	g32765
OG0013232	XP_006305228.1	g27860
OG0013233	XP_006303445.1	g27865
OG0013234	XP_006303662.1	g32900, g27876
OG0013235	XP_023632841.1	g32970
OG0013236	XP_023645953.1	g37798
OG0013237	XP_006307553.1	g46638
OG0013238	XP_006305691.1	g35910
OG0013239	XP_023646064.1	g53899
OG0013240	XP_006299083.1	g13017
OG0013241	XP_006305790.1	g50566
OG0013242	XP_006307008.1	g28214
OG0013243	XP_006306871.1	g28140
OG0013245	XP_006303352.1	g36261
OG0013246	XP_006307362.1	g36244
OG0013247	XP_023645323.1	g28239, g28242
OG0013248	XP_006304657.1	g53719
OG0013249	XP_023645322.1	g53718
OG0013250	XP_006306377.1	g28139
OG0013251	XP_006305551.1	g36201
OG0013252	XP_006303902.1	g32302, g32298
OG0013253	XP_006307494.1	g32271, g32296
OG0013254	XP_006305494.1	g32319
OG0013255	XP_006305491.2	g50451
OG0013256	XP_006305220.1	g27651
OG0013257	XP_023644676.1	g50487
OG0013258	XP_006307488.1	g32363
OG0013259	XP_006306142.2	g32374
OG0013260	XP_006303506.2	g27673
OG0013261	XP_006299053.2	g11705
OG0013262	XP_006305267.1	g32390
OG0013263	XP_006306787.1	g50508
OG0013264	XP_006307207.1	g50519
OG0013265	XP_023644910.1	g27697
OG0013266	XP_006282960.1	g23005
OG0013267	XP_006285677.1	g23003
OG0013268	XP_006284954.1	g22981
OG0013269	XP_023633908.1	g47941
OG0013270	XP_006282758.2	g47944
OG0013271	XP_006285911.1	g47948
OG0013272	XP_006296848.1	g13997
OG0013273	XP_006283267.1	g22943
OG0013274	XP_006282854.1	g22931
OG0013275	XP_006284660.1	g22930
OG0013276	XP_023634396.1	g22927
OG0013277	XP_023634185.1	g22925
OG0013278	XP_023634194.1	g22921
OG0013279	XP_006283063.1	g22914
OG0013280	XP_006283489.2	g18255
OG0013281	XP_006283453.1	g22885
OG0013283	XP_023635093.1	g22872
OG0013284	XP_006286153.1	g18269
OG0013285	XP_006284651.2	g47989
OG0013286	XP_023635691.1	g47999
OG0013287	XP_006290829.2	g2351
OG0013288	XP_006283375.1	g22774
OG0013289	XP_006284730.1	g22773
OG0013290	XP_006283343.1	g22770
OG0013291	XP_006283901.1	g22746
OG0013292	XP_006282671.2	g22745
OG0013293	XP_023633757.1	g22744
OG0013294	XP_023632995.1	g32293
OG0013295	XP_023635086.1	g18142
OG0013296	XP_006284058.1	g47842
OG0013297	XP_023634565.1	g22712
OG0013298	XP_023634817.1	g22711
OG0013300	XP_006282679.1	g22695
OG0013301	XP_006285644.1	g18308
OG0013302	XP_006284330.1	g18330
OG0013303	XP_006283781.1	g18335
OG0013304	XP_006283927.2	g18340
OG0013305	XP_006285229.1	g18356
OG0013307	XP_023634613.1	g18370
OG0013309	XP_006284385.1	g22661
OG0013310	XP_023639534.1	g50881
OG0013311	XP_006283073.1	g25121
OG0013312	XP_006284223.1	g18129, g25096
OG0013313	XP_006284604.1	g46842
OG0013314	XP_006283411.1	g46838
OG0013315	XP_006284219.1	g16738
OG0013316	XP_006286320.2	g46804, g18124
OG0013317	XP_023634550.1	g18121
OG0013318	XP_023635437.1	g46787
OG0013319	XP_006284596.1	g18120
OG0013320	XP_006283752.1	g46780
OG0013321	XP_006284003.2	g18116
OG0013322	XP_023637825.1	g18114
OG0013323	XP_023634447.1	g18098
OG0013324	XP_006283513.1	g46744
OG0013325	XP_023634198.1	g46737
OG0013326	XP_006284470.1	g18089
OG0013327	XP_006283307.1	g46735
OG0013328	XP_006284346.2	g18084
OG0013329	XP_006282750.1	g16906
OG0013330	XP_006282494.2	g16886
OG0013331	XP_006283717.1	g46688
OG0013332	XP_006283155.1	g16882
OG0013333	XP_006287368.1	g4903
OG0013334	XP_006303657.1	g32535
OG0013335	XP_023637810.1	g2916
OG0013336	XP_006288205.1	g25722
OG0013337	XP_006280834.2	g1636
OG0013338	XP_006294826.1	g51520, g25983
OG0013339	XP_006296247.1	g38002
OG0013340	XP_006295956.1	g37128
OG0013341	XP_006288671.1	g25844
OG0013342	XP_006288372.1	g25850
OG0013343	XP_006287267.1	g40250
OG0013345	XP_006287151.2	g40248
OG0013346	XP_006288345.1	g25874
OG0013347	XP_023637167.1	g25892
OG0013348	XP_023635767.1	g670
OG0013349	XP_006290109.1	g40226
OG0013350	XP_006297545.1	g6042
OG0013351	XP_023632880.1	g35895
OG0013352	XP_006290057.1	g40206
OG0013353	XP_023636748.1	g40207
OG0013354	XP_006287944.1	g40209
OG0013355	XP_006294014.1	g37973
OG0013356	XP_006294517.1	g51372
OG0013357	XP_006294152.1	g37961
OG0013358	XP_006295585.1	g51369
OG0013359	XP_006293491.2	g51521
OG0013360	XP_006281298.1	g11125
OG0013361	XP_006280569.1	g11128
OG0013362	XP_023644065.1	g37059
OG0013363	XP_006281624.1	g11137
OG0013364	XP_006280135.1	g37043
OG0013365	XP_006280019.1	g13632
OG0013366	XP_006304196.1	g53970
OG0013367	XP_006281050.1	g37029
OG0013368	XP_006281812.1	g37019
OG0013369	XP_023645790.1	g36324
OG0013370	XP_006280924.1	g18442
OG0013371	XP_006280026.1	g17172
OG0013372	XP_006289702.2	g36970
OG0013373	XP_023636679.1	g18449
OG0013374	XP_006280463.1	g11142
OG0013375	XP_006279800.1	g11098, g11091
OG0013376	XP_006282265.1	g18452
OG0013377	XP_006294931.1	g38088
OG0013378	XP_006280531.1	g36975
OG0013379	XP_023642992.1	g18456
OG0013380	XP_023635314.1	g18463
OG0013381	XP_006289847.1	g460
OG0013382	XP_006296306.1	g51541
OG0013383	XP_006288984.1	g40275
OG0013384	XP_006286995.1	g40279
OG0013385	XP_006286675.1	g40282
OG0013386	XP_023636864.1	g40290
OG0013387	XP_006288754.1	g40293
OG0013388	XP_023644597.1	g32671
OG0013389	XP_006288876.1	g40301
OG0013390	XP_023636356.1	g40340
OG0013391	XP_006286352.2	g40349
OG0013392	XP_006287990.1	g40359
OG0013393	XP_006287960.1	g43191
OG0013394	XP_006286532.1	g40370
OG0013395	XP_006287161.1	g40373
OG0013396	XP_006287963.1	g40376
OG0013397	XP_006287901.1	g25689
OG0013398	XP_006287290.2	g25682
OG0013399	XP_006287187.1	g25677
OG0013400	XP_006288258.1	g25673
OG0013401	XP_006287911.1	g40400
OG0013402	XP_023636504.1	g25600
OG0013403	XP_006287500.1	g25598
OG0013404	XP_006287020.1	g25557
OG0013405	XP_023637135.1	g25555
OG0013407	XP_023640707.1	g25552
OG0013408	XP_006281530.1	g11056
OG0013409	XP_006280500.1	g40488
OG0013410	XP_006280615.2	g40508, g11037
OG0013411	XP_006282158.1	g40513
OG0013412	XP_006279554.1	g11028
OG0013414	XP_006280604.1	g40551
OG0013415	XP_006279608.1	g40552
OG0013416	XP_006280718.1	g10994
OG0013418	XP_006281686.2	g40568
OG0013419	XP_006281053.1	g40572
OG0013420	XP_006279676.1	g10973
OG0013421	XP_006282209.1	g10971
OG0013422	XP_006279596.1	g43976
OG0013423	XP_006282229.1	g40598
OG0013424	XP_006280370.1	g40628
OG0013425	XP_006286617.1	g686
OG0013426	XP_006282411.2	g10872
OG0013427	XP_006280934.1	g10873
OG0013428	XP_006285569.1	g17924
OG0013429	XP_006297523.1	g6360
OG0013430	XP_006283293.1	g4767
OG0013431	XP_006284402.1	g45553
OG0013432	XP_006296866.2	g13524
OG0013433	XP_006282646.1	g25004
OG0013434	XP_006297814.1	g6422
OG0013435	XP_006285038.1	g24729
OG0013436	XP_006298066.1	g6453
OG0013437	XP_006283335.1	g24664
OG0013438	XP_006282983.1	g47015
OG0013439	XP_006285602.1	g47029
OG0013440	XP_006282890.1	g24571
OG0013441	XP_006283572.1	g24563
OG0013442	XP_006288685.1	g40346
OG0013444	XP_006282711.2	g24525
OG0013445	XP_006283437.1	g17710
OG0013446	XP_006282693.1	g24492
OG0013447	XP_023635423.1	g47087
OG0013448	XP_006286331.2, XP_023635512.1	g17689
OG0013449	XP_006285060.1	g17687
OG0013450	XP_006282814.1	g24446
OG0013451	XP_006285361.1	g47109
OG0013452	XP_006286056.1	g16863
OG0013453	XP_023634857.1	g16853
OG0013454	XP_006283066.1	g16845
OG0013455	XP_006284657.1	g46665
OG0013457	XP_006283536.1	g16783
OG0013458	XP_006282634.1	g16768
OG0013459	XP_006283216.1	g16760
OG0013460	XP_006282620.1	g16757
OG0013461	XP_006295825.2	g51578
OG0013462	XP_006296572.2	g37761
OG0013463	XP_006296478.1	g37133
OG0013464	XP_006294464.1	g37749
OG0013465	XP_006293613.1	g50835
OG0013466	XP_006294873.1	g37735
OG0013467	XP_023640974.1	g50830
OG0013469	XP_006294308.1	g47693
OG0013470	XP_006294072.2	g50809
OG0013471	XP_006293976.2	g37703
OG0013472	XP_006293476.1	g50806
OG0013473	XP_006296454.1	g50787
OG0013474	XP_006293455.1	g38249
OG0013475	XP_006295827.1	g37660
OG0013476	XP_006293445.1	g37657
OG0013477	XP_006294456.1	g37655
OG0013478	XP_006294418.1	g37653
OG0013479	XP_023639484.1	g37644
OG0013480	XP_023639448.1	g37638
OG0013481	XP_006293977.1	g52290, g37636
OG0013482	XP_006295941.1	g52285
OG0013483	XP_006294413.1	g37631
OG0013484	XP_006294575.1	g52262
OG0013485	XP_023639533.1	g52222
OG0013486	XP_006293533.1	g38238
OG0013487	XP_023638992.1	g1929
OG0013488	XP_006294054.1	g52186
OG0013489	XP_006294365.2	g52181
OG0013490	XP_006293918.1	g38234, g37553
OG0013491	XP_006295614.1	g52164
OG0013492	XP_006294328.1	g37545
OG0013493	XP_006295630.2	g38229
OG0013494	XP_006294042.1	g52152
OG0013495	XP_006295652.1	g52134
OG0013496	XP_006295181.1	g38221
OG0013497	XP_006295607.1	g37506
OG0013498	XP_006295895.1	g38211
OG0013499	XP_006296106.1	g37495
OG0013500	XP_023640815.1	g52113
OG0013501	XP_006294690.2	g37482
OG0013502	XP_023639906.1	g38200
OG0013503	XP_006294058.1	g38198, g37475
OG0013504	XP_006293679.1	g52078
OG0013505	XP_006291211.1	g18952
OG0013506	XP_006295197.1	g52030
OG0013507	XP_023639548.1	g52041
OG0013508	XP_006294175.1	g37401
OG0013509	XP_006296277.1	g37400
OG0013510	XP_006289006.1	g5824
OG0013511	XP_006289328.1	g45291
OG0013512	XP_006288012.1	g45300
OG0013513	XP_006288649.1	g5804
OG0013514	XP_006287417.1	g45302, g5801
OG0013515	XP_023637217.1	g45309
OG0013516	XP_006288886.1	g45311
OG0013517	XP_006288408.1	g5794
OG0013518	XP_006288199.1	g29858
OG0013519	XP_006288190.1	g29854
OG0013520	XP_006287051.1	g45342
OG0013521	XP_006287809.1	g5775
OG0013522	XP_006286430.1	g5731
OG0013524	XP_006290075.1	g5723
OG0013525	XP_006287011.1	g5719, g29833
OG0013526	XP_006287076.1	g45365
OG0013527	XP_006287844.1	g29826
OG0013528	XP_006286643.1	g5715
OG0013529	XP_006288191.1	g29806, g45378
OG0013530	XP_006288908.1	g5708
OG0013531	XP_023637501.1	g5702
OG0013532	XP_006286508.1	g45391
OG0013533	XP_006290131.1	g45393
OG0013534	XP_006286906.1	g5697
OG0013535	XP_023636210.1	g45394, g5696
OG0013536	XP_006286682.1	g29799
OG0013537	XP_023636711.1	g688
OG0013539	XP_006287138.1	g28983, g655
OG0013540	XP_006288077.1	g722
OG0013541	XP_006287593.1	g723
OG0013542	XP_006289389.1	g28907
OG0013543	XP_006288274.1	g28895
OG0013544	XP_006287902.1	g769
OG0013545	XP_006288383.1	g41364
OG0013546	XP_006287736.1	g777
OG0013547	XP_006287473.1	g28859
OG0013548	XP_006286498.1	g28858
OG0013549	XP_006290201.1	g28855
OG0013550	XP_006280734.1	g28844, g9693
OG0013551	XP_006280609.1	g28843
OG0013552	XP_006280106.2	g28842
OG0013553	XP_006282297.2	g28830
OG0013554	XP_006280984.1	g28824
OG0013555	XP_006282166.1	g41314
OG0013556	XP_006280582.1	g39232
OG0013557	XP_006280828.2	g39234
OG0013559	XP_006304566.1	g27645
OG0013560	XP_006290855.1	g19521
OG0013561	XP_023639607.1	g313
OG0013562	XP_006280392.1	g307
OG0013563	XP_006279591.1	g9811
OG0013564	XP_006280449.1	g281, g41951
OG0013565	XP_006279576.1	g9801
OG0013566	XP_006280708.1	g9792
OG0013567	XP_006281785.1	g257
OG0013568	XP_006281762.1	g9786
OG0013569	XP_006281974.2	g9780
OG0013570	XP_023635169.1	g9777
OG0013571	XP_006280266.1	g2754
OG0013572	XP_006282245.1	g9765
OG0013573	XP_006280078.1	g9764
OG0013574	XP_006280592.2	g231
OG0013575	XP_023643103.1	g227
OG0013576	XP_006281486.1	g218
OG0013577	XP_006298310.1	g13765
OG0013578	XP_006280853.2	g207
OG0013580	XP_006281347.1	g187
OG0013581	XP_006282141.1	g167
OG0013582	XP_006282127.2	g9713
OG0013583	XP_006280440.1	g133
OG0013585	XP_006280309.1	g130
OG0013586	XP_006280727.2	g9691
OG0013587	XP_023639600.1	g116
OG0013588	XP_006280894.1	g105
OG0013589	XP_006282183.1	g103
OG0013590	XP_006279725.1	g100
OG0013591	XP_006280091.1	g18675
OG0013592	XP_006280566.1	g9670
OG0013593	XP_006281625.1	g75
OG0013594	XP_006280643.1	g9665
OG0013595	XP_006280460.1, XP_006307509.1	g68
OG0013596	XP_006280502.1	g9664
OG0013597	XP_006281717.1	g60
OG0013598	XP_006282329.1	g9647
OG0013599	XP_006280114.1	g9646
OG0013600	XP_006280550.1	g9640
OG0013601	XP_006279534.1	g9637
OG0013605	XP_023639518.1	g19627
OG0013606	XP_006281130.1	g12
OG0013607	XP_023636261.1	g19622
OG0013609	XP_006289610.2	g25343
OG0013610	XP_006287420.1	g25345
OG0013612	XP_006287695.1	g25374
OG0013613	XP_006288872.1	g25366
OG0013614	XP_023636179.1	g25355
OG0013615	XP_006287852.1	g25353
OG0013616	XP_006288322.1	g25352
OG0013617	XP_006288014.1	g39473
OG0013618	XP_023636325.1	g39469
OG0013619	XP_023636324.1	g25401
OG0013620	XP_006288242.2	g25403
OG0013621	XP_006288474.1	g25405
OG0013622	XP_023635969.1	g39490
OG0013623	XP_006288075.1	g25424
OG0013624	XP_006287597.1	g25426
OG0013625	XP_006286570.1	g39526
OG0013626	XP_006290175.2	g39524
OG0013627	XP_023637115.1	g25437
OG0013628	XP_006288488.1	g25443
OG0013629	XP_006287175.1	g25444
OG0013630	XP_006286904.1	g25450
OG0013631	XP_006306607.1	g49386
OG0013633	XP_006287797.2	g39600
OG0013634	XP_006287476.1	g39619
OG0013635	XP_006290238.2	g39615
OG0013636	XP_006288122.1	g39613
OG0013637	XP_006287839.1	g39623
OG0013638	XP_006287389.1	g39626, g25492
OG0013639	XP_006287777.1	g39632
OG0013640	XP_006288741.1	g25508
OG0013641	XP_006286789.1	g25509
OG0013642	XP_006288308.1	g39644
OG0013644	XP_006287679.1	g25518
OG0013645	XP_023636563.1	g11064
OG0013646	XP_006281546.1	g39685
OG0013647	XP_006282132.1	g11080, g39687
OG0013648	XP_006280804.2	g39694
OG0013649	XP_006282303.1	g39711
OG0013650	XP_023635740.1	g11103
OG0013651	XP_006279681.1	g39726
OG0013652	XP_006280791.1	g39731
OG0013653	XP_006293587.1	g51332
OG0013654	XP_023640084.1	g39753
OG0013655	XP_023640680.1	g39751
OG0013656	XP_006295609.1	g51338
OG0013657	XP_023639762.1	g39791
OG0013658	XP_006294195.2	g39765
OG0013659	XP_023640043.1	g37928
OG0013660	XP_023639720.1	g39797
OG0013661	XP_006295927.1	g39811
OG0013662	XP_006293923.1	g51293
OG0013663	XP_006293663.1	g51283
OG0013664	XP_006295998.1	g51279
OG0013665	XP_006295508.1	g39823
OG0013666	XP_006293800.1	g51273
OG0013667	XP_006293721.1	g37912
OG0013669	XP_006293925.1	g39860
OG0013670	XP_006293485.1	g39872
OG0013671	XP_006294949.1	g39883
OG0013672	XP_006294059.1	g39888
OG0013673	XP_023640919.1	g37901
OG0013674	XP_006294180.1	g39894
OG0013675	XP_006293695.1	g39901
OG0013676	XP_006295184.1	g37898
OG0013677	XP_006295069.1	g37896
OG0013678	XP_023640872.1	g1305
OG0013680	XP_006296374.1	g51177
OG0013681	XP_006293729.1	g39968
OG0013682	XP_006294406.1	g51121
OG0013683	XP_023640221.1	g51107
OG0013684	XP_023633979.1	g18357
OG0013685	XP_006293778.1	g40039
OG0013686	XP_006293920.1	g40056
OG0013688	XP_006295262.1	g40073
OG0013689	XP_006293360.1	g40077
OG0013690	XP_006295521.1	g53440, g40079
OG0013691	XP_006294094.1	g40092
OG0013692	XP_023641041.1	g40146
OG0013693	XP_006295066.1, XP_006303765.2	g40142
OG0013694	XP_023640681.1	g40124, g36775
OG0013696	XP_023639453.1	g40161
OG0013697	XP_023639809.1	g40162
OG0013698	XP_006294000.1	g40177
OG0013699	XP_023636694.1	g40186
OG0013700	XP_006294379.1	g40199
OG0013701	XP_006293431.1	g40201
OG0013702	XP_006294073.1	g38263
OG0013703	XP_006307435.1	g37176
OG0013704	XP_006293713.1	g38264
OG0013705	XP_006295237.1	g14624, g38271
OG0013706	XP_023639872.1	g36799
OG0013707	XP_006294416.1	g38284
OG0013708	XP_006295273.1	g36813
OG0013709	XP_023641400.1	g7799
OG0013710	XP_006296521.1	g38295
OG0013711	XP_006294876.1	g38302
OG0013712	XP_006295006.1	g38305
OG0013713	XP_023640627.1	g53220
OG0013714	XP_006293422.1	g38318
OG0013715	XP_006284446.1	g23627
OG0013716	XP_006284048.1	g17108
OG0013717	XP_006296749.1	g12734
OG0013719	XP_006298338.1	g7947
OG0013721	XP_006297134.1	g7950
OG0013722	XP_023641462.1	g7953
OG0013723	XP_006279332.2	g1748
OG0013725	XP_006306935.1	g5863
OG0013726	XP_006288609.1	g5859
OG0013727	XP_006282277.1	g39354
OG0013728	XP_023638269.1	g995
OG0013729	XP_006297602.1	g7911
OG0013730	XP_006297653.1	g12742
OG0013731	XP_006298466.1	g7892, g36219
OG0013732	XP_023642505.1	g7883
OG0013733	XP_006299851.1	g7875
OG0013734	XP_006280626.2	g10285
OG0013735	XP_006298406.1, XP_006302698.1	g7861
OG0013737	XP_006297951.1	g12766, g12654
OG0013738	XP_006299661.1	g12650
OG0013739	XP_006298986.1	g7828
OG0013740	XP_006284022.1	g47624
OG0013741	XP_006298972.1	g12624
OG0013742	XP_006297551.1	g12788
OG0013743	XP_006298626.2	g12791
OG0013744	XP_006296880.1	g12793
OG0013745	XP_006300208.1	g7804
OG0013746	XP_006298545.1	g7803
OG0013747	XP_006298882.2	g12797
OG0013748	XP_006297897.1	g12609, g7767, g7776
OG0013749	XP_006298330.1	g7771
OG0013750	XP_006299269.1	g12598
OG0013751	XP_006297764.1	g12597
OG0013752	XP_006297308.1	g12595
OG0013753	XP_006297533.1	g7747
OG0013754	XP_006296690.1	g7741
OG0013755	XP_006297343.1	g7737
OG0013756	XP_006298480.1	g12578
OG0013757	XP_023642421.1	g7723
OG0013758	XP_023641689.1	g12564
OG0013759	XP_006299176.1	g12859
OG0013760	XP_006298292.1	g7712
OG0013761	XP_006297685.1	g12536
OG0013762	XP_006297250.1	g12531
OG0013763	XP_006299402.1	g12515
OG0013764	XP_006297751.1	g7681
OG0013765	XP_023642283.1	g12499
OG0013767	XP_006296874.1	g7645
OG0013768	XP_006297269.1	g7632, g12480
OG0013770	XP_006297459.2	g7627
OG0013771	XP_023641756.1	g12451
OG0013772	XP_006296894.1	g12968
OG0013774	XP_023642367.1	g7571
OG0013775	XP_006297371.1	g7569
OG0013776	XP_006298743.1	g7553
OG0013777	XP_006298302.1	g7550
OG0013778	XP_006297193.1	g7541, g12414
OG0013779	XP_023641221.1	g13007
OG0013780	XP_006294080.1	g37357
OG0013781	XP_006294274.1	g38140
OG0013782	XP_006294771.1	g51856
OG0013783	XP_006291460.1	g19060
OG0013784	XP_006295820.1	g51835
OG0013785	XP_023639489.1	g37329
OG0013786	XP_006294071.2	g51788
OG0013787	XP_023639396.1	g51786
OG0013788	XP_006296026.1	g51780
OG0013789	XP_023639660.1	g38123
OG0013790	XP_006294930.1	g51757, g37310
OG0013791	XP_006294188.2	g37309
OG0013792	XP_006294584.1	g51749
OG0013793	XP_023639455.1	g37829
OG0013794	XP_006294116.2	g37305
OG0013795	XP_006294278.2	g51740
OG0013796	XP_023639643.1	g51736
OG0013797	XP_006296315.1	g51561
OG0013798	XP_006294483.1	g51575
OG0013799	XP_006293797.1	g38042
OG0013800	XP_023640509.1	g51600
OG0013801	XP_006294477.1	g51602
OG0013802	XP_006294313.1	g51607
OG0013803	XP_006294787.2	g38051
OG0013804	XP_023640301.1	g51618
OG0013805	XP_006294661.1	g51621
OG0013806	XP_006295864.1	g37204
OG0013807	XP_006295492.1	g37223
OG0013808	XP_006294388.1	g51650
OG0013809	XP_006293640.2	g38080
OG0013810	XP_006294026.1	g37242
OG0013811	XP_006295771.1	g37241
OG0013813	XP_006283483.1	g25300
OG0013814	XP_006294164.1	g37141
OG0013816	XP_006304599.1	g31584
OG0013817	XP_006307632.2	g31643
OG0013819	XP_006305925.1	g31655
OG0013820	XP_006303905.1	g49978
OG0013821	XP_006306547.1	g31660
OG0013822	XP_006303936.1	g31668
OG0013824	XP_006305063.1	g27365
OG0013825	XP_006305901.1	g49997, g31694
OG0013826	XP_006304130.2	g31695
OG0013828	XP_006304233.1	g31704
OG0013829	XP_023644771.1	g31727
OG0013830	XP_006303992.1	g50018
OG0013831	XP_006306068.1	g50036
OG0013832	XP_006307108.1	g31750
OG0013833	XP_006307453.1	g50027
OG0013834	XP_006305158.1	g31743
OG0013835	XP_006305468.2	g50040
OG0013836	XP_006305296.1	g27413
OG0013837	XP_023632879.1	g50066, g31818
OG0013838	XP_006306445.1	g50068
OG0013839	XP_006304975.1	g50069, g27429
OG0013840	XP_006303454.1	g31830
OG0013841	XP_006306730.1	g50072
OG0013842	XP_006305739.1	g27432
OG0013843	XP_006305200.1	g31865
OG0013844	XP_006307378.1	g50093
OG0013845	XP_006306683.2	g27442
OG0013846	XP_023645878.1	g27443
OG0013847	XP_023633121.1	g31896
OG0013848	XP_006303947.1	g50142
OG0013849	XP_006305569.1	g50153
OG0013850	XP_006303847.1, XP_006306653.1	g27480
OG0013851	XP_006304824.1	g31986
OG0013852	XP_006304951.1	g50190
OG0013853	XP_006305284.1	g50191
OG0013854	XP_006306114.1	g50200
OG0013855	XP_006305337.1	g50203, g31998
OG0013856	XP_023645775.1	g50207
OG0013857	XP_023644849.1	g27494
OG0013858	XP_006303132.1	g27511
OG0013860	XP_006305542.1	g50252
OG0013861	XP_006306336.1	g27533
OG0013862	XP_006305604.1	g50253, g27534
OG0013863	XP_006303280.1	g50294
OG0013864	XP_006307446.1	g32080
OG0013865	XP_006307557.1	g50314
OG0013866	XP_006304587.1	g50334
OG0013867	XP_023645894.1	g32140
OG0013868	XP_023645027.1	g27583
OG0013869	XP_006305125.1	g50345
OG0013870	XP_006305323.1	g32150
OG0013871	XP_006305149.1	g32158
OG0013872	XP_006305377.2	g32181
OG0013873	XP_023646013.1	g32183
OG0013874	XP_006306989.1	g50374
OG0013875	XP_006303857.1	g27617, g32246
OG0013876	XP_006300623.1	g41653
OG0013877	XP_023644642.1	g32259
OG0013878	XP_006303762.1	g50405
OG0013879	XP_023644835.1	g36169
OG0013880	XP_006286257.1	g47508
OG0013881	XP_023635073.1	g23831
OG0013882	XP_006284164.1	g17198, g47517
OG0013883	XP_006282618.1	g47518, g17197
OG0013884	XP_023634778.1	g17189
OG0013885	XP_006283769.1	g23796
OG0013886	XP_006283114.1	g23789
OG0013887	XP_006284135.1	g17179
OG0013888	XP_023635320.1	g23252
OG0013889	XP_006293492.1	g51037
OG0013890	XP_006294163.1	g38342
OG0013891	XP_006294587.2	g38341
OG0013892	XP_023639804.1	g38347
OG0013893	XP_023634463.1	g47836
OG0013894	XP_006295170.1	g51033
OG0013895	XP_023639963.1	g38349
OG0013897	XP_006296432.1	g51029
OG0013898	XP_006293620.1	g36878
OG0013899	XP_006293853.1	g38338
OG0013900	XP_006295132.1	g38424
OG0013901	XP_023639921.1	g36916
OG0013902	XP_006302322.1	g46250
OG0013903	XP_006302223.1	g44412
OG0013904	XP_006296451.1	g38479
OG0013905	XP_006293410.1	g38488
OG0013906	XP_006294704.1	g38504
OG0013907	XP_006293356.1	g36942
OG0013908	XP_006296067.1	g50887, g38511
OG0013909	XP_023641011.1	g38514
OG0013911	XP_006294286.1	g50867
OG0013913	XP_006296137.1	g50850
OG0013915	XP_006306125.1	g31579
OG0013916	XP_006304780.1	g31545
OG0013917	XP_006305721.1	g31544, g49917
OG0013918	XP_006305322.1	g31534
OG0013919	XP_006304693.2	g27265
OG0013920	XP_006307116.2	g31507
OG0013921	XP_023645652.1	g31480
OG0013922	XP_023645316.1	g27248
OG0013923	XP_006304243.1	g27245
OG0013924	XP_006304034.1	g31474
OG0013925	XP_006303630.1	g31460
OG0013926	XP_006304718.1	g31448
OG0013927	XP_006303581.1	g49860
OG0013928	XP_006307184.1	g27194
OG0013929	XP_006304679.1	g31401
OG0013930	XP_006307130.1	g49798, g27181
OG0013932	XP_006306261.2	g49788
OG0013933	XP_006303268.1	g31333
OG0013934	XP_006305623.1	g31330
OG0013935	XP_006303706.1	g31299
OG0013936	XP_023645563.1	g49761
OG0013937	XP_023645667.1	g31277, g27129
OG0013938	XP_006297821.1	g13565
OG0013939	XP_006298487.2	g11647
OG0013940	XP_023637270.1	g4728
OG0013941	XP_006304482.1	g31223
OG0013942	XP_006306941.1	g49709
OG0013943	XP_006303671.1	g31202
OG0013944	XP_023645680.1	g27087
OG0013945	XP_023632815.1	g31183
OG0013946	XP_006307607.1	g27076
OG0013947	XP_006303656.1	g27075
OG0013948	XP_006305088.1	g27072, g49635
OG0013949	XP_023644726.1	g31176
OG0013950	XP_006304054.1	g49664, g27033
OG0013951	XP_006306844.1	g49673
OG0013952	XP_006305032.1	g49678
OG0013953	XP_006303811.1	g31119
OG0013954	XP_006291458.1	g26331, g26323, g26328, g46959
OG0013955	XP_006303625.1	g31083
OG0013956	XP_006305830.2	g31066
OG0013957	XP_023645338.1	g27008
OG0013958	XP_006307401.1	g31052
OG0013959	XP_006306364.1	g26995
OG0013960	XP_006304886.2	g31041
OG0013961	XP_023645917.1	g31040
OG0013962	XP_023644689.1	g31019
OG0013963	XP_006304785.1	g30999
OG0013964	XP_006305261.1	g49541
OG0013965	XP_023644653.1	g30980, g30970
OG0013966	XP_006305016.2	g30953
OG0013967	XP_006303916.2	g30945
OG0013968	XP_006306345.1	g49505
OG0013969	XP_023645241.1	g26956
OG0013970	XP_006303288.1	g49484, g49480
OG0013971	XP_023644966.1	g30894, g26950
OG0013972	XP_006305960.1	g30898
OG0013973	XP_023632922.1	g30855
OG0013974	XP_006303252.1	g49455
OG0013975	XP_006303192.1	g26931
OG0013978	XP_006307466.2	g30826
OG0013979	XP_006306709.1	g49406
OG0013980	XP_006303275.1	g30808
OG0013981	XP_006305457.1	g26902
OG0013982	XP_006305967.1	g49383, g26895
OG0013983	XP_006303697.1	g26881
OG0013984	XP_006306578.1	g26879
OG0013985	XP_006305435.1	g30763
OG0013986	XP_006305568.1	g30760
OG0013987	XP_006305677.2, XP_006279525.1	g30759
OG0013988	XP_023645242.1	g49343
OG0013989	XP_006307379.1	g49333
OG0013990	XP_006303976.1	g30738, g49316
OG0013991	XP_006304974.1	g26872
OG0013992	XP_023645161.1	g30735
OG0013993	XP_023633250.1	g49300
OG0013994	XP_006305307.1	g49299
OG0013996	XP_006307173.1	g26861
OG0013997	XP_023638013.1	g44478
OG0013998	XP_023644678.1	g49274
