Orthogroup	Capsella_rubella	Cardamine_amara
OG0013769	XP_023641423.1	evm.model.RL_1.2507
OG0013770	XP_006297459.2	evm.model.RL_1.620
OG0013771	XP_023641756.1	evm.model.RL_1.655
OG0013772	XP_006296894.1	evm.model.RL_1.682
OG0013773	XP_023636590.1	evm.model.RL_8.670
OG0013774	XP_023642367.1	evm.model.RL_1.720
OG0013775	XP_006297371.1	evm.model.RL_1.722
OG0013776	XP_006298743.1	evm.model.RL_1.753
OG0013777	XP_006298302.1	evm.model.RL_1.758
OG0013778	XP_006297193.1	evm.model.RL_1.776
OG0013779	XP_023641221.1	evm.model.RL_1.798
OG0013780	XP_006294080.1	evm.model.RL_6.2159
OG0013781	XP_006294274.1	evm.model.RL_6.2135
OG0013782	XP_006294771.1	evm.model.RL_6.2124
OG0013783	XP_006291460.1	evm.model.RL_7.776
OG0013784	XP_006295820.1	evm.model.RL_6.2106
OG0013785	XP_023639489.1	evm.model.RL_6.2084
OG0013786	XP_006294071.2	evm.model.RL_6.2076
OG0013787	XP_023639396.1	evm.model.RL_6.2070
OG0013788	XP_006296026.1	evm.model.RL_6.2067
OG0013789	XP_023639660.1	evm.model.RL_6.2040
OG0013790	XP_006294930.1	evm.model.RL_6.2030
OG0013791	XP_006294188.2	evm.model.RL_6.2029
OG0013792	XP_006294584.1	evm.model.RL_6.2019
OG0013793	XP_023639455.1	evm.model.RL_6.930
OG0013794	XP_006294116.2	evm.model.RL_6.2009
OG0013795	XP_006294278.2	evm.model.RL_6.2000
OG0013796	XP_023639643.1	evm.model.RL_6.1981
OG0013797	XP_006296315.1	evm.model.RL_6.1695
OG0013798	XP_006294483.1	evm.model.RL_6.1721
OG0013799	XP_006293797.1	evm.model.RL_6.1751
OG0013800	XP_023640509.1	evm.model.RL_6.1760
OG0013801	XP_006294477.1	evm.model.RL_6.1768
OG0013802	XP_006294313.1	evm.model.RL_6.1776
OG0013803	XP_006294787.2	evm.model.RL_6.1782
OG0013804	XP_023640301.1	evm.model.RL_6.1789, evm.model.RL_6.1792
OG0013805	XP_006294661.1	evm.model.RL_6.1798
OG0013806	XP_006295864.1	evm.model.RL_6.1853
OG0013807	XP_006295492.1	evm.model.RL_6.1826
OG0013808	XP_006294388.1	evm.model.RL_6.1824
OG0013809	XP_006293640.2	evm.model.RL_6.1814
OG0013810	XP_006294026.1	evm.model.RL_6.1910
OG0013811	XP_006295771.1	evm.model.RL_6.1909
OG0013812	XP_006296131.1	evm.model.RL_6.1905
OG0013813	XP_006283483.1	evm.model.RL_2.648
OG0013814	XP_006294164.1	evm.model.RL_6.1667
OG0013816	XP_006304599.1	evm.model.RL_5.1374
OG0013817	XP_006307632.2	evm.model.RL_5.1475
OG0013818	XP_006305342.1	evm.model.RL_5.1498
OG0013819	XP_006305925.1	evm.model.RL_5.1500.1.687c88b4
OG0013820	XP_006303905.1	evm.model.RL_5.1506
OG0013821	XP_006306547.1	evm.model.RL_5.1514
OG0013822	XP_006303936.1	evm.model.RL_5.1525
OG0013823	XP_023633040.1	evm.model.RL_5.1206
OG0013824	XP_006305063.1	evm.model.RL_5.1561
OG0013825	XP_006305901.1	evm.model.RL_5.1572
OG0013826	XP_006304130.2	evm.model.RL_5.1573
OG0013828	XP_006304233.1	evm.model.RL_5.1579
OG0013829	XP_023644771.1	evm.model.RL_5.1608
OG0013830	XP_006303992.1	evm.model.RL_5.1619
OG0013831	XP_006306068.1	evm.model.RL_5.1651
OG0013832	XP_006307108.1	evm.model.RL_5.1637
OG0013833	XP_006307453.1	evm.model.RL_5.1629
OG0013834	XP_006305158.1	evm.model.RL_5.1627
OG0013835	XP_006305468.2	evm.model.RL_5.1670
OG0013836	XP_006305296.1	evm.model.RL_5.1695.1.687c88b6
OG0013837	XP_023632879.1	evm.model.RL_5.1746
OG0013838	XP_006306445.1	evm.model.RL_5.1750.1.687c88b6
OG0013839	XP_006304975.1	evm.model.RL_5.1752
OG0013840	XP_006303454.1	evm.model.RL_5.1759
OG0013841	XP_006306730.1	evm.model.RL_5.1763
OG0013842	XP_006305739.1	evm.model.RL_5.1773
OG0013843	XP_006305200.1	evm.model.RL_5.1791
OG0013844	XP_006307378.1	evm.model.RL_5.1794
OG0013845	XP_006306683.2	evm.model.RL_5.1812
OG0013846	XP_023645878.1	evm.model.RL_5.1817
OG0013847	XP_023633121.1	evm.model.RL_5.1836
OG0013848	XP_006303947.1	evm.model.RL_5.3685
OG0013849	XP_006305569.1	evm.model.RL_5.3664
OG0013850	XP_006303847.1, XP_006306653.1	evm.model.RL_5.3646
OG0013851	XP_006304824.1	evm.model.RL_5.3616
OG0013852	XP_006304951.1	evm.model.RL_5.3609
OG0013853	XP_006305284.1	evm.model.RL_5.3608
OG0013854	XP_006306114.1	evm.model.RL_5.3599
OG0013855	XP_006305337.1	evm.model.RL_5.3595
OG0013857	XP_023644849.1	evm.model.RL_5.3580
OG0013858	XP_006303132.1	evm.model.RL_5.3555
OG0013860	XP_006305542.1	evm.model.RL_5.3491
OG0013861	XP_006306336.1	evm.model.RL_5.3489
OG0013862	XP_006305604.1	evm.model.RL_5.3487
OG0013863	XP_006303280.1	evm.model.RL_5.3429
OG0013865	XP_006307557.1	evm.model.RL_5.3377
OG0013866	XP_006304587.1	evm.model.RL_5.3349
OG0013867	XP_023645894.1	evm.model.RL_5.3319
OG0013868	XP_023645027.1	evm.model.RL_5.3318
OG0013869	XP_006305125.1	evm.model.RL_5.3315
OG0013870	XP_006305323.1	evm.model.RL_5.3298
OG0013871	XP_006305149.1	evm.model.RL_5.3284
OG0013872	XP_006305377.2	evm.model.RL_5.3259
OG0013873	XP_023646013.1	evm.model.RL_5.3257
OG0013874	XP_006306989.1	evm.model.RL_5.3245
OG0013875	XP_006303857.1	evm.model.RL_5.3188
OG0013876	XP_006300623.1	evm.model.RL_3.1137
OG0013877	XP_023644642.1	evm.model.RL_5.3170
OG0013878	XP_006303762.1	evm.model.RL_5.3159
OG0013879	XP_023644835.1	evm.model.RL_5.2310
OG0013880	XP_006286257.1	evm.model.RL_2.1954
OG0013881	XP_023635073.1	evm.model.RL_2.1967.1.687c86e4
OG0013882	XP_006284164.1	evm.model.RL_2.1987
OG0013883	XP_006282618.1	evm.model.RL_2.1988
OG0013884	XP_023634778.1	evm.model.RL_2.2003.1.687c86e4
OG0013885	XP_006283769.1	evm.model.RL_2.2022
OG0013886	XP_006283114.1	evm.model.RL_2.2027
OG0013887	XP_006284135.1	evm.model.RL_2.2029
OG0013888	XP_023635320.1	evm.model.RL_2.2776
OG0013889	XP_006293492.1	evm.model.RL_6.425
OG0013890	XP_006294163.1	evm.model.RL_6.407
OG0013891	XP_006294587.2	evm.model.RL_6.408
OG0013892	XP_023639804.1	evm.model.RL_6.402
OG0013893	XP_023634463.1	evm.model.RL_2.2828
OG0013894	XP_006295170.1	evm.model.RL_6.394
OG0013895	XP_023639963.1	evm.model.RL_6.393
OG0013897	XP_006296432.1	evm.model.RL_6.384
OG0013898	XP_006293620.1	evm.model.RL_6.413
OG0013899	XP_006293853.1	evm.model.RL_6.415
OG0013900	XP_006295132.1	evm.model.RL_6.253
OG0013901	XP_023639921.1	evm.model.RL_6.205
OG0013902	XP_006302322.1	evm.model.RL_3.2027
OG0013903	XP_006302223.1	evm.model.RL_3.2026
OG0013904	XP_006296451.1	evm.model.RL_6.171
OG0013905	XP_006293410.1	evm.model.RL_6.146
OG0013906	XP_006294704.1	evm.model.RL_6.371, evm.model.RL_6.129
OG0013907	XP_006293356.1	evm.model.RL_6.102
OG0013908	XP_006296067.1	evm.model.RL_6.101
OG0013909	XP_023641011.1	evm.model.RL_6.97
OG0013910	XP_006294485.1	evm.model.RL_6.82
OG0013911	XP_006294286.1	evm.model.RL_6.56
OG0013912	XP_006295119.1	evm.model.RL_6.39
OG0013913	XP_006296137.1	evm.model.RL_6.18
OG0013914	XP_006303332.1	evm.model.RL_5.1465
OG0013915	XP_006306125.1	evm.model.RL_5.1368
OG0013916	XP_006304780.1	evm.model.RL_5.1321
OG0013917	XP_006305721.1	evm.model.RL_5.1320
OG0013918	XP_006305322.1	evm.model.RL_5.1304
OG0013919	XP_006304693.2	evm.model.RL_5.1277
OG0013920	XP_006307116.2	evm.model.RL_5.1260
OG0013921	XP_023645652.1	evm.model.RL_5.1227
OG0013922	XP_023645316.1	evm.model.RL_5.1219
OG0013923	XP_006304243.1	evm.model.RL_5.1214
OG0013924	XP_006304034.1	evm.model.RL_5.1207
OG0013925	XP_006303630.1	evm.model.RL_5.1197
OG0013926	XP_006304718.1	evm.model.RL_5.1182
OG0013927	XP_006303581.1	evm.model.RL_5.1157.2.687c88b2
OG0013928	XP_006307184.1	evm.model.RL_5.1133
OG0013929	XP_006304679.1	evm.model.RL_5.1131
OG0013930	XP_006307130.1	evm.model.RL_5.1068
OG0013931	XP_006303826.1	evm.model.RL_5.1060
OG0013932	XP_006306261.2	evm.model.RL_5.1059
OG0013933	XP_006303268.1	evm.model.RL_5.1042
OG0013934	XP_006305623.1	evm.model.RL_5.1036
OG0013935	XP_006303706.1	evm.model.RL_5.971
OG0013936	XP_023645563.1	evm.model.RL_5.964
OG0013937	XP_023645667.1	evm.model.RL_5.943.2.687c88b0
OG0013938	XP_006297821.1	evm.model.RL_1.2491
OG0013939	XP_006298487.2	evm.model.RL_1.2490
OG0013940	XP_023637270.1	evm.model.RL_4.978
OG0013942	XP_006306941.1	evm.model.RL_5.853.1.687c88af
OG0013944	XP_023645680.1	evm.model.RL_5.816
OG0013945	XP_023632815.1	evm.model.RL_5.807
OG0013946	XP_006307607.1	evm.model.RL_5.803
OG0013947	XP_006303656.1	evm.model.RL_5.799
OG0013948	XP_006305088.1	evm.model.RL_5.795
OG0013949	XP_023644726.1	evm.model.RL_5.789
OG0013950	XP_006304054.1	evm.model.RL_5.725
OG0013951	XP_006306844.1	evm.model.RL_5.713
OG0013952	XP_006305032.1	evm.model.RL_5.708
OG0013953	XP_006303811.1	evm.model.RL_5.699
OG0013955	XP_006303625.1	evm.model.RL_5.636
OG0013956	XP_006305830.2	evm.model.RL_5.598
OG0013957	XP_023645338.1	evm.model.RL_5.589
OG0013958	XP_006307401.1	evm.model.RL_5.576
OG0013959	XP_006306364.1	evm.model.RL_5.561
OG0013960	XP_006304886.2	evm.model.RL_5.552
OG0013961	XP_023645917.1	evm.model.RL_5.551
OG0013962	XP_023644689.1	evm.model.RL_5.526
OG0013963	XP_006304785.1	evm.model.RL_5.500
OG0013964	XP_006305261.1	evm.model.RL_5.486
OG0013965	XP_023644653.1	evm.model.RL_2.2658
OG0013966	XP_006305016.2	evm.model.RL_5.438.1.687c88ac
OG0013967	XP_006303916.2	evm.model.RL_6.340
OG0013968	XP_006306345.1	evm.model.RL_5.422
OG0013969	XP_023645241.1	evm.model.RL_5.393
OG0013970	XP_006303288.1	evm.model.RL_5.364
OG0013971	XP_023644966.1	evm.model.RL_5.347
OG0013972	XP_006305960.1	evm.model.RL_5.343
OG0013973	XP_023632922.1	evm.model.RL_5.326
OG0013974	XP_006303252.1	evm.model.RL_5.304
OG0013975	XP_006303192.1	evm.model.RL_5.285
OG0013977	XP_006303915.1	evm.model.RL_5.273
OG0013978	XP_006307466.2	evm.model.RL_5.206
OG0013979	XP_006306709.1	evm.model.RL_5.177
OG0013980	XP_006303275.1	evm.model.RL_5.164
OG0013981	XP_006305457.1	evm.model.RL_5.161
OG0013982	XP_006305967.1	evm.model.RL_5.123
OG0013983	XP_006303697.1	evm.model.RL_5.79
OG0013984	XP_006306578.1	evm.model.RL_5.73
OG0013985	XP_006305435.1	evm.model.RL_5.57
OG0013986	XP_006305568.1	evm.model.RL_5.55
OG0013987	XP_006305677.2, XP_006279525.1	evm.model.RL_5.52
OG0013988	XP_023645242.1	evm.model.RL_5.50.1.687c88a9
OG0013989	XP_006307379.1	evm.model.RL_5.45
OG0013990	XP_006303976.1	evm.model.RL_5.12
OG0013991	XP_006304974.1	evm.model.RL_5.17
OG0013992	XP_023645161.1	evm.model.RL_8.2872, evm.model.RL_3.515
OG0013993	XP_023633250.1	evm.model.RL_8.2891.1.687c8563
OG0013994	XP_006305307.1	evm.model.RL_8.2893
OG0013995	XP_023639867.1	evm.model.RL_6.2326
OG0013996	XP_006307173.1	evm.model.RL_8.2897
OG0013997	XP_023638013.1	evm.model.RL_7.1567
OG0013998	XP_023644678.1	evm.model.RL_8.2927
OG0013999	XP_006287880.1	evm.model.RL_4.2228
OG0014000	XP_006287601.1	evm.model.RL_4.2169
OG0014001	XP_006287172.1	evm.model.RL_4.1740
OG0014002	XP_006289729.1	evm.model.RL_4.2178
OG0014003	XP_006287310.1	evm.model.RL_4.2181
OG0014004	XP_006289122.1	evm.model.RL_4.2217
OG0014005	XP_006290180.1	evm.model.RL_4.2153
OG0014006	XP_006289258.1	evm.model.RL_4.2087
OG0014007	XP_023636513.1	evm.model.RL_4.2070
OG0014008	XP_023637104.1	evm.model.RL_4.2069
OG0014009	XP_006288000.1	evm.model.RL_4.2068
OG0014010	XP_006286391.1	evm.model.RL_4.2063
OG0014011	XP_006288594.1	evm.model.RL_4.2060
OG0014012	XP_006288450.1	evm.model.RL_4.2047
OG0014013	XP_006289468.1	evm.model.RL_4.2046
OG0014014	XP_006290116.1, XP_006279217.2	evm.model.RL_4.2032
OG0014015	XP_006287146.2	evm.model.RL_4.2022
OG0014016	XP_023637068.1	evm.model.RL_4.2019
OG0014017	XP_023637081.1	evm.model.RL_4.1988
OG0014018	XP_006287003.1	evm.model.RL_4.1969
OG0014019	XP_006287074.1	evm.model.RL_4.1962
OG0014020	XP_023637221.1	evm.model.RL_4.1942.2.687c86d6
OG0014021	XP_006288445.1	evm.model.RL_4.1930
OG0014022	XP_006289856.1	evm.model.RL_4.1921
OG0014023	XP_006286973.1	evm.model.RL_4.1902
OG0014024	XP_006286784.1	evm.model.RL_4.1903
OG0014025	XP_006290015.1	evm.model.RL_4.1882
OG0014026	XP_006288137.1	evm.model.RL_4.1835
OG0014027	XP_023643221.1	evm.model.RL_3.2118
OG0014028	XP_023636400.1	evm.model.RL_4.1829
OG0014029	XP_006287983.1	evm.model.RL_4.1811
OG0014030	XP_006287419.1	evm.model.RL_4.1803
OG0014031	XP_006287205.1	evm.model.RL_4.1796
OG0014032	XP_006286401.1	evm.model.RL_4.1782
OG0014033	XP_006288098.1	evm.model.RL_4.1761
OG0014034	XP_006287694.1	evm.model.RL_4.1736, evm.model.RL_6.167
OG0014035	XP_006287435.1	evm.model.RL_4.1720
OG0014036	XP_023637524.1	evm.model.RL_4.1110
OG0014037	XP_006288219.2	evm.model.RL_4.1103
OG0014038	XP_006286854.1	evm.model.RL_4.1101
OG0014039	XP_023636707.1	evm.model.RL_4.1099
OG0014040	XP_006286480.1	evm.model.RL_4.1091
OG0014041	XP_006287857.1	evm.model.RL_4.1080
OG0014042	XP_006280033.1	evm.model.RL_4.509
OG0014043	XP_006287782.1	evm.model.RL_4.1053
OG0014044	XP_023636613.1	evm.model.RL_4.1023
OG0014045	XP_006287784.1	evm.model.RL_4.979
OG0014046	XP_006281891.1	evm.model.RL_4.873
OG0014047	XP_006281977.1	evm.model.RL_4.869
OG0014048	XP_006280795.2	evm.model.RL_4.860
OG0014049	XP_006281736.1	evm.model.RL_4.856
OG0014050	XP_006280032.2	evm.model.RL_4.788
OG0014051	XP_006281015.2	evm.model.RL_4.844
OG0014052	XP_023636695.1	evm.model.RL_4.2271.1.687c86d8
OG0014054	XP_006289981.1	evm.model.RL_4.2846
OG0014055	XP_006287021.2	evm.model.RL_4.2854
OG0014056	XP_006287443.1	evm.model.RL_4.2148
OG0014057	XP_006288737.1	evm.model.RL_4.2877
OG0014058	XP_006290152.1	evm.model.RL_4.2881
OG0014059	XP_023637410.1	evm.model.RL_4.2883
OG0014060	XP_006289834.1	evm.model.RL_4.2889
OG0014061	XP_006280050.1	evm.model.RL_4.756
OG0014062	XP_006288807.2	evm.model.RL_4.2924
OG0014063	XP_006286510.1	evm.model.RL_4.2930
OG0014064	XP_006287196.1	evm.model.RL_4.2940.2.687c86dc
OG0014065	XP_006289597.1	evm.model.RL_4.2948
OG0014067	XP_006286686.1	evm.model.RL_4.2960
OG0014068	XP_006288127.1	evm.model.RL_4.2969
OG0014069	XP_006289514.2	evm.model.RL_4.2979
OG0014070	XP_006287676.1	evm.model.RL_4.2992
OG0014071	XP_006290079.1	evm.model.RL_4.2995
OG0014072	XP_006288659.1	evm.model.RL_4.3012
OG0014073	XP_006288752.1	evm.model.RL_4.3016
OG0014074	XP_006288293.1	evm.model.RL_4.3056
OG0014075	XP_006287110.1	evm.model.RL_4.3053
OG0014076	XP_006288639.1	evm.model.RL_4.3047
OG0014077	XP_023636394.1, XP_006279451.1	evm.model.RL_4.3046
OG0014078	XP_023636908.1	evm.model.RL_4.3064
OG0014079	XP_006287486.1	evm.model.RL_4.3068
OG0014080	XP_006287109.1	evm.model.RL_4.3072
OG0014081	XP_023636264.1	evm.model.RL_4.3073
OG0014082	XP_006286880.1	evm.model.RL_4.3075
OG0014083	XP_006287006.1	evm.model.RL_4.3094
OG0014084	XP_006287655.1	evm.model.RL_4.1151
OG0014085	XP_023637675.1	evm.model.RL_4.1182
OG0014086	XP_006288961.1	evm.model.RL_4.1181
OG0014087	XP_006287596.1	evm.model.RL_4.1208
OG0014088	XP_006288825.1	evm.model.RL_4.1294.1.687c86d3
OG0014089	XP_006287038.1	evm.model.RL_4.1287
OG0014090	XP_006287482.1	evm.model.RL_4.1284
OG0014091	XP_023636686.1	evm.model.RL_4.1298
OG0014092	XP_006287125.1	evm.model.RL_4.1304
OG0014093	XP_006288580.1	evm.model.RL_4.1338
OG0014094	XP_006287013.1	evm.model.RL_4.1356
OG0014095	XP_023641108.1	evm.model.RL_1.2455
OG0014096	XP_023635729.1	evm.model.RL_4.1418
OG0014097	XP_006289382.1	evm.model.RL_4.1420
OG0014098	XP_006280169.1	evm.model.RL_8.2173
OG0014099	XP_006280469.1	evm.model.RL_8.2221
OG0014100	XP_006281868.1	evm.model.RL_8.2225
OG0014101	XP_006280873.1	evm.model.RL_8.2249
OG0014102	XP_006284356.1	evm.model.RL_2.2330
OG0014103	XP_006281443.1	evm.model.RL_8.2276
OG0014104	XP_006281008.1	evm.model.RL_8.2284
OG0014105	XP_006282365.1	evm.model.RL_8.2308
OG0014106	XP_006282111.1	evm.model.RL_8.2337
OG0014107	XP_006280210.2	evm.model.RL_8.2343
OG0014108	XP_006280167.1	evm.model.RL_8.2346
OG0014109	XP_006280891.1	evm.model.RL_8.2354
OG0014110	XP_006281027.1	evm.model.RL_8.2365
OG0014111	XP_006280741.1	evm.model.RL_8.2380
OG0014112	XP_006280971.1	evm.model.RL_8.2381
OG0014113	XP_006280710.1	evm.model.RL_8.1953
OG0014114	XP_006280567.1	evm.model.RL_8.1935
OG0014115	XP_006280420.1, XP_006307548.1	evm.model.RL_8.1911
OG0014116	XP_006292183.1	evm.model.RL_7.1237
OG0014117	XP_006292663.2	evm.model.RL_7.1241
OG0014118	XP_006292525.2	evm.model.RL_7.1247
OG0014119	XP_023639307.1	evm.model.RL_7.1253
OG0014120	XP_006292255.1	evm.model.RL_7.1281
OG0014121	XP_006291952.1	evm.model.RL_7.1297
OG0014122	XP_006291095.1	evm.model.RL_7.1315
OG0014123	XP_023638027.1	evm.model.RL_7.1316
OG0014124	XP_006291791.1	evm.model.RL_7.1333.1.687c84b9
OG0014125	XP_023639114.1	evm.model.RL_7.1348.2.687c84b9
OG0014126	XP_006292011.2	evm.model.RL_7.1399
OG0014127	XP_006291017.2	evm.model.RL_7.1414
OG0014128	XP_006292687.2	evm.model.RL_7.1422
OG0014129	XP_006290585.1	evm.model.RL_7.1453
OG0014130	XP_006290862.1	evm.model.RL_7.1458
OG0014131	XP_023638230.1	evm.model.RL_7.1474
OG0014132	XP_006291178.1	evm.model.RL_7.1479
OG0014133	XP_006291042.1	evm.model.RL_7.1518
OG0014134	XP_006292410.1	evm.model.RL_7.1526
OG0014135	XP_006290749.1	evm.model.RL_7.1550
OG0014136	XP_023639170.1	evm.model.RL_7.1559
OG0014137	XP_006291901.2	evm.model.RL_7.1570
OG0014138	XP_006286933.2	evm.model.RL_8.669
OG0014139	XP_006290871.1	evm.model.RL_7.1602
OG0014140	XP_006290257.1	evm.model.RL_7.1614
OG0014141	XP_006292661.1	evm.model.RL_7.1636
OG0014142	XP_006290898.1	evm.model.RL_7.1642
OG0014143	XP_006292312.1	evm.model.RL_7.1644
OG0014144	XP_006292660.1	evm.model.RL_7.1670
OG0014145	XP_023639068.1	evm.model.RL_7.1672
OG0014146	XP_006290802.1	evm.model.RL_7.1711
OG0014147	XP_006291002.1	evm.model.RL_7.1734
OG0014148	XP_006291764.1	evm.model.RL_7.1749
OG0014149	XP_023643197.1	evm.model.RL_3.1783
OG0014150	XP_006290504.1	evm.model.RL_7.1783
OG0014151	XP_006292321.1	evm.model.RL_7.1786
OG0014152	XP_006291331.1	evm.model.RL_7.1798
OG0014153	XP_023637957.1	evm.model.RL_7.1817, evm.model.RL_7.1816
OG0014154	XP_006291100.1	evm.model.RL_7.1820
OG0014155	XP_006290667.1	evm.model.RL_7.1841
OG0014156	XP_006290935.1	evm.model.RL_7.1846
OG0014157	XP_006290724.1	evm.model.RL_7.1866
OG0014158	XP_006293325.2, XP_023634671.1	evm.model.RL_7.1929
OG0014159	XP_006291366.1	evm.model.RL_7.1995
OG0014160	XP_006291737.1	evm.model.RL_7.1994
OG0014161	XP_006291975.1	evm.model.RL_7.1989
OG0014162	XP_006293744.1	evm.model.RL_6.2707
OG0014163	XP_023636941.1	evm.model.RL_8.894
OG0014164	XP_023633622.1	evm.model.RL_7.2008, evm.model.RL_5.2443
OG0014165	XP_006300633.2	evm.model.RL_3.1142
OG0014166	XP_006300904.1	evm.model.RL_3.1133
OG0014167	XP_006302412.1	evm.model.RL_3.1159
OG0014168	XP_006301277.1	evm.model.RL_3.200
OG0014170	XP_006302704.1	evm.model.RL_3.1170
OG0014171	XP_006301542.1	evm.model.RL_3.1247
OG0014172	XP_006303087.1	evm.model.RL_3.1254
OG0014173	XP_006302258.1	evm.model.RL_3.2421
OG0014174	XP_006301086.1	evm.model.RL_3.1309
OG0014175	XP_006302697.1	evm.model.RL_3.1316
OG0014176	XP_006302411.1	evm.model.RL_3.1321
OG0014177	XP_006301939.1	evm.model.RL_3.1323
OG0014178	XP_006300946.2	evm.model.RL_3.1344
OG0014179	XP_006300627.2	evm.model.RL_3.1386
OG0014180	XP_006302287.1	evm.model.RL_3.1427, evm.model.RL_3.1426
OG0014181	XP_006302440.2	evm.model.RL_3.1452
OG0014182	XP_006302894.1	evm.model.RL_3.1456
OG0014183	XP_006302096.1	evm.model.RL_3.1518
OG0014184	XP_006301839.1	evm.model.RL_3.1529
OG0014185	XP_023643288.1	evm.model.RL_3.1539
OG0014186	XP_006301205.1	evm.model.RL_3.1547
OG0014187	XP_006301077.1	evm.model.RL_3.1552, evm.model.RL_2.800
OG0014188	XP_006301141.1	evm.model.RL_3.1564.1.687c84bc
OG0014189	XP_023643670.1	evm.model.RL_3.1581
OG0014190	XP_006301391.1	evm.model.RL_3.1576
OG0014191	XP_006302261.1	evm.model.RL_3.1593
OG0014192	XP_006302340.1	evm.model.RL_3.1594
OG0014193	XP_006300322.1	evm.model.RL_3.2216
OG0014194	XP_006301156.1	evm.model.RL_3.2174
OG0014195	XP_006300671.1	evm.model.RL_3.2169
OG0014196	XP_023643679.1	evm.model.RL_3.2160
OG0014197	XP_006300361.1	evm.model.RL_3.2135
OG0014198	XP_006301565.1	evm.model.RL_3.2131
OG0014199	XP_006302073.1	evm.model.RL_3.2114
OG0014200	XP_006300947.1	evm.model.RL_3.2111
OG0014201	XP_023644012.1	evm.model.RL_3.2100
OG0014202	XP_023644327.1	evm.model.RL_3.2082
OG0014203	XP_006302513.2	evm.model.RL_3.2066
OG0014204	XP_006300747.1	evm.model.RL_3.2045
OG0014205	XP_006302606.1	evm.model.RL_3.2020
OG0014206	XP_006303067.1	evm.model.RL_3.2018
OG0014207	XP_006302092.1	evm.model.RL_3.2015
OG0014208	XP_006300917.1, XP_023644522.1	evm.model.RL_3.1998
OG0014209	XP_023643875.1	evm.model.RL_3.1989
OG0014210	XP_023644068.1	evm.model.RL_3.1971
OG0014211	XP_006301043.1	evm.model.RL_3.1946
OG0014212	XP_006300584.1	evm.model.RL_3.1945
OG0014213	XP_006302160.1	evm.model.RL_3.1926
OG0014214	XP_006300802.1	evm.model.RL_3.1922
OG0014215	XP_023643368.1	evm.model.RL_3.1903
OG0014216	XP_006300805.1	evm.model.RL_3.1891
OG0014217	XP_006300841.2	evm.model.RL_3.1882
OG0014218	XP_023643262.1	evm.model.RL_3.1860
OG0014219	XP_023643704.1	evm.model.RL_3.1855.1.687c84bd
OG0014220	XP_006301356.1	evm.model.RL_3.1848
OG0014221	XP_006302425.1	evm.model.RL_3.1840
OG0014222	XP_006300384.1	evm.model.RL_3.1833
OG0014223	XP_006301424.1	evm.model.RL_3.1830
OG0014224	XP_023643507.1	evm.model.RL_3.1811
OG0014225	XP_023642958.1	evm.model.RL_3.1807
OG0014226	XP_023642899.1	evm.model.RL_3.1797
OG0014227	XP_023643538.1	evm.model.RL_3.1794
OG0014228	XP_006300364.2	evm.model.RL_3.1791
OG0014229	XP_006302836.1	evm.model.RL_3.1785
OG0014230	XP_006300679.1	evm.model.RL_3.1779
OG0014231	XP_006302464.1	evm.model.RL_3.1750
OG0014232	XP_006302144.1	evm.model.RL_3.1730
OG0014233	XP_023642943.1	evm.model.RL_3.1722.2.687c84bc
OG0014235	XP_023642965.1	evm.model.RL_3.1669
OG0014236	XP_023643612.1	evm.model.RL_3.1659
OG0014237	XP_006301633.1	evm.model.RL_3.1655
OG0014238	XP_006306911.1	evm.model.RL_5.1581
OG0014239	XP_006300828.2	evm.model.RL_3.1640
OG0014240	XP_006301629.1	evm.model.RL_3.1639
OG0014241	XP_023643622.1	evm.model.RL_3.1634
OG0014242	XP_006302221.1	evm.model.RL_3.1621
OG0014243	XP_006301306.1	evm.model.RL_3.2297
OG0014244	XP_006302947.1	evm.model.RL_3.2304
OG0014245	XP_023643577.1	evm.model.RL_3.2313
OG0014246	XP_006300395.2	evm.model.RL_3.2319
OG0014247	XP_023643993.1	evm.model.RL_3.2333
OG0014248	XP_023644070.1	evm.model.RL_3.2337
OG0014249	XP_006301897.1	evm.model.RL_3.2338
OG0014250	XP_006302130.1	evm.model.RL_3.2345
OG0014251	XP_023643190.1	evm.model.RL_3.2347
OG0014252	XP_006302925.1	evm.model.RL_3.2385
OG0014253	XP_023643492.1	evm.model.RL_3.2407
OG0014254	XP_023644378.1	evm.model.RL_3.2437
OG0014255	XP_023643882.1	evm.model.RL_3.2438
OG0014256	XP_006301281.1	evm.model.RL_3.2443
OG0014257	XP_006301563.1	evm.model.RL_3.2444, evm.model.RL_3.2445
OG0014258	XP_006299931.2	evm.model.RL_3.2447
OG0014259	XP_006300794.1	evm.model.RL_3.2474
OG0014260	XP_006300386.2	evm.model.RL_3.2485
OG0014261	XP_023644149.1	evm.model.RL_3.2489
OG0014262	XP_006301441.1	evm.model.RL_3.2492
OG0014263	XP_006301640.1	evm.model.RL_3.2502
OG0014264	XP_023644167.1	evm.model.RL_3.2504, evm.model.RL_3.216
OG0014265	XP_023641285.1	evm.model.RL_1.1166
OG0014266	XP_006291014.1	evm.model.RL_1.1192
OG0014267	XP_006300234.1	evm.model.RL_1.1228
OG0014268	XP_006296696.1	evm.model.RL_1.1301
OG0014269	XP_023642612.1	evm.model.RL_1.1306
OG0014270	XP_023642597.1	evm.model.RL_8.1414
OG0014271	XP_006298801.1	evm.model.RL_1.1325
OG0014272	XP_006298979.1	evm.model.RL_1.1326
