Orthogroup	Cochlearia_excelsa	Rorippa_islandica
OG0012677	g5547	Roisl.0210s0478.1.p
OG0012678	g5549, g29631	Roisl.0210s0476.1.p
OG0012679	g29635, g5556	Roisl.0210s0468.1.p
OG0012680	g29642	Roisl.0210s0455.1.p
OG0012682	g5578	Roisl.0210s0430.1.p
OG0012683	g5579	Roisl.0210s0429.1.p
OG0012684	g5582	Roisl.0210s0426.1.p
OG0012685	g29662	Roisl.0210s0400.1.p
OG0012686	g14569	Roisl.0066s0445.1.p
OG0012688	g29664	Roisl.0210s0396.1.p
OG0012689	g29665	Roisl.0210s0394.1.p
OG0012691	g45456	Roisl.0042s0001.1.p
OG0012692	g29667	Roisl.0042s0003.1.p
OG0012693	g29672	Roisl.0042s0007.1.p
OG0012694	g5593	Roisl.0042s0010.1.p
OG0012695	g29679	Roisl.0042s0019.1.p
OG0012696	g29682	Roisl.0042s0023.1.p
OG0012697	g47568	Roisl.0022s0253.1.p
OG0012698	g29684	Roisl.0042s0029.1.p
OG0012699	g5609	Roisl.0042s0043.1.p
OG0012700	g5612	Roisl.0042s0049.1.p
OG0012701	g5618, g45439	Roisl.0042s0071.1.p
OG0012702	g5616	Roisl.0042s0069.1.p
OG0012703	g5620, g45437	Roisl.0042s0083.1.p
OG0012704	g5630	Roisl.0042s0103.1.p
OG0012705	g5631	Roisl.0042s0106.1.p
OG0012706	g54376, g54380	Roisl.0185s0089.1.p
OG0012707	g5636	Roisl.0042s0118.1.p
OG0012708	g29733	Roisl.0042s0137.1.p
OG0012709	g45411	Roisl.0042s0161.1.p
OG0012711	g5659	Roisl.0042s0155.1.p
OG0012712	g29763	Roisl.0030s0211.1.p
OG0012713	g29765	Roisl.0030s0208.1.p
OG0012714	g5676	Roisl.0030s0196.1.p
OG0012715	g29779, g45407	Roisl.0030s0192.1.p
OG0012716	g29783	Roisl.0030s0188.1.p
OG0012717	g29784	Roisl.0030s0187.1.p
OG0012718	g29799	Roisl.0030s0156.1.p
OG0012719	g5696, g45394	Roisl.0030s0155.1.p
OG0012720	g5697	Roisl.0030s0153.1.p
OG0012721	g45391	Roisl.0030s0147.1.p
OG0012722	g5701	Roisl.0030s0143.1.p
OG0012723	g5708	Roisl.0001s0063.1.p, Roisl.0030s0124.1.p
OG0012724	g29806, g45378	Roisl.0030s0123.1.p
OG0012725	g29818	Roisl.0030s0108.1.p
OG0012726	g29826	Roisl.0030s0096.1.p
OG0012727	g5719, g29833	Roisl.0030s0087.1.p
OG0012728	g5723	Roisl.0030s0079.1.p
OG0012730	g5731	Roisl.0030s0067.1.p
OG0012731	g29837	Roisl.0030s0047.1.p
OG0012732	g10286	Roisl.0014s0014.1.p
OG0012733	g29841	Roisl.0030s0026.1.p
OG0012734	g29843	Roisl.0030s0022.1.p
OG0012736	g29858	Roisl.0034s0132.1.p
OG0012737	g45311	Roisl.0034s0122.1.p
OG0012738	g5804	Roisl.0034s0103.1.p
OG0012739	g5810	Roisl.0034s0089.1.p, Roisl.0213s0489.1.p
OG0012740	g5813	Roisl.0034s0088.1.p
OG0012741	g5817	Roisl.0034s0084.1.p
OG0012742	g45291	Roisl.0034s0074.1.p
OG0012744	g5864	Roisl.0034s0022.1.p
OG0012745	g42871, g5861	Roisl.0034s0024.1.p
OG0012746	g5860	Roisl.0034s0025.1.p
OG0012747	g1748	Roisl.0034s0012.1.p
OG0012748	g45280	Roisl.0034s0001.1.p
OG0012749	g46665	Roisl.0009s0170.1.p
OG0012750	g16833	Roisl.0009s0168.1.p
OG0012751	g16832	Roisl.0009s0167.1.p
OG0012752	g46662	Roisl.0009s0162.1.p
OG0012753	g26011	Roisl.0061s0021.1.p
OG0012755	g16789, g44965	Roisl.0009s0093.1.p
OG0012756	g16783	Roisl.0009s0083.1.p
OG0012757	g46634	Roisl.0009s0032.1.p
OG0012758	g46602	Roisl.0115s0038.1.p
OG0012759	g46605	Roisl.0115s0032.1.p
OG0012760	g46609	Roisl.0115s0024.1.p
OG0012761	g44268	Roisl.0115s0011.1.p, Roisl.0194s0002.1.p
OG0012762	g1633	Roisl.0115s0014.1.p
OG0012763	g44266	Roisl.0115s0015.1.p
OG0012765	g46595	Roisl.0115s0048.1.p
OG0012766	g44277	Roisl.0115s0057.1.p
OG0012767	g44285	Roisl.0115s0075.1.p
OG0012768	g44290	Roisl.0115s0087.1.p
OG0012769	g43998	Roisl.0214s0862.1.p
OG0012771	g46535	Roisl.0115s0159.1.p
OG0012772	g28435	Roisl.0184s0091.1.p
OG0012773	g25757	Roisl.0115s0183.1.p
OG0012774	g13605	Roisl.0115s0189.1.p
OG0012775	g46519	Roisl.0115s0193.1.p
OG0012776	g46507	Roisl.0115s0207.1.p
OG0012777	g44339, g46499	Roisl.0115s0217.1.p
OG0012778	g46494	Roisl.0115s0226.1.p
OG0012779	g46490, g22310, g36056	Roisl.0115s0234.1.p
OG0012780	g46486	Roisl.0115s0240.1.p
OG0012783	g46460	Roisl.0004s0040.1.p
OG0012784	g46441	Roisl.0004s0063.1.p
OG0012785	g46433	Roisl.0004s0072.1.p
OG0012786	g46430	Roisl.0004s0076.1.p
OG0012787	g46428	Roisl.0004s0079.1.p
OG0012788	g46423	Roisl.0004s0083.1.p
OG0012789	g46397	Roisl.0004s0104.1.p
OG0012790	g17954	Roisl.0004s0117.1.p
OG0012791	g46373	Roisl.0004s0140.1.p
OG0012792	g17961	Roisl.0004s0150.1.p
OG0012793	g46340	Roisl.0004s0168.1.p
OG0012794	g46326	Roisl.0004s0182.1.p
OG0012795	g13618	Roisl.0004s0186.1.p
OG0012796	g46306	Roisl.0036s0051.1.p
OG0012797	g17962	Roisl.0036s0050.1.p
OG0012798	g44385	Roisl.0004s0215.1.p
OG0012799	g46288	Roisl.0004s0233.1.p
OG0012800	g46267	Roisl.0004s0254.1.p
OG0012801	g44415	Roisl.0004s0285.1.p
OG0012802	g14051	Roisl.0066s0249.1.p
OG0012803	g44437	Roisl.0004s0321.1.p
OG0012804	g13984	Roisl.0006s0022.1.p, Roisl.0213s0009.1.p
OG0012805	g44469	Roisl.0004s0364.1.p
OG0012806	g44480	Roisl.0004s0385.1.p
OG0012807	g10229	Roisl.0036s0020.1.p
OG0012809	g14040	Roisl.0066s0214.1.p
OG0012811	g6094	Roisl.0066s0205.1.p
OG0012812	g14028	Roisl.0066s0198.1.p
OG0012813	g14022	Roisl.0066s0192.1.p
OG0012814	g10432	Roisl.0025s0051.1.p
OG0012815	g6050	Roisl.0066s0164.1.p
OG0012816	g6042	Roisl.0066s0132.1.p
OG0012817	g19382	Roisl.0046s0928.1.p
OG0012818	g19384	Roisl.0046s0923.1.p
OG0012819	g19385, g2605	Roisl.0046s0918.1.p
OG0012820	g38087	Roisl.0017s0162.1.p
OG0012821	g2784, g2782	Roisl.0209s0444.1.p
OG0012822	g27972	Roisl.0007s0809.1.p
OG0012823	g6176, g5875	Roisl.0007s0799.1.p
OG0012824	g27976	Roisl.0007s0777.1.p
OG0012825	g25050, g5961, g25047	Roisl.0021s0505.1.p
OG0012826	g36736, g54363	Roisl.0021s0511.1.p
OG0012827	g54362	Roisl.0021s0513.1.p
OG0012828	g36720	Roisl.0021s0541.1.p
OG0012830	g36712	Roisl.0021s0552.1.p
OG0012831	g54322	Roisl.0021s0559.1.p
OG0012832	g36704	Roisl.0006s0534.1.p
OG0012833	g27994	Roisl.0006s0484.1.p
OG0012834	g36675, g54358	Roisl.0006s0466.1.p
OG0012835	g36664	Roisl.0006s0455.1.p
OG0012837	g36629	Roisl.0006s0413.1.p
OG0012838	g41685	Roisl.0019s0817.1.p
OG0012839	g36618	Roisl.0006s0400.1.p
OG0012840	g36605	Roisl.0006s0384.1.p
OG0012841	g36602	Roisl.0013s0061.1.p, Roisl.0006s0379.1.p
OG0012842	g51560	Roisl.0028s1025.1.p
OG0012843	g51561	Roisl.0028s1028.1.p
OG0012844	g37148	Roisl.0028s1042.1.p
OG0012845	g38030	Roisl.0028s1052.1.p
OG0012846	g38042	Roisl.0054s0032.1.p
OG0012847	g38044	Roisl.0054s0037.1.p
OG0012848	g51420	Roisl.0028s0812.1.p
OG0012849	g51600	Roisl.0054s0041.1.p
OG0012850	g38046	Roisl.0054s0043.1.p
OG0012851	g37178	Roisl.0054s0047.1.p
OG0012852	g51606	Roisl.0017s0017.1.p
OG0012853	g2945	Roisl.0209s0272.1.p
OG0012854	g27154	Roisl.0021s0216.1.p
OG0012855	g3000	Roisl.0027s0120.1.p
OG0012856	g3008	Roisl.0027s0107.1.p
OG0012857	g3076	Roisl.0027s0088.1.p
OG0012858	g19600	Roisl.0027s0074.1.p
OG0012859	g1476	Roisl.0032s0100.1.p
OG0012860	g1460	Roisl.0214s0069.1.p
OG0012861	g41250	Roisl.0031s0061.1.p
OG0012862	g41150	Roisl.0214s0082.1.p
OG0012863	g1427	Roisl.0214s0182.1.p
OG0012864	g26817	Roisl.0214s0121.1.p
OG0012865	g24656	Roisl.0191s0707.1.p
OG0012866	g1500	Roisl.0191s0692.1.p
OG0012867	g37835	Roisl.0189s0109.1.p
OG0012868	g26734	Roisl.0032s0104.1.p
OG0012869	g1481	Roisl.0189s0110.1.p
OG0012870	g17924	Roisl.0015s0148.1.p
OG0012871	g45553	Roisl.0082s0049.1.p
OG0012872	g46974	Roisl.0058s0067.1.p
OG0012873	g11693	Roisl.0053s0182.1.p
OG0012874	g24729	Roisl.0058s0053.1.p
OG0012875	g47001	Roisl.0075s0055.1.p
OG0012876	g24663	Roisl.0075s0072.1.p
OG0012877	g24664	Roisl.0075s0073.1.p
OG0012878	g24596, g47016	Roisl.0075s0092.1.p
OG0012879	g47018	Roisl.0075s0097.1.p
OG0012880	g24590	Roisl.0075s0100.1.p
OG0012881	g47029	Roisl.0075s0118.1.p
OG0012882	g24571	Roisl.0075s0134.1.p
OG0012883	g24563	Roisl.0082s0091.1.p, Roisl.0075s0143.1.p
OG0012884	g36067	Roisl.0075s0186.1.p
OG0012885	g24525	Roisl.0075s0203.1.p
OG0012886	g47051	Roisl.0002s0273.1.p
OG0012887	g17709	Roisl.0002s0239.1.p
OG0012888	g47086	Roisl.0002s0217.1.p
OG0012889	g24481	Roisl.0002s0210.1.p
OG0012890	g17687	Roisl.0002s0206.1.p
OG0012891	g47103	Roisl.0002s0167.1.p
OG0012892	g47109	Roisl.0002s0146.1.p
OG0012894	g24416	Roisl.0002s0098.1.p
OG0012895	g24414	Roisl.0002s0095.1.p
OG0012896	g47127	Roisl.0002s0089.1.p
OG0012897	g17610	Roisl.0002s0078.1.p
OG0012898	g46024	Roisl.0019s0194.1.p
OG0012899	g46049	Roisl.0019s0167.1.p
OG0012900	g46055	Roisl.0019s0159.1.p
OG0012901	g44567	Roisl.0019s0135.1.p
OG0012902	g46067	Roisl.0019s0127.1.p
OG0012903	g44560	Roisl.0019s0105.1.p
OG0012904	g46092	Roisl.0019s0099.1.p
OG0012905	g46102	Roisl.0004s0521.1.p
OG0012906	g46103	Roisl.0004s0520.1.p
OG0012907	g17989	Roisl.0004s0507.1.p
OG0012908	g46125	Roisl.0004s0491.1.p
OG0012909	g44543	Roisl.0004s0488.1.p
OG0012910	g5888	Roisl.0214s0499.1.p
OG0012911	g44536	Roisl.0004s0471.1.p
OG0012912	g44521	Roisl.0004s0456.1.p
OG0012913	g46146	Roisl.0004s0446.1.p
OG0012914	g44511	Roisl.0004s0430.1.p
OG0012915	g44503	Roisl.0004s0421.1.p
OG0012916	g44825	Roisl.0019s0695.1.p
OG0012917	g45755, g41504	Roisl.0019s0693.1.p
OG0012918	g44819	Roisl.0019s0685.1.p
OG0012919	g45756	Roisl.0019s0677.1.p
OG0012920	g44802	Roisl.0019s0672.1.p
OG0012921	g45784	Roisl.0019s0608.1.p
OG0012922	g23554, g23552	Roisl.0022s0522.1.p
OG0012923	g44093, g17034	Roisl.0066s0024.1.p
OG0012924	g23533	Roisl.0044s0017.1.p
OG0012925	g23529	Roisl.0044s0023.1.p
OG0012926	g11125	Roisl.0012s0081.1.p
OG0012927	g23496	Roisl.0044s0067.1.p
OG0012928	g17011	Roisl.0044s0075.1.p
OG0012929	g40784	Roisl.0010s0190.1.p
OG0012930	g40791	Roisl.0010s0193.1.p
OG0012931	g1612	Roisl.0208s0018.1.p
OG0012932	g40807	Roisl.0050s0101.1.p
OG0012933	g16863	Roisl.0009s0262.1.p
OG0012935	g16858	Roisl.0213s0770.1.p
OG0012936	g16847	Roisl.0009s0222.1.p
OG0012937	g1380	Roisl.0012s0049.1.p
OG0012938	g3237	Roisl.0184s0197.1.p
OG0012939	g11470	Roisl.0037s0036.1.p
OG0012940	g3411	Roisl.0037s0048.1.p
OG0012941	g10406	Roisl.0025s0094.1.p
OG0012942	g16570	Roisl.0025s0014.1.p
OG0012943	g3427	Roisl.0037s0055.1.p
OG0012944	g10460	Roisl.0011s0571.1.p
OG0012945	g18228	Roisl.0011s0569.1.p
OG0012947	g3412	Roisl.0037s0049.1.p
OG0012948	g10480	Roisl.0011s0548.1.p
OG0012949	g16560, g10489	Roisl.0011s0539.1.p
OG0012950	g10500	Roisl.0011s0525.1.p
OG0012951	g10517	Roisl.0011s0506.1.p
OG0012952	g871	Roisl.0189s0138.1.p
OG0012953	g1606	Roisl.0011s0489.1.p
OG0012954	g1595	Roisl.0011s0435.1.p
OG0012955	g10572	Roisl.0011s0416.1.p
OG0012956	g10578	Roisl.0011s0397.1.p
OG0012957	g1585	Roisl.0011s0384.1.p
OG0012958	g10591	Roisl.0011s0375.1.p
OG0012960	g10601	Roisl.0011s0360.1.p
OG0012961	g1564	Roisl.0011s0327.1.p
OG0012962	g18015	Roisl.0019s0543.1.p
OG0012963	g45818	Roisl.0019s0552.1.p
OG0012964	g44725	Roisl.0019s0557.1.p
OG0012965	g45797	Roisl.0019s0596.1.p
OG0012966	g45795	Roisl.0019s0622.1.p, Roisl.0193s0002.1.p
OG0012967	g45792	Roisl.0061s0020.1.p, Roisl.0019s0617.1.p
OG0012968	g45790	Roisl.0019s0615.1.p
OG0012969	g10952	Roisl.0005s0200.1.p
OG0012970	g40206	Roisl.0020s0033.1.p
OG0012971	g40590	Roisl.0005s0233.1.p
OG0012972	g16720	Roisl.0005s0244.1.p
OG0012973	g10965	Roisl.0005s0252.1.p
OG0012974	g40585	Roisl.0005s0253.1.p
OG0012975	g40577	Roisl.0005s0260.1.p
OG0012976	g43976	Roisl.0005s0261.1.p
OG0012977	g10973	Roisl.0005s0273.1.p
OG0012978	g40572	Roisl.0005s0276.1.p
OG0012979	g6277, g6255, g3081	Roisl.0188s0026.1.p
OG0012980	g40568	Roisl.0005s0291.1.p
OG0012981	g10982	Roisl.0005s0309.1.p
OG0012982	g10994	Roisl.0005s0323.1.p
OG0012983	g40539	Roisl.0005s0366.1.p
OG0012984	g54139	Roisl.0006s0020.1.p
OG0012986	g28075	Roisl.0006s0027.1.p
OG0012987	g36405, g43449	Roisl.0006s0037.1.p
OG0012988	g28058	Roisl.0006s0077.1.p
OG0012989	g47508	Roisl.0008s0256.1.p
OG0012990	g36454, g54181	Roisl.0006s0114.1.p
OG0012991	g54208	Roisl.0006s0119.1.p
OG0012992	g36470	Roisl.0006s0149.1.p
OG0012993	g36485	Roisl.0006s0165.1.p
OG0012994	g54194	Roisl.0006s0166.1.p
OG0012995	g54193	Roisl.0006s0169.1.p
OG0012996	g36488, g28043	Roisl.0006s0176.1.p
OG0012997	g28036	Roisl.0006s0191.1.p
OG0012998	g54214	Roisl.0006s0210.1.p
OG0012999	g28033	Roisl.0006s0211.1.p
OG0013000	g36554	Roisl.0006s0297.1.p
OG0013001	g54252	Roisl.0006s0296.1.p
OG0013002	g36562	Roisl.0006s0278.1.p
OG0013003	g10346	Roisl.0184s0233.1.p
OG0013004	g54275	Roisl.0006s0341.1.p, Roisl.0006s0342.1.p
OG0013005	g28008	Roisl.0006s0355.1.p
OG0013006	g54281	Roisl.0006s0371.1.p
OG0013007	g37029	Roisl.0214s0320.1.p
OG0013008	g13632	Roisl.0214s0288.1.p
OG0013009	g37043	Roisl.0214s0269.1.p
OG0013010	g11139	Roisl.0214s0264.1.p
OG0013011	g11137	Roisl.0214s0257.1.p
OG0013012	g51369	Roisl.0028s0758.1.p
OG0013013	g37961	Roisl.0028s0761.1.p
OG0013015	g28326	Roisl.0189s0254.1.p
OG0013016	g37981	Roisl.0028s0852.1.p
OG0013017	g51461	Roisl.0028s0876.1.p
OG0013020	g51486	Roisl.0028s0909.1.p
OG0013021	g37119	Roisl.0028s0915.1.p
OG0013022	g51498	Roisl.0028s0925.1.p
OG0013023	g37128	Roisl.0028s0937.1.p
OG0013025	g38002	Roisl.0028s0956.1.p
OG0013026	g51524	Roisl.0028s0966.1.p
OG0013027	g11142	Roisl.0189s0007.1.p
OG0013028	g51526	Roisl.0028s0968.1.p
OG0013029	g51541	Roisl.0028s0996.1.p
OG0013030	g37141	Roisl.0028s1002.1.p
OG0013031	g17429	Roisl.0091s0371.1.p
OG0013033	g24141	Roisl.0091s0384.1.p
OG0013034	g24156	Roisl.0091s0418.1.p
OG0013035	g17450	Roisl.0091s0409.1.p
OG0013036	g17447	Roisl.0091s0405.1.p
OG0013038	g10354	Roisl.0184s0213.1.p
OG0013039	g47285	Roisl.0091s0434.1.p
OG0013040	g24172, g17466	Roisl.0091s0449.1.p
OG0013041	g24173	Roisl.0091s0450.1.p
OG0013042	g47276	Roisl.0091s0460.1.p
OG0013044	g47261	Roisl.0091s0501.1.p
OG0013045	g4452	Roisl.0036s0041.1.p
OG0013046	g18014	Roisl.0019s0535.1.p
OG0013047	g17518	Roisl.0091s0545.1.p
OG0013048	g24236	Roisl.0091s0551.1.p
OG0013049	g24238	Roisl.0091s0553.1.p
OG0013051	g24249	Roisl.0091s0570.1.p
OG0013052	g17531	Roisl.0091s0577.1.p
OG0013053	g47211	Roisl.0091s0585.1.p
OG0013054	g47202	Roisl.0091s0602.1.p
OG0013055	g10834	Roisl.0210s0275.1.p
OG0013056	g19334	Roisl.0046s1057.1.p
OG0013057	g2507	Roisl.0046s1056.1.p
OG0013059	g2525	Roisl.0046s1040.1.p
OG0013060	g18254	Roisl.0046s1010.1.p
OG0013061	g11159	Roisl.0018s0328.1.p
OG0013062	g2548	Roisl.0046s1003.1.p
OG0013063	g2554	Roisl.0046s1000.1.p
OG0013064	g2565	Roisl.0046s0993.1.p
OG0013065	g2569	Roisl.0046s0984.1.p
OG0013066	g2585	Roisl.0046s0972.1.p
OG0013069	g47462	Roisl.0008s0158.1.p
OG0013070	g877	Roisl.0189s0128.1.p
OG0013071	g1303	Roisl.0189s0163.1.p
OG0013072	g28350	Roisl.0189s0188.1.p
OG0013073	g41174, g41192	Roisl.0189s0206.1.p
OG0013074	g41170	Roisl.0189s0216.1.p
OG0013076	g41161	Roisl.0189s0246.1.p
OG0013077	g28311	Roisl.0189s0278.1.p
OG0013078	g28322	Roisl.0189s0263.1.p, Roisl.0189s0264.1.p
OG0013079	g6222	Roisl.0066s0418.1.p
OG0013080	g13664	Roisl.0201s0017.1.p
OG0013081	g13679	Roisl.0062s0010.1.p
OG0013082	g6188	Roisl.0030s0003.1.p
OG0013083	g13686	Roisl.0047s0016.1.p
OG0013084	g6165	Roisl.0045s0097.1.p
OG0013085	g14256	Roisl.0045s0057.1.p
OG0013086	g14242	Roisl.0045s0055.1.p
OG0013088	g6151	Roisl.0045s0026.1.p
OG0013089	g14232	Roisl.0045s0019.1.p
OG0013090	g6149	Roisl.0045s0018.1.p
OG0013091	g14215	Roisl.0045s0006.1.p, Roisl.0045s0005.1.p
OG0013092	g14085	Roisl.0066s0308.1.p
OG0013093	g14073	Roisl.0066s0265.1.p
OG0013094	g14059	Roisl.0056s0059.1.p
OG0013095	g17248	Roisl.0008s0199.1.p
OG0013096	g47479	Roisl.0008s0200.1.p
OG0013097	g47477	Roisl.0008s0194.1.p
OG0013098	g23870	Roisl.0008s0193.1.p
OG0013100	g47460	Roisl.0008s0156.1.p
OG0013101	g22758	Roisl.0001s0471.1.p
OG0013102	g17277	Roisl.0056s0035.1.p
OG0013103	g23936	Roisl.0091s0036.1.p
OG0013104	g47432	Roisl.0214s0115.1.p, Roisl.0091s0054.1.p
OG0013105	g17287	Roisl.0091s0060.1.p
OG0013106	g17295	Roisl.0091s0073.1.p
OG0013107	g23958	Roisl.0091s0082.1.p
OG0013108	g23967	Roisl.0091s0099.1.p
OG0013110	g11158	Roisl.0070s0001.1.p, Roisl.0018s0329.1.p
OG0013111	g23974	Roisl.0091s0120.1.p
OG0013112	g17313, g47404	Roisl.0091s0125.1.p
OG0013113	g17316	Roisl.0091s0129.1.p
OG0013114	g24078	Roisl.0091s0308.1.p
OG0013115	g47330, g24072	Roisl.0091s0298.1.p
OG0013116	g24071	Roisl.0091s0294.1.p
OG0013117	g47333	Roisl.0091s0292.1.p
OG0013118	g24070	Roisl.0091s0291.1.p
OG0013119	g53931	Roisl.0179s0026.1.p
OG0013120	g24050	Roisl.0091s0257.1.p
OG0013121	g24041, g17370	Roisl.0091s0245.1.p
OG0013123	g24024	Roisl.0091s0205.1.p
OG0013124	g47370, g24021	Roisl.0091s0201.1.p
OG0013125	g28246	Roisl.0082s0077.1.p
OG0013126	g47381	Roisl.0091s0175.1.p
OG0013127	g47393	Roisl.0091s0160.1.p
OG0013128	g47394	Roisl.0091s0158.1.p
OG0013129	g47402	Roisl.0091s0145.1.p
OG0013130	g24117	Roisl.0091s0331.1.p
OG0013131	g40275	Roisl.0020s0046.1.p
OG0013132	g25874	Roisl.0032s0072.1.p
OG0013133	g40248	Roisl.0032s0067.1.p
OG0013134	g40250	Roisl.0032s0065.1.p
OG0013135	g18463	Roisl.0041s0036.1.p
OG0013136	g36975	Roisl.0041s0066.1.p
OG0013137	g18452	Roisl.0041s0071.1.p
OG0013138	g36970	Roisl.0189s0017.1.p
OG0013139	g36990	Roisl.0189s0018.1.p
OG0013140	g17172	Roisl.0189s0036.1.p
OG0013141	g18443	Roisl.0189s0037.1.p
OG0013142	g18442	Roisl.0036s0102.1.p
OG0013143	g1353	Roisl.0055s0021.1.p
OG0013144	g37019	Roisl.0055s0026.1.p
OG0013145	g24362, g24371	Roisl.0002s0030.1.p
OG0013146	g17588	Roisl.0002s0026.1.p
OG0013147	g24358	Roisl.0002s0024.1.p
OG0013148	g2657, g24338, g2671	Roisl.0002s0011.1.p
OG0013149	g47170	Roisl.0002s0002.1.p
OG0013150	g47171	Roisl.0002s0001.1.p
OG0013151	g24319	Roisl.0091s0664.1.p
OG0013152	g24306	Roisl.0091s0646.1.p
OG0013153	g47193	Roisl.0091s0643.1.p
OG0013155	g12728	Roisl.0016s0001.1.p
OG0013157	g12724	Roisl.0016s0006.1.p
OG0013158	g7954	Roisl.0016s0013.1.p
OG0013159	g7953	Roisl.0016s0022.1.p
OG0013160	g7947	Roisl.0016s0033.1.p
OG0013161	g7945	Roisl.0016s0035.1.p
OG0013162	g7935	Roisl.0016s0052.1.p
OG0013163	g7932	Roisl.0016s0066.1.p
OG0013164	g9633	Roisl.0024s0623.1.p
OG0013165	g32	Roisl.0024s0625.1.p
OG0013166	g29	Roisl.0024s0629.1.p
OG0013167	g9630	Roisl.0024s0632.1.p
OG0013168	g19642	Roisl.0024s0640.1.p
OG0013170	g4995	Roisl.0210s1425.1.p
OG0013172	g5903	Roisl.0214s0460.1.p
OG0013173	g19624	Roisl.0024s0672.1.p
OG0013175	g9	Roisl.0024s0684.1.p
OG0013176	g7	Roisl.0214s0642.1.p
OG0013177	g5675	Roisl.0009s0194.1.p
OG0013178	g44660	Roisl.0213s0646.1.p
OG0013179	g44659	Roisl.0004s0071.1.p
OG0013180	g18701	Roisl.0018s0484.1.p
OG0013181	g18787	Roisl.0018s0480.1.p
OG0013182	g1739	Roisl.0018s0475.1.p
OG0013183	g18781	Roisl.0018s0471.1.p
OG0013184	g18780	Roisl.0018s0470.1.p
OG0013185	g1741	Roisl.0018s0456.1.p
OG0013186	g18766	Roisl.0018s0455.1.p
OG0013187	g18754	Roisl.0018s0440.1.p
OG0013188	g18729	Roisl.0018s0417.1.p
OG0013189	g1749	Roisl.0018s0405.1.p
OG0013190	g1750	Roisl.0018s0404.1.p
OG0013191	g1774	Roisl.0018s0343.1.p
OG0013192	g1781	Roisl.0018s0335.1.p
OG0013193	g1813	Roisl.0018s0307.1.p
OG0013194	g1814	Roisl.0018s0306.1.p
OG0013195	g1826	Roisl.0018s0292.1.p
OG0013196	g1842	Roisl.0018s0277.1.p
OG0013197	g1328	Roisl.0189s0221.1.p
OG0013198	g1880	Roisl.0018s0221.1.p
OG0013199	g18819	Roisl.0018s0167.1.p
OG0013200	g18825	Roisl.0018s0153.1.p
OG0013202	g38446	Roisl.0046s0507.1.p
OG0013203	g1931	Roisl.0018s0128.1.p, Roisl.0008s0092.1.p
OG0013204	g18870	Roisl.0018s0118.1.p
OG0013206	g1966	Roisl.0018s0084.1.p
OG0013207	g1967	Roisl.0018s0079.1.p
OG0013208	g10292	Roisl.0046s0351.1.p
OG0013210	g41127	Roisl.0184s0061.1.p
OG0013211	g18912	Roisl.0018s0021.1.p
OG0013212	g45027	Roisl.0209s0073.1.p
OG0013213	g23693	Roisl.0022s0310.1.p
OG0013214	g1985	Roisl.0026s0032.1.p
OG0013215	g18954	Roisl.0026s0042.1.p
OG0013216	g2786	Roisl.0209s0442.1.p
OG0013219	g11222	Roisl.0026s0079.1.p
OG0013220	g2133	Roisl.0026s0097.1.p
OG0013221	g18971	Roisl.0026s0098.1.p
OG0013222	g11239	Roisl.0026s0112.1.p
OG0013223	g18986	Roisl.0026s0145.1.p
OG0013224	g2103	Roisl.0026s0153.1.p
OG0013225	g2087	Roisl.0026s0165.1.p
OG0013226	g11256	Roisl.0026s0193.1.p
OG0013228	g2058	Roisl.0026s0217.1.p
OG0013229	g2055	Roisl.0026s0221.1.p
OG0013230	g19016	Roisl.0046s1673.1.p
OG0013231	g2139	Roisl.0046s1660.1.p
OG0013234	g2159	Roisl.0046s1630.1.p
OG0013235	g2163	Roisl.0046s1624.1.p
OG0013236	g10237	Roisl.0014s0143.1.p, Roisl.0014s0092.1.p
OG0013237	g11271	Roisl.0046s1608.1.p
OG0013238	g2179	Roisl.0046s1593.1.p
OG0013239	g2192	Roisl.0046s1544.1.p
OG0013240	g2193	Roisl.0046s1543.1.p
OG0013241	g19094	Roisl.0046s1529.1.p
OG0013242	g19100	Roisl.0046s1524.1.p
OG0013243	g2259	Roisl.0046s1491.1.p
OG0013244	g2243	Roisl.0046s1473.1.p
OG0013245	g2242	Roisl.0046s1472.1.p
OG0013246	g19135	Roisl.0046s1463.1.p
OG0013247	g19138	Roisl.0046s1456.1.p
OG0013248	g11297	Roisl.0046s1434.1.p
OG0013249	g2301	Roisl.0046s1406.1.p
OG0013250	g2303	Roisl.0046s1403.1.p, Roisl.0046s1411.1.p
OG0013251	g45008	Roisl.0055s0013.1.p
OG0013252	g19168	Roisl.0046s1386.1.p
OG0013253	g17586	Roisl.0002s0021.1.p
OG0013254	g2330	Roisl.0046s1357.1.p
OG0013256	g2351	Roisl.0046s1321.1.p
OG0013257	g19198	Roisl.0046s1317.1.p
OG0013258	g11314	Roisl.0046s1311.1.p
OG0013259	g2362, g19202	Roisl.0046s1310.1.p
OG0013260	g2385	Roisl.0046s1280.1.p
OG0013262	g2400	Roisl.0046s1260.1.p
OG0013263	g2405	Roisl.0046s1257.1.p
OG0013264	g19240	Roisl.0046s1225.1.p
OG0013265	g28447	Roisl.0184s0120.1.p
OG0013266	g938	Roisl.0184s0119.1.p
OG0013267	g38451, g28446	Roisl.0184s0118.1.p
OG0013268	g28444	Roisl.0184s0114.1.p
OG0013269	g41289, g41290	Roisl.0031s0120.1.p
OG0013270	g41284	Roisl.0031s0110.1.p
