Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_NCBI
OG0015051	g54303	XP_002894458.1
OG0015052	g28001	XP_002891765.1
OG0015053	g36637	XP_020867213.1
OG0015054	g54286, g35646	XP_002891745.1
OG0015055	g36617	XP_002891739.1
OG0015056	g36606	XP_002891732.2
OG0015057	g36604	XP_020867181.1
OG0015058	g36603	XP_020867161.1
OG0015059	g51575	XP_020883181.1
OG0015060	g38032	XP_020883182.1
OG0015061	g38037	XP_020884573.1
OG0015062	g51580	XP_020884563.1
OG0015063	g38045	XP_002879620.1
OG0015064	g51602	XP_020884152.1
OG0015065	g51607	XP_020884415.1
OG0015066	g2941	XP_020880435.1
OG0015067	g2987	XP_002875730.1
OG0015068	g2991	XP_002877398.1
OG0015069	g41253	XP_020866763.1
OG0015070	g28406	XP_002864225.1
OG0015071	g18957	XP_020880613.1
OG0015072	g1475	XP_020884085.1
OG0015073	g24287	XP_002874475.1
OG0015074	g25946	XP_020877472.1
OG0015075	g25976	XP_002874485.1
OG0015076	g1449	XP_020878843.1
OG0015077	g1505	XP_002865749.1
OG0015078	g46927	XP_020873171.1
OG0015079	g46901, g25283	XP_002870426.2
OG0015080	g46883	XP_020874655.1
OG0015081	g25187	XP_020874441.1
OG0015082	g4767	XP_002863313.2
OG0015083	g25004	XP_002863288.1
OG0015084	g24838	XP_020875762.1
OG0015085	g25943	XP_020877454.1
OG0015086	g24722	XP_002863259.1
OG0015087	g46986	XP_020876285.1
OG0015088	g24651	XP_002868349.1
OG0015089	g47007	XP_002870363.1
OG0015090	g24609	XP_002870359.1
OG0015091	g17808	XP_020874977.1
OG0015092	g24576	XP_020875323.1
OG0015093	g24537	XP_020874510.1
OG0015094	g24528	XP_002870311.2
OG0015095	g47049	XP_020872160.1
OG0015096	g47063	XP_002868280.1
OG0015097	g47087	XP_020875618.1
OG0015098	g17689	XP_020874483.1
OG0015099	g17685	XP_020874555.1
OG0015100	g17684	XP_002868223.2
OG0015101	g24461	XP_020875502.1
OG0015102	g24455	XP_002870237.1
OG0015103	g24451	XP_020887248.1
OG0015104	g24446	XP_002870233.1
OG0015105	g10739	XP_020880756.1
OG0015106	g6201	XP_020886131.1
OG0015107	g24423	XP_002868183.1
OG0015108	g17621	XP_002868180.1
OG0015110	g24417	XP_020873150.1
OG0015111	g24415	XP_020873152.1
OG0015112	g46016	XP_020891523.1
OG0015113	g46017	XP_002887450.1
OG0015114	g44585	XP_002888900.1
OG0015115	g44584	XP_002888901.1
OG0015116	g46029	XP_002887470.1
OG0015117	g46030	XP_020889761.1
OG0015118	g46033	XP_002887473.1
OG0015119	g46034	XP_002888908.1
OG0015120	g31849	XP_020890507.1
OG0015121	g46060	XP_020890375.1
OG0015122	g1644	XP_002865663.1
OG0015123	g46061	XP_002887479.1
OG0015124	g46078	XP_020889602.1
OG0015125	g46082	XP_020891513.1
OG0015126	g44559	XP_020890525.1
OG0015127	g23606	XP_002869540.1
OG0015128	g46090	XP_020891779.1
OG0015129	g46100	XP_002887510.2
OG0015130	g46108	XP_020890211.1
OG0015131	g46110	XP_002888955.1
OG0015132	g46115	XP_002888960.1
OG0015133	g51051	XP_002878867.1
OG0015134	g38356	XP_002880630.1
OG0015135	g44539	XP_002887534.1
OG0015136	g46135	XP_002887536.1
OG0015137	g46136, g44535	XP_002888972.1
OG0015138	g44530	XP_020890840.1
OG0015139	g46149	XP_002887547.1
OG0015140	g10746	XP_020879994.1
OG0015141	g17981	XP_020891187.1
OG0015142	g44513	XP_020891188.1
OG0015143	g44512	XP_020889973.1
OG0015144	g44507	XP_020865799.1
OG0015145	g44505, g46161	XP_020890662.1
OG0015146	g46168	XP_002887558.1
OG0015147	g13636	XP_020889622.1
OG0015148	g44824	XP_020889619.1
OG0015149	g44814	XP_020865731.1
OG0015150	g13635	XP_002887202.1
OG0015151	g45757	XP_020889995.1
OG0015152	g44797	XP_002887207.2
OG0015153	g44788	XP_002887211.1
OG0015155	g45767	XP_002888693.1
OG0015156	g44778	XP_020889701.1
OG0015157	g45779	XP_002888705.1
OG0015158	g44775	XP_020889980.1
OG0015159	g17042	XP_002867449.1
OG0015160	g23540	XP_020875291.1
OG0015161	g23539	XP_020872609.1
OG0015162	g23536	XP_002867439.1
OG0015163	g47678	XP_002869484.1
OG0015164	g17025	XP_002869476.1
OG0015165	g23515	XP_002869462.1
OG0015166	g23514	XP_020874784.1
OG0015167	g17015	XP_020875094.1
OG0015168	g47691	XP_020872896.1
OG0015169	g23498	XP_020874615.1
OG0015170	g23487	XP_002867420.1
OG0015171	g908	XP_020882286.1
OG0015172	g40786	XP_002887945.2
OG0015173	g40797	XP_020889855.1
OG0015174	g44263	XP_002887931.1
OG0015175	g16874	XP_020872924.1
OG0015176	g16862	XP_002870728.1
OG0015177	g46679	XP_020875357.1
OG0015178	g16846	XP_020872393.1
OG0015179	g16845	XP_020874222.1
OG0015180	g11523	XP_002877258.1
OG0015181	g11508	XP_020879949.1
OG0015182	g10324	XP_020881516.1
OG0015183	g4305	XP_002877110.1
OG0015184	g10403	XP_020881980.1
OG0015185	g10450	XP_020881549.1
OG0015187	g10474	XP_002877061.1
OG0015188	g16566	XP_002875388.1
OG0015189	g1619	XP_002875384.1
OG0015190	g10493	XP_002877044.1
OG0015191	g10504	XP_002875369.2
OG0015192	g10514	XP_020880805.1
OG0015193	g10518	XP_020881368.1
OG0015194	g10519	XP_002875358.1
OG0015195	g10520	XP_020880797.1
OG0015196	g10523	XP_002877014.1
OG0015197	g1604	XP_002877008.1
OG0015198	g10539	XP_020880415.1
OG0015199	g10550	XP_020882470.1
OG0015200	g1597	XP_020880204.1
OG0015201	g1596	XP_020881163.1
OG0015202	g16613	XP_020880094.1
OG0015203	g16639	XP_002876976.1
OG0015204	g10584	XP_002875311.1
OG0015205	g10589	XP_020880635.1
OG0015206	g1583	XP_020880287.1
OG0015207	g10590	XP_002875299.2
OG0015208	g31773	XP_020867432.1
OG0015209	g10612	XP_020881694.1
OG0015210	g10613	XP_020882047.1
OG0015211	g10622	XP_002875269.1
OG0015212	g44709	XP_002888745.1
OG0015213	g44717	XP_002863114.2
OG0015214	g44757	XP_020889787.1
OG0015215	g44758, g45802	XP_002887240.1
OG0015216	g43213	XP_020890389.1
OG0015217	g24492	XP_020874501.1
OG0015218	g45793	XP_020891192.1
OG0015219	g10961	XP_002865215.1
OG0015220	g43974	XP_020866532.1
OG0015221	g40578, g10968	XP_020867421.1
OG0015222	g40575	XP_020888030.1
OG0015223	g10976	XP_020871508.1
OG0015224	g40553	XP_002865252.1
OG0015225	g40552	XP_020885764.1
OG0015226	g40551	XP_020885771.1
OG0015227	g6109	XP_020888491.1
OG0015228	g40538	XP_020877457.1
OG0015229	g54151	XP_002894216.1
OG0015230	g36411	XP_020866717.1
OG0015231	g28066	XP_020866697.1
OG0015232	g54154	XP_020866735.1
OG0015233	g36416	XP_020866709.1
OG0015234	g28063	XP_002891545.1
OG0015235	g36417	XP_020866704.1
OG0015236	g36420	XP_002894226.1
OG0015237	g54162	XP_002894234.1
OG0015238	g36432	XP_002894245.1
OG0015239	g36445	XP_020867279.1
OG0015240	g36446	XP_002894253.1
OG0015242	g54178	XP_020867977.1
OG0015243	g36456	XP_002894266.1
OG0015244	g54197	XP_002894284.1
OG0015245	g28046	XP_020869713.1
OG0015246	g36486	XP_002891617.1
OG0015247	g28041	XP_020883254.1
OG0015248	g36502	XP_020870338.1
OG0015249	g3855, g36503	XP_002891640.1
OG0015250	g36504	XP_020869126.1
OG0015251	g44293	XP_020891525.1
OG0015252	g38368	XP_002880597.1
OG0015253	g36520	XP_002891654.2
OG0015254	g36523	XP_020869703.1
OG0015255	g36558	XP_002894367.1
OG0015256	g36561	XP_020869167.1
OG0015258	g23733, g47559	XP_002869651.1
OG0015259	g36572	XP_020868694.1
OG0015260	g36573	XP_020868695.1
OG0015261	g36578	XP_002894389.1
OG0015262	g36580	XP_002891705.1
OG0015263	g54267	XP_002894392.1
OG0015264	g54270	XP_002891711.1
OG0015265	g36583	XP_002891715.2
OG0015266	g36584	XP_002891716.1
OG0015267	g54276	XP_020870219.1
OG0015268	g28009	XP_020868051.1
OG0015269	g36586	XP_002894409.1
OG0015270	g37027	XP_002863742.1
OG0015271	g37028	XP_002865486.1
OG0015272	g37056	XP_002865475.1
OG0015273	g18431	XP_020879686.1
OG0015274	g11133	XP_002865451.2
OG0015275	g11131, g37058	XP_002865450.1
OG0015276	g51371	XP_020883851.1
OG0015277	g37965	XP_020883193.1
OG0015278	g51388	XP_002881297.1
OG0015279	g51389	XP_002879468.1
OG0015280	g51398	XP_020885284.1
OG0015281	g51422	XP_020885536.1
OG0015282	g51424	XP_020885500.1
OG0015283	g51429	XP_002879481.1
OG0015284	g37973	XP_020885283.1
OG0015285	g37086	XP_020884898.1
OG0015286	g51448	XP_002879500.2
OG0015287	g51459	XP_020883165.1
OG0015288	g10395	XP_020882230.1
OG0015289	g51492	XP_020883017.1
OG0015290	g51494	XP_020883015.1
OG0015291	g51495	XP_020883013.1
OG0015292	g51499	XP_002881375.1
OG0015293	g37991	XP_020883896.1
OG0015294	g51501, g37992	XP_020884114.1
OG0015295	g51518	XP_020884540.1
OG0015296	g51521	XP_020885487.1
OG0015297	g51525	XP_020884546.1
OG0015298	g51530	XP_002879558.1
OG0015299	g18453	XP_020891377.1
OG0015300	g51544	XP_020883709.1
OG0015301	g38021	XP_020883696.1
OG0015302	g24127	XP_020874816.1
OG0015303	g47311, g17432	XP_020875336.1
OG0015304	g47305	XP_020874447.1
OG0015305	g47304	XP_020875371.1
OG0015306	g24142	XP_020874453.1
OG0015307	g24150	XP_020874541.1
OG0015308	g47296	XP_020874542.1
OG0015309	g17453	XP_020874536.1
OG0015310	g47288	XP_020875080.1
OG0015311	g17459	XP_020875072.1
OG0015312	g24171	XP_002867982.1
OG0015313	g24175	XP_020872783.1
OG0015314	g17479	XP_020872693.1
OG0015315	g17475, g24192	XP_002868001.1
OG0015316	g47263	XP_020875241.1
OG0015318	g17490	XP_020872369.1
OG0015320	g24212	XP_002868009.1
OG0015321	g36878	XP_002880654.1
OG0015322	g47255	XP_002870075.1
OG0015323	g17526	XP_002870087.1
OG0015324	g24240	XP_002868041.1
OG0015325	g24241	XP_020873201.1
OG0015326	g24247	XP_020875200.1
OG0015327	g24267	XP_020875333.1
OG0015328	g17555	XP_002870120.1
OG0015329	g24290	XP_002870121.1
OG0015330	g25132	XP_002870448.1
OG0015331	g41838	XP_002865197.1
OG0015332	g10374	XP_020879900.1
OG0015333	g2511	XP_002876062.1
OG0015334	g19344	XP_020881606.1
OG0015335	g2544	XP_002876048.2
OG0015336	g19352	XP_002877760.1
OG0015337	g19361	XP_002876029.2
OG0015338	g2581	XP_020879854.1
OG0015339	g11363, g2583	XP_002876026.1
OG0015340	g2588	XP_020881929.1
OG0015341	g2589	XP_002876018.2
OG0015342	g19366	XP_020882419.1
OG0015343	g28367	XP_002865911.1, XP_002862543.1
OG0015344	g28363	XP_020880591.1
OG0015345	g870	XP_002865899.1
OG0015346	g866	XP_020890179.1
OG0015347	g865	XP_020890172.1
OG0015348	g1305	XP_002865887.2
OG0015349	g1306	XP_002864144.1
OG0015350	g28352	XP_020866013.1
OG0015351	g28346	XP_020871626.1
OG0015352	g28348	XP_002865872.1
OG0015353	g44216	XP_020871145.1
OG0015354	g28344	XP_002862981.1
OG0015355	g1346	XP_002864091.1
OG0015356	g28309	XP_020878671.1
OG0015357	g28305	XP_002864093.1
OG0015358	g6337	XP_002883761.1
OG0015359	g13671	XP_002885895.1
OG0015360	g14464	XP_002883819.2
OG0015361	g13674	XP_002885903.1
OG0015362	g13675	XP_020887198.1
OG0015363	g6218	XP_002883812.1
OG0015364	g13678	XP_002883829.2
OG0015365	g14425	XP_020887294.1
OG0015366	g13680	XP_020888996.1
OG0015367	g6197	XP_020888086.1
OG0015368	g13684	XP_002883848.1
OG0015369	g6192	XP_020886824.1
OG0015370	g6172	XP_002883884.1
OG0015371	g13688	XP_020887938.1
OG0015372	g6163	XP_002885955.1
OG0015374	g40604	XP_020880455.1
OG0015375	g6138	XP_020889359.1
OG0015376	g14197	XP_020889070.1
OG0015377	g14074	XP_020888609.1
OG0015378	g13714	XP_020887486.1
OG0015380	g23873	XP_020873495.1
OG0015382	g17273	XP_020873392.1
OG0015383	g23927	XP_020873409.1
OG0015384	g47446	XP_002869799.1
OG0015385	g47437	XP_020873686.1
OG0015389	g24089	XP_002867914.1
OG0015390	g17387	XP_002867893.1
OG0015391	g47340	XP_020872754.1
OG0015392	g47345	XP_002869927.1
OG0015393	g47349	XP_002869925.1
OG0015395	g47354	XP_020875731.1
OG0015396	g47356	XP_020873942.1
OG0015397	g47367	XP_020875590.1
OG0015398	g17364	XP_020875589.1
OG0015399	g24030	XP_002869899.1
OG0015400	g24022	XP_002869895.2
OG0015401	g24020	XP_020872902.1
OG0015403	g24016	XP_002867854.1
OG0015404	g17619	XP_002871951.1
OG0015405	g24006	XP_020873714.1
OG0015406	g47378	XP_020873497.1
OG0015407	g47386	XP_002869877.1
OG0015408	g23991	XP_020873257.1
OG0015409	g10805	XP_020881291.1
OG0015410	g17321	XP_020873824.1
OG0015411	g23984	XP_020873234.1
OG0015413	g23982	XP_020873270.1
OG0015414	g47318	XP_002867926.1
OG0015415	g24121	XP_020872090.1
OG0015417	g36980	XP_020876968.1
OG0015418	g18456	XP_020890232.1
OG0015419	g18454	XP_002865541.1
OG0015420	g36971	XP_020869468.1
OG0015421	g47156	XP_020873958.1
OG0015422	g47163	XP_002868130.1
OG0015423	g24333	XP_020873961.1
OG0015424	g17589	XP_002868139.1
OG0015426	g24322	XP_002868107.1
OG0015427	g47182	XP_020875164.1
OG0015428	g47184	XP_020875277.1
OG0015429	g24305	XP_020874001.1
OG0015430	g12723	XP_002882155.1
OG0015431	g7951	XP_020887055.1
OG0015432	g7950	XP_020887054.1
OG0015433	g7949	XP_020886462.1
OG0015434	g7943	XP_020885946.1
OG0015435	g12718	XP_020887463.1
OG0015436	g32638	XP_020886090.1
OG0015438	g30	XP_002865061.1
OG0015439	g19	XP_020881924.1
OG0015440	g9628	XP_002887679.1
OG0015442	g11518	XP_020880290.1
OG0015443	g15	XP_002866769.1
OG0015444	g9625	XP_020883927.1
OG0015445	g12	XP_002866775.1
OG0015446	g19623	XP_020871739.1
OG0015447	g18711	XP_020881767.1
OG0015448	g18710	XP_002878522.1
OG0015449	g18709	XP_002878521.1
OG0015450	g18707	XP_002876725.1
OG0015451	g18705	XP_020881763.1
OG0015452	g18699	XP_002876721.1
OG0015454	g18783	XP_002878509.1
OG0015455	g18782	XP_020882118.1
OG0015456	g18764	XP_020882169.1
OG0015457	g11147	XP_002876708.1
OG0015458	g18749	XP_002876698.1
OG0015459	g18740	XP_020879708.1
OG0015460	g18731	XP_002876691.1
OG0015461	g1746	XP_020882155.1
OG0015462	g1747	XP_002878474.1
OG0015463	g18793	XP_002876681.1
OG0015464	g18685	XP_002876671.1
OG0015465	g18684	XP_020879869.1
OG0015466	g11151	XP_002878444.1
OG0015467	g1767	XP_020880148.1
OG0015470	g1808	XP_020880836.1
OG0015472	g28353	XP_002864138.1
OG0015473	g1833	XP_020881594.1
OG0015474	g11166	XP_002876620.1
OG0015475	g1857	XP_002876618.1
OG0015476	g1862	XP_002876611.1
OG0015477	g18687	XP_020880200.1
OG0015478	g1876	XP_002876596.1
OG0015480	g1885	XP_020881140.1
OG0015481	g1886	XP_020881141.1
OG0015483	g18817, g1907	XP_020880429.1
OG0015484	g18822	XP_020881182.1
OG0015485	g18832	XP_020880135.1
OG0015486	g32201	XP_002893427.1
OG0015487	g1925	XP_020882180.1
OG0015488	g1929	XP_020880874.1
OG0015489	g18843	XP_020880110.1
OG0015490	g1947	XP_002878307.1
OG0015491	g18876	XP_020880249.1
OG0015492	g1963	XP_020880117.1
OG0015493	g18885	XP_020879720.1
OG0015494	g2020	XP_002876501.1
OG0015495	g2019	XP_002876500.1
OG0015496	g13579	XP_020888163.1
OG0015497	g18906	XP_020880538.1
OG0015498	g1999	XP_002878242.1
OG0015500	g18943	XP_002878232.1
OG0015501	g18947	XP_002878227.1
OG0015502	g18948	XP_020880569.1
OG0015503	g18952	XP_020880557.1
OG0015504	g1979	XP_002878223.1
OG0015505	g11210	XP_002878222.2
OG0015506	g2049	XP_002878182.1
OG0015507	g2130	XP_020880799.1
OG0015508	g18976	XP_020880800.1
OG0015509	g24775	XP_020881357.1
OG0015510	g2120	XP_020881228.1
OG0015511	g2117	XP_020879754.1
OG0015512	g2113	XP_020882244.1
OG0015513	g2099	XP_020880872.1
OG0015514	g17930, g42089, g50238, g42088	XP_020875634.1
OG0015515	g51074	XP_020883625.1
OG0015516	g2073, g19001	XP_020881229.1
OG0015517	g19014	XP_020881517.1
OG0015518	g2135	XP_002876377.1
OG0015519	g2138	XP_020880242.1
OG0015520	g3015	XP_020881127.1
OG0015521	g11261	XP_002876367.1
OG0015522	g2146	XP_020882575.1
OG0015523	g2162	XP_002878074.2
OG0015524	g2165	XP_020880891.1
OG0015525	g2168	XP_020882511.1
OG0015526	g2172	XP_020879841.1
OG0015527	g19052	XP_002878056.1
OG0015528	g2181	XP_002878051.1
OG0015529	g19059	XP_020880202.1
OG0015530	g19060	XP_020880203.1
OG0015531	g19072	XP_002876318.1
OG0015532	g40840	XP_020890195.1
OG0015533	g2211	XP_002876299.1
OG0015534	g2215, g19099	XP_002878031.1
OG0015535	g2218	XP_020882367.1
OG0015536	g2222	XP_020881586.1
OG0015537	g11279	XP_002876289.1
OG0015538	g10396	XP_020882278.1
OG0015539	g2233	XP_002876285.1
OG0015540	g2237	XP_020881542.1
OG0015541	g2257	XP_002878009.1
OG0015542	g2252	XP_002878006.1
OG0015543	g2245	XP_020882158.1
OG0015544	g2244	XP_002876276.1
OG0015545	g2264	XP_020880470.1
OG0015546	g44862	XP_002888640.1
OG0015547	g19147	XP_020881312.1
OG0015548	g2278	XP_002876261.1
OG0015549	g2285	XP_020879943.1
OG0015550	g2289	XP_020880618.1
OG0015551	g19154	XP_020879620.1
OG0015552	g11299	XP_020881773.1
OG0015553	g19155	XP_002877974.1
OG0015554	g19160	XP_002876249.1
OG0015555	g53982	XP_020891123.1
OG0015556	g46790	XP_002883685.1
OG0015557	g19172	XP_020881463.1
OG0015558	g2323	XP_020882458.1
OG0015559	g11305	XP_002876230.1
OG0015561	g2342	XP_002877926.1
OG0015562	g5890	XP_002886301.1
OG0015563	g2384	XP_020881158.1
OG0015565	g2388	XP_002877896.1
OG0015566	g2406	XP_002877889.1
OG0015567	g19224	XP_002876165.1
OG0015568	g19227	XP_020880194.1
OG0015569	g19230	XP_002876159.1
OG0015570	g11328	XP_020881999.1
OG0015571	g935	XP_020884385.1
OG0015572	g39444	XP_020885719.1
OG0015573	g28424	XP_020888513.1
OG0015574	g28423	XP_002864243.1
OG0015575	g41279	XP_002865969.1
OG0015576	g41278	XP_002864235.1
OG0015577	g17608, g24401	XP_002868163.1
OG0015578	g6453	XP_002883522.1
OG0015579	g6452	XP_020887939.1
OG0015580	g13511	XP_020888495.1
OG0015581	g11707	XP_020886160.1
OG0015582	g11706	XP_020888777.1
OG0015583	g11700	XP_002885671.1
OG0015584	g13517	XP_020886071.1
OG0015585	g6436	XP_020889352.1
OG0015586	g6422	XP_002883574.1
OG0015587	g6420	XP_002863091.1
OG0015588	g6410	XP_002883590.1
OG0015589	g6409	XP_002883591.1
OG0015590	g6396	XP_020887961.1
OG0015591	g6395	XP_020887963.1
OG0015592	g13534	XP_002883636.1
OG0015593	g13535	XP_002885751.1
OG0015594	g11655	XP_002883646.1
OG0015595	g13549	XP_020888098.1
OG0015596	g13550	XP_002883649.2
OG0015597	g13562	XP_020888955.1
OG0015598	g11648	XP_002885774.1
OG0015599	g6359	XP_002885787.1
OG0015600	g45136	XP_020886020.1
OG0015601	g13573	XP_020888659.1
OG0015602	g11615	XP_020889007.1
OG0015603	g36968	XP_020880971.1
OG0015604	g13582	XP_002885803.1
OG0015605	g13494	XP_020887401.1
OG0015606	g41833	XP_002888549.1
OG0015607	g44931	XP_020865625.1
OG0015608	g44921	XP_020889597.1
OG0015609	g41782	XP_020865655.1
OG0015610	g44916	XP_020891445.1
OG0015611	g41724	XP_020891139.1
OG0015612	g44900	XP_020891365.1
OG0015613	g44899	XP_020890213.1
OG0015614	g41616	XP_002888627.1
OG0015615	g44875	XP_020890715.1
OG0015616	g13638	XP_002887160.2
OG0015617	g41577	XP_002887157.1
OG0015618	g41574	XP_020865904.1
OG0015619	g44852	XP_020865664.1
OG0015620	g45666	XP_002872352.1
OG0015621	g10285	XP_020890594.1
OG0015622	g18499	XP_002863924.1
OG0015623	g1636	XP_002865670.1
OG0015624	g10244	XP_020891769.1
OG0015625	g10246	XP_002863907.1, XP_002863048.1
OG0015626	g13982	XP_020886670.1
OG0015627	g17895	XP_002868396.1
OG0015628	g6021	XP_020887658.1
OG0015629	g6017	XP_002886163.1
OG0015630	g6009	XP_020886332.1
OG0015631	g13958	XP_020889459.1
OG0015632	g13765	XP_020888398.1
OG0015633	g13952	XP_020886325.1
OG0015634	g5988	XP_020889316.1
OG0015635	g13936	XP_002884187.1
OG0015636	g5984	XP_020888883.1
OG0015637	g13915	XP_002886048.1
OG0015638	g5964	XP_002886044.1
OG0015639	g13803	XP_020888902.1
OG0015640	g51978	XP_020884355.1
OG0015641	g38153	XP_020884139.1
OG0015642	g51970	XP_020883991.1
OG0015643	g51966	XP_002881752.1
OG0015644	g51965	XP_002881749.1
OG0015645	g5023	XP_020879714.1
OG0015646	g37369	XP_020883143.1
OG0015647	g51946	XP_020885435.1
OG0015648	g51944	XP_002879883.1
OG0015649	g37357	XP_020883742.1
OG0015650	g16760	XP_020874923.1
OG0015651	g37348	XP_002881711.1
OG0015653	g38138	XP_002879844.1
OG0015654	g51837	XP_020883995.1
OG0015655	g51834	XP_020884180.1
OG0015656	g51833	XP_020884179.1
OG0015657	g51824	XP_002881682.1
OG0015658	g37326	XP_020883513.1
OG0015659	g51787	XP_002881668.1
OG0015660	g51780	XP_002879805.2
OG0015661	g51773	XP_020883745.1
OG0015662	g51752	XP_002881630.1
OG0015663	g37305	XP_020883464.1
OG0015664	g51742	XP_020885531.1
OG0015665	g1678	XP_002882775.1
OG0015666	g51740	XP_002881620.1
OG0015668	g51736	XP_002879762.1
OG0015669	g51732	XP_020882889.1
OG0015670	g37286	XP_020882920.1
OG0015671	g10773	XP_020880915.1
OG0015672	g37284	XP_002879752.1
OG0015673	g37273	XP_002881591.1
OG0015674	g37270	XP_020882755.1
OG0015675	g37257	XP_020882883.1
OG0015676	g51701	XP_002879729.2
OG0015677	g51700	XP_002881566.1
OG0015678	g40230	XP_002874554.1
OG0015679	g37241	XP_002881561.1
OG0015680	g37236	XP_020885383.1
OG0015681	g37231	XP_002879707.1
OG0015682	g19612	XP_002875637.1
OG0015683	g38078	XP_020883399.1
OG0015684	g51660	XP_002881524.1, XP_020884288.1
OG0015686	g38066	XP_020885180.1
OG0015687	g37202	XP_002881498.1
OG0015688	g37199	XP_002879656.1
OG0015689	g38056	XP_020883613.1
OG0015690	g37195	XP_002881489.1
OG0015691	g38054	XP_020883838.1
OG0015692	g51620	XP_020883893.1
OG0015693	g51618	XP_020884578.1
OG0015694	g51610	XP_020885770.1
OG0015695	g40412	XP_020877638.1
OG0015696	g25598	XP_020877662.1
OG0015698	g40434	XP_020877636.1
OG0015699	g45155	XP_002874798.1
OG0015700	g40443	XP_002874804.1
OG0015701	g11138	XP_002865455.1
OG0015702	g48901, g16981	XP_020874796.1
OG0015703	g45145	XP_020877743.1
OG0015704	g11129	XP_020879625.1
OG0015705	g40385	XP_020875880.1
OG0015706	g40407	XP_020877647.1
OG0015707	g38539	XP_002880372.2
OG0015708	g38533	XP_002880377.1
OG0015710	g38527	XP_020884479.1
OG0015711	g50877	XP_020884185.1
OG0015713	g38513	XP_002878582.1
OG0015714	g38512	XP_020883046.1
OG0015716	g50893	XP_002878604.2
OG0015717	g50897	XP_020884637.1
OG0015718	g38484	XP_002880452.1
OG0015719	g38458	XP_002878638.1
OG0015720	g38448	XP_020885240.1
OG0015721	g38438	XP_002878677.1
OG0015722	g38435	XP_020884086.1
OG0015723	g38434	XP_020884080.1
OG0015724	g38432	XP_002878687.2
OG0015725	g38410	XP_002878705.1
OG0015726	g38329	XP_002878860.1
OG0015727	g36850	XP_020883315.1
OG0015728	g38305	XP_002878909.1
OG0015729	g38301	XP_002880742.1
OG0015730	g51032	XP_020883036.1
OG0015731	g38292	XP_020884531.1
OG0015732	g38286	XP_020884449.1
OG0015733	g36818	XP_020885109.1
OG0015734	g51029	XP_002880634.1
OG0015735	g38290	XP_020885374.1
OG0015736	g36795	XP_020884954.1
OG0015737	g38384	XP_002878748.1
OG0015738	g38325	XP_020885415.1
OG0015739	g32290	XP_020869343.1
OG0015740	g28218	XP_002893943.1
OG0015741	g28204	XP_020868437.1
OG0015742	g28173	XP_002893975.1
OG0015743	g28155	XP_002891285.2
OG0015744	g53844	XP_002893987.1
OG0015745	g27955	XP_002891225.1
OG0015746	g35929, g27923	XP_002893915.1
OG0015747	g27922	XP_020868905.1
OG0015748	g27913	XP_020870094.1
OG0015749	g27910	XP_002891198.1
OG0015750	g33023	XP_020868625.1
OG0015751	g33009	XP_020866466.1
OG0015752	g27884	XP_002891182.1
OG0015753	g27865	XP_020869397.1
OG0015754	g27864	XP_002891108.1
OG0015755	g27862	XP_020867439.1
OG0015756	g27861	XP_002891102.1
OG0015757	g27860	XP_020867316.1
OG0015758	g50751	XP_020868951.1
OG0015759	g27812	XP_002891089.1
OG0015760	g32747	XP_002891083.1
OG0015761	g32671	XP_002893769.1
OG0015762	g40229	XP_020877488.1
OG0015763	g40225	XP_020877458.1
OG0015764	g40231	XP_020877463.1
OG0015765	g40284	XP_002874604.1
OG0015766	g40290	XP_002872489.1
OG0015767	g40292	XP_020876794.1
OG0015768	g40294	XP_002872493.1
OG0015769	g40296	XP_020876854.1
OG0015770	g40297	XP_020876855.1
OG0015771	g40298	XP_002874613.1
OG0015772	g40301	XP_020878560.1
OG0015773	g40303	XP_020876688.1
OG0015774	g40313	XP_002872516.1
OG0015775	g40326	XP_002874639.1
OG0015776	g40338	XP_020879098.1
OG0015777	g40339	XP_020876555.1
OG0015778	g40340	XP_002874661.1
OG0015780	g40355	XP_002872555.1
OG0015781	g25729	XP_020876071.1
OG0015782	g40358	XP_002872570.1
OG0015783	g40372	XP_002872587.1
OG0015784	g40373	XP_020878318.1
OG0015785	g40376	XP_020877443.1
OG0015787	g40378	XP_020877024.1
OG0015788	g25689	XP_002874711.1
OG0015789	g29097	XP_002871866.1
OG0015790	g4865	XP_002872208.1
OG0015791	g38264	XP_020883562.1
OG0015792	g10266	XP_002865635.1
OG0015793	g4836, g10115	XP_020879589.1
OG0015794	g18524, g4825	XP_020879101.1
OG0015795	g4824	XP_020878668.1
OG0015796	g10119	XP_002872245.1
OG0015797	g18517	XP_020876950.1
OG0015798	g4689	XP_002872272.1
OG0015799	g4688	XP_002872273.1
OG0015800	g10161	XP_020876910.1
OG0015801	g1441, g13813, g13872	XP_020886939.1
OG0015802	g13871	XP_020888177.1
OG0015803	g5938	XP_002883952.1
OG0015804	g5933	XP_020887986.1
OG0015805	g13864	XP_002883944.1
OG0015806	g5919	XP_020886993.1
OG0015807	g5876	XP_020887686.1
OG0015808	g13824	XP_020887325.1
OG0015809	g2582	XP_020879856.1
OG0015811	g2917	XP_020880656.1
OG0015812	g2914	XP_002877438.2
OG0015813	g19582	XP_020880442.1
OG0015814	g37775	XP_002880341.1
OG0015815	g51578	XP_002880339.1
OG0015816	g37768	XP_020883162.1
OG0015817	g37761	XP_002882134.1
