Orthogroup	Cochlearia_excelsa	Brassica_rapa
OG0016197	g49316, g30738	XP_009119708.2
OG0016198	g49321	XP_009111209.1
OG0016199	g26874	XP_018510717.1
OG0016200	g49333	XP_009119684.1
OG0016201	g49336	XP_009119683.1
OG0016202	g49343	XP_033135952.1
OG0016203	g26880	XP_009118786.2
OG0016204	g13663	XP_033130777.1
OG0016205	g26887	XP_009119647.2
OG0016206	g49359	XP_009119646.1
OG0016207	g49364	XP_009119636.1
OG0016209	g49382	XP_009111194.1, XP_018511021.2
OG0016210	g30778	XP_009119616.1
OG0016211	g26896	XP_009119621.1
OG0016212	g26901	XP_009119608.1
OG0016213	g49400	XP_033135223.1
OG0016214	g30812	XP_033138348.1
OG0016215	g49415	XP_009119546.1
OG0016216	g30824	XP_009119547.1
OG0016218	g30832	XP_009119532.2
OG0016219	g26912	XP_009118700.1
OG0016220	g30836	XP_009118696.2
OG0016221	g30838	XP_009118693.1
OG0016222	g49431	XP_009111140.1
OG0016223	g30847	XP_009118674.1
OG0016224	g30861	XP_009119327.1
OG0016225	g26931	XP_009119314.1
OG0016227	g30878	XP_033138352.1, XP_009119279.1
OG0016229	g49470	XP_009119237.2
OG0016230	g30898	XP_009119236.1
OG0016231	g30892	XP_033137754.1
OG0016232	g30891	XP_009119221.1
OG0016233	g49479	XP_009111069.1
OG0016234	g49480	XP_009114879.1
OG0016235	g30908	XP_009119207.2
OG0016236	g49487	XP_009119203.1
OG0016237	g26956	XP_009119166.1, XP_009118594.1
OG0016238	g49491	XP_009119163.1
OG0016239	g26957	XP_009118590.1
OG0016240	g49494	XP_009129771.1
OG0016241	g30931	XP_009119155.1
OG0016242	g30941	XP_009119132.1
OG0016243	g30945	XP_009119127.2
OG0016244	g30955	XP_009111025.2
OG0016245	g30956	XP_009118571.1
OG0016246	g30958	XP_009118573.1
OG0016247	g30961	XP_009111015.1
OG0016248	g41130	XP_009119522.1
OG0016249	g49544	XP_009118541.1
OG0016250	g31000	XP_033134257.1
OG0016251	g26978	XP_009119054.1
OG0016252	g26979	XP_009119052.1
OG0016253	g31009	XP_009110987.1
OG0016254	g49549	XP_009110975.1
OG0016255	g26990	XP_009119037.1
OG0016256	g31019	XP_009119034.1
OG0016257	g31027	XP_009118478.1
OG0016258	g49554	XP_009119026.1
OG0016259	g31033	XP_009118470.1
OG0016260	g49558	XP_009110968.1
OG0016261	g31039	XP_009119005.1
OG0016262	g49560	XP_009119002.1
OG0016263	g31042	XP_009118999.1
OG0016264	g31052	XP_009118456.2
OG0016265	g6147	XP_009136286.1
OG0016266	g17217	XP_009138002.1
OG0016267	g31066	XP_009110945.3
OG0016268	g49569	XP_009110940.1
OG0016269	g31071	XP_033137500.1
OG0016271	g31079	XP_009148021.1
OG0016272	g31083	XP_009148032.1
OG0016273	g26952	XP_009111065.1
OG0016274	g27020	XP_009148071.1
OG0016275	g49608	XP_009148076.1
OG0016276	g31111	XP_009148079.1
OG0016277	g49616	XP_009148085.1
OG0016278	g49678	XP_009148103.1
OG0016279	g49673	XP_009148107.1
OG0016280	g49665	XP_009110884.1
OG0016281	g27031	XP_009118364.1
OG0016282	g49664, g27033	XP_033128581.1
OG0016283	g27044	XP_009118356.1
OG0016284	g31134	XP_009118353.1
OG0016285	g49659	XP_009148130.1
OG0016286	g27050	XP_009148131.1
OG0016287	g49641	XP_033148898.1
OG0016288	g27061	XP_009110849.1
OG0016289	g31162	XP_033133656.1
OG0016290	g31169	XP_009148175.1
OG0016291	g31174	XP_009107966.1
OG0016292	g27077	XP_009148240.1
OG0016293	g31181	XP_009110826.2
OG0016294	g31202	XP_009110815.1
OG0016295	g31208	XP_033129900.1
OG0016296	g49704	XP_009148282.1
OG0016297	g31219	XP_009148287.1
OG0016298	g31220	XP_009148289.1
OG0016300	g49709	XP_033128355.1
OG0016302	g31246	XP_009144452.1
OG0016303	g31258	XP_009118249.1
OG0016304	g49731	XP_009144434.1
OG0016305	g31278	XP_009148423.2
OG0016306	g31282	XP_009148425.1
OG0016307	g49754	XP_018515019.1
OG0016307	g49756	XP_033133577.1
OG0016308	g40207	XP_009124540.1
OG0016309	g27145	XP_009110739.1
OG0016310	g24822	XP_009107675.1
OG0016311	g27157	XP_009148488.1
OG0016312	g31327	XP_009148495.2
OG0016315	g27180	XP_009148634.1
OG0016316	g31352	XP_009148616.1
OG0016317	g31372	XP_009118101.1
OG0016318	g49814	XP_009118102.2
OG0016319	g31379	XP_009110652.1
OG0016320	g31384	XP_033129773.1, XP_033129775.1
OG0016321	g49822	XP_009148588.1
OG0016323	g31392	XP_009110637.1
OG0016324	g31398	XP_009118069.1
OG0016325	g31406	XP_009148565.1
OG0016326	g31419	XP_009118040.1
OG0016327	g49867	XP_009148543.2
OG0016328	g49869	XP_009148542.1
OG0016329	g27213	XP_009148535.1
OG0016331	g31464	XP_009148648.1
OG0016332	g31474	XP_009123960.1
OG0016333	g31475	XP_009123956.1
OG0016334	g49885	XP_009117979.1
OG0016335	g49894	XP_009148670.1
OG0016336	g49898	XP_009117957.1
OG0016337	g27254	XP_009148680.1
OG0016338	g27253	XP_009148679.1
OG0016339	g31502	XP_009117934.1
OG0016340	g49903	XP_009117928.1
OG0016341	g31507	XP_009117924.1
OG0016342	g31514	XP_009148712.1
OG0016343	g31517	XP_009148714.1
OG0016344	g27263	XP_009148715.1
OG0016345	g31521	XP_009148726.1
OG0016346	g27275	XP_009148830.1
OG0016347	g31534	XP_009148835.1, XP_009110539.1
OG0016348	g31579	XP_009148901.1
OG0016349	g31590	XP_033129073.1
OG0016351	g31599	XP_009148934.1
OG0016352	g31603	XP_009148941.1
OG0016353	g49948	XP_009110475.1
OG0016354	g49950	XP_009148961.1
OG0016355	g25217	XP_009139720.1
OG0016356	g27332	XP_009110463.1, XP_009149047.1
OG0016358	g49968	XP_009149069.1
OG0016359	g31651	XP_009117765.2
OG0016360	g54067	XP_009110450.1
OG0016361	g49976	XP_009117755.1
OG0016362	g49978	XP_009149099.1
OG0016363	g31657	XP_009149102.1
OG0016364	g31658	XP_009149105.1
OG0016365	g31679	XP_009110431.1
OG0016366	g31684	XP_009110429.1
OG0016369	g27368	XP_033132690.1, XP_033128970.1
OG0016370	g26787	XP_009118900.1
OG0016371	g27369	XP_009110417.1
OG0016372	g31695	XP_009149178.1
OG0016373	g4728	XP_009129835.1
OG0016374	g27372	XP_009149193.1
OG0016375	g31710	XP_009149196.1
OG0016376	g31711	XP_009149198.1
OG0016377	g50003	XP_009149204.1
OG0016378	g31715, g50007	XP_033130086.1, XP_033133187.1
OG0016379	g31718, g50009	XP_009117654.1
OG0016380	g31726	XP_009110390.1
OG0016381	g31727	XP_009149231.2, XP_033128099.1
OG0016382	g31728	XP_009110388.1
OG0016383	g38267	XP_033143418.1
OG0016384	g31745	XP_009149256.2
OG0016385	g31747	XP_009110367.1
OG0016386	g31750	XP_009110364.1
OG0016387	g50030	XP_009110363.1
OG0016388	g50032	XP_009149262.1
OG0016389	g31753	XP_009149264.1
OG0016390	g31762	XP_009149270.1
OG0016391	g41146	XP_009124059.1
OG0016392	g868	XP_033138422.1, XP_018513412.1
OG0016393	g31799	XP_009117602.1
OG0016394	g31808	XP_033132823.1
OG0016395	g50056	XP_009110320.1
OG0016396	g31815	XP_009110308.1
OG0016397	g27428	XP_009149385.1
OG0016398	g31819	XP_009117563.1
OG0016399	g31825	XP_009149391.1
OG0016400	g50072	XP_009110286.1
OG0016401	g31836	XP_009149406.1
OG0016402	g50083	XP_009149415.1
OG0016403	g31844	XP_009149420.1
OG0016404	g31855	XP_009149435.1
OG0016405	g31867	XP_033129205.1
OG0016406	g50098	XP_033128820.1
OG0016407	g6382	XP_009102406.1
OG0016408	g31894	XP_009103365.1
OG0016409	g31896	XP_033130590.1
OG0016410	g50120	XP_009103357.1
OG0016412	g31940	XP_033129914.1
OG0016413	g31951	XP_033131042.1
OG0016414	g31963	XP_033128012.1
OG0016415	g50181	XP_033128965.1
OG0016416	g38424	XP_009140483.1
OG0016417	g50200	XP_009149671.1
OG0016418	g27490	XP_009149672.1
OG0016419	g50203, g31998	XP_009149676.1
OG0016420	g50205	XP_009149680.1
OG0016421	g50206	XP_033132247.1
OG0016422	g32000	XP_009149678.1
OG0016423	g27494	XP_009149694.1
OG0016424	g32008	XP_009149695.1
OG0016425	g32010	XP_009149698.1
OG0016426	g27496	XP_009149702.2
OG0016428	g50230	XP_009103254.1, XP_009145368.1
OG0016429	g50233	XP_009145366.1
OG0016430	g50245	XP_018514568.1
OG0016431	g32038	XP_009123120.1
OG0016432	g50247	XP_009123116.1
OG0016433	g50248	XP_009115625.1
OG0016434	g32044	XP_033134593.1
OG0016435	g50250	XP_009115610.1
OG0016436	g27533	NP_001288824.1
OG0016437	g50253, g27534	XP_009115600.2
OG0016438	g50254	XP_009115596.1
OG0016439	g27542	XP_009115569.1
OG0016441	g45992	XP_009105848.1
OG0016442	g45946	XP_009105839.1
OG0016443	g45942	XP_009105832.1
OG0016444	g45940	XP_009105830.1
OG0016446	g44650	XP_009105817.1
OG0016447	g44651	XP_018508573.1
OG0016448	g45928	XP_033130212.1
OG0016449	g45926	XP_009105811.1
OG0016450	g45914	XP_033130266.1
OG0016451	g45913	XP_009105792.1
OG0016452	g44661	XP_009105789.1
OG0016453	g53933	XP_009129549.1
OG0016454	g45906	XP_033141925.1
OG0016455	g45904	XP_009127845.1
OG0016456	g45903	XP_009105777.1
OG0016457	g45072	XP_009127406.1
OG0016458	g45883	XP_009105757.1
OG0016459	g45872	XP_009105735.1
OG0016460	g45869	XP_009105728.1
OG0016461	g45862, g44696	XP_009127807.1
OG0016462	g45848	XP_009127788.1
OG0016463	g45835	XP_009104964.1
OG0016464	g45830	XP_033130237.1
OG0016466	g45828	XP_009105680.1
OG0016467	g27787, g50665	XP_033136200.1
OG0016468	g32637	XP_033132256.1
OG0016469	g50670	XP_009114848.1
OG0016470	g32649	XP_009107963.1
OG0016471	g50681	XP_009124372.1, XP_009107959.1
OG0016472	g27800	XP_009123749.1
OG0016473	g50689	XP_033135497.1
OG0016474	g50692	XP_009114808.2
OG0016475	g44275, g27834, g24449, g3219	XP_033143376.1
OG0016475	g43761	XP_033139878.1, XP_033129083.1
OG0016476	g1736	XP_009112942.1
OG0016477	g37127	XP_033136352.1
OG0016478	g40843	XP_009112747.1
OG0016479	g28257, g1401	XP_009134060.1
OG0016480	g40860	XP_009112985.1
OG0016481	g40868	XP_009113032.1
OG0016483	g40879	XP_033143544.1
OG0016484	g40882	XP_009113045.1
OG0016485	g40883	XP_009113048.1
OG0016486	g40884	XP_009113050.1
OG0016487	g44237	XP_009113052.1
OG0016488	g40885	XP_009113053.2
OG0016489	g40892	XP_033134784.1
OG0016490	g40902	XP_009113074.1
OG0016491	g40208	XP_009151422.1
OG0016492	g40934	XP_033135774.1
OG0016493	g40937	XP_009113360.1, XP_009105767.1
OG0016494	g40942	XP_009113116.1
OG0016495	g40962	XP_009124638.2
OG0016496	g44173	XP_009113138.1
OG0016497	g40279	XP_009113588.1
OG0016498	g44166	XP_033134522.1
OG0016499	g40972	XP_009104481.1
OG0016500	g40975	XP_009104461.1
OG0016501	g44152	XP_009104349.1
OG0016502	g44143	XP_009123495.1
OG0016503	g41001	XP_009113185.1
OG0016504	g44137	XP_018510951.1
OG0016505	g41016	XP_009103823.1
OG0016506	g41022	XP_009113209.1
OG0016507	g44125	XP_009113213.1
OG0016508	g44122	XP_009113218.1
OG0016509	g36245	XP_009119359.1
OG0016510	g44108	XP_033131863.1
OG0016511	g41430, g41033	XP_009113257.1
OG0016512	g44100	NP_001288895.1
OG0016513	g41040	XP_009103213.1
OG0016514	g44088	XP_009113285.1
OG0016515	g44071	XP_009103028.1
OG0016516	g41053	XP_009102905.1
OG0016517	g47640	XP_009143855.1
OG0016518	g38258	XP_009113307.1
OG0016519	g44044	XP_009113319.1
OG0016520	g44042	XP_009113320.1
OG0016521	g24716	XP_009102692.1
OG0016522	g44028	XP_009124462.1
OG0016523	g1712	XP_009113333.1
OG0016524	g44015	XP_009113351.1
OG0016525	g44016	XP_009113353.1
OG0016526	g49534	XP_009105133.1
OG0016527	g41093	XP_009113356.1
OG0016528	g1709	XP_009113378.2
OG0016529	g41104	XP_009113369.2
OG0016530	g41115	XP_009122981.1
OG0016531	g43971	XP_009122983.1
OG0016532	g43970	XP_009113393.1
OG0016533	g41122	XP_009122988.1
OG0016534	g1695	XP_009122993.1
OG0016536	g41125	XP_009113402.1
OG0016537	g43513	XP_009112803.1
OG0016538	g40825	XP_009112815.1
OG0016539	g1390	XP_009127350.1
OG0016540	g4639	XP_009129777.1
OG0016542	g40770	XP_018510635.1
OG0016543	g40765	XP_009112836.1
OG0016544	g40764	XP_009112837.1
OG0016545	g40757	XP_009124666.1
OG0016547	g40746	XP_009112847.1
OG0016548	g40731	XP_009114221.1
OG0016549	g40628	XP_009114354.1
OG0016550	g10945	XP_009101518.2
OG0016551	g10771	XP_009101325.1
OG0016552	g10917	XP_009114323.2, XP_033136834.1
OG0016553	g10915	XP_009101481.1
OG0016554	g40703	XP_009101424.1
OG0016555	g40727	XP_009101385.1
OG0016556	g10837	XP_009101383.1
OG0016557	g11028	XP_009113890.1
OG0016558	g40513	XP_009101641.1
OG0016559	g11031	XP_009101643.1
OG0016560	g47587	XP_033142989.1
OG0016561	g11039	XP_009101687.1
OG0016562	g40488	XP_009101713.1
OG0016563	g16687	XP_033129294.1, XP_033129293.1
OG0016564	g18512	XP_009114493.1
OG0016565	g25550	XP_009114519.2
OG0016566	g40458	XP_009114525.1
OG0016567	g23478	XP_009128855.1
OG0016568	g23463	XP_009109029.1
OG0016569	g23462	XP_009137852.1
OG0016570	g47703	XP_009137860.1
OG0016571	g47704	XP_009137866.1
OG0016572	g2818	XP_009149958.2
OG0016573	g10271	XP_009151641.1
OG0016574	g47149	XP_009146264.1
OG0016575	g36276	XP_033147967.1
OG0016576	g54042	XP_009147998.1
OG0016577	g54043	XP_009147995.1
OG0016578	g54044	XP_009147994.1
OG0016579	g54070	XP_009145015.1
OG0016581	g54075	XP_009107361.1
OG0016582	g54085	XP_009147955.1
OG0016583	g54101	XP_009147936.1
OG0016584	g28084	XP_033133509.1
OG0016585	g36382	XP_009144991.3
OG0016586	g25747	XP_009108193.1
OG0016587	g54118	XP_009144990.1
OG0016588	g28082	XP_009147910.2
OG0016590	g36396	XP_009107301.1
OG0016591	g54133	XP_009107300.1
OG0016593	g54135	XP_009107296.1
OG0016595	g46178	XP_018508884.1
OG0016596	g44488	XP_033131378.1
OG0016597	g44495	XP_009104738.1
OG0016598	g18383	XP_009124989.1
OG0016599	g19270	XP_033137105.1, XP_009137090.1
OG0016600	g19269, g19273	XP_009101457.1
OG0016601	g53552	XP_009133360.1
OG0016602	g18375	XP_009101951.1
OG0016603	g18373	XP_009101950.1
OG0016604	g18370	XP_009109558.1
OG0016605	g18369	XP_009109555.1
OG0016606	g18368	XP_009101946.1
OG0016607	g18358	XP_009109553.1
OG0016608	g18357	XP_009109552.2
OG0016609	g18341	XP_009109537.1
OG0016611	g18340	XP_009109535.1
OG0016612	g18339	XP_009119419.2
OG0016613	g18326	XP_009136626.1
OG0016614	g18317, g22675	XP_009145337.2
OG0016615	g22695	XP_009109481.1
OG0016616	g22700	XP_009101886.1
OG0016617	g22702	XP_009101881.2
OG0016618	g18125	XP_009109472.1
OG0016619	g18303	XP_009109460.1
OG0016620	g22725	XP_009109453.1
OG0016621	g22729	XP_009126909.1
OG0016623	g18142	XP_009109436.2
OG0016624	g22744	XP_033132964.1
OG0016625	g22745	XP_009128515.1
OG0016626	g22748	XP_009138550.2
OG0016628	g22774	XP_033140662.1, XP_033140670.1
OG0016629	g22783	XP_009139691.1
OG0016630	g22796	XP_009131836.1
OG0016631	g48002	XP_009132152.1
OG0016632	g18285	XP_009138533.2
OG0016633	g22823	XP_009138512.1
OG0016634	g22847	XP_009137560.1
OG0016635	g22850	XP_009137739.1
OG0016636	g22868	XP_009138470.1
OG0016638	g18261	XP_009109347.1
OG0016639	g18259	XP_009141323.1
OG0016640	g22893	XP_018511219.1
OG0016641	g47977	XP_009141493.1
OG0016643	g22899	XP_009141825.1
OG0016644	g22925	XP_009144397.2, XP_009138427.1
OG0016645	g22929	XP_009138423.1
OG0016646	g22930	XP_009144816.1
OG0016647	g47954	XP_009146238.2
OG0016648	g22953	XP_009147305.1
OG0016649	g22954	XP_009138407.1
OG0016650	g47951	XP_009147422.1
OG0016651	g22957	XP_009138403.1
OG0016652	g47948	XP_009148286.3
OG0016653	g47943	XP_033142588.1
OG0016654	g47944	XP_009138394.1
OG0016655	g18236	XP_033132977.1
OG0016657	g22973	XP_009150416.1
OG0016658	g22981	XP_033133048.1
OG0016659	g47926	XP_009138382.1
OG0016660	g22986	XP_009151519.1
OG0016661	g23003	XP_009101983.1
OG0016662	g23004	XP_009102146.2, XP_009109293.1
OG0016663	g23006, g18227	XP_009102464.2
OG0016664	g23016	XP_009108619.1
OG0016665	g28917	XP_033142623.1
OG0016666	g23011	XP_009103156.1
OG0016667	g23008	XP_009102734.1
OG0016668	g23020	XP_009104931.1
OG0016669	g23069	XP_033142435.1
OG0016670	g18214	XP_009138307.1
OG0016671	g47882	XP_009111793.1
OG0016672	g18204	XP_009113781.2
OG0016673	g23106	XP_009114233.1
OG0016674	g47873	NP_001288985.1
OG0016675	g16923	XP_009126132.1
OG0016676	g23273	XP_033135307.1
OG0016677	g1413	XP_009134052.1
OG0016678	g1412	XP_009134053.1
OG0016679	g23251	XP_009125724.1
OG0016680	g23242	XP_009108830.1
OG0016681	g16909	XP_009125275.1
OG0016682	g16908	XP_009125264.1
OG0016683	g23192	XP_009138178.1
OG0016684	g9646	XP_033131881.1
OG0016685	g47841	XP_009122119.1
OG0016687	g23177	XP_009121783.1
OG0016688	g23176	XP_009121901.1
OG0016689	g44779	XP_009127702.1
OG0016690	g23174	XP_009121487.1
OG0016691	g4326	XP_033140781.1
OG0016692	g23170	XP_009121254.1
OG0016694	g23143	XP_009118392.1
OG0016695	g23289	XP_009126406.1
OG0016696	g17214	XP_009137446.1
OG0016697	g16938	XP_009126418.2
OG0016698	g16941	XP_009138055.1
OG0016699	g23295	XP_009138053.1
OG0016700	g23297	XP_009126559.2
OG0016701	g47793	XP_009108901.1
OG0016702	g23306	XP_009138038.1
OG0016704	g23572, g47658	XP_033140148.1
OG0016705	g23328	XP_009126994.1
OG0016706	g47775	XP_009127161.1
OG0016707	g47774	XP_009137999.1
OG0016708	g23346	XP_009127174.1
OG0016709	g47766	XP_009108951.1
OG0016710	g23361	XP_009127366.1
OG0016711	g16969	XP_009137976.1
OG0016712	g23376	XP_009137971.1
OG0016713	g23377	XP_009127486.1
OG0016714	g2736	XP_009149878.1
OG0016715	g19503	XP_009149881.2
OG0016716	g6493	XP_009102564.1
OG0016717	g6488	XP_009106233.1, XP_009102553.2
OG0016718	g11731	XP_009106072.1
OG0016719	g11729	XP_009102538.1
OG0016720	g46010	XP_009105931.1
OG0016721	g45999	XP_009105907.1
OG0016722	g45998	XP_009104855.1
OG0016723	g44619	XP_009127895.1
OG0016724	g32061	XP_009110114.1
OG0016725	g50296	XP_033134620.1
OG0016726	g27554	XP_009103160.2
OG0016727	g32083	XP_009115482.1
OG0016728	g32081	XP_009115476.1
OG0016729	g32140	XP_009103113.1
OG0016730	g50345	XP_009110034.1, XP_009115413.1
OG0016731	g32145	XP_009115406.2
OG0016732	g32149	XP_009115389.1
OG0016733	g32162	XP_009115364.1
OG0016734	g32165	XP_009115356.1
OG0016736	g39517	XP_009134474.1
OG0016737	g39490	XP_009134487.2
OG0016739	g45259	XP_009111411.1
OG0016740	g25398	XP_009111417.1
OG0016742	g39481	XP_018512448.1
OG0016743	g39456	XP_009111477.1
OG0016746	g53688	XP_033129190.1
OG0016747	g25340	XP_009111520.1
OG0016748	g25338	XP_033143422.1
OG0016750	g38557	XP_009107386.1
OG0016751	g38556	XP_009105730.1
OG0016752	g50845	XP_033135822.1, XP_009134013.1
OG0016753	g50846	XP_009134015.1
OG0016754	g50848	XP_009121118.2
OG0016755	g32245	XP_009113812.2
OG0016756	g50371	XP_009109899.1
OG0016757	g17140	XP_009137584.1
OG0016758	g47592	XP_009142555.1
OG0016759	g23675	XP_009142743.1
OG0016760	g23639	XP_009137654.1
OG0016761	g47642	XP_009143867.2
OG0016762	g23609	XP_009143973.1
OG0016763	g23608	XP_009143986.1
OG0016764	g47646	XP_009137689.1
OG0016765	g17073	XP_009109121.1
OG0016766	g23583	XP_033133052.1
OG0016767	g23579	XP_009144161.1
OG0016768	g23569	XP_009137770.1
OG0016769	g47663	XP_009109098.1
OG0016770	g10629	XP_009129046.1
OG0016771	g49519	XP_033138237.1
OG0016772	g27023, g31109	XP_009118511.1
OG0016774	g50066, g31818	XP_033134435.1
OG0016775	g32026	XP_009103245.1
OG0016777	g32103	XP_009115532.2
OG0016778	g32091	XP_009115502.1, XP_009103158.1
OG0016780	g32125	XP_009103120.1
OG0016782	g32183	XP_009109903.1
OG0016783	g32206	XP_009115302.1, XP_009103061.1
OG0016784	g27635	XP_009113759.1
OG0016786	g50416	XP_009113757.1
OG0016787	g38327	XP_009129034.2
OG0016788	g32496	XP_009115043.1
OG0016789	g50581	XP_009115006.1
OG0016790	g50654, g50655	XP_033146824.1
OG0016792	g28065	XP_018508001.1
OG0016794	g54191	XP_009144919.1, XP_009147777.1
OG0016795	g36738	XP_033147024.1
OG0016797	g19570	XP_009105188.2
OG0016798	g45023	XP_009105189.1
OG0016801	g46247	XP_009106254.1
OG0016802	g46250	XP_009106267.1
OG0016803	g46341	XP_018508679.1
OG0016804	g12384	XP_009126526.2
OG0016805	g12359, g7415	XP_009122661.1
OG0016806	g12249	XP_033137369.1
OG0016808	g11933	XP_009135670.1, XP_018514713.1
OG0016809	g11760	XP_009102625.1
OG0016810	g13480	XP_033130359.1
OG0016811	g11620	XP_009136178.1
OG0016812	g13595	XP_009136186.1
OG0016814	g14487	XP_009136234.1
OG0016815	g6181	XP_009102329.2
OG0016817	g14000	XP_009112458.1, XP_009121079.1
OG0016818	g6033	XP_009102295.1
OG0016819	g13819	XP_033130883.1, XP_009112651.1
OG0016820	g50850	XP_009117442.2, XP_033145945.1
OG0016821	g36945	XP_009117361.2
OG0016822	g43565	XP_033145425.1, XP_009117336.1
OG0016823	g50977	XP_009140525.1
OG0016824	g38386	XP_009140537.1
OG0016825	g51035, g51047, g50672	XP_033145270.1, XP_033145842.1, XP_009117223.1, XP_009140856.1, XP_033146660.1
OG0016826	g51049	XP_009117048.1
OG0016827	g38294	XP_009140728.2
OG0016828	g37891	XP_009141035.1
OG0016829	g39874	XP_009132765.1, XP_018514392.1
OG0016830	g39826	XP_033143735.1
OG0016831	g51382	XP_009141337.1, XP_009143837.2
OG0016835	g51755	XP_009141791.1
OG0016836	g52161	XP_009133664.1, XP_009143001.1
OG0016837	g19508	XP_009149892.1
OG0016838	g52293	XP_009143208.1
OG0016839	g53413	XP_009118155.1
OG0016841	g10647	XP_033139872.1
OG0016843	g10585	XP_009152077.2, XP_009129566.1
OG0016844	g10401	XP_009129359.1, XP_009129360.1, XP_009111606.2
OG0016845	g10327	XP_009129674.1, XP_009111803.1, XP_009151759.1
OG0016847	g764	XP_033138656.1
OG0016849	g11463	XP_009150275.1, XP_009150295.1
OG0016850	g11462	XP_009150299.1
OG0016851	g11444	XP_009150167.1, XP_033128510.1
OG0016852	g2871	XP_009150363.2
OG0016854	g19521	XP_009150239.1, XP_009149933.1
OG0016855	g2773	XP_009149909.1, XP_009150233.1
OG0016856	g19374	XP_009136530.1
OG0016857	g19351	XP_009115732.1
OG0016858	g19251	XP_033137084.1, XP_033144801.1
OG0016859	g19200	XP_009139420.2
OG0016860	g45309	XP_009122809.1
OG0016862	g28943	XP_009120823.1
OG0016863	g561	XP_009151002.1
OG0016864	g40260	XP_009134143.1
OG0016865	g25842	XP_009128735.1
OG0016866	g40330	XP_009128702.1
OG0016867	g25722	XP_009108181.1
OG0016868	g40391	XP_033134824.1
OG0016869	g39613	XP_009134399.1
OG0016871	g18329	XP_009133442.1, XP_009101928.1
OG0016872	g22911	XP_009109332.1
OG0016874	g40155	XP_033128756.1
OG0016875	g17084	XP_009143477.1
OG0016876	g47610	XP_009137626.1
OG0016878	g17133	XP_009137592.1
OG0016879	g23712	XP_009142049.1
OG0016880	g23715	XP_009142024.2
OG0016881	g23719	XP_009139926.1
OG0016882	g17146, g47578	XP_009139890.1
OG0016883	g47573	XP_009109187.1, XP_033143026.1
OG0016884	g23724	XP_009137564.1, XP_009139739.1
OG0016885	g47565	XP_009139694.1
OG0016886	g47557	XP_009139498.1
OG0016887	g23831	XP_009137453.1, XP_009138166.1
OG0016888	g23895	XP_033143830.1
OG0016890	g24032	XP_009134495.1
OG0016891	g24136	XP_009132746.1
OG0016893	g47281	XP_009132165.1
OG0016895	g25064	XP_033146207.1
OG0016896	g37060	XP_009124915.1
OG0016897	g18112	XP_009125071.1
OG0016899	g16806	XP_009140064.1
OG0016901	g40484	XP_009101720.1
OG0016902	g10277	XP_009151632.1
OG0016903	g10236	XP_009151674.1
OG0016904	g1410	XP_009118892.1
OG0016905	g28280	XP_009127348.1
OG0016906	g1367	XP_009140890.1
OG0016908	g41173	XP_009127281.1
OG0016909	g28355	XP_033140658.1
OG0016910	g884	XP_009127231.1
OG0016911	g28388, g36025	XP_009119813.1
OG0016912	g28591	XP_033139742.1
OG0016914	g18643	XP_009150412.1
OG0016915	g37	XP_009112322.1
OG0016938	g19552	XP_009149974.2
OG0016939	g19525	XP_009149948.1
OG0016941	g19468	XP_009150200.1
OG0016943	g11393	XP_009150209.1
OG0016944	g19490	XP_009150214.1
OG0016946	g10744	XP_009101294.1
OG0016947	g46837	XP_009139702.1
OG0016949	g4947	XP_009121034.2
OG0016950	g29011	XP_009121054.1
OG0016951	g4984	XP_009126201.1
OG0016952	g28992	XP_009107536.1
OG0016953	g25334	XP_009111523.1
OG0016954	g29138	XP_009107507.1
OG0016955	g45747	XP_009121412.1
OG0016956	g29190	XP_009121479.1
OG0016957	g5046	XP_009131538.1
OG0016959	g45722	XP_009121506.1
OG0016960	g29271	XP_009131446.1
OG0016961	g29279	XP_009126021.1
OG0016963	g46685	XP_033145628.1
OG0016964	g5185	XP_009121660.1
OG0016965	g28181	XP_009107648.1
OG0016966	g29332	XP_009125949.1
OG0016967	g5239	XP_009131364.1
OG0016968	g5254	XP_009125936.1
OG0016969	g5255	XP_009121739.1
OG0016970	g5259	XP_009131353.1
OG0016971	g5260	XP_009121746.1
OG0016972	g46851	XP_009144649.1
OG0016974	g45596	XP_033137898.1
OG0016975	g5324	XP_009121875.1
OG0016976	g29413	XP_009135381.1
OG0016977	g45580	XP_009131241.1
OG0016978	g29436	XP_009125815.1
OG0016979	g29439	XP_009125808.1
OG0016980	g29446	XP_009121946.1
OG0016981	g29456	XP_009121989.2
OG0016982	g45557	XP_009122008.1
OG0016983	g5396	XP_009125266.1
OG0016984	g45551	XP_009125271.2
OG0016985	g29485	XP_009131177.1
OG0016986	g29510	XP_009125318.1
OG0016987	g5424	XP_009125320.1, XP_009122079.1
OG0016988	g29522	XP_009122094.1
OG0016989	g29527	XP_009122101.1
OG0016990	g5436	XP_009122106.1
OG0016991	g45524	XP_033148288.1
OG0016992	g45520	XP_009125354.1
OG0016993	g7142	XP_033128189.1
OG0016994	g29555	XP_009125358.1
OG0016995	g5454	XP_009122522.1
OG0016997	g5466	XP_018511100.1
OG0016999	g45509	XP_033140955.1
OG0017000	g29570	XP_009122497.1
OG0017001	g29583	XP_033137484.1
OG0017002	g29590	XP_009131053.1
OG0017006	g29603	XP_009122411.1
OG0017007	g29614	XP_009125699.1
OG0017008	g17186	XP_009148429.1
