Orthogroup	Cochlearia_excelsa	Arabidopsis_arenosa
OG0014208	g45223	jg8082
OG0014209	g25409	jg8098
OG0014210	g25405	jg8143
OG0014211	g23713	jg9840
OG0014212	g39473	jg8119
OG0014213	g25374	jg8166
OG0014214	g39458	jg8167
OG0014218	g25355	jg8212
OG0014219	g45276, g25353	jg8214
OG0014220	g25352	jg8215
OG0014222	g25345	jg8231
OG0014224	g45706	jg13226
OG0014225	g32259	jg31246
OG0014226	g50370	jg31150
OG0014227	g53718	jg32470
OG0014228	g53719	jg32471, jg32472
OG0014229	g28239, g28242	jg32480
OG0014230	g17120	jg9775
OG0014231	g23635	jg9708
OG0014232	g47631, g23628	jg9697
OG0014233	g23627	jg9696
OG0014234	g17076, g47644	jg9668
OG0014235	g17074, g23610	jg9667
OG0014236	g23594	jg9653
OG0014238	g23578	jg9625
OG0014239	g23577	jg9624
OG0014240	g17053	jg9613
OG0014241	g10643	jg13190
OG0014242	g10628	jg13213
OG0014243	g31455	jg29803
OG0014244	g31460	jg29815
OG0014245	g49883	jg29833
OG0014246	g50092	jg30487
OG0014247	g27480	jg30643
OG0014248	g50315	jg30984
OG0014249	g50375	jg31156
OG0014251	g32202	jg31176
OG0014252	g32207	jg31185
OG0014253	g32242	jg31216
OG0014254	g32285	jg31275
OG0014255	g50662	jg31931
OG0014261	g44419, g46239	jg3245
OG0014262	g46316	jg3341
OG0014264	g12756	jg24089
OG0014265	g12254	jg25260
OG0014266	g7257, g13155	jg25286
OG0014267	g11826	jg26454
OG0014268	g6470	jg21320, jg26708
OG0014269	g29333, g50279, g34784	jg21331, jg27035
OG0014270	g31002	jg27080
OG0014271	g14240	jg27582
OG0014273	g13916	jg28115
OG0014274	g38538	jg16542
OG0014275	g50943	jg16763
OG0014278	g38287	jg17316
OG0014279	g41196, g41180, g6732, g41759	jg17817
OG0014280	g39877	jg18154
OG0014282	g51506	jg18642
OG0014283	g51520, g25983	jg18665
OG0014284	g51527	jg18678
OG0014286	g51926, g51933, g51925	jg19329
OG0014287	g10816	jg12910
OG0014288	g10795	jg12940
OG0014289	g41234	jg13154, jg13156
OG0014290	g10549	jg13369
OG0014291	g10352	jg13789, jg13787
OG0014292	g10351	jg13804
OG0014293	g10320	jg13867
OG0014295	g2735	jg14573
OG0014296	g19375	jg14859
OG0014297	g19369	jg14871
OG0014298	g19173	jg15318
OG0014299	g1988	jg15888
OG0014301	g29747	jg4265
OG0014302	g29681	jg4415
OG0014304	g5121	jg5356
OG0014306	g40209	jg7058
OG0014307	g40240	jg7209
OG0014308	g40249	jg7234
OG0014309	g40328	jg7417
OG0014310	g25548	jg7769
OG0014311	g25436	jg8045
OG0014312	g25367	jg8189
OG0014313	g23135	jg8952
OG0014314	g23380	jg9339
OG0014315	g23703	jg9816
OG0014316	g23721	jg9855
OG0014317	g24184	jg10746
OG0014319	g24642, g24636	jg11509
OG0014320	g46884, g25247	jg11928
OG0014321	g46858	jg11994
OG0014323	g10971	jg20508
OG0014324	g11121	jg20906, jg20905
OG0014325	g11122	jg20915
OG0014326	g37049, g18433	jg20987
OG0014327	g10215	jg21519
OG0014328	g26786	jg21661
OG0014329	g28274	jg21715
OG0014330	g1388	jg21733
OG0014331	g1383	jg21734
OG0014332	g1374	jg21739
OG0014333	g1321	jg21856
OG0014334	g39417, g28484	jg22257
OG0014335	g28492	jg22303
OG0014336	g9857, g358	jg23198
OG0014337	g8093, g48731	jg133, jg287
OG0014338	g19989, g20911, g19782, g19734, g19728, g19776, g19687	jg23832
OG0014373	g19619	jg14005
OG0014374	g11420	jg14464
OG0014375	g19527	jg14489
OG0014376	g2811	jg14493
OG0014377	g11410	jg14494
OG0014378	g2809	jg14495
OG0014379	g2798	jg14515
OG0014380	g957	jg22235
OG0014381	g2706	jg14667
OG0014382	g2711	jg14660
OG0014383	g2717	jg14657
OG0014384	g2718	jg14652
OG0014385	g2723	jg14648
OG0014386	g19469	jg14638
OG0014387	g19481	jg14630
OG0014388	g19493	jg14595
OG0014389	g19497	jg14602
OG0014390	g27621	jg31236
OG0014391	g2751	jg14589
OG0014392	g19499	jg14585
OG0014393	g19500	jg14583
OG0014394	g10828	jg12898
OG0014395	g10821	jg12906
OG0014396	g10731	jg13025
OG0014397	g46671	jg12660
OG0014398	g46672	jg12658
OG0014399	g46676	jg12652
OG0014401	g25300	jg11880
OG0014402	g37176	jg32788
OG0014403	g4948	jg5629
OG0014404	g4952, g4956	jg5620
OG0014405	g28994	jg5600
OG0014406	g28993	jg5598
OG0014407	g41501	jg5590
OG0014408	g29132	jg5579
OG0014409	g29135	jg5574
OG0014410	g4992	jg5569
OG0014411	g4998	jg5551
OG0014412	g29156	jg5517
OG0014413	g29158	jg5515
OG0014414	g29167	jg5511
OG0014416	g5031	jg5490
OG0014418	g5063	jg5438
OG0014419	g10262	jg21384, jg2718
OG0014420	g5088	jg5395
OG0014421	g23555	jg9599
OG0014422	g5103	jg5376
OG0014423	g5113	jg5369
OG0014424	g5118	jg5360
OG0014425	g5127	jg5350
OG0014426	g5143	jg5325
OG0014427	g5146	jg5321
OG0014428	g5147	jg5320
OG0014429	g5160	jg5301
OG0014430	g5176, g29296	jg5291
OG0014431	g29298	jg5288
OG0014432	g5180	jg5278
OG0014433	g47034	jg11391
OG0014434	g29303	jg5277
OG0014435	g29305	jg5275
OG0014436	g5183	jg5273
OG0014437	g45658	jg5260
OG0014438	g5200	jg5245
OG0014439	g45654	jg5238
OG0014440	g45649	jg5229
OG0014441	g45636	jg5224
OG0014442	g5216	jg5222
OG0014443	g29331	jg5200
OG0014445	g29334	jg5194
OG0014446	g5246	jg5187
OG0014447	g29357	jg5154
OG0014448	g29358	jg5153
OG0014449	g45614	jg5126
OG0014450	g5299	jg5102
OG0014452	g45593	jg5076
OG0014453	g29399	jg5072
OG0014454	g45588	jg5061
OG0014455	g29403	jg5056
OG0014456	g5351	jg5012
OG0014457	g5361	jg5004
OG0014458	g23541	jg9573
OG0014460	g4294	jg13657
OG0014461	g29447	jg4966
OG0014462	g5381	jg4955
OG0014463	g5389	jg4940
OG0014464	g29464	jg4934
OG0014465	g29465	jg4933
OG0014466	g29466	jg4932
OG0014467	g29471	jg4923
OG0014468	g5394	jg4920
OG0014470	g29486	jg4899
OG0014471	g29487	jg4898
OG0014472	g5405	jg4893
OG0014473	g45545, g29492	jg4885
OG0014474	g29493	jg4884
OG0014475	g45542	jg4879
OG0014477	g29509	jg4850
OG0014479	g29519	jg4835
OG0014480	g5432	jg4823
OG0014481	g13016	jg11939
OG0014482	g5450	jg4778
OG0014483	g29560	jg4762
OG0014484	g29561	jg4761
OG0014485	g5474	jg4731
OG0014486	g5487	jg4718
OG0014487	g5491	jg4711
OG0014488	g5498	jg4695
OG0014489	g6434	jg26844
OG0014490	g29588	jg4682
OG0014491	g5506	jg4680
OG0014493	g29602	jg4644
OG0014494	g5529	jg4633
OG0014495	g5537	jg4603
OG0014496	g5540, g29625	jg4592
OG0014497	g45207	jg7877
OG0014498	g23792	jg9958
OG0014499	g23801	jg9967
OG0014501	g23809	jg9980
OG0014502	g47524	jg9992
OG0014503	g47519	jg9998
OG0014504	g17200	jg10004, jg10002
OG0014505	g40201	jg17436
OG0014506	g19580	jg14367
OG0014507	g40186	jg21781
OG0014508	g40180	jg17515
OG0014509	g40179	jg17444
OG0014510	g40176	jg17451
OG0014511	g40162	jg17504
OG0014512	g40161	jg17506
OG0014513	g37795	jg17525
OG0014514	g40154	jg17534
OG0014515	g40128	jg17591
OG0014516	g43660	jg17613
OG0014517	g40117	jg17637
OG0014518	g40114	jg17645
OG0014519	g40112	jg17646
OG0014520	g40094	jg17681
OG0014521	g37812, g53449	jg17721
OG0014522	g40077	jg17731
OG0014523	g40071	jg17758
OG0014524	g40068	jg17761
OG0014525	g37821	jg17768
OG0014526	g40062	jg17773
OG0014527	g40056	jg17785
OG0014528	g40045	jg17793
OG0014529	g40039	jg17797
OG0014530	g51085	jg17814
OG0014531	g37843	jg17829
OG0014532	g39977	jg17833
OG0014533	g39984	jg17841
OG0014534	g39985	jg17842
OG0014535	g40002	jg17860
OG0014536	g51121	jg17900
OG0014537	g51122	jg17903
OG0014538	g39972	jg17968
OG0014539	g37878	jg17984
OG0014540	g51177	jg17986
OG0014541	g51181	jg18031
OG0014542	g39951	jg18042
OG0014543	g39946	jg18050
OG0014544	g39936	jg18059
OG0014545	g37896	jg18068
OG0014546	g51198	jg18073
OG0014547	g51228	jg18139
OG0014548	g39859	jg6048
OG0014550	g51240	jg18192
OG0014551	g51241	jg18193
OG0014552	g39848	jg18194
OG0014553	g51252	jg18205
OG0014554	g39840	jg18212
OG0014555	g47493	jg10060
OG0014556	g51271	jg18252
OG0014558	g39819	jg18269
OG0014559	g51288	jg18276
OG0014560	g51290	jg18282
OG0014561	g39810	jg18335
OG0014562	g39799	jg18318
OG0014563	g39791	jg18300
OG0014564	g39787	jg18295
OG0014565	g39770	jg18354
OG0014566	g37941	jg18357
OG0014567	g39765	jg18375
OG0014568	g51322	jg18376
OG0014569	g51353	jg18439
OG0014570	g39728	jg20867
OG0014571	g11100	jg20844
OG0014572	g39710	jg20831
OG0014573	g39708	jg20826
OG0014574	g39707	jg20824
OG0014575	g11090	jg20820
OG0014576	g11088	jg20807
OG0014577	g39694	jg20800
OG0014578	g39680	jg20778
OG0014579	g39679	jg20777
OG0014580	g11065	jg20775
OG0014581	g11061	jg20769
OG0014582	g23780	jg9942
OG0014583	g23766	jg9934
OG0014584	g47544	jg9930
OG0014585	g23763	jg9923
OG0014587	g47551	jg9912
OG0014588	g23758	jg9910
OG0014589	g54011	jg32811
OG0014590	g36259	jg32799
OG0014591	g36248	jg32790
OG0014592	g28121	jg32766, jg32268
OG0014593	g53986	jg32755
OG0014594	g50419	jg31286
OG0014595	g36175	jg32660
OG0014596	g44391	jg3325
OG0014597	g28140	jg32669, jg32680
OG0014598	g28139	jg32694
OG0014599	g28136	jg32713
OG0014600	g53964	jg32715
OG0014601	g50436	jg31298
OG0014602	g32295	jg31299
OG0014603	g27642	jg31306
OG0014604	g32306	jg31313
OG0014605	g27649	jg31332
OG0014606	g27650	jg31343
OG0014607	g27655	jg31359
OG0014609	g50472	jg31370
OG0014610	g32374	jg31414
OG0014611	g50502	jg31445
OG0014612	g50508	jg31466
OG0014613	g50513	jg31483
OG0014614	g32409	jg31500
OG0014615	g50517	jg31522
OG0014616	g32418	jg31531
OG0014617	g32428	jg31542
OG0014618	g32436	jg31549
OG0014619	g27694	jg31551
OG0014620	g50542	jg31605
OG0014621	g32472	jg31609
OG0014622	g32473	jg31611
OG0014623	g23832	jg10024
OG0014624	g50547	jg31619
OG0014625	g50551	jg31622
OG0014626	g32479	jg31626
OG0014627	g27718	jg31655
OG0014628	g50566	jg31658
OG0014629	g32506	jg31663
OG0014630	g50573	jg31692
OG0014631	g50578	jg31722
OG0014632	g50579	jg31728
OG0014633	g50589	jg31746
OG0014634	g32525	jg31755
OG0014635	g27746	jg31771
OG0014636	g27743	jg31774
OG0014637	g27737	jg31777
OG0014638	g50610	jg31808
OG0014639	g32535	jg31809
OG0014640	g32539	jg31810
OG0014641	g27724	jg31823
OG0014642	g50626	jg31852
OG0014643	g50628	jg31853
OG0014644	g32595	jg31863
OG0014645	g32600	jg31872
OG0014646	g50633	jg31881
OG0014647	g27780	jg31904
OG0014648	g10704	jg13069
OG0014649	g10697	jg13076
OG0014650	g10680	jg13102
OG0014651	g1531	jg13119
OG0014652	g1544	jg13143
OG0014654	g10663	jg13146
OG0014655	g1551	jg13165
OG0014656	g1557	jg13168
OG0014657	g50	jg23706
OG0014658	g9653	jg23702
OG0014659	g62	jg23679
OG0014660	g77	jg23655
OG0014661	g78	jg23652
OG0014662	g9670	jg23651
OG0014663	g82	jg23648
OG0014664	g83	jg23647
OG0014665	g97	jg23635
OG0014666	g100	jg23632
OG0014667	g102	jg23630
OG0014668	g112	jg23618
OG0014669	g9688	jg23612
OG0014670	g118	jg23611
OG0014671	g9691	jg23607
OG0014674	g9707	jg23565
OG0014675	g166	jg23529
OG0014676	g9723	jg23525
OG0014677	g45210	jg23506
OG0014678	g9734	jg23495
OG0014679	g9742	jg23490
OG0014680	g207	jg23480
OG0014681	g213	jg23470
OG0014682	g217	jg23464
OG0014683	g9762	jg23449
OG0014684	g233	jg23445
OG0014685	g9764	jg23443
OG0014686	g9765	jg23439
OG0014687	g2754	jg23419
OG0014688	g245	jg23412
OG0014689	g9783	jg23406
OG0014690	g9792	jg23390
OG0014691	g261	jg23385
OG0014692	g263	jg23377
OG0014693	g282	jg23336
OG0014694	g299	jg23315
OG0014695	g300	jg23314
OG0014696	g9816	jg23311
OG0014697	g303	jg23309, jg27631
OG0014698	g304	jg23308
OG0014699	g315	jg19517
OG0014700	g309	jg23300
OG0014701	g9826	jg23281
OG0014702	g320	jg23279
OG0014703	g9828	jg23274
OG0014704	g18623	jg23263
OG0014705	g324	jg23262
OG0014707	g348	jg23209
OG0014708	g18605	jg23185
OG0014709	g359	jg23184
OG0014710	g9871	jg23163
OG0014711	g380	jg23159
OG0014712	g9873	jg23157
OG0014713	g384	jg23149
OG0014714	g388	jg23138
OG0014715	g390	jg23136
OG0014717	g9888	jg23115
OG0014718	g413	jg23106
OG0014720	g9901	jg23083
OG0014721	g9908	jg23072
OG0014722	g435	jg23056
OG0014723	g9937	jg13383
OG0014724	g9938	jg23038
OG0014725	g9939	jg23036
OG0014726	g448	jg23027
OG0014728	g491	jg6197
OG0014729	g9970	jg6200
OG0014730	g9988	jg6220
OG0014731	g501	jg6223
OG0014732	g9992	jg6237
OG0014733	g28142	jg32658
OG0014734	g9995	jg6262
OG0014735	g2915	jg14366
OG0014736	g18571	jg6281
OG0014737	g533	jg6282
OG0014738	g10001	jg6283
OG0014739	g10005	jg6289, jg6287
OG0014740	g539	jg6292
OG0014741	g541	jg6296
OG0014742	g546	jg6313
OG0014743	g547	jg6314
OG0014745	g548	jg6316
OG0014746	g550	jg6326
OG0014747	g18565	jg6342
OG0014748	g564	jg6352
OG0014749	g29124	jg6356
OG0014750	g567	jg6359
OG0014751	g576	jg6366
OG0014752	g589	jg6409
OG0014753	g14919, g18548	jg6487
OG0014754	g18544	jg6494
OG0014755	g625	jg6496
OG0014756	g10095	jg6498
OG0014758	g29111	jg5797
OG0014759	g28979	jg5828
OG0014760	g28968	jg5846
OG0014761	g693	jg5867
OG0014763	g708	jg5888
OG0014764	g718	jg5904
OG0014765	g719	jg5906
OG0014767	g722	jg5923
OG0014768	g723	jg5924
OG0014769	g41395	jg5929
OG0014770	g28911	jg5956
OG0014771	g747	jg5971
OG0014772	g41370	jg5986
OG0014773	g771	jg6007
OG0014774	g41361	jg6014
OG0014775	g777	jg6015
OG0014776	g50271	jg30853
OG0014777	g788	jg6038
OG0014778	g794	jg6051
OG0014779	g795	jg6052
OG0014780	g41359	jg6057
OG0014781	g809	jg6096
OG0014782	g28857	jg6117
OG0014783	g11705	jg26788
OG0014784	g28855	jg6120
OG0014785	g28854	jg6122
OG0014787	g41294	jg22081
OG0014788	g41332	jg23014
OG0014789	g28829, g842	jg23000
OG0014790	g41330	jg22998
OG0014791	g28826	jg22995
OG0014792	g28824	jg22993
OG0014793	g28801	jg22957
OG0014794	g48616, g21382	jg145
OG0014795	g28766	jg22920
OG0014796	g1631	jg22913
OG0014797	g28739	jg22878
OG0014798	g46740	jg12385
OG0014799	g28731	jg22873
OG0014800	g1266	jg22869
OG0014801	g28700, g1257	jg22855
OG0014802	g39242	jg22853
OG0014803	g1244	jg22835
OG0014804	g1243	jg22833
OG0014805	g1212	jg22784
OG0014806	g1204	jg22774
OG0014807	g1197	jg22767
OG0014808	g1196	jg22766
OG0014809	g1185	jg22757
OG0014811	g28693	jg22730
OG0014812	g1156	jg22728
OG0014813	g1154	jg22720
OG0014814	g28687	jg22718
OG0014815	g39235	jg22663
OG0014816	g28686	jg22716
OG0014817	g28684	jg22712
OG0014818	g39286	jg22698
OG0014819	g28669	jg22695
OG0014820	g1133	jg22678
OG0014821	g1131	jg22676
OG0014822	g39295	jg22673
OG0014823	g1120	jg22670
OG0014824	g39299	jg22668
OG0014825	g39306	jg22643
OG0014826	g1108	jg22641
OG0014827	g50606	jg12974
OG0014828	g13974	jg27981
OG0014829	g6164	jg27557
OG0014830	g39326	jg22598
OG0014831	g28600	jg22599
OG0014832	g28620	jg22612
OG0014833	g1082	jg22556
OG0014834	g1081	jg22555
OG0014835	g28562	jg22541
OG0014836	g28550	jg22470
OG0014838	g1044	jg22456
OG0014839	g39363	jg22410
OG0014840	g1039	jg22435
OG0014841	g28534	jg22433
OG0014842	g28531	jg22430
OG0014844	g1034	jg22422
OG0014845	g1031	jg22411
OG0014846	g28517	jg22394
OG0014847	g1018	jg22386
OG0014848	g39374	jg22378
OG0014849	g977	jg22309
OG0014850	g2621	jg14814
OG0014851	g11380	jg14781, jg21514
OG0014852	g2628	jg14772
OG0014853	g11386	jg14754
OG0014854	g2674	jg14726
OG0014855	g2675	jg14725
OG0014856	g19437	jg14705
OG0014857	g45234	jg1584
OG0014859	g29626	jg4590
OG0014860	g5546	jg4581
OG0014861	g37312	jg19135
OG0014862	g45473	jg4544
OG0014863	g29648	jg4530
OG0014864	g45463	jg4513
OG0014865	g29652	jg4507
OG0014866	g29657	jg4500
OG0014867	g29660	jg4495
OG0014868	g29673	jg4457, jg4433, jg4458
OG0014869	g45452	jg4409
OG0014870	g18065	jg1744
OG0014871	g45443	jg4370
OG0014872	g28318	jg4368
OG0014873	g17223	jg10065
OG0014875	g45442	jg4351
OG0014876	g29703	jg4350
OG0014877	g45440	jg4348
OG0014879	g5626	jg4337
OG0014880	g45432	jg4335
OG0014881	g29711	jg4333
OG0014882	g5628	jg4328
OG0014883	g5629	jg4326
OG0014885	g45418	jg4278
OG0014886	g29736	jg4277
OG0014887	g29742	jg4271
OG0014888	g29748	jg4263
OG0014890	g5661	jg4238
OG0014891	g25857, g29774	jg4223
OG0014892	g29786	jg4207
OG0014894	g45405	jg4203
OG0014895	g5689	jg4191
OG0014896	g5692	jg4187
OG0014897	g5695	jg4179
OG0014898	g29798	jg4178
OG0014899	g45393	jg4170
OG0014900	g5702	jg4161
OG0014902	g5709	jg4143
OG0014903	g5710	jg4137
OG0014904	g29813	jg4131
OG0014905	g46862	jg11970
OG0014906	g45367	jg4114
OG0014907	g45366, g29832	jg4110
OG0014908	g45365	jg4109
OG0014909	g29834	jg4106
OG0014910	g5730	jg4083
OG0014911	g5740	jg4066
OG0014912	g5745	jg4059
OG0014913	g5755	jg4044
OG0014914	g45342	jg4016
OG0014915	g5775	jg4015
OG0014916	g5778	jg4011
OG0014918	g5791	jg3974
OG0014919	g29860	jg3960
OG0014920	g45312	jg3949
OG0014921	g5796	jg3948
OG0014922	g45308	jg3936
OG0014923	g45306	jg3934
OG0014924	g45301	jg3930
OG0014925	g5805	jg3925
OG0014926	g5809	jg3921
OG0014927	g45299	jg3911
OG0014930	g5826	jg3889
OG0014931	g5829	jg3886
OG0014932	g5831	jg3884
OG0014933	g5832	jg3871
OG0014934	g45286	jg3865
OG0014935	g18090	jg3864
OG0014936	g5839, g5841, g5837, g5835	jg3857
OG0014937	g5843	jg3855
OG0014938	g5848	jg3849
OG0014939	g5868	jg3819
OG0014940	g5872	jg3817
OG0014941	g45284	jg3816
OG0014942	g45283	jg3811
OG0014943	g5871	jg24770
OG0014944	g17247	jg3808
OG0014945	g16817	jg12701
OG0014946	g16799	jg12745
OG0014947	g46649	jg12758
OG0014948	g46636	jg12785
OG0014950	g46606	jg3775
OG0014951	g46608	jg3780
OG0014952	g45244	jg3789
OG0014953	g44267	jg3790
OG0014954	g14654, g17996	jg3791
OG0014955	g44265	jg3795
OG0014956	g46601	jg3767
OG0014957	g44272	jg3760
OG0014958	g46594	jg3752
OG0014959	g46591	jg3742
OG0014960	g46587	jg3736
OG0014961	g46583	jg3729
OG0014963	g44300	jg3674
OG0014964	g46542	jg3668
OG0014965	g10142	jg6646
OG0014966	g44316	jg3644
OG0014967	g44321	jg3635
OG0014968	g44323	jg3633
OG0014969	g50399	jg31232
OG0014970	g46504	jg3602
OG0014971	g46503	jg3601
OG0014972	g44338	jg3595
OG0014973	g38300	jg17249
OG0014974	g44347	jg3585
OG0014975	g46491	jg3580
OG0014976	g46488	jg3576
OG0014978	g46477	jg3561
OG0014979	g44352	jg3557
OG0014980	g46465	jg3540
OG0014981	g46404	jg3474
OG0014982	g46402	jg3472
OG0014983	g46396	jg3463
OG0014984	g17960	jg3444
OG0014985	g13614	jg3437
OG0014986	g46379	jg3435
OG0014987	g46372	jg3426
OG0014988	g46364	jg3418
OG0014989	g44362	jg3413
OG0014990	g25140	jg11972
OG0014991	g46338	jg3394
OG0014993	g44366	jg3384
OG0014994	g46304	jg3334
OG0014995	g46302	jg3328
OG0014996	g46301	jg3324
OG0014997	g44394	jg3318
OG0014998	g44396	jg3314
OG0014999	g46277	jg3310
OG0015000	g46275	jg3308
OG0015001	g46269	jg3301
OG0015002	g46268	jg3300
OG0015003	g44401	jg3294
OG0015005	g46260	jg3284
OG0015006	g46252, g44410	jg3274
OG0015007	g44412	jg3267
OG0015008	g46249	jg3266
OG0015009	g46246	jg3258
OG0015010	g44420	jg3243
OG0015011	g46231	jg3234
OG0015013	g46221	jg3223
OG0015014	g46216	jg3213
OG0015015	g46213	jg3210
OG0015016	g46204	jg3203
OG0015017	g44456	jg3201
OG0015018	g44464	jg3197
OG0015019	g46196	jg3193
OG0015020	g44471	jg3179
OG0015021	g46187	jg3171
OG0015022	g46184	jg3167
OG0015023	g44481	jg3161
OG0015025	g6081	jg27887
OG0015026	g13746	jg27899
OG0015027	g13997	jg27918
OG0015028	g13989	jg27929
OG0015029	g2603	jg14841
OG0015030	g43873	jg15774
OG0015031	g19392	jg14827, jg14828
OG0015032	g19391	jg14829
OG0015033	g2772	jg14537
OG0015034	g19515	jg14532
OG0015035	g2780	jg14531
OG0015036	g2770	jg14538
OG0015037	g2732	jg14565
OG0015038	g39449	jg33818
OG0015039	g54371	jg33783
OG0015040	g54368	jg33772
OG0015041	g54367	jg33769
OG0015042	g54364	jg33762
OG0015043	g54307	jg33754
OG0015044	g54316	jg33721
OG0015046	g54324	jg33691
OG0015047	g36699	jg33677
OG0015048	g36695	jg33672
OG0015049	g54338	jg33668
OG0015050	g27990	jg33657
OG0015051	g54303	jg33597
OG0015052	g28001	jg33594
OG0015053	g36637	jg33574
OG0015054	g54286, g35646	jg33541
OG0015055	g36617	jg33531
OG0015056	g36606	jg33519
OG0015057	g36604	jg33515
OG0015058	g36603	jg33513
OG0015059	g51575	jg18760
OG0015060	g38032	jg18763
OG0015061	g38037	jg18767
OG0015062	g51580	jg18772
OG0015063	g38045	jg18802
OG0015064	g51602	jg18815
OG0015065	g51607	jg18824
OG0015066	g2941	jg14350
OG0015067	g2987	jg14302
OG0015068	g2991	jg14297
OG0015069	g41253	jg22025
OG0015070	g28406	jg22038
OG0015071	g18957	jg15854
OG0015072	g1475	jg16799
OG0015073	g24287	jg310
OG0015074	g25946	jg7026
OG0015075	g25976	jg6970
OG0015076	g1449	jg21649
OG0015077	g1505	jg21608
OG0015078	g46927	jg11873
OG0015079	g46901, g25283	jg11922
OG0015080	g46883	jg11929
OG0015081	g25187	jg11961
OG0015082	g4767	jg11707
OG0015083	g25004	jg11662
OG0015084	g24838	jg11626
OG0015085	g25943	jg7034
OG0015086	g24722	jg11560
OG0015087	g46986	jg11546
OG0015088	g24651	jg11463
OG0015089	g47007	jg11447
OG0015090	g24609	jg11444
OG0015091	g17808	jg11403
OG0015092	g24576	jg11397
OG0015093	g24537	jg11347
OG0015094	g24528	jg11322
OG0015095	g47049	jg11321
OG0015096	g47063	jg11319
OG0015097	g47087	jg11236
OG0015098	g17689	jg11224
OG0015099	g17685	jg11216
OG0015100	g17684	jg11214
OG0015101	g24461	jg11172
OG0015102	g24455	jg11169
OG0015103	g24451	jg26350
OG0015104	g24446	jg11158
OG0015105	g10739	jg13011
OG0015106	g6201	jg27447
OG0015107	g24423	jg11118
OG0015108	g17621	jg11109
OG0015110	g24417	jg11105
OG0015111	g24415	jg11103
OG0015112	g46016	jg2911
OG0015113	g46017	jg2912
OG0015114	g44585	jg2938
OG0015115	g44584	jg2939
OG0015116	g46029	jg2948
OG0015117	g46030	jg2949
OG0015118	g46033	jg2953
OG0015119	g46034	jg2954
OG0015121	g46060	jg2972
OG0015122	g1644	jg21434
OG0015123	g46061	jg2975
OG0015124	g46078	jg3003
OG0015125	g46082	jg3007
OG0015126	g44559	jg3014
OG0015127	g23606	jg9663
OG0015128	g46090	jg3017
OG0015129	g46100	jg3027
OG0015130	g46108	jg3040
OG0015131	g46110	jg3043
OG0015132	g46115	jg3049
OG0015133	g51051	jg17143
OG0015134	g38356	jg17011
OG0015135	g44539	jg3079
OG0015136	g46135	jg3085
OG0015138	g44530	jg3093
OG0015139	g46149	jg3110
OG0015140	g10746	jg12990
OG0015143	g44512	jg3120
OG0015144	g44507	jg3126
OG0015145	g44505, g46161	jg3127
OG0015146	g46168	jg3129
OG0015147	g13636	jg2435
OG0015148	g44824	jg2436
OG0015149	g44814	jg2444
OG0015150	g13635	jg2445
OG0015151	g45757	jg2453
OG0015152	g44797	jg2460
OG0015153	g44788	jg2469
OG0015155	g45767	jg2477
OG0015156	g44778	jg2489
OG0015157	g45779	jg2496
OG0015158	g44775	jg2499
OG0015159	g17042	jg9588
OG0015160	g23540	jg9571
OG0015161	g23539	jg9570
OG0015162	g23536	jg9567
OG0015163	g47678	jg9563
OG0015164	g17025	jg9557
OG0015165	g23515	jg9536
OG0015166	g23514	jg9535
OG0015167	g17015	jg9525
OG0015168	g47691	jg9522
OG0015169	g23498	jg9519
OG0015170	g23487	jg9513
OG0015172	g40786	jg502
OG0015173	g40797	jg483
OG0015174	g44263	jg469
OG0015175	g16874	jg12569
OG0015176	g16862	jg12606
OG0015177	g46679	jg12637
OG0015178	g16846	jg12640
OG0015179	g16845	jg12642
OG0015180	g11523	jg13990
OG0015181	g11508	jg14017
OG0015182	g10324	jg13860
OG0015183	g4305	jg13617
OG0015184	g10403	jg13653
OG0015185	g10450	jg13558
OG0015187	g10474	jg13514
OG0015188	g16566	jg13490
OG0015189	g1619	jg13477
OG0015190	g10493	jg13470
OG0015192	g10514	jg13420
OG0015193	g10518	jg13415
OG0015194	g10519	jg13414
OG0015195	g10520	jg13413
OG0015196	g10523	jg13409
OG0015197	g1604	jg13399
OG0015198	g10539	jg13385
OG0015199	g10550	jg13368
OG0015200	g1597	jg13364
OG0015201	g1596	jg13363
OG0015202	g16613	jg13346
OG0015203	g16639	jg13339
OG0015204	g10584	jg13297
OG0015205	g10589	jg13291
OG0015206	g1583	jg13282
OG0015207	g10590	jg13281
OG0015208	g31773	jg30363
OG0015209	g10612	jg13241
OG0015210	g10613	jg13236
OG0015211	g10622	jg13230
OG0015212	g44709	jg2595
OG0015213	g44717	jg2585
OG0015214	g44757	jg2535
OG0015216	g43213	jg2531
OG0015217	g24492	jg11242
OG0015218	g45793	jg2520
OG0015219	g10961	jg20483
OG0015220	g43974	jg20484
OG0015221	g40578, g10968	jg20500
OG0015222	g40575	jg20507
OG0015223	g10976	jg20524
OG0015224	g40553	jg20562
OG0015225	g40552	jg20563
OG0015226	g40551	jg20564
OG0015227	g6109	jg27847
OG0015228	g40538	jg20597
OG0015229	g54151	jg33106
OG0015230	g36411	jg33109
OG0015231	g28066	jg33114
OG0015232	g54154	jg33122
OG0015233	g36416	jg33123
OG0015234	g28063	jg33125
OG0015235	g36417	jg33129
OG0015236	g36420	jg33132, jg33128
OG0015237	g54162	jg33148
OG0015238	g36432	jg33164
OG0015239	g36445	jg33181
OG0015240	g36446	jg33182
