Orthogroup	Cochlearia_excelsa	Arabidopsis_thaliana
OG0015972	g7464	AT3G09850.1
OG0015973	g7463	AT3G09860.1
OG0015974	g7459	AT3G09910.1
OG0015975	g7447	AT3G10060.1
OG0015976	g7446	AT3G10070.1
OG0015977	g41531	AT1G68510.1
OG0015978	g7443	AT3G10220.1
OG0015979	g13082	AT3G10320.1
OG0015980	g7435	AT3G10360.1
OG0015981	g13086	AT3G10400.1
OG0015982	g13087	AT3G10405.1
OG0015984	g7419	AT3G10670.1
OG0015985	g7417	AT3G10690.1
OG0015986	g7416	AT3G10700.1
OG0015987	g7408	AT3G10840.1
OG0015988	g13111	AT3G10940.1
OG0015990	g12334	AT3G11150.1
OG0015991	g12328	AT3G11260.1
OG0015992	g7386	AT3G11340.1
OG0015993	g7385	AT3G11397.1
OG0015994	g6405	AT3G25250.1
OG0015995	g7371	AT3G11590.1
OG0015996	g7338	AT3G12020.2
OG0015997	g7336	AT3G12040.1
OG0015998	g12295	AT3G12100.1
OG0015999	g12287	AT3G12300.1
OG0016000	g7314	AT3G12345.1
OG0016001	g7305	AT3G12530.1
OG0016002	g12276	AT3G12590.1
OG0016003	g7286	AT3G12750.1
OG0016004	g7276	AT3G12880.1
OG0016005	g10778	AT2G01590.1
OG0016006	g7258, g13153	AT3G13110.1
OG0016007	g7231	AT3G13550.1
OG0016008	g7222	AT3G13677.1
OG0016009	g12216	AT3G13780.1
OG0016011	g12215	AT3G13845.1
OG0016012	g13202	AT3G13860.1
OG0016013	g13206	AT3G14010.5
OG0016014	g12198	AT3G14170.2
OG0016015	g7164	AT3G14370.1
OG0016016	g12177	AT3G14450.1
OG0016017	g13223	AT3G14760.1
OG0016018	g7139	AT3G14860.2
OG0016019	g7137	AT3G14880.1
OG0016020	g7136	AT3G14900.1
OG0016021	g12152	AT3G15080.1
OG0016022	g7106	AT3G15250.1
OG0016023	g7102	AT3G15290.1
OG0016024	g7082	AT3G15410.2
OG0016025	g13239	AT3G15580.1
OG0016026	g7062	AT4G26310.2
OG0016027	g7050	AT3G15900.1
OG0016028	g7049	AT3G15940.1
OG0016029	g7037	AT3G16190.1
OG0016030	g12093	AT3G16260.1
OG0016031	g12092	AT3G16270.1
OG0016032	g7024	AT3G16280.2
OG0016033	g7019	AT3G16310.1
OG0016034	g13263	AT3G16560.1
OG0016035	g12081	AT3G16565.3
OG0016036	g6998	AT3G16700.1
OG0016037	g13272	AT3G16910.1
OG0016038	g6982	AT3G17000.1
OG0016039	g12060	AT3G17030.1
OG0016041	g13280	AT3G17250.1
OG0016042	g13286	AT3G17450.1
OG0016043	g12044	AT3G17470.2
OG0016044	g12035	AT3G17680.2
OG0016045	g6917	AT3G17830.1
OG0016047	g12028	AT3G17930.1
OG0016048	g12023	AT3G18020.1
OG0016049	g12021	AT3G18040.3
OG0016050	g6907	AT3G18060.1
OG0016051	g6902	AT3G18110.1
OG0016052	g37051	AT5G42910.1
OG0016053	g6890	AT3G18220.1
OG0016054	g6881	AT3G18370.1
OG0016055	g6869	AT3G18524.1
OG0016056	g13314	AT2G10553.1, AT3G18640.1
OG0016057	g11996	AT3G18670.2
OG0016059	g6856	AT3G18800.1
OG0016060	g11983	AT3G18870.1
OG0016061	g6848	AT3G18900.4
OG0016062	g6833	AT3G19080.3
OG0016063	g6830	AT3G19120.1
OG0016064	g6823	AT3G19180.1
OG0016065	g11970	AT3G19200.1
OG0016066	g6819	AT3G19220.1
OG0016067	g6820	AT3G19210.1
OG0016069	g11958	AT3G19440.1
OG0016070	g11957	AT3G19450.1
OG0016071	g6786	AT3G19610.1
OG0016072	g6784	AT3G19630.1
OG0016073	g6778	AT3G19700.1
OG0016074	g11952	AT3G19780.1
OG0016075	g11951	AT3G19800.1
OG0016076	g11945	AT3G19900.1
OG0016077	g6756	AT3G20015.1
OG0016078	g11932, g11926	AT3G20180.2
OG0016079	g6749	AT3G20250.2
OG0016080	g6747	AT3G20280.1
OG0016081	g6718	AT3G20475.1
OG0016082	g11912	AT3G20500.1
OG0016083	g13369	AT3G20680.1
OG0016084	g6710	AT3G20720.2
OG0016085	g11897	AT3G20780.1
OG0016086	g11893	AT3G20830.1
OG0016087	g6699	AT3G20870.1
OG0016088	g892	AT5G52830.1
OG0016089	g891	AT5G52820.1
OG0016090	g28389	AT5G52800.3
OG0016091	g885	AT5G52580.2
OG0016092	g14690	AT2G13560.1
OG0016093	g16883	AT5G39790.3
OG0016094	g16884	AT5G39785.4
OG0016095	g16901	AT5G39250.1
OG0016096	g18084	AT5G38900.2
OG0016097	g18087	AT5G38710.1
OG0016098	g46738	AT5G38560.1
OG0016100	g46762	AT5G38060.1
OG0016101	g18115	AT5G37860.1
OG0016102	g46772	AT5G37830.1
OG0016103	g46802	AT5G37530.1
OG0016104	g46840	AT5G36880.2
OG0016105	g10291	AT5G48120.1
OG0016106	g10294	AT5G48040.1
OG0016107	g10298	AT5G47970.1
OG0016108	g10299	AT5G47940.1
OG0016109	g6506	AT3G23760.1
OG0016111	g6542	AT3G23240.1
OG0016112	g6548	AT3G23160.1
OG0016113	g13837	AT2G20870.1
OG0016114	g6565	AT3G22850.1
OG0016115	g11807	AT3G22590.1
OG0016116	g6583	AT3G22440.1
OG0016117	g6637	AT3G21630.1
OG0016118	g13395	AT3G21580.1
OG0016119	g6662	AT3G21570.1
OG0016120	g13392	AT3G21530.1
OG0016121	g6674	AT3G21360.1
OG0016122	g13388	AT3G21350.2
OG0016123	g13384	AT3G21295.1
OG0016124	g6704	AT3G20840.1
OG0016125	g23415	AT4G30310.2
OG0016126	g23447	AT4G29950.1
OG0016127	g11126	AT5G43230.1
OG0016128	g44978	AT1G66480.1
OG0016130	g45001	AT1G66345.1
OG0016131	g45016	AT1G66190.1
OG0016132	g45019	AT1G66160.1
OG0016133	g45021	AT1G66140.1
OG0016134	g45046	AT1G65730.1
OG0016135	g42007	AT1G65840.1
OG0016136	g41914	AT1G65900.1
OG0016137	g45044	AT1G65910.1
OG0016138	g51957	AT1G65580.1
OG0016139	g53640	AT1G65070.2
OG0016141	g45138	AT5G63930.1
OG0016142	g45130	AT1G64860.1
OG0016143	g45102	AT2G44870.1
OG0016144	g41232	AT2G23840.1
OG0016145	g43822	AT1G54450.1
OG0016146	g4902	AT5G18840.1
OG0016147	g4903	AT5G18820.1
OG0016148	g4904	AT5G18760.1
OG0016149	g29072, g41456	AT5G18750.1
OG0016150	g4907	AT5G18690.1
OG0016151	g29067	AT5G18660.1
OG0016152	g41466	AT5G18525.1
OG0016153	g4922	AT5G18390.1
OG0016154	g29037	AT5G18260.1
OG0016155	g4933	AT5G18220.1
OG0016156	g41479	AT5G18210.2
OG0016157	g4727	AT5G28500.1
OG0016158	g4673	AT5G49570.1
OG0016159	g4662, g10189	AT5G49480.1
OG0016160	g4764	AT5G49580.1
OG0016161	g4535	AT5G49110.2
OG0016162	g5944	AT2G19870.1
OG0016163	g2413	AT3G52340.6
OG0016164	g11333	AT3G52310.1
OG0016165	g2415	AT3G52280.2
OG0016166	g19276	AT3G52200.2
OG0016167	g2423	AT3G52160.1
OG0016168	g2436	AT3G52050.3
OG0016169	g11340	AT3G51920.1
OG0016170	g16768	AT5G41920.1
OG0016171	g2444	AT3G51890.1
OG0016172	g19292	AT3G51790.1
OG0016173	g19293	AT3G51780.1
OG0016174	g11342	AT3G51740.1
OG0016175	g11344	AT3G51630.1
OG0016176	g19297	AT3G51610.1
OG0016177	g19304	AT3G51580.2
OG0016178	g2468	AT3G51540.1
OG0016179	g2474	AT3G51410.1
OG0016180	g19316	AT3G51320.1
OG0016181	g2485	AT3G51310.1
OG0016182	g11345	AT3G51250.1
OG0016183	g27755	AT1G02170.1
OG0016184	g30726	AT1G02120.1
OG0016185	g49286	AT1G02100.1
OG0016186	g26858	AT1G01990.1
OG0016187	g26859	AT1G01970.1
OG0016188	g49296	AT1G01940.1
OG0016189	g26862	AT1G01910.1
OG0016190	g30729	AT1G01900.1
OG0016191	g49298	AT1G01880.1
OG0016192	g49299	AT1G01860.4
OG0016193	g26864	AT1G01770.1
OG0016194	g49304	AT1G01710.1
OG0016195	g26869	AT1G01695.1
OG0016196	g30735	AT1G01660.2
OG0016197	g49316, g30738	AT1G01570.2
OG0016198	g49321	AT1G01470.1
OG0016199	g26874	AT1G01430.1
OG0016200	g49333	AT1G01300.1
OG0016201	g49336	AT1G01280.1
OG0016202	g49343	AT1G01240.1
OG0016203	g26880	AT1G02260.1
OG0016204	g13663	AT2G10970.1
OG0016205	g26887	AT1G02310.2
OG0016206	g49359	AT1G02330.1
OG0016207	g49364	AT1G02390.1
OG0016208	g30774	AT1G02510.1
OG0016209	g49382	AT1G02630.1
OG0016210	g30778	AT1G02640.1
OG0016211	g26896	AT1G02700.1
OG0016212	g26901	AT1G02820.1
OG0016213	g49400	AT1G03090.2
OG0016214	g30812	AT1G03250.2
OG0016215	g49415	AT1G03380.1
OG0016216	g30824	AT1G03390.1
OG0016218	g30832	AT1G03560.1
OG0016219	g26912	AT1G03650.1
OG0016220	g30836	AT1G03687.1
OG0016221	g30838	AT1G03750.1
OG0016222	g49431	AT1G03830.2
OG0016223	g30847	AT1G04030.1
OG0016224	g30861	AT1G04180.1
OG0016225	g26931	AT1G04330.1
OG0016227	g30878	AT1G04570.1
OG0016229	g49470	AT1G04890.1
OG0016230	g30898	AT1G04900.1
OG0016231	g30892	AT1G04960.2
OG0016232	g30891	AT1G04970.1
OG0016233	g49479	AT1G04985.1
OG0016234	g49480	AT1G05060.1
OG0016235	g30908	AT1G05100.1
OG0016236	g49487	AT1G05140.1
OG0016237	g26956	AT1G05310.1
OG0016238	g49491	AT1G05340.1
OG0016239	g26957	AT1G05360.1
OG0016240	g49494	AT1G05380.1
OG0016241	g30931	AT1G05440.1
OG0016242	g30941	AT1G05610.2
OG0016243	g30945	AT1G05670.1
OG0016244	g30955	AT1G05820.1
OG0016245	g30956	AT1G05830.1
OG0016246	g30958	AT1G05840.1
OG0016247	g30961	AT1G05894.1
OG0016248	g41130	AT1G54780.1
OG0016249	g49544	AT1G06400.1
OG0016250	g31000	AT1G06450.1
OG0016251	g26978	AT1G06510.1
OG0016252	g26979	AT1G06520.1
OG0016253	g31009	AT1G06550.1
OG0016254	g49549	AT1G06690.1
OG0016255	g26990	AT1G06710.1
OG0016256	g31019	AT1G06730.1
OG0016257	g31027	AT1G06820.1
OG0016258	g49554	AT1G06840.1
OG0016259	g31033	AT1G06920.1
OG0016260	g49558	AT1G06970.1
OG0016261	g31039	AT1G07000.1
OG0016262	g49560	AT1G07040.1
OG0016263	g31042	AT1G07060.2
OG0016264	g31052	AT1G07250.1
OG0016266	g17217	AT4G24370.1
OG0016267	g31066	AT1G07460.2
OG0016268	g49569	AT1G07530.1
OG0016269	g31071	AT1G07540.1
OG0016271	g31079	AT1G07725.1
OG0016272	g31083	AT1G07850.1
OG0016273	g26952	AT1G05055.1
OG0016274	g27020	AT1G08125.2
OG0016275	g49608	AT1G08170.1
OG0016276	g31111	AT1G08190.1
OG0016277	g49616	AT1G08280.1
OG0016278	g49678	AT1G08470.1
OG0016279	g49673	AT1G08520.1
OG0016280	g49665	AT1G08590.1
OG0016281	g27031	AT1G08610.1
OG0016282	g49664, g27033	AT1G08640.1
OG0016283	g27044	AT1G08670.1
OG0016284	g31134	AT1G08720.1
OG0016285	g49659	AT1G08760.1
OG0016286	g27050	AT1G08770.1
OG0016287	g49641	AT1G09030.1
OG0016288	g27061	AT1G09160.1
OG0016289	g31162	AT1G09170.5
OG0016290	g31169	AT1G09240.1
OG0016291	g31174	AT1G51990.1
OG0016292	g27077	AT1G09440.1
OG0016293	g31181	AT1G09450.1
OG0016294	g31202	AT1G09610.1
OG0016295	g31208	AT1G09680.1
OG0016296	g49704	AT1G09810.1
OG0016297	g31219	AT1G09812.1
OG0016298	g31220	AT1G09815.1
OG0016300	g49709	AT1G09910.1
OG0016301	g27107	AT1G10240.1
OG0016302	g31246	AT1G10320.1
OG0016303	g31258	AT1G10530.1
OG0016304	g49731	AT1G10550.1
OG0016305	g31278	AT1G10800.2
OG0016306	g31282	AT1G10870.2
OG0016307	g49754, g49756	AT1G10880.1
OG0016308	g40207	AT4G08280.2
OG0016309	g27145	AT1G11200.1
OG0016310	g24822	AT4G13040.3
OG0016311	g27157	AT1G11545.1
OG0016312	g31327	AT1G11660.1
OG0016315	g27180	AT1G62390.1
OG0016316	g31352	AT1G12050.1
OG0016317	g31372	AT1G12244.1
OG0016318	g49814	AT1G12250.1
OG0016319	g31379	AT1G12370.2
OG0016320	g31384	AT1G12430.2
OG0016321	g49822	AT1G12480.1
OG0016323	g31392	AT1G12570.1
OG0016324	g31398	AT1G12650.1
OG0016325	g31406	AT1G12800.1
OG0016326	g31419	AT1G12970.1
OG0016327	g49867	AT1G13130.1
OG0016328	g49869	AT1G13170.2
OG0016329	g27213	AT1G13220.3
OG0016331	g31464	AT1G13570.1
OG0016332	g31474	AT1G13635.1
OG0016333	g31475	AT1G13670.1
OG0016334	g49885	AT1G13700.1
OG0016335	g49894	AT1G13820.1
OG0016336	g49898	AT1G13890.1
OG0016337	g27254	AT1G13990.3
OG0016338	g27253	AT1G13980.1
OG0016339	g31502	AT1G14140.1
OG0016340	g49903	AT1G14170.3
OG0016341	g31507	AT1G14190.2, AT1G14185.1
OG0016342	g31514	AT1G14280.1
OG0016343	g31517	AT1G14300.2
OG0016344	g27263	AT1G14310.1
OG0016345	g31521	AT1G14350.1
OG0016346	g27275	AT1G14520.3
OG0016347	g31534	AT1G14560.1
OG0016348	g31579	AT1G15200.3
OG0016349	g31590	AT1G15330.1
OG0016351	g31599	AT1G15410.1
OG0016352	g27305	AT1G15470.1
OG0016353	g49948	AT1G15700.1
OG0016354	g49950	AT1G15740.1
OG0016355	g25217	AT1G77550.1
OG0016356	g27332	AT1G16030.1
OG0016357	g31634	AT1G16070.1
OG0016358	g49968	AT1G16350.1
OG0016359	g31651	AT1G16445.1
OG0016360	g54067	AT1G16480.1
OG0016361	g49976	AT1G16590.1
OG0016362	g49978	AT1G16630.1
OG0016363	g31657	AT1G16650.3
OG0016364	g31658	AT1G16680.1
OG0016365	g31679	AT1G16960.1
OG0016366	g31684	AT1G17080.1
OG0016369	g27368	AT1G17210.1
OG0016371	g27369	AT1G17260.1
OG0016372	g31695	AT1G17330.1
OG0016373	g4728	AT5G28530.1
OG0016374	g27372	AT1G17440.1
OG0016375	g31710	AT1G17460.2
OG0016376	g31711	AT1G17480.1
OG0016377	g50003	AT1G17490.1
OG0016378	g31715, g50007	AT1G17540.1
OG0016379	g31718, g50009	AT1G17580.1
OG0016380	g31726	AT1G17745.2
OG0016381	g31727	AT1G17750.1
OG0016382	g31728	AT1G17760.1
OG0016383	g38267	AT2G26530.1
OG0016384	g31745	AT1G18030.1
OG0016385	g31747	AT1G18060.1
OG0016386	g31750	AT1G18090.1
OG0016387	g50030	AT1G18140.1
OG0016388	g50032	AT1G18160.1
OG0016389	g31753	AT1G18180.1
OG0016390	g31762	AT1G18265.1
OG0016391	g41146	AT4G06534.1, AT4G06536.1
OG0016392	g868	AT5G52160.1
OG0016393	g31799	AT1G18680.1
OG0016395	g50056	AT1G18810.1
OG0016396	g31815	AT1G18960.1
OG0016397	g27428	AT1G19090.1
OG0016398	g31819	AT1G19120.1
OG0016399	g31825	AT1G19200.2
OG0016400	g50072	AT1G19290.1
OG0016401	g31836	AT1G19310.1
OG0016402	g50083	AT1G19340.1
OG0016403	g31844	AT1G19370.1
OG0016404	g31855	AT1G19490.1
OG0016405	g31867	AT1G19650.1
OG0016406	g50098	AT1G19830.1
OG0016407	g6382	AT2G04039.3
OG0016408	g31894	AT1G20050.1
OG0016409	g31896	AT1G20060.1
OG0016410	g50120	AT1G20120.1
OG0016412	g31940	AT1G20560.1
OG0016413	g31951	AT1G20870.1
OG0016414	g31963	AT1G21060.1
OG0016415	g50181	AT1G21326.1
OG0016416	g38424	AT2G23670.1
OG0016417	g50200	AT1G21550.1
OG0016418	g27490	AT1G21560.2
OG0016419	g50203, g31998	AT1G21600.1
OG0016420	g50205	AT1G21640.2
OG0016421	g50206	AT1G21650.3
OG0016422	g32000	AT1G21651.1
OG0016423	g27494	AT1G21730.1
OG0016424	g32008	AT1G21740.1
OG0016425	g32010	AT1G21760.1
OG0016426	g27496	AT1G21780.1
OG0016428	g50230	AT1G22180.2
OG0016429	g50233	AT1G22190.1
OG0016430	g50245	AT1G22460.1
OG0016431	g32038	AT1G22480.1
OG0016432	g50247	AT1G22530.1
OG0016433	g50248	AT1G22540.1
OG0016434	g32044	AT1G22610.1
OG0016435	g50250	AT1G22690.1
OG0016436	g27533	AT1G22770.1
OG0016437	g50253, g27534	AT1G22790.1
OG0016438	g50254	AT1G22800.1
OG0016439	g27542	AT1G23000.2
OG0016441	g45992	AT1G71850.1
OG0016442	g45946	AT1G71810.1
OG0016443	g45942	AT1G71750.2
OG0016444	g45940	AT1G71730.1
OG0016446	g44650	AT1G71500.1
OG0016447	g44651	AT1G71490.1
OG0016448	g45928	AT1G71460.1
OG0016449	g45926	AT1G71440.1
OG0016450	g45914	AT1G71260.1
OG0016451	g45913	AT1G71240.1
OG0016452	g44661	AT1G71210.1
OG0016453	g53933	AT1G44960.1
OG0016454	g45906	AT1G71120.1
OG0016455	g45904	AT1G71100.1
OG0016456	g45903	AT1G71090.1
OG0016457	g45072	AT1G65510.2
OG0016458	g45883	AT1G70900.1
OG0016459	g45872	AT1G70650.2
OG0016460	g45869	AT1G70590.1
OG0016461	g45862	AT1G70540.1
OG0016462	g45848	AT1G70330.1
OG0016463	g45835	AT1G70200.1
OG0016464	g45830	AT1G70150.1
OG0016466	g45828	AT1G70070.1
OG0016467	g27787	AT1G32790.2
OG0016468	g32637	AT1G32810.2
OG0016469	g50670	AT1G32930.1
OG0016470	g32649	AT1G33050.1
OG0016471	g50681	AT1G33170.1
OG0016472	g27800	AT1G33250.1
OG0016473	g50689	AT1G33265.1
OG0016474	g50692	AT1G33290.1
OG0016476	g1736	AT1G63490.4
OG0016477	g37127	AT1G63420.1
OG0016478	g40843	AT1G63410.2
OG0016479	g28257, g1401	AT5G60160.1
OG0016480	g40860	AT1G63060.1
OG0016481	g40868	AT1G62970.1
OG0016483	g40879	AT1G62810.1
OG0016484	g40882	AT1G62790.1
OG0016485	g40883	AT1G62780.1
OG0016486	g40884	AT1G62770.1
OG0016487	g44237	AT1G62760.1
OG0016488	g40885	AT1G62750.1
OG0016489	g40892	AT1G62520.1
OG0016490	g40902	AT1G62480.1
OG0016491	g40208	AT4G08290.1
OG0016492	g40934	AT1G61930.1
OG0016493	g40937	AT1G61860.1
OG0016494	g40942	AT1G61780.1
OG0016495	g40962	AT1G61600.1
OG0016496	g44173	AT1G61350.1
OG0016497	g40279	AT4G09980.1
OG0016498	g44166	AT1G61255.1
OG0016499	g40972	AT1G61215.1
OG0016500	g40975	AT1G61210.1
OG0016501	g44152	AT1G61100.1
OG0016502	g44143	AT1G60870.1
OG0016503	g41001	AT1G60760.1
OG0016504	g44137	AT1G60600.2
OG0016505	g41016	AT1G60560.1
OG0016506	g41022	AT1G60470.1
OG0016507	g44125	AT1G60430.1
OG0016508	g44122	AT1G60230.1
OG0016509	g36245	AT2G20410.1
OG0016510	g44108	AT1G60070.2
OG0016511	g41430, g41033	AT1G60050.1
OG0016512	g44100	AT1G59900.1
OG0016513	g41040	AT1G59840.1
OG0016514	g44088	AT1G59710.2
OG0016515	g44071	AT1G59600.1
OG0016516	g41053	AT1G59520.4
OG0016517	g47640	AT4G27670.1
OG0016518	g38258	AT1G58470.1
OG0016519	g44044	AT1G58350.1
OG0016520	g44042	AT1G58340.1
OG0016521	g24716	AT1G58200.1
OG0016522	g44028	AT1G58170.1
OG0016523	g1712	AT1G58100.1
OG0016524	g44015	AT2G13650.1
OG0016525	g44016	AT1G57770.1
OG0016526	g49534	AT1G64960.2
OG0016527	g41093	AT1G57600.1
OG0016528	g1709	AT1G56710.1
OG0016529	g41104	AT1G56590.1
OG0016530	g41115	AT1G56420.1
OG0016531	g43971	AT1G56320.1
OG0016532	g43970	AT1G56310.1
OG0016533	g41122	AT1G56260.1
OG0016534	g1695	AT1G56230.1
OG0016536	g41125	AT1G55040.1
OG0016537	g43513	AT1G64110.2
OG0016538	g40825	AT1G64210.1
OG0016539	g1390	AT5G50630.1, AT5G50520.1
OG0016540	g4639	AT5G49320.1
OG0016542	g40770	AT1G64385.1
OG0016543	g40765	AT1G64440.1
OG0016544	g40764	AT1G64450.1
OG0016545	g40757	AT1G64530.1
OG0016547	g40746	AT1G64620.1
OG0016548	g40731	AT1G64720.1
OG0016549	g40628	AT5G46390.2
OG0016550	g10945	AT5G46400.1
OG0016551	g10771	AT2G01660.1
OG0016552	g10917	AT5G46830.1
OG0016553	g10915	AT5G46850.2
OG0016554	g40703	AT5G47435.1
OG0016555	g40727	AT5G47790.1
OG0016556	g10837	AT5G47810.1
OG0016557	g11028	AT5G44800.1
OG0016558	g40513	AT5G44750.2
OG0016559	g11031	AT5G44740.2
OG0016560	g47587	AT4G26555.1
OG0016561	g11039	AT5G44650.1
OG0016562	g40488	AT5G44370.1
OG0016563	g16687	AT2G03260.1
OG0016564	g18512	AT4G05220.1
OG0016565	g25550	AT4G04990.1
OG0016566	g40458	AT4G04955.1
OG0016567	g23478	AT4G29330.1
OG0016568	g23463	AT4G29540.2
OG0016570	g47703	AT4G29740.2
OG0016571	g47704	AT4G29750.1
OG0016572	g2818	AT3G46870.2
OG0016573	g10271	AT5G48390.1
OG0016574	g47149	AT4G16270.1
OG0016575	g36276	AT1G47990.1
OG0016576	g54042	AT1G48100.1
OG0016577	g54043	AT1G48110.1
OG0016578	g54044	AT1G48120.1
OG0016579	g54070	AT1G48310.2
OG0016580	g36321	AT1G48360.2
OG0016581	g54075	AT1G48380.2
OG0016582	g54085	AT4G02750.1
OG0016583	g54101	AT1G48870.1
OG0016584	g28084	AT1G49000.1
OG0016585	g36382	AT1G49130.1
OG0016586	g25747	AT4G11130.1
OG0016587	g54118	AT1G49170.1
OG0016588	g28082	AT1G49270.1
OG0016590	g36396	AT1G49450.1
OG0016591	g54133	AT1G49470.1
OG0016593	g54135	AT1G49490.2
OG0016595	g46178	AT1G75010.1
OG0016596	g44488	AT1G74990.1
OG0016597	g44495	AT1G74920.1
OG0016598	g18383	AT4G38130.1
OG0016599	g19270	AT4G38140.1
OG0016600	g19269, g19273	AT4G38150.1
OG0016601	g53552	AT4G38180.1
OG0016602	g18375	AT4G38270.1
OG0016603	g18373	AT4G38340.1
OG0016604	g18370	AT4G38370.1
OG0016605	g18369	AT4G38380.1
OG0016606	g18368	AT4G38390.1
OG0016607	g18358	AT4G38480.1
OG0016608	g18357	AT4G38490.1
OG0016609	g18341	AT4G38640.1
OG0016611	g18340	AT4G38660.1
OG0016612	g18339	AT4G38670.1
OG0016613	g18326	AT4G38890.1
OG0016614	g18317, g22675	AT4G39010.1
OG0016615	g22695	AT4G39230.1
OG0016616	g22700	AT4G39270.1
OG0016617	g22702	AT4G39330.1
OG0016618	g18125	AT4G39380.2
OG0016619	g18303	AT4G39610.1
OG0016620	g22725	AT4G39690.1
OG0016621	g22729	AT4G39710.1
OG0016623	g18142	AT4G39820.2
OG0016624	g22744	AT4G39850.3
OG0016625	g22745	AT4G39860.1
OG0016626	g22748	AT4G39890.1
OG0016628	g22774	AT4G40050.1
OG0016629	g22783	AT4G38090.1
OG0016630	g22796	AT4G37970.1
OG0016631	g48002	AT4G37920.1
OG0016632	g18285	AT4G37800.1
OG0016633	g22823	AT4G37630.1
OG0016634	g22847	AT4G37280.1
OG0016635	g22850	AT4G37250.1
OG0016636	g22868	AT4G36960.1
OG0016638	g18261	AT4G37220.1
OG0016639	g18259	AT4G35910.1
OG0016640	g22893	AT4G36860.3
OG0016641	g47977	AT4G36850.1
OG0016643	g22899	AT4G36790.1
OG0016644	g22925	AT4G36480.1
OG0016645	g22929	AT4G36420.1
OG0016646	g22930	AT4G36410.1
OG0016647	g47954	AT4G36180.1
OG0016648	g22953	AT4G36090.3
OG0016649	g22954	AT4G36070.2
OG0016650	g47951	AT4G36050.2
OG0016651	g22957	AT4G36030.1
OG0016652	g47948	AT4G35970.1
OG0016653	g47943	AT4G35930.3
OG0016654	g47944	AT4G35905.1
OG0016655	g18236	AT4G35870.1
OG0016657	g22973	AT4G35770.1
OG0016658	g22981	AT4G35650.1
OG0016659	g47926	AT4G35620.1
OG0016660	g22986	AT4G35590.1
OG0016661	g23003	AT4G35440.2
OG0016662	g23004	AT4G35420.1
OG0016663	g23006, g18227	AT4G35380.1
OG0016664	g23016	AT4G35250.1
OG0016665	g28917	AT1G35440.1
OG0016666	g23011	AT4G35300.1
OG0016667	g23008	AT4G35350.1
OG0016668	g23020	AT4G35220.1
OG0016669	g23069	AT4G34620.1
OG0016670	g18214	AT4G34610.1
OG0016671	g47882	AT4G34540.1
OG0016672	g18204	AT4G34340.1
OG0016673	g23106	AT4G34280.1
OG0016674	g47873	AT4G34240.1
OG0016675	g16923	AT4G32340.1
OG0016676	g23273	AT4G32420.1
OG0016677	g1413	AT5G50280.1
OG0016678	g1412	AT5G50290.1
OG0016679	g23251	AT4G32630.2
OG0016680	g23242	AT4G32790.1
OG0016681	g16909	AT4G32900.2
OG0016682	g16908	AT4G32910.1
OG0016683	g23192	AT4G33280.3
OG0016684	g9646	AT5G66810.1
OG0016685	g47841	AT4G33470.1
OG0016687	g23177	AT4G33490.2
OG0016688	g23176	AT4G33495.1
OG0016689	g44779	AT1G69070.2
OG0016690	g23174	AT4G33510.1
OG0016691	g4326	AT3G27950.1
OG0016692	g23170	AT4G33540.1
OG0016694	g23143	AT4G33945.1
OG0016695	g23289	AT4G32060.1
OG0016696	g17214	AT1G07700.3
OG0016697	g16938	AT4G32050.1
OG0016698	g16941	AT4G31930.1
OG0016699	g23295	AT4G31910.1
OG0016700	g23297	AT4G31890.1
OG0016701	g47793	AT4G31810.1
OG0016702	g23306	AT4G31805.1
OG0016704	g23572, g47658	AT4G28180.1
OG0016705	g23328	AT4G31420.2
OG0016706	g47775	AT4G31240.1
OG0016707	g47774	AT4G31230.1
OG0016708	g23346	AT4G31200.1
OG0016709	g47766	AT4G31080.2
OG0016710	g23361	AT4G30980.2
OG0016711	g16969	AT4G30845.1
OG0016712	g23376	AT4G30830.1
OG0016713	g23377	AT4G30825.1
OG0016714	g2736	AT3G47730.1
OG0016715	g19503	AT3G47700.1
OG0016716	g6493	AT3G24255.7, AT3G23910.1
OG0016717	g6488	AT3G24190.1
OG0016718	g11731	AT3G24040.1
OG0016719	g11729	AT3G24010.1
OG0016720	g46010	AT1G72680.1
OG0016721	g45999	AT1G72480.1
OG0016722	g45998	AT1G72470.1
OG0016723	g44619	AT1G72100.1
OG0016724	g32061	AT1G23180.1
OG0016725	g50296	AT1G23480.1
OG0016726	g27554	AT1G23730.1
OG0016727	g32083	AT1G24040.1
OG0016728	g32081	AT1G24095.1
OG0016729	g32140	AT1G26820.1
OG0016730	g50345	AT1G26790.1
OG0016731	g32145	AT1G26760.1
OG0016732	g32149	AT1G26650.1
OG0016733	g32162	AT1G26460.1
OG0016734	g32165	AT1G26340.1
OG0016736	g39517	AT4G01800.2
OG0016737	g39490	AT4G01395.1
OG0016739	g45259	AT4G01030.1
OG0016740	g25398	AT4G01080.1
OG0016742	g39481	AT4G01240.1
OG0016743	g39456	AT4G00490.1
OG0016744	g25354	AT4G00335.1
OG0016746	g53688	AT1G64770.3
OG0016747	g25340	AT4G00090.1
OG0016748	g25338	AT4G00060.1
OG0016750	g38557	AT2G47450.1
OG0016751	g38556	AT1G16210.1
OG0016752	g50845	AT2G20960.1
OG0016753	g50846	AT2G20980.1
OG0016754	g50848	AT2G21045.1
