Orthogroup	Cochlearia_excelsa	Cardamine_glauca
OG0016810	g13480	Cg004G1308800
OG0016811	g11620	Cg004G1345900
OG0016812	g13595	Cg004G1352300
OG0016814	g14487	Cg004G1366100
OG0016815	g6181	Cg004G1385400, Cg004G1377300
OG0016817	g14000	Cg004G1413900
OG0016818	g6033	Cg004G1415600
OG0016819	g13819	Cg004G1440000
OG0016820	g50850	Cg005G1778100
OG0016822	g43565	Cg005G1761200
OG0016823	g50977	Cg005G1743800
OG0016824	g38386	Cg005G1745400
OG0016825	g51035, g51047, g50672	Cg005G1727300
OG0016826	g51049	Cg005G1727100
OG0016827	g38294	Cg005G1713700
OG0016828	g37891	Cg005G1632600
OG0016829	g39874	Cg005G1622300
OG0016830	g39826	Cg005G1613600
OG0016831	g51382	Cg005G1596200
OG0016835	g51755	Cg005G1540800
OG0016836	g52161	Cg005G1487900
OG0016837	g19508	Cg002G0551600
OG0016838	g52293	Cg005G1468900
OG0016841	g10647	Cg002G0674000
OG0016843	g10585	Cg002G0666400
OG0016847	g764	Cg008G2776800
OG0016849	g11463	Cg002G0590300
OG0016850	g11462	Cg002G0589600
OG0016851	g11444	Cg002G0576500
OG0016852	g2871	Cg002G0563800
OG0016854	g19521	Cg002G0556300
OG0016855	g2773	Cg002G0553500
OG0016856	g19374	Cg002G0528200
OG0016857	g19351	Cg002G0521400
OG0016858	g19251	Cg002G0504100
OG0016859	g19200	Cg002G0493000
OG0016860	g45309	Cg008G2593300
OG0016862	g28943	Cg008G2767700
OG0016863	g561	Cg008G2804100
OG0016864	g40260	Cg003G0787100
OG0016865	g25842	Cg003G0778300
OG0016866	g40330	Cg003G0768400
OG0016867	g25722	Cg003G0760600
OG0016868	g40391	Cg003G0753300
OG0016869	g39613	Cg003G0871200, Cg003G0726700
OG0016871	g18329	Cg001G0006800
OG0016872	g22911	Cg001G0034500
OG0016874	g40155	Cg001G0122800
OG0016875	g17084	Cg001G0128500
OG0016876	g47610	Cg001G0133400
OG0016878	g17133	Cg001G0138900
OG0016879	g23712	Cg001G0141100
OG0016880	g23715	Cg001G0141500
OG0016881	g23719	Cg001G0141800
OG0016882	g17146, g47578	Cg001G0142100
OG0016883	g47573	Cg001G0142500
OG0016884	g23724	Cg001G0143200
OG0016885	g47565	Cg001G0143700
OG0016886	g47557	Cg001G0145600
OG0016887	g23831	Cg001G0158300
OG0016888	g23895	Cg001G0168800
OG0016890	g24032	Cg001G0192600
OG0016891	g24136	Cg001G0207400
OG0016893	g47281	Cg001G0213500
OG0016894	g46852	Cg001G0320000
OG0016896	g37060	Cg001G0325500
OG0016897	g18112	Cg001G0350100
OG0016899	g16806	Cg001G0383100
OG0016902	g10277	Cg008G2878400
OG0016903	g10236	Cg008G2868600, Cg008G2852800
OG0016904	g1410	Cg003G0874400, Cg016G3061000
OG0016905	g28280	Cg003G0883300
OG0016906	g1367	Cg003G0888000
OG0016908	g41173	Cg003G0898400
OG0016909	g28355	Cg003G0901400
OG0016910	g884	Cg003G0908600
OG0016911	g28388, g36025	Cg003G0910100
OG0016912	g28591	Cg003G0958900
OG0016913	g28593	Cg003G0959200, Cg003G0959300
OG0016915	g37	Cg003G1062900
OG0016938	g19552	Cg002G0564100
OG0016939	g19525	Cg002G0557600
OG0016941	g19468	Cg002G0544700
OG0016942	g2767	Cg002G0546400
OG0016943	g11393	Cg002G0546000
OG0016944	g19490	Cg002G0548500
OG0016946	g10744	Cg002G0688700
OG0016947	g46837	Cg001G0326300
OG0016948	g4936	Cg008G2745100
OG0016949	g4947	Cg008G2743900
OG0016950	g29011	Cg008G2741700
OG0016951	g4984	Cg008G2740500
OG0016952	g28992	Cg008G2740100
OG0016953	g25334	Cg003G0697900
OG0016954	g29138	Cg008G2737500
OG0016955	g45747	Cg008G2735600
OG0016956	g29190	Cg008G2729300
OG0016957	g5046	Cg008G2728400
OG0016959	g45722	Cg008G2726400
OG0016960	g29271	Cg008G2716000
OG0016961	g29279	Cg008G2713800
OG0016963	g46685	Cg001G0370200
OG0016964	g5185	Cg008G2708500
OG0016965	g28181	Cg006G1884800
OG0016966	g29332	Cg008G2702300
OG0016967	g5239	Cg008G2702100
OG0016968	g5254	Cg008G2700600
OG0016969	g5255	Cg008G2700500
OG0016970	g5259	Cg008G2700000
OG0016971	g5260	Cg008G2699700
OG0016972	g46851	Cg001G0320100
OG0016974	g45596	Cg008G2690700
OG0016975	g5324	Cg008G2688400
OG0016976	g29413	Cg008G2687200
OG0016977	g45580	Cg008G2685700
OG0016978	g29436	Cg008G2682800
OG0016979	g29439	Cg008G2682400
OG0016980	g29446	Cg008G2681500
OG0016981	g29456	Cg008G2678800
OG0016982	g45557	Cg008G2677100
OG0016984	g45551	Cg008G2675700
OG0016985	g29485	Cg008G2674300
OG0016986	g29510	Cg008G2668800
OG0016987	g5424	Cg008G2668700
OG0016988	g29522	Cg008G2667700
OG0016989	g29527	Cg008G2666700
OG0016990	g5436	Cg008G2666500
OG0016991	g45524	Cg008G2666300
OG0016992	g45520	Cg008G2663600
OG0016994	g29555	Cg008G2662700
OG0016995	g5454	Cg008G2662500
OG0016997	g5466	Cg008G2660500
OG0016999	g45509	Cg008G2659800
OG0017001	g29583	Cg008G2656800
OG0017002	g29590	Cg008G2654800
OG0017006	g29603	Cg008G2651600
OG0017007	g29614	Cg008G2648800
OG0017008	g17186	Cg001G0154000
OG0017009	g29760	Cg005G1699500
OG0017010	g40191	Cg005G1698600
OG0017011	g40190	Cg005G1697800
OG0017012	g40189	Cg005G1691400
OG0017013	g40187	Cg005G1691200
OG0017014	g40151	Cg005G1683000
OG0017015	g40133	Cg005G1679500
OG0017016	g40131	Cg005G1678600
OG0017018	g40088	Cg005G1659600
OG0017019	g37818	Cg005G1656100
OG0017020	g37820	Cg005G1655500
OG0017021	g40037	Cg005G1652100
OG0017023	g40023	Cg005G1650100
OG0017024	g39983	Cg005G1648900
OG0017025	g39989	Cg005G1648200
OG0017026	g40012	Cg005G1645100
OG0017028	g40737	Cg007G2257400
OG0017029	g39907	Cg005G1627000
OG0017030	g51226	Cg005G1624400
OG0017031	g51234	Cg005G1621600
OG0017033	g39830	Cg005G1616300
OG0017034	g37912	Cg005G1615200
OG0017036	g51313	Cg005G1605700
OG0017037	g39731	Cg008G2929300
OG0017039	g39716	Cg008G2934000
OG0017040	g23551	Cg006G2229200
OG0017041	g11060	Cg008G2942300
OG0017043	g17165	Cg001G0149000
OG0017044	g1028	Cg003G0945800
OG0017045	g37009	Cg008G2903500
OG0017046	g54002	Cg006G1859000
OG0017048	g27637	Cg006G1999000
OG0017049	g50423	Cg006G1999100
OG0017050	g50422	Cg006G1999200
OG0017051	g36177	Cg006G1871000
OG0017052	g36182	Cg006G1872400
OG0017055	g50429	Cg006G1998900
OG0017056	g27641	Cg006G1997900
OG0017057	g32304	Cg006G1997200
OG0017058	g27654	Cg006G1992100
OG0017059	g27670	Cg006G1987800
OG0017060	g50493	Cg006G1987700
OG0017061	g32391	Cg006G1984000, Cg006G1982600, Cg006G1982200, Cg006G1981700, Cg006G1981300
OG0017063	g50518	Cg006G1975900
OG0017064	g32426	Cg006G1974400
OG0017065	g32431	Cg006G1973900
OG0017067	g50539	Cg006G1970100
OG0017068	g17925	Cg001G0310500
OG0017069	g50543	Cg006G1969300
OG0017070	g32476	Cg006G1968400
OG0017071	g32508	Cg006G1963600
OG0017072	g32526	Cg006G1958800
OG0017073	g50598	Cg006G1958200
OG0017074	g32541	Cg006G1954900
OG0017075	g32606	Cg006G1950000
OG0017076	g32609	Cg006G1949400
OG0017077	g32611	Cg006G1949200
OG0017078	g32621	Cg006G1947300
OG0017079	g10687	Cg002G0682200
OG0017080	g1533	Cg002G0679800
OG0017081	g10664	Cg002G0677600
OG0017082	g1549	Cg002G0677100
OG0017084	g9643	Cg003G1061400
OG0017085	g55	Cg003G1059600
OG0017086	g68	Cg003G1057500
OG0017088	g106	Cg003G1053100
OG0017089	g108	Cg003G1052800
OG0017090	g116	Cg003G1052000
OG0017092	g121	Cg003G1050700
OG0017093	g134	Cg003G1049500
OG0017094	g18667	Cg003G1047800
OG0017097	g155	Cg003G1046100
OG0017098	g161	Cg003G1044900
OG0017100	g170	Cg003G1042400
OG0017101	g171	Cg003G1042500
OG0017102	g192	Cg003G1043500
OG0017103	g199	Cg003G1041600
OG0017104	g9744	Cg003G1040000
OG0017105	g228	Cg003G1036600
OG0017106	g9771	Cg003G1034400
OG0017107	g254	Cg003G1031600
OG0017108	g259	Cg003G1030800
OG0017109	g262	Cg003G1029900
OG0017110	g264	Cg003G1029700
OG0017111	g9804	Cg003G1028000
OG0017113	g9829	Cg003G1021600
OG0017115	g9837	Cg003G1019900
OG0017116	g343	Cg003G1016800
OG0017117	g46967, g374	Cg003G1012400
OG0017118	g410	Cg003G1006900
OG0017119	g9892	Cg003G1006200
OG0017120	g420	Cg003G1005600
OG0017121	g9952	Cg008G2787600
OG0017122	g9954	Cg008G2788300
OG0017123	g466	Cg008G2788900
OG0017124	g486	Cg008G2791100
OG0017125	g9986	Cg008G2793400
OG0017126	g9990	Cg008G2794700
OG0017127	g9993	Cg008G2796300
OG0017128	g512	Cg008G2796400
OG0017129	g10011	Cg008G2800500
OG0017130	g10019	Cg008G2801900
OG0017131	g10025	Cg008G2803300
OG0017132	g10026	Cg008G2804600
OG0017133	g10050	Cg005G1451000
OG0017135	g10067	Cg008G2812600
OG0017136	g10096	Cg008G2817600
OG0017137	g18542	Cg008G2817800
OG0017138	g648	Cg008G2759300
OG0017140	g28981	Cg008G2761900
OG0017141	g670	Cg008G2763500
OG0017142	g41415	Cg008G2764800
OG0017143	g28945	Cg008G2767300
OG0017145	g28939	Cg008G2768600
OG0017146	g742	Cg008G2773900
OG0017147	g744	Cg008G2774400
OG0017148	g749	Cg008G2775100
OG0017149	g792	Cg008G2781300
OG0017150	g806	Cg008G2783800
OG0017151	g813	Cg008G2785200
OG0017154	g41310	Cg003G0989800
OG0017156	g1229	Cg003G0979100
OG0017157	g3208	Cg002G0590100
OG0017158	g28721	Cg003G0975700
OG0017159	g28722	Cg003G0975200
OG0017160	g1189	Cg003G0974800
OG0017161	g1188	Cg003G0974700
OG0017162	g28691	Cg003G0972000
OG0017163	g28671	Cg003G0969300
OG0017164	g1140	Cg003G0968300
OG0017166	g1110	Cg003G0965000
OG0017167	g39316	Cg003G0962400
OG0017169	g28604	Cg003G0960600
OG0017171	g39332	Cg003G0958000
OG0017172	g1085	Cg003G0957400
OG0017173	g39343	Cg003G0955200
OG0017174	g1071	Cg003G0953400
OG0017175	g39376	Cg003G0941800
OG0017176	g39379	Cg003G0940600
OG0017177	g985	Cg003G0938200
OG0017178	g981	Cg003G0937600
OG0017179	g980	Cg003G0937500
OG0017180	g39397	Cg003G0936800
OG0017181	g2646	Cg002G0536900
OG0017182	g2648	Cg002G0537100
OG0017183	g2677	Cg002G0538200
OG0017184	g2679	Cg002G0538500
OG0017185	g5548	Cg008G2645700
OG0017186	g5567	Cg008G2643500
OG0017187	g29644	Cg008G2643300
OG0017188	g5568	Cg008G2643100
OG0017190	g29647	Cg008G2642600
OG0017192	g29654	Cg008G2640500
OG0017194	g5594	Cg008G2636900
OG0017195	g46922	Cg001G0320900
OG0017199	g29732	Cg008G2625400
OG0017202	g29743	Cg008G2623800
OG0017203	g11666	Cg008G2623500
OG0017204	g5660	Cg008G2621400
OG0017205	g5705	Cg008G2612000
OG0017206	g45360	Cg008G2607200
OG0017207	g45355	Cg008G2605700
OG0017212	g5777	Cg008G2985200
OG0017213	g45338	Cg008G2598900
OG0017214	g45333	Cg008G2598300
OG0017215	g29854	Cg008G2597900
OG0017219	g45287	Cg008G2588100
OG0017220	g5847	Cg008G2586500
OG0017222	g5853	Cg008G2585800
OG0017226	g16831	Cg001G0379000
OG0017227	g16805	Cg001G0383200
OG0017230	g44271	Cg007G2581300
OG0017231	g44270	Cg007G2581500
OG0017233	g46596	Cg007G2578900
OG0017235	g46588	Cg007G2576400
OG0017236	g46580	Cg007G2575200
OG0017237	g46549	Cg007G2570100
OG0017238	g46544	Cg007G2569500
OG0017239	g46543	Cg007G2569400
OG0017243	g44320	Cg007G2566000
OG0017245	g44351	Cg007G2558900
OG0017246	g46459	Cg007G2556400
OG0017247	g46421	Cg007G2551800
OG0017248	g46400	Cg007G2550400
OG0017249	g13611	Cg007G2550100
OG0017250	g46392	Cg007G2549500
OG0017252	g46365	Cg007G2545800
OG0017253	g46358	Cg007G2545500
OG0017254	g46354	Cg007G2545100
OG0017255	g46350	Cg007G2544500
OG0017256	g46307	Cg007G2541000
OG0017257	g44378	Cg007G2540200
OG0017258	g46305	Cg007G2538400
OG0017260	g1616	Cg002G0652900
OG0017261	g44418	Cg007G2530700
OG0017262	g46238	Cg007G2529700
OG0017263	g46234	Cg007G2529100
OG0017264	g44433	Cg007G2528800
OG0017265	g46215	Cg007G2526500
OG0017266	g41101	Cg007G2327900
OG0017268	g13999	Cg004G1414000
OG0017269	g2776	Cg002G0553800
OG0017270	g2785	Cg002G0554400
OG0017271	g17980	Cg006G1780500
OG0017272	g27978	Cg006G1782200
OG0017274	g54366	Cg006G1784000
OG0017275	g13843	Cg004G1444100
OG0017276	g54310	Cg006G1785400
OG0017277	g36722	Cg006G1786500
OG0017278	g27982	Cg006G1787800
OG0017279	g54320	Cg006G1787500
OG0017280	g54332	Cg006G1789100
OG0017282	g36697	Cg006G1790000
OG0017286	g36676	Cg006G1795800
OG0017288	g36638	Cg006G1799100
OG0017290	g50983	Cg005G1746300
OG0017292	g51570	Cg005G1572000
OG0017293	g51593	Cg005G1567600
OG0017294	g38047	Cg005G1566200
OG0017295	g902	Cg003G0913700
OG0017296	g25982	Cg003G0815100
OG0017297	g1482	Cg003G0838700
OG0017306	g24785	Cg001G0289000
OG0017307	g24728	Cg001G0286800
OG0017308	g47003	Cg001G0281500
OG0017310	g47015	Cg001G0276500
OG0017311	g24566	Cg001G0271200
OG0017312	g24564	Cg001G0271100
OG0017313	g24526	Cg001G0265600
OG0017314	g17710	Cg001G0260800
OG0017315	g24496	Cg001G0260500
OG0017316	g24494	Cg001G0260300
OG0017319	g17638	Cg001G0249100
OG0017322	g44590	Cg007G2344800
OG0017325	g46028	Cg007G2500600
OG0017326	g46031	Cg007G2501100
OG0017328	g44571	Cg007G2503900
OG0017329	g44570	Cg007G2504100
OG0017330	g17994	Cg007G2505600
OG0017332	g46084	Cg007G2506500
OG0017333	g44557	Cg007G2507500
OG0017336	g44792	Cg007G2458000
OG0017338	g45762	Cg007G2458700
OG0017339	g45771	Cg007G2459700
OG0017340	g44774	Cg007G2463900
OG0017341	g17043	Cg001G0117500
OG0017342	g23543	Cg001G0116000
OG0017345	g46687	Cg001G0370000
OG0017346	g16861	Cg001G0371700
OG0017347	g11512	Cg002G0599300
OG0017348	g11511	Cg002G0599200
OG0017349	g10413	Cg002G0636100
OG0017351	g10451	Cg002G0630200
OG0017352	g10464	Cg002G0648700
OG0017353	g10547	Cg002G0659200
OG0017354	g10554	Cg002G0660500
OG0017355	g10569	Cg002G0662400
OG0017356	g1571	Cg008G2932700
OG0017357	g44737	Cg007G2467200
OG0017358	g44750	Cg007G2466200
OG0017359	g44754	Cg007G2465600
OG0017360	g45803	Cg007G2465300
OG0017361	g45801	Cg007G2464900
OG0017362	g45789	Cg007G2462600
OG0017366	g40530	Cg008G2953400
OG0017368	g54207	Cg006G1827500
OG0017369	g36495	Cg006G1821100
OG0017373	g36574	Cg006G1810800
OG0017374	g54264	Cg006G1810700
OG0017376	g54268	Cg006G1809200
OG0017378	g37038	Cg008G2891800
OG0017380	g46855	Cg001G0318700, Cg001G0286100
OG0017381	g37064	Cg008G2927400
OG0017383	g37067	Cg005G1596600
OG0017384	g37963	Cg005G1596500
OG0017385	g51390	Cg005G1595300
OG0017386	g51403	Cg005G1593900
OG0017390	g51502	Cg005G1581900
OG0017391	g25858	Cg005G1579600
OG0017392	g38003	Cg005G1578400
OG0017393	g51546	Cg005G1575200
OG0017394	g24130	Cg001G0207000
OG0017395	g24140	Cg001G0208100
OG0017396	g17448	Cg001G0210400
OG0017397	g47295	Cg001G0209800
OG0017398	g47286	Cg001G0213000
OG0017400	g17481	Cg001G0218800
OG0017401	g11419	Cg002G0559300
OG0017403	g50660	Cg001G0315300
OG0017405	g2545	Cg002G0521000
OG0017406	g19354	Cg002G0522000
OG0017407	g881, g41221	Cg003G0906900
OG0017408	g1325	Cg003G0899300
OG0017409	g24214	Cg004G1354500
OG0017410	g6332	Cg004G1353300
OG0017411	g6221	Cg004G1364600
OG0017412	g6152	Cg004G1394000
OG0017413	g6144	Cg004G1395700, Cg001G0357900
OG0017415	g14087	Cg004G1401900
OG0017416	g14046	Cg004G1406100
OG0017417	g47438	Cg001G0176600
OG0017418	g17290	Cg001G0178800
OG0017419	g27634	Cg006G2000200
OG0017421	g10254	Cg008G2872300
OG0017422	g17386	Cg001G0199800
OG0017423	g24056	Cg001G0197400
OG0017424	g13665	Cg004G1358800
OG0017425	g10358	Cg002G0623700
OG0017426	g47360	Cg001G0194000
OG0017427	g24007	Cg001G0189700
OG0017428	g17335	Cg001G0189500
OG0017429	g23988	Cg001G0186400
OG0017431	g24108	Cg001G0203400
OG0017434	g12726	Cg004G1070800
OG0017435	g3021	Cg004G1071100
OG0017436	g5138	Cg004G1071800
OG0017438	g7948	Cg004G1073400
OG0017439	g12719	Cg004G1074700
OG0017440	g7939	Cg004G1074900
OG0017441	g7937	Cg004G1075000
OG0017442	g23726	Cg002G0495200
OG0017443	g17	Cg007G2295600
OG0017445	g9627	Cg003G1067000
OG0017446	g19628	Cg003G1067500
OG0017447	g13	Cg003G1068700
OG0017448	g9621	Cg003G1069200
OG0017449	g11	Cg003G1069300
OG0017451	g18702	Cg002G0396400
OG0017452	g18785	Cg002G0397200
OG0017454	g18779	Cg002G0398000
OG0017456	g18756	Cg002G0400400
OG0017458	g11155	Cg002G0407700
OG0017459	g1812	Cg002G0411900
OG0017460	g11162	Cg002G0412200
OG0017463	g1890	Cg002G0420800
OG0017464	g1891	Cg002G0421100
OG0017466	g1917	Cg002G0424500
OG0017469	g1958	Cg002G0429300
OG0017470	g11202	Cg002G0436200
OG0017471	g18921	Cg002G0437400
OG0017474	g2090	Cg002G0450500
OG0017475	g2088	Cg002G0451100
OG0017476	g18996	Cg002G0452300
OG0017478	g2150, g19028	Cg002G0460800
OG0017479	g19030	Cg002G0461000
OG0017480	g2170	Cg002G0463900
OG0017481	g2183	Cg002G0467000
OG0017483	g19082	Cg002G0471200
OG0017485	g2216	Cg002G0472900
OG0017486	g2238	Cg002G0475900
OG0017487	g2253	Cg002G0477200
OG0017488	g19152	Cg002G0482700
OG0017489	g2299	Cg002G0484000
OG0017490	g2316	Cg002G0486600
OG0017492	g2329	Cg002G0488500
OG0017493	g19176	Cg002G0488900
OG0017494	g2339	Cg002G0490400
OG0017495	g19205	Cg002G0494700
OG0017496	g11317	Cg002G0495600
OG0017498	g19211	Cg002G0497400
OG0017499	g11322	Cg002G0499900
OG0017500	g11323	Cg002G0500100
OG0017501	g19223	Cg002G0501200
OG0017503	g937	Cg003G0922600
OG0017504	g923	Cg003G0918400
OG0017506	g11720, g13501	Cg004G1315600
OG0017507	g6441	Cg004G1318300
OG0017508	g11685	Cg004G1319700
OG0017509	g11686	Cg004G1319600
OG0017510	g11674	Cg004G1321200
OG0017511	g6391	Cg004G1324400
OG0017512	g6367	Cg004G1327000
OG0017513	g13532	Cg004G1327200
OG0017514	g13570	Cg004G1339200
OG0017515	g13587	Cg004G1348900
OG0017516	g44971	Cg007G2432700
OG0017517	g44940	Cg007G2436600
OG0017518	g41799	Cg007G2437600
OG0017519	g44882	Cg007G2444200
OG0017520	g41605	Cg007G2445500
OG0017522	g41581	Cg007G2447400
OG0017523	g44866	Cg007G2447600
OG0017524	g18018	Cg007G2451100
OG0017525	g44841	Cg007G2452700
OG0017527	g6004	Cg004G1420900
OG0017528	g13945	Cg004G1424700
OG0017531	g10275	Cg008G2877500
OG0017533	g51954	Cg005G1521800
OG0017534	g38145	Cg005G1523500
OG0017535	g28387	Cg003G0910000
OG0017536	g51886	Cg005G1526300
OG0017537	g51883	Cg005G1526800, Cg005G1667700, Cg005G1667600, Cg005G1668300
OG0017538	g37354	Cg005G1528000
OG0017540	g51856	Cg005G1530700
OG0017542	g37323	Cg005G1536200
OG0017543	g51785	Cg005G1536400
OG0017544	g51768	Cg005G1538700
OG0017545	g37311	Cg005G1540300
OG0017548	g38092	Cg005G1546500
OG0017550	g51722	Cg005G1547900
OG0017551	g37275	Cg005G1548000
OG0017553	g38084	Cg005G1556200
OG0017555	g37219	Cg005G1558500
OG0017559	g40419	Cg003G0746600
OG0017561	g40426	Cg003G0746000
OG0017563	g50386	Cg006G2009100
OG0017564	g50855	Cg005G1777100
OG0017570	g36944	Cg005G1770200
OG0017571	g38510	Cg005G1768100
OG0017572	g36929	Cg005G1763400
OG0017573	g38480	Cg005G1762000
OG0017574	g36876	Cg005G1730700
OG0017575	g38308	Cg005G1719100
OG0017576	g36822	Cg005G1713800
OG0017577	g38270	Cg005G1703400
OG0017578	g38323	Cg001G0315600
OG0017580	g53615	Cg006G1910000
OG0017581	g32852	Cg006G1919200
OG0017582	g27866	Cg006G1921600
OG0017583	g32743	Cg006G1925600
OG0017584	g32734	Cg006G1926700
OG0017585	g27802	Cg006G1936000
OG0017586	g50706	Cg006G1936600
OG0017587	g32667	Cg006G1936900
OG0017588	g40329, g25780	Cg003G0769300
OG0017589	g25765	Cg003G0766500
OG0017591	g25763	Cg003G0766000, Cg004G1299400
OG0017592	g25698	Cg003G0757100
OG0017593	g25695	Cg003G0757200
OG0017594	g4870	Cg008G2757700
OG0017595	g4805	Cg008G2824000
OG0017596	g10151	Cg008G2829300
OG0017598	g4707	Cg008G2831700
OG0017599	g5934	Cg004G1438300
OG0017600	g5908	Cg004G1441200
OG0017601	g13827	Cg004G1443600
OG0017602	g47383	Cg004G1445400
OG0017603	g13834	Cg004G1446700
OG0017604	g31127	Cg005G1448500
OG0017605	g37776	Cg005G1448700
OG0017606	g37765	Cg005G1450100
OG0017609	g37728	Cg005G1455200
OG0017610	g37701	Cg005G1459900
OG0017614	g38244	Cg005G1474200
OG0017616	g52244	Cg005G1479600
OG0017617	g17030	Cg001G0114900
OG0017621	g37526	Cg005G1489800
OG0017622	g52142	Cg005G1490500
OG0017623	g5932	Cg004G1445200
OG0017624	g38210	Cg005G1496400
OG0017626	g38205	Cg005G1497900
OG0017628	g52026	Cg005G1509900
OG0017629	g37423	Cg005G1510100
OG0017631	g10885	Cg008G2982000
OG0017632	g7902	Cg004G1082800
OG0017633	g7893	Cg004G1083700
OG0017634	g45761	Cg004G1087900
OG0017636	g7843	Cg004G1090800
OG0017638	g12642	Cg004G1094800
OG0017639	g12641	Cg004G1094900
OG0017640	g7823	Cg004G1095800
OG0017641	g12777	Cg004G1097400
OG0017642	g7817	Cg004G1097900
OG0017643	g19650	Cg003G1062000
OG0017645	g7742	Cg004G1108100
OG0017646	g38425	Cg005G1753600
OG0017647	g12846	Cg004G1113000
OG0017648	g12561	Cg004G1114300
OG0017649	g12555	Cg004G1116500
OG0017650	g12509	Cg004G1123300
OG0017652	g32238	Cg006G2006300
OG0017654	g12487	Cg004G1128000
OG0017655	g7643	Cg004G1128500
OG0017656	g7639	Cg004G1129700
OG0017657	g12934	Cg004G1130500
OG0017658	g12469	Cg004G1132500
OG0017659	g7617	Cg004G1133600
OG0017660	g12954	Cg004G1135600
OG0017662	g12443	Cg004G1138200
OG0017663	g7572	Cg004G1141400
OG0017666	g7554	Cg004G1144200
OG0017667	g12993	Cg004G1144500
OG0017668	g7535	Cg004G1147600
OG0017669	g7533	Cg004G1147800
OG0017670	g7531	Cg004G1148200
OG0017671	g11634	Cg004G1344900
OG0017672	g7485	Cg004G1155000
OG0017673	g7479	Cg004G1155900
OG0017674	g13060, g7473	Cg004G1156700
OG0017675	g7469	Cg004G1157100
OG0017676	g12386	Cg004G1159500
OG0017678	g7444	Cg004G1161100
OG0017679	g7442	Cg004G1161300
OG0017680	g13085	Cg004G1163100
OG0017681	g13105	Cg004G1165800
OG0017682	g7409	Cg004G1168500
OG0017683	g13119	Cg004G1174400
OG0017684	g7304	Cg004G1184300
OG0017685	g7302	Cg004G1184600
OG0017686	g7282	Cg004G1187100
OG0017687	g13156	Cg004G1191600
OG0017688	g7248	Cg004G1193400
OG0017689	g7230	Cg004G1195900
OG0017690	g7221	Cg004G1197300
OG0017691	g12218	Cg004G1198000
OG0017693	g12203	Cg004G1201700
OG0017694	g7191	Cg004G1202900
OG0017695	g12184	Cg004G1205700
OG0017696	g7152	Cg004G1207600
OG0017697	g7151	Cg004G1207700
OG0017698	g6243	Cg004G1362300
OG0017699	g12154	Cg004G1212200
OG0017700	g12148	Cg004G1213200
OG0017701	g7115	Cg004G1213300
OG0017702	g7114	Cg004G1214800
OG0017703	g14415	Cg004G1216200
OG0017704	g7088	Cg004G1217200
OG0017707	g7039	Cg004G1225900
OG0017708	g7021	Cg004G1227300
OG0017709	g6995	Cg004G1232500
OG0017710	g6992	Cg004G1232800
OG0017711	g6934	Cg004G1241000
OG0017713	g23720	Cg001G0142200
OG0017716	g6777	Cg004G1263600
OG0017717	g11954	Cg004G1263700
OG0017718	g30881	Cg006G2220500
OG0017719	g11950	Cg004G1264200
OG0017721	g11896	Cg004G1275000
OG0017722	g28390	Cg003G0910400
OG0017723	g16875	Cg001G0369700
OG0017726	g16894	Cg001G0362500
OG0017727	g46744	Cg001G0351100
OG0017728	g18096	Cg001G0351000
OG0017729	g46784	Cg001G0339000
OG0017731	g46786	Cg001G0337500
OG0017732	g46793	Cg001G0335900
OG0017734	g25094	Cg001G0321800
OG0017735	g6512	Cg004G1306500
OG0017737	g11764	Cg004G1299300
OG0017738	g6559	Cg004G1296900
OG0017739	g11819	Cg004G1291600
OG0017740	g11834	Cg004G1289200
OG0017741	g13409	Cg004G1287900
OG0017742	g13405	Cg004G1287000
OG0017743	g50124	Cg006G2064000
OG0017744	g13389	Cg004G1282400
OG0017745	g11872	Cg004G1280800
OG0017746	g16991	Cg001G0101400
OG0017748	g23433	Cg001G0101700
OG0017749	g23438	Cg001G0101800
OG0017750	g16993	Cg001G0102300
OG0017751	g23445	Cg001G0102700
OG0017752	g393	Cg003G1009300
OG0017753	g45003	Cg007G2425600
OG0017756	g45115	Cg007G2387700
OG0017758	g45099	Cg007G2409900, Cg007G2398900
OG0017759	g45085	Cg007G2402200
OG0017760	g28498	Cg003G0938600
OG0017761	g43853	Cg007G2358100
OG0017763	g43899	Cg007G2349100
OG0017764	g1693	Cg007G2346500
OG0017765	g41447	Cg008G2754900
OG0017766	g29076	Cg008G2753600
OG0017767	g29059	Cg008G2749800
OG0017769	g4757	Cg008G2838100
OG0017770	g4732	Cg008G2835600
OG0017771	g10263	Cg008G2873500
OG0017772	g13875	Cg004G1436400
OG0017774	g19280	Cg002G0508600
OG0017775	g2489	Cg002G0516200
OG0017776	g19320	Cg002G0516300
OG0017777	g19281	Cg006G2256100
OG0017778	g49285	Cg006G2255600
OG0017779	g49290	Cg006G2254800
OG0017781	g26865	Cg006G2252100
OG0017782	g30733	Cg006G2251800
OG0017783	g38487	Cg003G0841900
OG0017785	g26889	Cg006G2242100
OG0017786	g30810	Cg006G2234300
OG0017789	g49439	Cg006G2227100
OG0017790	g26921	Cg006G2227000
OG0017791	g30852	Cg006G2226000
OG0017792	g30856	Cg006G2225700
OG0017794	g26933	Cg006G2223300, Cg006G2223200
OG0017795	g49466	Cg006G2218100
OG0017797	g30909	Cg006G2214900
OG0017798	g10289	Cg008G2881100
OG0017799	g30926	Cg006G2212500
OG0017800	g49495	Cg006G2211800
