Orthogroup	Cochlearia_excelsa	Arabidopsis_lyrata_Rawat
OG0017269	g2776	AL5G26670
OG0017270	g2785	AL5G26590
OG0017271	g17980	AL1G64510
OG0017272	g27978	AL1G64300
OG0017274	g54366	AL1G64000
OG0017275	g13843	AL3G53800
OG0017276	g54310	AL1G63800
OG0017277	g36722	AL1G63630
OG0017278	g27982	AL1G63450
OG0017279	g54320	AL1G63500
OG0017280	g54332	AL1G63310
OG0017282	g36697	AL1G63210
OG0017286	g36676	AL1G62630
OG0017287	g36661	AL1G62350
OG0017288	g36638	AL1G62190
OG0017289	g27963	AL7G44170
OG0017290	g50983	AL4G14830
OG0017292	g51570	AL4G32230
OG0017293	g51593	AL4G32790
OG0017294	g38047	AL4G33000
OG0017295	g902	AL8G27710
OG0017296	g25982	AL6G41330
OG0017297	g1482	AL8G23780
OG0017298	g17926	AL7G44000
OG0017299	g25284	AL7G44030
OG0017300	g46903	AL7G44050
OG0017301	g17928	AL7G44120
OG0017302	g46876	AL7G44390
OG0017303	g46877	AL7G44380
OG0017304	g25241	AL7G44370
OG0017305	g46947	AL9U11670
OG0017306	g24785	AL9U10970
OG0017307	g24728	AL9U10680
OG0017308	g47003	AL7G43140
OG0017310	g47015	AL7G42760
OG0017311	g24566	AL7G42210
OG0017312	g24564	AL7G42200
OG0017313	g24526	AL7G41620
OG0017314	g17710	AL7G41010
OG0017315	g24496	nbis-gene-1860
OG0017316	g24494	AL7G40960
OG0017319	g17638	AL7G39670
OG0017321	g26789	AL8G24100
OG0017322	g44590	AL2G32580
OG0017325	g46028	AL2G32810
OG0017326	g46031	AL2G32860
OG0017328	g44571	AL2G33160
OG0017329	g44570	AL2G33190
OG0017330	g17994	AL2G33350
OG0017332	g46084	AL2G33460
OG0017333	g44557	AL2G33550
OG0017334	g44548	AL2G33970
OG0017336	g44792	AL2G27800
OG0017338	g45762	AL2G27910
OG0017339	g45771	AL2G28080
OG0017340	g44774	AL2G28300
OG0017341	g17043	AL7G24140
OG0017342	g23543	AL7G23980
OG0017345	g46687	AL7G50250
OG0017346	g16861	AL7G49980
OG0017347	g11512	AL5G21330
OG0017348	g11511	AL5G21340
OG0017349	g10413	AL5G18090
OG0017350	g16502	AL5G18500
OG0017351	g10451	AL5G17430
OG0017352	g10464	AL5G17090
OG0017353	g10547	AL5G15650
OG0017354	g10554	AL5G15520
OG0017355	g10569	AL5G15250
OG0017356	g1571	AL5G14210
OG0017357	g44737	AL2G28880
OG0017358	g44750	AL2G28770
OG0017359	g44754	AL2G28700
OG0017360	g45803	AL2G28660
OG0017361	g45801	AL2G28620
OG0017362	g45789	AL2G28420
OG0017363	g40573	AL8G12970
OG0017366	g40530	AL8G14390, AL8G14190
OG0017368	g54207	AL1G58290
OG0017369	g36495	nbis-gene-285
OG0017372	g36557	AL1G60300
OG0017373	g36574	AL1G60770
OG0017374	g54264	AL1G60780
OG0017376	g54268	AL1G60930
OG0017378	g37038	AL8G18220
OG0017380	g46855	AL7G44840
OG0017381	g37064	AL8G17180
OG0017382	g51372	AL4G29290
OG0017383	g37067	AL4G29300
OG0017384	g37963	AL4G29310
OG0017385	g51390	AL4G29450
OG0017386	g51403	AL4G29640
OG0017387	g51446	AL4G30410
OG0017390	g51502	AL4G31160
OG0017391	g25858	AL4G31410
OG0017392	g38003	AL4G31530
OG0017393	g51546	AL4G31910
OG0017394	g24130	AL7G34740
OG0017395	g24140	AL7G34890
OG0017396	g17448	AL7G35130
OG0017397	g47295	AL7G35030
OG0017398	g47286	AL7G35460
OG0017399	g17467	AL7G35640
OG0017400	g17481	AL7G36060
OG0017401	g11419	AL5G25810
OG0017402	g38455	nbis-gene-951
OG0017403	g50660	AL4G19410
OG0017405	g2545	AL5G30980
OG0017406	g19354	AL5G30780
OG0017407	g881, g41221	AL8G26800
OG0017408	g1325	AL8G26020
OG0017409	g24214	AL3G44200
OG0017410	g6332	AL3G44100
OG0017411	g6221	AL3G45550
OG0017415	g14087	AL3G49360
OG0017416	g14046	AL3G49950
OG0017417	g47438	AL7G30770
OG0017418	g17290	AL7G31050
OG0017419	g27634	AL1G40910
OG0017421	g10254	AL8G21480
OG0017423	g24056	AL7G33440
OG0017425	g10358	AL5G19330
OG0017426	g47360	AL7G33080
OG0017427	g24007	AL7G32600
OG0017428	g17335	AL7G32570
OG0017429	g23988	AL7G32190
OG0017431	g24108	AL7G34320
OG0017434	g12726	AL3G10040
OG0017435	g3021	AL3G10050
OG0017436	g5138	AL3G10110
OG0017438	g7948	AL3G10320
OG0017439	g12719	AL3G10490
OG0017440	g7939	AL3G10510
OG0017441	g7937	AL3G10520
OG0017442	g23726	AL5G34090
OG0017443	g17	AL2G15880
OG0017445	g9627	AL8G45280
OG0017446	g19628	AL8G45330
OG0017447	g13	AL8G45480
OG0017448	g9621	AL8G45540
OG0017449	g11	AL8G45550
OG0017451	g18702	AL5G46300
OG0017452	g18785	AL5G46210
OG0017454	g18779	AL5G46120
OG0017455	g50711	AL5G45880
OG0017456	g18756	AL5G45840
OG0017458	g11155	AL5G44940
OG0017459	g1812	AL5G44370
OG0017460	g11162	AL5G43810, AL5G44340
OG0017463	g1890	AL5G43130
OG0017464	g1891	AL5G43080
OG0017466	g1917	AL5G42610
OG0017469	g1958	AL5G41940
OG0017470	g11202	AL5G40910
OG0017471	g18921	AL5G40590
OG0017474	g2090	AL5G38910
OG0017475	g2088	AL5G38860
OG0017476	g18996	AL5G38670
OG0017478	g2150, g19028	AL5G37700
OG0017479	g19030	AL5G37680
OG0017480	g2170	AL5G37380
OG0017481	g2183	AL5G37110
OG0017482	g11276	AL5G36840
OG0017483	g19082	AL5G36630
OG0017485	g2216	AL5G36490
OG0017486	g2238	AL5G36160
OG0017487	g2253	AL5G36050
OG0017488	g19152	AL5G35490
OG0017489	g2299	AL5G35320
OG0017490	g2316	AL5G35030
OG0017492	g2329	AL5G34800
OG0017493	g19176	AL5G34740
OG0017494	g2339	AL5G34520
OG0017495	g19205	AL5G34140
OG0017496	g11317	AL5G34050
OG0017498	g19211	AL5G33810
OG0017499	g11322	AL5G33590
OG0017500	g11323	AL5G33570
OG0017502	g19229	AL5G33400
OG0017503	g937	AL8G28950
OG0017504	g923	AL8G28210
OG0017506	g11720, g13501	AL3G39980
OG0017507	g6441	AL3G40440
OG0017508	g11685	AL3G40630
OG0017509	g11686	AL3G40620
OG0017510	g11674	AL3G40810
OG0017512	g6367	AL3G41970
OG0017513	g13532	AL3G42000
OG0017514	g13570	AL3G42770
OG0017515	g13587	AL3G43560
OG0017516	g44971	AL2G25020
OG0017517	g44940	AL2G25350
OG0017518	g41799	AL2G25480
OG0017519	g44882	AL2G26420
OG0017520	g41605	AL2G26590
OG0017522	g41581	AL2G26900
OG0017523	g44866	AL2G26880
OG0017524	g18018	AL2G27120
OG0017525	g44841	AL2G27270
OG0017527	g6004	AL3G51740
OG0017528	g13945	AL3G53100
OG0017529	g19043	AL8G25620
OG0017531	g10275	nbis-gene-2058
OG0017533	g51954	AL4G38760
OG0017534	g38145	AL4G38580
OG0017535	g28387	nbis-gene-2108
OG0017536	g51886	AL4G38270
OG0017538	g37354	AL4G38130
OG0017540	g51856	AL4G37750
OG0017542	g37323	AL4G37030
OG0017543	g51785	AL4G36980
OG0017544	g51768	AL4G36710
OG0017545	g37311	AL4G36480
OG0017547	g51743	AL4G36230
OG0017548	g38092	AL4G35850
OG0017550	g51722	AL4G35720
OG0017551	g37275	AL4G35710
OG0017553	g38084	AL4G34660
OG0017555	g37219	AL4G34020
OG0017557	g25660	AL7G41300
OG0017558	g25661	AL6G47640
OG0017559	g40419	AL6G47690
OG0017560	g40425	AL6G35610, AL6G47770
OG0017561	g40426	AL6G47780
OG0017563	g50386	AL1G39950
OG0017564	g50855	AL4G10270
OG0017570	g36944	AL4G11270
OG0017571	g38510	AL4G11380
OG0017572	g36929	AL4G12060
OG0017573	g38480	AL4G12190
OG0017574	g36876	AL4G16600
OG0017575	g38308	nbis-gene-994
OG0017576	g36822	AL4G18610
OG0017577	g38270	AL4G19360
OG0017578	g38323	AL4G17260
OG0017579	g35934	AL1G51670
OG0017580	g53615	AL1G50750
OG0017581	g32852	AL1G49800
OG0017582	g27866	AL1G49120
OG0017583	g32743	nbis-gene-209
OG0017585	g27802	AL1G47880
OG0017586	g50706	AL1G47810
OG0017587	g32667	AL1G47790
OG0017588	g40329, g25780	AL6G44760
OG0017589	g25765	AL6G44960
OG0017591	g25763	AL6G45050
OG0017592	g25698	AL6G46210
OG0017593	g25695	AL6G46190
OG0017594	g4870	AL6G30780
OG0017595	g4805	AL6G38870
OG0017596	g10151	AL6G39610
OG0017598	g4707	AL6G40110
OG0017599	g5934	AL3G47990
OG0017600	g5908	AL3G53360
OG0017601	g13827	AL3G53730
OG0017602	g47383	AL3G53920
OG0017603	g13834	AL3G54160
OG0017604	g31127	AL4G47700
OG0017605	g37776	AL4G47680
OG0017606	g37765	AL4G47510, AL39U10110
OG0017608	g37811, g28002	nbis-gene-945
OG0017609	g37728	AL4G46970
OG0017610	g37701	AL4G46390
OG0017611	g37699	AL4G46310
OG0017614	g38244	AL4G44720
OG0017616	g52244	AL4G44090
OG0017617	g17030	nbis-gene-1766
OG0017621	g37526	AL4G42860
OG0017622	g52142	AL4G42770
OG0017623	g5932	AL3G53900
OG0017624	g38210	nbis-gene-1149
OG0017626	g38205	AL4G41840
OG0017628	g52026	AL4G40420
OG0017629	g37423	AL4G40400
OG0017630	g37410	AL4G40130
OG0017631	g10885	AL8G10790
OG0017632	g7902	AL3G11370
OG0017633	g7893	AL3G11460
OG0017634	g45761	AL3G12020
OG0017636	g7843	AL3G12330
OG0017638	g12642	AL3G12930, AL3G13260
OG0017639	g12641	AL3G12940
OG0017640	g7823	AL3G13120
OG0017641	g12777	nbis-gene-1602
OG0017642	g7817	AL3G13420
OG0017643	g19650	AL8G43240
OG0017645	g7742	AL3G14870
OG0017646	g38425	AL4G13630
OG0017647	g12846	nbis-gene-663
OG0017648	g12561	AL3G15680
OG0017649	g12555	AL3G16080
OG0017650	g12509	AL3G16860
OG0017652	g32238	AL1G40250
OG0017654	g12487	AL3G17470
OG0017655	g7643	AL3G17530
OG0017656	g7639	AL3G17600
OG0017657	g12934	AL3G17720
OG0017658	g12469	AL3G17970
OG0017659	g7617	AL3G18120
OG0017660	g12954	AL3G18400
OG0017662	g12443	AL3G18710
OG0017663	g7572	AL3G19050
OG0017664	g10309	AL6G31690
OG0017665	g7559	AL3G19270
OG0017666	g7554	AL3G19370
OG0017667	g12993	AL3G19400
OG0017668	g7535	nbis-gene-677
OG0017669	g7533	nbis-gene-680
OG0017670	g7531	AL3G19860
OG0017673	g7479	AL3G20870
OG0017674	g13060	AL3G20960
OG0017675	g7469	AL3G21010
OG0017676	g12386	AL3G21340
OG0017678	g7444	AL3G21550
OG0017679	g7442	AL3G21570
OG0017680	g13085	AL3G21720
OG0017681	g13105	AL3G22090
OG0017682	g7409	AL3G22340
OG0017683	g13119	AL3G23000
OG0017684	g7304	nbis-gene-696
OG0017685	g7302	AL3G24220
OG0017686	g7282	AL3G24490
OG0017687	g13156	AL3G24910
OG0017688	g7248	AL3G25150
OG0017689	g7230	AL3G25470
OG0017690	g7221	AL3G25720
OG0017691	g12218	AL3G25810
OG0017693	g12203	AL3G26280
OG0017694	g7191	AL3G26320
OG0017695	g12184	AL3G26660
OG0017696	g7152	AL3G26900
OG0017697	g7151	AL3G26910
OG0017698	g6243	AL3G45300
OG0017699	g12154	AL3G27390
OG0017700	g12148	AL3G27520
OG0017701	g7115	AL3G27530
OG0017702	g7114	AL3G27550
OG0017703	g14415	AL3G27730
OG0017704	g7088	AL3G27840
OG0017705	g12119	AL3G28230
OG0017707	g7039	AL3G28840
OG0017708	g7021	AL3G29030
OG0017709	g6995	AL3G29680
OG0017710	g6992	AL3G29710
OG0017713	g23720	AL7G26890
OG0017716	g6777	AL3G33190
OG0017717	g11954	AL3G33200
OG0017718	g30881	AL1G14300
OG0017719	g11950	AL3G33260
OG0017720	g25296	AL7G44010
OG0017721	g11896	AL3G34710
OG0017722	g28390	AL8G27240
OG0017723	g16875	AL7G50280
OG0017726	g16894	AL7G50920
OG0017727	g46744	AL7G52120
OG0017728	g18096	AL7G52130
OG0017729	g46784	AL7G46510
OG0017731	g46786	AL7G46480
OG0017732	g46793	AL7G46310
OG0017734	g25094	AL7G45330
OG0017735	g6512	AL3G38580
OG0017737	g11764	AL3G37750
OG0017738	g6559	AL3G37390
OG0017739	g11819	AL3G36760
OG0017740	g11834	AL3G36420
OG0017741	g13409	AL3G36340
OG0017743	g50124	AL1G33000
OG0017744	g13389	AL3G35510
OG0017745	g11872	AL3G35360
OG0017746	g16991	AL7G22070
OG0017748	g23433	AL7G22100
OG0017749	g23438	AL7G22110
OG0017750	g16993	AL7G22210
OG0017751	g23445	AL7G22260
OG0017752	g393	AL8G38630
OG0017753	g45003	AL2G24060
OG0017754	g45056	AL2G22700
OG0017755	g45066	AL2G22550
OG0017756	g45115	AL2G19620
OG0017758	g45099	AL2G20260
OG0017759	g45085	AL2G22120
OG0017760	g28498	nbis-gene-2139
OG0017761	g43853	AL1G64970
OG0017762	g43870	AL1G64980
OG0017764	g1693	AL1G65350
OG0017765	g41447	AL6G30390
OG0017766	g29076	AL6G30270
OG0017767	g29059	AL6G29840
OG0017769	g4757	AL8G23420
OG0017770	g4732	AL6G40710
OG0017771	g10263	AL8G21300
OG0017772	g13875	AL3G48320
OG0017774	g19280	nbis-gene-1354
OG0017775	g2489	AL5G31640
OG0017776	g19320	AL5G31630
OG0017777	g19281	AL1G10070
OG0017778	g49285	AL1G10120
OG0017779	g49290	AL1G10230
OG0017781	g26865	AL1G10580
OG0017782	g30733	AL1G10630
OG0017783	g38487	AL8G23560
OG0017785	g26889	AL1G11720
OG0017786	g30810	AL1G12670
OG0017790	g26921	AL1G13600
OG0017791	g30852	AL1G13700
OG0017792	g30856	AL1G13730
OG0017794	g26933	AL1G13980
OG0017795	g49466	AL1G14560
OG0017798	g10289	AL8G20820
OG0017799	g30926	AL1G15130
OG0017801	g26960	AL1G15490
OG0017802	g30947	AL1G15600
OG0017803	g30957	AL1G15770
OG0017804	g30962	AL1G15860
OG0017805	g30972	AL1G16000
OG0017806	g26967	AL1G16080
OG0017807	g30989	AL1G16230
OG0017808	g49543	AL1G16340
OG0017810	g49562	AL1G17390
OG0017811	g31057	AL1G17470
OG0017813	g49597, g31084	AL1G18140
OG0017814	g31086	AL1G18160
OG0017815	g49692	AL1G18760
OG0017816	g41226	AL8G26980
OG0017817	g49686	AL1G18880
OG0017818	g27028	AL1G18960
OG0017819	g31160	AL1G19580
OG0017820	g27063	AL1G19720
OG0017821	g31176	AL1G19770
OG0017822	g31178	AL1G19790
OG0017824	g27075	AL1G19900
OG0017826	g49706	AL1G20420
OG0017827	g31239	AL1G20870
OG0017829	g49725	AL1G21140
OG0017830	g31273	AL1G21680
OG0017832	g49752	AL1G21760
OG0017835	g31311	AL1G22450
OG0017839	g31412	AL1G24500
OG0017840	g49872	AL1G24990
OG0017841	g38351	AL4G16000
OG0017842	g49879	AL1G25390
OG0017843	g27227	AL1G25430
OG0017844	g27248	AL1G25570
OG0017845	g31491	AL1G25870
OG0017846	g31504	AL1G26030
OG0017847	g31509	AL1G26090
OG0017848	g31525	AL1G26280
OG0017849	g31543	AL1G26670
OG0017850	g31588	AL1G27380
OG0017851	g31605	AL1G27670
OG0017852	g31611	AL1G27690
OG0017853	g31629	AL1G28140
OG0017854	g31631	AL1G28180
OG0017855	g49966	AL1G28400
OG0017857	g31690	AL1G29470
OG0017858	g49998	AL1G29640
OG0017859	g50011	AL1G29960
OG0017860	g31733	AL1G30190
OG0017861	g31740	AL1G30280
OG0017862	g31769	AL1G30710
OG0017863	g31771	AL1G30780
OG0017864	g31784	AL1G30930
OG0017865	g50048	AL1G30990
OG0017867	g27411	AL1G31000
OG0017868	g27415	AL1G31150
OG0017869	g50063	AL1G31600
OG0017870	g31820	AL1G31710
OG0017871	g27434	AL1G32310
OG0017873	g46866	AL7G44540
OG0017874	g31945	AL1G33610
OG0017877	g32001	AL1G34840
OG0017878	g32005	AL1G34880
OG0017879	g32007	AL1G34900
OG0017880	g27497	AL1G34990
OG0017882	g32023	AL1G35580
OG0017883	g32037	AL1G35990
OG0017884	g32041	AL1G36130
OG0017886	g27530	AL1G36270
OG0017887	g27791	AL1G47170
OG0017889	g50258	AL1G36400
OG0017890	g44635	AL2G31360
OG0017891	g44644	AL2G31260
OG0017892	g45918	AL2G31000
OG0017893	g45912	AL2G30830
OG0017894	g45902	AL2G30660
OG0017895	g45888	AL2G30480
OG0017897	g45882	AL2G30270
OG0017898	g45878	AL2G30190
OG0017899	g18010	AL2G30060
OG0017900	g44692	AL2G30050
OG0017901	g44693	AL2G30040
OG0017903	g27793	AL1G47180
OG0017904	g27795	AL1G47340
OG0017905	g27796	AL1G47380
OG0017906	g50688	AL1G47650
OG0017907	g46642	AL7G47810
OG0017908	g15780	AL7G50260
OG0017909	g40911	AL2G13450
OG0017910	g40918	AL2G13530
OG0017911	g40921	AL2G13580
OG0017912	g44215	AL2G13620
OG0017913	g44208	AL2G13670
OG0017914	g38260	AL2G13680
OG0017915	g44207	AL2G13850
OG0017916	g40932	AL2G14120
OG0017917	g40936	AL2G14180
OG0017919	g40985	AL2G15470
OG0017921	g41006	AL2G15750
OG0017922	g41023	AL2G16230
OG0017923	g44126	AL2G16260
OG0017924	g45068	AL2G22520
OG0017925	g41052	AL2G17540
OG0017927	g1714	AL2G18130
OG0017929	g45069	AL2G22510
OG0017931	g41119	AL1G65970
OG0017933	g10364	AL5G19140
OG0017934	g6196	nbis-gene-846
OG0017935	g40734	AL2G10060
OG0017936	g40638	AL8G11740
OG0017939	g40669	AL8G11350
OG0017940	g40716	AL8G10330
OG0017941	g5904	AL1G40820
OG0017942	g11051	AL8G15280
OG0017943	g11056	AL8G15690
OG0017945	g40465, g25543	AL6G48770
OG0017946	g23484	AL7G23120
OG0017947	g23469	AL7G22950
OG0017948	g17001	AL7G22440
OG0017949	g17000	AL7G22430
OG0017950	g17592	AL7G38800
OG0017951	g47150	AL7G38750
OG0017952	g28235	AL1G51480
OG0017953	g54051	AL1G54740
OG0017954	g28106	AL1G54950
OG0017957	g54086	AL1G55320
OG0017958	g36366	AL1G55680
OG0017959	g54109	AL1G55800
OG0017960	g44487	AL2G34880
OG0017963	g18372	AL7G10220
OG0017964	g18355	AL7G10370
OG0017966	g18337	AL7G10580
OG0017967	g18336	AL7G10590
OG0017968	g18334	AL7G10610
OG0017970	g4756	nbis-gene-1895
OG0017970	g22671	nbis-gene-318
OG0017971	g22692	AL7G11110
OG0017972	g22715	AL7G11580
OG0017973	g2992	AL5G23880
OG0017974	g22717	nbis-gene-1692
OG0017975	g22728	AL7G11900
OG0017976	g22766	AL7G12310
OG0017977	g22769	AL7G12320
OG0017978	g38280	AL4G19000
OG0017979	g22793	AL7G12640
OG0017981	g22854	AL7G13670
OG0017982	g22867	AL7G13710
OG0017983	g27074	AL7G13950
OG0017984	g22901	AL7G14230
OG0017986	g22988	AL7G15600
OG0017988	g23057	AL7G16450
OG0017989	g47877	AL7G16900
OG0017990	g23118	AL7G17100
OG0017991	g16920	AL7G19370
OG0017996	g18163	AL7G17950
OG0017997	g23158	AL7G17730
OG0017998	g23151, g47858	AL7G17590
OG0017999	g776	AL7G17390
OG0018000	g23299	AL7G20120
OG0018001	g23308	AL7G20220
OG0018002	g23315	AL7G20440
OG0018003	g23324	AL7G20590
OG0018004	g23573	AL7G24430
OG0018005	g23333	AL7G20720
OG0018006	g16957	AL7G20770
OG0018007	g23351	AL7G20960
OG0018008	g23367	AL7G21190
OG0018009	g6490	AL3G38940
OG0018010	g6489	AL3G39010
OG0018011	g13484	AL3G39330
OG0018012	g46009	AL2G32350
OG0018013	g46006	AL2G32250
OG0018014	g46001	AL2G32190
OG0018016	g32079	AL1G37940
OG0018018	g32182	AL1G39580
OG0018019	g23736	AL7G27260
OG0018020	g36800	AL4G19110
OG0018021	g51048	AL4G17010
OG0018025	g39464	AL6G52490
OG0018026	g39476	AL6G52220
OG0018027	g25356	AL6G53130
OG0018028	g50844	AL4G10080
OG0018030	g32195	AL1G39800
OG0018031	g28240, g28241	AL1G51430
OG0018032	g23673	AL7G26040
OG0018033	g17102	AL7G25700
OG0018034	g17090	AL7G25420
OG0018035	g17093	AL7G25470
OG0018036	g23631	AL7G25280
OG0018037	g47630	AL7G25260
OG0018039	g23599	AL7G24780
OG0018043	g45206, g30817	AL1G12850
OG0018044	g31118	AL1G18810
OG0018045	g49708	AL1G20500
OG0018046	g31271	AL1G21590
OG0018047	g31393	AL1G23950
OG0018049	g1487	AL3G10770
OG0018050	g27416	AL1G31170
OG0018051	g32053	AL1G36680
OG0018052	g50334	AL1G38420
OG0018053	g50348	AL1G38940
OG0018054	g32159	AL1G39240
OG0018056	g27781	AL1G46810
OG0018057	g28237	AL1G51520
OG0018058	g28217	AL1G51600
OG0018059	g35935	AL1G51770
OG0018060	g53929, g35967	AL1G52490
OG0018061	g36195	AL1G52900
OG0018063	g13687	AL2G10950
OG0018064	g24959	AL1G67440
OG0018065	g11193, g45042	AL9U10510, AL4G13920
OG0018067	g18064	AL2G19700
OG0018068	g45071	AL2G22480
OG0018069	g45043	AL2G23300
OG0018070	g44997	AL2G24080
OG0018071	g44859	AL2G26790
OG0018072	g41567	AL2G27080
OG0018075	g45901	AL2G30640
OG0018076	g13578	AL2G31690
OG0018077	g44553	AL2G33800
OG0018078	g44547	AL2G33980
OG0018080	g46151	AL2G34490
OG0018082	g44372	nbis-gene-607
OG0018083	g46429	AL2G38530
OG0018084	g46502	AL2G39590
OG0018086	g12692	AL3G11270
OG0018088	g7609	AL3G18860
OG0018089	g7269	nbis-gene-699
OG0018090	g6909	AL3G31190
OG0018091	g6873	nbis-gene-729
OG0018092	g11982	AL3G32280
OG0018093	g11979	AL3G32360
OG0018095	g13468	AL3G38100
OG0018096	g11664	AL3G41160
OG0018097	g13545	AL3G42140
OG0018098	g13667	AL3G45460
OG0018100	g46666	AL3G46550
OG0018101	g14318	AL3G46770
OG0018102	g14201	AL3G52570
OG0018103	g6108	AL3G50070
OG0018104	g6001	AL3G51870
OG0018105	g5889	AL3G53850
OG0018108	g38478	AL4G12210
OG0018109	g50916	AL4G12220
OG0018110	g50912	AL4G12350
OG0018111	g38453	AL4G12710, AL4G12770
OG0018112	g38440	AL4G13190
OG0018115	g36911	AL4G13610
OG0018117	g38405	AL4G13990
OG0018119	g38388	AL4G14650
OG0018121	g38346	AL4G16190
OG0018122	g38339	AL4G16300
OG0018123	g38316	AL4G17470
OG0018126	g37206	AL4G33690
OG0018128	g52050	AL4G40650
OG0018129	g37668	AL4G45800
OG0018130	g10815	AL5G10150
OG0018132	g10801	AL5G10390
OG0018133	g10794	AL5G10510
OG0018134	g10745	AL5G11010
OG0018135	g10738	AL5G11180
OG0018136	g1522	AL5G11640
OG0018137	g10686	AL5G12510
OG0018138	g10597	AL5G14610
OG0018139	g1593	AL5G15320
OG0018140	g10499	AL5G16550
OG0018141	g10477	AL5G16960
OG0018143	g10318	AL5G20360
OG0018144	g10314	AL5G20390
OG0018145	g3080	AL5G20800
OG0018147	g3113	AL5G22890
OG0018148	g3103	AL5G22920
OG0018149	g3094	AL5G22940
OG0018150	g2996	AL5G23790
OG0018152	g223, g10138	AL5G28140
OG0018153	g2684	AL5G28360
OG0018154	g2596	AL5G30150
OG0018155	g19006	AL5G38300
OG0018156	g19238	AL5G33330
OG0018158	g5715	AL6G13390
OG0018159	g5552	AL6G17600
OG0018160	g5520	AL6G18380
OG0018161	g5420	AL6G20800
OG0018163	g5378	AL6G21950
OG0018165	g5181, g29304	AL6G25290
OG0018166	g41448	AL6G30370
OG0018167	g668	AL6G31330, AL6G31320
OG0018171	g25867	AL6G42970
OG0018172	g25840	AL6G43740
OG0018173	g40337	AL6G45000
OG0018175	g25346	AL6G53320
OG0018177	g18207	AL7G16910
OG0018178	g18162	AL7G18010
OG0018180	g47710	AL7G22460
OG0018181	g23506	AL7G23330
OG0018182	g23527	AL7G23710
OG0018183	g23549	AL7G24060
OG0018184	g47666	AL7G24200
OG0018185	g17062	AL7G24450
OG0018186	g23600	AL7G24790
OG0018187	g17080	AL7G25160
OG0018188	g23670	AL7G25980
OG0018189	g17124	AL7G26160
OG0018190	g23694	AL7G26430
OG0018191	g23700	AL7G26480
OG0018192	g23716	AL7G26820
OG0018193	g23751	AL7G27520
OG0018194	g23837	AL7G28770
OG0018196	g47395	AL7G32250
OG0018197	g47346	AL7G33380
OG0018198	g47265	AL7G35960
OG0018199	g24268	AL7G37350
OG0018201	g25207	AL7G44400
OG0018202	g46861	AL7G44720
OG0018203	g16738	AL7G45670
OG0018205	g16896	AL7G51120
OG0018207	g16886	AL7G50600
OG0018208	g16801	AL7G48440
OG0018209	g16778	AL7G47760
OG0018210	g16773	AL7G47520
OG0018211	g18598	AL8G38220
OG0018212	g40705	AL8G10520
OG0018213	g39709	AL8G16380
OG0018214	g11128	AL8G17420
OG0018215	g10297	AL8G20250
OG0018216	g27792	AL8G20620
OG0018217	g10265	AL8G21290
OG0018218	g4763	AL8G23410
OG0018219	g26815	AL8G24300
OG0018220	g28258	AL8G24490
OG0018221	g1359	AL8G25100
OG0018222	g1349	AL8G25160
OG0018223	g41195, g41176	AL8G25980
OG0018224	g1323	AL8G26050
OG0018225	g1315	AL8G26150
OG0018226	g894	AL8G27310
OG0018227	g9905	AL8G38040
OG0018228	g9881	AL8G38690
OG0018230	g9637	AL8G44870
OG0018233	g43569, g27999	AL5G14620, AL7G12500, AL6G39010, AL1G55330, nbis-gene-1014, nbis-gene-1637, AL7G51840
OG0018235	g19692, g19739, g19723, g19771	nbis-gene-2230
OG0018236	g4827	AL6G38660
OG0018237	g28960	nbis-gene-1545
OG0018238	g19757, g19706	AL2G20670
OG0018261	g23916	AL7G30420
OG0018262	g11411	AL5G25920
OG0018264	g4966, g4967	AL6G28810
OG0018266	g36792, g36789	AL4G19300
OG0018267	g29260	AL6G26170
OG0018270	g29299	AL6G25420
OG0018271	g24574	AL7G42350
OG0018273	g45651	AL6G24830
OG0018274	g45631	AL6G24590
OG0018275	g29365	AL6G23890
OG0018276	g5292	AL6G23630
OG0018277	g5311	AL6G23160
OG0018278	g1015	AL6G23280, AL6G23350
OG0018280	g29496	AL6G20970
OG0018281	g45528	AL6G20750
OG0018282	g5441	AL6G20290
OG0018283	g5443	AL6G20270
OG0018284	g29553	AL6G20050
OG0018285	g29565	nbis-gene-1494
OG0018286	g45507	AL6G19530
OG0018287	g29579	nbis-gene-1490
OG0018288	g45497	AL6G18670
OG0018289	g5539	AL6G17800
OG0018290	g23807	AL7G28210
OG0018291	g39769	nbis-gene-412
OG0018293	g40124	AL4G21150
OG0018295	g40074	AL4G22170
OG0018299	g37883	AL4G24630
OG0018300	g39959	AL4G24710
OG0018301	g51221	nbis-gene-1043
OG0018302	g39893	AL4G25670
OG0018303	g37916	AL4G27090
OG0018304	g39749	nbis-gene-1074
OG0018306	g23836	AL7G28760
OG0018307	g23778	AL7G27850
OG0018308	g17170	AL7G27740
OG0018309	g17154	AL7G27290
OG0018310	g36263	AL1G54080
OG0018311	g28126	AL1G53280
OG0018312	g32415	AL1G43610
OG0018313	g50544	AL1G44550
OG0018314	g32474	AL1G44610
OG0018315	g50557	AL1G44800
OG0018316	g27723	AL1G46010
OG0018318	g32617	AL1G46610
OG0018319	g1527	AL5G12760
OG0018320	g1542	AL5G13130, AL5G13090
OG0018322	g183	AL8G42600
OG0018324	g284	AL8G40730
OG0018325	g9864	AL8G39230
OG0018326	g371	AL8G39040
OG0018327	g381	AL8G38840
