Orthogroup	Cochlearia_excelsa	Alyssum_gmelinii
OG0014800	g1266	Ag004G0644300
OG0014801	g1257	Ag004G0647700
OG0014802	g39242	Ag004G0648000
OG0014803	g1244	Ag004G0652600
OG0014804	g1243	Ag004G0652700
OG0014805	g1212	Ag004G0661700
OG0014806	g1204	Ag004G0663500
OG0014807	g1197	Ag004G0664600
OG0014808	g1196	Ag004G0664700
OG0014809	g1185	Ag004G0666000
OG0014811	g28693	Ag004G0669700
OG0014812	g1156	Ag004G0669900
OG0014813	g1154	Ag004G0671000
OG0014814	g28687	Ag004G0671200
OG0014815	g39235	Ag004G0671400
OG0014816	g28686	Ag004G0671500
OG0014817	g28684	Ag004G0671800
OG0014818	g39286	Ag004G0673900
OG0014819	g28669	Ag004G0677400
OG0014820	g1133	Ag004G0679900
OG0014821	g1131	Ag004G0680400
OG0014822	g39295	Ag004G0681000
OG0014823	g1120	Ag004G0681800
OG0014824	g39299	Ag004G0682100
OG0014825	g39306	Ag004G0691000
OG0014826	g1108	Ag004G0691800
OG0014827	g50606	Ag004G0695200
OG0014828	g13974	Ag004G0696600
OG0014829	g6164	Ag004G0696700
OG0014830	g39326	Ag004G0698600
OG0014831	g28600	Ag004G0698700
OG0014832	g28620	Ag004G0701300
OG0014833	g1082	Ag004G0710600
OG0014834	g1081	Ag004G0710700
OG0014835	g28562	Ag004G0712100
OG0014836	g28550	Ag004G0722400
OG0014838	g1044	Ag004G0727500
OG0014839	g39363	Ag004G0729000, Ag004G0735000
OG0014840	g1039	Ag004G0731500
OG0014841	g28534	Ag004G0732100
OG0014842	g28531	Ag004G0732700
OG0014844	g1034	Ag004G0733300
OG0014845	g1031	Ag004G0734500
OG0014846	g28517	Ag004G0737200
OG0014847	g1018	Ag004G0739600
OG0014848	g39374	Ag004G0740700
OG0014849	g977	Ag004G0753600
OG0014850	g2621	Ag004G0758600
OG0014851	g11380	Ag004G0760700
OG0014852	g2628	Ag004G0762100
OG0014853	g11386	Ag004G0766200
OG0014854	g2674	Ag004G0769400
OG0014855	g2675	Ag004G0769600
OG0014856	g19437	Ag004G0772800
OG0014857	g45234	Ag022G2633900
OG0014859	g29626	Ag022G2652100
OG0014860	g5546	Ag022G2654100
OG0014861	g37312	Ag039G4253000, Ag022G2656000
OG0014862	g45473	Ag022G2665600
OG0014863	g29648	Ag022G2670600
OG0014864	g45463	Ag022G2673900
OG0014865	g29652	Ag022G2674800
OG0014866	g29657	Ag022G2676800
OG0014867	g29660	Ag022G2677500
OG0014868	g29673	Ag022G2682100
OG0014869	g45452	Ag022G2686300
OG0014870	g18065	Ag022G2692200
OG0014871	g45443	Ag022G2697100
OG0014872	g28318	Ag022G2697300
OG0014873	g17223	Ag022G2701200
OG0014875	g45442	Ag022G2703500
OG0014876	g29703	Ag022G2703600
OG0014877	g45440	Ag022G2703800
OG0014879	g5626	Ag022G2706000
OG0014880	g45432	Ag022G2706600
OG0014881	g29711	Ag022G2707500
OG0014882	g5628	Ag022G2708400
OG0014883	g5629	Ag022G2708800
OG0014885	g45418	Ag022G2718400
OG0014886	g29736	Ag022G2718500
OG0014887	g29742	Ag022G2719100
OG0014888	g29748	Ag022G2720300
OG0014890	g5661	Ag022G2724400
OG0014891	g25857, g29774	Ag022G2726900
OG0014892	g29786	Ag022G2731600
OG0014893	g10728	Ag022G2731900, Ag024G2880700, Ag014G1912100
OG0014894	g45405	Ag022G2732200
OG0014895	g5689	Ag022G2733100
OG0014896	g5692	Ag022G2734000
OG0014897	g5695	Ag022G2735300
OG0014898	g29798	Ag022G2735400
OG0014899	g45393	Ag022G2737900
OG0014900	g5702	Ag022G2739300
OG0014902	g5709	Ag022G2742700
OG0014903	g5710	Ag022G2743400
OG0014904	g29813	Ag022G2744300
OG0014905	g46862	Ag022G2744800
OG0014906	g45367	Ag022G2748400
OG0014907	g29832	Ag022G2749200
OG0014908	g45365	Ag022G2749500
OG0014909	g29834	Ag022G2749800
OG0014910	g5730	Ag022G2753400
OG0014911	g5740	Ag022G2756100
OG0014912	g5745	Ag022G2757300
OG0014913	g5755	Ag022G2760400
OG0014914	g45342	Ag022G2767200
OG0014915	g5775	Ag022G2767300
OG0014916	g5778	Ag022G2768800
OG0014918	g5791	Ag022G2774200
OG0014919	g29860	Ag022G2777100
OG0014920	g45312	Ag022G2777600
OG0014921	g5796	Ag022G2777700
OG0014922	g45308	Ag022G2779500
OG0014923	g45306	Ag022G2779700
OG0014924	g45301	Ag022G2781600
OG0014925	g5805	Ag022G2782700
OG0014926	g5809	Ag022G2783000
OG0014927	g45299	Ag022G2783800
OG0014929	g5824	Ag022G2787800
OG0014930	g5826	Ag022G2788000
OG0014931	g5829	Ag022G2788300
OG0014932	g5831	Ag022G2788500
OG0014933	g5832	Ag022G2788700
OG0014934	g45286	Ag022G2789200
OG0014935	g18090	Ag022G2789300
OG0014936	g5839, g5841, g5837, g5835	Ag022G2790200
OG0014937	g5843	Ag022G2790400
OG0014938	g5848	Ag022G2791200, Ag011G1247900
OG0014939	g5868	Ag022G2794900
OG0014940	g5872	Ag022G2795200
OG0014941	g45284	Ag022G2795300
OG0014942	g45283	Ag022G2795700
OG0014943	g5871	Ag022G2796000
OG0014944	g17247	Ag022G2796400
OG0014945	g16817	Ag075G5288900
OG0014946	g16799	Ag075G5295400
OG0014947	g46649	Ag075G5296900
OG0014948	g46636	Ag075G5301500
OG0014950	g46606	Ag048G4554600
OG0014951	g46608	Ag048G4556400
OG0014952	g45244	Ag048G4557400
OG0014953	g44267	Ag048G4557600
OG0014954	g14654, g17996	Ag048G4557700
OG0014955	g44265	Ag048G4558300
OG0014956	g46601	Ag048G4559100
OG0014957	g44272	Ag048G4560500
OG0014958	g46594	Ag048G4561900
OG0014959	g46591	Ag048G4563200
OG0014960	g46587	Ag048G4563900
OG0014961	g46583	Ag048G4565100
OG0014963	g44300	Ag048G4579200
OG0014964	g46542	Ag048G4580600
OG0014965	g10142	Ag048G4582900
OG0014966	g44316	Ag048G4584800
OG0014967	g44321	Ag048G4587500
OG0014968	g44323	Ag048G4587800
OG0014969	g50399	Ag048G4590500
OG0014970	g46504	Ag048G4591500
OG0014971	g46503	Ag048G4591600
OG0014972	g44338	Ag048G4592400
OG0014973	g38300	Ag048G4593200
OG0014974	g44347	Ag048G4594000
OG0014975	g46491	Ag048G4595400
OG0014976	g46488	Ag048G4595700
OG0014978	g46477	Ag048G4597900
OG0014979	g44352	Ag048G4598500
OG0014980	g46465	Ag048G4605500
OG0014981	g46404	Ag048G4621200
OG0014982	g46402	Ag048G4621600
OG0014983	g46396	Ag048G4622300
OG0014984	g17960	Ag048G4629400
OG0014985	g13614	Ag048G4632000
OG0014986	g46379	Ag048G4632200
OG0014987	g46372	Ag048G4633900
OG0014988	g46364	Ag048G4640400
OG0014989	g44362	Ag048G4641000
OG0014990	g25140	Ag048G4642500
OG0014991	g46338	Ag048G4645400
OG0014993	g44366	Ag048G4646700, Ag048G4646600
OG0014994	g46304	Ag048G4653900
OG0014995	g46302	Ag048G4654200
OG0014996	g46301	Ag048G4655300
OG0014997	g44394	Ag048G4659200
OG0014998	g44396	Ag048G4660100
OG0014999	g46277	Ag048G4660500
OG0015000	g46275	Ag048G4662000
OG0015001	g46269	Ag048G4665800
OG0015002	g46268	Ag048G4665900
OG0015003	g44401	Ag048G4668200
OG0015004	g39519	Ag048G4668300
OG0015005	g46260	Ag048G4673600
OG0015006	g46252, g44410	Ag048G4677100
OG0015007	g44412	Ag048G4677700
OG0015008	g46249	Ag048G4677800
OG0015009	g46246	Ag048G4681200
OG0015010	g44420	Ag048G4687800
OG0015011	g46231	Ag048G4693400
OG0015012	g46223	Ag048G4697700
OG0015013	g46221	Ag048G4700000
OG0015014	g46216	Ag048G4703800
OG0015015	g46213	Ag030G3129300, Ag048G4704700
OG0015016	g46204	Ag048G4707600
OG0015017	g44456	Ag048G4708000
OG0015018	g44464	Ag048G4708500
OG0015019	g46196	Ag048G4710000
OG0015020	g44471	Ag048G4714800
OG0015021	g46187	Ag048G4716000
OG0015022	g46184	Ag048G4716600
OG0015023	g44481	Ag048G4719400
OG0015025	g6081	Ag040G4340600
OG0015026	g13746	Ag040G4345400
OG0015027	g13997	Ag040G4349600
OG0015028	g13989	Ag040G4353200
OG0015029	g2603	Ag049G4727200
OG0015030	g43873	Ag049G4729200
OG0015031	g19392	Ag049G4730900
OG0015032	g19391	Ag049G4731100
OG0015033	g2772	Ag049G4734700
OG0015034	g19515	Ag049G4735300
OG0015035	g2780	Ag049G4735400
OG0015036	g2770	Ag049G4736100
OG0015037	g2732	Ag049G4737800
OG0015038	g39449	Ag032G3419300
OG0015039	g54371	Ag032G3423200
OG0015040	g54368	Ag032G3425500
OG0015041	g54367	Ag032G3425700
OG0015042	g54364	Ag032G3426500
OG0015043	g54307	Ag032G3427400
OG0015044	g54316	Ag032G3429900
OG0015046	g54324	Ag032G3437700
OG0015047	g36699	Ag032G3441000
OG0015048	g36695	Ag032G3441900
OG0015049	g54338	Ag032G3442300
OG0015050	g27990	Ag032G3446300
OG0015051	g54303	Ag032G3458100
OG0015052	g28001	Ag032G3459800
OG0015053	g36637	Ag032G3465300
OG0015054	g35646	Ag032G3469000
OG0015055	g36617	Ag032G3470800
OG0015056	g36606	Ag032G3473200
OG0015057	g36604	Ag032G3474300
OG0015058	g36603	Ag032G3474600
OG0015059	g51575	Ag054G4883500
OG0015060	g38032	Ag054G4883800
OG0015061	g38037	Ag054G4885300
OG0015063	g38045	Ag054G4893900
OG0015064	g51602	Ag054G4895800
OG0015065	g51607	Ag054G4897400
OG0015066	g2941	Ag009G0982000, Ag041G4353500
OG0015067	g2987	Ag041G4355600, Ag009G0980600
OG0015068	g2991	Ag041G4356100, Ag009G0980300
OG0015069	g41253	Ag082G5405900
OG0015070	g28406	Ag082G5407600
OG0015071	g18957	Ag070G5234400, Ag031G3272100
OG0015072	g1475	Ag007G0846200
OG0015073	g24287	Ag007G0846700
OG0015074	g25946	Ag007G0847100
OG0015075	g25976	Ag007G0849300
OG0015076	g1449	Ag007G0851900
OG0015077	g1505	Ag007G0855100
OG0015078	g46927	Ag007G0860500
OG0015079	g46901, g25283	Ag007G0862800
OG0015080	g46883	Ag007G0863400
OG0015081	g25187	Ag007G0865100
OG0015082	g4767	Ag007G0865800
OG0015083	g25004	Ag007G0867400
OG0015084	g24838	Ag007G0868800
OG0015085	g25943	Ag007G0874100
OG0015086	g24722	Ag007G0880500
OG0015087	g46986	Ag007G0880700
OG0015088	g24651	Ag007G0884600
OG0015089	g47007	Ag007G0886500
OG0015090	g24609	Ag007G0886600
OG0015091	g17808	Ag007G0889300
OG0015092	g24576	Ag007G0889800
OG0015093	g24537	Ag007G0896600
OG0015094	g24528	Ag007G0898900
OG0015095	g47049	Ag007G0899400
OG0015096	g47063	Ag007G0899600
OG0015097	g47087	Ag007G0913400
OG0015098	g17689	Ag007G0914300
OG0015099	g17685	Ag007G0914600
OG0015100	g17684	Ag007G0914800
OG0015101	g24461	Ag007G0919200
OG0015102	g24455	Ag007G0919800
OG0015103	g24451	Ag007G0921200
OG0015104	g24446	Ag007G0921300
OG0015105	g10739	Ag007G0927000
OG0015106	g6201	Ag007G0929400
OG0015107	g24423	Ag007G0930900
OG0015108	g17621	Ag007G0932400
OG0015110	g24417	Ag007G0932900
OG0015111	g24415	Ag007G0933100
OG0015112	g46016	Ag078G5326800
OG0015113	g46017	Ag078G5326900
OG0015114	g44585	Ag078G5331500
OG0015115	g44584	Ag078G5331600
OG0015116	g46029	Ag078G5334600
OG0015117	g46030	Ag078G5335200
OG0015118	g46033	Ag078G5335600
OG0015119	g46034	Ag078G5335700
OG0015120	g31849, g46046	Ag078G5339200
OG0015121	g46060	Ag078G5342200
OG0015122	g1644	Ag078G5342500
OG0015123	g46061	Ag078G5343000
OG0015124	g46078	Ag078G5352200
OG0015125	g46082	Ag078G5353300
OG0015126	g44559	Ag078G5357500
OG0015127	g23606	Ag010G1016400, Ag078G5357900
OG0015128	g46090	Ag078G5358800
OG0015129	g46100	Ag078G5361300
OG0015130	g46108	Ag078G5364100
OG0015131	g46110	Ag078G5364900
OG0015132	g46115	Ag078G5367200
OG0015133	g51051	Ag078G5376000
OG0015134	g38356	Ag078G5376800
OG0015135	g44539	Ag078G5378200
OG0015136	g46135	Ag078G5379400
OG0015137	g44535	Ag078G5379600
OG0015138	g44530	Ag078G5380700
OG0015139	g46149	Ag078G5386300
OG0015140	g10746	Ag078G5386700
OG0015141	g17981	Ag078G5390000
OG0015142	g44513	Ag078G5390100, Ag078G5390400
OG0015143	g44512	Ag078G5391800
OG0015144	g44507	Ag078G5392600
OG0015145	g46161	Ag078G5393100
OG0015146	g46168	Ag078G5393900
OG0015147	g13636	Ag056G4935800
OG0015148	g44824	Ag056G4935900
OG0015149	g44814	Ag056G4937800
OG0015150	g13635	Ag056G4937900
OG0015151	g45757	Ag056G4939500
OG0015152	g44797	Ag056G4941700
OG0015153	g44788	Ag056G4943200
OG0015154	g45766	Ag056G4944100
OG0015155	g45767	Ag056G4944200
OG0015156	g44778	Ag056G4945600
OG0015157	g45779	Ag056G4947400
OG0015158	g44775	Ag056G4948200
OG0015159	g17042	Ag045G4505900
OG0015160	g23540	Ag045G4511000
OG0015161	g23539	Ag045G4511200
OG0015162	g23536	Ag045G4511600
OG0015163	g47678	Ag045G4512900
OG0015164	g17025	Ag045G4514300
OG0015165	g23515	Ag045G4518300
OG0015166	g23514	Ag045G4518500
OG0015167	g17015	Ag045G4519600
OG0015168	g47691	Ag045G4521900
OG0015169	g23498	Ag045G4523400
OG0015170	g23487	Ag045G4524700
OG0015172	g40786	Ag002G0114400, Ag063G5076200
OG0015173	g40797	Ag002G0109300, Ag063G5083500
OG0015174	g44263	Ag063G5088800, Ag002G0104000
OG0015175	g16874	Ag071G5236200
OG0015176	g16862	Ag071G5240500
OG0015177	g46679	Ag071G5247100
OG0015178	g16846	Ag071G5248400
OG0015179	g16845	Ag071G5249800
OG0015180	g11523	Ag012G1275400
OG0015181	g11508	Ag012G1279700
OG0015182	g10324	Ag012G1288500
OG0015183	g4305	Ag012G1290900
OG0015184	g10403	Ag012G1292100
OG0015185	g10450	Ag012G1295100
OG0015187	g10474	Ag012G1303400
OG0015188	g16566	Ag012G1304600, Ag012G1304900
OG0015189	g1619	Ag012G1305200
OG0015190	g10493	Ag012G1307400
OG0015191	g10504	Ag012G1308600
OG0015192	g10514	Ag012G1310500
OG0015193	g10518	Ag012G1311400
OG0015194	g10519	Ag012G1311500
OG0015195	g10520	Ag012G1311600
OG0015196	g10523	Ag012G1312200
OG0015197	g1604	Ag012G1316200
OG0015198	g10539	Ag012G1317200
OG0015199	g10550	Ag012G1320400
OG0015200	g1597	Ag012G1320900
OG0015201	g1596	Ag012G1321000
OG0015202	g16613	Ag012G1322800
OG0015203	g16639	Ag012G1324200
OG0015204	g10584	Ag012G1326900
OG0015205	g10589	Ag012G1329300
OG0015206	g1583	Ag012G1329700
OG0015207	g10590	Ag012G1329800
OG0015208	g31773	Ag012G1336500
OG0015209	g10612	Ag012G1337100
OG0015210	g10613	Ag012G1337400
OG0015211	g10622	Ag012G1339600
OG0015212	g44709	Ag034G4073700, Ag057G4951000
OG0015213	g44717	Ag057G4953200
OG0015214	g44757	Ag057G4963500
OG0015215	g44758, g45802	Ag057G4963600
OG0015216	g43213	Ag057G4964300
OG0015217	g24492	Ag057G4964900
OG0015218	g45793	Ag057G4966500
OG0015219	g10961	Ag006G0805600, Ag058G4977500
OG0015220	g43974	Ag006G0806900, Ag058G4976300
OG0015221	g10968	Ag006G0815400
OG0015222	g40575	Ag006G0816900
OG0015223	g10976	Ag006G0825100
OG0015224	g40553	Ag006G0834700
OG0015225	g40552	Ag006G0834900
OG0015226	g40551	Ag006G0835000
OG0015227	g6109	Ag006G0836500, Ag044G4504400
OG0015228	g40538	Ag006G0839600
OG0015229	g54151	Ag001G0009800
OG0015230	g36411	Ag001G0010500
OG0015231	g28066	Ag001G0012100
OG0015232	g54154	Ag001G0013600
OG0015233	g36416	Ag001G0015400
OG0015234	g28063	Ag001G0015900
OG0015235	g36417	Ag001G0016900
OG0015236	g36420	Ag001G0020200
OG0015237	g54162	Ag001G0022800
OG0015238	g36432	Ag001G0025800
OG0015239	g36445	Ag001G0030400
OG0015240	g36446	Ag001G0030500
OG0015242	g54178	Ag001G0034900
OG0015243	g36456	Ag001G0036900
OG0015244	g54197	Ag001G0049300
OG0015245	g28046	Ag001G0052900
OG0015246	g36486	Ag001G0053000
OG0015247	g28041	Ag001G0054400
OG0015248	g36502	Ag001G0059000
OG0015249	g3855, g36503	Ag001G0059100
OG0015250	g36504	Ag001G0059200
OG0015251	g44293	Ag001G0061200
OG0015252	g38368	Ag001G0062700
OG0015253	g36520	Ag001G0063100
OG0015254	g36523	Ag001G0064800
OG0015255	g36558	Ag001G0075000
OG0015256	g36561	Ag001G0076100
OG0015258	g23733	Ag001G0079700
OG0015259	g36572	Ag001G0079800
OG0015260	g36573	Ag001G0079900
OG0015261	g36578	Ag001G0081200
OG0015262	g36580	Ag001G0082200
OG0015263	g54267	Ag001G0082400
OG0015264	g54270	Ag001G0083700
OG0015265	g36583	Ag001G0085100
OG0015266	g36584	Ag001G0085200
OG0015267	g54276	Ag001G0086400
OG0015268	g28009	Ag001G0086900
OG0015269	g36586	Ag001G0087300
OG0015270	g37027	Ag023G2797500
OG0015271	g37028	Ag023G2797600
OG0015272	g37056	Ag023G2800600
OG0015273	g18431	Ag023G2801600
OG0015274	g11133	Ag023G2804100
OG0015275	g11131	Ag023G2804400
OG0015276	g51371	Ag023G2807200
OG0015277	g37965	Ag023G2807800
OG0015278	g51388	Ag023G2808700
OG0015279	g51389	Ag023G2809100, Ag023G2808900
OG0015280	g51398	Ag023G2810800
OG0015281	g51422	Ag023G2814300
OG0015282	g51424	Ag023G2815500
OG0015283	g51429	Ag023G2815800
OG0015284	g37973	Ag023G2816000
OG0015285	g37086	Ag023G2817100
OG0015286	g51448	Ag023G2818600
OG0015287	g51459	Ag023G2821500
OG0015288	g10395	Ag023G2824900
OG0015289	g51492	Ag023G2830900
OG0015290	g51494	Ag023G2831200
OG0015291	g51495	Ag023G2831400
OG0015292	g51499	Ag023G2832000
OG0015293	g37991	Ag023G2832500
OG0015294	g51501, g37992	Ag023G2832600
OG0015295	g51518	Ag023G2837400
OG0015296	g51521	Ag023G2838700
OG0015297	g51525	Ag023G2840400
OG0015298	g51530	Ag023G2842400
OG0015299	g18453	Ag023G2845700
OG0015300	g51544	Ag023G2846600
OG0015301	g38021	Ag023G2848900
OG0015302	g24127	Ag050G4741700
OG0015303	g47311, g17432	Ag050G4742700
OG0015304	g47305	Ag050G4743100
OG0015305	g47304	Ag050G4745100
OG0015306	g24142	Ag050G4747700
OG0015307	g43474, g24150	Ag050G4748700
OG0015308	g47296	Ag050G4749800
OG0015309	g17453	Ag050G4756200
OG0015310	g47288	Ag050G4763700
OG0015311	g17459	Ag050G4763800
OG0015312	g24171	Ag050G4766400
OG0015313	g24175	Ag050G4767500
OG0015314	g17479	Ag050G4770800
OG0015315	g17475, g24192	Ag050G4774700
OG0015316	g47263	Ag050G4776000
OG0015317	g47262	Ag050G4776100
OG0015318	g17490	Ag050G4778300
OG0015320	g24212	Ag050G4779800, Ag050G4779900
OG0015321	g36878	Ag050G4780000
OG0015322	g47255	Ag050G4785500
OG0015323	g17526	Ag050G4791900
OG0015324	g24240	Ag050G4793000
OG0015325	g24241	Ag050G4793100
OG0015326	g24247	Ag050G4794300
OG0015327	g24267	Ag050G4797700
OG0015328	g17555	Ag050G4799400
OG0015329	g24290	Ag050G4799600
OG0015330	g25132	Ag076G5310400
OG0015331	g41838	Ag058G4993400
OG0015332	g10374	Ag009G0972800
OG0015333	g2511	Ag008G0938900, Ag008G0963100
OG0015334	g19344	Ag008G0944500
OG0015335	g2544	Ag008G0945900
OG0015336	g19352	Ag008G0948300
OG0015337	g19361	Ag008G0954200
OG0015338	g2581	Ag008G0954600
OG0015339	g11363, g2583	Ag008G0954700
OG0015340	g2588	Ag008G0958000
OG0015341	g2589	Ag008G0958100
OG0015342	g19366	Ag008G0961600
OG0015343	g28367	Ag051G4804800
OG0015344	g28363	Ag051G4807600
OG0015345	g870	Ag051G4808600
OG0015346	g866	Ag051G4808700
OG0015347	g865	Ag051G4808800
OG0015348	g1305	Ag051G4809600
OG0015349	g1306	Ag051G4809900
OG0015350	g28352	Ag051G4811300
OG0015351	g28346	Ag051G4813700
OG0015352	g28348	Ag051G4815000
OG0015353	g44216	Ag051G4815200
OG0015354	g28344	Ag051G4815500
OG0015355	g1346	Ag051G4828200
OG0015356	g28309	Ag051G4830000
OG0015357	g28305	Ag051G4830900
OG0015358	g6337	Ag044G4469900
OG0015359	g13671	Ag044G4476200
OG0015360	g14464	Ag044G4476500
OG0015361	g13674	Ag044G4477100
OG0015362	g13675	Ag044G4477400
OG0015363	g6218	Ag044G4477600
OG0015364	g13678	Ag044G4478000
OG0015365	g14425	Ag044G4478600
OG0015366	g13680	Ag044G4478800
OG0015367	g6197	Ag044G4478900
OG0015368	g13684	Ag044G4479200
OG0015369	g6192	Ag044G4480600
OG0015370	g6172	Ag044G4482400
OG0015371	g13688	Ag044G4483700
OG0015372	g6163	Ag044G4483900
OG0015374	g40604	Ag044G4492100
OG0015375	g6138	Ag044G4492900
OG0015376	g14197	Ag044G4493600
OG0015377	g14074	Ag044G4497000
OG0015378	g13714	Ag044G4497300
OG0015380	g23873	Ag033G3484200, Ag052G4839200
OG0015382	g17273	Ag033G3507600, Ag033G3507000
OG0015383	g23927	Ag033G3508000
OG0015384	g47446	Ag033G3508500
OG0015385	g47437	Ag033G3512800
OG0015389	g24089	Ag033G3549900
OG0015390	g17387	Ag033G3568500
OG0015391	g47340	Ag033G3578600
OG0015392	g47345	Ag033G3583700
OG0015393	g47349	Ag033G3587500
OG0015395	g47354	Ag033G3591800
OG0015396	g47356	Ag033G3592200
OG0015397	g47367	Ag033G3601000
OG0015398	g17364	Ag033G3601100
OG0015399	g24030	Ag033G3601500
OG0015400	g24022	Ag033G3604000
OG0015401	g24020	Ag033G3604300
OG0015403	g24016	Ag033G3604800
OG0015404	g17619	Ag033G3610600
OG0015405	g24006	Ag033G3612200, Ag064G5104200, Ag064G5104100
OG0015406	g47378	Ag033G3612300
OG0015407	g47386	Ag033G3614300
OG0015408	g23991	Ag033G3615300
OG0015409	g10805	Ag033G3616900
OG0015410	g17321	Ag033G3621500
OG0015411	g23984	Ag033G3622600
OG0015413	g23982	Ag033G3624900
OG0015414	g47318	Ag033G3642000
OG0015415	g24121	Ag033G3645600
OG0015417	g36980	Ag028G3080300, Ag026G2981700
OG0015418	g18456	Ag028G3081400, Ag026G2981200
OG0015419	g18454	Ag028G3081700
OG0015420	g36971	Ag028G3083400, Ag026G2980100
OG0015421	g47156	Ag031G3138000
OG0015422	g47163	Ag031G3139500
OG0015423	g24333	Ag031G3140400
OG0015424	g17589	Ag031G3140700
OG0015426	g24322	Ag031G3142900
OG0015427	g47182	Ag031G3144100
OG0015428	g47184	Ag031G3144300
OG0015429	g24305	Ag031G3146200
OG0015430	g12723	Ag031G3150000
OG0015431	g7951	Ag031G3151100
OG0015432	g7950	Ag031G3151400
OG0015433	g7949	Ag031G3151600
OG0015434	g7943	Ag031G3152500
OG0015435	g12718	Ag031G3154200
OG0015436	g32638	Ag031G3155100
OG0015438	g30	Ag031G3159400
OG0015439	g19	Ag031G3160700
OG0015440	g9628	Ag031G3162700
OG0015442	g11518	Ag031G3163900
OG0015443	g15	Ag031G3165000
OG0015444	g9625	Ag031G3165200
OG0015445	g12	Ag031G3166000
OG0015446	g19623	Ag031G3166500
OG0015447	g18711	Ag031G3168300
OG0015448	g18710	Ag031G3168400
OG0015449	g18709	Ag031G3168500
OG0015450	g18707	Ag031G3168900
OG0015451	g18705	Ag031G3169100
OG0015452	g18699	Ag031G3169800
OG0015454	g18783	Ag031G3170800
OG0015455	g18782	Ag031G3170900
OG0015456	g18764	Ag031G3173200
OG0015457	g11147	Ag031G3173600
OG0015458	g18749	Ag031G3175500
OG0015459	g18740	Ag014G1800900, Ag031G3176300
OG0015460	g18731	Ag031G3176900
OG0015461	g1746	Ag031G3177400
OG0015462	g1747	Ag031G3178200
OG0015463	g18793	Ag031G3179800
OG0015464	g18685	Ag031G3183500
OG0015465	g18684	Ag031G3183600
OG0015466	g11151	Ag031G3188900
OG0015467	g1767	Ag031G3189200
OG0015470	g1808	Ag031G3196700
OG0015472	g28353	Ag031G3200500
OG0015473	g1833	Ag031G3203100
OG0015474	g11166	Ag031G3205200
OG0015475	g1857	Ag031G3206000
OG0015476	g1862	Ag031G3208000
OG0015477	g18687	Ag031G3213000, Ag031G3212700
OG0015478	g1876	Ag031G3213200
OG0015480	g1885	Ag031G3215400
OG0015481	g1886	Ag031G3215500
OG0015483	g1907	Ag031G3220500
OG0015484	g18822	Ag031G3221900
OG0015485	g18832	Ag031G3223700
OG0015486	g32201	Ag031G3223900
OG0015487	g1925	Ag031G3224200
OG0015488	g1929	Ag031G3225600
OG0015489	g18843	Ag031G3227200
OG0015490	g1947	Ag031G3231800
OG0015491	g18876	Ag031G3232300
OG0015492	g1963	Ag031G3234900
OG0015493	g18885	Ag031G3241200
OG0015494	g2020	Ag031G3243100
OG0015495	g2019	Ag031G3243200
OG0015496	g13579	Ag031G3247400
OG0015497	g18906	Ag031G3250500
OG0015498	g1999	Ag031G3258600
OG0015499	g31245	Ag031G3259100
OG0015500	g18943	Ag031G3262000
OG0015501	g18947	Ag031G3265400
OG0015502	g18948	Ag031G3265600
OG0015503	g18952	Ag031G3266000
OG0015504	g1979	Ag031G3266400
OG0015505	g11210	Ag031G3266500
OG0015506	g2049	Ag031G3284600
OG0015507	g2130	Ag031G3287500
OG0015508	g18976	Ag031G3287600
OG0015509	g24775	Ag031G3289500
OG0015510	g2120	Ag031G3292600
OG0015511	g2117	Ag031G3293900
OG0015512	g2113	Ag031G3294200
OG0015513	g2099	Ag031G3296400
OG0015514	g17930, g42089, g50238, g42088	Ag031G3301100
OG0015515	g51074	Ag031G3305400
OG0015516	g2073	Ag031G3305500
OG0015517	g19014	Ag031G3314200
OG0015518	g2135	Ag031G3316600
OG0015519	g2138	Ag031G3317600
OG0015520	g3015	Ag031G3318300
OG0015521	g11261	Ag031G3320700
OG0015522	g2146	Ag031G3321000
OG0015523	g2162	Ag031G3325600
OG0015524	g2165	Ag031G3326200
OG0015525	g2168	Ag031G3327600
OG0015526	g2172	Ag031G3329900
OG0015527	g19052	Ag031G3330200
OG0015528	g2181	Ag031G3333000
OG0015529	g19059	Ag031G3333500
OG0015530	g19060	Ag031G3333600
OG0015531	g19072	Ag031G3339700
OG0015532	g40840	Ag002G0130400, Ag031G3344500
OG0015533	g2211	Ag031G3345100
OG0015534	g2215, g19099	Ag031G3346500
OG0015535	g2218	Ag031G3347000
OG0015536	g2222	Ag031G3353300
OG0015537	g11279	Ag031G3353700
OG0015538	g10396	Ag031G3354100
OG0015539	g2233	Ag031G3354500
OG0015540	g2237	Ag031G3357500
OG0015541	g2257	Ag031G3359200
OG0015542	g2252	Ag031G3360100
OG0015543	g2245	Ag031G3360500
OG0015544	g2244	Ag031G3360600
OG0015545	g2264	Ag031G3362200
OG0015546	g44862	Ag031G3363300
OG0015547	g19147	Ag031G3365300
OG0015548	g2278	Ag031G3365800
OG0015549	g2285	Ag031G3368700
OG0015550	g2289	Ag031G3369200
OG0015551	g19154	Ag031G3370100
OG0015552	g11299	Ag031G3370300
OG0015553	g19155	Ag031G3370400
OG0015554	g19160	Ag031G3373600
OG0015555	g53982	Ag031G3379800
OG0015556	g46790	Ag031G3381300
OG0015557	g19172	Ag031G3382400
