Orthogroup	Cochlearia_excelsa	Brassica_oleracea
OG0014246	g50092	XP_013602466.1, XP_013639294.1
OG0014247	g27480	XP_013585827.1
OG0014248	g50315	XP_013584292.1
OG0014249	g50375	XP_013622296.1, XP_013637910.1
OG0014251	g32202	XP_013593063.1, XP_013586048.1
OG0014252	g32207	XP_013627373.1
OG0014253	g32242	XP_013597406.1, XP_013627892.1
OG0014254	g32285	XP_013585214.1
OG0014255	g50662	XP_013584744.1
OG0014258	g40780, g41067	XP_013607200.1
OG0014261	g44419	XP_013619629.1
OG0014262	g46316	XP_013588772.1, XP_013592878.1
OG0014264	g12756	XP_013638486.1
OG0014265	g12254	XP_013626498.1, XP_013584372.1
OG0014266	g13155	XP_013623244.1, XP_013611002.1
OG0014267	g11826	XP_013627696.1, XP_013585194.1
OG0014268	g6470	XP_013594610.1
OG0014269	g29333, g50279, g34784	XP_013605753.1
OG0014271	g14240	XP_013610653.1
OG0014273	g13916	XP_013598500.1
OG0014274	g38538	XP_013634465.1, XP_013602789.1
OG0014275	g50943	XP_013600080.1, XP_013621976.1
OG0014278	g38287	XP_013634614.1
OG0014279	g41196, g41180, g6732, g41759	XP_013594201.1, XP_013585042.1
OG0014282	g51506	XP_013635638.1, XP_013635808.1, XP_013635694.1
OG0014283	g51520, g25983	XP_013634611.1, XP_013637293.1
OG0014284	g51527	XP_013629836.1, XP_013631867.1
OG0014286	g51926, g51933	XP_013629863.1
OG0014287	g10816	XP_013598092.1
OG0014288	g10795	XP_013610642.1
OG0014289	g41234	XP_013593693.1
OG0014290	g10549	XP_013613406.1, XP_013597308.1
OG0014291	g10352	XP_013607485.1
OG0014292	g10351	XP_013620371.1, XP_013613315.1
OG0014293	g10320	XP_013598014.1, XP_013620766.1
OG0014295	g2735	XP_013625443.1
OG0014296	g19375	XP_013602696.1
OG0014297	g19369	XP_013603659.1, XP_013585330.1
OG0014298	g19173	XP_013635637.1, XP_013603924.1
OG0014299	g1988	XP_013605202.1
OG0014300	g5707, g5706	XP_013614449.1
OG0014301	g29747	XP_013623752.1, XP_013608524.1, XP_013608533.1
OG0014302	g29681	XP_013619597.1, XP_013608512.1
OG0014304	g5121	XP_013608437.1, XP_013627984.1
OG0014306	g40209	XP_013607276.1
OG0014307	g40240	XP_013621856.1
OG0014308	g40249	XP_013611458.1
OG0014309	g40328	XP_013612049.1
OG0014310	g25548	XP_013612146.1
OG0014311	g25436	XP_013590263.1
OG0014313	g23135	XP_013603320.1, XP_013622675.1
OG0014314	g23380	XP_013599280.1, XP_013604991.1
OG0014315	g23703	XP_013608161.1, XP_013593367.1
OG0014316	g23721	XP_013595813.1
OG0014317	g24184	XP_013596996.1
OG0014319	g24642, g24636	XP_013607793.1
OG0014320	g46884, g25247	XP_013633087.1, XP_013601209.1
OG0014321	g46858	XP_013635827.1, XP_013608578.1
OG0014323	g10971	XP_013610948.1
OG0014324	g11121	XP_013618736.1, XP_013610239.1
OG0014325	g11122	XP_013607390.1
OG0014326	g37049, g18433	XP_013636598.1
OG0014327	g10215	XP_013614996.1
OG0014328	g26786	XP_013626747.1
OG0014329	g28274	XP_013615678.1
OG0014330	g1388	XP_013622542.1
OG0014331	g1383	XP_013626366.1
OG0014332	g1374	XP_013609324.1
OG0014333	g1321	XP_013619554.1, XP_013609939.1
OG0014334	g28484	XP_013608934.1
OG0014335	g28492	XP_013617011.1, XP_013610707.1
OG0014336	g9857, g358	XP_013616114.1, XP_013622803.1
OG0014337	g30303, g20244	YP_004927473.1
OG0014340	g53179, g10338	XP_013590719.1, XP_013634711.1
OG0014341	g45249	XP_013607443.1, XP_013638414.1
OG0014343	g11907	XP_013629827.1, XP_013584883.1
OG0014344	g27158	XP_013603999.1, XP_013587317.1
OG0014346	g46538	XP_013616557.1, XP_013616489.1, XP_013592653.1
OG0014347	g19701	XP_013633081.1
OG0014349	g33328, g48169, g48152, g33339, g33318, g21418, g15761, g15771, g48158, g33323, g48175, g15762	XP_013633238.1
OG0014373	g19619	XP_013630164.1
OG0014374	g11420	XP_013603209.1
OG0014375	g19527, g2813	XP_013628194.1
OG0014376	g2811	XP_013628322.1
OG0014377	g11410	XP_013628324.1
OG0014378	g2809	XP_013623585.1
OG0014379	g2798	XP_013626745.1
OG0014380	g957	XP_013618703.1
OG0014381	g2706	XP_013603700.1
OG0014382	g2711	XP_013599555.1
OG0014383	g2717	XP_013602358.1
OG0014384	g2718	XP_013605180.1
OG0014385	g2723	XP_013602486.1
OG0014386	g19469	XP_013602976.1
OG0014387	g19481	XP_013603421.1
OG0014388	g19493	XP_013629960.1
OG0014389	g19497	XP_013604321.1
OG0014390	g27621	XP_013585279.1
OG0014391	g2751	XP_013625548.1
OG0014392	g19499	XP_013622416.1
OG0014393	g19500	XP_013628696.1
OG0014394	g10828	XP_013598483.1
OG0014395	g10821	XP_013620531.1
OG0014396	g10731	XP_013612745.1
OG0014397	g46671	XP_013631382.1
OG0014398	g46672	XP_013589794.1
OG0014399	g46676	XP_013631622.1
OG0014401	g25300	XP_013604546.1
OG0014402	g37176	XP_013631952.1
OG0014403	g4948	XP_013619509.1
OG0014404	g4952, g4956	XP_013608399.1
OG0014405	g28994	XP_013613095.1
OG0014406	g28993	XP_013611613.1
OG0014407	g41501	XP_013609488.1
OG0014408	g29132	XP_013618368.1
OG0014409	g29135	XP_013608412.1, XP_013628881.1
OG0014410	g4992	XP_013607368.1
OG0014411	g4998	XP_013618498.1
OG0014412	g29156	XP_013611201.1
OG0014413	g29158	XP_013611192.1
OG0014414	g29167	XP_013618222.1
OG0014416	g5031	XP_013621676.1
OG0014418	g5063	XP_013611216.1
OG0014419	g10262	XP_013606661.1
OG0014420	g5088	XP_013619553.1
OG0014421	g23555	XP_013587956.1
OG0014422	g5103	XP_013618364.1
OG0014423	g5113	XP_013630512.1
OG0014424	g5118	XP_013613097.1
OG0014425	g5127	XP_013618062.1
OG0014426	g5143	XP_013620399.1
OG0014427	g5146	XP_013620398.1
OG0014428	g5147	XP_013620400.1
OG0014429	g5160	XP_013611507.1
OG0014430	g5176, g29296	XP_013608763.1
OG0014431	g29298	XP_013606175.1
OG0014432	g5180	XP_013616035.1
OG0014433	g47034	XP_013602302.1
OG0014434	g29303	XP_013612196.1
OG0014435	g29305	XP_013618294.1
OG0014436	g5183	XP_013625921.1
OG0014437	g45658	XP_013609725.1
OG0014438	g5200	XP_013608450.1
OG0014439	g45654	XP_013611514.1
OG0014440	g45649	XP_013629217.1
OG0014441	g45636	XP_013607031.1
OG0014442	g5216	XP_013606358.1
OG0014443	g29331	XP_013606867.1
OG0014445	g29334	XP_013610136.1
OG0014446	g5246	XP_013620706.1
OG0014447	g29357	XP_013620241.1
OG0014448	g29358	XP_013620239.1
OG0014449	g45614	XP_013628828.1
OG0014450	g5299	XP_013626765.1
OG0014452	g45593	XP_013611564.1, XP_013620557.1
OG0014453	g29399	XP_013611523.1
OG0014454	g45588	XP_013606352.1
OG0014455	g29403	XP_013621526.1
OG0014456	g5351	XP_013609318.1
OG0014457	g5361	XP_013628604.1
OG0014458	g23541	XP_013598489.1
OG0014460	g4294	XP_013595472.1
OG0014461	g29447	XP_013611735.1
OG0014462	g5381	XP_013608670.1
OG0014463	g5389	XP_013620100.1
OG0014464	g29464	XP_013611693.1
OG0014465	g29465	XP_013608839.1
OG0014466	g29466	XP_013606681.1
OG0014467	g29471	XP_013610996.1
OG0014468	g5394	XP_013610998.1
OG0014470	g29486	XP_013630801.1
OG0014471	g29487	XP_013620806.1
OG0014472	g5405	XP_013611910.1
OG0014473	g45545, g29492	XP_013612430.1
OG0014474	g29493	XP_013628578.1
OG0014475	g45542	XP_013610221.1
OG0014477	g29509	XP_013612374.1
OG0014479	g29519	XP_013628480.1
OG0014480	g5432	XP_013606702.1
OG0014481	g13016	XP_013633758.1
OG0014482	g5450	XP_013611530.1
OG0014483	g29560	XP_013611503.1
OG0014484	g29561	XP_013613255.1
OG0014485	g5474	XP_013606042.1
OG0014486	g5487	XP_013611207.1
OG0014487	g5491	XP_013611480.1
OG0014488	g5498	XP_013612316.1
OG0014489	g6434	XP_013627742.1
OG0014490	g29588	XP_013625771.1
OG0014491	g5506	XP_013618774.1
OG0014493	g29602	XP_013621707.1
OG0014494	g5529	XP_013616763.1
OG0014495	g5537	XP_013606946.1
OG0014496	g5540, g29625	XP_013627727.1
OG0014497	g45207	XP_013625916.1
OG0014498	g23792	XP_013598539.1
OG0014499	g23801	XP_013599575.1
OG0014501	g23809	XP_013597463.1
OG0014502	g47524	XP_013584627.1, XP_013599525.1
OG0014503	g47519	XP_013601827.1
OG0014504	g17200	XP_013585587.1
OG0014505	g40201	XP_013636752.1
OG0014506	g19580	XP_013628941.1
OG0014507	g40186	XP_013597854.1
OG0014508	g40180	XP_013632063.1
OG0014509	g40179	XP_013634453.1
OG0014510	g40176	XP_013632065.1
OG0014511	g40162	XP_013630899.1
OG0014512	g40161	XP_013628725.1
OG0014513	g37795	XP_013631495.1
OG0014514	g40154	XP_013635030.1
OG0014515	g40128	XP_013636205.1
OG0014516	g43660	XP_013631067.1
OG0014517	g40117	XP_013626234.1
OG0014518	g40114	XP_013632340.1
OG0014519	g40112	XP_013632003.1
OG0014520	g40094	XP_013637544.1
OG0014521	g37812, g53449	XP_013634758.1
OG0014522	g40077	XP_013636767.1
OG0014523	g40071	XP_013637432.1
OG0014524	g40068	XP_013636872.1
OG0014525	g37821	XP_013637484.1
OG0014526	g40062	XP_013631348.1
OG0014527	g40056	XP_013637620.1
OG0014528	g40045	XP_013637150.1
OG0014529	g40039	XP_013637173.1
OG0014530	g51085	XP_013627195.1
OG0014531	g37843	XP_013633949.1
OG0014532	g39977	XP_013637307.1
OG0014533	g39984	XP_013614572.1
OG0014534	g39985	XP_013633992.1
OG0014535	g40002	XP_013631774.1
OG0014536	g51121	XP_013633714.1
OG0014537	g51122	XP_013634137.1
OG0014538	g39972	XP_013636134.1
OG0014539	g37878	XP_013636351.1
OG0014540	g51177	XP_013636876.1
OG0014541	g51181	XP_013636893.1
OG0014542	g39951	XP_013637361.1
OG0014543	g39946	XP_013631911.1
OG0014544	g39936	XP_013636423.1
OG0014545	g37896	XP_013626079.1
OG0014546	g51198	XP_013622038.1
OG0014547	g51228	XP_013625914.1
OG0014548	g39859	XP_013634062.1
OG0014550	g51240	XP_013637274.1
OG0014551	g51241	XP_013637272.1
OG0014552	g39848	XP_013631734.1
OG0014553	g51252	XP_013625133.1
OG0014554	g39840	XP_013633499.1
OG0014555	g47493	XP_013636114.1
OG0014556	g51271	XP_013636043.1
OG0014558	g39819	XP_013637139.1
OG0014559	g51288	XP_013631125.1
OG0014560	g51290	XP_013633924.1
OG0014561	g39810	XP_013629502.1
OG0014562	g39799	XP_013637119.1
OG0014563	g39791	XP_013623020.1
OG0014564	g39787	XP_013621581.1, XP_013637168.1
OG0014565	g39770	XP_013626133.1
OG0014566	g37941	XP_013627269.1
OG0014567	g39765	XP_013631149.1
OG0014568	g51322	XP_013631061.1
OG0014569	g51353	XP_013631466.1, XP_013631761.1
OG0014570	g39728	XP_013595522.1
OG0014571	g11100	XP_013595637.1
OG0014572	g39710	XP_013593534.1
OG0014573	g39708	XP_013614278.1
OG0014574	g39707	XP_013614284.1
OG0014575	g11090	XP_013606315.1
OG0014576	g11088	XP_013608572.1
OG0014577	g39694	XP_013594072.1
OG0014578	g39680	XP_013612988.1
OG0014579	g39679	XP_013594212.1
OG0014580	g11065	XP_013597849.1
OG0014581	g11061	XP_013598730.1
OG0014582	g23780	XP_013599657.1
OG0014583	g23766	XP_013596939.1
OG0014584	g47544	XP_013593743.1
OG0014585	g23763	XP_013592028.1
OG0014587	g47551	XP_013594053.1
OG0014588	g23758	XP_013625714.1
OG0014589	g54011	XP_013588074.1
OG0014590	g36259	XP_013590541.1
OG0014591	g36248	XP_013600817.1
OG0014592	g28121	XP_013637972.1
OG0014593	g53986	XP_013587948.1
OG0014594	g50419	XP_013626446.1, XP_013639444.1
OG0014595	g36175	XP_013590382.1
OG0014596	g44391	XP_013592392.1
OG0014597	g28140	XP_013592042.1
OG0014598	g28139	XP_013604817.1
OG0014599	g28136	XP_013592175.1
OG0014600	g53964	XP_013600008.1
OG0014601	g50436	XP_013586449.1
OG0014602	g32295	XP_013629273.1
OG0014603	g27642	XP_013622674.1
OG0014604	g32306	XP_013629591.1
OG0014605	g27649	XP_013625411.1
OG0014606	g27650	XP_013623588.1
OG0014607	g27655	XP_013637920.1
OG0014608	g32339	XP_013587112.1
OG0014609	g50472	XP_013585502.1
OG0014610	g32374	XP_013596777.1
OG0014611	g50502	XP_013623630.1
OG0014612	g50508	XP_013586393.1
OG0014613	g50513	XP_013597294.1
OG0014614	g32409	XP_013585323.1
OG0014615	g50517	XP_013585807.1
OG0014616	g32418	XP_013585371.1
OG0014617	g32428	XP_013587523.1
OG0014618	g32436	XP_013638529.1
OG0014619	g27694	XP_013638208.1
OG0014620	g50542	XP_013584490.1
OG0014621	g32472	XP_013586249.1
OG0014622	g32473	XP_013586251.1
OG0014623	g23832	XP_013607759.1
OG0014624	g50547	XP_013587029.1
OG0014625	g50551	XP_013587640.1
OG0014626	g32479	XP_013637692.1
OG0014627	g27718	XP_013584141.1, XP_013595752.1
OG0014628	g50566	XP_013584588.1
OG0014629	g32506	XP_013638079.1
OG0014630	g50573	XP_013584174.1
OG0014631	g50578	XP_013595553.1
OG0014632	g50579	XP_013618613.1
OG0014633	g50589	XP_013595802.1
OG0014634	g32525	XP_013604029.1
OG0014635	g27746	XP_013584604.1, XP_013604030.1
OG0014636	g27743	XP_013587412.1
OG0014637	g27737	XP_013586718.1
OG0014638	g50610	XP_013587089.1
OG0014639	g32535	XP_013584106.1
OG0014640	g32539	XP_013604776.1
OG0014641	g27724	XP_013599782.1
OG0014642	g50626, g27774	XP_013637770.1
OG0014643	g50628	XP_013587569.1
OG0014644	g32595	XP_013585476.1
OG0014645	g32600	XP_013584254.1
OG0014646	g50633	XP_013586097.1
OG0014647	g27780	XP_013586302.1
OG0014648	g10704	XP_013599033.1
OG0014649	g10697	XP_013598174.1
OG0014650	g10680	XP_013593571.1
OG0014651	g1531	XP_013597729.1
OG0014652	g1544	XP_013606037.1
OG0014653	g23811	XP_013636951.1
OG0014654	g10663	XP_013614485.1
OG0014655	g1551	XP_013593604.1
OG0014656	g1557	XP_013593842.1
OG0014657	g50	XP_013593073.1
OG0014658	g9653	XP_013593934.1
OG0014659	g62	XP_013609918.1
OG0014660	g77	XP_013597940.1
OG0014661	g78	XP_013597939.1
OG0014662	g9670	XP_013637938.1
OG0014663	g82	XP_013611969.1
OG0014664	g83	XP_013598745.1
OG0014665	g97	XP_013596682.1
OG0014666	g100	XP_013616609.1
OG0014667	g102	XP_013628303.1
OG0014668	g112	XP_013625376.1
OG0014669	g9688	XP_013629196.1
OG0014670	g118	XP_013629195.1
OG0014671	g9691	XP_013622849.1
OG0014674	g9707	XP_013606219.1
OG0014675	g166	XP_013613611.1
OG0014676	g9723	XP_013613632.1
OG0014677	g45210	XP_013625672.1
OG0014678	g9734	XP_013622600.1
OG0014679	g9742	XP_013630826.1
OG0014680	g207	XP_013625876.1
OG0014681	g213	XP_013622159.1
OG0014682	g217	XP_013612920.1
OG0014683	g9762	XP_013628513.1
OG0014684	g233	XP_013628907.1
OG0014685	g9764	XP_013620997.1
OG0014686	g9765	XP_013629402.1
OG0014687	g2754	XP_013616072.1
OG0014688	g245	XP_013611035.1
OG0014689	g9783	XP_013628333.1
OG0014690	g9792	XP_013625366.1
OG0014691	g261	XP_013630818.1
OG0014692	g263	XP_013630549.1
OG0014693	g282	XP_013622532.1
OG0014694	g299	XP_013625562.1
OG0014695	g300	XP_013629533.1
OG0014696	g9816	XP_013612984.1
OG0014697	g303	XP_013621809.1
OG0014698	g9817, g304	XP_013612301.1
OG0014699	g315	XP_013629038.1
OG0014700	g309	XP_013628435.1
OG0014701	g9826	XP_013606672.1
OG0014702	g320	XP_013612553.1
OG0014703	g9828	XP_013608993.1
OG0014704	g18623	XP_013626184.1
OG0014705	g324	XP_013611845.1
OG0014707	g348	XP_013629618.1
OG0014708	g18605	XP_013627224.1
OG0014709	g359	XP_013623687.1
OG0014710	g9871	XP_013616090.1
OG0014711	g380	XP_013621071.1
OG0014712	g9873	XP_013630352.1
OG0014713	g384	XP_013630682.1
OG0014714	g388	XP_013630228.1
OG0014715	g390	XP_013620660.1, XP_013630232.1
OG0014716	g9887	XP_013596626.1
OG0014717	g9888	XP_013607043.1
OG0014718	g413	XP_013597616.1
OG0014720	g9901	XP_013606856.1
OG0014721	g9908	XP_013594159.1
OG0014722	g435	XP_013620466.1
OG0014723	g9937	XP_013597474.1
OG0014724	g9938	XP_013597473.1
OG0014725	g9939	XP_013597476.1
OG0014726	g448	XP_013593744.1
OG0014728	g491	XP_013620721.1
OG0014729	g9970	XP_013598327.1
OG0014730	g9988	XP_013597850.1
OG0014731	g501	XP_013609040.1
OG0014732	g9992	XP_013599219.1
OG0014733	g28142	XP_013588016.1
OG0014734	g9995	XP_013609769.1
OG0014735	g2915	XP_013628938.1
OG0014736	g18571	XP_013598155.1
OG0014737	g533	XP_013593669.1
OG0014738	g10001	XP_013599012.1
OG0014739	g10005	XP_013598626.1
OG0014740	g539	XP_013598624.1
OG0014741	g541	XP_013597551.1
OG0014742	g546	XP_013606276.1
OG0014743	g547	XP_013618329.1
OG0014745	g548	XP_013599438.1
OG0014746	g550	XP_013612936.1
OG0014747	g18565	XP_013618372.1
OG0014748	g564	XP_013596902.1
OG0014749	g29124	XP_013597941.1
OG0014750	g567	XP_013593305.1
OG0014751	g576	XP_013596400.1
OG0014752	g589	XP_013593501.1
OG0014753	g14919, g18548	XP_013614297.1
OG0014754	g18544	XP_013596354.1
OG0014755	g625	XP_013598375.1
OG0014756	g10095	XP_013597101.1
OG0014758	g29111	XP_013616199.1
OG0014759	g28979	XP_013611113.1, XP_013629424.1
OG0014760	g28968	XP_013608745.1
OG0014761	g693	XP_013620665.1, XP_013630281.1
OG0014762	g28952, g41410	XP_013626121.1, XP_013621417.1
OG0014763	g708	XP_013607183.1
OG0014764	g718	XP_013613021.1
OG0014765	g719	XP_013618912.1
OG0014767	g722	XP_013625245.1
OG0014768	g723	XP_013611902.1
OG0014769	g41395	XP_013616438.1
OG0014770	g28911	XP_013625337.1
OG0014771	g747	XP_013611689.1
OG0014772	g41370	XP_013608872.1
OG0014773	g771	XP_013629719.1
OG0014774	g41361	XP_013625356.1
OG0014775	g777	XP_013616530.1
OG0014776	g50271	XP_013586922.1
OG0014777	g788	XP_013621189.1
OG0014778	g794	XP_013621283.1
OG0014779	g795	XP_013619680.1
OG0014780	g41359	XP_013610307.1
OG0014781	g809	XP_013630749.1
OG0014782	g28857	XP_013611642.1, XP_013616296.1
OG0014783	g11705	XP_013615070.1
OG0014784	g28855	XP_013619098.1
OG0014785	g28854	XP_013606603.1
OG0014787	g41294	XP_013606651.1
OG0014788	g41332	XP_013628869.1, XP_013629978.1
OG0014790	g41330	XP_013611931.1
OG0014791	g28826	XP_013606091.1
OG0014792	g28824	XP_013606764.1
OG0014793	g28801	XP_013606311.1
OG0014794	g48616, g21382	YP_004927492.1
OG0014795	g28766	XP_013621368.1
OG0014796	g1631	XP_013618592.1
OG0014797	g28739	XP_013611820.1
OG0014798	g46740	XP_013614378.1
OG0014799	g28731	XP_013609045.1
OG0014800	g1266	XP_013609947.1
OG0014801	g28700, g1257	XP_013615645.1
OG0014802	g39242	XP_013616233.1
OG0014803	g1244	XP_013610408.1
OG0014804	g1243	XP_013613107.1
OG0014805	g1212	XP_013609006.1
OG0014806	g1204	XP_013606990.1
OG0014807	g1197	XP_013611405.1
OG0014808	g1196	XP_013611407.1
OG0014809	g1185	XP_013612468.1
OG0014811	g28693	XP_013612026.1
OG0014812	g1156	XP_013616398.1
OG0014813	g1154	XP_013628479.1
OG0014814	g28687	XP_013608706.1
OG0014815	g39235	XP_013629127.1
OG0014816	g28686	XP_013608702.1
OG0014817	g28684	XP_013619374.1
OG0014818	g39286	XP_013611387.1
OG0014819	g28669	XP_013621612.1
OG0014820	g1133	XP_013607066.1, XP_013626910.1
OG0014821	g1131	XP_013608941.1
OG0014822	g39295	XP_013623491.1
OG0014823	g1120	XP_013609784.1
OG0014824	g39299	XP_013611797.1
OG0014825	g39306	XP_013625219.1
OG0014826	g1108	XP_013616066.1
OG0014827	g50606	XP_013616682.1
OG0014828	g13974	XP_013599083.1
OG0014829	g6164	XP_013596102.1
OG0014830	g39326	XP_013606283.1
OG0014831	g28600	XP_013609388.1
OG0014832	g28620	XP_013612558.1
OG0014833	g1082	XP_013612304.1
OG0014834	g1081	XP_013612305.1
OG0014835	g28562	XP_013612140.1
OG0014836	g28550	XP_013609144.1
OG0014838	g1044	XP_013609337.1, XP_013619108.1
OG0014839	g39363	XP_013612604.1
OG0014840	g1039	XP_013607181.1
OG0014841	g28534	XP_013621082.1
OG0014842	g28531	XP_013611778.1
OG0014844	g1034	XP_013612948.1
OG0014845	g1031	XP_013608207.1
OG0014846	g28517	XP_013628603.1
OG0014847	g1018	XP_013608201.1, XP_013614107.1
OG0014848	g39374	XP_013609990.1
OG0014849	g977	XP_013609290.1
OG0014850	g2621	XP_013630266.1
OG0014851	g11380	XP_013617237.1
OG0014852	g2628	XP_013625986.1
OG0014853	g11386	XP_013613849.1
OG0014854	g2674	XP_013605140.1
OG0014855	g2675	XP_013602380.1
OG0014856	g19437	XP_013608987.1
OG0014857	g45234	XP_013606538.1
OG0014859	g29626	XP_013629282.1
OG0014860	g5546	XP_013612945.1
OG0014861	g37312	XP_013628419.1
OG0014863	g29648	XP_013610867.1
OG0014864	g45463	XP_013619669.1
OG0014865	g29652	XP_013630136.1
OG0014866	g29657	XP_013609638.1
OG0014867	g29660	XP_013609712.1
OG0014868	g29673	XP_013612622.1
OG0014869	g45452	XP_013609015.1
OG0014870	g18065	XP_013618363.1
OG0014871	g45443	XP_013610058.1
OG0014872	g28318	XP_013610034.1
OG0014873	g17223	XP_013599395.1
OG0014875	g45442	XP_013609778.1
OG0014876	g29703	XP_013609891.1
OG0014877	g45440	XP_013608920.1
OG0014879	g5626	XP_013611870.1
OG0014880	g45432	XP_013608729.1
OG0014881	g29711	XP_013625527.1
OG0014882	g5628	XP_013606203.1
OG0014883	g5629	XP_013611520.1
OG0014885	g45418	XP_013613332.1
OG0014886	g29736	XP_013610582.1
OG0014887	g29742	XP_013612575.1
OG0014888	g29748	XP_013623050.1
OG0014890	g5661	XP_013611008.1
OG0014891	g25857, g29774	XP_013622271.1
OG0014892	g29786	XP_013611346.1
OG0014893	g10728	XP_013593049.1
OG0014894	g45405	XP_013629460.1
OG0014895	g5689	XP_013628919.1
OG0014896	g5692	XP_013612909.1
OG0014897	g5695	XP_013611361.1
OG0014898	g29798	XP_013629666.1
OG0014899	g45393	XP_013613340.1
OG0014900	g5702	XP_013611103.1
OG0014902	g5709	XP_013615622.1, XP_013612273.1
OG0014903	g5710	XP_013611680.1
OG0014904	g29813	XP_013621105.1
OG0014905	g46862	XP_013637510.1
OG0014906	g45367	XP_013606879.1
OG0014907	g29832	XP_013606460.1
OG0014908	g45365	XP_013612143.1
OG0014909	g29834	XP_013621422.1
OG0014910	g5730	XP_013625915.1
OG0014911	g5740	XP_013618381.1
OG0014912	g5745	XP_013610373.1
OG0014913	g5755	XP_013630195.1
OG0014914	g45342	XP_013610512.1
OG0014915	g5775	XP_013610516.1
OG0014916	g5778	XP_013616031.1
OG0014918	g5791	XP_013625001.1, XP_013607303.1
OG0014919	g29860	XP_013611617.1
OG0014920	g45312	XP_013620131.1
OG0014921	g5796	XP_013606708.1
OG0014922	g45308	XP_013625561.1
OG0014923	g45306	XP_013621998.1
OG0014924	g45301	XP_013622010.1
OG0014925	g5805	XP_013609555.1, XP_013619792.1
OG0014926	g5809	XP_013630274.1
OG0014927	g45299	XP_013606800.1
OG0014929	g5824	XP_013625888.1
OG0014930	g5826	XP_013616649.1
OG0014931	g5829	XP_013620489.1
OG0014932	g5831	XP_013614145.1
OG0014933	g5832	XP_013621747.1
OG0014934	g45286	XP_013625254.1
OG0014935	g18090	XP_013630176.1
OG0014936	g5839, g5841, g5837, g5835	XP_013627275.1
OG0014937	g5843	XP_013628626.1
OG0014938	g5848	XP_013606347.1
OG0014939	g5868	XP_013621320.1
OG0014940	g5872	XP_013626896.1
OG0014941	g45284	XP_013628643.1
OG0014942	g45283	XP_013629356.1
OG0014943	g5871	XP_013638249.1
OG0014944	g17247	XP_013621838.1
OG0014945	g16817	XP_013633985.1
OG0014946	g16799	XP_013590152.1
OG0014947	g46649	XP_013636609.1
OG0014948	g46636	XP_013631329.1
OG0014950	g46606	XP_013591426.1, XP_013589771.1
OG0014951	g46608	XP_013592249.1
OG0014952	g45244	XP_013592058.1
OG0014953	g44267	XP_013590434.1
OG0014954	g14654, g17996	XP_013590433.1
OG0014955	g44265	XP_013592154.1
OG0014956	g46601	XP_013591427.1
OG0014957	g44272	XP_013591199.1
OG0014958	g46594	XP_013590201.1
OG0014959	g46591	XP_013614601.1
OG0014960	g46587	XP_013619409.1
OG0014961	g46583	XP_013620331.1
OG0014963	g44300	XP_013621653.1
OG0014964	g46542	XP_013592318.1
OG0014965	g10142	XP_013607126.1
OG0014966	g44316	XP_013591405.1
OG0014967	g44321	XP_013587950.1
OG0014968	g44323	XP_013588031.1
OG0014969	g50399	XP_013583724.1
OG0014970	g46504	XP_013592755.1
OG0014971	g46503	XP_013591113.1
OG0014972	g44338	XP_013591566.1
OG0014973	g38300	XP_013600052.1
OG0014974	g44347	XP_013587955.1
OG0014975	g46491	XP_013590217.1
OG0014976	g46488	XP_013588617.1
OG0014978	g46477	XP_013621061.1
OG0014979	g44352	XP_013625009.1, XP_013589840.1
OG0014980	g46465	XP_013591596.1
OG0014981	g46404	XP_013588029.1
OG0014982	g46402	XP_013588003.1
OG0014983	g46396	XP_013588632.1
OG0014984	g17960	XP_013619514.1
OG0014985	g13614	XP_013621044.1
OG0014986	g46379	XP_013592343.1
OG0014987	g46372	XP_013592658.1
OG0014988	g46364	XP_013587812.1
OG0014989	g44362	XP_013618408.1
OG0014990	g25140	XP_013636486.1
OG0014991	g46338	XP_013620817.1
OG0014993	g44366	XP_013591578.1
OG0014994	g46304	XP_013592234.1
OG0014995	g46302	XP_013588313.1
OG0014996	g46301	XP_013588657.1
OG0014997	g44394	XP_013590123.1
OG0014998	g44396	XP_013590044.1
OG0014999	g46277	XP_013591075.1
OG0015000	g46275	XP_013592505.1
OG0015001	g46269	XP_013591530.1
OG0015002	g46268	XP_013591529.1
OG0015003	g44401	XP_013592002.1
OG0015004	g39519	XP_013611816.1
OG0015005	g46260	XP_013590339.1
OG0015006	g46252, g44410	XP_013591828.1
OG0015007	g44412	XP_013588769.1
OG0015008	g46249	XP_013589868.1
OG0015009	g46246	XP_013592393.1
OG0015010	g44420	XP_013591587.1
OG0015011	g46231	XP_013592048.1
OG0015012	g46223	XP_013620923.1
OG0015013	g46221	XP_013587917.1
OG0015014	g46216	XP_013592748.1
OG0015015	g46213	XP_013589688.1
OG0015016	g46204	XP_013592188.1
OG0015017	g44456	XP_013590953.1
OG0015018	g44464	XP_013592530.1
OG0015019	g46196	XP_013592674.1
OG0015020	g44471	XP_013590354.1
OG0015021	g46187	XP_013620627.1, XP_013590226.1
OG0015022	g46184	XP_013588405.1
OG0015023	g44481	XP_013587817.1
OG0015025	g6081	XP_013598528.1
OG0015026	g13746	XP_013606720.1
OG0015027	g13997	XP_013593316.1
OG0015028	g13989	XP_013596988.1
OG0015029	g2603	XP_013594656.1
OG0015030	g43873	XP_013588770.1
OG0015031	g19392	XP_013604994.1
OG0015032	g19391	XP_013601582.1
OG0015033	g2772	XP_013623336.1
