Orthogroup	Cochlearia_excelsa	Capsella_rubella
OG0015451	g18705	XP_006292523.2
OG0015452	g18699	XP_006292109.1
OG0015454	g18783	XP_006292690.1
OG0015455	g18782	XP_006292218.1
OG0015456	g18764	XP_006291814.1
OG0015457	g11147	XP_006291245.1
OG0015458	g18749	XP_006291570.2
OG0015459	g18740	XP_006293300.1
OG0015460	g18731	XP_006291882.1
OG0015461	g1746	XP_006292651.1
OG0015462	g1747	XP_006292494.1
OG0015463	g18793	XP_023638468.1
OG0015464	g18685	XP_006291368.1
OG0015465	g18684	XP_006292713.1
OG0015466	g11151	XP_006290262.1
OG0015467	g1767	XP_006290678.1
OG0015470	g1808	XP_006291671.1
OG0015472	g28353	XP_006279683.1
OG0015473	g1833	XP_006293268.1
OG0015474	g11166	XP_006291847.1
OG0015475	g1857	XP_006291035.1
OG0015476	g1862	XP_006293252.2
OG0015477	g18687	XP_023638440.1
OG0015478	g1876	XP_006290613.1
OG0015480	g1885	XP_006282259.1
OG0015481	g1886	XP_006290712.1
OG0015483	g18817, g1907	XP_006291254.1
OG0015484	g18822	XP_023638258.1
OG0015485	g18832	XP_006291453.1
OG0015486	g32201	XP_006305211.2
OG0015487	g1925	XP_023638265.1
OG0015488	g1929	XP_023638992.1
OG0015489	g18843	XP_023637883.1
OG0015490	g1947	XP_006293043.1
OG0015491	g18876	XP_006292239.1
OG0015492	g1963	XP_006292503.1
OG0015493	g18885	XP_023637829.1
OG0015494	g2020	XP_006291531.2
OG0015495	g2019	XP_006291459.2
OG0015496	g13579	XP_006297583.1
OG0015497	g18906	XP_006290894.2
OG0015498	g1999	XP_006291323.2
OG0015499	g31245	XP_023638102.1
OG0015500	g18943	XP_006290604.1
OG0015501	g18947	XP_006290784.1
OG0015502	g18948	XP_023639164.1
OG0015503	g18952	XP_006291211.1
OG0015504	g1979	XP_006291642.2
OG0015505	g11210	XP_023638255.1
OG0015506	g2049	XP_006290370.1
OG0015507	g2130	XP_006290696.1
OG0015508	g18976	XP_006291548.1
OG0015509	g24775	XP_006291346.1
OG0015510	g2120	XP_006290615.1
OG0015511	g2117	XP_023637798.1
OG0015512	g2113	XP_006293304.1
OG0015513	g2099	XP_023637836.1
OG0015514	g17930, g42089, g50238, g42088	XP_006282822.2
OG0015515	g51074	XP_006293617.1
OG0015516	g2073, g19001	XP_006291071.1
OG0015517	g19014	XP_023638128.1
OG0015518	g2135	XP_023637893.1
OG0015519	g2138	XP_006299657.1, XP_006293020.1
OG0015520	g3015	XP_006290935.1
OG0015521	g11261	XP_006292213.1
OG0015522	g2146	XP_023638744.1
OG0015523	g2162	XP_006291636.1
OG0015524	g2165	XP_006291485.1
OG0015525	g2168	XP_023637955.1
OG0015526	g2172	XP_006292431.1
OG0015527	g19052	XP_006290419.1
OG0015528	g2181	XP_006291798.1
OG0015529	g19059	XP_006292901.1
OG0015530	g19060	XP_006291460.1
OG0015531	g19072	XP_006291466.1
OG0015532	g40840	XP_023642995.1
OG0015533	g2211	XP_006292463.1
OG0015534	g2215, g19099	XP_006290373.1
OG0015535	g2218	XP_023638448.1
OG0015536	g2222	XP_006290865.1
OG0015537	g11279	XP_023638518.1
OG0015538	g10396	XP_006290485.2
OG0015539	g2233	XP_006291476.1
OG0015540	g2237	XP_023638526.1
OG0015541	g2257	XP_023638332.1
OG0015542	g2252	XP_006290981.1
OG0015543	g2245	XP_023638532.1
OG0015544	g2244	XP_006290526.1
OG0015545	g2264	XP_023639309.1
OG0015546	g44862	XP_023644120.1
OG0015547	g19147	XP_006291523.1
OG0015548	g2278	XP_006291261.1
OG0015549	g2285	XP_006290711.1
OG0015550	g2289	XP_006293149.1
OG0015551	g19154	XP_006291664.1
OG0015552	g11299	XP_006292979.1
OG0015553	g19155	XP_023638281.1
OG0015554	g19160	XP_006292272.1
OG0015555	g53982	XP_006307199.1
OG0015556	g46790	XP_006297981.1
OG0015557	g19172	XP_006291553.1
OG0015558	g2323	XP_006291362.1
OG0015559	g11305	XP_006291519.1
OG0015561	g2342	XP_006292273.1
OG0015562	g5890	XP_006298194.1
OG0015563	g2384	XP_023637832.1
OG0015565	g2388	XP_006293048.1
OG0015566	g2406	XP_006291164.1
OG0015567	g19224	XP_006291522.2
OG0015568	g19227	XP_006290686.1
OG0015569	g19230	XP_006291061.1
OG0015570	g11328	XP_023639037.1
OG0015571	g935	XP_006280533.1
OG0015572	g39444	XP_006280243.1
OG0015573	g28424	XP_006280752.1
OG0015574	g28423	XP_006279586.1
OG0015575	g41279	XP_006280204.1
OG0015576	g41278	XP_006281093.1
OG0015577	g17608, g24401	XP_006283282.1
OG0015578	g6453	XP_006298066.1
OG0015579	g6452	XP_006296868.1
OG0015580	g13511	XP_006297563.1
OG0015581	g11707	XP_023642742.1
OG0015582	g11706	XP_006296723.1
OG0015583	g11700	XP_006298736.1
OG0015584	g13517	XP_006299701.2
OG0015585	g6436	XP_023642031.1
OG0015586	g6422	XP_006297814.1
OG0015587	g6420	XP_023642816.1
OG0015588	g6410	XP_006297781.2
OG0015589	g6409	XP_006298734.1
OG0015590	g6396	XP_006299254.1
OG0015591	g6395	XP_023641881.1
OG0015592	g13534	XP_023641108.1
OG0015593	g13535	XP_023641109.1
OG0015594	g11655	XP_006299164.1
OG0015595	g13549	XP_006299911.1
OG0015596	g13550	XP_006298032.1
OG0015597	g13562	XP_023641573.1
OG0015598	g11648	XP_006297093.2
OG0015599	g6359	XP_006296789.1
OG0015600	g45136	XP_006296676.1
OG0015601	g13573	XP_006296708.1
OG0015602	g11615	XP_006297434.1
OG0015603	g36968	XP_006291786.1
OG0015604	g13582	XP_006298511.2
OG0015605	g13494	XP_023642552.1
OG0015606	g41833	XP_006300314.1
OG0015607	g44931	XP_006302685.1
OG0015608	g44921	XP_006300450.1
OG0015609	g41782	XP_006302282.1
OG0015610	g44916	XP_006302175.1
OG0015611	g41724	XP_006302643.1
OG0015612	g44900	XP_006300710.2
OG0015613	g44899	XP_023643164.1
OG0015614	g41616	XP_006302412.1
OG0015615	g44875	XP_006300867.1
OG0015616	g13638	XP_006301220.1
OG0015617	g41577	XP_006300427.1
OG0015618	g41574	XP_006300327.1
OG0015619	g44852	XP_006302748.2
OG0015620	g45666	XP_006289621.1
OG0015621	g10285	XP_006280626.2
OG0015622	g18499	XP_006281736.1
OG0015623	g1636	XP_006280834.2
OG0015624	g10244	XP_023641017.1
OG0015625	g10246	XP_006280743.1
OG0015626	g13982	XP_006297155.1
OG0015627	g17895	XP_006283972.1
OG0015628	g6021	XP_006298507.1
OG0015629	g6017	XP_006298623.1
OG0015630	g6009	XP_006298841.1
OG0015631	g13958	XP_006297927.1
OG0015632	g13765	XP_006298310.1
OG0015633	g13952	XP_023642445.1
OG0015634	g5988	XP_006297899.1
OG0015635	g13936	XP_006296974.2
OG0015636	g5984	XP_006298682.1
OG0015637	g13915	XP_023642770.1
OG0015638	g5964	XP_006298267.1
OG0015639	g13803	XP_006297958.1
OG0015640	g51978	XP_023640303.1
OG0015641	g38153	XP_006295651.1
OG0015642	g51970	XP_023640168.1
OG0015643	g51966	XP_006295739.2
OG0015644	g51965	XP_006296310.1
OG0015645	g5023	XP_006293246.1
OG0015646	g37369	XP_006293633.1
OG0015647	g51946	XP_006295405.2
OG0015648	g51944	XP_023640052.1
OG0015649	g37357	XP_006294080.1
OG0015650	g16760	XP_006283216.1
OG0015651	g37348	XP_006293840.2
OG0015653	g38138	XP_006295229.1
OG0015654	g51837	XP_006293799.2
OG0015655	g51834	XP_023639748.1
OG0015656	g51833	XP_006295692.1
OG0015657	g51824	XP_006294397.1
OG0015658	g37326	XP_006294270.1
OG0015659	g51787	XP_006294666.1
OG0015660	g51780	XP_006296026.1
OG0015661	g51773	XP_006294168.1
OG0015662	g51752	XP_006295551.1
OG0015663	g37305	XP_006294116.2
OG0015664	g51742	XP_023639586.1
OG0015665	g1678	XP_006297741.1
OG0015666	g51740	XP_006294278.2
OG0015668	g51736	XP_023639643.1
OG0015669	g51732	XP_006294495.1
OG0015670	g37286	XP_023640077.1
OG0015671	g10773	XP_006291984.1
OG0015672	g37284	XP_006294550.1
OG0015673	g37273	XP_006293789.1
OG0015674	g37270	XP_006295384.1
OG0015675	g37257	XP_006295953.1
OG0015676	g51701	XP_006296531.1
OG0015677	g51700	XP_023639935.1
OG0015678	g40230	XP_006288289.1
OG0015679	g37241	XP_006295771.1
OG0015680	g37236	XP_006295890.1
OG0015681	g37231	XP_006294644.1
OG0015682	g19612	XP_006291975.1
OG0015683	g38078	XP_006294589.1
OG0015684	g51660	XP_006294816.1
OG0015686	g38066	XP_006294870.1
OG0015687	g37202	XP_006296196.1
OG0015688	g37199	XP_006295230.1
OG0015689	g38056	XP_006294724.1
OG0015690	g37195	XP_006296219.1, XP_006296216.2
OG0015691	g38054	XP_006295772.1
OG0015692	g51620	XP_006296443.1
OG0015693	g51618	XP_023640301.1
OG0015694	g51610	XP_006294833.2
OG0015695	g40412	XP_006286358.1
OG0015696	g25598	XP_006287500.1
OG0015698	g40434	XP_006287002.1
OG0015699	g45155	XP_006288732.1
OG0015700	g40443	XP_023635766.1
OG0015701	g11138	XP_006280684.1
OG0015702	g48901, g16981	XP_006284084.2
OG0015703	g45145	XP_006289425.1
OG0015704	g11129	XP_006282415.2
OG0015705	g40385	XP_006288611.1
OG0015706	g40407	XP_023636281.1
OG0015707	g38539	XP_006294502.1
OG0015708	g38533	XP_023641006.1
OG0015710	g38527	XP_023640005.1
OG0015711	g50877	XP_023639777.1
OG0015713	g38513	XP_006296468.1
OG0015714	g38512	XP_023641014.1
OG0015716	g50893	XP_006295426.1
OG0015717	g50897	XP_006294135.1
OG0015718	g38484	XP_006294884.1
OG0015719	g38458	XP_006293984.1
OG0015720	g38448	XP_006294129.2
OG0015721	g38438	XP_006294625.1
OG0015722	g38435	XP_006296258.1
OG0015723	g38434	XP_006295423.1
OG0015724	g38432	XP_006293655.1
OG0015725	g38410	XP_006293942.1
OG0015726	g38329	XP_006293890.1
OG0015727	g36850	XP_006293838.1
OG0015728	g38305	XP_006295006.1
OG0015729	g38301	XP_023640049.1
OG0015730	g51032	XP_006295092.2
OG0015731	g38292	XP_006295051.1
OG0015732	g38286	XP_023640178.1
OG0015733	g36818	XP_023633190.1
OG0015734	g51029	XP_006296432.1
OG0015735	g38290	XP_023640881.1
OG0015736	g36795	XP_006293917.1
OG0015737	g38384	XP_023639339.1
OG0015738	g38325	XP_006294374.1
OG0015739	g32290	XP_006307532.2
OG0015740	g28218	XP_023633271.1
OG0015741	g28204	XP_006307053.1
OG0015742	g28173	XP_006304121.1
OG0015743	g28155	XP_006304821.2
OG0015744	g53844	XP_006307296.2
OG0015745	g27955	XP_023633187.1
OG0015746	g35929, g27923	XP_006307065.1
OG0015747	g27922	XP_006307651.1
OG0015748	g27913	XP_006303237.1
OG0015749	g27910	XP_006305607.1
OG0015750	g33023	XP_006304663.1
OG0015751	g33009	XP_006305878.1
OG0015752	g27884	XP_023645875.1
OG0015753	g27865	XP_006303445.1
OG0015754	g27864	XP_006307287.1
OG0015755	g27862	XP_006307286.2
OG0015756	g27861	XP_006304713.1
OG0015757	g27860	XP_006305228.1
OG0015758	g50751	XP_006306964.1
OG0015759	g27812	XP_023646050.1, XP_006305864.1
OG0015760	g32747	XP_006305229.1
OG0015761	g32671	XP_023644597.1
OG0015762	g40229	XP_006288267.1
OG0015763	g40225	XP_023636417.1
OG0015765	g40284	XP_006288071.1
OG0015766	g40290	XP_023636864.1
OG0015767	g40292	XP_023636497.1
OG0015768	g40294	XP_006288744.1
OG0015769	g40296	XP_006288500.1
OG0015770	g40297	XP_006289806.2
OG0015771	g40298	XP_006289760.2
OG0015772	g40301	XP_006288876.1
OG0015773	g40303	XP_006286605.1
OG0015774	g40313	XP_006289340.1
OG0015775	g40326	XP_006286786.1
OG0015776	g40338	XP_006288802.1
OG0015777	g40339	XP_023636336.1
OG0015778	g40340	XP_023636356.1
OG0015780	g40355	XP_006288860.1
OG0015781	g25729	XP_006289909.1
OG0015782	g40358	XP_006287590.1
OG0015783	g40372	XP_006286373.1
OG0015784	g40373	XP_006287161.1
OG0015785	g40376	XP_006287963.1
OG0015787	g40378	XP_006286936.1
OG0015788	g25689	XP_006287901.1
OG0015789	g29097	XP_006287694.1
OG0015790	g4865	XP_006290072.1
OG0015791	g38264	XP_006293713.1
OG0015792	g10266	XP_006280436.1
OG0015793	g4836, g10115	XP_006287664.1
OG0015794	g18524, g4825	XP_023637250.1
OG0015795	g4824	XP_006286480.1
OG0015796	g10119	XP_006289523.1
OG0015797	g18517	XP_006288157.1
OG0015798	g4689	XP_023636977.1
OG0015799	g4688	XP_023636772.1
OG0015800	g10161	XP_006287586.2
OG0015801	g1441, g13813, g13872	XP_006299459.2
OG0015802	g13871	XP_006297034.2
OG0015803	g5938	XP_006296917.1
OG0015804	g5933	XP_006297342.1
OG0015805	g13864	XP_006298323.1
OG0015806	g5919	XP_006298612.2
OG0015807	g5876	XP_006297425.1
OG0015808	g13824	XP_006298241.2
OG0015809	g2582	XP_023637888.1
OG0015811	g2917	XP_006291264.1
OG0015812	g2914	XP_023638409.1
OG0015813	g19582	XP_006292321.1
OG0015814	g37775	XP_023639676.1
OG0015815	g51578	XP_006295825.2
OG0015816	g37768	XP_006293426.1
OG0015817	g37761	XP_006296572.2
OG0015818	g37756	XP_006295658.1
OG0015819	g37755	XP_006295036.1
OG0015820	g37754	XP_006294178.2
OG0015821	g50835	XP_006293613.1
OG0015822	g37742	XP_006293968.1
OG0015823	g50832	XP_006295080.1
OG0015825	g37711	XP_023639628.1
OG0015826	g37703	XP_023643564.1, XP_006293976.2
OG0015827	g50805	XP_023640759.1
OG0015828	g50804	XP_023640195.1
OG0015830	g38252	XP_006293857.1
OG0015831	g37677	XP_006293507.2
OG0015833	g37644	XP_023639484.1
OG0015834	g52286	XP_006293786.1
OG0015835	g52271	XP_006293744.1
OG0015836	g37617	XP_006295859.1
OG0015837	g52263	XP_006296220.1
OG0015838	g37616	XP_023640491.1
OG0015839	g52226	XP_006296333.1
OG0015840	g37593	XP_006295154.1
OG0015841	g52230	XP_006295216.1
OG0015842	g52231	XP_023639648.1
OG0015843	g13988	XP_006300108.1
OG0015844	g38240	XP_006293383.1
OG0015845	g37577	XP_006294886.1
OG0015847	g52203	XP_006294952.1
OG0015848	g52197	XP_023640805.1
OG0015849	g25520	XP_023637481.1
OG0015850	g52193	XP_006295679.1
OG0015851	g38237	XP_006293703.1
OG0015852	g38230	XP_006295211.1
OG0015853	g52147	XP_006296075.1
OG0015854	g52134	XP_006295652.1
OG0015855	g38221	XP_006295181.1
OG0015856	g37508	XP_023640151.1
OG0015857	g52118	XP_006294367.1
OG0015858	g38211	XP_006295895.1
OG0015859	g37495	XP_006296106.1
OG0015860	g38207	XP_006294241.1
OG0015861	g37484	XP_006293936.2
OG0015862	g38199	XP_023640075.1
OG0015863	g37470	XP_023640512.1
OG0015864	g52087	XP_006296166.1
OG0015865	g37466	XP_006295434.1
OG0015866	g38195	XP_006294801.1
OG0015868	g38194	XP_006295407.1
OG0015869	g52071	XP_006294817.1
OG0015870	g52044	XP_006296500.2
OG0015871	g52021	XP_006294802.1
OG0015872	g37403	XP_023639655.1
OG0015874	g52011	XP_006295802.1
OG0015875	g52016	XP_006293740.1
OG0015876	g38165	XP_006294191.2
OG0015877	g37393	XP_006296537.2
OG0015878	g51993	XP_023640270.1
OG0015879	g10870	XP_006280035.1
OG0015880	g10904	XP_006279987.1
OG0015882	g7921	XP_023642333.1
OG0015883	g12701	XP_006297008.1
OG0015884	g7919	XP_006298962.1
OG0015885	g7911	XP_006297602.1
OG0015886	g12742	XP_006297653.1
OG0015887	g7904	XP_006297594.1
OG0015888	g12748	XP_006300032.1
OG0015889	g7903	XP_006299561.1
OG0015890	g7895	XP_006298828.1
OG0015891	g7881	XP_023642498.1
OG0015892	g7882	XP_023642415.1
OG0015893	g7874	XP_006299835.1
OG0015894	g12682	XP_006299986.1
OG0015895	g12757	XP_023641200.1
OG0015896	g7861	XP_006298406.1
OG0015897	g7860	XP_006297405.1
OG0015898	g12677	XP_006297870.1
OG0015900	g7855	XP_006298245.1
OG0015901	g7841	XP_006298263.1
OG0015902	g12665	XP_006298698.1
OG0015904	g12656	XP_006298522.1
OG0015905	g12651	XP_006298706.1
OG0015906	g7820	XP_006297431.1
OG0015907	g7816	XP_006299929.1
OG0015908	g7811	XP_023641551.1
OG0015909	g12791	XP_006298626.2
OG0015910	g12802	XP_006298625.1
OG0015911	g7803	XP_006298545.1
OG0015912	g7799	XP_023641400.1
OG0015913	g7796	XP_006297514.1
OG0015914	g12797	XP_006298882.2
OG0015915	g7784	XP_006297158.1
OG0015916	g7783	XP_006296937.1
OG0015917	g7768, g7777	XP_006299082.1
OG0015918	g12811	XP_006298367.2
OG0015919	g7741	XP_006296690.1
OG0015920	g12830, g12825	XP_023642810.1
OG0015921	g7715	XP_023642365.1
OG0015922	g12564	XP_023641689.1
OG0015923	g12560	XP_006297224.1
OG0015924	g12862	XP_006298266.1
OG0015925	g46921	XP_006285821.2
OG0015926	g12551	XP_006297716.1
OG0015927	g7693	XP_006296883.1
OG0015928	g12534	XP_006297694.2
OG0015929	g12531	XP_006297250.1
OG0015930	g12528	XP_006298584.1
OG0015931	g12526	XP_023642214.1
OG0015932	g12525	XP_006298085.1
OG0015933	g46807	XP_006284638.1
OG0015934	g12922	XP_006297898.2
OG0015936	g12493	XP_006297896.1
OG0015937	g12488	XP_006297445.2
OG0015938	g7647	XP_006297213.1
OG0015940	g12470	XP_006298539.2
OG0015941	g12464	XP_006297569.1
OG0015942	g12946	XP_006297816.1
OG0015943	g12458	XP_006296804.1
OG0015944	g7590	XP_023641596.1
OG0015945	g12973	XP_006298975.2
OG0015946	g7581	XP_006299004.2
OG0015947	g7577	XP_023642788.1
OG0015948	g7575	XP_006298429.1
OG0015949	g12980	XP_023641529.1
OG0015950	g12434	XP_006297088.1
OG0015951	g7567	XP_006297331.1
OG0015952	g7563	XP_006298683.1
OG0015953	g12428	XP_006297777.1
OG0015954	g12994	XP_006300088.1
OG0015955	g7543	XP_006297291.1
OG0015956	g7523	XP_006296694.1
OG0015957	g7520	XP_023641408.1
OG0015958	g13017	XP_006299083.1
OG0015959	g7515	XP_006299210.1
OG0015960	g12410	XP_023641865.1
OG0015961	g7511	XP_006299690.1
OG0015962	g13023	XP_006300118.1
OG0015963	g7508	XP_006298427.1
OG0015964	g12403	XP_023641129.1
OG0015965	g7491	XP_006299591.1
OG0015966	g13051	XP_023642274.1
OG0015967	g7482	XP_006299185.1
OG0015969	g13059	XP_006297424.1
OG0015970	g7475	XP_006297379.1
OG0015971	g7474	XP_006297822.1
OG0015972	g7464	XP_006299668.1
OG0015973	g7463	XP_006298868.1
OG0015974	g7459	XP_006298571.1
OG0015975	g7447	XP_006298469.1
OG0015976	g7446	XP_006297380.1
OG0015977	g41531	XP_006301915.1
OG0015978	g7443	XP_006298430.1
OG0015979	g13082	XP_006296660.1
OG0015980	g7435	XP_006299607.1
OG0015981	g13086	XP_006300227.1
OG0015982	g13087	XP_023642290.1
OG0015984	g7419	XP_006298079.1
OG0015985	g7417	XP_006296680.1
OG0015986	g7416	XP_006297747.1
OG0015987	g7408	XP_006297588.1
OG0015988	g13111	XP_006299773.1
OG0015990	g12334	XP_006299660.1
OG0015991	g12328	XP_006299957.1
OG0015992	g7386	XP_023642509.1
OG0015994	g6405	XP_006297748.1
OG0015995	g7371	XP_006297210.1
OG0015996	g7338	XP_023641445.1
OG0015997	g7336	XP_006298394.1
OG0015998	g12295	XP_023641676.1
OG0015999	g12287	XP_006298936.1
OG0016000	g7314	XP_006299728.1
OG0016001	g7305	XP_006298543.1
OG0016002	g12276	XP_006299331.1
OG0016003	g7286	XP_006299048.1
OG0016004	g7276	XP_006300142.1
OG0016005	g10778	XP_006291937.1
OG0016006	g7258, g13153	XP_006299370.1
OG0016007	g7231	XP_006298657.1
OG0016008	g7222	XP_006298908.1
OG0016009	g12216	XP_006298198.2
OG0016011	g12215	XP_023642221.1
OG0016012	g13202	XP_006296696.1
OG0016013	g13206	XP_006297276.1
OG0016014	g12198	XP_023642801.1
OG0016015	g7164	XP_006297552.1
OG0016016	g12177	XP_006298113.1
OG0016017	g13223	XP_006298693.1
OG0016018	g7139	XP_006297516.1
OG0016019	g7137	XP_006300241.1
OG0016020	g7136	XP_006297254.1
OG0016021	g12152	XP_006298294.1
OG0016022	g7106	XP_006299186.1
OG0016023	g7102	XP_023642145.1
OG0016024	g7082	XP_023642045.1
OG0016025	g13239	XP_006298789.2
OG0016026	g7062	XP_023634863.1
OG0016027	g7050	XP_006298773.1
OG0016028	g7049	XP_006297092.1
OG0016029	g7037	XP_023642070.1
OG0016030	g12093	XP_006299403.2
OG0016031	g12092	XP_023642791.1
OG0016032	g7024	XP_006298435.1
OG0016033	g7019	XP_006298114.1
OG0016034	g13263	XP_006297304.2
OG0016035	g12081	XP_006298642.2
OG0016036	g6998	XP_006298496.1
OG0016037	g13272, g6986	XP_006297320.1
OG0016038	g6982	XP_006298187.1
OG0016039	g12060	XP_006297126.1
OG0016041	g13280	XP_006297734.1
OG0016042	g13286	XP_023642752.1
OG0016043	g12044	XP_023642482.1
OG0016044	g12035	XP_006300245.2
OG0016045	g6917	XP_006299054.1
OG0016047	g12028	XP_006299635.1
OG0016048	g12023	XP_006299483.1
OG0016049	g12021	XP_006297202.1
OG0016050	g6907	XP_006297248.1
OG0016051	g6902	XP_006296830.1
OG0016052	g37051	XP_006281554.1
OG0016053	g6890	XP_006298957.1
OG0016054	g6881	XP_006296982.1
OG0016055	g6869	XP_006296923.1
OG0016056	g13314	XP_023641197.1
OG0016057	g11996	XP_023642645.1
OG0016058	g11990	XP_006299842.1
OG0016059	g6856	XP_023642079.1
OG0016060	g11983	XP_006299375.1
OG0016061	g6848	XP_023641591.1
OG0016062	g6833	XP_023642538.1
OG0016063	g6830	XP_023641762.1
OG0016064	g6823	XP_006296994.1
OG0016065	g11970	XP_006298745.1
OG0016066	g6819	XP_023641830.1
OG0016067	g6820	XP_006296929.2
OG0016069	g11958	XP_006297582.1
OG0016070	g11957	XP_006297988.1
OG0016071	g6786	XP_006297200.1
OG0016072	g6784	XP_006297934.1
OG0016073	g6778	XP_006300009.1
OG0016074	g11952	XP_006296879.1
OG0016075	g11951	XP_006298467.1
OG0016076	g11945	XP_006298503.1
OG0016077	g6756	XP_006297584.1
OG0016078	g11932, g11926	XP_006299613.2
OG0016079	g6749	XP_006296919.1
OG0016080	g6747	XP_006297113.1
OG0016081	g6718	XP_023641567.1
OG0016082	g11912	XP_006297698.1
OG0016083	g13369	XP_023642200.1
OG0016084	g6710	XP_006300184.1
OG0016085	g11897	XP_006297133.1
OG0016086	g11893	XP_006299878.1
OG0016087	g6699	XP_006298296.1
OG0016088	g892	XP_006280638.1
OG0016089	g891	XP_006280339.2
OG0016090	g28389	XP_006281914.1
OG0016091	g885	XP_023637992.1
OG0016092	g14690	XP_023642147.1
OG0016093	g16883	XP_006284269.1
OG0016094	g16884	XP_023634809.1
OG0016095	g16901	XP_006284405.1
OG0016096	g18084	XP_006284346.2
OG0016097	g18087	XP_006283665.1
OG0016098	g46738	XP_006282882.1
OG0016099	g17600, g28583	XP_023633425.1
OG0016099	g31937, g31932	XP_006284942.2
OG0016100	g46762	XP_006293303.1
OG0016101	g18115	XP_006285023.1
OG0016102	g46772	XP_023633925.1
OG0016103	g46802	XP_023634911.1
OG0016104	g46840	XP_023634514.1
OG0016105	g10291	XP_023638972.1
OG0016106	g10294	XP_006280492.2
OG0016107	g10298	XP_006280608.1
OG0016108	g10299	XP_006280050.1
OG0016109	g6506	XP_006298598.2
OG0016111	g6542	XP_006298479.1
OG0016112	g6548	XP_006297409.1
OG0016113	g13837	XP_006298774.1
OG0016114	g6565	XP_006299940.1
OG0016115	g11807	XP_023642494.1
OG0016116	g6583	XP_006299103.1
OG0016117	g6637	XP_023641806.1
OG0016118	g13395	XP_006297865.1
OG0016119	g6662	XP_006298779.1
OG0016120	g13392	XP_006299891.1
OG0016121	g6674	XP_006298007.2
OG0016122	g13388	XP_006298250.2
OG0016123	g13384	XP_006297135.1
OG0016124	g6704	XP_023642211.1
OG0016125	g23415	XP_006285674.1
OG0016126	g23447	XP_006283119.1
OG0016127	g11126	XP_023644054.1
OG0016128	g44978	XP_006302789.1
OG0016130	g45001	XP_006302104.1
OG0016131	g45016	XP_006300544.1
OG0016132	g45019	XP_006302286.1
OG0016133	g45021	XP_006302700.1
OG0016134	g45046	XP_006300806.1
OG0016135	g42007	XP_006302171.1
OG0016136	g41914	XP_006302313.2
OG0016137	g45044	XP_006301376.1
OG0016138	g51957	XP_023642983.1
OG0016139	g53640	XP_006300706.2
OG0016141	g45138	XP_006279918.1
OG0016142	g45130	XP_006302143.2
OG0016143	g45102	XP_023643188.1
OG0016144	g41232	XP_023642882.1
OG0016145	g43822	XP_006300408.1
OG0016146	g4902	XP_006287631.1
OG0016147	g4903	XP_006287368.1
OG0016148	g4904	XP_006287826.1
OG0016149	g29072, g41456	XP_006287025.1
OG0016150	g4907	XP_006286401.1
OG0016151	g29067	XP_006289483.1
OG0016152	g41466	XP_006289251.1
OG0016153	g4922	XP_006287650.2
OG0016154	g29037	XP_006289709.1
OG0016155	g4933	XP_006289696.1
OG0016156	g41479	XP_006288483.1
OG0016157	g4727	XP_006287784.1
OG0016158	g4673	XP_006282171.1
OG0016159	g4662, g10189	XP_006281170.2
OG0016160	g4764	XP_023642506.1
OG0016162	g5944	XP_006297289.1
OG0016163	g2413	XP_006291191.1
OG0016164	g11333	XP_006292375.2
OG0016165	g2415	XP_006291364.1
OG0016166	g19276	XP_006290738.1
OG0016167	g2423	XP_006292369.2
OG0016168	g2436	XP_023639233.1
OG0016169	g11340	XP_006292000.1
OG0016170	g16768	XP_006282634.1
OG0016171	g2444	XP_006291700.1
OG0016172	g19292	XP_023638388.1
OG0016173	g19293	XP_006291668.1
OG0016174	g11342	XP_006292185.1
OG0016175	g11344	XP_006290847.1
OG0016176	g19297	XP_006291778.2
OG0016177	g19304	XP_006291288.1
OG0016178	g2468	XP_006291174.1
OG0016179	g2474	XP_006292663.2
OG0016180	g19316	XP_023638335.1
OG0016181	g2485	XP_023639307.1
OG0016182	g11345	XP_006291123.1
OG0016183	g27755	XP_023644677.1
OG0016184	g30726	XP_023644716.1
OG0016185	g49286	XP_006305182.2
OG0016186	g26858	XP_023633010.1
OG0016187	g26859	XP_006307695.1
OG0016188	g49296	XP_023644739.1
OG0016189	g26862	XP_006305215.1
OG0016190	g30729	XP_006306838.2
OG0016191	g49298	XP_006303692.1
OG0016192	g49299	XP_006305307.1
OG0016193	g26864	XP_023645093.1
OG0016194	g49304	XP_006307592.1
OG0016195	g26869	XP_006307577.1
OG0016196	g30735	XP_023645161.1
OG0016197	g49316, g30738	XP_006303976.1
OG0016198	g49321	XP_006305749.1
OG0016199	g26874	XP_006307480.1
OG0016200	g49333	XP_006307379.1
OG0016201	g49336	XP_006306019.1
OG0016202	g49343	XP_023645242.1
OG0016203	g26880	XP_006303980.1
OG0016204	g13663	XP_006293074.1
OG0016205	g26887	XP_006304532.2
OG0016206	g49359	XP_006305510.1
OG0016207	g49364	XP_006307128.2
OG0016208	g30774	XP_006306036.1
OG0016209	g49382	XP_006305036.1
OG0016210	g30778	XP_006306829.1
OG0016211	g26896	XP_006303299.1
OG0016212	g26901	XP_006303463.1
OG0016213	g49400	XP_006306852.1
OG0016214	g30812	XP_006305556.1
OG0016215	g49415	XP_006306694.1
OG0016216	g30824	XP_006306146.2
OG0016218	g30832	XP_006306944.1
OG0016219	g26912	XP_006305658.2
OG0016220	g30836	XP_006305052.1
