Orthogroup	Cochlearia_excelsa	Cardamine_hirsuta
OG0014017	g13672	CARHR105080
OG0014018	g40998	CARHR052270
OG0014019	g41021	CARHR052540
OG0014020	g41027	CARHR052750
OG0014021	g44106	CARHR052970
OG0014022	g41046	CARHR053350
OG0014023	g44068	CARHR283880
OG0014024	g41068	CARHR053750
OG0014026	g41074	CARHR053990
OG0014027	g41107, g33426	CARHR055010
OG0014028	g41114	CARHR055200
OG0014029	g41118	CARHR055350
OG0014030	g41126	CARHR287510, CARHR287530
OG0014031	g40817	CARHR046860
OG0014032	g40824	CARHR046730
OG0014033	g40777	CARHR046620
OG0014035	g40766	CARHR046500
OG0014036	g40763	CARHR046470
OG0014037	g40762	CARHR046460
OG0014038	g40736	CARHR046240
OG0014039	g40735	CARHR046220
OG0014040	g40226	CARHR259640
OG0014041	g10916	CARHR174610
OG0014042	g40706	CARHR173890
OG0014043	g40708	CARHR173850
OG0014044	g10839, g40724	CARHR173570
OG0014045	g40515	CARHR178100
OG0014046	g11037, g40508	CARHR178210
OG0014047	g11040	CARHR178260
OG0014048	g40492	CARHR178620
OG0014049	g40491	CARHR178650
OG0014051	g25552	CARHR252300
OG0014052	g25555	CARHR252560
OG0014053	g25557	CARHR252600
OG0014054	g23471	CARHR237240
OG0014055	g23466	CARHR237320
OG0014056	g47699	CARHR237360
OG0014057	g47708	CARHR237680
OG0014058	g47715	CARHR292020, CARHR237760
OG0014059	g16996	CARHR237770
OG0014060	g24390, g47137	CARHR222510
OG0014061	g47147	CARHR222640
OG0014062	g54036	CARHR037590
OG0014063	g54037	CARHR037680
OG0014064	g54038	CARHR037700
OG0014065	g36329	CARHR038170
OG0014066	g28107	CARHR037890
OG0014067	g54068	CARHR037900
OG0014068	g36328	CARHR038160
OG0014069	g36324	CARHR038090
OG0014070	g36337	CARHR038180
OG0014071	g54098	CARHR038840
OG0014072	g28090	CARHR038870
OG0014073	g54106	CARHR038900
OG0014074	g54108	CARHR038960
OG0014075	g36374	CARHR039080
OG0014076	g28083	CARHR039090
OG0014077	g54124	CARHR039390
OG0014078	g36395	CARHR039410
OG0014080	g54132	CARHR039440, CARHR039450
OG0014081	g46173	CARHR068220
OG0014082	g46171	CARHR068200
OG0014083	g18381	CARHR149670
OG0014084	g22661	CARHR293980
OG0014085	g18378	CARHR294020
OG0014087	g18363	CARHR294180
OG0014088	g18356	CARHR294230
OG0014089	g18345	CARHR294310
OG0014090	g18335	CARHR294420
OG0014091	g18330	CARHR247930
OG0014092	g41010	CARHR247910
OG0014093	g18322	CARHR247820
OG0014094	g18319	CARHR247790, CARHR247780
OG0014095	g18313	CARHR247720
OG0014096	g22684	CARHR247650
OG0014097	g18308	CARHR247630
OG0014098	g25989	CARHR247350
OG0014099	g22711	CARHR247290
OG0014100	g22712	CARHR247280
OG0014101	g22722	CARHR247070
OG0014102	g10296	CARHR184290
OG0014103	g48003	CARHR246710
OG0014104	g22770	CARHR246650
OG0014105	g22773	CARHR246610
OG0014106	g18299	CARHR246510
OG0014107	g22781	CARHR246500
OG0014108	g13566	CARHR102870, CARHR102880
OG0014110	g47999	CARHR246280
OG0014111	g22802	CARHR246230
OG0014112	g22816	CARHR246100
OG0014113	g47989	CARHR245840
OG0014114	g18283	CARHR245800
OG0014115	g18269	CARHR245550, CARHR258580
OG0014117	g22885	CARHR245320
OG0014118	g47973	CARHR245010
OG0014119	g18255	CARHR244990
OG0014120	g22914	CARHR244970
OG0014121	g22921	CARHR244840
OG0014122	g22927	CARHR244770
OG0014123	g22931	CARHR244730
OG0014124	g22932	CARHR244720
OG0014125	g22943	CARHR244610, CARHR292030, CARHR292040
OG0014126	g22955	CARHR244460
OG0014127	g47941	CARHR244270
OG0014128	g18230	CARHR244010
OG0014129	g22992	CARHR243880
OG0014130	g25121	CARHR216680
OG0014131	g23005	CARHR243720
OG0014132	g23024	CARHR243450
OG0014133	g23031	CARHR243360
OG0014134	g23044	CARHR243120
OG0014135	g23082	CARHR242920
OG0014136	g23096	CARHR242350
OG0014137	g23104	CARHR242470
OG0014138	g18200	CARHR242610
OG0014139	g16928	CARHR240180
OG0014140	g23272	CARHR240350
OG0014141	g23264	CARHR240470
OG0014143	g23252	CARHR240590
OG0014144	g47819	CARHR240630
OG0014145	g47824	CARHR240760
OG0014146	g23240	CARHR240800
OG0014147	g16914	CARHR240830
OG0014148	g23234	CARHR240930
OG0014149	g16907	CARHR240980
OG0014150	g47836	CARHR241150
OG0014151	g47838	CARHR241200
OG0014152	g23199	CARHR241230
OG0014153	g23188	CARHR160310, CARHR241410
OG0014154	g23179	CARHR241520
OG0014155	g23168	CARHR241660
OG0014157	g23146	CARHR242020
OG0014158	g23138	CARHR242150
OG0014159	g10699	CARHR145190
OG0014161	g23325	CARHR239340
OG0014162	g23330	CARHR239270
OG0014163	g47776	CARHR239150
OG0014164	g41159	CARHR256880
OG0014165	g23359	CARHR238890
OG0014166	g47762	CARHR238830
OG0014167	g47759	CARHR238730
OG0014168	g23375	CARHR238700
OG0014169	g2734	CARHR156350
OG0014170	g51481	CARHR129050
OG0014171	g6519	CARHR100020
OG0014172	g6469	CARHR100200
OG0014173	g46007	CARHR065560
OG0014174	g46003	CARHR065460
OG0014175	g44604	CARHR065400
OG0014176	g44607	CARHR065310
OG0014177	g45951	CARHR065220
OG0014178	g44614	CARHR065120
OG0014179	g44621	CARHR064810
OG0014180	g45974	CARHR064800
OG0014182	g50294	CARHR023810
OG0014183	g45034	CARHR263660
OG0014184	g32087	CARHR024260
OG0014185	g32080	CARHR024390
OG0014186	g50314	CARHR024400
OG0014187	g32142	CARHR025160
OG0014188	g32150	CARHR025330
OG0014189	g32158	CARHR025450
OG0014190	g32172	CARHR025680
OG0014191	g32173	CARHR025690
OG0014192	g32181	CARHR025730, CARHR153660
OG0014193	g38263	CARHR123740
OG0014194	g6377	CARHR102020
OG0014196	g39541	CARHR250300
OG0014197	g25461, g25453	CARHR249590
OG0014198	g25450	CARHR249610
OG0014199	g25444	CARHR249670
OG0014200	g25443	CARHR249680
OG0014201	g25437	CARHR249740
OG0014202	g39524	CARHR249880
OG0014204	g39515	CARHR249950
OG0014205	g25426	CARHR249960
OG0014206	g25424	CARHR249990
OG0014207	g39512	CARHR250060
OG0014208	g45223	CARHR250090
OG0014210	g25405	CARHR249420
OG0014211	g23713	CARHR233700
OG0014212	g39473	CARHR249170
OG0014213	g25374	CARHR248930
OG0014214	g39458	CARHR248920
OG0014218	g25355	CARHR248430
OG0014219	g45276, g25353	CARHR248410
OG0014220	g25352	CARHR248400
OG0014222	g25345	CARHR248190
OG0014224	g45706	CARHR115960
OG0014225	g32259	CARHR026780
OG0014226	g50370	CARHR025830
OG0014227	g53718	CARHR035140
OG0014228	g53719	CARHR035190
OG0014229	g28239, g28242	CARHR035220
OG0014230	g17120	CARHR234360
OG0014231	g23635	CARHR235100
OG0014232	g47631, g23628	CARHR235210
OG0014233	g23627	CARHR235220
OG0014234	g17076, g47644	CARHR235470
OG0014235	g17074, g23610	CARHR235480
OG0014236	g23594	CARHR235570
OG0014238	g23578	CARHR235820
OG0014239	g23577	CARHR235830
OG0014240	g17053	CARHR235940
OG0014241	g10643	CARHR146280
OG0014242	g10628	CARHR146480
OG0014243	g31455	CARHR013770
OG0014244	g31460	CARHR013850
OG0014247	g27480	CARHR021440
OG0014248	g50315	CARHR024430
OG0014249	g50375	CARHR025890
OG0014251	g32202	CARHR026090
OG0014253	g32242	CARHR026480
OG0014254	g32285	CARHR027070
OG0014255	g50662	CARHR032150
OG0014258	g40780, g41067	CARHR046650
OG0014261	g44419, g46239	CARHR069420
OG0014262	g46316	CARHR070320
OG0014264	g12756	CARHR076680
OG0014265	g12254	CARHR087510
OG0014267	g11826	CARHR098180
OG0014268	g6470	CARHR100160
OG0014270	g31002	CARHR057040, CARHR151420, CARHR190150
OG0014271	g14240	CARHR105930
OG0014273	g13916	CARHR109740
OG0014274	g38538	CARHR112160
OG0014275	g50943	CARHR114360
OG0014278	g38287	CARHR115130
OG0014280	g39877	CARHR124560
OG0014282	g51506	CARHR129380
OG0014283	g51520, g25983	CARHR129570
OG0014284	g51527	CARHR129700
OG0014286	g51926, g51933, g51925	CARHR135740
OG0014287	g10816	CARHR143730
OG0014288	g10795	CARHR144060
OG0014289	g41234	CARHR145890
OG0014290	g10549	CARHR147830
OG0014291	g10352	CARHR153020
OG0014292	g10351	CARHR153030
OG0014293	g10320	CARHR153470
OG0014295	g2735	CARHR156360
OG0014296	g19375	CARHR159050
OG0014297	g19369	CARHR159120
OG0014298	g19173	CARHR163750
OG0014299	g1988	CARHR218790, CARHR169010
OG0014300	g5707, g5706	CARHR209230
OG0014301	g29747	CARHR208150
OG0014302	g29681	CARHR207130
OG0014304	g5121	CARHR198020
OG0014306	g40209	CARHR259380
OG0014307	g40240	CARHR259960
OG0014308	g40249	CARHR260210
OG0014309	g40328	CARHR255930, CARHR255920
OG0014310	g25548	CARHR252490
OG0014311	g25436	CARHR249750
OG0014312	g25367	CARHR248710
OG0014313	g23135	CARHR242720
OG0014314	g23380	CARHR238580
OG0014315	g23703	CARHR233950
OG0014316	g23721	CARHR233540
OG0014317	g24184	CARHR225300
OG0014319	g24642, g24636	CARHR219080
OG0014320	g46884, g25247	CARHR217400
OG0014321	g46858	CARHR216740
OG0014323	g10971	CARHR176240
OG0014324	g11121	CARHR180430
OG0014325	g11122	CARHR180600
OG0014326	g37049, g18433	CARHR181150
OG0014327	g10215	CARHR182660
OG0014328	g26786	CARHR258540
OG0014329	g28274	CARHR257840
OG0014330	g1388	CARHR257590
OG0014331	g1383	CARHR257580
OG0014332	g1374	CARHR257480
OG0014333	g1321	CARHR264660
OG0014334	g39417, g28484	CARHR267810
OG0014335	g28492	CARHR268130
OG0014336	g9857, g358	CARHR276250
OG0014337	g30303, g20244	CARHR283030, CARHR283270
OG0014337	g8093, g48731	CARHR283260
OG0014338	g19989, g20911, g19782, g19734, g19728, g19776, g19687	CARHR044290, CARHR282390, CARHR282490
OG0014340	g53179, g10338	CARHR212450
OG0014341	g45249	CARHR248980
OG0014343	g11907	CARHR096290
OG0014344	g27158	CARHR011860
OG0014346	g46538	CARHR073440
OG0014347	g19701	CARHR282190
OG0014373	g19619	CARHR184560
OG0014374	g11420	CARHR154880
OG0014375	g19527	CARHR155570
OG0014376	g2811	CARHR155610
OG0014377	g11410	CARHR155620
OG0014378	g2809	CARHR155640
OG0014379	g2798	CARHR155860
OG0014380	g957	CARHR267680
OG0014381	g2706	CARHR157250
OG0014382	g2711	CARHR157200
OG0014383	g2717	CARHR157170
OG0014384	g2718	CARHR157150
OG0014385	g2723	CARHR157110
OG0014386	g19469	CARHR157000
OG0014387	g19481	CARHR156940
OG0014388	g19493	CARHR156640
OG0014389	g19497	CARHR156730, CARHR054080
OG0014390	g27621	CARHR026710
OG0014391	g2751	CARHR156550
OG0014392	g19499	CARHR156500
OG0014393	g19500	CARHR156480
OG0014394	g10828	CARHR143620
OG0014395	g10821	CARHR143690
OG0014396	g10731	CARHR144730
OG0014397	g46671	CARHR261520
OG0014398	g46672	CARHR261570
OG0014399	g46676	CARHR261620
OG0014401	g25300	CARHR286890
OG0014402	g37176	CARHR037200
OG0014403	g4948	CARHR195170
OG0014404	g4952, g4956	CARHR195340
OG0014405	g28994	CARHR195520
OG0014406	g28993	CARHR195540
OG0014407	g41501	CARHR195610
OG0014408	g29132	CARHR195750
OG0014409	g29135	CARHR195800
OG0014410	g4992	CARHR195850
OG0014411	g4998	CARHR195970
OG0014412	g29156	CARHR196290
OG0014413	g29158	CARHR196310
OG0014414	g29167	CARHR196350
OG0014416	g5031	CARHR196570
OG0014418	g5063	CARHR197160
OG0014419	g10262	CARHR183610
OG0014420	g5088	CARHR197620
OG0014421	g23555	CARHR236120
OG0014422	g5103	CARHR197800
OG0014423	g5113	CARHR197880
OG0014424	g5118	CARHR197960
OG0014425	g5127	CARHR198070
OG0014426	g5143	CARHR198300
OG0014427	g5146	CARHR198320
OG0014428	g5147	CARHR198330
OG0014429	g5160	CARHR198540
OG0014430	g5176, g29296	CARHR198630
OG0014431	g29298	CARHR198660
OG0014432	g5180	CARHR198750
OG0014433	g47034	CARHR220030
OG0014434	g29303	CARHR198760
OG0014435	g29305	CARHR198780
OG0014436	g5183	CARHR198800
OG0014437	g45658	CARHR198900
OG0014438	g5200	CARHR199050
OG0014439	g45654	CARHR199120
OG0014440	g45649	CARHR199200
OG0014441	g45636	CARHR199250
OG0014442	g5216	CARHR199280
OG0014443	g29331	CARHR199540
OG0014445	g29334	CARHR199600
OG0014446	g5246	CARHR199670
OG0014447	g29357	CARHR200020
OG0014448	g29358	CARHR200030
OG0014449	g45614	CARHR200350
OG0014450	g5299	CARHR200530
OG0014452	g45593	CARHR200770
OG0014453	g29399	CARHR200810
OG0014454	g45588	CARHR200920
OG0014455	g29403	CARHR200960
OG0014456	g5351	CARHR201410
OG0014457	g5361	CARHR201500
OG0014458	g23541	CARHR236360
OG0014460	g4294	CARHR151760
OG0014461	g29447	CARHR201900
OG0014462	g5381	CARHR201990
OG0014463	g5389	CARHR202200
OG0014464	g29464	CARHR202250
OG0014465	g29465	CARHR202260
OG0014466	g29466	CARHR202270
OG0014467	g29471	CARHR202350
OG0014468	g5394	CARHR202380
OG0014469	g45554	CARHR202420
OG0014470	g29486	CARHR202620
OG0014471	g29487	CARHR202630
OG0014472	g5405	CARHR202690
OG0014473	g45545, g29492	CARHR202740
OG0014474	g29493	CARHR202750
OG0014475	g45542	CARHR202790
OG0014477	g29509	CARHR203090
OG0014479	g29519	CARHR203180
OG0014480	g5432	CARHR203320
OG0014481	g13016	CARHR217490
OG0014482	g5450	CARHR203760
OG0014483	g29560	CARHR203940
OG0014484	g29561	CARHR203930
OG0014485	g5474	CARHR204250
OG0014486	g5487	CARHR204370
OG0014487	g5491	CARHR204430
OG0014488	g5498	CARHR204570
OG0014489	g6434	CARHR101340
OG0014490	g29588	CARHR204730
OG0014491	g5506	CARHR204780
OG0014493	g29602	CARHR205130
OG0014494	g5529	CARHR205270
OG0014495	g5537	CARHR205560
OG0014496	g5540, g29625	CARHR205640
OG0014497	g45207	CARHR251280
OG0014498	g23792	CARHR232510
OG0014499	g23801	CARHR232460
OG0014502	g47524	CARHR232190
OG0014503	g47519	CARHR232120
OG0014504	g17200	CARHR232090
OG0014505	g40201	CARHR118540
OG0014506	g19580	CARHR154210
OG0014507	g40186	CARHR118630
OG0014508	g40180	CARHR119010
OG0014509	g40179	CARHR118750
OG0014510	g40176	CARHR118790
OG0014511	g40162	CARHR118930
OG0014512	g40161	CARHR118960
OG0014513	g37795	CARHR119030
OG0014514	g40154	CARHR119040
OG0014515	g40128	CARHR119530
OG0014516	g43660	CARHR119700
OG0014517	g40117	CARHR119920
OG0014518	g40114	CARHR119970
OG0014519	g40112	CARHR119990
OG0014520	g40094	CARHR120230
OG0014521	g37812, g53449	CARHR120540
OG0014522	g40077	CARHR120660
OG0014523	g40071	CARHR120810
OG0014524	g40068	CARHR120860
OG0014525	g37821	CARHR121000
OG0014526	g40062	CARHR121080
OG0014527	g40056	CARHR121170
OG0014528	g40045	CARHR121250
OG0014529	g40039	CARHR121280
OG0014530	g51085	CARHR121490
OG0014531	g37843	CARHR121580
OG0014532	g39977	CARHR121650
OG0014533	g39984	CARHR121760
OG0014534	g39985	CARHR121770
OG0014535	g40002	CARHR121950
OG0014536	g51121	CARHR122280
OG0014537	g51122	CARHR122350
OG0014538	g39972	CARHR122840
OG0014539	g37878	CARHR122950
OG0014540	g51177	CARHR122970
OG0014541	g51181	CARHR123210
OG0014542	g39951	CARHR123380
OG0014543	g39946	CARHR123440
OG0014544	g39936	CARHR123490
OG0014545	g37896	CARHR123590
OG0014546	g51198	CARHR123640
OG0014547	g51228	CARHR124370
OG0014548	g39859	CARHR191160
OG0014550	g51240	CARHR124930
OG0014551	g51241	CARHR124940
OG0014552	g39848	CARHR124960
OG0014553	g51252	CARHR125090
OG0014554	g39840	CARHR125120
OG0014555	g47493	CARHR231630
OG0014556	g51271	CARHR125560
OG0014558	g39819	CARHR125780
OG0014559	g51288	CARHR125850
OG0014560	g51290	CARHR125890
OG0014561	g39810	CARHR126490, CARHR004520
OG0014562	g39799	CARHR126300
OG0014563	g39791	CARHR126140
OG0014564	g39787	CARHR126040
OG0014565	g39770	CARHR126670
OG0014566	g37941	CARHR126730
OG0014567	g39765	CARHR126850
OG0014568	g51322	CARHR126860
OG0014569	g51353	CARHR127410
OG0014570	g39728	CARHR180180
OG0014571	g11100	CARHR179930
OG0014572	g39710	CARHR179700
OG0014573	g39708	CARHR179680
OG0014574	g39707	CARHR179670
OG0014575	g11090	CARHR179610
OG0014576	g11088	CARHR179500
OG0014577	g39694	CARHR179380
OG0014578	g39680	CARHR179120
OG0014579	g39679	CARHR179110
OG0014580	g11065	CARHR179080
OG0014581	g11061	CARHR178990
OG0014582	g23780	CARHR232680
OG0014584	g47544	CARHR232780
OG0014585	g23763	CARHR232850
OG0014587	g47551	CARHR232960
OG0014588	g23758	CARHR232980
OG0014589	g54011	CARHR037310
OG0014590	g36259	CARHR037260
OG0014591	g36248	CARHR037220
OG0014592	g28121	CARHR036920
OG0014593	g53986	CARHR036830
OG0014594	g50419	CARHR134190
OG0014595	g36175	CARHR036170
OG0014596	g44391	CARHR070190
OG0014597	g28140	CARHR036220
OG0014598	g28139	CARHR036250
OG0014599	g28136	CARHR036440
OG0014600	g53964	CARHR036460
OG0014601	g50436	CARHR027260
OG0014602	g32295	CARHR027270
OG0014603	g27642	CARHR027330
OG0014604	g32306	CARHR027390
OG0014605	g27649	CARHR027590
OG0014606	g27650	CARHR027700
OG0014607	g27655	CARHR027820
OG0014608	g32339	CARHR027830
OG0014609	g50472	CARHR027920
OG0014610	g32374	CARHR028260
OG0014611	g50502	CARHR028540
OG0014612	g50508	CARHR028730
OG0014613	g50513	CARHR028930
OG0014614	g32409	CARHR029010
OG0014615	g50517	CARHR029180
OG0014616	g32418	CARHR029540
OG0014617	g32428	CARHR029410
OG0014618	g32436	CARHR029340
OG0014619	g27694	CARHR029320
OG0014620	g50542	CARHR029910
OG0014621	g32472	CARHR029940
OG0014622	g32473	CARHR029950
OG0014623	g23832	CARHR231930
OG0014624	g50547	CARHR030050
OG0014625	g50551	CARHR030120
OG0014626	g32479	CARHR030150
OG0014627	g27718	CARHR030300
OG0014628	g50566	CARHR030330
OG0014629	g32506	CARHR030390
OG0014630	g50573	CARHR030570
OG0014631	g50578	CARHR030630
OG0014632	g50579	CARHR030640
OG0014633	g50589	CARHR030780
OG0014634	g32525	CARHR030840
OG0014635	g27746	CARHR030950
OG0014636	g27743	CARHR030980
OG0014637	g27737	CARHR287030
OG0014638	g50610	CARHR031080
OG0014639	g32535	CARHR031090
OG0014640	g32539	CARHR031100
OG0014641	g27724	CARHR031250
OG0014643	g50628	CARHR031520
OG0014644	g32595	CARHR031590
OG0014645	g32600	CARHR031630
OG0014646	g50633	CARHR031680
OG0014647	g27780	CARHR031970
OG0014648	g10704	CARHR145140
OG0014649	g10697	CARHR145220
OG0014650	g10680	CARHR145420
OG0014651	g1531	CARHR145550
OG0014652	g1544	CARHR145770
OG0014653	g23811	CARHR232330
OG0014654	g10663	CARHR145810
OG0014655	g1551	CARHR145970
OG0014656	g1557	CARHR145990
OG0014657	g50	CARHR280840
OG0014658	g9653	CARHR280810
OG0014659	g62	CARHR280600
OG0014660	g77	CARHR280370
OG0014661	g78	CARHR280340
OG0014662	g9670	CARHR280330
OG0014663	g82	CARHR280290
OG0014664	g83	CARHR280280
OG0014665	g97	CARHR280160
OG0014666	g100	CARHR280130
OG0014667	g102	CARHR280110
OG0014668	g112	CARHR279980
OG0014669	g9688	CARHR279910
OG0014670	g118	CARHR279900
OG0014671	g9691	CARHR279850
OG0014674	g9707	CARHR279500
OG0014675	g166	CARHR279120
OG0014676	g9723	CARHR279080
OG0014677	g45210	CARHR293790
OG0014678	g9734	CARHR278890
OG0014679	g9742	CARHR278840
OG0014680	g207	CARHR278720
OG0014681	g213	CARHR278630
OG0014682	g217	CARHR278560
OG0014683	g9762	CARHR278420
OG0014684	g233	CARHR278390
OG0014685	g9764	CARHR278380
OG0014686	g9765	CARHR278320
OG0014687	g2754	CARHR278190
OG0014688	g245	CARHR278140
OG0014689	g9783	CARHR278070
OG0014690	g9792	CARHR277910
OG0014691	g261	CARHR277860
OG0014692	g263	CARHR277830
OG0014693	g282	CARHR277510
OG0014694	g299	CARHR277290
OG0014695	g300	CARHR277280
OG0014696	g9816	CARHR277240
OG0014697	g303	CARHR277220
OG0014698	g304	CARHR277210
OG0014699	g315	CARHR107570
OG0014700	g309	CARHR277110
OG0014701	g9826	CARHR276950
OG0014702	g320	CARHR276940
OG0014703	g9828	CARHR276890
OG0014704	g18623	CARHR276810
OG0014705	g324	CARHR276800
OG0014707	g348	CARHR276350
OG0014708	g18605	CARHR276110
OG0014709	g359	CARHR276100
OG0014710	g9871	CARHR275910
OG0014711	g380	CARHR275880
OG0014712	g9873	CARHR275860
OG0014713	g384	CARHR275820
OG0014714	g388	CARHR275680
OG0014715	g390	CARHR275660
OG0014716	g9887	CARHR275480
OG0014717	g9888	CARHR275470
OG0014718	g413	CARHR275370
OG0014720	g9901	CARHR275150
OG0014721	g9908	CARHR275020
OG0014722	g435	CARHR274830
OG0014723	g9937	CARHR147920
OG0014724	g9938	CARHR274640
OG0014725	g9939	CARHR274620
OG0014726	g448	CARHR274550
OG0014728	g491	CARHR190040
OG0014729	g9970	CARHR190020
OG0014730	g9988	CARHR189830
OG0014731	g501	CARHR189800
OG0014732	g9992	CARHR189680
OG0014733	g28142	CARHR036150
OG0014734	g9995	CARHR189490
OG0014735	g2915	CARHR154200
OG0014736	g18571	CARHR189240, CARHR189220
OG0014737	g533	CARHR189210
OG0014738	g10001	CARHR189200
OG0014739	g10005	CARHR189150
OG0014740	g539	CARHR189130
OG0014741	g541	CARHR189090
OG0014742	g546	CARHR188930
OG0014743	g547	CARHR188920
OG0014745	g548	CARHR188910
OG0014746	g550	CARHR188860
OG0014747	g18565	CARHR188730
OG0014748	g564	CARHR188640
OG0014749	g29124	CARHR188620
OG0014750	g567	CARHR188580
OG0014751	g576	CARHR188520
OG0014752	g589	CARHR188140
OG0014753	g14919, g18548	CARHR187500
OG0014754	g18544	CARHR187270
OG0014755	g625	CARHR187290
OG0014756	g10095	CARHR187340
OG0014757	g632	CARHR187450
OG0014758	g29111	CARHR193580
OG0014759	g28979	CARHR193250
OG0014760	g28968	CARHR193030
OG0014761	g693	CARHR192810
OG0014762	g28952, g41410	CARHR192740
OG0014763	g708	CARHR192600
OG0014764	g718	CARHR192460
OG0014765	g719	CARHR192390
OG0014767	g722	CARHR192220
OG0014768	g723	CARHR192200
OG0014769	g41395	CARHR192150
OG0014770	g28911	CARHR191940
OG0014771	g747	CARHR191810
OG0014772	g41370	CARHR191660
OG0014773	g771	CARHR191480
OG0014774	g41361	CARHR191410
OG0014775	g777	CARHR191400
OG0014776	g50271	CARHR023320
OG0014777	g788	CARHR191250
OG0014778	g794	CARHR191130
OG0014779	g795	CARHR191120
OG0014780	g41359	CARHR191060
OG0014781	g809	CARHR190840
OG0014782	g28857	CARHR190730
OG0014783	g11705	CARHR100880
OG0014784	g28855	CARHR190690
OG0014785	g28854	CARHR190660
OG0014787	g41294	CARHR266710
OG0014788	g41332	CARHR274420
OG0014789	g28829, g842	CARHR274290
OG0014790	g41330	CARHR274260
OG0014791	g28826	CARHR274230
OG0014792	g28824	CARHR274200
OG0014793	g28801	CARHR273800
OG0014794	g48616, g21382	CARHR288240, CARHR282630
OG0014795	g28766	CARHR273410
OG0014796	g1631	CARHR273350
OG0014797	g28739	CARHR285820
OG0014798	g46740	CARHR213920
OG0014799	g28731	CARHR285770
OG0014800	g1266	CARHR285730
OG0014801	g28700, g1257	CARHR285580
OG0014802	g39242	CARHR285560
OG0014803	g1244	CARHR285310
OG0014804	g1243	CARHR285290
OG0014805	g1212	CARHR272600
OG0014806	g1204	CARHR272440
OG0014807	g1197	CARHR272380
OG0014808	g1196	CARHR272370
OG0014809	g1185	CARHR272270
OG0014811	g28693	CARHR272040
OG0014812	g1156	CARHR272020
OG0014813	g1154	CARHR271960
OG0014814	g28687	CARHR271930
OG0014815	g39235	CARHR271370
OG0014816	g28686	CARHR271920
OG0014817	g28684	CARHR271890
OG0014818	g39286	CARHR271730
OG0014819	g28669	CARHR271710
OG0014820	g1133	CARHR271490
OG0014821	g1131	CARHR271480
OG0014822	g39295	CARHR271450
OG0014823	g1120	CARHR271430
OG0014824	g39299	CARHR271410
OG0014825	g39306	CARHR271210
OG0014826	g1108	CARHR271190
OG0014827	g50606	CARHR144290
OG0014828	g13974	CARHR108750
OG0014829	g6164	CARHR105650
OG0014830	g39326	CARHR270810
OG0014831	g28600	CARHR270820
OG0014832	g28620	CARHR270950
OG0014833	g1082	CARHR270480
OG0014834	g1081	CARHR270470
OG0014835	g28562	CARHR270280
OG0014836	g28550	CARHR269610
OG0014838	g1044	CARHR269460
OG0014839	g39363	CARHR269060
OG0014840	g1039	CARHR269320
OG0014841	g28534	CARHR269300
OG0014842	g28531	CARHR269270
OG0014844	g1034	CARHR269210
OG0014846	g28517	CARHR268890
OG0014847	g1018	CARHR268830
OG0014848	g39374	CARHR268780
OG0014849	g977	CARHR268170
OG0014850	g2621	CARHR158600
OG0014851	g11380	CARHR158380
OG0014852	g2628	CARHR158260
OG0014853	g11386	CARHR158030
OG0014854	g2674	CARHR157810
OG0014855	g2675	CARHR157790
OG0014856	g19437	CARHR157620
OG0014857	g45234	CARHR055490
OG0014859	g29626	CARHR205660
OG0014860	g5546	CARHR205750, CARHR217940
OG0014861	g37312	CARHR133940
OG0014863	g29648	CARHR206110
OG0014864	g45463	CARHR206260
OG0014865	g29652	CARHR206320
OG0014866	g29657	CARHR206390
OG0014867	g29660	CARHR206430
OG0014868	g29673	CARHR206660
OG0014869	g45452	CARHR207080
OG0014870	g18065	CARHR056260
OG0014871	g45443	CARHR206790
OG0014872	g28318	CARHR206780
OG0014873	g17223	CARHR231580
OG0014875	g45442	CARHR207260
OG0014876	g29703	CARHR207270
OG0014877	g45440	CARHR207290
OG0014879	g5626	CARHR207450
OG0014880	g45432	CARHR207470
OG0014881	g29711	CARHR207510
OG0014882	g5628	CARHR207580
OG0014883	g5629	CARHR207600
OG0014885	g45418	CARHR208000
OG0014886	g29736	CARHR208020
OG0014887	g29742	CARHR208100
OG0014888	g29748	CARHR208170
OG0014890	g5661	CARHR208370
OG0014891	g25857, g29774	CARHR208540
OG0014892	g29786	CARHR208710
OG0014893	g10728	CARHR144810
OG0014894	g45405	CARHR208750
OG0014895	g5689	CARHR208890
OG0014896	g5692	CARHR208930
OG0014897	g5695	CARHR208990
OG0014898	g29798	CARHR209000
OG0014899	g45393	CARHR209050
OG0014900	g5702	CARHR209130
OG0014902	g5709	CARHR209310
OG0014903	g5710	CARHR209340
OG0014904	g29813	CARHR209400
OG0014905	g46862	CARHR216840
OG0014906	g45367	CARHR209600
OG0014907	g45366, g29832	CARHR209640
OG0014908	g45365	CARHR209650
OG0014909	g29834	CARHR209680
OG0014910	g5730	CARHR209870
OG0014911	g5740	CARHR210000
OG0014912	g5745	CARHR210060
OG0014913	g5755	CARHR210220
OG0014914	g45342	CARHR210500
OG0014915	g5775	CARHR210510
OG0014916	g5778	CARHR210570
OG0014918	g5791	CARHR211010
OG0014919	g29860	CARHR211120
OG0014920	g45312	CARHR211170
OG0014921	g5796	CARHR211180
OG0014922	g45308	CARHR211290
OG0014923	g45306	CARHR211320
OG0014924	g45301	CARHR211360
OG0014925	g5805	CARHR211400
OG0014926	g5809	CARHR211430
OG0014927	g45299	CARHR211490
