Orthogroup	Rorippa_islandica	Raphanus_sativus
OG0011730	Roisl.0046s1214.1.p	XP_018482479.1, XP_018437573.1
OG0011731	Roisl.0046s1207.1.p	XP_018484036.1
OG0011732	Roisl.0046s1179.1.p	XP_018458899.1
OG0011733	Roisl.0046s1176.1.p	XP_018440988.1, XP_018438816.1
OG0011734	Roisl.0046s1170.1.p	XP_018483175.1
OG0011735	Roisl.0046s1168.1.p	XP_018483173.1, XP_018433338.1
OG0011736	Roisl.0046s1164.1.p	XP_018437009.1, XP_018437029.1
OG0011737	Roisl.0046s1158.1.p	XP_018480324.1, XP_018480328.1
OG0011738	Roisl.0046s1150.1.p	XP_018433380.1, XP_018480941.1
OG0011739	Roisl.0009s0013.1.p	XP_018484444.1
OG0011740	Roisl.0046s1117.1.p, Roisl.0046s1129.1.p	XP_018480815.1, XP_018480825.1
OG0011741	Roisl.0046s1107.1.p	XP_018470675.1, XP_018481312.1
OG0011742	Roisl.0046s1100.1.p	XP_018468063.1
OG0011743	Roisl.0046s1099.1.p	XP_018468067.1
OG0011744	Roisl.0210s0006.1.p	XP_018433701.1
OG0011745	Roisl.0210s0012.1.p	XP_018493377.1
OG0011746	Roisl.0210s0035.1.p	XP_018492671.1
OG0011747	Roisl.0210s0054.1.p	XP_018487758.1, XP_018486480.1
OG0011748	Roisl.0210s0073.1.p	XP_018441792.1
OG0011749	Roisl.0210s0086.1.p	XP_018436138.1
OG0011750	Roisl.0210s0087.1.p	XP_018488810.1, XP_018466868.1, XP_018436144.1
OG0011751	Roisl.0210s0090.1.p	XP_018492373.1
OG0011752	Roisl.0210s0093.1.p	XP_018487599.1, XP_018487546.1
OG0011753	Roisl.0210s0095.1.p	XP_018463397.1
OG0011754	Roisl.0210s0105.1.p	XP_018432999.1
OG0011755	Roisl.0210s0110.1.p	XP_018486968.1
OG0011756	Roisl.0210s0112.1.p	XP_018441162.1
OG0011757	Roisl.0210s0119.1.p	XP_018481967.1, XP_018462599.1
OG0011758	Roisl.0210s0138.1.p	XP_018492258.1
OG0011759	Roisl.0210s0173.1.p	XP_018447132.1, XP_018451189.1
OG0011760	Roisl.0210s0177.1.p	XP_018443129.1
OG0011761	Roisl.0210s0194.1.p	XP_018480619.1
OG0011762	Roisl.0210s0196.1.p, Roisl.0091s0865.1.p	XP_018470835.1
OG0011763	Roisl.0210s0201.1.p	XP_018432745.1
OG0011764	Roisl.0210s0227.1.p	XP_018447967.1, XP_018466510.1
OG0011765	Roisl.0210s0238.1.p	XP_018493052.1, XP_018487895.1
OG0011767	Roisl.0210s0297.1.p	XP_018467331.1, XP_018451311.1
OG0011768	Roisl.0210s0312.1.p	XP_018451711.1
OG0011769	Roisl.0210s0313.1.p	XP_018450188.1, XP_018448557.1, XP_018447345.1
OG0011770	Roisl.0210s0364.1.p	XP_018479647.1, XP_018479637.1, XP_018479627.1
OG0011771	Roisl.0210s0371.1.p	XP_018460734.1, XP_018479608.1
OG0011772	Roisl.0210s0378.1.p	XP_018488128.1, XP_018488149.1
OG0011773	Roisl.0210s0380.1.p	XP_018493390.1, XP_018442369.1
OG0011775	Roisl.0091s0711.1.p	XP_018482604.1, XP_018447108.1
OG0011776	Roisl.0091s0726.1.p	XP_018450937.1
OG0011777	Roisl.0091s0729.1.p	XP_018441671.1, XP_018447453.1
OG0011778	Roisl.0091s0738.1.p	XP_018469140.1, XP_018439889.1
OG0011779	Roisl.0210s0525.1.p	XP_018468597.1
OG0011782	Roisl.0091s0830.1.p	XP_018471342.1, XP_018447247.1, XP_018447260.1
OG0011783	Roisl.0091s0843.1.p	XP_018466054.1
OG0011784	Roisl.0091s0857.1.p	XP_018489703.1, XP_018492142.1
OG0011785	Roisl.0091s0896.1.p	XP_018447160.1
OG0011786	Roisl.0091s0909.1.p	XP_018487941.1, XP_018489271.1, XP_018471434.1
OG0011787	Roisl.0091s0913.1.p	XP_018442863.1, XP_018449072.1
OG0011788	Roisl.0091s0927.1.p	XP_018472527.1
OG0011789	Roisl.0091s0968.1.p	XP_018475918.1
OG0011790	Roisl.0091s0979.1.p	XP_018447632.1, XP_018450860.1
OG0011791	Roisl.0008s0255.1.p	XP_018465400.1, XP_018462060.1
OG0011792	Roisl.0091s0992.1.p	XP_018493220.1
OG0011793	Roisl.0091s1005.1.p	XP_018483049.1, XP_018450633.1
OG0011794	Roisl.0091s1054.1.p	XP_018465870.1, XP_018448206.1
OG0011795	Roisl.0091s1075.1.p	XP_018491560.1
OG0011796	Roisl.0053s0167.1.p	XP_018492297.1, XP_018492641.1
OG0011797	Roisl.0091s1092.1.p	XP_018434388.1
OG0011798	Roisl.0091s1136.1.p	XP_018490620.1
OG0011799	Roisl.0091s1142.1.p	XP_018466588.1
OG0011800	Roisl.0091s1156.1.p	XP_018492397.1, XP_018441779.1
OG0011802	Roisl.0091s1161.1.p	XP_018447359.1, XP_018461722.1, XP_018485760.1
OG0011803	Roisl.0091s1167.1.p	XP_018450256.1
OG0011804	Roisl.0091s1170.1.p	XP_018493588.1
OG0011805	Roisl.0091s1179.1.p	XP_018432651.1, XP_018467360.1
OG0011806	Roisl.0091s1195.1.p	XP_018480631.1
OG0011807	Roisl.0021s0039.1.p	XP_018462757.1, XP_018487174.1
OG0011808	Roisl.0091s1205.1.p	XP_018448973.1, XP_018448969.1, XP_018448975.1, XP_018448979.1
OG0011809	Roisl.0091s1229.1.p	XP_018450059.1, XP_018437124.1
OG0011810	Roisl.0091s1237.1.p	XP_018471845.1, XP_018460010.1
OG0011811	Roisl.0091s1239.1.p	XP_018434076.1
OG0011812	Roisl.0021s0012.1.p	XP_018460022.1, XP_018450848.1
OG0011813	Roisl.0021s0033.1.p	XP_018488458.1, XP_018433816.1
OG0011814	Roisl.0021s0053.1.p	XP_018492014.1
OG0011815	Roisl.0021s0117.1.p	XP_018437606.1
OG0011816	Roisl.0022s0372.1.p	XP_018471334.1
OG0011817	Roisl.0021s0143.1.p	XP_018485650.1, XP_018440944.1
OG0011818	Roisl.0021s0167.1.p	XP_018491710.1, XP_018432992.1
OG0011820	Roisl.0021s0177.1.p	XP_018434753.1
OG0011821	Roisl.0021s0210.1.p	XP_018468227.1
OG0011822	Roisl.0021s0227.1.p	XP_018463285.1, XP_018463706.1
OG0011823	Roisl.0021s0266.1.p	XP_018449112.1, XP_018490207.1
OG0011824	Roisl.0021s0281.1.p	XP_018489847.1, XP_018439255.1
OG0011825	Roisl.0021s0282.1.p	XP_018449119.1, XP_018447719.1, XP_018462885.1
OG0011826	Roisl.0021s0293.1.p	XP_018486547.1
OG0011827	Roisl.0021s0297.1.p	XP_018447964.1, XP_018451602.1, XP_018447952.1
OG0011828	Roisl.0021s0299.1.p	XP_018486646.1
OG0011829	Roisl.0021s0313.1.p	XP_018474766.1
OG0011830	Roisl.0021s0325.1.p	XP_018447990.1, XP_018461387.1
OG0011831	Roisl.0021s0341.1.p	XP_018447274.1
OG0011832	Roisl.0021s0367.1.p	XP_018451813.1
OG0011833	Roisl.0021s0372.1.p	XP_018449823.1, XP_018488038.1
OG0011834	Roisl.0021s0416.1.p	XP_018441790.1, XP_018434970.1
OG0011835	Roisl.0021s0429.1.p	XP_018449911.1
OG0011836	Roisl.0021s0430.1.p	XP_018450101.1, XP_018450095.1, XP_018450097.1
OG0011837	Roisl.0021s0436.1.p	XP_018467417.1
OG0011838	Roisl.0021s0451.1.p	XP_018486095.1, XP_018438549.1
OG0011839	Roisl.0021s0459.1.p	XP_018469155.1
OG0011840	Roisl.0021s0485.1.p	XP_018442002.1
OG0011841	Roisl.0007s0766.1.p	XP_018481659.1, XP_018449420.1
OG0011842	Roisl.0007s0765.1.p	XP_018448091.1
OG0011843	Roisl.0007s0666.1.p	XP_018442699.1
OG0011844	Roisl.0007s0664.1.p	XP_018436903.1, XP_018469531.1
OG0011845	Roisl.0007s0659.1.p	XP_018486302.1
OG0011846	Roisl.0007s0619.1.p	XP_018434992.1
OG0011848	Roisl.0007s0612.1.p	XP_018479708.1
OG0011849	Roisl.0007s0576.1.p	XP_018441564.1
OG0011850	Roisl.0007s0568.1.p	XP_018440325.1
OG0011852	Roisl.0007s0526.1.p	XP_018435260.1
OG0011853	Roisl.0007s0502.1.p	XP_018433510.1
OG0011854	Roisl.0007s0493.1.p	XP_018437585.1, XP_018449854.1
OG0011855	Roisl.0007s0463.1.p	XP_018436964.1
OG0011856	Roisl.0007s0458.1.p	XP_018450163.1
OG0011857	Roisl.0007s0446.1.p	XP_018435906.1
OG0011858	Roisl.0007s0409.1.p	XP_018479436.1, XP_018451050.1
OG0011859	Roisl.0007s0407.1.p	XP_018436036.1
OG0011860	Roisl.0007s0392.1.p	XP_018489787.1, XP_018489778.1
OG0011861	Roisl.0007s0360.1.p	XP_018463199.1
OG0011862	Roisl.0007s0352.1.p	XP_018450341.1
OG0011863	Roisl.0007s0350.1.p	XP_018473049.1, XP_018438119.1
OG0011864	Roisl.0007s0345.1.p	XP_018441763.1, XP_018432697.1
OG0011865	Roisl.0007s0339.1.p	XP_018432667.1, XP_018451632.1
OG0011866	Roisl.0007s0319.1.p	XP_018440633.1
OG0011867	Roisl.0007s0293.1.p	XP_018479348.1
OG0011868	Roisl.0007s0292.1.p	XP_018466733.1, XP_018435866.1
OG0011869	Roisl.0007s0257.1.p	XP_018474570.1
OG0011870	Roisl.0007s0204.1.p	XP_018468271.1
OG0011871	Roisl.0007s0180.1.p	XP_018489046.1, XP_018448263.1
OG0011872	Roisl.0007s0178.1.p	XP_018436466.1
OG0011873	Roisl.0007s0173.1.p	XP_018432807.1, XP_018492816.1
OG0011874	Roisl.0007s0140.1.p	XP_018462559.1, XP_018467698.1, XP_018449498.1
OG0011875	Roisl.0007s0131.1.p	XP_018441093.1, XP_018447704.1
OG0011876	Roisl.0007s0124.1.p	XP_018437838.1, XP_018449593.1
OG0011877	Roisl.0007s0098.1.p	XP_018440922.1
OG0011878	Roisl.0007s0092.1.p	XP_018482538.1, XP_018436842.1
OG0011879	Roisl.0007s0088.1.p	XP_018448155.1
OG0011880	Roisl.0007s0078.1.p	XP_018492966.1
OG0011881	Roisl.0007s0076.1.p	XP_018447364.1
OG0011882	Roisl.0213s0862.1.p	XP_018453081.1, XP_018453477.1
OG0011883	Roisl.0007s0057.1.p	XP_018451075.1
OG0011884	Roisl.0007s0056.1.p	XP_018440780.1, XP_018451614.1
OG0011885	Roisl.0007s0050.1.p	XP_018437675.1, XP_018450989.1
OG0011886	Roisl.0049s0076.1.p	XP_018451272.1, XP_018488676.1
OG0011887	Roisl.0049s0077.1.p	XP_018435966.1, XP_018488686.1
OG0011888	Roisl.0191s0100.1.p	XP_018441264.1
OG0011889	Roisl.0002s0022.1.p	XP_018471105.1
OG0011890	Roisl.0191s0108.1.p	XP_018464933.1
OG0011891	Roisl.0006s0549.1.p	XP_018437600.1, XP_018433016.1
OG0011892	Roisl.0191s0122.1.p	XP_018440604.1
OG0011893	Roisl.0191s0127.1.p	XP_018433448.1
OG0011894	Roisl.0019s0356.1.p	XP_018457906.1
OG0011895	Roisl.0053s0090.1.p	XP_018464100.1
OG0011896	Roisl.0019s0362.1.p	XP_018455497.1, XP_018469550.1
OG0011897	Roisl.0025s0099.1.p, Roisl.0025s0097.1.p	XP_018482464.1, XP_018482463.1
OG0011898	Roisl.0019s0403.1.p	XP_018446472.1, XP_018446473.1
OG0011899	Roisl.0019s0420.1.p, Roisl.0019s0419.1.p, Roisl.0019s0421.1.p	XP_018457200.1
OG0011900	Roisl.0019s0426.1.p	XP_018461375.1, XP_018455225.1
OG0011902	Roisl.0019s0488.1.p	XP_018457612.1
OG0011903	Roisl.0019s0511.1.p	XP_018453453.1, XP_018465662.1
OG0011904	Roisl.0209s0150.1.p	XP_018470298.1
OG0011905	Roisl.0189s0092.1.p	XP_018481337.1
OG0011906	Roisl.0010s0154.1.p	XP_018456471.1
OG0011907	Roisl.0010s0107.1.p	XP_018449844.1, XP_018467030.1
OG0011908	Roisl.0010s0108.1.p	XP_018469640.1
OG0011909	Roisl.0010s0082.1.p	XP_018454650.1, XP_018454983.1
OG0011910	Roisl.0010s0081.1.p	XP_018457051.1
OG0011911	Roisl.0010s0068.1.p	XP_018456916.1, XP_018456915.1
OG0011912	Roisl.0209s0567.1.p	XP_018491550.1
OG0011913	Roisl.0209s0571.1.p	XP_018469256.1
OG0011914	Roisl.0209s0578.1.p	XP_018452410.1
OG0011915	Roisl.0209s0637.1.p	XP_018451964.1
OG0011916	Roisl.0209s0648.1.p	XP_018455411.1, XP_018437352.1
OG0011917	Roisl.0209s0654.1.p	XP_018434477.1
OG0011918	Roisl.0209s0673.1.p	XP_018434809.1, XP_018458066.1
OG0011919	Roisl.0038s0061.1.p	XP_018491701.1
OG0011920	Roisl.0209s0772.1.p	XP_018440965.1
OG0011921	Roisl.0209s0775.1.p	XP_018433136.1
OG0011922	Roisl.0214s0564.1.p	XP_018455623.1
OG0011923	Roisl.0214s0586.1.p	XP_018455821.1, XP_018461932.1
OG0011924	Roisl.0214s0611.1.p	XP_018452233.1
OG0011925	Roisl.0214s0620.1.p	XP_018439278.1
OG0011926	Roisl.0214s0623.1.p	XP_018440142.1
OG0011927	Roisl.0214s0646.1.p	XP_018463780.1, XP_018457741.1
OG0011928	Roisl.0214s0651.1.p	XP_018438739.1
OG0011929	Roisl.0214s0656.1.p	XP_018434777.1
OG0011930	Roisl.0214s0669.1.p	XP_018452328.1, XP_018434581.1
OG0011931	Roisl.0214s0670.1.p	XP_018457506.1
OG0011932	Roisl.0214s0755.1.p	XP_018461257.1, XP_018437333.1
OG0011933	Roisl.0214s0833.1.p	XP_018439411.1
OG0011934	Roisl.0008s0040.1.p	XP_018457684.1
OG0011935	Roisl.0008s0030.1.p	XP_018441226.1
OG0011936	Roisl.0019s0015.1.p	XP_018456702.1, XP_018456704.1
OG0011937	Roisl.0019s0016.1.p, Roisl.0046s1654.1.p	XP_018458164.1
OG0011938	Roisl.0050s0082.1.p	XP_018480634.1, XP_018454259.1, XP_018453367.1
OG0011939	Roisl.0050s0079.1.p	XP_018456460.1, XP_018456673.1
OG0011940	Roisl.0050s0041.1.p	XP_018453095.1
OG0011941	Roisl.0050s0033.1.p	XP_018457842.1, XP_018457843.1
OG0011942	Roisl.0050s0032.1.p	XP_018457074.1, XP_018457075.1
OG0011943	Roisl.0050s0017.1.p	XP_018453180.1
OG0011944	Roisl.0050s0014.1.p	XP_018453009.1, XP_018454422.1
OG0011945	Roisl.0005s0172.1.p	XP_018483475.1
OG0011946	Roisl.0005s0151.1.p	XP_018455074.1, XP_018436976.1
OG0011947	Roisl.0024s0554.1.p	XP_018435250.1, XP_018436237.1
OG0011948	Roisl.0005s0140.1.p	XP_018484914.1, XP_018461553.1
OG0011949	Roisl.0005s0135.1.p	XP_018434791.1
OG0011950	Roisl.0008s0248.1.p	XP_018458048.1, XP_018467744.1
OG0011951	Roisl.0005s0124.1.p	XP_018480341.1
OG0011952	Roisl.0005s0017.1.p	XP_018484017.1, XP_018461758.1
OG0011953	Roisl.0005s0014.1.p	XP_018434457.1, XP_018439537.1
OG0011954	Roisl.0005s0008.1.p	XP_018457615.1, XP_018456268.1
OG0011955	Roisl.0005s0004.1.p	XP_018450104.1, XP_018456550.1
OG0011956	Roisl.0191s0362.1.p	XP_018447564.1, XP_018434990.1
OG0011957	Roisl.0213s0021.1.p	XP_018451298.1
OG0011958	Roisl.0082s0313.1.p	XP_018453288.1
OG0011959	Roisl.0082s0303.1.p	XP_018466814.1
OG0011960	Roisl.0036s0119.1.p	XP_018437140.1
OG0011961	Roisl.0082s0266.1.p	XP_018454568.1
OG0011962	Roisl.0044s0095.1.p	XP_018469453.1, XP_018470106.1, XP_018472444.1
OG0011963	Roisl.0044s0138.1.p	XP_018435673.1, XP_018485124.1
OG0011964	Roisl.0002s0052.1.p	XP_018468687.1, XP_018449827.1
OG0011965	Roisl.0009s0241.1.p	XP_018477863.1, XP_018479648.1, XP_018478020.1
OG0011966	Roisl.0017s0346.1.p	XP_018480726.1
OG0011967	Roisl.0002s0046.1.p	XP_018477659.1, XP_018477657.1
OG0011968	Roisl.0013s0121.1.p	XP_018451419.1
OG0011969	Roisl.0013s0110.1.p	XP_018484365.1, XP_018448781.1
OG0011970	Roisl.0013s0108.1.p	XP_018441993.1
OG0011971	Roisl.0191s0222.1.p	XP_018435435.1
OG0011972	Roisl.0013s0096.1.p	XP_018448449.1, XP_018435198.1
OG0011973	Roisl.0013s0094.1.p	XP_018477212.1, XP_018461832.1, XP_018440490.1
OG0011974	Roisl.0013s0055.1.p	XP_018449388.1
OG0011975	Roisl.0051s0032.1.p	XP_018438789.1, XP_018477126.1
OG0011976	Roisl.0004s0410.1.p	XP_018444013.1
OG0011977	Roisl.0011s0001.1.p	XP_018470636.1
OG0011978	Roisl.0115s0776.1.p	XP_018478735.1, XP_018463064.1
OG0011979	Roisl.0115s0764.1.p	XP_018477148.1, XP_018483268.1, XP_018483266.1
OG0011980	Roisl.0115s0762.1.p	XP_018449206.1
OG0011981	Roisl.0115s0759.1.p	XP_018477399.1, XP_018471503.1
OG0011982	Roisl.0115s0752.1.p	XP_018482629.1
OG0011983	Roisl.0115s0723.1.p	XP_018480209.1
OG0011984	Roisl.0115s0696.1.p	XP_018478982.1
OG0011985	Roisl.0115s0695.1.p	XP_018483774.1, XP_018451265.1
OG0011986	Roisl.0115s0692.1.p	XP_018449391.1, XP_018469139.1
OG0011988	Roisl.0115s0656.1.p	XP_018451909.1
OG0011989	Roisl.0115s0654.1.p	XP_018453337.1, XP_018447506.1
OG0011990	Roisl.0001s0501.1.p	XP_018451108.1
OG0011991	Roisl.0001s0434.1.p	XP_018468167.1
OG0011992	Roisl.0001s0425.1.p	XP_018449705.1
OG0011993	Roisl.0001s0406.1.p	XP_018470277.1, XP_018470282.1
OG0011994	Roisl.0001s0389.1.p	XP_018451793.1, XP_018483407.1
OG0011995	Roisl.0001s0385.1.p	XP_018458854.1
OG0011996	Roisl.0001s0380.1.p	XP_018469221.1, XP_018469380.1
OG0011997	Roisl.0001s0377.1.p	XP_018471794.1, XP_018471839.1
OG0011998	Roisl.0001s0347.1.p	XP_018449123.1, XP_018477329.1
OG0011999	Roisl.0001s0328.1.p	XP_018449023.1, XP_018448392.1, XP_018449006.1
OG0012000	Roisl.0001s0326.1.p	XP_018451261.1, XP_018448384.1
OG0012001	Roisl.0001s0323.1.p	XP_018470837.1, XP_018449008.1, XP_018449022.1
OG0012002	Roisl.0001s0322.1.p	XP_018470839.1, XP_018450123.1
OG0012003	Roisl.0001s0310.1.p	XP_018456588.1, XP_018456764.1
OG0012004	Roisl.0001s0298.1.p	XP_018458488.1, XP_018470423.1
OG0012005	Roisl.0001s0291.1.p	XP_018471096.1, XP_018470388.1
OG0012006	Roisl.0001s0290.1.p	XP_018449985.1, XP_018479020.1
OG0012007	Roisl.0010s0203.1.p	XP_018448010.1, XP_018447200.1
OG0012008	Roisl.0001s0258.1.p	XP_018467840.1, XP_018478050.1
OG0012009	Roisl.0001s0244.1.p	XP_018482614.1, XP_018470197.1
OG0012010	Roisl.0001s0237.1.p	XP_018472415.1, XP_018465015.1
OG0012011	Roisl.0191s0048.1.p, Roisl.0003s0294.1.p, Roisl.0008s0292.1.p	XP_018468020.1
OG0012012	Roisl.0021s0591.1.p	XP_018480840.1, XP_018480870.1
OG0012013	Roisl.0001s0159.1.p	XP_018471790.1
OG0012014	Roisl.0001s0105.1.p	XP_018471414.1
OG0012015	Roisl.0001s0096.1.p	XP_018447511.1
OG0012016	Roisl.0001s0085.1.p	XP_018469389.1
OG0012017	Roisl.0001s0033.1.p	XP_018470042.1, XP_018451547.1
OG0012018	Roisl.0001s0025.1.p	XP_018470073.1
OG0012019	Roisl.0001s0023.1.p, Roisl.0029s0009.1.p	XP_018470071.1
OG0012020	Roisl.0001s0022.1.p	XP_018470072.1, XP_018480349.1
OG0012021	Roisl.0036s0065.1.p	XP_018438282.1
OG0012022	Roisl.0001s0004.1.p	XP_018470708.1
OG0012024	Roisl.0003s0269.1.p	XP_018468062.1, XP_018483577.1, XP_018481884.1
OG0012025	Roisl.0003s0276.1.p	XP_018468083.1
OG0012026	Roisl.0003s0280.1.p	XP_018467438.1, XP_018471991.1
OG0012027	Roisl.0003s0298.1.p	XP_018472119.1
OG0012028	Roisl.0003s0302.1.p	XP_018451438.1, XP_018469304.1
OG0012029	Roisl.0003s0318.1.p	XP_018470845.1
OG0012030	Roisl.0003s0322.1.p	XP_018447492.1
OG0012031	Roisl.0003s0349.1.p	XP_018453639.1
OG0012032	Roisl.0008s0265.1.p	XP_018470430.1
OG0012033	Roisl.0008s0273.1.p	XP_018467890.1, XP_018478350.1
OG0012034	Roisl.0008s0277.1.p	XP_018479043.1, XP_018469205.1
OG0012035	Roisl.0008s0321.1.p	XP_018477670.1
OG0012036	Roisl.0008s0325.1.p	XP_018482436.1, XP_018485105.1
OG0012037	Roisl.0008s0337.1.p	XP_018448077.1, XP_018442786.1
OG0012039	Roisl.0003s0216.1.p	XP_018465394.1, XP_018480234.1
OG0012040	Roisl.0003s0209.1.p	XP_018485275.1, XP_018459456.1
OG0012041	Roisl.0003s0198.1.p	XP_018482926.1, XP_018472109.1, XP_018472120.1
OG0012042	Roisl.0003s0192.1.p	XP_018482931.1, XP_018463898.1, XP_018451891.1
OG0012043	Roisl.0003s0187.1.p	XP_018460923.1, XP_018450663.1, XP_018450662.1, XP_018451354.1
OG0012044	Roisl.0003s0139.1.p	XP_018463009.1, XP_018467812.1
OG0012045	Roisl.0200s0034.1.p	XP_018443209.1, XP_018444156.1
OG0012046	Roisl.0003s0123.1.p	XP_018466374.1, XP_018449536.1
OG0012047	Roisl.0003s0121.1.p	XP_018464658.1, XP_018454614.1
OG0012048	Roisl.0003s0091.1.p	XP_018483611.1, XP_018449232.1, XP_018460697.1
OG0012049	Roisl.0209s0482.1.p	XP_018488790.1
OG0012050	Roisl.0053s0290.1.p	XP_018458819.1, XP_018488207.1
OG0012051	Roisl.0053s0254.1.p	XP_018486586.1
OG0012052	Roisl.0019s0224.1.p	XP_018457245.1, XP_018472081.1
OG0012054	Roisl.0019s0265.1.p	XP_018456732.1, XP_018456748.1
OG0012055	Roisl.0191s0163.1.p	XP_018434338.1, XP_018439628.1
OG0012056	Roisl.0191s0171.1.p	XP_018473778.1, XP_018473789.1
OG0012057	Roisl.0191s0180.1.p	XP_018454102.1
OG0012058	Roisl.0191s0208.1.p	XP_018467870.1
OG0012059	Roisl.0191s0223.1.p	XP_018440729.1, XP_018436728.1
OG0012060	Roisl.0191s0230.1.p	XP_018435211.1
OG0012061	Roisl.0191s0267.1.p	XP_018440834.1
OG0012062	Roisl.0191s0312.1.p	XP_018447297.1, XP_018436879.1, XP_018436896.1
OG0012063	Roisl.0191s0370.1.p	XP_018434252.1
OG0012064	Roisl.0191s0381.1.p	XP_018484213.1, XP_018462672.1, XP_018473987.1
OG0012065	Roisl.0210s0700.1.p	XP_018433191.1, XP_018458643.1
OG0012066	Roisl.0191s0673.1.p	XP_018455981.1, XP_018455980.1
OG0012067	Roisl.0191s0591.1.p	XP_018454498.1, XP_018454497.1
OG0012068	Roisl.0191s0614.1.p	XP_018474443.1, XP_018474442.1
OG0012069	Roisl.0191s0613.1.p	XP_018474447.1, XP_018474448.1
OG0012070	Roisl.0191s0610.1.p	XP_018474436.1, XP_018474437.1
OG0012071	Roisl.0191s0609.1.p	XP_018474434.1, XP_018474433.1
OG0012072	Roisl.0191s0606.1.p	XP_018452967.1
OG0012073	Roisl.0191s0601.1.p	XP_018474444.1
OG0012074	Roisl.0191s0626.1.p	XP_018452935.1, XP_018463524.1
OG0012075	Roisl.0191s0582.1.p	XP_018456561.1
OG0012076	Roisl.0191s0567.1.p	XP_018454383.1
OG0012077	Roisl.0191s0517.1.p	XP_018475320.1, XP_018473000.1
OG0012078	Roisl.0011s0079.1.p	XP_018482338.1, XP_018482337.1, XP_018438322.1
OG0012079	Roisl.0191s0487.1.p	XP_018462018.1, XP_018476692.1, XP_018453914.1
OG0012080	Roisl.0191s0485.1.p	XP_018472761.1
OG0012081	Roisl.0015s0051.1.p	XP_018473342.1, XP_018471797.1
OG0012082	Roisl.0015s0041.1.p	XP_018455294.1
OG0012083	Roisl.0015s0040.1.p	XP_018458935.1
OG0012084	Roisl.0015s0025.1.p	XP_018453022.1
OG0012085	Roisl.0015s0019.1.p	XP_018458938.1, XP_018455734.1
OG0012086	Roisl.0015s0008.1.p	XP_018466862.1, XP_018453926.1
OG0012087	Roisl.0063s0008.1.p	XP_018460612.1, XP_018467583.1
OG0012088	Roisl.0063s0010.1.p	XP_018480624.1
OG0012089	Roisl.0063s0025.1.p	XP_018436972.1
OG0012090	Roisl.0063s0027.1.p	XP_018433326.1, XP_018478452.1
OG0012091	Roisl.0022s0301.1.p	XP_018483450.1
OG0012092	Roisl.0022s0255.1.p	XP_018447075.1, XP_018477258.1
OG0012093	Roisl.0022s0365.1.p	XP_018483183.1, XP_018483159.1
OG0012094	Roisl.0022s0378.1.p	XP_018469500.1
OG0012095	Roisl.0022s0427.1.p	XP_018484478.1, XP_018470302.1
OG0012096	Roisl.0022s0492.1.p	XP_018457833.1, XP_018481335.1
OG0012097	Roisl.0022s0494.1.p	XP_018477685.1
OG0012098	Roisl.0011s0281.1.p	XP_018452850.1
OG0012099	Roisl.0011s0321.1.p	XP_018462130.1, XP_018479408.1, XP_018435328.1
OG0012100	Roisl.0007s0547.1.p	XP_018490165.1
OG0012101	Roisl.0191s0212.1.p	XP_018449769.1, XP_018451526.1, XP_018473830.1
OG0012102	Roisl.0191s0359.1.p	XP_018460434.1, XP_018447466.1, XP_018484225.1, XP_018461209.1
OG0012103	Roisl.0191s0394.1.p	XP_018449618.1, XP_018438298.1
OG0012104	Roisl.0191s0395.1.p	XP_018448547.1, XP_018449216.1
OG0012105	Roisl.0015s0115.1.p	XP_018451917.1, XP_018451915.1, XP_018434540.1
OG0012106	Roisl.0209s0138.1.p	XP_018489902.1, XP_018468312.1
OG0012109	Roisl.0020s0008.1.p, Roisl.0082s0136.1.p	XP_018462828.1
OG0012113	Roisl.0019s0745.1.p	XP_018453376.1, XP_018442425.1
OG0012114	Roisl.0019s0673.1.p	XP_018454866.1, XP_018468649.1
OG0012117	Roisl.0115s0568.1.p, Roisl.0115s0563.1.p	XP_018435479.1, XP_018462421.1
OG0012118	Roisl.0188s0031.1.p	XP_018490378.1, XP_018453928.1
OG0012119	Roisl.0066s0277.1.p	XP_018453143.1
OG0012120	Roisl.0115s0202.1.p	XP_018456701.1, XP_018443568.1, XP_018443799.1
OG0012121	Roisl.0006s0601.1.p, Roisl.0006s0602.1.p	XP_018438073.1
OG0012122	Roisl.0006s0553.1.p	XP_018459020.1, XP_018433268.1
OG0012123	Roisl.0021s0582.1.p	XP_018460422.1, XP_018441715.1
OG0012124	Roisl.0051s0036.1.p, Roisl.0051s0037.1.p	XP_018435142.1
OG0012125	Roisl.0051s0047.1.p	XP_018477691.1, XP_018433985.1
OG0012126	Roisl.0023s0007.1.p	XP_018484086.1, XP_018441469.1
OG0012127	Roisl.0078s0005.1.p	XP_018462936.1, XP_018474805.1
OG0012129	Roisl.0028s0868.1.p	XP_018481130.1, XP_018461505.1, XP_018439310.1, XP_018439311.1
OG0012130	Roisl.0028s0981.1.p	XP_018474083.1, XP_018482680.1, XP_018482679.1, XP_018436362.1
OG0012132	Roisl.0028s0473.1.p	XP_018478899.1
OG0012133	Roisl.0028s0188.1.p	XP_018475522.1, XP_018440929.1
OG0012134	Roisl.0028s0093.1.p	XP_018435084.1, XP_018465539.1
OG0012136	Roisl.0011s0277.1.p	XP_018469702.1, XP_018435021.1
OG0012137	Roisl.0011s0367.1.p	XP_018437721.1, XP_018441512.1
