Orthogroup	Rorippa_islandica	Eutrema_salsugineum
OG0014441	Roisl.0210s1110.1.p	XP_006399918.1
OG0014442	Roisl.0210s1108.1.p	XP_006399916.1
OG0014443	Roisl.0210s1087.1.p	XP_006399892.1
OG0014444	Roisl.0210s1086.1.p	XP_006399891.1
OG0014445	Roisl.0210s1080.1.p	XP_006399884.1
OG0014446	Roisl.0210s1073.1.p	XP_006399876.1
OG0014447	Roisl.0210s1035.1.p	XP_006399832.2
OG0014448	Roisl.0210s1034.1.p	XP_006399831.1
OG0014449	Roisl.0210s1000.1.p	XP_006399800.1
OG0014450	Roisl.0210s0982.1.p	XP_024012211.1
OG0014451	Roisl.0012s0013.1.p	XP_006414153.1
OG0014452	Roisl.0210s0958.1.p	XP_006399750.1
OG0014453	Roisl.0210s0954.1.p	XP_006399744.1
OG0014454	Roisl.0210s0944.1.p	XP_024012328.1
OG0014455	Roisl.0210s0940.1.p	XP_006399733.1
OG0014456	Roisl.0210s0903.1.p	XP_006399691.1
OG0014457	Roisl.0210s0894.1.p	XP_006399685.1
OG0014458	Roisl.0044s0005.1.p	XP_006412936.1
OG0014459	Roisl.0210s0879.1.p	XP_006399668.1
OG0014460	Roisl.0188s0116.1.p	XP_024007657.1
OG0014461	Roisl.0210s0852.1.p	XP_024012353.1
OG0014462	Roisl.0210s0844.1.p	XP_006399629.1
OG0014463	Roisl.0210s0828.1.p	XP_024012074.1
OG0014464	Roisl.0210s0822.1.p	XP_006399603.1
OG0014465	Roisl.0210s0821.1.p	XP_024011419.1
OG0014466	Roisl.0210s0816.1.p	XP_006399600.2
OG0014467	Roisl.0210s0808.1.p	XP_006399589.1
OG0014468	Roisl.0210s0805.1.p	XP_006399586.1
OG0014469	Roisl.0210s0801.1.p	XP_006399582.1
OG0014470	Roisl.0210s0785.1.p	XP_006399566.1
OG0014471	Roisl.0210s0783.1.p	XP_006399563.2
OG0014472	Roisl.0210s0778.1.p	XP_024012372.1
OG0014473	Roisl.0210s0774.1.p	XP_006399554.1
OG0014474	Roisl.0210s0773.1.p	XP_024011632.1
OG0014475	Roisl.0210s0768.1.p	XP_006399548.1
OG0014476	Roisl.0210s0755.1.p	XP_006399533.1
OG0014477	Roisl.0210s0737.1.p	XP_006399513.1
OG0014478	Roisl.0210s0727.1.p	XP_024012603.1
OG0014479	Roisl.0210s0726.1.p	XP_006399501.1
OG0014480	Roisl.0210s0713.1.p	XP_006399486.1
OG0014481	Roisl.0015s0177.1.p	XP_006403091.1
OG0014482	Roisl.0210s0673.1.p	XP_006399441.1
OG0014483	Roisl.0210s0653.1.p	XP_006399424.1
OG0014484	Roisl.0210s0652.1.p	XP_006399423.1
OG0014485	Roisl.0210s0624.1.p	XP_006399387.1
OG0014486	Roisl.0210s0613.1.p	XP_024012633.1
OG0014487	Roisl.0210s0607.1.p	XP_006399356.1
OG0014488	Roisl.0210s0594.1.p	XP_024011635.1
OG0014489	Roisl.0053s0170.1.p	XP_006418674.1
OG0014490	Roisl.0210s0580.1.p	XP_006399325.1
OG0014491	Roisl.0210s0577.1.p	XP_006399322.1
OG0014493	Roisl.0210s0547.1.p	XP_006399292.1
OG0014494	Roisl.0210s0533.1.p	XP_024015015.1, XP_024012102.1
OG0014495	Roisl.0210s0502.1.p	XP_006399242.1
OG0014496	Roisl.0210s0490.1.p	XP_024012618.1
OG0014497	Roisl.0082s0379.1.p	XP_006396516.2
OG0014498	Roisl.0022s0154.1.p	XP_024005128.1
OG0014499	Roisl.0022s0149.1.p	XP_006413349.1
OG0014500	Roisl.0022s0140.1.p	XP_006413363.1
OG0014501	Roisl.0022s0138.1.p	XP_006413365.1
OG0014502	Roisl.0022s0123.1.p	XP_006413383.1
OG0014503	Roisl.0022s0118.1.p	XP_006413388.1
OG0014504	Roisl.0022s0115.1.p	XP_006413395.2
OG0014505	Roisl.0029s0073.1.p	XP_006408729.1
OG0014506	Roisl.0209s0292.1.p	XP_024009647.1
OG0014507	Roisl.0029s0060.1.p	XP_024009778.1
OG0014508	Roisl.0010s0012.1.p	XP_006408728.1
OG0014509	Roisl.0029s0054.1.p	XP_006409720.1
OG0014510	Roisl.0029s0041.1.p	XP_006397283.1
OG0014511	Roisl.0010s0031.1.p	XP_006397374.1
OG0014512	Roisl.0010s0027.1.p	XP_024006382.1
OG0014513	Roisl.0010s0004.1.p	XP_006408611.1
OG0014514	Roisl.0010s0001.1.p	XP_006408610.1
OG0014515	Roisl.0046s0665.1.p	XP_024015827.1
OG0014516	Roisl.0204s0132.1.p	XP_006408622.1
OG0014517	Roisl.0204s0090.1.p	XP_024016078.1
OG0014518	Roisl.0204s0080.1.p	XP_006408712.1
OG0014519	Roisl.0204s0079.1.p	XP_006408713.1
OG0014520	Roisl.0204s0046.1.p	XP_006409754.1
OG0014521	Roisl.0204s0011.1.p	XP_006409796.1
OG0014522	Roisl.0082s0541.1.p	XP_006409810.1
OG0014523	Roisl.0082s0550.1.p	XP_006409826.1
OG0014524	Roisl.0082s0556.1.p	XP_024003636.1
OG0014525	Roisl.0082s0563.1.p	XP_006409836.1
OG0014526	Roisl.0082s0568.1.p	XP_024016854.1
OG0014527	Roisl.0082s0580.1.p	XP_024003820.1
OG0014528	Roisl.0082s0590.1.p	XP_006415101.2, XP_024016856.1
OG0014529	Roisl.0082s0593.1.p	XP_006409860.1
OG0014530	Roisl.0082s0609.1.p	XP_006409876.1
OG0014531	Roisl.0082s0620.1.p	XP_024016675.1
OG0014532	Roisl.0082s0628.1.p	XP_024003723.1
OG0014533	Roisl.0082s0635.1.p	XP_006409898.1
OG0014534	Roisl.0082s0637.1.p	XP_006409899.1
OG0014535	Roisl.0082s0652.1.p	XP_024004261.1
OG0014536	Roisl.0082s0692.1.p	XP_006409946.1
OG0014537	Roisl.0082s0695.1.p	XP_006409950.1
OG0014538	Roisl.0082s0744.1.p	XP_006410008.1
OG0014539	Roisl.0082s0754.1.p	XP_006410019.1
OG0014540	Roisl.0082s0757.1.p	XP_006410024.1
OG0014541	Roisl.0033s0010.1.p	XP_006410047.1
OG0014542	Roisl.0033s0022.1.p	XP_006410061.1
OG0014543	Roisl.0033s0028.1.p	XP_006410080.1
OG0014544	Roisl.0033s0034.1.p	XP_006410090.1
OG0014545	Roisl.0033s0042.1.p	XP_006410136.1
OG0014546	Roisl.0033s0047.1.p	XP_006410132.1
OG0014547	Roisl.0033s0105.1.p	XP_006410188.2
OG0014548	Roisl.0210s1900.1.p	XP_006410247.1
OG0014549	Roisl.0026s0115.1.p	XP_006402846.2
OG0014550	Roisl.0033s0167.1.p	XP_006410263.1
OG0014551	Roisl.0033s0168.1.p	XP_006410264.2
OG0014552	Roisl.0017s0512.1.p	XP_006410265.1
OG0014553	Roisl.0017s0515.1.p	XP_006410281.1
OG0014554	Roisl.0017s0509.1.p	XP_006410283.2
OG0014555	Roisl.0008s0236.1.p	XP_006413461.1
OG0014556	Roisl.0017s0467.1.p	XP_024003761.1
OG0014557	Roisl.0017s0460.1.p	XP_006410327.1
OG0014558	Roisl.0017s0449.1.p	XP_006410337.1
OG0014559	Roisl.0017s0444.1.p	XP_006410341.1
OG0014560	Roisl.0017s0438.1.p	XP_006410346.1
OG0014561	Roisl.0028s0645.1.p	XP_006410393.1
OG0014562	Roisl.0028s0634.1.p	XP_006410380.1
OG0014563	Roisl.0028s0617.1.p	XP_006410364.1
OG0014564	Roisl.0017s0425.1.p	XP_024004256.1
OG0014565	Roisl.0028s0662.1.p	XP_006410407.1
OG0014566	Roisl.0028s0666.1.p	XP_006410409.1
OG0014567	Roisl.0028s0680.1.p	XP_006410429.1
OG0014568	Roisl.0028s0681.1.p	XP_006410430.2
OG0014569	Roisl.0028s0738.1.p	XP_006410482.1
OG0014570	Roisl.0012s0112.1.p	XP_006403239.1
OG0014571	Roisl.0012s0144.1.p	XP_024013286.1, XP_006409823.2
OG0014572	Roisl.0012s0170.1.p	XP_006403192.1
OG0014573	Roisl.0012s0172.1.p	XP_024013249.1
OG0014574	Roisl.0012s0174.1.p	XP_006403176.1
OG0014575	Roisl.0012s0182.1.p	XP_006403175.1
OG0014576	Roisl.0012s0199.1.p	XP_006403164.1
OG0014577	Roisl.0012s0207.1.p	XP_006403155.1
OG0014578	Roisl.0012s0233.1.p	XP_006403135.1
OG0014579	Roisl.0012s0234.1.p	XP_024013273.1
OG0014580	Roisl.0012s0236.1.p	XP_006403132.2
OG0014581	Roisl.0012s0247.1.p	XP_006403125.1
OG0014582	Roisl.0022s0171.1.p	XP_006413323.1
OG0014583	Roisl.0022s0177.1.p	XP_006413317.1
OG0014584	Roisl.0022s0181.1.p	XP_006413313.1
OG0014585	Roisl.0022s0191.1.p	XP_006413305.1
OG0014586	Roisl.0022s0192.1.p	XP_024005592.1
OG0014587	Roisl.0022s0202.1.p	XP_006413297.1
OG0014588	Roisl.0022s0204.1.p	XP_006413295.1
OG0014589	Roisl.0013s0182.1.p	XP_006393531.1
OG0014590	Roisl.0013s0187.1.p	XP_006393556.1
OG0014591	Roisl.0013s0192.1.p	XP_006393565.2
OG0014592	Roisl.0013s0220.1.p	XP_024006240.1
OG0014593	Roisl.0013s0230.1.p	XP_006393596.1
OG0014594	Roisl.0015s0123.1.p	XP_006415746.1
OG0014595	Roisl.0179s0018.1.p	XP_006393684.1
OG0014596	Roisl.0004s0226.1.p	XP_006390169.1
OG0014597	Roisl.0179s0011.1.p	XP_006393673.1
OG0014598	Roisl.0066s0392.1.p	XP_006393667.1
OG0014599	Roisl.0066s0367.1.p	XP_024006262.1
OG0014600	Roisl.0066s0370.1.p	XP_006393637.1
OG0014601	Roisl.0213s0039.1.p	XP_006415732.1
OG0014602	Roisl.0213s0040.1.p	XP_006415731.1
OG0014603	Roisl.0213s0047.1.p	XP_006415720.1
OG0014604	Roisl.0213s0054.1.p	XP_006415713.2
OG0014605	Roisl.0213s0070.1.p	XP_006415693.1
OG0014606	Roisl.0213s0081.1.p	XP_006415684.1
OG0014607	Roisl.0213s0094.1.p	XP_006415670.1
OG0014608	Roisl.0213s0095.1.p	XP_006415667.1
OG0014609	Roisl.0213s0105.1.p	XP_006415656.1
OG0014610	Roisl.0213s0148.1.p	XP_024008925.1
OG0014611	Roisl.0213s0171.1.p	XP_006415596.1
OG0014612	Roisl.0213s0190.1.p	XP_006415577.1
OG0014613	Roisl.0213s0210.1.p	XP_006415564.1
OG0014614	Roisl.0213s0223.1.p	XP_006415555.1
OG0014615	Roisl.0213s0243.1.p	XP_006415544.1
OG0014616	Roisl.0213s0253.1.p	XP_006415538.1
OG0014617	Roisl.0213s0264.1.p	XP_006415525.1
OG0014618	Roisl.0213s0270.1.p	XP_006418917.2, XP_024008559.1
OG0014619	Roisl.0213s0272.1.p	XP_006415514.1
OG0014620	Roisl.0213s0311.1.p	XP_006415464.2
OG0014621	Roisl.0213s0314.1.p	XP_006415459.1
OG0014622	Roisl.0213s0315.1.p	XP_006415457.1
OG0014623	Roisl.0022s0099.1.p	XP_006413418.1
OG0014624	Roisl.0213s0324.1.p	XP_006415446.1
OG0014625	Roisl.0213s0327.1.p	XP_006415440.1
OG0014626	Roisl.0213s0330.1.p	XP_006415437.1
OG0014627	Roisl.0213s0350.1.p	XP_006415408.1
OG0014628	Roisl.0213s0358.1.p	XP_006415402.1
OG0014629	Roisl.0213s0364.1.p	XP_006415395.1
OG0014630	Roisl.0213s0380.1.p	XP_024008837.1
OG0014631	Roisl.0213s0394.1.p	XP_006415364.1
OG0014632	Roisl.0213s0395.1.p	XP_024008385.1
OG0014633	Roisl.0213s0416.1.p	XP_006415344.1
OG0014634	Roisl.0213s0422.1.p	XP_006415334.1
OG0014635	Roisl.0213s0427.1.p	XP_006415328.1
OG0014636	Roisl.0213s0430.1.p	XP_006415325.1
OG0014637	Roisl.0213s0433.1.p	XP_006415323.1
OG0014638	Roisl.0213s0453.1.p	XP_006415304.1
OG0014639	Roisl.0213s0454.1.p	XP_024008426.1
OG0014640	Roisl.0213s0455.1.p	XP_006415302.1
OG0014641	Roisl.0213s0471.1.p	XP_024008147.1
OG0014642	Roisl.0213s0503.1.p	XP_006415248.1
OG0014643	Roisl.0213s0504.1.p	XP_006415245.1
OG0014644	Roisl.0213s0515.1.p	XP_006415237.1
OG0014645	Roisl.0209s0200.1.p	XP_024008376.1
OG0014646	Roisl.0209s0194.1.p	XP_006415217.2
OG0014647	Roisl.0209s0170.1.p	XP_006415182.1
OG0014648	Roisl.0011s0160.1.p	XP_006395766.1
OG0014649	Roisl.0011s0167.1.p	XP_006395759.1
OG0014650	Roisl.0011s0192.1.p	XP_006395742.2
OG0014651	Roisl.0011s0208.1.p	XP_006395732.1
OG0014652	Roisl.0011s0248.1.p	XP_006395705.1
OG0014653	Roisl.0022s0136.1.p	XP_006413370.1
OG0014654	Roisl.0011s0250.1.p	XP_006395703.1
OG0014655	Roisl.0011s0265.1.p	XP_006395688.1
OG0014656	Roisl.0011s0268.1.p	XP_024007653.1
OG0014657	Roisl.0024s0585.1.p	XP_006393880.1
OG0014658	Roisl.0024s0582.1.p	XP_006393883.1
OG0014659	Roisl.0024s0561.1.p	XP_006393903.1
OG0014660	Roisl.0024s0540.1.p	XP_006393923.1
OG0014661	Roisl.0024s0535.1.p	XP_006393926.1
OG0014662	Roisl.0024s0534.1.p	XP_006393927.1
OG0014663	Roisl.0024s0531.1.p	XP_006393929.1
OG0014664	Roisl.0024s0530.1.p	XP_006393930.1
OG0014665	Roisl.0024s0518.1.p	XP_006393946.1
OG0014666	Roisl.0024s0514.1.p	XP_006393950.1
OG0014667	Roisl.0024s0512.1.p	XP_006393954.1
OG0014668	Roisl.0024s0496.1.p	XP_006393968.1
OG0014669	Roisl.0024s0490.1.p	XP_006393973.1
OG0014670	Roisl.0024s0489.1.p	XP_024006849.1, XP_024006924.1
OG0014671	Roisl.0024s0484.1.p	XP_006393979.1
OG0014672	Roisl.0024s0472.1.p	XP_006393992.1
OG0014673	Roisl.0024s0456.1.p	XP_006394008.1
OG0014674	Roisl.0024s0448.1.p	XP_006394020.2
OG0014675	Roisl.0024s0410.1.p	XP_024007437.1
OG0014676	Roisl.0024s0406.1.p	XP_006394071.1
OG0014677	Roisl.0024s0389.1.p	XP_006396513.1
OG0014678	Roisl.0024s0377.1.p	XP_024007326.1
OG0014679	Roisl.0024s0372.1.p	XP_006394105.1
OG0014680	Roisl.0024s0360.1.p	XP_006394119.1
OG0014681	Roisl.0024s0350.1.p	XP_006394128.1
OG0014682	Roisl.0024s0342.1.p	XP_024007652.1
OG0014683	Roisl.0024s0327.1.p	XP_006394152.1
OG0014684	Roisl.0024s0324.1.p	XP_006394155.1
OG0014685	Roisl.0024s0322.1.p	XP_006394156.1
OG0014686	Roisl.0024s0319.1.p	XP_006394160.1
OG0014687	Roisl.0024s0308.1.p	XP_006394171.1
OG0014688	Roisl.0024s0302.1.p	XP_006394184.1
OG0014689	Roisl.0024s0296.1.p	XP_006394192.1
OG0014690	Roisl.0024s0279.1.p	XP_006394217.1
OG0014691	Roisl.0024s0275.1.p	XP_006394224.1
OG0014692	Roisl.0024s0270.1.p	XP_024007619.1
OG0014693	Roisl.0024s0242.1.p	XP_024007054.1
OG0014694	Roisl.0024s0221.1.p	XP_006394278.1
OG0014695	Roisl.0024s0220.1.p	XP_006394279.1
OG0014696	Roisl.0024s0215.1.p	XP_006394281.1
OG0014697	Roisl.0024s0213.1.p	XP_006394283.1
OG0014698	Roisl.0024s0212.1.p	XP_024007548.1
OG0014699	Roisl.0066s0202.1.p	XP_006394306.1
OG0014700	Roisl.0024s0202.1.p	XP_006394295.1
OG0014701	Roisl.0024s0187.1.p	XP_006394312.1
OG0014702	Roisl.0024s0185.1.p	XP_006394314.1
OG0014703	Roisl.0024s0182.1.p	XP_006394317.1
OG0014704	Roisl.0024s0171.1.p	XP_006394328.1
OG0014705	Roisl.0024s0170.1.p	XP_006394329.2
OG0014706	Roisl.0024s0144.1.p	XP_024007613.1
OG0014707	Roisl.0024s0125.1.p	XP_006394377.1
OG0014708	Roisl.0080s0014.1.p	XP_006394409.1
OG0014709	Roisl.0080s0015.1.p	XP_006394410.2
OG0014710	Roisl.0080s0036.1.p	XP_006394429.1
OG0014711	Roisl.0080s0041.1.p	XP_006394436.1
OG0014712	Roisl.0080s0043.1.p	XP_006394438.1
OG0014713	Roisl.0080s0048.1.p	XP_006394442.1
OG0014714	Roisl.0080s0061.1.p	XP_006394450.1
OG0014715	Roisl.0080s0063.1.p	XP_024007609.1
OG0014717	Roisl.0080s0083.1.p	XP_006394481.1
OG0014718	Roisl.0080s0092.1.p	XP_024006742.1
OG0014719	Roisl.0080s0106.1.p	XP_006394501.2
OG0014720	Roisl.0080s0116.1.p	XP_006394513.1
OG0014721	Roisl.0080s0129.1.p	XP_006394522.1
OG0014722	Roisl.0080s0147.1.p	XP_006394537.1
OG0014723	Roisl.0011s0468.1.p	XP_006394549.1
OG0014724	Roisl.0080s0167.1.p	XP_006394550.1
OG0014725	Roisl.0080s0169.1.p	XP_006394551.1
OG0014726	Roisl.0080s0182.1.p	XP_006394558.1
OG0014728	Roisl.0214s0792.1.p, Roisl.0210s2015.1.p	XP_024007448.1
OG0014729	Roisl.0210s2017.1.p	XP_006394615.2
OG0014730	Roisl.0210s2037.1.p	XP_024006746.1
OG0014731	Roisl.0210s2041.1.p	XP_006394637.1
OG0014732	Roisl.0210s2055.1.p	XP_006394646.1
OG0014733	Roisl.0179s0020.1.p	XP_006393687.1
OG0014734	Roisl.0046s0079.1.p	XP_006394667.1
OG0014735	Roisl.0209s0291.1.p	XP_006418988.1
OG0014736	Roisl.0046s0098.1.p	XP_006394682.1
OG0014737	Roisl.0046s0099.1.p	XP_006394683.1
OG0014738	Roisl.0046s0100.1.p	XP_006394684.1
OG0014739	Roisl.0046s0105.1.p	XP_006394687.1
OG0014740	Roisl.0046s0108.1.p	XP_006394689.1
OG0014741	Roisl.0046s0111.1.p	XP_006394693.1
OG0014742	Roisl.0046s0127.1.p	XP_006394705.2
OG0014743	Roisl.0046s0128.1.p	XP_024007117.1
OG0014744	Roisl.0184s0027.1.p	XP_006397277.1
OG0014745	Roisl.0046s0132.1.p	XP_006394707.1
OG0014746	Roisl.0046s0139.1.p	XP_006394715.1
OG0014747	Roisl.0046s0152.1.p	XP_006394728.1
OG0014748	Roisl.0046s0160.1.p	XP_006394733.1
OG0014749	Roisl.0046s0162.1.p	XP_024007523.1
OG0014750	Roisl.0046s0166.1.p	XP_006394739.1
OG0014751	Roisl.0046s0172.1.p	XP_006394744.1
OG0014752	Roisl.0046s0211.1.p	XP_024006958.1
OG0014753	Roisl.0046s0272.1.p	XP_006394840.1
OG0014754	Roisl.0046s0281.1.p	XP_006394849.1
OG0014755	Roisl.0046s0283.1.p	XP_006394851.1
OG0014756	Roisl.0046s0285.1.p	XP_006394853.1
OG0014757	Roisl.0046s0293.1.p	XP_006394860.2
OG0014758	Roisl.0210s1655.1.p	XP_006400494.1
OG0014759	Roisl.0210s1686.1.p	XP_006400528.1
OG0014760	Roisl.0210s1706.1.p	XP_006400545.1
OG0014761	Roisl.0210s1726.1.p	XP_006400568.1
OG0014762	Roisl.0210s1734.1.p	XP_006400576.1
OG0014763	Roisl.0210s1751.1.p	XP_006400590.1
OG0014764	Roisl.0210s1765.1.p	XP_006400606.1
OG0014765	Roisl.0210s1767.1.p	XP_006400608.1
OG0014766	Roisl.0210s1768.1.p	XP_006400609.1
OG0014767	Roisl.0210s1784.1.p	XP_006400620.1
OG0014768	Roisl.0210s1785.1.p	XP_006400622.1
OG0014769	Roisl.0210s1790.1.p	XP_024011762.1
OG0014770	Roisl.0210s1815.1.p	XP_006400656.1
OG0014771	Roisl.0210s1830.1.p	XP_006400675.1
OG0014772	Roisl.0210s1848.1.p	XP_006400693.1
OG0014773	Roisl.0210s1865.1.p	XP_024011959.1
OG0014774	Roisl.0210s1872.1.p	XP_006400717.2
OG0014775	Roisl.0210s1873.1.p	XP_006400720.1
OG0014776	Roisl.0191s0130.1.p	XP_006416137.1
OG0014777	Roisl.0210s1888.1.p	XP_006400735.1
OG0014778	Roisl.0210s1903.1.p	XP_006400744.1
OG0014779	Roisl.0210s1904.1.p	XP_006400745.1
OG0014780	Roisl.0210s1911.1.p	XP_024012706.1
OG0014781	Roisl.0210s1932.1.p	XP_006400778.1
OG0014782	Roisl.0210s1943.1.p	XP_006400792.1
OG0014783	Roisl.0053s0210.1.p	XP_024009745.1
OG0014784	Roisl.0210s1946.1.p	XP_006400795.2
OG0014785	Roisl.0210s1949.1.p	XP_006400796.1
OG0014786	Roisl.0075s0016.1.p	XP_006401863.2
OG0014787	Roisl.0031s0134.1.p	XP_006401687.1
OG0014788	Roisl.0080s0195.1.p	XP_006400817.1
OG0014789	Roisl.0080s0211.1.p	XP_006400830.1
OG0014790	Roisl.0080s0213.1.p	XP_006400831.1
OG0014791	Roisl.0080s0216.1.p	XP_006400836.2
OG0014792	Roisl.0080s0219.1.p	XP_024012456.1
OG0014793	Roisl.0080s0253.1.p	XP_024012698.1
OG0014794	Roisl.0073s0040.1.p	XP_024016475.1
OG0014795	Roisl.0080s0290.1.p	XP_006400911.2
OG0014796	Roisl.0080s0297.1.p	XP_006400919.1
OG0014797	Roisl.0080s0336.1.p	XP_006400957.1
OG0014798	Roisl.0213s0792.1.p	XP_024014717.1
OG0014799	Roisl.0080s0342.1.p	XP_024012426.1
OG0014800	Roisl.0080s0346.1.p	XP_006400970.1
OG0014802	Roisl.0080s0362.1.p	XP_006400985.2
OG0014803	Roisl.0080s0379.1.p	XP_006401005.2
OG0014804	Roisl.0080s0381.1.p	XP_006401006.1
OG0014805	Roisl.0080s0420.1.p	XP_006401053.1
OG0014806	Roisl.0080s0431.1.p	XP_006401062.1
OG0014807	Roisl.0080s0438.1.p	XP_006401070.1
OG0014808	Roisl.0080s0439.1.p	XP_024011719.1
OG0014809	Roisl.0080s0450.1.p	XP_006401082.1
OG0014810	Roisl.0080s0464.1.p	XP_006401106.1
OG0014811	Roisl.0080s0471.1.p	XP_024012085.1
OG0014812	Roisl.0080s0473.1.p	XP_006401116.1
OG0014813	Roisl.0080s0479.1.p	XP_006401125.1
OG0014814	Roisl.0080s0481.1.p	XP_006401127.1
OG0014815	Roisl.0080s0539.1.p	XP_006401189.1
OG0014816	Roisl.0080s0483.1.p	XP_006401128.1
OG0014817	Roisl.0080s0486.1.p	XP_006401132.2
OG0014818	Roisl.0080s0501.1.p	XP_006401147.2
OG0014819	Roisl.0080s0503.1.p	XP_006401151.1
OG0014820	Roisl.0080s0522.1.p	XP_006401172.1
OG0014821	Roisl.0080s0524.1.p	XP_006401175.1
OG0014822	Roisl.0080s0529.1.p	XP_024012301.1
OG0014823	Roisl.0080s0532.1.p	XP_006401181.2
OG0014824	Roisl.0080s0535.1.p	XP_006401183.1
OG0014825	Roisl.0082s0362.1.p, Roisl.0080s0560.1.p	XP_006401207.2
OG0014826	Roisl.0080s0562.1.p	XP_006401210.1
OG0014827	Roisl.0011s0073.1.p	XP_006395858.1
OG0014828	Roisl.0066s0086.1.p	XP_006409179.1
OG0014829	Roisl.0045s0094.1.p	XP_006409571.1
OG0014830	Roisl.0080s0601.1.p	XP_006401249.1
OG0014831	Roisl.0080s0600.1.p	XP_006401248.1
OG0014832	Roisl.0080s0588.1.p	XP_006401236.1
OG0014833	Roisl.0080s0641.1.p	XP_024011860.1
OG0014834	Roisl.0080s0642.1.p	XP_006401293.1
OG0014835	Roisl.0080s0657.1.p	XP_006401304.1
OG0014836	Roisl.0080s0706.1.p	XP_024012112.1
OG0014837	Roisl.0080s0719.1.p	XP_006401378.1
OG0014838	Roisl.0080s0722.1.p	XP_024012281.1
OG0014839	Roisl.0080s0759.1.p	XP_006401418.1
OG0014840	Roisl.0080s0739.1.p	XP_006401397.1
OG0014841	Roisl.0080s0741.1.p	XP_006401399.1
OG0014842	Roisl.0080s0745.1.p	XP_006401402.1
OG0014843	Roisl.0080s0749.1.p	XP_024012635.1
OG0014844	Roisl.0080s0751.1.p	XP_006401410.2
OG0014845	Roisl.0080s0758.1.p	XP_024012482.1
OG0014846	Roisl.0080s0775.1.p	XP_006401436.1
OG0014847	Roisl.0080s0783.1.p	XP_024011991.1
OG0014848	Roisl.0080s0789.1.p	XP_006401454.1
OG0014849	Roisl.0080s0855.1.p	XP_006401524.1
OG0014850	Roisl.0046s0895.1.p	XP_006404127.1
OG0014851	Roisl.0046s0877.1.p	XP_024013639.1
OG0014852	Roisl.0046s0863.1.p	XP_024013846.1
OG0014853	Roisl.0046s0846.1.p	XP_006404170.1
OG0014854	Roisl.0046s0823.1.p	XP_006404192.1
OG0014855	Roisl.0046s0821.1.p	XP_024013408.1
OG0014856	Roisl.0046s0804.1.p	XP_006404215.1
OG0014857	Roisl.0204s0180.1.p	XP_006396449.1
OG0014858	Roisl.0082s0422.1.p	XP_006396464.1
OG0014859	Roisl.0210s0488.1.p	XP_006399230.1
OG0014860	Roisl.0210s0479.1.p	XP_024012573.1
OG0014861	Roisl.0017s0289.1.p	XP_006411144.1
OG0014862	Roisl.0210s0452.1.p	XP_024012071.1
OG0014863	Roisl.0210s0439.1.p	XP_006399182.1
OG0014864	Roisl.0210s0425.1.p	XP_006399165.1
OG0014865	Roisl.0210s0418.1.p	XP_006399161.1
OG0014866	Roisl.0210s0412.1.p	XP_006399155.1
OG0014867	Roisl.0210s0407.1.p	XP_006399152.1
OG0014868	Roisl.0042s0008.1.p	XP_006399126.1
OG0014869	Roisl.0042s0026.1.p	XP_024011768.1
OG0014870	Roisl.0083s0002.1.p	XP_006404452.2
OG0014871	Roisl.0042s0055.1.p	XP_006399069.1
OG0014872	Roisl.0042s0056.1.p	XP_024012025.1
OG0014873	Roisl.0008s0230.1.p	XP_006413466.1
OG0014874	Roisl.0042s0066.1.p	XP_006399058.1
OG0014875	Roisl.0042s0067.1.p	XP_006399057.2
OG0014876	Roisl.0042s0068.1.p	XP_006399056.1
OG0014877	Roisl.0042s0070.1.p	XP_006399054.2
OG0014878	Roisl.0042s0076.1.p	XP_024011862.1
OG0014879	Roisl.0042s0086.1.p	XP_006399040.1
OG0014880	Roisl.0042s0088.1.p	XP_006399038.1
OG0014881	Roisl.0042s0092.1.p	XP_006399034.1
OG0014882	Roisl.0042s0099.1.p	XP_006399028.2
OG0014883	Roisl.0042s0101.1.p	XP_006399025.1
OG0014884	Roisl.0042s0127.1.p	XP_006399000.1
OG0014885	Roisl.0042s0142.1.p	XP_006398985.1
OG0014886	Roisl.0042s0143.1.p	XP_006398984.1
OG0014887	Roisl.0042s0150.1.p	XP_006398978.1
OG0014889	Roisl.0042s0156.1.p	XP_006398948.1
OG0014890	Roisl.0030s0216.1.p	XP_006398944.1
OG0014894	Roisl.0030s0180.1.p	XP_006398911.1
OG0014895	Roisl.0030s0170.1.p	XP_006398900.1
OG0014896	Roisl.0030s0166.1.p	XP_006398895.1
OG0014897	Roisl.0030s0158.1.p	XP_024011978.1
OG0014898	Roisl.0030s0157.1.p	XP_006398884.2
OG0014899	Roisl.0030s0151.1.p	XP_006398878.1
OG0014900	Roisl.0030s0142.1.p	XP_006398870.1
OG0014901	Roisl.0030s0137.1.p	XP_006398866.1
OG0014902	Roisl.0030s0122.1.p	XP_006398856.1
OG0014903	Roisl.0030s0119.1.p	XP_006398852.1
OG0014904	Roisl.0030s0112.1.p	XP_006398845.1
OG0014905	Roisl.0053s0072.1.p	XP_006395937.1
OG0014906	Roisl.0030s0094.1.p	XP_006398827.1
OG0014907	Roisl.0030s0089.1.p	XP_006398823.1
OG0014908	Roisl.0030s0088.1.p	XP_024011573.1
OG0014909	Roisl.0030s0085.1.p	XP_006398815.1
OG0014910	Roisl.0030s0068.1.p	XP_006398797.1
OG0014911	Roisl.0030s0056.1.p	XP_006398780.1
