Orthogroup	Rorippa_islandica	Conringia_planisiliqua
OG0013621	Roisl.0074s0931.1.p	CP10_g43049_DN3_SP0_c.t1
OG0013622	Roisl.0074s0927.1.p	CP10_g43052_DN3_SP8_c.t1
OG0013624	Roisl.0074s0902.1.p, Roisl.0074s0901.1.p	CP10_g43074_DN3_SP0_c.t1
OG0013625	Roisl.0074s0898.1.p	CP10_g43077_DN2_SP0_c.t1
OG0013626	Roisl.0074s0889.1.p	CP10_g43084_DN3_SP1_c.t1
OG0013627	Roisl.0074s0885.1.p	CP10_g43087_DN3_SP8_c.t1
OG0013628	Roisl.0074s0852.1.p	CP10_g43117_DN3_SP2_c.t1
OG0013629	Roisl.0074s0844.1.p	CP10_g43125_DN3_SP0_c.t1
OG0013630	Roisl.0074s0801.1.p	CP10_g43166_DN3_SP6_c.t1
OG0013631	Roisl.0074s0795.1.p	CP10_g43173_DN3_SP8_c.t1
OG0013632	Roisl.0074s0791.1.p	CP10_g43177_DN3_SP0_c.t1
OG0013633	Roisl.0074s0783.1.p	CP10_g43184_DN3_SP8_c.t1
OG0013634	Roisl.0074s0769.1.p	CP10_g43198_DN3_SP0_c.t1
OG0013635	Roisl.0074s0766.1.p	CP10_g43201_DN3_SP0_c.t1
OG0013636	Roisl.0074s0753.1.p	CP10_g43211_DN3_SP1_c.t1
OG0013637	Roisl.0074s0739.1.p	CP10_g43226_DN3_SP4_c.t1
OG0013638	Roisl.0074s0728.1.p	CP10_g43236_DN2_SP0_c.t1
OG0013639	Roisl.0074s0707.1.p	CP10_g43250_DN3_SP7_c.t1
OG0013640	Roisl.0074s0684.1.p	CP10_g43270_DN2_SP0_c.t1
OG0013641	Roisl.0074s0673.1.p	CP10_g43279_DN3_SP8_c.t1
OG0013642	Roisl.0074s0625.1.p	CP10_g43327_DN1_SP0_c.t1
OG0013643	Roisl.0074s0592.1.p	CP10_g43352_DN2_SP0_c.t1
OG0013644	Roisl.0209s0360.1.p	CP3_g14742_DN3_SP0_c.t1
OG0013645	Roisl.0074s0570.1.p	CP10_g43372_DN3_SP0_c.t1
OG0013646	Roisl.0074s0523.1.p	CP10_g43415_DN2_SP0_c.t1
OG0013647	Roisl.0074s0506.1.p	CP10_g43430_DN3_SP1_c.t1
OG0013648	Roisl.0074s0491.1.p	CP10_g43443_DN3_SP3_c.t1
OG0013650	Roisl.0074s0474.1.p	CP10_g43460_DN3_SP7_c.t1
OG0013651	Roisl.0074s0450.1.p	CP10_g43482_DN3_SP1_c.t1
OG0013652	Roisl.0074s0445.1.p	CP10_g43487_DN3_SP0_c.t1
OG0013653	Roisl.0074s0442.1.p	CP10_g43490_DN3_SP8_c.t1
OG0013654	Roisl.0074s0438.1.p	CP10_g43494_DN3_SP0_c.t1
OG0013655	Roisl.0074s0431.1.p	CP10_g43501_DN3_SP8_c.t1
OG0013656	Roisl.0074s0421.1.p	CP12_g29873_DN3_SP5_c.t1
OG0013657	Roisl.0074s0392.1.p	CP12_g29899_DN3_SP0_c.t1
OG0013658	Roisl.0074s0387.1.p	CP12_g29902_DN3_SP8_c.t1
OG0013659	Roisl.0009s0289.1.p	CP5_g1481_DN2_SP0_c.t1
OG0013660	Roisl.0074s0379.1.p	CP12_g29912_DN3_SP7_c.t1
OG0013661	Roisl.0074s0372.1.p	CP12_g29924_DN3_SP0_c.t1
OG0013662	Roisl.0074s0350.1.p	CP12_g29946_DN1_SP0_c.t1
OG0013663	Roisl.0074s0346.1.p	CP12_g29951_DN2_SP5_c.t1
OG0013664	Roisl.0074s0337.1.p	CP12_g29960_DN3_SP8_c.t1
OG0013667	Roisl.0074s0310.1.p	CP12_g29988_DN3_SP6_c.t1
OG0013668	Roisl.0074s0264.1.p	CP12_g30025_DN3_SP6_c.t1
OG0013669	Roisl.0074s0263.1.p	CP12_g30026_DN3_SP0_c.t1
OG0013670	Roisl.0074s0253.1.p	CP12_g30034_DN3_SP6_c.t1
OG0013671	Roisl.0074s0250.1.p	CP12_g30037_DN3_SP3_c.t1
OG0013672	Roisl.0074s0245.1.p	CP12_g30040_DN3_SP6_c.t1
OG0013673	Roisl.0074s0239.1.p	CP12_g30045_DN3_SP8_c.t1
OG0013674	Roisl.0074s0234.1.p	CP12_g30049_DN3_SP1_c.t1
OG0013675	Roisl.0074s0232.1.p	CP12_g30050_DN3_SP8_c.t1
OG0013676	Roisl.0074s0223.1.p	CP12_g30058_DN3_SP5_c.t1
OG0013677	Roisl.0074s0211.1.p	CP16_g54771_DN3_SP0_c.t1, CP12_g30072_DN3_SP0_c.t1
OG0013678	Roisl.0074s0208.1.p	CP12_g30073_DN3_SP3_c.t1
OG0013679	Roisl.0074s0207.1.p	CP12_g30074_DN3_SP1_c.t1
OG0013680	Roisl.0074s0204.1.p	CP12_g30078_DN3_SP6_c.t1
OG0013682	Roisl.0074s0180.1.p	CP12_g30096_DN3_SP8_c.t1
OG0013683	Roisl.0074s0179.1.p	CP12_g30097_DN2_SP0_c.t1
OG0013684	Roisl.0074s0176.1.p	CP12_g30100_DN3_SP2_c.t1
OG0013685	Roisl.0074s0175.1.p	CP12_g30101_DN3_SP4_c.t1
OG0013686	Roisl.0074s0174.1.p	CP12_g30102_DN3_SP0_c.t1
OG0013687	Roisl.0074s0169.1.p	CP12_g30106_DN3_SP8_c.t1
OG0013688	Roisl.0074s0164.1.p	CP12_g30108_DN3_SP4_c.t1
OG0013689	Roisl.0074s0146.1.p	CP12_g30125_DN3_SP3_c.t1
OG0013690	Roisl.0074s0145.1.p	CP12_g30126_DN3_SP1_c.t1
OG0013691	Roisl.0074s0082.1.p	CP12_g30186_DN3_SP3_c.t1
OG0013692	Roisl.0074s0058.1.p	CP12_g30212_DN3_SP8_c.t1
OG0013693	Roisl.0074s0009.1.p	CP12_g30304_DN3_SP0_c.t1, CP12_g30263_DN3_SP8_c.t1
OG0013694	Roisl.0028s0002.1.p	CP12_g30276_DN3_SP1_c.t1
OG0013695	Roisl.0028s0001.1.p	CP12_g30277_DN3_SP0_c.t1
OG0013696	Roisl.0028s0014.1.p	CP12_g30290_DN3_SP8_c.t1
OG0013697	Roisl.0115s0285.1.p	CP12_g30317_DN3_SP2_c.t1
OG0013698	Roisl.0115s0297.1.p	CP12_g30328_DN3_SP2_c.t1
OG0013699	Roisl.0115s0304.1.p	CP12_g30333_DN3_SP8_c.t1
OG0013700	Roisl.0115s0329.1.p	CP12_g30363_DN3_SP3_c.t1
OG0013701	Roisl.0115s0340.1.p	CP12_g30373_DN3_SP7_c.t1
OG0013702	Roisl.0115s0345.1.p	CP12_g30378_DN3_SP0_c.t1
OG0013703	Roisl.0115s0366.1.p	CP12_g30395_DN3_SP0_c.t1
OG0013704	Roisl.0115s0367.1.p, Roisl.0006s0548.1.p	CP12_g30396_DN3_SP1_c.t1
OG0013705	Roisl.0115s0368.1.p	CP12_g30397_DN3_SP8_c.t1
OG0013706	Roisl.0115s0369.1.p	CP12_g30398_DN3_SP2_c.t1
OG0013707	Roisl.0115s0376.1.p	CP5_g1867_DN3_SP0_c.t1
OG0013708	Roisl.0115s0384.1.p	CP12_g30413_DN3_SP0_c.t1
OG0013709	Roisl.0214s0625.1.p	CP2_g49300_DN3_SP4_c.t1
OG0013710	Roisl.0115s0400.1.p	CP12_g30428_DN3_SP1_c.t1
OG0013711	Roisl.0115s0411.1.p	CP12_g30436_DN3_SP8_c.t1
OG0013712	Roisl.0115s0419.1.p	CP12_g30441_DN3_SP8_c.t1
OG0013713	Roisl.0115s0428.1.p	CP12_g30449_DN3_SP1_c.t1
OG0013714	Roisl.0070s0020.1.p	CP5_g1537_DN2_SP0_c.t1
OG0013715	Roisl.0022s0070.1.p	CP5_g1560_DN2_SP0_c.t1
OG0013716	Roisl.0022s0106.1.p	CP19_g18189_DN3_SP8_c.t1
OG0013717	Roisl.0213s0815.1.p	CP5_g1609_DN3_SP0_c.t1
OG0013718	Roisl.0213s0800.1.p	CP5_g1623_DN3_SP8_c.t1
OG0013719	Roisl.0213s0798.1.p	CP5_g1628_DN3_SP0_c.t1
OG0013720	Roisl.0046s0008.1.p	CP5_g1641_DN3_SP8_c.t1
OG0013721	Roisl.0046s0038.1.p	CP5_g1668_DN3_SP8_c.t1
OG0013722	Roisl.0032s0006.1.p	CP5_g1684_DN3_SP2_c.t1
OG0013723	Roisl.0032s0027.1.p	CP5_g1715_DN3_SP8_c.t1
OG0013724	Roisl.0064s0030.1.p	CP5_g1736_DN3_SP7_c.t1
OG0013725	Roisl.0064s0028.1.p	CP5_g1739_DN3_SP8_c.t1
OG0013726	Roisl.0204s0179.1.p	CP5_g2389_DN3_SP7_c.t1
OG0013727	Roisl.0064s0020.1.p	CP5_g1779_DN3_SP5_c.t1
OG0013728	Roisl.0064s0017.1.p	CP5_g1784_DN3_SP1_c.t1
OG0013729	Roisl.0002s0172.1.p, Roisl.0210s2196.1.p	CP5_g1813_DN3_SP0_c.t1
OG0013730	Roisl.0008s0111.1.p	CP5_g1857_DN3_SP2_c.t1
OG0013731	Roisl.0053s0132.1.p	CP5_g1972_DN3_SP8_c.t1
OG0013732	Roisl.0085s0001.1.p	CP2_g48833_DN3_SP7_c.t1
OG0013733	Roisl.0053s0302.1.p	CP12_g30755_DN3_SP8_c.t1
OG0013734	Roisl.0053s0314.1.p	CP12_g30747_DN3_SP7_c.t1
OG0013735	Roisl.0053s0330.1.p	CP12_g30724_DN3_SP8_c.t1
OG0013736	Roisl.0053s0347.1.p	CP12_g30705_DN3_SP5_c.t1
OG0013737	Roisl.0053s0362.1.p	CP12_g30690_DN3_SP5_c.t1
OG0013738	Roisl.0053s0366.1.p	CP12_g30689_DN3_SP1_c.t1
OG0013739	Roisl.0053s0395.1.p	CP12_g30666_DN3_SP3_c.t1
OG0013740	Roisl.0053s0403.1.p	CP12_g30659_DN3_SP8_c.t1
OG0013741	Roisl.0115s0617.1.p	CP12_g30630_DN3_SP0_c.t1
OG0013742	Roisl.0115s0605.1.p	CP12_g30619_DN3_SP0_c.t1
OG0013743	Roisl.0115s0596.1.p	CP12_g30610_DN3_SP1_c.t1
OG0013744	Roisl.0022s0031.1.p	CP20_g4056_DN3_SP8_c.t1
OG0013745	Roisl.0115s0576.1.p, Roisl.0115s0575.1.p	CP12_g30594_DN3_SP1_c.t1
OG0013746	Roisl.0115s0541.1.p	CP12_g30548_DN3_SP1_c.t1
OG0013747	Roisl.0115s0533.1.p	CP12_g30542_DN3_SP7_c.t1
OG0013748	Roisl.0115s0522.1.p	CP12_g30530_DN3_SP0_c.t1
OG0013749	Roisl.0115s0515.1.p	CP12_g30524_DN3_SP8_c.t1
OG0013750	Roisl.0115s0500.1.p	CP12_g30514_DN3_SP8_c.t1
OG0013751	Roisl.0115s0472.1.p	CP12_g30483_DN3_SP0_c.t1
OG0013752	Roisl.0003s0043.1.p	CP5_g966_DN3_SP8_c.t1
OG0013753	Roisl.0189s0063.1.p	CP2_g50316_DN3_SP0_c.t1
OG0013754	Roisl.0055s0010.1.p	CP9_g28169_DN3_SP8_c.t1
OG0013755	Roisl.0209s0092.1.p	CP9_g28155_DN3_SP8_c.t1
OG0013756	Roisl.0022s0046.1.p	CP9_g27785_DN3_SP0_c.t1
OG0013757	Roisl.0022s0013.1.p	CP9_g27639_DN3_SP3_c.t1
OG0013758	Roisl.0022s0038.1.p	CP9_g27714_DN3_SP8_c.t1
OG0013759	Roisl.0022s0039.1.p	CP9_g27741_DN3_SP0_c.t1
OG0013760	Roisl.0204s0177.1.p	CP28_g34061_DN2_SP0_c.t1
OG0013761	Roisl.0194s0038.1.p	CP2_g50843_DN3_SP5_c.t1
OG0013762	Roisl.0194s0019.1.p	CP2_g50620_DN3_SP8_c.t1
OG0013763	Roisl.0210s1604.1.p	CP8_g54446_DN3_SP8_c.t1
OG0013764	Roisl.0210s1568.1.p	CP8_g54480_DN3_SP8_c.t1
OG0013765	Roisl.0210s1563.1.p	CP8_g54485_DN3_SP6_c.t1
OG0013767	Roisl.0210s1549.1.p	CP8_g54496_DN3_SP6_c.t1
OG0013768	Roisl.0210s1547.1.p	CP8_g54499_DN3_SP8_c.t1
OG0013769	Roisl.0082s0504.1.p	CP18_g12517_DN3_SP0_c.t1
OG0013770	Roisl.0021s0576.1.p	CP16_g55042_DN2_SP0_c.t1
OG0013771	Roisl.0210s1528.1.p	CP8_g54514_DN3_SP5_c.t1
OG0013772	Roisl.0198s0047.1.p	CP2_g48699_DN3_SP4_c.t1
OG0013773	Roisl.0036s0085.1.p	CP2_g48694_DN3_SP3_c.t1
OG0013774	Roisl.0014s0033.1.p	CP2_g48794_DN3_SP0_c.t1
OG0013775	Roisl.0014s0032.1.p	CP2_g48795_DN3_SP0_c.t1
OG0013776	Roisl.0046s1219.1.p	CP3_g14110_DN3_SP0_c.t1
OG0013777	Roisl.0046s1198.1.p	CP3_g14137_DN3_SP0_c.t1
OG0013778	Roisl.0046s1190.1.p	CP3_g14142_DN3_SP0_c.t1
OG0013779	Roisl.0046s1189.1.p	CP3_g14143_DN3_SP0_c.t1
OG0013780	Roisl.0046s1188.1.p	CP3_g14144_DN3_SP0_c.t1
OG0013781	Roisl.0046s1187.1.p	CP3_g14145_DN3_SP2_c.t1
OG0013782	Roisl.0046s1186.1.p	CP3_g14146_DN3_SP6_c.t1
OG0013783	Roisl.0046s1163.1.p	CP3_g14170_DN3_SP0_c.t1
OG0013784	Roisl.0046s1161.1.p	CP3_g14171_DN3_SP2_c.t1
OG0013785	Roisl.0046s1156.1.p	CP3_g14175_DN3_SP0_c.t1
OG0013786	Roisl.0046s1149.1.p	CP3_g14183_DN3_SP8_c.t1
OG0013787	Roisl.0046s1144.1.p	CP3_g14187_DN3_SP8_c.t1
OG0013788	Roisl.0046s1136.1.p	CP3_g14194_DN3_SP2_c.t1
OG0013789	Roisl.0046s1110.1.p	CP3_g14209_DN3_SP0_c.t1
OG0013790	Roisl.0046s1097.1.p	CP3_g14220_DN2_SP6_c.t1
OG0013791	Roisl.0046s1085.1.p	CP3_g14231_DN3_SP2_c.t1
OG0013792	Roisl.0011s0025.1.p	CP13_g19683_DN3_SP8_c.t1
OG0013794	Roisl.0046s0722.1.p	CP9_g29152_DN3_SP8_c.t1
OG0013795	Roisl.0210s0042.1.p	CP1_g36426_DN3_SP3_c.t1, CP2_g50367_DN2_SP0_c.t1
OG0013796	Roisl.0210s0048.1.p	CP1_g36433_DN1_SP0_c.t1
OG0013797	Roisl.0210s0059.1.p	CP1_g36440_DN3_SP0_c.t1
OG0013798	Roisl.0025s0089.1.p	CP13_g19186_DN3_SP0_c.t1
OG0013799	Roisl.0210s0083.1.p	CP1_g36463_DN1_SP0_c.t1
OG0013800	Roisl.0210s0115.1.p	CP1_g36493_DN3_SP8_c.t1
OG0013801	Roisl.0210s0116.1.p	CP1_g36494_DN3_SP8_c.t1
OG0013802	Roisl.0210s0122.1.p	CP1_g36499_DN3_SP0_c.t1
OG0013803	Roisl.0210s0127.1.p	CP1_g36505_DN3_SP5_c.t1
OG0013804	Roisl.0210s0137.1.p	CP1_g36515_DN3_SP8_c.t1
OG0013805	Roisl.0210s0153.1.p	CP1_g36528_DN2_SP0_c.t1
OG0013806	Roisl.0074s0402.1.p	CP12_g29890_DN3_SP3_c.t1
OG0013807	Roisl.0210s0178.1.p	CP1_g36813_DN3_SP8_c.t1
OG0013808	Roisl.0210s0185.1.p	CP1_g36810_DN3_SP8_c.t1
OG0013810	Roisl.0210s0193.1.p	CP1_g36805_DN3_SP4_c.t1
OG0013811	Roisl.0210s0216.1.p	CP1_g36782_DN3_SP7_c.t1
OG0013812	Roisl.0210s0237.1.p	CP1_g36776_DN3_SP8_c.t1
OG0013813	Roisl.0210s0241.1.p	CP1_g36765_DN3_SP5_c.t1
OG0013814	Roisl.0210s0245.1.p	CP1_g36762_DN3_SP2_c.t1
OG0013815	Roisl.0210s0255.1.p	CP1_g36751_DN3_SP7_c.t1
OG0013816	Roisl.0210s0282.1.p	CP1_g36726_DN3_SP3_c.t1
OG0013817	Roisl.0210s0310.1.p	CP1_g36701_DN3_SP0_c.t1
OG0013818	Roisl.0210s0333.1.p	CP1_g36679_DN3_SP6_c.t1
OG0013819	Roisl.0210s0338.1.p	CP1_g36674_DN3_SP0_c.t1
OG0013820	Roisl.0210s0390.1.p	CP1_g36624_DN3_SP1_c.t1
OG0013822	Roisl.0091s0716.1.p	CP1_g36602_DN3_SP3_c.t1
OG0013823	Roisl.0091s0740.1.p	CP1_g36585_DN3_SP2_c.t1
OG0013824	Roisl.0091s0741.1.p	CP1_g36584_DN1_SP0_c.t1
OG0013825	Roisl.0091s0860.1.p	CP1_g36887_DN3_SP0_c.t1
OG0013826	Roisl.0091s0862.1.p	CP1_g36889_DN3_SP0_c.t1, CP1_g36904_DN3_SP0_c.t1
OG0013827	Roisl.0091s0897.1.p	CP1_g36917_DN2_SP0_c.t1
OG0013828	Roisl.0091s0917.1.p	CP1_g36935_DN1_SP0_c.t1
OG0013829	Roisl.0091s0957.1.p	CP1_g36979_DN2_SP0_c.t1
OG0013830	Roisl.0091s0959.1.p	CP1_g36980_DN2_SP0_c.t1
OG0013831	Roisl.0091s0969.1.p	CP1_g36987_DN3_SP1_c.t1
OG0013832	Roisl.0091s0978.1.p	CP1_g36996_DN3_SP3_c.t1
OG0013833	Roisl.0091s0999.1.p	CP1_g37013_DN3_SP5_c.t1
OG0013834	Roisl.0091s1009.1.p	CP1_g37022_DN3_SP8_c.t1
OG0013835	Roisl.0064s0006.1.p	CP5_g1795_DN3_SP0_c.t1
OG0013836	Roisl.0091s1076.1.p	CP7_g44637_DN3_SP0_c.t1
OG0013837	Roisl.0091s1101.1.p	CP1_g37099_DN2_SP0_c.t1
OG0013839	Roisl.0091s1123.1.p	CP1_g37120_DN3_SP6_c.t1
OG0013840	Roisl.0083s0010.1.p	CP12_g30798_DN3_SP2_c.t1
OG0013841	Roisl.0091s1127.1.p	CP1_g37122_DN3_SP8_c.t1
OG0013842	Roisl.0091s1172.1.p	CP1_g37168_DN3_SP6_c.t1
OG0013843	Roisl.0091s1182.1.p	CP1_g37178_DN3_SP0_c.t1
OG0013844	Roisl.0091s1191.1.p	CP1_g37187_DN3_SP7_c.t1
OG0013845	Roisl.0091s1202.1.p	CP1_g37196_DN3_SP2_c.t1
OG0013846	Roisl.0091s1209.1.p	CP1_g37204_DN2_SP0_c.t1
OG0013847	Roisl.0091s1212.1.p	CP1_g37208_DN3_SP1_c.t1
OG0013848	Roisl.0091s1217.1.p	CP1_g37213_DN3_SP8_c.t1
OG0013849	Roisl.0091s1226.1.p	CP1_g37224_DN3_SP8_c.t1
OG0013850	Roisl.0091s1230.1.p	CP1_g37228_DN3_SP2_c.t1
OG0013851	Roisl.0091s1240.1.p	CP1_g37238_DN3_SP1_c.t1
OG0013852	Roisl.0021s0009.1.p	CP1_g37253_DN2_SP0_c.t1
OG0013853	Roisl.0021s0022.1.p	CP1_g37263_DN3_SP1_c.t1
OG0013854	Roisl.0021s0031.1.p	CP1_g37271_DN2_SP0_c.t1
OG0013855	Roisl.0021s0067.1.p	CP1_g37300_DN2_SP0_c.t1
OG0013856	Roisl.0021s0092.1.p	CP1_g37326_DN3_SP8_c.t1
OG0013857	Roisl.0021s0108.1.p	CP1_g37335_DN3_SP0_c.t1
OG0013858	Roisl.0021s0111.1.p	CP1_g37338_DN3_SP0_c.t1
OG0013859	Roisl.0021s0116.1.p	CP1_g37342_DN3_SP8_c.t1
OG0013860	Roisl.0191s0410.1.p	CP7_g45245_DN3_SP8_c.t1
OG0013862	Roisl.0021s0153.1.p	CP1_g37377_DN3_SP2_c.t1
OG0013863	Roisl.0021s0168.1.p	CP1_g37390_DN3_SP5_c.t1
OG0013864	Roisl.0021s0176.1.p	CP1_g37398_DN3_SP8_c.t1
OG0013865	Roisl.0021s0179.1.p	CP1_g37401_DN3_SP0_c.t1
OG0013866	Roisl.0021s0184.1.p	CP1_g37405_DN3_SP0_c.t1
OG0013867	Roisl.0021s0187.1.p	CP1_g37406_DN3_SP0_c.t1
OG0013868	Roisl.0021s0199.1.p	CP1_g37418_DN3_SP0_c.t1
OG0013869	Roisl.0021s0200.1.p	CP1_g37419_DN3_SP1_c.t1
OG0013870	Roisl.0021s0225.1.p	CP1_g37443_DN3_SP8_c.t1
OG0013871	Roisl.0046s0539.1.p	CP16_g54923_DN1_SP0_c.t1
OG0013872	Roisl.0021s0252.1.p	CP1_g37467_DN3_SP0_c.t1
OG0013873	Roisl.0021s0256.1.p	CP1_g37470_DN3_SP4_c.t1
OG0013874	Roisl.0021s0260.1.p	CP1_g37474_DN3_SP8_c.t1
OG0013875	Roisl.0021s0265.1.p	CP1_g37479_DN3_SP4_c.t1
OG0013876	Roisl.0021s0276.1.p	CP1_g37490_DN3_SP0_c.t1
OG0013877	Roisl.0021s0277.1.p	CP1_g37491_DN3_SP1_c.t1
OG0013879	Roisl.0021s0287.1.p	CP1_g37507_DN3_SP2_c.t1
OG0013880	Roisl.0021s0288.1.p	CP1_g37508_DN3_SP8_c.t1
OG0013881	Roisl.0021s0365.1.p	CP1_g37573_DN3_SP1_c.t1
OG0013882	Roisl.0021s0370.1.p	CP1_g37579_DN3_SP3_c.t1
OG0013883	Roisl.0021s0377.1.p	CP1_g37587_DN2_SP0_c.t1
OG0013884	Roisl.0021s0379.1.p	CP1_g37589_DN3_SP5_c.t1
OG0013885	Roisl.0021s0386.1.p	CP1_g37595_DN3_SP8_c.t1
OG0013886	Roisl.0021s0392.1.p	CP1_g37601_DN3_SP8_c.t1
OG0013887	Roisl.0191s0466.1.p	CP7_g45198_DN3_SP8_c.t1
OG0013889	Roisl.0021s0428.1.p	CP1_g37630_DN3_SP4_c.t1
OG0013890	Roisl.0189s0141.1.p, Roisl.0189s0143.1.p	CP8_g53171_DN3_SP0_c.t1
OG0013892	Roisl.0021s0471.1.p	CP1_g37673_DN3_SP8_c.t1
OG0013893	Roisl.0021s0477.1.p	CP1_g37676_DN3_SP1_c.t1
OG0013894	Roisl.0007s0736.1.p	CP1_g37717_DN3_SP5_c.t1
OG0013895	Roisl.0007s0728.1.p	CP1_g37724_DN3_SP0_c.t1
OG0013896	Roisl.0007s0724.1.p	CP1_g37730_DN3_SP2_c.t1
OG0013897	Roisl.0007s0721.1.p	CP1_g37733_DN3_SP8_c.t1
OG0013899	Roisl.0007s0714.1.p	CP1_g37739_DN3_SP0_c.t1
OG0013901	Roisl.0007s0671.1.p	CP1_g37778_DN2_SP0_c.t1
OG0013902	Roisl.0007s0669.1.p	CP1_g37779_DN3_SP4_c.t1
OG0013903	Roisl.0007s0625.1.p	CP1_g37814_DN3_SP7_c.t1
OG0013904	Roisl.0007s0610.1.p	CP1_g37828_DN2_SP0_c.t1
OG0013905	Roisl.0036s0019.1.p	CP2_g48744_DN3_SP3_c.t1
OG0013906	Roisl.0007s0564.1.p	CP7_g46163_DN3_SP0_c.t1
OG0013907	Roisl.0007s0537.1.p	CP7_g46139_DN3_SP8_c.t1
OG0013910	Roisl.0007s0505.1.p	CP7_g46113_DN3_SP7_c.t1
OG0013911	Roisl.0007s0496.1.p	CP7_g46105_DN3_SP3_c.t1
OG0013912	Roisl.0007s0486.1.p	CP7_g46097_DN2_SP2_c.t1
OG0013913	Roisl.0007s0482.1.p	CP7_g46091_DN3_SP8_c.t1
OG0013914	Roisl.0007s0479.1.p	CP7_g46089_DN3_SP3_c.t1
OG0013915	Roisl.0007s0462.1.p	CP7_g46075_DN3_SP0_c.t1
OG0013916	Roisl.0007s0460.1.p	CP7_g46073_DN3_SP5_c.t1
OG0013917	Roisl.0007s0450.1.p	CP7_g46065_DN3_SP0_c.t1
OG0013918	Roisl.0007s0412.1.p	CP7_g46029_DN3_SP8_c.t1
OG0013919	Roisl.0007s0398.1.p	CP7_g46015_DN3_SP0_c.t1
OG0013920	Roisl.0031s0063.1.p	CP11_g33555_DN3_SP7_c.t1
OG0013921	Roisl.0007s0388.1.p	CP7_g46005_DN3_SP0_c.t1
OG0013922	Roisl.0007s0387.1.p	CP7_g46004_DN3_SP8_c.t1
OG0013923	Roisl.0007s0386.1.p	CP7_g46003_DN3_SP4_c.t1
OG0013924	Roisl.0007s0377.1.p	CP7_g45995_DN3_SP0_c.t1
OG0013925	Roisl.0007s0372.1.p	CP7_g45990_DN3_SP1_c.t1
OG0013926	Roisl.0007s0343.1.p	CP7_g45962_DN3_SP8_c.t1
OG0013927	Roisl.0007s0336.1.p	CP7_g45953_DN3_SP0_c.t1
OG0013928	Roisl.0007s0334.1.p	CP7_g45951_DN2_SP0_c.t1
OG0013929	Roisl.0007s0323.1.p	CP7_g45944_DN3_SP8_c.t1
OG0013930	Roisl.0007s0313.1.p	CP7_g45934_DN3_SP8_c.t1
OG0013931	Roisl.0007s0310.1.p	CP3_g16341_DN3_SP0_c.t1, CP23_g21397_DN3_SP0_c.t1
OG0013932	Roisl.0007s0297.1.p	CP7_g45917_DN3_SP6_c.t1
OG0013933	Roisl.0007s0275.1.p	CP7_g45895_DN3_SP0_c.t1
OG0013934	Roisl.0007s0233.1.p	CP7_g45852_DN3_SP0_c.t1
OG0013935	Roisl.0007s0219.1.p	CP7_g45847_DN3_SP3_c.t1
OG0013936	Roisl.0007s0213.1.p	CP7_g45841_DN3_SP8_c.t1
OG0013937	Roisl.0007s0210.1.p	CP7_g45840_DN3_SP8_c.t1
OG0013938	Roisl.0007s0208.1.p	CP7_g45838_DN3_SP0_c.t1
OG0013939	Roisl.0007s0189.1.p	CP7_g45817_DN3_SP3_c.t1
OG0013940	Roisl.0007s0186.1.p	CP7_g45813_DN3_SP8_c.t1
OG0013941	Roisl.0007s0177.1.p	CP7_g45802_DN3_SP0_c.t1
OG0013942	Roisl.0007s0170.1.p	CP7_g45795_DN3_SP6_c.t1
OG0013943	Roisl.0007s0164.1.p	CP7_g45790_DN3_SP2_c.t1
OG0013944	Roisl.0007s0162.1.p	CP7_g45788_DN3_SP7_c.t1
OG0013945	Roisl.0007s0203.1.p	CP7_g45832_DN3_SP1_c.t1
OG0013946	Roisl.0007s0155.1.p	CP7_g45782_DN3_SP0_c.t1
OG0013947	Roisl.0007s0146.1.p	CP7_g45774_DN3_SP8_c.t1
OG0013948	Roisl.0011s0238.1.p	CP13_g19515_DN1_SP0_c.t1
OG0013949	Roisl.0007s0122.1.p	CP7_g45755_DN3_SP0_c.t1
OG0013950	Roisl.0007s0118.1.p	CP7_g45750_DN2_SP0_c.t1
OG0013951	Roisl.0009s0290.1.p	CP5_g1490_DN2_SP1_c.t1, CP5_g1482_DN3_SP8_c.t1
OG0013953	Roisl.0007s0096.1.p	CP7_g45727_DN3_SP8_c.t1
OG0013954	Roisl.0007s0084.1.p	CP7_g45714_DN3_SP8_c.t1, CP6_g7753_DN2_SP0_c.t1
OG0013955	Roisl.0007s0053.1.p	CP7_g45689_DN3_SP4_c.t1
OG0013956	Roisl.0049s0042.1.p	CP7_g45644_DN3_SP4_c.t1
OG0013957	Roisl.0049s0043.1.p	CP7_g45643_DN3_SP6_c.t1
OG0013958	Roisl.0049s0044.1.p	CP7_g45642_DN3_SP3_c.t1
OG0013960	Roisl.0049s0050.1.p	CP7_g45636_DN3_SP8_c.t1
OG0013961	Roisl.0049s0074.1.p	CP7_g45612_DN3_SP0_c.t1
OG0013962	Roisl.0191s0015.1.p	CP7_g45591_DN3_SP8_c.t1
OG0013963	Roisl.0191s0039.1.p	CP7_g45580_DN3_SP0_c.t1
OG0013964	Roisl.0191s0046.1.p	CP7_g45573_DN3_SP7_c.t1
OG0013965	Roisl.0191s0056.1.p	CP7_g45562_DN3_SP0_c.t1
OG0013966	Roisl.0188s0050.1.p	CP2_g48817_DN3_SP6_c.t1
OG0013967	Roisl.0191s0109.1.p	CP7_g45508_DN3_SP3_c.t1
