Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_Rawat
OG0016224	Roisl.0210s0352.1.p	AL1G13780
OG0016225	Roisl.0210s0367.1.p	AL1G13930
OG0016226	Roisl.0091s0694.1.p	AL1G14220
OG0016227	Roisl.0091s0697.1.p	AL1G14250
OG0016228	Roisl.0091s0704.1.p	AL1G14320
OG0016229	Roisl.0091s0733.1.p	AL1G14610
OG0016230	Roisl.0091s0737.1.p	AL1G14620
OG0016231	Roisl.0091s0744.1.p	AL1G14690
OG0016232	Roisl.0091s0745.1.p	AL1G14700
OG0016233	Roisl.0091s0746.1.p	AL1G14720
OG0016234	Roisl.0091s0757.1.p	AL1G14810
OG0016235	Roisl.0091s0761.1.p	AL1G14870
OG0016237	Roisl.0091s0787.1.p	AL1G15110
OG0016238	Roisl.0091s0790.1.p	AL1G15140
OG0016239	Roisl.0091s0793.1.p	AL1G15180
OG0016240	Roisl.0091s0795.1.p	nbis-gene-37
OG0016241	Roisl.0091s0800.1.p	AL1G15280
OG0016242	Roisl.0091s0819.1.p	AL1G15510
OG0016243	Roisl.0091s0826.1.p	AL1G15570
OG0016244	Roisl.0091s0845.1.p	AL1G15750
OG0016245	Roisl.0091s0846.1.p	AL1G15760
OG0016246	Roisl.0091s0848.1.p	AL1G15780
OG0016247	Roisl.0091s0854.1.p	AL1G15840
OG0016248	Roisl.0189s0052.1.p	AL1G65240
OG0016249	Roisl.0091s0907.1.p	AL1G16410
OG0016250	Roisl.0091s0912.1.p	AL1G16460
OG0016251	Roisl.0091s0919.1.p	AL1G16540
OG0016252	Roisl.0091s0920.1.p	AL1G16550
OG0016253	Roisl.0091s0923.1.p	AL1G16580
OG0016254	Roisl.0091s0934.1.p	AL1G16700
OG0016255	Roisl.0091s0936.1.p	AL1G16720
OG0016256	Roisl.0091s0940.1.p	AL1G16740
OG0016257	Roisl.0091s0947.1.p	AL1G16820
OG0016258	Roisl.0091s0949.1.p	AL1G16850
OG0016259	Roisl.0091s0956.1.p	AL1G16940
OG0016260	Roisl.0091s0962.1.p	AL1G17010
OG0016261	Roisl.0091s0966.1.p	AL1G17040
OG0016262	Roisl.0091s0971.1.p	AL1G17150
OG0016263	Roisl.0091s0973.1.p	AL1G17180
OG0016264	Roisl.0091s0994.1.p	AL1G17400
OG0016266	Roisl.0008s0252.1.p	AL7G28850
OG0016267	Roisl.0091s1019.1.p, Roisl.0204s0149.1.p	AL1G17610
OG0016268	Roisl.0091s1030.1.p	AL1G17710
OG0016269	Roisl.0091s1031.1.p	AL1G17720
OG0016270	Roisl.0091s1048.1.p	AL1G17920
OG0016271	Roisl.0091s1050.1.p	AL1G17940
OG0016272	Roisl.0091s1065.1.p	AL1G18130
OG0016273	Roisl.0091s0756.1.p	AL1G14800
OG0016274	Roisl.0091s1093.1.p	AL1G18500
OG0016275	Roisl.0091s1100.1.p	AL1G18580
OG0016276	Roisl.0091s1102.1.p	AL1G18600
OG0016277	Roisl.0091s1109.1.p	AL1G18680
OG0016278	Roisl.0091s1134.1.p	AL1G18900
OG0016279	Roisl.0091s1139.1.p	AL1G18950
OG0016280	Roisl.0091s1146.1.p	AL1G19020
OG0016281	Roisl.0091s1148.1.p	AL1G19040
OG0016282	Roisl.0091s1152.1.p	AL1G19070
OG0016283	Roisl.0091s1155.1.p	AL1G19120
OG0016284	Roisl.0091s1159.1.p	AL1G19160
OG0016285	Roisl.0091s1162.1.p	AL1G19190
OG0016286	Roisl.0091s1163.1.p	AL1G19200
OG0016287	Roisl.0091s1186.1.p	AL1G19470
OG0016288	Roisl.0091s1197.1.p	AL1G19620
OG0016289	Roisl.0091s1198.1.p	AL1G19630
OG0016290	Roisl.0091s1207.1.p	AL1G19730
OG0016291	Roisl.0091s0938.1.p	nbis-gene-290
OG0016292	Roisl.0091s1227.1.p	AL1G19960
OG0016293	Roisl.0091s1228.1.p	AL1G19970
OG0016295	Roisl.0021s0005.1.p	AL1G20230
OG0016296	Roisl.0021s0023.1.p	AL1G20390
OG0016297	Roisl.0021s0025.1.p	AL1G20400
OG0016298	Roisl.0021s0026.1.p	AL1G20410
OG0016299	Roisl.0021s0030.1.p	AL1G20450
OG0016300	Roisl.0021s0037.1.p	AL1G20510
OG0016301	Roisl.0021s0079.1.p	AL1G20950
OG0016302	Roisl.0021s0086.1.p	nbis-gene-62
OG0016303	Roisl.0021s0118.1.p	AL1G21340
OG0016304	Roisl.0021s0121.1.p	AL1G21360
OG0016305	Roisl.0021s0155.1.p	nbis-gene-67
OG0016306	Roisl.0021s0162.1.p	AL1G21810
OG0016307	Roisl.0021s0163.1.p	AL1G21840
OG0016308	Roisl.0020s0034.1.p	AL6G42020
OG0016309	Roisl.0021s0196.1.p	AL1G22230
OG0016310	Roisl.0058s0098.1.p	AL9U11310
OG0016311	Roisl.0021s0233.1.p	AL1G22650
OG0016312	Roisl.0021s0248.1.p	AL1G22800
OG0016313	Roisl.0021s0251.1.p	AL1G22830
OG0016314	Roisl.0021s0262.1.p	AL1G22940
OG0016315	Roisl.0021s0291.1.p	AL2G13500
OG0016316	Roisl.0021s0296.1.p	AL1G23300
OG0016317	Roisl.0021s0315.1.p	AL1G23530
OG0016318	Roisl.0021s0316.1.p	AL1G23540
OG0016319	Roisl.0021s0328.1.p	AL1G23690
OG0016320	Roisl.0021s0333.1.p	AL1G23770
OG0016321	Roisl.0021s0339.1.p	AL1G23840
OG0016323	Roisl.0021s0346.1.p	AL1G23920
OG0016324	Roisl.0021s0353.1.p	AL1G24110
OG0016325	Roisl.0021s0371.1.p	AL1G24430
OG0016326	Roisl.0021s0389.1.p	AL1G24620
OG0016327	Roisl.0021s0410.1.p	AL1G24800
OG0016328	Roisl.0021s0414.1.p	AL1G24850
OG0016329	Roisl.0021s0421.1.p	AL1G24910
OG0016330	Roisl.0021s0423.1.p	AL1G24940
OG0016331	Roisl.0021s0449.1.p	AL1G25310
OG0016332	Roisl.0021s0460.1.p	AL1G25420
OG0016333	Roisl.0021s0469.1.p	AL1G25450
OG0016334	Roisl.0021s0472.1.p	AL1G25490
OG0016335	Roisl.0021s0486.1.p	AL1G25620
OG0016336	Roisl.0021s0491.1.p	AL1G25720
OG0016337	Roisl.0007s0759.1.p	AL1G25830
OG0016338	Roisl.0007s0760.1.p	AL1G25820
OG0016339	Roisl.0007s0737.1.p	AL1G26010
OG0016340	Roisl.0007s0734.1.p	AL1G26040
OG0016341	Roisl.0007s0731.1.p	AL1G26070
OG0016342	Roisl.0007s0722.1.p	AL1G26160
OG0016343	Roisl.0007s0720.1.p	AL1G26180
OG0016344	Roisl.0007s0719.1.p	AL1G26190
OG0016345	Roisl.0007s0713.1.p	AL1G26240
OG0016346	Roisl.0007s0690.1.p	AL1G26490
OG0016347	Roisl.0007s0685.1.p	AL1G26530
OG0016348	Roisl.0007s0614.1.p	AL1G27280
OG0016349	Roisl.0007s0600.1.p, Roisl.0007s0601.1.p	AL1G27420
OG0016350	Roisl.0007s0593.1.p	AL1G27490
OG0016351	Roisl.0007s0589.1.p	AL1G27520
OG0016352	Roisl.0007s0583.1.p	AL1G27590
OG0016353	Roisl.0007s0565.1.p	AL1G27810
OG0016354	Roisl.0007s0561.1.p	AL1G27850
OG0016355	Roisl.0004s0142.1.p	AL2G37770
OG0016356	Roisl.0007s0528.1.p	AL1G28200
OG0016357	Roisl.0007s0525.1.p	AL1G28230
OG0016358	Roisl.0007s0499.1.p	AL1G28470
OG0016359	Roisl.0007s0490.1.p	nbis-gene-94
OG0016360	Roisl.0007s0487.1.p	AL1G28630
OG0016361	Roisl.0007s0475.1.p	AL1G28750
OG0016362	Roisl.0007s0471.1.p	AL1G28790
OG0016363	Roisl.0007s0469.1.p	AL1G28820
OG0016364	Roisl.0007s0467.1.p	AL1G28840
OG0016365	Roisl.0007s0434.1.p	AL1G29140
OG0016366	Roisl.0007s0422.1.p	AL1G29250
OG0016367	Roisl.0007s0411.1.p	AL1G29400
OG0016368	Roisl.0007s0410.1.p	AL1G29420
OG0016369	Roisl.0007s0408.1.p	AL1G29450
OG0016370	Roisl.0214s0101.1.p	AL8G24090
OG0016371	Roisl.0007s0403.1.p	AL1G29500
OG0016372	Roisl.0007s0397.1.p	AL1G29580
OG0016373	Roisl.0046s0468.1.p	AL6G40570
OG0016374	Roisl.0007s0385.1.p	AL1G29720
OG0016375	Roisl.0007s0382.1.p	AL1G29750
OG0016376	Roisl.0007s0380.1.p	AL1G29770
OG0016377	Roisl.0007s0379.1.p	AL1G29780
OG0016378	Roisl.0007s0374.1.p	AL1G29840
OG0016379	Roisl.0007s0371.1.p	AL1G29890
OG0016380	Roisl.0007s0356.1.p	AL1G30090
OG0016381	Roisl.0007s0354.1.p	AL1G30100
OG0016382	Roisl.0007s0355.1.p	nbis-gene-99
OG0016383	Roisl.0029s0089.1.p	AL4G19390
OG0016384	Roisl.0007s0332.1.p	AL1G30380
OG0016385	Roisl.0007s0330.1.p	nbis-gene-100
OG0016386	Roisl.0007s0324.1.p	AL1G30470
OG0016387	Roisl.0007s0322.1.p	AL1G30510
OG0016388	Roisl.0007s0320.1.p	AL1G30530
OG0016389	Roisl.0007s0318.1.p	AL1G30550
OG0016390	Roisl.0007s0311.1.p	AL1G30640
OG0016391	Roisl.0053s0019.1.p	AL6G41200
OG0016392	Roisl.0189s0148.1.p	AL8G26550
OG0016393	Roisl.0007s0264.1.p	AL1G31130
OG0016395	Roisl.0007s0250.1.p	AL1G31320
OG0016396	Roisl.0007s0237.1.p	AL1G31520
OG0016397	Roisl.0007s0220.1.p	AL1G31660
OG0016398	Roisl.0007s0216.1.p	AL1G31700
OG0016399	Roisl.0007s0207.1.p	AL1G31780
OG0016400	Roisl.0007s0199.1.p	AL1G31880
OG0016401	Roisl.0007s0197.1.p	AL1G31900
OG0016402	Roisl.0007s0194.1.p	AL1G31930
OG0016403	Roisl.0007s0191.1.p	AL1G31960
OG0016404	Roisl.0007s0181.1.p	AL1G32240
OG0016405	Roisl.0007s0168.1.p	AL1G32370
OG0016406	Roisl.0007s0152.1.p	AL1G32530
OG0016407	Roisl.0053s0424.1.p	AL3G41710
OG0016408	Roisl.0007s0128.1.p	AL1G32850
OG0016409	Roisl.0007s0127.1.p	AL1G32860
OG0016410	Roisl.0007s0119.1.p	AL1G32940
OG0016411	Roisl.0007s0082.1.p	AL1G33460
OG0016412	Roisl.0007s0079.1.p	AL1G33490
OG0016413	Roisl.0007s0046.1.p	AL1G33890
OG0016414	Roisl.0007s0023.1.p	AL1G34100
OG0016416	Roisl.0006s0562.1.p	AL4G13660
OG0016417	Roisl.0049s0063.1.p	AL1G34700
OG0016418	Roisl.0049s0064.1.p	AL1G34710
OG0016419	Roisl.0049s0067.1.p	AL1G34740
OG0016420	Roisl.0049s0070.1.p	AL1G34780
OG0016421	Roisl.0049s0071.1.p	AL1G34790
OG0016422	Roisl.0049s0072.1.p	AL1G34800
OG0016423	Roisl.0049s0082.1.p	AL1G34920
OG0016425	Roisl.0191s0001.1.p	AL1G34960
OG0016426	Roisl.0191s0003.1.p	AL1G34980
OG0016427	Roisl.0191s0049.1.p	AL1G35610
OG0016428	Roisl.0191s0051.1.p	AL1G35630
OG0016429	Roisl.0191s0052.1.p	AL1G35640
OG0016430	Roisl.0191s0078.1.p	AL1G35980
OG0016431	Roisl.0191s0080.1.p	AL1G36000
OG0016432	Roisl.0191s0087.1.p	AL1G36070
OG0016433	Roisl.0191s0088.1.p	AL1G36080
OG0016434	Roisl.0191s0094.1.p	AL1G36140
OG0016435	Roisl.0191s0104.1.p	AL1G36230
OG0016436	Roisl.0191s0111.1.p	AL1G36320
OG0016437	Roisl.0191s0113.1.p	AL1G36340
OG0016438	Roisl.0191s0114.1.p	AL1G36350
OG0016439	Roisl.0191s0136.1.p	AL1G36570
OG0016440	Roisl.0191s0142.1.p	AL1G36630
OG0016441	Roisl.0019s0336.1.p	AL2G31430
OG0016442	Roisl.0019s0340.1.p	AL2G31380
OG0016443	Roisl.0019s0347.1.p	AL2G31320
OG0016444	Roisl.0019s0349.1.p	AL2G31300
OG0016445	Roisl.0019s0359.1.p	AL2G31200
OG0016446	Roisl.0019s0363.1.p	AL2G31160
OG0016447	Roisl.0019s0364.1.p	AL6G46970, AL2G31150
OG0016448	Roisl.0019s0367.1.p	AL2G31120
OG0016449	Roisl.0019s0370.1.p	AL2G31100
OG0016450	Roisl.0019s0394.1.p	AL2G30870
OG0016451	Roisl.0019s0397.1.p	AL2G30850
OG0016452	Roisl.0019s0401.1.p	AL2G30820
OG0016453	Roisl.0179s0019.1.p	AL1G52610
OG0016454	Roisl.0019s0411.1.p	AL2G30700
OG0016455	Roisl.0019s0413.1.p	AL2G30680
OG0016456	Roisl.0019s0414.1.p	AL2G30670
OG0016457	Roisl.0213s0861.1.p	AL2G22410
OG0016458	Roisl.0019s0438.1.p	nbis-gene-588
OG0016459	Roisl.0019s0466.1.p	AL2G30080
OG0016460	Roisl.0019s0473.1.p	AL2G30010
OG0016461	Roisl.0019s0479.1.p	AL2G29930
OG0016462	Roisl.0019s0501.1.p	AL2G29640
OG0016463	Roisl.0019s0512.1.p	AL2G29500
OG0016464	Roisl.0019s0518.1.p	AL2G29430
OG0016465	Roisl.0019s0523.1.p	AL2G29350
OG0016466	Roisl.0019s0527.1.p	AL2G29320
OG0016467	Roisl.0209s0146.1.p	AL1G47100
OG0016468	Roisl.0043s0003.1.p	AL1G47110
OG0016469	Roisl.0209s0137.1.p	AL1G47220
OG0016470	Roisl.0209s0124.1.p	AL1G47360
OG0016471	Roisl.0209s0105.1.p	AL1G47510
OG0016472	Roisl.0040s0106.1.p	AL1G47630
OG0016473	Roisl.0040s0104.1.p	AL1G47660
OG0016474	Roisl.0040s0098.1.p	AL1G47690
OG0016476	Roisl.0010s0171.1.p	AL2G11730
OG0016477	Roisl.0010s0163.1.p	AL2G11810
OG0016478	Roisl.0010s0162.1.p	AL2G11820
OG0016479	Roisl.0080s0252.1.p	AL8G36770
OG0016480	Roisl.0010s0097.1.p	nbis-gene-379
OG0016481	Roisl.0010s0110.1.p	AL2G12680
OG0016482	Roisl.0010s0083.1.p	AL2G12910
OG0016483	Roisl.0010s0078.1.p, Roisl.0010s0079.1.p	AL2G12960
OG0016484	Roisl.0010s0076.1.p	AL2G13000
OG0016485	Roisl.0010s0075.1.p	AL2G13010
OG0016486	Roisl.0010s0074.1.p	AL2G13020
OG0016487	Roisl.0010s0073.1.p	AL2G13030
OG0016488	Roisl.0010s0072.1.p	AL2G13040
OG0016489	Roisl.0010s0038.1.p	AL2G13350
OG0016490	Roisl.0209s0554.1.p	AL2G13400
OG0016491	Roisl.0020s0035.1.p	AL6G42030
OG0016492	Roisl.0209s0636.1.p	AL2G14140
OG0016493	Roisl.0209s0641.1.p	AL2G14200
OG0016494	Roisl.0209s0653.1.p	AL2G14330
OG0016495	Roisl.0209s0685.1.p	AL2G14640
OG0016496	Roisl.0209s0721.1.p	AL2G14980
OG0016497	Roisl.0020s0059.1.p	AL6G43680
OG0016498	Roisl.0209s0726.1.p	AL2G15070
OG0016499	Roisl.0209s0732.1.p	AL2G15140
OG0016500	Roisl.0209s0733.1.p	AL2G15150
OG0016501	Roisl.0209s0752.1.p	AL2G15290
OG0016502	Roisl.0214s0546.1.p	AL2G15640
OG0016503	Roisl.0214s0565.1.p	AL2G15820
OG0016504	Roisl.0214s0582.1.p	AL2G16000
OG0016505	Roisl.0214s0584.1.p	AL2G16040
OG0016506	Roisl.0214s0597.1.p	AL2G16220
OG0016507	Roisl.0214s0601.1.p	AL2G16270
OG0016508	Roisl.0214s0617.1.p	AL2G16430
OG0016509	Roisl.0214s0446.1.p	AL3G53380
OG0016510	Roisl.0214s0626.1.p	AL2G16620
OG0016511	Roisl.0214s0629.1.p	AL2G16640
OG0016513	Roisl.0214s0657.1.p	AL2G16930
OG0016514	Roisl.0214s0674.1.p	AL2G17200
OG0016515	Roisl.0214s0692.1.p	AL2G17470
OG0016516	Roisl.0214s0697.1.p	AL2G17550
OG0016517	Roisl.0022s0438.1.p	AL7G24990
OG0016518	Roisl.0214s0708.1.p	AL2G17740
OG0016519	Roisl.0214s0734.1.p	AL2G17870
OG0016520	Roisl.0214s0735.1.p	AL2G17880
OG0016521	Roisl.0214s0756.1.p	AL2G18140
OG0016522	Roisl.0214s0764.1.p	AL2G18110
OG0016523	Roisl.0214s0770.1.p	AL2G18050
OG0016524	Roisl.0066s0436.1.p	AL3G45510
OG0016525	Roisl.0214s0828.1.p	AL1G67520
OG0016526	Roisl.0195s0017.1.p	AL2G19510
OG0016527	Roisl.0214s0855.1.p	AL1G67180
OG0016528	Roisl.0214s0864.1.p	AL1G66670
OG0016529	Roisl.0008s0059.1.p	AL1G66480
OG0016530	Roisl.0008s0025.1.p	AL1G66100
OG0016531	Roisl.0019s0003.1.p	AL1G65930
OG0016532	Roisl.0019s0004.1.p	AL1G65920
OG0016533	Roisl.0019s0022.1.p	AL1G65880
OG0016534	Roisl.0019s0067.1.p	AL1G65780
OG0016535	Roisl.0184s0074.1.p	AL1G65720
OG0016536	Roisl.0184s0070.1.p	AL1G65690
OG0016537	Roisl.0050s0085.1.p	AL2G10940
OG0016538	Roisl.0050s0075.1.p	AL2G10790
OG0016539	Roisl.0214s0240.1.p	AL8G24790
OG0016540	Roisl.0198s0043.1.p	AL8G22960
OG0016541	Roisl.0050s0066.1.p	AL2G10620
OG0016542	Roisl.0050s0053.1.p	AL2G10470
OG0016543	Roisl.0050s0048.1.p	AL2G10410
OG0016544	Roisl.0050s0047.1.p	AL2G10400
OG0016545	Roisl.0050s0038.1.p	AL2G10270
OG0016547	Roisl.0050s0018.1.p	AL2G10140
OG0016548	Roisl.0050s0004.1.p	AL2G10030
OG0016549	Roisl.0005s0175.1.p	AL8G12020
OG0016550	Roisl.0005s0174.1.p	AL8G12010
OG0016551	Roisl.0011s0065.1.p	AL5G10760
OG0016552	Roisl.0005s0108.1.p	AL8G11500
OG0016553	Roisl.0005s0106.1.p	AL8G11450
OG0016554	Roisl.0005s0038.1.p	AL8G10600
OG0016555	Roisl.0053s0113.1.p	AL8G11090
OG0016556	Roisl.0019s0166.1.p	AL1G55010
OG0016557	Roisl.0012s0342.1.p	AL8G14720
OG0016558	Roisl.0012s0337.1.p	AL8G14780
OG0016559	Roisl.0012s0335.1.p	AL8G14790
OG0016560	Roisl.0022s0315.1.p	AL7G26340
OG0016561	Roisl.0012s0325.1.p	AL8G14900
OG0016562	Roisl.0012s0268.1.p	AL8G15520
OG0016563	Roisl.0011s0211.1.p	AL5G12900
OG0016564	Roisl.0082s0279.1.p	AL6G48820
OG0016565	Roisl.0082s0258.1.p	AL6G48570
OG0016566	Roisl.0082s0254.1.p	AL6G48490
OG0016567	Roisl.0044s0086.1.p	AL7G23100
OG0016568	Roisl.0044s0107.1.p	AL7G22860
OG0016569	Roisl.0044s0112.1.p	AL7G22790
OG0016570	Roisl.0044s0126.1.p	AL7G22560
OG0016571	Roisl.0044s0127.1.p	AL7G22550
OG0016572	Roisl.0209s0391.1.p	AL5G25890
OG0016573	Roisl.0014s0040.1.p	AL8G21200
OG0016574	Roisl.0002s0037.1.p	AL7G38760
OG0016575	Roisl.0013s0151.1.p	AL1G54500
OG0016576	Roisl.0013s0137.1.p	AL1G54670
OG0016577	Roisl.0013s0135.1.p	AL1G54680
OG0016578	Roisl.0013s0134.1.p	AL1G54690
OG0016579	Roisl.0013s0120.1.p	AL1G54910
OG0016580	Roisl.0013s0115.1.p	AL1G54960
OG0016581	Roisl.0013s0113.1.p	AL1G54980
OG0016582	Roisl.0082s0397.1.p	AL6G50210
OG0016583	Roisl.0013s0065.1.p	AL1G55660
OG0016584	Roisl.0013s0050.1.p	AL1G55870
OG0016585	Roisl.0013s0037.1.p	AL1G55990
OG0016586	Roisl.0213s0620.1.p	AL6G45300
OG0016587	Roisl.0013s0032.1.p	AL1G56040
OG0016588	Roisl.0013s0021.1.p	AL1G56140
OG0016589	Roisl.0006s0002.1.p	AL1G56580
OG0016590	Roisl.0006s0005.1.p	AL1G56610
OG0016591	Roisl.0006s0006.1.p	AL1G56790
OG0016592	Roisl.0006s0007.1.p	AL1G56810
OG0016593	Roisl.0006s0012.1.p	AL5G22400
OG0016594	Roisl.0006s0013.1.p	AL5G22390
OG0016595	Roisl.0004s0398.1.p	AL2G34890
OG0016596	Roisl.0004s0400.1.p	AL2G34870
OG0016597	Roisl.0004s0407.1.p	AL2G34800
OG0016598	Roisl.0115s0779.1.p	AL7G10020
OG0016599	Roisl.0115s0778.1.p	AL7G10030
OG0016600	Roisl.0115s0777.1.p	AL7G10050
OG0016601	Roisl.0115s0774.1.p	AL7G10080
OG0016602	Roisl.0115s0763.1.p	AL7G10190
OG0016603	Roisl.0115s0761.1.p	AL7G10210
OG0016604	Roisl.0115s0758.1.p	AL7G10240
OG0016605	Roisl.0115s0757.1.p	AL7G10250
OG0016606	Roisl.0115s0756.1.p	AL7G10260
OG0016607	Roisl.0115s0749.1.p	AL7G10340
OG0016608	Roisl.0115s0748.1.p	AL7G10350
OG0016609	Roisl.0115s0733.1.p	AL7G10530
OG0016610	Roisl.0115s0732.1.p	AL7G10540
OG0016611	Roisl.0115s0731.1.p	AL7G10550
OG0016612	Roisl.0115s0730.1.p	AL7G10560
OG0016613	Roisl.0115s0713.1.p	AL7G10770
OG0016614	Roisl.0115s0700.1.p	AL7G10920
OG0016615	Roisl.0115s0673.1.p	AL7G11200
OG0016616	Roisl.0115s0667.1.p	AL7G11260
OG0016617	Roisl.0115s0661.1.p	AL7G11310
OG0016618	Roisl.0115s0655.1.p	AL7G11400
OG0016619	Roisl.0001s0509.1.p	AL7G11750
OG0016620	Roisl.0001s0500.1.p	AL7G11890
OG0016621	Roisl.0001s0498.1.p	AL7G11910
OG0016622	Roisl.0001s0489.1.p	AL7G12000
OG0016623	Roisl.0001s0485.1.p	AL7G12040
OG0016624	Roisl.0001s0480.1.p	AL7G12080
OG0016625	Roisl.0001s0479.1.p	AL7G12090
OG0016626	Roisl.0001s0476.1.p	AL7G12130
OG0016627	Roisl.0001s0466.1.p	AL7G12240
OG0016628	Roisl.0001s0453.1.p	AL7G12400
OG0016629	Roisl.0001s0442.1.p	AL7G12530
OG0016630	Roisl.0001s0429.1.p	AL7G12680
OG0016631	Roisl.0001s0424.1.p	AL7G12730
OG0016632	Roisl.0001s0409.1.p	AL7G12870
OG0016633	Roisl.0001s0392.1.p	AL7G13140
OG0016634	Roisl.0001s0355.1.p	AL7G13560
OG0016635	Roisl.0001s0352.1.p	AL7G13590
OG0016636	Roisl.0001s0342.1.p	AL7G13730
OG0016639	Roisl.0001s0216.1.p	AL7G15130
OG0016640	Roisl.0001s0305.1.p	AL7G14120
OG0016641	Roisl.0001s0304.1.p	AL7G14130
OG0016642	Roisl.0001s0303.1.p	AL7G14160
OG0016643	Roisl.0001s0299.1.p	AL7G14210
OG0016644	Roisl.0001s0267.1.p	AL7G14600
OG0016645	Roisl.0001s0262.1.p	AL7G14670
OG0016646	Roisl.0001s0261.1.p	AL7G14680
OG0016647	Roisl.0001s0246.1.p	AL7G14870
OG0016648	Roisl.0001s0234.1.p	AL7G14950
OG0016649	Roisl.0001s0232.1.p	AL7G14970
OG0016650	Roisl.0001s0230.1.p	AL7G15000
OG0016651	Roisl.0001s0228.1.p	AL7G15020
OG0016652	Roisl.0001s0221.1.p	AL7G15080
OG0016653	Roisl.0001s0218.1.p	AL7G15110
OG0016654	Roisl.0001s0215.1.p	AL7G15140
OG0016655	Roisl.0001s0210.1.p	AL7G15180
OG0016656	Roisl.0003s0251.1.p	AL7G19490
OG0016657	Roisl.0001s0198.1.p	AL7G15330
OG0016658	Roisl.0001s0183.1.p	AL7G15490
OG0016659	Roisl.0001s0180.1.p	AL7G15530
OG0016660	Roisl.0001s0177.1.p	AL7G15560
OG0016661	Roisl.0001s0155.1.p	AL7G15730
OG0016662	Roisl.0001s0154.1.p	AL7G15740
OG0016663	Roisl.0001s0151.1.p	AL7G15780
OG0016664	Roisl.0001s0138.1.p	AL7G15930
OG0016666	Roisl.0001s0144.1.p	AL7G15850
OG0016667	Roisl.0001s0148.1.p	AL7G15810
OG0016668	Roisl.0001s0134.1.p	AL7G15960
OG0016669	Roisl.0001s0068.1.p	AL7G16580
OG0016670	Roisl.0001s0067.1.p	AL7G16590
OG0016671	Roisl.0001s0057.1.p	AL7G16680
OG0016672	Roisl.0001s0032.1.p	AL7G16930
OG0016673	Roisl.0001s0027.1.p	AL7G16990
OG0016674	Roisl.0001s0021.1.p	AL7G17050
OG0016675	Roisl.0003s0249.1.p	AL7G19500
OG0016676	Roisl.0003s0260.1.p	AL7G19420
OG0016677	Roisl.0214s0143.1.p	AL8G24320
OG0016678	Roisl.0214s0142.1.p	AL8G24330
OG0016679	Roisl.0003s0283.1.p	AL7G19130
OG0016680	Roisl.0003s0309.1.p	AL7G18940
OG0016681	Roisl.0003s0324.1.p	AL7G18810
OG0016682	Roisl.0003s0325.1.p	AL7G18800
OG0016683	Roisl.0008s0270.1.p	AL7G18270
OG0016684	Roisl.0024s0591.1.p	AL8G44640
OG0016685	Roisl.0008s0288.1.p	AL7G18080
OG0016686	Roisl.0008s0289.1.p	AL7G18070
OG0016687	Roisl.0008s0290.1.p	AL7G18060
OG0016688	Roisl.0008s0291.1.p	AL7G18050
OG0016689	Roisl.0019s0639.1.p	AL2G28120
OG0016690	Roisl.0008s0293.1.p	AL7G18030
OG0016691	Roisl.0025s0025.1.p	nbis-gene-1234
OG0016692	Roisl.0008s0297.1.p	AL7G17980
OG0016693	Roisl.0022s0489.1.p	AL7G24440
OG0016694	Roisl.0008s0343.1.p	AL7G17470
OG0016695	Roisl.0003s0221.1.p	AL7G19830
OG0016696	Roisl.0091s1046.1.p	AL1G17900
OG0016697	Roisl.0003s0220.1.p	AL7G19840
OG0016698	Roisl.0003s0210.1.p	AL7G19960
OG0016699	Roisl.0003s0208.1.p	AL7G19980
OG0016700	Roisl.0003s0206.1.p	AL7G20050
OG0016701	Roisl.0003s0197.1.p	AL7G20170
OG0016702	Roisl.0003s0196.1.p	AL7G20200
OG0016703	Roisl.0003s0181.1.p	AL7G20380
OG0016704	Roisl.0022s0491.1.p	AL7G24420
OG0016705	Roisl.0003s0155.1.p	AL7G20640
OG0016706	Roisl.0003s0138.1.p	nbis-gene-1740
OG0016707	Roisl.0003s0137.1.p	AL7G20860
OG0016708	Roisl.0003s0135.1.p	AL7G20880
OG0016709	Roisl.0003s0125.1.p	AL7G20980
OG0016710	Roisl.0003s0113.1.p	AL7G21100
OG0016711	Roisl.0003s0095.1.p	AL7G21270
OG0016712	Roisl.0003s0093.1.p	AL7G21290
OG0016713	Roisl.0003s0092.1.p	AL7G21300
OG0016714	Roisl.0046s0677.1.p	AL5G27000
OG0016715	Roisl.0209s0485.1.p	AL5G26980
OG0016716	Roisl.0053s0291.1.p	AL3G38900
OG0016717	Roisl.0053s0282.1.p	AL3G39050
OG0016718	Roisl.0053s0267.1.p	AL3G39340
OG0016719	Roisl.0053s0264.1.p	nbis-gene-778
OG0016720	Roisl.0019s0227.1.p	AL2G32360
OG0016721	Roisl.0019s0248.1.p	AL2G32170
OG0016722	Roisl.0019s0249.1.p	AL2G32160
OG0016723	Roisl.0019s0307.1.p	AL2G31720
OG0016724	Roisl.0191s0157.1.p	AL1G36850
OG0016725	Roisl.0191s0186.1.p	AL1G37250
OG0016726	Roisl.0191s0207.1.p	AL1G37480
OG0016727	Roisl.0191s0232.1.p	AL1G37790
OG0016728	Roisl.0191s0254.1.p, Roisl.0191s0237.1.p	AL1G37900
OG0016729	Roisl.0191s0323.1.p	AL1G38770
OG0016730	Roisl.0191s0333.1.p	AL1G38900
OG0016731	Roisl.0191s0338.1.p	AL1G38950
