Orthogroup	Rorippa_islandica	Arabidopsis_thaliana
OG0017664	Roisl.0210s1741.1.p	AT5G20140.2
OG0017665	Roisl.0079s0190.1.p	AT3G07900.1
OG0017666	Roisl.0079s0199.1.p	AT3G07990.1
OG0017667	Roisl.0079s0202.1.p	AT3G08020.1
OG0017668	Roisl.0079s0234.1.p	AT3G08790.1
OG0017669	Roisl.0079s0238.1.p	AT3G08820.1
OG0017670	Roisl.0079s0242.1.p	AT3G08870.2
OG0017671	Roisl.0213s0693.1.p	AT2G05580.1
OG0017672	Roisl.0079s0310.1.p	AT3G09550.2
OG0017673	Roisl.0079s0320.1.p	AT3G09660.1
OG0017674	Roisl.0079s0330.1.p	AT3G09735.1
OG0017675	Roisl.0079s0338.1.p	AT3G09780.1
OG0017676	Roisl.0074s1021.1.p	AT3G10030.1
OG0017677	Roisl.0074s1009.1.p	AT3G10185.1
OG0017678	Roisl.0074s1004.1.p	AT3G10210.1
OG0017679	Roisl.0074s1002.1.p	AT3G10230.1
OG0017680	Roisl.0074s0985.1.p	AT3G10390.3
OG0017681	Roisl.0074s0950.1.p	AT3G10620.1
OG0017682	Roisl.0074s0930.1.p	AT3G10820.2
OG0017683	Roisl.0074s0861.1.p	AT3G11460.1
OG0017684	Roisl.0074s0755.1.p	AT3G12540.1
OG0017685	Roisl.0074s0751.1.p	AT3G12570.1
OG0017686	Roisl.0074s0725.1.p	AT3G12810.1
OG0017687	Roisl.0074s0680.1.p	AT3G13170.1
OG0017688	Roisl.0074s0660.1.p	AT3G13330.1
OG0017689	Roisl.0074s0633.1.p	AT3G13560.1
OG0017690	Roisl.0074s0617.1.p	AT3G13682.1
OG0017691	Roisl.0074s0609.1.p	AT3G13770.1
OG0017692	Roisl.0074s0606.1.p	AT3G13782.1
OG0017693	Roisl.0074s0569.1.p	AT3G14067.1
OG0017694	Roisl.0074s0563.1.p	AT3G14090.1
OG0017695	Roisl.0074s0529.1.p	AT3G14330.1
OG0017696	Roisl.0074s0508.1.p	AT3G14570.1
OG0017697	Roisl.0074s0507.1.p	AT3G14580.1
OG0017699	Roisl.0074s0461.1.p	AT3G15050.1
OG0017700	Roisl.0074s0452.1.p	AT3G15130.1
OG0017701	Roisl.0074s0451.1.p	AT3G15140.1
OG0017702	Roisl.0074s0449.1.p	AT3G15160.1
OG0017704	Roisl.0074s0424.1.p	AT3G15357.1
OG0017705	Roisl.0074s0391.1.p	AT3G15605.4
OG0017706	Roisl.0074s0386.1.p	AT3G15630.1
OG0017707	Roisl.0074s0330.1.p	AT3G16160.1
OG0017708	Roisl.0074s0316.1.p	AT3G16290.1
OG0017709	Roisl.0074s0268.1.p	AT3G16760.1
OG0017710	Roisl.0074s0265.1.p	AT3G16785.4
OG0017711	Roisl.0074s0184.1.p	AT3G17590.2
OG0017712	Roisl.0074s0149.1.p	AT3G17880.1
OG0017713	Roisl.0022s0267.1.p	AT4G26090.1
OG0017714	Roisl.0074s0061.1.p	AT3G18715.1
OG0017715	Roisl.0115s0282.1.p	AT3G19690.1
OG0017716	Roisl.0115s0286.1.p	AT3G19720.1
OG0017717	Roisl.0115s0287.1.p	AT3G19740.1
OG0017718	Roisl.0091s0702.1.p	AT1G04620.1
OG0017719	Roisl.0115s0293.1.p	AT3G19810.1
OG0017720	Roisl.0015s0154.1.p	AT5G35170.1
OG0017721	Roisl.0115s0407.1.p	AT3G20790.1
OG0017722	Roisl.0031s0040.1.p	AT5G52810.1
OG0017723	Roisl.0009s0279.1.p	AT5G39865.1
OG0017724	Roisl.0009s0292.1.p	AT5G39820.1
OG0017725	Roisl.0009s0320.1.p	AT5G39580.1
OG0017726	Roisl.0070s0017.1.p	AT5G39410.1
OG0017727	Roisl.0213s0786.1.p	AT5G38460.1
OG0017728	Roisl.0046s0001.1.p	AT5G38450.1
OG0017729	Roisl.0064s0029.1.p	AT5G37690.1
OG0017730	Roisl.0064s0027.1.p	AT5G37670.1
OG0017731	Roisl.0064s0023.1.p	AT5G37660.2
OG0017732	Roisl.0064s0012.1.p	AT5G37550.1
OG0017733	Roisl.0210s2223.1.p	AT5G37180.1
OG0017734	Roisl.0053s0136.1.p	AT5G36740.1, AT5G36670.1
OG0017735	Roisl.0053s0313.1.p	AT3G23710.1
OG0017736	Roisl.0053s0371.1.p	AT3G23220.1
OG0017737	Roisl.0053s0381.1.p	AT3G23150.1
OG0017738	Roisl.0053s0404.1.p	AT3G22980.1
OG0017739	Roisl.0115s0598.1.p	AT3G22450.1
OG0017740	Roisl.0115s0572.1.p	AT3G22210.1
OG0017741	Roisl.0115s0557.1.p	AT3G22150.1
OG0017742	Roisl.0115s0548.1.p	AT3G22060.1
OG0017743	Roisl.0007s0113.1.p	AT1G20160.1
OG0017744	Roisl.0115s0492.1.p	AT3G21430.2
OG0017745	Roisl.0115s0475.1.p	AT3G21300.1
OG0017748	Roisl.0003s0019.1.p	AT4G30100.1
OG0017749	Roisl.0003s0018.1.p	AT4G30090.1
OG0017750	Roisl.0003s0011.1.p	AT4G30030.1
OG0017751	Roisl.0003s0006.1.p	AT4G29980.1
OG0017752	Roisl.0080s0066.1.p	AT5G61865.1
OG0017753	Roisl.0055s0006.1.p	AT1G66340.1
OG0017754	Roisl.0209s0016.1.p	AT1G65650.1
OG0017755	Roisl.0209s0001.1.p, Roisl.0213s0876.1.p	AT1G65590.1
OG0017756	Roisl.0195s0009.1.p	AT1G65000.1
OG0017757	Roisl.0022s0014.1.p	AT1G65240.1
OG0017758	Roisl.0022s0025.1.p	AT1G65260.1
OG0017759	Roisl.0022s0043.1.p	AT1G65430.1
OG0017760	Roisl.0080s0838.1.p	AT5G55000.2
OG0017761	Roisl.0194s0046.1.p	AT1G54530.1
OG0017762	Roisl.0194s0045.1.p	AT1G54540.1
OG0017763	Roisl.0189s0053.1.p	AT1G54790.2
OG0017764	Roisl.0071s0010.1.p	AT1G54890.1
OG0017765	Roisl.0210s1614.1.p	AT5G19030.1
OG0017766	Roisl.0210s1602.1.p	AT5G18920.2
OG0017767	Roisl.0210s1566.1.p	AT5G18570.1
OG0017768	Roisl.0210s1533.1.p	AT5G18240.1
OG0017769	Roisl.0068s0010.1.p	AT5G49610.1
OG0017770	Roisl.0046s0482.1.p	AT5G28690.1
OG0017771	Roisl.0014s0067.1.p	AT5G48460.1
OG0017772	Roisl.0214s0389.1.p	AT2G19900.1
OG0017773	Roisl.0046s1180.1.p	AT3G52155.1
OG0017774	Roisl.0046s1162.1.p	AT3G52030.1
OG0017775	Roisl.0046s1073.1.p	AT3G51240.1
OG0017776	Roisl.0046s1072.1.p	AT3G51230.1
OG0017777	Roisl.0210s0007.1.p	AT1G02150.1
OG0017778	Roisl.0210s0014.1.p	AT1G02110.1
OG0017779	Roisl.0210s0021.1.p	AT1G02060.1
OG0017780	Roisl.0210s0047.1.p	AT1G01840.1
OG0017781	Roisl.0210s0056.1.p	AT1G01760.3
OG0017782	Roisl.0210s0061.1.p	AT1G01720.1
OG0017783	Roisl.0191s0691.1.p	AT5G49680.2
OG0017784	Roisl.0210s0161.1.p	AT1G02335.1
OG0017785	Roisl.0210s0166.1.p	AT1G02370.1
OG0017786	Roisl.0210s0258.1.p	AT1G03180.1
OG0017787	Roisl.0210s0268.1.p	AT1G03320.1
OG0017788	Roisl.0210s0305.1.p	AT1G03700.1
OG0017789	Roisl.0210s0334.1.p	AT1G03982.1
OG0017790	Roisl.0210s0335.1.p	AT1G03990.1
OG0017791	Roisl.0210s0345.1.p	AT1G04100.1
OG0017792	Roisl.0210s0348.1.p	AT1G04130.1
OG0017793	Roisl.0210s0354.1.p	AT1G04200.1
OG0017794	Roisl.0210s0373.1.p	AT1G04380.1
OG0017795	Roisl.0091s0728.1.p	AT1G04840.1
OG0017796	Roisl.0091s0747.1.p	AT1G04990.1
OG0017798	Roisl.0014s0004.1.p	AT5G48160.1
OG0017799	Roisl.0091s0789.1.p	AT1G05330.1
OG0017800	Roisl.0091s0796.1.p	AT1G05385.1
OG0017801	Roisl.0091s0817.1.p	AT1G05590.1
OG0017802	Roisl.0091s0828.1.p	AT1G05690.1
OG0017803	Roisl.0091s0847.1.p	AT1G05835.1
OG0017804	Roisl.0091s0856.1.p	AT1G05900.2
OG0017805	Roisl.0091s0873.1.p	AT1G06050.1
OG0017806	Roisl.0091s0882.1.p	AT1G06140.1
OG0017807	Roisl.0091s0894.1.p	AT1G06240.1
OG0017808	Roisl.0091s0902.1.p	AT1G06330.1
OG0017810	Roisl.0091s0993.1.p	AT1G07240.1
OG0017811	Roisl.0091s1003.1.p	AT1G07320.1
OG0017812	Roisl.0091s1047.1.p	AT1G07705.2
OG0017813	Roisl.0091s1066.1.p	AT1G07860.1
OG0017814	Roisl.0091s1068.1.p	AT1G07880.2
OG0017815	Roisl.0091s1116.1.p	AT1G08350.2
OG0017816	Roisl.0031s0010.1.p	AT5G52520.1
OG0017817	Roisl.0091s1132.1.p	AT1G08460.1
OG0017818	Roisl.0091s1140.1.p	AT1G08530.1
OG0017819	Roisl.0091s1194.1.p	AT1G09140.1
OG0017820	Roisl.0091s1206.1.p	AT1G09230.1
OG0017821	Roisl.0091s1211.1.p	AT1G09280.1
OG0017822	Roisl.0091s1213.1.p	AT1G09300.1
OG0017823	Roisl.0012s0303.1.p, Roisl.0012s0299.1.p	AT1G09360.1
OG0017824	Roisl.0091s1221.1.p	AT1G09390.1
OG0017825	Roisl.0091s1225.1.p	AT1G09420.2
OG0017826	Roisl.0021s0027.1.p	AT1G09820.1
OG0017827	Roisl.0021s0070.1.p	AT1G10180.1
OG0017828	Roisl.0021s0085.1.p	AT1G10310.1
OG0017829	Roisl.0021s0094.1.p	AT1G10385.1
OG0017830	Roisl.0021s0150.1.p	AT1G10750.1
OG0017831	Roisl.0021s0154.1.p	AT1G10790.1
OG0017832	Roisl.0021s0158.1.p	AT1G10830.1
OG0017833	Roisl.0021s0161.1.p	AT1G10865.1
OG0017834	Roisl.0021s0174.1.p	AT1G10970.1
OG0017835	Roisl.0021s0214.1.p	AT1G11360.1
OG0017836	Roisl.0021s0228.1.p	AT1G11490.1
OG0017837	Roisl.0021s0246.1.p	AT1G11650.2
OG0017838	Roisl.0021s0285.1.p	AT1G11960.1
OG0017839	Roisl.0021s0378.1.p	AT1G12850.1
OG0017840	Roisl.0021s0427.1.p	AT1G13280.1
OG0017841	Roisl.0214s0013.1.p	AT2G24940.1
OG0017842	Roisl.0021s0456.1.p	AT1G13610.1
OG0017843	Roisl.0021s0461.1.p	AT1G13640.1
OG0017844	Roisl.0021s0481.1.p	AT1G13770.1
OG0017845	Roisl.0007s0754.1.p	AT1G14030.1
OG0017846	Roisl.0007s0735.1.p	AT1G14160.1
OG0017847	Roisl.0007s0729.1.p	AT1G14205.1
OG0017848	Roisl.0007s0709.1.p	AT1G14390.1
OG0017849	Roisl.0007s0672.1.p	AT1G14686.1
OG0017850	Roisl.0007s0604.1.p	AT1G15290.1
OG0017851	Roisl.0007s0575.1.p	AT1G15540.3
OG0017852	Roisl.0007s0573.1.p	AT1G15570.1
OG0017853	Roisl.0007s0534.1.p	AT1G15980.1
OG0017854	Roisl.0007s0228.1.p, Roisl.0007s0530.1.p	AT1G16020.1
OG0017855	Roisl.0007s0506.1.p	AT1G16280.1
OG0017856	Roisl.0007s0427.1.p	AT1G17030.1
OG0017857	Roisl.0007s0405.1.p	AT1G17230.2
OG0017858	Roisl.0007s0391.1.p	AT1G17370.1
OG0017859	Roisl.0007s0366.1.p	AT1G17630.1
OG0017860	Roisl.0007s0347.1.p	AT1G17830.1
OG0017862	Roisl.0007s0303.1.p	AT1G18335.2
OG0017863	Roisl.0007s0300.1.p	AT1G18360.1
OG0017864	Roisl.0007s0286.1.p	AT1G18490.1
OG0017865	Roisl.0007s0280.1.p	AT1G18550.1
OG0017866	Roisl.0007s0276.1.p	AT1G18590.1
OG0017867	Roisl.0007s0279.1.p	AT1G18560.1
OG0017868	Roisl.0007s0262.1.p	AT1G18700.5
OG0017869	Roisl.0007s0224.1.p, Roisl.0007s0267.1.p	AT1G19025.1
OG0017870	Roisl.0007s0215.1.p	AT1G19130.1
OG0017871	Roisl.0007s0174.1.p	AT1G19580.1
OG0017872	Roisl.0007s0159.1.p	AT1G19730.1
OG0017873	Roisl.0053s0061.1.p	AT5G35690.1
OG0017874	Roisl.0007s0071.1.p	AT1G20650.1
OG0017875	Roisl.0007s0040.1.p	AT1G20925.1
OG0017876	Roisl.0049s0056.1.p	AT1G21510.1
OG0017877	Roisl.0049s0075.1.p	AT1G21680.1
OG0017878	Roisl.0049s0079.1.p	AT1G21710.1
OG0017879	Roisl.0049s0081.1.p	AT1G21722.1
OG0017880	Roisl.0191s0004.1.p	AT1G21790.1
OG0017881	Roisl.0191s0035.1.p	AT1G22020.1
OG0017882	Roisl.0191s0047.1.p	AT1G22140.1
OG0017883	Roisl.0191s0079.1.p	AT1G22470.1
OG0017884	Roisl.0191s0093.1.p	AT1G22600.1
OG0017885	Roisl.0191s0096.1.p	AT1G22630.1
OG0017886	Roisl.0191s0107.1.p	AT1G22730.1
OG0017887	Roisl.0209s0141.1.p	AT1G32870.3
OG0017888	Roisl.0191s0110.1.p	AT1G22760.1
OG0017889	Roisl.0191s0119.1.p	AT1G22860.1
OG0017890	Roisl.0019s0343.1.p	AT1G71790.1
OG0017891	Roisl.0019s0354.1.p	AT1G71697.1
OG0017892	Roisl.0019s0379.1.p	AT1G71340.1
OG0017893	Roisl.0019s0400.1.p	AT1G71220.3
OG0017894	Roisl.0019s0415.1.p	AT1G71080.1
OG0017895	Roisl.0019s0435.1.p	AT1G70950.1
OG0017896	Roisl.0191s0146.1.p	AT1G23100.1
OG0017897	Roisl.0019s0446.1.p	AT1G70820.1
OG0017898	Roisl.0019s0453.1.p	AT1G70750.1
OG0017899	Roisl.0019s0469.1.p	AT1G70630.3
OG0017900	Roisl.0019s0470.1.p	AT1G70620.3
OG0017901	Roisl.0019s0471.1.p	AT1G70610.1
OG0017902	Roisl.0019s0486.1.p	AT1G70500.1
OG0017903	Roisl.0209s0140.1.p	AT1G32900.1
OG0017904	Roisl.0209s0126.1.p	AT1G33030.1
OG0017905	Roisl.0209s0121.1.p	AT1G33060.2
OG0017906	Roisl.0040s0105.1.p	AT1G33260.1
OG0017907	Roisl.0009s0067.1.p	AT5G41590.1
OG0017908	Roisl.0009s0277.1.p	AT5G39880.1
OG0017909	Roisl.0209s0561.1.p	AT1G62420.1
OG0017910	Roisl.0209s0565.1.p	AT1G62370.1
OG0017911	Roisl.0209s0573.1.p	AT1G62330.1
OG0017912	Roisl.0209s0577.1.p	AT1G62305.1
OG0017913	Roisl.0209s0585.1.p	AT1G62260.1
OG0017914	Roisl.0209s0586.1.p	AT1G62250.1
OG0017915	Roisl.0209s0628.1.p	AT1G62050.1
OG0017916	Roisl.0209s0634.1.p	AT1G61950.1
OG0017917	Roisl.0209s0640.1.p	AT1G61870.1
OG0017918	Roisl.0209s0768.1.p	AT1G61065.1
OG0017919	Roisl.0214s0525.1.p	AT1G60990.1
OG0017920	Roisl.0214s0532.1.p	AT1G60970.1
OG0017921	Roisl.0214s0559.1.p	AT1G60800.1
OG0017922	Roisl.0214s0598.1.p	AT1G60460.1
OG0017923	Roisl.0214s0600.1.p	AT1G60440.1
OG0017924	Roisl.0213s0872.1.p	AT1G65570.1
OG0017925	Roisl.0214s0696.1.p	AT1G59530.1
OG0017926	Roisl.0214s0713.1.p	AT1G58440.1
OG0017927	Roisl.0214s0763.1.p	AT1G58180.2
OG0017928	Roisl.0214s0865.1.p	AT1G56700.1
OG0017929	Roisl.0213s0869.1.p	AT1G65560.1
OG0017930	Roisl.0008s0032.1.p	AT1G56460.3
OG0017931	Roisl.0008s0002.1.p	AT1G56345.1
OG0017932	Roisl.0050s0081.1.p	AT1G64160.1
OG0017933	Roisl.0184s0178.1.p	AT3G29230.1
OG0017934	Roisl.0047s0061.1.p	AT2G14660.1
OG0017935	Roisl.0050s0006.1.p	AT1G64700.1
OG0017936	Roisl.0005s0138.1.p	AT5G46600.1
OG0017937	Roisl.0005s0136.1.p	AT5G46610.1
OG0017938	Roisl.0005s0120.1.p	AT5G46720.1
OG0017940	Roisl.0005s0018.1.p	AT5G47630.1
OG0017941	Roisl.0015s0106.1.p	AT1G27410.1
OG0017942	Roisl.0012s0289.1.p	AT5G44530.2
OG0017943	Roisl.0012s0257.1.p	AT5G44300.1
OG0017944	Roisl.0082s0299.1.p	AT4G05390.1
OG0017945	Roisl.0082s0275.1.p	AT4G05170.1
OG0017946	Roisl.0044s0084.1.p	AT4G29310.1
OG0017947	Roisl.0044s0099.1.p	AT4G29440.1
OG0017951	Roisl.0002s0036.1.p	AT4G16280.2
OG0017952	Roisl.0111s0019.1.p	AT1G42990.1
OG0017954	Roisl.0013s0116.1.p	AT1G48350.1
OG0017955	Roisl.0013s0101.1.p	AT1G48480.1
OG0017956	Roisl.0013s0105.1.p	AT1G48450.1
OG0017957	Roisl.0013s0082.1.p	AT1G48650.2
OG0017958	Roisl.0013s0063.1.p	AT1G48880.1
OG0017959	Roisl.0013s0054.1.p	AT1G48970.1
OG0017960	Roisl.0004s0399.1.p	AT1G75000.1
OG0017961	Roisl.0115s0772.1.p	AT4G38200.1
OG0017962	Roisl.0115s0768.1.p	AT4G38225.3
OG0017963	Roisl.0115s0760.1.p	AT4G38350.2
OG0017964	Roisl.0115s0746.1.p	AT4G38500.1
OG0017965	Roisl.0115s0743.1.p	AT4G38530.1
OG0017966	Roisl.0115s0728.1.p	AT4G38690.1
OG0017967	Roisl.0115s0727.1.p	AT4G38700.1
OG0017968	Roisl.0115s0725.1.p	AT4G38730.1
OG0017969	Roisl.0115s0719.1.p	AT4G38810.2
OG0017970	Roisl.0043s0031.1.p, Roisl.0015s0187.1.p	AT3G42473.1
OG0017971	Roisl.0115s0681.1.p	AT4G39170.1
OG0017972	Roisl.0001s0518.1.p	AT4G39540.3
OG0017973	Roisl.0020s0160.1.p	AT3G45280.1
OG0017974	Roisl.0001s0508.1.p	AT4G39620.1
OG0017975	Roisl.0001s0499.1.p	AT4G39700.1
OG0017976	Roisl.0001s0461.1.p	AT4G40000.1
OG0017977	Roisl.0001s0459.1.p	AT4G40010.1
OG0017978	Roisl.0198s0052.1.p	AT2G26360.1
OG0017979	Roisl.0001s0432.1.p	AT4G38000.1
OG0017980	Roisl.0001s0372.1.p	AT4G37430.1
OG0017981	Roisl.0001s0348.1.p	AT4G36910.1
OG0017982	Roisl.0001s0344.1.p	AT4G36945.1
OG0017983	Roisl.0001s0314.1.p	AT4G37170.1
OG0017984	Roisl.0001s0297.1.p	AT4G36770.1
OG0017985	Roisl.0001s0251.1.p	AT4G36240.1
OG0017986	Roisl.0001s0174.1.p	AT4G35560.2
OG0017987	Roisl.0001s0128.1.p	AT4G35170.1
OG0017988	Roisl.0001s0081.1.p	AT4G34750.1
OG0017989	Roisl.0001s0035.1.p	AT4G34370.1
OG0017990	Roisl.0001s0018.1.p	AT4G34215.1
OG0017991	Roisl.0003s0264.1.p	AT4G32460.1
OG0017993	Roisl.0003s0308.1.p	AT4G32780.2
OG0017994	Roisl.0003s0337.1.p	AT4G33020.2
OG0017995	Roisl.0008s0296.1.p	AT4G33530.1
OG0017996	Roisl.0008s0300.1.p	AT4G33565.1
OG0017997	Roisl.0008s0319.1.p	AT4G33730.1
OG0017998	Roisl.0008s0332.1.p	AT4G33870.1
OG0017999	Roisl.0008s0353.1.p	AT4G33990.1
OG0018000	Roisl.0003s0202.1.p	AT4G31860.1
OG0018001	Roisl.0003s0194.1.p	AT4G31790.1
OG0018002	Roisl.0003s0174.1.p	AT4G31600.1
OG0018003	Roisl.0003s0162.1.p	AT4G31470.1
OG0018004	Roisl.0022s0490.1.p	AT4G28170.1
OG0018005	Roisl.0003s0148.1.p	AT4G31350.1
OG0018006	Roisl.0003s0143.1.p	AT4G31310.2
OG0018007	Roisl.0003s0127.1.p	AT4G31115.2
OG0018008	Roisl.0003s0103.1.p	AT4G30900.1
OG0018009	Roisl.0053s0289.1.p	AT3G24240.1
OG0018010	Roisl.0053s0285.1.p	AT3G24210.1
OG0018011	Roisl.0053s0268.1.p	AT3G24050.1
OG0018012	Roisl.0019s0228.1.p	AT1G72670.1
OG0018013	Roisl.0019s0238.1.p	AT1G72560.1
OG0018014	Roisl.0019s0246.1.p	AT1G72500.1
OG0018015	Roisl.0191s0231.1.p	AT1G24030.1
OG0018017	Roisl.0191s0344.1.p	AT1G26690.1
OG0018018	Roisl.0191s0398.1.p	AT1G26170.1
OG0018019	Roisl.0022s0229.1.p	AT4G25780.1
OG0018020	Roisl.0198s0063.1.p	AT2G26420.2
OG0018021	Roisl.0023s0103.1.p	AT2G25570.1
OG0018022	Roisl.0191s0585.1.p	AT4G02075.1
OG0018023	Roisl.0191s0581.1.p	AT4G00820.1
OG0018024	Roisl.0191s0573.1.p	AT4G00890.1
OG0018025	Roisl.0191s0571.1.p	AT4G00900.1
OG0018026	Roisl.0191s0538.1.p	AT4G01140.1
OG0018027	Roisl.0015s0050.1.p	AT4G00350.1
OG0018028	Roisl.0063s0011.1.p	AT2G20950.7
OG0018029	Roisl.0063s0029.1.p	AT2G21140.1
OG0018030	Roisl.0191s0418.1.p	AT1G25500.2
OG0018031	Roisl.0075s0223.1.p	AT1G42970.1
OG0018032	Roisl.0022s0345.1.p	AT4G26790.1
OG0018033	Roisl.0022s0377.1.p	AT4G27100.1
OG0018034	Roisl.0022s0398.1.p	AT4G27380.1
OG0018035	Roisl.0022s0395.1.p	AT4G27340.1
OG0018036	Roisl.0022s0410.1.p	AT4G27490.1
OG0018037	Roisl.0022s0412.1.p	AT4G27510.1
OG0018038	Roisl.0022s0425.1.p	AT4G27620.1
OG0018039	Roisl.0022s0455.1.p	AT4G27860.3
OG0018043	Roisl.0210s0270.1.p	AT1G03340.1
OG0018044	Roisl.0091s1126.1.p	AT1G08400.1
OG0018046	Roisl.0021s0141.1.p	AT1G10710.1
OG0018047	Roisl.0021s0348.1.p	AT1G12600.1
OG0018048	Roisl.0021s0454.1.p	AT1G13609.1
OG0018051	Roisl.0191s0147.1.p	AT1G23110.1
OG0018052	Roisl.0191s0292.1.p	AT1G27070.1
OG0018053	Roisl.0191s0337.1.p	AT1G26761.1
OG0018054	Roisl.0191s0366.1.p	AT1G26500.1
OG0018055	Roisl.0213s0286.1.p	AT1G30250.1
OG0018056	Roisl.0209s0164.1.p	AT1G32560.1
OG0018057	Roisl.0111s0015.1.p	AT1G43020.1
OG0018058	Roisl.0185s0022.1.p	AT1G43245.2
OG0018059	Roisl.0179s0107.1.p	AT1G43650.1
OG0018060	Roisl.0179s0039.1.p	AT1G44830.1
OG0018061	Roisl.0066s0377.1.p	AT1G45231.2
OG0018063	Roisl.0189s0012.1.p, Roisl.0213s0388.1.p, Roisl.0050s0086.1.p	AT1G64107.1
OG0018065	Roisl.0007s0632.1.p, Roisl.0040s0111.1.p	AT5G59060.1
OG0018067	Roisl.0021s0636.1.p	AT1G65060.1
OG0018068	Roisl.0213s0864.1.p	AT1G65540.1
OG0018069	Roisl.0209s0052.1.p	AT1G65920.1
OG0018070	Roisl.0055s0001.1.p	AT1G66350.1
OG0018071	Roisl.0019s0749.1.p	AT1G68120.1
OG0018072	Roisl.0019s0736.1.p	AT1G68238.1
OG0018073	Roisl.0019s0676.1.p	AT1G68765.1
OG0018074	Roisl.0019s0618.1.p	AT1G69360.1
OG0018075	Roisl.0019s0417.1.p	AT1G71060.1
OG0018076	Roisl.0019s0309.1.p	AT1G72070.1
OG0018077	Roisl.0004s0511.1.p	AT1G73965.1
OG0018078	Roisl.0004s0495.1.p	AT1G74080.1
OG0018079	Roisl.0004s0463.1.p	AT1G74420.3
OG0018080	Roisl.0004s0439.1.p	AT1G74600.1
OG0018081	Roisl.0004s0269.1.p	AT1G76220.1
OG0018082	Roisl.0004s0198.1.p, Roisl.0004s0196.1.p	AT1G76965.1
OG0018083	Roisl.0004s0077.1.p	AT1G78200.1
OG0018084	Roisl.0115s0213.1.p	AT1G79120.1
OG0018085	Roisl.0210s0485.1.p	AT1G80555.2
OG0018086	Roisl.0016s0128.1.p	AT3G01015.1
OG0018087	Roisl.0079s0135.1.p	AT3G07425.1
OG0018088	Roisl.0079s0149.1.p	AT3G07530.4
OG0018089	Roisl.0074s0704.1.p	AT3G12960.1
OG0018090	Roisl.0074s0135.1.p	AT3G18035.1
OG0018091	Roisl.0074s0085.1.p	AT3G18470.1
OG0018092	Roisl.0074s0042.1.p	AT3G18890.1
OG0018093	Roisl.0074s0035.1.p	AT3G18970.1
OG0018094	Roisl.0053s0352.1.p	AT3G23360.1
OG0018095	Roisl.0053s0344.1.p	AT3G23440.1
OG0018096	Roisl.0001s0545.1.p	AT3G25240.1
OG0018097	Roisl.0049s0002.1.p	AT2G04495.1, AT2G04515.1
OG0018098	Roisl.0066s0420.1.p	AT2G13600.1
OG0018099	Roisl.0047s0043.1.p	AT2G14760.3
OG0018100	Roisl.0016s0012.1.p	AT3G02010.1
OG0018101	Roisl.0047s0028.1.p	AT2G14960.1
OG0018102	Roisl.0012s0004.1.p	AT2G16400.1
OG0018103	Roisl.0066s0225.1.p	AT2G17210.1
OG0018104	Roisl.0066s0046.1.p, Roisl.0066s0299.1.p	AT2G18520.1
OG0018105	Roisl.0214s0498.1.p	AT2G20740.1
OG0018106	Roisl.0214s0517.1.p	AT2G20835.1
OG0018107	Roisl.0046s0604.1.p	AT2G22320.1
OG0018108	Roisl.0046s0567.1.p	AT2G22670.4
OG0018109	Roisl.0046s0566.1.p	AT2G22680.1
OG0018110	Roisl.0046s0551.1.p	AT2G22800.1
OG0018111	Roisl.0046s0522.1.p	AT2G23050.1
OG0018112	Roisl.0006s0596.1.p	AT2G23300.1
OG0018113	Roisl.0006s0583.1.p	AT2G23440.1
OG0018114	Roisl.0006s0573.1.p	AT2G23530.1
OG0018115	Roisl.0006s0565.1.p	AT2G23640.1
OG0018116	Roisl.0006s0561.1.p	AT2G23680.1
OG0018117	Roisl.0021s0578.1.p	AT2G23950.1
OG0018118	Roisl.0021s0602.1.p	AT2G24140.2
OG0018119	Roisl.0004s0012.1.p	AT2G24300.3
OG0018120	Roisl.0214s0023.1.p	AT2G24790.1
OG0018121	Roisl.0023s0006.1.p	AT2G25060.1
OG0018122	Roisl.0023s0018.1.p	AT2G25130.1
OG0018123	Roisl.0036s0116.1.p	AT2G25790.1
OG0018124	Roisl.0028s0746.1.p	AT2G33480.1
OG0018125	Roisl.0028s0810.1.p	AT2G34060.1
OG0018126	Roisl.0017s0072.1.p	AT2G37310.1
OG0018128	Roisl.0028s0392.1.p	AT2G42290.1
OG0018129	Roisl.0035s0095.1.p	AT2G46480.4
OG0018130	Roisl.0011s0015.1.p	AT2G01200.1
OG0018131	Roisl.0023s0034.1.p	AT2G25125.1
OG0018131	Roisl.0011s0030.1.p	AT2G01379.1
OG0018132	Roisl.0011s0035.1.p	AT2G01420.2
OG0018133	Roisl.0011s0048.1.p	AT2G01510.1
OG0018134	Roisl.0011s0095.1.p	AT2G01900.3
OG0018135	Roisl.0011s0106.1.p	AT2G01990.2
OG0018136	Roisl.0011s0144.1.p	AT2G02410.6
OG0018137	Roisl.0011s0184.1.p	AT2G02910.1
OG0018138	Roisl.0011s0366.1.p	AT3G25950.1
OG0018139	Roisl.0011s0427.1.p	AT3G26540.1
OG0018140	Roisl.0011s0526.1.p	AT3G27320.1
OG0018141	Roisl.0011s0551.1.p	AT3G27540.1
OG0018142	Roisl.0025s0004.1.p	AT3G27860.1
OG0018144	Roisl.0041s0007.1.p	AT3G30725.1
OG0018145	Roisl.0087s0009.1.p	AT3G42180.1
OG0018146	Roisl.0037s0004.1.p	AT3G44510.2
