Orthogroup	Rorippa_islandica	Arabidopsis_arenosa
OG0018159	Roisl.0210s0472.1.p	jg4571
OG0018160	Roisl.0210s0545.1.p	jg4643
OG0018161	Roisl.0210s0748.1.p	jg4860
OG0018163	Roisl.0210s0847.1.p	jg4960
OG0018164	Roisl.0210s1133.1.p	jg5251
OG0018165	Roisl.0210s1155.1.p	jg5276
OG0018166	Roisl.0210s1612.1.p	jg5753
OG0018168	Roisl.0046s0225.1.p	jg6428
OG0018169	Roisl.0020s0041.1.p	jg7061
OG0018170	Roisl.0032s0085.1.p	jg7214
OG0018171	Roisl.0214s0055.1.p	jg7247
OG0018172	Roisl.0020s0065.1.p	jg7337
OG0018173	Roisl.0213s0652.1.p	jg7446
OG0018175	Roisl.0015s0030.1.p	jg8228
OG0018176	Roisl.0115s0685.1.p	jg8383
OG0018177	Roisl.0001s0034.1.p	jg8920
OG0018178	Roisl.0008s0295.1.p	jg9027
OG0018181	Roisl.0044s0061.1.p	jg9523
OG0018182	Roisl.0044s0026.1.p	jg9552
OG0018183	Roisl.0022s0531.1.p	jg9583
OG0018184	Roisl.0022s0516.1.p	jg9598
OG0018185	Roisl.0022s0487.1.p	jg9621
OG0018186	Roisl.0022s0454.1.p	jg9655
OG0018187	Roisl.0022s0420.1.p	jg9689
OG0018188	Roisl.0022s0352.1.p	jg9764
OG0018189	Roisl.0022s0331.1.p	jg9781
OG0018190	Roisl.0022s0309.1.p	jg9802
OG0018191	Roisl.0022s0303.1.p	jg9808
OG0018192	Roisl.0022s0274.1.p	jg9842
OG0018193	Roisl.0022s0206.1.p	jg9908
OG0018194	Roisl.0022s0089.1.p	jg10032
OG0018195	Roisl.0008s0151.1.p	jg10147
OG0018196	Roisl.0091s0157.1.p	jg10391
OG0018197	Roisl.0091s0259.1.p	jg10499
OG0018198	Roisl.0091s0478.1.p	jg10753
OG0018199	Roisl.0091s0603.1.p	jg10884
OG0018200	Roisl.0075s0164.1.p	jg11353
OG0018201	Roisl.0043s0019.1.p	jg11945
OG0018202	Roisl.0053s0081.1.p	jg11988
OG0018203	Roisl.0210s2184.1.p	jg12151
OG0018204	Roisl.0213s0817.1.p	jg12419
OG0018205	Roisl.0022s0085.1.p	jg12496
OG0018206	Roisl.0022s0086.1.p	jg12497
OG0018207	Roisl.0009s0306.1.p	jg12543
OG0018208	Roisl.0009s0116.1.p	jg12731
OG0018209	Roisl.0009s0064.1.p	jg12786
OG0018210	Roisl.0009s0035.1.p	jg12819
OG0018211	Roisl.0080s0101.1.p	jg23099
OG0018212	Roisl.0005s0034.1.p	jg20293
OG0018213	Roisl.0012s0171.1.p	jg20830
OG0018214	Roisl.0012s0075.1.p	jg20925
OG0018215	Roisl.0041s0020.1.p	jg21293
OG0018216	Roisl.0184s0168.1.p	jg21328
OG0018217	Roisl.0014s0066.1.p	jg21382
OG0018218	Roisl.0068s0011.1.p	jg21603
OG0018219	Roisl.0214s0149.1.p	jg21683
OG0018220	Roisl.0214s0200.1.p	jg21702
OG0018221	Roisl.0012s0026.1.p	jg21749
OG0018222	Roisl.0012s0016.1.p	jg21755
OG0018223	Roisl.0189s0200.1.p	jg21848
OG0018224	Roisl.0189s0197.1.p	jg21854
OG0018225	Roisl.0189s0182.1.p	jg21866
OG0018226	Roisl.0031s0047.1.p	jg21993
OG0018227	Roisl.0080s0118.1.p	jg23081
OG0018228	Roisl.0080s0060.1.p	jg23139
OG0018229	Roisl.0024s0430.1.p	jg23548
OG0018230	Roisl.0024s0615.1.p	jg23729
OG0018231	Roisl.0069s0038.1.p, Roisl.0059s0088.1.p, Roisl.0123s0005.1.p	jg206
OG0018261	Roisl.0091s0006.1.p	jg10216
OG0018262	Roisl.0209s0393.1.p	jg14478
OG0018263	Roisl.0009s0186.1.p	jg12663
OG0018264	Roisl.0210s1471.1.p	jg5606
OG0018265	Roisl.0210s1449.1.p	jg5583
OG0018267	Roisl.0210s1234.1.p	jg5357
OG0018268	Roisl.0210s1224.1.p	jg5347
OG0018269	Roisl.0189s0270.1.p	jg3891
OG0018270	Roisl.0210s1166.1.p	jg5287
OG0018271	Roisl.0075s0129.1.p	jg11385
OG0018272	Roisl.0210s1135.1.p	jg5253
OG0018273	Roisl.0210s1117.1.p	jg5231
OG0018274	Roisl.0210s1092.1.p	jg5205
OG0018275	Roisl.0210s1017.1.p	jg5141
OG0018276	Roisl.0210s0993.1.p	jg5115
OG0018278	Roisl.0080s0787.1.p	jg22381
OG0018278	Roisl.0210s0969.1.p	jg4054
OG0018279	Roisl.0209s0198.1.p	jg31876, jg31875, jg31873
OG0018281	Roisl.0210s0743.1.p	jg4855
OG0018282	Roisl.0210s0698.1.p	jg4807
OG0018283	Roisl.0210s0696.1.p	jg4805
OG0018284	Roisl.0210s0674.1.p	jg4779
OG0018285	Roisl.0210s0642.1.p	jg4750
OG0018286	Roisl.0210s0626.1.p	jg4733
OG0018287	Roisl.0210s0602.1.p	jg4704
OG0018288	Roisl.0210s0570.1.p	jg4672
OG0018289	Roisl.0210s0491.1.p	jg4593
OG0018292	Roisl.0204s0129.1.p	jg17617
OG0018293	Roisl.0204s0123.1.p	jg17619
OG0018294	Roisl.0204s0112.1.p	jg17629
OG0018295	Roisl.0082s0546.1.p	jg17750
OG0018296	Roisl.0082s0694.1.p	jg17902
OG0018297	Roisl.0082s0704.1.p	jg17908
OG0018299	Roisl.0033s0002.1.p	jg18003
OG0018300	Roisl.0033s0008.1.p	jg18028
OG0018303	Roisl.0017s0471.1.p	jg18246
OG0018305	Roisl.0012s0183.1.p	jg20819
OG0018306	Roisl.0022s0090.1.p	jg10031
OG0018307	Roisl.0022s0173.1.p	jg9940
OG0018308	Roisl.0022s0183.1.p	jg9928
OG0018309	Roisl.0022s0226.1.p	jg9890
OG0018310	Roisl.0013s0181.1.p	jg32812
OG0018311	Roisl.0066s0342.1.p	jg32738
OG0018312	Roisl.0213s0238.1.p	jg31519
OG0018313	Roisl.0213s0313.1.p	jg31607
OG0018314	Roisl.0213s0318.1.p	jg31615
OG0018315	Roisl.0213s0336.1.p	jg31632
OG0018316	Roisl.0213s0472.1.p	jg31824
OG0018317	Roisl.0209s0199.1.p	jg31871
OG0018318	Roisl.0209s0181.1.p	jg31892
OG0018319	Roisl.0011s0198.1.p	jg13106
OG0018320	Roisl.0011s0244.1.p	jg13138
OG0018321	Roisl.0210s1831.1.p	jg434, jg437, jg441
OG0018322	Roisl.0024s0399.1.p	jg23518
OG0018323	Roisl.0024s0329.1.p	jg23451
OG0018324	Roisl.0024s0240.1.p	jg23334
OG0018325	Roisl.0080s0007.1.p	jg23193
OG0018327	Roisl.0080s0044.1.p	jg23156
OG0018328	Roisl.0080s0052.1.p	jg23147
OG0018329	Roisl.0080s0069.1.p	jg23130
OG0018330	Roisl.0080s0115.1.p	jg23084
OG0018331	Roisl.0080s0120.1.p	jg23079
OG0018332	Roisl.0080s0128.1.p	jg23073
OG0018333	Roisl.0210s2012.1.p	jg6194
OG0018334	Roisl.0046s0077.1.p	jg6260
OG0018335	Roisl.0046s0107.1.p	jg6291
OG0018336	Roisl.0046s0110.1.p	jg6294
OG0018337	Roisl.0046s0233.1.p	jg6435
OG0018338	Roisl.0046s0235.1.p	jg6437
OG0018339	Roisl.0046s0246.1.p	jg6449
OG0018340	Roisl.0210s1667.1.p	jg5810
OG0018341	Roisl.0210s1687.1.p	jg5829
OG0018342	Roisl.0210s1797.1.p	jg5936
OG0018343	Roisl.0080s0319.1.p	jg22895
OG0018344	Roisl.0080s0374.1.p	jg22839
OG0018345	Roisl.0080s0375.1.p	jg22838
OG0018346	Roisl.0080s0398.1.p	jg22808
OG0018347	Roisl.0080s0429.1.p	jg22776
OG0018348	Roisl.0080s0502.1.p	jg22697
OG0018349	Roisl.0080s0530.1.p	jg22672
OG0018350	Roisl.0080s0555.1.p	jg22646
OG0018351	Roisl.0080s0561.1.p	jg22642
OG0018352	Roisl.0080s0696.1.p	jg22482
OG0018354	Roisl.0046s0868.1.p	jg14778
OG0018355	Roisl.0082s0411.1.p	jg7947
OG0018356	Roisl.0210s0460.1.p	jg4555
OG0018357	Roisl.0210s0449.1.p	jg4541
OG0018358	Roisl.0042s0134.1.p	jg4285
OG0018359	Roisl.0030s0203.1.p	jg4226
OG0018360	Roisl.0034s0003.1.p	jg3805
OG0018362	Roisl.0034s0113.1.p	jg3937
OG0018363	Roisl.0034s0091.1.p	jg3910
OG0018364	Roisl.0034s0073.1.p	jg3896
OG0018365	Roisl.0034s0056.1.p	jg3866
OG0018366	Roisl.0034s0053.1.p	jg3863
OG0018367	Roisl.0034s0037.1.p	jg3846
OG0018368	Roisl.0034s0011.1.p	jg3812
OG0018369	Roisl.0079s0213.1.p	jg24771
OG0018370	Roisl.0009s0094.1.p	jg12756
OG0018372	Roisl.0115s0027.1.p	jg3778
OG0018373	Roisl.0115s0023.1.p	jg3782
OG0018374	Roisl.0115s0149.1.p	jg3662
OG0018375	Roisl.0115s0187.1.p	jg3631
OG0018376	Roisl.0115s0197.1.p	jg3618
OG0018378	Roisl.0004s0080.1.p	jg3493
OG0018379	Roisl.0004s0135.1.p	jg3433
OG0018380	Roisl.0004s0160.1.p	jg3406
OG0018381	Roisl.0191s0143.1.p	jg30868
OG0018382	Roisl.0004s0177.1.p	jg3387
OG0018383	Roisl.0004s0184.1.p	jg3379
OG0018384	Roisl.0045s0046.1.p	jg27589
OG0018385	Roisl.0004s0253.1.p	jg3299
OG0018386	Roisl.0004s0259.1.p	jg3292
OG0018387	Roisl.0004s0381.1.p	jg3169
OG0018389	Roisl.0066s0190.1.p	jg27883
OG0018390	Roisl.0066s0174.1.p	jg27901
OG0018391	Roisl.0007s0802.1.p	jg33814
OG0018392	Roisl.0209s0005.1.p	jg1948
OG0018394	Roisl.0006s0474.1.p	jg33630
OG0018395	Roisl.0006s0458.1.p	jg33606
OG0018396	Roisl.0028s1058.1.p	jg18761
OG0018397	Roisl.0028s1064.1.p	jg18766
OG0018398	Roisl.0017s0002.1.p	jg18814
OG0018400	Roisl.0015s0150.1.p	jg11906
OG0018401	Roisl.0015s0175.1.p	jg11936
OG0018402	Roisl.0202s0009.1.p	jg11709
OG0018403	Roisl.0179s0006.1.p	jg11706
OG0018404	Roisl.0082s0019.1.p	jg11816
OG0018405	Roisl.0075s0063.1.p	jg11461
OG0018406	Roisl.0075s0131.1.p	jg11383
OG0018407	Roisl.0075s0152.1.p	jg11361
OG0018408	Roisl.0075s0172.1.p	jg11348
OG0018409	Roisl.0002s0255.1.p	jg11282
OG0018410	Roisl.0002s0240.1.p	jg11255
OG0018411	Roisl.0019s0149.1.p	jg2973
OG0018412	Roisl.0019s0124.1.p	jg2997
OG0018413	Roisl.0015s0087.1.p	jg31248
OG0018415	Roisl.0004s0445.1.p	jg3107
OG0018416	Roisl.0004s0429.1.p	jg3122
OG0018417	Roisl.0004s0427.1.p	jg3124
OG0018418	Roisl.0028s0269.1.p	jg19672
OG0018419	Roisl.0019s0674.1.p	jg2454
OG0018421	Roisl.0019s0609.1.p	jg2507
OG0018422	Roisl.0022s0519.1.p	jg9596
OG0018423	Roisl.0022s0521.1.p	jg9594
OG0018424	Roisl.0044s0016.1.p	jg9561
OG0018426	Roisl.0009s0254.1.p	jg12603, jg12604
OG0018427	Roisl.0037s0022.1.p	jg14143
OG0018428	Roisl.0025s0006.1.p	jg13545
OG0018429	Roisl.0208s0008.1.p	jg14059
OG0018430	Roisl.0025s0040.1.p	jg13567
OG0018431	Roisl.0005s0258.1.p	jg20499
OG0018432	Roisl.0209s0435.1.p, Roisl.0209s0434.1.p	jg14516
OG0018433	Roisl.0012s0392.1.p	jg20602
OG0018434	Roisl.0012s0391.1.p	jg20603
OG0018435	Roisl.0025s0093.1.p	jg13636
OG0018437	Roisl.0006s0179.1.p	jg33261
OG0018438	Roisl.0006s0255.1.p	jg33372
OG0018439	Roisl.0006s0259.1.p	jg33385
OG0018439	Roisl.0006s0258.1.p	jg33381
OG0018440	Roisl.0006s0284.1.p	jg33412
OG0018441	Roisl.0006s0277.1.p	jg33423
OG0018442	Roisl.0006s0340.1.p	jg33473
OG0018443	Roisl.0214s0271.1.p	jg20964
OG0018444	Roisl.0028s0806.1.p	jg18505
OG0018445	Roisl.0028s0918.1.p	jg18620
OG0018446	Roisl.0028s0936.1.p	jg18639
OG0018447	Roisl.0028s0963.1.p	jg18670
OG0018448	Roisl.0028s0971.1.p	jg18679
OG0018449	Roisl.0091s0455.1.p	jg10730
OG0018450	Roisl.0091s0516.1.p	jg10799
OG0018451	Roisl.0091s0518.1.p	jg10802
OG0018452	Roisl.0091s0527.1.p	jg10812
OG0018453	Roisl.0009s0318.1.p	jg12534
OG0018454	Roisl.0091s0537.1.p	jg10818
OG0018455	Roisl.0091s0563.1.p	jg10850
OG0018457	Roisl.0005s0182.1.p	jg20434
OG0018458	Roisl.0046s1037.1.p	jg14960
OG0018459	Roisl.0046s0992.1.p	jg14920
OG0018461	Roisl.0046s0957.1.p	jg14886
OG0018462	Roisl.0189s0132.1.p	jg21919
OG0018463	Roisl.0188s0044.1.p	jg27393
OG0018464	Roisl.0038s0011.1.p	jg27217
OG0018465	Roisl.0066s0438.1.p	jg27408
OG0018468	Roisl.0091s0065.1.p	jg10274
OG0018469	Roisl.0188s0088.1.p	jg13693
OG0018470	Roisl.0091s0315.1.p	jg10590
OG0018471	Roisl.0016s0054.1.p	jg23937
OG0018472	Roisl.0091s0290.1.p	jg10553
OG0018473	Roisl.0091s0273.1.p	jg10534
OG0018474	Roisl.0032s0070.1.p	jg7226
OG0018475	Roisl.0091s0200.1.p	jg10436
OG0018476	Roisl.0091s0334.1.p	jg10614
OG0018477	Roisl.0091s0678.1.p	jg10929
OG0018478	Roisl.0091s0628.1.p	jg10907
OG0018479	Roisl.0016s0008.1.p	jg23886
OG0018480	Roisl.0016s0014.1.p	jg23890
OG0018481	Roisl.0016s0017.1.p	jg23892
OG0018482	Roisl.0016s0020.1.p	jg23896
OG0018483	Roisl.0016s0038.1.p	jg23919
OG0018484	Roisl.0016s0040.1.p	jg23922
OG0018486	Roisl.0016s0061.1.p	jg23942
OG0018487	Roisl.0016s0068.1.p	jg23947
OG0018488	Roisl.0024s0642.1.p	jg23758
OG0018489	Roisl.0024s0652.1.p	jg23769
OG0018490	Roisl.0024s0655.1.p	jg23772
OG0018491	Roisl.0024s0664.1.p	jg23780
OG0018492	Roisl.0018s0489.1.p	jg16444
OG0018493	Roisl.0018s0479.1.p	jg16433
OG0018494	Roisl.0018s0478.1.p	jg16432
OG0018495	Roisl.0018s0392.1.p	jg16325
OG0018496	Roisl.0018s0333.1.p	jg16275
OG0018497	Roisl.0015s0016.1.p	jg8242
OG0018498	Roisl.0018s0272.1.p	jg16206
OG0018499	Roisl.0018s0266.1.p	jg16201
OG0018500	Roisl.0018s0056.1.p	jg15987
OG0018501	Roisl.0018s0025.1.p	jg15949
OG0018502	Roisl.0026s0038.1.p	jg15879
OG0018503	Roisl.0026s0110.1.p	jg15802
OG0018504	Roisl.0078s0007.1.p	jg17171
OG0018505	Roisl.0046s1648.1.p	jg15618
OG0018507	Roisl.0046s1486.1.p	jg15433
OG0018509	Roisl.0046s1348.1.p	jg15305
OG0018510	Roisl.0046s1286.1.p	jg15241
OG0018511	Roisl.0046s1250.1.p	jg15201
OG0018512	Roisl.0046s1232.1.p	jg15182
OG0018513	Roisl.0049s0032.1.p	jg26923
OG0018514	Roisl.0213s0749.1.p	jg26995
OG0018515	Roisl.0024s0037.1.p	jg2163
OG0018517	Roisl.0019s0788.1.p	jg2320
OG0018519	Roisl.0066s0022.1.p	jg28060
OG0018520	Roisl.0206s0017.1.p	jg28116
OG0018521	Roisl.0028s0520.1.p	jg19380
OG0018522	Roisl.0015s0167.1.p	jg11930
OG0018524	Roisl.0017s0170.1.p	jg18978
OG0018525	Roisl.0017s0133.1.p	jg18942
OG0018526	Roisl.0213s0527.1.p	jg7596
OG0018527	Roisl.0082s0143.1.p	jg16557
OG0018528	Roisl.0046s0601.1.p	jg16665
OG0018529	Roisl.0208s0053.1.p	jg13984
OG0018530	Roisl.0179s0089.1.p	jg32592
OG0018531	Roisl.0210s2159.1.p	jg32314
OG0018532	Roisl.0048s0041.1.p	jg32178
OG0018533	Roisl.0048s0036.1.p, Roisl.0048s0037.1.p	jg32167
OG0018535	Roisl.0020s0093.1.p	jg7367
OG0018536	Roisl.0213s0569.1.p	jg7502
OG0018537	Roisl.0046s0345.1.p	jg6585
OG0018538	Roisl.0046s0361.1.p	jg385
OG0018539	Roisl.0046s0389.1.p	jg6635
OG0018542	Roisl.0214s0437.1.p	jg28248
OG0018543	Roisl.0214s0488.1.p	jg28287
OG0018544	Roisl.0014s0027.1.p	jg21366
OG0018545	Roisl.0067s0005.1.p	jg20226
OG0018546	Roisl.0035s0050.1.p	jg20094
OG0018547	Roisl.0028s0049.1.p	jg19928, jg19918
OG0018548	Roisl.0036s0112.1.p	jg21047
OG0018549	Roisl.0039s0006.1.p	jg24378
OG0018550	Roisl.0075s0075.1.p	jg11454
OG0018551	Roisl.0037s0034.1.p	jg19634
OG0018552	Roisl.0028s0316.1.p	jg19622
OG0018553	Roisl.0028s0321.1.p	jg19616
OG0018554	Roisl.0028s0335.1.p	jg19599
OG0018556	Roisl.0028s0387.1.p	jg19534
OG0018557	Roisl.0028s0494.1.p	jg19410
OG0018558	Roisl.0016s0131.1.p	jg24014
OG0018559	Roisl.0016s0160.1.p	jg24047
OG0018560	Roisl.0016s0182.1.p	jg24068
OG0018561	Roisl.0016s0195.1.p	jg24083
OG0018562	Roisl.0016s0210.1.p	jg24101
OG0018563	Roisl.0016s0217.1.p	jg24108
OG0018564	Roisl.0016s0266.1.p	jg24163
OG0018565	Roisl.0016s0283.1.p	jg24189
OG0018566	Roisl.0016s0286.1.p	jg24195
OG0018567	Roisl.0016s0293.1.p	jg24203
OG0018568	Roisl.0016s0383.1.p	jg24318
OG0018569	Roisl.0016s0394.1.p	jg24332
OG0018572	Roisl.0039s0058.1.p	jg24436
OG0018573	Roisl.0039s0059.1.p	jg24437
OG0018574	Roisl.0039s0092.1.p	jg24475
OG0018575	Roisl.0039s0111.1.p	jg24497
OG0018577	Roisl.0079s0123.1.p	jg24682
OG0018579	Roisl.0079s0236.1.p	jg24793
OG0018581	Roisl.0079s0312.1.p	jg24883
OG0018582	Roisl.0074s1028.1.p	jg24925
OG0018583	Roisl.0074s0909.1.p	jg25047
OG0018584	Roisl.0009s0321.1.p	jg12530
OG0018585	Roisl.0074s0828.1.p	jg25130
OG0018586	Roisl.0074s0738.1.p	jg25224
OG0018587	Roisl.0074s0729.1.p	jg25233
OG0018588	Roisl.0074s0706.1.p	jg25254
OG0018589	Roisl.0074s0678.1.p	jg25289
OG0018590	Roisl.0074s0668.1.p	jg25300
OG0018591	Roisl.0074s0667.1.p	jg25302
OG0018592	Roisl.0074s0588.1.p	jg25393
OG0018593	Roisl.0074s0524.1.p	jg25450
OG0018594	Roisl.0074s0453.1.p	jg25534
OG0018597	Roisl.0074s0296.1.p	jg25702
OG0018598	Roisl.0074s0230.1.p	jg25798
OG0018599	Roisl.0074s0086.1.p	jg25975
OG0018600	Roisl.0011s0033.1.p	jg12928
OG0018601	Roisl.0074s0014.1.p	jg26056
OG0018602	Roisl.0074s0010.1.p	jg26060
OG0018603	Roisl.0069s0018.1.p	jg213
OG0018605	Roisl.0115s0271.1.p	jg26108
OG0018607	Roisl.0115s0319.1.p	jg26154
OG0018608	Roisl.0115s0431.1.p	jg26268
OG0018609	Roisl.0031s0028.1.p	jg21966
OG0018610	Roisl.0009s0319.1.p	jg12533
OG0018611	Roisl.0022s0064.1.p	jg12480
OG0018612	Roisl.0008s0055.1.p	jg21277
OG0018614	Roisl.0115s0487.1.p	jg26330
OG0018615	Roisl.0011s0099.1.p	jg13000
OG0018616	Roisl.0209s0010.1.p	jg1953
OG0018617	Roisl.0083s0013.1.p	jg1726
OG0018619	Roisl.0210s1605.1.p	jg5746
OG0018620	Roisl.0210s1538.1.p	jg5673
OG0018621	Roisl.0046s1209.1.p	jg15152
OG0018623	Roisl.0210s0027.1.p	jg28420
OG0018624	Roisl.0210s0032.1.p	jg28427
OG0018625	Roisl.0210s0033.1.p	jg28428
OG0018626	Roisl.0210s0156.1.p	jg28535
OG0018627	Roisl.0210s0290.1.p	jg28669
OG0018628	Roisl.0210s0327.1.p	jg28711
OG0018629	Roisl.0210s0344.1.p	jg28727
OG0018630	Roisl.0210s0346.1.p	jg28729
OG0018631	Roisl.0210s0374.1.p	jg28757
OG0018632	Roisl.0091s0739.1.p	jg28815
OG0018633	Roisl.0091s0751.1.p	jg28832
OG0018635	Roisl.0091s0802.1.p	jg28884
OG0018636	Roisl.0091s0841.1.p	jg28927
OG0018637	Roisl.0091s0946.1.p	jg29028
OG0018638	Roisl.0091s0964.1.p	jg29052
OG0018639	Roisl.0091s0984.1.p	jg29067
OG0018640	Roisl.0091s1006.1.p	jg29089
OG0018641	Roisl.0091s1037.1.p	jg29113
OG0018642	Roisl.0091s1052.1.p	jg29130
OG0018643	Roisl.0091s1082.1.p	jg29163
OG0018644	Roisl.0021s0102.1.p, Roisl.0091s1088.1.p	jg29169
OG0018645	Roisl.0091s1178.1.p	jg29254
OG0018646	Roisl.0091s1201.1.p	jg29277
OG0018647	Roisl.0091s1224.1.p	jg29306
OG0018650	Roisl.0021s0128.1.p	jg29458
OG0018651	Roisl.0012s0079.1.p	jg20922
OG0018652	Roisl.0021s0207.1.p	jg29552
OG0018653	Roisl.0021s0245.1.p	jg29603
OG0018654	Roisl.0021s0302.1.p	jg29653
OG0018655	Roisl.0021s0424.1.p	jg29787
OG0018656	Roisl.0021s0462.1.p	jg29831
OG0018657	Roisl.0007s0699.1.p	jg29924
OG0018658	Roisl.0007s0627.1.p	jg29992
OG0018659	Roisl.0007s0602.1.p	jg30018
OG0018660	Roisl.0007s0578.1.p	jg30038
OG0018661	Roisl.0007s0577.1.p	jg30039
OG0018662	Roisl.0007s0562.1.p	jg30059
OG0018665	Roisl.0082s0732.1.p	jg17955, jg17951, jg17957, jg17953
OG0018666	Roisl.0007s0418.1.p	jg30234
OG0018667	Roisl.0007s0364.1.p	jg30291
OG0018668	Roisl.0007s0166.1.p	jg30492
OG0018672	Roisl.0007s0107.1.p	jg30550
OG0018673	Roisl.0007s0104.1.p	jg30555
OG0018674	Roisl.0189s0019.1.p	jg21104
OG0018675	Roisl.0191s0116.1.p	jg30844
OG0018677	Roisl.0019s0348.1.p	jg2796
OG0018678	Roisl.0008s0243.1.p	jg10054
OG0018680	Roisl.0006s0160.1.p	jg33236
OG0018682	Roisl.0010s0102.1.p	jg593
OG0018685	Roisl.0010s0067.1.p	jg640
OG0018686	Roisl.0209s0579.1.p	jg698
OG0018687	Roisl.0214s0549.1.p	jg897
OG0018688	Roisl.0214s0583.1.p	jg932
OG0018691	Roisl.0008s0057.1.p	jg1364
OG0018692	Roisl.0008s0029.1.p	jg1410
OG0018694	Roisl.0050s0057.1.p	jg398
OG0018695	Roisl.0005s0114.1.p	jg20385
OG0018696	Roisl.0005s0002.1.p	jg20343
OG0018700	Roisl.0013s0097.1.p	jg32931
OG0018701	Roisl.0013s0083.1.p	jg32945
OG0018702	Roisl.0013s0053.1.p	jg32986, jg7306
OG0018703	Roisl.0013s0041.1.p	jg33008
OG0018704	Roisl.0013s0038.1.p, Roisl.0020s0107.1.p, Roisl.0013s0040.1.p	jg33009
OG0018705	Roisl.0013s0031.1.p	jg33016
OG0018706	Roisl.0115s0775.1.p	jg8275
OG0018707	Roisl.0115s0770.1.p	jg8281
OG0018709	Roisl.0001s0519.1.p	jg8420
OG0018711	Roisl.0001s0407.1.p	jg8556
OG0018713	Roisl.0001s0400.1.p	jg8564
OG0018714	Roisl.0001s0379.1.p	jg8585
OG0018717	Roisl.0001s0333.1.p	jg8623
OG0018718	Roisl.0001s0222.1.p	jg8736
OG0018719	Roisl.0001s0207.1.p	jg8753
OG0018721	Roisl.0001s0188.1.p	jg8776, jg8780
OG0018722	Roisl.0001s0124.1.p	jg8840
OG0018723	Roisl.0001s0090.1.p	jg8869
OG0018724	Roisl.0001s0088.1.p	jg8871
OG0018725	Roisl.0008s0364.1.p	jg26715
OG0018726	Roisl.0003s0201.1.p	jg9215
OG0018728	Roisl.0046s0683.1.p	jg14582
OG0018730	Roisl.0053s0292.1.p	jg26656
OG0018731	Roisl.0019s0226.1.p	jg2903
OG0018732	Roisl.0019s0234.1.p	jg2894
OG0018733	Roisl.0191s0159.1.p	jg30882
OG0018734	Roisl.0191s0343.1.p	jg31086
OG0018735	Roisl.0191s0539.1.p	jg8118
OG0018736	Roisl.0015s0015.1.p	jg8243
OG0018737	Roisl.0210s0094.1.p	jg28479
OG0018738	Roisl.0091s0755.1.p	jg28836
OG0018739	Roisl.0003s0159.1.p	jg28963
OG0018740	Roisl.0091s0915.1.p	jg28998
OG0018741	Roisl.0021s0253.1.p	jg29611
OG0018743	Roisl.0191s0045.1.p	jg30772
OG0018744	Roisl.0191s0201.1.p	jg30940
OG0018745	Roisl.0191s0221.1.p	jg30957
OG0018746	Roisl.0191s0295.1.p	jg31031
OG0018747	Roisl.0191s0309.1.p	jg31044
OG0018748	Roisl.0191s0374.1.p	jg31116
OG0018749	Roisl.0191s0382.1.p	jg31127
OG0018751	Roisl.0191s0422.1.p	jg31166
OG0018752	Roisl.0191s0440.1.p	jg31186
OG0018753	Roisl.0213s0134.1.p	jg31397
OG0018755	Roisl.0185s0034.1.p	jg32497
OG0018757	Roisl.0179s0068.1.p	jg32619
OG0018758	Roisl.0006s0292.1.p	jg33402
OG0018759	Roisl.0082s0110.1.p	jg16533, jg33624, jg28265
OG0018760	Roisl.0021s0528.1.p, Roisl.0209s0604.1.p, Roisl.0209s0595.1.p	jg407, jg409
OG0018761	Roisl.0209s0751.1.p	jg862
OG0018762	Roisl.0214s0581.1.p	jg928
OG0018763	Roisl.0214s0711.1.p	jg1134
OG0018764	Roisl.0214s0863.1.p	jg1345
OG0018765	Roisl.0214s0887.1.p	jg1358
OG0018766	Roisl.0021s0637.1.p	jg1804
OG0018767	Roisl.0209s0024.1.p	jg1982
OG0018768	Roisl.0019s0733.1.p, Roisl.0019s0734.1.p	jg2388
OG0018769	Roisl.0019s0683.1.p	jg2442
OG0018770	Roisl.0004s0498.1.p	jg3056
OG0018771	Roisl.0004s0199.1.p	jg3358
OG0018772	Roisl.0004s0166.1.p	jg3400
OG0018773	Roisl.0004s0043.1.p	jg3532
OG0018775	Roisl.0115s0204.1.p	jg3608
OG0018776	Roisl.0115s0055.1.p	jg3751
OG0018777	Roisl.0115s0045.1.p	jg3761
OG0018778	Roisl.0019s0498.1.p	jg24658
OG0018779	Roisl.0074s0705.1.p	jg25255
OG0018780	Roisl.0074s0672.1.p	jg25295
OG0018781	Roisl.0074s0615.1.p	jg25363
OG0018783	Roisl.0074s0047.1.p	jg26020
OG0018786	Roisl.0038s0039.1.p	jg27175
OG0018788	Roisl.0066s0421.1.p	jg27404
OG0018790	Roisl.0053s0152.1.p	jg27670
OG0018791	Roisl.0011s0029.1.p, Roisl.0214s0261.1.p	jg20944, jg27749, jg17234
OG0018792	Roisl.0029s0007.1.p	jg28065
OG0018793	Roisl.0214s0514.1.p	jg28313
OG0018794	Roisl.0214s0522.1.p	jg28321
OG0018795	Roisl.0006s0597.1.p	jg16786
OG0018796	Roisl.0006s0584.1.p	jg16803
OG0018797	Roisl.0006s0576.1.p	jg16808
OG0018798	Roisl.0021s0597.1.p	jg16877
OG0018799	Roisl.0051s0041.1.p	jg16951
OG0018800	Roisl.0051s0059.1.p	jg16979
OG0018801	Roisl.0214s0029.1.p	jg17007
