Orthogroup	Rorippa_islandica	Cardamine_glauca
OG0013372	Roisl.0115s0375.1.p	Cg004G1272000
OG0013373	Roisl.0017s0024.1.p	Cg005G1564900
OG0013374	Roisl.0022s0245.1.p	Cg001G0144100
OG0013375	Roisl.0082s0175.1.p	Cg003G0746300
OG0013376	Roisl.0082s0185.1.p	Cg003G0745600
OG0013377	Roisl.0091s0911.1.p	Cg006G2200700
OG0013378	Roisl.0115s0299.1.p	Cg004G1264900
OG0013379	Roisl.0115s0301.1.p	Cg004G1265000
OG0013380	Roisl.0046s0568.1.p	Cg005G1761900
OG0013381	Roisl.0082s0228.1.p	Cg003G0857400, Cg003G0740300
OG0013382	Roisl.0213s0518.1.p	Cg003G0752900
OG0013383	Roisl.0213s0522.1.p	Cg003G0753200
OG0013384	Roisl.0213s0536.1.p	Cg003G0754700
OG0013385	Roisl.0209s0221.1.p	Cg003G0751400
OG0013386	Roisl.0209s0243.1.p	Cg003G0749100
OG0013387	Roisl.0063s0031.1.p	Cg005G1777400
OG0013388	Roisl.0082s0139.1.p	Cg005G1774400
OG0013389	Roisl.0082s0119.1.p	Cg005G1772600
OG0013390	Roisl.0204s0167.1.p	Cg005G1771800
OG0013391	Roisl.0204s0157.1.p	Cg005G1771400
OG0013392	Roisl.0046s0646.1.p	Cg005G1770300
OG0013393	Roisl.0046s0642.1.p	Cg005G1769800
OG0013394	Roisl.0046s0640.1.p	Cg005G1769600
OG0013395	Roisl.0046s0625.1.p	Cg005G1767700
OG0013396	Roisl.0046s0610.1.p	Cg005G1765900
OG0013397	Roisl.0046s0606.1.p	Cg005G1766200
OG0013398	Roisl.0046s0593.1.p	Cg005G1764500
OG0013399	Roisl.0046s0581.1.p	Cg005G1763100
OG0013401	Roisl.0046s0523.1.p	Cg005G1758900
OG0013402	Roisl.0006s0551.1.p	Cg005G1752700
OG0013403	Roisl.0006s0554.1.p	Cg005G1753000
OG0013404	Roisl.0023s0048.1.p	Cg005G1730800
OG0013405	Roisl.0023s0079.1.p	Cg036G3082500, Cg013G3025400
OG0013406	Roisl.0023s0023.1.p	Cg005G1733900
OG0013407	Roisl.0036s0122.1.p	Cg005G1718400
OG0013408	Roisl.0082s0522.1.p, Roisl.0022s0397.1.p	Cg005G1717100
OG0013409	Roisl.0082s0461.1.p	Cg005G1713900
OG0013410	Roisl.0040s0034.1.p	Cg005G1703600
OG0013411	Roisl.0023s0011.1.p	Cg005G1734500
OG0013412	Roisl.0023s0005.1.p	Cg005G1735000
OG0013413	Roisl.0214s0010.1.p	Cg005G1735700
OG0013414	Roisl.0198s0061.1.p	Cg005G1708100
OG0013415	Roisl.0189s0068.1.p	Cg005G1722500
OG0013416	Roisl.0078s0002.1.p	Cg005G1722100
OG0013417	Roisl.0179s0021.1.p	Cg006G1870400
OG0013418	Roisl.0015s0113.1.p	Cg006G2000500
OG0013419	Roisl.0179s0103.1.p	Cg006G1879400
OG0013420	Roisl.0015s0096.1.p	Cg006G2002100
OG0013421	Roisl.0179s0109.1.p	Cg006G1885400
OG0013422	Roisl.0185s0015.1.p	Cg006G1884300
OG0013423	Roisl.0179s0055.1.p	Cg006G1868800
OG0013424	Roisl.0179s0043.1.p	Cg006G1869000
OG0013425	Roisl.0210s2169.1.p	Cg006G1903700
OG0013426	Roisl.0210s2102.1.p	Cg006G1911100
OG0013427	Roisl.0210s2087.1.p	Cg006G1912200
OG0013428	Roisl.0210s2067.1.p	Cg006G1915900
OG0013429	Roisl.0210s2069.1.p	Cg006G1915600
OG0013430	Roisl.0048s0006.1.p	Cg006G1916700
OG0013431	Roisl.0056s0058.1.p	Cg006G1923100, Cg006G1923200
OG0013432	Roisl.0056s0021.1.p	Cg006G1923900
OG0013433	Roisl.0082s0529.1.p	Cg006G1925700
OG0013434	Roisl.0082s0532.1.p	Cg006G1926000
OG0013435	Roisl.0194s0070.1.p	Cg007G2371400
OG0013436	Roisl.0040s0050.1.p	Cg006G1933200
OG0013437	Roisl.0040s0068.1.p	Cg006G1935900
OG0013438	Roisl.0040s0071.1.p	Cg006G1936200
OG0013439	Roisl.0040s0072.1.p	Cg006G1936300
OG0013440	Roisl.0040s0087.1.p	Cg006G1937900
OG0013441	Roisl.0040s0089.1.p	Cg006G1938100
OG0013442	Roisl.0184s0144.1.p	Cg003G0784300
OG0013443	Roisl.0032s0076.1.p	Cg003G0791000
OG0013444	Roisl.0020s0064.1.p	Cg003G0777400
OG0013445	Roisl.0020s0079.1.p	Cg003G0776500
OG0013446	Roisl.0020s0084.1.p	Cg003G0776100
OG0013447	Roisl.0020s0123.1.p	Cg003G0773200
OG0013448	Roisl.0057s0036.1.p	Cg003G0767000
OG0013449	Roisl.0213s0636.1.p	Cg003G0765100
OG0013450	Roisl.0213s0633.1.p	Cg003G0764900
OG0013451	Roisl.0213s0627.1.p	Cg003G0763100
OG0013452	Roisl.0213s0603.1.p	Cg003G0760800
OG0013453	Roisl.0213s0599.1.p	Cg003G0760500
OG0013454	Roisl.0213s0567.1.p	Cg003G0759800
OG0013455	Roisl.0210s1632.1.p	Cg008G2756200
OG0013456	Roisl.0210s1635.1.p	Cg008G2756500
OG0013457	Roisl.0210s1641.1.p	Cg008G2757000
OG0013458	Roisl.0046s0321.1.p	Cg008G2821000
OG0013459	Roisl.0046s0327.1.p	Cg008G2821800
OG0013460	Roisl.0046s0330.1.p	Cg008G2822000
OG0013461	Roisl.0046s0333.1.p	Cg008G2822200
OG0013462	Roisl.0046s0372.1.p	Cg008G2825500
OG0013463	Roisl.0046s0383.1.p	Cg008G2826300
OG0013464	Roisl.0046s0388.1.p	Cg008G2826700
OG0013465	Roisl.0046s0392.1.p	Cg008G2827100, Cg008G2827400
OG0013466	Roisl.0046s0397.1.p	Cg008G2827900
OG0013467	Roisl.0214s0135.1.p	Cg004G1354400
OG0013468	Roisl.0214s0418.1.p	Cg004G1438700
OG0013469	Roisl.0214s0426.1.p	Cg004G1439500
OG0013470	Roisl.0214s0481.1.p	Cg004G1443000
OG0013471	Roisl.0214s0513.1.p	Cg004G1445600
OG0013472	Roisl.0209s0344.1.p	Cg002G0565200
OG0013473	Roisl.0209s0288.1.p	Cg002G0570700
OG0013474	Roisl.0067s0026.1.p	Cg005G1450200
OG0013475	Roisl.0067s0032.1.p	Cg005G1450800
OG0013476	Roisl.0067s0037.1.p	Cg005G1451300
OG0013477	Roisl.0067s0041.1.p	Cg005G1451600
OG0013478	Roisl.0067s0048.1.p	Cg005G1452300
OG0013479	Roisl.0067s0058.1.p	Cg005G1453300
OG0013480	Roisl.0067s0059.1.p	Cg005G1453500
OG0013481	Roisl.0067s0065.1.p	Cg005G1454100
OG0013482	Roisl.0067s0068.1.p	Cg005G1454400
OG0013483	Roisl.0067s0086.1.p	Cg005G1456200
OG0013484	Roisl.0067s0087.1.p	Cg005G1456300
OG0013485	Roisl.0035s0004.1.p	Cg005G1456400
OG0013486	Roisl.0035s0036.1.p	Cg005G1458800
OG0013487	Roisl.0035s0037.1.p	Cg005G1458900
OG0013488	Roisl.0035s0046.1.p	Cg005G1459800
OG0013489	Roisl.0035s0067.1.p	Cg005G1461700
OG0013490	Roisl.0035s0074.1.p	Cg005G1462500
OG0013491	Roisl.0035s0081.1.p	Cg005G1463200
OG0013492	Roisl.0035s0082.1.p	Cg005G1463300
OG0013493	Roisl.0035s0083.1.p	Cg005G1463400
OG0013494	Roisl.0035s0096.1.p	Cg005G1464700
OG0013495	Roisl.0035s0111.1.p	Cg005G1465500
OG0013496	Roisl.0035s0115.1.p	Cg005G1465900
OG0013497	Roisl.0035s0117.1.p	Cg005G1466100
OG0013498	Roisl.0035s0122.1.p	Cg005G1466700
OG0013499	Roisl.0035s0131.1.p	Cg005G1467500
OG0013500	Roisl.0035s0149.1.p	Cg005G1469400
OG0013501	Roisl.0035s0151.1.p	Cg005G1469600
OG0013502	Roisl.0035s0161.1.p	Cg005G1470500
OG0013503	Roisl.0035s0162.1.p	Cg005G1470600
OG0013504	Roisl.0035s0194.1.p	Cg005G1473600
OG0013505	Roisl.0028s0026.1.p	Cg005G1474300
OG0013506	Roisl.0028s0053.1.p	Cg005G1476400
OG0013507	Roisl.0028s0057.1.p	Cg005G1476800
OG0013508	Roisl.0028s0084.1.p	Cg005G1479500
OG0013509	Roisl.0091s0586.1.p, Roisl.0028s0091.1.p	Cg005G1480300
OG0013510	Roisl.0028s0122.1.p	Cg005G1483100
OG0013511	Roisl.0028s0127.1.p	Cg005G1483600
OG0013512	Roisl.0028s0129.1.p	Cg005G1483800
OG0013513	Roisl.0028s0138.1.p	Cg005G1485000
OG0013514	Roisl.0028s0146.1.p	Cg005G1485900
OG0013515	Roisl.0028s0148.1.p	Cg005G1486100
OG0013516	Roisl.0028s0158.1.p	Cg005G1486900
OG0013517	Roisl.0028s0166.1.p, Roisl.0204s0144.1.p	Cg005G1487600
OG0013518	Roisl.0028s0187.1.p	Cg005G1489400
OG0013519	Roisl.0028s0230.1.p, Roisl.0028s0234.1.p	Cg005G1492900
OG0013520	Roisl.0209s0293.1.p	Cg002G0570200
OG0013521	Roisl.0028s0252.1.p	Cg005G1494300
OG0013522	Roisl.0028s0265.1.p	Cg005G1495600
OG0013523	Roisl.0028s0287.1.p	Cg005G1497100
OG0013524	Roisl.0028s0293.1.p	Cg005G1497800
OG0013525	Roisl.0028s0310.1.p	Cg005G1499500
OG0013526	Roisl.0028s0313.1.p	Cg005G1499700
OG0013527	Roisl.0028s0317.1.p	Cg005G1500100
OG0013528	Roisl.0028s0337.1.p	Cg005G1502500
OG0013529	Roisl.0028s0345.1.p	Cg005G1503300
OG0013530	Roisl.0028s0347.1.p	Cg005G1503600
OG0013531	Roisl.0028s0370.1.p	Cg005G1506500
OG0013532	Roisl.0036s0029.1.p	Cg008G2850500, Cg008G2866000
OG0013533	Roisl.0028s0394.1.p	Cg005G1508200
OG0013534	Roisl.0028s0398.1.p	Cg005G1508600
OG0013535	Roisl.0028s0407.1.p	Cg005G1509500
OG0013536	Roisl.0028s0451.1.p	Cg005G1513800
OG0013537	Roisl.0028s0450.1.p	Cg005G1513700
OG0013538	Roisl.0028s0449.1.p	Cg005G1513600
OG0013540	Roisl.0028s0447.1.p	Cg005G1513300
OG0013541	Roisl.0028s0484.1.p	Cg005G1516600
OG0013542	Roisl.0028s0489.1.p	Cg005G1517000
OG0013543	Roisl.0016s0081.1.p	Cg004G1078200
OG0013545	Roisl.0016s0088.1.p	Cg004G1078600
OG0013546	Roisl.0016s0106.1.p	Cg004G1080100
OG0013547	Roisl.0189s0201.1.p	Cg003G0819000
OG0013548	Roisl.0016s0147.1.p	Cg004G1083800
OG0013549	Roisl.0016s0169.1.p	Cg004G1085500
OG0013550	Roisl.0016s0197.1.p	Cg004G1088000
OG0013551	Roisl.0016s0205.1.p	Cg004G1088800
OG0013552	Roisl.0016s0228.1.p	Cg004G1091300
OG0013553	Roisl.0016s0264.1.p	Cg004G1094500
OG0013554	Roisl.0016s0269.1.p	Cg004G1095000
OG0013555	Roisl.0039s0152.1.p, Roisl.0016s0291.1.p	Cg004G1097100
OG0013556	Roisl.0016s0300.1.p	Cg004G1097800
OG0013557	Roisl.0016s0306.1.p	Cg004G1098400
OG0013558	Roisl.0016s0307.1.p	Cg004G1098500
OG0013559	Roisl.0016s0308.1.p	Cg004G1098600
OG0013560	Roisl.0016s0318.1.p	Cg004G1099500
OG0013561	Roisl.0016s0326.1.p	Cg004G1100100
OG0013562	Roisl.0016s0328.1.p	Cg004G1100300
OG0013563	Roisl.0016s0371.1.p	Cg004G1103800
OG0013564	Roisl.0016s0378.1.p	Cg004G1104300
OG0013565	Roisl.0016s0396.1.p	Cg004G1105800
OG0013566	Roisl.0016s0397.1.p	Cg004G1105900
OG0013571	Roisl.0039s0003.1.p	Cg004G1109500
OG0013572	Roisl.0039s0005.1.p	Cg004G1109700
OG0013573	Roisl.0039s0014.1.p	Cg004G1110300
OG0013574	Roisl.0039s0021.1.p	Cg004G1110900
OG0013575	Roisl.0039s0048.1.p	Cg004G1114400
OG0013576	Roisl.0039s0060.1.p	Cg004G1115400
OG0013577	Roisl.0039s0064.1.p	Cg004G1115800
OG0013578	Roisl.0039s0093.1.p	Cg004G1118200
OG0013580	Roisl.0039s0126.1.p	Cg004G1121500
OG0013581	Roisl.0039s0130.1.p	Cg004G1121800
OG0013582	Roisl.0039s0132.1.p	Cg004G1122000
OG0013583	Roisl.0039s0157.1.p	Cg004G1124100
OG0013584	Roisl.0039s0165.1.p	Cg004G1125300
OG0013585	Roisl.0079s0017.1.p	Cg004G1127200
OG0013586	Roisl.0079s0028.1.p	Cg004G1128200
OG0013587	Roisl.0079s0035.1.p	Cg004G1128700
OG0013588	Roisl.0079s0040.1.p	Cg004G1129800
OG0013589	Roisl.0079s0050.1.p	Cg004G1130700
OG0013590	Roisl.0079s0066.1.p	Cg004G1131900
OG0013591	Roisl.0079s0094.1.p	Cg004G1134800
OG0013592	Roisl.0079s0100.1.p	Cg004G1135400
OG0013593	Roisl.0079s0101.1.p	Cg004G1135500
OG0013594	Roisl.0079s0105.1.p	Cg004G1135900
OG0013595	Roisl.0079s0132.1.p	Cg004G1138100
OG0013597	Roisl.0079s0171.1.p	Cg004G1141700
OG0013598	Roisl.0079s0175.1.p	Cg004G1141900
OG0013599	Roisl.0079s0205.1.p	Cg004G1144800
OG0013600	Roisl.0079s0211.1.p	Cg004G1145300
OG0013601	Roisl.0079s0224.1.p	Cg004G1146600
OG0013602	Roisl.0079s0249.1.p	Cg004G1148800
OG0013603	Roisl.0079s0254.1.p	Cg004G1149300
OG0013604	Roisl.0008s0244.1.p	Cg001G0161000
OG0013605	Roisl.0079s0259.1.p	Cg004G1149800
OG0013606	Roisl.0079s0261.1.p	Cg004G1150000
OG0013607	Roisl.0079s0271.1.p	Cg004G1151000
OG0013609	Roisl.0079s0309.1.p	Cg004G1154900
OG0013610	Roisl.0079s0319.1.p	Cg004G1155800
OG0013611	Roisl.0074s1032.1.p	Cg004G1158500
OG0013612	Roisl.0074s1030.1.p	Cg004G1158800
OG0013613	Roisl.0074s1016.1.p	Cg004G1160000
OG0013614	Roisl.0074s1011.1.p	Cg004G1160500
OG0013615	Roisl.0074s1008.1.p	Cg004G1160800
OG0013616	Roisl.0074s0981.1.p	Cg004G1163500
OG0013617	Roisl.0074s0954.1.p	Cg004G1165600
OG0013618	Roisl.0074s0949.1.p	Cg004G1165900
OG0013619	Roisl.0074s0933.1.p	Cg004G1168100
OG0013620	Roisl.0074s0932.1.p	Cg004G1168200
OG0013621	Roisl.0074s0931.1.p	Cg004G1168300
OG0013622	Roisl.0074s0927.1.p	Cg004G1168700
OG0013625	Roisl.0074s0898.1.p	Cg004G1171100
OG0013627	Roisl.0074s0885.1.p	Cg004G1172100
OG0013628	Roisl.0074s0852.1.p	Cg004G1175300
OG0013629	Roisl.0074s0844.1.p	Cg004G1176300
OG0013630	Roisl.0074s0801.1.p	Cg004G1179900
OG0013631	Roisl.0074s0795.1.p	Cg004G1180500
OG0013632	Roisl.0074s0791.1.p	Cg004G1180900
OG0013633	Roisl.0074s0783.1.p	Cg004G1181700
OG0013634	Roisl.0074s0769.1.p	Cg004G1183200
OG0013635	Roisl.0074s0766.1.p	Cg004G1183500
OG0013636	Roisl.0074s0753.1.p	Cg004G1184400
OG0013637	Roisl.0074s0739.1.p	Cg004G1185800
OG0013638	Roisl.0074s0728.1.p	Cg004G1186900
OG0013639	Roisl.0074s0707.1.p	Cg004G1188600
OG0013640	Roisl.0074s0684.1.p	Cg004G1191100
OG0013641	Roisl.0074s0673.1.p	Cg004G1192100
OG0013642	Roisl.0074s0625.1.p	Cg004G1196600
OG0013643	Roisl.0074s0592.1.p	Cg004G1199400
OG0013644	Roisl.0209s0360.1.p	Cg002G0563000
OG0013645	Roisl.0074s0570.1.p	Cg004G1201600
OG0013647	Roisl.0074s0506.1.p	Cg004G1207800
OG0013648	Roisl.0074s0491.1.p	Cg004G1209200
OG0013649	Roisl.0074s0480.1.p	Cg004G1210400
OG0013650	Roisl.0074s0474.1.p	Cg004G1211000
OG0013651	Roisl.0074s0450.1.p	Cg004G1214700
OG0013652	Roisl.0074s0445.1.p	Cg004G1215200
OG0013653	Roisl.0074s0442.1.p	Cg004G1215500
OG0013654	Roisl.0074s0438.1.p	Cg004G1215900
OG0013655	Roisl.0074s0431.1.p	Cg004G1216500
OG0013656	Roisl.0074s0421.1.p	Cg004G1217300
OG0013657	Roisl.0074s0392.1.p	Cg004G1220300
OG0013658	Roisl.0074s0387.1.p	Cg004G1221000
OG0013659	Roisl.0009s0289.1.p	Cg001G0368000
OG0013660	Roisl.0074s0379.1.p	Cg004G1221700
OG0013661	Roisl.0074s0372.1.p	Cg004G1222400
OG0013662	Roisl.0074s0350.1.p	Cg004G1223900
OG0013663	Roisl.0074s0346.1.p	Cg004G1224300
OG0013664	Roisl.0074s0337.1.p	Cg004G1225200
OG0013666	Roisl.0074s0311.1.p	Cg004G1227800
OG0013667	Roisl.0074s0310.1.p	Cg004G1227900
OG0013668	Roisl.0074s0264.1.p	Cg004G1232900
OG0013669	Roisl.0074s0263.1.p	Cg004G1233000
OG0013670	Roisl.0074s0253.1.p	Cg004G1233900
OG0013671	Roisl.0074s0250.1.p	Cg004G1234300
OG0013672	Roisl.0074s0245.1.p	Cg004G1234600
OG0013673	Roisl.0074s0239.1.p	Cg004G1235100
OG0013674	Roisl.0074s0234.1.p	Cg004G1235500
OG0013675	Roisl.0074s0232.1.p	Cg004G1235600
OG0013676	Roisl.0074s0223.1.p	Cg004G1236600
OG0013677	Roisl.0074s0211.1.p	Cg004G1238200
OG0013678	Roisl.0074s0208.1.p	Cg004G1238500
OG0013679	Roisl.0074s0207.1.p	Cg004G1238600
OG0013680	Roisl.0074s0204.1.p	Cg004G1238900
OG0013681	Roisl.0074s0183.1.p	Cg004G1241100
OG0013682	Roisl.0074s0180.1.p	Cg004G1241400
OG0013683	Roisl.0074s0179.1.p	Cg004G1241500
OG0013684	Roisl.0074s0176.1.p	Cg004G1241800
OG0013685	Roisl.0074s0175.1.p	Cg004G1241900
OG0013686	Roisl.0074s0174.1.p	Cg004G1242000
OG0013687	Roisl.0074s0169.1.p	Cg004G1242400
OG0013688	Roisl.0074s0164.1.p	Cg004G1242600
OG0013689	Roisl.0074s0146.1.p	Cg004G1244600
OG0013690	Roisl.0074s0145.1.p	Cg004G1244700
OG0013691	Roisl.0074s0082.1.p	Cg004G1250800
OG0013692	Roisl.0074s0058.1.p	Cg004G1253300
OG0013693	Roisl.0074s0009.1.p	Cg004G1258000
OG0013694	Roisl.0028s0002.1.p	Cg004G1259100
OG0013695	Roisl.0028s0001.1.p	Cg004G1259200
OG0013696	Roisl.0028s0014.1.p	Cg004G1260400
OG0013697	Roisl.0115s0285.1.p	Cg004G1263400
OG0013698	Roisl.0115s0297.1.p	Cg004G1264600
OG0013699	Roisl.0115s0304.1.p	Cg004G1265200
OG0013700	Roisl.0115s0329.1.p	Cg004G1268400
OG0013701	Roisl.0115s0340.1.p	Cg004G1269200
OG0013702	Roisl.0115s0345.1.p	Cg004G1269800
OG0013703	Roisl.0115s0366.1.p	Cg004G1271300
OG0013704	Roisl.0115s0367.1.p, Roisl.0006s0548.1.p	Cg004G1271400
OG0013705	Roisl.0115s0368.1.p	Cg004G1271500
OG0013706	Roisl.0115s0369.1.p	Cg004G1271600
OG0013707	Roisl.0115s0376.1.p	Cg004G1272100
OG0013708	Roisl.0115s0384.1.p	Cg004G1272700
OG0013709	Roisl.0214s0625.1.p	Cg007G2306000
OG0013710	Roisl.0115s0400.1.p	Cg004G1274300
OG0013711	Roisl.0115s0411.1.p	Cg004G1275600
OG0013712	Roisl.0115s0419.1.p	Cg004G1276100
OG0013713	Roisl.0115s0428.1.p	Cg004G1276800
OG0013714	Roisl.0070s0020.1.p	Cg001G0362200
OG0013715	Roisl.0022s0070.1.p	Cg001G0360500
OG0013716	Roisl.0022s0106.1.p	Cg001G0157700
OG0013717	Roisl.0213s0815.1.p	Cg001G0353700
OG0013718	Roisl.0213s0800.1.p	Cg001G0353100
OG0013719	Roisl.0213s0798.1.p	Cg001G0352900
OG0013720	Roisl.0046s0008.1.p	Cg001G0350700
OG0013721	Roisl.0046s0038.1.p	Cg001G0349900
OG0013722	Roisl.0032s0006.1.p	Cg001G0343500
OG0013723	Roisl.0032s0027.1.p	Cg001G0341200
OG0013724	Roisl.0064s0030.1.p	Cg001G0339100
OG0013725	Roisl.0064s0028.1.p	Cg001G0338900
OG0013726	Roisl.0204s0179.1.p	Cg007G2366900
OG0013727	Roisl.0064s0020.1.p	Cg001G0336500
OG0013728	Roisl.0064s0017.1.p	Cg001G0336300
OG0013729	Roisl.0002s0172.1.p, Roisl.0210s2196.1.p	Cg001G0332000
OG0013730	Roisl.0008s0111.1.p	Cg001G0325600
OG0013731	Roisl.0053s0132.1.p	Cg001G0321500
OG0013732	Roisl.0085s0001.1.p	Cg009G2989800, Cg008G2888600
OG0013733	Roisl.0053s0302.1.p	Cg004G1307200
OG0013734	Roisl.0053s0314.1.p	Cg004G1306400
OG0013735	Roisl.0053s0330.1.p	Cg004G1304900
OG0013736	Roisl.0053s0347.1.p	Cg004G1302500
OG0013737	Roisl.0053s0362.1.p	Cg004G1301300
OG0013738	Roisl.0053s0366.1.p	Cg004G1300900
OG0013739	Roisl.0053s0395.1.p	Cg004G1297900
OG0013740	Roisl.0053s0403.1.p	Cg004G1297000
OG0013741	Roisl.0115s0617.1.p	Cg004G1293400
OG0013742	Roisl.0115s0605.1.p	Cg004G1292300
OG0013743	Roisl.0115s0596.1.p	Cg004G1291400
OG0013744	Roisl.0022s0031.1.p	Cg007G2409100, Cg007G2400300
OG0013745	Roisl.0115s0576.1.p, Roisl.0115s0575.1.p	Cg004G1289700
OG0013746	Roisl.0115s0541.1.p	Cg004G1286600
OG0013747	Roisl.0115s0533.1.p	Cg004G1285800
OG0013748	Roisl.0115s0522.1.p	Cg004G1284600
OG0013749	Roisl.0115s0515.1.p	Cg004G1284100
OG0013750	Roisl.0115s0500.1.p	Cg004G1283000
OG0013751	Roisl.0115s0472.1.p	Cg004G1280500
OG0013752	Roisl.0003s0043.1.p	Cg001G0098900
OG0013753	Roisl.0189s0063.1.p	Cg007G2347700
OG0013754	Roisl.0055s0010.1.p	Cg007G2425300
OG0013755	Roisl.0209s0092.1.p	Cg007G2423200
OG0013756	Roisl.0022s0046.1.p	Cg007G2402700
OG0013757	Roisl.0022s0013.1.p	Cg007G2398600, Cg007G2411000
OG0013758	Roisl.0022s0038.1.p	Cg007G2408400, Cg007G2400900
OG0013759	Roisl.0022s0039.1.p	Cg007G2408300, Cg007G2401000
OG0013760	Roisl.0204s0177.1.p	Cg007G2366300
OG0013761	Roisl.0194s0038.1.p	Cg007G2357500
OG0013762	Roisl.0194s0019.1.p	Cg007G2354200
OG0013763	Roisl.0210s1604.1.p	Cg008G2753900
OG0013764	Roisl.0210s1568.1.p	Cg008G2750000
OG0013765	Roisl.0210s1563.1.p	Cg008G2749500
OG0013766	Roisl.0210s1559.1.p	Cg008G2749100
OG0013767	Roisl.0210s1549.1.p	Cg008G2748100
OG0013768	Roisl.0210s1547.1.p	Cg008G2747900
OG0013769	Roisl.0082s0504.1.p	Cg005G1715300
OG0013770	Roisl.0021s0576.1.p	Cg005G1750700
OG0013771	Roisl.0210s1528.1.p	Cg008G2746100
OG0013772	Roisl.0198s0047.1.p	Cg008G2842200
OG0013773	Roisl.0036s0085.1.p	Cg008G2841500
OG0013774	Roisl.0014s0033.1.p	Cg008G2877600
OG0013775	Roisl.0014s0032.1.p	Cg008G2877800
OG0013776	Roisl.0046s1219.1.p	Cg002G0503600
OG0013777	Roisl.0046s1198.1.p	Cg002G0505300
OG0013778	Roisl.0046s1190.1.p	Cg002G0505700
OG0013779	Roisl.0046s1189.1.p	Cg002G0505800
OG0013780	Roisl.0046s1188.1.p	Cg002G0505900
OG0013781	Roisl.0046s1187.1.p	Cg002G0506000
OG0013782	Roisl.0046s1186.1.p	Cg002G0506100
OG0013783	Roisl.0046s1163.1.p	Cg002G0508800
OG0013784	Roisl.0046s1161.1.p	Cg002G0508900
OG0013785	Roisl.0046s1156.1.p	Cg002G0509400
OG0013786	Roisl.0046s1149.1.p	Cg002G0510100
OG0013787	Roisl.0046s1144.1.p	Cg002G0510500
OG0013788	Roisl.0046s1136.1.p	Cg002G0511200
OG0013789	Roisl.0046s1110.1.p	Cg002G0512700
OG0013790	Roisl.0046s1097.1.p	Cg002G0514000
OG0013791	Roisl.0046s1085.1.p	Cg006G1912400, Cg002G0515000
OG0013792	Roisl.0011s0025.1.p	Cg002G0694800
OG0013793	Roisl.0210s0004.1.p	Cg006G2256400
OG0013794	Roisl.0046s0722.1.p	Cg002G0546500
OG0013795	Roisl.0210s0042.1.p	Cg006G2253300
OG0013796	Roisl.0210s0048.1.p	Cg006G2252700
OG0013797	Roisl.0210s0059.1.p	Cg006G2251900
OG0013798	Roisl.0025s0089.1.p	Cg002G0637200
OG0013799	Roisl.0210s0083.1.p	Cg006G2249700
OG0013800	Roisl.0210s0115.1.p	Cg006G2246700
OG0013801	Roisl.0210s0116.1.p	Cg006G2246600
OG0013802	Roisl.0210s0122.1.p	Cg006G2246000
OG0013803	Roisl.0210s0127.1.p	Cg006G2245400
OG0013804	Roisl.0210s0137.1.p	Cg006G2244400
OG0013805	Roisl.0210s0153.1.p	Cg006G2243300
OG0013806	Roisl.0074s0402.1.p	Cg004G1219100
OG0013807	Roisl.0210s0178.1.p	Cg006G2241200
OG0013808	Roisl.0210s0185.1.p	Cg006G2240600
OG0013809	Roisl.0210s0188.1.p	Cg006G2240400
OG0013810	Roisl.0210s0193.1.p	Cg006G2239900
OG0013811	Roisl.0210s0216.1.p	Cg006G2237500
OG0013812	Roisl.0210s0237.1.p	Cg006G2236900
OG0013813	Roisl.0210s0241.1.p	Cg006G2235800
OG0013814	Roisl.0210s0245.1.p	Cg006G2235500
OG0013815	Roisl.0210s0255.1.p	Cg006G2234500
OG0013816	Roisl.0210s0282.1.p	Cg006G2232000
OG0013817	Roisl.0210s0310.1.p	Cg006G2229700
OG0013818	Roisl.0210s0333.1.p	Cg006G2227200
OG0013819	Roisl.0210s0338.1.p	Cg006G2226600
OG0013820	Roisl.0210s0390.1.p	Cg006G2221500
OG0013822	Roisl.0091s0716.1.p	Cg006G2219200
OG0013823	Roisl.0091s0740.1.p	Cg006G2217100
OG0013824	Roisl.0091s0741.1.p	Cg006G2217000
OG0013825	Roisl.0091s0860.1.p	Cg007G2347900, Cg006G2205300
OG0013826	Roisl.0091s0862.1.p	Cg006G2205100
OG0013827	Roisl.0091s0897.1.p	Cg006G2202300
OG0013828	Roisl.0091s0917.1.p	Cg006G2200200
OG0013829	Roisl.0091s0957.1.p	Cg006G2196000, Cg006G2206900
OG0013830	Roisl.0091s0959.1.p	Cg006G2195900
OG0013831	Roisl.0091s0969.1.p	Cg006G2195000
OG0013832	Roisl.0091s0978.1.p	Cg006G2193900
OG0013833	Roisl.0091s0999.1.p	Cg006G2191900
OG0013834	Roisl.0091s1009.1.p	Cg006G2190900
OG0013835	Roisl.0064s0006.1.p	Cg001G0335000
OG0013836	Roisl.0091s1076.1.p	Cg006G2184700
OG0013837	Roisl.0091s1101.1.p	Cg006G2182100
OG0013839	Roisl.0091s1123.1.p	Cg006G2179900
OG0013840	Roisl.0083s0010.1.p	Cg007G2372800
OG0013841	Roisl.0091s1127.1.p	Cg006G2179700
OG0013842	Roisl.0091s1172.1.p	Cg006G2175100
OG0013843	Roisl.0091s1182.1.p	Cg006G2174100
OG0013845	Roisl.0091s1202.1.p	Cg006G2172300
OG0013846	Roisl.0091s1209.1.p	Cg006G2171600
