Orthogroup	Rorippa_islandica	Alyssum_gmelinii
OG0016020	Roisl.0074s0477.1.p	Ag014G2001600
OG0016021	Roisl.0074s0458.1.p	Ag014G2004900
OG0016022	Roisl.0074s0441.1.p	Ag014G2006900
OG0016023	Roisl.0074s0437.1.p	Ag014G2008000
OG0016024	Roisl.0074s0415.1.p	Ag014G2011200
OG0016025	Roisl.0074s0393.1.p	Ag014G2017200
OG0016026	Roisl.0022s0289.1.p	Ag014G2019600
OG0016027	Roisl.0074s0359.1.p	Ag014G2022500
OG0016028	Roisl.0074s0353.1.p	Ag014G2022800
OG0016029	Roisl.0074s0326.1.p	Ag014G2027800
OG0016030	Roisl.0074s0319.1.p	Ag014G2029300
OG0016031	Roisl.0074s0318.1.p	Ag014G2029400
OG0016032	Roisl.0074s0317.1.p	Ag014G2029500
OG0016033	Roisl.0074s0314.1.p	Ag014G2029800
OG0016034	Roisl.0074s0290.1.p	Ag014G2033500
OG0016035	Roisl.0018s0381.1.p, Roisl.0074s0289.1.p	Ag014G2033600
OG0016036	Roisl.0074s0276.1.p	Ag014G2039900
OG0016038	Roisl.0074s0244.1.p	Ag014G2047000
OG0016039	Roisl.0074s0241.1.p	Ag014G2047300
OG0016040	Roisl.0074s0221.1.p	Ag014G2087100, Ag014G2050200
OG0016041	Roisl.0074s0215.1.p	Ag014G2051900
OG0016043	Roisl.0074s0195.1.p	Ag014G2058700
OG0016044	Roisl.0074s0173.1.p	Ag014G2063500
OG0016045	Roisl.0074s0155.1.p	Ag014G2067400
OG0016046	Roisl.0074s0148.1.p	Ag014G2069400
OG0016047	Roisl.0074s0144.1.p	Ag014G2069800
OG0016048	Roisl.0074s0137.1.p	Ag014G2070800
OG0016049	Roisl.0074s0134.1.p	Ag014G2071300
OG0016050	Roisl.0074s0132.1.p	Ag014G2071500
OG0016051	Roisl.0074s0126.1.p	Ag014G2072100, Ag014G2088300
OG0016052	Roisl.0214s0289.1.p	Ag014G2074200
OG0016053	Roisl.0074s0110.1.p	Ag014G2077700
OG0016054	Roisl.0074s0093.1.p	Ag014G2083600
OG0016055	Roisl.0074s0078.1.p	Ag014G2090700, Ag014G2086600
OG0016056	Roisl.0074s0068.1.p	Ag014G2092200
OG0016057	Roisl.0074s0065.1.p	Ag011G1214800, Ag014G2092600
OG0016058	Roisl.0074s0054.1.p	Ag014G2094500
OG0016059	Roisl.0074s0051.1.p	Ag014G2095500
OG0016060	Roisl.0074s0043.1.p	Ag014G2098900
OG0016061	Roisl.0074s0041.1.p	Ag014G2099200
OG0016062	Roisl.0074s0026.1.p	Ag014G2110700
OG0016064	Roisl.0074s0016.1.p	Ag014G2114300
OG0016065	Roisl.0074s0013.1.p	Ag014G2115100
OG0016066	Roisl.0074s0011.1.p	Ag014G2116600
OG0016067	Roisl.0074s0012.1.p	Ag014G2116700
OG0016068	Roisl.0074s0002.1.p	Ag014G2117300
OG0016069	Roisl.0028s0011.1.p	Ag014G2124500
OG0016070	Roisl.0028s0012.1.p	Ag014G2124600
OG0016071	Roisl.0115s0269.1.p	Ag014G2130500
OG0016072	Roisl.0115s0272.1.p	Ag014G2131100
OG0016073	Roisl.0115s0283.1.p	Ag014G2132800
OG0016074	Roisl.0115s0291.1.p	Ag014G2134000
OG0016075	Roisl.0115s0292.1.p	Ag014G2134100
OG0016076	Roisl.0115s0305.1.p	Ag014G2137200
OG0016077	Roisl.0115s0317.1.p	Ag014G2143400
OG0016078	Roisl.0115s0334.1.p	Ag024G2894200, Ag014G2150900, Ag014G2151000
OG0016079	Roisl.0115s0342.1.p	Ag014G2151700
OG0016080	Roisl.0115s0347.1.p	Ag014G2152100
OG0016081	Roisl.0115s0374.1.p	Ag014G2157100
OG0016082	Roisl.0115s0377.1.p	Ag014G2157700
OG0016083	Roisl.0115s0395.1.p	Ag014G2166200
OG0016084	Roisl.0115s0399.1.p	Ag014G2166300
OG0016085	Roisl.0115s0406.1.p	Ag014G2167300
OG0016086	Roisl.0115s0416.1.p	Ag014G2168900, Ag027G3072100
OG0016087	Roisl.0115s0421.1.p	Ag014G2169600, Ag027G3071100
OG0016088	Roisl.0031s0044.1.p	Ag073G5260600
OG0016089	Roisl.0031s0041.1.p	Ag073G5260800
OG0016090	Roisl.0031s0039.1.p	Ag073G5261000
OG0016091	Roisl.0031s0024.1.p	Ag073G5262000
OG0016092	Roisl.0066s0423.1.p	Ag061G5018500
OG0016093	Roisl.0009s0295.1.p	Ag061G5019200
OG0016094	Roisl.0009s0296.1.p	Ag061G5019300
OG0016095	Roisl.0022s0078.1.p	Ag061G5025300
OG0016096	Roisl.0213s0831.1.p	Ag061G5027600
OG0016097	Roisl.0213s0811.1.p	Ag061G5030100
OG0016098	Roisl.0213s0794.1.p	Ag061G5030700
OG0016099	Roisl.0080s0616.1.p	Ag061G5035200
OG0016100	Roisl.0032s0007.1.p	Ag061G5035500
OG0016101	Roisl.0032s0026.1.p	Ag061G5036900
OG0016102	Roisl.0032s0028.1.p	Ag061G5037100
OG0016103	Roisl.0064s0010.1.p	Ag061G5041600
OG0016104	Roisl.0008s0094.1.p	Ag061G5046400
OG0016105	Roisl.0184s0163.1.p	Ag061G5047000
OG0016106	Roisl.0041s0030.1.p	Ag061G5047200
OG0016107	Roisl.0041s0018.1.p	Ag061G5047300
OG0016108	Roisl.0041s0012.1.p	Ag061G5047700
OG0016109	Roisl.0053s0304.1.p	Ag064G5101300, Ag027G3005600
OG0016110	Roisl.0053s0354.1.p	Ag027G3014300
OG0016111	Roisl.0053s0369.1.p	Ag027G3017300
OG0016112	Roisl.0053s0380.1.p	Ag027G3019100
OG0016113	Roisl.0214s0521.1.p	Ag027G3026900
OG0016114	Roisl.0115s0638.1.p	Ag027G3028300
OG0016115	Roisl.0115s0608.1.p	Ag027G3033600
OG0016116	Roisl.0115s0597.1.p	Ag027G3037000
OG0016117	Roisl.0012s0113.1.p, Roisl.0115s0516.1.p	Ag027G3057200
OG0016118	Roisl.0115s0511.1.p	Ag027G3057800
OG0016119	Roisl.0115s0509.1.p	Ag027G3057900
OG0016120	Roisl.0115s0505.1.p	Ag027G3058400
OG0016121	Roisl.0115s0485.1.p	Ag027G3061500
OG0016122	Roisl.0115s0482.1.p	Ag027G3061700
OG0016123	Roisl.0115s0473.1.p	Ag027G3062800
OG0016124	Roisl.0115s0417.1.p	Ag027G3071900
OG0016125	Roisl.0003s0039.1.p	Ag068G5215900
OG0016126	Roisl.0003s0004.1.p	Ag068G5231200
OG0016127	Roisl.0012s0080.1.p	Ag069G5232900
OG0016128	Roisl.0024s0020.1.p	Ag036G4084400
OG0016129	Roisl.0024s0018.1.p	Ag036G4085600
OG0016130	Roisl.0055s0003.1.p	Ag036G4088000
OG0016131	Roisl.0055s0016.1.p	Ag036G4091200
OG0016132	Roisl.0209s0093.1.p	Ag036G4092100
OG0016133	Roisl.0209s0089.1.p	Ag036G4094700
OG0016134	Roisl.0209s0031.1.p	Ag036G4098900
OG0016135	Roisl.0209s0040.1.p	Ag036G4099400
OG0016136	Roisl.0209s0050.1.p	Ag036G4100000
OG0016137	Roisl.0209s0051.1.p	Ag036G4100100
OG0016138	Roisl.0213s0874.1.p	Ag036G4108100
OG0016139	Roisl.0214s0761.1.p	Ag036G4112500
OG0016140	Roisl.0195s0031.1.p	Ag036G4113900
OG0016141	Roisl.0083s0015.1.p	Ag036G4114900
OG0016142	Roisl.0083s0004.1.p	Ag036G4115000
OG0016143	Roisl.0021s0626.1.p	Ag036G4115400
OG0016144	Roisl.0194s0069.1.p	Ag036G4118500
OG0016145	Roisl.0083s0035.1.p	Ag036G4119500
OG0016146	Roisl.0210s1597.1.p	Ag060G5001700
OG0016147	Roisl.0210s1595.1.p	Ag060G5002300
OG0016148	Roisl.0210s1589.1.p	Ag060G5002700
OG0016149	Roisl.0210s1588.1.p	Ag060G5002900
OG0016150	Roisl.0210s1581.1.p	Ag060G5004800
OG0016151	Roisl.0210s1576.1.p	Ag060G5005800
OG0016152	Roisl.0210s1562.1.p	Ag060G5008100
OG0016153	Roisl.0210s1545.1.p	Ag060G5013300
OG0016154	Roisl.0210s1535.1.p	Ag060G5015000
OG0016155	Roisl.0210s1530.1.p	Ag060G5015700
OG0016156	Roisl.0210s1529.1.p	Ag060G5015800
OG0016157	Roisl.0046s0467.1.p	Ag043G4433100
OG0016158	Roisl.0068s0014.1.p	Ag043G4447500
OG0016159	Roisl.0036s0080.1.p	Ag043G4447700
OG0016160	Roisl.0068s0012.1.p	Ag043G4447800
OG0016161	Roisl.0036s0068.1.p	Ag043G4456300
OG0016162	Roisl.0214s0387.1.p	Ag096G5474200
OG0016163	Roisl.0046s1203.1.p	Ag017G2411800
OG0016164	Roisl.0046s1200.1.p	Ag017G2412500
OG0016165	Roisl.0046s1197.1.p	Ag017G2413100
OG0016166	Roisl.0046s1185.1.p	Ag017G2414400
OG0016167	Roisl.0046s1181.1.p	Ag017G2415100
OG0016168	Roisl.0046s1165.1.p	Ag017G2416600
OG0016169	Roisl.0046s1154.1.p	Ag017G2419000
OG0016170	Roisl.0009s0016.1.p	Ag017G2419800
OG0016171	Roisl.0046s1151.1.p	Ag017G2421000
OG0016172	Roisl.0046s1139.1.p	Ag017G2424100
OG0016173	Roisl.0046s1138.1.p	Ag017G2424200
OG0016174	Roisl.0046s1134.1.p	Ag017G2424700
OG0016175	Roisl.0046s1112.1.p	Ag017G2427000
OG0016176	Roisl.0046s1109.1.p	Ag017G2427200
OG0016177	Roisl.0046s1106.1.p	Ag017G2429200
OG0016178	Roisl.0046s1102.1.p	Ag017G2429600
OG0016179	Roisl.0046s1091.1.p	Ag017G2431300
OG0016180	Roisl.0046s1081.1.p	Ag017G2433200
OG0016181	Roisl.0046s1080.1.p	Ag017G2433400
OG0016182	Roisl.0046s1074.1.p	Ag017G2434100
OG0016183	Roisl.0210s0005.1.p	Ag034G3650400
OG0016184	Roisl.0210s0013.1.p	Ag034G3651200
OG0016185	Roisl.0210s0015.1.p	Ag034G3651400
OG0016186	Roisl.0210s0029.1.p	Ag034G3652500
OG0016187	Roisl.0210s0031.1.p	Ag034G3652600
OG0016188	Roisl.0210s0034.1.p	Ag034G3652900
OG0016189	Roisl.0210s0043.1.p	Ag034G3653400
OG0016190	Roisl.0210s0044.1.p	Ag034G3653500
OG0016191	Roisl.0210s0045.1.p	Ag034G3653600
OG0016192	Roisl.0210s0046.1.p	Ag034G3653700
OG0016193	Roisl.0210s0055.1.p	Ag034G3654700
OG0016194	Roisl.0210s0063.1.p	Ag034G3655400
OG0016195	Roisl.0210s0109.1.p, Roisl.0210s0065.1.p	Ag034G3655800
OG0016196	Roisl.0210s0069.1.p	Ag034G3656700
OG0016197	Roisl.0210s0081.1.p	Ag034G3658100
OG0016198	Roisl.0210s0091.1.p	Ag034G3659400
OG0016199	Roisl.0210s0097.1.p	Ag034G3660100
OG0016200	Roisl.0210s0108.1.p	Ag034G3661400
OG0016201	Roisl.0210s0111.1.p	Ag034G3661600
OG0016202	Roisl.0210s0114.1.p	Ag034G3662200
OG0016203	Roisl.0210s0151.1.p	Ag034G3666800
OG0016204	Roisl.0201s0013.1.p	Ag034G3666900
OG0016205	Roisl.0210s0158.1.p	Ag034G3667500
OG0016206	Roisl.0210s0160.1.p	Ag034G3667700
OG0016207	Roisl.0210s0168.1.p	Ag034G3668400
OG0016208	Roisl.0210s0180.1.p	Ag034G3670600, Ag034G3670500
OG0016209	Roisl.0210s0190.1.p	Ag034G3671400
OG0016210	Roisl.0210s0191.1.p	Ag034G3671500
OG0016211	Roisl.0210s0198.1.p	Ag034G3672400
OG0016212	Roisl.0210s0210.1.p	Ag034G3673700
OG0016213	Roisl.0210s0249.1.p	Ag034G3678200
OG0016214	Roisl.0210s0262.1.p	Ag034G3681500
OG0016215	Roisl.0210s0276.1.p	Ag034G3682700
OG0016216	Roisl.0210s0277.1.p	Ag034G3682800
OG0016217	Roisl.0210s0279.1.p	Ag034G3683500
OG0016218	Roisl.0210s0294.1.p	Ag034G3686300
OG0016219	Roisl.0210s0300.1.p	Ag034G3687100
OG0016220	Roisl.0210s0304.1.p	Ag034G3688300
OG0016221	Roisl.0210s0309.1.p	Ag034G3689600
OG0016222	Roisl.0210s0317.1.p	Ag034G3690600
OG0016223	Roisl.0210s0339.1.p	Ag034G3694000
OG0016224	Roisl.0210s0352.1.p	Ag034G3695300
OG0016225	Roisl.0210s0367.1.p	Ag034G3696900
OG0016226	Roisl.0091s0694.1.p	Ag034G3699700
OG0016227	Roisl.0091s0697.1.p	Ag034G3700000
OG0016228	Roisl.0091s0704.1.p	Ag034G3700700
OG0016229	Roisl.0091s0733.1.p	Ag034G3704500
OG0016230	Roisl.0091s0737.1.p	Ag034G3704900
OG0016231	Roisl.0091s0744.1.p	Ag034G3705700
OG0016232	Roisl.0091s0745.1.p	Ag034G3705800
OG0016233	Roisl.0091s0746.1.p	Ag034G3706000
OG0016234	Roisl.0091s0757.1.p	Ag034G3707500
OG0016235	Roisl.0091s0761.1.p	Ag034G3708200
OG0016237	Roisl.0091s0787.1.p	Ag034G3711900
OG0016238	Roisl.0091s0790.1.p	Ag034G3712200
OG0016239	Roisl.0091s0793.1.p	Ag034G3712600
OG0016240	Roisl.0091s0795.1.p	Ag034G3712800
OG0016241	Roisl.0091s0800.1.p	Ag034G3713900
OG0016242	Roisl.0091s0819.1.p	Ag034G3716600
OG0016243	Roisl.0091s0826.1.p	Ag034G3717900
OG0016244	Roisl.0091s0845.1.p	Ag034G3720400
OG0016245	Roisl.0091s0846.1.p	Ag034G3720500
OG0016246	Roisl.0091s0848.1.p	Ag034G3720700
OG0016247	Roisl.0091s0854.1.p	Ag034G3721500
OG0016248	Roisl.0189s0052.1.p	Ag034G3724400
OG0016249	Roisl.0091s0907.1.p	Ag034G3727300
OG0016250	Roisl.0091s0912.1.p	Ag034G3727900
OG0016251	Roisl.0091s0919.1.p	Ag034G3728500
OG0016252	Roisl.0091s0920.1.p	Ag034G3728600
OG0016253	Roisl.0091s0923.1.p	Ag034G3728900
OG0016254	Roisl.0091s0934.1.p	Ag034G3730000
OG0016255	Roisl.0091s0936.1.p	Ag034G3730300
OG0016256	Roisl.0091s0940.1.p	Ag034G3730500
OG0016257	Roisl.0091s0947.1.p	Ag034G3731700
OG0016258	Roisl.0091s0949.1.p	Ag034G3731900
OG0016259	Roisl.0091s0956.1.p	Ag034G3732500
OG0016260	Roisl.0091s0962.1.p	Ag034G3733100
OG0016261	Roisl.0091s0966.1.p	Ag034G3733400
OG0016262	Roisl.0091s0971.1.p	Ag034G3733900
OG0016263	Roisl.0091s0973.1.p	Ag034G3734400
OG0016264	Roisl.0091s0994.1.p	Ag034G3738500, Ag034G3738200
OG0016266	Roisl.0008s0252.1.p	Ag034G3741000
OG0016267	Roisl.0091s1019.1.p, Roisl.0204s0149.1.p	Ag034G3742200
OG0016268	Roisl.0091s1030.1.p	Ag034G3743300
OG0016269	Roisl.0091s1031.1.p	Ag034G3743400
OG0016270	Roisl.0091s1048.1.p	Ag034G3745500
OG0016271	Roisl.0091s1050.1.p	Ag034G3745700
OG0016272	Roisl.0091s1065.1.p	Ag034G3747100
OG0016273	Roisl.0091s0756.1.p	Ag034G3748800
OG0016274	Roisl.0091s1093.1.p	Ag034G3751900
OG0016275	Roisl.0091s1100.1.p	Ag034G3752900
OG0016276	Roisl.0091s1102.1.p	Ag034G3753100
OG0016277	Roisl.0091s1109.1.p	Ag034G3754100
OG0016278	Roisl.0091s1134.1.p	Ag034G3756800
OG0016279	Roisl.0091s1139.1.p	Ag034G3757400
OG0016280	Roisl.0091s1146.1.p	Ag034G3758100
OG0016281	Roisl.0091s1148.1.p	Ag034G3758300
OG0016282	Roisl.0091s1152.1.p	Ag034G3758600
OG0016283	Roisl.0091s1155.1.p	Ag034G3759000
OG0016284	Roisl.0091s1159.1.p	Ag034G3759900
OG0016285	Roisl.0091s1162.1.p	Ag034G3760300
OG0016286	Roisl.0091s1163.1.p	Ag034G3760400
OG0016287	Roisl.0091s1186.1.p	Ag034G3763400
OG0016288	Roisl.0091s1197.1.p	Ag034G3764800
OG0016289	Roisl.0091s1198.1.p	Ag034G3765000
OG0016290	Roisl.0091s1207.1.p	Ag034G3767200
OG0016291	Roisl.0091s0938.1.p	Ag034G3767900
OG0016292	Roisl.0091s1227.1.p	Ag034G3771400
OG0016293	Roisl.0091s1228.1.p	Ag034G3771500
OG0016295	Roisl.0021s0005.1.p	Ag034G3775600
OG0016296	Roisl.0021s0023.1.p	Ag034G3777200
OG0016297	Roisl.0021s0025.1.p	Ag034G3777400
OG0016298	Roisl.0021s0026.1.p	Ag034G3777500
OG0016299	Roisl.0021s0030.1.p	Ag034G3778100
OG0016300	Roisl.0021s0037.1.p	Ag034G3778700
OG0016301	Roisl.0021s0079.1.p	Ag034G3784400
OG0016302	Roisl.0021s0086.1.p	Ag034G3786500
OG0016303	Roisl.0021s0118.1.p	Ag034G3789900
OG0016304	Roisl.0021s0121.1.p	Ag034G3790200
OG0016305	Roisl.0021s0155.1.p	Ag034G3795000
OG0016306	Roisl.0021s0162.1.p	Ag034G3796300
OG0016308	Roisl.0020s0034.1.p	Ag034G3800300
OG0016309	Roisl.0021s0196.1.p	Ag034G3801700
OG0016310	Roisl.0058s0098.1.p	Ag034G3801800
OG0016311	Roisl.0021s0233.1.p	Ag034G3808200
OG0016312	Roisl.0021s0248.1.p	Ag034G3811500
OG0016313	Roisl.0021s0251.1.p	Ag034G3811900
OG0016314	Roisl.0021s0262.1.p	Ag034G3813500
OG0016315	Roisl.0021s0291.1.p	Ag034G3818100
OG0016316	Roisl.0021s0296.1.p	Ag034G3818800
OG0016317	Roisl.0021s0315.1.p	Ag034G3821000
OG0016318	Roisl.0021s0316.1.p	Ag034G3821100
OG0016319	Roisl.0021s0328.1.p	Ag034G3822800
OG0016320	Roisl.0021s0333.1.p	Ag034G3823500
OG0016321	Roisl.0021s0339.1.p	Ag034G3824800
OG0016323	Roisl.0021s0346.1.p	Ag034G3826600
OG0016324	Roisl.0021s0353.1.p	Ag034G3827500
OG0016325	Roisl.0021s0371.1.p	Ag034G3831500
OG0016326	Roisl.0021s0389.1.p	Ag034G3834700
OG0016327	Roisl.0021s0410.1.p	Ag034G3837100
OG0016328	Roisl.0021s0414.1.p	Ag034G3838000
OG0016329	Roisl.0021s0421.1.p	Ag034G3840100
OG0016330	Roisl.0021s0423.1.p	Ag034G3840300
OG0016331	Roisl.0021s0449.1.p	Ag034G3844800
OG0016332	Roisl.0021s0460.1.p	Ag034G3845900
OG0016333	Roisl.0021s0469.1.p	Ag034G3847200
OG0016334	Roisl.0021s0472.1.p	Ag034G3847400
OG0016335	Roisl.0021s0486.1.p	Ag034G3850700
OG0016336	Roisl.0021s0491.1.p	Ag034G3851200
OG0016337	Roisl.0007s0759.1.p	Ag034G3853100
OG0016338	Roisl.0007s0760.1.p	Ag034G3853200
OG0016339	Roisl.0007s0737.1.p	Ag034G3855400
OG0016340	Roisl.0007s0734.1.p	Ag034G3855700
OG0016341	Roisl.0007s0731.1.p	Ag034G3856500
OG0016342	Roisl.0007s0722.1.p	Ag034G3859300
OG0016343	Roisl.0007s0720.1.p	Ag034G3859600
OG0016344	Roisl.0007s0719.1.p	Ag034G3859700
OG0016345	Roisl.0007s0713.1.p	Ag034G3860500
OG0016346	Roisl.0007s0690.1.p	Ag034G3865600
OG0016347	Roisl.0007s0685.1.p	Ag034G3866100
OG0016348	Roisl.0007s0614.1.p	Ag034G3880700
OG0016349	Roisl.0007s0600.1.p, Roisl.0007s0601.1.p	Ag034G3882200
OG0016350	Roisl.0007s0593.1.p	Ag034G3883100
OG0016351	Roisl.0007s0589.1.p	Ag034G3883400
OG0016352	Roisl.0007s0583.1.p	Ag034G3884000
OG0016353	Roisl.0007s0565.1.p	Ag034G3888400
OG0016354	Roisl.0007s0561.1.p	Ag034G3888800
OG0016355	Roisl.0004s0142.1.p	Ag034G3889400
OG0016356	Roisl.0007s0528.1.p	Ag034G3897300
OG0016358	Roisl.0007s0499.1.p	Ag034G3901000
OG0016359	Roisl.0007s0490.1.p	Ag034G3902200
OG0016360	Roisl.0007s0487.1.p	Ag034G3902700
OG0016361	Roisl.0007s0475.1.p	Ag034G3904000
OG0016362	Roisl.0007s0471.1.p	Ag034G3904500
OG0016363	Roisl.0007s0469.1.p	Ag034G3904800
OG0016364	Roisl.0007s0467.1.p	Ag034G3905000
OG0016365	Roisl.0007s0434.1.p	Ag034G3911200
OG0016366	Roisl.0007s0422.1.p	Ag034G3913200
OG0016368	Roisl.0007s0410.1.p	Ag034G3915500
OG0016369	Roisl.0007s0408.1.p	Ag034G3915700
OG0016370	Roisl.0214s0101.1.p	Ag034G3917600
OG0016371	Roisl.0007s0403.1.p	Ag034G3917900
OG0016372	Roisl.0007s0397.1.p	Ag034G3919900
OG0016373	Roisl.0046s0468.1.p	Ag034G3922800
OG0016374	Roisl.0007s0385.1.p	Ag034G3923900
OG0016375	Roisl.0007s0382.1.p	Ag034G3924200
OG0016376	Roisl.0007s0380.1.p	Ag034G3924400
OG0016377	Roisl.0007s0379.1.p	Ag034G3924500
OG0016378	Roisl.0007s0374.1.p	Ag034G3925200
OG0016379	Roisl.0007s0371.1.p	Ag034G3925500
OG0016380	Roisl.0007s0356.1.p	Ag034G3930300
OG0016381	Roisl.0007s0354.1.p	Ag034G3930400
OG0016382	Roisl.0007s0355.1.p	Ag034G3930600
OG0016383	Roisl.0029s0089.1.p	Ag034G3933900
OG0016384	Roisl.0007s0332.1.p	Ag034G3937900
OG0016385	Roisl.0007s0330.1.p	Ag034G3938100
OG0016386	Roisl.0007s0324.1.p	Ag034G3938600
OG0016387	Roisl.0007s0322.1.p	Ag034G3938900
OG0016388	Roisl.0007s0320.1.p	Ag034G3939200
OG0016389	Roisl.0007s0318.1.p	Ag034G3939700
OG0016390	Roisl.0007s0311.1.p	Ag034G3941600
OG0016391	Roisl.0053s0019.1.p	Ag034G3944900
OG0016392	Roisl.0189s0148.1.p	Ag034G3945300
OG0016393	Roisl.0007s0264.1.p	Ag034G3949300
OG0016394	Roisl.0007s0252.1.p	Ag034G3953100
OG0016395	Roisl.0007s0250.1.p	Ag034G3953700
OG0016396	Roisl.0007s0237.1.p	Ag034G3957500
OG0016397	Roisl.0007s0220.1.p	Ag034G3958800
OG0016398	Roisl.0007s0216.1.p	Ag034G3959500
OG0016399	Roisl.0007s0207.1.p	Ag034G3960700
OG0016400	Roisl.0007s0199.1.p	Ag034G3961500
OG0016401	Roisl.0007s0197.1.p	Ag034G3961800
OG0016402	Roisl.0007s0194.1.p	Ag034G3962300
OG0016403	Roisl.0007s0191.1.p	Ag034G3962600
OG0016404	Roisl.0007s0181.1.p	Ag034G3963900
OG0016405	Roisl.0007s0168.1.p	Ag034G3965800
OG0016406	Roisl.0007s0152.1.p	Ag034G3968700
OG0016407	Roisl.0053s0424.1.p	Ag034G3968900
OG0016408	Roisl.0007s0128.1.p	Ag034G3974100
OG0016409	Roisl.0007s0127.1.p	Ag034G3974300
OG0016410	Roisl.0007s0119.1.p	Ag034G3975300
OG0016411	Roisl.0007s0082.1.p	Ag034G3983100
OG0016412	Roisl.0007s0079.1.p	Ag034G3983400
OG0016413	Roisl.0007s0046.1.p	Ag034G3990000
OG0016414	Roisl.0007s0023.1.p	Ag034G3995600
OG0016416	Roisl.0006s0562.1.p	Ag034G4003900
OG0016417	Roisl.0049s0063.1.p	Ag034G4006600, Ag034G4005900
OG0016418	Roisl.0049s0064.1.p	Ag034G4006700
OG0016419	Roisl.0049s0067.1.p	Ag034G4007000
OG0016420	Roisl.0049s0070.1.p	Ag034G4007300
OG0016421	Roisl.0049s0071.1.p	Ag034G4007400
OG0016422	Roisl.0049s0072.1.p	Ag034G4007500
OG0016423	Roisl.0049s0082.1.p	Ag034G4009700
OG0016425	Roisl.0191s0001.1.p	Ag034G4010200
OG0016426	Roisl.0191s0003.1.p	Ag034G4010400
OG0016427	Roisl.0191s0049.1.p	Ag034G4015600
OG0016428	Roisl.0191s0051.1.p	Ag034G4015800
OG0016429	Roisl.0191s0052.1.p	Ag034G4016000
OG0016430	Roisl.0191s0078.1.p	Ag034G4021700
OG0016431	Roisl.0191s0080.1.p	Ag034G4021900
OG0016432	Roisl.0191s0087.1.p	Ag034G4022800
OG0016433	Roisl.0191s0088.1.p	Ag034G4022900
OG0016434	Roisl.0191s0094.1.p	Ag034G4023600
OG0016435	Roisl.0191s0104.1.p	Ag034G4025500
OG0016436	Roisl.0191s0111.1.p	Ag034G4026900
OG0016437	Roisl.0191s0113.1.p	Ag034G4028700
OG0016438	Roisl.0191s0114.1.p	Ag034G4028800
OG0016439	Roisl.0191s0136.1.p	Ag034G4033100
OG0016440	Roisl.0191s0142.1.p	Ag034G4035000
OG0016441	Roisl.0019s0336.1.p	Ag034G4039500
OG0016442	Roisl.0019s0340.1.p	Ag034G4041000
OG0016443	Roisl.0019s0347.1.p	Ag034G4042000
OG0016444	Roisl.0019s0349.1.p	Ag034G4042200
OG0016445	Roisl.0019s0359.1.p	Ag034G4043500
OG0016446	Roisl.0019s0363.1.p	Ag034G4044200
OG0016447	Roisl.0019s0364.1.p	Ag034G4044300
OG0016448	Roisl.0019s0367.1.p	Ag034G4045000
OG0016449	Roisl.0019s0370.1.p	Ag034G4045200
OG0016450	Roisl.0019s0394.1.p	Ag034G4047400
OG0016451	Roisl.0019s0397.1.p	Ag034G4048300
OG0016452	Roisl.0019s0401.1.p	Ag034G4048500
OG0016453	Roisl.0179s0019.1.p	Ag034G4049400
OG0016454	Roisl.0019s0411.1.p	Ag034G4049600
OG0016455	Roisl.0019s0413.1.p	Ag034G4050100
OG0016456	Roisl.0019s0414.1.p	Ag034G4050200
OG0016457	Roisl.0213s0861.1.p	Ag034G4051400
OG0016458	Roisl.0019s0438.1.p	Ag034G4054400
OG0016459	Roisl.0019s0466.1.p	Ag034G4058500
OG0016460	Roisl.0019s0473.1.p	Ag034G4060200
OG0016461	Roisl.0019s0479.1.p	Ag034G4061800
OG0016462	Roisl.0019s0501.1.p	Ag034G4065000
OG0016463	Roisl.0019s0512.1.p	Ag034G4068600
OG0016464	Roisl.0019s0518.1.p	Ag034G4069900
OG0016465	Roisl.0019s0523.1.p	Ag034G4071000
OG0016466	Roisl.0019s0527.1.p	Ag034G4071600
OG0016467	Roisl.0209s0146.1.p	Ag052G4851500
OG0016468	Roisl.0043s0003.1.p	Ag052G4851800
OG0016469	Roisl.0209s0137.1.p	Ag052G4853300
OG0016470	Roisl.0209s0124.1.p	Ag052G4854900
OG0016471	Roisl.0209s0105.1.p	Ag052G4856200
OG0016472	Roisl.0040s0106.1.p	Ag052G4856800
OG0016473	Roisl.0040s0104.1.p	Ag052G4857600
OG0016474	Roisl.0040s0098.1.p	Ag052G4858100
OG0016476	Roisl.0010s0171.1.p	Ag002G0129700
OG0016477	Roisl.0010s0163.1.p	Ag002G0132200
OG0016478	Roisl.0010s0162.1.p	Ag002G0132800
OG0016479	Roisl.0080s0252.1.p	Ag002G0143900
OG0016480	Roisl.0010s0097.1.p	Ag002G0160800
OG0016481	Roisl.0010s0110.1.p	Ag002G0165200
OG0016482	Roisl.0010s0083.1.p	Ag002G0168900
OG0016483	Roisl.0010s0078.1.p, Roisl.0010s0079.1.p	Ag002G0172300
OG0016484	Roisl.0010s0076.1.p	Ag002G0172800
OG0016485	Roisl.0010s0075.1.p	Ag002G0172900
OG0016486	Roisl.0010s0074.1.p	Ag002G0173400
OG0016487	Roisl.0010s0073.1.p	Ag002G0173600
OG0016488	Roisl.0010s0072.1.p	Ag002G0173700
OG0016489	Roisl.0010s0038.1.p	Ag002G0178400
OG0016490	Roisl.0209s0554.1.p	Ag002G0180500
OG0016491	Roisl.0020s0035.1.p	Ag002G0191600
