Orthogroup	Rorippa_islandica	Camelina_sativa
OG0017308	Roisl.0075s0057.1.p	XP_010435249.1, XP_010450193.1
OG0017309	Roisl.0021s0382.1.p	XP_010476267.1, XP_019095241.1, XP_010458728.1
OG0017310	Roisl.0075s0086.1.p	XP_010450164.1
OG0017311	Roisl.0075s0141.1.p	XP_010440520.1, XP_010450093.1
OG0017312	Roisl.0075s0142.1.p	XP_010445456.2, XP_010450091.1
OG0017313	Roisl.0075s0202.1.p	XP_010450030.1, XP_010435115.1, XP_019088262.1
OG0017314	Roisl.0002s0241.1.p	XP_010449978.1, XP_010435059.1, XP_010440380.1
OG0017315	Roisl.0002s0237.1.p	XP_010449976.1, XP_010440378.1, XP_010435055.1
OG0017316	Roisl.0002s0234.1.p	XP_010440375.1, XP_010435052.1
OG0017317	Roisl.0002s0225.1.p	XP_010434999.1, XP_010440372.1, XP_010449967.1
OG0017318	Roisl.0002s0140.1.p	XP_010434946.1, XP_010440283.1, XP_010449927.1
OG0017319	Roisl.0002s0119.1.p	XP_010449898.1, XP_010440255.1, XP_010434925.1
OG0017320	Roisl.0002s0106.1.p	XP_010434921.1, XP_010440251.1, XP_010449893.1
OG0017321	Roisl.0214s0103.1.p	XP_010482315.1, XP_010442492.1, XP_010441596.1
OG0017322	Roisl.0194s0058.1.p	XP_019089228.1, XP_019089226.1, XP_010474303.1, XP_019085618.1, XP_019082665.1, XP_019094550.1, XP_019091012.1
OG0017323	Roisl.0019s0190.1.p	XP_010471346.1, XP_010431502.1, XP_010419174.1
OG0017324	Roisl.0019s0186.1.p	XP_010428208.1, XP_010471351.1
OG0017325	Roisl.0019s0182.1.p	XP_010471353.1, XP_010416080.1, XP_010428210.1
OG0017326	Roisl.0019s0177.1.p	XP_010471359.1, XP_010416088.1
OG0017327	Roisl.0051s0056.1.p	XP_010431598.1, XP_010417225.1, XP_010472479.1
OG0017328	Roisl.0019s0144.1.p	XP_010428265.1, XP_010416143.1
OG0017329	Roisl.0019s0142.1.p	XP_010471402.1, XP_010416150.1
OG0017330	Roisl.0019s0120.1.p	XP_010416170.1, XP_010471421.1, XP_010428285.1
OG0017331	Roisl.0019s0116.1.p	XP_010471425.1, XP_010416174.1, XP_010428289.1
OG0017332	Roisl.0019s0111.1.p	XP_010416184.1, XP_010471434.1, XP_010428302.1
OG0017333	Roisl.0019s0102.1.p	XP_010471441.1, XP_010416193.1, XP_010428310.1
OG0017334	Roisl.0004s0496.1.p	XP_010416241.1, XP_010471500.1, XP_010428374.1
OG0017335	Roisl.0004s0432.1.p	XP_010471557.1, XP_010428457.1, XP_010416324.1
OG0017336	Roisl.0019s0668.1.p	XP_010511903.1, XP_010415514.1
OG0017337	Roisl.0019s0666.1.p	XP_019083256.1, XP_010470843.1, XP_010511905.1
OG0017338	Roisl.0019s0657.1.p	XP_010470834.1, XP_010511911.1
OG0017339	Roisl.0019s0643.1.p	XP_010415528.1, XP_010470874.1
OG0017340	Roisl.0019s0601.1.p	XP_010415553.1, XP_010511944.2
OG0017341	Roisl.0022s0524.1.p	XP_010447981.1, XP_010438456.1, XP_010433219.1
OG0017343	Roisl.0009s0024.1.p	XP_010448070.1, XP_010436136.1, XP_010441366.1
OG0017345	Roisl.0009s0276.1.p	XP_010450757.1, XP_010441105.1, XP_010435972.1
OG0017346	Roisl.0009s0252.1.p	XP_010435956.1, XP_010441116.1, XP_010450736.1
OG0017347	Roisl.0208s0025.1.p	XP_019085972.1, XP_010507152.1
OG0017348	Roisl.0208s0024.1.p	XP_010425814.1, XP_010514718.1
OG0017349	Roisl.0025s0072.1.p	XP_010502847.1, XP_010514550.1
OG0017350	Roisl.0188s0115.1.p	XP_010412445.1, XP_019099626.1, XP_010430856.2
OG0017351	Roisl.0025s0021.1.p	XP_010502801.1
OG0017352	Roisl.0011s0564.1.p	XP_010502773.1, XP_010514478.1
OG0017353	Roisl.0011s0460.1.p	XP_010425401.1, XP_010514341.1, XP_010502621.1
OG0017354	Roisl.0011s0443.1.p	XP_010514323.1, XP_010425381.1
OG0017355	Roisl.0011s0423.1.p	XP_010502573.1, XP_010425371.1
OG0017356	Roisl.0011s0329.1.p	XP_010514183.1, XP_010425217.1, XP_010502455.1
OG0017357	Roisl.0019s0566.1.p	XP_010512024.1, XP_010415626.1, XP_010470972.1
OG0017358	Roisl.0019s0576.1.p	XP_019101643.1, XP_010470957.1
OG0017361	Roisl.0019s0589.1.p	XP_010415594.1, XP_010511987.1, XP_010470937.1
OG0017362	Roisl.0019s0613.1.p	XP_010470913.1, XP_010415568.1, XP_010511956.1
OG0017363	Roisl.0005s0207.1.p	XP_010481544.1, XP_010441684.1, XP_010494686.1
OG0017364	Roisl.0005s0281.1.p	XP_010494679.1, XP_010481548.1, XP_010441688.1
OG0017365	Roisl.0005s0294.1.p	XP_010494665.1, XP_019095704.1, XP_010441702.1
OG0017366	Roisl.0012s0371.1.p	XP_010481661.1, XP_010494563.1, XP_010441798.1
OG0017367	Roisl.0006s0113.1.p	XP_010479521.1, XP_010500632.1, XP_019091384.1
OG0017368	Roisl.0006s0121.1.p	XP_010479527.1, XP_010500640.1
OG0017369	Roisl.0006s0194.1.p	XP_010461967.1, XP_010500713.1
OG0017370	Roisl.0006s0208.1.p, Roisl.0066s0380.1.p	XP_010500726.1, XP_010479634.1
OG0017372	Roisl.0006s0294.1.p	XP_010462057.1, XP_010479719.1
OG0017373	Roisl.0006s0307.1.p	XP_010500853.1, XP_010479760.1
OG0017374	Roisl.0006s0309.1.p	XP_019090744.1, XP_010500856.1, XP_010479761.1
OG0017375	Roisl.0006s0312.1.p	XP_010500860.1, XP_010462098.1, XP_010479767.1
OG0017376	Roisl.0006s0321.1.p	XP_010500875.1, XP_010462111.1
OG0017377	Roisl.0006s0334.1.p	XP_010500890.1, XP_010462128.1, XP_010479793.1
OG0017378	Roisl.0214s0310.1.p	XP_010494238.1, XP_010481940.1
OG0017379	Roisl.0214s0297.1.p	XP_010494239.1, XP_010481939.1, XP_010442113.1
OG0017380	Roisl.0053s0089.1.p	XP_010435476.1
OG0017381	Roisl.0012s0089.1.p	XP_010481879.1, XP_010442046.1, XP_010494308.1
OG0017383	Roisl.0028s0762.1.p	XP_010469450.1, XP_010413834.1
OG0017384	Roisl.0028s0763.1.p	XP_010413831.1, XP_010469446.1, XP_010509854.1
OG0017385	Roisl.0028s0777.1.p	XP_010413813.1, XP_010469432.1, XP_010509834.1
OG0017386	Roisl.0028s0793.1.p	XP_010509820.1, XP_010413797.1, XP_010469415.1
OG0017387	Roisl.0028s0849.1.p	XP_019099743.1, XP_010504899.1, XP_019099742.1, XP_010412865.1, XP_010509750.1
OG0017388	Roisl.0028s0901.1.p, Roisl.0028s0900.1.p	XP_010516653.1, XP_010504973.1, XP_010509693.1
OG0017389	Roisl.0028s0910.1.p	XP_010516664.1, XP_010504987.1, XP_010509683.1
OG0017390	Roisl.0028s0930.1.p	XP_010509652.1, XP_010505015.1, XP_010516682.1
OG0017391	Roisl.0028s0954.1.p	XP_010509624.1, XP_010505040.1
OG0017392	Roisl.0028s0965.1.p	XP_010505056.1, XP_010509612.1, XP_010516723.1
OG0017393	Roisl.0028s1005.1.p	XP_010505104.1, XP_010516788.1, XP_010509555.1
OG0017394	Roisl.0091s0372.1.p	XP_010439721.1, XP_010434426.1, XP_010449360.1
OG0017395	Roisl.0091s0383.1.p	XP_019088857.1, XP_010439739.1, XP_010434435.1
OG0017396	Roisl.0091s0406.1.p	XP_010449426.1, XP_010439777.1
OG0017397	Roisl.0091s0401.1.p	XP_010449405.1, XP_010434457.1, XP_010439769.1
OG0017398	Roisl.0091s0433.1.p	XP_010449468.1, XP_010439811.1, XP_010434496.1
OG0017399	Roisl.0091s0451.1.p	XP_010449491.1, XP_010449490.1, XP_010434508.1
OG0017400	Roisl.0091s0488.1.p	XP_010434552.1, XP_010439870.1, XP_010517553.1
OG0017401	Roisl.0209s0386.1.p	XP_010515005.1, XP_010503297.1, XP_010426124.1
OG0017402	Roisl.0046s0533.1.p	XP_010429227.1, XP_010472292.1
OG0017403	Roisl.0029s0083.1.p	XP_010461623.1, XP_010479233.1, XP_010500335.1
OG0017404	Roisl.0046s1042.1.p	XP_010503762.1, XP_010424890.1, XP_010515466.1
OG0017405	Roisl.0046s1023.1.p	XP_010426618.1, XP_010503743.1
OG0017406	Roisl.0046s1004.1.p	XP_010503730.1, XP_010426605.1, XP_010515434.1
OG0017407	Roisl.0189s0118.1.p	XP_010444831.1
OG0017408	Roisl.0189s0198.1.p	XP_010443668.1, XP_010442681.1, XP_010482517.1
OG0017409	Roisl.0214s0136.1.p	XP_010467154.1, XP_010488818.1
OG0017410	Roisl.0038s0002.1.p	XP_010467144.1, XP_010490187.1, XP_010413110.1
OG0017411	Roisl.0066s0439.1.p	XP_010518373.1, XP_019096476.1, XP_010467198.1
OG0017412	Roisl.0045s0027.1.p	XP_010489178.1, XP_010467327.1, XP_010517185.1
OG0017413	Roisl.0045s0007.1.p	XP_010489188.1, XP_010517022.1, XP_010467342.1
OG0017414	Roisl.0066s0321.1.p	XP_010489229.1, XP_010467389.1
OG0017415	Roisl.0066s0311.1.p	XP_010516461.1, XP_010467395.1
OG0017416	Roisl.0066s0234.1.p	XP_010467462.1, XP_010515622.1
OG0017417	Roisl.0091s0045.1.p	XP_010448840.1, XP_010433991.1
OG0017418	Roisl.0091s0068.1.p	XP_010439315.1, XP_010448872.1, XP_010434031.1
OG0017419	Roisl.0015s0116.1.p	XP_010499228.1, XP_010478088.1
OG0017420	Roisl.0091s0086.1.p	XP_019088492.1, XP_010434055.1
OG0017421	Roisl.0014s0076.1.p	XP_010442278.1, XP_010482102.1
OG0017422	Roisl.0091s0288.1.p	XP_010449216.1, XP_010439610.1, XP_010434313.1
OG0017423	Roisl.0091s0264.1.p	XP_010449169.1, XP_010439575.1
OG0017424	Roisl.0188s0015.1.p	XP_010496032.1, XP_010413755.2, XP_010467168.1
OG0017425	Roisl.0184s0198.1.p	XP_010425733.1, XP_010412463.1, XP_010502960.1
OG0017426	Roisl.0091s0228.1.p	XP_010439527.1, XP_010449132.1
OG0017427	Roisl.0091s0185.1.p	XP_010439473.1, XP_010449056.1
OG0017428	Roisl.0091s0182.1.p	XP_010449054.1, XP_010434173.1, XP_010439470.1
OG0017429	Roisl.0091s0151.1.p	XP_010449011.1, XP_010434134.1, XP_010439431.1
OG0017430	Roisl.0091s0135.1.p	XP_010448976.1, XP_010434112.1, XP_010439410.1
OG0017431	Roisl.0091s0327.1.p	XP_010449306.1, XP_010439660.1
OG0017433	Roisl.0074s0106.1.p	XP_010465912.1, XP_010506610.1, XP_010487739.1
OG0017434	Roisl.0016s0004.1.p	XP_010496405.1, XP_010496893.1
OG0017435	Roisl.0016s0007.1.p	XP_010496414.1, XP_010496891.1
OG0017436	Roisl.0016s0015.1.p	XP_010439895.1, XP_010482176.1, XP_010442348.1
OG0017438	Roisl.0016s0032.1.p	XP_010496437.1, XP_010436731.2
OG0017439	Roisl.0016s0046.1.p	XP_010496281.1, XP_019086322.1, XP_010485385.1
OG0017440	Roisl.0016s0048.1.p	XP_010435647.1, XP_010496286.1, XP_010485388.1
OG0017441	Roisl.0016s0049.1.p	XP_010496314.1, XP_010435646.2
OG0017442	Roisl.0046s1297.1.p	XP_010426957.1, XP_010515811.1
OG0017443	Roisl.0214s0569.1.p	XP_019094176.1, XP_010418016.1
OG0017444	Roisl.0024s0651.1.p	XP_010444818.1, XP_010484669.1, XP_010465729.1
OG0017445	Roisl.0024s0653.1.p	XP_010444820.1, XP_010465749.1
OG0017446	Roisl.0024s0658.1.p	XP_010484674.1, XP_010465798.1
OG0017447	Roisl.0024s0668.1.p	XP_010444836.1, XP_010465932.1
OG0017449	Roisl.0024s0673.1.p	XP_010444840.1, XP_010465957.1
OG0017450	Roisl.0024s0678.1.p	XP_010484697.1, XP_010444851.1, XP_010466255.1
OG0017451	Roisl.0018s0485.1.p	XP_019082494.1, XP_010513802.1, XP_010468848.1
OG0017452	Roisl.0018s0477.1.p	XP_019082818.1, XP_019101769.1, XP_019093725.1
OG0017453	Roisl.0018s0476.1.p	XP_010468856.1, XP_010413157.1, XP_010512752.1
OG0017455	Roisl.0018s0446.1.p	XP_010413205.1, XP_010468892.1, XP_010512705.1
OG0017456	Roisl.0018s0443.1.p	XP_010468893.1, XP_010413206.1, XP_010512703.1
OG0017457	Roisl.0018s0397.1.p	XP_010413260.1, XP_010512660.1, XP_010468934.1
OG0017458	Roisl.0018s0349.1.p	XP_010512605.1, XP_010413299.1
OG0017459	Roisl.0018s0308.1.p	XP_019082787.1, XP_019093568.1
OG0017460	Roisl.0018s0305.1.p	XP_010413347.1
OG0017461	Roisl.0018s0214.1.p	XP_010512425.1, XP_010413503.1, XP_010469131.1
OG0017462	Roisl.0018s0212.1.p	XP_010512423.1, XP_010413504.1, XP_010469134.1
OG0017463	Roisl.0018s0204.1.p	XP_010469143.1
OG0017464	Roisl.0018s0201.1.p	XP_010469145.1
OG0017465	Roisl.0018s0155.1.p	XP_010469190.1, XP_010469188.1, XP_010413562.1, XP_010512363.1
OG0017466	Roisl.0018s0151.1.p	XP_010413566.1, XP_010469194.1, XP_010512356.1
OG0017467	Roisl.0018s0129.1.p	XP_010469222.1, XP_010413597.1, XP_010512324.1
OG0017468	Roisl.0018s0095.1.p	XP_019101714.1, XP_010413628.1, XP_019093764.1
OG0017469	Roisl.0018s0093.1.p	XP_010469266.1, XP_010413637.1, XP_010512266.1
OG0017470	Roisl.0018s0019.1.p	XP_010504879.1, XP_010504878.1
OG0017471	Roisl.0026s0005.1.p	XP_010516539.1, XP_010504845.1
OG0017472	Roisl.0026s0127.1.p	XP_010504702.1, XP_010427650.1
OG0017473	Roisl.0026s0141.1.p	XP_010504681.1, XP_010516367.1, XP_010427631.1
OG0017474	Roisl.0026s0158.1.p	XP_010427607.1, XP_010504665.1, XP_010516353.1
OG0017475	Roisl.0026s0164.1.p	XP_010516344.1, XP_010427600.1
OG0017476	Roisl.0026s0176.1.p	XP_010516328.1, XP_010427585.1, XP_010504641.1
OG0017478	Roisl.0046s1641.1.p	XP_019102384.1, XP_010504542.1, XP_019084898.1
OG0017479	Roisl.0046s1639.1.p	XP_010504540.1, XP_010516243.1, XP_010427452.1
OG0017480	Roisl.0046s1610.1.p	XP_010427415.1, XP_010516207.1
OG0017481	Roisl.0046s1575.1.p	XP_010504452.1, XP_010516171.1, XP_010427382.1
OG0017482	Roisl.0046s1554.1.p	XP_010427348.1, XP_010504422.1, XP_019102375.1
OG0017483	Roisl.0046s1538.1.p	XP_010427319.1, XP_010516119.1
OG0017484	Roisl.0046s1536.1.p	XP_010427318.1, XP_010516116.1, XP_010504401.1
OG0017486	Roisl.0046s1499.1.p	XP_010504340.1, XP_010427244.1
OG0017487	Roisl.0046s1484.1.p	XP_019102362.1, XP_010504326.1
OG0017488	Roisl.0046s1427.1.p	XP_010427143.1, XP_010515970.1
OG0017489	Roisl.0046s1414.1.p	XP_019099716.1
OG0017490	Roisl.0046s1381.1.p	XP_010427068.1, XP_010504192.1, XP_010515916.1
OG0017491	Roisl.0046s1372.1.p	XP_010504181.1, XP_010515903.1, XP_010427056.1
OG0017492	Roisl.0046s1358.1.p	XP_010504153.1, XP_010427040.1, XP_010515881.1
OG0017493	Roisl.0046s1353.1.p	XP_010515878.1, XP_010504147.1
OG0017494	Roisl.0046s1337.1.p	XP_019100315.1, XP_019084859.1
OG0017495	Roisl.0046s1301.1.p	XP_010515814.1
OG0017496	Roisl.0046s1293.1.p	XP_010426948.1, XP_010515805.1, XP_010507420.1
OG0017498	Roisl.0046s1276.1.p	XP_010426931.1, XP_010504055.1
OG0017499	Roisl.0046s1253.1.p	XP_019101912.1, XP_010504025.1, XP_010426905.1
OG0017500	Roisl.0046s1251.1.p	XP_010426901.1, XP_010504024.1, XP_010515752.1
OG0017501	Roisl.0046s1239.1.p	XP_010504017.1, XP_010515745.1, XP_010426891.1
OG0017502	Roisl.0046s1234.1.p	XP_019085828.1, XP_019082485.1, XP_010504009.1
OG0017503	Roisl.0028s0779.1.p	XP_010442959.1, XP_010446138.1, XP_010482791.1
OG0017504	Roisl.0031s0122.1.p	XP_010482749.1, XP_010442915.1
OG0017505	Roisl.0053s0226.1.p	XP_010466858.1, XP_010488558.1, XP_010513526.1
OG0017506	Roisl.0053s0225.1.p	XP_010466859.1
OG0017507	Roisl.0053s0196.1.p	XP_010488579.1, XP_010466898.1, XP_010422370.1, XP_010468479.1
OG0017508	Roisl.0053s0175.1.p	XP_010488601.1, XP_010466922.1
OG0017509	Roisl.0053s0179.1.p	XP_010488597.1, XP_019091996.1
OG0017510	Roisl.0053s0164.1.p	XP_010488619.1, XP_010513927.1, XP_010466932.1
OG0017511	Roisl.0001s0528.1.p	XP_010468493.2, XP_010514185.1, XP_010488649.1
OG0017512	Roisl.0049s0029.1.p	XP_010488672.1, XP_010514371.1
OG0017513	Roisl.0049s0024.1.p	XP_010466989.1, XP_010488675.1, XP_010514409.1
OG0017514	Roisl.0213s0720.1.p	XP_010412524.1, XP_010467058.1
OG0017515	Roisl.0038s0055.1.p	XP_010488786.1, XP_010467110.1, XP_010412820.1
OG0017516	Roisl.0024s0046.1.p	XP_010470553.1, XP_010415216.1
OG0017517	Roisl.0024s0086.1.p	XP_010511613.1, XP_010415245.1, XP_010470592.1
OG0017518	Roisl.0024s0097.1.p	XP_010415261.1, XP_010470605.1, XP_010511626.1
OG0017519	Roisl.0019s0796.1.p	XP_010511724.1, XP_010415352.1
OG0017520	Roisl.0019s0779.1.p	XP_010511748.1, XP_010415377.1
OG0017521	Roisl.0019s0774.1.p	XP_010415388.1, XP_010511757.1, XP_010470722.1
OG0017522	Roisl.0019s0759.1.p	XP_010415412.1, XP_010511784.1
OG0017523	Roisl.0019s0757.1.p	XP_010415411.1
OG0017524	Roisl.0019s0730.1.p	XP_010511817.1
OG0017525	Roisl.0019s0715.1.p	XP_010511830.1, XP_010470790.1
OG0017527	Roisl.0066s0061.1.p	XP_010414332.1, XP_010489550.1
OG0017528	Roisl.0066s0017.1.p	XP_010467724.1, XP_010414798.1
OG0017529	Roisl.0066s0408.1.p	XP_010443054.1, XP_010442616.1, XP_010482468.1
OG0017530	Roisl.0011s0055.1.p	XP_010424928.1, XP_010513884.1
OG0017531	Roisl.0014s0034.1.p	XP_010493651.1
OG0017533	Roisl.0028s0541.1.p	XP_010508806.1, XP_010505837.1
OG0017534	Roisl.0028s0553.1.p	XP_010412975.1, XP_010507667.1, XP_010508817.1
OG0017535	Roisl.0031s0037.1.p	XP_010445240.1, XP_010442822.1, XP_010482653.1
OG0017536	Roisl.0028s0588.1.p	XP_010517470.1, XP_010508861.1, XP_010505778.1
OG0017537	Roisl.0028s0593.1.p	XP_019101965.1, XP_010508869.1, XP_010507662.1
OG0017538	Roisl.0028s0605.1.p	XP_010505757.1, XP_010517449.1, XP_010508881.1
OG0017539	Roisl.0030s0010.1.p, Roisl.0030s0011.1.p	XP_010452160.1, XP_010495050.1, XP_010423792.1
OG0017540	Roisl.0017s0400.1.p	XP_010505716.1
OG0017541	Roisl.0017s0397.1.p	XP_010505712.1, XP_010508918.1, XP_010517402.1
OG0017542	Roisl.0017s0335.1.p	XP_019102542.1, XP_010507634.1
OG0017543	Roisl.0017s0333.1.p	XP_010517312.1, XP_010508999.1
OG0017544	Roisl.0017s0308.1.p	XP_019099774.1, XP_010517278.1, XP_010509028.1
OG0017545	Roisl.0017s0288.1.p	XP_010509064.1, XP_010517255.1, XP_010505585.1
OG0017546	Roisl.0017s0275.1.p	XP_010517240.1, XP_010505567.1, XP_010509077.1
OG0017547	Roisl.0017s0261.1.p	XP_010505545.1, XP_010517214.1, XP_010509101.1
OG0017548	Roisl.0017s0223.1.p	XP_010505496.1, XP_010509144.1
OG0017549	Roisl.0017s0212.1.p	XP_010517141.1, XP_010509123.1, XP_010505468.1
OG0017550	Roisl.0017s0210.1.p	XP_010505467.1, XP_010517139.1, XP_010509118.1
OG0017551	Roisl.0017s0209.1.p	XP_010509117.1, XP_010517137.1, XP_010505466.1
OG0017553	Roisl.0017s0122.1.p	XP_010505370.1, XP_010509283.1, XP_010517049.1
OG0017554	Roisl.0017s0117.1.p	XP_010509289.1, XP_010517044.1, XP_010505367.1
OG0017555	Roisl.0017s0097.1.p	XP_010517023.1, XP_010509325.1, XP_010505342.1
OG0017556	Roisl.0082s0156.1.p	XP_010455706.1, XP_010422230.1, XP_010433276.1
OG0017557	Roisl.0082s0165.1.p	XP_010455714.1, XP_010422239.1, XP_010433171.1
OG0017558	Roisl.0082s0167.1.p	XP_010455716.1, XP_010422240.1, XP_010455717.1
OG0017559	Roisl.0082s0172.1.p	XP_010433113.1, XP_010455719.1
OG0017560	Roisl.0082s0177.1.p	XP_019084094.1, XP_019098174.1, XP_010468179.1
OG0017561	Roisl.0082s0178.1.p	XP_010433059.1, XP_010496159.1
OG0017562	Roisl.0209s0238.1.p	XP_010455678.1, XP_010433519.1
OG0017563	Roisl.0191s0434.1.p	XP_019095162.1, XP_010460391.1
OG0017564	Roisl.0063s0035.1.p	XP_010429016.1, XP_010472098.1
OG0017565	Roisl.0063s0039.1.p	XP_019094040.1, XP_010416862.1, XP_019085067.1
OG0017566	Roisl.0063s0051.1.p	XP_010429031.1, XP_010416874.1, XP_010472112.1
OG0017567	Roisl.0082s0148.1.p	XP_010431555.1, XP_010416882.1, XP_010472122.1
OG0017568	Roisl.0082s0133.1.p	XP_010416896.1, XP_010472142.1, XP_010429060.1
OG0017569	Roisl.0082s0128.1.p	XP_010416905.1, XP_010429074.1, XP_010472149.1
OG0017570	Roisl.0046s0645.1.p	XP_010429114.1, XP_010416951.1
OG0017571	Roisl.0046s0629.1.p	XP_019085078.1, XP_019083469.1
OG0017572	Roisl.0046s0584.1.p	XP_010429174.1, XP_010472242.1
OG0017573	Roisl.0046s0569.1.p	XP_010429193.1
OG0017574	Roisl.0023s0052.1.p	XP_010429522.1, XP_010417292.1, XP_010472527.1
OG0017575	Roisl.0118s0005.1.p	XP_010472604.1, XP_010429590.1, XP_010417361.1
OG0017576	Roisl.0082s0462.1.p	XP_010417399.1, XP_010429637.1
OG0017577	Roisl.0029s0091.1.p	XP_010429673.1
OG0017578	Roisl.0189s0083.1.p	XP_010417336.1, XP_010429566.1
OG0017579	Roisl.0179s0104.1.p	XP_010461409.1, XP_010479013.1, XP_010500110.1
OG0017580	Roisl.0210s2123.1.p	XP_010478961.1, XP_010500054.1, XP_010461336.1
OG0017581	Roisl.0048s0018.1.p	XP_010500010.1, XP_010478918.1
OG0017582	Roisl.0048s0022.1.p	XP_010478913.1, XP_010461279.1, XP_010500004.1
OG0017583	Roisl.0082s0528.1.p	XP_010463123.1, XP_010499957.2
OG0017584	Roisl.0193s0021.1.p	XP_010461233.2, XP_010499947.1, XP_019094312.1
OG0017585	Roisl.0040s0069.1.p	XP_010461186.1, XP_010499901.1
OG0017586	Roisl.0040s0077.1.p	XP_010478770.1, XP_010499890.1, XP_010461171.1
OG0017587	Roisl.0040s0079.1.p	XP_010461169.1
OG0017588	Roisl.0057s0029.1.p	XP_010436796.1
OG0017589	Roisl.0213s0654.1.p	XP_010436676.1, XP_010422013.1, XP_010455480.1
OG0017590	Roisl.0213s0650.1.p	XP_010436658.1, XP_010455484.1, XP_010422020.1
OG0017591	Roisl.0213s0647.1.p	XP_010436632.1, XP_010455487.1, XP_010422021.1
OG0017592	Roisl.0213s0557.1.p	XP_010434665.1, XP_010455573.1
OG0017593	Roisl.0213s0558.1.p	XP_010455572.1, XP_019089696.1
OG0017594	Roisl.0210s1646.1.p	XP_010454202.1, XP_010420729.1, XP_010492986.1
OG0017595	Roisl.0046s0352.1.p	XP_010455060.1, XP_010493952.1
OG0017596	Roisl.0046s0412.1.p	XP_010494013.1
OG0017597	Roisl.0046s0423.1.p	XP_010494028.1, XP_010421644.1, XP_010455140.1
OG0017598	Roisl.0046s0443.1.p	XP_010494052.1, XP_010455157.1
OG0017599	Roisl.0214s0414.1.p	XP_019096721.1, XP_010416299.1, XP_010467937.1
OG0017600	Roisl.0214s0442.1.p	XP_010489046.1, XP_010467832.1, XP_010415835.1
OG0017601	Roisl.0214s0489.1.p	XP_019092776.1
OG0017602	Roisl.0214s0508.1.p	XP_010467766.1, XP_010490262.1
OG0017603	Roisl.0209s0781.1.p	XP_010488976.2, XP_010467756.1
OG0017604	Roisl.0034s0076.1.p, Roisl.0067s0006.1.p	XP_010507814.1
OG0017605	Roisl.0067s0008.1.p	XP_010507817.1, XP_010506854.1
OG0017606	Roisl.0067s0025.1.p	XP_010518512.1, XP_010506839.1
OG0017607	Roisl.0067s0063.1.p	XP_010518457.1, XP_010507878.1, XP_010506790.1
OG0017608	Roisl.0046s0534.1.p	XP_019085093.1, XP_019085881.1, XP_019083746.1
OG0017609	Roisl.0067s0077.1.p	XP_010507783.1, XP_019102006.1
OG0017611	Roisl.0035s0054.1.p	XP_010512817.1, XP_010518371.1, XP_010506699.1
OG0017612	Roisl.0035s0087.1.p	XP_010508005.1, XP_010518326.1, XP_010506661.1
OG0017613	Roisl.0035s0126.1.p	XP_019100651.1, XP_010508049.1, XP_010518292.1
OG0017614	Roisl.0028s0025.1.p	XP_010506510.1
OG0017615	Roisl.0028s0047.1.p	XP_010506478.1, XP_010508178.1, XP_010518154.2
OG0017616	Roisl.0028s0085.1.p	XP_019099893.1, XP_010518109.1
OG0017617	Roisl.0044s0014.1.p	XP_019089446.1, XP_019086453.1
OG0017618	Roisl.0028s0176.1.p	XP_010508333.1, XP_010506319.1, XP_010518001.1
OG0017619	Roisl.0028s0179.1.p	XP_010506316.1, XP_010508339.1, XP_010517996.1
OG0017620	Roisl.0028s0181.1.p	XP_010508342.1, XP_010517993.1
OG0017621	Roisl.0028s0191.1.p	XP_019100616.1, XP_010508352.1
OG0017622	Roisl.0028s0198.1.p	XP_019100615.1, XP_010517968.1
OG0017623	Roisl.0214s0503.1.p	XP_010467906.1, XP_010489160.1
OG0017624	Roisl.0028s0273.1.p	XP_010506203.1, XP_010517894.1, XP_010508443.1
OG0017625	Roisl.0028s0290.1.p	XP_010506183.1, XP_010517880.1, XP_010508455.1
OG0017626	Roisl.0028s0294.1.p	XP_010508460.1, XP_010515446.1
OG0017627	Roisl.0028s0396.1.p	XP_019082328.1, XP_010506035.1, XP_010508599.1
OG0017628	Roisl.0028s0413.1.p	XP_010517713.1, XP_019099791.1
OG0017629	Roisl.0028s0415.1.p	XP_010508626.1, XP_010413010.1, XP_010506008.1
OG0017630	Roisl.0028s0438.1.p	XP_010505974.1, XP_010508668.1, XP_010517673.1
OG0017631	Roisl.0005s0051.1.p	XP_010494956.1, XP_010484743.1, XP_010441483.1
OG0017633	Roisl.0016s0146.1.p	XP_010463618.1, XP_010459308.1
OG0017634	Roisl.0016s0196.1.p	XP_010467974.1, XP_010417325.1, XP_010489648.1
OG0017635	Roisl.0016s0219.1.p	XP_010502342.1, XP_010485617.1, XP_010463717.1
OG0017636	Roisl.0016s0222.1.p	XP_010502637.1, XP_010463720.1, XP_010485621.1
OG0017637	Roisl.0005s0058.1.p	XP_010512587.1, XP_010468993.1, XP_010413316.1
OG0017638	Roisl.0016s0267.1.p	XP_010509109.1, XP_010463780.1, XP_010485671.1
OG0017639	Roisl.0016s0268.1.p	XP_010463783.1, XP_010485672.1
OG0017640	Roisl.0016s0281.1.p	XP_010510882.1, XP_010463795.1
OG0017641	Roisl.0016s0295.1.p	XP_010512159.1, XP_010463811.1, XP_010485702.1
OG0017642	Roisl.0016s0301.1.p	XP_010463821.1, XP_010512872.1
OG0017643	Roisl.0024s0600.1.p	XP_010444743.1, XP_010484594.1, XP_010464966.1
