Orthogroup	Rorippa_islandica	Cardamine_hirsuta
OG0017848	Roisl.0007s0709.1.p	CARHR014830
OG0017849	Roisl.0007s0672.1.p	CARHR015200
OG0017850	Roisl.0007s0604.1.p	CARHR015820
OG0017851	Roisl.0007s0575.1.p	CARHR016100
OG0017852	Roisl.0007s0573.1.p	CARHR016120
OG0017853	Roisl.0007s0534.1.p	CARHR016480
OG0017854	Roisl.0007s0228.1.p, Roisl.0007s0530.1.p	CARHR016520
OG0017855	Roisl.0007s0506.1.p	CARHR016750
OG0017856	Roisl.0007s0427.1.p	CARHR017560
OG0017857	Roisl.0007s0405.1.p	CARHR017840
OG0017858	Roisl.0007s0391.1.p	CARHR017970
OG0017859	Roisl.0007s0366.1.p	CARHR018240, CARHR033600
OG0017860	Roisl.0007s0347.1.p	CARHR018440
OG0017862	Roisl.0007s0303.1.p	CARHR018920
OG0017863	Roisl.0007s0300.1.p	CARHR018950
OG0017864	Roisl.0007s0286.1.p	CARHR019110
OG0017865	Roisl.0007s0280.1.p	CARHR019170
OG0017866	Roisl.0007s0276.1.p	CARHR019210, CARHR274870
OG0017867	Roisl.0007s0279.1.p	CARHR019180
OG0017868	Roisl.0007s0262.1.p	CARHR019320
OG0017869	Roisl.0007s0224.1.p	CARHR019650
OG0017870	Roisl.0007s0215.1.p	CARHR019730
OG0017871	Roisl.0007s0174.1.p	CARHR020130
OG0017872	Roisl.0007s0159.1.p	CARHR020260
OG0017873	Roisl.0053s0061.1.p	CARHR217000
OG0017874	Roisl.0007s0071.1.p	CARHR021110
OG0017875	Roisl.0007s0040.1.p	CARHR021390
OG0017876	Roisl.0049s0056.1.p	CARHR021870
OG0017877	Roisl.0049s0075.1.p	CARHR022030
OG0017878	Roisl.0049s0079.1.p	CARHR022070
OG0017879	Roisl.0049s0081.1.p	CARHR022100
OG0017880	Roisl.0191s0004.1.p	CARHR022170
OG0017881	Roisl.0191s0035.1.p	CARHR022370
OG0017882	Roisl.0191s0047.1.p	CARHR022490
OG0017883	Roisl.0191s0079.1.p	CARHR022810
OG0017884	Roisl.0191s0093.1.p	CARHR022970
OG0017885	Roisl.0191s0096.1.p	CARHR023000
OG0017886	Roisl.0191s0107.1.p	CARHR023090
OG0017887	Roisl.0209s0141.1.p	CARHR032220
OG0017888	Roisl.0191s0110.1.p	CARHR023120
OG0017889	Roisl.0191s0119.1.p	CARHR023210
OG0017890	Roisl.0019s0343.1.p	CARHR290990
OG0017891	Roisl.0019s0354.1.p	CARHR291090
OG0017892	Roisl.0019s0379.1.p	CARHR064620
OG0017893	Roisl.0019s0400.1.p	CARHR064520
OG0017894	Roisl.0019s0415.1.p	CARHR064370
OG0017895	Roisl.0019s0435.1.p	CARHR064220
OG0017896	Roisl.0191s0146.1.p	CARHR023480
OG0017897	Roisl.0019s0446.1.p	CARHR064080
OG0017898	Roisl.0019s0453.1.p	CARHR064010
OG0017899	Roisl.0019s0469.1.p	CARHR063860
OG0017900	Roisl.0019s0470.1.p	CARHR063850
OG0017901	Roisl.0019s0471.1.p	CARHR063840
OG0017902	Roisl.0019s0486.1.p	CARHR063660
OG0017903	Roisl.0209s0140.1.p	CARHR032230
OG0017904	Roisl.0209s0126.1.p	CARHR032320, CARHR032350
OG0017905	Roisl.0209s0121.1.p	CARHR032390
OG0017906	Roisl.0040s0105.1.p	CARHR032620
OG0017907	Roisl.0009s0067.1.p	CARHR287640
OG0017908	Roisl.0009s0277.1.p	CARHR262300
OG0017909	Roisl.0209s0561.1.p	CARHR049480
OG0017910	Roisl.0209s0565.1.p	CARHR049550
OG0017911	Roisl.0209s0573.1.p	CARHR049740
OG0017912	Roisl.0209s0577.1.p	CARHR049810
OG0017913	Roisl.0209s0585.1.p	CARHR049870
OG0017915	Roisl.0209s0628.1.p	CARHR050130
OG0017916	Roisl.0209s0634.1.p	CARHR050350
OG0017917	Roisl.0209s0640.1.p	CARHR050450
OG0017918	Roisl.0209s0768.1.p	CARHR052190
OG0017921	Roisl.0214s0559.1.p	CARHR051810
OG0017922	Roisl.0214s0598.1.p	CARHR052570
OG0017923	Roisl.0214s0600.1.p	CARHR052610
OG0017924	Roisl.0213s0872.1.p	CARHR057300
OG0017925	Roisl.0214s0696.1.p	CARHR283840
OG0017926	Roisl.0214s0713.1.p	CARHR283960
OG0017927	Roisl.0214s0763.1.p	CARHR053900
OG0017928	Roisl.0214s0865.1.p	CARHR054810
OG0017929	Roisl.0213s0869.1.p	CARHR057260
OG0017930	Roisl.0008s0032.1.p	CARHR055120
OG0017931	Roisl.0008s0002.1.p	CARHR055360
OG0017932	Roisl.0050s0081.1.p	CARHR046780
OG0017933	Roisl.0184s0178.1.p	CARHR153890
OG0017934	Roisl.0047s0061.1.p	CARHR286340
OG0017935	Roisl.0050s0006.1.p	CARHR046200
OG0017936	Roisl.0005s0138.1.p	CARHR174980
OG0017937	Roisl.0005s0136.1.p	CARHR174910
OG0017938	Roisl.0005s0120.1.p	CARHR174780
OG0017940	Roisl.0005s0018.1.p	CARHR173690
OG0017941	Roisl.0015s0106.1.p	CARHR027000
OG0017942	Roisl.0012s0289.1.p	CARHR178580
OG0017943	Roisl.0012s0257.1.p	CARHR178890
OG0017944	Roisl.0082s0299.1.p	CARHR252190
OG0017945	Roisl.0082s0275.1.p	CARHR252380
OG0017946	Roisl.0044s0084.1.p	CARHR237110
OG0017947	Roisl.0044s0099.1.p	CARHR237260
OG0017950	Roisl.0002s0040.1.p	CARHR222630
OG0017951	Roisl.0002s0036.1.p	CARHR222670
OG0017952	Roisl.0111s0019.1.p	CARHR035240
OG0017954	Roisl.0013s0116.1.p	CARHR037960
OG0017955	Roisl.0013s0101.1.p	CARHR038110
OG0017956	Roisl.0013s0105.1.p	CARHR038080
OG0017957	Roisl.0013s0082.1.p	CARHR038300
OG0017958	Roisl.0013s0063.1.p	CARHR038880
OG0017959	Roisl.0013s0054.1.p	CARHR038980
OG0017960	Roisl.0004s0399.1.p	CARHR068310
OG0017961	Roisl.0115s0772.1.p	CARHR293970
OG0017962	Roisl.0115s0768.1.p	CARHR294010
OG0017963	Roisl.0115s0760.1.p	CARHR294090
OG0017964	Roisl.0115s0746.1.p	CARHR294220
OG0017965	Roisl.0115s0743.1.p	CARHR294260
OG0017966	Roisl.0115s0728.1.p	CARHR294410
OG0017968	Roisl.0115s0725.1.p	CARHR294430
OG0017969	Roisl.0115s0719.1.p	CARHR247920
OG0017971	Roisl.0115s0681.1.p	CARHR247580
OG0017972	Roisl.0001s0518.1.p	CARHR247190
OG0017973	Roisl.0020s0160.1.p	CARHR150610
OG0017974	Roisl.0001s0508.1.p	CARHR247110
OG0017975	Roisl.0001s0499.1.p	CARHR247020
OG0017976	Roisl.0001s0461.1.p	CARHR246680
OG0017977	Roisl.0001s0459.1.p	CARHR246660
OG0017978	Roisl.0198s0052.1.p	CARHR118430
OG0017979	Roisl.0001s0432.1.p	CARHR246420
OG0017980	Roisl.0001s0372.1.p	CARHR245810
OG0017981	Roisl.0001s0348.1.p	CARHR245600
OG0017982	Roisl.0001s0344.1.p	CARHR245560
OG0017983	Roisl.0001s0314.1.p	CARHR245340
OG0017984	Roisl.0001s0297.1.p	CARHR245130
OG0017985	Roisl.0001s0251.1.p	CARHR244640
OG0017986	Roisl.0001s0174.1.p	CARHR243900
OG0017987	Roisl.0001s0128.1.p	CARHR243490
OG0017988	Roisl.0001s0081.1.p	CARHR243050
OG0017989	Roisl.0001s0035.1.p	CARHR242400
OG0017990	Roisl.0001s0018.1.p	CARHR242580
OG0017991	Roisl.0003s0264.1.p	CARHR240370
OG0017992	Roisl.0035s0154.1.p	CARHR141210
OG0017993	Roisl.0003s0308.1.p	CARHR240770
OG0017994	Roisl.0003s0337.1.p	CARHR241030
OG0017995	Roisl.0008s0296.1.p	CARHR241630
OG0017996	Roisl.0008s0300.1.p	CARHR241670
OG0017997	Roisl.0008s0319.1.p	CARHR241830
OG0017998	Roisl.0008s0332.1.p	CARHR241960
OG0017999	Roisl.0008s0353.1.p	CARHR242130
OG0018000	Roisl.0003s0202.1.p	CARHR239770
OG0018001	Roisl.0003s0194.1.p	CARHR239690
OG0018002	Roisl.0003s0174.1.p	CARHR239480
OG0018003	Roisl.0003s0162.1.p	CARHR239360
OG0018004	Roisl.0022s0490.1.p	CARHR235880
OG0018005	Roisl.0003s0148.1.p	CARHR239230
OG0018006	Roisl.0003s0143.1.p	CARHR239180
OG0018007	Roisl.0003s0127.1.p	CARHR239020
OG0018008	Roisl.0003s0103.1.p	CARHR238800
OG0018009	Roisl.0053s0289.1.p	CARHR099900
OG0018010	Roisl.0053s0285.1.p	CARHR099940
OG0018011	Roisl.0053s0268.1.p	CARHR100180
OG0018012	Roisl.0019s0228.1.p	CARHR065590
OG0018013	Roisl.0019s0238.1.p	CARHR065500
OG0018014	Roisl.0019s0246.1.p	CARHR065440
OG0018015	Roisl.0191s0231.1.p	CARHR024330
OG0018017	Roisl.0191s0344.1.p	CARHR025270
OG0018018	Roisl.0191s0398.1.p	CARHR025740
OG0018019	Roisl.0022s0229.1.p	CARHR233230
OG0018020	Roisl.0198s0063.1.p	CARHR118370
OG0018021	Roisl.0023s0103.1.p	CARHR115770
OG0018022	Roisl.0191s0585.1.p	CARHR249600
OG0018023	Roisl.0191s0581.1.p	CARHR249510
OG0018024	Roisl.0191s0573.1.p	CARHR212650
OG0018025	Roisl.0191s0571.1.p	CARHR249430
OG0018026	Roisl.0191s0538.1.p	CARHR249140
OG0018027	Roisl.0015s0050.1.p	CARHR248440
OG0018029	Roisl.0063s0029.1.p	CARHR111970
OG0018030	Roisl.0191s0418.1.p	CARHR025960
OG0018031	Roisl.0075s0223.1.p	CARHR035230
OG0018032	Roisl.0022s0345.1.p	CARHR234410
OG0018033	Roisl.0022s0377.1.p	CARHR234750
OG0018034	Roisl.0022s0398.1.p	CARHR235050
OG0018035	Roisl.0022s0395.1.p	CARHR234990
OG0018036	Roisl.0022s0410.1.p	CARHR235170
OG0018037	Roisl.0022s0412.1.p	CARHR235190
OG0018038	Roisl.0022s0425.1.p	CARHR235320
OG0018039	Roisl.0022s0455.1.p	CARHR235560
OG0018043	Roisl.0210s0270.1.p	CARHR002650
OG0018044	Roisl.0091s1126.1.p	CARHR008280
OG0018046	Roisl.0021s0141.1.p	CARHR010890
OG0018047	Roisl.0021s0348.1.p	CARHR012870
OG0018050	Roisl.0007s0259.1.p	CARHR019340
OG0018051	Roisl.0191s0147.1.p	CARHR023490
OG0018052	Roisl.0191s0292.1.p	CARHR024830
OG0018053	Roisl.0191s0337.1.p	CARHR025180
OG0018054	Roisl.0191s0366.1.p	CARHR025470
OG0018055	Roisl.0213s0286.1.p	CARHR029640
OG0018056	Roisl.0209s0164.1.p	CARHR032010
OG0018057	Roisl.0111s0015.1.p	CARHR035260
OG0018058	Roisl.0185s0022.1.p	CARHR035370
OG0018059	Roisl.0179s0107.1.p	CARHR035620
OG0018060	Roisl.0179s0039.1.p	CARHR036090
OG0018061	Roisl.0066s0377.1.p	CARHR036360
OG0018063	Roisl.0213s0388.1.p, Roisl.0050s0086.1.p	CARHR046820
OG0018067	Roisl.0021s0636.1.p	CARHR056540
OG0018068	Roisl.0213s0864.1.p	CARHR057250
OG0018069	Roisl.0209s0052.1.p	CARHR057820
OG0018070	Roisl.0055s0001.1.p	CARHR058250
OG0018071	Roisl.0019s0749.1.p	CARHR060790
OG0018072	Roisl.0019s0736.1.p	CARHR060930
OG0018073	Roisl.0019s0676.1.p	CARHR061590
OG0018074	Roisl.0019s0618.1.p	CARHR062240
OG0018075	Roisl.0019s0417.1.p	CARHR064350
OG0018076	Roisl.0019s0309.1.p	CARHR064890
OG0018077	Roisl.0004s0511.1.p	CARHR067080
OG0018078	Roisl.0004s0495.1.p	CARHR067240
OG0018079	Roisl.0004s0463.1.p	CARHR067680
OG0018080	Roisl.0004s0439.1.p	CARHR067890
OG0018081	Roisl.0004s0269.1.p	CARHR069780
OG0018083	Roisl.0004s0077.1.p	CARHR071670
OG0018084	Roisl.0115s0213.1.p	CARHR072780
OG0018085	Roisl.0115s0098.1.p	CARHR074080
OG0018085	Roisl.0210s0485.1.p	CARHR205690
OG0018087	Roisl.0079s0135.1.p	CARHR082070
OG0018088	Roisl.0079s0149.1.p	CARHR082190
OG0018089	Roisl.0074s0704.1.p	CARHR087490
OG0018090	Roisl.0074s0135.1.p	CARHR093350
OG0018091	Roisl.0074s0085.1.p	CARHR093820
OG0018092	Roisl.0074s0042.1.p	CARHR094330
OG0018093	Roisl.0074s0035.1.p	CARHR094400
OG0018094	Roisl.0053s0352.1.p	CARHR099330
OG0018095	Roisl.0053s0344.1.p	CARHR099400
OG0018096	Roisl.0001s0545.1.p	CARHR101600
OG0018097	Roisl.0049s0002.1.p	CARHR102400
OG0018098	Roisl.0066s0420.1.p	CARHR104800
OG0018099	Roisl.0047s0043.1.p	CARHR284750
OG0018100	Roisl.0016s0012.1.p	CARHR074950
OG0018101	Roisl.0047s0028.1.p	CARHR105420
OG0018102	Roisl.0012s0004.1.p	CARHR106650
OG0018103	Roisl.0066s0225.1.p	CARHR293510
OG0018104	Roisl.0066s0046.1.p, Roisl.0066s0299.1.p	CARHR109130
OG0018105	Roisl.0214s0498.1.p	CARHR111410
OG0018106	Roisl.0214s0517.1.p	CARHR111560
OG0018107	Roisl.0046s0604.1.p	CARHR113550
OG0018108	Roisl.0046s0567.1.p	CARHR113930
OG0018109	Roisl.0046s0566.1.p	CARHR113940
OG0018110	Roisl.0046s0551.1.p	CARHR114100
OG0018111	Roisl.0046s0522.1.p	CARHR114510
OG0018112	Roisl.0006s0596.1.p	CARHR292940
OG0018114	Roisl.0006s0573.1.p	CARHR293140
OG0018115	Roisl.0006s0565.1.p	CARHR262860
OG0018116	Roisl.0006s0561.1.p	CARHR114670
OG0018117	Roisl.0021s0578.1.p	CARHR184630
OG0018118	Roisl.0021s0602.1.p	CARHR118150
OG0018119	Roisl.0004s0012.1.p	CARHR117800
OG0018120	Roisl.0214s0023.1.p	CARHR294540
OG0018121	Roisl.0023s0006.1.p	CARHR116650
OG0018122	Roisl.0023s0018.1.p	CARHR116540
OG0018123	Roisl.0036s0116.1.p	CARHR115450
OG0018124	Roisl.0028s0746.1.p	CARHR127490
OG0018125	Roisl.0028s0810.1.p	CARHR128140
OG0018126	Roisl.0017s0072.1.p	CARHR132280
OG0018128	Roisl.0028s0392.1.p	CARHR137330
OG0018129	Roisl.0035s0095.1.p	CARHR141780
OG0018130	Roisl.0011s0015.1.p	CARHR143750
OG0018131	Roisl.0023s0034.1.p	CARHR116400
OG0018131	Roisl.0011s0030.1.p	CARHR143880
OG0018132	Roisl.0011s0035.1.p	CARHR143940
OG0018133	Roisl.0011s0048.1.p	CARHR144070
OG0018134	Roisl.0011s0095.1.p	CARHR144470
OG0018135	Roisl.0011s0106.1.p	CARHR144590
OG0018136	Roisl.0011s0144.1.p	CARHR144990
OG0018137	Roisl.0011s0184.1.p	CARHR145340
OG0018138	Roisl.0011s0366.1.p	CARHR146940
OG0018139	Roisl.0011s0427.1.p	CARHR147520
OG0018140	Roisl.0011s0526.1.p	CARHR148600
OG0018141	Roisl.0011s0551.1.p	CARHR148910
OG0018142	Roisl.0025s0004.1.p	CARHR149330
OG0018145	Roisl.0087s0009.1.p	CARHR153630
OG0018146	Roisl.0037s0004.1.p	CARHR104390
OG0018147	Roisl.0027s0044.1.p, Roisl.0027s0047.1.p	CARHR151480
OG0018148	Roisl.0027s0050.1.p	CARHR151470
OG0018149	Roisl.0027s0051.1.p	CARHR151450
OG0018150	Roisl.0019s0080.1.p	CARHR150740
OG0018151	Roisl.0046s0758.1.p	CARHR157140
OG0018152	Roisl.0053s0092.1.p	CARHR157320
OG0018152	Roisl.0074s0357.1.p	CARHR157510
OG0018153	Roisl.0046s0807.1.p	CARHR157660
OG0018154	Roisl.0046s0944.1.p	CARHR159100
OG0018155	Roisl.0026s0209.1.p	CARHR167050
OG0018156	Roisl.0046s1228.1.p	CARHR162350
OG0018157	Roisl.0046s1514.1.p, Roisl.0084s0001.1.p, Roisl.0046s1515.1.p, Roisl.0084s0002.1.p	CARHR165210
OG0018159	Roisl.0210s0472.1.p	CARHR205820
OG0018160	Roisl.0210s0545.1.p	CARHR205150
OG0018161	Roisl.0210s0748.1.p	CARHR203000
OG0018163	Roisl.0210s0847.1.p	CARHR201960
OG0018164	Roisl.0210s1133.1.p	CARHR199000
OG0018165	Roisl.0210s1155.1.p	CARHR198770
OG0018166	Roisl.0210s1612.1.p	CARHR193970
OG0018167	Roisl.0210s1701.1.p	CARHR193090
OG0018168	Roisl.0046s0226.1.p	CARHR188000, CARHR187750
OG0018168	Roisl.0046s0225.1.p	CARHR187760
OG0018169	Roisl.0020s0041.1.p	CARHR259420
OG0018170	Roisl.0032s0085.1.p	CARHR259990
OG0018171	Roisl.0214s0055.1.p	CARHR260350
OG0018172	Roisl.0020s0065.1.p	CARHR261020
OG0018173	Roisl.0213s0652.1.p	CARHR255700
OG0018175	Roisl.0015s0030.1.p	CARHR248230
OG0018176	Roisl.0115s0685.1.p	CARHR247620
OG0018177	Roisl.0001s0034.1.p	CARHR242410
OG0018178	Roisl.0008s0295.1.p	CARHR241620
OG0018181	Roisl.0044s0061.1.p	CARHR236840
OG0018182	Roisl.0044s0026.1.p	CARHR236570
OG0018183	Roisl.0022s0531.1.p	CARHR236270
OG0018184	Roisl.0022s0516.1.p	CARHR236130
OG0018185	Roisl.0022s0487.1.p	CARHR235860
OG0018187	Roisl.0022s0420.1.p	CARHR235290
OG0018188	Roisl.0022s0352.1.p	CARHR234480
OG0018189	Roisl.0022s0331.1.p	CARHR234290
OG0018190	Roisl.0022s0309.1.p	CARHR234080
OG0018191	Roisl.0022s0303.1.p	CARHR234040
OG0018192	Roisl.0022s0274.1.p	CARHR233670
OG0018193	Roisl.0022s0206.1.p	CARHR233000
OG0018194	Roisl.0022s0089.1.p	CARHR231840
OG0018195	Roisl.0008s0151.1.p	CARHR230850, CARHR230860
OG0018195	Roisl.0008s0154.1.p	CARHR230890
OG0018196	Roisl.0091s0157.1.p	CARHR228420
OG0018197	Roisl.0091s0259.1.p	CARHR227310
OG0018198	Roisl.0091s0478.1.p	CARHR225210
OG0018199	Roisl.0091s0603.1.p	CARHR223970
OG0018200	Roisl.0075s0164.1.p	CARHR220420
OG0018201	Roisl.0043s0019.1.p	CARHR217710
OG0018202	Roisl.0053s0081.1.p	CARHR216760
OG0018203	Roisl.0210s2184.1.p	CARHR215820
OG0018204	Roisl.0213s0817.1.p	CARHR291810, CARHR264040
OG0018205	Roisl.0022s0085.1.p	CARHR263040
OG0018206	Roisl.0022s0086.1.p	CARHR263030
OG0018207	Roisl.0009s0306.1.p	CARHR262550
OG0018208	Roisl.0009s0116.1.p	CARHR213260
OG0018209	Roisl.0009s0064.1.p	CARHR212870
OG0018210	Roisl.0009s0035.1.p	CARHR212810
OG0018211	Roisl.0080s0101.1.p	CARHR275290
OG0018212	Roisl.0005s0034.1.p	CARHR173900
OG0018213	Roisl.0012s0171.1.p	CARHR179690
OG0018214	Roisl.0012s0075.1.p	CARHR180670
OG0018215	Roisl.0041s0020.1.p	CARHR184300
OG0018216	Roisl.0184s0168.1.p	CARHR184220, CARHR226110, CARHR178910
OG0018217	Roisl.0014s0066.1.p	CARHR183630
OG0018218	Roisl.0068s0011.1.p	CARHR185570
OG0018219	Roisl.0214s0149.1.p	CARHR258350
OG0018220	Roisl.0214s0200.1.p	CARHR258120
OG0018221	Roisl.0012s0026.1.p	CARHR257350
OG0018222	Roisl.0012s0016.1.p	CARHR257220
OG0018223	Roisl.0189s0200.1.p	CARHR264580
OG0018224	Roisl.0189s0197.1.p	CARHR264640
OG0018225	Roisl.0189s0182.1.p	CARHR264740
OG0018226	Roisl.0031s0047.1.p	CARHR265800
OG0018227	Roisl.0080s0118.1.p	CARHR275130
OG0018228	Roisl.0080s0060.1.p	CARHR275690
OG0018229	Roisl.0024s0430.1.p	CARHR279330, CARHR279340
OG0018230	Roisl.0024s0615.1.p	CARHR281110
OG0018231	Roisl.0059s0088.1.p	CARHR282420
OG0018232	Roisl.0210s1543.1.p	CARHR194660
OG0018232	Roisl.0210s1499.1.p	CARHR195100
OG0018234	Roisl.0075s0174.1.p, Roisl.0053s0015.1.p	CARHR220510
OG0018235	Roisl.0059s0072.1.p	CARHR282330, CARHR282530
OG0018236	Roisl.0046s0336.1.p	CARHR186770
OG0018237	Roisl.0210s1728.1.p	CARHR192790
OG0018240	Roisl.0045s0030.1.p	CARHR106110
OG0018241	Roisl.0009s0282.1.p	CARHR175100, CARHR181440
OG0018262	Roisl.0209s0393.1.p	CARHR155510
OG0018264	Roisl.0210s1471.1.p	CARHR195460
OG0018267	Roisl.0210s1234.1.p	CARHR198010
OG0018268	Roisl.0210s1224.1.p	CARHR198100
OG0018269	Roisl.0189s0270.1.p	CARHR211990, CARHR211720
OG0018270	Roisl.0210s1166.1.p	CARHR198670
OG0018271	Roisl.0075s0129.1.p	CARHR220060
OG0018272	Roisl.0210s1135.1.p	CARHR198980
OG0018273	Roisl.0210s1117.1.p	CARHR199180
OG0018274	Roisl.0210s1092.1.p	CARHR199490
OG0018275	Roisl.0210s1017.1.p	CARHR200180
OG0018276	Roisl.0210s0993.1.p	CARHR200420
OG0018278	Roisl.0210s0969.1.p	CARHR200650
OG0018279	Roisl.0210s0800.1.p	CARHR202430
OG0018279	Roisl.0209s0198.1.p	CARHR031640
OG0018280	Roisl.0210s0764.1.p	CARHR202830
OG0018281	Roisl.0210s0743.1.p	CARHR203050
OG0018282	Roisl.0210s0698.1.p	CARHR203470
OG0018283	Roisl.0210s0696.1.p	CARHR203490
OG0018284	Roisl.0210s0674.1.p	CARHR203750
OG0018286	Roisl.0210s0626.1.p	CARHR204230
OG0018287	Roisl.0210s0602.1.p	CARHR204480
OG0018289	Roisl.0210s0491.1.p	CARHR205630
OG0018292	Roisl.0204s0129.1.p	CARHR119720
OG0018293	Roisl.0204s0123.1.p	CARHR119740
OG0018294	Roisl.0204s0112.1.p	CARHR119780
OG0018295	Roisl.0082s0546.1.p	CARHR120730
OG0018296	Roisl.0082s0694.1.p	CARHR122330
OG0018297	Roisl.0082s0704.1.p	CARHR122430
OG0018299	Roisl.0033s0002.1.p	CARHR123120
OG0018300	Roisl.0033s0008.1.p	CARHR123200
OG0018301	Roisl.0033s0091.1.p	CARHR124190
OG0018303	Roisl.0017s0471.1.p	CARHR125520
OG0018305	Roisl.0012s0183.1.p	CARHR179600
OG0018306	Roisl.0022s0090.1.p	CARHR231850
OG0018307	Roisl.0022s0173.1.p	CARHR232700
OG0018308	Roisl.0022s0183.1.p	CARHR232800
OG0018309	Roisl.0022s0226.1.p	CARHR233200
OG0018310	Roisl.0013s0181.1.p	CARHR037320
OG0018311	Roisl.0066s0342.1.p	CARHR036670
OG0018312	Roisl.0213s0238.1.p	CARHR029150
OG0018313	Roisl.0213s0313.1.p	CARHR029930
OG0018314	Roisl.0213s0318.1.p	CARHR030020
OG0018315	Roisl.0213s0336.1.p	CARHR030210
OG0018316	Roisl.0213s0472.1.p	CARHR031260
OG0018317	Roisl.0209s0199.1.p	CARHR031620
OG0018318	Roisl.0209s0181.1.p	CARHR031870
OG0018319	Roisl.0011s0198.1.p	CARHR145450
OG0018320	Roisl.0011s0244.1.p	CARHR145740
OG0018322	Roisl.0024s0399.1.p	CARHR279010
OG0018323	Roisl.0024s0329.1.p	CARHR278450
OG0018324	Roisl.0024s0240.1.p	CARHR277490
OG0018325	Roisl.0080s0007.1.p	CARHR276180
OG0018327	Roisl.0080s0044.1.p	CARHR275850
OG0018328	Roisl.0080s0052.1.p	CARHR275790
OG0018329	Roisl.0080s0069.1.p	CARHR275590
OG0018330	Roisl.0080s0115.1.p	CARHR275160
OG0018331	Roisl.0080s0120.1.p	CARHR275110
OG0018332	Roisl.0080s0128.1.p	CARHR275030
OG0018333	Roisl.0210s2012.1.p	CARHR190070
OG0018334	Roisl.0046s0077.1.p	CARHR189510
OG0018335	Roisl.0046s0107.1.p	CARHR189140
OG0018336	Roisl.0046s0110.1.p	CARHR189110
OG0018337	Roisl.0046s0233.1.p	CARHR187880
OG0018338	Roisl.0046s0235.1.p	CARHR187870
OG0018339	Roisl.0046s0246.1.p	CARHR187690
OG0018340	Roisl.0210s1667.1.p	CARHR193420
OG0018341	Roisl.0210s1687.1.p	CARHR193240
OG0018342	Roisl.0210s1797.1.p	CARHR192100
OG0018343	Roisl.0080s0319.1.p	CARHR273080
OG0018344	Roisl.0080s0374.1.p	CARHR285350
OG0018345	Roisl.0080s0375.1.p	CARHR285360
OG0018346	Roisl.0080s0398.1.p	CARHR272850
OG0018347	Roisl.0080s0429.1.p	CARHR272480
OG0018348	Roisl.0080s0502.1.p	CARHR271720
OG0018350	Roisl.0080s0555.1.p	CARHR271240
OG0018351	Roisl.0080s0561.1.p	CARHR271200
OG0018352	Roisl.0080s0696.1.p	CARHR269710
OG0018353	Roisl.0046s0900.1.p	CARHR158670
OG0018354	Roisl.0046s0868.1.p	CARHR158350
OG0018355	Roisl.0082s0411.1.p	CARHR250950
OG0018356	Roisl.0210s0460.1.p	CARHR205910
OG0018357	Roisl.0210s0449.1.p	CARHR206000
OG0018358	Roisl.0042s0134.1.p	CARHR207940
OG0018359	Roisl.0030s0203.1.p	CARHR208500
OG0018360	Roisl.0034s0003.1.p	CARHR212380
OG0018361	Roisl.0034s0145.1.p	CARHR210970
OG0018362	Roisl.0034s0113.1.p	CARHR211280
OG0018363	Roisl.0034s0091.1.p	CARHR211500
OG0018365	Roisl.0034s0056.1.p	CARHR211850
OG0018366	Roisl.0034s0053.1.p	CARHR211880
OG0018367	Roisl.0034s0037.1.p	CARHR212050
OG0018368	Roisl.0034s0011.1.p	CARHR212290
OG0018369	Roisl.0079s0213.1.p	CARHR082870
OG0018370	Roisl.0009s0094.1.p	CARHR213010
OG0018371	Roisl.0009s0082.1.p	CARHR213840
OG0018372	Roisl.0115s0027.1.p	CARHR074570
OG0018373	Roisl.0115s0023.1.p	CARHR074610
OG0018374	Roisl.0115s0149.1.p	CARHR073480
OG0018375	Roisl.0115s0187.1.p	CARHR073080
OG0018376	Roisl.0115s0197.1.p	CARHR072960
OG0018378	Roisl.0004s0080.1.p	CARHR071640
OG0018379	Roisl.0004s0135.1.p	CARHR071150
OG0018380	Roisl.0004s0160.1.p	CARHR070860
OG0018381	Roisl.0191s0143.1.p	CARHR023450
OG0018382	Roisl.0004s0177.1.p	CARHR070680
OG0018383	Roisl.0004s0184.1.p	CARHR070600
OG0018384	Roisl.0045s0046.1.p	CARHR106000
OG0018385	Roisl.0004s0253.1.p	CARHR069930
OG0018386	Roisl.0004s0259.1.p	CARHR069880
OG0018387	Roisl.0004s0381.1.p	CARHR068500
OG0018388	Roisl.0004s0384.1.p	CARHR068470
OG0018389	Roisl.0066s0190.1.p	CARHR107690
OG0018390	Roisl.0066s0174.1.p	CARHR107930
OG0018391	Roisl.0007s0802.1.p	CARHR045950
OG0018392	Roisl.0209s0005.1.p	CARHR057380
OG0018394	Roisl.0006s0474.1.p	CARHR044350
OG0018395	Roisl.0006s0458.1.p	CARHR044110
OG0018396	Roisl.0028s1058.1.p	CARHR130560
OG0018398	Roisl.0017s0002.1.p	CARHR131090
OG0018400	Roisl.0015s0150.1.p	CARHR217180
OG0018401	Roisl.0015s0175.1.p	CARHR217480
OG0018402	Roisl.0202s0009.1.p	CARHR218010
OG0018403	Roisl.0179s0006.1.p	CARHR217980
OG0018404	Roisl.0082s0019.1.p	CARHR218280
OG0018405	Roisl.0075s0063.1.p	CARHR219270
OG0018406	Roisl.0075s0131.1.p	CARHR220090
OG0018407	Roisl.0075s0152.1.p	CARHR220310
