Orthogroup	Rorippa_islandica	Arabidopsis_lyrata_NCBI
OG0014516	Roisl.0204s0132.1.p	XP_020884930.1
OG0014517	Roisl.0204s0090.1.p	XP_002880907.1
OG0014518	Roisl.0204s0080.1.p	XP_020885833.1
OG0014519	Roisl.0204s0079.1.p	XP_020885829.1
OG0014520	Roisl.0204s0046.1.p	XP_020883480.1
OG0014521	Roisl.0204s0011.1.p	XP_020883812.1, XP_020872076.1
OG0014522	Roisl.0082s0541.1.p	XP_002879127.1
OG0014523	Roisl.0082s0550.1.p	XP_020883799.1
OG0014524	Roisl.0082s0556.1.p	XP_002880953.1
OG0014525	Roisl.0082s0563.1.p	XP_002880947.1
OG0014526	Roisl.0082s0568.1.p	XP_002880945.1
OG0014527	Roisl.0082s0580.1.p	XP_020883793.1
OG0014528	Roisl.0082s0590.1.p	XP_002880934.1
OG0014529	Roisl.0082s0593.1.p	XP_020884399.1
OG0014530	Roisl.0082s0609.1.p	XP_020882741.1
OG0014531	Roisl.0082s0620.1.p	XP_020882800.1
OG0014532	Roisl.0082s0628.1.p	XP_002880998.1
OG0014533	Roisl.0082s0635.1.p	XP_002862704.1, XP_002881002.1
OG0014534	Roisl.0082s0637.1.p	XP_002879179.1
OG0014535	Roisl.0082s0652.1.p	XP_020885266.1
OG0014536	Roisl.0082s0692.1.p	XP_020885658.1
OG0014537	Roisl.0082s0695.1.p	XP_020883279.1
OG0014538	Roisl.0082s0744.1.p	XP_020883549.1
OG0014539	Roisl.0082s0754.1.p	XP_020884878.1
OG0014540	Roisl.0082s0757.1.p	XP_020884879.1
OG0014541	Roisl.0033s0010.1.p	XP_020883998.1
OG0014542	Roisl.0033s0022.1.p	XP_002881083.1
OG0014543	Roisl.0033s0028.1.p	XP_020874431.1, XP_020885346.1
OG0014544	Roisl.0033s0034.1.p	XP_020884433.1
OG0014545	Roisl.0033s0042.1.p	XP_002881096.1
OG0014546	Roisl.0033s0047.1.p	XP_002881100.1
OG0014547	Roisl.0033s0105.1.p	XP_002879284.1, XP_002862621.1
OG0014548	Roisl.0210s1900.1.p	XP_002871999.2
OG0014549	Roisl.0026s0115.1.p	XP_002876435.1
OG0014550	Roisl.0033s0167.1.p	XP_002879319.1
OG0014551	Roisl.0033s0168.1.p	XP_002881169.1
OG0014552	Roisl.0017s0512.1.p	XP_020885679.1
OG0014553	Roisl.0017s0515.1.p	XP_002881176.1
OG0014554	Roisl.0017s0509.1.p	XP_020883431.1
OG0014555	Roisl.0008s0236.1.p	XP_020873790.1
OG0014556	Roisl.0017s0467.1.p	XP_002881202.1
OG0014557	Roisl.0017s0460.1.p	XP_002879351.1, XP_002862932.1
OG0014558	Roisl.0017s0449.1.p	XP_020884396.1
OG0014559	Roisl.0017s0444.1.p	XP_020884992.1
OG0014560	Roisl.0017s0438.1.p	XP_002862888.1, XP_020884813.1
OG0014561	Roisl.0028s0645.1.p	XP_020883684.1
OG0014562	Roisl.0028s0634.1.p	XP_020884358.1
OG0014563	Roisl.0028s0617.1.p	XP_020885026.1
OG0014564	Roisl.0017s0425.1.p	XP_020884465.1
OG0014565	Roisl.0028s0662.1.p	XP_002879414.2
OG0014566	Roisl.0028s0666.1.p	XP_002881242.2
OG0014567	Roisl.0028s0680.1.p	XP_020885802.1
OG0014568	Roisl.0028s0681.1.p	XP_002881253.1
OG0014569	Roisl.0028s0738.1.p	XP_020884988.1
OG0014570	Roisl.0012s0112.1.p	XP_020878076.1
OG0014571	Roisl.0012s0144.1.p	XP_020871038.1
OG0014572	Roisl.0012s0170.1.p	XP_002863634.1
OG0014573	Roisl.0012s0172.1.p	XP_002865401.1
OG0014574	Roisl.0012s0174.1.p	XP_020885196.1
OG0014575	Roisl.0012s0182.1.p	XP_020887519.1
OG0014576	Roisl.0012s0199.1.p	XP_020871731.1
OG0014577	Roisl.0012s0207.1.p	XP_002863621.1
OG0014578	Roisl.0012s0233.1.p	XP_020871857.1
OG0014579	Roisl.0012s0234.1.p	XP_002865381.1
OG0014580	Roisl.0012s0236.1.p	XP_020882322.1
OG0014581	Roisl.0012s0247.1.p	XP_020882653.1
OG0014582	Roisl.0022s0171.1.p	XP_020873420.1
OG0014583	Roisl.0022s0177.1.p	XP_002869678.1
OG0014584	Roisl.0022s0181.1.p	XP_020873701.1
OG0014585	Roisl.0022s0191.1.p	XP_020873826.1
OG0014586	Roisl.0022s0192.1.p	XP_020873662.1
OG0014587	Roisl.0022s0202.1.p	XP_002867605.1
OG0014588	Roisl.0022s0204.1.p	XP_002869667.1
OG0014589	Roisl.0013s0182.1.p	XP_020869567.1
OG0014590	Roisl.0013s0187.1.p	XP_020866594.1
OG0014591	Roisl.0013s0192.1.p	XP_020870936.1
OG0014592	Roisl.0013s0220.1.p	XP_020868435.1
OG0014593	Roisl.0013s0230.1.p	XP_002891343.1
OG0014594	Roisl.0015s0123.1.p	XP_002890739.1
OG0014595	Roisl.0179s0018.1.p	XP_002891306.2
OG0014596	Roisl.0004s0226.1.p	XP_020890180.1
OG0014597	Roisl.0179s0011.1.p	XP_020866912.1
OG0014598	Roisl.0066s0392.1.p	XP_020867927.1
OG0014599	Roisl.0066s0367.1.p	XP_020869075.1
OG0014600	Roisl.0066s0370.1.p	XP_002891322.1
OG0014601	Roisl.0213s0039.1.p	XP_020866751.1
OG0014602	Roisl.0213s0040.1.p	XP_020866752.1
OG0014603	Roisl.0213s0047.1.p	XP_020867333.1
OG0014604	Roisl.0213s0054.1.p	XP_020867829.1
OG0014605	Roisl.0213s0070.1.p	XP_020870328.1
OG0014606	Roisl.0213s0081.1.p	XP_002890765.1
OG0014607	Roisl.0213s0094.1.p	XP_020869960.1
OG0014608	Roisl.0213s0095.1.p	XP_020867486.1
OG0014609	Roisl.0213s0105.1.p	XP_020866526.1
OG0014610	Roisl.0213s0148.1.p	XP_020867309.1
OG0014611	Roisl.0213s0171.1.p	XP_020868984.1
OG0014612	Roisl.0213s0190.1.p	XP_020868260.1
OG0014613	Roisl.0213s0210.1.p	XP_020867240.1
OG0014614	Roisl.0213s0223.1.p	XP_002893573.1
OG0014615	Roisl.0213s0243.1.p	XP_020866852.1
OG0014616	Roisl.0213s0253.1.p	XP_002890837.1
OG0014617	Roisl.0213s0264.1.p	XP_020867365.1
OG0014618	Roisl.0213s0270.1.p	XP_002893597.2
OG0014619	Roisl.0213s0272.1.p	XP_020869707.1
OG0014620	Roisl.0213s0311.1.p	XP_020867054.1
OG0014621	Roisl.0213s0314.1.p	XP_020869912.1
OG0014622	Roisl.0213s0315.1.p	XP_020866937.1
OG0014623	Roisl.0022s0099.1.p	XP_002867661.1
OG0014624	Roisl.0213s0324.1.p	XP_020869406.1
OG0014625	Roisl.0213s0327.1.p	XP_002890884.1
OG0014626	Roisl.0213s0330.1.p	XP_020867592.1
OG0014627	Roisl.0213s0350.1.p	XP_020870636.1
OG0014628	Roisl.0213s0358.1.p	XP_020869489.1
OG0014629	Roisl.0213s0364.1.p	XP_002890913.1
OG0014630	Roisl.0213s0380.1.p	XP_020866433.1
OG0014631	Roisl.0213s0394.1.p	XP_002891131.2
OG0014632	Roisl.0213s0395.1.p	XP_020870584.1
OG0014633	Roisl.0213s0416.1.p	XP_002893847.1
OG0014634	Roisl.0213s0422.1.p	XP_002893846.1
OG0014635	Roisl.0213s0427.1.p	XP_002891146.2
OG0014636	Roisl.0213s0430.1.p	XP_002891143.1
OG0014637	Roisl.0213s0433.1.p	XP_002891141.1
OG0014638	Roisl.0213s0453.1.p	XP_002890949.1
OG0014639	Roisl.0213s0454.1.p	XP_002893686.1
OG0014640	Roisl.0213s0455.1.p	XP_020867080.1
OG0014641	Roisl.0213s0471.1.p	XP_020868050.1
OG0014642	Roisl.0213s0503.1.p	XP_020870248.1
OG0014643	Roisl.0213s0504.1.p	XP_002890970.1
OG0014644	Roisl.0213s0515.1.p	XP_020867122.1
OG0014645	Roisl.0209s0200.1.p	XP_020870448.1
OG0014646	Roisl.0209s0194.1.p	XP_020867922.1
OG0014647	Roisl.0209s0170.1.p	XP_020868035.1
OG0014648	Roisl.0011s0160.1.p	XP_020881303.1
OG0014649	Roisl.0011s0167.1.p	XP_020879961.1
OG0014650	Roisl.0011s0192.1.p	XP_002876855.1
OG0014651	Roisl.0011s0208.1.p	XP_020880940.1
OG0014652	Roisl.0011s0248.1.p	XP_020881650.1
OG0014653	Roisl.0022s0136.1.p	XP_002867635.1
OG0014654	Roisl.0011s0250.1.p	XP_002875205.1
OG0014655	Roisl.0011s0265.1.p	XP_002876889.1
OG0014656	Roisl.0011s0268.1.p	XP_020879822.1
OG0014657	Roisl.0024s0585.1.p	XP_002866731.1
OG0014658	Roisl.0024s0582.1.p	XP_002865046.1
OG0014659	Roisl.0024s0561.1.p	XP_002865030.1
OG0014660	Roisl.0024s0540.1.p	XP_002866711.1
OG0014661	Roisl.0024s0535.1.p	XP_002865012.1
OG0014662	Roisl.0024s0534.1.p	XP_020869680.1
OG0014663	Roisl.0024s0531.1.p	XP_002866709.1
OG0014664	Roisl.0024s0530.1.p	XP_020870048.1
OG0014665	Roisl.0024s0518.1.p	XP_002866703.1
OG0014666	Roisl.0024s0514.1.p	XP_020869373.1
OG0014667	Roisl.0024s0512.1.p	XP_020869366.1
OG0014668	Roisl.0024s0496.1.p	XP_020871695.1
OG0014669	Roisl.0024s0490.1.p	XP_020884750.1
OG0014670	Roisl.0024s0489.1.p	XP_020884736.1
OG0014671	Roisl.0024s0484.1.p	XP_020885157.1
OG0014672	Roisl.0024s0472.1.p	XP_020871280.1
OG0014673	Roisl.0024s0456.1.p	XP_020871722.1, XP_020873372.1
OG0014674	Roisl.0024s0448.1.p	XP_002866676.1
OG0014675	Roisl.0024s0410.1.p	XP_002866657.1
OG0014676	Roisl.0024s0406.1.p	XP_002862463.1, XP_002866653.1
OG0014677	Roisl.0024s0389.1.p	XP_020884816.1
OG0014678	Roisl.0024s0377.1.p	XP_020871756.1
OG0014679	Roisl.0024s0372.1.p	XP_020871118.1
OG0014680	Roisl.0024s0360.1.p	XP_002864918.1
OG0014681	Roisl.0024s0350.1.p	XP_020870006.1
OG0014682	Roisl.0024s0342.1.p	XP_002864909.2
OG0014683	Roisl.0024s0327.1.p	XP_002866616.1
OG0014684	Roisl.0024s0324.1.p	XP_020871870.1
OG0014685	Roisl.0024s0322.1.p	XP_002866614.1
OG0014686	Roisl.0024s0319.1.p	XP_002864897.1
OG0014687	Roisl.0024s0308.1.p	XP_002866606.1
OG0014688	Roisl.0024s0302.1.p	XP_020883660.1
OG0014689	Roisl.0024s0296.1.p	XP_020871287.1
OG0014690	Roisl.0024s0279.1.p	XP_020881877.1
OG0014691	Roisl.0024s0275.1.p	XP_020868000.1
OG0014692	Roisl.0024s0270.1.p	XP_002866583.1
OG0014693	Roisl.0024s0242.1.p	XP_020889435.1
OG0014694	Roisl.0024s0221.1.p	XP_002864847.1
OG0014695	Roisl.0024s0220.1.p	XP_020882456.1
OG0014696	Roisl.0024s0215.1.p	XP_020885649.1
OG0014697	Roisl.0024s0213.1.p	XP_002866552.1
OG0014698	Roisl.0024s0212.1.p	XP_002866551.1
OG0014699	Roisl.0066s0202.1.p	XP_002881825.1
OG0014700	Roisl.0024s0202.1.p	XP_002864843.1
OG0014701	Roisl.0024s0187.1.p	XP_020871063.1
OG0014702	Roisl.0024s0185.1.p	XP_002866534.1
OG0014703	Roisl.0024s0182.1.p	XP_020871872.1
OG0014704	Roisl.0024s0171.1.p	XP_002866527.1
OG0014705	Roisl.0024s0170.1.p	XP_020881576.1
OG0014706	Roisl.0024s0144.1.p	XP_002866508.1
OG0014707	Roisl.0024s0125.1.p	XP_020871223.1
OG0014708	Roisl.0080s0014.1.p	XP_002866484.1
OG0014709	Roisl.0080s0015.1.p	XP_002864783.1
OG0014710	Roisl.0080s0036.1.p	XP_002866474.1
OG0014711	Roisl.0080s0041.1.p	XP_002866470.1
OG0014712	Roisl.0080s0043.1.p	XP_020883417.1
OG0014713	Roisl.0080s0048.1.p	XP_020865862.1
OG0014714	Roisl.0080s0061.1.p	XP_020871023.1
OG0014715	Roisl.0080s0063.1.p	XP_020883725.1
OG0014716	Roisl.0080s0082.1.p	XP_020868734.1
OG0014717	Roisl.0080s0083.1.p	XP_020868741.1
OG0014718	Roisl.0080s0092.1.p	XP_020882381.1
OG0014719	Roisl.0080s0106.1.p	XP_020871892.1
OG0014720	Roisl.0080s0116.1.p	XP_020871240.1
OG0014721	Roisl.0080s0129.1.p	XP_020871149.1
OG0014722	Roisl.0080s0147.1.p	XP_020871858.1
OG0014723	Roisl.0011s0468.1.p	XP_002876993.1
OG0014724	Roisl.0080s0167.1.p	XP_002866406.1
OG0014725	Roisl.0080s0169.1.p	XP_020878496.1
OG0014726	Roisl.0080s0182.1.p	XP_002866399.2
OG0014727	Roisl.0210s1977.1.p	XP_020877404.1
OG0014728	Roisl.0214s0792.1.p	XP_020879570.1
OG0014729	Roisl.0210s2017.1.p	XP_002874133.1
OG0014730	Roisl.0210s2037.1.p	XP_020878586.1
OG0014731	Roisl.0210s2041.1.p	XP_002872071.1
OG0014732	Roisl.0210s2055.1.p	XP_020877897.1
OG0014733	Roisl.0179s0020.1.p	XP_002893999.1
OG0014734	Roisl.0046s0079.1.p	XP_020876298.1
OG0014735	Roisl.0209s0291.1.p	XP_002875755.1
OG0014736	Roisl.0046s0098.1.p	XP_020877540.1
OG0014737	Roisl.0046s0099.1.p	XP_020878968.1
OG0014738	Roisl.0046s0100.1.p	XP_020877987.1
OG0014739	Roisl.0046s0105.1.p	XP_020879053.1
OG0014740	Roisl.0046s0108.1.p	XP_002874189.1
OG0014741	Roisl.0046s0111.1.p	XP_020877413.1
OG0014742	Roisl.0046s0127.1.p	XP_020877943.1
OG0014743	Roisl.0046s0128.1.p	XP_002874202.2
OG0014744	Roisl.0184s0027.1.p	XP_020877534.1
OG0014745	Roisl.0046s0132.1.p	XP_020877597.1
OG0014746	Roisl.0046s0139.1.p	XP_002874210.1
OG0014747	Roisl.0046s0152.1.p	XP_020878658.1
OG0014748	Roisl.0046s0160.1.p	XP_002872128.1
OG0014749	Roisl.0046s0162.1.p	XP_002872129.1
OG0014750	Roisl.0046s0166.1.p	XP_020878643.1
OG0014751	Roisl.0046s0172.1.p	XP_020876188.1
OG0014752	Roisl.0046s0211.1.p	XP_002874251.1
OG0014753	Roisl.0046s0272.1.p	XP_002874285.1
OG0014754	Roisl.0046s0281.1.p	XP_020877867.1
OG0014755	Roisl.0046s0283.1.p	XP_020877863.1
OG0014756	Roisl.0046s0285.1.p	XP_002874297.1
OG0014757	Roisl.0046s0293.1.p	XP_020878525.1
OG0014758	Roisl.0210s1655.1.p	XP_002873945.1
OG0014759	Roisl.0210s1686.1.p	XP_020877021.1
OG0014760	Roisl.0210s1706.1.p	XP_020879092.1
OG0014761	Roisl.0210s1726.1.p	XP_020877903.1
OG0014762	Roisl.0210s1734.1.p	XP_020878817.1
OG0014763	Roisl.0210s1751.1.p	XP_002871930.1
OG0014764	Roisl.0210s1765.1.p	XP_002873995.1
OG0014765	Roisl.0210s1767.1.p	XP_020877338.1
OG0014766	Roisl.0210s1768.1.p	XP_002873997.1
OG0014767	Roisl.0210s1784.1.p	XP_020878283.1
OG0014768	Roisl.0210s1785.1.p	XP_002871948.1
OG0014769	Roisl.0210s1790.1.p	XP_020876534.1
OG0014770	Roisl.0210s1815.1.p	XP_020876315.1
OG0014771	Roisl.0210s1830.1.p	XP_020877348.1
OG0014772	Roisl.0210s1848.1.p	XP_002871975.1
OG0014773	Roisl.0210s1865.1.p	XP_020877378.1
OG0014774	Roisl.0210s1872.1.p	XP_020877830.1
OG0014775	Roisl.0210s1873.1.p	XP_002874050.1
OG0014776	Roisl.0191s0130.1.p	XP_020869159.1
OG0014777	Roisl.0210s1888.1.p	XP_002871997.1
OG0014778	Roisl.0210s1903.1.p	XP_002874069.1
OG0014779	Roisl.0210s1904.1.p	XP_002872000.1
OG0014780	Roisl.0210s1911.1.p	XP_002872003.1
OG0014781	Roisl.0210s1932.1.p	XP_020877267.1
OG0014782	Roisl.0210s1943.1.p	XP_020875820.1
OG0014783	Roisl.0053s0210.1.p	XP_020888776.1
OG0014784	Roisl.0210s1946.1.p	XP_002874099.1
OG0014785	Roisl.0210s1949.1.p	XP_020879585.1
OG0014786	Roisl.0075s0016.1.p	XP_002865567.1, XP_002865566.1
OG0014787	Roisl.0031s0134.1.p	XP_002865980.1
OG0014788	Roisl.0080s0195.1.p	XP_002866393.1
OG0014789	Roisl.0080s0211.1.p	XP_002866385.1
OG0014790	Roisl.0080s0213.1.p	XP_002864694.1
OG0014791	Roisl.0080s0216.1.p	XP_020884993.1
OG0014792	Roisl.0080s0219.1.p	XP_020869950.1
OG0014793	Roisl.0080s0253.1.p	XP_020889262.1
OG0014794	Roisl.0073s0001.1.p, Roisl.0073s0040.1.p	XP_002877219.1
OG0014795	Roisl.0080s0290.1.p	XP_002864653.2
OG0014796	Roisl.0080s0297.1.p	XP_002866347.1
OG0014797	Roisl.0080s0336.1.p	XP_020881159.1
OG0014798	Roisl.0213s0792.1.p	XP_020875113.1
OG0014799	Roisl.0080s0342.1.p	XP_002864632.1
OG0014800	Roisl.0080s0346.1.p	XP_020867792.1
OG0014802	Roisl.0080s0362.1.p	XP_002866320.1
OG0014803	Roisl.0080s0379.1.p	XP_020890342.1
OG0014804	Roisl.0080s0381.1.p	XP_002866311.1
OG0014805	Roisl.0080s0420.1.p	XP_020889219.1
OG0014806	Roisl.0080s0431.1.p	XP_002866280.1
OG0014807	Roisl.0080s0438.1.p	XP_020886848.1
OG0014808	Roisl.0080s0439.1.p	XP_020886863.1
OG0014809	Roisl.0080s0450.1.p	XP_020886357.1
OG0014810	Roisl.0080s0464.1.p	XP_002866256.2
OG0014811	Roisl.0080s0471.1.p	XP_020878393.1
OG0014812	Roisl.0080s0473.1.p	XP_020878324.1
OG0014813	Roisl.0080s0479.1.p	XP_020872018.1
OG0014814	Roisl.0080s0481.1.p	XP_002866251.1
OG0014815	Roisl.0080s0539.1.p	XP_002864520.1
OG0014816	Roisl.0080s0483.1.p	XP_002864548.1
OG0014817	Roisl.0080s0486.1.p	XP_020877910.1
OG0014818	Roisl.0080s0501.1.p	XP_020881277.1
OG0014819	Roisl.0080s0503.1.p	XP_002864538.1
OG0014820	Roisl.0080s0522.1.p	XP_002864527.1
OG0014821	Roisl.0080s0524.1.p	XP_002866226.1
OG0014822	Roisl.0080s0529.1.p	XP_020871974.1
OG0014823	Roisl.0080s0532.1.p	XP_020877208.1
OG0014824	Roisl.0080s0535.1.p	XP_002864523.1
OG0014825	Roisl.0082s0362.1.p, Roisl.0080s0560.1.p	XP_020871733.1
OG0014826	Roisl.0080s0562.1.p	XP_020871747.1
OG0014827	Roisl.0011s0073.1.p	XP_020882314.1
OG0014828	Roisl.0066s0086.1.p	XP_002884119.1
OG0014829	Roisl.0045s0094.1.p	XP_020889535.1
OG0014830	Roisl.0080s0601.1.p	XP_020890930.1
OG0014831	Roisl.0080s0600.1.p	XP_020890946.1
OG0014832	Roisl.0080s0588.1.p	XP_020879931.1
OG0014833	Roisl.0080s0641.1.p	XP_020885444.1
OG0014834	Roisl.0080s0642.1.p	XP_002864476.2
OG0014835	Roisl.0080s0657.1.p	XP_002864470.1
OG0014836	Roisl.0080s0706.1.p	XP_002866130.1
OG0014837	Roisl.0080s0719.1.p	XP_002864430.1, XP_002864433.1, XP_002886968.2
OG0014838	Roisl.0080s0722.1.p	XP_002866125.1
OG0014839	Roisl.0080s0759.1.p	XP_002866111.1
OG0014840	Roisl.0080s0739.1.p	XP_020871163.1
OG0014841	Roisl.0080s0741.1.p	XP_020871159.1
OG0014842	Roisl.0080s0745.1.p	XP_002864416.1
OG0014843	Roisl.0080s0749.1.p	XP_020871082.1
OG0014844	Roisl.0080s0751.1.p	XP_020871295.1
OG0014845	Roisl.0080s0758.1.p	XP_002866112.1
OG0014846	Roisl.0080s0775.1.p	XP_002864399.1
OG0014847	Roisl.0080s0783.1.p	XP_020871596.1
OG0014848	Roisl.0080s0789.1.p	XP_020871602.1
OG0014849	Roisl.0080s0855.1.p	XP_020871989.1
OG0014850	Roisl.0046s0895.1.p	XP_020882142.1
OG0014851	Roisl.0046s0877.1.p	XP_020880732.1
OG0014852	Roisl.0046s0863.1.p	XP_002877665.1
OG0014853	Roisl.0046s0846.1.p	XP_020882379.1
OG0014854	Roisl.0046s0823.1.p	XP_002877640.1
OG0014855	Roisl.0046s0821.1.p	XP_002875936.2
OG0014856	Roisl.0046s0804.1.p	XP_020879950.1
OG0014857	Roisl.0204s0180.1.p	XP_020868561.1
OG0014858	Roisl.0082s0422.1.p	XP_002872832.1
OG0014859	Roisl.0210s0488.1.p	XP_002873311.1
OG0014860	Roisl.0210s0479.1.p	XP_020876114.1
OG0014861	Roisl.0017s0289.1.p	XP_020883224.1
OG0014862	Roisl.0210s0452.1.p	XP_020877918.1
OG0014863	Roisl.0210s0439.1.p	XP_020878707.1
OG0014864	Roisl.0210s0425.1.p	XP_002873283.1
OG0014865	Roisl.0210s0418.1.p	XP_002873282.1
OG0014866	Roisl.0210s0412.1.p	XP_002873280.2
OG0014867	Roisl.0210s0407.1.p	XP_020878085.1
OG0014868	Roisl.0042s0008.1.p	XP_002873264.1
OG0014869	Roisl.0042s0026.1.p	XP_020878940.1
OG0014870	Roisl.0083s0002.1.p	XP_002888290.1
OG0014871	Roisl.0042s0055.1.p	XP_002871197.1
OG0014872	Roisl.0042s0056.1.p	XP_002873236.1
OG0014873	Roisl.0008s0230.1.p	XP_002869733.1
OG0014874	Roisl.0042s0066.1.p	XP_020876053.1
OG0014875	Roisl.0042s0067.1.p	XP_020876054.1
OG0014876	Roisl.0042s0068.1.p	XP_002871190.1
OG0014877	Roisl.0042s0070.1.p	XP_020876019.1
OG0014879	Roisl.0042s0086.1.p	XP_002871181.2
OG0014880	Roisl.0042s0088.1.p	XP_002873224.1
OG0014881	Roisl.0042s0092.1.p	XP_002873223.1
OG0014882	Roisl.0042s0099.1.p	XP_020875941.1
OG0014883	Roisl.0042s0101.1.p	XP_002871176.1
OG0014884	Roisl.0042s0127.1.p	XP_002871154.1
OG0014885	Roisl.0042s0142.1.p	XP_020876003.1
OG0014886	Roisl.0042s0143.1.p	XP_002871145.1
OG0014887	Roisl.0042s0150.1.p	XP_002871141.1
OG0014889	Roisl.0042s0156.1.p	XP_020875985.1
OG0014890	Roisl.0030s0216.1.p	XP_020875911.1
OG0014891	Roisl.0030s0200.1.p	XP_020878553.1
OG0014892	Roisl.0030s0184.1.p	XP_020877011.1
OG0014893	Roisl.0011s0129.1.p	XP_020880651.1
OG0014894	Roisl.0030s0180.1.p	XP_002873153.1
OG0014895	Roisl.0030s0170.1.p	XP_020876998.1
OG0014896	Roisl.0030s0166.1.p	XP_002871089.1
OG0014897	Roisl.0030s0158.1.p	XP_020878108.1
OG0014898	Roisl.0030s0157.1.p	XP_020878106.1
OG0014899	Roisl.0030s0151.1.p	XP_002873140.1
OG0014900	Roisl.0030s0142.1.p	XP_020879167.1
OG0014901	Roisl.0030s0137.1.p	XP_002871075.1
OG0014902	Roisl.0030s0122.1.p	XP_020878879.1
OG0014903	Roisl.0030s0119.1.p	XP_002873123.1
OG0014904	Roisl.0030s0112.1.p	XP_002873119.1
OG0014905	Roisl.0053s0072.1.p	XP_002870443.1
OG0014906	Roisl.0030s0094.1.p	XP_020879121.1
OG0014907	Roisl.0030s0089.1.p	XP_020876833.1
OG0014908	Roisl.0030s0088.1.p	XP_002871050.1
OG0014909	Roisl.0030s0085.1.p	XP_002871048.1
OG0014910	Roisl.0030s0068.1.p	XP_020879354.1
OG0014911	Roisl.0030s0056.1.p	XP_020878459.1
OG0014912	Roisl.0030s0051.1.p	XP_020878745.1
OG0014913	Roisl.0030s0028.1.p	XP_020878483.1
OG0014914	Roisl.0034s0164.1.p	XP_020879556.1
OG0014915	Roisl.0034s0165.1.p	XP_020879559.1
OG0014916	Roisl.0034s0168.1.p	XP_020877320.1
OG0014918	Roisl.0034s0141.1.p	XP_002870970.1
OG0014919	Roisl.0034s0130.1.p	XP_002870965.1
OG0014920	Roisl.0034s0125.1.p	XP_002870960.1
OG0014921	Roisl.0034s0124.1.p	XP_020876146.1
OG0014922	Roisl.0034s0112.1.p	XP_020879312.1
OG0014923	Roisl.0034s0110.1.p	XP_020878475.1
OG0014924	Roisl.0034s0105.1.p	XP_020878182.1
OG0014925	Roisl.0034s0102.1.p	XP_002870943.1
OG0014926	Roisl.0034s0099.1.p	XP_020879245.1
OG0014927	Roisl.0034s0092.1.p	XP_020878113.1
OG0014928	Roisl.0034s0080.1.p	XP_002870933.2
OG0014929	Roisl.0034s0069.1.p	XP_002870927.1
OG0014930	Roisl.0034s0067.1.p	XP_002873014.1
OG0014931	Roisl.0034s0064.1.p	XP_020878692.1
OG0014932	Roisl.0034s0062.1.p	XP_002870921.1
OG0014933	Roisl.0034s0060.1.p	XP_020876775.1
OG0014934	Roisl.0034s0055.1.p	XP_002873008.1
OG0014935	Roisl.0034s0054.1.p	XP_002873007.1
OG0014937	Roisl.0034s0046.1.p	XP_002870910.1
OG0014938	Roisl.0034s0040.1.p	XP_020879361.1
OG0014939	Roisl.0034s0016.1.p	XP_020878416.1
OG0014940	Roisl.0034s0014.1.p	XP_020875802.1
OG0014941	Roisl.0034s0013.1.p	XP_002872985.1
OG0014942	Roisl.0034s0010.1.p	XP_020875792.1
OG0014943	Roisl.0079s0212.1.p	XP_002882571.1
OG0014944	Roisl.0034s0007.1.p	XP_002872983.1
OG0014945	Roisl.0009s0150.1.p	XP_002868636.1
OG0014946	Roisl.0009s0108.1.p	XP_002870648.1
OG0014947	Roisl.0009s0092.1.p	XP_020874063.1
OG0014948	Roisl.0009s0065.1.p	XP_002868583.1
OG0014950	Roisl.0115s0031.1.p	XP_020890013.1
OG0014951	Roisl.0115s0025.1.p	XP_002887854.1
OG0014952	Roisl.0115s0010.1.p	XP_020891112.1
OG0014953	Roisl.0115s0012.1.p	XP_002889324.1
OG0014954	Roisl.0115s0013.1.p	XP_020891113.1
OG0014955	Roisl.0115s0017.1.p	XP_002887860.1
OG0014956	Roisl.0115s0039.1.p	XP_002887850.1
OG0014957	Roisl.0115s0046.1.p	XP_020891577.1
OG0014958	Roisl.0115s0054.1.p	XP_002887842.1
OG0014959	Roisl.0115s0066.1.p	XP_020891380.1
OG0014960	Roisl.0115s0070.1.p	XP_002887835.1
OG0014961	Roisl.0115s0076.1.p	XP_002889294.1
OG0014962	Roisl.0115s0110.1.p	XP_002889280.1
OG0014963	Roisl.0115s0136.1.p	XP_020890637.1
OG0014964	Roisl.0115s0142.1.p	XP_002889268.1
OG0014965	Roisl.0046s0398.1.p	XP_020876948.1
OG0014966	Roisl.0115s0174.1.p	XP_020865651.1
OG0014967	Roisl.0115s0182.1.p	XP_020890643.1
OG0014968	Roisl.0115s0185.1.p	XP_020891332.1
OG0014969	Roisl.0015s0074.1.p	XP_002893449.1
OG0014970	Roisl.0115s0210.1.p	XP_002889234.1
OG0014971	Roisl.0115s0211.1.p	XP_020865900.1
OG0014972	Roisl.0115s0216.1.p	XP_002889230.1
OG0014973	Roisl.0082s0496.1.p	XP_020885231.1
OG0014974	Roisl.0115s0228.1.p	XP_020890437.1
OG0014975	Roisl.0115s0233.1.p	XP_020890442.1
OG0014976	Roisl.0115s0236.1.p	XP_002889219.1
OG0014977	Roisl.0115s0237.1.p	XP_002887761.1
OG0014978	Roisl.0115s0252.1.p	XP_020890450.1
OG0014979	Roisl.0115s0256.1.p	XP_020890444.1
OG0014980	Roisl.0004s0035.1.p	XP_002889201.1
OG0014981	Roisl.0004s0096.1.p	XP_002889172.1
OG0014982	Roisl.0004s0098.1.p	XP_020891026.1
