Orthogroup	Rorippa_islandica	Capsella_rubella
OG0015985	Roisl.0074s0943.1.p	XP_006296680.1
OG0015986	Roisl.0074s0942.1.p	XP_006297747.1
OG0015987	Roisl.0074s0928.1.p	XP_006297588.1
OG0015988	Roisl.0074s0916.1.p	XP_006299773.1
OG0015990	Roisl.0074s0894.1.p	XP_006299660.1
OG0015991	Roisl.0074s0881.1.p	XP_006299957.1
OG0015992	Roisl.0074s0874.1.p	XP_023642509.1
OG0015994	Roisl.0001s0544.1.p	XP_006297748.1
OG0015995	Roisl.0074s0849.1.p	XP_006297210.1
OG0015996	Roisl.0074s0800.1.p	XP_023641445.1
OG0015997	Roisl.0074s0798.1.p	XP_006298394.1
OG0015998	Roisl.0074s0793.1.p	XP_023641676.1
OG0015999	Roisl.0074s0774.1.p	XP_006298936.1
OG0016000	Roisl.0074s0771.1.p	XP_006299728.1
OG0016001	Roisl.0074s0756.1.p	XP_006298543.1
OG0016002	Roisl.0074s0748.1.p	XP_006299331.1
OG0016003	Roisl.0074s0731.1.p	XP_006299048.1
OG0016004	Roisl.0074s0720.1.p	XP_006300142.1
OG0016005	Roisl.0011s0056.1.p	XP_006291937.1
OG0016006	Roisl.0074s0686.1.p	XP_006299370.1
OG0016007	Roisl.0074s0634.1.p	XP_006298657.1
OG0016008	Roisl.0074s0619.1.p	XP_006298908.1
OG0016009	Roisl.0074s0607.1.p	XP_006298198.2
OG0016010	Roisl.0074s0603.1.p, Roisl.0074s0605.1.p	XP_023642153.1
OG0016011	Roisl.0074s0596.1.p	XP_023642221.1
OG0016012	Roisl.0074s0594.1.p	XP_006296696.1
OG0016013	Roisl.0074s0575.1.p	XP_006297276.1
OG0016014	Roisl.0074s0556.1.p	XP_023642801.1
OG0016015	Roisl.0074s0525.1.p	XP_006297552.1
OG0016016	Roisl.0074s0515.1.p	XP_006298113.1
OG0016017	Roisl.0074s0490.1.p	XP_006298693.1
OG0016018	Roisl.0074s0481.1.p	XP_006297516.1
OG0016019	Roisl.0074s0479.1.p	XP_006300241.1
OG0016020	Roisl.0074s0477.1.p	XP_006297254.1
OG0016021	Roisl.0074s0458.1.p	XP_006298294.1
OG0016022	Roisl.0074s0441.1.p	XP_006299186.1
OG0016023	Roisl.0074s0437.1.p	XP_023642145.1
OG0016024	Roisl.0074s0415.1.p	XP_023642045.1
OG0016025	Roisl.0074s0393.1.p	XP_006298789.2
OG0016026	Roisl.0022s0289.1.p	XP_023634863.1
OG0016027	Roisl.0074s0359.1.p	XP_006298773.1
OG0016028	Roisl.0074s0353.1.p	XP_006297092.1
OG0016029	Roisl.0074s0326.1.p	XP_023642070.1
OG0016030	Roisl.0074s0319.1.p	XP_006299403.2
OG0016031	Roisl.0074s0318.1.p	XP_023642791.1
OG0016032	Roisl.0074s0317.1.p	XP_006298435.1
OG0016033	Roisl.0074s0314.1.p	XP_006298114.1
OG0016034	Roisl.0074s0290.1.p	XP_006297304.2
OG0016035	Roisl.0074s0289.1.p	XP_006298642.2
OG0016036	Roisl.0074s0276.1.p	XP_006298496.1
OG0016037	Roisl.0074s0252.1.p	XP_006297320.1
OG0016038	Roisl.0074s0244.1.p	XP_006298187.1
OG0016039	Roisl.0074s0241.1.p	XP_006297126.1
OG0016040	Roisl.0074s0221.1.p	XP_006297573.1
OG0016041	Roisl.0074s0215.1.p	XP_006297734.1
OG0016043	Roisl.0074s0195.1.p	XP_023642482.1
OG0016044	Roisl.0074s0173.1.p	XP_006300245.2
OG0016045	Roisl.0074s0155.1.p	XP_006299054.1
OG0016046	Roisl.0074s0148.1.p	XP_006298697.2
OG0016047	Roisl.0074s0144.1.p	XP_006299635.1
OG0016048	Roisl.0074s0137.1.p	XP_006299483.1
OG0016049	Roisl.0074s0134.1.p	XP_006297202.1
OG0016050	Roisl.0074s0132.1.p	XP_006297248.1
OG0016051	Roisl.0074s0126.1.p	XP_006296830.1
OG0016052	Roisl.0214s0289.1.p	XP_006281554.1
OG0016053	Roisl.0074s0110.1.p	XP_006298957.1
OG0016054	Roisl.0074s0093.1.p	XP_006296982.1
OG0016055	Roisl.0074s0078.1.p	XP_006296923.1
OG0016056	Roisl.0074s0068.1.p	XP_023641197.1
OG0016057	Roisl.0074s0065.1.p	XP_023642645.1
OG0016058	Roisl.0074s0054.1.p	XP_006299842.1
OG0016059	Roisl.0074s0051.1.p	XP_023642079.1
OG0016060	Roisl.0074s0043.1.p	XP_006299375.1
OG0016061	Roisl.0074s0041.1.p	XP_023641591.1
OG0016062	Roisl.0074s0026.1.p	XP_023642538.1
OG0016064	Roisl.0074s0016.1.p	XP_006296994.1
OG0016065	Roisl.0074s0013.1.p	XP_006298745.1
OG0016066	Roisl.0074s0011.1.p	XP_023641830.1
OG0016067	Roisl.0074s0012.1.p	XP_006296929.2
OG0016068	Roisl.0074s0002.1.p	XP_006297790.1
OG0016069	Roisl.0028s0011.1.p	XP_006297582.1
OG0016070	Roisl.0028s0012.1.p	XP_006297988.1
OG0016071	Roisl.0115s0269.1.p	XP_006297200.1
OG0016072	Roisl.0115s0272.1.p	XP_006297934.1
OG0016073	Roisl.0115s0283.1.p	XP_006300009.1
OG0016074	Roisl.0115s0291.1.p	XP_006296879.1
OG0016075	Roisl.0115s0292.1.p	XP_006298467.1
OG0016076	Roisl.0115s0305.1.p	XP_006298503.1
OG0016077	Roisl.0115s0317.1.p	XP_006297584.1
OG0016078	Roisl.0115s0334.1.p	XP_006299613.2
OG0016079	Roisl.0115s0342.1.p	XP_006296919.1
OG0016080	Roisl.0115s0347.1.p	XP_006297113.1
OG0016081	Roisl.0115s0374.1.p	XP_023641567.1
OG0016082	Roisl.0115s0377.1.p	XP_006297698.1
OG0016083	Roisl.0115s0395.1.p	XP_023642200.1
OG0016084	Roisl.0115s0399.1.p	XP_006300184.1
OG0016085	Roisl.0115s0406.1.p	XP_006297133.1
OG0016086	Roisl.0115s0416.1.p	XP_006299878.1
OG0016087	Roisl.0115s0421.1.p	XP_006298296.1
OG0016088	Roisl.0031s0044.1.p	XP_006280638.1
OG0016089	Roisl.0031s0041.1.p	XP_006280339.2
OG0016090	Roisl.0031s0039.1.p	XP_006281914.1
OG0016091	Roisl.0031s0024.1.p	XP_023637992.1
OG0016092	Roisl.0066s0423.1.p	XP_023642147.1
OG0016093	Roisl.0009s0295.1.p	XP_006284269.1
OG0016094	Roisl.0009s0296.1.p	XP_023634809.1
OG0016095	Roisl.0022s0078.1.p	XP_006284405.1
OG0016096	Roisl.0213s0831.1.p	XP_006284346.2
OG0016097	Roisl.0213s0811.1.p	XP_006283665.1
OG0016098	Roisl.0213s0794.1.p	XP_006282882.1
OG0016099	Roisl.0080s0616.1.p	XP_023633425.1
OG0016100	Roisl.0032s0007.1.p	XP_006293303.1
OG0016101	Roisl.0032s0026.1.p	XP_006285023.1
OG0016102	Roisl.0032s0028.1.p	XP_023633925.1
OG0016103	Roisl.0064s0010.1.p	XP_023634911.1
OG0016104	Roisl.0008s0094.1.p	XP_023634514.1
OG0016105	Roisl.0184s0163.1.p	XP_023638972.1
OG0016106	Roisl.0041s0030.1.p	XP_006280492.2
OG0016107	Roisl.0041s0018.1.p	XP_006280608.1
OG0016108	Roisl.0041s0012.1.p	XP_006280050.1
OG0016109	Roisl.0053s0304.1.p	XP_006298598.2
OG0016110	Roisl.0053s0354.1.p	XP_006297681.1
OG0016111	Roisl.0053s0369.1.p	XP_006298479.1
OG0016112	Roisl.0053s0380.1.p	XP_006297409.1
OG0016113	Roisl.0214s0521.1.p	XP_006298774.1
OG0016114	Roisl.0115s0638.1.p	XP_006299940.1
OG0016115	Roisl.0115s0608.1.p	XP_023642494.1
OG0016116	Roisl.0115s0597.1.p	XP_006299103.1
OG0016117	Roisl.0012s0113.1.p, Roisl.0115s0516.1.p	XP_023641806.1
OG0016118	Roisl.0115s0511.1.p	XP_006297865.1
OG0016119	Roisl.0115s0509.1.p	XP_006298779.1
OG0016120	Roisl.0115s0505.1.p	XP_006299891.1
OG0016121	Roisl.0115s0485.1.p	XP_006298007.2
OG0016122	Roisl.0115s0482.1.p	XP_006298250.2
OG0016123	Roisl.0115s0473.1.p	XP_006297135.1
OG0016124	Roisl.0115s0417.1.p	XP_023642211.1
OG0016125	Roisl.0003s0039.1.p	XP_006285674.1
OG0016126	Roisl.0003s0004.1.p	XP_006283119.1
OG0016127	Roisl.0012s0080.1.p	XP_023644054.1
OG0016128	Roisl.0024s0020.1.p	XP_006302789.1
OG0016129	Roisl.0024s0018.1.p	XP_023643360.1
OG0016130	Roisl.0055s0003.1.p	XP_006302104.1
OG0016131	Roisl.0055s0016.1.p	XP_006300544.1
OG0016132	Roisl.0209s0093.1.p	XP_006302286.1
OG0016133	Roisl.0209s0089.1.p	XP_006302700.1
OG0016134	Roisl.0209s0031.1.p	XP_006300806.1
OG0016135	Roisl.0209s0040.1.p	XP_006302171.1
OG0016136	Roisl.0209s0050.1.p	XP_006302313.2
OG0016137	Roisl.0209s0051.1.p	XP_006301376.1
OG0016138	Roisl.0213s0874.1.p	XP_023642983.1
OG0016139	Roisl.0214s0761.1.p	XP_006300706.2
OG0016140	Roisl.0195s0031.1.p	XP_006300479.1
OG0016141	Roisl.0083s0015.1.p	XP_006279918.1
OG0016142	Roisl.0083s0004.1.p	XP_006302143.2
OG0016143	Roisl.0021s0626.1.p	XP_023643188.1
OG0016144	Roisl.0194s0069.1.p	XP_023642882.1
OG0016145	Roisl.0083s0035.1.p	XP_006300408.1
OG0016146	Roisl.0210s1597.1.p	XP_006287631.1
OG0016147	Roisl.0210s1595.1.p	XP_006287368.1
OG0016148	Roisl.0210s1589.1.p	XP_006287826.1
OG0016149	Roisl.0210s1588.1.p	XP_006287025.1
OG0016150	Roisl.0210s1581.1.p	XP_006286401.1
OG0016151	Roisl.0210s1576.1.p	XP_006289483.1
OG0016152	Roisl.0210s1562.1.p	XP_006289251.1
OG0016153	Roisl.0210s1545.1.p	XP_006287650.2
OG0016154	Roisl.0210s1535.1.p	XP_006289709.1
OG0016155	Roisl.0210s1530.1.p	XP_006289696.1
OG0016156	Roisl.0210s1529.1.p	XP_006288483.1
OG0016157	Roisl.0046s0467.1.p	XP_006287784.1
OG0016158	Roisl.0068s0014.1.p	XP_006282171.1
OG0016159	Roisl.0036s0080.1.p	XP_006281170.2
OG0016160	Roisl.0068s0012.1.p	XP_023642506.1
OG0016162	Roisl.0214s0387.1.p	XP_006297289.1
OG0016163	Roisl.0046s1203.1.p	XP_006291191.1
OG0016164	Roisl.0046s1200.1.p	XP_006292375.2
OG0016165	Roisl.0046s1197.1.p	XP_006291364.1
OG0016166	Roisl.0046s1185.1.p	XP_006290738.1
OG0016167	Roisl.0046s1181.1.p	XP_006292369.2
OG0016168	Roisl.0046s1165.1.p	XP_023639233.1
OG0016169	Roisl.0046s1154.1.p	XP_006292000.1
OG0016170	Roisl.0009s0016.1.p	XP_006282634.1
OG0016171	Roisl.0046s1151.1.p	XP_006291700.1
OG0016172	Roisl.0046s1139.1.p	XP_023638388.1
OG0016173	Roisl.0046s1138.1.p	XP_006291668.1
OG0016174	Roisl.0046s1134.1.p	XP_006292185.1
OG0016175	Roisl.0046s1112.1.p	XP_006290847.1
OG0016176	Roisl.0046s1109.1.p	XP_006291778.2
OG0016177	Roisl.0046s1106.1.p	XP_006291288.1
OG0016178	Roisl.0046s1102.1.p	XP_006291174.1
OG0016179	Roisl.0046s1091.1.p	XP_006292663.2
OG0016180	Roisl.0046s1081.1.p	XP_023638335.1
OG0016181	Roisl.0046s1080.1.p	XP_023639307.1
OG0016182	Roisl.0046s1074.1.p	XP_006291123.1
OG0016183	Roisl.0210s0005.1.p	XP_023644677.1
OG0016184	Roisl.0210s0013.1.p	XP_023644716.1
OG0016185	Roisl.0210s0015.1.p	XP_006305182.2
OG0016186	Roisl.0210s0029.1.p	XP_023633010.1
OG0016187	Roisl.0210s0031.1.p	XP_006307695.1
OG0016188	Roisl.0210s0034.1.p	XP_023644739.1
OG0016189	Roisl.0210s0043.1.p	XP_006305215.1
OG0016190	Roisl.0210s0044.1.p	XP_006306838.2
OG0016191	Roisl.0210s0045.1.p	XP_006303692.1
OG0016192	Roisl.0210s0046.1.p	XP_006305307.1
OG0016193	Roisl.0210s0055.1.p	XP_023645093.1
OG0016194	Roisl.0210s0063.1.p	XP_006307592.1
OG0016195	Roisl.0210s0109.1.p, Roisl.0210s0065.1.p	XP_006307577.1
OG0016196	Roisl.0210s0069.1.p	XP_023645161.1
OG0016197	Roisl.0210s0081.1.p	XP_006303976.1
OG0016198	Roisl.0210s0091.1.p	XP_006305749.1
OG0016199	Roisl.0210s0097.1.p	XP_006307480.1
OG0016200	Roisl.0210s0108.1.p	XP_006307379.1
OG0016201	Roisl.0210s0111.1.p	XP_006306019.1
OG0016202	Roisl.0210s0114.1.p	XP_023645242.1
OG0016203	Roisl.0210s0151.1.p	XP_006303980.1
OG0016204	Roisl.0201s0013.1.p	XP_006293074.1
OG0016205	Roisl.0210s0158.1.p	XP_006304532.2
OG0016206	Roisl.0210s0160.1.p	XP_006305510.1
OG0016207	Roisl.0210s0168.1.p	XP_006307128.2
OG0016208	Roisl.0210s0180.1.p	XP_006306036.1
OG0016209	Roisl.0210s0190.1.p	XP_006305036.1
OG0016210	Roisl.0210s0191.1.p	XP_006306829.1
OG0016211	Roisl.0210s0198.1.p	XP_006303299.1
OG0016212	Roisl.0210s0210.1.p	XP_006303463.1
OG0016213	Roisl.0210s0249.1.p	XP_006306852.1
OG0016214	Roisl.0210s0262.1.p	XP_006305556.1
OG0016215	Roisl.0210s0276.1.p	XP_006306694.1
OG0016216	Roisl.0210s0277.1.p	XP_006306146.2
OG0016217	Roisl.0210s0279.1.p	XP_023645271.1
OG0016218	Roisl.0210s0294.1.p	XP_006306944.1
OG0016219	Roisl.0210s0300.1.p	XP_006305658.2
OG0016220	Roisl.0210s0304.1.p	XP_006305052.1
OG0016221	Roisl.0210s0309.1.p	XP_006306750.1
OG0016222	Roisl.0210s0317.1.p	XP_023645335.1
OG0016223	Roisl.0210s0339.1.p	XP_006304427.1
OG0016224	Roisl.0210s0352.1.p	XP_006307620.1
OG0016225	Roisl.0210s0367.1.p	XP_006303192.1
OG0016226	Roisl.0091s0694.1.p	XP_006304026.1
OG0016227	Roisl.0091s0697.1.p	XP_006303956.1
OG0016228	Roisl.0091s0704.1.p	XP_006303397.1
OG0016229	Roisl.0091s0733.1.p	XP_006306024.2
OG0016230	Roisl.0091s0737.1.p	XP_006305960.1
OG0016231	Roisl.0091s0744.1.p	XP_023645134.1
OG0016232	Roisl.0091s0745.1.p	XP_006307306.1
OG0016233	Roisl.0091s0746.1.p	XP_006304927.1
OG0016234	Roisl.0091s0757.1.p	XP_006303288.1
OG0016235	Roisl.0091s0761.1.p	XP_006305299.1
OG0016237	Roisl.0091s0787.1.p	XP_023645241.1
OG0016238	Roisl.0091s0790.1.p	XP_006303489.1
OG0016239	Roisl.0091s0793.1.p	XP_006307640.1
OG0016240	Roisl.0091s0795.1.p	XP_023644600.1
OG0016241	Roisl.0091s0800.1.p	XP_006303862.1
OG0016242	Roisl.0091s0819.1.p	XP_006307375.1
OG0016243	Roisl.0091s0826.1.p	XP_006303916.2
OG0016244	Roisl.0091s0845.1.p	XP_006303960.2
OG0016245	Roisl.0091s0846.1.p	XP_023645476.1
OG0016246	Roisl.0091s0848.1.p	XP_023632839.1
OG0016247	Roisl.0091s0854.1.p	XP_006306029.1
OG0016248	Roisl.0189s0052.1.p	XP_006302547.2
OG0016249	Roisl.0091s0907.1.p	XP_006304189.1
OG0016250	Roisl.0091s0912.1.p	XP_006306038.1
OG0016251	Roisl.0091s0919.1.p	XP_006304917.1
OG0016252	Roisl.0091s0920.1.p	XP_006306354.1
OG0016253	Roisl.0091s0923.1.p	XP_006305018.1
OG0016254	Roisl.0091s0934.1.p	XP_006306187.2
OG0016255	Roisl.0091s0936.1.p	XP_006306676.1
OG0016256	Roisl.0091s0940.1.p	XP_023644689.1
OG0016257	Roisl.0091s0947.1.p	XP_006307051.1
OG0016258	Roisl.0091s0949.1.p	XP_006306699.1
OG0016259	Roisl.0091s0956.1.p	XP_006306181.1
OG0016260	Roisl.0091s0962.1.p	XP_006306042.1
OG0016261	Roisl.0091s0966.1.p	XP_006303732.1
OG0016262	Roisl.0091s0971.1.p	XP_023645015.1
OG0016263	Roisl.0091s0973.1.p	XP_006303302.1
OG0016264	Roisl.0091s0994.1.p	XP_006307401.1
OG0016265	Roisl.0045s0015.1.p	XP_023642135.1
OG0016266	Roisl.0008s0252.1.p	XP_006285997.1
OG0016267	Roisl.0091s1019.1.p, Roisl.0204s0149.1.p	XP_006305830.2
OG0016268	Roisl.0091s1030.1.p	XP_006306847.1
OG0016269	Roisl.0091s1031.1.p	XP_006303609.1
OG0016270	Roisl.0091s1048.1.p	XP_006306426.1
OG0016271	Roisl.0091s1050.1.p	XP_023634456.1, XP_023645801.1
OG0016272	Roisl.0091s1065.1.p	XP_006303625.1
OG0016273	Roisl.0091s0756.1.p	XP_006307618.1
OG0016274	Roisl.0091s1093.1.p	XP_006305381.1
OG0016275	Roisl.0091s1100.1.p	XP_006306103.1
OG0016276	Roisl.0091s1102.1.p	XP_006303705.1
OG0016277	Roisl.0091s1109.1.p	XP_006304996.1
OG0016278	Roisl.0091s1134.1.p	XP_006305032.1
OG0016279	Roisl.0091s1139.1.p	XP_006306844.1
OG0016280	Roisl.0091s1146.1.p	XP_006306655.1
OG0016281	Roisl.0091s1148.1.p	XP_006306525.1
OG0016282	Roisl.0091s1152.1.p	XP_006304054.1
OG0016283	Roisl.0091s1155.1.p	XP_006306095.1
OG0016284	Roisl.0091s1159.1.p	XP_006306705.1
OG0016285	Roisl.0091s1162.1.p	XP_006306848.1
OG0016286	Roisl.0091s1163.1.p	XP_006304207.1
OG0016287	Roisl.0091s1186.1.p	XP_006304477.1
OG0016288	Roisl.0091s1197.1.p	XP_023632944.1
OG0016289	Roisl.0091s1198.1.p	XP_023645200.1
OG0016290	Roisl.0091s1207.1.p	XP_006305368.1
OG0016292	Roisl.0091s1227.1.p	XP_023632650.1
OG0016293	Roisl.0091s1228.1.p	XP_006307058.1
OG0016295	Roisl.0021s0005.1.p	XP_023645691.1
OG0016296	Roisl.0021s0023.1.p	XP_023645456.1
OG0016297	Roisl.0021s0025.1.p	XP_023632679.1
OG0016298	Roisl.0021s0026.1.p	XP_006304299.1
OG0016299	Roisl.0021s0030.1.p	XP_023632895.1
OG0016300	Roisl.0021s0037.1.p	XP_006306941.1
OG0016301	Roisl.0021s0079.1.p	XP_006304862.1
OG0016302	Roisl.0021s0086.1.p	XP_023644870.1
OG0016303	Roisl.0021s0118.1.p	XP_006305727.1
OG0016304	Roisl.0021s0121.1.p	XP_006305398.1
OG0016305	Roisl.0021s0155.1.p	XP_006305846.2
OG0016306	Roisl.0021s0162.1.p	XP_006304451.1
OG0016307	Roisl.0021s0163.1.p	XP_023644712.1
OG0016308	Roisl.0020s0034.1.p	XP_023636748.1
OG0016309	Roisl.0021s0196.1.p	XP_006305467.1
OG0016310	Roisl.0058s0098.1.p	XP_023634963.1
OG0016311	Roisl.0021s0233.1.p	XP_006305439.1
OG0016312	Roisl.0021s0248.1.p	XP_006306834.1
OG0016313	Roisl.0021s0251.1.p	XP_006303320.1
OG0016314	Roisl.0021s0262.1.p	XP_023645169.1
OG0016315	Roisl.0021s0291.1.p	XP_006301243.1
OG0016316	Roisl.0021s0296.1.p	XP_006307619.1
OG0016317	Roisl.0021s0315.1.p	XP_006304754.2
OG0016318	Roisl.0021s0316.1.p	XP_023632805.1
OG0016319	Roisl.0021s0328.1.p	XP_023644848.1
OG0016320	Roisl.0021s0333.1.p	XP_006306686.2
OG0016321	Roisl.0021s0339.1.p	XP_006304711.1
OG0016323	Roisl.0021s0346.1.p	XP_006303946.1
OG0016324	Roisl.0021s0353.1.p	XP_006303312.1
OG0016325	Roisl.0021s0371.1.p	XP_006306831.1
OG0016326	Roisl.0021s0389.1.p	XP_006307445.1
OG0016327	Roisl.0021s0410.1.p	XP_006307168.1
OG0016328	Roisl.0021s0414.1.p	XP_006303153.1
OG0016329	Roisl.0021s0421.1.p	XP_006306135.2
OG0016330	Roisl.0021s0423.1.p	XP_023645752.1
OG0016331	Roisl.0021s0449.1.p	XP_006307650.1
OG0016332	Roisl.0021s0460.1.p	XP_006304034.1
OG0016333	Roisl.0021s0469.1.p	XP_006304161.1
OG0016334	Roisl.0021s0472.1.p	XP_006304110.1
OG0016335	Roisl.0021s0486.1.p	XP_023645650.1
OG0016336	Roisl.0021s0491.1.p	XP_006306393.1
OG0016337	Roisl.0007s0759.1.p	XP_023644893.1
OG0016338	Roisl.0007s0760.1.p	XP_006306189.1
OG0016339	Roisl.0007s0737.1.p	XP_006305460.1
OG0016340	Roisl.0007s0734.1.p	XP_023632971.1
OG0016341	Roisl.0007s0731.1.p	XP_006307116.2
OG0016342	Roisl.0007s0722.1.p	XP_006307479.1
OG0016343	Roisl.0007s0720.1.p	XP_023645601.1
OG0016344	Roisl.0007s0719.1.p	XP_006304131.1
OG0016345	Roisl.0007s0713.1.p	XP_006303665.1
OG0016346	Roisl.0007s0690.1.p	XP_006305417.1
OG0016347	Roisl.0007s0685.1.p	XP_006305322.1
OG0016348	Roisl.0007s0614.1.p	XP_006306125.1
OG0016349	Roisl.0007s0600.1.p, Roisl.0007s0601.1.p	XP_006304675.1
OG0016350	Roisl.0007s0593.1.p	XP_006306560.2
OG0016351	Roisl.0007s0589.1.p	XP_006305327.1
OG0016352	Roisl.0007s0583.1.p	XP_006305313.1
OG0016353	Roisl.0007s0565.1.p	XP_006304525.1
OG0016354	Roisl.0007s0561.1.p	XP_006305845.1
OG0016355	Roisl.0004s0142.1.p	XP_006300611.1
OG0016356	Roisl.0007s0528.1.p	XP_006306285.1
OG0016357	Roisl.0007s0525.1.p	XP_023646023.1
OG0016358	Roisl.0007s0499.1.p	XP_006303978.1
OG0016359	Roisl.0007s0490.1.p	XP_023645923.1
OG0016360	Roisl.0007s0487.1.p	XP_023645759.1
OG0016361	Roisl.0007s0475.1.p	XP_006305615.1
OG0016362	Roisl.0007s0471.1.p	XP_006303905.1
OG0016363	Roisl.0007s0469.1.p	XP_023645633.1
OG0016364	Roisl.0007s0467.1.p	XP_006307161.1
OG0016365	Roisl.0007s0434.1.p	XP_006304316.1
OG0016366	Roisl.0007s0422.1.p	XP_006305734.1
OG0016367	Roisl.0007s0411.1.p	XP_006303293.2
OG0016368	Roisl.0007s0410.1.p	XP_006305598.1
OG0016369	Roisl.0007s0408.1.p	XP_006304706.1
OG0016370	Roisl.0214s0101.1.p	XP_023642618.1
OG0016371	Roisl.0007s0403.1.p	XP_006306700.1
OG0016372	Roisl.0007s0397.1.p	XP_006304130.2
OG0016373	Roisl.0046s0468.1.p	XP_023637270.1
OG0016374	Roisl.0007s0385.1.p	XP_006306911.1
OG0016375	Roisl.0007s0382.1.p	XP_006304808.1
OG0016376	Roisl.0007s0380.1.p	XP_006304885.1
OG0016377	Roisl.0007s0379.1.p	XP_023645955.1
OG0016378	Roisl.0007s0374.1.p	XP_006306901.1
OG0016379	Roisl.0007s0371.1.p	XP_023645043.1
OG0016380	Roisl.0007s0356.1.p	XP_006307007.1
OG0016381	Roisl.0007s0354.1.p	XP_023644771.1
OG0016382	Roisl.0007s0355.1.p	XP_006303637.1
OG0016383	Roisl.0029s0089.1.p	XP_006296190.1
OG0016384	Roisl.0007s0332.1.p	XP_023633136.1
OG0016385	Roisl.0007s0330.1.p	XP_006304424.1
OG0016386	Roisl.0007s0324.1.p	XP_006307108.1
OG0016387	Roisl.0007s0322.1.p	XP_006307097.1
OG0016388	Roisl.0007s0320.1.p	XP_006304965.1
OG0016389	Roisl.0007s0318.1.p	XP_023633137.1
OG0016390	Roisl.0007s0311.1.p	XP_006305935.2
OG0016391	Roisl.0053s0019.1.p	XP_006288801.2
OG0016392	Roisl.0189s0148.1.p	XP_006281994.1
OG0016393	Roisl.0007s0264.1.p	XP_006305676.1
OG0016395	Roisl.0007s0250.1.p	XP_006306210.1
OG0016396	Roisl.0007s0237.1.p	XP_023632801.1
OG0016397	Roisl.0007s0220.1.p	XP_006307016.1
OG0016398	Roisl.0007s0216.1.p	XP_006303432.1
OG0016400	Roisl.0007s0199.1.p	XP_006306730.1
OG0016401	Roisl.0007s0197.1.p	XP_006304178.1
OG0016402	Roisl.0007s0194.1.p	XP_006307629.1
OG0016403	Roisl.0007s0191.1.p	XP_006306486.1
OG0016404	Roisl.0007s0181.1.p	XP_006303620.1
OG0016405	Roisl.0007s0168.1.p	XP_006304805.1
OG0016406	Roisl.0007s0152.1.p	XP_006304311.1
OG0016407	Roisl.0053s0424.1.p	XP_006298576.1
OG0016408	Roisl.0007s0128.1.p	XP_006305582.1
OG0016409	Roisl.0007s0127.1.p	XP_023633121.1
OG0016410	Roisl.0007s0119.1.p	XP_023632611.1
OG0016411	Roisl.0007s0082.1.p	XP_006303171.1
OG0016412	Roisl.0007s0079.1.p	XP_023644891.1
OG0016413	Roisl.0007s0046.1.p	XP_006307427.1
OG0016414	Roisl.0007s0023.1.p	XP_006306288.2
OG0016416	Roisl.0006s0562.1.p	XP_006295132.1
OG0016417	Roisl.0049s0063.1.p	XP_006306114.1
OG0016418	Roisl.0049s0064.1.p	XP_006306166.1
OG0016419	Roisl.0049s0067.1.p	XP_006305337.1
OG0016420	Roisl.0049s0070.1.p	XP_006303894.1
OG0016421	Roisl.0049s0071.1.p	XP_023644831.1
OG0016422	Roisl.0049s0072.1.p	XP_023644834.1
OG0016423	Roisl.0049s0082.1.p	XP_023644849.1
OG0016425	Roisl.0191s0001.1.p	XP_023644908.1
OG0016426	Roisl.0191s0003.1.p	XP_006306531.1
OG0016427	Roisl.0191s0049.1.p	XP_006305752.1
OG0016428	Roisl.0191s0051.1.p	XP_006305433.1
OG0016429	Roisl.0191s0052.1.p	XP_006303258.1
OG0016430	Roisl.0191s0078.1.p	XP_006306504.1
OG0016431	Roisl.0191s0080.1.p	XP_006304237.1
OG0016432	Roisl.0191s0087.1.p	XP_006306912.1
OG0016433	Roisl.0191s0088.1.p	XP_006307141.1
OG0016434	Roisl.0191s0094.1.p	XP_006304546.1
OG0016435	Roisl.0191s0104.1.p	XP_006304306.1
OG0016436	Roisl.0191s0111.1.p	XP_006306336.1
OG0016437	Roisl.0191s0113.1.p	XP_006305604.1
OG0016438	Roisl.0191s0114.1.p	XP_006305047.1
OG0016439	Roisl.0191s0136.1.p	XP_006306396.1
OG0016440	Roisl.0191s0142.1.p	XP_006306475.2
OG0016441	Roisl.0019s0336.1.p	XP_006301391.1
OG0016442	Roisl.0019s0340.1.p	XP_023643004.1
OG0016443	Roisl.0019s0347.1.p	XP_006302817.2
OG0016444	Roisl.0019s0349.1.p	XP_006301758.1
OG0016445	Roisl.0019s0359.1.p	XP_006302624.1
OG0016446	Roisl.0019s0363.1.p	XP_006301999.1
OG0016447	Roisl.0019s0364.1.p	XP_006300817.1
OG0016448	Roisl.0019s0367.1.p	XP_006301077.1
OG0016449	Roisl.0019s0370.1.p	XP_006302123.1
OG0016450	Roisl.0019s0394.1.p	XP_006302759.1
OG0016451	Roisl.0019s0397.1.p	XP_006301271.1
OG0016452	Roisl.0019s0401.1.p	XP_006301839.1
OG0016453	Roisl.0179s0019.1.p	XP_006304119.1
OG0016454	Roisl.0019s0411.1.p	XP_006300353.1
OG0016455	Roisl.0019s0413.1.p	XP_006302594.2
OG0016456	Roisl.0019s0414.1.p	XP_006300471.1
OG0016457	Roisl.0213s0861.1.p	XP_006301593.2, XP_006300982.1, XP_006301667.1
OG0016458	Roisl.0019s0438.1.p	XP_006302749.1
OG0016459	Roisl.0019s0466.1.p	XP_006302234.1
