Orthogroup	Rorippa_islandica	Cochlearia_excelsa
OG0015860	Roisl.0028s0289.1.p	g38207
OG0015861	Roisl.0028s0304.1.p	g37484
OG0015862	Roisl.0028s0318.1.p	g38199
OG0015863	Roisl.0028s0323.1.p	g37470
OG0015864	Roisl.0028s0329.1.p	g52087
OG0015865	Roisl.0028s0330.1.p	g37466
OG0015866	Roisl.0028s0340.1.p	g38195
OG0015868	Roisl.0028s0350.1.p	g38194
OG0015869	Roisl.0028s0355.1.p	g52071
OG0015870	Roisl.0028s0395.1.p	g52044
OG0015871	Roisl.0028s0420.1.p	g52021
OG0015872	Roisl.0028s0444.1.p	g37403
OG0015874	Roisl.0028s0429.1.p	g52011
OG0015875	Roisl.0028s0428.1.p	g52016
OG0015876	Roisl.0028s0463.1.p	g38165
OG0015877	Roisl.0028s0466.1.p	g37393
OG0015878	Roisl.0028s0455.1.p, Roisl.0028s0476.1.p	g51993
OG0015879	Roisl.0005s0041.1.p	g10870
OG0015880	Roisl.0005s0083.1.p	g10904
OG0015882	Roisl.0016s0102.1.p	g7921
OG0015883	Roisl.0016s0105.1.p	g12701
OG0015884	Roisl.0016s0107.1.p	g7919
OG0015885	Roisl.0016s0116.1.p	g7911
OG0015886	Roisl.0016s0118.1.p	g12742
OG0015887	Roisl.0016s0133.1.p	g7904
OG0015888	Roisl.0016s0134.1.p	g12748
OG0015889	Roisl.0016s0135.1.p	g7903
OG0015890	Roisl.0016s0143.1.p	g7895
OG0015891	Roisl.0016s0154.1.p	g7881
OG0015892	Roisl.0016s0155.1.p	g7882
OG0015893	Roisl.0016s0173.1.p	g7874
OG0015894	Roisl.0016s0186.1.p	g12682
OG0015895	Roisl.0016s0200.1.p	g12757
OG0015896	Roisl.0016s0201.1.p	g7861
OG0015897	Roisl.0016s0202.1.p	g7860
OG0015898	Roisl.0016s0203.1.p	g12677
OG0015900	Roisl.0016s0213.1.p	g7855
OG0015901	Roisl.0016s0226.1.p	g7841
OG0015902	Roisl.0016s0235.1.p	g12665
OG0015904	Roisl.0016s0254.1.p	g12656
OG0015905	Roisl.0016s0262.1.p	g12651
OG0015906	Roisl.0016s0287.1.p	g7820
OG0015907	Roisl.0016s0305.1.p	g7816
OG0015908	Roisl.0016s0312.1.p	g7811
OG0015909	Roisl.0016s0316.1.p	g12791
OG0015910	Roisl.0016s0327.1.p	g12802
OG0015911	Roisl.0016s0330.1.p	g7803
OG0015912	Roisl.0016s0338.1.p	g7799
OG0015913	Roisl.0016s0343.1.p	g7796
OG0015914	Roisl.0016s0354.1.p	g12797
OG0015915	Roisl.0016s0355.1.p	g7784
OG0015916	Roisl.0016s0365.1.p	g7783
OG0015917	Roisl.0016s0377.1.p	g7768, g7777
OG0015918	Roisl.0016s0390.1.p, Roisl.0016s0391.1.p	g12811
OG0015920	Roisl.0039s0001.1.p	g12825
OG0015921	Roisl.0039s0040.1.p	g7715
OG0015922	Roisl.0039s0044.1.p	g12564
OG0015923	Roisl.0039s0050.1.p	g12560
OG0015924	Roisl.0039s0065.1.p	g12862
OG0015925	Roisl.0015s0141.1.p	g46921
OG0015926	Roisl.0039s0073.1.p	g12551
OG0015927	Roisl.0039s0094.1.p	g7693
OG0015928	Roisl.0039s0105.1.p	g12534
OG0015929	Roisl.0039s0109.1.p	g12531
OG0015930	Roisl.0039s0112.1.p	g12528
OG0015931	Roisl.0039s0117.1.p	g12526
OG0015932	Roisl.0039s0118.1.p	g12525
OG0015933	Roisl.0064s0003.1.p	g46807
OG0015934	Roisl.0039s0161.1.p	g12922
OG0015936	Roisl.0079s0015.1.p	g12493
OG0015937	Roisl.0079s0021.1.p	g12488
OG0015938	Roisl.0079s0023.1.p	g7647
OG0015940	Roisl.0079s0072.1.p	g12470
OG0015941	Roisl.0079s0082.1.p	g12464
OG0015942	Roisl.0079s0089.1.p	g12946
OG0015943	Roisl.0079s0092.1.p	g12458
OG0015944	Roisl.0079s0141.1.p	g7590
OG0015945	Roisl.0079s0151.1.p	g12973
OG0015946	Roisl.0079s0154.1.p	g7581
OG0015947	Roisl.0079s0160.1.p	g7577
OG0015948	Roisl.0079s0162.1.p	g7575
OG0015949	Roisl.0079s0166.1.p	g12980
OG0015950	Roisl.0079s0169.1.p	g12434
OG0015951	Roisl.0079s0179.1.p	g7567
OG0015952	Roisl.0079s0186.1.p	g7563
OG0015953	Roisl.0079s0187.1.p	g12428
OG0015954	Roisl.0079s0201.1.p	g12994
OG0015955	Roisl.0079s0222.1.p	g7543
OG0015956	Roisl.0079s0255.1.p	g7523
OG0015957	Roisl.0079s0257.1.p	g7520
OG0015958	Roisl.0079s0264.1.p	g13017
OG0015959	Roisl.0079s0266.1.p	g7515
OG0015960	Roisl.0079s0268.1.p	g12410
OG0015961	Roisl.0079s0277.1.p	g7511
OG0015962	Roisl.0079s0278.1.p	g13023
OG0015963	Roisl.0079s0281.1.p	g7508
OG0015964	Roisl.0079s0288.1.p	g12403
OG0015965	Roisl.0079s0302.1.p	g7491
OG0015966	Roisl.0079s0308.1.p	g13051
OG0015967	Roisl.0079s0313.1.p	g7482
OG0015969	Roisl.0079s0324.1.p	g13059
OG0015970	Roisl.0079s0328.1.p	g7475
OG0015971	Roisl.0079s0329.1.p	g7474
OG0015972	Roisl.0079s0345.1.p	g7464
OG0015973	Roisl.0079s0346.1.p	g7463
OG0015974	Roisl.0074s1034.1.p	g7459
OG0015975	Roisl.0074s1018.1.p	g7447
OG0015976	Roisl.0074s1017.1.p	g7446
OG0015977	Roisl.0019s0705.1.p	g41531
OG0015978	Roisl.0074s1003.1.p	g7443
OG0015979	Roisl.0074s0995.1.p	g13082
OG0015980	Roisl.0074s0990.1.p	g7435
OG0015981	Roisl.0074s0984.1.p	g13086
OG0015982	Roisl.0074s0983.1.p	g13087
OG0015984	Roisl.0074s0945.1.p	g7419
OG0015985	Roisl.0074s0943.1.p	g7417
OG0015986	Roisl.0074s0942.1.p	g7416
OG0015987	Roisl.0074s0928.1.p	g7408
OG0015988	Roisl.0074s0916.1.p	g13111
OG0015990	Roisl.0074s0894.1.p	g12334
OG0015991	Roisl.0074s0881.1.p	g12328
OG0015992	Roisl.0074s0874.1.p	g7386
OG0015993	Roisl.0074s0871.1.p	g7385
OG0015994	Roisl.0001s0544.1.p	g6405
OG0015995	Roisl.0074s0849.1.p	g7371
OG0015996	Roisl.0074s0800.1.p	g7338
OG0015997	Roisl.0074s0798.1.p	g7336
OG0015998	Roisl.0074s0793.1.p	g12295
OG0015999	Roisl.0074s0774.1.p	g12287
OG0016000	Roisl.0074s0771.1.p	g7314
OG0016001	Roisl.0074s0756.1.p	g7305
OG0016002	Roisl.0074s0748.1.p	g12276
OG0016003	Roisl.0074s0731.1.p	g7286
OG0016004	Roisl.0074s0720.1.p	g7276
OG0016005	Roisl.0011s0056.1.p	g10778
OG0016006	Roisl.0074s0686.1.p	g7258, g13153
OG0016007	Roisl.0074s0634.1.p	g7231
OG0016008	Roisl.0074s0619.1.p	g7222
OG0016009	Roisl.0074s0607.1.p	g12216
OG0016011	Roisl.0074s0596.1.p	g12215
OG0016012	Roisl.0074s0594.1.p	g13202
OG0016013	Roisl.0074s0575.1.p	g13206
OG0016014	Roisl.0074s0556.1.p	g12198
OG0016015	Roisl.0074s0525.1.p	g7164
OG0016016	Roisl.0074s0515.1.p	g12177
OG0016017	Roisl.0074s0490.1.p	g13223
OG0016018	Roisl.0074s0481.1.p	g7139
OG0016019	Roisl.0074s0479.1.p	g7137
OG0016020	Roisl.0074s0477.1.p	g7136
OG0016021	Roisl.0074s0458.1.p	g12152
OG0016022	Roisl.0074s0441.1.p	g7106
OG0016023	Roisl.0074s0437.1.p	g7102
OG0016024	Roisl.0074s0415.1.p	g7082
OG0016025	Roisl.0074s0393.1.p	g13239
OG0016026	Roisl.0022s0289.1.p	g7062
OG0016027	Roisl.0074s0359.1.p	g7050
OG0016028	Roisl.0074s0353.1.p	g7049
OG0016029	Roisl.0074s0326.1.p	g7037
OG0016030	Roisl.0074s0319.1.p	g12093
OG0016031	Roisl.0074s0318.1.p	g12092
OG0016032	Roisl.0074s0317.1.p	g7024
OG0016033	Roisl.0074s0314.1.p	g7019
OG0016034	Roisl.0074s0290.1.p	g13263
OG0016035	Roisl.0018s0381.1.p, Roisl.0074s0289.1.p	g12081
OG0016036	Roisl.0074s0276.1.p	g6998
OG0016037	Roisl.0074s0252.1.p	g13272
OG0016038	Roisl.0074s0244.1.p	g6982
OG0016039	Roisl.0074s0241.1.p	g12060
OG0016041	Roisl.0074s0215.1.p	g13280
OG0016043	Roisl.0074s0195.1.p	g12044
OG0016044	Roisl.0074s0173.1.p	g12035
OG0016045	Roisl.0074s0155.1.p	g6917
OG0016047	Roisl.0074s0144.1.p	g12028
OG0016048	Roisl.0074s0137.1.p	g12023
OG0016049	Roisl.0074s0134.1.p	g12021
OG0016050	Roisl.0074s0132.1.p	g6907
OG0016051	Roisl.0074s0126.1.p	g6902
OG0016052	Roisl.0214s0289.1.p	g37051
OG0016053	Roisl.0074s0110.1.p	g6890
OG0016054	Roisl.0074s0093.1.p	g6881
OG0016055	Roisl.0074s0078.1.p	g6869
OG0016056	Roisl.0074s0068.1.p	g13314
OG0016057	Roisl.0074s0065.1.p	g11996
OG0016058	Roisl.0074s0054.1.p	g11990
OG0016059	Roisl.0074s0051.1.p	g6856
OG0016060	Roisl.0074s0043.1.p	g11983
OG0016061	Roisl.0074s0041.1.p	g6848
OG0016062	Roisl.0074s0026.1.p	g6833
OG0016064	Roisl.0074s0016.1.p	g6823
OG0016065	Roisl.0074s0013.1.p	g11970
OG0016066	Roisl.0074s0011.1.p	g6819
OG0016067	Roisl.0074s0012.1.p	g6820
OG0016069	Roisl.0028s0011.1.p	g11958
OG0016070	Roisl.0028s0012.1.p	g11957
OG0016071	Roisl.0115s0269.1.p	g6786
OG0016072	Roisl.0115s0272.1.p	g6784
OG0016073	Roisl.0115s0283.1.p	g6778
OG0016074	Roisl.0115s0291.1.p	g11952
OG0016075	Roisl.0115s0292.1.p	g11951
OG0016076	Roisl.0115s0305.1.p	g11945
OG0016077	Roisl.0115s0317.1.p	g6756
OG0016078	Roisl.0115s0334.1.p	g11932, g11926
OG0016079	Roisl.0115s0342.1.p	g6749
OG0016080	Roisl.0115s0347.1.p	g6747
OG0016081	Roisl.0115s0374.1.p	g6718
OG0016082	Roisl.0115s0377.1.p	g11912
OG0016083	Roisl.0115s0395.1.p	g13369
OG0016084	Roisl.0115s0399.1.p	g6710
OG0016085	Roisl.0115s0406.1.p	g11897
OG0016086	Roisl.0115s0416.1.p	g11893
OG0016087	Roisl.0115s0421.1.p	g6699
OG0016088	Roisl.0031s0044.1.p	g892
OG0016089	Roisl.0031s0041.1.p	g891
OG0016090	Roisl.0031s0039.1.p	g28389
OG0016091	Roisl.0031s0024.1.p	g885
OG0016092	Roisl.0066s0423.1.p	g14690
OG0016093	Roisl.0009s0295.1.p	g16883
OG0016094	Roisl.0009s0296.1.p	g16884
OG0016095	Roisl.0022s0078.1.p	g16901
OG0016096	Roisl.0213s0831.1.p	g18084
OG0016097	Roisl.0213s0811.1.p	g18087
OG0016098	Roisl.0213s0794.1.p	g46738
OG0016099	Roisl.0080s0616.1.p	g17600, g28583
OG0016100	Roisl.0032s0007.1.p	g46762
OG0016101	Roisl.0032s0026.1.p	g18115
OG0016102	Roisl.0032s0028.1.p	g46772
OG0016103	Roisl.0064s0010.1.p	g46802
OG0016104	Roisl.0008s0094.1.p	g46840
OG0016105	Roisl.0184s0163.1.p	g10291
OG0016106	Roisl.0041s0030.1.p	g10294
OG0016107	Roisl.0041s0018.1.p	g10298
OG0016108	Roisl.0041s0012.1.p	g10299
OG0016109	Roisl.0053s0304.1.p	g6506
OG0016111	Roisl.0053s0369.1.p	g6542
OG0016112	Roisl.0053s0380.1.p	g6548
OG0016113	Roisl.0214s0521.1.p	g13837
OG0016114	Roisl.0115s0638.1.p	g6565
OG0016115	Roisl.0115s0608.1.p	g11807
OG0016116	Roisl.0115s0597.1.p	g6583
OG0016117	Roisl.0012s0113.1.p, Roisl.0115s0516.1.p	g6637
OG0016118	Roisl.0115s0511.1.p	g13395
OG0016119	Roisl.0115s0509.1.p	g6662
OG0016120	Roisl.0115s0505.1.p	g13392
OG0016121	Roisl.0115s0485.1.p	g6674
OG0016122	Roisl.0115s0482.1.p	g13388
OG0016123	Roisl.0115s0473.1.p	g13384
OG0016124	Roisl.0115s0417.1.p	g6704
OG0016125	Roisl.0003s0039.1.p	g23415
OG0016126	Roisl.0003s0004.1.p	g23447
OG0016128	Roisl.0024s0020.1.p	g44978
OG0016130	Roisl.0055s0003.1.p	g45001
OG0016131	Roisl.0055s0016.1.p	g45016
OG0016132	Roisl.0209s0093.1.p	g45019
OG0016133	Roisl.0209s0089.1.p	g45021
OG0016134	Roisl.0209s0031.1.p	g45046
OG0016135	Roisl.0209s0040.1.p	g42007
OG0016136	Roisl.0209s0050.1.p	g41914
OG0016137	Roisl.0209s0051.1.p	g45044
OG0016138	Roisl.0213s0874.1.p	g51957
OG0016139	Roisl.0214s0761.1.p	g53640
OG0016141	Roisl.0083s0015.1.p	g45138
OG0016142	Roisl.0083s0004.1.p	g45130
OG0016143	Roisl.0021s0626.1.p	g45102
OG0016144	Roisl.0194s0069.1.p	g41232
OG0016145	Roisl.0083s0035.1.p	g43822
OG0016146	Roisl.0210s1597.1.p	g4902
OG0016147	Roisl.0210s1595.1.p	g4903
OG0016148	Roisl.0210s1589.1.p	g4904
OG0016149	Roisl.0210s1588.1.p	g29072, g41456
OG0016150	Roisl.0210s1581.1.p	g4907
OG0016151	Roisl.0210s1576.1.p	g29067
OG0016152	Roisl.0210s1562.1.p	g41466
OG0016153	Roisl.0210s1545.1.p	g4922
OG0016154	Roisl.0210s1535.1.p	g29037
OG0016155	Roisl.0210s1530.1.p	g4933
OG0016156	Roisl.0210s1529.1.p	g41479
OG0016157	Roisl.0046s0467.1.p	g4727
OG0016158	Roisl.0068s0014.1.p	g4673
OG0016159	Roisl.0036s0080.1.p	g4662, g10189
OG0016160	Roisl.0068s0012.1.p	g4764
OG0016161	Roisl.0036s0068.1.p	g4535
OG0016162	Roisl.0214s0387.1.p	g5944
OG0016163	Roisl.0046s1203.1.p	g2413
OG0016164	Roisl.0046s1200.1.p	g11333
OG0016165	Roisl.0046s1197.1.p	g2415
OG0016166	Roisl.0046s1185.1.p	g19276
OG0016167	Roisl.0046s1181.1.p	g2423
OG0016168	Roisl.0046s1165.1.p	g2436
OG0016169	Roisl.0046s1154.1.p	g11340
OG0016170	Roisl.0009s0016.1.p	g16768
OG0016171	Roisl.0046s1151.1.p	g2444
OG0016172	Roisl.0046s1139.1.p	g19292
OG0016173	Roisl.0046s1138.1.p	g19293
OG0016174	Roisl.0046s1134.1.p	g11342
OG0016175	Roisl.0046s1112.1.p	g11344
OG0016176	Roisl.0046s1109.1.p	g19297
OG0016177	Roisl.0046s1106.1.p	g19304
OG0016178	Roisl.0046s1102.1.p	g2468
OG0016179	Roisl.0046s1091.1.p	g2474
OG0016180	Roisl.0046s1081.1.p	g19316
OG0016181	Roisl.0046s1080.1.p	g2485
OG0016182	Roisl.0046s1074.1.p	g11345
OG0016183	Roisl.0210s0005.1.p	g27755
OG0016184	Roisl.0210s0013.1.p	g30726
OG0016185	Roisl.0210s0015.1.p	g49286
OG0016186	Roisl.0210s0029.1.p	g26858
OG0016187	Roisl.0210s0031.1.p	g26859
OG0016188	Roisl.0210s0034.1.p	g49296
OG0016189	Roisl.0210s0043.1.p	g26862
OG0016190	Roisl.0210s0044.1.p	g30729
OG0016191	Roisl.0210s0045.1.p	g49298
OG0016192	Roisl.0210s0046.1.p	g49299
OG0016193	Roisl.0210s0055.1.p	g26864
OG0016194	Roisl.0210s0063.1.p	g49304
OG0016195	Roisl.0210s0109.1.p, Roisl.0210s0065.1.p	g26869
OG0016196	Roisl.0210s0069.1.p	g30735
OG0016197	Roisl.0210s0081.1.p	g49316, g30738
OG0016198	Roisl.0210s0091.1.p	g49321
OG0016199	Roisl.0210s0097.1.p	g26874
OG0016200	Roisl.0210s0108.1.p	g49333
OG0016201	Roisl.0210s0111.1.p	g49336
OG0016202	Roisl.0210s0114.1.p	g49343
OG0016203	Roisl.0210s0151.1.p	g26880
OG0016204	Roisl.0201s0013.1.p	g13663
OG0016205	Roisl.0210s0158.1.p	g26887
OG0016206	Roisl.0210s0160.1.p	g49359
OG0016207	Roisl.0210s0168.1.p	g49364
OG0016208	Roisl.0210s0180.1.p	g30774
OG0016209	Roisl.0210s0190.1.p	g49382
OG0016210	Roisl.0210s0191.1.p	g30778
OG0016211	Roisl.0210s0198.1.p	g26896
OG0016212	Roisl.0210s0210.1.p	g26901
OG0016213	Roisl.0210s0249.1.p	g49400
OG0016214	Roisl.0210s0262.1.p	g30812
OG0016215	Roisl.0210s0276.1.p	g49415
OG0016216	Roisl.0210s0277.1.p	g30824
OG0016218	Roisl.0210s0294.1.p	g30832
OG0016219	Roisl.0210s0300.1.p	g26912
OG0016220	Roisl.0210s0304.1.p	g30836
OG0016221	Roisl.0210s0309.1.p	g30838
OG0016222	Roisl.0210s0317.1.p	g49431
OG0016223	Roisl.0210s0339.1.p	g30847
OG0016224	Roisl.0210s0352.1.p	g30861
OG0016225	Roisl.0210s0367.1.p	g26931
OG0016227	Roisl.0091s0697.1.p	g30878
OG0016229	Roisl.0091s0733.1.p	g49470
OG0016230	Roisl.0091s0737.1.p	g30898
OG0016231	Roisl.0091s0744.1.p	g30892
OG0016232	Roisl.0091s0745.1.p	g30891
OG0016233	Roisl.0091s0746.1.p	g49479
OG0016234	Roisl.0091s0757.1.p	g49480
OG0016235	Roisl.0091s0761.1.p	g30908
OG0016237	Roisl.0091s0787.1.p	g26956
OG0016238	Roisl.0091s0790.1.p	g49491
OG0016239	Roisl.0091s0793.1.p	g26957
OG0016240	Roisl.0091s0795.1.p	g49494
OG0016241	Roisl.0091s0800.1.p	g30931
OG0016242	Roisl.0091s0819.1.p	g30941
OG0016243	Roisl.0091s0826.1.p	g30945
OG0016244	Roisl.0091s0845.1.p	g30955
OG0016245	Roisl.0091s0846.1.p	g30956
OG0016246	Roisl.0091s0848.1.p	g30958
OG0016247	Roisl.0091s0854.1.p	g30961
OG0016248	Roisl.0189s0052.1.p	g41130
OG0016249	Roisl.0091s0907.1.p	g49544
OG0016250	Roisl.0091s0912.1.p	g31000
OG0016251	Roisl.0091s0919.1.p	g26978
OG0016252	Roisl.0091s0920.1.p	g26979
OG0016253	Roisl.0091s0923.1.p	g31009
OG0016254	Roisl.0091s0934.1.p	g49549
OG0016255	Roisl.0091s0936.1.p	g26990
OG0016256	Roisl.0091s0940.1.p	g31019
OG0016257	Roisl.0091s0947.1.p	g31027
OG0016258	Roisl.0091s0949.1.p	g49554
OG0016259	Roisl.0091s0956.1.p	g31033
OG0016260	Roisl.0091s0962.1.p	g49558
OG0016261	Roisl.0091s0966.1.p	g31039
OG0016262	Roisl.0091s0971.1.p	g49560
OG0016263	Roisl.0091s0973.1.p	g31042
OG0016264	Roisl.0091s0994.1.p	g31052
OG0016266	Roisl.0008s0252.1.p	g17217
OG0016267	Roisl.0091s1019.1.p, Roisl.0204s0149.1.p	g31066
OG0016268	Roisl.0091s1030.1.p	g49569
OG0016269	Roisl.0091s1031.1.p	g31071
OG0016271	Roisl.0091s1050.1.p	g31079
OG0016272	Roisl.0091s1065.1.p	g31083
OG0016273	Roisl.0091s0756.1.p	g26952
OG0016274	Roisl.0091s1093.1.p	g27020
OG0016275	Roisl.0091s1100.1.p	g49608
OG0016276	Roisl.0091s1102.1.p	g31111
OG0016277	Roisl.0091s1109.1.p	g49616
OG0016278	Roisl.0091s1134.1.p	g49678
OG0016279	Roisl.0091s1139.1.p	g49673
OG0016280	Roisl.0091s1146.1.p	g49665
OG0016281	Roisl.0091s1148.1.p	g27031
OG0016282	Roisl.0091s1152.1.p	g49664, g27033
OG0016283	Roisl.0091s1155.1.p	g27044
OG0016284	Roisl.0091s1159.1.p	g31134
OG0016285	Roisl.0091s1162.1.p	g49659
OG0016286	Roisl.0091s1163.1.p	g27050
OG0016287	Roisl.0091s1186.1.p	g49641
OG0016288	Roisl.0091s1197.1.p	g27061
OG0016289	Roisl.0091s1198.1.p	g31162
OG0016290	Roisl.0091s1207.1.p	g31169
OG0016291	Roisl.0091s0938.1.p	g31174
OG0016292	Roisl.0091s1227.1.p	g27077
OG0016293	Roisl.0091s1228.1.p	g31181
OG0016295	Roisl.0021s0005.1.p	g31208
OG0016296	Roisl.0021s0023.1.p	g49704
OG0016297	Roisl.0021s0025.1.p	g31219
OG0016298	Roisl.0021s0026.1.p	g31220
OG0016300	Roisl.0021s0037.1.p	g49709
OG0016302	Roisl.0021s0086.1.p	g31246
OG0016303	Roisl.0021s0118.1.p	g31258
OG0016304	Roisl.0021s0121.1.p	g49731
OG0016305	Roisl.0021s0155.1.p	g31278
OG0016306	Roisl.0021s0162.1.p	g31282
OG0016307	Roisl.0021s0163.1.p	g49756
OG0016308	Roisl.0020s0034.1.p	g40207
OG0016309	Roisl.0021s0196.1.p	g27145
OG0016310	Roisl.0058s0098.1.p	g24822
OG0016311	Roisl.0021s0233.1.p	g27157
OG0016312	Roisl.0021s0248.1.p	g31327
OG0016315	Roisl.0021s0291.1.p	g27180
OG0016316	Roisl.0021s0296.1.p	g31352
OG0016317	Roisl.0021s0315.1.p	g31372
OG0016318	Roisl.0021s0316.1.p	g49814
OG0016319	Roisl.0021s0328.1.p	g31379
OG0016320	Roisl.0021s0333.1.p	g31384
OG0016321	Roisl.0021s0339.1.p	g49822
OG0016323	Roisl.0021s0346.1.p	g31392
OG0016324	Roisl.0021s0353.1.p	g31398
OG0016325	Roisl.0021s0371.1.p	g31406
OG0016326	Roisl.0021s0389.1.p	g31419
OG0016327	Roisl.0021s0410.1.p	g49867
OG0016328	Roisl.0021s0414.1.p	g49869
OG0016329	Roisl.0021s0421.1.p	g27213
OG0016331	Roisl.0021s0449.1.p	g31464
OG0016332	Roisl.0021s0460.1.p	g31474
OG0016333	Roisl.0021s0469.1.p	g31475
OG0016334	Roisl.0021s0472.1.p	g49885
OG0016335	Roisl.0021s0486.1.p	g49894
OG0016336	Roisl.0021s0491.1.p	g49898
OG0016337	Roisl.0007s0759.1.p	g27254
OG0016338	Roisl.0007s0760.1.p	g27253
OG0016339	Roisl.0007s0737.1.p	g31502
OG0016340	Roisl.0007s0734.1.p	g49903
OG0016341	Roisl.0007s0731.1.p	g31507
OG0016342	Roisl.0007s0722.1.p	g31514
OG0016343	Roisl.0007s0720.1.p	g31517
OG0016344	Roisl.0007s0719.1.p	g27263
OG0016345	Roisl.0007s0713.1.p	g31521
OG0016346	Roisl.0007s0690.1.p	g27275
OG0016347	Roisl.0007s0685.1.p	g31534
OG0016348	Roisl.0007s0614.1.p	g31579
OG0016349	Roisl.0007s0600.1.p, Roisl.0007s0601.1.p	g31590
OG0016351	Roisl.0007s0589.1.p	g31599
OG0016352	Roisl.0007s0583.1.p	g27305
OG0016353	Roisl.0007s0565.1.p	g49948
OG0016354	Roisl.0007s0561.1.p	g49950
OG0016355	Roisl.0004s0142.1.p	g25217
OG0016356	Roisl.0007s0528.1.p	g27332
OG0016357	Roisl.0007s0525.1.p	g31634
OG0016358	Roisl.0007s0499.1.p	g49968
OG0016359	Roisl.0007s0490.1.p	g31651
OG0016360	Roisl.0007s0487.1.p	g54067
OG0016361	Roisl.0007s0475.1.p	g49976
OG0016362	Roisl.0007s0471.1.p	g49978
OG0016363	Roisl.0007s0469.1.p	g31657
OG0016364	Roisl.0007s0467.1.p	g31658
OG0016365	Roisl.0007s0434.1.p	g31679
OG0016366	Roisl.0007s0422.1.p	g31684
OG0016369	Roisl.0007s0408.1.p	g27368
OG0016371	Roisl.0007s0403.1.p	g27369
OG0016372	Roisl.0007s0397.1.p	g31695
OG0016373	Roisl.0046s0468.1.p	g4728
OG0016374	Roisl.0007s0385.1.p	g27372
OG0016375	Roisl.0007s0382.1.p	g31710
OG0016376	Roisl.0007s0380.1.p	g31711
OG0016377	Roisl.0007s0379.1.p	g50003
OG0016378	Roisl.0007s0374.1.p	g31715, g50007
OG0016379	Roisl.0007s0371.1.p	g31718, g50009
OG0016380	Roisl.0007s0356.1.p	g31726
OG0016381	Roisl.0007s0354.1.p	g31727
OG0016382	Roisl.0007s0355.1.p	g31728
OG0016383	Roisl.0029s0089.1.p	g38267
OG0016384	Roisl.0007s0332.1.p	g31745
OG0016385	Roisl.0007s0330.1.p	g31747
OG0016386	Roisl.0007s0324.1.p	g31750
OG0016387	Roisl.0007s0322.1.p	g50030
OG0016388	Roisl.0007s0320.1.p	g50032
OG0016389	Roisl.0007s0318.1.p	g31753
OG0016390	Roisl.0007s0311.1.p	g31762
OG0016391	Roisl.0053s0019.1.p	g41146
OG0016392	Roisl.0189s0148.1.p	g868
OG0016393	Roisl.0007s0264.1.p	g31799
OG0016394	Roisl.0007s0252.1.p	g31808
OG0016395	Roisl.0007s0250.1.p	g50056
OG0016396	Roisl.0007s0237.1.p	g31815
OG0016397	Roisl.0007s0220.1.p	g27428
OG0016398	Roisl.0007s0216.1.p	g31819
OG0016399	Roisl.0007s0207.1.p	g31825
OG0016400	Roisl.0007s0199.1.p	g50072
OG0016401	Roisl.0007s0197.1.p	g31836
OG0016402	Roisl.0007s0194.1.p	g50083
OG0016403	Roisl.0007s0191.1.p	g31844
OG0016404	Roisl.0007s0181.1.p	g31855
OG0016405	Roisl.0007s0168.1.p	g31867
OG0016406	Roisl.0007s0152.1.p	g50098
OG0016407	Roisl.0053s0424.1.p	g6382
OG0016408	Roisl.0007s0128.1.p	g31894
OG0016409	Roisl.0007s0127.1.p	g31896
OG0016410	Roisl.0007s0119.1.p	g50120
OG0016412	Roisl.0007s0079.1.p	g31940
OG0016413	Roisl.0007s0046.1.p	g31951
OG0016414	Roisl.0007s0023.1.p	g31963
OG0016416	Roisl.0006s0562.1.p	g38424
OG0016417	Roisl.0049s0063.1.p	g50200
OG0016418	Roisl.0049s0064.1.p	g27490
OG0016419	Roisl.0049s0067.1.p	g50203, g31998
OG0016420	Roisl.0049s0070.1.p	g50205
OG0016421	Roisl.0049s0071.1.p	g50206
OG0016422	Roisl.0049s0072.1.p	g32000
OG0016423	Roisl.0049s0082.1.p	g27494
OG0016425	Roisl.0191s0001.1.p	g32010
OG0016426	Roisl.0191s0003.1.p	g27496
OG0016428	Roisl.0191s0051.1.p	g50230
OG0016429	Roisl.0191s0052.1.p	g50233
OG0016430	Roisl.0191s0078.1.p	g50245
OG0016431	Roisl.0191s0080.1.p	g32038
OG0016432	Roisl.0191s0087.1.p	g50247
OG0016433	Roisl.0191s0088.1.p	g50248
OG0016434	Roisl.0191s0094.1.p	g32044
OG0016435	Roisl.0191s0104.1.p	g50250
OG0016436	Roisl.0191s0111.1.p	g27533
OG0016437	Roisl.0191s0113.1.p	g50253, g27534
OG0016438	Roisl.0191s0114.1.p	g50254
OG0016439	Roisl.0191s0136.1.p	g27542
OG0016441	Roisl.0019s0336.1.p	g45992
OG0016442	Roisl.0019s0340.1.p	g45946
OG0016443	Roisl.0019s0347.1.p	g45942
OG0016444	Roisl.0019s0349.1.p	g45940
OG0016446	Roisl.0019s0363.1.p	g44650
OG0016447	Roisl.0019s0364.1.p	g44651
OG0016448	Roisl.0019s0367.1.p	g45928
OG0016449	Roisl.0019s0370.1.p	g45926
OG0016450	Roisl.0019s0394.1.p	g45914
OG0016451	Roisl.0019s0397.1.p	g45913
OG0016452	Roisl.0019s0401.1.p	g44661
OG0016453	Roisl.0179s0019.1.p	g53933
OG0016454	Roisl.0019s0411.1.p	g45906
OG0016455	Roisl.0019s0413.1.p	g45904
