Orthogroup	Rorippa_islandica	Noccaea_praecox
OG0013299	Roisl.0024s0093.1.p	Np002G0932500
OG0013300	Roisl.0024s0102.1.p	Np003G1509200
OG0013301	Roisl.0024s0103.1.p	Np002G0927300
OG0013302	Roisl.0019s0852.1.p	Np002G0925400
OG0013303	Roisl.0019s0816.1.p	Np002G0916100
OG0013304	Roisl.0019s0812.1.p	Np002G0913200
OG0013305	Roisl.0019s0806.1.p	Np002G0912400
OG0013306	Roisl.0019s0785.1.p	Np002G0909000
OG0013307	Roisl.0019s0768.1.p	Np002G0903800
OG0013308	Roisl.0019s0751.1.p	Np002G0899400
OG0013309	Roisl.0019s0723.1.p	Np002G0895500
OG0013311	Roisl.0053s0116.1.p	Np005G3107500, Np005G3107700, Np005G3108100
OG0013312	Roisl.0066s0123.1.p	Np001G0215300, Np007G3751300
OG0013313	Roisl.0066s0078.1.p	Np007G3747000
OG0013314	Roisl.0066s0075.1.p	Np007G3746600
OG0013315	Roisl.0009s0134.1.p	Np005G3185800
OG0013316	Roisl.0066s0057.1.p	Np007G3744700
OG0013317	Roisl.0066s0036.1.p	Np007G3742300
OG0013318	Roisl.0066s0030.1.p	Np007G3741500
OG0013319	Roisl.0066s0029.1.p	Np007G3741400
OG0013320	Roisl.0066s0009.1.p	Np007G3739800
OG0013321	Roisl.0066s0008.1.p	Np007G3739700
OG0013323	Roisl.0206s0020.1.p	Np007G3736300
OG0013324	Roisl.0206s0009.1.p	Np007G3734400
OG0013325	Roisl.0214s0355.1.p	Np007G3732500
OG0013326	Roisl.0214s0361.1.p	Np007G3731200
OG0013327	Roisl.0018s0357.1.p, Roisl.0214s0372.1.p	Np007G3729900
OG0013328	Roisl.0028s0505.1.p	Np006G3306000
OG0013329	Roisl.0028s0506.1.p	Np006G3306100
OG0013330	Roisl.0028s0518.1.p	Np006G3307100
OG0013331	Roisl.0028s0519.1.p	Np006G3307200
OG0013332	Roisl.0028s0521.1.p	Np006G3307400
OG0013333	Roisl.0028s0525.1.p	Np006G3307600
OG0013334	Roisl.0019s0532.1.p, Roisl.0028s0535.1.p	Np006G3309400
OG0013335	Roisl.0028s0542.1.p	Np006G3310000
OG0013336	Roisl.0028s0564.1.p	Np006G3312800
OG0013337	Roisl.0028s0573.1.p	Np006G3314200
OG0013338	Roisl.0028s0574.1.p	Np006G3314400
OG0013339	Roisl.0028s0591.1.p	Np006G3316900
OG0013340	Roisl.0017s0409.1.p	Np006G3321100
OG0013341	Roisl.0017s0392.1.p	Np006G3324900
OG0013342	Roisl.0017s0376.1.p	Np006G3328100
OG0013343	Roisl.0017s0348.1.p	Np006G3332000
OG0013344	Roisl.0017s0341.1.p	Np006G3333500
OG0013345	Roisl.0017s0334.1.p	Np006G3335500, Np003G1760800
OG0013346	Roisl.0017s0299.1.p	Np006G3340800
OG0013347	Roisl.0017s0287.1.p	Np006G3342100
OG0013348	Roisl.0017s0286.1.p	Np006G3342200
OG0013349	Roisl.0082s0586.1.p	Np006G3344400
OG0013350	Roisl.0017s0272.1.p	Np006G3345000
OG0013351	Roisl.0017s0271.1.p	Np006G3345100
OG0013352	Roisl.0017s0233.1.p	Np006G3350800
OG0013353	Roisl.0209s0446.1.p	Np001G0471300
OG0013354	Roisl.0051s0012.1.p	Np006G3657700
OG0013355	Roisl.0017s0217.1.p	Np006G3353300
OG0013356	Roisl.0208s0020.1.p	Np001G0435600
OG0013357	Roisl.0017s0103.1.p	Np006G3370100
OG0013358	Roisl.0017s0190.1.p	Np006G3357300
OG0013359	Roisl.0017s0166.1.p	Np006G3361200
OG0013360	Roisl.0017s0163.1.p	Np006G3361600
OG0013361	Roisl.0017s0149.1.p	Np006G3364500
OG0013362	Roisl.0030s0102.1.p, Roisl.0011s0039.1.p	Np001G0275000
OG0013363	Roisl.0017s0115.1.p	Np006G3368700
OG0013364	Roisl.0017s0105.1.p	Np006G3369900
OG0013365	Roisl.0017s0085.1.p	Np006G3372200
OG0013366	Roisl.0017s0073.1.p	Np006G3390000, Np006G3375500
OG0013367	Roisl.0017s0070.1.p	Np006G3375800
OG0013369	Roisl.0017s0042.1.p	Np006G3379700
OG0013370	Roisl.0017s0039.1.p	Np006G3380000
OG0013372	Roisl.0115s0375.1.p	Np011G4361400
OG0013373	Roisl.0017s0024.1.p	Np006G3382100
OG0013374	Roisl.0022s0245.1.p	Np005G2799600
OG0013375	Roisl.0082s0175.1.p	Np003G1830100
OG0013376	Roisl.0082s0185.1.p	Np003G1831300
OG0013377	Roisl.0091s0911.1.p	Np004G2533100
OG0013378	Roisl.0115s0299.1.p	Np007G3976400
OG0013379	Roisl.0115s0301.1.p	Np007G3976500
OG0013380	Roisl.0046s0568.1.p	Np006G3685300
OG0013381	Roisl.0082s0228.1.p	Np003G1837400
OG0013383	Roisl.0213s0522.1.p	Np003G1816800
OG0013384	Roisl.0213s0536.1.p	Np003G1815100
OG0013385	Roisl.0209s0221.1.p	Np003G1820900
OG0013386	Roisl.0209s0243.1.p	Np003G1825700
OG0013387	Roisl.0063s0031.1.p	Np006G3710900
OG0013388	Roisl.0082s0139.1.p	Np006G3705900
OG0013390	Roisl.0204s0168.1.p, Roisl.0204s0167.1.p	Np006G3701300
OG0013391	Roisl.0204s0157.1.p	Np006G3701600
OG0013392	Roisl.0046s0646.1.p	Np006G3695400
OG0013393	Roisl.0046s0642.1.p	Np006G3694900
OG0013394	Roisl.0046s0640.1.p	Np006G3694600
OG0013395	Roisl.0046s0625.1.p	Np006G3693400
OG0013396	Roisl.0046s0610.1.p	Np010G4334100, Np006G3691300
OG0013397	Roisl.0046s0606.1.p	Np006G3690800
OG0013398	Roisl.0046s0593.1.p	Np006G3689100
OG0013399	Roisl.0046s0581.1.p	Np006G3687300
OG0013400	Roisl.0046s0570.1.p	Np006G3685500
OG0013401	Roisl.0046s0523.1.p	Np006G3680000
OG0013402	Roisl.0006s0551.1.p	Np006G3667200
OG0013403	Roisl.0006s0554.1.p	Np006G3667500
OG0013404	Roisl.0023s0048.1.p	Np006G3641900
OG0013405	Roisl.0023s0079.1.p	Np006G3639600
OG0013406	Roisl.0023s0023.1.p	Np006G3643800
OG0013407	Roisl.0036s0122.1.p	Np006G3631800
OG0013408	Roisl.0082s0522.1.p, Roisl.0022s0397.1.p	Np006G3631400
OG0013409	Roisl.0082s0461.1.p	Np006G3629300
OG0013410	Roisl.0040s0034.1.p	Np006G3624700
OG0013411	Roisl.0023s0011.1.p	Np006G3644400
OG0013412	Roisl.0023s0005.1.p	Np006G3646000
OG0013413	Roisl.0214s0010.1.p	Np006G3647300
OG0013414	Roisl.0198s0061.1.p	Np006G3627000
OG0013415	Roisl.0189s0068.1.p	Np006G3634200, Np006G3634800
OG0013416	Roisl.0078s0002.1.p	Np006G3633300
OG0013417	Roisl.0179s0021.1.p	Np004G2022200
OG0013418	Roisl.0015s0113.1.p	Np004G2102900
OG0013419	Roisl.0179s0103.1.p	Np004G2033000
OG0013420	Roisl.0015s0096.1.p	Np004G2101000
OG0013421	Roisl.0179s0109.1.p	Np004G2032000
OG0013422	Roisl.0185s0015.1.p	Np004G2030300
OG0013423	Roisl.0179s0055.1.p	Np004G2025200
OG0013424	Roisl.0179s0043.1.p	Np004G2025000
OG0013425	Roisl.0210s2169.1.p	Np004G2050100
OG0013426	Roisl.0210s2102.1.p	Np004G2045800
OG0013427	Roisl.0210s2087.1.p	Np004G2045300
OG0013428	Roisl.0210s2067.1.p	Np004G2039400, Np004G2042500
OG0013429	Roisl.0210s2069.1.p	Np004G2039500, Np004G2201800, Np004G2042400
OG0013430	Roisl.0048s0006.1.p	Np004G2042100, Np004G2040000
OG0013431	Roisl.0056s0058.1.p	Np004G2087600
OG0013432	Roisl.0056s0021.1.p	Np004G2086800
OG0013433	Roisl.0082s0529.1.p	Np004G2085200
OG0013434	Roisl.0082s0532.1.p	Np004G2084800
OG0013435	Roisl.0194s0070.1.p	Np007G3847300
OG0013436	Roisl.0040s0050.1.p	Np004G2069200
OG0013437	Roisl.0040s0068.1.p	Np004G2064600
OG0013438	Roisl.0040s0071.1.p	Np004G2064200
OG0013439	Roisl.0040s0072.1.p	Np004G2064100
OG0013440	Roisl.0040s0087.1.p	Np004G2063200
OG0013441	Roisl.0040s0089.1.p	Np004G2063000
OG0013442	Roisl.0184s0144.1.p	Np003G1773900
OG0013443	Roisl.0032s0076.1.p	Np003G1762800
OG0013444	Roisl.0020s0064.1.p	Np003G1778600
OG0013445	Roisl.0020s0079.1.p	Np003G1779700
OG0013446	Roisl.0020s0084.1.p	Np003G1780100
OG0013447	Roisl.0020s0123.1.p	Np003G1783800
OG0013448	Roisl.0057s0036.1.p	Np003G1794500
OG0013449	Roisl.0213s0636.1.p	Np003G1798500
OG0013450	Roisl.0213s0633.1.p	Np003G1799000
OG0013451	Roisl.0213s0627.1.p, Roisl.0115s0449.1.p	Np003G1799400
OG0013453	Roisl.0213s0599.1.p	Np003G1803500
OG0013454	Roisl.0213s0567.1.p	Np003G1803800
OG0013455	Roisl.0210s1632.1.p	Np003G1470200
OG0013456	Roisl.0210s1635.1.p	Np003G1470500
OG0013457	Roisl.0210s1641.1.p	Np003G1471500
OG0013458	Roisl.0046s0321.1.p	Np001G0141100
OG0013459	Roisl.0046s0327.1.p	Np001G0142400
OG0013460	Roisl.0046s0330.1.p	Np001G0142600
OG0013461	Roisl.0046s0333.1.p	Np001G0142900
OG0013462	Roisl.0046s0372.1.p	Np006G3432600, Np001G0088900, Np001G0146500
OG0013463	Roisl.0046s0383.1.p	Np001G0147500
OG0013464	Roisl.0046s0388.1.p	Np001G0148000
OG0013465	Roisl.0046s0392.1.p	Np001G0148400
OG0013466	Roisl.0046s0397.1.p	Np001G0149000
OG0013467	Roisl.0214s0135.1.p	Np005G2925400
OG0013469	Roisl.0214s0426.1.p	Np007G3723200, Np007G3723400
OG0013470	Roisl.0214s0481.1.p	Np007G3718800
OG0013471	Roisl.0214s0513.1.p	Np007G3716300
OG0013472	Roisl.0209s0344.1.p	Np001G0461600
OG0013473	Roisl.0209s0288.1.p	Np001G0455600
OG0013474	Roisl.0067s0026.1.p	Np006G3207200
OG0013475	Roisl.0067s0032.1.p	Np001G0483600
OG0013476	Roisl.0067s0037.1.p	Np006G3208400
OG0013477	Roisl.0067s0041.1.p	Np006G3208700
OG0013478	Roisl.0067s0048.1.p	Np006G3209700
OG0013479	Roisl.0028s0008.1.p, Roisl.0067s0058.1.p	Np006G3210900
OG0013480	Roisl.0067s0059.1.p	Np006G3211000
OG0013481	Roisl.0067s0065.1.p	Np006G3211500
OG0013482	Roisl.0067s0068.1.p	Np006G3212100, Np006G3212200
OG0013483	Roisl.0067s0086.1.p	Np006G3214700
OG0013484	Roisl.0067s0087.1.p	Np006G3214800
OG0013485	Roisl.0035s0004.1.p	Np006G3214900
OG0013486	Roisl.0035s0036.1.p	Np006G3219600
OG0013487	Roisl.0035s0037.1.p, Roisl.0020s0056.1.p	Np006G3220200
OG0013488	Roisl.0035s0046.1.p	Np006G3221400, Np006G3221700
OG0013489	Roisl.0035s0067.1.p	Np006G3224400
OG0013490	Roisl.0035s0074.1.p	Np006G3225500
OG0013491	Roisl.0035s0081.1.p	Np006G3226500
OG0013492	Roisl.0035s0082.1.p	Np006G3226600
OG0013494	Roisl.0035s0096.1.p	Np006G3228600
OG0013495	Roisl.0035s0111.1.p	Np006G3229800
OG0013496	Roisl.0035s0115.1.p	Np006G3230200
OG0013497	Roisl.0035s0117.1.p	Np006G3230400
OG0013498	Roisl.0035s0122.1.p	Np006G3230700
OG0013499	Roisl.0035s0131.1.p	Np006G3231400
OG0013500	Roisl.0035s0149.1.p	Np006G3234000
OG0013501	Roisl.0035s0151.1.p	Np006G3234200
OG0013502	Roisl.0035s0161.1.p	Np006G3235900
OG0013503	Roisl.0035s0162.1.p	Np006G3236100
OG0013504	Roisl.0035s0194.1.p	Np006G3240600, Np004G2187600
OG0013505	Roisl.0028s0026.1.p	Np006G3242000
OG0013506	Roisl.0028s0053.1.p	Np006G3245100
OG0013507	Roisl.0028s0057.1.p	Np006G3246000
OG0013508	Roisl.0028s0084.1.p	Np006G3249000
OG0013509	Roisl.0091s0586.1.p, Roisl.0028s0091.1.p	Np006G3250100
OG0013510	Roisl.0028s0122.1.p	Np006G3254200, Np006G3254100
OG0013511	Roisl.0028s0127.1.p	Np006G3254700
OG0013512	Roisl.0028s0129.1.p	Np006G3255000
OG0013513	Roisl.0028s0138.1.p	Np006G3256200
OG0013514	Roisl.0028s0146.1.p	Np006G3257300
OG0013515	Roisl.0028s0148.1.p	Np006G3257500
OG0013516	Roisl.0028s0158.1.p	Np006G3299400, Np006G3258000
OG0013517	Roisl.0028s0166.1.p, Roisl.0204s0144.1.p	Np006G3258800
OG0013518	Roisl.0028s0187.1.p	Np006G3260900
OG0013519	Roisl.0028s0230.1.p, Roisl.0028s0234.1.p	Np006G3266300
OG0013520	Roisl.0209s0293.1.p	Np001G0456000
OG0013521	Roisl.0028s0252.1.p	Np006G3268100
OG0013522	Roisl.0028s0265.1.p	Np006G3270000
OG0013523	Roisl.0028s0287.1.p	Np006G3272500
OG0013524	Roisl.0028s0293.1.p	Np006G3616900
OG0013525	Roisl.0028s0310.1.p	Np006G3276000
OG0013526	Roisl.0028s0313.1.p	Np006G3276200
OG0013527	Roisl.0028s0317.1.p	Np006G3276700
OG0013528	Roisl.0028s0337.1.p	Np006G3279900
OG0013529	Roisl.0028s0345.1.p	Np006G3281200
OG0013530	Roisl.0028s0347.1.p	Np006G3282000
OG0013531	Roisl.0028s0370.1.p	Np006G3286100, Np006G3292300
OG0013532	Roisl.0036s0029.1.p	Np001G0170600
OG0013533	Roisl.0028s0394.1.p	Np006G3288200, Np004G2270900
OG0013534	Roisl.0028s0398.1.p	Np006G3288600
OG0013535	Roisl.0028s0407.1.p	Np006G3289800
OG0013536	Roisl.0028s0451.1.p	Np006G3298400
OG0013537	Roisl.0028s0450.1.p	Np006G3298300
OG0013538	Roisl.0028s0449.1.p	Np006G3298200
OG0013539	Roisl.0028s0448.1.p	Np006G3298100
OG0013540	Roisl.0028s0447.1.p	Np006G3298000
OG0013541	Roisl.0028s0484.1.p	Np006G3302400
OG0013542	Roisl.0028s0489.1.p	Np006G3304000
OG0013543	Roisl.0016s0081.1.p	Np007G4246500
OG0013544	Roisl.0016s0082.1.p	Np007G4246400
OG0013545	Roisl.0016s0088.1.p	Np007G4245600
OG0013546	Roisl.0016s0106.1.p	Np007G4244000, Np007G4243800
OG0013547	Roisl.0189s0201.1.p	Np003G1751400
OG0013548	Roisl.0016s0147.1.p	Np007G4237200
OG0013550	Roisl.0016s0197.1.p	Np007G4231700
OG0013551	Roisl.0016s0205.1.p	Np007G4230800
OG0013552	Roisl.0016s0228.1.p	Np007G4228200
OG0013553	Roisl.0016s0264.1.p	Np007G4222900, Np007G4223800
OG0013554	Roisl.0016s0269.1.p	Np007G4223100
OG0013555	Roisl.0039s0152.1.p, Roisl.0016s0291.1.p	Np007G4219700
OG0013556	Roisl.0016s0300.1.p	Np007G4217600
OG0013557	Roisl.0016s0306.1.p	Np007G4216900
OG0013558	Roisl.0016s0307.1.p	Np007G4216800
OG0013559	Roisl.0016s0308.1.p	Np007G4216700
OG0013560	Roisl.0016s0318.1.p	Np007G4215500
OG0013562	Roisl.0016s0328.1.p	Np007G4214100
OG0013563	Roisl.0016s0371.1.p	Np007G4207600
OG0013564	Roisl.0016s0378.1.p	Np007G4207200
OG0013565	Roisl.0016s0396.1.p	Np007G4204700
OG0013566	Roisl.0016s0397.1.p	Np007G4204600
OG0013571	Roisl.0039s0003.1.p	Np007G4199500
OG0013572	Roisl.0039s0005.1.p	Np007G4198300, Np007G4196900
OG0013573	Roisl.0039s0014.1.p	Np007G4195500
OG0013574	Roisl.0039s0021.1.p	Np007G4194500
OG0013575	Roisl.0039s0048.1.p	Np007G4191700, Np007G4191400
OG0013576	Roisl.0039s0060.1.p	Np007G4189700
OG0013577	Roisl.0039s0064.1.p	Np007G4189000
OG0013578	Roisl.0039s0093.1.p	Np007G4185200
OG0013579	Roisl.0039s0106.1.p	Np007G4183600
OG0013580	Roisl.0039s0126.1.p	Np007G4179100
OG0013581	Roisl.0039s0130.1.p	Np007G4178700
OG0013582	Roisl.0039s0132.1.p	Np007G4178500
OG0013583	Roisl.0039s0157.1.p	Np007G4175500
OG0013584	Roisl.0039s0165.1.p	Np007G4174200
OG0013585	Roisl.0079s0017.1.p	Np007G4172000
OG0013586	Roisl.0079s0028.1.p	Np007G4169600
OG0013587	Roisl.0079s0035.1.p	Np007G4169000
OG0013588	Roisl.0079s0040.1.p	Np007G4168000
OG0013589	Roisl.0079s0050.1.p	Np007G4166800
OG0013590	Roisl.0079s0066.1.p	Np007G4165100
OG0013591	Roisl.0079s0094.1.p	Np007G4160100
OG0013592	Roisl.0079s0100.1.p	Np007G4159600
OG0013593	Roisl.0079s0101.1.p	Np007G4159200
OG0013594	Roisl.0079s0105.1.p	Np007G4158800
OG0013595	Roisl.0079s0132.1.p	Np007G4155000
OG0013596	Roisl.0079s0138.1.p	Np007G4154500
OG0013597	Roisl.0079s0171.1.p	Np007G4151000
OG0013598	Roisl.0079s0175.1.p	Np007G4150700
OG0013599	Roisl.0079s0205.1.p	Np007G4145200
OG0013600	Roisl.0079s0211.1.p	Np007G4144500
OG0013601	Roisl.0079s0224.1.p	Np007G4143300
OG0013602	Roisl.0079s0249.1.p	Np007G4140400
OG0013603	Roisl.0079s0254.1.p	Np007G4139600
OG0013604	Roisl.0008s0244.1.p	Np005G2825800
OG0013606	Roisl.0079s0261.1.p	Np007G4138400, Np007G4123000, Np007G4138700
OG0013607	Roisl.0079s0271.1.p	Np007G4137200
OG0013609	Roisl.0079s0309.1.p	Np007G4133100
OG0013610	Roisl.0079s0319.1.p	Np007G4131600, Np007G4132000
OG0013611	Roisl.0074s1032.1.p	Np007G4127200
OG0013612	Roisl.0074s1030.1.p	Np007G4126900
OG0013613	Roisl.0074s1016.1.p	Np007G4124900, Np006G3313000
OG0013614	Roisl.0074s1011.1.p	Np007G4122000
OG0013615	Roisl.0074s1008.1.p	Np007G4121600
OG0013616	Roisl.0074s0981.1.p	Np007G4118800
OG0013617	Roisl.0074s0954.1.p	Np007G4115300
OG0013618	Roisl.0074s0949.1.p	Np007G4114900
OG0013619	Roisl.0074s0933.1.p	Np007G4112500
OG0013620	Roisl.0074s0932.1.p	Np007G4112400
OG0013621	Roisl.0074s0931.1.p	Np007G4112300
OG0013622	Roisl.0074s0927.1.p	Np007G4111700, Np007G4109900
OG0013625	Roisl.0074s0898.1.p	Np007G4108800
OG0013626	Roisl.0074s0889.1.p	Np007G4106900, Np007G4107300
OG0013627	Roisl.0074s0885.1.p	Np007G4106400
OG0013628	Roisl.0074s0852.1.p	Np007G4102300
OG0013629	Roisl.0074s0844.1.p	Np007G4101200
OG0013630	Roisl.0074s0801.1.p	Np007G4094400
OG0013631	Roisl.0074s0795.1.p	Np007G4093700
OG0013632	Roisl.0074s0791.1.p	Np007G4093300
OG0013633	Roisl.0074s0783.1.p	Np007G4092500
OG0013634	Roisl.0074s0769.1.p	Np007G4090400
OG0013635	Roisl.0074s0766.1.p	Np007G4090100
OG0013636	Roisl.0074s0753.1.p	Np007G4088800
OG0013637	Roisl.0074s0739.1.p	Np007G4087100
OG0013638	Roisl.0074s0728.1.p	Np007G4085600
OG0013639	Roisl.0074s0707.1.p	Np007G4083800
OG0013640	Roisl.0074s0684.1.p	Np007G4080400
OG0013641	Roisl.0074s0673.1.p	Np004G1906300, Np007G4079100
OG0013642	Roisl.0074s0625.1.p	Np007G4071700
OG0013643	Roisl.0074s0592.1.p	Np007G4065300
OG0013644	Roisl.0209s0360.1.p	Np001G0463500
OG0013645	Roisl.0074s0570.1.p	Np007G4061000
OG0013646	Roisl.0074s0523.1.p	Np007G4056000
OG0013647	Roisl.0074s0506.1.p	Np007G4053200
OG0013648	Roisl.0074s0491.1.p	Np007G4051500
OG0013649	Roisl.0074s0480.1.p	Np007G4049700
OG0013650	Roisl.0074s0474.1.p	Np007G4049100
OG0013651	Roisl.0074s0450.1.p	Np007G4045800
OG0013652	Roisl.0074s0445.1.p	Np007G4045300
OG0013653	Roisl.0074s0442.1.p	Np007G4045000
OG0013654	Roisl.0074s0438.1.p	Np007G4044400
OG0013655	Roisl.0074s0431.1.p	Np007G4042400
OG0013656	Roisl.0074s0421.1.p	Np007G4040100
OG0013657	Roisl.0074s0392.1.p	Np007G4029800
OG0013658	Roisl.0074s0387.1.p	Np007G4029200
OG0013659	Roisl.0009s0289.1.p	Np005G3160200
OG0013660	Roisl.0074s0379.1.p	Np007G4027800
OG0013661	Roisl.0074s0372.1.p	Np007G3900200
OG0013662	Roisl.0074s0350.1.p	Np007G3902200
OG0013663	Roisl.0074s0346.1.p	Np007G3902700
OG0013664	Roisl.0074s0337.1.p	Np007G3903600
OG0013666	Roisl.0074s0311.1.p	Np007G3907000
OG0013667	Roisl.0074s0310.1.p	Np007G3907100
OG0013668	Roisl.0074s0264.1.p	Np007G3915300
OG0013669	Roisl.0074s0263.1.p	Np007G3915400
OG0013670	Roisl.0074s0253.1.p	Np007G3916900
OG0013671	Roisl.0074s0250.1.p	Np007G3917400
OG0013672	Roisl.0074s0245.1.p	Np007G3918300
OG0013673	Roisl.0074s0239.1.p	Np007G3918800
OG0013674	Roisl.0074s0234.1.p	Np007G3919400
OG0013675	Roisl.0074s0232.1.p	Np007G3919500
OG0013676	Roisl.0074s0223.1.p	Np007G3921700
OG0013677	Roisl.0074s0211.1.p	Np007G3924500
OG0013678	Roisl.0074s0208.1.p	Np007G3924900
OG0013679	Roisl.0074s0207.1.p	Np007G3925100
OG0013680	Roisl.0074s0204.1.p	Np007G3925400
OG0013681	Roisl.0074s0183.1.p	Np007G3927900
OG0013682	Roisl.0074s0180.1.p	Np007G3928200
OG0013683	Roisl.0074s0179.1.p	Np007G3928400
OG0013684	Roisl.0074s0176.1.p	Np007G3928700
OG0013685	Roisl.0074s0175.1.p	Np007G3928800
OG0013686	Roisl.0074s0174.1.p	Np007G3928900
OG0013687	Roisl.0074s0169.1.p	Np007G3929600
OG0013688	Roisl.0074s0164.1.p	Np007G3929700
OG0013689	Roisl.0074s0146.1.p	Np007G3933000
OG0013690	Roisl.0074s0145.1.p	Np007G3933200
OG0013691	Roisl.0074s0082.1.p	Np007G3945100
OG0013692	Roisl.0074s0058.1.p	Np007G3949300
OG0013693	Roisl.0074s0009.1.p	Np007G3959700
OG0013694	Roisl.0028s0002.1.p	Np007G3961400
OG0013695	Roisl.0028s0001.1.p	Np007G3961500
OG0013696	Roisl.0028s0014.1.p	Np007G3964300
OG0013698	Roisl.0115s0297.1.p	Np007G3975800
OG0013699	Roisl.0115s0304.1.p	Np007G3976600
OG0013700	Roisl.0115s0329.1.p	Np007G3987600
OG0013701	Roisl.0115s0340.1.p	Np007G3989700
OG0013703	Roisl.0115s0366.1.p	Np007G4001900
OG0013704	Roisl.0115s0367.1.p, Roisl.0006s0548.1.p	Np007G4002000
OG0013705	Roisl.0115s0368.1.p	Np007G4002100
OG0013706	Roisl.0115s0369.1.p	Np011G4354900
OG0013709	Roisl.0214s0625.1.p	Np002G1156300
OG0013710	Roisl.0115s0400.1.p	Np007G3804000
OG0013711	Roisl.0115s0411.1.p	Np007G3805200
OG0013712	Roisl.0115s0419.1.p	Np007G3805800
OG0013713	Roisl.0115s0428.1.p	Np007G3806800
OG0013714	Roisl.0070s0020.1.p	Np005G3154000
OG0013715	Roisl.0022s0070.1.p	Np005G3149000
OG0013716	Roisl.0022s0106.1.p	Np005G2820200
OG0013717	Roisl.0213s0815.1.p	Np005G3141000
OG0013718	Roisl.0213s0800.1.p	Np005G3138500
OG0013719	Roisl.0213s0798.1.p	Np005G3137600
OG0013720	Roisl.0046s0008.1.p	Np005G3134400
OG0013721	Roisl.0046s0038.1.p	Np005G3132200
OG0013722	Roisl.0032s0006.1.p	Np005G3128200
OG0013723	Roisl.0032s0027.1.p	Np005G3126100
OG0013724	Roisl.0064s0030.1.p	Np005G3124400
OG0013725	Roisl.0064s0028.1.p	Np005G3124200
OG0013726	Roisl.0204s0179.1.p	Np005G3098600
OG0013727	Roisl.0064s0020.1.p	Np005G3123400
OG0013729	Roisl.0002s0172.1.p, Roisl.0210s2196.1.p	Np005G3115400
OG0013730	Roisl.0008s0111.1.p	Np005G3111200
OG0013731	Roisl.0053s0132.1.p	Np005G3108900
OG0013732	Roisl.0085s0001.1.p	Np001G0182400
OG0013733	Roisl.0053s0302.1.p	Np007G3854500
OG0013734	Roisl.0053s0314.1.p	Np007G3852600
OG0013735	Roisl.0053s0330.1.p	Np007G3849100
OG0013736	Roisl.0053s0347.1.p	Np007G3846600
OG0013737	Roisl.0053s0362.1.p	Np007G3844700
OG0013738	Roisl.0053s0366.1.p	Np007G3877100
OG0013739	Roisl.0053s0395.1.p	Np007G3840300
OG0013740	Roisl.0053s0403.1.p	Np007G3839600
OG0013741	Roisl.0115s0617.1.p	Np007G3835300
OG0013743	Roisl.0115s0596.1.p	Np007G3823000, Np007G3832100
OG0013744	Roisl.0022s0031.1.p	Np003G1770800
OG0013746	Roisl.0115s0541.1.p	Np007G3823700
OG0013747	Roisl.0115s0533.1.p	Np007G3821600
OG0013748	Roisl.0115s0522.1.p	Np007G3819800
OG0013749	Roisl.0115s0515.1.p	Np007G3818800
OG0013750	Roisl.0115s0500.1.p	Np007G3816100, Np007G3815600
OG0013751	Roisl.0115s0472.1.p	Np007G3812400
OG0013752	Roisl.0003s0043.1.p	Np005G2734000
OG0013753	Roisl.0189s0063.1.p	Np002G1062600, Np005G2649500
OG0013754	Roisl.0055s0010.1.p	Np002G0957800
OG0013755	Roisl.0209s0092.1.p	Np002G0960300
OG0013756	Roisl.0022s0046.1.p	Np002G0985000
OG0013757	Roisl.0022s0013.1.p	Np002G0995500
OG0013758	Roisl.0022s0038.1.p	Np002G0988100
OG0013759	Roisl.0022s0039.1.p	Np002G0986900
OG0013760	Roisl.0204s0177.1.p	Np004G1969900
OG0013761	Roisl.0194s0038.1.p	Np006G3485500, Np006G3545400
OG0013762	Roisl.0194s0019.1.p	Np002G1041400
OG0013763	Roisl.0210s1604.1.p	Np003G1467900
OG0013764	Roisl.0210s1568.1.p	Np003G1464200
OG0013765	Roisl.0210s1563.1.p	Np003G1463700
OG0013766	Roisl.0210s1559.1.p	Np003G1463300
OG0013767	Roisl.0210s1549.1.p	Np003G1459900
OG0013768	Roisl.0210s1547.1.p	Np003G1459700
OG0013769	Roisl.0082s0504.1.p	Np006G3630600
OG0013770	Roisl.0021s0576.1.p	Np006G3665900
OG0013771	Roisl.0210s1528.1.p	Np003G1457100
OG0013772	Roisl.0198s0047.1.p	Np001G0164800
OG0013773	Roisl.0036s0085.1.p	Np001G0164000
OG0013774	Roisl.0014s0033.1.p	Np001G0178000
OG0013775	Roisl.0014s0032.1.p	Np001G0178100
OG0013776	Roisl.0046s1219.1.p	Np001G0546100
OG0013777	Roisl.0046s1198.1.p	Np001G0543300
OG0013778	Roisl.0046s1190.1.p	Np001G0542600
OG0013779	Roisl.0046s1189.1.p	Np001G0542500
OG0013780	Roisl.0046s1188.1.p	Np003G1705800, Np001G0542400
OG0013781	Roisl.0046s1187.1.p	Np001G0542300
OG0013782	Roisl.0046s1186.1.p	Np001G0542200
OG0013783	Roisl.0046s1163.1.p	Np001G0538800
OG0013784	Roisl.0046s1161.1.p	Np001G0538700
OG0013785	Roisl.0046s1156.1.p	Np001G0538300
OG0013786	Roisl.0046s1149.1.p	Np001G0537400
OG0013787	Roisl.0046s1144.1.p	Np001G0536800
OG0013788	Roisl.0046s1136.1.p	Np001G0536100
OG0013789	Roisl.0046s1110.1.p	Np001G0534100
