Orthogroup	Euclidium_syriacum	Erysimum_linariifolium
OG0013541	ESY6_g49187_DN3_SP7_c0.t1	El001G059450, El001G059680
OG0013542	ESY6_g49140_DN3_SP0_c0.t1	El001G059000
OG0013543	ESY6_g49107_DN3_SP0_c0.t1	El001G058650
OG0013544	ESY6_g49083_DN3_SP1_c0.t1	El001G058560
OG0013545	ESY6_g49073_DN3_SP1_c0.t1	El001G058540
OG0013546	ESY6_g49061_DN3_SP0_c0.t1	El001G058400
OG0013547	ESY6_g48990_DN3_SP0_c0.t1, ESY6_g48904_DN3_SP0_c0.t1	El001G057500
OG0013548	ESY6_g48987_DN3_SP8_c0.t1	El001G057490
OG0013549	ESY6_g48981_DN1_SP0_c0.t1	El001G057420
OG0013550	ESY6_g48955_DN3_SP7_c0.t1	El007G330170
OG0013551	ESY6_g48953_DN3_SP8_c0.t1	El007G330190
OG0013552	ESY6_g48952_DN3_SP0_c0.t1	El007G330200
OG0013553	ESY6_g48943_DN1_SP0_c0.t1	El007G330310
OG0013554	ESY6_g48935_DN3_SP8_c0.t1	El007G330410
OG0013555	ESY6_g48867_DN3_SP6_c0.t1	El007G330880
OG0013556	ESY6_g48735_DN3_SP0_c0.t1	El007G331640
OG0013557	ESY6_g48728_DN3_SP1_c0.t1	El007G331710, El004G219670
OG0013558	ESY6_g48726_DN3_SP8_c0.t1	El007G331730
OG0013559	ESY4_g22888_DN3_SP5_c0.t1	El002G113630
OG0013560	ESY1_g8321_DN3_SP0_c0.t1	El001G016480
OG0013561	ESY6_g49718_DN3_SP4_c3.t1	El007G327370
OG0013562	ESY6_g49706_DN3_SP0_c0.t1	El007G327290
OG0013563	ESY6_g49665_DN3_SP0_c0.t1	El007G327010
OG0013564	ESY6_g49648_DN3_SP6_c0.t1	El007G326920
OG0013565	ESY6_g49627_DN3_SP8_c0.t1	El007G326790
OG0013566	ESY6_g50739_DN3_SP6_c0.t1	El007G326550
OG0013567	ESY6_g50732_DN3_SP7_c0.t1	El007G326470
OG0013568	ESY6_g50725_DN3_SP0_c0.t1	El007G326380
OG0013569	ESY6_g50716_DN3_SP1_c18.t1	El007G326300
OG0013570	ESY6_g50711_DN3_SP7_c0.t1	El007G326230
OG0013571	ESY6_g50706_DN3_SP2_c0.t1	El007G326190
OG0013572	ESY6_g50690_DN3_SP7_c0.t1	El007G326080
OG0013573	ESY6_g50685_DN3_SP7_c0.t1	El007G326010
OG0013574	ESY6_g50675_DN3_SP1_c0.t1	El007G325940
OG0013575	ESY6_g50668_DN3_SP0_c0.t1	El007G325890
OG0013576	ESY6_g50659_DN3_SP8_c0.t1	El007G325830
OG0013577	ESY11_g54299_DN3_SP0_c0.t1	El005G276830
OG0013578	ESY6_g50623_DN3_SP8_c0.t1	El007G325520, El007G325670
OG0013579	ESY6_g50616_DN3_SP7_c0.t1	El007G325600
OG0013581	ESY6_g50536_DN3_SP0_c0.t1	El007G325060
OG0013582	ESY6_g50498_DN3_SP0_c0.t1	El007G324670
OG0013583	ESY6_g50460_DN3_SP0_c0.t1, ESY6_g50458_DN2_SP0_c0.t1	El007G324340
OG0013584	ESY6_g50456_DN3_SP2_c0.t1	El007G324330
OG0013585	ESY6_g50453_DN3_SP1_c0.t1	El007G324300
OG0013586	ESY6_g50419_DN3_SP0_c0.t1	El007G324190, El007G324200
OG0013587	ESY6_g50427_DN3_SP0_c0.t1	El007G324000, El007G324040
OG0013588	ESY6_g50440_DN3_SP6_c0.t1	El007G323880
OG0013589	ESY6_g50416_DN3_SP0_c0.t1	El007G323850
OG0013590	ESY6_g50413_DN1_SP0_c0.t1	El007G323820
OG0013591	ESY6_g50399_DN3_SP0_c15.t1	El007G323670
OG0013592	ESY6_g50389_DN3_SP0_c0.t1	El007G323590, El002G110560
OG0013593	ESY6_g50382_DN3_SP1_c0.t1	El007G323510
OG0013594	ESY6_g50371_DN3_SP6_c0.t1	El007G323450
OG0013596	ESY6_g50365_DN3_SP7_c0.t1	El007G323390
OG0013597	ESY2_g33951_DN3_SP0_c0.t1	El007G323210
OG0013598	ESY6_g50328_DN2_SP0_c0.t1	El007G323040, El007G323010
OG0013599	ESY6_g50327_DN3_SP5_c5.t1	El007G323030, El007G323000
OG0013600	ESY6_g50318_DN3_SP3_c0.t1	El007G322860
OG0013601	ESY6_g50296_DN2_SP0_c0.t1	El007G322740, El007G362230
OG0013602	ESY6_g50247_DN3_SP0_c0.t1	El007G322380
OG0013603	ESY6_g50216_DN3_SP0_c0.t1	El007G322310
OG0013604	ESY6_g50225_DN3_SP8_c0.t1	El007G322220
OG0013605	ESY6_g50743_DN3_SP0_c0.t1	El007G322140
OG0013606	ESY6_g50747_DN3_SP7_c0.t1	El007G322100
OG0013607	ESY6_g50756_DN3_SP2_c0.t1	El007G322020
OG0013608	ESY6_g50758_DN1_SP0_c0.t1	El007G321990, El007G322000
OG0013609	ESY20_g13356_DN2_SP0_c0.t1	El001G000170
OG0013610	ESY20_g13354_DN3_SP0_c0.t1	El001G000190
OG0013611	ESY20_g13350_DN3_SP6_c0.t1	El001G000210
OG0013612	ESY20_g12990_DN3_SP0_c0.t1	El001G000850
OG0013613	ESY20_g12955_DN3_SP0_c0.t1	El001G000620
OG0013614	ESY20_g12933_DN2_SP0_c29.t1	El001G000450
OG0013615	ESY20_g12931_DN3_SP2_c18.t1	El001G000430
OG0013616	ESY20_g12930_DN3_SP0_c0.t1	El001G000410
OG0013617	ESY20_g13028_DN3_SP0_c7.t1	El001G001140
OG0013618	ESY20_g13042_DN3_SP0_c0.t1	El001G001220
OG0013619	ESY20_g13043_DN3_SP0_c0.t1	El001G001230
OG0013620	ESY20_g13062_DN3_SP0_c0.t1	El001G001320
OG0013621	ESY20_g13065_DN3_SP0_c0.t1	El001G001350
OG0013622	ESY20_g13087_DN3_SP5_c0.t1	El001G001560
OG0013623	ESY20_g13130_DN3_SP1_c0.t1	El001G001880
OG0013624	ESY20_g13133_DN3_SP1_c0.t1	El001G001940
OG0013625	ESY20_g13145_DN3_SP6_c58.t1	El001G002160
OG0013626	ESY20_g13147_DN1_SP0_c0.t1	El001G002140
OG0013627	ESY20_g13162_DN3_SP6_c0.t1	El001G002180
OG0013628	ESY20_g12854_DN3_SP1_c0.t1	El001G002250
OG0013629	ESY20_g13165_DN3_SP7_c20.t1	El001G002260
OG0013630	ESY20_g13174_DN3_SP2_c0.t1	El001G002350
OG0013631	ESY5_g5332_DN3_SP8_c0.t1	El002G084430
OG0013632	ESY20_g13223_DN3_SP0_c0.t1	El001G002870
OG0013633	ESY20_g13289_DN3_SP2_c0.t1	El001G003250
OG0013634	ESY20_g13316_DN3_SP0_c0.t1	El001G003490
OG0013636	ESY20_g13314_DN3_SP0_c0.t1	El001G003470
OG0013637	ESY8_g58343_DN3_SP0_c14.t1	El001G003570
OG0013638	ESY8_g58338_DN3_SP1_c0.t1	El001G003600
OG0013639	ESY8_g58325_DN1_SP0_c0.t1	El001G003720
OG0013640	ESY8_g58308_DN3_SP0_c0.t1	El001G003860
OG0013641	ESY8_g58305_DN3_SP2_c0.t1	El001G003880
OG0013642	ESY8_g58282_DN3_SP7_c0.t1	El001G004030
OG0013643	ESY8_g58258_DN3_SP3_c0.t1	El001G004150
OG0013644	ESY8_g58257_DN3_SP8_c6.t1	El001G004160
OG0013645	ESY8_g58200_DN3_SP8_c0.t1	El007G360300
OG0013646	ESY8_g58162_DN3_SP0_c0.t1	El007G360100
OG0013647	ESY8_g58158_DN2_SP0_c0.t1	El007G360040
OG0013648	ESY8_g58145_DN2_SP0_c0.t1	El007G359910
OG0013649	ESY20_g12664_DN3_SP0_c0.t1	El007G359660
OG0013650	ESY20_g12898_DN3_SP0_c0.t1	El007G359230
OG0013651	ESY20_g12871_DN3_SP7_c0.t1	El007G359050
OG0013652	ESY20_g12866_DN3_SP8_c0.t1	El007G358980
OG0013653	ESY20_g12790_DN3_SP6_c9.t1	El006G298890
OG0013654	ESY20_g12801_DN3_SP0_c0.t1	El006G298830
OG0013655	ESY20_g12809_DN3_SP0_c0.t1	El006G298770
OG0013656	ESY20_g12811_DN3_SP2_c0.t1	El006G298750
OG0013657	ESY20_g13340_DN3_SP7_c0.t1	El006G299930
OG0013658	ESY20_g12745_DN3_SP7_c0.t1	El006G299120
OG0013659	ESY20_g12683_DN3_SP0_c0.t1	El006G299630
OG0013660	ESY20_g12677_DN3_SP0_c0.t1	El006G299800
OG0013661	ESY20_g13325_DN3_SP7_c0.t1	El006G300100
OG0013663	ESY8_g58372_DN3_SP8_c0.t1	El006G300260
OG0013664	ESY8_g58384_DN3_SP3_c0.t1	El006G300300
OG0013665	ESY8_g58395_DN2_SP0_c0.t1	El006G300380
OG0013666	ESY8_g58400_DN3_SP3_c0.t1	El006G300440
OG0013667	ESY8_g58417_DN3_SP1_c0.t1	El006G304250, El006G300620, El006G304260
OG0013668	ESY8_g58540_DN3_SP7_c0.t1	El006G301280
OG0013669	ESY8_g58535_DN3_SP8_c0.t1	El006G301310
OG0013670	ESY8_g58517_DN3_SP0_c0.t1	El006G301460
OG0013671	ESY8_g58496_DN2_SP1_c0.t1	El006G301680
OG0013672	ESY8_g58554_DN3_SP8_c0.t1	El006G301750
OG0013674	ESY8_g58578_DN3_SP8_c12.t1	El006G301900
OG0013675	ESY8_g58598_DN3_SP4_c0.t1	El006G302040
OG0013676	ESY8_g58664_DN2_SP8_c0.t1	El006G302360
OG0013677	ESY8_g58670_DN3_SP0_c0.t1	El006G302420
OG0013678	ESY6_g46670_DN1_SP0_c0.t1	El007G341670
OG0013679	ESY8_g58723_DN3_SP0_c0.t1	El006G302960
OG0013680	ESY8_g58750_DN3_SP8_c0.t1	El006G303180
OG0013681	ESY8_g58755_DN3_SP0_c0.t1	El006G303230
OG0013682	ESY8_g58830_DN2_SP7_c0.t1	El006G304180
OG0013683	ESY8_g58865_DN3_SP0_c0.t1	El006G304470
OG0013684	ESY4_g26929_DN3_SP0_c0.t1	El003G141930
OG0013685	ESY8_g58941_DN3_SP8_c13.t1	El006G305370
OG0013686	ESY8_g58949_DN3_SP0_c16.t1	El006G305510
OG0013687	ESY8_g58981_DN3_SP8_c0.t1	El006G305820
OG0013688	ESY8_g58983_DN3_SP0_c0.t1	El006G305860
OG0013689	ESY8_g58991_DN3_SP0_c0.t1	El006G306000, El006G306030
OG0013690	ESY8_g58993_DN3_SP1_c0.t1	El006G306100
OG0013691	ESY8_g59014_DN3_SP0_c0.t1	El006G306410
OG0013692	ESY8_g59105_DN3_SP8_c0.t1	El006G308380
OG0013693	ESY8_g59102_DN3_SP0_c0.t1	El006G308250
OG0013694	ESY8_g59063_DN3_SP0_c0.t1	El006G307440
OG0013695	ESY8_g59053_DN3_SP0_c0.t1	El004G194530, El006G307250
OG0013696	ESY8_g59139_DN3_SP8_c0.t1	El006G309540
OG0013697	ESY8_g59141_DN3_SP8_c0.t1	El006G309590
OG0013698	ESY8_g59154_DN3_SP4_c0.t1	El006G309920
OG0013699	ESY8_g59171_DN3_SP8_c16.t1	El005G274570
OG0013700	ESY8_g59177_DN3_SP2_c0.t1	El006G310970
OG0013701	ESY8_g59187_DN3_SP0_c0.t1	El006G311000
OG0013702	ESY8_g59188_DN3_SP8_c0.t1	El006G302290
OG0013703	ESY8_g59190_DN3_SP0_c0.t1	El002G130260
OG0013704	ESY8_g59199_DN3_SP1_c0.t1	El006G311240
OG0013705	ESY8_g59211_DN3_SP0_c0.t1	El006G311460
OG0013706	ESY8_g59217_DN2_SP0_c0.t1	El006G311840
OG0013707	ESY8_g59234_DN3_SP1_c0.t1	El006G312400
OG0013708	ESY8_g59243_DN3_SP2_c0.t1	El006G312580
OG0013709	ESY3_g32151_DN3_SP0_c0.t1	El005G238540
OG0013710	ESY8_g59250_DN3_SP1_c0.t1	El006G312820
OG0013711	ESY8_g59258_DN3_SP0_c0.t1	El006G313250
OG0013712	ESY8_g59261_DN3_SP8_c0.t1	El006G313360
OG0013713	ESY8_g59264_DN3_SP8_c0.t1	El006G313520, El002G129330
OG0013714	ESY8_g59288_DN3_SP6_c0.t1	El006G313890
OG0013715	ESY16_g62168_DN3_SP6_c0.t1	El003G156640
OG0013716	ESY16_g62356_DN3_SP0_c0.t1	El003G157360
OG0013717	ESY3_g32610_DN3_SP2_c0.t1, ESY8_g60846_DN1_SP0_c0.t1	El005G235690
OG0013718	ESY3_g32660_DN3_SP0_c0.t1	El005G235230
OG0013718	ESY3_g32661_DN3_SP0_c0.t1	El005G235200
OG0013719	ESY3_g32665_DN3_SP4_c0.t1	El005G235160
OG0013720	ESY3_g32669_DN3_SP0_c0.t1	El005G235130
OG0013721	ESY3_g32670_DN3_SP0_c0.t1	El005G235120
OG0013722	ESY5_g4854_DN3_SP5_c0.t1	El005G235050
OG0013723	ESY7_g19670_DN3_SP8_c0.t1	El001G082240
OG0013724	ESY7_g19660_DN3_SP0_c0.t1	El001G082180
OG0013725	ESY7_g19653_DN3_SP0_c0.t1	El001G082100
OG0013726	ESY7_g19649_DN3_SP0_c24.t1	El001G082060
OG0013727	ESY6_g48177_DN2_SP0_c0.t1	El007G335920, El001G054330
OG0013728	ESY6_g47983_DN3_SP0_c0.t1	El007G337210
OG0013729	ESY3_g32559_DN3_SP2_c0.t1	El005G236110
OG0013730	ESY3_g32556_DN3_SP8_c0.t1	El005G236130
OG0013731	ESY3_g32520_DN3_SP7_c9.t1	El005G236390
OG0013732	ESY3_g32513_DN3_SP8_c0.t1	El005G236430
OG0013733	ESY3_g32491_DN3_SP0_c0.t1	El005G236580
OG0013734	ESY15_g64581_DN3_SP7_c0.t1	El007G349550
OG0013735	ESY3_g32457_DN3_SP6_c0.t1	El005G236950
OG0013736	ESY3_g32399_DN3_SP1_c0.t1	El005G237250
OG0013737	ESY3_g32352_DN3_SP0_c0.t1	El005G237500
OG0013738	ESY3_g32342_DN3_SP0_c0.t1	El005G237580
OG0013739	ESY3_g32331_DN3_SP0_c0.t1	El005G237640
OG0013740	ESY16_g62292_DN3_SP0_c0.t1	El003G157070
OG0013741	ESY3_g32278_DN3_SP8_c0.t1	El005G237890
OG0013742	ESY3_g32240_DN3_SP0_c0.t1	El005G238130
OG0013743	ESY3_g32220_DN3_SP5_c0.t1	El005G238230
OG0013744	ESY3_g32214_DN3_SP4_c0.t1	El005G238260
OG0013745	ESY3_g32171_DN3_SP5_c0.t1	El005G238450
OG0013746	ESY3_g32169_DN3_SP8_c0.t1	El005G238460
OG0013747	ESY3_g32090_DN3_SP0_c0.t1	El005G238730
OG0013748	ESY3_g32033_DN3_SP0_c0.t1	El005G238970
OG0013749	ESY3_g32044_DN2_SP0_c0.t1	El005G238920
OG0013750	ESY3_g31996_DN2_SP0_c0.t1	El005G239140
OG0013751	ESY3_g31995_DN3_SP0_c0.t1	El005G239150
OG0013752	ESY3_g31981_DN3_SP2_c0.t1	El005G239220
OG0013753	ESY3_g31970_DN3_SP7_c0.t1	El005G239260
OG0013754	ESY3_g31929_DN3_SP8_c0.t1	El005G239580
OG0013755	ESY3_g31920_DN3_SP8_c0.t1	El005G239650
OG0013756	ESY3_g31898_DN3_SP5_c0.t1	El005G239750
OG0013757	ESY3_g31825_DN3_SP0_c12.t1	El005G239840
OG0013758	ESY3_g31794_DN3_SP6_c9.t1	El005G240090
OG0013759	ESY3_g31774_DN3_SP7_c0.t1	El005G240250
OG0013760	ESY3_g31789_DN3_SP0_c0.t1	El005G240140
OG0013761	ESY3_g31666_DN3_SP0_c0.t1	El005G240630
OG0013762	ESY3_g31658_DN3_SP6_c0.t1	El005G240730, El007G348230
OG0013763	ESY3_g31616_DN2_SP0_c0.t1	El005G240990
OG0013764	ESY3_g31614_DN3_SP8_c0.t1	El005G241020
OG0013765	ESY3_g31569_DN3_SP8_c7.t1	El005G241340
OG0013766	ESY3_g31535_DN3_SP0_c0.t1	El005G241560
OG0013767	ESY3_g31524_DN3_SP0_c0.t1	El005G241720
OG0013768	ESY3_g31492_DN3_SP8_c0.t1	El005G241940
OG0013769	ESY3_g32680_DN3_SP0_c0.t1	El005G270130
OG0013770	ESY3_g31439_DN3_SP0_c0.t1, ESY15_g64347_DN3_SP0_c0.t1	El005G242070
OG0013771	ESY3_g31419_DN3_SP2_c0.t1	El005G242410
OG0013772	ESY3_g31383_DN3_SP6_c0.t1	El005G242680
OG0013773	ESY2_g33565_DN3_SP1_c0.t1	El001G007910
OG0013774	ESY3_g30702_DN3_SP4_c0.t1, ESY3_g30915_DN1_SP0_c0.t1	El005G243130
OG0013775	ESY3_g30704_DN3_SP0_c0.t1	El005G243150
OG0013776	ESY3_g30738_DN3_SP0_c0.t1	El005G243460
OG0013777	ESY3_g30746_DN3_SP0_c0.t1	El005G243530
OG0013778	ESY3_g30780_DN3_SP8_c0.t1	El005G243770
OG0013779	ESY3_g30814_DN3_SP0_c0.t1	El005G244020
OG0013780	ESY12_g50867_DN3_SP5_c0.t1	El006G289190
OG0013781	ESY12_g50818_DN3_SP0_c0.t1, ESY12_g50817_DN3_SP0_c0.t1	El006G289480
OG0013782	ESY9_g45684_DN3_SP7_c0.t1	El006G289600
OG0013783	ESY1_g10655_DN3_SP8_c0.t1	El001G027070
OG0013784	ESY9_g45646_DN3_SP8_c3.t1, ESY9_g45640_DN3_SP0_c0.t1, ESY9_g45643_DN3_SP0_c4.t1	El006G289830
OG0013785	ESY9_g45596_DN3_SP0_c0.t1	El006G290080
OG0013786	ESY9_g45573_DN3_SP6_c0.t1	El006G290150
OG0013787	ESY9_g45553_DN3_SP0_c0.t1	El006G290260
OG0013788	ESY9_g45550_DN3_SP0_c0.t1	El006G297390, El006G290310
OG0013789	ESY9_g45477_DN3_SP7_c0.t1	El006G290720
OG0013790	ESY9_g45454_DN2_SP0_c0.t1	El006G290870
OG0013791	ESY9_g45453_DN3_SP1_c0.t1	El006G290890
OG0013793	ESY9_g45438_DN3_SP0_c0.t1, ESY9_g45442_DN3_SP0_c0.t1	El006G305460
OG0013794	ESY9_g45425_DN3_SP7_c0.t1	El006G291100
OG0013795	ESY9_g45403_DN3_SP2_c0.t1	El006G291210
OG0013796	ESY2_g34362_DN3_SP0_c0.t1, ESY9_g45373_DN3_SP0_c0.t1	El008G368360, El006G291410
OG0013797	ESY9_g44123_DN3_SP6_c0.t1	El006G294900
OG0013798	ESY9_g44318_DN3_SP0_c0.t1	El006G294570
OG0013799	ESY5_g4944_DN3_SP7_c0.t1	El006G294150
OG0013800	ESY9_g44496_DN3_SP3_c0.t1	El006G294050
OG0013801	ESY9_g44549_DN3_SP0_c0.t1	El006G293810
OG0013802	ESY9_g44584_DN3_SP0_c0.t1	El006G293700
OG0013803	ESY9_g44598_DN3_SP8_c0.t1	El006G293640
OG0013804	ESY9_g44635_DN3_SP1_c0.t1	El006G293580
OG0013805	ESY9_g44654_DN3_SP7_c0.t1	El006G293530
OG0013806	ESY9_g44789_DN3_SP0_c0.t1	El006G293180
OG0013807	ESY9_g44879_DN3_SP0_c0.t1	El006G292770
OG0013808	ESY9_g44913_DN3_SP5_c0.t1	El006G292750
OG0013809	ESY9_g44958_DN3_SP7_c0.t1	El006G292630
OG0013810	ESY9_g45181_DN3_SP6_c0.t1	El006G292210
OG0013811	ESY9_g45165_DN3_SP2_c0.t1	El006G292220, El001G008430
OG0013812	ESY9_g45163_DN3_SP8_c0.t1	El006G292250
OG0013813	ESY16_g61683_DN3_SP0_c0.t1	El003G181990
OG0013814	ESY9_g44039_DN3_SP1_c0.t1	El006G295220
OG0013816	ESY5_g2893_DN3_SP0_c0.t1	El002G099300
OG0013817	ESY5_g3035_DN3_SP8_c0.t1	El002G100280
OG0013818	ESY5_g3062_DN3_SP7_c0.t1	El002G100510
OG0013819	ESY5_g3064_DN3_SP0_c0.t1	El002G100530
OG0013820	ESY5_g4422_DN3_SP0_c0.t1	El002G100600, El002G100590
OG0013821	ESY5_g4412_DN3_SP1_c0.t1	El002G100710
OG0013822	ESY5_g4400_DN3_SP0_c0.t1	El002G100820
OG0013824	ESY5_g4357_DN3_SP7_c8.t1	El002G101270
OG0013825	ESY5_g4341_DN3_SP0_c0.t1	El002G101410
OG0013826	ESY5_g4340_DN3_SP6_c0.t1	El002G101420
OG0013828	ESY5_g4326_DN3_SP0_c0.t1	El002G101520
OG0013830	ESY5_g4263_DN3_SP7_c0.t1	El002G102010
OG0013831	ESY5_g4228_DN3_SP8_c0.t1	El002G102390
OG0013832	ESY5_g4243_DN3_SP0_c0.t1	El002G102200, El002G102220, El002G102240
OG0013833	ESY5_g4250_DN3_SP0_c0.t1	El002G102120
OG0013834	ESY5_g4253_DN3_SP0_c0.t1	El002G102100
OG0013835	ESY5_g4208_DN3_SP4_c0.t1	El002G102540
OG0013836	ESY5_g4184_DN3_SP0_c0.t1	El002G102780
OG0013837	ESY5_g4114_DN3_SP0_c0.t1	El002G103360
OG0013838	ESY5_g4110_DN3_SP6_c0.t1	El002G103400
OG0013839	ESY5_g4105_DN3_SP7_c0.t1	El002G103420
OG0013840	ESY5_g4091_DN3_SP1_c0.t1	El002G103520
OG0013841	ESY5_g4088_DN3_SP0_c0.t1	El002G103560
OG0013842	ESY5_g4073_DN3_SP0_c0.t1	El002G103680
OG0013843	ESY5_g4049_DN3_SP4_c0.t1	El002G103880
OG0013844	ESY5_g4045_DN3_SP1_c0.t1	El002G103910
OG0013846	ESY5_g4013_DN3_SP8_c0.t1	El002G104200
OG0013847	ESY5_g3989_DN3_SP0_c0.t1	El002G104380
OG0013848	ESY5_g3939_DN3_SP6_c0.t1	El002G104860
OG0013849	ESY5_g3913_DN3_SP1_c0.t1	El002G105160
OG0013850	ESY5_g3884_DN3_SP3_c0.t1	El002G105360
OG0013851	ESY5_g2470_DN3_SP4_c0.t1	El002G105780
OG0013852	ESY5_g2462_DN3_SP0_c0.t1	El002G105870
OG0013853	ESY5_g2461_DN3_SP8_c0.t1	El002G105880, El002G105890
OG0013855	ESY5_g2417_DN3_SP8_c23.t1	El002G106050
OG0013856	ESY5_g2411_DN3_SP0_c0.t1	El002G106140
OG0013857	ESY5_g2402_DN3_SP8_c0.t1	El002G106550, El002G106220
OG0013858	ESY5_g2364_DN3_SP0_c7.t1	El002G106530
OG0013859	ESY5_g2221_DN3_SP8_c0.t1	El002G107910
OG0013860	ESY5_g2208_DN3_SP0_c0.t1	El002G107920
OG0013861	ESY5_g2206_DN3_SP8_c1.t1	El002G107940
OG0013862	ESY5_g2205_DN3_SP3_c0.t1	El002G107960
OG0013863	ESY5_g2060_DN3_SP2_c0.t1	El002G108700
OG0013864	ESY5_g1876_DN3_SP0_c0.t1	El002G109420
OG0013865	ESY5_g1841_DN3_SP6_c0.t1, ESY5_g1862_DN3_SP0_c0.t1	El002G109490
OG0013866	ESY5_g1703_DN3_SP0_c0.t1	El002G109950
OG0013867	ESY5_g1567_DN3_SP7_c0.t1	El002G110590, El002G110330
OG0013868	ESY5_g4152_DN3_SP8_c0.t1	El002G110610, El002G110720
OG0013870	ESY5_g1417_DN3_SP8_c0.t1	El002G111300
OG0013871	ESY5_g1358_DN3_SP8_c0.t1	El002G111180
OG0013872	ESY5_g1237_DN3_SP8_c0.t1	El002G111700
OG0013873	ESY5_g1224_DN3_SP4_c0.t1	El002G111720, El002G110440
OG0013874	ESY5_g1028_DN3_SP8_c0.t1	El002G111870
OG0013875	ESY3_g30201_DN3_SP0_c0.t1	El002G112570
OG0013876	ESY19_g41936_DN3_SP0_c0.t1	El004G217960
OG0013877	ESY5_g887_DN3_SP8_c0.t1	El002G112800
OG0013878	ESY13_g57664_DN3_SP7_c7.t1	El002G112930
OG0013879	ESY13_g57359_DN3_SP0_c0.t1	El002G128400
OG0013880	ESY6_g50520_DN3_SP0_c0.t1	El003G160320
OG0013882	ESY11_g54219_DN2_SP0_c0.t1	El003G159990
OG0013883	ESY13_g57027_DN3_SP8_c0.t1	El003G159980
OG0013884	ESY3_g31478_DN3_SP0_c0.t1	El003G159810
OG0013885	ESY13_g56825_DN3_SP0_c0.t1, ESY13_g56837_DN3_SP0_c0.t1	El003G159520
OG0013886	ESY13_g56809_DN3_SP0_c0.t1	El003G159470
OG0013887	ESY13_g56745_DN3_SP0_c0.t1	El003G159440
OG0013888	ESY4_g25184_DN3_SP0_c0.t1	El003G150130
OG0013889	ESY8_g59359_DN3_SP8_c0.t1	El006G315120
OG0013890	ESY8_g59379_DN2_SP0_c0.t1	El006G315800
OG0013891	ESY8_g59378_DN3_SP8_c0.t1	El006G315780
OG0013892	ESY8_g59385_DN3_SP2_c0.t1	El006G315840
OG0013893	ESY5_g2129_DN3_SP0_c0.t1, ESY4_g25982_DN3_SP2_c0.t1	El003G149560
OG0013894	ESY8_g59387_DN3_SP1_c0.t1	El006G315930
OG0013895	ESY8_g59388_DN3_SP0_c0.t1	El006G315940
OG0013897	ESY8_g59393_DN3_SP0_c0.t1	El006G316050
OG0013898	ESY8_g59375_DN3_SP8_c0.t1	El006G315850, El006G315580
OG0013899	ESY8_g59373_DN3_SP2_c0.t1	El006G315470
OG0013900	ESY8_g59542_DN3_SP0_c0.t1	El006G318250
OG0013901	ESY8_g59627_DN3_SP7_c0.t1	El006G319060
OG0013902	ESY2_g34784_DN3_SP8_c0.t1	El004G228920
OG0013903	ESY2_g34785_DN3_SP0_c0.t1	El004G228910
OG0013904	ESY8_g59665_DN3_SP0_c0.t1, ESY8_g59663_DN3_SP0_c0.t1	El006G319540
OG0013905	ESY8_g59694_DN3_SP0_c0.t1	El006G319810
OG0013906	ESY8_g59711_DN3_SP0_c0.t1	El006G320060
OG0013907	ESY8_g59746_DN3_SP8_c0.t1	El006G320330
OG0013908	ESY8_g59748_DN3_SP0_c0.t1	El006G320350
OG0013909	ESY8_g59752_DN3_SP2_c0.t1	El006G320390
OG0013910	ESY8_g59798_DN3_SP5_c0.t1	El006G320580
OG0013911	ESY8_g59838_DN3_SP0_c0.t1, ESY4_g26814_DN3_SP0_c0.t1	El006G321100
OG0013912	ESY8_g59871_DN3_SP6_c0.t1	El006G321290
OG0013914	ESY8_g59943_DN3_SP6_c0.t1	El002G100210
OG0013915	ESY5_g2889_DN3_SP2_c0.t1	El002G099260
OG0013916	ESY5_g2838_DN3_SP1_c0.t1	El002G098730
OG0013917	ESY5_g2836_DN3_SP0_c0.t1	El002G098710
OG0013918	ESY5_g2821_DN3_SP7_c0.t1	El002G098570
OG0013919	ESY5_g2786_DN3_SP0_c0.t1	El002G098250
OG0013920	ESY5_g2766_DN1_SP0_c0.t1	El002G098080
OG0013921	ESY5_g2712_DN2_SP0_c0.t1, ESY5_g2714_DN1_SP0_c0.t1	El002G097470
OG0013922	ESY5_g2708_DN3_SP8_c0.t1	El002G097430
OG0013923	ESY5_g2690_DN3_SP8_c0.t1	El002G097360
OG0013924	ESY5_g2683_DN2_SP8_c0.t1	El002G097280, El002G097710
OG0013925	ESY5_g2648_DN3_SP0_c0.t1	El002G097140
OG0013926	ESY5_g2621_DN3_SP6_c17.t1	El002G096950
OG0013927	ESY5_g2569_DN3_SP7_c0.t1	El002G096570
OG0013928	ESY5_g3855_DN3_SP0_c0.t1	El002G096300
OG0013929	ESY5_g3853_DN3_SP0_c0.t1	El002G096280
OG0013930	ESY5_g3754_DN3_SP8_c6.t1	El002G095400
OG0013931	ESY5_g3736_DN3_SP0_c0.t1	El002G095290
OG0013932	ESY5_g3735_DN2_SP0_c0.t1	El002G095280
OG0013933	ESY5_g3717_DN3_SP8_c0.t1	El002G095100
OG0013934	ESY5_g3709_DN3_SP0_c0.t1	El002G095020
OG0013935	ESY5_g3594_DN3_SP0_c0.t1	El002G094160
OG0013936	ESY8_g58112_DN1_SP0_c0.t1, ESY5_g3584_DN3_SP8_c0.t1	El002G094060
OG0013937	ESY5_g3542_DN3_SP0_c0.t1	El002G093850
