Orthogroup	Euclidium_syriacum	Brassica_napus
OG0018480	ESY15_g64226_DN3_SP0_c0.t1	XP_013647335.2, XP_048618181.1
OG0018482	ESY7_g18776_DN2_SP0_c0.t1	XP_013715172.2, XP_013684184.2
OG0018483	ESY6_g49954_DN1_SP0_c0.t1	XP_022560519.1
OG0018484	ESY6_g50075_DN1_SP0_c0.t1	XP_048596164.1
OG0018486	ESY1_g10097_DN3_SP0_c0.t1	XP_013694007.1, XP_013752398.2
OG0018487	ESY1_g10044_DN2_SP2_c0.t1	XP_048619799.1, XP_022567550.1
OG0018490	ESY1_g9197_DN3_SP0_c0.t1	XP_013724845.1, XP_013727051.2
OG0018492	ESY1_g9136_DN3_SP1_c0.t1	XP_048638588.1, XP_048621922.1
OG0018495	ESY1_g7830_DN3_SP1_c0.t1	XP_013641301.1, XP_013642521.1
OG0018499	ESY2_g34395_DN3_SP0_c0.t1	XP_013706112.2, XP_048617489.1
OG0018500	ESY2_g35619_DN1_SP0_c0.t1	XP_013700851.2, XP_048592102.1, XP_022552347.1
OG0018503	ESY2_g34849_DN3_SP6_c0.t1	XP_013674972.1, XP_013674952.2
OG0018504	ESY2_g35855_DN3_SP0_c0.t1	XP_013693127.2, XP_013676634.1
OG0018505	ESY2_g35842_DN2_SP0_c0.t1	XP_048626670.1
OG0018506	ESY2_g36112_DN3_SP8_c0.t1	XP_013652501.2, XP_013652452.1
OG0018507	ESY2_g36763_DN3_SP0_c0.t1	XP_013650256.2, XP_022570950.1
OG0018508	ESY2_g36571_DN3_SP0_c0.t1	XP_013650347.2, XP_048592426.1
OG0018509	ESY3_g30176_DN3_SP0_c0.t1, ESY3_g30170_DN2_SP0_c0.t1	XP_048598123.1, XP_022550980.1
OG0018510	ESY3_g30273_DN3_SP0_c0.t1, ESY3_g30274_DN3_SP0_c0.t1	XP_013737795.1, XP_048635836.1
OG0018512	ESY3_g27910_DN3_SP0_c0.t1	XP_022544357.2, XP_022562743.1
OG0018513	ESY11_g52712_DN3_SP1_c0.t1	XP_013707780.2
OG0018514	ESY11_g53219_DN3_SP8_c0.t1	XP_048632589.1, XP_013685096.1
OG0018516	ESY11_g54396_DN3_SP6_c0.t1	XP_013717720.1, XP_013651419.2
OG0018517	ESY11_g54405_DN3_SP0_c0.t1	XP_022552729.2, XP_048593156.1
OG0018519	ESY2_g37091_DN3_SP0_c0.t1	XP_013724815.2, XP_048594421.1
OG0018520	ESY2_g37314_DN3_SP0_c0.t1	XP_013640765.2
OG0018521	ESY1_g11465_DN2_SP0_c0.t1	XP_048600654.1
OG0018521	ESY1_g11515_DN3_SP0_c0.t1	XP_022567918.1
OG0018522	ESY1_g12152_DN3_SP0_c12.t1	XP_013711004.2, XP_048597290.1
OG0018523	ESY1_g12450_DN3_SP0_c0.t1	XP_013658824.2, XP_022563689.1
OG0018527	ESY2_g35647_DN3_SP0_c0.t1	XP_013697545.1, XP_013750803.1, XP_013655344.2
OG0018528	ESY5_g4591_DN3_SP0_c0.t1	XP_013671746.1, NP_001303092.1
OG0018529	ESY2_g35719_DN3_SP0_c0.t1	XP_048606257.1, XP_013655062.2
OG0018530	ESY1_g9879_DN3_SP0_c0.t1	XP_013675250.1, XP_013690710.2
OG0018531	ESY1_g10407_DN2_SP0_c0.t1	XP_013659852.2, XP_013658655.2
OG0018533	ESY1_g10566_DN3_SP5_c0.t1	XP_013663445.2, XP_048620645.1
OG0018535	ESY1_g12483_DN3_SP0_c0.t1	XP_022564244.1, XP_013749437.3
OG0018538	ESY10_g14841_DN3_SP0_c0.t1, ESY10_g14842_DN3_SP0_c0.t1	XP_013696553.2
OG0018539	ESY10_g14971_DN3_SP0_c0.t1	XP_048603865.1, XP_048616373.1
OG0018540	ESY9_g45086_DN3_SP8_c0.t1	XP_048609485.1, XP_013748363.2
OG0018541	ESY9_g45349_DN3_SP0_c0.t1	XP_013707253.1
OG0018542	ESY4_g25660_DN2_SP0_c0.t1	XP_022574895.2, XP_022557389.1, XP_048609971.1
OG0018543	ESY12_g50871_DN3_SP0_c0.t1	XP_013690166.2, XP_022574603.2
OG0018544	ESY12_g51030_DN3_SP0_c0.t1	XP_013727361.2, XP_013687775.2
OG0018548	ESY2_g34966_DN3_SP0_c0.t1	XP_013726401.1, XP_013698890.1
OG0018550	ESY3_g30945_DN2_SP0_c0.t1	XP_013668887.2, XP_013659330.3
OG0018551	ESY9_g42704_DN3_SP0_c0.t1, ESY9_g42703_DN3_SP0_c0.t1	XP_048620448.1, XP_013658100.2
OG0018552	ESY4_g25455_DN3_SP0_c0.t1	XP_048619334.1, XP_022573489.1
OG0018554	ESY5_g4760_DN1_SP0_c0.t1	XP_013696452.2, XP_013666238.2
OG0018557	ESY5_g4434_DN3_SP0_c0.t1	XP_048594249.1, XP_048621618.1
OG0018558	ESY5_g3286_DN3_SP0_c0.t1	XP_013645150.2, XP_048613880.1
OG0018560	ESY5_g2620_DN3_SP0_c0.t1	XP_048594174.1, XP_013657345.1
OG0018561	ESY5_g2684_DN3_SP0_c0.t1	XP_013727841.1
OG0018563	ESY5_g2801_DN3_SP0_c0.t1	XP_013698068.2, XP_013641417.2
OG0018564	ESY5_g2955_DN3_SP3_c0.t1	XP_013641481.2, XP_013691883.2
OG0018565	ESY5_g2207_DN3_SP0_c0.t1	XP_013722112.1, XP_013730512.2
OG0018566	ESY2_g34464_DN3_SP7_c0.t1	XP_013676439.1, XP_013686977.1
OG0018567	ESY2_g33677_DN3_SP0_c0.t1, ESY2_g33678_DN3_SP0_c0.t1	XP_048611635.1
OG0018570	ESY3_g29306_DN3_SP3_c0.t1	XP_048635330.1, XP_013721260.1, XP_048626532.1
OG0018572	ESY3_g30124_DN3_SP0_c0.t1	XP_013640077.1
OG0018574	ESY3_g30953_DN3_SP0_c0.t1	XP_013740980.2
OG0018577	ESY8_g58224_DN3_SP0_c0.t1	XP_048605338.1
OG0018578	ESY7_g19488_DN3_SP0_c0.t1	XP_013720211.1
OG0018579	ESY7_g19357_DN3_SP3_c0.t1	XP_048629262.1, XP_013655661.2
OG0018580	ESY7_g18484_DN3_SP2_c0.t1	XP_013743234.1
OG0018582	ESY2_g34537_DN3_SP0_c0.t1	XP_013705126.1, XP_013647449.1
OG0018583	ESY9_g42532_DN3_SP1_c0.t1	XP_022574248.2, XP_013723401.1
OG0018586	ESY13_g56417_DN1_SP0_c0.t1	XP_013646759.1, XP_013670488.1
OG0018587	ESY20_g12717_DN3_SP0_c0.t1	XP_048610921.1, XP_013744414.2
OG0018588	ESY8_g58583_DN3_SP0_c0.t1	XP_048633846.1, XP_013722566.1
OG0018589	ESY8_g58729_DN3_SP0_c0.t1	XP_013730390.2, XP_048636829.1, XP_013692486.2
OG0018590	ESY8_g59058_DN3_SP0_c0.t1	XP_022545116.1, XP_013745970.2, XP_013720424.1
OG0018591	ESY8_g59228_DN2_SP0_c0.t1	XP_048620932.1, XP_022563677.2, XP_048620933.1, XP_022547570.2
OG0018592	ESY2_g37094_DN3_SP0_c0.t1, ESY2_g37097_DN2_SP0_c0.t1	XP_022572483.1, XP_013739656.3
OG0018594	ESY7_g17625_DN3_SP1_c0.t1	XP_022558442.1, XP_013665982.2, XP_013726173.2
OG0018595	ESY7_g17210_DN3_SP0_c0.t1	XP_013679293.1
OG0018596	ESY2_g35021_DN3_SP0_c10.t1	XP_022548746.2, XP_048625031.1
OG0018598	ESY7_g17829_DN3_SP0_c0.t1	XP_013651844.2, XP_013701143.1
OG0018601	ESY6_g46754_DN3_SP0_c0.t1	XP_013681885.1, XP_013683361.2
OG0018602	ESY6_g48432_DN2_SP0_c0.t1	XP_048604635.1, XP_022565217.1
OG0018603	ESY6_g48436_DN3_SP0_c0.t1	XP_013680977.1, XP_013740319.1
OG0018604	ESY6_g48484_DN3_SP8_c0.t1	XP_048608205.1
OG0018606	ESY6_g49888_DN3_SP1_c0.t1	XP_013674673.1, XP_013721913.1
OG0018607	ESY6_g49952_DN3_SP0_c0.t1	XP_013661913.1, XP_013643751.2
OG0018610	ESY6_g50511_DN3_SP0_c0.t1	XP_013675453.1, XP_048616827.1, XP_022565272.1
OG0018611	ESY5_g4669_DN2_SP0_c0.t1	XP_013698276.1, XP_013723204.2
OG0018617	ESY2_g34489_DN3_SP0_c0.t1	XP_013652292.2, XP_048617098.1, XP_048615879.1, XP_048591564.1
OG0018618	ESY2_g35755_DN3_SP0_c0.t1	XP_013652347.1, XP_013670218.1
OG0018619	ESY3_g29932_DN3_SP0_c0.t1, ESY3_g29931_DN3_SP0_c0.t1	XP_013715085.2
OG0018621	ESY11_g53481_DN3_SP0_c0.t1	XP_013729262.3, XP_013705994.1
OG0018622	ESY8_g59757_DN3_SP0_c0.t1	XP_013659150.2, XP_013710126.2
OG0018623	ESY8_g59644_DN3_SP2_c0.t1	XP_013688351.1, XP_013743638.1
OG0018624	ESY8_g59632_DN3_SP0_c0.t1	XP_013666234.2, XP_013710886.1
OG0018626	ESY22_g41125_DN1_SP0_c0.t1	XP_048629165.1, XP_048636606.1, XP_013681509.3, XP_048609489.1
OG0018629	ESY12_g51301_DN3_SP0_c0.t1	XP_013688628.1, XP_022574159.2
OG0018630	ESY8_g59364_DN1_SP0_c0.t1	XP_022562455.2, XP_022551260.1, XP_048614814.1
OG0018633	ESY10_g13967_DN3_SP0_c0.t1	XP_048637163.1, XP_048618009.1
OG0018634	ESY7_g18972_DN3_SP0_c0.t1, ESY7_g18968_DN3_SP0_c0.t1	XP_013739806.1
OG0018635	ESY20_g13149_DN3_SP0_c11.t1, ESY20_g13148_DN3_SP0_c11.t1	XP_048605939.1, XP_048605936.1, XP_022571915.2
OG0018636	ESY20_g13349_DN3_SP8_c0.t1	XP_013693637.2, XP_048625848.1
OG0018639	ESY15_g64776_DN3_SP6_c0.t1	XP_013699636.1, XP_013677705.2
OG0018640	ESY15_g64549_DN1_SP0_c0.t1	XP_048591221.1, XP_013644320.2
OG0018641	ESY7_g19080_DN1_SP0_c0.t1	XP_048598610.1, XP_048624316.1
OG0018642	ESY10_g14103_DN2_SP0_c0.t1	XP_013640249.1, XP_048637187.1
OG0018652	ESY2_g34418_DN2_SP0_c0.t1	XP_048593232.1, XP_013650949.1, XP_013729618.2, XP_048596329.1, XP_013732878.1, XP_013745546.1, XP_048617189.1, XP_048611841.1, XP_048591412.1
OG0018673	ESY4_g25173_DN3_SP6_c0.t1	XP_013738314.2, XP_013670669.2
OG0018675	ESY4_g25831_DN2_SP0_c0.t1	XP_013660100.1, XP_013666228.2
OG0018676	ESY16_g61983_DN3_SP0_c0.t1	XP_013644561.1
OG0018677	ESY16_g61644_DN3_SP0_c0.t1	XP_013715075.2
OG0018678	ESY16_g61467_DN3_SP0_c0.t1	XP_048625916.1, XP_013655739.1
OG0018679	ESY2_g34229_DN3_SP0_c0.t1	XP_013730032.2, XP_013681953.2
OG0018680	ESY10_g14537_DN3_SP0_c0.t1	XP_013707753.2, XP_013727805.2
OG0018682	ESY17_g39180_DN3_SP0_c0.t1	XP_013686909.2, XP_013712079.1
OG0018683	ESY11_g54662_DN1_SP0_c0.t1	XP_013660660.1, XP_048625491.1
OG0018684	ESY2_g33636_DN3_SP3_c0.t1	XP_048626006.1
OG0018686	ESY12_g50980_DN2_SP0_c0.t1	XP_048626741.1
OG0018687	ESY15_g64958_DN3_SP0_c0.t1	XP_013723779.2, XP_013703529.1
OG0018689	ESY15_g65047_DN3_SP0_c0.t1	XP_013659443.2
OG0018693	ESY6_g47058_DN2_SP0_c16.t1	XP_013739944.2
OG0018699	ESY9_g43526_DN3_SP0_c0.t1	XP_013737218.1, XP_013737229.2
OG0018700	ESY9_g43767_DN2_SP0_c0.t1	XP_022545689.2, XP_048607390.1
OG0018703	ESY9_g42919_DN3_SP1_c0.t1	XP_013705110.1
OG0018705	ESY4_g23556_DN3_SP6_c23.t1	XP_013671411.1, XP_013656823.1
OG0018706	ESY4_g26189_DN2_SP0_c0.t1	XP_013665554.3, XP_048634332.1, XP_048608842.1, XP_022546335.2
OG0018713	ESY2_g34026_DN3_SP0_c0.t1	XP_013683711.2
OG0018714	ESY1_g12503_DN3_SP0_c0.t1	XP_013741878.2, XP_013671892.2
OG0018717	ESY17_g39813_DN3_SP0_c0.t1, ESY17_g39814_DN3_SP0_c0.t1	XP_013696140.1
OG0018718	ESY17_g39812_DN3_SP0_c0.t1	XP_013645280.1, XP_013686027.2
OG0018722	ESY8_g60018_DN3_SP0_c0.t1	XP_022573901.2, XP_048616970.1
OG0018723	ESY8_g60015_DN3_SP0_c0.t1	XP_013661850.2, XP_048592929.1
OG0018725	ESY12_g51985_DN3_SP7_c0.t1	XP_013692073.1, XP_022574775.1
OG0018726	ESY12_g52074_DN3_SP2_c0.t1	XP_013692196.1, XP_013748009.1
OG0018727	ESY12_g51493_DN3_SP1_c0.t1	XP_013690533.1, XP_022572525.1
OG0018729	ESY7_g19627_DN3_SP0_c0.t1	XP_013731788.2
OG0018730	ESY7_g19610_DN3_SP0_c0.t1	XP_048624853.1
OG0018732	ESY7_g19109_DN2_SP0_c0.t1	XP_013665529.1
OG0018733	ESY6_g50348_DN3_SP0_c0.t1	XP_048631308.1, XP_013692710.2, XP_013710714.2
OG0018735	ESY6_g50269_DN2_SP0_c0.t1	XP_013653751.1, XP_013710094.1
OG0018737	ESY20_g13205_DN3_SP0_c0.t1	XP_048605424.1
OG0018738	ESY20_g13294_DN3_SP6_c0.t1	XP_048596140.1, XP_048628590.1, XP_048625829.1
OG0018741	ESY8_g59178_DN3_SP0_c0.t1	XP_048631869.1, XP_048608743.1
OG0018742	ESY16_g62239_DN1_SP1_c0.t1	XP_013671388.1, XP_013669952.1
OG0018745	ESY3_g32547_DN3_SP0_c0.t1	XP_048632149.1, XP_022553880.2
OG0018746	ESY3_g32285_DN3_SP3_c45.t1	XP_048632274.1, XP_048602273.1
OG0018747	ESY3_g32032_DN3_SP0_c0.t1	XP_048636148.1, XP_013725963.2
OG0018748	ESY3_g31918_DN3_SP0_c0.t1	XP_013750766.2, XP_013723585.2
OG0018755	ESY5_g3681_DN1_SP4_c0.t1	XP_013659529.1, XP_013655267.1
OG0018756	ESY5_g3502_DN3_SP0_c0.t1	XP_013653090.2, XP_013645695.2
OG0018757	ESY5_g3364_DN1_SP5_c0.t1	XP_013696772.2, XP_013640971.1
OG0018758	ESY5_g5372_DN3_SP0_c0.t1	XP_013693923.1
OG0018760	ESY5_g5558_DN3_SP0_c0.t1	XP_048611076.1, XP_048634553.1
OG0018762	ESY6_g49386_DN3_SP0_c0.t1	XP_048629751.1, XP_013683504.2
OG0018764	ESY6_g48619_DN3_SP0_c0.t1	XP_013727164.2, XP_013742966.2
OG0018765	ESY6_g48606_DN2_SP0_c0.t1	XP_013716854.1, XP_013671823.1
OG0018772	ESY2_g34467_DN3_SP0_c0.t1	XP_013652291.2, XP_013701118.1
OG0018773	ESY2_g35513_DN3_SP0_c0.t1	XP_013725751.1
OG0018778	ESY2_g35830_DN3_SP0_c0.t1	XP_013649570.1, XP_013701946.1
OG0018779	ESY2_g36522_DN3_SP0_c0.t1	XP_048617621.1, XP_013708836.2
OG0018780	ESY3_g30248_DN3_SP0_c0.t1	XP_013684795.2, XP_013686388.2
OG0018786	ESY3_g29074_DN3_SP0_c0.t1	XP_013672509.2, XP_048593412.1, XP_048638272.1
OG0018788	ESY11_g52665_DN3_SP0_c0.t1	XP_013651440.1
OG0018790	ESY6_g49327_DN2_SP0_c0.t1	XP_048635974.1
OG0018791	ESY11_g54592_DN3_SP0_c0.t1	XP_013651405.1
OG0018792	ESY2_g36440_DN3_SP7_c0.t1	XP_013648355.2
OG0018794	ESY2_g37493_DN3_SP0_c0.t1	XP_013714921.2, XP_013735839.2
OG0018795	ESY2_g37610_DN3_SP7_c0.t1	XP_013701972.1, XP_048637933.1
OG0018797	ESY1_g11776_DN3_SP0_c0.t1	XP_013658699.2
OG0018800	ESY1_g12254_DN2_SP0_c0.t1	XP_013708295.3, XP_013707822.1
OG0018802	ESY1_g12576_DN3_SP0_c0.t1	XP_013692670.1
OG0018806	ESY2_g37479_DN2_SP0_c0.t1	XP_013640879.1, XP_013698520.1
OG0018808	ESY2_g37826_DN2_SP0_c0.t1	XP_048615139.1
OG0018809	ESY11_g53374_DN3_SP0_c0.t1	XP_013700988.2, XP_022551985.1
OG0018810	ESY1_g10418_DN3_SP5_c0.t1	XP_048610169.1, NP_001302531.1
OG0018812	ESY7_g16718_DN3_SP0_c0.t1	XP_013699279.2, XP_013691708.1, XP_013691666.1, XP_013698303.2
OG0018813	ESY10_g15019_DN3_SP0_c0.t1	XP_013713141.1, XP_013661943.1
OG0018814	ESY10_g14775_DN3_SP0_c0.t1	XP_022562862.2, XP_022543721.2
OG0018820	ESY2_g35943_DN1_SP0_c0.t1	XP_013652154.2, XP_048615969.1
OG0018821	ESY8_g59408_DN3_SP0_c0.t1	XP_013696586.2, XP_013734967.1
OG0018822	ESY4_g24902_DN2_SP0_c0.t1	XP_013705876.1
OG0018824	ESY4_g25499_DN3_SP0_c0.t1	XP_048601082.1, XP_048634866.1
OG0018826	ESY4_g26727_DN2_SP0_c0.t1	XP_013656551.2, XP_013686336.2
OG0018829	ESY5_g5152_DN3_SP0_c0.t1	XP_048613668.1, XP_013666412.2
OG0018830	ESY5_g5157_DN3_SP3_c5.t1	XP_013693974.2, XP_048599341.1
OG0018832	ESY5_g4994_DN3_SP0_c0.t1	XP_013665038.2, XP_013692977.1
OG0018834	ESY5_g3298_DN2_SP0_c0.t1	XP_013750864.1
OG0018835	ESY5_g2875_DN3_SP0_c0.t1	XP_013741229.1
OG0018837	ESY5_g3972_DN3_SP0_c13.t1	XP_013706154.1, XP_013653455.1
OG0018838	ESY5_g3938_DN3_SP0_c0.t1	XP_048594038.1, XP_013727410.1
OG0018841	ESY2_g33917_DN3_SP6_c0.t1	XP_013672260.1, XP_013700853.2
OG0018843	ESY7_g17848_DN3_SP0_c0.t1	XP_048625932.1, XP_013733618.2
OG0018845	ESY11_g54086_DN3_SP0_c0.t1	XP_013660350.2, XP_048625807.1
OG0018851	ESY7_g18496_DN3_SP0_c0.t1	XP_013715303.2
OG0018853	ESY26_g42351_DN3_SP0_c0.t1	XP_013737849.2, XP_013671201.1
OG0018854	ESY26_g42306_DN3_SP0_c0.t1	XP_048618663.1
OG0018855	ESY8_g60005_DN2_SP4_c0.t1	XP_048592930.1, XP_013659434.1
OG0018856	ESY9_g42586_DN3_SP0_c0.t1	XP_022574241.2, XP_048638157.1
OG0018857	ESY7_g17312_DN3_SP0_c0.t1	XP_048626393.1, XP_048626703.1, XP_048626699.1, XP_048626707.1, XP_048626399.1, XP_048626370.1, XP_048626366.1, XP_048607947.1, XP_048607950.1, XP_048607948.1, XP_048607951.1
OG0018858	ESY3_g32297_DN3_SP0_c0.t1	XP_013722342.1, XP_013682779.2
OG0018860	ESY1_g9655_DN3_SP0_c0.t1	XP_013646859.2, XP_013714029.1
OG0018861	ESY6_g49847_DN3_SP0_c0.t1	XP_013675587.3, XP_022563500.1
OG0018863	ESY5_g2659_DN2_SP0_c0.t1	XP_048619677.1, XP_013733467.1, XP_013739567.1
OG0018865	ESY5_g4206_DN3_SP1_c0.t1	XP_048638392.1, XP_022558684.2
OG0018867	ESY1_g11474_DN3_SP0_c0.t1, ESY1_g11473_DN3_SP0_c0.t1	XP_048620037.1, XP_048591458.1
OG0018868	ESY16_g62069_DN3_SP0_c0.t1, ESY16_g62068_DN3_SP0_c0.t1	XP_048613020.1
OG0018871	ESY2_g36338_DN1_SP0_c0.t1	XP_013646264.1, XP_013726623.1
OG0018876	ESY2_g34460_DN3_SP0_c0.t1	XP_013691344.1, XP_013716560.1
OG0018878	ESY2_g35829_DN3_SP0_c0.t1	XP_048613317.1, XP_048604542.1
OG0018880	ESY3_g28453_DN3_SP0_c0.t1	XP_013651490.2
OG0018881	ESY2_g35137_DN3_SP1_c0.t1, ESY2_g35136_DN3_SP0_c0.t1	XP_022552009.1, XP_013653018.2
OG0018882	ESY3_g28085_DN3_SP6_c0.t1	XP_013659028.1, XP_013751021.2, XP_048632546.1
OG0018883	ESY3_g30112_DN2_SP0_c0.t1, ESY3_g32227_DN3_SP0_c0.t1	XP_048632945.1, XP_048606961.1, XP_022547500.1
OG0018885	ESY8_g59569_DN3_SP1_c0.t1	XP_048633623.1, XP_048612323.1
OG0018886	ESY8_g59501_DN3_SP0_c0.t1	XP_013747017.2, XP_013745868.2
OG0018887	ESY8_g59406_DN3_SP0_c0.t1	XP_048611938.1, XP_013660743.1, XP_048597408.1
OG0018890	ESY12_g51120_DN3_SP0_c0.t1	XP_013647875.1, XP_048612706.1, XP_013734485.2
OG0018892	ESY12_g51690_DN3_SP0_c0.t1, ESY9_g43411_DN2_SP0_c0.t1	XP_022574855.2, XP_013710749.3
OG0018894	ESY2_g35155_DN3_SP0_c0.t1	XP_048601211.1
OG0018895	ESY7_g18374_DN1_SP0_c0.t1	XP_013666073.1, XP_013666087.1
OG0018896	ESY6_g50120_DN3_SP0_c0.t1	XP_013724646.1
OG0018904	ESY8_g60069_DN3_SP4_c0.t1	XP_048612160.1, XP_013746877.2
OG0018905	ESY8_g60059_DN3_SP0_c0.t1	XP_013743453.2
OG0018906	ESY2_g33487_DN3_SP0_c0.t1	XP_013727854.3, XP_022565440.2
OG0018908	ESY24_g32956_DN2_SP0_c0.t1	XP_048598165.1, XP_048604162.1, XP_022543942.1
OG0018909	ESY16_g61754_DN3_SP0_c0.t1	XP_022550226.2
OG0018911	ESY6_g49659_DN3_SP0_c0.t1, ESY4_g26328_DN3_SP0_c0.t1	XP_048637876.1
OG0018912	ESY4_g26018_DN1_SP0_c0.t1	XP_022561704.1, XP_013665767.2, XP_013646783.2
OG0018913	ESY7_g16541_DN3_SP0_c0.t1	XP_048606903.1, XP_048596147.1, XP_048595229.1, XP_048625557.1, XP_048602513.1, XP_048605791.1
OG0018942	ESY16_g61990_DN3_SP0_c0.t1	XP_048613280.1, XP_022546663.2
OG0018944	ESY2_g34250_DN3_SP0_c0.t1	XP_013730047.1, XP_013713434.2
OG0018945	ESY2_g34218_DN3_SP3_c0.t1	XP_013730255.1, XP_022550722.1
OG0018946	ESY2_g34170_DN3_SP0_c0.t1	XP_048595880.1, XP_048623417.1, XP_048631480.1
OG0018947	ESY10_g14321_DN3_SP7_c0.t1	XP_013705807.1
OG0018950	ESY10_g13815_DN3_SP0_c0.t1	XP_013709512.1
OG0018953	ESY15_g64919_DN3_SP7_c0.t1	NP_001302496.1
OG0018957	ESY7_g18071_DN2_SP0_c0.t1	XP_013668126.1, XP_013708957.1
OG0018958	ESY7_g17927_DN1_SP0_c0.t1	XP_048627680.1
OG0018959	ESY7_g18687_DN2_SP0_c0.t1	XP_022554282.1
OG0018960	ESY9_g43694_DN3_SP0_c0.t1	XP_013668804.2, XP_022568595.2
OG0018962	ESY8_g60348_DN3_SP0_c0.t1	XP_013647768.2, XP_013700742.2
OG0018964	ESY4_g26571_DN3_SP0_c0.t1	XP_048619408.1
OG0018966	ESY4_g26917_DN3_SP7_c0.t1	XP_013644884.2
OG0018969	ESY12_g50999_DN2_SP0_c0.t1	XP_013681131.2, XP_013744505.1
OG0018971	ESY18_g63759_DN3_SP5_c0.t1	XP_048631986.1, XP_013684102.2
OG0018975	ESY12_g52329_DN3_SP0_c0.t1	XP_013691701.1, XP_013732548.2, XP_048631571.1
OG0018977	ESY20_g12923_DN3_SP0_c0.t1	XP_048604085.1, XP_048630972.1, XP_013728618.2
OG0018978	ESY7_g19476_DN3_SP6_c0.t1	XP_013720156.1
OG0018979	ESY11_g54842_DN1_SP0_c0.t1, ESY8_g58900_DN2_SP0_c0.t1	XP_013747125.1, XP_013747144.1
OG0018981	ESY3_g32633_DN3_SP0_c0.t1	XP_048636267.1, XP_048613594.1
OG0018983	ESY4_g25832_DN3_SP3_c0.t1	XP_013738427.1
OG0018984	ESY5_g2988_DN2_SP0_c0.t1	XP_048638322.1, XP_022558478.2
OG0018985	ESY12_g51518_DN3_SP0_c0.t1	XP_048619792.1, XP_048592638.1
OG0018988	ESY5_g3726_DN3_SP0_c0.t1	XP_013732215.2, XP_013712591.1
OG0018990	ESY5_g4902_DN3_SP4_c0.t1	XP_048613722.1, XP_013697601.2
OG0018991	ESY5_g5224_DN3_SP0_c0.t1	XP_013695747.1, XP_013719301.1
OG0018992	ESY5_g5333_DN1_SP0_c0.t1	XP_013694628.2, XP_013678993.2
OG0018994	ESY6_g49994_DN3_SP1_c0.t1	XP_013707800.1, XP_013643718.2
OG0018995	ESY6_g49451_DN3_SP0_c0.t1	XP_013695606.2, XP_048632688.1
OG0018996	ESY1_g9285_DN3_SP0_c0.t1	XP_013727058.2, XP_022543109.1
OG0018998	ESY1_g7425_DN3_SP0_c0.t1	XP_048605640.1
OG0019000	ESY2_g35411_DN2_SP0_c0.t1	XP_013699697.2
OG0019001	ESY2_g35731_DN2_SP0_c0.t1	XP_022564325.1
OG0019005	ESY3_g29540_DN3_SP0_c0.t1	XP_013751571.3, XP_048614609.1, XP_048630752.1, XP_022566556.1
OG0019006	ESY3_g28596_DN2_SP0_c0.t1	XP_013714319.1, XP_048632532.1
OG0019009	ESY2_g36359_DN3_SP8_c0.t1	XP_013649403.2, XP_013688428.1
OG0019010	ESY11_g54788_DN3_SP0_c0.t1, ESY11_g54793_DN3_SP0_c0.t1	XP_013732473.1
OG0019011	ESY2_g36858_DN3_SP0_c0.t1	XP_013752499.2, XP_048627144.1, XP_048628167.1, XP_048631258.1, XP_013645836.1, XP_048606187.1
OG0019014	ESY1_g11114_DN3_SP0_c0.t1	XP_013647923.2, XP_013750024.1
OG0019015	ESY1_g12016_DN2_SP0_c0.t1	XP_022547559.1, XP_013710068.1
OG0019018	ESY2_g37255_DN3_SP0_c0.t1	XP_048637760.1, XP_013685541.2
OG0019021	ESY11_g54796_DN2_SP0_c0.t1, ESY11_g54794_DN3_SP0_c0.t1	XP_022545210.1
OG0019025	ESY1_g10383_DN1_SP0_c0.t1	XP_013705143.1
OG0019026	ESY1_g10989_DN3_SP0_c0.t1	XP_013703684.2, XP_013648921.2
OG0019027	ESY1_g10776_DN3_SP1_c0.t1	XP_048610907.1, XP_048633915.1
OG0019028	ESY16_g61507_DN3_SP0_c0.t1	XP_013641725.2, XP_048602187.1
OG0019031	ESY2_g34775_DN1_SP0_c0.t1	XP_013717873.1, XP_013701161.1
OG0019032	ESY12_g51476_DN2_SP0_c0.t1	XP_013691649.2, XP_048611215.1
OG0019033	ESY5_g1864_DN2_SP0_c0.t1	XP_022552062.2, XP_013662854.1
OG0019037	ESY5_g4783_DN3_SP0_c0.t1	XP_048621911.1, XP_048594286.1, XP_048621796.1
OG0019039	ESY5_g3716_DN3_SP0_c13.t1	XP_048613956.1, XP_048638141.1
OG0019040	ESY5_g3766_DN2_SP0_c0.t1	XP_013675230.1
OG0019043	ESY5_g4416_DN2_SP0_c0.t1	XP_048593492.1, XP_048622375.1, XP_013711054.1
OG0019044	ESY11_g54205_DN1_SP0_c0.t1	XP_022553946.2, XP_022544168.2
OG0019049	ESY20_g12956_DN1_SP0_c0.t1	XP_048596134.1, XP_048625818.1, XP_048608520.1, XP_048631302.1, XP_022559426.1
OG0019051	ESY7_g17605_DN3_SP7_c0.t1	XP_013667680.1
OG0019052	ESY8_g60516_DN3_SP1_c0.t1	XP_013751014.2
OG0019055	ESY5_g5278_DN3_SP0_c0.t1, ESY3_g28778_DN2_SP0_c0.t1	XP_022548697.1, XP_022558669.1
OG0019056	ESY5_g4574_DN1_SP0_c0.t1	XP_013690752.2
OG0019057	ESY5_g4546_DN3_SP0_c0.t1	XP_022546188.2, XP_048621597.1
OG0019058	ESY5_g2679_DN1_SP0_c0.t1	XP_013727829.1, XP_013646548.1
