Orthogroup	Euclidium_syriacum	Cardamine_amara
OG0015269	ESY3_g27595_DN3_SP0_c0.t1	evm.model.RL_1.2382
OG0015271	ESY7_g18593_DN3_SP0_c0.t1	evm.model.RL_2.830
OG0015272	ESY15_g65693_DN3_SP4_c0.t1	evm.model.RL_2.860
OG0015273	ESY15_g65879_DN3_SP1_c46.t1	evm.model.RL_2.870
OG0015274	ESY27_g13450_DN3_SP1_c0.t1	evm.model.RL_2.901
OG0015275	ESY27_g13409_DN3_SP0_c0.t1	evm.model.RL_2.906
OG0015276	ESY15_g65437_DN3_SP0_c0.t1	evm.model.RL_2.950
OG0015277	ESY22_g40640_DN3_SP7_c0.t1	evm.model.RL_2.966
OG0015278	ESY22_g40641_DN3_SP0_c0.t1	evm.model.RL_2.967
OG0015279	ESY3_g28584_DN3_SP0_c0.t1	evm.model.RL_1.2211
OG0015281	ESY2_g38864_DN3_SP7_c0.t1	evm.model.RL_2.1065
OG0015282	ESY2_g38805_DN3_SP0_c0.t1	evm.model.RL_1.2078
OG0015283	ESY8_g60521_DN3_SP6_c0.t1	evm.model.RL_2.238
OG0015284	ESY8_g60431_DN3_SP8_c0.t1	evm.model.RL_2.217
OG0015285	ESY8_g60345_DN3_SP0_c0.t1	evm.model.RL_2.12
OG0015286	ESY8_g60340_DN3_SP6_c0.t1	evm.model.RL_2.13
OG0015287	ESY8_g60298_DN3_SP0_c0.t1	evm.model.RL_2.30
OG0015288	ESY8_g60201_DN3_SP0_c0.t1	evm.model.RL_2.71
OG0015289	ESY8_g60107_DN3_SP0_c0.t1	evm.model.RL_2.133
OG0015290	ESY8_g59966_DN1_SP0_c0.t1	evm.model.RL_1.2508
OG0015291	ESY12_g52324_DN3_SP2_c0.t1	evm.model.RL_6.2956
OG0015293	ESY12_g52310_DN3_SP2_c0.t1	evm.model.RL_6.2947
OG0015294	ESY12_g52307_DN3_SP0_c0.t1	evm.model.RL_6.2943
OG0015295	ESY12_g52291_DN3_SP3_c0.t1	evm.model.RL_6.2929
OG0015296	ESY12_g52277_DN3_SP0_c0.t1	evm.model.RL_6.2927
OG0015297	ESY12_g52276_DN3_SP4_c0.t1	evm.model.RL_6.2926
OG0015298	ESY12_g52252_DN3_SP4_c0.t1	evm.model.RL_6.2912
OG0015299	ESY12_g52251_DN3_SP0_c9.t1	evm.model.RL_6.2911
OG0015300	ESY12_g52237_DN3_SP3_c0.t1	evm.model.RL_6.2906
OG0015301	ESY12_g52234_DN3_SP8_c0.t1	evm.model.RL_6.2903
OG0015302	ESY12_g52230_DN3_SP8_c0.t1	evm.model.RL_6.2901
OG0015303	ESY12_g51391_DN3_SP8_c0.t1	evm.model.RL_1.1485
OG0015304	ESY12_g51395_DN3_SP4_c0.t1	evm.model.RL_6.2854
OG0015305	ESY12_g51596_DN3_SP1_c0.t1	evm.model.RL_6.2834
OG0015306	ESY12_g51598_DN3_SP0_c0.t1	evm.model.RL_6.2832
OG0015307	ESY12_g51638_DN3_SP8_c0.t1	evm.model.RL_6.2813
OG0015308	ESY12_g51657_DN3_SP0_c0.t1	evm.model.RL_6.2808
OG0015309	ESY12_g51673_DN3_SP0_c0.t1	evm.model.RL_6.2797
OG0015310	ESY12_g51691_DN3_SP2_c0.t1	evm.model.RL_6.2792
OG0015311	ESY12_g51713_DN1_SP0_c0.t1	evm.model.RL_6.2778
OG0015312	ESY12_g51762_DN3_SP0_c0.t1	evm.model.RL_6.2749
OG0015313	ESY12_g51789_DN3_SP8_c0.t1	evm.model.RL_6.2734
OG0015314	ESY12_g51849_DN3_SP0_c0.t1	evm.model.RL_6.2698
OG0015315	ESY12_g51850_DN3_SP0_c0.t1	evm.model.RL_6.2697
OG0015317	ESY12_g51904_DN3_SP1_c0.t1	evm.model.RL_6.2668
OG0015318	ESY12_g51924_DN3_SP8_c0.t1	evm.model.RL_6.2657
OG0015319	ESY12_g51926_DN3_SP0_c0.t1	evm.model.RL_6.2655
OG0015320	ESY12_g51954_DN3_SP0_c0.t1	evm.model.RL_6.2652
OG0015321	ESY12_g51945_DN3_SP6_c0.t1	evm.model.RL_6.2649
OG0015322	ESY12_g51976_DN1_SP0_c0.t1	evm.model.RL_6.2638
OG0015323	ESY12_g51979_DN3_SP8_c0.t1	evm.model.RL_6.2635
OG0015324	ESY12_g52007_DN3_SP7_c0.t1	evm.model.RL_6.2626
OG0015325	ESY12_g52015_DN3_SP0_c0.t1	evm.model.RL_6.2621
OG0015326	ESY12_g52036_DN3_SP0_c0.t1	evm.model.RL_6.2599
OG0015327	ESY12_g52093_DN3_SP6_c0.t1	evm.model.RL_6.2560
OG0015328	ESY12_g52125_DN3_SP4_c0.t1	evm.model.RL_6.2535
OG0015329	ESY12_g52141_DN3_SP0_c0.t1	evm.model.RL_6.2524
OG0015330	ESY12_g52189_DN3_SP0_c0.t1	evm.model.RL_6.2491
OG0015331	ESY12_g52206_DN3_SP6_c0.t1	evm.model.RL_6.2477
OG0015332	ESY12_g51469_DN3_SP0_c0.t1	evm.model.RL_6.2469
OG0015333	ESY12_g51472_DN3_SP0_c0.t1	evm.model.RL_6.2466
OG0015334	ESY4_g24845_DN3_SP0_c0.t1	evm.model.RL_6.2448
OG0015335	ESY12_g51530_DN3_SP7_c0.t1	evm.model.RL_6.2433
OG0015336	ESY12_g51546_DN3_SP8_c0.t1	evm.model.RL_6.2421
OG0015337	ESY12_g51556_DN2_SP0_c0.t1	evm.model.RL_6.2416
OG0015338	ESY12_g51565_DN3_SP5_c0.t1	evm.model.RL_6.2411
OG0015339	ESY12_g51576_DN3_SP0_c0.t1	evm.model.RL_6.2402
OG0015340	ESY12_g51577_DN3_SP6_c0.t1	evm.model.RL_6.2401
OG0015341	ESY12_g51587_DN3_SP4_c0.t1	evm.model.RL_6.2391
OG0015342	ESY12_g51359_DN3_SP8_c0.t1	evm.model.RL_6.2385
OG0015343	ESY12_g51335_DN3_SP3_c0.t1	evm.model.RL_6.2366
OG0015344	ESY12_g51267_DN3_SP5_c0.t1	evm.model.RL_6.2322
OG0015345	ESY12_g51297_DN2_SP3_c17.t1	evm.model.RL_6.2346
OG0015346	ESY12_g51159_DN3_SP0_c0.t1	evm.model.RL_6.2282
OG0015347	ESY7_g19613_DN3_SP7_c0.t1	evm.model.RL_4.3389.4.687c86de
OG0015348	ESY7_g19611_DN3_SP6_c0.t1	evm.model.RL_4.3388
OG0015349	ESY7_g19579_DN3_SP7_c0.t1	evm.model.RL_4.3357
OG0015350	ESY7_g19574_DN3_SP0_c0.t1	evm.model.RL_4.3353
OG0015351	ESY7_g19554_DN2_SP0_c0.t1	evm.model.RL_4.3339
OG0015352	ESY7_g19545_DN3_SP0_c0.t1	evm.model.RL_4.3335
OG0015353	ESY7_g19538_DN3_SP8_c0.t1	evm.model.RL_4.3332
OG0015354	ESY7_g19525_DN3_SP4_c0.t1	evm.model.RL_4.3317.4.687c86de
OG0015355	ESY7_g19516_DN3_SP6_c0.t1	evm.model.RL_4.3311
OG0015356	ESY7_g19462_DN3_SP5_c0.t1	evm.model.RL_4.3276
OG0015357	ESY7_g19447_DN3_SP0_c0.t1	evm.model.RL_4.3267
OG0015358	ESY7_g19398_DN3_SP8_c0.t1	evm.model.RL_4.3234
OG0015359	ESY7_g19384_DN3_SP0_c0.t1	evm.model.RL_4.3232
OG0015360	ESY7_g19382_DN3_SP0_c12.t1	evm.model.RL_4.3230
OG0015361	ESY7_g19356_DN3_SP4_c4.t1	evm.model.RL_4.3209
OG0015362	ESY7_g19331_DN3_SP1_c0.t1	evm.model.RL_8.1389.1.687c855b
OG0015363	ESY7_g19317_DN3_SP0_c0.t1	evm.model.RL_4.3191
OG0015364	ESY7_g19305_DN3_SP2_c0.t1	evm.model.RL_4.3187
OG0015365	ESY7_g19241_DN3_SP3_c0.t1	evm.model.RL_4.3165
OG0015366	ESY7_g17925_DN3_SP8_c0.t1	evm.model.RL_4.2596
OG0015367	ESY7_g19237_DN2_SP0_c0.t1	evm.model.RL_4.3161
OG0015368	ESY7_g19217_DN3_SP0_c16.t1	evm.model.RL_4.3146
OG0015369	ESY7_g19213_DN3_SP8_c0.t1, ESY7_g18592_DN2_SP0_c0.t1	evm.model.RL_4.3141
OG0015370	ESY7_g19201_DN3_SP0_c0.t1	evm.model.RL_4.3135
OG0015371	ESY7_g19166_DN2_SP2_c0.t1	evm.model.RL_4.3121
OG0015372	ESY7_g19113_DN3_SP3_c0.t1	evm.model.RL_4.3103
OG0015373	ESY7_g19112_DN3_SP0_c0.t1	evm.model.RL_4.3102
OG0015374	ESY6_g49871_DN3_SP0_c0.t1	evm.model.RL_4.1714
OG0015375	ESY6_g49233_DN3_SP0_c0.t1	evm.model.RL_4.1623
OG0015376	ESY6_g49247_DN3_SP8_c0.t1	evm.model.RL_4.1634
OG0015377	ESY6_g49161_DN2_SP0_c24.t1	evm.model.RL_4.1571
OG0015378	ESY6_g49155_DN3_SP7_c0.t1	evm.model.RL_4.1565
OG0015379	ESY16_g62101_DN3_SP1_c0.t1	evm.model.RL_2.2285
OG0015380	ESY6_g49144_DN3_SP8_c0.t1	evm.model.RL_4.1556
OG0015381	ESY6_g49137_DN3_SP0_c0.t1	evm.model.RL_4.1552
OG0015382	ESY6_g49117_DN3_SP5_c0.t1	evm.model.RL_4.1535
OG0015383	ESY6_g49069_DN3_SP8_c0.t1	evm.model.RL_4.1518.1.687c86d4
OG0015384	ESY6_g49062_DN3_SP0_c0.t1	evm.model.RL_4.1511
OG0015385	ESY6_g49038_DN3_SP8_c0.t1	evm.model.RL_4.1485.3.687c86d4
OG0015386	ESY6_g49028_DN3_SP0_c0.t1	evm.model.RL_4.1473
OG0015387	ESY6_g49023_DN3_SP8_c0.t1	evm.model.RL_4.1467
OG0015388	ESY6_g49002_DN3_SP6_c0.t1	evm.model.RL_4.1453
OG0015389	ESY6_g48954_DN3_SP8_c10.t1	evm.model.RL_8.2142
OG0015390	ESY6_g48941_DN3_SP8_c0.t1	evm.model.RL_8.2127.3.687c855f
OG0015391	ESY6_g48938_DN3_SP0_c0.t1	evm.model.RL_8.2124.1.687c855f
OG0015393	ESY10_g14501_DN3_SP0_c0.t1	evm.model.RL_3.1107
OG0015394	ESY6_g48865_DN3_SP7_c0.t1	evm.model.RL_8.2079
OG0015395	ESY6_g48830_DN3_SP2_c0.t1	evm.model.RL_8.2061
OG0015396	ESY6_g48821_DN3_SP0_c0.t1	evm.model.RL_8.2054
OG0015397	ESY6_g48724_DN3_SP5_c0.t1	evm.model.RL_8.2022
OG0015398	ESY6_g48676_DN3_SP7_c0.t1	evm.model.RL_8.1984_evm.model.RL_8.1986.1.687c97c3
OG0015399	ESY6_g48729_DN3_SP0_c0.t1	evm.model.RL_8.2027
OG0015400	ESY6_g48691_DN3_SP4_c0.t1	evm.model.RL_8.2006
OG0015401	ESY6_g49746_DN3_SP7_c0.t1	evm.model.RL_8.2389
OG0015402	ESY6_g49709_DN3_SP0_c0.t1	evm.model.RL_8.2399
OG0015403	ESY6_g49704_DN2_SP0_c0.t1, ESY6_g49705_DN2_SP0_c0.t1	evm.model.RL_8.2402
OG0015404	ESY6_g49698_DN3_SP1_c0.t1	evm.model.RL_8.2405
OG0015405	ESY6_g49697_DN3_SP6_c13.t1	evm.model.RL_8.2406
OG0015406	ESY6_g49694_DN3_SP3_c0.t1	evm.model.RL_8.2408.2.687c8561
OG0015407	ESY6_g49685_DN3_SP8_c0.t1	evm.model.RL_8.2410
OG0015408	ESY6_g49684_DN3_SP8_c0.t1	evm.model.RL_8.2411
OG0015409	ESY6_g49649_DN3_SP5_c0.t1	evm.model.RL_8.2431
OG0015410	ESY6_g49603_DN3_SP0_c0.t1	evm.model.RL_8.2470, evm.model.RL_8.2462
OG0015411	ESY6_g49598_DN3_SP0_c0.t1	evm.model.RL_8.2474
OG0015412	ESY9_g45310_DN3_SP1_c0.t1	evm.model.RL_6.1947
OG0015413	ESY11_g54843_DN3_SP4_c0.t1	evm.model.RL_8.2501
OG0015415	ESY6_g50696_DN2_SP0_c0.t1	evm.model.RL_8.2515
OG0015416	ESY6_g50692_DN3_SP0_c0.t1	evm.model.RL_8.2518
OG0015417	ESY6_g50681_DN3_SP0_c0.t1	evm.model.RL_8.2525
OG0015418	ESY6_g50676_DN3_SP8_c14.t1	evm.model.RL_8.2528.1.687c8561
OG0015419	ESY6_g50669_DN3_SP1_c0.t1	evm.model.RL_8.2534
OG0015420	ESY6_g50658_DN2_SP5_c0.t1	evm.model.RL_8.2542
OG0015421	ESY6_g50635_DN3_SP0_c0.t1	evm.model.RL_8.2549
OG0015422	ESY6_g50608_DN3_SP0_c0.t1	evm.model.RL_8.2568
OG0015423	ESY6_g50599_DN2_SP0_c0.t1	evm.model.RL_8.2573
OG0015424	ESY6_g50540_DN3_SP4_c0.t1	evm.model.RL_8.2600
OG0015425	ESY6_g50517_DN3_SP6_c0.t1	evm.model.RL_8.2616
OG0015426	ESY6_g50503_DN3_SP0_c0.t1	evm.model.RL_8.2627
OG0015427	ESY6_g50485_DN3_SP0_c0.t1	evm.model.RL_8.2639
OG0015428	ESY6_g50476_DN2_SP0_c40.t1	evm.model.RL_8.2648
OG0015429	ESY6_g50463_DN3_SP0_c0.t1	evm.model.RL_8.2660
OG0015430	ESY6_g50423_DN3_SP5_c0.t1	evm.model.RL_8.2681
OG0015432	ESY6_g50430_DN3_SP0_c0.t1	evm.model.RL_8.2690
OG0015433	ESY6_g50439_DN3_SP7_c0.t1	evm.model.RL_8.2698
OG0015434	ESY6_g50415_DN3_SP0_c0.t1	evm.model.RL_8.2703
OG0015435	ESY6_g50410_DN3_SP0_c0.t1	evm.model.RL_8.2708
OG0015436	ESY6_g50398_DN2_SP7_c0.t1	evm.model.RL_8.2720
OG0015437	ESY6_g50396_DN3_SP8_c0.t1	evm.model.RL_8.2721
OG0015438	ESY6_g50388_DN3_SP4_c0.t1	evm.model.RL_8.2725
OG0015439	ESY6_g50352_DN3_SP0_c0.t1	evm.model.RL_8.2746
OG0015440	ESY8_g59335_DN1_SP0_c0.t1	evm.model.RL_6.457
OG0015441	ESY6_g50343_DN3_SP0_c0.t1	evm.model.RL_8.2770
OG0015442	ESY6_g50332_DN3_SP0_c0.t1	evm.model.RL_8.2773
OG0015443	ESY6_g50286_DN2_SP0_c0.t1, ESY9_g43333_DN1_SP0_c0.t1	evm.model.RL_8.2792
OG0015444	ESY6_g50277_DN3_SP7_c0.t1	evm.model.RL_8.2803
OG0015445	ESY6_g50274_DN3_SP2_c0.t1	evm.model.RL_8.2805
OG0015446	ESY6_g50249_DN3_SP2_c0.t1	evm.model.RL_5.2416
OG0015447	ESY6_g50242_DN3_SP3_c0.t1	evm.model.RL_8.2822
OG0015448	ESY6_g50217_DN3_SP8_c0.t1	evm.model.RL_8.2828
OG0015449	ESY6_g50224_DN3_SP0_c0.t1	evm.model.RL_8.2833
OG0015450	ESY6_g50229_DN3_SP0_c7.t1	evm.model.RL_8.2844.1.687c8563
OG0015451	ESY6_g50752_DN3_SP2_c0.t1	evm.model.RL_8.2857
OG0015452	ESY6_g50764_DN3_SP6_c0.t1	evm.model.RL_7.2655
OG0015453	ESY20_g13363_DN3_SP0_c0.t1, ESY10_g14475_DN1_SP0_c0.t1	evm.model.RL_8.17
OG0015454	ESY20_g12989_DN3_SP0_c0.t1	evm.model.RL_8.93
OG0015455	ESY20_g12952_DN3_SP7_c0.t1	evm.model.RL_8.65
OG0015456	ESY20_g12932_DN3_SP1_c0.t1	evm.model.RL_8.50
OG0015457	ESY20_g13018_DN2_SP0_c0.t1	evm.model.RL_8.108
OG0015460	ESY20_g13045_DN3_SP0_c0.t1	evm.model.RL_8.129
OG0015461	ESY20_g13063_DN1_SP0_c0.t1	evm.model.RL_8.141
OG0015462	ESY20_g13131_DN2_SP0_c0.t1	evm.model.RL_8.202
OG0015463	ESY20_g13157_DN3_SP8_c0.t1	evm.model.RL_8.190
OG0015464	ESY20_g12915_DN3_SP0_c0.t1	evm.model.RL_8.170
OG0015466	ESY20_g13265_DN3_SP7_c0.t1	evm.model.RL_8.272
OG0015467	ESY20_g13282_DN3_SP8_c0.t1	evm.model.RL_8.283
OG0015468	ESY20_g13284_DN3_SP0_c0.t1	evm.model.RL_8.285
OG0015469	ESY20_g13285_DN3_SP0_c0.t1	evm.model.RL_8.286
OG0015470	ESY6_g50569_DN3_SP0_c0.t1	evm.model.RL_8.2583
OG0015471	ESY8_g58344_DN3_SP8_c0.t1	evm.model.RL_8.319
OG0015472	ESY8_g58210_DN3_SP8_c0.t1	evm.model.RL_4.441
OG0015473	ESY8_g58197_DN3_SP0_c0.t1	evm.model.RL_4.447.1.687c86ce
OG0015474	ESY8_g58193_DN3_SP4_c0.t1	evm.model.RL_4.449
OG0015475	ESY8_g58183_DN3_SP0_c15.t1	evm.model.RL_4.450
OG0015476	ESY8_g58155_DN3_SP8_c0.t1	evm.model.RL_4.467
OG0015477	ESY8_g58134_DN3_SP0_c16.t1	evm.model.RL_4.478
OG0015478	ESY8_g58127_DN3_SP1_c0.t1	evm.model.RL_4.482
OG0015479	ESY20_g12660_DN3_SP2_c0.t1	evm.model.RL_4.492
OG0015480	ESY20_g12661_DN3_SP8_c0.t1	evm.model.RL_4.496
OG0015481	ESY20_g12663_DN3_SP8_c0.t1	evm.model.RL_4.498
OG0015482	ESY20_g12870_DN3_SP0_c0.t1	evm.model.RL_4.535
OG0015483	ESY20_g13332_DN3_SP0_c24.t1	evm.model.RL_6.1316
OG0015484	ESY20_g12746_DN3_SP0_c0.t1	evm.model.RL_6.1381
OG0015485	ESY20_g12698_DN3_SP8_c0.t1	evm.model.RL_6.1351
OG0015486	ESY8_g58348_DN3_SP5_c0.t1	evm.model.RL_6.1305
OG0015487	ESY8_g58356_DN3_SP8_c0.t1	evm.model.RL_6.1300
OG0015488	ESY8_g58358_DN2_SP0_c0.t1	evm.model.RL_6.1299, evm.model.RL_1.2402
OG0015489	ESY8_g58394_DN2_SP0_c0.t1	evm.model.RL_6.1288
OG0015490	ESY8_g58462_DN3_SP7_c0.t1	evm.model.RL_6.1243
OG0015491	ESY8_g58486_DN3_SP7_c0.t1	evm.model.RL_6.1230
OG0015492	ESY8_g58490_DN3_SP1_c0.t1	evm.model.RL_6.1229
OG0015494	ESY8_g58665_DN3_SP0_c0.t1	evm.model.RL_6.1125
OG0015495	ESY8_g58686_DN3_SP3_c0.t1	evm.model.RL_6.1113
OG0015496	ESY8_g58721_DN3_SP0_c0.t1	evm.model.RL_6.1088
OG0015497	ESY8_g58827_DN3_SP0_c0.t1	evm.model.RL_6.1012
OG0015498	ESY8_g58866_DN3_SP0_c0.t1	evm.model.RL_6.986
OG0015499	ESY8_g58895_DN3_SP1_c0.t1	evm.model.RL_6.972
OG0015500	ESY8_g58901_DN3_SP8_c0.t1	evm.model.RL_6.966
OG0015501	ESY8_g58906_DN2_SP0_c0.t1	evm.model.RL_6.962
OG0015503	ESY8_g58959_DN3_SP8_c0.t1	evm.model.RL_6.919
OG0015504	ESY8_g58967_DN3_SP4_c0.t1	evm.model.RL_6.913
OG0015505	ESY8_g58969_DN2_SP0_c13.t1	evm.model.RL_6.911
OG0015506	ESY8_g58975_DN3_SP0_c0.t1	evm.model.RL_6.907
OG0015507	ESY8_g58980_DN3_SP2_c0.t1	evm.model.RL_6.903
OG0015508	ESY8_g58997_DN2_SP0_c0.t1	evm.model.RL_6.883
OG0015509	ESY8_g59093_DN3_SP0_c0.t1	evm.model.RL_6.770
OG0015510	ESY8_g59091_DN3_SP2_c0.t1	evm.model.RL_6.772
OG0015511	ESY8_g59080_DN3_SP0_c0.t1	evm.model.RL_6.785
OG0015512	ESY8_g59073_DN3_SP1_c0.t1	evm.model.RL_6.799
OG0015513	ESY8_g59061_DN2_SP0_c0.t1	evm.model.RL_6.806
OG0015514	ESY8_g59048_DN3_SP0_c0.t1	evm.model.RL_6.824
OG0015515	ESY8_g59124_DN3_SP8_c0.t1	evm.model.RL_6.747
OG0015516	ESY8_g59125_DN2_SP3_c0.t1	evm.model.RL_6.744
OG0015517	ESY8_g59153_DN3_SP8_c13.t1	evm.model.RL_6.733
OG0015518	ESY8_g59157_DN2_SP0_c0.t1	evm.model.RL_6.729
OG0015519	ESY8_g59158_DN3_SP2_c0.t1	evm.model.RL_6.741
OG0015520	ESY8_g59176_DN3_SP6_c0.t1	evm.model.RL_6.720
OG0015521	ESY8_g59180_DN3_SP0_c0.t1	evm.model.RL_1.2925
OG0015522	ESY8_g59198_DN3_SP4_c0.t1	evm.model.RL_5.619.2.687c88ae
OG0015523	ESY20_g13361_DN3_SP0_c0.t1	evm.model.RL_8.19
OG0015524	ESY8_g59206_DN3_SP0_c0.t1	evm.model.RL_6.583
OG0015525	ESY8_g59214_DN3_SP2_c0.t1	evm.model.RL_6.565
OG0015526	ESY8_g59235_DN3_SP8_c0.t1	evm.model.RL_6.550
OG0015527	ESY8_g59236_DN3_SP6_c0.t1	evm.model.RL_6.547
OG0015529	ESY8_g59245_DN3_SP0_c0.t1	evm.model.RL_6.537
OG0015530	ESY8_g59249_DN3_SP6_c0.t1	evm.model.RL_6.534
OG0015531	ESY8_g59256_DN3_SP1_c0.t1	evm.model.RL_6.530
OG0015532	ESY2_g36645_DN3_SP0_c0.t1	evm.model.RL_6.510
OG0015533	ESY8_g59279_DN3_SP8_c0.t1	evm.model.RL_6.498
OG0015534	ESY16_g62204_DN3_SP0_c0.t1	evm.model.RL_2.2254
OG0015535	ESY3_g32632_DN3_SP4_c0.t1	evm.model.RL_1.68.2.687c87e9
OG0015536	ESY3_g32640_DN3_SP1_c0.t1	evm.model.RL_1.58
OG0015537	ESY3_g32668_DN3_SP0_c0.t1	evm.model.RL_1.34
OG0015538	ESY3_g32672_DN3_SP0_c0.t1	evm.model.RL_1.30
OG0015539	ESY4_g22614_DN3_SP2_c0.t1	evm.model.RL_5.3084.2.687c88bf
OG0015540	ESY3_g32679_DN2_SP0_c0.t1	evm.model.RL_1.23
OG0015541	ESY3_g32686_DN3_SP0_c0.t1	evm.model.RL_1.19
OG0015542	ESY3_g32690_DN2_SP5_c0.t1	evm.model.RL_1.16
OG0015543	ESY6_g50768_DN3_SP8_c0.t1	evm.model.RL_1.15
OG0015544	ESY3_g32693_DN3_SP8_c0.t1	evm.model.RL_1.12
OG0015545	ESY7_g19677_DN3_SP0_c0.t1	evm.model.RL_1.3
OG0015546	ESY7_g19674_DN3_SP8_c0.t1	evm.model.RL_1.764
OG0015547	ESY7_g19672_DN3_SP0_c0.t1	evm.model.RL_4.3433
OG0015548	ESY7_g19669_DN3_SP8_c0.t1	evm.model.RL_4.3430
OG0015549	ESY7_g19667_DN3_SP0_c0.t1	evm.model.RL_4.3429
OG0015550	ESY7_g19665_DN3_SP8_c0.t1	evm.model.RL_6.1122
OG0015551	ESY7_g19664_DN3_SP0_c0.t1	evm.model.RL_4.3427
OG0015552	ESY7_g19655_DN3_SP0_c0.t1	evm.model.RL_4.3421
OG0015553	ESY7_g19652_DN3_SP0_c0.t1	evm.model.RL_4.3418
OG0015554	ESY7_g19651_DN3_SP0_c0.t1	evm.model.RL_4.3417
OG0015555	ESY16_g62502_DN3_SP2_c0.t1	evm.model.RL_2.2172.3.687c86e5
OG0015556	ESY16_g62404_DN3_SP0_c21.t1	evm.model.RL_2.2198
OG0015557	ESY3_g32586_DN3_SP0_c0.t1	evm.model.RL_1.102
OG0015558	ESY3_g32578_DN3_SP0_c0.t1	evm.model.RL_1.107
OG0015559	ESY3_g32541_DN3_SP8_c0.t1	evm.model.RL_1.124
OG0015560	ESY3_g32540_DN3_SP0_c0.t1	evm.model.RL_1.125
OG0015562	ESY3_g32532_DN3_SP4_c0.t1	evm.model.RL_1.130
OG0015563	ESY3_g32508_DN3_SP7_c0.t1	evm.model.RL_1.140.1.687c87e9
OG0015564	ESY3_g32503_DN3_SP8_c0.t1	evm.model.RL_1.141
OG0015565	ESY3_g32489_DN3_SP3_c0.t1	evm.model.RL_1.160
OG0015566	ESY3_g32463_DN1_SP0_c0.t1	evm.model.RL_1.181
OG0015567	ESY3_g32458_DN3_SP6_c0.t1	evm.model.RL_1.185
OG0015568	ESY6_g46512_DN3_SP0_c0.t1, ESY3_g32456_DN3_SP8_c0.t1	evm.model.RL_1.187
OG0015569	ESY3_g32435_DN3_SP0_c0.t1	evm.model.RL_1.203
OG0015570	ESY3_g32403_DN3_SP0_c0.t1	evm.model.RL_1.216
OG0015571	ESY3_g32392_DN3_SP0_c0.t1	evm.model.RL_1.224
OG0015572	ESY3_g32391_DN3_SP1_c0.t1	evm.model.RL_1.225
OG0015573	ESY3_g32344_DN3_SP7_c0.t1	evm.model.RL_1.246
OG0015574	ESY3_g32282_DN3_SP8_c0.t1	evm.model.RL_1.271
OG0015575	ESY3_g32252_DN3_SP0_c0.t1	evm.model.RL_1.289
OG0015576	ESY3_g32228_DN3_SP0_c0.t1	evm.model.RL_1.296
OG0015577	ESY3_g32172_DN3_SP6_c0.t1	evm.model.RL_1.307
OG0015578	ESY3_g32089_DN3_SP0_c0.t1	evm.model.RL_1.334
OG0015579	ESY3_g32051_DN3_SP8_c0.t1	evm.model.RL_1.344
OG0015581	ESY3_g31946_DN3_SP2_c3.t1	evm.model.RL_1.391
OG0015582	ESY3_g31927_DN3_SP2_c0.t1	evm.model.RL_1.399
OG0015583	ESY3_g31806_DN3_SP7_c0.t1	evm.model.RL_1.436
OG0015584	ESY3_g31787_DN3_SP0_c0.t1	evm.model.RL_1.449.1.687c87ea
OG0015585	ESY3_g31700_DN3_SP3_c0.t1	evm.model.RL_1.473.1.687c87ea
OG0015586	ESY3_g31763_DN3_SP1_c0.t1	evm.model.RL_1.463
OG0015587	ESY3_g31674_DN3_SP8_c0.t1	evm.model.RL_1.489
OG0015588	ESY3_g31673_DN3_SP7_c0.t1	evm.model.RL_1.490
OG0015589	ESY3_g31660_DN3_SP1_c24.t1	evm.model.RL_1.503
OG0015590	ESY3_g31652_DN3_SP7_c0.t1	evm.model.RL_1.507
OG0015591	ESY1_g11999_DN3_SP1_c0.t1	evm.model.RL_7.346
OG0015592	ESY3_g31539_DN3_SP4_c0.t1	evm.model.RL_1.572
OG0015593	ESY3_g31531_DN3_SP7_c0.t1	evm.model.RL_1.578
OG0015594	ESY3_g31447_DN3_SP0_c0.t1	evm.model.RL_1.626
OG0015595	ESY3_g31457_DN3_SP0_c0.t1	evm.model.RL_1.639
OG0015597	ESY3_g31470_DN3_SP2_c0.t1	evm.model.RL_1.644.2.687c87eb
OG0015598	ESY3_g31473_DN3_SP0_c0.t1	evm.model.RL_1.647
OG0015599	ESY3_g31420_DN3_SP8_c0.t1	evm.model.RL_1.654
OG0015600	ESY3_g31418_DN3_SP0_c0.t1	evm.model.RL_1.632, evm.model.RL_1.656
OG0015601	ESY3_g31393_DN3_SP3_c0.t1	evm.model.RL_1.674
OG0015602	ESY3_g31388_DN3_SP1_c0.t1	evm.model.RL_1.677
OG0015603	ESY3_g31369_DN3_SP0_c0.t1	evm.model.RL_1.691
OG0015604	ESY3_g30663_DN3_SP0_c0.t1	evm.model.RL_1.700
OG0015605	ESY3_g30689_DN3_SP0_c0.t1	evm.model.RL_1.711
OG0015606	ESY3_g30694_DN3_SP8_c0.t1	evm.model.RL_1.715
OG0015607	ESY3_g30699_DN3_SP8_c0.t1	evm.model.RL_1.718
OG0015608	ESY3_g30710_DN3_SP0_c4.t1, ESY3_g30708_DN3_SP1_c4.t1	evm.model.RL_1.730
OG0015609	ESY3_g30724_DN3_SP5_c0.t1	evm.model.RL_1.738
OG0015610	ESY3_g30725_DN3_SP0_c0.t1	evm.model.RL_1.740
OG0015611	ESY3_g30739_DN3_SP8_c0.t1	evm.model.RL_1.754
