Orthogroup	Euclidium_syriacum	Alyssum_gmelinii
OG0016362	ESY2_g36261_DN3_SP2_c0.t1	Ag001G002840
OG0016363	ESY2_g36250_DN3_SP0_c8.t1	Ag001G002960
OG0016364	ESY3_g30291_DN3_SP0_c0.t1	Ag005G468110
OG0016366	ESY3_g30346_DN3_SP0_c0.t1	Ag005G466470
OG0016367	ESY2_g36175_DN3_SP0_c0.t1	Ag001G004600
OG0016368	ESY2_g36848_DN3_SP3_c0.t1	Ag001G005100
OG0016369	ESY2_g36919_DN3_SP0_c0.t1	Ag001G006520
OG0016370	ESY2_g36951_DN3_SP0_c0.t1	Ag001G006820
OG0016371	ESY2_g36975_DN2_SP0_c0.t1	Ag001G007120
OG0016372	ESY2_g37012_DN3_SP0_c0.t1	Ag001G007630
OG0016373	ESY2_g37013_DN3_SP0_c0.t1	Ag001G007650
OG0016374	ESY2_g37017_DN3_SP0_c0.t1	Ag001G007710
OG0016375	ESY2_g37036_DN3_SP0_c0.t1	Ag001G008070
OG0016376	ESY2_g37042_DN3_SP5_c0.t1	Ag001G008270
OG0016377	ESY2_g37053_DN3_SP0_c0.t1	Ag001G008390
OG0016378	ESY2_g37084_DN3_SP1_c0.t1	Ag001G008740
OG0016379	ESY2_g37087_DN3_SP2_c0.t1	Ag001G008940
OG0016380	ESY2_g37104_DN3_SP2_c0.t1	Ag001G009050
OG0016381	ESY2_g37110_DN3_SP8_c43.t1	Ag001G009170
OG0016382	ESY2_g37126_DN3_SP0_c0.t1	Ag001G009260
OG0016383	ESY2_g37396_DN3_SP8_c0.t1	Ag001G012230
OG0016384	ESY4_g25638_DN2_SP0_c0.t1, ESY2_g37334_DN3_SP0_c0.t1	Ag001G011860
OG0016385	ESY2_g37333_DN3_SP6_c0.t1	Ag001G011850
OG0016386	ESY2_g37298_DN2_SP0_c0.t1	Ag001G011600
OG0016387	ESY2_g37279_DN3_SP8_c0.t1	Ag001G011240
OG0016388	ESY2_g37265_DN3_SP2_c0.t1	Ag001G011010
OG0016389	ESY2_g37264_DN3_SP1_c11.t1	Ag001G011000
OG0016390	ESY2_g37426_DN3_SP0_c0.t1	Ag001G014030
OG0016391	ESY2_g37431_DN3_SP0_c0.t1	Ag001G014120
OG0016392	ESY2_g37447_DN3_SP3_c0.t1	Ag001G014460
OG0016393	ESY2_g37495_DN3_SP2_c0.t1	Ag001G016230
OG0016394	ESY2_g37549_DN3_SP8_c0.t1	Ag001G016580
OG0016395	ESY2_g37552_DN3_SP1_c0.t1	Ag001G016910
OG0016396	ESY2_g37564_DN3_SP8_c0.t1	Ag001G017090
OG0016397	ESY2_g37572_DN3_SP0_c0.t1	Ag001G017530
OG0016398	ESY2_g37665_DN3_SP0_c0.t1	Ag001G019840
OG0016399	ESY2_g37669_DN3_SP0_c0.t1	Ag001G019880
OG0016400	ESY2_g37673_DN3_SP0_c0.t1	Ag001G019890
OG0016401	ESY2_g37674_DN3_SP0_c0.t1	Ag001G020400
OG0016402	ESY2_g37691_DN1_SP0_c0.t1	Ag001G020720
OG0016403	ESY2_g37733_DN3_SP1_c8.t1	Ag001G021280
OG0016404	ESY2_g37981_DN3_SP0_c0.t1	Ag001G024880
OG0016405	ESY2_g38004_DN3_SP4_c0.t1	Ag001G024920
OG0016406	ESY2_g38027_DN3_SP1_c0.t1	Ag001G025590
OG0016407	ESY2_g38044_DN3_SP4_c0.t1	Ag001G026040
OG0016408	ESY2_g38086_DN3_SP4_c0.t1	Ag001G026690, Ag001G026720
OG0016409	ESY2_g38292_DN3_SP0_c0.t1	Ag001G026880
OG0016410	ESY2_g38294_DN3_SP8_c0.t1	Ag001G027220
OG0016411	ESY2_g38307_DN3_SP1_c0.t1	Ag001G027290
OG0016412	ESY2_g38317_DN3_SP2_c0.t1	Ag001G027730
OG0016413	ESY2_g38362_DN2_SP6_c0.t1	Ag001G028460
OG0016414	ESY2_g38380_DN3_SP0_c0.t1	Ag001G029380
OG0016415	ESY2_g38444_DN3_SP7_c0.t1	Ag001G031210, Ag001G029930
OG0016416	ESY2_g38608_DN3_SP8_c0.t1	Ag001G031910
OG0016417	ESY2_g38616_DN3_SP0_c0.t1	Ag001G032170
OG0016418	ESY2_g38631_DN3_SP0_c0.t1	Ag001G032110
OG0016419	ESY3_g30570_DN3_SP0_c0.t1	Ag064G744830, Ag007G620940
OG0016420	ESY4_g23673_DN3_SP5_c0.t1	Ag007G580470
OG0016421	ESY1_g5763_DN3_SP0_c0.t1	Ag002G160610
OG0016422	ESY1_g10290_DN3_SP8_c0.t1	Ag001G065160
OG0016423	ESY1_g10312_DN3_SP0_c0.t1	Ag001G064670
OG0016424	ESY1_g10345_DN3_SP6_c0.t1	Ag001G064440
OG0016425	ESY1_g10361_DN3_SP1_c5.t1	Ag001G064270
OG0016426	ESY1_g10402_DN3_SP0_c0.t1	Ag001G069060
OG0016427	ESY1_g10420_DN3_SP0_c0.t1	Ag001G069220
OG0016428	ESY1_g10437_DN3_SP0_c0.t1	Ag001G069230
OG0016429	ESY1_g10439_DN3_SP1_c0.t1	Ag001G069250
OG0016430	ESY1_g11170_DN3_SP7_c0.t1	Ag001G071570
OG0016432	ESY5_g4276_DN3_SP1_c0.t1	Ag004G328210
OG0016434	ESY1_g11027_DN3_SP0_c0.t1	Ag001G073620
OG0016435	ESY1_g11017_DN3_SP0_c0.t1	Ag001G073660
OG0016436	ESY1_g10250_DN3_SP4_c0.t1	Ag001G065900
OG0016437	ESY1_g10260_DN3_SP0_c0.t1	Ag001G065540
OG0016438	ESY1_g10244_DN3_SP0_c0.t1	Ag001G066160
OG0016439	ESY1_g10223_DN2_SP2_c16.t1	Ag001G066260
OG0016440	ESY1_g10195_DN3_SP0_c0.t1	Ag001G066620
OG0016441	ESY5_g2029_DN3_SP8_c0.t1	Ag003G242250
OG0016442	ESY1_g10193_DN3_SP2_c0.t1	Ag001G066640
OG0016443	ESY1_g10194_DN3_SP0_c0.t1	Ag001G066630
OG0016444	ESY1_g10947_DN3_SP0_c0.t1	Ag001G075320
OG0016445	ESY1_g10890_DN3_SP8_c0.t1	Ag001G075820
OG0016446	ESY1_g10848_DN3_SP4_c0.t1, ESY10_g14113_DN3_SP0_c0.t1	Ag001G076210
OG0016447	ESY1_g10826_DN3_SP8_c0.t1	Ag001G076420
OG0016448	ESY1_g10824_DN3_SP7_c0.t1	Ag001G076440
OG0016449	ESY1_g10765_DN3_SP5_c0.t1	Ag001G078260
OG0016450	ESY1_g10762_DN3_SP8_c0.t1	Ag001G078310
OG0016451	ESY1_g10759_DN3_SP8_c0.t1	Ag001G078460
OG0016452	ESY1_g10612_DN3_SP0_c0.t1	Ag001G080450
OG0016453	ESY1_g10568_DN3_SP0_c0.t1	Ag001G080670
OG0016454	ESY1_g10553_DN3_SP0_c0.t1	Ag001G080930
OG0016455	ESY1_g10547_DN3_SP0_c0.t1	Ag001G081040
OG0016456	ESY1_g10525_DN3_SP0_c0.t1	Ag001G081550
OG0016457	ESY1_g11823_DN3_SP8_c0.t1	Ag001G082060
OG0016458	ESY1_g11801_DN3_SP8_c0.t1	Ag001G082370
OG0016460	ESY1_g11758_DN3_SP0_c0.t1	Ag001G083500
OG0016461	ESY1_g11742_DN3_SP2_c0.t1	Ag001G083790
OG0016462	ESY1_g11643_DN3_SP3_c0.t1	Ag001G085040
OG0016463	ESY1_g11640_DN3_SP0_c0.t1	Ag001G085140
OG0016464	ESY1_g11634_DN3_SP6_c0.t1	Ag001G085190
OG0016465	ESY1_g11589_DN2_SP0_c27.t1	Ag001G085490
OG0016466	ESY1_g11565_DN3_SP0_c0.t1	Ag001G085650
OG0016467	ESY1_g11564_DN3_SP0_c0.t1	Ag001G085660
OG0016468	ESY1_g11542_DN3_SP2_c0.t1	Ag001G086000
OG0016469	ESY1_g10895_DN3_SP0_c0.t1	Ag001G075740
OG0016470	ESY1_g11432_DN3_SP7_c2.t1	Ag001G087950
OG0016471	ESY1_g11430_DN3_SP0_c0.t1	Ag001G087960
OG0016472	ESY1_g11422_DN3_SP6_c0.t1	Ag001G088040
OG0016473	ESY1_g11370_DN3_SP3_c0.t1	Ag001G088820
OG0016474	ESY1_g11217_DN3_SP1_c0.t1	Ag001G090620
OG0016475	ESY1_g11199_DN3_SP0_c0.t1	Ag001G090810
OG0016476	ESY1_g11885_DN3_SP8_c0.t1	Ag001G091310
OG0016477	ESY3_g27020_DN3_SP2_c0.t1	Ag005G425730
OG0016478	ESY1_g11923_DN3_SP0_c0.t1	Ag001G091770
OG0016479	ESY1_g11927_DN3_SP0_c0.t1	Ag001G091810
OG0016480	ESY1_g11989_DN3_SP4_c0.t1	Ag001G092360
OG0016481	ESY1_g12044_DN3_SP6_c0.t1	Ag001G092720
OG0016482	ESY1_g12109_DN3_SP0_c0.t1	Ag001G093070
OG0016483	ESY1_g12183_DN3_SP0_c0.t1	Ag001G093680
OG0016485	ESY1_g12285_DN3_SP0_c0.t1	Ag001G094630
OG0016486	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1	Ag001G094840
OG0016487	ESY1_g12315_DN3_SP0_c0.t1	Ag001G094930
OG0016488	ESY1_g12338_DN3_SP0_c0.t1	Ag001G095200
OG0016489	ESY5_g3069_DN3_SP0_c0.t1	Ag001G095580
OG0016490	ESY1_g12377_DN3_SP5_c0.t1	Ag001G096000
OG0016491	ESY1_g12405_DN3_SP3_c0.t1	Ag001G096410
OG0016492	ESY1_g12425_DN3_SP0_c0.t1	Ag001G096810
OG0016493	ESY1_g12451_DN3_SP0_c0.t1	Ag001G097390
OG0016494	ESY1_g12453_DN3_SP1_c0.t1	Ag001G097400
OG0016495	ESY1_g12510_DN3_SP0_c0.t1	Ag001G098130
OG0016496	ESY1_g12507_DN3_SP0_c0.t1	Ag001G098080
OG0016497	ESY1_g12540_DN3_SP0_c0.t1	Ag001G098430
OG0016498	ESY1_g12547_DN3_SP0_c0.t1	Ag001G098470
OG0016499	ESY1_g12551_DN3_SP0_c0.t1	Ag001G098510
OG0016500	ESY1_g12566_DN3_SP4_c0.t1	Ag001G098750
OG0016501	ESY1_g10287_DN1_SP0_c0.t1, ESY1_g12568_DN3_SP0_c0.t1	Ag001G098770
OG0016502	ESY1_g12569_DN3_SP8_c0.t1	Ag001G098790
OG0016503	ESY1_g12571_DN3_SP8_c0.t1, ESY1_g12570_DN3_SP0_c0.t1	Ag001G098800
OG0016504	ESY1_g12578_DN3_SP1_c0.t1	Ag001G098880
OG0016505	ESY1_g12581_DN3_SP0_c0.t1	Ag001G098910
OG0016506	ESY1_g12588_DN3_SP3_c0.t1	Ag001G098980
OG0016507	ESY1_g12589_DN3_SP8_c0.t1	Ag001G099000
OG0016508	ESY1_g12595_DN3_SP7_c0.t1, ESY1_g12592_DN3_SP0_c0.t1	Ag001G099040
OG0016509	ESY1_g12596_DN3_SP0_c0.t1	Ag001G099050
OG0016510	ESY2_g36410_DN3_SP1_c0.t1	Ag004G314220, Ag001G000320
OG0016511	ESY3_g30582_DN3_SP0_c0.t1, ESY2_g37062_DN2_SP0_c0.t1	Ag001G008530
OG0016512	ESY2_g37134_DN3_SP0_c0.t1, ESY2_g37137_DN1_SP0_c0.t1, ESY3_g28374_DN3_SP0_c0.t1	Ag001G009530, Ag001G009380
OG0016512	ESY2_g37135_DN3_SP0_c0.t1, ESY2_g37138_DN3_SP0_c0.t1	Ag001G009540
OG0016513	ESY2_g38584_DN3_SP7_c0.t1	Ag001G031820
OG0016515	ESY20_g13308_DN2_SP0_c0.t1	Ag001G039090
OG0016516	ESY1_g10093_DN3_SP0_c0.t1	Ag001G059910, Ag001G063310
OG0016517	ESY1_g11181_DN3_SP0_c0.t1, ESY1_g11180_DN3_SP0_c0.t1	Ag001G070970
OG0016518	ESY1_g11043_DN3_SP5_c0.t1	Ag001G073270
OG0016519	ESY1_g11575_DN3_SP1_c0.t1	Ag001G085510, Ag002G120050
OG0016520	ESY1_g11546_DN3_SP0_c0.t1	Ag001G085900, Ag002G119620, Ag001G085800
OG0016521	ESY1_g12134_DN3_SP0_c0.t1	Ag001G090850
OG0016522	ESY1_g11873_DN3_SP0_c0.t1	Ag001G091240, Ag005G470190
OG0016523	ESY8_g59605_DN3_SP0_c0.t1	Ag001G092620
OG0016524	ESY1_g12034_DN3_SP0_c0.t1, ESY1_g12035_DN3_SP0_c0.t1	Ag001G092680
OG0016525	ESY1_g12242_DN3_SP8_c0.t1	Ag001G093920
OG0016526	ESY1_g12370_DN3_SP0_c0.t1	Ag001G095840
OG0016527	ESY16_g61455_DN3_SP1_c0.t1	Ag001G102060
OG0016528	ESY10_g15271_DN3_SP0_c0.t1	Ag002G107160, Ag002G110660, Ag002G110710, Ag002G107260
OG0016529	ESY10_g14956_DN3_SP0_c0.t1	Ag002G120240
OG0016530	ESY10_g14747_DN3_SP8_c0.t1	Ag002G123670
OG0016531	ESY7_g16673_DN3_SP0_c0.t1	Ag002G124480, Ag002G124900
OG0016532	ESY10_g14279_DN3_SP0_c11.t1	Ag002G128490
OG0016533	ESY1_g5609_DN3_SP0_c0.t1	Ag002G162240
OG0016535	ESY9_g45258_DN3_SP0_c0.t1	Ag002G175840
OG0016536	ESY12_g51501_DN3_SP0_c0.t1	Ag002G196610
OG0016537	ESY12_g51390_DN3_SP0_c0.t1	Ag002G204670
OG0016539	ESY2_g34618_DN3_SP0_c0.t1	Ag003G218100
OG0016540	ESY17_g39542_DN3_SP4_c0.t1	Ag003G218250
OG0016541	ESY16_g62170_DN2_SP0_c0.t1	Ag003G251980
OG0016542	ESY4_g25139_DN3_SP8_c0.t1	Ag003G278050
OG0016543	ESY3_g32542_DN3_SP0_c0.t1	Ag003G278540
OG0016545	ESY4_g26948_DN3_SP8_c0.t1	Ag003G297050
OG0016546	ESY5_g5447_DN3_SP5_c0.t1	Ag004G298760
OG0016547	ESY5_g4984_DN3_SP0_c0.t1	Ag004G302600
OG0016548	ESY5_g4747_DN3_SP0_c0.t1	Ag004G304910
OG0016549	ESY5_g4553_DN3_SP1_c0.t1	Ag004G306740
OG0016550	ESY5_g3206_DN3_SP0_c11.t1	Ag004G309060
OG0016551	ESY5_g3244_DN3_SP4_c0.t1	Ag004G309300
OG0016552	ESY5_g3477_DN3_SP1_c0.t1	Ag004G311900
OG0016553	ESY5_g3628_DN3_SP0_c0.t1	Ag004G313360
OG0016555	ESY5_g3753_DN3_SP3_c1.t1	Ag004G315100
OG0016556	ESY5_g2685_DN3_SP0_c0.t1	Ag004G318500, Ag004G370330
OG0016558	ESY5_g2917_DN3_SP0_c0.t1	Ag004G322940
OG0016559	ESY5_g4316_DN3_SP0_c0.t1	Ag004G327560
OG0016561	ESY5_g4027_DN3_SP0_c0.t1	Ag004G332730
OG0016562	ESY5_g3931_DN3_SP3_c0.t1	Ag004G334570
OG0016563	ESY2_g35502_DN3_SP0_c0.t1	Ag004G346270
OG0016564	ESY2_g34455_DN3_SP2_c0.t1	Ag004G352760
OG0016565	ESY19_g41885_DN3_SP0_c0.t1	Ag004G355010
OG0016566	ESY2_g33828_DN3_SP0_c0.t1	Ag004G376790
OG0016568	ESY1_g6435_DN3_SP0_c0.t1	Ag004G395670, Ag004G391160
OG0016569	ESY12_g52056_DN3_SP2_c0.t1	Ag005G433840, Ag005G432480
OG0016570	ESY3_g30541_DN3_SP0_c0.t1	Ag005G464270
OG0016571	ESY3_g31285_DN3_SP0_c0.t1	Ag005G472460
OG0016572	ESY3_g31160_DN3_SP0_c0.t1	Ag005G474480
OG0016573	ESY3_g31002_DN3_SP0_c0.t1	Ag005G476380
OG0016574	ESY3_g31374_DN2_SP0_c0.t1	Ag005G479640
OG0016575	ESY3_g31578_DN3_SP0_c0.t1, ESY3_g31566_DN3_SP0_c0.t1, ESY2_g37227_DN3_SP0_c0.t1, ESY3_g31577_DN1_SP0_c0.t1	Ag005G482020
OG0016576	ESY3_g32579_DN3_SP0_c15.t1	Ag005G490320
OG0016578	ESY7_g19157_DN3_SP0_c0.t1, ESY7_g19158_DN3_SP0_c0.t1	Ag006G497320
OG0016580	ESY7_g18745_DN3_SP0_c0.t1	Ag006G504640
OG0016581	ESY7_g18723_DN3_SP0_c0.t1	Ag006G505090
OG0016582	ESY7_g18502_DN3_SP0_c0.t1	Ag006G506850
OG0016583	ESY8_g59888_DN3_SP0_c0.t1, ESY19_g41446_DN3_SP0_c0.t1, ESY9_g43628_DN2_SP0_c0.t1	Ag006G520750
OG0016584	ESY14_g20588_DN3_SP0_c0.t1	Ag006G535970
OG0016585	ESY14_g20393_DN2_SP0_c0.t1	Ag006G539940, Ag006G537450
OG0016586	ESY14_g19723_DN3_SP0_c0.t1	Ag006G540770
OG0016587	ESY23_g110_DN3_SP0_c0.t1	Ag006G548360
OG0016588	ESY9_g43684_DN3_SP0_c0.t1	Ag006G555910
OG0016589	ESY2_g36955_DN2_SP0_c0.t1, ESY6_g48909_DN2_SP0_c0.t1, ESY24_g32912_DN1_SP0_c0.t1	Ag006G560950
OG0016590	ESY3_g29696_DN3_SP0_c0.t1	Ag006G570370
OG0016591	ESY9_g42417_DN3_SP4_c0.t1	Ag006G577880
OG0016593	ESY8_g58236_DN3_SP0_c0.t1	Ag007G586500
OG0016593	ESY5_g5114_DN3_SP0_c4.t1, ESY5_g5112_DN3_SP0_c0.t1	Ag007G586490
OG0016594	ESY8_g58399_DN3_SP7_c0.t1	Ag007G590420
OG0016595	ESY8_g58497_DN3_SP0_c0.t1	Ag007G591880
OG0016596	ESY8_g58603_DN3_SP0_c5.t1	Ag007G592250
OG0016597	ESY8_g59020_DN3_SP0_c0.t1	Ag007G596800
OG0016598	ESY7_g18614_DN3_SP0_c0.t1	Ag007G600530
OG0016599	ESY7_g17865_DN3_SP0_c0.t1	Ag007G602500
OG0016600	ESY7_g17975_DN3_SP0_c0.t1	Ag007G604190
OG0016601	ESY7_g18144_DN3_SP6_c0.t1	Ag007G606610
OG0016602	ESY7_g18377_DN3_SP0_c0.t1	Ag007G610030
OG0016604	ESY7_g17684_DN3_SP0_c0.t1	Ag007G612930
OG0016605	ESY10_g15417_DN3_SP3_c0.t1	Ag007G635680
OG0016606	ESY15_g64478_DN3_SP0_c0.t1	Ag007G643970
OG0016608	ESY8_g61145_DN3_SP0_c0.t1, ESY8_g61144_DN3_SP0_c0.t1, ESY19_g41337_DN3_SP0_c0.t1, ESY8_g61114_DN3_SP0_c0.t1	Ag007G646820
OG0016609	ESY1_g9333_DN3_SP1_c0.t1	Ag008G691490
OG0016610	ESY5_g1706_DN2_SP0_c0.t1	Ag008G692970
OG0016611	ESY6_g48559_DN3_SP0_c0.t1	Ag008G705380
OG0016612	ESY6_g48731_DN3_SP0_c0.t1	Ag008G708960
OG0016613	ESY6_g50029_DN3_SP1_c0.t1	Ag008G721930
OG0016658	ESY4_g23994_DN1_SP0_c0.t1	Ag003G254080
OG0016659	ESY4_g24006_DN3_SP0_c0.t1	Ag003G254100
OG0016660	ESY4_g24008_DN3_SP5_c0.t1	Ag003G254120
OG0016664	ESY4_g24304_DN3_SP8_c0.t1	Ag003G257020
OG0016665	ESY4_g24418_DN3_SP3_c0.t1	Ag003G259030
OG0016666	ESY5_g4655_DN1_SP0_c0.t1	Ag003G260230, Ag003G260210
OG0016667	ESY4_g24504_DN3_SP0_c0.t1	Ag003G260500
OG0016668	ESY4_g24505_DN3_SP0_c0.t1	Ag003G260510
OG0016669	ESY4_g24860_DN3_SP1_c56.t1	Ag003G268360
OG0016670	ESY4_g24871_DN3_SP8_c0.t1	Ag003G268740
OG0016671	ESY4_g25020_DN3_SP8_c0.t1	Ag003G271450
OG0016672	ESY4_g25222_DN3_SP8_c0.t1	Ag003G279180
OG0016673	ESY4_g25158_DN3_SP7_c0.t1	Ag003G278140
OG0016675	ESY4_g25868_DN3_SP8_c0.t1	Ag003G276010
OG0016676	ESY4_g25862_DN3_SP8_c0.t1	Ag003G275880
OG0016677	ESY4_g25855_DN2_SP0_c0.t1	Ag003G275820
OG0016679	ESY4_g25722_DN3_SP3_c0.t1	Ag003G280990
OG0016681	ESY4_g25556_DN3_SP0_c0.t1	Ag003G282700
OG0016682	ESY16_g61988_DN3_SP8_c0.t1	Ag007G579550
OG0016683	ESY16_g61924_DN3_SP0_c0.t1	Ag007G579210
OG0016684	ESY16_g61908_DN3_SP0_c0.t1	Ag007G579130
OG0016685	ESY16_g61906_DN2_SP0_c0.t1	Ag007G579110
OG0016686	ESY16_g61741_DN3_SP0_c0.t1	Ag007G578300
OG0016688	ESY17_g38948_DN3_SP0_c0.t1	Ag007G580540
OG0016689	ESY2_g34279_DN3_SP0_c0.t1	Ag004G364630
OG0016690	ESY2_g34252_DN3_SP5_c0.t1	Ag004G364990, Ag004G365520
OG0016691	ESY2_g34221_DN3_SP0_c0.t1	Ag004G366270
OG0016692	ESY2_g34210_DN3_SP0_c0.t1	Ag004G366410
OG0016694	ESY2_g34112_DN3_SP5_c0.t1	Ag004G368210
OG0016695	ESY2_g34101_DN3_SP0_c0.t1	Ag004G368550
OG0016696	ESY2_g34086_DN3_SP8_c0.t1	Ag004G369030, Ag007G652180
OG0016697	ESY2_g34075_DN3_SP0_c0.t1	Ag004G369160
OG0016698	ESY2_g34019_DN3_SP5_c0.t1	Ag004G370540
OG0016699	ESY2_g33988_DN3_SP8_c0.t1	Ag004G371690
OG0016700	ESY2_g33987_DN3_SP7_c0.t1	Ag004G371730
OG0016701	ESY2_g33983_DN3_SP0_c0.t1	Ag004G371820
OG0016703	ESY2_g33903_DN3_SP4_c0.t1	Ag004G374130
OG0016704	ESY2_g33754_DN2_SP8_c0.t1	Ag004G378290
OG0016709	ESY10_g14292_DN3_SP1_c0.t1	Ag008G662040
OG0016710	ESY10_g14291_DN3_SP0_c0.t1	Ag008G662050
OG0016711	ESY10_g14194_DN3_SP8_c0.t1	Ag003G245440, Ag008G662560
OG0016712	ESY10_g14092_DN3_SP0_c0.t1	Ag008G663420
OG0016713	ESY10_g14024_DN3_SP1_c0.t1	Ag008G664690
OG0016714	ESY10_g13982_DN3_SP0_c0.t1	Ag008G665620
OG0016715	ESY10_g13916_DN3_SP0_c0.t1	Ag008G666620
OG0016716	ESY10_g13839_DN3_SP5_c0.t1	Ag008G667160
OG0016717	ESY21_g55764_DN3_SP0_c0.t1	Ag008G670850
OG0016718	ESY6_g48992_DN3_SP2_c0.t1	Ag008G671850, Ag004G324710
OG0016719	ESY21_g55553_DN3_SP6_c0.t1	Ag002G112860, Ag002G108860
OG0016720	ESY21_g55409_DN3_SP7_c0.t1	Ag008G672300
OG0016721	ESY2_g34579_DN2_SP0_c0.t1	Ag006G562120
OG0016722	ESY3_g28163_DN3_SP3_c0.t1	Ag005G431770
OG0016725	ESY2_g35188_DN3_SP5_c0.t1	Ag004G356870
OG0016726	ESY2_g35197_DN3_SP0_c0.t1	Ag004G357550
OG0016727	ESY2_g35216_DN3_SP0_c0.t1	Ag004G358030
OG0016728	ESY2_g35236_DN3_SP0_c0.t1	Ag004G358570
OG0016729	ESY2_g35249_DN3_SP8_c0.t1	Ag004G359240
OG0016731	ESY2_g35330_DN3_SP2_c0.t1	Ag004G366750
OG0016732	ESY2_g35333_DN2_SP0_c0.t1	Ag004G343600
OG0016733	ESY2_g34373_DN3_SP0_c0.t1	Ag004G363890
OG0016735	ESY2_g34355_DN2_SP2_c0.t1	Ag004G363470
OG0016736	ESY2_g34330_DN1_SP0_c0.t1	Ag004G363750
OG0016738	ESY2_g34294_DN3_SP0_c0.t1	Ag004G364400
OG0016739	ESY2_g33246_DN3_SP0_c0.t1	Ag004G402050
OG0016740	ESY2_g33248_DN3_SP7_c0.t1	Ag004G401930, Ag007G592840
OG0016741	ESY2_g33283_DN3_SP0_c0.t1	Ag004G400400
OG0016742	ESY2_g33606_DN3_SP0_c0.t1	Ag004G381410
OG0016743	ESY2_g33625_DN3_SP7_c0.t1	Ag004G380960
OG0016744	ESY2_g33686_DN3_SP0_c0.t1	Ag004G379530
OG0016745	ESY2_g33704_DN3_SP0_c0.t1	Ag004G379080
OG0016746	ESY2_g33693_DN3_SP8_c0.t1	Ag004G379150
OG0016747	ESY3_g30080_DN3_SP4_c14.t1	Ag005G471140
OG0016748	ESY13_g56353_DN1_SP0_c0.t1	Ag003G245950
OG0016749	ESY4_g25488_DN2_SP0_c0.t1	Ag005G454890
OG0016753	ESY3_g30852_DN3_SP8_c0.t1	Ag005G478020
OG0016754	ESY3_g30956_DN3_SP8_c0.t1	Ag005G476920
OG0016755	ESY3_g30967_DN3_SP8_c0.t1	Ag005G476770
OG0016756	ESY3_g30989_DN3_SP0_c0.t1	Ag005G476560
OG0016758	ESY7_g19340_DN2_SP7_c0.t1	Ag006G495310
OG0016759	ESY6_g49316_DN3_SP4_c0.t1	Ag005G476030
OG0016760	ESY3_g31079_DN3_SP7_c0.t1	Ag005G475690
OG0016761	ESY6_g49537_DN3_SP7_c0.t1	Ag005G474830
OG0016762	ESY3_g31191_DN3_SP0_c0.t1	Ag005G474150
OG0016765	ESY11_g53218_DN3_SP0_c0.t1	Ag005G464580
OG0016766	ESY6_g49604_DN3_SP2_c0.t1	Ag008G730450
OG0016767	ESY15_g65067_DN3_SP6_c0.t1	Ag001G040260
OG0016769	ESY6_g49618_DN3_SP3_c8.t1	Ag001G032000
OG0016773	ESY24_g33241_DN3_SP8_c0.t1	Ag008G677140
OG0016774	ESY6_g46513_DN3_SP0_c11.t1	Ag008G680530
OG0016776	ESY6_g46589_DN3_SP8_c0.t1	Ag008G680920
OG0016779	ESY6_g46732_DN3_SP0_c0.t1	Ag008G681620
OG0016780	ESY7_g18655_DN1_SP0_c0.t1	Ag002G187740
OG0016781	ESY6_g46900_DN3_SP0_c0.t1	Ag008G683760
OG0016782	ESY6_g47203_DN3_SP0_c0.t1	Ag008G684900
OG0016783	ESY6_g47417_DN3_SP7_c0.t1	Ag008G686600
OG0016784	ESY6_g48002_DN3_SP1_c14.t1	Ag008G694930
OG0016785	ESY6_g48100_DN2_SP0_c0.t1	Ag008G696540
OG0016787	ESY6_g48277_DN3_SP2_c0.t1	Ag008G699790
OG0016788	ESY6_g48320_DN3_SP1_c0.t1	Ag008G700410
OG0016789	ESY6_g48380_DN3_SP8_c0.t1	Ag008G701460
OG0016790	ESY6_g48433_DN3_SP8_c0.t1	Ag008G702670
OG0016791	ESY6_g48440_DN3_SP4_c0.t1	Ag008G703010
OG0016792	ESY6_g48533_DN3_SP0_c0.t1	Ag008G704990
OG0016793	ESY7_g18340_DN3_SP1_c0.t1	Ag007G609440
OG0016794	ESY7_g18210_DN3_SP2_c0.t1	Ag007G607640
OG0016795	ESY7_g18185_DN3_SP0_c0.t1	Ag007G607430
OG0016797	ESY7_g18141_DN3_SP8_c0.t1	Ag007G606590
OG0016798	ESY7_g18113_DN3_SP0_c0.t1	Ag007G606110
OG0016799	ESY7_g18105_DN3_SP4_c0.t1	Ag007G605930
OG0016801	ESY7_g18073_DN3_SP0_c0.t1	Ag007G605590
OG0016802	ESY7_g18041_DN3_SP8_c0.t1	Ag007G604930, Ag006G493770
OG0016806	ESY7_g17940_DN3_SP2_c0.t1	Ag007G603740
OG0016807	ESY7_g17839_DN3_SP0_c0.t1	Ag007G602250
OG0016808	ESY7_g17819_DN3_SP0_c0.t1	Ag007G602150
OG0016809	ESY7_g17808_DN3_SP8_c0.t1	Ag007G602060
OG0016810	ESY7_g17799_DN3_SP0_c0.t1	Ag008G680420, Ag007G602020
OG0016811	ESY7_g17797_DN2_SP0_c0.t1	Ag007G602010
OG0016813	ESY7_g18637_DN2_SP0_c0.t1	Ag007G600690
OG0016814	ESY7_g18631_DN3_SP0_c0.t1	Ag005G430260, Ag007G600610
OG0016815	ESY7_g18628_DN3_SP8_c0.t1	Ag007G600590
