Orthogroup	Euclidium_syriacum	Odontarrhena_muralis
OG0016084	ESY1_g12118_DN2_SP0_c0.t1	Om006G247340
OG0016085	ESY4_g25165_DN3_SP0_c0.t1	Om002G077560
OG0016086	ESY1_g6847_DN3_SP8_c0.t1	Om006G268380
OG0016087	ESY1_g6778_DN3_SP7_c0.t1	Om006G268570
OG0016088	ESY2_g33533_DN3_SP0_c0.t1	Om008G328940
OG0016090	ESY4_g25954_DN3_SP8_c0.t1	Om006G268540
OG0016091	ESY5_g5343_DN3_SP0_c0.t1	Om005G179400
OG0016092	ESY2_g34495_DN3_SP0_c0.t1	Om005G211340
OG0016093	ESY19_g41932_DN3_SP1_c0.t1	Om005G212350
OG0016094	ESY2_g34508_DN3_SP8_c0.t1	Om005G211520
OG0016095	ESY2_g34488_DN3_SP3_c0.t1	Om005G211280
OG0016096	ESY21_g55188_DN3_SP6_c0.t1	Om005G211790
OG0016097	ESY2_g34433_DN3_SP8_c0.t1	Om005G210580
OG0016098	ESY2_g34406_DN3_SP8_c0.t1	Om005G210280
OG0016099	ESY3_g30079_DN3_SP7_c0.t1	Om002G056250
OG0016100	ESY2_g34422_DN3_SP1_c0.t1	Om005G210470
OG0016101	ESY2_g34396_DN2_SP0_c0.t1	Om005G210040
OG0016103	ESY2_g34388_DN3_SP1_c0.t1	Om005G209940
OG0016104	ESY2_g35354_DN3_SP0_c0.t1	Om005G209890
OG0016105	ESY2_g35356_DN3_SP7_c0.t1	Om007G301960, Om005G209880
OG0016106	ESY2_g35374_DN3_SP1_c0.t1	Om005G209720
OG0016107	ESY2_g35395_DN3_SP0_c0.t1	Om005G209490
OG0016108	ESY2_g35396_DN3_SP0_c4.t1	Om004G150580, Om005G209480
OG0016109	ESY2_g35416_DN3_SP2_c0.t1	Om005G209320
OG0016110	ESY2_g35417_DN3_SP0_c0.t1	Om005G209310
OG0016111	ESY2_g35435_DN3_SP0_c0.t1	Om005G209170
OG0016112	ESY2_g35470_DN3_SP1_c0.t1	Om005G208540
OG0016113	ESY2_g35487_DN2_SP1_c44.t1	Om005G208390
OG0016114	ESY2_g35498_DN3_SP7_c0.t1	Om005G208320
OG0016115	ESY2_g35515_DN3_SP0_c0.t1	Om005G208190
OG0016116	ESY2_g35525_DN3_SP0_c0.t1	Om005G208090
OG0016117	ESY6_g49902_DN1_SP0_c0.t1	Om006G240770
OG0016118	ESY2_g35586_DN3_SP2_c0.t1	Om005G207360
OG0016119	ESY2_g35589_DN3_SP0_c0.t1	Om005G207330
OG0016120	ESY2_g35609_DN3_SP8_c0.t1	Om005G207100
OG0016121	ESY2_g35621_DN3_SP8_c0.t1	Om005G206960
OG0016122	ESY2_g35641_DN3_SP0_c0.t1	Om005G206700
OG0016123	ESY2_g35644_DN3_SP0_c0.t1	Om005G206680
OG0016124	ESY2_g35659_DN3_SP0_c0.t1	Om005G206560
OG0016125	ESY2_g35661_DN3_SP0_c0.t1	Om005G206520
OG0016126	ESY2_g35665_DN3_SP0_c0.t1	Om005G206460
OG0016127	ESY2_g35673_DN3_SP0_c0.t1	Om005G206330
OG0016128	ESY2_g35680_DN3_SP7_c0.t1	Om005G206220
OG0016129	ESY2_g35688_DN2_SP0_c0.t1, ESY2_g35686_DN2_SP0_c0.t1	Om005G206150, Om006G266870
OG0016130	ESY2_g35709_DN3_SP0_c7.t1	Om005G206080
OG0016131	ESY2_g35710_DN3_SP3_c0.t1	Om005G206070
OG0016132	ESY2_g35713_DN3_SP0_c0.t1	Om005G206030
OG0016133	ESY2_g35715_DN3_SP4_c0.t1	Om005G206010
OG0016134	ESY2_g35721_DN3_SP8_c0.t1	Om005G205960
OG0016135	ESY2_g35726_DN3_SP8_c0.t1	Om005G205930
OG0016136	ESY2_g35758_DN3_SP0_c0.t1	Om004G143120
OG0016137	ESY2_g35039_DN2_SP6_c0.t1	Om004G133770
OG0016138	ESY2_g35054_DN3_SP3_c0.t1	Om004G134030
OG0016139	ESY2_g35057_DN3_SP0_c0.t1	Om004G134050
OG0016140	ESY2_g35067_DN3_SP0_c0.t1	Om004G134110
OG0016141	ESY2_g34590_DN3_SP2_c0.t1	Om004G134450
OG0016142	ESY2_g34594_DN3_SP0_c0.t1	Om004G134530
OG0016143	ESY2_g34616_DN3_SP8_c0.t1	Om004G134800
OG0016144	ESY2_g34625_DN3_SP8_c0.t1	Om004G134870
OG0016145	ESY2_g34642_DN3_SP1_c0.t1	Om004G135050
OG0016146	ESY2_g34680_DN3_SP0_c0.t1	Om004G135440
OG0016148	ESY2_g34701_DN3_SP6_c0.t1	Om004G135670
OG0016149	ESY2_g34708_DN3_SP0_c0.t1	Om004G135780
OG0016150	ESY2_g34721_DN1_SP0_c0.t1	Om004G135890
OG0016151	ESY16_g62341_DN3_SP0_c0.t1	Om002G076580
OG0016152	ESY2_g34731_DN3_SP0_c0.t1	Om004G136020
OG0016153	ESY2_g34733_DN3_SP3_c0.t1	Om004G136040
OG0016154	ESY2_g34745_DN3_SP3_c0.t1	Om004G136160
OG0016155	ESY2_g34746_DN3_SP0_c0.t1	Om004G136170
OG0016156	ESY2_g34766_DN3_SP0_c0.t1	Om004G136580
OG0016157	ESY2_g34771_DN3_SP0_c0.t1, ESY2_g34767_DN2_SP0_c0.t1	Om004G136620
OG0016158	ESY2_g34782_DN3_SP2_c0.t1	Om004G136720
OG0016159	ESY2_g34787_DN3_SP0_c0.t1	Om004G137000
OG0016160	ESY2_g34821_DN3_SP8_c0.t1	Om004G137090
OG0016161	ESY2_g36076_DN3_SP0_c0.t1	Om004G137630
OG0016162	ESY2_g33340_DN3_SP0_c0.t1	Om004G138440
OG0016163	ESY2_g36063_DN3_SP5_c0.t1	Om004G138330
OG0016164	ESY4_g22220_DN3_SP5_c0.t1	Om007G287740
OG0016165	ESY2_g36043_DN3_SP8_c0.t1	Om004G138080
OG0016166	ESY2_g36041_DN3_SP6_c0.t1	Om004G138060
OG0016167	ESY2_g36035_DN3_SP2_c0.t1	Om004G138000
OG0016168	ESY2_g36005_DN3_SP0_c0.t1	Om004G137830
OG0016169	ESY2_g35976_DN3_SP3_c0.t1	Om004G138900
OG0016170	ESY2_g35967_DN3_SP0_c0.t1	Om004G138790
OG0016171	ESY2_g35955_DN3_SP8_c0.t1	Om004G138660
OG0016172	ESY2_g35951_DN3_SP5_c0.t1	Om004G138600
OG0016173	ESY2_g35013_DN3_SP5_c0.t1	Om004G138960
OG0016174	ESY2_g34993_DN3_SP0_c0.t1	Om004G139090
OG0016175	ESY2_g34989_DN3_SP2_c0.t1	Om004G139170
OG0016176	ESY2_g34988_DN2_SP0_c12.t1	Om004G139180
OG0016178	ESY2_g34980_DN3_SP0_c0.t1	Om004G139390
OG0016179	ESY2_g34957_DN3_SP3_c0.t1	Om004G139680
OG0016180	ESY2_g34956_DN3_SP8_c0.t1	Om004G139690
OG0016181	ESY2_g34951_DN1_SP0_c0.t1	Om004G139750
OG0016182	ESY2_g34916_DN3_SP7_c0.t1	Om004G140110
OG0016183	ESY2_g34903_DN3_SP0_c0.t1	Om006G260500, Om004G140230
OG0016184	ESY2_g34880_DN1_SP0_c0.t1	Om004G140540
OG0016185	ESY2_g34864_DN3_SP0_c0.t1	Om004G140810
OG0016186	ESY2_g35927_DN3_SP0_c0.t1	Om004G141170
OG0016187	ESY2_g35923_DN3_SP6_c14.t1	Om004G141330
OG0016188	ESY2_g35920_DN3_SP1_c0.t1	Om004G141360
OG0016189	ESY2_g35895_DN3_SP0_c0.t1	Om004G141790
OG0016190	ESY2_g35890_DN3_SP4_c0.t1	Om004G141830
OG0016191	ESY2_g35887_DN3_SP8_c0.t1	Om004G141860
OG0016192	ESY2_g35885_DN3_SP2_c0.t1	Om004G141880
OG0016194	ESY2_g35874_DN3_SP0_c0.t1	Om004G142010
OG0016195	ESY2_g35841_DN3_SP8_c7.t1	Om004G142350
OG0016196	ESY2_g35823_DN3_SP8_c9.t1	Om004G142460
OG0016197	ESY2_g35820_DN3_SP0_c0.t1	Om004G142500
OG0016198	ESY2_g35818_DN3_SP7_c0.t1	Om004G142520
OG0016199	ESY2_g36154_DN3_SP0_c0.t1	Om004G132660
OG0016200	ESY2_g36820_DN3_SP7_c0.t1	Om004G132440
OG0016201	ESY2_g36819_DN3_SP2_c0.t1	Om004G132430
OG0016202	ESY2_g36812_DN3_SP0_c0.t1	Om004G132390
OG0016203	ESY2_g36805_DN3_SP5_c0.t1	Om004G132340
OG0016204	ESY2_g36755_DN2_SP1_c0.t1	Om004G131980
OG0016205	ESY2_g36682_DN3_SP8_c0.t1	Om004G131570
OG0016206	ESY2_g36655_DN3_SP4_c0.t1	Om004G131330
OG0016207	ESY2_g36644_DN3_SP0_c8.t1	Om004G131220
OG0016208	ESY2_g36537_DN3_SP0_c0.t1	Om004G130120
OG0016209	ESY2_g36536_DN3_SP0_c0.t1	Om004G130110
OG0016210	ESY2_g36523_DN3_SP7_c0.t1	Om004G129990
OG0016211	ESY2_g36520_DN1_SP0_c0.t1	Om004G129980
OG0016212	ESY2_g36515_DN3_SP4_c0.t1	Om004G129900
OG0016213	ESY2_g36486_DN3_SP5_c0.t1	Om004G129690
OG0016214	ESY2_g36465_DN3_SP7_c0.t1	Om004G129520
OG0016215	ESY2_g36472_DN3_SP2_c0.t1	Om004G129580
OG0016216	ESY2_g36473_DN1_SP0_c0.t1	Om004G129590
OG0016217	ESY2_g36474_DN3_SP8_c9.t1	Om004G129600
OG0016218	ESY3_g30117_DN3_SP0_c0.t1	Om002G056650
OG0016219	ESY3_g30136_DN3_SP7_c0.t1	Om002G056840
OG0016220	ESY3_g30161_DN1_SP0_c0.t1	Om002G057090
OG0016221	ESY3_g30166_DN3_SP0_c0.t1	Om002G057150
OG0016222	ESY3_g30232_DN3_SP5_c0.t1	Om002G057830
OG0016223	ESY3_g30250_DN3_SP2_c0.t1	Om002G058030
OG0016224	ESY3_g30255_DN3_SP0_c0.t1	Om002G058040
OG0016225	ESY3_g30271_DN3_SP0_c0.t1	Om002G058170
OG0016226	ESY3_g30313_DN3_SP0_c0.t1	Om002G058630
OG0016227	ESY3_g30349_DN1_SP0_c0.t1	Om002G058920
OG0016228	ESY3_g30454_DN3_SP0_c0.t1	Om002G059820
OG0016229	ESY3_g30497_DN3_SP2_c0.t1	Om002G059960
OG0016230	ESY3_g30523_DN3_SP7_c0.t1	Om002G060250
OG0016231	ESY3_g30561_DN3_SP7_c0.t1	Om002G060770
OG0016232	ESY3_g30591_DN3_SP4_c0.t1, ESY2_g36477_DN2_SP0_c0.t1	Om002G060940
OG0016233	ESY3_g30614_DN3_SP4_c0.t1	Om002G061340
OG0016234	ESY3_g30645_DN3_SP0_c0.t1	Om002G061610
OG0016235	ESY3_g30648_DN3_SP7_c0.t1	Om002G061640
OG0016236	ESY3_g29994_DN3_SP0_c0.t1	Om002G062030
OG0016237	ESY3_g29985_DN3_SP0_c0.t1	Om002G062200
OG0016238	ESY3_g29984_DN3_SP6_c0.t1	Om002G062210
OG0016239	ESY3_g29983_DN3_SP0_c21.t1	Om002G062220
OG0016240	ESY3_g29980_DN3_SP7_c0.t1	Om002G062280
OG0016241	ESY5_g4820_DN2_SP0_c0.t1	Om007G283590
OG0016242	ESY3_g29929_DN3_SP1_c0.t1	Om002G062770
OG0016243	ESY3_g29900_DN3_SP4_c15.t1	Om002G063110
OG0016244	ESY3_g29880_DN3_SP1_c0.t1	Om002G063380
OG0016245	ESY3_g29879_DN3_SP8_c0.t1	Om002G063390
OG0016246	ESY3_g29877_DN3_SP0_c0.t1	Om002G063440
OG0016247	ESY3_g29871_DN3_SP2_c0.t1	Om002G063500
OG0016248	ESY3_g29868_DN3_SP1_c0.t1	Om002G063530
OG0016250	ESY3_g29805_DN3_SP3_c0.t1	Om002G063990
OG0016251	ESY3_g29799_DN3_SP1_c0.t1	Om002G064050
OG0016252	ESY3_g29796_DN3_SP8_c0.t1	Om002G064080
OG0016253	ESY3_g29789_DN3_SP8_c0.t1	Om002G064190
OG0016254	ESY3_g29741_DN3_SP2_c0.t1	Om002G064610
OG0016255	ESY3_g29735_DN2_SP5_c0.t1	Om002G064670
OG0016256	ESY3_g29726_DN3_SP0_c0.t1	Om002G064770
OG0016257	ESY3_g29721_DN3_SP8_c0.t1	Om002G064820
OG0016258	ESY3_g29716_DN3_SP8_c0.t1	Om002G064870
OG0016259	ESY3_g29681_DN3_SP6_c0.t1	Om002G065340
OG0016260	ESY3_g29663_DN3_SP8_c0.t1	Om002G065570
OG0016261	ESY3_g29634_DN3_SP1_c0.t1	Om002G065730
OG0016263	ESY3_g29558_DN3_SP0_c0.t1	Om002G066120
OG0016264	ESY3_g29495_DN2_SP0_c0.t1	Om002G066400
OG0016265	ESY3_g29479_DN3_SP0_c0.t1	Om002G066540
OG0016266	ESY3_g29390_DN2_SP0_c0.t1	Om002G067020
OG0016267	ESY3_g29388_DN3_SP8_c0.t1	Om002G067040
OG0016268	ESY3_g29379_DN3_SP3_c9.t1	Om002G067140
OG0016269	ESY3_g29358_DN3_SP7_c0.t1	Om002G067220
OG0016270	ESY3_g29357_DN3_SP0_c0.t1	Om002G067230
OG0016271	ESY3_g29328_DN3_SP6_c0.t1	Om002G067360
OG0016272	ESY3_g29219_DN3_SP0_c0.t1	Om002G068260
OG0016274	ESY3_g29180_DN3_SP0_c0.t1	Om002G068570
OG0016275	ESY3_g29179_DN3_SP6_c0.t1	Om002G068580
OG0016276	ESY3_g29171_DN3_SP8_c0.t1	Om002G068660
OG0016277	ESY3_g27801_DN3_SP0_c0.t1	Om002G074450
OG0016278	ESY3_g29005_DN2_SP0_c0.t1	Om002G069650
OG0016279	ESY3_g29064_DN3_SP0_c0.t1	Om002G069510
OG0016280	ESY3_g29073_DN3_SP0_c0.t1	Om002G069480
OG0016281	ESY3_g28941_DN3_SP0_c0.t1	Om002G070300
OG0016283	ESY3_g28791_DN3_SP8_c0.t1	Om002G070780
OG0016284	ESY3_g28573_DN3_SP0_c0.t1	Om002G071770
OG0016285	ESY3_g28531_DN2_SP0_c0.t1	Om002G071910
OG0016288	ESY3_g28095_DN2_SP0_c0.t1	Om002G073290
OG0016289	ESY3_g28092_DN3_SP8_c0.t1	Om002G073320
OG0016290	ESY3_g28089_DN3_SP5_c0.t1	Om002G073350
OG0016291	ESY3_g27945_DN3_SP5_c0.t1	Om002G074110
OG0016292	ESY3_g27916_DN3_SP0_c0.t1	Om002G074250
OG0016293	ESY3_g27911_DN3_SP0_c0.t1	Om002G074290
OG0016294	ESY8_g59305_DN3_SP8_c0.t1	Om001G023100
OG0016295	ESY3_g28045_DN3_SP0_c0.t1	Om004G167570
OG0016296	ESY3_g27572_DN3_SP0_c0.t1	Om002G074750
OG0016297	ESY3_g27519_DN3_SP0_c0.t1	Om002G074970
OG0016298	ESY12_g51248_DN3_SP0_c0.t1	Om005G201860
OG0016299	ESY3_g27435_DN3_SP0_c0.t1	Om002G075300
OG0016300	ESY3_g27006_DN3_SP8_c0.t1	Om002G077080
OG0016301	ESY3_g27026_DN3_SP0_c0.t1	Om002G076140
OG0016302	ESY11_g52711_DN3_SP0_c0.t1	Om007G293690
OG0016303	ESY6_g46884_DN3_SP5_c0.t1	Om003G113860
OG0016304	ESY11_g53248_DN3_SP0_c0.t1	Om002G079490
OG0016305	ESY11_g52835_DN3_SP8_c0.t1	Om007G288440
OG0016307	ESY11_g53245_DN3_SP8_c0.t1	Om008G325430
OG0016308	ESY11_g52956_DN3_SP0_c0.t1	Om002G078890
OG0016309	ESY11_g53281_DN3_SP0_c0.t1	Om002G079570
OG0016310	ESY12_g52305_DN3_SP0_c0.t1	Om002G079710
OG0016312	ESY11_g53306_DN3_SP8_c0.t1	Om002G079740
OG0016313	ESY11_g53318_DN3_SP0_c0.t1	Om002G079980
OG0016314	ESY11_g53319_DN2_SP7_c0.t1	Om002G080020
OG0016315	ESY10_g14478_DN1_SP0_c0.t1	Om002G080170
OG0016316	ESY11_g53371_DN3_SP5_c0.t1	Om002G080190
OG0016317	ESY11_g53414_DN3_SP1_c0.t1	Om002G080350
OG0016318	ESY36_g41127_DN2_SP3_p0.t1	Om002G080280
OG0016319	ESY16_g61878_DN3_SP4_c0.t1	Om003G105740
OG0016320	ESY11_g53559_DN3_SP0_c0.t1	Om002G081110
OG0016321	ESY11_g53574_DN3_SP0_c0.t1	Om002G081170
OG0016325	ESY11_g53676_DN3_SP0_c0.t1	Om002G055380
OG0016326	ESY11_g53832_DN3_SP8_c0.t1	Om002G082560
OG0016327	ESY11_g53865_DN3_SP8_c0.t1	Om002G082640
OG0016328	ESY11_g53911_DN3_SP0_c0.t1	Om002G082960
OG0016329	ESY11_g53918_DN3_SP4_c0.t1	Om002G083040
OG0016330	ESY11_g53955_DN3_SP0_c0.t1	Om002G083670
OG0016332	ESY11_g54085_DN3_SP0_c0.t1	Om002G084330
OG0016333	ESY11_g54175_DN3_SP1_c0.t1	Om008G322530
OG0016334	ESY11_g54177_DN3_SP7_c0.t1	Om002G084840
OG0016335	ESY11_g54202_DN3_SP6_c0.t1	Om002G085020
OG0016336	ESY11_g54321_DN3_SP0_c0.t1	Om002G085890
OG0016337	ESY11_g54283_DN2_SP0_c0.t1	Om002G085660
OG0016338	ESY11_g54271_DN3_SP0_c0.t1	Om002G085600
OG0016339	ESY11_g54264_DN3_SP8_c0.t1	Om002G085570
OG0016340	ESY11_g54250_DN3_SP0_c0.t1	Om002G085210
OG0016341	ESY11_g54408_DN3_SP7_c0.t1	Om002G086350
OG0016342	ESY11_g54607_DN2_SP0_c16.t1, ESY11_g54511_DN3_SP0_c17.t1	Om002G086690
OG0016343	ESY11_g54593_DN3_SP8_c0.t1	Om002G086880
OG0016344	ESY11_g54603_DN3_SP0_c0.t1	Om002G086950
OG0016345	ESY11_g54671_DN3_SP0_c0.t1	Om002G087400
OG0016346	ESY11_g54722_DN1_SP0_c0.t1	Om002G087590
OG0016348	ESY11_g54797_DN3_SP7_c0.t1	Om002G087770
OG0016349	ESY11_g54817_DN3_SP0_c0.t1	Om004G143300, Om002G087880
OG0016350	ESY11_g54818_DN3_SP8_c19.t1	Om002G087890
OG0016351	ESY11_g54847_DN3_SP0_c0.t1	Om002G088010
OG0016352	ESY11_g54995_DN2_SP0_c0.t1	Om002G088600
OG0016353	ESY11_g54970_DN3_SP0_c0.t1	Om006G254670
OG0016354	ESY11_g54998_DN3_SP0_c0.t1	Om002G071330
OG0016355	ESY2_g36379_DN3_SP3_c0.t1	Om003G089780
OG0016356	ESY2_g36376_DN3_SP8_c0.t1	Om003G089800
OG0016357	ESY2_g36361_DN3_SP0_c0.t1	Om003G089880
OG0016358	ESY2_g36352_DN3_SP8_c0.t1	Om003G089950
OG0016359	ESY2_g36319_DN3_SP1_c0.t1	Om003G090180
OG0016360	ESY2_g36305_DN3_SP0_c0.t1	Om003G090240
OG0016361	ESY2_g36279_DN3_SP0_c0.t1	Om003G090620
OG0016362	ESY2_g36261_DN3_SP2_c0.t1	Om003G090910
OG0016363	ESY2_g36250_DN3_SP0_c8.t1	Om003G090980
OG0016364	ESY3_g30291_DN3_SP0_c0.t1	Om002G058310
OG0016366	ESY3_g30346_DN3_SP0_c0.t1	Om002G058880
OG0016367	ESY2_g36175_DN3_SP0_c0.t1	Om003G092140, Om003G092020
OG0016368	ESY2_g36848_DN3_SP3_c0.t1	Om003G092320
OG0016369	ESY2_g36919_DN3_SP0_c0.t1	Om003G093190
OG0016370	ESY2_g36951_DN3_SP0_c0.t1	Om003G093440
OG0016371	ESY2_g36975_DN2_SP0_c0.t1	Om003G093700
OG0016372	ESY2_g37012_DN3_SP0_c0.t1	Om003G094020
OG0016373	ESY2_g37013_DN3_SP0_c0.t1	Om003G094030
OG0016374	ESY2_g37017_DN3_SP0_c0.t1	Om003G094060
OG0016375	ESY2_g37036_DN3_SP0_c0.t1	Om003G094260
OG0016376	ESY2_g37042_DN3_SP5_c0.t1	Om003G094310
OG0016377	ESY2_g37053_DN3_SP0_c0.t1	Om003G094420
OG0016378	ESY2_g37084_DN3_SP1_c0.t1	Om003G094660
OG0016379	ESY2_g37087_DN3_SP2_c0.t1	Om003G094680
OG0016380	ESY2_g37104_DN3_SP2_c0.t1	Om003G094780
OG0016381	ESY2_g37110_DN3_SP8_c43.t1	Om003G094820
OG0016382	ESY2_g37126_DN3_SP0_c0.t1	Om003G094860
OG0016383	ESY2_g37396_DN3_SP8_c0.t1	Om003G096370
OG0016384	ESY4_g25638_DN2_SP0_c0.t1, ESY2_g37334_DN3_SP0_c0.t1	Om003G096180
OG0016385	ESY2_g37333_DN3_SP6_c0.t1	Om003G096170
OG0016386	ESY2_g37298_DN2_SP0_c0.t1	Om003G096040
OG0016387	ESY2_g37279_DN3_SP8_c0.t1	Om003G095960
OG0016388	ESY2_g37265_DN3_SP2_c0.t1	Om003G095890
OG0016389	ESY2_g37264_DN3_SP1_c11.t1	Om003G095880
OG0016390	ESY2_g37426_DN3_SP0_c0.t1	Om003G096770
OG0016391	ESY2_g37431_DN3_SP0_c0.t1	Om003G096800
OG0016392	ESY2_g37447_DN3_SP3_c0.t1	Om003G096880
OG0016393	ESY2_g37495_DN3_SP2_c0.t1	Om003G097410
OG0016394	ESY2_g37549_DN3_SP8_c0.t1	Om003G097560
OG0016395	ESY2_g37552_DN3_SP1_c0.t1	Om003G097610
OG0016396	ESY2_g37564_DN3_SP8_c0.t1	Om003G097660
OG0016397	ESY2_g37572_DN3_SP0_c0.t1	Om003G097740
OG0016398	ESY2_g37665_DN3_SP0_c0.t1	Om003G098170
OG0016399	ESY2_g37669_DN3_SP0_c0.t1	Om003G098190
OG0016400	ESY2_g37673_DN3_SP0_c0.t1	Om003G098200
OG0016401	ESY2_g37674_DN3_SP0_c0.t1	Om003G098230
OG0016403	ESY2_g37733_DN3_SP1_c8.t1	Om003G098440
OG0016404	ESY2_g37981_DN3_SP0_c0.t1	Om003G099380
OG0016405	ESY2_g38004_DN3_SP4_c0.t1	Om003G099540
OG0016406	ESY2_g38027_DN3_SP1_c0.t1	Om003G099600
OG0016407	ESY2_g38044_DN3_SP4_c0.t1	Om003G099690
OG0016408	ESY2_g38086_DN3_SP4_c0.t1	Om003G099790
OG0016409	ESY2_g38292_DN3_SP0_c0.t1	Om003G099830
OG0016410	ESY2_g38294_DN3_SP8_c0.t1	Om003G099880
OG0016411	ESY2_g38307_DN3_SP1_c0.t1	Om003G099920
OG0016412	ESY2_g38317_DN3_SP2_c0.t1	Om003G100050
OG0016413	ESY2_g38362_DN2_SP6_c0.t1	Om003G100130
OG0016414	ESY2_g38380_DN3_SP0_c0.t1	Om003G100320
OG0016415	ESY2_g38444_DN3_SP7_c0.t1	Om003G100480
OG0016416	ESY2_g38608_DN3_SP8_c0.t1	Om003G100900
OG0016417	ESY2_g38616_DN3_SP0_c0.t1	Om003G100940
OG0016418	ESY2_g38631_DN3_SP0_c0.t1	Om003G100950
OG0016420	ESY4_g23673_DN3_SP5_c0.t1	Om007G291160
OG0016421	ESY1_g5763_DN3_SP0_c0.t1	Om008G340130
OG0016422	ESY1_g10290_DN3_SP8_c0.t1	Om006G256650
OG0016423	ESY1_g10312_DN3_SP0_c0.t1	Om006G256550
OG0016424	ESY1_g10345_DN3_SP6_c0.t1	Om006G256310
OG0016425	ESY1_g10361_DN3_SP1_c5.t1	Om006G256230
OG0016426	ESY1_g10402_DN3_SP0_c0.t1	Om006G255840
OG0016427	ESY1_g10420_DN3_SP0_c0.t1	Om006G255740
OG0016428	ESY1_g10437_DN3_SP0_c0.t1	Om006G255730
OG0016429	ESY1_g10439_DN3_SP1_c0.t1	Om006G255700
OG0016430	ESY1_g11170_DN3_SP7_c0.t1	Om006G255130
OG0016431	ESY3_g31361_DN3_SP0_c0.t1	Om002G050270
OG0016432	ESY5_g4276_DN3_SP1_c0.t1	Om005G199200
OG0016433	ESY1_g11117_DN3_SP0_c0.t1	Om006G254730
OG0016434	ESY1_g11027_DN3_SP0_c0.t1	Om006G254040
OG0016435	ESY1_g11017_DN3_SP0_c0.t1	Om006G254030
OG0016436	ESY1_g10250_DN3_SP4_c0.t1	Om006G256790
OG0016437	ESY1_g10260_DN3_SP0_c0.t1	Om006G256700
OG0016438	ESY1_g10244_DN3_SP0_c0.t1	Om006G256840
OG0016439	ESY1_g10223_DN2_SP2_c16.t1	Om006G256900
OG0016440	ESY1_g10195_DN3_SP0_c0.t1	Om006G257020
OG0016441	ESY5_g2029_DN3_SP8_c0.t1	Om004G143820
OG0016442	ESY1_g10193_DN3_SP2_c0.t1	Om006G257030
OG0016444	ESY1_g10947_DN3_SP0_c0.t1	Om006G253220
OG0016445	ESY1_g10890_DN3_SP8_c0.t1	Om006G253040
OG0016446	ESY1_g10848_DN3_SP4_c0.t1, ESY10_g14113_DN3_SP0_c0.t1	Om006G252770
OG0016447	ESY1_g10826_DN3_SP8_c0.t1	Om006G252740
OG0016448	ESY1_g10824_DN3_SP7_c0.t1	Om006G252710
OG0016449	ESY1_g10765_DN3_SP5_c0.t1	Om006G252050
OG0016450	ESY1_g10762_DN3_SP8_c0.t1	Om006G252020
OG0016451	ESY1_g10759_DN3_SP8_c0.t1	Om006G251980
OG0016452	ESY1_g10612_DN3_SP0_c0.t1	Om006G251000
OG0016453	ESY1_g10568_DN3_SP0_c0.t1	Om006G250820
OG0016454	ESY1_g10553_DN3_SP0_c0.t1	Om006G250660
OG0016455	ESY1_g10547_DN3_SP0_c0.t1	Om006G250630
OG0016456	ESY1_g10525_DN3_SP0_c0.t1	Om003G119270
OG0016457	ESY1_g11823_DN3_SP8_c0.t1	Om003G119600
OG0016458	ESY1_g11801_DN3_SP8_c0.t1	Om003G119700
OG0016460	ESY1_g11758_DN3_SP0_c0.t1	Om003G120060
OG0016461	ESY1_g11742_DN3_SP2_c0.t1	Om003G120250
OG0016462	ESY1_g11643_DN3_SP3_c0.t1	Om003G120720
OG0016463	ESY1_g11640_DN3_SP0_c0.t1	Om003G120790
OG0016464	ESY1_g11634_DN3_SP6_c0.t1	Om003G120820
OG0016465	ESY1_g11589_DN2_SP0_c27.t1	Om003G120980
OG0016466	ESY1_g11565_DN3_SP0_c0.t1	Om003G121070
OG0016467	ESY1_g11564_DN3_SP0_c0.t1	Om003G121080
OG0016468	ESY1_g11542_DN3_SP2_c0.t1	Om003G121330
OG0016469	ESY1_g10895_DN3_SP0_c0.t1	Om006G253080
OG0016470	ESY1_g11432_DN3_SP7_c2.t1	Om003G122180
OG0016471	ESY1_g11430_DN3_SP0_c0.t1	Om003G122190
OG0016472	ESY1_g11422_DN3_SP6_c0.t1	Om003G122280
OG0016473	ESY1_g11370_DN3_SP3_c0.t1	Om003G122650
OG0016474	ESY1_g11217_DN3_SP1_c0.t1	Om003G123640
OG0016475	ESY1_g11199_DN3_SP0_c0.t1	Om003G123780
OG0016476	ESY1_g11885_DN3_SP8_c0.t1	Om003G124060
OG0016477	ESY3_g27020_DN3_SP2_c0.t1	Om002G076770
OG0016478	ESY1_g11923_DN3_SP0_c0.t1	Om003G124300
OG0016479	ESY1_g11927_DN3_SP0_c0.t1	Om003G124350
OG0016480	ESY1_g11989_DN3_SP4_c0.t1	Om003G124700
OG0016481	ESY1_g12044_DN3_SP6_c0.t1	Om003G124980
OG0016482	ESY1_g12109_DN3_SP0_c0.t1	Om003G125480
OG0016483	ESY1_g12183_DN3_SP0_c0.t1	Om003G125920
OG0016485	ESY1_g12285_DN3_SP0_c0.t1	Om003G126490
OG0016486	ESY1_g12306_DN1_SP0_c0.t1, ESY1_g12304_DN3_SP1_c0.t1	Om003G126680
OG0016487	ESY1_g12315_DN3_SP0_c0.t1	Om003G126730
OG0016488	ESY1_g12338_DN3_SP0_c0.t1	Om003G126890
OG0016489	ESY5_g3069_DN3_SP0_c0.t1	Om003G127160
