Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_hirsuta
OG0014760	XP_020879092.1	CARHR193030
OG0014761	XP_020877903.1	CARHR192810
OG0014762	XP_020878817.1	CARHR192740
OG0014763	XP_002871930.1	CARHR192600
OG0014764	XP_002873995.1	CARHR192460
OG0014765	XP_020877338.1	CARHR192390
OG0014766	XP_002873997.1	CARHR034960, CARHR192380
OG0014767	XP_020878283.1	CARHR192220
OG0014768	XP_002871948.1	CARHR192200
OG0014769	XP_020876534.1	CARHR192150
OG0014770	XP_020876315.1	CARHR191940
OG0014771	XP_020877348.1	CARHR191810
OG0014772	XP_002871975.1	CARHR191660
OG0014773	XP_020877378.1	CARHR191480
OG0014774	XP_020877830.1	CARHR191410
OG0014775	XP_002874050.1	CARHR191400
OG0014776	XP_020869159.1	CARHR023320
OG0014777	XP_002871997.1	CARHR191250
OG0014778	XP_002874069.1	CARHR191130
OG0014779	XP_002872000.1	CARHR191120
OG0014780	XP_002872003.1	CARHR191060
OG0014781	XP_020877267.1	CARHR190840
OG0014782	XP_020875820.1	CARHR190730
OG0014783	XP_020888776.1	CARHR100880
OG0014784	XP_002874099.1	CARHR190690
OG0014785	XP_020879585.1	CARHR190660
OG0014786	XP_002865567.1, XP_002865566.1	CARHR284740
OG0014787	XP_002865980.1	CARHR266710
OG0014788	XP_002866393.1	CARHR274420
OG0014789	XP_002866385.1	CARHR274290
OG0014790	XP_002864694.1	CARHR274260
OG0014791	XP_020884993.1	CARHR274230
OG0014792	XP_020869950.1	CARHR274200
OG0014793	XP_020889262.1	CARHR273800
OG0014794	XP_002877219.1	CARHR288240, CARHR282630
OG0014795	XP_002864653.2	CARHR273410
OG0014796	XP_002866347.1	CARHR273350
OG0014797	XP_020881159.1	CARHR285820
OG0014798	XP_020875113.1	CARHR213920
OG0014799	XP_002864632.1	CARHR285770
OG0014800	XP_020867792.1	CARHR285730
OG0014801	XP_020870133.1	CARHR285580
OG0014802	XP_002866320.1	CARHR285560
OG0014803	XP_020890342.1	CARHR285310
OG0014804	XP_002866311.1	CARHR285290
OG0014805	XP_020889219.1	CARHR272600
OG0014806	XP_002866280.1	CARHR272440
OG0014807	XP_020886848.1	CARHR272380
OG0014808	XP_020886863.1	CARHR272370
OG0014809	XP_020886357.1	CARHR272270
OG0014810	XP_002866256.2	CARHR272120
OG0014811	XP_020878393.1	CARHR272040
OG0014812	XP_020878324.1	CARHR272020
OG0014813	XP_020872018.1	CARHR271960
OG0014814	XP_002866251.1	CARHR256340, CARHR271930
OG0014815	XP_002864520.1	CARHR271370
OG0014816	XP_002864548.1	CARHR271920
OG0014817	XP_020877910.1	CARHR271890
OG0014818	XP_020881277.1	CARHR271730
OG0014819	XP_002864538.1	CARHR271710
OG0014820	XP_002864527.1	CARHR271490
OG0014821	XP_002866226.1	CARHR271480
OG0014822	XP_020871974.1	CARHR271450
OG0014823	XP_020877208.1	CARHR271430
OG0014824	XP_002864523.1	CARHR271410
OG0014825	XP_020871733.1	CARHR271210
OG0014826	XP_020871747.1	CARHR271190
OG0014827	XP_020882314.1	CARHR144290
OG0014828	XP_002884119.1	CARHR108750
OG0014829	XP_020889535.1	CARHR105650
OG0014830	XP_020890930.1	CARHR270810
OG0014831	XP_020890946.1	CARHR270820
OG0014832	XP_020879931.1	CARHR270950
OG0014833	XP_020885444.1	CARHR270480
OG0014834	XP_002864476.2	CARHR270470
OG0014835	XP_002864470.1	CARHR270280
OG0014836	XP_002866130.1	CARHR269610
OG0014838	XP_002866125.1	CARHR269460
OG0014839	XP_002866111.1	CARHR269060
OG0014840	XP_020871163.1	CARHR269320
OG0014841	XP_020871159.1	CARHR269300
OG0014842	XP_002864416.1	CARHR269270
OG0014843	XP_020871082.1	CARHR269230
OG0014844	XP_020871295.1	CARHR269210
OG0014846	XP_002864399.1	CARHR268890
OG0014847	XP_020871596.1	CARHR268830
OG0014848	XP_020871602.1	CARHR268780
OG0014849	XP_020871989.1	CARHR268170
OG0014850	XP_020882142.1	CARHR158600
OG0014851	XP_020880732.1	CARHR158380
OG0014852	XP_002877665.1	CARHR158260
OG0014853	XP_020882379.1	CARHR158030
OG0014854	XP_002877640.1	CARHR157810
OG0014855	XP_002875936.2	CARHR157790
OG0014856	XP_020879950.1	CARHR157620
OG0014857	XP_020868561.1	CARHR055490
OG0014858	XP_002872832.1	CARHR250830
OG0014859	XP_002873311.1	CARHR205660
OG0014860	XP_020876114.1	CARHR205750, CARHR217940
OG0014861	XP_020883224.1	CARHR133940
OG0014863	XP_020878707.1	CARHR206110
OG0014864	XP_002873283.1	CARHR206260
OG0014865	XP_002873282.1	CARHR206320
OG0014866	XP_002873280.2	CARHR206390
OG0014867	XP_020878085.1	CARHR206430
OG0014868	XP_002873264.1	CARHR206660
OG0014869	XP_020878940.1	CARHR207080
OG0014870	XP_002888290.1	CARHR056260
OG0014871	XP_002871197.1	CARHR206790
OG0014872	XP_002873236.1	CARHR206780
OG0014873	XP_002869733.1	CARHR231580
OG0014874	XP_020876053.1	CARHR207250
OG0014875	XP_020876054.1	CARHR207260
OG0014876	XP_002871190.1	CARHR207270
OG0014877	XP_020876019.1	CARHR207290
OG0014879	XP_002871181.2	CARHR207450
OG0014880	XP_002873224.1	CARHR207470
OG0014881	XP_002873223.1	CARHR207510
OG0014882	XP_020875941.1	CARHR207580
OG0014883	XP_002871176.1	CARHR207600
OG0014884	XP_002871154.1	CARHR207870
OG0014885	XP_020876003.1	CARHR208000
OG0014886	XP_002871145.1	CARHR208020
OG0014887	XP_002871141.1	CARHR208100
OG0014888	XP_020876008.1	CARHR208170
OG0014889	XP_020875985.1	CARHR208340
OG0014890	XP_020875911.1	CARHR208370
OG0014891	XP_020878553.1	CARHR208540
OG0014892	XP_020877011.1	CARHR208710
OG0014893	XP_020880651.1	CARHR144810
OG0014894	XP_002873153.1	CARHR208750
OG0014895	XP_020876998.1	CARHR208890
OG0014896	XP_002871089.1	CARHR208930
OG0014897	XP_020878108.1	CARHR208990
OG0014898	XP_020878106.1	CARHR209000
OG0014899	XP_002873140.1	CARHR209050
OG0014900	XP_020879167.1	CARHR209130
OG0014901	XP_002871075.1	CARHR209180
OG0014902	XP_020878879.1	CARHR209310
OG0014903	XP_002873123.1	CARHR209340
OG0014904	XP_002873119.1	CARHR209400
OG0014905	XP_002870443.1	CARHR216840
OG0014906	XP_020879121.1	CARHR209600
OG0014907	XP_020876833.1	CARHR209640
OG0014908	XP_002871050.1	CARHR209650
OG0014909	XP_002871048.1	CARHR209680
OG0014910	XP_020879354.1	CARHR209870
OG0014911	XP_020878459.1	CARHR210000
OG0014912	XP_020878745.1	CARHR210060
OG0014913	XP_020878483.1	CARHR210220
OG0014914	XP_020879556.1	CARHR210500
OG0014915	XP_020879559.1	CARHR210510
OG0014916	XP_020877320.1	CARHR210570
OG0014917	XP_002873064.1	CARHR210710
OG0014918	XP_002870970.1	CARHR211010
OG0014919	XP_002870965.1	CARHR211120
OG0014920	XP_002870960.1	CARHR211170
OG0014921	XP_020876146.1	CARHR211180
OG0014922	XP_020879312.1	CARHR211290
OG0014923	XP_020878475.1	CARHR211320
OG0014924	XP_020878182.1	CARHR211360
OG0014925	XP_002870943.1	CARHR211400
OG0014926	XP_020879245.1	CARHR211430
OG0014927	XP_020878113.1	CARHR211490
OG0014928	XP_002870933.2	CARHR211620
OG0014929	XP_002870927.1	CARHR211730
OG0014930	XP_002873014.1	CARHR211750
OG0014931	XP_020878692.1	CARHR211780
OG0014932	XP_002870921.1	CARHR211800
OG0014933	XP_020876775.1	CARHR211820
OG0014934	XP_002873008.1	CARHR211860
OG0014935	XP_002873007.1	CARHR211870
OG0014937	XP_002870910.1	CARHR211950
OG0014938	XP_020879361.1	CARHR212020
OG0014939	XP_020878416.1	CARHR212240
OG0014940	XP_020875802.1	CARHR212260
OG0014941	XP_002872985.1	CARHR212270
OG0014942	XP_020875792.1	CARHR212300
OG0014943	XP_002882571.1	CARHR082860
OG0014944	XP_002872983.1	CARHR212330
OG0014945	XP_002868636.1	CARHR213710
OG0014946	XP_002870648.1	CARHR213200
OG0014947	XP_020874063.1	CARHR212990
OG0014948	XP_002868583.1	CARHR212860
OG0014950	XP_020890013.1	CARHR074520
OG0014951	XP_002887854.1	CARHR074590
OG0014952	XP_020891112.1	CARHR074760
OG0014953	XP_002889324.1	CARHR122860
OG0014954	XP_020891113.1	CARHR049030
OG0014955	XP_002887860.1	CARHR074690
OG0014956	XP_002887850.1	CARHR074450
OG0014957	XP_020891577.1	CARHR074400
OG0014958	XP_002887842.1	CARHR074310
OG0014959	XP_020891380.1	CARHR074200
OG0014960	XP_002887835.1	CARHR074170
OG0014961	XP_002889294.1	CARHR074840
OG0014962	XP_002889280.1	CARHR073870
OG0014963	XP_020890637.1	CARHR073610
OG0014964	XP_002889268.1	CARHR073550
OG0014965	XP_020876948.1	CARHR186120
OG0014966	XP_020865651.1	CARHR073220
OG0014967	XP_020890643.1	CARHR073130
OG0014968	XP_020891332.1	CARHR073100
OG0014969	XP_002893449.1	CARHR026680
OG0014970	XP_002889234.1	CARHR072800
OG0014971	XP_020865900.1	CARHR072790
OG0014972	XP_002889230.1	CARHR072750
OG0014973	XP_020885231.1	CARHR114840
OG0014974	XP_020890437.1	CARHR072640
OG0014975	XP_020890442.1	CARHR072540
OG0014976	XP_002889219.1	CARHR072510
OG0014977	XP_002887761.1	CARHR072500
OG0014978	XP_020890450.1	CARHR072360
OG0014979	XP_020890444.1	CARHR072310
OG0014980	XP_002889201.1	CARHR072100
OG0014981	XP_002889172.1	CARHR071470
OG0014982	XP_020891026.1	CARHR071450
OG0014983	XP_020865639.1	CARHR071380
OG0014984	XP_002887698.2	CARHR071240
OG0014985	XP_002889154.1	CARHR071190
OG0014986	XP_002889153.2	CARHR071170
OG0014987	XP_020890270.1	CARHR071090
OG0014988	XP_020891230.1	CARHR071020
OG0014989	XP_002887684.1	CARHR070970
OG0014990	XP_002870444.1	CARHR216820
OG0014991	XP_002887674.1	CARHR070750
OG0014992	XP_002887673.1	CARHR070700
OG0014993	XP_002889127.1	CARHR070660
OG0014994	XP_020891691.1	CARHR070260
OG0014995	XP_020890681.1	CARHR070220
OG0014996	XP_020890182.1	CARHR070180
OG0014997	XP_002887645.1	CARHR070110
OG0014998	XP_020891572.1	CARHR070060
OG0014999	XP_002889086.1	CARHR070030
OG0015000	XP_002887641.2	CARHR070010
OG0015001	XP_002889080.1	CARHR069950
OG0015002	XP_020889843.1	CARHR069940
OG0015003	XP_020889931.1	CARHR069900
OG0015004	XP_020877564.1	CARHR249790
OG0015005	XP_020889608.1	CARHR069800
OG0015006	XP_002889062.1	CARHR069700
OG0015007	XP_020890735.1	CARHR069660
OG0015008	XP_020890863.1	CARHR069650
OG0015009	XP_020890529.1	CARHR069570
OG0015010	XP_002889047.1	CARHR069400
OG0015011	XP_020890675.1	CARHR069190
OG0015012	XP_002889036.1	CARHR069060
OG0015013	XP_002889035.1	CARHR069040
OG0015014	XP_020890224.1	CARHR068960
OG0015015	XP_020865756.1	CARHR068930
OG0015016	XP_020890245.1	CARHR068850
OG0015017	XP_002889025.1	CARHR068830
OG0015018	XP_002887593.1	CARHR068780
OG0015019	XP_020890669.1	CARHR068730
OG0015020	XP_020889648.1	CARHR068590
OG0015022	XP_020890190.1	CARHR068480
OG0015023	XP_020889992.1	CARHR068410
OG0015024	XP_002886108.1	CARHR107410
OG0015025	XP_020887279.1	CARHR107730
OG0015026	XP_020889309.1	CARHR107900
OG0015027	XP_002886129.2	CARHR108230
OG0015028	XP_020887367.1	CARHR108420
OG0015029	XP_020882613.1	CARHR158890
OG0015030	XP_002876427.1	CARHR055680
OG0015031	XP_002875992.1	CARHR158780
OG0015032	XP_020882193.1	CARHR158800
OG0015033	XP_002875842.1	CARHR156130
OG0015034	XP_002875840.1	CARHR156080
OG0015035	XP_020881011.1	CARHR156070
OG0015036	XP_002877565.1	CARHR156140
OG0015037	XP_020881664.1	CARHR156290
OG0015038	XP_002891882.1	CARHR045980
OG0015039	XP_002894549.1	CARHR045740
OG0015040	XP_002891860.1	CARHR045620
OG0015041	XP_002894537.1	CARHR045580
OG0015042	XP_020867341.1	CARHR045530
OG0015043	XP_002894527.1	CARHR045440
OG0015044	XP_020868928.1	CARHR045290
OG0015045	XP_020869744.1	CARHR045030
OG0015046	XP_020867594.1	CARHR044970
OG0015047	XP_002894492.1	CARHR044800
OG0015048	XP_020870242.1	CARHR044750
OG0015049	XP_002894488.1	CARHR044700
OG0015050	XP_020869140.1	CARHR044610
OG0015051	XP_002894458.1	CARHR044010
OG0015052	XP_002891765.1	CARHR043960
OG0015053	XP_020867213.1	CARHR043850
OG0015054	XP_002891745.1	CARHR043560
OG0015055	XP_002891739.1	CARHR043500
OG0015056	XP_002891732.2	CARHR043380
OG0015057	XP_020867181.1	CARHR043340
OG0015058	XP_020867161.1	CARHR043320
OG0015059	XP_020883181.1	CARHR130550
OG0015060	XP_020883182.1	CARHR130580
OG0015061	XP_020884573.1	CARHR130620
OG0015062	XP_020884563.1	CARHR130670
OG0015063	XP_002879620.1	CARHR130930
OG0015064	XP_020884152.1	CARHR131100
OG0015065	XP_020884415.1	CARHR131300
OG0015066	XP_020880435.1	CARHR149920
OG0015067	XP_002875730.1	CARHR150430
OG0015068	XP_002877398.1	CARHR150590, CARHR150580
OG0015069	XP_020866763.1	CARHR266030
OG0015070	XP_002864225.1	CARHR266180
OG0015071	XP_020880613.1	CARHR168660
OG0015072	XP_020884085.1	CARHR293020
OG0015073	XP_002874475.1	CARHR287310
OG0015074	XP_020877472.1	CARHR259260
OG0015075	XP_002874485.1	CARHR259230
OG0015076	XP_020878843.1	CARHR258740
OG0015077	XP_002865749.1	CARHR293250
OG0015078	XP_020873171.1	CARHR286870
OG0015079	XP_002870426.2	CARHR217370
OG0015080	XP_020874655.1	CARHR217410
OG0015081	XP_020874441.1	CARHR217050
OG0015082	XP_002863313.2	CARHR217970
OG0015083	XP_002863288.1	CARHR218160
OG0015084	XP_020875762.1	CARHR218330
OG0015085	XP_020877454.1	CARHR259270
OG0015086	XP_002863259.1	CARHR218750
OG0015087	XP_020876285.1	CARHR218820
OG0015088	XP_002868349.1	CARHR219230
OG0015089	XP_002870363.1	CARHR219440
OG0015090	XP_002870359.1	CARHR219460
OG0015091	XP_020874977.1	CARHR219940
OG0015092	XP_020875323.1	CARHR219970
OG0015093	XP_020874510.1	CARHR220500
OG0015094	XP_002870311.2	CARHR220670
OG0015095	XP_020872160.1	CARHR220680
OG0015096	XP_002868280.1	CARHR220700
OG0015097	XP_020875618.1	CARHR221730
OG0015098	XP_020874483.1	CARHR221820
OG0015099	XP_020874555.1	CARHR221860
OG0015100	XP_002868223.2	CARHR221880
OG0015101	XP_020875502.1	CARHR222170
OG0015102	XP_002870237.1	CARHR222210
OG0015103	XP_020887248.1	CARHR097490
OG0015104	XP_002870233.1	CARHR222310
OG0015105	XP_020880756.1	CARHR144580
OG0015106	XP_020886131.1	CARHR105310
OG0015107	XP_002868183.1	CARHR290240
OG0015108	XP_002868180.1	CARHR290270
OG0015109	XP_002870209.1	CARHR290290
OG0015110	XP_020873150.1	CARHR290330
OG0015111	XP_020873152.1	CARHR290360
OG0015112	XP_020891523.1	CARHR065680
OG0015113	XP_002887450.1	CARHR065690
OG0015114	XP_002888900.1	CARHR065950
OG0015115	XP_002888901.1	CARHR065960
OG0015116	XP_002887470.1	CARHR066050
OG0015117	XP_020889761.1	CARHR066060
OG0015118	XP_002887473.1	CARHR066100
OG0015119	XP_002888908.1	CARHR066110
OG0015120	XP_020890507.1	CARHR066170
OG0015121	XP_020890375.1	CARHR066370
OG0015122	XP_002865663.1	CARHR183210
OG0015123	XP_002887479.1	CARHR066390
OG0015124	XP_020889602.1	CARHR066670
OG0015125	XP_020891513.1	CARHR066720
OG0015126	XP_020890525.1	CARHR066790
OG0015128	XP_020891779.1	CARHR066820
OG0015129	XP_002887510.2	CARHR066950
OG0015130	XP_020890211.1	CARHR067070
OG0015131	XP_002888955.1	CARHR067110
OG0015132	XP_002888960.1	CARHR067170
OG0015133	XP_002878867.1	CARHR115710
OG0015134	XP_002880630.1	CARHR294560
OG0015135	XP_002887534.1	CARHR067510
OG0015136	XP_002887536.1	CARHR067580
OG0015137	XP_002888972.1	CARHR067600
OG0015138	XP_020890840.1	CARHR067670
OG0015139	XP_002887547.1	CARHR067850
OG0015140	XP_020879994.1	CARHR144420
OG0015141	XP_020891187.1	CARHR067930
OG0015142	XP_020891188.1	CARHR067910
OG0015143	XP_020889973.1	CARHR067970
OG0015144	XP_020865799.1	CARHR068040
OG0015145	XP_020890662.1	CARHR068060
OG0015146	XP_002887558.1	CARHR068080
OG0015147	XP_020889622.1	CARHR061430
OG0015148	XP_020889619.1	CARHR061440
OG0015149	XP_020865731.1	CARHR061530
OG0015150	XP_002887202.1	CARHR061540
OG0015151	XP_020889995.1	CARHR061600
OG0015152	XP_002887207.2	CARHR061660
OG0015153	XP_002887211.1	CARHR061720
OG0015154	XP_002887214.1	CARHR061800
OG0015155	XP_002888693.1	CARHR061810
OG0015156	XP_020889701.1	CARHR061960
OG0015157	XP_002888705.1	CARHR062050
OG0015158	XP_020889980.1	CARHR062080
OG0015159	XP_002867449.1	CARHR236220
OG0015160	XP_020875291.1	CARHR236380
OG0015161	XP_020872609.1	CARHR236390
OG0015162	XP_002867439.1	CARHR236430
OG0015163	XP_002869484.1	CARHR236460
OG0015164	XP_002869476.1	CARHR236530
OG0015165	XP_002869462.1	CARHR236700
OG0015166	XP_020874784.1	CARHR236710
OG0015167	XP_020875094.1	CARHR236820
OG0015168	XP_020872896.1	CARHR236850
OG0015169	XP_020874615.1	CARHR236880
OG0015170	XP_002867420.1	CARHR236970
OG0015171	XP_020882286.1	CARHR266250
OG0015172	XP_002887945.2	CARHR047660
OG0015173	XP_020889855.1	CARHR047380
OG0015174	XP_002887931.1	CARHR047040
OG0015175	XP_020872924.1	CARHR262280
OG0015176	XP_002870728.1	CARHR262070
OG0015177	XP_020875357.1	CARHR261800
OG0015178	XP_020872393.1	CARHR261770
OG0015179	XP_020874222.1	CARHR261750
OG0015180	XP_002877258.1	CARHR152510
OG0015181	XP_020879949.1	CARHR153370
OG0015182	XP_020881516.1	CARHR153340
OG0015183	XP_002877110.1	CARHR292490
OG0015184	XP_020881980.1	CARHR151700
OG0015185	XP_020881549.1	CARHR149620
OG0015186	XP_020880227.1	CARHR149220
OG0015187	XP_002877061.1	CARHR148960
OG0015188	XP_002875388.1	CARHR148810
OG0015189	XP_002875384.1	CARHR148770
OG0015190	XP_002877044.1	CARHR148680
OG0015191	XP_002875369.2	CARHR148530
OG0015192	XP_020880805.1	CARHR148380
OG0015193	XP_020881368.1	CARHR148340
OG0015194	XP_002875358.1	CARHR148330
OG0015195	XP_020880797.1	CARHR148320
OG0015196	XP_002877014.1	CARHR148270
OG0015197	XP_002877008.1	CARHR148130
OG0015198	XP_020880415.1	CARHR147990
OG0015199	XP_020882470.1	CARHR147820
OG0015200	XP_020880204.1	CARHR147750
OG0015201	XP_020881163.1	CARHR147740
OG0015202	XP_020880094.1	CARHR147570
OG0015203	XP_002876976.1	CARHR147490
OG0015204	XP_002875311.1	CARHR147140
OG0015205	XP_020880635.1	CARHR147070
OG0015206	XP_020880287.1	CARHR147040
OG0015207	XP_002875299.2	CARHR147030
OG0015208	XP_020867432.1	CARHR019010
OG0015209	XP_020881694.1	CARHR146680
OG0015210	XP_020882047.1	CARHR146660
OG0015211	XP_002875269.1	CARHR288540
OG0015212	XP_002888745.1	CARHR063040
OG0015213	XP_002863114.2	CARHR062940
OG0015214	XP_020889787.1	CARHR062450
OG0015215	XP_002887240.1	CARHR062440
OG0015216	XP_020890389.1	CARHR062400
OG0015217	XP_020874501.1	CARHR221600
OG0015218	XP_020891192.1	CARHR062260
OG0015219	XP_002865215.1	CARHR175990
OG0015220	XP_020866532.1	CARHR176010
OG0015221	XP_020867421.1	CARHR176170
OG0015222	XP_020888030.1	CARHR176220
OG0015223	XP_020871508.1	CARHR176410
OG0015224	XP_002865252.1	CARHR176840
OG0015225	XP_020885764.1	CARHR176850
OG0015226	XP_020885771.1	CARHR176860
OG0015227	XP_020888491.1	CARHR293540
OG0015228	XP_020877457.1	CARHR177370
OG0015229	XP_002894216.1	CARHR039850
OG0015230	XP_020866717.1	CARHR039880
OG0015231	XP_020866697.1	CARHR039920
OG0015232	XP_020866735.1	CARHR039980
OG0015233	XP_020866709.1	CARHR039990
OG0015234	XP_002891545.1	CARHR040010
OG0015235	XP_020866704.1	CARHR040030
OG0015236	XP_002894226.1	CARHR040100
OG0015237	XP_002894234.1	CARHR040190
OG0015238	XP_002894245.1	CARHR040340
OG0015239	XP_020867279.1	CARHR040450
OG0015240	XP_002894253.1	CARHR040460
OG0015241	XP_020867974.1	CARHR040550
OG0015242	XP_020867977.1	CARHR040570
OG0015243	XP_002894266.1	CARHR040700
OG0015244	XP_002894284.1	CARHR040980
OG0015245	XP_020869713.1	CARHR041120
OG0015246	XP_002891617.1	CARHR041130
OG0015247	XP_020883254.1	CARHR041310
OG0015248	XP_020870338.1	CARHR041610
OG0015249	XP_002891640.1	CARHR041620
OG0015250	XP_020869126.1	CARHR041630
OG0015251	XP_020891525.1	CARHR074070
OG0015252	XP_002880597.1	CARHR117360
OG0015253	XP_002891654.2	CARHR041880
OG0015254	XP_020869703.1	CARHR041940
OG0015255	XP_002894367.1	CARHR042350
OG0015256	XP_020869167.1	CARHR042420
OG0015257	XP_020868204.1	CARHR042440
OG0015258	XP_002869651.1	CARHR233280
OG0015259	XP_020868694.1	CARHR042600
OG0015260	XP_020868695.1	CARHR042610
OG0015261	XP_002894389.1	CARHR042720
OG0015262	XP_002891705.1	CARHR042740
OG0015263	XP_002894392.1	CARHR042760
OG0015264	XP_002891711.1	CARHR042860
OG0015265	XP_002891715.2	CARHR042930
OG0015266	XP_002891716.1	CARHR042960
OG0015267	XP_020870219.1	CARHR043040
OG0015268	XP_020868051.1	CARHR043090
OG0015269	XP_002894409.1	CARHR043110
OG0015270	XP_002863742.1	CARHR181660
OG0015271	XP_002865486.1	CARHR181720
OG0015272	XP_002865475.1	CARHR181260
OG0015273	XP_020879686.1	CARHR181120
OG0015274	XP_002865451.2	CARHR180800
OG0015275	XP_002865450.1	CARHR180760
OG0015276	XP_020883851.1	CARHR127620
OG0015277	XP_020883193.1	CARHR127690
OG0015278	XP_002881297.1	CARHR127750
OG0015279	XP_002879468.1	CARHR127760
OG0015280	XP_020885284.1	CARHR127920
OG0015282	XP_020885500.1	CARHR128240
OG0015283	XP_002879481.1	CARHR128260
OG0015284	XP_020885283.1	CARHR128280
OG0015285	XP_020884898.1	CARHR128390
OG0015286	XP_002879500.2	CARHR128560, CARHR272540
OG0015287	XP_020883165.1	CARHR128740
OG0015288	XP_020882230.1	CARHR151910
OG0015289	XP_020883017.1	CARHR129170
OG0015290	XP_020883015.1	CARHR129200
OG0015291	XP_020883013.1	CARHR129210
OG0015292	XP_002881375.1	CARHR129260
OG0015293	XP_020883896.1	CARHR129270
OG0015294	XP_020884114.1	CARHR135180
OG0015295	XP_020884540.1	CARHR129560
OG0015296	XP_020885487.1	CARHR129600
OG0015297	XP_020884546.1	CARHR129650
OG0015298	XP_002879558.1	CARHR129770
OG0015299	XP_020891377.1	CARHR284960
OG0015300	XP_020883709.1	CARHR130030
OG0015301	XP_020883696.1	CARHR130170
OG0015302	XP_020874816.1	CARHR226230
OG0015303	XP_020875336.1	CARHR226180
OG0015305	XP_020875371.1	CARHR226130
OG0015306	XP_020874453.1	CARHR226050
OG0015307	XP_020874541.1	CARHR226020
OG0015308	XP_020874542.1	CARHR225980
OG0015309	XP_020874536.1	CARHR225880
OG0015310	XP_020875080.1	CARHR225680
OG0015311	XP_020875072.1	CARHR225670
OG0015312	XP_002867982.1	CARHR225510
OG0015313	XP_020872783.1	CARHR225460
OG0015314	XP_020872693.1	CARHR225310
OG0015315	XP_002868001.1	CARHR225130
OG0015316	XP_020875241.1	CARHR225070
OG0015318	XP_020872369.1	CARHR224930
OG0015320	XP_002868009.1	CARHR224870
OG0015321	XP_002880654.1	CARHR116530
OG0015322	XP_002870075.1	CARHR224710
OG0015323	XP_002870087.1	CARHR224480
OG0015324	XP_002868041.1	CARHR224460
OG0015325	XP_020873201.1	CARHR224450
OG0015326	XP_020875200.1	CARHR224340
OG0015327	XP_020875333.1	CARHR223990
OG0015328	XP_002870120.1	CARHR223750
OG0015329	XP_002870121.1	CARHR223720
OG0015330	XP_002870448.1	CARHR216780
OG0015331	XP_002865197.1	CARHR175480
OG0015332	XP_020879900.1	CARHR152240
OG0015333	XP_002876062.1	CARHR160550
OG0015334	XP_020881606.1	CARHR160330
OG0015335	XP_002876048.2	CARHR160280
OG0015336	XP_002877760.1	CARHR160200
OG0015337	XP_002876029.2	CARHR159910
OG0015338	XP_020879854.1	CARHR159890
OG0015339	XP_002876026.1	CARHR159830
OG0015340	XP_020881929.1	CARHR159600
OG0015341	XP_002876018.2	CARHR159590
OG0015342	XP_020882419.1	CARHR159170
OG0015343	XP_002865911.1, XP_002862543.1	CARHR265340
OG0015344	XP_020880591.1	CARHR265150
OG0015345	XP_002865899.1	CARHR265100
OG0015346	XP_020890179.1	CARHR265040
OG0015347	XP_020890172.1	CARHR265020
OG0015348	XP_002865887.2	CARHR264940
OG0015349	XP_002864144.1	CARHR264910
OG0015350	XP_020866013.1	CARHR264700
OG0015351	XP_020871626.1	CARHR264400
OG0015352	XP_002865872.1	CARHR264520
OG0015353	XP_020871145.1	CARHR264570
OG0015354	XP_002862981.1	CARHR264370
OG0015355	XP_002864091.1	CARHR257180
OG0015356	XP_020878671.1	CARHR257030
OG0015357	XP_002864093.1	CARHR257040
OG0015358	XP_002883761.1	CARHR104040
OG0015359	XP_002885895.1	CARHR104670
OG0015360	XP_002883819.2	CARHR104240
OG0015361	XP_002885903.1	CARHR104210
OG0015362	XP_020887198.1	CARHR104200
OG0015363	XP_002883812.1	CARHR104700
OG0015364	XP_002883829.2	CARHR105340
OG0015365	XP_020887294.1	CARHR105280
OG0015366	XP_020888996.1	CARHR105220
OG0015367	XP_020888086.1	CARHR105200
OG0015368	XP_002883848.1	CARHR286390
OG0015369	XP_020886824.1	CARHR284790
OG0015370	XP_002883884.1	CARHR105620
OG0015371	XP_020887938.1	CARHR105690
OG0015372	XP_002885955.1	CARHR105700
OG0015373	XP_002883932.1	CARHR106280
OG0015374	XP_020880455.1	CARHR153580
OG0015375	XP_020889359.1	CARHR106620
OG0015376	XP_020889070.1	CARHR106680
OG0015377	XP_020888609.1	CARHR107130
OG0015378	XP_020887486.1	CARHR107140
OG0015379	XP_020873406.1	CARHR231370
OG0015380	XP_020873495.1	CARHR231180
OG0015381	XP_002867690.1, XP_020872515.1	CARHR231170
OG0015383	XP_020873409.1	CARHR229980
OG0015384	XP_002869799.1	CARHR229940
OG0015385	XP_020873686.1	CARHR229710
OG0015386	XP_002869819.2	CARHR229450
OG0015387	XP_020873677.1	CARHR229420
OG0015388	XP_020873777.1	CARHR228990
OG0015389	XP_002867914.1	CARHR226660
OG0015390	XP_002867893.1	CARHR226870
OG0015391	XP_020872754.1	CARHR227130
OG0015392	XP_002869927.1	CARHR227300
OG0015393	XP_002869925.1	CARHR227360
OG0015394	XP_002867872.1	CARHR227420
OG0015395	XP_020875731.1	CARHR227490
OG0015396	XP_020873942.1	CARHR227510
OG0015397	XP_020875590.1	CARHR227750
OG0015398	XP_020875589.1	CARHR227760
OG0015399	XP_002869899.1	CARHR227800
OG0015400	XP_002869895.2	CARHR227870
OG0015401	XP_020872902.1	CARHR227900
OG0015402	XP_020872906.1	CARHR227930
OG0015403	XP_002867854.1	CARHR227940
