Orthogroup	Arabidopsis_lyrata_NCBI	Alyssum_gmelinii
OG0015314	XP_020872693.1	Ag050G4770800
OG0015315	XP_002868001.1	Ag050G4774700
OG0015316	XP_020875241.1	Ag050G4776000
OG0015318	XP_020872369.1	Ag050G4778300
OG0015319	XP_020890332.1, XP_020872357.1, XP_020890282.1	Ag050G4779000, Ag050G4778800, Ag050G4778900, Ag050G4779300
OG0015320	XP_002868009.1	Ag050G4779800, Ag050G4779900
OG0015321	XP_002880654.1	Ag050G4780000
OG0015322	XP_002870075.1	Ag050G4785500
OG0015323	XP_002870087.1	Ag050G4791900
OG0015324	XP_002868041.1	Ag050G4793000
OG0015325	XP_020873201.1	Ag050G4793100
OG0015326	XP_020875200.1	Ag050G4794300
OG0015327	XP_020875333.1	Ag050G4797700
OG0015328	XP_002870120.1	Ag050G4799400
OG0015329	XP_002870121.1	Ag050G4799600
OG0015330	XP_002870448.1	Ag076G5310400
OG0015331	XP_002865197.1	Ag058G4993400
OG0015332	XP_020879900.1	Ag009G0972800
OG0015333	XP_002876062.1	Ag008G0938900, Ag008G0963100
OG0015334	XP_020881606.1	Ag008G0944500
OG0015335	XP_002876048.2	Ag008G0945900
OG0015336	XP_002877760.1	Ag008G0948300
OG0015337	XP_002876029.2	Ag008G0954200
OG0015338	XP_020879854.1	Ag008G0954600
OG0015339	XP_002876026.1	Ag008G0954700
OG0015340	XP_020881929.1	Ag008G0958000
OG0015341	XP_002876018.2	Ag008G0958100
OG0015342	XP_020882419.1	Ag008G0961600
OG0015343	XP_002865911.1, XP_002862543.1	Ag051G4804800
OG0015344	XP_020880591.1	Ag051G4807600
OG0015345	XP_002865899.1	Ag051G4808600
OG0015346	XP_020890179.1	Ag051G4808700
OG0015347	XP_020890172.1	Ag051G4808800
OG0015348	XP_002865887.2	Ag051G4809600
OG0015349	XP_002864144.1	Ag051G4809900
OG0015350	XP_020866013.1	Ag051G4811300
OG0015351	XP_020871626.1	Ag051G4813700
OG0015352	XP_002865872.1	Ag051G4815000
OG0015353	XP_020871145.1	Ag051G4815200
OG0015354	XP_002862981.1	Ag051G4815500
OG0015355	XP_002864091.1	Ag051G4828200
OG0015356	XP_020878671.1	Ag051G4830000
OG0015357	XP_002864093.1	Ag051G4830900
OG0015358	XP_002883761.1	Ag044G4469900
OG0015359	XP_002885895.1	Ag044G4476200
OG0015360	XP_002883819.2	Ag044G4476500
OG0015361	XP_002885903.1	Ag044G4477100
OG0015362	XP_020887198.1	Ag044G4477400
OG0015363	XP_002883812.1	Ag044G4477600
OG0015364	XP_002883829.2	Ag044G4478000
OG0015365	XP_020887294.1	Ag044G4478600
OG0015366	XP_020888996.1	Ag044G4478800
OG0015367	XP_020888086.1	Ag044G4478900
OG0015368	XP_002883848.1	Ag044G4479200
OG0015369	XP_020886824.1	Ag044G4480600
OG0015370	XP_002883884.1	Ag044G4482400
OG0015371	XP_020887938.1	Ag044G4483700
OG0015372	XP_002885955.1	Ag044G4483900
OG0015373	XP_002883932.1	Ag044G4488800
OG0015374	XP_020880455.1	Ag044G4492100
OG0015375	XP_020889359.1	Ag044G4492900
OG0015376	XP_020889070.1	Ag044G4493600
OG0015377	XP_020888609.1	Ag044G4497000
OG0015378	XP_020887486.1	Ag044G4497300
OG0015379	XP_020873406.1	Ag033G3482100, Ag052G4841800
OG0015380	XP_020873495.1	Ag033G3484200, Ag052G4839200
OG0015381	XP_002867690.1, XP_020872515.1	Ag052G4838900, Ag033G3484400
OG0015382	XP_020873392.1	Ag033G3507600, Ag033G3507000
OG0015383	XP_020873409.1	Ag033G3508000
OG0015384	XP_002869799.1	Ag033G3508500
OG0015385	XP_020873686.1	Ag033G3512800
OG0015386	XP_002869819.2	Ag033G3518800
OG0015387	XP_020873677.1	Ag033G3519700
OG0015388	XP_020873777.1	Ag033G3533400
OG0015389	XP_002867914.1	Ag033G3549900
OG0015390	XP_002867893.1	Ag033G3568500
OG0015391	XP_020872754.1	Ag033G3578600
OG0015392	XP_002869927.1	Ag033G3583700
OG0015393	XP_002869925.1	Ag033G3587500
OG0015394	XP_002867872.1	Ag033G3589800
OG0015395	XP_020875731.1	Ag033G3591800
OG0015396	XP_020873942.1	Ag033G3592200
OG0015397	XP_020875590.1	Ag033G3601000
OG0015398	XP_020875589.1	Ag033G3601100
OG0015399	XP_002869899.1	Ag033G3601500
OG0015400	XP_002869895.2	Ag033G3604000
OG0015401	XP_020872902.1	Ag033G3604300
OG0015402	XP_020872906.1	Ag033G3604700
OG0015403	XP_002867854.1	Ag033G3604800
OG0015404	XP_002871951.1	Ag033G3610600
OG0015405	XP_020873714.1	Ag033G3612200, Ag064G5104200, Ag064G5104100
OG0015406	XP_020873497.1	Ag033G3612300
OG0015407	XP_002869877.1	Ag033G3614300
OG0015408	XP_020873257.1	Ag033G3615300
OG0015409	XP_020881291.1	Ag033G3616900
OG0015410	XP_020873824.1	Ag033G3621500
OG0015411	XP_020873234.1	Ag033G3622600
OG0015412	XP_002893977.1	Ag033G3624300, Ag033G3624200
OG0015413	XP_020873270.1	Ag033G3624900
OG0015414	XP_002867926.1	Ag033G3642000
OG0015415	XP_020872090.1	Ag033G3645600
OG0015417	XP_020876968.1	Ag028G3080300, Ag026G2981700
OG0015418	XP_020890232.1	Ag028G3081400, Ag026G2981200
OG0015419	XP_002865541.1	Ag028G3081700
OG0015420	XP_020869468.1	Ag028G3083400, Ag026G2980100
OG0015421	XP_020873958.1	Ag031G3138000
OG0015422	XP_002868130.1	Ag031G3139500
OG0015423	XP_020873961.1	Ag031G3140400
OG0015424	XP_002868139.1	Ag031G3140700
OG0015425	XP_002870144.1	Ag031G3140900
OG0015426	XP_002868107.1	Ag031G3142900
OG0015427	XP_020875164.1	Ag031G3144100
OG0015428	XP_020875277.1	Ag031G3144300
OG0015429	XP_020874001.1	Ag031G3146200
OG0015430	XP_002882155.1	Ag031G3150000
OG0015431	XP_020887055.1	Ag031G3151100
OG0015432	XP_020887054.1	Ag031G3151400
OG0015433	XP_020886462.1	Ag031G3151600
OG0015434	XP_020885946.1	Ag031G3152500
OG0015435	XP_020887463.1	Ag031G3154200
OG0015436	XP_020886090.1	Ag031G3155100
OG0015437	XP_020867755.1	Ag031G3158400
OG0015438	XP_002865061.1	Ag031G3159400
OG0015439	XP_020881924.1	Ag031G3160700
OG0015440	XP_002887679.1	Ag031G3162700
OG0015441	XP_020887408.1	Ag031G3163300
OG0015442	XP_020880290.1	Ag031G3163900
OG0015443	XP_002866769.1	Ag031G3165000
OG0015444	XP_020883927.1	Ag031G3165200
OG0015445	XP_002866775.1	Ag031G3166000
OG0015446	XP_020871739.1	Ag031G3166500
OG0015447	XP_020881767.1	Ag031G3168300
OG0015448	XP_002878522.1	Ag031G3168400
OG0015449	XP_002878521.1	Ag031G3168500
OG0015450	XP_002876725.1	Ag031G3168900
OG0015451	XP_020881763.1	Ag031G3169100
OG0015452	XP_002876721.1	Ag031G3169800
OG0015453	XP_020882106.1	Ag031G3170000
OG0015454	XP_002878509.1	Ag031G3170800
OG0015455	XP_020882118.1	Ag031G3170900
OG0015456	XP_020882169.1	Ag031G3173200
OG0015457	XP_002876708.1	Ag031G3173600
OG0015458	XP_002876698.1	Ag031G3175500
OG0015459	XP_020879708.1	Ag014G1800900, Ag031G3176300
OG0015460	XP_002876691.1	Ag031G3176900
OG0015461	XP_020882155.1	Ag031G3177400
OG0015462	XP_002878474.1	Ag031G3178200
OG0015463	XP_002876681.1	Ag031G3179800
OG0015464	XP_002876671.1	Ag031G3183500
OG0015465	XP_020879869.1	Ag031G3183600
OG0015466	XP_002878444.1	Ag031G3188900
OG0015467	XP_020880148.1	Ag031G3189200
OG0015468	XP_002878427.2	Ag031G3193000
OG0015469	XP_002878421.2	Ag031G3195300
OG0015470	XP_020880836.1	Ag031G3196700
OG0015471	XP_020880842.1	Ag031G3197500
OG0015472	XP_002864138.1	Ag031G3200500
OG0015473	XP_020881594.1	Ag031G3203100
OG0015474	XP_002876620.1	Ag031G3205200
OG0015475	XP_002876618.1	Ag031G3206000
OG0015476	XP_002876611.1	Ag031G3208000
OG0015477	XP_020880200.1	Ag031G3213000, Ag031G3212700
OG0015478	XP_002876596.1	Ag031G3213200
OG0015479	XP_020880419.1	Ag031G3214700
OG0015480	XP_020881140.1	Ag031G3215400
OG0015481	XP_020881141.1	Ag031G3215500
OG0015482	XP_002878899.1	Ag031G3216300
OG0015483	XP_020880429.1	Ag031G3220500
OG0015484	XP_020881182.1	Ag031G3221900
OG0015485	XP_020880135.1	Ag031G3223700
OG0015486	XP_002893427.1	Ag031G3223900
OG0015487	XP_020882180.1	Ag031G3224200
OG0015488	XP_020880874.1	Ag031G3225600
OG0015489	XP_020880110.1	Ag031G3227200
OG0015490	XP_002878307.1	Ag031G3231800
OG0015491	XP_020880249.1	Ag031G3232300
OG0015492	XP_020880117.1	Ag031G3234900
OG0015493	XP_020879720.1	Ag031G3241200
OG0015494	XP_002876501.1	Ag031G3243100
OG0015495	XP_002876500.1	Ag031G3243200
OG0015496	XP_020888163.1	Ag031G3247400
OG0015497	XP_020880538.1	Ag031G3250500
OG0015498	XP_002878242.1	Ag031G3258600
OG0015500	XP_002878232.1	Ag031G3262000
OG0015501	XP_002878227.1	Ag031G3265400
OG0015502	XP_020880569.1	Ag031G3265600
OG0015503	XP_020880557.1	Ag031G3266000
OG0015504	XP_002878223.1	Ag031G3266400
OG0015505	XP_002878222.2	Ag031G3266500
OG0015506	XP_002878182.1	Ag031G3284600
OG0015507	XP_020880799.1	Ag031G3287500
OG0015508	XP_020880800.1	Ag031G3287600
OG0015509	XP_020881357.1	Ag031G3289500
OG0015510	XP_020881228.1	Ag031G3292600
OG0015511	XP_020879754.1	Ag031G3293900
OG0015512	XP_020882244.1	Ag031G3294200
OG0015513	XP_020880872.1	Ag031G3296400
OG0015514	XP_020875634.1	Ag031G3301100
OG0015515	XP_020883625.1	Ag031G3305400
OG0015516	XP_020881229.1	Ag031G3305500
OG0015517	XP_020881517.1	Ag031G3314200
OG0015518	XP_002876377.1	Ag031G3316600
OG0015519	XP_020880242.1	Ag031G3317600
OG0015520	XP_020881127.1	Ag031G3318300
OG0015521	XP_002876367.1	Ag031G3320700
OG0015522	XP_020882575.1	Ag031G3321000
OG0015523	XP_002878074.2	Ag031G3325600
OG0015524	XP_020880891.1	Ag031G3326200
OG0015525	XP_020882511.1	Ag031G3327600
OG0015526	XP_020879841.1	Ag031G3329900
OG0015527	XP_002878056.1	Ag031G3330200
OG0015528	XP_002878051.1	Ag031G3333000
OG0015529	XP_020880202.1	Ag031G3333500
OG0015530	XP_020880203.1	Ag031G3333600
OG0015531	XP_002876318.1	Ag031G3339700
OG0015532	XP_020890195.1	Ag002G0130400, Ag031G3344500
OG0015533	XP_002876299.1	Ag031G3345100
OG0015534	XP_002878031.1	Ag031G3346500
OG0015535	XP_020882367.1	Ag031G3347000
OG0015536	XP_020881586.1	Ag031G3353300
OG0015537	XP_002876289.1	Ag031G3353700
OG0015538	XP_020882278.1	Ag031G3354100
OG0015539	XP_002876285.1	Ag031G3354500
OG0015540	XP_020881542.1	Ag031G3357500
OG0015541	XP_002878009.1	Ag031G3359200
OG0015542	XP_002878006.1	Ag031G3360100
OG0015543	XP_020882158.1	Ag031G3360500
OG0015544	XP_002876276.1	Ag031G3360600
OG0015545	XP_020880470.1	Ag031G3362200
OG0015546	XP_002888640.1	Ag031G3363300
OG0015547	XP_020881312.1	Ag031G3365300
OG0015548	XP_002876261.1	Ag031G3365800
OG0015549	XP_020879943.1	Ag031G3368700
OG0015550	XP_020880618.1	Ag031G3369200
OG0015551	XP_020879620.1	Ag031G3370100
OG0015552	XP_020881773.1	Ag031G3370300
OG0015553	XP_002877974.1	Ag031G3370400
OG0015554	XP_002876249.1	Ag031G3373600
OG0015555	XP_020891123.1	Ag031G3379800
OG0015556	XP_002883685.1	Ag031G3381300
OG0015557	XP_020881463.1	Ag031G3382400
OG0015558	XP_020882458.1	Ag031G3383000
OG0015559	XP_002876230.1	Ag031G3384200, Ag031G3384300
OG0015560	XP_020881323.1	Ag031G3384600
OG0015561	XP_002877926.1	Ag031G3387700
OG0015562	XP_002886301.1	Ag031G3391700
OG0015563	XP_020881158.1	Ag031G3400100
OG0015564	XP_020881378.1	Ag031G3404400
OG0015565	XP_002877896.1	Ag031G3405000
OG0015566	XP_002877889.1	Ag031G3410600
OG0015567	XP_002876165.1	Ag031G3412600
OG0015568	XP_020880194.1	Ag031G3416200
OG0015569	XP_002876159.1	Ag031G3416500
OG0015570	XP_020881999.1	Ag031G3417900
OG0015571	XP_020884385.1	Ag020G2563100
OG0015572	XP_020885719.1	Ag020G2564500
OG0015573	XP_020888513.1	Ag020G2571100
OG0015574	XP_002864243.1	Ag020G2572200
OG0015575	XP_002865969.1	Ag020G2575000
OG0015576	XP_002864235.1	Ag020G2575100
OG0015577	XP_002868163.1	Ag025G2904400, Ag053G4871900
OG0015578	XP_002883522.1	Ag029G3087700
OG0015579	XP_020887939.1	Ag029G3087800
OG0015580	XP_020888495.1	Ag029G3088900
OG0015581	XP_020886160.1	Ag029G3094500
OG0015582	XP_020888777.1	Ag029G3094800
OG0015583	XP_002885671.1	Ag029G3098200
OG0015584	XP_020886071.1	Ag029G3098700
OG0015585	XP_020889352.1	Ag029G3101000
OG0015586	XP_002883574.1	Ag029G3103500
OG0015587	XP_002863091.1	Ag029G3103700
OG0015588	XP_002883590.1	Ag029G3105200
OG0015589	XP_002883591.1	Ag029G3105300
OG0015590	XP_020887961.1	Ag029G3107300
OG0015591	XP_020887963.1	Ag029G3107400
OG0015592	XP_002883636.1	Ag029G3110400
OG0015593	XP_002885751.1	Ag029G3110500
OG0015594	XP_002883646.1	Ag029G3112400
OG0015595	XP_020888098.1	Ag029G3113100
OG0015596	XP_002883649.2	Ag029G3113200
OG0015597	XP_020888955.1	Ag029G3114600
OG0015598	XP_002885774.1	Ag029G3115000
OG0015599	XP_002885787.1	Ag029G3116100
OG0015600	XP_020886020.1	Ag029G3116200
OG0015601	XP_020888659.1	Ag029G3117800
OG0015602	XP_020889007.1	Ag029G3118900
OG0015603	XP_020880971.1	Ag029G3119100
OG0015604	XP_002885803.1	Ag029G3120200
OG0015605	XP_020887401.1	Ag095G5469900
OG0015606	XP_002888549.1	Ag067G5174200
OG0015607	XP_020865625.1	Ag067G5177500
OG0015608	XP_020889597.1	Ag067G5179600
OG0015609	XP_020865655.1	Ag067G5181600
OG0015610	XP_020891445.1	Ag067G5183300
OG0015611	XP_020891139.1	Ag067G5185800
OG0015612	XP_020891365.1	Ag067G5187200
OG0015613	XP_020890213.1	Ag067G5187300
OG0015614	XP_002888627.1	Ag067G5194200
OG0015615	XP_020890715.1	Ag067G5195400
OG0015616	XP_002887160.2	Ag067G5197100
OG0015617	XP_002887157.1	Ag067G5198100
OG0015618	XP_020865904.1	Ag067G5200600
OG0015619	XP_020865664.1	Ag067G5201100
OG0015620	XP_002872352.1	Ag081G5398400
OG0015621	XP_020890594.1	Ag081G5400200
OG0015622	XP_002863924.1	Ag081G5400500
OG0015623	XP_002865670.1	Ag081G5400800
OG0015624	XP_020891769.1	Ag081G5403100
OG0015625	XP_002863907.1, XP_002863048.1	Ag081G5403300
OG0015626	XP_020886670.1	Ag042G4379300
OG0015627	XP_002868396.1	Ag042G4380300
OG0015628	XP_020887658.1	Ag042G4386700
OG0015629	XP_002886163.1	Ag042G4387200
OG0015630	XP_020886332.1	Ag042G4388900
OG0015631	XP_020889459.1	Ag042G4390300
OG0015632	XP_020888398.1	Ag042G4391100
OG0015633	XP_020886325.1	Ag042G4392400
OG0015634	XP_020889316.1	Ag042G4403100
OG0015635	XP_002884187.1	Ag042G4403500
OG0015636	XP_020888883.1	Ag042G4405800
OG0015637	XP_002886048.1	Ag042G4416500
OG0015638	XP_002886044.1	Ag042G4418200
OG0015639	XP_020888902.1	Ag042G4420400
OG0015640	XP_020884355.1	Ag039G4182300
OG0015641	XP_020884139.1	Ag039G4185100
OG0015642	XP_020883991.1	Ag039G4186200
OG0015643	XP_002881752.1	Ag039G4189300
OG0015644	XP_002881749.1	Ag039G4190000
OG0015645	XP_020879714.1	Ag039G4191100
OG0015646	XP_020883143.1	Ag039G4192100
OG0015647	XP_020885435.1	Ag039G4195600
OG0015648	XP_002879883.1	Ag039G4196200
OG0015649	XP_020883742.1	Ag039G4206400
OG0015650	XP_020874923.1	Ag039G4210200
OG0015651	XP_002881711.1	Ag039G4210300
OG0015652	XP_020882950.1	Ag039G4211700
OG0015653	XP_002879844.1	Ag039G4217700
OG0015654	XP_020883995.1	Ag039G4224400
OG0015655	XP_020884180.1	Ag039G4224800
OG0015656	XP_020884179.1	Ag039G4224900
OG0015657	XP_002881682.1	Ag039G4225600
OG0015658	XP_020883513.1	Ag039G4236800
OG0015659	XP_002881668.1	Ag039G4237100
OG0015660	XP_002879805.2	Ag039G4240100
OG0015661	XP_020883745.1	Ag039G4244300
OG0015662	XP_002881630.1	Ag039G4254600
OG0015663	XP_020883464.1	Ag039G4260700
OG0015664	XP_020885531.1	Ag039G4263200
OG0015665	XP_002882775.1	Ag039G4265200
OG0015666	XP_002881620.1	Ag039G4266700
OG0015667	XP_002879768.1	Ag039G4266900
OG0015668	XP_002879762.1	Ag039G4270700
OG0015669	XP_020882889.1	Ag039G4272100
OG0015670	XP_020882920.1	Ag039G4274700
OG0015671	XP_020880915.1	Ag039G4276300
OG0015672	XP_002879752.1	Ag039G4277600
OG0015673	XP_002881591.1	Ag039G4282700
OG0015674	XP_020882755.1	Ag039G4284400
OG0015675	XP_020882883.1	Ag039G4289400
OG0015676	XP_002879729.2	Ag039G4289700
OG0015677	XP_002881566.1	Ag039G4289800
OG0015678	XP_002874554.1	Ag039G4290800
OG0015679	XP_002881561.1	Ag039G4292100
OG0015680	XP_020885383.1	Ag039G4297100
OG0015681	XP_002879707.1	Ag039G4299600
OG0015682	XP_002875637.1	Ag039G4302600
OG0015683	XP_020883399.1	Ag039G4305800
OG0015684	XP_002881524.1, XP_020884288.1	Ag039G4306500
OG0015685	XP_020883378.1	Ag039G4314800
OG0015686	XP_020885180.1	Ag039G4317200
OG0015687	XP_002881498.1	Ag039G4318000
OG0015688	XP_002879656.1	Ag039G4319100
OG0015689	XP_020883613.1	Ag039G4321600
OG0015690	XP_002881489.1	Ag039G4322300
OG0015691	XP_020883838.1	Ag039G4324600
OG0015692	XP_020883893.1	Ag039G4324900
OG0015693	XP_020884578.1	Ag039G4327800
OG0015694	XP_020885770.1	Ag039G4331600
OG0015695	XP_020877638.1	Ag066G5131000
OG0015696	XP_020877662.1	Ag066G5141000
OG0015697	XP_002874794.1	Ag066G5141100
OG0015698	XP_020877636.1	Ag066G5141900
OG0015699	XP_002874798.1	Ag066G5142400
OG0015700	XP_002874804.1	Ag066G5145500
OG0015701	XP_002865455.1	Ag066G5150400
OG0015702	XP_020874796.1	Ag016G2403100, Ag066G5157300
OG0015703	XP_020877743.1	Ag030G3125300, Ag021G2626400
OG0015704	XP_020879625.1	Ag030G3128100
OG0015705	XP_020875880.1	Ag030G3130200
OG0015706	XP_020877647.1	Ag030G3136900
OG0015707	XP_002880372.2	Ag015G2179200
OG0015708	XP_002880377.1	Ag015G2180100
OG0015709	XP_002878549.1	Ag015G2181000
OG0015710	XP_020884479.1	Ag015G2183100
OG0015711	XP_020884185.1	Ag015G2184400
OG0015712	XP_002878563.1	Ag015G2184600
OG0015713	XP_002878582.1	Ag015G2187500
OG0015714	XP_020883046.1	Ag015G2187600
OG0015715	XP_002878587.2	Ag015G2188200
OG0015716	XP_002878604.2	Ag015G2190400
OG0015717	XP_020884637.1	Ag015G2192500
OG0015718	XP_002880452.1	Ag015G2193900
OG0015719	XP_002878638.1	Ag015G2197000
OG0015720	XP_020885240.1	Ag015G2198200
OG0015721	XP_002878677.1	Ag015G2198800
OG0015722	XP_020884086.1	Ag015G2199400
OG0015723	XP_020884080.1	Ag015G2199500
OG0015724	XP_002878687.2	Ag015G2199900
OG0015725	XP_002878705.1	Ag015G2200800
OG0015726	XP_002878860.1	Ag015G2206700
OG0015727	XP_020883315.1	Ag015G2206800
OG0015728	XP_002878909.1	Ag015G2209500
OG0015729	XP_002880742.1	Ag015G2209600
OG0015730	XP_020883036.1	Ag015G2214100
OG0015731	XP_020884531.1	Ag015G2215100
OG0015732	XP_020884449.1	Ag015G2215600
OG0015733	XP_020885109.1	Ag015G2216000
OG0015734	XP_002880634.1	Ag015G2216200
OG0015735	XP_020885374.1	Ag015G2218300
OG0015736	XP_020884954.1	Ag015G2219600
OG0015737	XP_002878748.1	Ag015G2222000
OG0015738	XP_020885415.1	Ag015G2234900
OG0015739	XP_020869343.1	Ag015G2235600
OG0015740	XP_002893943.1	Ag015G2236300
OG0015741	XP_020868437.1	Ag015G2238800
OG0015742	XP_002893975.1	Ag015G2241300
OG0015743	XP_002891285.2	Ag015G2241800
OG0015744	XP_002893987.1	Ag015G2242900
OG0015745	XP_002891225.1	Ag015G2249600
OG0015746	XP_002893915.1	Ag015G2252500
OG0015747	XP_020868905.1	Ag015G2252600
OG0015748	XP_020870094.1	Ag015G2254400
OG0015749	XP_002891198.1	Ag015G2257600
OG0015750	XP_020868625.1	Ag015G2258600
OG0015751	XP_020866466.1	Ag015G2258700
OG0015752	XP_002891182.1	Ag015G2259800
OG0015753	XP_020869397.1	Ag015G2262800
OG0015754	XP_002891108.1	Ag015G2263100
OG0015755	XP_020867439.1	Ag015G2264100
OG0015756	XP_002891102.1	Ag015G2264200
OG0015757	XP_020867316.1	Ag015G2264600
OG0015758	XP_020868951.1	Ag015G2265400
OG0015759	XP_002891089.1	Ag052G4868400, Ag015G2266300
OG0015760	XP_002891083.1	Ag052G4868100, Ag015G2266600
OG0015761	XP_002893769.1	Ag052G4859500, Ag015G2277700
OG0015762	XP_020877488.1	Ag021G2584700, Ag026G2998300
OG0015763	XP_020877458.1	Ag021G2586300, Ag026G2996400
OG0015764	XP_020877463.1	Ag021G2594600, Ag026G2987900
OG0015765	XP_002874604.1	Ag021G2597900
OG0015766	XP_002872489.1	Ag021G2599500
OG0015767	XP_020876794.1	Ag021G2599800
OG0015768	XP_002872493.1	Ag021G2600000
OG0015769	XP_020876854.1	Ag021G2600900
OG0015770	XP_020876855.1	Ag021G2601400
OG0015771	XP_002874613.1	Ag021G2601500
OG0015772	XP_020878560.1	Ag021G2602500
OG0015773	XP_020876688.1	Ag021G2602900
OG0015774	XP_002872516.1	Ag021G2603900
OG0015775	XP_002874639.1	Ag021G2606100
OG0015776	XP_020879098.1	Ag021G2609900
OG0015777	XP_020876555.1	Ag021G2610200
OG0015778	XP_002874661.1	Ag021G2610700
OG0015779	XP_020878808.1	Ag021G2613800
OG0015780	XP_002872555.1	Ag021G2614600
OG0015781	XP_020876071.1	Ag021G2615300
OG0015782	XP_002872570.1	Ag021G2616000
OG0015783	XP_002872587.1	Ag021G2618700
OG0015784	XP_020878318.1	Ag021G2618800
OG0015785	XP_020877443.1	Ag021G2621300
OG0015786	XP_020876523.1	Ag021G2623100
OG0015787	XP_020877024.1	Ag021G2623700
OG0015788	XP_002874711.1	Ag021G2623800
OG0015789	XP_002871866.1	Ag038G4147000
OG0015790	XP_002872208.1	Ag038G4153300
OG0015791	XP_020883562.1	Ag038G4155400
OG0015792	XP_002865635.1	Ag038G4158600
OG0015793	XP_020879589.1	Ag038G4159100
OG0015794	XP_020879101.1	Ag038G4159900
OG0015795	XP_020878668.1	Ag038G4160800
OG0015796	XP_002872245.1	Ag038G4162900
OG0015797	XP_020876950.1	Ag038G4168700
OG0015798	XP_002872272.1	Ag038G4172600
OG0015799	XP_002872273.1	Ag038G4172700
OG0015800	XP_020876910.1	Ag038G4178000
OG0015801	XP_020886939.1	Ag088G5427200
OG0015802	XP_020888177.1	Ag088G5427500
OG0015803	XP_002883952.1	Ag088G5429200
OG0015804	XP_020887986.1	Ag088G5431800
OG0015805	XP_002883944.1	Ag088G5431900
OG0015806	XP_020886993.1	Ag088G5433800
OG0015807	XP_020887686.1	Ag088G5438100
OG0015808	XP_020887325.1	Ag088G5438200
OG0015809	XP_020879856.1	Ag088G5442500
OG0015810	XP_002869350.1	Ag011G1266200, Ag089G5448600
OG0015811	XP_020880656.1	Ag089G5451300
OG0015812	XP_002877438.2	Ag089G5451900
OG0015813	XP_020880442.1	Ag089G5452600
OG0015814	XP_002880341.1	Ag003G0279000
OG0015815	XP_002880339.1	Ag003G0279500
OG0015816	XP_020883162.1	Ag003G0279900
OG0015817	XP_002882134.1	Ag003G0281200
OG0015818	XP_002882132.1	Ag003G0281800
OG0015819	XP_020883154.1	Ag003G0282000
OG0015820	XP_002882131.2	Ag003G0282100
OG0015821	XP_002882127.1	Ag003G0283000
OG0015822	XP_002882124.1	Ag003G0284000
OG0015823	XP_002880311.1	Ag003G0284600
OG0015824	XP_020883416.1	Ag003G0296000
OG0015825	XP_020883222.1	Ag003G0296300
OG0015826	XP_002882095.1	Ag003G0297900
OG0015827	XP_020884265.1	Ag003G0298300
OG0015828	XP_002880272.1	Ag003G0298500
OG0015829	XP_020885020.1, XP_002862756.1	Ag003G0298800
OG0015830	XP_020882876.1	Ag003G0301600
OG0015831	XP_020885069.1	Ag003G0303100
OG0015832	XP_020884943.1	Ag003G0307300
OG0015833	XP_020884050.1	Ag003G0311200
OG0015834	XP_002882038.1	Ag003G0313300
OG0015835	XP_020884250.1	Ag003G0317400
OG0015836	XP_002880188.1	Ag003G0318800
OG0015837	XP_002880187.1	Ag003G0318900
OG0015838	XP_002880185.1	Ag003G0319100
OG0015839	XP_002880167.1	Ag003G0324500
OG0015840	XP_002880165.1	Ag003G0325100
OG0015841	XP_020882744.1	Ag003G0326000
OG0015842	XP_020883937.1	Ag003G0326300
OG0015843	XP_020886293.1	Ag003G0326800
OG0015844	XP_020883047.1	Ag003G0328700
OG0015845	XP_002880151.1	Ag003G0328900
OG0015846	XP_002881992.1	Ag003G0329300
OG0015847	XP_020885644.1	Ag003G0331100
OG0015848	XP_002880143.1	Ag003G0332100
OG0015849	XP_020876343.1	Ag014G2057600, Ag003G0333400
OG0015850	XP_002881980.2	Ag003G0334700
OG0015851	XP_020882768.1	Ag003G0336500
OG0015852	XP_002881961.1	Ag003G0344800
OG0015853	XP_002880076.1	Ag003G0349900
OG0015854	XP_002881935.1	Ag003G0351500
OG0015855	XP_002880064.1	Ag003G0355600
OG0015856	XP_020883600.1	Ag003G0361200
OG0015857	XP_020884207.1	Ag003G0363200
OG0015858	XP_020884586.1	Ag003G0363900
OG0015859	XP_020883302.1	Ag003G0366400
OG0015860	XP_020883354.1	Ag003G0367200
OG0015861	XP_002881886.1	Ag003G0370600
OG0015862	XP_020885319.1	Ag003G0372600
OG0015863	XP_020885410.1	Ag003G0374000, Ag003G0373000, Ag003G0373200
OG0015864	XP_002880007.1	Ag003G0375100
OG0015865	XP_002880006.2	Ag003G0375300
OG0015866	XP_020882992.1	Ag003G0377200
OG0015867	XP_002881866.1	Ag003G0380800
OG0015868	XP_002881865.1	Ag003G0380900
OG0015869	XP_020883439.1	Ag003G0381800
OG0015870	XP_002881828.1	Ag003G0394100
OG0015871	XP_002879962.1	Ag003G0397900
OG0015872	XP_020883757.1	Ag003G0401500
OG0015873	XP_020885343.1	Ag003G0404900
OG0015874	XP_002881807.1	Ag003G0405100
OG0015875	XP_020883576.1	Ag003G0405200
OG0015876	XP_020884164.1	Ag003G0407800
OG0015877	XP_002879936.1	Ag003G0408400
OG0015878	XP_020883865.1	Ag003G0411100
OG0015879	XP_020882605.1	Ag037G4125700, Ag016G2329100
OG0015880	XP_020888114.1	Ag037G4137900, Ag016G2316500
OG0015881	XP_002884288.1	Ag014G1773000
OG0015882	XP_020888148.1	Ag014G1773100
