Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_lyrata_Rawat
OG0021037	XP_002883905.1	nbis-gene-857
OG0021038	XP_020865707.1	AL2G24100
OG0021039	XP_020873716.1	AL7G31770, AL7G31840
OG0021041	XP_020885892.1	AL3G39490
OG0021042	XP_020887945.1	AL4G17510
OG0021044	XP_020888727.1	AL3G41550
OG0021150	XP_020883786.1	AL4G22210
OG0021154	XP_020871487.1	AL8G43150
OG0021155	XP_002866166.1	nbis-gene-2157
OG0021161	XP_002862665.2	AL253U10010
OG0021174	XP_002868019.1	AL7G36450
OG0021177	XP_020882114.1	AL5G46180
OG0021179	XP_002862425.1, XP_020882220.1	AL489U10010
OG0021187	XP_002892261.1	AL1G14780
OG0021189	XP_002889858.1	AL1G22280
OG0021190	XP_020867290.1	AL1G23400
OG0021195	XP_002862786.2	AL163U10010
OG0021196	XP_002892027.1	AL1G10160
OG0021197	XP_020887836.1	AL6G51920, AL2G38390, AL7G20020, AL4G12870
OG0021198	XP_020866761.1	AL1G22090
OG0021199	XP_002890010.1	nbis-gene-81
OG0021200	XP_002892772.1	AL1G25550
OG0021201	XP_002890481.2	nbis-gene-131
OG0021202	XP_020867307.1	AL1G42730
OG0021205	XP_020866095.1	AL1G45620
OG0021206	XP_002888010.1	AL7G52350, AL8G19080, AL2G13210
OG0021209	XP_002863355.2	AL8G10880
OG0021209	XP_002891543.1	AL1G57490
OG0021211	XP_002891564.1	nbis-gene-271
OG0021212	XP_020870678.1	AL1G58730
OG0021213	XP_002868727.2, XP_020866656.1	AL5G46130, nbis-gene-1838, nbis-gene-1944
OG0021214	XP_002888213.1	AL2G17760
OG0021215	XP_020891583.1	AL2G16120
OG0021216	XP_020891019.1	AL2G18330
OG0021218	XP_020869957.1	AL1G64920
OG0021220	XP_002878813.2	AL4G16070
OG0021223	XP_020888246.1	AL3G23470
OG0021223	XP_002882750.1	AL3G23430
OG0021224	XP_020887590.1, XP_002884888.1	AL3G23810
OG0021226	XP_002885168.1	AL3G29750
OG0021227	XP_002883052.1	AL3G30220
OG0021228	XP_020886440.1	AL3G40720, AL3G40690
OG0021229	XP_002874430.2, XP_020871251.1, XP_020891275.1, XP_002874336.2	nbis-gene-1583, AL6G40640
OG0021232	XP_020883941.1	AL4G44240
OG0021235	XP_002864026.2	AL8G24010
OG0021236	XP_020884669.1	AL4G20950
OG0021237	XP_002886328.1	AL2G10020
OG0021237	XP_020884866.1	AL4G24460
OG0021238	XP_020886680.1	AL3G34250
OG0021242	XP_020885254.1	AL4G40950
OG0021243	XP_020879845.1	nbis-gene-1182
OG0021244	XP_020879904.1, XP_020879799.1	AL5G13110
OG0021245	XP_002875180.1	AL5G12560
OG0021246	XP_020882428.1	AL5G14040
OG0021247	XP_020882256.1	AL5G17740
OG0021248	XP_020871059.1	nbis-gene-2123
OG0021251	XP_002890769.1	AL1G41930
OG0021253	XP_002875917.1	AL5G28100
OG0021255	XP_002876268.1	AL5G35860
OG0021256	XP_020877755.1, XP_020879649.1	AL8G24540, AL5G36470
OG0021257	XP_002878385.2, XP_002878384.1	AL5G43860
OG0021259	XP_002871286.1	AL6G18070
OG0021260	XP_002873466.2	nbis-gene-1502
OG0021261	XP_020877756.1	AL6G27960
OG0021264	XP_020877466.1	AL6G42390
OG0021267	XP_020878631.1	AL6G53100
OG0021268	XP_020874687.1	AL7G10700
OG0021270	XP_002869707.1	AL7G28550
OG0021272	XP_020873856.1	AL7G29350
OG0021275	XP_020873976.1, XP_020873977.1	AL7G38380, AL7G38370
OG0021276	XP_020872556.1	AL7G40870
OG0021277	XP_020874100.1	AL7G43040
OG0021277	XP_020881283.1	AL5G12080
OG0021277	XP_020881294.1, XP_020881281.1	AL5G12100, AL5G12090
OG0021278	XP_002863173.1	AL9U11020
OG0021279	XP_020875316.1, XP_020875317.1	AL7G45870
OG0021280	XP_002870537.2	AL7G46230
OG0021281	XP_002868705.2	AL7G50690
OG0021282	XP_020874174.1	AL7G50040
OG0021283	XP_020871818.1	AL8G12140
OG0021284	XP_020884525.1	AL8G14600
OG0021284	XP_002865320.1	AL8G14630
OG0021288	XP_002865727.2	AL8G22940
OG0021289	XP_020871106.1	AL8G24220
OG0021291	XP_020883350.1, XP_002864057.1	nbis-gene-2081
OG0021292	XP_002864166.1	AL8G26750
OG0021293	XP_002864188.1	AL8G27150
OG0021295	XP_002864453.1	AL8G32040
OG0021298	XP_002866617.2	AL8G41860
OG0021299	XP_020884876.1	AL8G42450
OG0021301	XP_002862277.2	nbis-gene-1685
OG0021301	XP_020886021.1	AL3G42680
OG0021303	XP_002876441.1	nbis-gene-1386
OG0021304	XP_002885576.1	nbis-gene-768
OG0021305	XP_002888411.1	AL2G22200
OG0021306	XP_002890813.1	AL1G43250, nbis-gene-278, AL1G43350
OG0021310	XP_020869807.1	AL1G55740
OG0021312	XP_020870482.1	AL1G66510
OG0021313	XP_020876428.1, XP_020883676.1	AL4G16120
OG0021314	XP_020878151.1	AL6G19030
OG0021314	XP_020879408.1, XP_020879413.1, XP_020878165.1	AL6G19020
OG0021316	XP_020884684.1	nbis-gene-1021
OG0021317	XP_020885113.1	nbis-gene-952
OG0021319	YP_009357256.1	nbis-gene-481
OG0021321	YP_009357269.1	nbis-gene-492, nbis-gene-472
OG0021322	YP_009357272.1	nbis-gene-469, nbis-gene-496, nbis-gene-483
OG0021323	YP_009357296.1	nbis-gene-468, nbis-gene-508
OG0021324	YP_009357298.1	nbis-gene-466, nbis-gene-511
OG0021325	YP_009357299.1	nbis-gene-465, nbis-gene-512
OG0021326	YP_009357305.1	nbis-gene-517, nbis-gene-1262, nbis-gene-185, nbis-gene-460
OG0021327	YP_009357318.1	AL9U11950
OG0021486	XP_020870901.1	AL1G17670
OG0021495	XP_002864452.1	AL8G32030
OG0021497	XP_020869873.1	AL1G21200
OG0021511	XP_002876997.2	nbis-gene-1216, nbis-gene-1215
OG0021518	XP_020869734.1	AL1G55540
OG0021526	XP_020883620.1	AL4G43500
OG0021527	XP_002882215.1	AL3G11500
OG0021532	XP_002882921.2	AL3G27610
OG0021538	XP_020866442.1	AL1G60640
OG0021538	XP_002891368.1	AL1G53820
OG0021541	XP_020879788.1	AL8G11040
OG0021541	XP_002863363.1	AL8G10990
OG0021545	XP_020874167.1	nbis-gene-779
OG0021549	XP_020881744.1	AL5G24040
OG0021553	XP_020867289.1	AL1G23450
OG0021558	XP_020870166.1	AL1G32400
OG0021562	XP_002871952.2	AL4G20480
OG0021566	XP_020880667.1, XP_020880664.1	AL4G39840, AL6G39780
OG0021567	XP_020866155.1	AL1G52010
OG0021570	XP_002891338.1	AL1G53340
OG0021572	XP_002887929.2	AL2G11160
OG0021573	XP_002888036.2	AL2G13710
OG0021574	XP_002888043.1	AL2G13930
OG0021574	XP_020865867.1	AL2G13950
OG0021575	XP_020865998.1	AL492U10020, AL3G14130, AL288U10040, AL3G13830, AL435U10010
OG0021576	XP_002864526.2, XP_020886589.1, XP_020866179.1	AL8G33770, AL1G55530
OG0021581	XP_020880935.1	AL5G31150, AL8G45660, AL3G40370
OG0021581	XP_020872964.1	AL4G23800
OG0021582	XP_020877592.1	AL6G40890
OG0021582	XP_020878376.1	AL6G40830
OG0021586	XP_020888537.1	AL3G11850
OG0021587	XP_002872629.1	AL6G46590
OG0021587	XP_002863310.1	AL9U12070
OG0021587	XP_002892458.1	AL1G18870
OG0021589	XP_020888305.1	nbis-gene-693
OG0021591	XP_002882852.1	AL3G25960
OG0021592	XP_002883019.1	AL3G29610
OG0021594	XP_020886743.1	AL3G34940
OG0021597	XP_002885528.2	AL3G37200
OG0021599	XP_002885653.1	AL3G39990
OG0021600	XP_002874395.1	nbis-gene-1589
OG0021600	XP_002886781.1	nbis-gene-212, nbis-gene-449
OG0021602	XP_002883694.1	AL3G42920
OG0021606	XP_020886229.1	AL3G49720
OG0021610	XP_002880367.1	AL4G10360
OG0021611	XP_020883598.1	AL4G18000, AL5G26560
OG0021611	XP_020884645.1	AL4G19180
OG0021614	XP_002878310.1	AL5G42200
OG0021614	XP_002876183.2	AL5G33920
OG0021616	XP_020885730.1	AL4G24020
OG0021617	XP_020884703.1	AL4G24690
OG0021619	XP_002879434.1	nbis-gene-1070
OG0021621	XP_020884807.1	AL4G35010
OG0021621	XP_020885265.1	AL4G36550
OG0021622	XP_002879819.1	nbis-gene-1125
OG0021622	XP_002879820.1	nbis-gene-1126
OG0021623	XP_002880217.1	AL4G45370
OG0021625	XP_020881836.1	AL5G24590
OG0021627	XP_020882014.1	nbis-gene-1369
OG0021628	XP_002867297.1	AL7G20530
OG0021628	XP_002878064.1	AL5G37370
OG0021629	XP_002878135.2	AL5G38650
OG0021632	XP_002871066.1	AL6G13530
OG0021632	XP_002871065.1	AL6G13520
OG0021633	XP_020878613.1	AL6G17580
OG0021634	XP_002873314.1	AL6G17840
OG0021639	XP_020875895.1	AL6G51600
OG0021640	XP_020874264.1	AL7G11820
OG0021641	XP_020872292.1	AL7G12520
OG0021645	XP_020874695.1	AL7G37570
OG0021648	XP_020877000.1	AL9U11140
OG0021650	XP_020876495.1, XP_020882370.1, XP_020883312.1	AL1G29810, AL5G30520, AL6G49400, AL34U10010
OG0021651	XP_002870801.2	AL7G51370
OG0021653	XP_002862288.2	AL770U10010
OG0021653	XP_020881989.1	AL8G13390
OG0021658	XP_020871791.1	AL8G25990
OG0021659	XP_002864325.1	AL8G29650
OG0021661	XP_020888325.1	AL493U10020
OG0021662	XP_020872355.1, XP_020869883.1	AL8G40960
OG0021665	XP_020887729.1	AL7G43700
OG0021666	XP_020880840.1, XP_002862664.1	nbis-gene-361, nbis-gene-2197
OG0021667	XP_002862670.1	AL251U10010
OG0021667	XP_002876672.1	AL5G45160
OG0021668	XP_002862846.1	AL126U10060
OG0021669	XP_020875307.1	AL7G10400
OG0021669	XP_002863986.1	AL2G41610, AL7G11380, AL3G42160, nbis-gene-1237, AL8G23230
OG0021670	XP_002868168.2	AL7G39230
OG0021671	XP_002885956.1	AL3G47090
OG0021672	XP_002887028.1	nbis-gene-1507, AL6G41790, AL6G24360, AL2G20460, AL2G24120
OG0021674	XP_020866378.1	AL1G54030
OG0021675	XP_020866671.1	AL1G11550
OG0021676	XP_020877882.1, XP_020873833.1, XP_020870136.1	AL7G30680, AL1G31260, AL6G37990, AL3G40460, AL1G53920
OG0021680	XP_020886179.1	AL4G19510
OG0021680	XP_020881825.1, XP_020884650.1, XP_020876985.1, XP_020883627.1	AL3G46970, AL5G23210
OG0021681	XP_020877530.1, XP_020878245.1	AL3G43200, AL5G25140
OG0021682	XP_020878679.1	AL6G40250, AL8G11880, AL3G12840
OG0021683	XP_020879166.1	AL6G20200
OG0021684	XP_020879698.1	AL5G33160
OG0021687	XP_020887496.1	AL3G33030
OG0021689	YP_009357258.1	AL2G20940
OG0021690	YP_009357264.1	nbis-gene-486, nbis-gene-556, nbis-gene-477
OG0021692	YP_009357302.1	nbis-gene-514, nbis-gene-463
OG0021693	YP_009357307.1	nbis-gene-458, nbis-gene-183
OG0021887	XP_002871618.2	AL6G25120
OG0021887	XP_020879364.1	AL6G50800
OG0021911	XP_020867822.1	AL1G56540
OG0021911	XP_020866187.1	AL1G56530
OG0021912	XP_020882548.1	AL5G30270
OG0021922	XP_020881875.1	AL5G30800
OG0021929	XP_020878705.1	AL6G43890
OG0021935	XP_002891231.1	AL1G51230
OG0021938	XP_020873038.1	AL7G49140
OG0021938	XP_020872383.1	AL7G48810
OG0021939	XP_002884583.1	AL3G17420
OG0021946	XP_020886657.1	AL3G31410
OG0021960	XP_020887015.1	AL8G11070
OG0021964	XP_020872719.1	AL7G10830
OG0021966	XP_002882048.2	AL4G45290
OG0021967	XP_020869065.1	AL1G10950
OG0021968	XP_002889436.1	AL1G12570
OG0021969	XP_002892267.1	AL1G14850
OG0021972	XP_002890340.1	AL1G32170
OG0021972	XP_002890333.1	AL1G32040
OG0021974	XP_002890440.1	nbis-gene-123
OG0021975	XP_002893255.2	AL1G36540
OG0021977	XP_020885896.1	AL3G41500
OG0021978	XP_002890611.1	AL1G38050
OG0021980	XP_020870540.1	AL1G43410, AL1G43420
OG0021981	XP_002867887.1	AL7G33590
OG0021982	XP_002867798.1	AL7G40660, nbis-gene-352, AL7G31660
OG0021983	XP_020868904.1	nbis-gene-193
OG0021985	XP_020880131.1	AL5G42680
OG0021986	XP_020890329.1	AL2G17320
OG0021991	XP_020866777.1	nbis-gene-307
OG0021992	XP_020871912.1	AL8G13810
OG0021992	XP_020890628.1	AL2G13800
OG0021993	XP_002888094.1	AL2G15030
OG0021994	XP_020871133.1, XP_002886652.2	AL8G24210
OG0021995	XP_020890740.1	nbis-gene-1564
OG0021996	XP_002888195.1	AL2G17370
OG0021997	XP_020866276.1	AL1G67460
OG0022005	XP_020866255.1	AL8G16660, AL453U10020, AL1G66010
OG0022007	XP_020887042.1	AL3G14120
OG0022009	XP_020886803.1	AL3G16470
OG0022010	XP_002884677.1	AL3G19410
OG0022012	XP_020889246.1	nbis-gene-389, nbis-gene-713
OG0022013	XP_020887922.1	AL3G33820
OG0022015	XP_002885472.2	AL3G36000, nbis-gene-753, AL3G36010
OG0022017	XP_002886925.1, XP_002872375.1	AL9U11450
OG0022020	XP_020883931.1	AL4G10310
OG0022022	XP_020872648.1, XP_020865742.1, XP_020890703.1	AL2G30150, AL2G13370, AL7G38870
OG0022023	XP_020880214.1	AL5G25600, AL1G36260
OG0022025	XP_002880674.2	AL4G16740
OG0022031	XP_002879383.1	AL4G27710
OG0022034	XP_020883344.1	AL4G35360
OG0022035	XP_002862522.2	AL380U10030
OG0022036	XP_002879821.1	AL4G37310
OG0022037	XP_002879966.1	AL4G40450
OG0022038	XP_002881879.1	AL4G41510
OG0022045	XP_002877254.1	AL5G20930
OG0022046	XP_020881612.1	AL5G22880
OG0022047	XP_020885064.1	AL4G25700
OG0022049	XP_020881851.1	AL5G25970
OG0022051	XP_002876342.2	AL5G37190
OG0022055	XP_020882170.1	AL5G45950
OG0022058	XP_020879228.1	AL6G16600
OG0022059	XP_020877567.1	AL6G18180
OG0022062	XP_020888524.1	AL5G41580, AL3G15140, AL881U10010
OG0022063	XP_020865701.1	AL1G44430
OG0022063	XP_020869739.1	AL3G52130
OG0022064	XP_020876467.1	AL6G49980
OG0022064	XP_020876473.1	AL6G49550
OG0022066	XP_020879489.1	AL6G51810
OG0022066	XP_020888963.1	AL3G14780
OG0022070	XP_020875328.1	AL7G19080
OG0022071	XP_002869419.1	AL7G22720
OG0022072	XP_002869422.1	AL7G22750
OG0022073	XP_002869632.2	nbis-gene-1778
OG0022074	XP_020874141.1	AL891U10020, AL4G11630, AL2G28140, nbis-gene-1330
OG0022078	XP_002870020.1	nbis-gene-1816
OG0022081	XP_002863287.2	AL9U11660
OG0022083	XP_002869420.2	AL4G14360
OG0022083	XP_020889882.1, XP_020883592.1	AL2G36310
OG0022084	XP_020874173.1	AL7G50030
OG0022089	XP_020865603.1	AL8G21630
OG0022090	XP_020884509.1	AL8G23580
OG0022092	XP_002864281.1	AL8G28820
OG0022098	XP_020871875.1	AL8G44890
OG0022109	XP_002875364.1	nbis-gene-1223
OG0022109	XP_002863552.1	AL8G14870
OG0022110	XP_002864377.2	nbis-gene-2140
OG0022111	XP_002866512.2	AL8G39790
OG0022112	XP_002871670.1	nbis-gene-1521
OG0022113	XP_002873097.1	AL1G37840, AL6G12900
OG0022114	XP_002875107.1	AL5G11240
OG0022115	XP_002875429.1	AL5G17680
OG0022117	XP_002876926.2	nbis-gene-1206
OG0022119	XP_002882408.1	AL3G15800
OG0022120	XP_002884627.1	AL3G18340
OG0022121	XP_002884871.2	AL3G23460
OG0022122	XP_002890368.2	AL1G32870
OG0022123	XP_020865726.1	AL2G26130
OG0022124	XP_020865747.1	AL2G32320
OG0022127	XP_020869221.1	AL1G31650
OG0022128	XP_020870757.1	AL1G56510
OG0022128	XP_020871205.1	AL325U10010
OG0022134	XP_020877283.1	nbis-gene-1499
OG0022135	XP_020877754.1	AL6G13400
OG0022138	XP_020880679.1	nbis-gene-1196
OG0022140	XP_020882084.1	AL5G41600
OG0022142	XP_020883432.1	AL4G23000, AL5G27950, AL4G12750
OG0022145	XP_020890595.1	nbis-gene-479
OG0022146	YP_009357265.1	nbis-gene-476
OG0022147	YP_009357268.1	nbis-gene-473, nbis-gene-490
OG0022148	YP_009357279.1	nbis-gene-501
OG0022149	YP_009357288.1	nbis-gene-504
OG0022150	YP_009357290.1	nbis-gene-506
OG0022151	YP_009357306.1	nbis-gene-459, nbis-gene-518, nbis-gene-184
OG0022419	XP_020870098.1	AL1G63580
OG0022423	XP_020886526.1	AL1G50960
OG0022442	XP_020884949.1	AL4G20520
OG0022444	XP_020869907.1	AL1G37450
OG0022451	XP_020883557.1	AL8G30490
OG0022459	XP_002878390.1	AL5G43950
OG0022466	XP_020881890.1	AL5G33450
OG0022469	XP_020875491.1	AL7G10900
OG0022488	XP_020870716.1	AL1G26470
OG0022489	XP_002890118.2	AL1G27780
OG0022491	XP_020869129.1	nbis-gene-232
OG0022492	XP_002869434.1	AL7G23030
OG0022496	XP_002868987.2	AL7G13370
OG0022497	XP_020866198.1	AL1G52670, nbis-gene-270
OG0022504	XP_002889578.1	AL1G15890
OG0022506	XP_020881309.1	AL5G11880
OG0022510	XP_002889949.1	AL1G24060
OG0022510	XP_002892726.1	AL1G24720
OG0022513	XP_020869896.1	AL1G33660
OG0022514	XP_002893167.1	nbis-gene-125
OG0022515	XP_002890667.1	AL1G39450
OG0022516	XP_020870396.1	nbis-gene-722, AL6G44060, AL1G40920
OG0022517	XP_020870449.1	AL1G41910
OG0022518	XP_020867243.1	AL1G43450
OG0022520	XP_002890899.2	AL1G44940
OG0022523	XP_020868519.1	AL1G48330
OG0022524	XP_020869375.1	AL1G50840
OG0022530	XP_020866160.1	AL1G53060
OG0022534	XP_020890724.1	AL2G15190
OG0022539	XP_002886907.2	AL2G21940
OG0022539	XP_020891789.1, XP_020865581.1	AL2G21120
OG0022542	XP_020889989.1	nbis-gene-560
OG0022545	XP_020881829.1, XP_020885780.1	AL5G23620
OG0022546	XP_002887492.1	AL2G33360
OG0022549	XP_002882267.1	AL3G12510
OG0022556	XP_020888343.1	nbis-gene-697
OG0022558	XP_020886656.1	AL3G30570
OG0022559	XP_020888990.1	nbis-gene-738
OG0022561	XP_020886151.1	AL3G37270
OG0022562	XP_020885954.1	AL3G39220
OG0022563	XP_020875786.1	AL6G30170
OG0022564	XP_002883687.2	nbis-gene-803
OG0022567	XP_020888185.1, XP_002890612.2	AL1G38160, AL3G43720, AL3G51790
OG0022568	XP_020881831.1	AL5G23740
OG0022570	XP_002875540.2	nbis-gene-1265, nbis-gene-1264
OG0022571	XP_020889538.1	AL3G45520
OG0022574	XP_020883332.1	AL4G26080
OG0022576	XP_020882911.1	AL4G11140
OG0022577	XP_020885259.1	AL4G16780
OG0022579	XP_020887314.1	AL8G15130, AL3G33490, AL4G19460, AL8G13200
OG0022580	XP_020875024.1	AL8G19780
OG0022580	XP_020871366.1	AL29U10020
OG0022581	XP_020882949.1	AL4G22850
OG0022581	XP_002862208.1	AL918U10010
OG0022583	XP_020884716.1	nbis-gene-1047
OG0022588	XP_020885631.1	AL4G36340
OG0022590	XP_020884981.1	AL4G36910
OG0022593	XP_002885496.1	AL4G42060, AL3G36550
OG0022594	XP_020884773.1	AL4G43120
OG0022599	XP_002875630.2	nbis-gene-1285
OG0022601	XP_002876408.1	AL5G38810
OG0022602	XP_002878301.1	AL5G41990
OG0022603	XP_002876637.1	AL5G44270
OG0022604	XP_020880832.1	AL5G44610
OG0022608	XP_002871780.1	AL6G28830
OG0022609	XP_020878830.1	AL6G29450
OG0022611	XP_002872007.1	AL6G33570
OG0022612	XP_020884744.1	AL4G33290, AL4G34580
OG0022613	XP_020877848.1	AL6G37800
OG0022618	XP_020878673.1	AL6G41300
OG0022619	XP_020876272.1	nbis-gene-1629
OG0022621	XP_020877189.1	AL6G47000, AL7G46900
OG0022622	XP_020872461.1	AL7G20820
OG0022623	XP_020875674.1	AL7G34270
OG0022624	XP_002870004.1	AL7G35110
OG0022625	XP_020874909.1	AL7G37020
OG0022626	XP_020887904.1	AL507U10010
OG0022626	XP_020872281.1	AL7G38840
OG0022627	XP_020874982.1	AL7G38930
OG0022628	XP_020875645.1	AL7G39880
OG0022631	XP_020874104.1	AL7G43280
OG0022631	XP_020874105.1	AL7G43270, AL7G43320
OG0022633	XP_020873093.1	AL7G45170
OG0022635	XP_020880612.1	nbis-gene-1914
OG0022636	XP_002868815.1	AL7G52990
OG0022638	XP_002870735.2	AL7G50090
OG0022639	XP_020874175.1	AL7G50080
OG0022640	XP_020874172.1	AL7G50020, AL7G50000
OG0022641	XP_020874942.1	AL7G47210, AL7G47230
OG0022642	XP_002865223.1	AL8G12790
OG0022643	XP_020871294.1	AL8G12060
OG0022645	XP_020877794.1	AL8G12700
OG0022646	XP_020875608.1	AL7G11540
OG0022646	XP_020888792.1	AL2G38300, AL3G33420
OG0022649	XP_020881000.1	AL5G10340
OG0022650	XP_020871301.1	AL8G24720
OG0022660	XP_002869855.2, XP_002862766.2	AL7G38240, AL177U10020, AL7G31860
OG0022661	XP_020872540.1	AL178U10030
OG0022661	XP_002862863.2	AL3G15900, AL8G17020, AL117U10020
OG0022662	XP_020878154.1	AL6G18980
OG0022662	XP_002873362.1	AL6G19000
OG0022663	XP_002877015.2	nbis-gene-2022, AL5G16180
OG0022664	XP_020868216.1	AL1G50140
OG0022664	XP_002882618.1	AL8G26440
OG0022665	XP_002882693.2	AL3G22240
OG0022665	XP_020883626.1	AL3G39940, AL6G39020, AL4G18520
OG0022667	XP_020877202.1, XP_020865740.1, XP_020865708.1, XP_020872588.1	nbis-gene-1652
OG0022668	XP_020866168.1, XP_020865812.1, XP_020867295.1, XP_020884694.1	AL7G20680
OG0022669	XP_020866545.1	AL1G47130
OG0022670	XP_020866774.1	AL1G20990
OG0022671	XP_020868104.1	AL1G32030
OG0022672	XP_020870450.1	AL1G28350
OG0022673	XP_020871078.1	AL8G22750
OG0022674	XP_020871498.1	AL2G24360, AL2G10240, AL8G45370
OG0022674	XP_020871497.1	AL8G45360
OG0022676	XP_020872384.1	nbis-gene-1706, AL7G13500
OG0022677	XP_020875515.1	AL823U10010
OG0022678	XP_020875804.1	AL813U10020
OG0022681	XP_020878842.1	AL6G43610
OG0022683	XP_020884737.1, XP_020886584.1, XP_020880751.1	AL3G23230, AL4G32050, AL5G18510
OG0022684	XP_020882574.1, XP_020882573.1, XP_020881670.1	AL5G28790, AL5G28710, AL5G28730
OG0022685	XP_020881916.1	nbis-gene-1403
OG0022686	XP_020882595.1	AL5G27190
OG0022692	XP_020888675.1	nbis-gene-854
OG0022694	XP_020889405.1	AL3G17440
OG0022696	XP_020891743.1	AL2G11480
OG0022699	YP_009357254.1	AL2G20960
OG0022701	YP_009357277.1	nbis-gene-499
OG0022702	YP_009357289.1	nbis-gene-505
OG0023116	XP_020871477.1	nbis-gene-2198
OG0023118	XP_020871440.1	AL8G27950
OG0023118	XP_002863216.1	AL9U11860
OG0023121	XP_020879164.1	AL6G32080
OG0023147	XP_020886163.1, XP_020891140.1	AL2G25970, AL3G38230
OG0023165	XP_020885437.1	AL4G43360
OG0023203	XP_020874821.1	AL7G17060
OG0023206	XP_020870183.1	AL1G11050
OG0023213	XP_020868932.1	nbis-gene-87
OG0023216	XP_020870857.1	AL1G32930
OG0023224	XP_020866936.1	AL1G44570
OG0023227	XP_020866130.1	AL1G49510
OG0023238	XP_002891609.1	AL1G58770
OG0023243	XP_020870921.1, XP_020866815.1	AL1G29290, AL8G24780
OG0023249	XP_020868303.1	AL1G65860, AL1G65800
OG0023253	XP_002879945.2	AL4G39940
OG0023261	XP_020890177.1	nbis-gene-599
OG0023262	XP_020890554.1	AL2G36620
OG0023263	XP_002884253.1	AL3G10240
OG0023264	XP_020888069.1	AL3G12060
OG0023271	XP_002882928.1	AL3G27720
OG0023273	XP_002885224.2	nbis-gene-126, AL3G30850
OG0023275	XP_002871959.2	AL6G32390
OG0023276	XP_020879903.1, XP_020889530.1	AL5G25300, AL3G34310
OG0023278	XP_002885584.2	AL3G38510
OG0023281	XP_020890694.1	AL2G12080
OG0023285	XP_002875089.2	AL7G40930, AL6G31880, AL5G10850
OG0023291	XP_002886167.1	AL3G51650
OG0023293	XP_002883975.1	AL3G48540
OG0023294	XP_002886015.1	AL3G48330
OG0023303	XP_002883722.2, XP_020881720.1	AL5G19820
OG0023308	XP_002881054.1	AL4G24190
OG0023309	XP_020883554.1	AL4G24280
OG0023310	XP_002879315.1	AL4G26500
OG0023311	XP_020884714.1	AL6G10400, AL5G16670, AL4G25970
OG0023313	XP_002862521.1	AL380U10010
OG0023315	XP_002881769.1	AL4G39360
OG0023316	XP_020884091.1	AL4G41190
OG0023317	XP_002880089.2	AL4G43070
OG0023318	XP_020871012.1	AL357U10010
OG0023321	XP_020881247.1	nbis-gene-1193
OG0023324	XP_020886248.1	AL1G55340
OG0023326	XP_020884006.1	AL7G27140, nbis-gene-1035, nbis-gene-1536
OG0023328	XP_002875643.2	AL5G22170
OG0023338	XP_020891614.1, XP_020869955.1	AL2G28970
OG0023339	XP_020881172.1	AL5G45870
OG0023340	XP_020878837.1	AL6G11030
OG0023341	XP_020886228.1	AL6G11330, AL6G12760, AL3G18180
OG0023343	XP_002874338.2, XP_020879527.1	AL6G25810
OG0023344	XP_002873706.1	AL6G25880
OG0023345	XP_002873885.1	AL6G29560
OG0023347	XP_020876963.1	AL6G39960
OG0023352	XP_002872887.1	AL6G51800
OG0023354	XP_002869101.2	AL7G16000
OG0023357	XP_002869421.1	nbis-gene-1756
OG0023358	XP_002862332.1	AL682U10010
OG0023359	XP_002869539.2	AL7G24800
OG0023363	XP_020873992.1	AL7G38220, AL7G38250
OG0023365	XP_020874635.1	nbis-gene-1870
OG0023367	XP_002875171.1, XP_002875160.1	AL5G12190, AL5G12350
OG0023370	XP_020872334.1	AL7G44770
OG0023371	XP_002888599.1	AL2G26040
OG0023371	XP_002862516.1	AL384U10040
OG0023374	XP_002868521.1, XP_002870548.2	AL7G46390
OG0023381	XP_002865101.1	AL8G10090
OG0023384	XP_020871024.1	AL8G12130
OG0023389	XP_020887919.1	AL8G16420, AL8G16540
OG0023390	XP_020883612.1	AL2G14010, AL4G18290
OG0023392	XP_020871157.1, XP_020871618.1	AL8G19040, AL340U10020
OG0023415	XP_002862853.2	AL123U10030, AL123U10010
OG0023415	XP_002883577.1	AL3G40890
OG0023416	XP_002862862.1	AL117U10010
OG0023417	XP_020871076.1	AL8G39520
OG0023417	XP_002864807.1	AL8G39550
OG0023418	XP_002865260.1	AL8G13710
OG0023420	XP_002869955.1	AL7G33900
OG0023422	XP_002876348.1, XP_002885139.1	AL3G29200, AL1G22310, AL5G37390
OG0023424	XP_002883216.1	AL3G33590
OG0023425	XP_002883402.1	AL3G37610
OG0023427	XP_002891608.2	AL1G58740, nbis-gene-280
OG0023428	XP_002891629.2	nbis-gene-283
OG0023429	XP_020866691.1	AL1G56910
OG0023430	XP_020866932.1	nbis-gene-98
OG0023434	XP_020870076.1	AL1G10640
OG0023437	XP_020875120.1, XP_020871213.1	AL325U10020, AL7G34430
OG0023439	XP_020880301.1, XP_020871488.1	AL8G43270
OG0023440	XP_020871726.1	AL5G22240, AL919U10010
OG0023441	XP_020871891.1, XP_020886239.1	AL8G30420
OG0023442	XP_020871902.1	AL8G33790
OG0023444	XP_020872030.1	AL908U10010
OG0023445	XP_020872043.1	AL230U10050
OG0023445	XP_020886373.1	AL3G27910
OG0023446	XP_020872213.1	AL7G25020
OG0023449	XP_020872441.1	AL7G18610
