Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_thaliana
OG0017027	XP_002879233.1	AT2G29750.1
OG0017027	XP_020885562.1	AT2G29740.1
OG0017028	XP_002891507.1	AT1G64660.1
OG0017029	XP_002879267.1	AT2G30550.2
OG0017030	XP_002879283.1	AT2G30870.1
OG0017031	XP_002879306.1	AT2G31090.1
OG0017032	XP_020874989.1	AT4G38070.1
OG0017033	XP_002881186.1	AT2G31650.1
OG0017034	XP_002881195.1	AT2G31740.1
OG0017035	XP_002881212.1	AT2G32030.1
OG0017036	XP_002879410.2	AT2G32740.1
OG0017037	XP_020866343.1	AT5G43380.1
OG0017038	XP_002865418.1	AT5G43530.1
OG0017039	XP_020871031.1	AT5G43710.1
OG0017040	XP_002889477.1	AT1G03810.1
OG0017041	XP_020882661.1	AT5G44250.1
OG0017042	XP_020873840.1	AT4G25225.2
OG0017043	XP_020873329.1	AT4G25450.1
OG0017044	XP_020879548.1	AT5G55690.1
OG0017045	XP_002863762.1	AT5G42570.1
OG0017046	XP_002891361.1	AT1G47410.1
OG0017047	XP_002894037.1	AT1G47280.1
OG0017048	XP_020870153.1	AT1G27680.1
OG0017049	XP_002893484.1	AT1G27670.1
OG0017050	XP_020870503.1	AT1G27660.1
OG0017051	XP_002894003.1	AT1G45010.1
OG0017052	XP_020870160.1	AT1G45150.1
OG0017053	XP_002891320.1	AT1G45233.2
OG0017054	XP_002876773.1	AT2G01740.1
OG0017055	XP_020869939.1	AT1G27690.1
OG0017056	XP_020870634.1	AT1G27770.1
OG0017057	XP_020870196.1	AT1G27920.1
OG0017058	XP_020868995.1	AT1G28320.1
OG0017059	XP_020869641.1	AT1G28960.1
OG0017060	XP_002890786.1	AT1G29000.1
OG0017061	XP_002890800.2	AT1G29270.1
OG0017062	XP_020867535.1	AT1G29700.1
OG0017063	XP_002893582.1	AT1G29810.1
OG0017065	XP_020867363.1	AT1G30010.1
OG0017066	XP_020867404.1	AT1G30200.1
OG0017067	XP_002893618.1	AT1G30460.1
OG0017068	XP_002870416.1	AT5G35100.1
OG0017069	XP_020867053.1	AT1G30510.2
OG0017070	XP_020869494.1	AT1G30600.1
OG0017071	XP_002890918.1	AT1G30950.1
OG0017072	XP_020868798.1	AT1G31410.1
OG0017073	XP_002891142.1	AT1G31470.1
OG0017074	XP_020867081.1	AT1G31830.1
OG0017075	XP_020870993.1	AT1G32310.1
OG0017076	XP_002893720.1	AT1G32350.1
OG0017077	XP_020869217.1	AT1G32361.1
OG0017078	XP_020868033.1	AT1G32500.1
OG0017079	XP_002875178.1	AT2G02880.1
OG0017080	XP_020881183.1	AT2G03270.1
OG0017081	XP_002875204.1	AT2G03410.1
OG0017082	XP_020881977.1	AT2G03470.1
OG0017083	XP_020881751.1	AT2G03520.1
OG0017084	XP_002866737.1	AT5G66790.1
OG0017085	XP_002865039.1	AT5G66960.1
OG0017086	XP_002865024.1	AT5G67150.1
OG0017087	XP_020890136.1	AT5G67180.1
OG0017088	XP_002864995.2	AT5G67540.3
OG0017089	XP_002866697.2	AT5G67570.1
OG0017090	XP_002864988.1	AT5G67640.1
OG0017091	XP_020891556.1	AT1G60250.1
OG0017092	XP_002866691.1	AT5G65820.1
OG0017093	XP_002864975.1	AT5G65710.1
OG0017094	XP_002864963.2	AT5G65570.1
OG0017095	XP_020865692.1	AT5G65510.1
OG0017096	XP_020882360.1	AT5G65495.1
OG0017097	XP_002864954.2	AT5G65400.2
OG0017098	XP_002866662.1	AT5G65280.1
OG0017099	XP_020871777.1	AT5G65230.1
OG0017100	XP_020871936.1	AT5G65160.1
OG0017101	XP_020879780.1	AT5G65158.1
OG0017102	XP_002866647.1	AT5G65030.1
OG0017103	XP_002864932.1	AT5G64940.1
OG0017104	XP_002864925.1	AT5G64816.1
OG0017105	XP_002864906.1	AT5G64510.1
OG0017106	XP_002866609.1	AT5G64320.1
OG0017107	XP_020869254.1	AT5G64090.1
OG0017108	XP_020881892.1	AT5G64010.1
OG0017109	XP_002864876.1	AT5G63920.1
OG0017110	XP_020881787.1	AT5G63905.2
OG0017111	XP_020869712.1	AT5G63710.3
OG0017112	XP_020871761.1	AT5G63300.2
OG0017113	XP_002866531.1	AT5G63070.1
OG0017114	XP_020888132.1	AT5G63040.1
OG0017115	XP_020890309.1	AT5G62900.1
OG0017116	XP_002866503.1	AT5G62630.1
OG0017117	XP_002866475.1	AT5G62170.1
OG0017118	XP_020868821.1	AT5G61610.1
OG0017119	XP_020888831.1	AT5G61540.1
OG0017120	XP_002866438.1	AT5G61480.1
OG0017121	XP_002874110.1	AT5G23060.1
OG0017122	XP_002872036.1	AT5G23110.1
OG0017123	XP_002874112.2	AT5G23160.1
OG0017124	XP_020877435.1	AT5G23390.1
OG0017125	XP_020879219.1	AT5G23690.1
OG0017126	XP_002872075.1	AT5G23850.1
OG0017127	XP_002874158.1	AT5G24000.1
OG0017128	XP_020876098.1	AT5G24010.1
OG0017129	XP_020878373.1	AT5G24380.1
OG0017130	XP_020879510.1	AT5G24560.1
OG0017131	XP_020878650.1	AT5G24740.3
OG0017132	XP_002874226.1	AT5G24840.1
OG0017133	XP_020882915.1	AT2G47840.1
OG0017134	XP_020876194.1	AT5G25480.1
OG0017135	XP_002872172.2	AT5G25550.1
OG0017137	XP_020882154.1	AT5G26100.1
OG0017138	XP_002873946.2	AT5G19410.2
OG0017139	XP_020878091.1	AT5G19540.1
OG0017140	XP_002871897.1	AT5G19640.1
OG0017141	XP_020879088.1	AT5G19840.2
OG0017142	XP_020878784.1	AT5G19950.1
OG0017143	XP_002871929.1	AT5G20220.4
OG0017144	XP_020879152.1	AT5G20300.1
OG0017145	XP_002873993.1	AT5G20360.1
OG0017146	XP_020877552.1	AT5G20940.1
OG0017147	XP_020878924.1	AT5G20990.1
OG0017148	XP_020876822.1	AT5G21080.1
OG0017149	XP_020877316.1	AT5G22340.2
OG0017150	XP_020879278.1	AT5G22640.1
OG0017151	XP_002872020.2	AT5G22810.1
OG0017152	XP_020879011.1	AT5G22920.1
OG0017153	XP_020886409.1	AT5G60100.2
OG0017154	XP_002866357.1	AT5G59900.1
OG0017155	XP_002864650.1	AT5G59750.2
OG0017156	XP_020869590.1	AT5G58900.1
OG0017157	XP_002877338.1	AT3G44380.1
OG0017158	XP_020886519.1	AT5G58575.1
OG0017159	XP_020884474.1	AT5G58520.1
OG0017160	XP_020884186.1	AT5G58490.1
OG0017161	XP_002866270.2	AT5G58480.1
OG0017162	XP_020878298.1	AT5G58210.1
OG0017163	XP_002866241.1	AT5G57960.1
OG0017164	XP_020889662.1	AT5G57850.1
OG0017165	XP_002866230.1	AT5G57785.1
OG0017166	XP_020871181.1	AT5G57490.1
OG0017167	XP_002864507.1	AT5G57230.2
OG0017168	XP_002867583.1	AT4G26055.1
OG0017169	XP_020877523.1	AT5G57100.1
OG0017170	XP_020866496.1	AT1G14755.1
OG0017171	XP_020871073.1	AT5G56900.2
OG0017172	XP_002866168.1	AT5G56850.1
OG0017173	XP_020871931.1	AT5G56610.1
OG0017174	XP_002866147.1	AT5G56420.1
OG0017175	XP_020890015.1	AT5G55310.1
OG0017176	XP_020886477.1	AT5G55200.1
OG0017177	XP_002866069.1	AT5G54960.1
OG0017178	XP_002864363.1	AT5G54890.1
OG0017179	XP_002864362.1	AT5G54880.1
OG0017180	XP_002864358.1	AT5G54830.1
OG0017181	XP_002877644.1	AT3G49070.1
OG0017182	XP_002877642.1	AT3G49055.1
OG0017183	XP_002877638.1	AT3G48940.1
OG0017184	XP_002875933.1	AT3G48920.1
OG0017185	XP_020876117.1	AT5G07380.3
OG0017186	XP_020876543.1	AT5G07150.2
OG0017187	XP_002871251.1	AT5G07130.1
OG0017188	XP_002871250.1	AT5G07110.1
OG0017189	XP_002871249.1	AT5G07100.1
OG0017191	XP_020878708.1	AT5G07050.1
OG0017192	XP_002873281.1	AT5G06830.1
OG0017193	XP_020879081.1	AT5G06780.1
OG0017194	XP_020876281.1	AT5G06460.1
OG0017195	XP_002870473.1	AT5G36220.1
OG0017196	XP_002871208.1	AT5G06265.4
OG0017197	XP_020875967.1	AT5G05850.1
OG0017198	XP_002873222.1	AT5G05740.1
OG0017199	XP_020875953.1	AT5G05310.3
OG0017200	XP_020876043.1	AT5G05280.1
OG0017201	XP_002873201.1	AT5G05250.1
OG0017202	XP_002873197.1	AT5G05150.1
OG0017203	XP_002871139.1	AT5G05130.1
OG0017204	XP_020876005.1	AT5G04900.1
OG0017205	XP_020878423.1	AT5G04050.2
OG0017206	XP_002873105.1	AT5G03580.1
OG0017207	XP_020879485.1	AT5G03440.1
OG0017208	XP_020876150.1	AT5G03270.1
OG0017209	XP_020876635.1	AT5G02970.1
OG0017210	XP_020876634.1	AT5G02950.1
OG0017211	XP_020879558.1	AT5G02850.1
OG0017212	XP_002863334.1	AT5G47580.1
OG0017213	XP_002870986.1	AT5G02740.1
OG0017214	XP_020877618.1	AT5G02620.2
OG0017215	XP_020878467.1	AT5G02590.1
OG0017216	XP_020878999.1	AT5G02200.2
OG0017217	XP_020876703.1	AT5G01060.1
OG0017218	XP_002873023.1	AT5G01190.1
OG0017219	XP_002873011.2	AT5G01470.6
OG0017220	XP_020876632.1	AT5G01650.2
OG0017221	XP_020879337.1	AT5G01670.2
OG0017222	XP_020878666.1	AT5G01720.1
OG0017223	XP_020877369.1	AT5G01730.1
OG0017224	XP_002872990.1	AT5G01850.2
OG0017225	XP_002872987.1	AT5G01880.1
OG0017226	XP_020874308.1	AT5G40660.1
OG0017227	XP_020875463.1	AT5G41070.1
OG0017228	XP_002868586.1	AT5G41560.1
OG0017229	XP_020874355.1	AT5G41860.1
OG0017230	XP_020891641.1	AT1G79860.1
OG0017231	XP_020891640.1	AT1G79840.2
OG0017232	XP_020891107.1	AT1G79820.1
OG0017233	XP_002887846.2	AT1G80080.1
OG0017234	XP_020890175.1	AT1G80140.1
OG0017235	XP_002887836.1	AT1G80330.1
OG0017236	XP_020891101.1	AT1G80440.1
OG0017237	XP_020891161.1	AT1G80810.3
OG0017238	XP_002889270.1	AT1G80870.1
OG0017239	XP_002887806.1	AT1G80880.1
OG0017240	XP_020890546.1	AT1G79700.2
OG0017241	XP_020865648.1	AT1G79570.1
OG0017242	XP_020865602.1	AT1G79540.1
OG0017243	XP_020890016.1	AT1G79490.1
OG0017244	XP_002887779.1	AT1G79320.1
OG0017245	XP_020890459.1	AT1G78800.1
OG0017246	XP_020890467.1	AT1G78550.1
OG0017247	XP_002887723.1	AT1G78130.1
OG0017248	XP_020889797.1	AT1G77980.1
OG0017249	XP_020890666.1	AT1G77930.1
OG0017250	XP_002889164.1	AT1G77855.1
OG0017251	XP_002887693.1	AT1G77630.1
OG0017252	XP_002887686.1	AT1G77490.1
OG0017253	XP_020891155.1	AT1G77460.1
OG0017254	XP_002889142.1	AT1G77410.3
OG0017255	XP_002889139.1	AT1G77360.1
OG0017256	XP_002887666.1	AT1G77010.1
OG0017257	XP_002887662.1	AT1G76920.1
OG0017258	XP_020891474.1	AT1G76730.1
OG0017259	XP_020891319.1	AT1G76610.1
OG0017260	XP_020882607.1	AT3G27290.1
OG0017261	XP_020891720.1	AT1G75940.1
OG0017262	XP_020865899.1	AT1G75860.2
OG0017263	XP_020891600.1	AT1G75820.1
OG0017264	XP_020889665.1	AT1G75790.1
OG0017265	XP_020890225.1	AT1G75550.2
OG0017266	XP_002891990.2	AT1G56660.1
OG0017267	XP_020889261.1	AT2G17430.1
OG0017268	XP_020885852.1	AT2G17790.1
OG0017269	XP_020881010.1	AT3G47450.1
OG0017270	XP_002875838.1	AT3G47400.1
OG0017271	XP_020870487.1	AT1G56200.1
OG0017272	XP_002891872.1	AT1G56050.1
OG0017273	XP_020870666.1	AT1G56020.1
OG0017274	XP_002891857.1	AT1G55870.1
OG0017275	XP_002884218.1	AT2G20710.1
OG0017276	XP_002894523.1	AT1G55740.1
OG0017277	XP_002891845.1	AT1G55580.1
OG0017278	XP_002894505.1	AT1G55450.2
OG0017279	XP_002891836.1	AT1G55480.1
OG0017280	XP_020868739.1	AT1G55265.1
OG0017281	XP_020869277.1	AT1G55200.1
OG0017282	XP_002891818.1	AT1G55170.1
OG0017283	XP_020870244.1	AT1G55140.1
OG0017284	XP_020869144.1	AT1G54230.1
OG0017284	XP_002891799.1	AT1G54240.1
OG0017285	XP_002891788.1	AT1G54095.1
OG0017286	XP_002891781.1	AT1G53920.1
OG0017287	XP_002891766.1	AT1G53680.1
OG0017288	XP_020867135.1	AT1G53600.1
OG0017289	XP_002870428.1	AT5G35370.1
OG0017290	XP_020883248.1	AT2G24395.1
OG0017291	XP_020867151.1	AT1G53110.1
OG0017292	XP_020883730.1	AT2G36145.1
OG0017293	XP_002879619.1	AT2G36610.1
OG0017294	XP_020885768.1	AT2G36810.1
OG0017295	XP_020883035.1	AT5G53080.1
OG0017296	XP_020877456.1	AT4G07960.1
OG0017297	XP_020878542.1	AT5G49810.1
OG0017298	XP_020873887.1	AT5G35160.2
OG0017299	XP_020873187.1	AT5G35180.4
OG0017300	XP_002870422.1	AT5G35200.1
OG0017301	XP_002870425.1	AT5G35220.1
OG0017302	XP_020874473.1	AT5G35570.1
OG0017303	XP_020874475.1	AT5G35560.1
OG0017304	XP_020874807.1	AT5G35550.2
OG0017305	XP_020876612.1	AT4G12840.1
OG0017306	XP_020876178.1	AT4G13110.1
OG0017307	XP_020876554.1	AT4G13235.1
OG0017308	XP_020872699.1	AT4G13550.2
OG0017309	XP_002889976.1	AT1G12890.1
OG0017310	XP_002870354.2	AT4G13750.1
OG0017311	XP_002868306.2	AT4G14170.1
OG0017312	XP_002870332.2	AT4G14180.1
OG0017313	XP_020872162.1	AT4G14510.1
OG0017314	XP_020874243.1	AT4G14840.1
OG0017315	XP_002870275.1	AT4G14870.1
OG0017316	XP_020874251.1	AT4G14890.1
OG0017317	XP_020874809.1	AT4G14940.1
OG0017318	XP_002870229.2	AT4G15563.7
OG0017319	XP_020874637.1	AT4G15730.1
OG0017320	XP_020874416.1	AT4G15765.1
OG0017321	XP_002864036.2	AT5G50110.1
OG0017323	XP_002887466.1	AT1G73000.1
OG0017324	XP_002888904.2	AT1G73040.1
OG0017325	XP_002887468.1	AT1G73060.1
OG0017326	XP_020889760.1	AT1G73110.1
OG0017327	XP_020883518.1	AT2G24690.2
OG0017328	XP_002887480.1	AT1G73380.1
OG0017329	XP_020891597.1	AT1G73400.1
OG0017330	XP_020890793.1	AT1G73600.2
OG0017331	XP_020891514.1	AT1G73630.1
OG0017332	XP_020890520.1	AT1G73670.1
OG0017333	XP_002887503.1	AT1G73740.1
OG0017334	XP_020889879.1	AT1G74070.1
OG0017335	XP_002887551.1	AT1G74670.1
OG0017336	XP_002888685.1	AT1G68830.1
OG0017337	XP_020891387.1	AT1G68840.1
OG0017338	XP_002887212.1	AT1G68890.1
OG0017339	XP_002888697.1	AT1G69030.1
OG0017340	XP_020889982.1	AT1G69210.1
OG0017341	XP_020874424.1	AT4G28430.1
OG0017342	XP_002867444.1	AT4G28560.1
OG0017343	XP_020874354.1	AT5G41850.1
OG0017344	XP_020867782.1	AT1G16705.2
OG0017345	XP_002870743.1	AT5G39890.1
OG0017346	XP_020872975.1	AT5G40020.1
OG0017347	XP_020880183.1	AT3G43230.1
OG0017348	XP_020880182.1	AT3G43240.1
OG0017349	XP_002877109.1	AT3G28460.1
OG0017350	XP_020880749.1	AT3G28770.1
OG0017351	XP_020882137.1	AT3G27930.1
OG0017352	XP_020880866.1	AT3G27670.1
OG0017353	XP_002875340.1	AT3G26780.1
OG0017354	XP_020880229.1	AT3G26680.1
OG0017355	XP_020882407.1	AT3G26490.1
OG0017356	XP_002876925.1	AT3G25670.1
OG0017357	XP_020890538.1	AT1G69710.1
OG0017358	XP_002887247.1	AT1G69610.2
OG0017359	XP_002887243.2	AT1G69560.2
OG0017360	XP_020889785.1	AT1G69526.2
OG0017361	XP_002887239.1	AT1G69500.1
OG0017362	XP_020891725.1	AT1G69320.1
OG0017363	XP_002865230.1	AT5G45680.1
OG0017364	XP_002863465.1	AT5G45630.1
OG0017365	XP_020866142.1	AT5G45540.1
OG0017366	XP_002865302.1, XP_002863529.1	AT5G45030.1
OG0017367	XP_002894260.1	AT1G50590.1
OG0017368	XP_002894263.1	AT1G50630.1
OG0017369	XP_020867311.1	AT1G51380.1
OG0017370	XP_020870874.1	AT1G51520.2
OG0017372	XP_002891678.1	AT1G52190.1
OG0017373	XP_020868132.1	AT1G52520.1
OG0017374	XP_020868134.1	AT1G52530.1
OG0017375	XP_002894385.1	AT1G52560.1
OG0017376	XP_002891706.1	AT1G52660.1
OG0017377	XP_002894401.1	AT1G52750.1
OG0017378	XP_020869244.1	AT5G42810.1
OG0017379	XP_002863728.1	AT5G42850.1
OG0017380	XP_020873943.1	AT5G35930.4
OG0017381	XP_002865435.2	AT5G43280.1
OG0017382	XP_020883904.1	AT2G33620.1
OG0017383	XP_002881292.1	AT2G33630.1
OG0017384	XP_002879462.1	AT2G33640.1
OG0017385	XP_002879469.2	AT2G33760.1
OG0017386	XP_002881310.2	AT2G33847.1
OG0017387	XP_020882747.1	AT2G34440.1
OG0017388	XP_020882980.1	AT2G34870.1
OG0017389	XP_002881367.2	AT2G34960.1
OG0017390	XP_002881378.1	AT2G35150.1
OG0017391	XP_002881393.1	AT2G35360.1
OG0017392	XP_002879553.1	AT2G35480.1
OG0017393	XP_020883735.1	AT2G35795.1
OG0017394	XP_002867941.1	AT4G19400.1
OG0017395	XP_020874434.1	AT4G19190.1
OG0017396	XP_002867963.1	AT4G19010.1
OG0017397	XP_020874545.1	AT4G19070.1
OG0017398	XP_002867976.1	AT4G18790.1
OG0017399	XP_002870032.1	AT4G18620.1
OG0017400	XP_002870053.1	AT4G18335.1
OG0017401	XP_002877513.1	AT3G46790.1
OG0017402	XP_002880471.2	AT2G22942.1
OG0017403	XP_020882822.1	AT2G26550.1
OG0017404	XP_002876051.1	AT3G50880.1
OG0017405	XP_002876047.1	AT3G50760.1
OG0017406	XP_002877756.1	AT3G50640.1
OG0017407	XP_020887034.1	AT5G52400.1
OG0017408	XP_002864127.2	AT5G51750.1
OG0017409	XP_020887118.1	AT2G07680.3
OG0017410	XP_020889549.1	AT2G07170.1
OG0017411	XP_002885891.1	AT2G13690.1
OG0017412	XP_020889059.1	AT2G15790.1
OG0017414	XP_020888015.1	AT2G16595.1
OG0017415	XP_002884011.2	AT2G16700.1
OG0017416	XP_020888184.1	AT2G17110.1
OG0017417	XP_020873400.1	AT4G22760.1
OG0017418	XP_002867763.2	AT4G22550.1
OG0017419	XP_002890730.1	AT1G27480.1
OG0017420	XP_020873474.1	AT4G22340.3
OG0017421	XP_002865649.1	AT5G48540.1
OG0017422	XP_020872050.1	AT4G20160.2
OG0017423	XP_002867881.1	AT4G20430.1
OG0017424	XP_002885854.1	AT2G12462.1
OG0017425	XP_002875510.2	AT3G29300.2
OG0017426	XP_020874074.1	AT4G21060.1
OG0017427	XP_002869885.1	AT4G21470.1
OG0017428	XP_002867843.2	AT4G21500.1
OG0017429	XP_020873783.1	AT4G21745.1
OG0017430	XP_020873370.1	AT4G21890.1
OG0017431	XP_020874059.1	AT4G19710.2
OG0017433	XP_002885245.1	AT3G18250.1
OG0017434	XP_020886381.1	AT3G02050.1
OG0017435	XP_020886385.1	AT3G02040.1
OG0017436	XP_020886564.1	AT3G01980.3
OG0017437	XP_002884257.1	AT3G01830.1
OG0017438	XP_020886461.1	AT3G01810.1
OG0017439	XP_002884268.1	AT3G01660.1
OG0017440	XP_020886667.1	AT3G01640.2
OG0017441	XP_020886666.1	AT3G01630.2
OG0017442	XP_020882271.1	AT3G53210.1
OG0017443	XP_002886598.1	AT1G60700.1
OG0017444	XP_002866762.1	AT5G66260.1
OG0017445	XP_020889457.1	AT5G66240.2
OG0017446	XP_002865082.1	AT5G66200.1
OG0017447	XP_020871822.1	AT5G66110.1
OG0017448	XP_002866777.2	AT5G66060.1
OG0017449	XP_020871738.1	AT5G66055.1
OG0017450	XP_002866778.1	AT5G66010.1
OG0017451	XP_002876723.1	AT3G63440.1
OG0017452	XP_002878513.1	AT3G63360.1
OG0017453	XP_020882121.1	AT3G63350.1
OG0017454	XP_020879984.1	AT3G63270.1
OG0017455	XP_020882620.1	AT3G63060.1
OG0017456	XP_002878491.1	AT3G63050.1
OG0017457	XP_002878468.1	AT3G62640.1
OG0017458	XP_002876666.1	AT3G62190.1
OG0017459	XP_002876639.1	AT3G61810.1
OG0017460	XP_002878412.1	AT3G61780.1
OG0017461	XP_020880421.1	AT3G60910.1
OG0017462	XP_002878352.1	AT3G60890.2
OG0017463	XP_002876583.1	AT3G60810.1
OG0017464	XP_002876581.1	AT3G60780.1
OG0017465	XP_020880129.1	AT3G60410.1
OG0017466	XP_002878331.1	AT3G60370.2
OG0017467	XP_020880776.1	AT3G60180.1
OG0017468	XP_020879728.1	AT3G59850.2
OG0017469	XP_020880945.1	AT3G59840.1
OG0017470	XP_002876486.1	AT3G59030.1
OG0017471	XP_020880573.1	AT3G58800.1
OG0017472	XP_002876431.1	AT3G57680.1
OG0017473	XP_002878159.1	AT3G57520.1
OG0017474	XP_020879650.1	AT3G57380.1
OG0017475	XP_020881527.1	AT3G57320.2
OG0017477	XP_002876380.1	AT3G56740.1
OG0017478	XP_002878081.1	AT3G56370.1
OG0017479	XP_002878080.1	AT3G56350.1
OG0017480	XP_002878065.1	AT3G56080.1
OG0017481	XP_002876337.1	AT3G55820.1
OG0017482	XP_002876317.1	AT3G55630.3
OG0017483	XP_002878034.1	AT3G55480.2
OG0017484	XP_020880022.1	AT3G55460.1
OG0017485	XP_020880457.1	AT3G55350.1
OG0017486	XP_002878012.1	AT3G55040.1
OG0017487	XP_020879704.1	AT3G54940.2
OG0017488	XP_002877978.1	AT3G54440.3
OG0017489	XP_020882447.1	AT3G54280.2
OG0017490	XP_020881320.1	AT3G54030.1
OG0017491	XP_020880645.1	AT3G53950.1
OG0017492	XP_002877942.1	AT3G53810.1
OG0017493	XP_020880452.1	AT3G53760.1
OG0017494	XP_020882386.1	AT3G53590.1
OG0017495	XP_002877908.2	AT3G53235.1
OG0017496	XP_020881709.1	AT3G53170.1
OG0017497	XP_002876185.1	AT3G53065.1
OG0017498	XP_002876179.1	AT3G53000.1
OG0017499	XP_020880762.1	AT3G52810.1
OG0017500	XP_002877887.1	AT3G52790.1
OG0017501	XP_020881946.1	AT3G52720.1
OG0017502	XP_020880198.1	AT3G52620.1
OG0017503	XP_002866001.1	AT5G53880.1
OG0017504	XP_020871676.1	AT5G53490.4
OG0017505	XP_002883523.1	AT3G24500.1
OG0017506	XP_020887899.1	AT3G24503.1
OG0017507	XP_002883551.1	AT3G24715.1
OG0017508	XP_002883567.1	AT3G24860.1
OG0017509	XP_020887087.1	AT3G24840.3
OG0017510	XP_020887625.1	AT3G25120.1
OG0017511	XP_002885723.1	AT3G25480.1
OG0017512	XP_020886463.1	AT2G04270.5
OG0017513	XP_002885750.2	AT2G04305.1
OG0017514	XP_020887057.1	AT2G05170.1
OG0017515	XP_002885810.1	AT2G06000.1
OG0017516	XP_002888548.1	AT1G66810.1
OG0017517	XP_020889946.1	AT1G67030.1
OG0017518	XP_002887102.1	AT1G67100.1
OG0017519	XP_020890981.1	AT1G67720.1
OG0017520	XP_002887148.1	AT1G67840.1
OG0017521	XP_002888633.1	AT1G67880.1
OG0017522	XP_002888643.1	AT1G68020.2
OG0017523	XP_002888642.2	AT1G68040.1
OG0017524	XP_020891207.1	AT1G68290.1
OG0017525	XP_002888662.1	AT1G68410.1
OG0017527	XP_020888399.1	AT2G18460.1
OG0017528	XP_002886259.2	AT2G18850.1
OG0017529	XP_020885010.1	AT5G51350.1
OG0017530	XP_020881925.1	AT2G01580.1
OG0017531	XP_020886834.1, XP_020871699.1	AT5G48370.1
OG0017532	XP_002881762.1	AT2G41230.1
OG0017533	XP_020883150.1	AT2G40815.1
OG0017534	XP_020883632.1	AT2G40720.1
OG0017535	XP_002865928.2	AT5G52780.1
OG0017536	XP_020882684.1	AT2G40435.1
OG0017538	XP_002879864.1	AT2G40316.1
OG0017540	XP_002879843.1	AT2G40100.1
OG0017541	XP_020882766.1	AT2G40085.1
OG0017542	XP_002881665.1	AT2G39620.1
OG0017543	XP_020884598.1	AT2G39570.1
OG0017544	XP_002881650.1	AT2G39360.1
OG0017545	XP_002881633.1	AT2G39180.1
OG0017546	XP_002881627.1	AT2G39040.1
OG0017547	XP_002881623.1	AT2G38910.1
OG0017548	XP_020882925.1	AT2G38570.1
OG0017549	XP_002881598.1	AT2G38465.1
OG0017550	XP_002879746.1	AT2G38450.1
OG0017551	XP_020882844.1	AT2G38440.1
OG0017552	XP_020871095.1	AT3G29750.1, AT3G30770.1
OG0017553	XP_002881548.1	AT2G37730.1
OG0017554	XP_020882976.1	AT2G37680.2
OG0017555	XP_002879681.1	AT2G37530.1
OG0017556	XP_020877692.1	AT4G12560.1
OG0017557	XP_020875729.1	AT4G14695.1
OG0017558	XP_020877747.1	AT4G05590.2
OG0017559	XP_002874791.1	AT4G05520.1
OG0017560	XP_020878596.1, XP_002874793.1	AT4G04025.1
OG0017561	XP_020877655.1	AT4G04040.1
OG0017562	XP_020877657.1	AT4G12400.2
OG0017563	XP_020866581.1	AT1G25375.1
OG0017564	XP_002880362.1	AT2G21180.1
OG0017565	XP_020883929.1	AT2G21195.4
OG0017566	XP_002878543.1	AT2G21320.1
OG0017567	XP_020883934.1	AT2G21380.1
OG0017568	XP_002880385.1	AT2G21490.1
OG0017569	XP_020884490.1	AT2G21530.1
OG0017570	XP_020883043.1	AT2G21950.1
OG0017571	XP_020885783.1	AT2G22070.1
OG0017572	XP_020884786.1	AT2G22530.1
OG0017574	XP_020885076.1	AT2G25270.1
OG0017575	XP_002880709.1	AT2G25830.1
OG0017576	XP_020884785.1	AT2G26170.1
OG0017577	XP_020884780.1	AT2G26510.1
OG0017578	XP_002880696.1	AT2G25660.1
OG0017579	XP_020869455.1	AT1G43630.1
OG0017580	XP_020870292.1	AT1G35780.1
OG0017581	XP_020868813.1	AT1G34770.4
OG0017582	XP_002891110.1	AT1G34670.1
OG0017583	XP_020868489.1	AT1G34160.1
OG0017584	XP_002893808.2	AT1G34065.1
OG0017585	XP_002893772.1	AT1G33490.1
OG0017586	XP_002893768.1	AT1G33420.1
OG0017587	XP_020869940.1	AT1G33410.2
OG0017588	XP_002874642.1	AT4G10710.1
OG0017589	XP_002872541.2	AT4G10890.1
OG0017590	XP_002874655.1	AT4G10925.1
OG0017591	XP_002874659.1	AT4G10955.1
OG0017592	XP_002872605.1	AT4G11640.1
OG0017593	XP_020878225.1	AT4G11610.1
OG0017594	XP_020878276.1	AT5G19300.1
OG0017595	XP_002874330.1	AT5G26960.1
OG0017596	XP_002874375.1	AT5G27400.1
OG0017597	XP_002872278.1	AT5G27290.1
OG0017598	XP_020876895.1	AT5G27950.1
OG0017599	XP_002886001.1	AT2G20100.3
OG0017600	XP_020887253.1	AT2G20390.1
OG0017601	XP_020888492.1	AT2G20650.1
OG0017602	XP_002884222.1	AT2G20810.1
OG0017603	XP_002884230.1	AT2G20890.1
OG0017604	XP_020883656.1	AT2G48100.1
OG0017605	XP_020885098.1	AT2G48080.1
OG0017606	XP_002880334.2, XP_020874844.1	AT2G47920.1
OG0017607	XP_020884110.1	AT2G47530.1
OG0017608	XP_002878645.1	AT2G22941.1
OG0017608	XP_002878636.2	AT2G22805.1, AT2G22807.1
OG0017609	XP_020884422.1	AT2G47410.5
OG0017610	XP_002882093.1	AT2G46920.1
OG0017611	XP_020883296.1	AT2G46850.1
OG0017612	XP_020882703.1	AT2G46530.3
OG0017613	XP_020883019.1	AT2G46240.1
OG0017614	XP_020885583.1	AT2G45540.2
