Orthogroup	Arabidopsis_lyrata_NCBI	Arabidopsis_arenosa
OG0019173	XP_020888791.1	jg26916
OG0019174	XP_020888436.1	jg27141
OG0019175	XP_002885825.1	jg27216
OG0019176	XP_002878701.2, XP_020883462.1	jg27248, jg27242
OG0019177	XP_002883772.1	jg27357
OG0019178	XP_020887926.1	jg27396
OG0019179	XP_002883832.1	jg27451
OG0019180	XP_002883996.1	jg28117
OG0019181	XP_002884229.1	jg28322
OG0019182	XP_020884142.1	jg16700
OG0019183	XP_020884905.1	jg16865
OG0019184	XP_002880581.2	jg16923
OG0019185	XP_002880661.1	jg17069
OG0019186	XP_020883578.1	jg17173
OG0019187	XP_020883614.1	jg17200
OG0019188	XP_020883968.1	jg17216
OG0019189	XP_002880834.1	jg17507
OG0019190	XP_020882824.1, XP_002862304.1	jg18585
OG0019191	XP_002879907.2	jg19386
OG0019192	XP_020881054.1	jg12980
OG0019193	XP_020880948.1	jg13100
OG0019194	XP_020879866.1	jg13122
OG0019195	XP_020881026.1	jg13167
OG0019196	XP_020879982.1	jg13349
OG0019197	XP_002877123.1	jg13644
OG0019198	XP_020881180.1	jg14176
OG0019199	XP_002877388.1	jg14279
OG0019200	XP_002875736.1	jg14335
OG0019201	XP_002875991.1	jg14825
OG0019202	XP_020880440.1, XP_020879885.1	jg14946
OG0019202	XP_002876405.1	jg15163, jg15727, jg15654
OG0019203	XP_002877872.1	jg15176
OG0019204	XP_020880565.1	jg15844
OG0019204	XP_002878200.1	jg15845
OG0019205	XP_002871294.1	jg4630
OG0019206	XP_020878576.1	jg5098
OG0019208	XP_020877811.1	jg5646
OG0019209	XP_002874153.1	jg6242
OG0019210	XP_002872085.1	jg6246, jg6247
OG0019211	XP_002874187.1	jg6290, jg6288
OG0019212	XP_002872408.1	jg7109, jg7124
OG0019213	XP_002874572.2	jg7260
OG0019214	XP_020879260.1	jg7290
OG0019215	XP_020876113.1	jg7464
OG0019216	XP_002875038.2	jg8217
OG0019218	XP_002866920.1	jg8531
OG0019219	XP_002869401.1	jg9413
OG0019220	XP_020873435.1	jg9762
OG0019221	XP_020873698.1	jg9768
OG0019222	XP_020873424.1	jg9789
OG0019223	XP_020873563.1	jg9813
OG0019224	XP_020873813.1	jg9889
OG0019225	XP_002869671.1	jg9924
OG0019226	XP_002869711.1	jg10020
OG0019227	XP_002870213.1	jg11129
OG0019228	XP_020874429.1	jg11350
OG0019229	XP_020872046.1	jg11389
OG0019230	XP_002863277.1	jg11620
OG0019231	XP_002863231.2	jg11708
OG0019232	XP_020874755.1	jg12199
OG0019233	XP_002870690.1	jg12677
OG0019234	XP_020875227.1	jg12781
OG0019235	XP_002870613.1	jg12825
OG0019236	XP_002868572.1	jg12835
OG0019238	XP_002863688.1	jg20928
OG0019239	XP_002865452.2	jg20933
OG0019240	XP_002863727.1	jg21006
OG0019241	XP_002865570.1	jg21271
OG0019242	XP_020871962.1	jg21438, jg21435
OG0019243	XP_020868402.1	jg21540
OG0019244	XP_020889280.1	jg21606
OG0019245	XP_020869604.1	jg21609
OG0019246	XP_002864033.2	jg21660
OG0019247	XP_020871423.1	jg21704
OG0019247	XP_002865811.2	jg21719
OG0019248	XP_002864190.1	jg21977
OG0019249	XP_020869408.1, XP_002863036.1	jg22845
OG0019250	YP_009357322.1	jg254
OG0019297	XP_002875800.2	jg14462
OG0019299	XP_002871739.1	jg5516
OG0019300	XP_002873716.1	jg5351
OG0019302	XP_002871604.1	jg5230
OG0019303	XP_002871397.1	jg4821
OG0019304	XP_020878147.1	jg4691
OG0019306	XP_020884077.1	jg17434
OG0019307	XP_020883551.1	jg17969
OG0019309	XP_020883948.1	jg18109
OG0019310	XP_020867373.1	jg31546
OG0019311	XP_020871981.1	jg20805
OG0019312	XP_002864759.1	jg23134
OG0019313	XP_002866452.1	jg23123
OG0019314	XP_020878689.1	jg5006
OG0019315	XP_002872893.1	jg8096
OG0019318	XP_002866329.1	jg22874
OG0019320	XP_020883486.1	jg22327
OG0019324	XP_020879340.1	jg3847
OG0019325	XP_020872264.1	jg12185
OG0019326	XP_020875799.1	jg3809
OG0019327	XP_020874663.1	jg12692
OG0019328	XP_020873931.1	jg12846
OG0019330	XP_020890025.1	jg3512
OG0019331	XP_020865915.1	jg3371
OG0019333	XP_002887629.1	jg3279
OG0019334	XP_020891707.1	jg3283
OG0019335	XP_002894567.1	jg33825
OG0019339	XP_002868244.1	jg11250
OG0019342	XP_020865956.1	jg499
OG0019343	XP_002882113.1	jg20129
OG0019345	XP_002863518.1	jg20593
OG0019346	XP_002863525.2	jg20605
OG0019348	XP_002891531.1	jg33102
OG0019349	XP_020866695.1	jg33150
OG0019350	XP_002877385.1	jg14274
OG0019351	XP_020870128.1	jg33173
OG0019352	XP_020882312.1	jg14058
OG0019353	XP_020868776.1	jg33321
OG0019354	XP_020881879.1	jg14898
OG0019355	XP_020880975.1	jg14889
OG0019357	XP_020886767.1	jg27835
OG0019358	XP_002867770.1	jg10289
OG0019359	XP_002865504.2	jg21063
OG0019360	XP_020887812.1	jg23917
OG0019361	XP_020887462.1	jg23939
OG0019362	XP_020886094.1	jg23944
OG0019363	XP_002865057.1	jg23733
OG0019364	XP_020890699.1	jg23742
OG0019367	XP_002876680.1	jg16327
OG0019368	XP_020880826.1	jg16257
OG0019369	XP_020880932.1	jg16130
OG0019370	XP_002876541.1	jg16079
OG0019371	XP_020882299.1	jg16039
OG0019372	XP_020880670.1	jg15973
OG0019373	XP_020880549.1	jg15916
OG0019375	XP_002877955.1	jg15348
OG0019376	XP_002877916.1	jg15272
OG0019378	XP_020888972.1	jg26960
OG0019379	XP_002885778.1	jg27010
OG0019380	XP_002888660.1	jg2402
OG0019381	XP_020889285.1	jg27959
OG0019382	XP_002879826.1	jg19214
OG0019383	XP_002880046.2	jg19682
OG0019385	XP_020877720.1	jg7611
OG0019386	XP_020884417.1	jg17035
OG0019387	XP_002893908.1	jg32269
OG0019388	XP_020866508.1	jg32265
OG0019389	XP_002883954.2	jg28208
OG0019390	XP_002886283.1	jg28269
OG0019391	XP_020883854.1	jg20189
OG0019394	XP_002880144.2	jg19851
OG0019396	XP_020885345.1	jg19782
OG0019397	XP_020882961.1	jg19775
OG0019398	XP_020884016.1	jg19585
OG0019399	XP_002884355.1	jg24136
OG0019400	XP_002882336.1	jg24283
OG0019401	XP_020886924.1	jg24376
OG0019402	XP_002884653.2	jg24707
OG0019403	XP_002884701.1	jg24799
OG0019404	XP_002882827.2	jg25333
OG0019406	XP_020889233.1	jg25804
OG0019407	XP_020885986.1	jg25976
OG0019408	XP_002883237.1	jg26174
OG0019409	XP_020888106.1	jg26190
OG0019410	XP_002885371.1	jg26195
OG0019411	XP_002885436.1	jg26328
OG0019413	XP_002889340.2	jg28416
OG0019414	XP_002892125.1	jg28589
OG0019415	XP_002892256.1	jg28825
OG0019416	XP_020867572.1	jg28905
OG0019417	XP_020867125.1	jg29266
OG0019418	XP_020869588.1	jg29435
OG0019419	XP_020870869.1	jg29451
OG0019420	XP_020869209.1	jg29589
OG0019421	XP_020868356.1	jg29592
OG0019422	XP_020866459.1	jg29613
OG0019423	XP_002892757.1	jg29816
OG0019425	XP_002892874.1	jg30046
OG0019427	XP_020867779.1	jg30150
OG0019428	XP_002890305.1	jg30418
OG0019429	XP_002890306.1	jg30420
OG0019431	XP_002890364.2	jg30531
OG0019433	XP_002888850.2	jg2810
OG0019435	XP_002888769.1	jg2645
OG0019436	XP_020869009.1	jg31950
OG0019437	XP_002891038.1	jg31979
OG0019440	XP_020890193.1	jg530
OG0019441	XP_020890689.1	jg420
OG0019442	XP_002863349.2	jg14193, jg20318
OG0019443	XP_002863557.1	jg20676
OG0019444	XP_002863587.1	jg20737
OG0019445	XP_002891588.1	jg33206
OG0019447	XP_020874626.1	jg8898
OG0019448	XP_020872618.1	jg9148
OG0019449	XP_002869255.1	jg9120
OG0019451	XP_002867315.1	jg9290
OG0019453	XP_002890606.1	jg30981
OG0019454	XP_020876850.1	jg8221
OG0019455	XP_002872964.2	jg8227
OG0019456	XP_002872977.2	jg8247
OG0019457	XP_002878528.1	jg16503
OG0019458	XP_020866984.1	jg28597
OG0019459	XP_002892567.1	jg29427
OG0019460	XP_020878555.1	jg26903, jg26372, jg13848
OG0019460	XP_020874587.1	jg27193
OG0019460	XP_020887579.1, XP_020882198.1	jg29437
OG0019462	XP_020875910.1, XP_002874329.1, XP_002865456.1, XP_020880741.1, XP_002869967.1, XP_002894069.1, XP_002886919.1, XP_002883765.1, XP_002865688.2	jg29789, jg32725, jg9962
OG0019463	XP_020870682.1	jg29827
OG0019465	XP_002893367.1	jg31043
OG0019466	XP_002890691.1	jg31175
OG0019467	XP_020867838.1	jg31188
OG0019468	XP_002890709.2	jg31235
OG0019469	XP_002869435.1	jg9497
OG0019470	XP_020866124.1	jg31729
OG0019471	XP_020869483.1	jg31740, jg31739
OG0019471	XP_020866425.1	jg31736
OG0019472	XP_002891229.1	jg32372
OG0019473	XP_002893965.1	jg32584
OG0019474	XP_002894548.1	jg33781
OG0019475	XP_020869431.1	jg33823
OG0019476	XP_002888026.2	jg682
OG0019477	XP_020889698.1	jg1182
OG0019478	XP_002891912.1	jg1503
OG0019479	XP_020872295.1, XP_020872300.1	jg1791
OG0019480	XP_020865925.1	jg1898
OG0019481	XP_020891501.1	jg2046
OG0019482	XP_002887016.1	jg2063
OG0019483	XP_002887237.1	jg2530
OG0019484	XP_020865735.1	jg2542, jg2541
OG0019485	XP_002888734.1	jg2569
OG0019486	XP_002887452.1	jg2915, jg2914
OG0019487	XP_020890837.1	jg3092
OG0019488	XP_002882533.2	jg24705
OG0019489	XP_020888236.1	jg25071
OG0019492	XP_002885052.1	jg25490
OG0019493	XP_020889134.1	jg25695, jg25694
OG0019494	XP_020887227.1	jg26338
OG0019494	XP_020885445.1	jg17097
OG0019496	XP_020887744.1	jg27012
OG0019497	XP_020888434.1	jg27140
OG0019498	XP_002883737.1	jg27180
OG0019499	XP_020888841.1	jg27649
OG0019500	XP_002886212.2	jg27664
OG0019501	XP_020887840.1	jg28063
OG0019502	XP_020879034.1, XP_020872245.1	jg16751
OG0019503	XP_002880657.1	jg17058, jg17061
OG0019504	XP_020884281.1	jg17150, jg17155
OG0019505	XP_002880736.1	jg17237
OG0019506	XP_002881300.1	jg18481
OG0019507	XP_020883640.1	jg18501
OG0019508	XP_020883003.1	jg18538
OG0019509	XP_020882905.1	jg18616
OG0019510	XP_020873721.1, XP_020885798.1	jg19094
OG0019511	XP_020882813.1, XP_002862229.2, XP_002879900.2, XP_002862228.1	jg19376
OG0019512	XP_020882680.1	jg19864
OG0019513	XP_002875133.1	jg13061
OG0019514	XP_020881025.1	jg13375
OG0019515	XP_020881196.1	jg13395
OG0019517	XP_020881067.1	jg14440
OG0019518	XP_002877340.1	jg14154
OG0019519	XP_002877357.1	jg14208
OG0019520	XP_002877404.1	jg14306
OG0019521	XP_002875830.1	jg14517
OG0019522	XP_020882603.1	jg14542
OG0019523	XP_002876693.1	jg16355
OG0019524	XP_002873187.2	jg4297
OG0019526	XP_002873815.1	jg5542
OG0019527	XP_002871867.2	jg5776
OG0019528	XP_020879070.1	jg5833
OG0019529	XP_002874376.1	jg6665
OG0019530	XP_020876190.1	jg6804
OG0019531	XP_002872439.1	jg7243
OG0019533	XP_020876780.1	jg8157
OG0019535	XP_002869474.1	jg9553
OG0019536	XP_002869567.1	jg9717
OG0019537	XP_020873844.1	jg9821
OG0019538	XP_002869616.1	jg9825
OG0019539	XP_020873811.1	jg9929
OG0019540	XP_020873516.1	jg9972
OG0019541	XP_020873837.1	jg10080
OG0019542	XP_020890202.1	jg10139
OG0019543	XP_020873536.1	jg10287
OG0019544	XP_020874013.1	jg10595
OG0019545	XP_020874433.1	jg10657
OG0019546	XP_002867961.2	jg10680
OG0019547	XP_020874994.1	jg10796
OG0019548	XP_020874792.1	jg12716
OG0019549	XP_002868597.1	jg12767
OG0019550	XP_020871168.1	jg20606
OG0019551	XP_002865352.1	jg20694
OG0019552	XP_002863751.2	jg21041
OG0019553	XP_002863886.1	jg21367
OG0019554	XP_020871823.1	jg21648
OG0019555	XP_002864063.1	jg21714
OG0019556	XP_020881328.1	jg21953
OG0019557	XP_020871444.1	jg22137
OG0019558	XP_020871513.1	jg22298
OG0019558	XP_020871450.1	jg22297
OG0019559	XP_002864405.1	jg22401
OG0019561	YP_009357263.1	jg23828
OG0019603	XP_020876214.1	jg5242
OG0019604	XP_002871451.1	jg4935
OG0019605	XP_020872184.1	jg8931
OG0019608	XP_002893639.2	jg31625
OG0019610	XP_002893836.1	jg31720
OG0019611	XP_020866101.1	jg31812
OG0019613	XP_002890981.1	jg31880
OG0019614	XP_020871479.1	jg23240, jg16901, jg23241
OG0019615	XP_020883701.1	jg23137
OG0019616	XP_020879157.1	jg6383
OG0019617	XP_002862952.1, XP_020886457.1	jg22950
OG0019618	XP_020869154.1	jg22891
OG0019619	XP_002864421.1	jg22440
OG0019620	XP_020871611.1	jg22384
OG0019621	XP_020880725.1	jg14697
OG0019622	XP_020873847.1	jg9759
OG0019622	XP_020876233.1	jg4563
OG0019623	XP_020875964.1	jg4371
OG0019624	XP_002869266.1	jg9139
OG0019625	XP_002872310.1	jg6772
OG0019626	XP_020875856.1	jg4003
OG0019628	XP_020875806.1	jg3806
OG0019630	XP_002889271.1	jg3673
OG0019634	XP_020879670.1	jg14539
OG0019635	XP_002877569.1	jg14564
OG0019636	XP_020870486.1	jg33813
OG0019638	XP_020867343.1	jg33760
OG0019639	XP_020869961.1	jg33618
OG0019640	XP_020867166.1	jg33526
OG0019642	XP_002863234.1	jg11710
OG0019646	XP_002893860.1	jg32177
OG0019647	XP_020887757.1	jg20638
OG0019648	XP_002863513.1	jg20590
OG0019649	XP_020877379.1	jg20594
OG0019651	XP_020885696.1	jg18680
OG0019658	XP_002878400.2	jg16228
OG0019659	XP_020881575.1	jg16173
OG0019660	XP_020880492.1	jg15904
OG0019661	XP_002876365.1	jg15610
OG0019662	XP_020881990.1	jg15497
OG0019666	XP_020886866.1, XP_020882762.1	jg19342
OG0019667	XP_020871376.1	jg21294
OG0019667	XP_020872026.1	jg21295
OG0019668	XP_002879837.2	jg19237
OG0019669	XP_020876502.1	jg7748
OG0019670	XP_020882749.1	jg18153
OG0019671	XP_020868528.1	jg32091
OG0019672	XP_020884266.1	jg20096
OG0019674	XP_002880119.1	jg19805
OG0019675	XP_002881823.1	jg19513
OG0019676	XP_002884344.1	jg24113
OG0019678	XP_002882413.2	jg24444
OG0019679	XP_002884520.1	jg24474
OG0019680	XP_002884664.1	jg24729
OG0019681	XP_020877382.1	jg4049
OG0019682	XP_002882889.1	jg25487
OG0019683	XP_020886638.1	jg25496
OG0019686	XP_002885402.1	jg26245
OG0019687	XP_020879833.1	jg21035
OG0019688	XP_002870816.1	jg12429
OG0019690	XP_020888481.1	jg26588
OG0019691	XP_020869906.1	jg28628
OG0019694	XP_020879873.1	jg15300
OG0019695	XP_020868730.1	jg31245
OG0019697	XP_002890176.1	jg30145
OG0019698	XP_020866417.1	jg30371
OG0019700	XP_002893171.1	jg30699
OG0019701	XP_002890502.1	jg30785
OG0019702	XP_002888112.1	jg873
OG0019703	XP_002894657.2	jg1366
OG0019704	XP_020868307.1	jg1430
OG0019707	XP_002874837.2	jg7784
OG0019708	XP_020875563.1	jg8319
OG0019709	XP_020875018.1	jg8471
OG0019712	XP_020874029.1	jg9007
OG0019713	XP_002867280.1	jg9224
OG0019714	XP_002867468.1	jg9627
OG0019716	XP_020869103.1	jg28942
OG0019717	XP_002892403.1	jg29105
OG0019718	XP_020869862.1	jg30543
OG0019719	XP_020867483.1	jg31131
OG0019720	XP_002893745.1	jg31939
OG0019721	XP_002891162.1	jg32172
OG0019722	XP_020869412.1	jg32236
OG0019722	XP_020868919.1	jg32235
OG0019723	XP_020867079.1	jg32529
OG0019725	XP_002886397.2, XP_020889829.1	jg523
OG0019726	XP_020890142.1	jg784
OG0019727	XP_020870861.1	jg1465
OG0019727	XP_002864031.1	jg21658
OG0019729	XP_002888802.2	jg2705
OG0019730	XP_020886898.1	jg24059
OG0019731	XP_002884978.1	jg25359
OG0019731	XP_002882854.1	jg25383
OG0019732	XP_020889053.1	jg21254, jg21265, jg26115
OG0019733	XP_020888479.1	jg27347
OG0019734	XP_002864576.2, XP_020875658.1, XP_020870820.1, XP_020877796.1, XP_020883033.1	jg27364
OG0019735	XP_020887830.1	jg27960
OG0019736	XP_002886160.1	jg27980
OG0019737	XP_020883930.1	jg16522
OG0019738	XP_020883029.1	jg16715
OG0019739	XP_002880465.1	jg16719
OG0019740	XP_002880556.1	jg16887
OG0019741	XP_002878831.1	jg17064
OG0019742	XP_002879088.1	jg17651
OG0019743	XP_020885668.1, XP_002862492.2	jg18162
OG0019745	XP_002879421.1	jg18369
OG0019746	XP_020885692.1	jg18834
OG0019746	XP_002872806.1	jg7873
OG0019748	XP_020885591.1	jg19946
OG0019749	XP_002882121.1	jg20165
OG0019750	XP_020881741.1	jg14334
OG0019751	XP_002877425.1	jg14336
OG0019752	XP_020880787.1	jg14707
OG0019753	XP_020882145.1	jg14785
OG0019754	XP_002875967.1	jg14791
OG0019755	XP_002876063.1	jg14982
OG0019756	XP_002878398.2	jg16225
OG0019757	XP_002873474.1	jg4906
OG0019758	XP_020878606.1	jg5271
OG0019760	XP_002866819.1	jg8352
OG0019761	XP_020875493.1	jg8370
OG0019762	XP_002866886.1	jg8484
OG0019763	XP_020875662.1	jg8595
OG0019764	XP_002867349.1	jg9369
OG0019765	XP_020873278.1	jg9784
OG0019766	XP_020873337.1	jg9913
OG0019767	XP_002867650.2	jg10001, jg10003
OG0019768	XP_020873484.1	jg10009
OG0019769	XP_020873781.1	jg10369
OG0019770	XP_002867845.1	jg10417
OG0019771	XP_020872646.1	jg10988
OG0019772	XP_020874494.1	jg11198
OG0019773	XP_020872944.1	jg12580
OG0019774	XP_002870658.2	jg12723
OG0019775	XP_020875188.1	jg12784
OG0019776	XP_002863817.1	jg21188
OG0019777	XP_020871147.1	jg21403
OG0019778	XP_002865722.1	jg21548
OG0019779	XP_020883647.1	jg21809
OG0019780	XP_002864171.2	jg21935
OG0019782	XP_020885285.1	jg22152
OG0019783	XP_020866175.1, XP_020871061.1	jg22516
OG0019784	XP_020886534.1	jg22769
OG0019785	XP_002865029.1	jg23674
OG0019786	XP_002877223.2	jg188
OG0019787	XP_002884373.2	jg249
OG0019831	XP_002869372.2	jg9356
OG0019832	XP_002877332.1	jg14147
OG0019833	XP_002885155.2	jg25728
OG0019834	XP_002873349.1	jg4670
OG0019835	XP_002879274.2	jg18110
OG0019837	XP_002893508.2	jg31339
OG0019838	XP_002890827.1	jg31507
OG0019839	XP_002864945.1	jg23527
OG0019841	XP_020887861.1	jg27100
OG0019842	XP_020869516.1	jg23200
OG0019843	XP_020889130.1	jg23075
OG0019844	XP_020876849.1	jg6410
OG0019845	XP_020879899.1	jg14755
OG0019848	XP_002873039.1	jg3946
OG0019849	XP_020878917.1	jg3837
OG0019851	XP_002887847.1	jg3764
OG0019853	XP_020881784.1	jg14843
OG0019855	XP_020866012.1	jg33811
OG0019857	XP_020868067.1	jg33587
OG0019858	XP_002863316.1	jg11712
OG0019859	XP_002878208.1	jg15853
OG0019860	XP_020880585.1	jg15852
OG0019861	XP_002863446.1	jg20492
OG0019863	XP_020866664.1	jg33397
OG0019864	XP_002894384.1	jg33444
OG0019865	XP_020883718.1	jg18696
OG0019868	XP_002885980.1, XP_020875265.1	jg1894, jg17813
OG0019870	XP_020879677.1	jg16053
OG0019871	XP_020879716.1	jg16004
OG0019872	XP_020880605.1	jg15864
OG0019873	XP_002878250.1	jg15931
OG0019874	XP_020880505.1	jg15935
OG0019875	XP_020865970.1	jg2363
OG0019876	XP_002867890.1	jg10556
OG0019878	XP_002881639.1	jg19129
OG0019881	XP_020884823.1	jg19792
OG0019882	XP_020873858.1	jg9803
OG0019884	XP_020882732.1	jg19414
OG0019885	XP_020888458.1	jg24006, jg11069
OG0019886	XP_020888922.1	jg24160
OG0019887	XP_002884419.1	jg24250
OG0019887	XP_020886493.1	jg24175
OG0019891	XP_020887984.1	jg25434
OG0019892	XP_002872200.1	jg6517
OG0019893	XP_002882890.1	jg25488
OG0019897	XP_002883159.1	jg26040
OG0019898	XP_020886881.1	jg26618
OG0019899	XP_020870081.1	jg28439
OG0019902	XP_020869650.1, XP_002893322.2	jg30973, jg30971
OG0019903	XP_020882192.1	jg14830
OG0019904	XP_002886550.1	jg829
OG0019906	XP_020868137.1	jg33014
OG0019907	XP_002866827.1	jg8372
OG0019908	XP_020882604.1	jg13588
OG0019910	XP_002872017.1	jg6106
OG0019911	XP_020867350.1	jg30901
OG0019912	XP_020876244.1	jg7293
OG0019913	XP_020868933.1	jg28733
OG0019914	XP_002890009.1	jg29822
OG0019915	XP_020866796.1	jg30047
OG0019916	XP_020869570.1	jg30067, jg30066
OG0019917	XP_020870387.1	jg30237
OG0019919	XP_002893243.1	jg30827
OG0019920	XP_020875542.1, XP_002865962.2	jg31649
OG0019921	XP_020887328.1, XP_020891273.1, XP_020885232.1, XP_020872152.1, XP_020870245.1, XP_020881948.1, XP_020872996.1, XP_020869786.1, XP_020890934.1, XP_020866371.1, XP_020879762.1	jg32313, jg16957
OG0019922	XP_020866724.1	jg33072
OG0019923	XP_002886465.1	jg670
OG0019924	XP_020890114.1	jg901
OG0019925	XP_002889145.1	jg3421
OG0019926	XP_002891996.1	jg1340
OG0019927	XP_002891991.1	jg1351
OG0019928	XP_020870000.1	jg1484
OG0019929	XP_002894602.1	jg1514
OG0019930	XP_020890252.1	jg2181
OG0019932	XP_002882181.1	jg23952
OG0019934	XP_020887955.1	jg24341
OG0019935	XP_020886631.1, XP_020886628.1, XP_002882505.1	jg24649
OG0019936	XP_020886147.1	jg24676
OG0019936	XP_020886145.1, XP_020886149.1	jg24677
OG0019937	XP_002883494.2	jg26707
OG0019937	XP_002883493.1	jg26706, jg26704, jg26705
OG0019938	XP_002883700.1	jg27073
OG0019939	XP_020886484.1, XP_002885879.1	jg27398
OG0019940	XP_020887196.1	jg27431
OG0019941	XP_020884012.1	jg19117
OG0019942	XP_002886101.1	jg27841
OG0019943	XP_002886145.1	jg27952
OG0019944	XP_002880376.2	jg16548
OG0019945	XP_002878659.1	jg16759
OG0019946	XP_002880614.2	jg17907
OG0019948	XP_020882652.1	jg19744
OG0019949	XP_002875860.2	jg19884, jg14576
OG0019950	XP_002882120.1	jg20160
OG0019951	XP_002875100.1	jg13001
OG0019952	XP_020879820.1	jg13197
OG0019953	XP_020884413.1, XP_020876229.1, XP_020882268.1	jg13199
OG0019955	XP_002894218.1	jg11514, jg13996
OG0019956	XP_002877310.1	jg14083
OG0019957	XP_020882621.1	jg14115
OG0019958	XP_002875698.1	jg14236
OG0019959	XP_002877482.1	jg14420
OG0019960	XP_020880383.1	jg14634, jg14632
OG0019962	XP_002876152.2	jg15171
OG0019963	XP_002877987.1	jg15388
OG0019964	XP_020881908.1	jg15860
OG0019965	XP_020881473.1	jg15991
OG0019966	XP_020881144.1	jg16144
OG0019967	XP_002876712.1	jg16398, jg16407, jg16391
OG0019969	XP_002871166.1	jg4309
OG0019970	XP_002871459.1	jg4943
OG0019971	XP_002871996.2	jg6032
OG0019972	XP_020878598.1	jg6273
OG0019973	XP_002872288.1	jg6706
OG0019974	XP_002874503.1	jg7207
OG0019975	XP_020878572.1	jg7225
OG0019976	XP_002872622.1, XP_002872614.1, XP_002874694.1	jg7520
OG0019977	XP_002874900.1	jg7940
OG0019978	XP_002872924.1	jg8155
OG0019979	XP_020874518.1	jg8592
OG0019982	XP_020873854.1	jg10101
OG0019983	XP_002870081.1	jg10827
OG0019984	XP_002868196.2	jg11150
OG0019985	XP_020872981.1	jg12566
OG0019986	XP_002865225.1	jg20505
OG0019987	XP_020871884.1	jg20579
OG0019988	XP_020871634.1	jg20666
OG0019989	XP_002862272.2, XP_020888245.1	jg20927
OG0019990	XP_002865694.1	jg21476
OG0019991	XP_002864071.1	jg21731
OG0019992	XP_020885639.1	jg21813
OG0019993	XP_020867651.1	jg21816
OG0019994	XP_020868384.1	jg21857
OG0019995	XP_020871828.1	jg22186
OG0019996	XP_002864535.1	jg22691
OG0019997	XP_020874674.1	jg22841
OG0019998	XP_020871537.1	jg22987
OG0019999	YP_009357314.1	jg221
OG0020049	XP_020881756.1	jg23158
OG0020050	XP_020877873.1	jg6501
OG0020052	XP_002866057.1	jg22296
OG0020055	XP_020889839.1	jg3796
OG0020058	XP_002894441.1	jg33550
OG0020060	XP_020883869.1	jg18803
OG0020061	XP_002870393.2, XP_020876481.1	jg11504
OG0020062	XP_002888924.1	jg2974
OG0020065	XP_020881783.1	jg14048
OG0020066	XP_020885774.1	jg18606
OG0020068	XP_002875727.2	jg14296
OG0020069	XP_020866598.1	jg13834
OG0020073	XP_020880304.1	jg16440
OG0020074	XP_002878475.1	jg16342
OG0020077	XP_020881717.1	jg15491
OG0020078	XP_020886287.1	jg28094
OG0020080	XP_002872596.1	jg7525
OG0020081	XP_020875221.1	jg12166
OG0020082	XP_020885100.1	jg20222
OG0020084	XP_002867806.2	jg10351
OG0020085	XP_002884471.1	jg17148, jg24368
OG0020087	XP_020888559.1	jg24930
OG0020088	XP_020888648.1	jg24984
OG0020090	XP_020885915.1	jg25621
OG0020094	XP_020888714.1	jg26567
OG0020095	XP_002876094.1	jg15043
OG0020096	XP_020868826.1	jg28577
OG0020097	XP_020866049.1	jg29560
OG0020098	XP_002889918.1	jg29659
OG0020099	XP_002891283.1	jg32596, jg32598
OG0020103	XP_002886461.2	jg641
OG0020106	XP_020873209.1	jg8602
OG0020108	XP_020872819.1	jg9201
OG0020109	XP_002892315.1	jg28948
OG0020111	XP_002893795.2	jg32053
OG0020113	XP_020883220.1	jg18531
OG0020114	XP_002891249.2	jg32485
OG0020116	XP_020890743.1	jg7005, jg6995, jg32672
OG0020117	XP_002891416.1	jg32896
OG0020118	XP_020866740.1	jg33113
OG0020120	XP_020869345.1	jg33752
OG0020121	XP_020875813.1	jg14355, jg1052
OG0020122	XP_020866158.1	jg1511
OG0020123	XP_020870913.1	jg1531
OG0020124	XP_020880736.1, XP_020887786.1	jg11000
OG0020124	XP_020866129.1, XP_002870650.2	jg13944, jg13748, jg2092, jg11739
OG0020125	XP_020889831.1	jg3270
OG0020126	XP_002889074.1	jg3289
OG0020127	XP_002887843.1	jg3753
OG0020128	XP_002884782.2	jg24954
OG0020129	XP_002882927.1	jg25558
OG0020130	XP_002885125.1	jg25656
OG0020131	XP_002885342.2	jg26135
OG0020132	XP_002883526.1, XP_002883527.1, XP_020886124.1	jg26765
OG0020133	XP_020888381.1, XP_020886510.1	jg27087
OG0020135	XP_020888956.1	jg27487
OG0020137	XP_002878686.1	jg16805
OG0020139	XP_020884418.1	jg17034
OG0020140	XP_002878974.1	jg17374
OG0020141	XP_002878311.1	jg16056, jg17931
OG0020142	XP_002879443.1	jg18424
OG0020143	XP_002862217.2, XP_002879834.2	jg19229
OG0020144	XP_020882589.1	jg13702
OG0020146	XP_002877604.1	jg14637
OG0020147	XP_002883502.1, XP_002883499.1, XP_002883504.1, XP_020886344.1	jg14923
OG0020148	XP_020869917.1, XP_020878764.1, XP_020879713.1	jg16377, jg6104
OG0020149	XP_020879533.1	jg4777
OG0020150	XP_020875877.1	jg6279
OG0020151	XP_002874402.2	jg6698
OG0020153	XP_002872401.2	jg7142, jg7098
OG0020154	XP_002874506.2	jg7201
OG0020155	XP_020890709.1	jg7279, jg12447
OG0020156	XP_002872611.1, XP_002872618.1	jg7568
OG0020157	XP_002872970.1	jg8234
OG0020158	XP_002867170.2	jg9016
