Orthogroup	Arabidopsis_lyrata_NCBI	Cochlearia_excelsa
OG0014513	XP_020885732.1	g37795
OG0014514	XP_020883985.1	g40154
OG0014515	XP_020884155.1	g40128
OG0014516	XP_020884930.1	g43660
OG0014517	XP_002880907.1	g40117
OG0014518	XP_020885833.1	g40114
OG0014519	XP_020885829.1	g40112
OG0014520	XP_020883480.1	g40094
OG0014521	XP_020883812.1, XP_020872076.1	g37812, g53449
OG0014522	XP_002879127.1	g40077
OG0014523	XP_020883799.1	g40071
OG0014524	XP_002880953.1	g40068
OG0014525	XP_002880947.1	g37821
OG0014526	XP_002880945.1	g40062
OG0014527	XP_020883793.1	g40056
OG0014528	XP_002880934.1	g40045
OG0014529	XP_020884399.1	g40039
OG0014530	XP_020882741.1	g51085
OG0014531	XP_020882800.1	g37843
OG0014532	XP_002880998.1	g39977
OG0014533	XP_002862704.1, XP_002881002.1	g39984
OG0014534	XP_002879179.1	g39985
OG0014535	XP_020885266.1	g40002
OG0014536	XP_020885658.1	g51121
OG0014537	XP_020883279.1	g51122
OG0014538	XP_020883549.1	g39972
OG0014539	XP_020884878.1	g37878
OG0014540	XP_020884879.1	g51177
OG0014541	XP_020883998.1	g51181
OG0014542	XP_002881083.1	g39951
OG0014543	XP_020874431.1, XP_020885346.1	g39946
OG0014544	XP_020884433.1	g39936
OG0014545	XP_002881096.1	g37896
OG0014546	XP_002881100.1	g51198
OG0014547	XP_002879284.1, XP_002862621.1	g51228
OG0014548	XP_002871999.2	g39859
OG0014550	XP_002879319.1	g51240
OG0014551	XP_002881169.1	g51241
OG0014552	XP_020885679.1	g39848
OG0014553	XP_002881176.1	g51252
OG0014554	XP_020883431.1	g39840
OG0014555	XP_020873790.1	g47493
OG0014556	XP_002881202.1	g51271
OG0014558	XP_020884396.1	g39819
OG0014559	XP_020884992.1	g51288
OG0014560	XP_002862888.1, XP_020884813.1	g51290
OG0014561	XP_020883684.1	g39810
OG0014562	XP_020884358.1	g39799
OG0014563	XP_020885026.1	g39791
OG0014564	XP_020884465.1	g39787
OG0014565	XP_002879414.2	g39770
OG0014566	XP_002881242.2	g37941
OG0014567	XP_020885802.1	g39765
OG0014568	XP_002881253.1	g51322
OG0014569	XP_020884988.1	g51353
OG0014570	XP_020878076.1	g39728
OG0014571	XP_020871038.1	g11100
OG0014572	XP_002863634.1	g39710
OG0014573	XP_002865401.1	g39708
OG0014574	XP_020885196.1	g39707
OG0014575	XP_020887519.1	g11090
OG0014576	XP_020871731.1	g11088
OG0014577	XP_002863621.1	g39694
OG0014578	XP_020871857.1	g39680
OG0014579	XP_002865381.1	g39679
OG0014580	XP_020882322.1	g11065
OG0014581	XP_020882653.1	g11061
OG0014582	XP_020873420.1	g23780
OG0014583	XP_002869678.1	g23766
OG0014584	XP_020873701.1	g47544
OG0014585	XP_020873826.1	g23763
OG0014587	XP_002867605.1	g47551
OG0014588	XP_002869667.1	g23758
OG0014589	XP_020869567.1	g54011
OG0014590	XP_020866594.1	g36259
OG0014591	XP_020870936.1	g36248
OG0014592	XP_020868435.1	g28121
OG0014593	XP_002891343.1	g53986
OG0014594	XP_002890739.1	g50419
OG0014595	XP_002891306.2	g36175
OG0014596	XP_020890180.1	g44391
OG0014597	XP_020866912.1	g28140
OG0014598	XP_020867927.1	g28139
OG0014599	XP_020869075.1	g28136
OG0014600	XP_002891322.1	g53964
OG0014601	XP_020866751.1	g50436
OG0014602	XP_020866752.1	g32295
OG0014603	XP_020867333.1	g27642
OG0014604	XP_020867829.1	g32306
OG0014605	XP_020870328.1	g27649
OG0014606	XP_002890765.1	g27650
OG0014607	XP_020869960.1	g27655
OG0014608	XP_020867486.1	g32339
OG0014609	XP_020866526.1	g50472
OG0014610	XP_020867309.1	g32374
OG0014611	XP_020868984.1	g50502
OG0014612	XP_020868260.1	g50508
OG0014613	XP_020867240.1	g50513
OG0014614	XP_002893573.1	g32409
OG0014615	XP_020866852.1	g50517
OG0014616	XP_002890837.1	g32418
OG0014617	XP_020867365.1	g32428
OG0014618	XP_002893597.2	g32436
OG0014619	XP_020869707.1	g27694
OG0014620	XP_020867054.1	g50542
OG0014621	XP_020869912.1	g32472
OG0014622	XP_020866937.1	g32473
OG0014623	XP_002867661.1	g23832
OG0014624	XP_020869406.1	g50547
OG0014625	XP_002890884.1	g50551
OG0014626	XP_020867592.1	g32479
OG0014627	XP_020870636.1	g27718
OG0014628	XP_020869489.1	g50566
OG0014629	XP_002890913.1	g32506
OG0014630	XP_020866433.1	g50573
OG0014631	XP_002891131.2	g50578
OG0014632	XP_020870584.1	g50579
OG0014633	XP_002893847.1	g50589
OG0014634	XP_002893846.1	g32525
OG0014635	XP_002891146.2	g27746
OG0014636	XP_002891143.1	g27743
OG0014637	XP_002891141.1	g27737
OG0014638	XP_002890949.1	g50610
OG0014639	XP_002893686.1	g32535
OG0014640	XP_020867080.1	g32539
OG0014641	XP_020868050.1	g27724
OG0014642	XP_020870248.1	g50626
OG0014643	XP_002890970.1	g50628
OG0014644	XP_020867122.1	g32595
OG0014645	XP_020870448.1	g32600
OG0014646	XP_020867922.1	g50633
OG0014647	XP_020868035.1	g27780
OG0014648	XP_020881303.1	g10704
OG0014649	XP_020879961.1	g10697
OG0014650	XP_002876855.1	g10680
OG0014651	XP_020880940.1	g1531
OG0014652	XP_020881650.1	g1544
OG0014653	XP_002867635.1	g23811
OG0014654	XP_002875205.1	g10663
OG0014655	XP_002876889.1	g1551
OG0014656	XP_020879822.1	g1557
OG0014657	XP_002866731.1	g50
OG0014658	XP_002865046.1	g9653
OG0014659	XP_002865030.1	g62
OG0014660	XP_002866711.1	g77
OG0014661	XP_002865012.1	g78
OG0014662	XP_020869680.1	g9670
OG0014663	XP_002866709.1	g82
OG0014664	XP_020870048.1	g83
OG0014665	XP_002866703.1	g97
OG0014666	XP_020869373.1	g100
OG0014667	XP_020869366.1	g102
OG0014668	XP_020871695.1	g112
OG0014669	XP_020884750.1	g9688
OG0014670	XP_020884736.1	g118
OG0014671	XP_020885157.1	g9691
OG0014674	XP_002866676.1	g9707
OG0014675	XP_002866657.1	g166
OG0014676	XP_002862463.1, XP_002866653.1	g9723
OG0014677	XP_020884816.1	g45210
OG0014678	XP_020871756.1	g9734
OG0014679	XP_020871118.1	g9742
OG0014680	XP_002864918.1	g207
OG0014681	XP_020870006.1	g213
OG0014682	XP_002864909.2	g217
OG0014683	XP_002866616.1	g9762
OG0014684	XP_020871870.1	g233
OG0014685	XP_002866614.1	g9764
OG0014686	XP_002864897.1	g9765
OG0014687	XP_002866606.1	g2754
OG0014688	XP_020883660.1	g245
OG0014689	XP_020871287.1	g9783
OG0014690	XP_020881877.1	g9792
OG0014691	XP_020868000.1	g261
OG0014692	XP_002866583.1	g263
OG0014693	XP_020889435.1	g282
OG0014694	XP_002864847.1	g299
OG0014695	XP_020882456.1	g300
OG0014696	XP_020885649.1	g9816
OG0014697	XP_002866552.1	g303
OG0014698	XP_002866551.1	g304
OG0014699	XP_002881825.1	g315
OG0014700	XP_002864843.1	g309
OG0014701	XP_020871063.1	g9826
OG0014702	XP_002866534.1	g320
OG0014703	XP_020871872.1	g9828
OG0014704	XP_002866527.1	g18623
OG0014705	XP_020881576.1	g324
OG0014707	XP_020871223.1	g348
OG0014708	XP_002866484.1	g18605
OG0014709	XP_002864783.1	g359
OG0014710	XP_002866474.1	g9871
OG0014711	XP_002866470.1	g380
OG0014712	XP_020883417.1	g9873
OG0014713	XP_020865862.1	g384
OG0014714	XP_020871023.1	g388
OG0014715	XP_020883725.1	g390
OG0014717	XP_020868741.1	g9888
OG0014718	XP_020882381.1	g413
OG0014720	XP_020871240.1	g9901
OG0014721	XP_020871149.1	g9908
OG0014722	XP_020871858.1	g435
OG0014723	XP_002876993.1	g9937
OG0014724	XP_002866406.1	g9938
OG0014725	XP_020878496.1	g9939
OG0014726	XP_002866399.2	g448
OG0014728	XP_020879568.1, XP_020879570.1	g491
OG0014729	XP_002874133.1	g9970
OG0014730	XP_020878586.1	g9988
OG0014731	XP_002872071.1	g501
OG0014732	XP_020877897.1	g9992
OG0014733	XP_002893999.1	g28142
OG0014734	XP_020876298.1	g9995
OG0014735	XP_002875755.1	g2915
OG0014736	XP_020877540.1	g18571
OG0014737	XP_020878968.1	g533
OG0014738	XP_020877987.1	g10001
OG0014739	XP_020879053.1	g10005
OG0014740	XP_002874189.1	g539
OG0014741	XP_020877413.1	g541
OG0014742	XP_020877943.1	g546
OG0014743	XP_002874202.2	g547
OG0014745	XP_020877597.1	g548
OG0014746	XP_002874210.1	g550
OG0014747	XP_020878658.1	g18565
OG0014748	XP_002872128.1	g564
OG0014749	XP_002872129.1	g29124
OG0014750	XP_020878643.1	g567
OG0014751	XP_020876188.1	g576
OG0014752	XP_002874251.1	g589
OG0014753	XP_002874285.1	g14919, g18548
OG0014754	XP_020877867.1	g18544
OG0014755	XP_020877863.1	g625
OG0014756	XP_002874297.1	g10095
OG0014758	XP_002873945.1	g29111
OG0014759	XP_020877021.1	g28979
OG0014760	XP_020879092.1	g28968
OG0014761	XP_020877903.1	g693
OG0014762	XP_020878817.1	g28952, g41410
OG0014763	XP_002871930.1	g708
OG0014764	XP_002873995.1	g718
OG0014765	XP_020877338.1	g719
OG0014767	XP_020878283.1	g722
OG0014768	XP_002871948.1	g723
OG0014769	XP_020876534.1	g41395
OG0014770	XP_020876315.1	g28911
OG0014771	XP_020877348.1	g747
OG0014772	XP_002871975.1	g41370
OG0014773	XP_020877378.1	g771
OG0014774	XP_020877830.1	g41361
OG0014775	XP_002874050.1	g777
OG0014776	XP_020869159.1	g50271
OG0014777	XP_002871997.1	g788
OG0014778	XP_002874069.1	g794
OG0014779	XP_002872000.1	g795
OG0014780	XP_002872003.1	g41359
OG0014781	XP_020877267.1	g809
OG0014782	XP_020875820.1	g28857
OG0014783	XP_020888776.1	g11705
OG0014784	XP_002874099.1	g28855
OG0014785	XP_020879585.1	g28854
OG0014787	XP_002865980.1	g41294
OG0014788	XP_002866393.1	g41332
OG0014789	XP_002866385.1	g28829, g842
OG0014790	XP_002864694.1	g41330
OG0014791	XP_020884993.1	g28826
OG0014792	XP_020869950.1	g28824
OG0014793	XP_020889262.1	g28801
OG0014794	XP_002877219.1	g48616, g21382
OG0014795	XP_002864653.2	g28766
OG0014796	XP_002866347.1	g1631
OG0014797	XP_020881159.1	g28739
OG0014798	XP_020875113.1	g46740
OG0014799	XP_002864632.1	g28731
OG0014800	XP_020867792.1	g1266
OG0014801	XP_020870133.1	g28700, g1257
OG0014802	XP_002866320.1	g39242
OG0014803	XP_020890342.1	g1244
OG0014804	XP_002866311.1	g1243
OG0014805	XP_020889219.1	g1212
OG0014806	XP_002866280.1	g1204
OG0014807	XP_020886848.1	g1197
OG0014808	XP_020886863.1	g1196
OG0014809	XP_020886357.1	g1185
OG0014811	XP_020878393.1	g28693
OG0014812	XP_020878324.1	g1156
OG0014813	XP_020872018.1	g1154
OG0014814	XP_002866251.1	g28687
OG0014815	XP_002864520.1	g39235
OG0014816	XP_002864548.1	g28686
OG0014817	XP_020877910.1	g28684
OG0014818	XP_020881277.1	g39286
OG0014819	XP_002864538.1	g28669
OG0014820	XP_002864527.1	g1133
OG0014821	XP_002866226.1	g1131
OG0014822	XP_020871974.1	g39295
OG0014823	XP_020877208.1	g1120
OG0014824	XP_002864523.1	g39299
OG0014825	XP_020871733.1	g39306
OG0014826	XP_020871747.1	g1108
OG0014827	XP_020882314.1	g50606
OG0014828	XP_002884119.1	g13974
OG0014829	XP_020889535.1	g6164
OG0014830	XP_020890930.1	g39326
OG0014831	XP_020890946.1	g28600
OG0014832	XP_020879931.1	g28620
OG0014833	XP_020885444.1	g1082
OG0014834	XP_002864476.2	g1081
OG0014835	XP_002864470.1	g28562
OG0014836	XP_002866130.1	g28550
OG0014838	XP_002866125.1	g1044
OG0014839	XP_002866111.1	g39363
OG0014840	XP_020871163.1	g1039
OG0014841	XP_020871159.1	g28534
OG0014842	XP_002864416.1	g28531
OG0014844	XP_020871295.1	g1034
OG0014845	XP_002866112.1	g1031
OG0014846	XP_002864399.1	g28517
OG0014847	XP_020871596.1	g1018
OG0014848	XP_020871602.1	g39374
OG0014849	XP_020871989.1	g977
OG0014850	XP_020882142.1	g2621
OG0014851	XP_020880732.1	g11380
OG0014852	XP_002877665.1	g2628
OG0014853	XP_020882379.1	g11386
OG0014854	XP_002877640.1	g2674
OG0014855	XP_002875936.2	g2675
OG0014856	XP_020879950.1	g19437
OG0014857	XP_020868561.1	g45234
OG0014859	XP_002873311.1	g29626
OG0014860	XP_020876114.1	g5546
OG0014861	XP_020883224.1	g37312
OG0014862	XP_020877918.1	g45473
OG0014863	XP_020878707.1	g29648
OG0014864	XP_002873283.1	g45463
OG0014865	XP_002873282.1	g29652
OG0014866	XP_002873280.2	g29657
OG0014867	XP_020878085.1	g29660
OG0014868	XP_002873264.1	g29673
OG0014869	XP_020878940.1	g45452
OG0014870	XP_002888290.1	g18065
OG0014871	XP_002871197.1	g45443
OG0014872	XP_002873236.1	g28318
OG0014873	XP_002869733.1	g17223
OG0014875	XP_020876054.1	g45442
OG0014876	XP_002871190.1	g29703
OG0014877	XP_020876019.1	g45440
OG0014879	XP_002871181.2	g5626
OG0014880	XP_002873224.1	g45432
OG0014881	XP_002873223.1	g29711
OG0014882	XP_020875941.1	g5628
OG0014883	XP_002871176.1	g5629
OG0014885	XP_020876003.1	g45418
OG0014886	XP_002871145.1	g29736
OG0014887	XP_002871141.1	g29742
OG0014888	XP_020876008.1	g29748
OG0014890	XP_020875911.1	g5661
OG0014891	XP_020878553.1	g25857, g29774
OG0014892	XP_020877011.1	g29786
OG0014893	XP_020880651.1	g10728
OG0014894	XP_002873153.1	g45405
OG0014895	XP_020876998.1	g5689
OG0014896	XP_002871089.1	g5692
OG0014897	XP_020878108.1	g5695
OG0014898	XP_020878106.1	g29798
OG0014899	XP_002873140.1	g45393
OG0014900	XP_020879167.1	g5702
OG0014902	XP_020878879.1	g5709
OG0014903	XP_002873123.1	g5710
OG0014904	XP_002873119.1	g29813
OG0014905	XP_002870443.1	g46862
OG0014906	XP_020879121.1	g45367
OG0014907	XP_020876833.1	g45366, g29832
OG0014908	XP_002871050.1	g45365
OG0014909	XP_002871048.1	g29834
OG0014910	XP_020879354.1	g5730
OG0014911	XP_020878459.1	g5740
OG0014912	XP_020878745.1	g5745
OG0014913	XP_020878483.1	g5755
OG0014914	XP_020879556.1	g45342
OG0014915	XP_020879559.1	g5775
OG0014916	XP_020877320.1	g5778
OG0014918	XP_002870970.1	g5791
OG0014919	XP_002870965.1	g29860
OG0014920	XP_002870960.1	g45312
OG0014921	XP_020876146.1	g5796
OG0014922	XP_020879312.1	g45308
OG0014923	XP_020878475.1	g45306
OG0014924	XP_020878182.1	g45301
OG0014925	XP_002870943.1	g5805
OG0014926	XP_020879245.1	g5809
OG0014927	XP_020878113.1	g45299
OG0014929	XP_002870927.1	g5824
OG0014930	XP_002873014.1	g5826
OG0014931	XP_020878692.1	g5829
OG0014932	XP_002870921.1	g5831
OG0014933	XP_020876775.1	g5832
OG0014934	XP_002873008.1	g45286
OG0014935	XP_002873007.1	g18090
OG0014937	XP_002870910.1	g5843
OG0014938	XP_020879361.1	g5848
OG0014939	XP_020878416.1	g5868
OG0014940	XP_020875802.1	g5872
OG0014941	XP_002872985.1	g45284
OG0014942	XP_020875792.1	g45283
OG0014943	XP_002882571.1	g5871
OG0014944	XP_002872983.1	g17247
OG0014945	XP_002868636.1	g16817
OG0014946	XP_002870648.1	g16799
OG0014947	XP_020874063.1	g46649
OG0014948	XP_002868583.1	g46636
OG0014950	XP_020890013.1	g46606
OG0014951	XP_002887854.1	g46608
OG0014952	XP_020891112.1	g45244
OG0014953	XP_002889324.1	g44267
OG0014954	XP_020891113.1	g14654, g17996
OG0014955	XP_002887860.1	g44265
OG0014956	XP_002887850.1	g46601
OG0014957	XP_020891577.1	g44272
OG0014958	XP_002887842.1	g46594
OG0014959	XP_020891380.1	g46591
OG0014960	XP_002887835.1	g46587
OG0014961	XP_002889294.1	g46583
OG0014963	XP_020890637.1	g44300
OG0014964	XP_002889268.1	g46542
OG0014965	XP_020876948.1	g10142
OG0014966	XP_020865651.1	g44316
OG0014967	XP_020890643.1	g44321
OG0014968	XP_020891332.1	g44323
OG0014969	XP_002893449.1	g50399
OG0014970	XP_002889234.1	g46504
OG0014971	XP_020865900.1	g46503
OG0014972	XP_002889230.1	g44338
OG0014973	XP_020885231.1	g38300
OG0014974	XP_020890437.1	g44347
OG0014975	XP_020890442.1	g46491
OG0014976	XP_002889219.1	g46488
OG0014978	XP_020890450.1	g46477
OG0014979	XP_020890444.1	g44352
OG0014980	XP_002889201.1	g46465
OG0014981	XP_002889172.1	g46404
OG0014982	XP_020891026.1	g46402
OG0014983	XP_020865639.1	g46396
OG0014984	XP_002887698.2	g17960
OG0014985	XP_002889154.1	g13614
OG0014986	XP_002889153.2	g46379
OG0014987	XP_020890270.1	g46372
OG0014988	XP_020891230.1	g46364
OG0014989	XP_002887684.1	g44362
OG0014990	XP_002870444.1	g25140
OG0014991	XP_002887674.1	g46338
OG0014993	XP_002889127.1	g44366
OG0014994	XP_020891691.1	g46304
OG0014995	XP_020890681.1	g46302
OG0014996	XP_020890182.1	g46301
OG0014997	XP_002887645.1	g44394
OG0014998	XP_020891572.1	g44396
OG0014999	XP_002889086.1	g46277
OG0015000	XP_002887641.2	g46275
OG0015001	XP_002889080.1	g46269
OG0015002	XP_020889843.1	g46268
OG0015003	XP_020889931.1	g44401
OG0015004	XP_020877564.1	g39519
OG0015005	XP_020889608.1	g46260
OG0015006	XP_002889062.1	g46252, g44410
OG0015007	XP_020890735.1	g44412
OG0015008	XP_020890863.1	g46249
OG0015009	XP_020890529.1	g46246
OG0015010	XP_002889047.1	g44420
OG0015011	XP_020890675.1	g46231
OG0015012	XP_002889036.1	g46223
OG0015013	XP_002889035.1	g46221
OG0015014	XP_020890224.1	g46216
OG0015015	XP_020865756.1	g46213
OG0015016	XP_020890245.1	g46204
OG0015017	XP_002889025.1	g44456
OG0015018	XP_002887593.1	g44464
OG0015019	XP_020890669.1	g46196
OG0015020	XP_020889648.1	g44471
OG0015021	XP_020890410.1	g46187
OG0015022	XP_020890190.1	g46184
OG0015023	XP_020889992.1	g44481
OG0015025	XP_020887279.1	g6081
OG0015026	XP_020889309.1	g13746
OG0015027	XP_002886129.2	g13997
OG0015028	XP_020887367.1	g13989
OG0015029	XP_020882613.1	g2603
OG0015030	XP_002876427.1	g43873
OG0015031	XP_002875992.1	g19392
OG0015032	XP_020882193.1	g19391
OG0015033	XP_002875842.1	g2772
OG0015034	XP_002875840.1	g19515
OG0015035	XP_020881011.1	g2780
OG0015036	XP_002877565.1	g2770
OG0015037	XP_020881664.1	g2732
OG0015038	XP_002891882.1	g39449
OG0015039	XP_002894549.1	g54371
OG0015040	XP_002891860.1	g54368
OG0015041	XP_002894537.1	g54367
OG0015042	XP_020867341.1	g54364
OG0015043	XP_002894527.1	g54307
OG0015044	XP_020868928.1	g54316
OG0015046	XP_020867594.1	g54324
OG0015047	XP_002894492.1	g36699
OG0015048	XP_020870242.1	g36695
OG0015049	XP_002894488.1	g54338
OG0015050	XP_020869140.1	g27990
OG0015051	XP_002894458.1	g54303
OG0015052	XP_002891765.1	g28001
OG0015053	XP_020867213.1	g36637
OG0015054	XP_002891745.1	g54286, g35646
OG0015055	XP_002891739.1	g36617
OG0015056	XP_002891732.2	g36606
OG0015057	XP_020867181.1	g36604
OG0015058	XP_020867161.1	g36603
OG0015059	XP_020883181.1	g51575
OG0015060	XP_020883182.1	g38032
OG0015061	XP_020884573.1	g38037
OG0015062	XP_020884563.1	g51580
OG0015063	XP_002879620.1	g38045
OG0015064	XP_020884152.1	g51602
OG0015065	XP_020884415.1	g51607
OG0015066	XP_020880435.1	g2941
OG0015067	XP_002875730.1	g2987
OG0015068	XP_002877398.1	g2991
OG0015069	XP_020866763.1	g41253
OG0015070	XP_002864225.1	g28406
OG0015071	XP_020880613.1	g18957
OG0015072	XP_020884085.1	g1475
OG0015073	XP_002874475.1	g24287
OG0015074	XP_020877472.1	g25946
OG0015075	XP_002874485.1	g25976
OG0015076	XP_020878843.1	g1449
OG0015077	XP_002865749.1	g1505
OG0015078	XP_020873171.1	g46927
OG0015079	XP_002870426.2	g46901, g25283
OG0015080	XP_020874655.1	g46883
OG0015081	XP_020874441.1	g25187
OG0015082	XP_002863313.2	g4767
OG0015083	XP_002863288.1	g25004
OG0015084	XP_020875762.1	g24838
OG0015085	XP_020877454.1	g25943
OG0015086	XP_002863259.1	g24722
OG0015087	XP_020876285.1	g46986
OG0015088	XP_002868349.1	g24651
OG0015089	XP_002870363.1	g47007
OG0015090	XP_002870359.1	g24609
OG0015091	XP_020874977.1	g17808
OG0015092	XP_020875323.1	g24576
OG0015093	XP_020874510.1	g24537
OG0015094	XP_002870311.2	g24528
OG0015095	XP_020872160.1	g47049
OG0015096	XP_002868280.1	g47063
OG0015097	XP_020875618.1	g47087
OG0015098	XP_020874483.1	g17689
OG0015099	XP_020874555.1	g17685
OG0015100	XP_002868223.2	g17684
OG0015101	XP_020875502.1	g24461
OG0015102	XP_002870237.1	g24455
OG0015103	XP_020887248.1	g24451
OG0015104	XP_002870233.1	g24446
OG0015105	XP_020880756.1	g10739
OG0015106	XP_020886131.1	g6201
OG0015107	XP_002868183.1	g24423
OG0015108	XP_002868180.1	g17621
OG0015110	XP_020873150.1	g24417
OG0015111	XP_020873152.1	g24415
OG0015112	XP_020891523.1	g46016
OG0015113	XP_002887450.1	g46017
OG0015114	XP_002888900.1	g44585
OG0015115	XP_002888901.1	g44584
OG0015116	XP_002887470.1	g46029
OG0015117	XP_020889761.1	g46030
OG0015118	XP_002887473.1	g46033
OG0015119	XP_002888908.1	g46034
OG0015120	XP_020890507.1	g31849
OG0015121	XP_020890375.1	g46060
OG0015122	XP_002865663.1	g1644
OG0015123	XP_002887479.1	g46061
OG0015124	XP_020889602.1	g46078
OG0015125	XP_020891513.1	g46082
OG0015126	XP_020890525.1	g44559
OG0015127	XP_002869540.1	g23606
OG0015128	XP_020891779.1	g46090
OG0015129	XP_002887510.2	g46100
OG0015130	XP_020890211.1	g46108
OG0015131	XP_002888955.1	g46110
OG0015132	XP_002888960.1	g46115
OG0015133	XP_002878867.1	g51051
OG0015134	XP_002880630.1	g38356
OG0015135	XP_002887534.1	g44539
OG0015136	XP_002887536.1	g46135
OG0015137	XP_002888972.1	g46136, g44535
OG0015138	XP_020890840.1	g44530
OG0015139	XP_002887547.1	g46149
OG0015140	XP_020879994.1	g10746
OG0015141	XP_020891187.1	g17981
OG0015142	XP_020891188.1	g44513
OG0015143	XP_020889973.1	g44512
OG0015144	XP_020865799.1	g44507
OG0015145	XP_020890662.1	g44505, g46161
OG0015146	XP_002887558.1	g46168
OG0015147	XP_020889622.1	g13636
OG0015148	XP_020889619.1	g44824
OG0015149	XP_020865731.1	g44814
OG0015150	XP_002887202.1	g13635
OG0015151	XP_020889995.1	g45757
OG0015152	XP_002887207.2	g44797
OG0015153	XP_002887211.1	g44788
OG0015155	XP_002888693.1	g45767
OG0015156	XP_020889701.1	g44778
OG0015157	XP_002888705.1	g45779
OG0015158	XP_020889980.1	g44775
OG0015159	XP_002867449.1	g17042
OG0015160	XP_020875291.1	g23540
OG0015161	XP_020872609.1	g23539
OG0015162	XP_002867439.1	g23536
OG0015163	XP_002869484.1	g47678
OG0015164	XP_002869476.1	g17025
OG0015165	XP_002869462.1	g23515
OG0015166	XP_020874784.1	g23514
OG0015167	XP_020875094.1	g17015
OG0015168	XP_020872896.1	g47691
OG0015169	XP_020874615.1	g23498
OG0015170	XP_002867420.1	g23487
OG0015171	XP_020882286.1	g908
OG0015172	XP_002887945.2	g40786
OG0015173	XP_020889855.1	g40797
OG0015174	XP_002887931.1	g44263
OG0015175	XP_020872924.1	g16874
OG0015176	XP_002870728.1	g16862
OG0015177	XP_020875357.1	g46679
OG0015178	XP_020872393.1	g16846
OG0015179	XP_020874222.1	g16845
OG0015180	XP_002877258.1	g11523
OG0015181	XP_020879949.1	g11508
OG0015182	XP_020881516.1	g10324
OG0015183	XP_002877110.1	g4305
OG0015184	XP_020881980.1	g10403
OG0015185	XP_020881549.1	g10450
OG0015187	XP_002877061.1	g10474
OG0015188	XP_002875388.1	g16566
OG0015189	XP_002875384.1	g1619
OG0015190	XP_002877044.1	g10493
OG0015191	XP_002875369.2	g10504
OG0015192	XP_020880805.1	g10514
OG0015193	XP_020881368.1	g10518
OG0015194	XP_002875358.1	g10519
OG0015195	XP_020880797.1	g10520
OG0015196	XP_002877014.1	g10523
OG0015197	XP_002877008.1	g1604
OG0015198	XP_020880415.1	g10539
OG0015199	XP_020882470.1	g10550
OG0015200	XP_020880204.1	g1597
OG0015201	XP_020881163.1	g1596
OG0015202	XP_020880094.1	g16613
OG0015203	XP_002876976.1	g16639
OG0015204	XP_002875311.1	g10584
OG0015205	XP_020880635.1	g10589
OG0015206	XP_020880287.1	g1583
OG0015207	XP_002875299.2	g10590
OG0015208	XP_020867432.1	g31773
OG0015209	XP_020881694.1	g10612
OG0015210	XP_020882047.1	g10613
OG0015211	XP_002875269.1	g10622
OG0015212	XP_002888745.1	g44709
OG0015213	XP_002863114.2	g44717
OG0015214	XP_020889787.1	g44757
OG0015215	XP_002887240.1	g44758, g45802
OG0015216	XP_020890389.1	g43213
OG0015217	XP_020874501.1	g24492
OG0015218	XP_020891192.1	g45793
OG0015219	XP_002865215.1	g10961
OG0015220	XP_020866532.1	g43974
OG0015221	XP_020867421.1	g40578, g10968
OG0015222	XP_020888030.1	g40575
OG0015223	XP_020871508.1	g10976
OG0015224	XP_002865252.1	g40553
OG0015225	XP_020885764.1	g40552
OG0015226	XP_020885771.1	g40551
OG0015227	XP_020888491.1	g6109
OG0015228	XP_020877457.1	g40538
OG0015229	XP_002894216.1	g54151
OG0015230	XP_020866717.1	g36411
OG0015231	XP_020866697.1	g28066
OG0015232	XP_020866735.1	g54154
OG0015233	XP_020866709.1	g36416
OG0015234	XP_002891545.1	g28063
OG0015235	XP_020866704.1	g36417
OG0015236	XP_002894226.1	g36420
OG0015237	XP_002894234.1	g54162
OG0015238	XP_002894245.1	g36432
OG0015239	XP_020867279.1	g36445
OG0015240	XP_002894253.1	g36446
OG0015242	XP_020867977.1	g54178
OG0015243	XP_002894266.1	g36456
OG0015244	XP_002894284.1	g54197
OG0015245	XP_020869713.1	g28046
OG0015246	XP_002891617.1	g36486
OG0015247	XP_020883254.1	g28041
OG0015248	XP_020870338.1	g36502
OG0015249	XP_002891640.1	g3855, g36503
OG0015250	XP_020869126.1	g36504
OG0015251	XP_020891525.1	g44293
OG0015252	XP_002880597.1	g38368
OG0015253	XP_002891654.2	g36520
OG0015254	XP_020869703.1	g36523
OG0015255	XP_002894367.1	g36558
OG0015256	XP_020869167.1	g36561
OG0015258	XP_002869651.1	g23733, g47559
OG0015259	XP_020868694.1	g36572
OG0015260	XP_020868695.1	g36573
OG0015261	XP_002894389.1	g36578
OG0015262	XP_002891705.1	g36580
OG0015263	XP_002894392.1	g54267
OG0015264	XP_002891711.1	g54270
OG0015265	XP_002891715.2	g36583
OG0015266	XP_002891716.1	g36584
OG0015267	XP_020870219.1	g54276
OG0015268	XP_020868051.1	g28009
OG0015269	XP_002894409.1	g36586
OG0015270	XP_002863742.1	g37027
OG0015271	XP_002865486.1	g37028
OG0015272	XP_002865475.1	g37056
OG0015273	XP_020879686.1	g18431
OG0015274	XP_002865451.2	g11133
OG0015275	XP_002865450.1	g11131, g37058
OG0015276	XP_020883851.1	g51371
OG0015277	XP_020883193.1	g37965
OG0015278	XP_002881297.1	g51388
OG0015279	XP_002879468.1	g51389
