Orthogroup	Arabidopsis_lyrata_NCBI	Rorippa_islandica
OG0014660	XP_002866711.1	Roisl.0024s0540.1.p
OG0014661	XP_002865012.1	Roisl.0024s0535.1.p
OG0014662	XP_020869680.1	Roisl.0024s0534.1.p
OG0014663	XP_002866709.1	Roisl.0024s0531.1.p
OG0014664	XP_020870048.1	Roisl.0024s0530.1.p
OG0014665	XP_002866703.1	Roisl.0024s0518.1.p
OG0014666	XP_020869373.1	Roisl.0024s0514.1.p
OG0014667	XP_020869366.1	Roisl.0024s0512.1.p
OG0014668	XP_020871695.1	Roisl.0024s0496.1.p
OG0014669	XP_020884750.1	Roisl.0024s0490.1.p
OG0014670	XP_020884736.1	Roisl.0024s0489.1.p
OG0014671	XP_020885157.1	Roisl.0024s0484.1.p
OG0014672	XP_020871280.1	Roisl.0024s0472.1.p
OG0014673	XP_020871722.1, XP_020873372.1	Roisl.0024s0456.1.p
OG0014674	XP_002866676.1	Roisl.0024s0448.1.p
OG0014675	XP_002866657.1	Roisl.0024s0410.1.p
OG0014676	XP_002862463.1, XP_002866653.1	Roisl.0024s0406.1.p
OG0014677	XP_020884816.1	Roisl.0024s0389.1.p
OG0014678	XP_020871756.1	Roisl.0024s0377.1.p
OG0014679	XP_020871118.1	Roisl.0024s0372.1.p
OG0014680	XP_002864918.1	Roisl.0024s0360.1.p
OG0014681	XP_020870006.1	Roisl.0024s0350.1.p
OG0014682	XP_002864909.2	Roisl.0024s0342.1.p
OG0014683	XP_002866616.1	Roisl.0024s0327.1.p
OG0014684	XP_020871870.1	Roisl.0024s0324.1.p
OG0014685	XP_002866614.1	Roisl.0024s0322.1.p
OG0014686	XP_002864897.1	Roisl.0024s0319.1.p
OG0014687	XP_002866606.1	Roisl.0024s0308.1.p
OG0014688	XP_020883660.1	Roisl.0024s0302.1.p
OG0014689	XP_020871287.1	Roisl.0024s0296.1.p
OG0014690	XP_020881877.1	Roisl.0024s0279.1.p
OG0014691	XP_020868000.1	Roisl.0024s0275.1.p
OG0014692	XP_002866583.1	Roisl.0024s0270.1.p
OG0014693	XP_020889435.1	Roisl.0024s0242.1.p
OG0014694	XP_002864847.1	Roisl.0024s0221.1.p
OG0014695	XP_020882456.1	Roisl.0024s0220.1.p
OG0014696	XP_020885649.1	Roisl.0024s0215.1.p
OG0014697	XP_002866552.1	Roisl.0024s0213.1.p
OG0014698	XP_002866551.1	Roisl.0024s0212.1.p
OG0014699	XP_002881825.1	Roisl.0066s0202.1.p
OG0014700	XP_002864843.1	Roisl.0024s0202.1.p
OG0014701	XP_020871063.1	Roisl.0024s0187.1.p
OG0014702	XP_002866534.1	Roisl.0024s0185.1.p
OG0014703	XP_020871872.1	Roisl.0024s0182.1.p
OG0014704	XP_002866527.1	Roisl.0024s0171.1.p
OG0014705	XP_020881576.1	Roisl.0024s0170.1.p
OG0014706	XP_002866508.1	Roisl.0024s0144.1.p
OG0014707	XP_020871223.1	Roisl.0024s0125.1.p
OG0014708	XP_002866484.1	Roisl.0080s0014.1.p
OG0014709	XP_002864783.1	Roisl.0080s0015.1.p
OG0014710	XP_002866474.1	Roisl.0080s0036.1.p
OG0014711	XP_002866470.1	Roisl.0080s0041.1.p
OG0014712	XP_020883417.1	Roisl.0080s0043.1.p
OG0014713	XP_020865862.1	Roisl.0080s0048.1.p
OG0014714	XP_020871023.1	Roisl.0080s0061.1.p
OG0014715	XP_020883725.1	Roisl.0080s0063.1.p
OG0014716	XP_020868734.1	Roisl.0080s0082.1.p
OG0014717	XP_020868741.1	Roisl.0080s0083.1.p
OG0014718	XP_020882381.1	Roisl.0080s0092.1.p
OG0014719	XP_020871892.1	Roisl.0080s0106.1.p
OG0014720	XP_020871240.1	Roisl.0080s0116.1.p
OG0014721	XP_020871149.1	Roisl.0080s0129.1.p
OG0014722	XP_020871858.1	Roisl.0080s0147.1.p
OG0014723	XP_002876993.1	Roisl.0011s0468.1.p
OG0014724	XP_002866406.1	Roisl.0080s0167.1.p
OG0014725	XP_020878496.1	Roisl.0080s0169.1.p
OG0014726	XP_002866399.2	Roisl.0080s0182.1.p
OG0014727	XP_020877404.1	Roisl.0210s1977.1.p
OG0014728	XP_020879570.1	Roisl.0214s0792.1.p
OG0014729	XP_002874133.1	Roisl.0210s2017.1.p
OG0014730	XP_020878586.1	Roisl.0210s2037.1.p
OG0014731	XP_002872071.1	Roisl.0210s2041.1.p
OG0014732	XP_020877897.1	Roisl.0210s2055.1.p
OG0014733	XP_002893999.1	Roisl.0179s0020.1.p
OG0014734	XP_020876298.1	Roisl.0046s0079.1.p
OG0014735	XP_002875755.1	Roisl.0209s0291.1.p
OG0014736	XP_020877540.1	Roisl.0046s0098.1.p
OG0014737	XP_020878968.1	Roisl.0046s0099.1.p
OG0014738	XP_020877987.1	Roisl.0046s0100.1.p
OG0014739	XP_020879053.1	Roisl.0046s0105.1.p
OG0014740	XP_002874189.1	Roisl.0046s0108.1.p
OG0014741	XP_020877413.1	Roisl.0046s0111.1.p
OG0014742	XP_020877943.1	Roisl.0046s0127.1.p
OG0014743	XP_002874202.2	Roisl.0046s0128.1.p
OG0014744	XP_020877534.1	Roisl.0184s0027.1.p
OG0014745	XP_020877597.1	Roisl.0046s0132.1.p
OG0014746	XP_002874210.1	Roisl.0046s0139.1.p
OG0014747	XP_020878658.1	Roisl.0046s0152.1.p
OG0014748	XP_002872128.1	Roisl.0046s0160.1.p
OG0014749	XP_002872129.1	Roisl.0046s0162.1.p
OG0014750	XP_020878643.1	Roisl.0046s0166.1.p
OG0014751	XP_020876188.1	Roisl.0046s0172.1.p
OG0014752	XP_002874251.1	Roisl.0046s0211.1.p
OG0014753	XP_002874285.1	Roisl.0046s0272.1.p
OG0014754	XP_020877867.1	Roisl.0046s0281.1.p
OG0014755	XP_020877863.1	Roisl.0046s0283.1.p
OG0014756	XP_002874297.1	Roisl.0046s0285.1.p
OG0014757	XP_020878525.1	Roisl.0046s0293.1.p
OG0014758	XP_002873945.1	Roisl.0210s1655.1.p
OG0014759	XP_020877021.1	Roisl.0210s1686.1.p
OG0014760	XP_020879092.1	Roisl.0210s1706.1.p
OG0014761	XP_020877903.1	Roisl.0210s1726.1.p
OG0014762	XP_020878817.1	Roisl.0210s1734.1.p
OG0014763	XP_002871930.1	Roisl.0210s1751.1.p
OG0014764	XP_002873995.1	Roisl.0210s1765.1.p
OG0014765	XP_020877338.1	Roisl.0210s1767.1.p
OG0014766	XP_002873997.1	Roisl.0210s1768.1.p
OG0014767	XP_020878283.1	Roisl.0210s1784.1.p
OG0014768	XP_002871948.1	Roisl.0210s1785.1.p
OG0014769	XP_020876534.1	Roisl.0210s1790.1.p
OG0014770	XP_020876315.1	Roisl.0210s1815.1.p
OG0014771	XP_020877348.1	Roisl.0210s1830.1.p
OG0014772	XP_002871975.1	Roisl.0210s1848.1.p
OG0014773	XP_020877378.1	Roisl.0210s1865.1.p
OG0014774	XP_020877830.1	Roisl.0210s1872.1.p
OG0014775	XP_002874050.1	Roisl.0210s1873.1.p
OG0014776	XP_020869159.1	Roisl.0191s0130.1.p
OG0014777	XP_002871997.1	Roisl.0210s1888.1.p
OG0014778	XP_002874069.1	Roisl.0210s1903.1.p
OG0014779	XP_002872000.1	Roisl.0210s1904.1.p
OG0014780	XP_002872003.1	Roisl.0210s1911.1.p
OG0014781	XP_020877267.1	Roisl.0210s1932.1.p
OG0014782	XP_020875820.1	Roisl.0210s1943.1.p
OG0014783	XP_020888776.1	Roisl.0053s0210.1.p
OG0014784	XP_002874099.1	Roisl.0210s1946.1.p
OG0014785	XP_020879585.1	Roisl.0210s1949.1.p
OG0014786	XP_002865567.1, XP_002865566.1	Roisl.0075s0016.1.p
OG0014787	XP_002865980.1	Roisl.0031s0134.1.p
OG0014788	XP_002866393.1	Roisl.0080s0195.1.p
OG0014789	XP_002866385.1	Roisl.0080s0211.1.p
OG0014790	XP_002864694.1	Roisl.0080s0213.1.p
OG0014791	XP_020884993.1	Roisl.0080s0216.1.p
OG0014792	XP_020869950.1	Roisl.0080s0219.1.p
OG0014793	XP_020889262.1	Roisl.0080s0253.1.p
OG0014794	XP_002877219.1	Roisl.0073s0001.1.p, Roisl.0073s0040.1.p
OG0014795	XP_002864653.2	Roisl.0080s0290.1.p
OG0014796	XP_002866347.1	Roisl.0080s0297.1.p
OG0014797	XP_020881159.1	Roisl.0080s0336.1.p
OG0014798	XP_020875113.1	Roisl.0213s0792.1.p
OG0014799	XP_002864632.1	Roisl.0080s0342.1.p
OG0014800	XP_020867792.1	Roisl.0080s0346.1.p
OG0014802	XP_002866320.1	Roisl.0080s0362.1.p
OG0014803	XP_020890342.1	Roisl.0080s0379.1.p
OG0014804	XP_002866311.1	Roisl.0080s0381.1.p
OG0014805	XP_020889219.1	Roisl.0080s0420.1.p
OG0014806	XP_002866280.1	Roisl.0080s0431.1.p
OG0014807	XP_020886848.1	Roisl.0080s0438.1.p
OG0014808	XP_020886863.1	Roisl.0080s0439.1.p
OG0014809	XP_020886357.1	Roisl.0080s0450.1.p
OG0014810	XP_002866256.2	Roisl.0080s0464.1.p
OG0014811	XP_020878393.1	Roisl.0080s0471.1.p
OG0014812	XP_020878324.1	Roisl.0080s0473.1.p
OG0014813	XP_020872018.1	Roisl.0080s0479.1.p
OG0014814	XP_002866251.1	Roisl.0080s0481.1.p
OG0014815	XP_002864520.1	Roisl.0080s0539.1.p
OG0014816	XP_002864548.1	Roisl.0080s0483.1.p
OG0014817	XP_020877910.1	Roisl.0080s0486.1.p
OG0014818	XP_020881277.1	Roisl.0080s0501.1.p
OG0014819	XP_002864538.1	Roisl.0080s0503.1.p
OG0014820	XP_002864527.1	Roisl.0080s0522.1.p
OG0014821	XP_002866226.1	Roisl.0080s0524.1.p
OG0014822	XP_020871974.1	Roisl.0080s0529.1.p
OG0014823	XP_020877208.1	Roisl.0080s0532.1.p
OG0014824	XP_002864523.1	Roisl.0080s0535.1.p
OG0014825	XP_020871733.1	Roisl.0082s0362.1.p, Roisl.0080s0560.1.p
OG0014826	XP_020871747.1	Roisl.0080s0562.1.p
OG0014827	XP_020882314.1	Roisl.0011s0073.1.p
OG0014828	XP_002884119.1	Roisl.0066s0086.1.p
OG0014829	XP_020889535.1	Roisl.0045s0094.1.p
OG0014830	XP_020890930.1	Roisl.0080s0601.1.p
OG0014831	XP_020890946.1	Roisl.0080s0600.1.p
OG0014832	XP_020879931.1	Roisl.0080s0588.1.p
OG0014833	XP_020885444.1	Roisl.0080s0641.1.p
OG0014834	XP_002864476.2	Roisl.0080s0642.1.p
OG0014835	XP_002864470.1	Roisl.0080s0657.1.p
OG0014836	XP_002866130.1	Roisl.0080s0706.1.p
OG0014837	XP_002864430.1, XP_002864433.1, XP_002886968.2	Roisl.0080s0719.1.p
OG0014838	XP_002866125.1	Roisl.0080s0722.1.p
OG0014839	XP_002866111.1	Roisl.0080s0759.1.p
OG0014840	XP_020871163.1	Roisl.0080s0739.1.p
OG0014841	XP_020871159.1	Roisl.0080s0741.1.p
OG0014842	XP_002864416.1	Roisl.0080s0745.1.p
OG0014843	XP_020871082.1	Roisl.0080s0749.1.p
OG0014844	XP_020871295.1	Roisl.0080s0751.1.p
OG0014845	XP_002866112.1	Roisl.0080s0758.1.p
OG0014846	XP_002864399.1	Roisl.0080s0775.1.p
OG0014847	XP_020871596.1	Roisl.0080s0783.1.p
OG0014848	XP_020871602.1	Roisl.0080s0789.1.p
OG0014849	XP_020871989.1	Roisl.0080s0855.1.p
OG0014850	XP_020882142.1	Roisl.0046s0895.1.p
OG0014851	XP_020880732.1	Roisl.0046s0877.1.p
OG0014852	XP_002877665.1	Roisl.0046s0863.1.p
OG0014853	XP_020882379.1	Roisl.0046s0846.1.p
OG0014854	XP_002877640.1	Roisl.0046s0823.1.p
OG0014855	XP_002875936.2	Roisl.0046s0821.1.p
OG0014856	XP_020879950.1	Roisl.0046s0804.1.p
OG0014857	XP_020868561.1	Roisl.0204s0180.1.p
OG0014858	XP_002872832.1	Roisl.0082s0422.1.p
OG0014859	XP_002873311.1	Roisl.0210s0488.1.p
OG0014860	XP_020876114.1	Roisl.0210s0479.1.p
OG0014861	XP_020883224.1	Roisl.0017s0289.1.p
OG0014862	XP_020877918.1	Roisl.0210s0452.1.p
OG0014863	XP_020878707.1	Roisl.0210s0439.1.p
OG0014864	XP_002873283.1	Roisl.0210s0425.1.p
OG0014865	XP_002873282.1	Roisl.0210s0418.1.p
OG0014866	XP_002873280.2	Roisl.0210s0412.1.p
OG0014867	XP_020878085.1	Roisl.0210s0407.1.p
OG0014868	XP_002873264.1	Roisl.0042s0008.1.p
OG0014869	XP_020878940.1	Roisl.0042s0026.1.p
OG0014870	XP_002888290.1	Roisl.0083s0002.1.p
OG0014871	XP_002871197.1	Roisl.0042s0055.1.p
OG0014872	XP_002873236.1	Roisl.0042s0056.1.p
OG0014873	XP_002869733.1	Roisl.0008s0230.1.p
OG0014874	XP_020876053.1	Roisl.0042s0066.1.p
OG0014875	XP_020876054.1	Roisl.0042s0067.1.p
OG0014876	XP_002871190.1	Roisl.0042s0068.1.p
OG0014877	XP_020876019.1	Roisl.0042s0070.1.p
OG0014879	XP_002871181.2	Roisl.0042s0086.1.p
OG0014880	XP_002873224.1	Roisl.0042s0088.1.p
OG0014881	XP_002873223.1	Roisl.0042s0092.1.p
OG0014882	XP_020875941.1	Roisl.0042s0099.1.p
OG0014883	XP_002871176.1	Roisl.0042s0101.1.p
OG0014884	XP_002871154.1	Roisl.0042s0127.1.p
OG0014885	XP_020876003.1	Roisl.0042s0142.1.p
OG0014886	XP_002871145.1	Roisl.0042s0143.1.p
OG0014887	XP_002871141.1	Roisl.0042s0150.1.p
OG0014889	XP_020875985.1	Roisl.0042s0156.1.p
OG0014890	XP_020875911.1	Roisl.0030s0216.1.p
OG0014891	XP_020878553.1	Roisl.0030s0200.1.p
OG0014892	XP_020877011.1	Roisl.0030s0184.1.p
OG0014893	XP_020880651.1	Roisl.0011s0129.1.p
OG0014894	XP_002873153.1	Roisl.0030s0180.1.p
OG0014895	XP_020876998.1	Roisl.0030s0170.1.p
OG0014896	XP_002871089.1	Roisl.0030s0166.1.p
OG0014897	XP_020878108.1	Roisl.0030s0158.1.p
OG0014898	XP_020878106.1	Roisl.0030s0157.1.p
OG0014899	XP_002873140.1	Roisl.0030s0151.1.p
OG0014900	XP_020879167.1	Roisl.0030s0142.1.p
OG0014901	XP_002871075.1	Roisl.0030s0137.1.p
OG0014902	XP_020878879.1	Roisl.0030s0122.1.p
OG0014903	XP_002873123.1	Roisl.0030s0119.1.p
OG0014904	XP_002873119.1	Roisl.0030s0112.1.p
OG0014905	XP_002870443.1	Roisl.0053s0072.1.p
OG0014906	XP_020879121.1	Roisl.0030s0094.1.p
OG0014907	XP_020876833.1	Roisl.0030s0089.1.p
OG0014908	XP_002871050.1	Roisl.0030s0088.1.p
OG0014909	XP_002871048.1	Roisl.0030s0085.1.p
OG0014910	XP_020879354.1	Roisl.0030s0068.1.p
OG0014911	XP_020878459.1	Roisl.0030s0056.1.p
OG0014912	XP_020878745.1	Roisl.0030s0051.1.p
OG0014913	XP_020878483.1	Roisl.0030s0028.1.p
OG0014914	XP_020879556.1	Roisl.0034s0164.1.p
OG0014915	XP_020879559.1	Roisl.0034s0165.1.p
OG0014916	XP_020877320.1	Roisl.0034s0168.1.p
OG0014918	XP_002870970.1	Roisl.0034s0141.1.p
OG0014919	XP_002870965.1	Roisl.0034s0130.1.p
OG0014920	XP_002870960.1	Roisl.0034s0125.1.p
OG0014921	XP_020876146.1	Roisl.0034s0124.1.p
OG0014922	XP_020879312.1	Roisl.0034s0112.1.p
OG0014923	XP_020878475.1	Roisl.0034s0110.1.p
OG0014924	XP_020878182.1	Roisl.0034s0105.1.p
OG0014925	XP_002870943.1	Roisl.0034s0102.1.p
OG0014926	XP_020879245.1	Roisl.0034s0099.1.p
OG0014927	XP_020878113.1	Roisl.0034s0092.1.p
OG0014928	XP_002870933.2	Roisl.0034s0080.1.p
OG0014929	XP_002870927.1	Roisl.0034s0069.1.p
OG0014930	XP_002873014.1	Roisl.0034s0067.1.p
OG0014931	XP_020878692.1	Roisl.0034s0064.1.p
OG0014932	XP_002870921.1	Roisl.0034s0062.1.p
OG0014933	XP_020876775.1	Roisl.0034s0060.1.p
OG0014934	XP_002873008.1	Roisl.0034s0055.1.p
OG0014935	XP_002873007.1	Roisl.0034s0054.1.p
OG0014937	XP_002870910.1	Roisl.0034s0046.1.p
OG0014938	XP_020879361.1	Roisl.0034s0040.1.p
OG0014939	XP_020878416.1	Roisl.0034s0016.1.p
OG0014940	XP_020875802.1	Roisl.0034s0014.1.p
OG0014941	XP_002872985.1	Roisl.0034s0013.1.p
OG0014942	XP_020875792.1	Roisl.0034s0010.1.p
OG0014943	XP_002882571.1	Roisl.0079s0212.1.p
OG0014944	XP_002872983.1	Roisl.0034s0007.1.p
OG0014945	XP_002868636.1	Roisl.0009s0150.1.p
OG0014946	XP_002870648.1	Roisl.0009s0108.1.p
OG0014947	XP_020874063.1	Roisl.0009s0092.1.p
OG0014948	XP_002868583.1	Roisl.0009s0065.1.p
OG0014950	XP_020890013.1	Roisl.0115s0031.1.p
OG0014951	XP_002887854.1	Roisl.0115s0025.1.p
OG0014952	XP_020891112.1	Roisl.0115s0010.1.p
OG0014953	XP_002889324.1	Roisl.0115s0012.1.p
OG0014954	XP_020891113.1	Roisl.0115s0013.1.p
OG0014955	XP_002887860.1	Roisl.0115s0017.1.p
OG0014956	XP_002887850.1	Roisl.0115s0039.1.p
OG0014957	XP_020891577.1	Roisl.0115s0046.1.p
OG0014958	XP_002887842.1	Roisl.0115s0054.1.p
OG0014959	XP_020891380.1	Roisl.0115s0066.1.p
OG0014960	XP_002887835.1	Roisl.0115s0070.1.p
OG0014961	XP_002889294.1	Roisl.0115s0076.1.p
OG0014962	XP_002889280.1	Roisl.0115s0110.1.p
OG0014963	XP_020890637.1	Roisl.0115s0136.1.p
OG0014964	XP_002889268.1	Roisl.0115s0142.1.p
OG0014965	XP_020876948.1	Roisl.0046s0398.1.p
OG0014966	XP_020865651.1	Roisl.0115s0174.1.p
OG0014967	XP_020890643.1	Roisl.0115s0182.1.p
OG0014968	XP_020891332.1	Roisl.0115s0185.1.p
OG0014969	XP_002893449.1	Roisl.0015s0074.1.p
OG0014970	XP_002889234.1	Roisl.0115s0210.1.p
OG0014971	XP_020865900.1	Roisl.0115s0211.1.p
OG0014972	XP_002889230.1	Roisl.0115s0216.1.p
OG0014973	XP_020885231.1	Roisl.0082s0496.1.p
OG0014974	XP_020890437.1	Roisl.0115s0228.1.p
OG0014975	XP_020890442.1	Roisl.0115s0233.1.p
OG0014976	XP_002889219.1	Roisl.0115s0236.1.p
OG0014977	XP_002887761.1	Roisl.0115s0237.1.p
OG0014978	XP_020890450.1	Roisl.0115s0252.1.p
OG0014979	XP_020890444.1	Roisl.0115s0256.1.p
OG0014980	XP_002889201.1	Roisl.0004s0035.1.p
OG0014981	XP_002889172.1	Roisl.0004s0096.1.p
OG0014982	XP_020891026.1	Roisl.0004s0098.1.p
OG0014983	XP_020865639.1	Roisl.0004s0105.1.p
OG0014984	XP_002887698.2	Roisl.0004s0125.1.p
OG0014985	XP_002889154.1	Roisl.0004s0131.1.p
OG0014986	XP_002889153.2	Roisl.0004s0132.1.p
OG0014987	XP_020890270.1	Roisl.0004s0141.1.p
OG0014988	XP_020891230.1	Roisl.0004s0148.1.p
OG0014989	XP_002887684.1	Roisl.0004s0153.1.p
OG0014990	XP_002870444.1	Roisl.0053s0074.1.p
OG0014991	XP_002887674.1	Roisl.0004s0171.1.p
OG0014992	XP_002887673.1	Roisl.0004s0175.1.p
OG0014994	XP_020891691.1	Roisl.0004s0219.1.p
OG0014995	XP_020890681.1	Roisl.0004s0223.1.p
OG0014996	XP_020890182.1	Roisl.0004s0227.1.p
OG0014997	XP_002887645.1	Roisl.0004s0234.1.p
OG0014998	XP_020891572.1	Roisl.0004s0238.1.p
OG0014999	XP_002889086.1	Roisl.0004s0242.1.p
OG0015000	XP_002887641.2	Roisl.0004s0244.1.p
OG0015001	XP_002889080.1	Roisl.0004s0251.1.p
OG0015002	XP_020889843.1	Roisl.0004s0252.1.p
OG0015003	XP_020889931.1	Roisl.0004s0256.1.p
OG0015004	XP_020877564.1	Roisl.0191s0605.1.p
OG0015005	XP_020889608.1	Roisl.0004s0267.1.p
OG0015006	XP_002889062.1	Roisl.0004s0278.1.p
OG0015007	XP_020890735.1	Roisl.0004s0281.1.p
OG0015008	XP_020890863.1	Roisl.0004s0282.1.p
OG0015009	XP_020890529.1	Roisl.0004s0291.1.p
OG0015010	XP_002889047.1	Roisl.0004s0307.1.p
OG0015011	XP_020890675.1	Roisl.0004s0315.1.p
OG0015012	XP_002889036.1	Roisl.0004s0328.1.p
OG0015013	XP_002889035.1	Roisl.0004s0330.1.p
OG0015014	XP_020890224.1	Roisl.0004s0338.1.p
OG0015015	XP_020865756.1	Roisl.0004s0341.1.p
OG0015016	XP_020890245.1	Roisl.0004s0348.1.p
OG0015017	XP_002889025.1	Roisl.0004s0350.1.p
OG0015018	XP_002887593.1	Roisl.0004s0354.1.p
OG0015019	XP_020890669.1	Roisl.0004s0358.1.p
OG0015020	XP_020889648.1	Roisl.0004s0372.1.p
OG0015021	XP_020890410.1	Roisl.0004s0379.1.p
OG0015022	XP_020890190.1	Roisl.0004s0383.1.p
OG0015023	XP_020889992.1	Roisl.0004s0389.1.p
OG0015024	XP_002886108.1	Roisl.0066s0210.1.p
OG0015025	XP_020887279.1	Roisl.0066s0186.1.p
OG0015026	XP_020889309.1	Roisl.0066s0175.1.p
OG0015027	XP_002886129.2	Roisl.0066s0142.1.p
OG0015028	XP_020887367.1	Roisl.0066s0128.1.p
OG0015029	XP_020882613.1	Roisl.0046s0920.1.p
OG0015030	XP_002876427.1	Roisl.0194s0024.1.p
OG0015031	XP_002875992.1	Roisl.0046s0908.1.p
OG0015032	XP_020882193.1	Roisl.0046s0910.1.p
OG0015033	XP_002875842.1	Roisl.0209s0456.1.p
OG0015034	XP_002875840.1	Roisl.0209s0449.1.p
OG0015035	XP_020881011.1	Roisl.0209s0448.1.p
OG0015036	XP_002877565.1	Roisl.0209s0457.1.p
OG0015037	XP_020881664.1	Roisl.0209s0476.1.p
OG0015038	XP_002891882.1	Roisl.0007s0805.1.p
OG0015039	XP_002894549.1	Roisl.0007s0770.1.p
OG0015040	XP_002891860.1	Roisl.0021s0499.1.p
OG0015041	XP_002894537.1	Roisl.0021s0502.1.p
OG0015042	XP_020867341.1	Roisl.0021s0510.1.p
OG0015043	XP_002894527.1	Roisl.0021s0518.1.p
OG0015044	XP_020868928.1	Roisl.0021s0534.1.p
OG0015045	XP_020869744.1	Roisl.0021s0553.1.p
OG0015046	XP_020867594.1	Roisl.0006s0542.1.p
OG0015047	XP_002894492.1	Roisl.0006s0525.1.p
OG0015048	XP_020870242.1	Roisl.0006s0522.1.p
OG0015049	XP_002894488.1	Roisl.0006s0517.1.p
OG0015050	XP_020869140.1	Roisl.0006s0502.1.p
OG0015051	XP_002894458.1	Roisl.0006s0450.1.p
OG0015052	XP_002891765.1	Roisl.0006s0445.1.p
OG0015053	XP_020867213.1	Roisl.0006s0431.1.p
OG0015054	XP_002891745.1	Roisl.0006s0407.1.p
OG0015055	XP_002891739.1	Roisl.0006s0399.1.p
OG0015056	XP_002891732.2	Roisl.0006s0386.1.p
OG0015057	XP_020867181.1	Roisl.0006s0382.1.p
OG0015058	XP_020867161.1	Roisl.0006s0380.1.p
OG0015059	XP_020883181.1	Roisl.0028s1057.1.p
OG0015060	XP_020883182.1	Roisl.0028s1060.1.p
OG0015061	XP_020884573.1	Roisl.0028s1065.1.p
OG0015062	XP_020884563.1	Roisl.0054s0014.1.p
OG0015063	XP_002879620.1	Roisl.0054s0039.1.p
OG0015064	XP_020884152.1	Roisl.0017s0003.1.p
OG0015065	XP_020884415.1	Roisl.0017s0018.1.p
OG0015066	XP_020880435.1	Roisl.0209s0279.1.p
OG0015067	XP_002875730.1	Roisl.0020s0150.1.p
OG0015068	XP_002877398.1	Roisl.0020s0158.1.p
OG0015069	XP_020866763.1	Roisl.0031s0073.1.p
OG0015070	XP_002864225.1	Roisl.0031s0086.1.p
OG0015071	XP_020880613.1	Roisl.0026s0062.1.p
OG0015072	XP_020884085.1	Roisl.0006s0587.1.p
OG0015073	XP_002874475.1	Roisl.0061s0023.1.p
OG0015074	XP_020877472.1	Roisl.0020s0020.1.p
OG0015075	XP_002874485.1	Roisl.0058s0104.1.p
OG0015076	XP_020878843.1	Roisl.0214s0078.1.p
OG0015077	XP_002865749.1	Roisl.0191s0705.1.p
OG0015078	XP_020873171.1	Roisl.0213s0026.1.p
OG0015079	XP_002870426.2	Roisl.0015s0163.1.p
OG0015080	XP_020874655.1	Roisl.0015s0166.1.p
OG0015081	XP_020874441.1	Roisl.0053s0057.1.p
OG0015082	XP_002863313.2	Roisl.0179s0007.1.p
OG0015083	XP_002863288.1	Roisl.0082s0043.1.p
OG0015084	XP_020875762.1	Roisl.0058s0113.1.p, Roisl.0058s0103.1.p
OG0015085	XP_020877454.1	Roisl.0020s0027.1.p
OG0015086	XP_002863259.1	Roisl.0214s0908.1.p
OG0015087	XP_020876285.1	Roisl.0058s0004.1.p
OG0015088	XP_002868349.1	Roisl.0075s0062.1.p
OG0015089	XP_002870363.1	Roisl.0075s0079.1.p
OG0015090	XP_002870359.1	Roisl.0075s0081.1.p
OG0015091	XP_020874977.1	Roisl.0075s0117.1.p
OG0015092	XP_020875323.1	Roisl.0075s0119.1.p
OG0015093	XP_020874510.1	Roisl.0075s0173.1.p
OG0015094	XP_002870311.2	Roisl.0075s0196.1.p
OG0015095	XP_020872160.1	Roisl.0075s0197.1.p
OG0015096	XP_002868280.1	Roisl.0075s0199.1.p
OG0015097	XP_020875618.1	Roisl.0002s0216.1.p
OG0015098	XP_020874483.1	Roisl.0002s0209.1.p
OG0015099	XP_020874555.1	Roisl.0002s0205.1.p
OG0015101	XP_020875502.1	Roisl.0002s0164.1.p
OG0015102	XP_002870237.1	Roisl.0002s0160.1.p
OG0015103	XP_020887248.1	Roisl.0115s0506.1.p
OG0015104	XP_002870233.1	Roisl.0002s0149.1.p
OG0015105	XP_020880756.1	Roisl.0011s0105.1.p
OG0015106	XP_020886131.1	Roisl.0062s0011.1.p
OG0015107	XP_002868183.1	Roisl.0002s0107.1.p
OG0015108	XP_002868180.1	Roisl.0002s0104.1.p
OG0015109	XP_002870209.1	Roisl.0002s0102.1.p
OG0015110	XP_020873150.1	Roisl.0002s0099.1.p
OG0015111	XP_020873152.1	Roisl.0002s0096.1.p
OG0015112	XP_020891523.1	Roisl.0019s0219.1.p
OG0015113	XP_002887450.1	Roisl.0019s0218.1.p
OG0015114	XP_002888900.1	Roisl.0019s0192.1.p
OG0015115	XP_002888901.1	Roisl.0019s0191.1.p
OG0015116	XP_002887470.1	Roisl.0019s0180.1.p
OG0015117	XP_020889761.1	Roisl.0019s0179.1.p
OG0015118	XP_002887473.1	Roisl.0019s0175.1.p
OG0015119	XP_002888908.1	Roisl.0019s0174.1.p
OG0015120	XP_020890507.1	Roisl.0019s0168.1.p
OG0015121	XP_020890375.1	Roisl.0019s0150.1.p
OG0015122	XP_002865663.1	Roisl.0014s0129.1.p
OG0015123	XP_002887479.1	Roisl.0019s0148.1.p
OG0015124	XP_020889602.1	Roisl.0019s0117.1.p
OG0015125	XP_020891513.1	Roisl.0019s0113.1.p
OG0015126	XP_020890525.1	Roisl.0019s0104.1.p
OG0015127	XP_002869540.1	Roisl.0022s0434.1.p
OG0015128	XP_020891779.1	Roisl.0019s0101.1.p
OG0015129	XP_002887510.2	Roisl.0019s0089.1.p
