Orthogroup	Arabidopsis_lyrata_NCBI	Brassica_rapa
OG0017719	XP_020886422.1	XP_009145743.1
OG0017720	XP_020874290.1	XP_018509518.1
OG0017721	XP_020888535.1	XP_009145584.1
OG0017722	XP_002864195.1	XP_009127216.1
OG0017723	XP_002868691.1	XP_009139935.1
OG0017724	XP_002868697.1	XP_009125115.1
OG0017725	XP_020872962.1	XP_009125110.1
OG0017726	XP_020872948.1	XP_009139847.1
OG0017727	XP_020875240.1	XP_009139788.1
OG0017728	XP_020872361.1	XP_009139787.1
OG0017729	XP_020872371.1	XP_009139742.1
OG0017730	XP_002868533.2	XP_009139740.1
OG0017731	XP_020875716.1	XP_009139736.1
OG0017732	XP_002870539.2	XP_033145887.1
OG0017733	XP_002870504.2	XP_009144669.1
OG0017734	XP_020874554.1	XP_009124221.2
OG0017735	XP_002883453.1	XP_009106378.1
OG0017736	XP_020888865.1	XP_009102649.1
OG0017737	XP_002883407.1	XP_009108178.1
OG0017738	XP_002885535.1	XP_009145247.2
OG0017739	XP_020886716.1	XP_009108841.1
OG0017740	XP_002885487.1	XP_009145418.1
OG0017741	XP_002883344.1	XP_009124772.1
OG0017742	XP_020889061.1	XP_009145437.1
OG0017743	XP_020868233.1	XP_009149504.2
OG0017744	XP_020887223.1	XP_009145478.1
OG0017745	XP_002885434.1	XP_009145491.1
OG0017746	XP_020875181.1	XP_009128059.1
OG0017747	XP_002867366.1	XP_009137892.1, XP_009128077.1
OG0017748	XP_020874826.1	XP_009137889.1
OG0017749	XP_020875625.1	XP_009128101.1
OG0017750	XP_002867373.1	XP_009128167.1
OG0017751	XP_002867376.1	XP_009137879.1
OG0017752	XP_002864758.1	XP_009150112.1
OG0017753	XP_020891032.1	XP_009105200.1
OG0017754	XP_002888437.1	XP_009105157.1
OG0017755	XP_002886950.1	XP_009105156.1
OG0017756	XP_002886790.1	XP_009105141.1
OG0017757	XP_002888327.1	XP_009123332.1
OG0017758	XP_002886831.1	XP_009127392.1
OG0017759	XP_002888408.1	XP_009127400.1
OG0017760	XP_002864369.1	XP_009132413.1
OG0017761	XP_002891902.2	XP_009113431.1
OG0017762	XP_002894589.1	XP_009113430.1
OG0017763	XP_020868332.1	XP_009123458.1
OG0017764	XP_020866362.1	XP_009113412.1
OG0017765	XP_002873925.1	XP_009131719.1
OG0017766	XP_002871850.1	XP_009131705.1
OG0017767	XP_002873904.1	XP_009126267.1
OG0017768	XP_020878825.1	XP_009120994.1
OG0017769	XP_002865744.1	XP_009129804.2
OG0017770	XP_002872319.1	XP_009151262.1
OG0017771	XP_002865638.1	XP_009111841.1
OG0017772	XP_002883966.1	XP_009102128.1
OG0017773	XP_020880642.1	XP_009136660.1
OG0017774	XP_020882541.1	XP_009136648.1
OG0017775	XP_002876075.1	XP_009115799.1
OG0017776	XP_002877793.1	XP_009149224.1
OG0017777	XP_002892022.1	XP_009119759.1
OG0017779	XP_002889339.2	XP_033146010.1
OG0017780	XP_002892039.1	XP_033137723.1
OG0017781	XP_002889353.2	XP_009119730.1
OG0017782	XP_002892047.1	XP_009119728.1
OG0017783	XP_002864008.1	XP_009140364.2
OG0017784	XP_020869556.1	XP_018511169.1
OG0017785	XP_020870707.1	XP_009119640.1
OG0017786	XP_020868082.1	XP_009111162.1
OG0017787	XP_002889453.1	XP_033138357.1
OG0017788	XP_020870438.1	XP_009119375.2
OG0017789	XP_020868929.1	XP_009118877.2, XP_033138356.1
OG0017790	XP_002889487.1	XP_009119340.1
OG0017791	XP_020867266.1	XP_009119331.1
OG0017792	XP_020870597.1	XP_009118671.1
OG0017793	XP_020869646.1	XP_009111120.1
OG0017794	XP_020867547.1	XP_009119308.1
OG0017795	XP_002892245.1	XP_009119238.2
OG0017796	XP_002892258.1	XP_009119217.1
OG0017798	XP_020890192.1	XP_033136578.1
OG0017799	XP_002889544.1	XP_033138025.1
OG0017800	XP_002892286.1	XP_009129770.1
OG0017801	XP_020867978.1	XP_009118582.1
OG0017802	XP_002889559.1	XP_009111041.1
OG0017803	XP_020867701.1	XP_009111021.1
OG0017804	XP_020869101.1	XP_009118569.1
OG0017805	XP_002892317.1	XP_009119094.1
OG0017806	XP_002889587.1	XP_033138423.1
OG0017807	XP_020867246.1	XP_009110998.1
OG0017808	XP_002892334.2	XP_009118544.1
OG0017809	XP_020868594.1	XP_009118484.1
OG0017810	XP_020869242.1	XP_009118977.1
OG0017811	XP_020866493.1	XP_009118972.1
OG0017812	XP_020868737.1	XP_009148024.2
OG0017813	XP_020868709.1	XP_033132510.1
OG0017814	XP_002892423.1	XP_009118413.1
OG0017815	XP_002892454.1	XP_009148093.1
OG0017816	XP_020868019.1	XP_009127234.2
OG0017817	XP_020868329.1	XP_033135430.1
OG0017818	XP_020868668.1	XP_009148108.2
OG0017819	XP_020866926.1	XP_009148166.1
OG0017820	XP_002892494.1	XP_009148173.1
OG0017821	XP_020867930.1	XP_009148179.1
OG0017822	XP_020867931.1	XP_009110837.1
OG0017823	XP_002889745.2	XP_009148235.1
OG0017824	XP_002889747.1	XP_009148237.1
OG0017825	XP_020867577.1	XP_009110832.1
OG0017826	XP_020868176.1	XP_009148288.1
OG0017827	XP_020868762.1	XP_009144468.1
OG0017828	XP_020870493.1	XP_009144454.2
OG0017829	XP_002889804.1	XP_009144444.1
OG0017830	XP_002892596.1	XP_009118208.1
OG0017831	XP_002889837.1	XP_009148424.1
OG0017832	XP_020869787.1	XP_009148420.1
OG0017833	XP_020869794.1	XP_009118216.1
OG0017834	XP_002892612.1	XP_009118225.1
OG0017835	XP_020866055.1	XP_009148466.1
OG0017836	XP_002892647.1	XP_033129280.1
OG0017837	XP_002889883.1	XP_009118181.2
OG0017839	XP_020870521.1	XP_009110615.1
OG0017840	XP_002889998.2	XP_009110591.1
OG0017841	XP_002878810.1	XP_009140603.1
OG0017842	XP_002892762.1	XP_033129184.1
OG0017844	XP_002890020.1	XP_009148666.1
OG0017845	XP_020868417.1	XP_009117946.2
OG0017846	XP_002892791.1	XP_009117933.1
OG0017847	XP_020868361.1	XP_009117926.1
OG0017848	XP_020868926.1	XP_009148817.1
OG0017849	XP_002892821.1	XP_009148854.1
OG0017850	XP_020866381.1	XP_009148915.1
OG0017851	XP_002890109.1	XP_033129102.1
OG0017852	XP_002890110.1	XP_009148953.1
OG0017853	XP_020867561.1	XP_009149041.1
OG0017854	XP_020867555.1	XP_009117784.1
OG0017855	XP_002892900.1	XP_009117769.1
OG0017856	XP_002890199.1	XP_009149140.1
OG0017857	XP_002890213.1	XP_009149170.1
OG0017858	XP_002892947.1	XP_009117665.1
OG0017859	XP_020867666.1	XP_033130085.1
OG0017860	XP_020870530.1	XP_009110384.1, XP_009149236.1
OG0017861	XP_020866824.1	XP_009149244.1
OG0017862	XP_020869445.1	XP_033132673.1
OG0017863	XP_002892999.1	XP_009110346.2
OG0017864	XP_020866418.1	XP_009149291.1
OG0017865	XP_002893004.1	XP_009149299.1
OG0017866	XP_020867222.1	XP_009149333.2
OG0017867	XP_020869728.1	XP_009117609.1
OG0017868	XP_020868934.1	XP_033136616.1
OG0017869	XP_020869850.1	XP_009117569.2
OG0017870	XP_020867020.1	XP_009110299.1
OG0017871	XP_020870295.1	XP_009110271.1
OG0017872	XP_002893065.1	XP_009149459.1
OG0017873	XP_020874830.1	XP_009124262.1
OG0017874	XP_020866687.1	XP_009149542.1, XP_009110218.1
OG0017875	XP_002890416.2	XP_033129829.1
OG0017876	XP_020869214.1	XP_033128799.1
OG0017877	XP_020866891.1	XP_009149686.1
OG0017878	XP_002890455.1	XP_009149691.1
OG0017879	XP_020866893.1	XP_009149693.1
OG0017880	XP_002890465.1	XP_009149703.1
OG0017882	XP_002893214.1	XP_009145373.1
OG0017883	XP_020870940.1	XP_009123121.1
OG0017884	XP_020866307.1	XP_009103229.1
OG0017885	XP_020867352.1	XP_009110130.1
OG0017886	XP_002890528.1	XP_009115603.1
OG0017887	XP_020866587.1	XP_009103220.1
OG0017888	XP_002890531.1	XP_009110128.1
OG0017889	XP_020868531.1	XP_009115589.1
OG0017890	XP_020865884.1	XP_009105837.1
OG0017891	XP_002887383.1	XP_009105827.1
OG0017892	XP_002888831.1	XP_009105805.1
OG0017893	XP_002887355.1	XP_033130195.1
OG0017894	XP_020866188.1, XP_020889709.1	XP_009105775.1
OG0017895	XP_002887339.1	XP_009105764.1
OG0017896	XP_020866283.1	XP_009115563.1
OG0017897	XP_020890155.1	XP_009105749.1
OG0017898	XP_002888793.1	XP_033130200.1
OG0017899	XP_020891072.1	XP_018508240.1
OG0017900	XP_020891067.1	XP_018512283.1
OG0017901	XP_020891070.1	XP_009104948.1
OG0017902	XP_002888783.1	XP_009105713.2
OG0017903	XP_020866584.1	XP_009151458.1
OG0017905	XP_002893753.2	XP_009151462.1
OG0017906	XP_020867957.1	XP_009123751.1
OG0017907	XP_002868584.1	XP_009140102.1
OG0017908	XP_020872943.1	XP_009140046.1
OG0017910	XP_002888031.1	XP_009123390.1
OG0017911	XP_020891320.1	XP_009113085.1
OG0017912	XP_020865662.1	XP_009123372.1
OG0017913	XP_020891366.1	XP_009113100.2
OG0017914	XP_020891367.1	XP_009123360.1
OG0017915	XP_020891024.1	XP_009123355.1
OG0017916	XP_020889805.1	XP_009113383.1
OG0017917	XP_020891312.1	XP_009105779.1
OG0017918	XP_002886567.1	XP_009104307.1
OG0017919	XP_020890075.1	XP_009104253.1
OG0017920	XP_002886572.1	XP_009113153.1
OG0017921	XP_020890062.1	XP_009104018.1
OG0017922	XP_020891213.1	XP_009103780.1
OG0017923	XP_002886619.1	XP_009113211.1
OG0017924	XP_002888425.1	XP_009105154.1
OG0017925	XP_002888203.2	XP_033136552.1
OG0017926	XP_020891443.1	XP_009113311.1
OG0017927	XP_020865643.1	XP_009102642.2
OG0017928	XP_020868947.1	XP_009113373.1
OG0017929	XP_002888424.1	XP_009127410.1
OG0017930	XP_020868285.1	XP_009122974.1
OG0017931	XP_020868292.1	XP_009124455.1
OG0017932	XP_002887917.1	XP_009112896.1
OG0017933	XP_020880646.1	XP_009151793.1
OG0017934	XP_002883844.1	XP_009102311.2
OG0017935	XP_020889713.1	XP_009132886.1
OG0017936	XP_002863396.1	XP_009128885.1
OG0017937	XP_020881207.1	XP_009101505.1
OG0017938	XP_002865167.1	XP_033136885.1
OG0017939	XP_020865684.1	XP_033128244.1
OG0017940	XP_002865111.2	XP_009128985.1
OG0017941	XP_002890726.1	XP_009102025.1
OG0017942	XP_020869320.1	XP_009101698.1
OG0017943	XP_002863598.1	XP_009123941.1
OG0017944	XP_020876423.1	XP_009114485.1
OG0017945	XP_002874835.2	XP_009114498.3
OG0017946	XP_002867413.1	XP_009128862.2
OG0017947	XP_020873129.1	XP_033128359.1
OG0017948	XP_020872507.1	XP_009128460.1
OG0017949	XP_020872508.1	XP_009128448.1
OG0017950	XP_002868147.1	XP_009146327.1
OG0017951	XP_020873960.1	XP_009146104.1
OG0017952	XP_020869128.1	XP_009107646.1
OG0017953	XP_002891414.1	XP_009147990.1
OG0017954	XP_020868394.1	XP_009107364.1
OG0017955	XP_002891438.1	XP_009107354.2
OG0017956	XP_020868740.1	XP_009145005.1
OG0017957	XP_002894123.1	XP_009147952.1
OG0017958	XP_020867901.1	XP_009107331.1
OG0017959	XP_020868357.1	XP_009107325.1
OG0017960	XP_002887568.1	XP_009106156.2
OG0017961	XP_020872201.1	XP_009101960.1
OG0017962	XP_020872529.1	XP_009148284.1
OG0017963	XP_020875711.1	XP_009109561.1
OG0017964	XP_020873871.1	XP_009101941.1
OG0017965	XP_002866805.1	XP_009101938.2
OG0017966	XP_002868855.1	XP_009109534.1
OG0017967	XP_002868856.1	XP_009131015.1
OG0017968	XP_020874401.1	XP_009109532.1
OG0017969	XP_020872800.1	XP_009101929.1
OG0017970	XP_002868470.1	XP_018514549.1
OG0017971	XP_002866832.1	XP_009109488.1
OG0017972	XP_020874126.1	XP_009125168.1
OG0017973	XP_002877397.2	XP_009150083.1
OG0017974	XP_020874439.1	XP_009125746.1
OG0017975	XP_002866879.1	XP_009126827.1
OG0017976	XP_020872881.1	XP_009129775.1
OG0017977	XP_002868939.1	XP_009129882.1
OG0017978	XP_002880781.1	XP_009140741.1
OG0017979	XP_020874588.1	XP_009131626.1
OG0017980	XP_020874516.1	XP_009136438.1, XP_009136332.1
OG0017981	XP_020874889.1	XP_009138482.1
OG0017982	XP_020874415.1	XP_009138476.1
OG0017983	XP_002869013.1	XP_009140477.1
OG0017984	XP_002866993.1	XP_009142135.1
OG0017985	XP_020875620.1	XP_009145707.1
OG0017986	XP_020872814.1	XP_009138377.1
OG0017987	XP_020875155.1	XP_009138348.2
OG0017988	XP_020874313.1	XP_033142429.1
OG0017989	XP_020874005.1	XP_009113444.1
OG0017990	XP_020873074.1	XP_009115453.1
OG0017991	XP_002867243.1	XP_009125963.1
OG0017993	XP_002869245.2	XP_009125447.1
OG0017994	XP_002867211.2	XP_033141841.1
OG0017995	XP_002867173.1	XP_009121325.1
OG0017996	XP_002869206.2	XP_033134034.1
OG0017997	XP_002869193.1	XP_033136847.1
OG0017998	XP_020872414.1	XP_009119029.1
OG0017999	XP_002867139.2	XP_009126525.1
OG0018000	XP_020872180.1	XP_009138044.1
OG0018001	XP_002869312.1	XP_009126649.1
OG0018002	XP_020875448.1	XP_009108919.1
OG0018003	XP_002867300.1	XP_009138015.2
OG0018004	XP_002869517.2	XP_009144218.2
OG0018005	XP_002869332.1	XP_009127065.1
OG0018006	XP_020874010.1	XP_009138003.1
OG0018007	XP_002869344.1	XP_009137990.1
OG0018008	XP_020873956.1	XP_009127415.1
OG0018009	XP_020885932.1	XP_009102561.1
OG0018010	XP_020885998.1	XP_009102556.1
OG0018011	XP_020888384.1	XP_033144224.1
OG0018012	XP_002888887.1	XP_009105929.2
OG0018013	XP_020890795.1	XP_009105916.1
OG0018014	XP_002888881.1	XP_009105911.1
OG0018015	XP_020868788.1	XP_009115480.1
OG0018016	XP_020868046.1	XP_009115472.1
OG0018017	XP_002890648.1	XP_009115397.1
OG0018018	XP_020867042.1	XP_009103082.1
OG0018019	XP_002869656.1	XP_009109192.1
OG0018020	XP_020884535.1	XP_009117011.1
OG0018021	XP_020883596.1	XP_009117050.1
OG0018022	XP_020879474.1	XP_009111319.1
OG0018023	XP_002875013.1	XP_009134490.1
OG0018024	XP_020879360.1	XP_009128509.2
OG0018025	XP_002872919.1	XP_009111394.1
OG0018026	XP_020878288.1	XP_009111422.1
OG0018027	XP_002875033.1	XP_009111491.1
OG0018028	XP_020882775.1	XP_009117454.1, XP_009134016.2
OG0018029	XP_002880360.1	XP_009140254.1
OG0018030	XP_002890687.1	XP_009109886.1
OG0018031	XP_020866940.1	XP_009107645.1
OG0018032	XP_020873588.1	XP_009142811.1
OG0018033	XP_020873487.1	XP_009143075.2
OG0018034	XP_002869566.1	XP_009143377.1
OG0018035	XP_002867510.1	XP_009143332.1
OG0018036	XP_020875635.1	XP_009143519.1
OG0018037	XP_020872611.1	XP_033132922.1
OG0018038	XP_002867491.1	XP_009143663.2
OG0018039	XP_002869537.1	XP_018513704.1
OG0018040	XP_020875015.1	XP_033144028.1
OG0018043	XP_002889454.1	XP_009119550.1
OG0018044	XP_020870329.1	XP_009148226.2
OG0018045	XP_002889775.1	XP_009148305.2
OG0018046	XP_020870798.1	XP_009118205.1
OG0018047	XP_002892696.1	XP_009110635.1
OG0018048	XP_002890012.1	XP_009137055.1
OG0018049	XP_020886479.1	XP_009134612.1
OG0018050	XP_002890296.1	XP_009110324.1, XP_009149359.1
OG0018051	XP_020866282.1	XP_009103196.1
OG0018052	XP_020868235.1	XP_009115438.1
OG0018053	XP_020868965.1	XP_009115409.3
OG0018054	XP_002893401.1	XP_033136776.1
OG0018055	XP_002893609.1	XP_009109603.1
OG0018056	XP_002890996.1	XP_009107977.1
OG0018057	XP_002891251.2	XP_009107484.1
OG0018058	XP_002893944.1	XP_009111402.1
OG0018059	XP_002893959.1	XP_009107491.1
OG0018060	XP_002891298.1	XP_009124432.1
OG0018061	XP_020870558.1	XP_009123535.1
OG0018063	XP_002886364.1	XP_018510210.1
OG0018067	XP_020890902.1	XP_009105144.1
OG0018068	XP_002888422.1	XP_009105153.1
OG0018069	XP_020891352.1	XP_009124152.1
OG0018070	XP_020891051.1	XP_009127484.1
OG0018071	XP_020865913.1	XP_009127598.1
OG0018072	XP_002887173.1	XP_009127617.1
OG0018073	XP_002888680.2	XP_009127667.1, XP_033130286.1
OG0018074	XP_002888716.1	XP_009105481.2
OG0018075	XP_002888819.1	XP_009127843.1
OG0018076	XP_020891259.1	XP_009105868.1
OG0018077	XP_020891476.1	XP_033131347.1
OG0018078	XP_020890176.1	XP_009106064.1, XP_009128025.1
OG0018079	XP_020890833.1	XP_009104765.1
OG0018080	XP_002888986.2	XP_033130646.1
OG0018081	XP_002889067.1	XP_033131189.1
OG0018082	XP_020890847.1	XP_033131943.1
OG0018083	XP_020890854.1	XP_009106524.1
OG0018084	XP_002889232.2	XP_009106632.1
OG0018086	XP_020888141.1	XP_009134645.1
OG0018087	XP_002882527.1	XP_009134966.1, XP_009147074.1
OG0018088	XP_020887274.1	XP_009147064.1
OG0018089	XP_020885864.1	XP_009124692.1
OG0018090	XP_020886475.1	XP_009113565.1
OG0018091	XP_020889532.1	XP_009145891.1
OG0018092	XP_020886323.1	XP_009145844.1
OG0018093	XP_020887457.1	XP_009145839.2
OG0018094	XP_002885562.1	XP_009102626.1
OG0018095	XP_020887667.1	XP_009135858.1
OG0018096	XP_002883595.1	XP_009136110.1
OG0018097	XP_020888178.1	XP_033144232.1
OG0018098	XP_002883803.1	XP_033143093.1
OG0018099	XP_020888660.1	XP_009123213.1
OG0018100	XP_020889012.1	XP_009125145.1
OG0018101	XP_002885948.1	XP_009123229.1
OG0018102	XP_020886225.1	XP_033132102.1, XP_009136305.1
OG0018103	XP_020887614.1	XP_033130720.1
OG0018104	XP_020886089.1	XP_009112497.1
OG0018105	XP_020887701.1	XP_018508780.1
OG0018106	XP_002886309.2	XP_033136501.1
OG0018107	XP_020883258.1	XP_033145420.1, XP_033135411.1
OG0018108	XP_002878628.1	XP_009140376.1
OG0018109	XP_020885165.1	XP_009140377.1
OG0018110	XP_020885765.1	XP_009140395.1
OG0018111	XP_020883069.1, XP_020882977.1	XP_009140445.1
OG0018112	XP_002878675.1	XP_009140454.1
OG0018113	XP_020885104.1	XP_033145481.1, XP_033136719.1
OG0018114	XP_020885820.1	XP_009140468.1
OG0018115	XP_002878692.1	XP_009117273.1
OG0018116	XP_002878694.1	XP_018513857.1
OG0018117	XP_002880534.1	XP_009140509.1
OG0018118	XP_020882945.1	XP_009117244.1
OG0018119	XP_002878744.2	XP_018513698.1
OG0018120	XP_020883032.1	XP_009140597.1
OG0018121	XP_020884513.1	XP_009117087.1
OG0018122	XP_002880653.1	XP_009117081.1
OG0018123	XP_002878887.1	XP_009133964.1
OG0018124	XP_020885572.1	XP_009143857.1, XP_009141320.1
OG0018125	XP_020882981.1	XP_009143810.1
OG0018126	XP_002881503.1	XP_009141646.1
OG0018128	XP_002881831.1	XP_009142052.1
OG0018129	XP_020885061.1	XP_033148409.1
OG0018130	XP_020880178.1	XP_009101361.1
OG0018131	XP_020881001.1	XP_033129029.1, XP_033139717.1
OG0018132	XP_020881112.1	XP_009129244.1
OG0018133	XP_020882228.1	XP_033128403.1
OG0018134	XP_020880007.1	XP_033139718.1
OG0018135	XP_020879761.1	XP_009129181.1
OG0018136	XP_020881093.1	XP_009101259.1
OG0018137	XP_020881242.1	XP_009129109.1
OG0018138	XP_002875293.1	XP_009152095.1
OG0018139	XP_002876981.1	XP_009121513.1
OG0018140	XP_020881453.1	XP_009129429.1
OG0018141	XP_020881133.1	XP_009151948.1
OG0018142	XP_002875407.1	XP_033128956.1
OG0018143	XP_020879753.1	XP_009111809.2, XP_009151749.1
OG0018144	XP_020882331.1	XP_033140513.1, XP_033129758.1
OG0018145	XP_002877250.2	XP_018510179.2
OG0018146	XP_020882327.1	XP_033128015.1
OG0018147	XP_002875680.1	XP_009150314.1
OG0018148	XP_020881322.1	XP_009150263.1
OG0018149	XP_020881584.1	XP_033147815.1
OG0018150	XP_020882333.1	XP_009150086.1
OG0018151	XP_020880370.1	XP_009149827.1
OG0018152	XP_002877623.1	XP_009149813.3
OG0018153	XP_002877634.1	XP_009150170.1
OG0018154	XP_020879797.1	XP_033139998.1
OG0018155	XP_020880747.1	XP_009116392.1
OG0018156	XP_002877874.1	XP_033137114.1
OG0018157	XP_002876287.1	XP_033146539.1
OG0018158	XP_002873116.2	XP_009125521.1, XP_009130783.1
OG0018159	XP_020875847.1	XP_009122350.1
OG0018160	XP_002873336.1	XP_033138665.1
OG0018161	XP_020879118.1	XP_009122069.1
OG0018162	XP_002871429.1	XP_033145402.1
OG0018163	XP_002871469.1	XP_009121967.1
OG0018164	XP_020879514.1	XP_009132239.2
OG0018165	XP_002873675.2	XP_009125983.1
OG0018166	XP_020878389.1	XP_033138811.1
OG0018167	XP_020877292.1	XP_009126859.1
OG0018169	XP_020877521.1	XP_009124771.1
OG0018170	XP_002874499.1	XP_009113518.1, XP_009134118.1
OG0018171	XP_002874565.1	XP_009134141.1
OG0018172	XP_002872483.1	XP_009134177.2
OG0018173	XP_020879099.1	XP_033140713.1
OG0018174	XP_020879208.1	XP_018513306.1
OG0018176	XP_002868888.1	XP_009102260.1
OG0018177	XP_020872161.1	XP_009113576.1
OG0018178	XP_002869211.1	XP_009121393.1
OG0018180	XP_020872848.1	XP_009128466.1
OG0018181	XP_020875655.1	XP_009137828.1
OG0018182	XP_020873896.1	XP_009129278.1
OG0018183	XP_002869498.1	XP_009129583.2
OG0018184	XP_020872562.1	XP_009109094.1
OG0018185	XP_002867463.2	XP_033143513.1
OG0018186	XP_020872479.1	XP_018512910.2, XP_033133156.1
OG0018187	XP_002869556.2	XP_009143585.1
OG0018188	XP_002867537.1	XP_009142899.1
OG0018189	XP_002869597.1	XP_033139369.1
OG0018190	XP_002869608.1	XP_009142392.1
OG0018192	XP_020873597.1	XP_009137582.2, XP_009142013.1
OG0018193	XP_020873388.1	XP_009137538.1
OG0018194	XP_020873233.1	XP_009138061.1
OG0018196	XP_020873439.1	XP_009137206.1
OG0018197	XP_020873101.1	XP_009133906.1
OG0018198	XP_002870046.1	XP_009108360.1
OG0018199	XP_020875025.1	XP_009144582.1
OG0018200	XP_020875477.1	XP_009139536.1
OG0018201	XP_002868426.1	XP_009124269.1
OG0018202	XP_020873935.1	XP_009144644.1
OG0018203	XP_020875484.1	XP_009144670.1
OG0018204	XP_002870825.1	XP_033145898.1
OG0018205	XP_002870791.1	XP_009139834.1
OG0018206	XP_020872972.1	XP_009139833.1
OG0018207	XP_002870767.1	XP_009139915.1
OG0018208	XP_020873075.1	XP_009140069.1
OG0018209	XP_020875404.1	XP_009140105.1
OG0018210	XP_020874693.1	XP_033130484.1
OG0018211	XP_002866441.2	XP_009136482.1
OG0018212	XP_002863342.1	XP_009128969.1
OG0018213	XP_020871033.1	XP_033128663.1
OG0018214	XP_020871681.1	XP_009114012.1
OG0018215	XP_002863846.1	XP_009151604.1
OG0018216	XP_002865604.1	XP_009129702.1, XP_009151610.1
OG0018217	XP_002865637.2	XP_009129727.1
OG0018218	XP_002864001.1	XP_033129735.1
OG0018219	XP_002864049.1	XP_009134051.1
OG0018220	XP_002865791.1	XP_009134062.1
OG0018221	XP_020871997.1	XP_009132684.2
OG0018222	XP_002864089.1	XP_009132680.1
OG0018223	XP_002864123.1	XP_009107238.1
OG0018224	XP_020871155.1	XP_009132588.1
OG0018225	XP_002864137.1	XP_009107112.1
OG0018226	XP_020871947.1	XP_009127210.2
OG0018227	XP_020871239.1	XP_009136464.1
OG0018228	XP_020871022.1	XP_009112004.1
OG0018229	XP_002864953.1	XP_009130600.3
OG0018230	XP_002866749.1	XP_009103500.1
OG0018232	XP_002873889.2	XP_009132799.1, XP_009121036.1
OG0018233	XP_020872283.1, XP_020876976.1, XP_020872171.1, XP_020866615.1, XP_020872029.1, XP_020870958.1	XP_033134362.1
OG0018234	XP_020874515.1	XP_033146656.1, XP_033132245.1
OG0018236	XP_020878750.1	XP_033129763.1
OG0018237	XP_020879022.1	XP_009126412.1, XP_009131766.1
OG0018238	YP_009357274.1	XP_033129023.1, XP_033138924.1, XP_033135789.1
OG0018261	XP_002869791.1	XP_009136680.1
OG0018262	XP_020879843.1	XP_009150242.1
OG0018263	XP_002870698.1	XP_009140011.1
OG0018264	XP_020877816.1	XP_009121366.1
OG0018265	XP_002871770.2	XP_009107523.1
OG0018266	XP_002878969.1	XP_009133944.1
OG0018267	XP_002873718.1	XP_009121586.2
OG0018268	XP_020876810.1	XP_009121598.1
OG0018270	XP_020879025.1	XP_009121649.1
OG0018271	XP_002868316.1	XP_009139565.1
OG0018272	XP_020876228.1	XP_009121673.2
OG0018273	XP_020879235.1	XP_009131388.1
OG0018274	XP_020879502.1	XP_009125953.1
OG0018275	XP_002873605.1	XP_009121779.1
OG0018276	XP_020877360.1	XP_009121806.1
OG0018277	XP_020878388.1	XP_009121856.1
OG0018280	XP_002871422.1	XP_009125297.1
OG0018281	XP_020878311.1	XP_009122073.1
OG0018282	XP_020876648.1	XP_033142817.1
OG0018283	XP_002871388.1	XP_009125341.1
OG0018284	XP_002873412.1	XP_009131117.1
OG0018285	XP_020878495.1	XP_009122510.1
OG0018286	XP_002871359.1	XP_009122499.1
OG0018287	XP_002871343.1	XP_009122463.1
OG0018288	XP_002871314.1	XP_009122440.1
OG0018289	XP_002871275.1	XP_009122332.1
OG0018290	XP_020873718.1	XP_009138729.1
OG0018292	XP_002880897.1	XP_009140780.1
OG0018293	XP_002879077.1	XP_018514143.1
OG0018294	XP_020884678.1	XP_009140786.1
OG0018297	XP_002881031.1, XP_020874779.1	XP_009144396.1
OG0018298	XP_002879213.1	XP_009144382.1
OG0018299	XP_020885403.1	XP_009144346.1
OG0018300	XP_020885477.1	XP_009144343.1
OG0018301	XP_020885078.1	XP_009141090.1
OG0018302	XP_020883428.1	XP_009141097.1, XP_009132751.1
OG0018303	XP_020882665.1	XP_033147613.1
OG0018304	XP_002879445.1	XP_033146279.1
OG0018305	XP_002863630.1	XP_009123909.1
OG0018306	XP_020873504.1	XP_033144075.1
OG0018307	XP_020873358.1	XP_009137511.2
OG0018308	XP_002869674.1	XP_009137521.2
OG0018309	XP_002867592.1	XP_009139481.2
OG0018310	XP_002891380.2	XP_033137611.1
OG0018311	XP_002894031.1	XP_033147956.1
OG0018312	XP_002890830.1	XP_009109641.2
OG0018313	XP_020869351.1	XP_009115134.1
OG0018314	XP_020866069.1	XP_009115126.1
OG0018315	XP_002890893.1	XP_009115053.1
OG0018316	XP_020868048.1	XP_009145219.1
OG0018317	XP_002890977.1	XP_033148170.1
OG0018318	XP_020869844.1	XP_009114882.1
OG0018319	XP_002875187.1	XP_009152213.1
OG0018320	XP_020881399.1, XP_020881394.1	XP_009152194.1
OG0018322	XP_002866649.1	XP_009150591.1
OG0018323	XP_002864904.1	XP_009150531.1
OG0018324	XP_002866564.1	XP_009112102.1
OG0018326	XP_002866480.1	XP_009151338.2
OG0018327	XP_002864771.1	XP_009151329.1
OG0018328	XP_020871837.1	XP_009151320.1
OG0018329	XP_002864756.1	XP_009150117.1
OG0018330	XP_020887688.1	XP_009111990.1
OG0018331	XP_002864728.1	XP_009111987.1
OG0018332	XP_002866424.1	XP_018512959.1
OG0018333	XP_020878996.1	XP_009130113.1
OG0018334	XP_002874166.1	XP_009150934.1
OG0018335	XP_020879443.1	XP_009111627.1
OG0018336	XP_020877414.1	XP_009130068.2
OG0018337	XP_002872168.1	XP_009151081.1
OG0018338	XP_020876234.1	XP_009151083.1
OG0018339	XP_002872178.1	XP_009111672.1
