Orthogroup	Arabidopsis_lyrata_NCBI	Noccaea_praecox
OG0013986	XP_020865840.1	Np002G0851200
OG0013987	XP_002888786.1	Np002G0851900
OG0013988	XP_002888785.1	Np002G0852000
OG0013989	XP_020891129.1	Np002G0853600
OG0013990	XP_002887284.1	Np002G0857200
OG0013991	XP_002867680.1	Np005G2828200
OG0013992	XP_002867679.1	Np005G2827800
OG0013993	XP_002893744.1	Np004G2057800
OG0013994	XP_020890876.1	Np002G1237000
OG0013995	XP_020891201.1	Np002G1236900
OG0013996	XP_020891398.1	Np002G1236800
OG0013997	XP_020889828.1	Np002G1226700
OG0013998	XP_020891336.1	Np002G1224600
OG0013999	XP_020873396.1	Np005G2786800
OG0014001	XP_002886430.1	Np002G1217100
OG0014002	XP_020880177.1	Np001G0281600
OG0014003	XP_020889682.1	Np002G1212500
OG0014004	XP_020889868.1	Np002G1211900
OG0014005	XP_020877323.1	Np003G1437300
OG0014006	XP_020890777.1	Np002G1207600
OG0014007	XP_020891446.1	Np002G1199900
OG0014008	XP_020889680.1	Np002G1199000
OG0014009	XP_020891028.1	Np002G1196000
OG0014010	XP_020890028.1	Np002G1186100
OG0014011	XP_020890065.1	Np002G1184100
OG0014012	XP_002888109.1	Np002G1174000
OG0014013	XP_002888110.2	Np002G1173100
OG0014014	XP_020890060.1	Np002G1173000
OG0014015	XP_020890056.1	Np002G1169600
OG0014016	XP_020890070.1	Np002G1166500
OG0014017	XP_002883782.1	Np007G3800600
OG0014018	XP_002886602.1	Np002G1164600
OG0014019	XP_020890587.1	Np002G1161000
OG0014020	XP_002886633.1	Np002G1157200
OG0014021	XP_002886640.1	Np002G1155200
OG0014022	XP_002886661.1	Np002G1147400
OG0014023	XP_020890310.1	Np002G1141400
OG0014024	XP_002886711.2	Np002G1132000
OG0014026	XP_020891093.1	Np002G1129100
OG0014027	XP_020869222.1	Np002G1112600
OG0014028	XP_020868300.1	Np002G1082800
OG0014029	XP_002891951.1	Np002G1079800
OG0014030	XP_020868149.1	Np002G1070800
OG0014031	XP_020865644.1	Np002G1237400
OG0014032	XP_020865911.1	Np002G1238900
OG0014033	XP_002887895.1	Np002G1241300
OG0014034	XP_002887889.2	Np002G1243100
OG0014035	XP_020890676.1	Np002G1243200
OG0014036	XP_002886343.1	Np002G1243500
OG0014037	XP_020891390.1	Np002G1243600
OG0014038	XP_002894187.2	Np002G1247900
OG0014039	XP_002887867.1	Np002G1232500
OG0014040	XP_002872409.1	Np003G1758400
OG0014041	XP_020866327.1	Np001G0340800
OG0014042	XP_020871923.1	Np001G0315500
OG0014043	XP_020871939.1	Np001G0317300
OG0014044	XP_020871666.1	Np001G0326500
OG0014045	XP_002865325.1	Np001G0389900, Np001G0390400
OG0014046	XP_002863551.1	Np001G0392000
OG0014047	XP_002863555.1	Np001G0393000
OG0014048	XP_002865366.1	Np001G0397300
OG0014049	XP_020871091.1	Np001G0397700
OG0014050	XP_002872736.1	Np003G1846500
OG0014051	XP_020876344.1	Np003G1840100
OG0014052	XP_002872722.1	Np003G1839900
OG0014053	XP_020876359.1	Np003G1839300
OG0014054	XP_002867409.1	Np005G2751300
OG0014055	XP_002869430.1	Np005G2750400
OG0014056	XP_020873131.1	Np005G2750100
OG0014057	XP_020873162.1	Np005G2746900
OG0014058	XP_020872505.1	Np005G2746100
OG0014059	XP_002867383.1	Np005G2745900
OG0014060	XP_002870178.1	Np005G3010800
OG0014061	XP_002868146.2	Np005G3007200
OG0014062	XP_020870235.1	Np004G2001400
OG0014063	XP_002894092.1, XP_020880654.1	Np004G2000500
OG0014064	XP_002891405.1	Np004G1999300
OG0014065	XP_002894118.1	Np004G1993000
OG0014066	XP_002894104.1	Np004G1997200
OG0014067	XP_002891421.1	Np004G1997100
OG0014068	XP_020870766.1	Np004G1993200
OG0014069	XP_020868742.1	Np004G1994500
OG0014070	XP_020870686.1	Np004G1992800
OG0014071	XP_020869729.1	Np004G1989400
OG0014072	XP_002891459.1	Np004G1987900
OG0014073	XP_002891461.1	Np004G1987400
OG0014074	XP_002891464.2	Np004G1987000
OG0014075	XP_020867923.1, XP_002885674.1	Np004G1986000
OG0014076	XP_002891474.1	Np004G1985900
OG0014077	XP_002891495.1	Np004G1983000
OG0014078	XP_002894179.1, XP_002894171.1	Np004G1982600
OG0014079	XP_002894180.1	Np004G1982500
OG0014080	XP_020869208.1	Np004G1982300
OG0014081	XP_020890022.1	Np002G0786900
OG0014082	XP_020865802.1	Np002G0787400
OG0014083	XP_002868836.1	Np005G2600300
OG0014084	XP_002868837.1	Np005G2600500
OG0014085	XP_002868839.1	Np005G2600800
OG0014086	XP_020872873.1	Np005G2602200
OG0014087	XP_002866799.2	Np005G2602800
OG0014088	XP_020873877.1	Np005G2603200
OG0014089	XP_020875570.1	Np005G2604400
OG0014090	XP_020874400.1	Np005G2605800
OG0014091	XP_002868864.1	Np005G2606500
OG0014092	XP_002866818.1	Np005G2607000
OG0014093	XP_020875044.1	Np004G2156300, Np005G2609000
OG0014094	XP_020875229.1	Np005G2609400
OG0014095	XP_020875535.1	Np005G2610700
OG0014096	XP_020872667.1	Np005G2611300
OG0014097	XP_002868887.1	Np005G2611600
OG0014099	XP_020874477.1	Np005G2616100
OG0014100	XP_020874480.1	Np005G2616300
OG0014101	XP_020874263.1	Np005G2618300
OG0014102	XP_002865589.2	Np001G0181000
OG0014103	XP_002868937.1	Np005G2622600
OG0014104	XP_002868940.1	Np005G2623200
OG0014105	XP_020875246.1	Np005G2623600
OG0014106	XP_002868944.1	Np005G2624900
OG0014107	XP_002866912.1	Np005G2625200
OG0014108	XP_002885776.2	Np007G3889100
OG0014109	XP_020873025.1	Np005G2627300
OG0014110	XP_020875324.1	Np005G2627500
OG0014111	XP_002866929.1	Np005G2698400
OG0014112	XP_020872398.1	Np005G2696900
OG0014113	XP_002866948.1	Np005G2693600
OG0014114	XP_002868989.1	Np005G2693300
OG0014115	XP_020875546.1	Np005G2689200
OG0014116	XP_020872135.1	Np005G2688000
OG0014117	XP_002866980.1	Np003G1413300, Np007G3907900
OG0014119	XP_002867001.1	Np005G2683400
OG0014120	XP_020872763.1	Np005G2683000
OG0014121	XP_020875013.1	Np005G2681900
OG0014122	XP_002867016.1	Np005G2680800
OG0014123	XP_020872803.1	Np005G2680400
OG0014124	XP_020872802.1	Np005G2680300
OG0014125	XP_002869040.2	Np005G2678700
OG0014126	XP_020874034.1	Np005G2676700
OG0014127	XP_002869053.1	Np005G2674600
OG0014128	XP_002869072.1	Np005G2670900
OG0014129	XP_002869081.1	Np005G2667100, Np005G2666600
OG0014130	XP_020873100.1	Np005G3106600
OG0014131	XP_020872215.1	Np005G2664000
OG0014132	XP_020874360.1	Np005G2660000
OG0014133	XP_002869109.1	Np005G2657700
OG0014134	XP_002867102.1	Np005G2654600
OG0014135	XP_020875517.1	Np005G2648500
OG0014136	XP_020875119.1	Np005G2647300
OG0014137	XP_002869156.1	Np005G2646100
OG0014138	XP_002867130.1	Np005G2644600
OG0014139	XP_020873156.1	Np005G2705400
OG0014140	XP_020873911.1	Np005G2703000
OG0014141	XP_002869444.1	Np005G2701700
OG0014142	XP_020875749.1	Np005G2700500
OG0014143	XP_002869260.1	Np005G2700100
OG0014144	XP_020874493.1	Np005G2699700
OG0014145	XP_020874882.1	Np005G2628400
OG0014146	XP_002869241.1	Np005G2629000
OG0014147	XP_020875465.1	Np005G2629300
OG0014148	XP_002867220.1	Np005G2630600
OG0014149	XP_002867217.1	Np005G2631000
OG0014150	XP_020874874.1	Np005G2632500
OG0014151	XP_002867196.1	Np005G2633100
OG0014152	XP_020875429.1	Np005G2633300
OG0014153	XP_002867184.1	Np005G2634700
OG0014154	XP_020875438.1	Np005G2635800
OG0014155	XP_002869207.1	Np005G2637300
OG0014156	XP_002867166.1	Np005G2638400
OG0014157	XP_002869185.1	Np005G2641400
OG0014158	XP_002867138.1	Np005G2642500
OG0014159	XP_002876827.1	Np001G0252000
OG0014160	XP_002867301.1	Np005G2717600
OG0014161	XP_002867302.1	Np005G2717700
OG0014162	XP_020873154.1	Np005G2718400
OG0014163	XP_002867306.1	Np005G2721800
OG0014164	XP_002865845.2	Np003G1844000
OG0014165	XP_020872519.1	Np005G2724800
OG0014166	XP_020873955.1	Np005G2726200
OG0014167	XP_002869358.1	Np005G2727000
OG0014168	XP_020872119.1	Np005G2727300
OG0014169	XP_002877571.1	Np001G0475200
OG0014170	XP_020885145.1	Np006G3412000
OG0014171	XP_020887630.1	Np007G3859100
OG0014172	XP_020887699.1	Np007G3861700
OG0014173	XP_020891264.1	Np002G0821300, Np002G0821700
OG0014174	XP_020890236.1	Np002G0823700, Np002G0822700
OG0014175	XP_002887434.1	Np002G0824500
OG0014176	XP_020891738.1	Np002G0825400
OG0014177	XP_020889684.1	Np002G0826100
OG0014178	XP_020891210.1	Np002G0826900
OG0014179	XP_002887405.1	Np002G0831400
OG0014180	XP_002887404.1	Np002G0831500
OG0014181	XP_002890566.1	Np004G2307500
OG0014182	XP_020870942.1	Np004G2304000
OG0014183	XP_020872990.1	Np002G0967400
OG0014184	XP_020866452.1	Np004G2295000
OG0014185	XP_002893325.1	Np004G2289800
OG0014186	XP_020868045.1	Np004G2289000
OG0014187	XP_002893381.1	Np004G2268800
OG0014188	XP_020870505.1	Np004G2261400
OG0014189	XP_020867875.1	Np004G2258600
OG0014190	XP_020886573.1, XP_020870355.1	Np004G2247800
OG0014191	XP_020866001.1	Np004G2247700
OG0014192	XP_002893413.1	Np004G2246600
OG0014193	XP_020884299.1	Np006G3623000
OG0014195	XP_002872854.1	Np003G1870300
OG0014196	XP_020877034.1	Np003G1870500
OG0014197	XP_020878972.1	Np003G1871100
OG0014198	XP_002874942.1	Np003G1871500
OG0014199	XP_002874947.1	Np003G1872200
OG0014200	XP_020879472.1	Np003G1872300
OG0014201	XP_020878415.1	Np003G1873300
OG0014202	XP_002874952.2	Np003G1874200
OG0014203	XP_020879249.1	Np003G1874300
OG0014204	XP_002874962.1	Np003G1876000
OG0014205	XP_020879345.1	Np003G1876100
OG0014206	XP_020879491.1	Np003G1876800
OG0014207	XP_002874969.1	Np003G1877500
OG0014208	XP_002874971.1	Np003G1878100
OG0014210	XP_020879253.1	Np003G1882800
OG0014211	XP_002869624.1	Np005G2796600
OG0014212	XP_020878997.1	Np003G1885800
OG0014213	XP_002872931.1	Np003G1889600
OG0014214	XP_020879297.1	Np003G1890700
OG0014215	XP_002872941.1	Np003G1892000
OG0014216	XP_020879542.1	Np003G1892500
OG0014218	XP_020877992.1	Np006G3488500, Np003G1895100
OG0014219	XP_002872958.1	Np003G1895300
OG0014220	XP_020878570.1	Np003G1895400
OG0014221	XP_020878793.1	Np003G1897400
OG0014222	XP_020878418.1	Np003G1897600
OG0014223	XP_002879963.1	Np006G3714000
OG0014225	XP_020868732.1	Np004G2099800
OG0014226	XP_002890679.1	Np004G2089400
OG0014227	XP_002891241.1	Np004G2037800
OG0014228	XP_002891242.1	Np004G2037700
OG0014229	XP_020866941.1	Np004G2037500
OG0014230	XP_002867544.1	Np005G2788500
OG0014231	XP_020872806.1	Np005G2780100
OG0014232	XP_020874022.1	Np005G2776500
OG0014233	XP_020874021.1	Np005G2776400
OG0014234	XP_020874225.1	Np005G2773000
OG0014235	XP_020874224.1	Np005G2772900
OG0014236	XP_020872752.1	Np005G2771600
OG0014237	XP_002875235.2	Np001G0239200
OG0014238	XP_002867466.1	Np005G2768400
OG0014239	XP_002867465.1	Np005G2768300
OG0014240	XP_020874851.1	Np005G2767100
OG0014241	XP_020880700.1	Np001G0239100
OG0014242	XP_020881958.1	Np001G0237300
OG0014243	XP_020870943.1	Np004G2437000
OG0014244	XP_020866456.1, XP_020866965.1	Np004G2434900
OG0014245	XP_002890016.1	Np004G2431900
OG0014246	XP_020869137.1	Np004G2359100
OG0014247	XP_020868897.1	Np004G2344300
OG0014248	XP_002893327.1	Np004G2288300, Np004G2288400
OG0014249	XP_002890683.1	Np004G2090200
OG0014250	XP_002893424.1	Np004G2091700
OG0014251	XP_002890692.1	Np004G2092400
OG0014252	XP_020867833.1	Np004G2093300
OG0014253	XP_002890702.1	Np004G2096500
OG0014254	XP_020870881.1	Np004G2103100
OG0014255	XP_002893740.1	Np004G2057000
OG0014257	XP_002891479.2	Np007G3769700, Np007G3769800, Np007G3769600, Np007G3770000, Np007G3769900, Np007G3769500
OG0014258	XP_002887903.1	Np002G1240500
OG0014260	XP_020891184.1	Np002G0817800
OG0014261	XP_002887617.1	Np002G0772200
OG0014263	XP_002862214.2, XP_002889248.1	Np002G0720900
OG0014264	XP_020888064.1	Np007G4231500
OG0014265	XP_002882799.1	Np007G4082900
OG0014266	XP_020887396.1	Np007G4079900
OG0014267	XP_002885495.1	Np007G3829900
OG0014268	XP_002865598.2, XP_002883495.1	Np007G3861100
OG0014269	XP_020875561.1	Np005G2690100
OG0014271	XP_002883904.1	Np007G3781100
OG0014272	XP_020887622.1, XP_020887621.1, XP_020887619.1	Np007G3762200
OG0014273	XP_020888468.1	Np007G3736000, Np006G3297700, Np003G1503200
OG0014274	XP_020885005.1	Np006G3707400
OG0014275	XP_002880485.1	Np006G3677500
OG0014276	XP_002878695.1	Np006G3667900
OG0014278	XP_020884446.1	Np006G3627600
OG0014280	XP_020885122.1, XP_020883336.1	Np006G3487000, Np006G3542800
OG0014281	XP_020882697.1	Np006G3433000
OG0014282	XP_002879539.1	Np006G3408000
OG0014283	XP_020884541.1	Np006G3406200
OG0014284	XP_020884547.1	Np006G3403900
OG0014286	XP_020884296.1	Np006G3312700
OG0014287	XP_002875063.1	Np001G0281800
OG0014288	XP_002876754.1	Np001G0273500
OG0014290	XP_020879765.1	Np001G0220400
OG0014291	XP_020881777.1, XP_020881629.1, XP_002877183.2	Np001G0187500
OG0014292	XP_002875519.1	Np001G0187400
OG0014293	XP_020880309.1	Np001G0185000
OG0014294	XP_002884080.1, XP_002863653.1, XP_002875710.1	Np007G3766800
OG0014295	XP_020880905.1	Np001G0475300
OG0014296	XP_002877714.1	Np001G0511700
OG0014297	XP_002877725.1	Np001G0512500
OG0014298	XP_002876227.1	Np001G0566900
OG0014299	XP_020880493.1	Np001G0635600
OG0014301	XP_002871138.2	Np003G1299100
OG0014302	XP_002871216.1	Np003G1317900
OG0014303	XP_002871520.1	Np003G1390900
OG0014304	XP_020876605.1	Np003G1422200
OG0014306	XP_020877476.1	Np003G1754200
OG0014307	XP_020877495.1	Np003G1761100
OG0014308	XP_020877082.1	Np003G1763800
OG0014309	XP_002874640.1	Np003G1788000
OG0014310	XP_020876488.1, XP_020876451.1	Np003G1843000
OG0014311	XP_002874950.1	Np003G1873400
OG0014313	XP_002867133.1	Np005G2643800
OG0014314	XP_002867333.1	Np005G2728800
OG0014315	XP_020873485.1	Np005G2793000
OG0014316	XP_020873687.1	Np005G2798400
OG0014317	XP_020872695.1	Np005G2916100
OG0014318	XP_020872154.1	Np004G2275100
OG0014319	XP_002863242.1	Np005G3092600
OG0014320	XP_020874653.1	Np005G3099600
OG0014321	XP_002868444.2	Np005G3106100
OG0014322	XP_020874831.1	Np005G3134200
OG0014323	XP_020878033.1, XP_002863457.1	Np001G0368000
OG0014324	XP_002863667.1	Np001G0415400
OG0014326	XP_002863715.1	Np001G0420100
OG0014327	XP_020865999.1	Np001G0167600
OG0014328	XP_002862542.2, XP_002864034.1	Np003G1739300
OG0014329	XP_002865807.2, XP_020884082.1	Np003G1726800
OG0014330	XP_002862984.2, XP_020871587.1	Np003G1722100
OG0014331	XP_020874324.1, XP_002864073.1	Np003G1721200
OG0014332	XP_002865824.1, XP_020873747.1	Np003G1720400
OG0014333	XP_020880438.1	Np003G1677100
OG0014334	XP_002864338.1	Np003G1631400
OG0014335	XP_020871088.1	Np003G1611900
OG0014336	XP_020871108.1	Np001G0073300
OG0014341	XP_002874987.1	Np003G1889000
OG0014342	XP_002875249.1, XP_002875247.1	Np001G0237900
OG0014343	XP_002883253.1	Np012G4368900, Np011G4362100
OG0014344	XP_002889875.1	Np004G2467900
OG0014346	XP_020889790.1	Np002G0716900
OG0014373	XP_002875601.1	Np001G0431700
OG0014374	XP_002875803.1	Np001G0465900
OG0014375	XP_020882465.1	Np001G0467000
OG0014376	XP_002877534.1	Np001G0467500
OG0014377	XP_020880029.1	Np001G0467600
OG0014378	XP_020880032.1	Np001G0467700
OG0014379	XP_002877551.1	Np001G0469600
OG0014381	XP_002875909.1	Np001G0488200
OG0014382	XP_020880366.1	Np001G0485200
OG0014383	XP_020880371.1	Np001G0484900
OG0014384	XP_020880359.1	Np001G0484400
OG0014385	XP_002875897.1	Np001G0484100
OG0014386	XP_002875889.1	Np001G0482500
OG0014387	XP_020880356.1	Np001G0482000
OG0014388	XP_020880761.1	Np001G0478400
OG0014389	XP_002877591.1	Np001G0479600
OG0014390	XP_002893451.1	Np004G2098900
OG0014391	XP_020881064.1	Np001G0477100
OG0014392	XP_002875867.2	Np001G0476700
OG0014393	XP_002875866.1	Np001G0476400
OG0014394	XP_020879970.1	Np001G0328600
OG0014395	XP_020879973.1	Np001G0297800
OG0014396	XP_020881074.1	Np001G0261200
OG0014397	XP_020874713.1	Np005G3177300
OG0014399	XP_020874707.1	Np005G3175800
OG0014400	XP_020874482.1	Np005G2729100
OG0014401	XP_002870409.1	Np005G3096100
OG0014402	XP_020870996.1	Np006G3386700
OG0014403	XP_020877777.1	Np003G1453200
OG0014404	XP_020877786.1	Np003G1452100, Np003G1260000
OG0014405	XP_002873842.1	Np003G1450200
OG0014406	XP_002873840.1	Np003G1450000
OG0014407	XP_002871773.1	Np003G1449300
OG0014408	XP_002873829.1	Np003G1447900
OG0014409	XP_020876265.1	Np003G1447400
OG0014410	XP_002871763.2	Np003G1446800
OG0014411	XP_002871756.1	Np003G1444200
OG0014412	XP_002873797.1	Np003G1440800
OG0014413	XP_020878109.1	Np003G1440400
OG0014414	XP_002873795.1	Np003G1439800
OG0014415	XP_002873789.2	Np003G1439100
OG0014416	XP_020877321.1	Np003G1437600
OG0014418	XP_020878538.1	Np003G1431700
OG0014419	XP_002863897.1	Np001G0176400
OG0014420	XP_002873738.1	Np003G1426500
OG0014421	XP_020872561.1	Np005G2765300
OG0014422	XP_020876581.1	Np003G1424500
OG0014423	XP_002871666.1	Np003G1423700
OG0014424	XP_002871662.1	Np003G1422900
OG0014425	XP_002871655.1	Np003G1421400
OG0014426	XP_002871645.2	Np003G1419000
OG0014427	XP_002871642.1	Np003G1418900
OG0014428	XP_002871641.1	Np003G1418800
OG0014429	XP_002873691.2	Np003G1417000
OG0014430	XP_002873684.1	Np003G1416100
OG0014431	XP_002873683.1	Np003G1415900
OG0014432	XP_002873677.2	Np003G1415000
OG0014433	XP_002868320.1	Np005G3063900
OG0014434	XP_002873676.1	Np003G1414900
OG0014435	XP_020877561.1	Np003G1414700
OG0014436	XP_002873672.1	Np003G1414500
OG0014437	XP_002873664.1	Np003G1413100
OG0014438	XP_020876222.1	Np003G1411800
OG0014439	XP_020876334.1	Np003G1411100
OG0014440	XP_002871603.1	Np003G1410400
OG0014441	XP_002873647.1	Np003G1409900
OG0014442	XP_002873646.2	Np003G1409600
OG0014443	XP_020877837.1	Np003G1407700
OG0014444	XP_002873633.1	Np003G1407500
OG0014445	XP_002871589.1	Np003G1407000
OG0014446	XP_002871585.1	Np003G1406300
OG0014447	XP_002873610.1	Np003G1402200
OG0014448	XP_020877587.1	Np003G1401500
OG0014449	XP_020878743.1	Np003G1398000
OG0014450	XP_020877284.1	Np003G1395900
OG0014452	XP_002873565.1	Np003G1392000
OG0014453	XP_020878114.1	Np003G1391500
OG0014454	XP_020878340.1	Np003G1390500
OG0014455	XP_002871515.1	Np003G1390200
OG0014457	XP_002871491.1	Np003G1384200
OG0014458	XP_002869492.1	Np005G2762100
OG0014459	XP_020877001.1	Np003G1382700
OG0014460	XP_020881953.1	Np001G0195800
OG0014461	XP_002871471.1	Np003G1379500
OG0014462	XP_020878180.1	Np003G1378600
OG0014463	XP_002871455.1	Np003G1376900
OG0014464	XP_020879521.1	Np003G1375300
OG0014465	XP_020879522.1	Np003G1375200
OG0014466	XP_002873491.1	Np003G1374700
OG0014467	XP_020876713.1	Np003G1373200
OG0014468	XP_002871443.1	Np003G1372800
OG0014469	XP_002873481.1	Np003G1372400
OG0014470	XP_020876754.1	Np003G1370500
OG0014471	XP_020876729.1	Np003G1370300
OG0014472	XP_002873467.1	Np003G1369500
OG0014473	XP_002873465.1	Np003G1369000
OG0014474	XP_020876730.1	Np003G1368800
OG0014475	XP_020876767.1	Np003G1368400
OG0014476	XP_002871419.1	Np003G1367000
OG0014477	XP_002871410.1	Np003G1365000
OG0014478	XP_020878013.1	Np003G1364200
OG0014479	XP_020878010.1	Np003G1363700
OG0014480	XP_002873433.1	Np003G1362700
OG0014481	XP_002868423.1	Np005G3100200
OG0014482	XP_020877277.1	Np003G1358700
OG0014483	XP_002873401.1	Np003G1356900
OG0014484	XP_020878585.1	Np003G1356700
OG0014485	XP_020877317.1	Np003G1352700
OG0014486	XP_020877930.1	Np003G1351000
OG0014487	XP_020877626.1	Np003G1349900
OG0014488	XP_020878137.1	Np003G1348200
OG0014489	XP_020888541.1	Np007G3876900
OG0014490	XP_020877029.1	Np003G1346100
OG0014491	XP_002871318.1	Np003G1345800
OG0014493	XP_002871303.1	Np003G1342200
OG0014494	XP_020879012.1	Np003G1340700
OG0014495	XP_002873318.1	Np003G1335600
OG0014496	XP_002871274.1	Np003G1334500
OG0014498	XP_020873238.1	Np005G2811900
OG0014499	XP_020873280.1	Np005G2812600
OG0014500	XP_002869697.1	Np005G2814300
OG0014501	XP_002869698.2	Np005G2814500
OG0014502	XP_020873333.1	Np005G2816300
OG0014503	XP_020873652.1	Np005G2817400
OG0014504	XP_020873452.1	Np005G2817900
OG0014505	XP_020883564.1	Np006G3622900
OG0014506	XP_020880659.1	Np001G0455900
OG0014507	XP_020882072.1	Np006G3622100
OG0014508	XP_002879014.1	Np006G3621000
OG0014509	XP_002878999.2	Np006G3620700
OG0014510	XP_002879001.1	Np006G3620300
OG0014511	XP_020884356.1	Np006G3619800
OG0014512	XP_020882718.1	Np006G3619600
OG0014513	XP_020885732.1	Np006G3617800, Np006G3618100
OG0014514	XP_020883985.1	Np006G3617700
OG0014515	XP_020884155.1	Np006G3612800
OG0014516	XP_020884930.1	Np006G3612200
OG0014517	XP_002880907.1	Np006G3610100
OG0014518	XP_020885833.1	Np006G3608900
OG0014519	XP_020885829.1	Np006G3608800
OG0014520	XP_020883480.1	Np006G3580400
OG0014522	XP_002879127.1	Np006G3585600
OG0014523	XP_020883799.1	Np006G3587700
OG0014524	XP_002880953.1	Np006G3588300
OG0014525	XP_002880947.1	Np006G3589000
OG0014526	XP_002880945.1	Np006G3589500
OG0014527	XP_020883793.1	Np006G3590200
OG0014528	XP_002880934.1	Np006G3591000
OG0014529	XP_020884399.1	Np006G3591500
OG0014530	XP_020882741.1	Np006G3593900
OG0014531	XP_020882800.1	Np006G3595600
OG0014532	XP_002880998.1	Np006G3596100
OG0014533	XP_002862704.1, XP_002881002.1	Np006G3597300
OG0014534	XP_002879179.1	Np006G3597500
OG0014535	XP_020885266.1	Np006G3599200
OG0014536	XP_020885658.1	Np006G3601400
OG0014537	XP_020883279.1	Np006G3602400
OG0014538	XP_020883549.1	Np006G3392100
OG0014539	XP_020884878.1	Np006G3505700
OG0014540	XP_020884879.1	Np006G3506000
OG0014541	XP_020883998.1	Np006G3522100
OG0014542	XP_002881083.1	Np006G3515400
OG0014543	XP_020874431.1, XP_020885346.1	Np006G3523800
OG0014544	XP_020884433.1	Np006G3524800
OG0014545	XP_002881096.1	Np006G3526100
OG0014546	XP_002881100.1	Np006G3479400, Np006G3527700
OG0014547	XP_002879284.1, XP_002862621.1	Np006G3540400, Np006G3467300
OG0014548	XP_002871999.2	Np006G3547400, Np006G3482000
OG0014549	XP_002876435.1	Np001G0625400
OG0014551	XP_002881169.1	Np006G3550300
OG0014552	XP_020885679.1	Np006G3550600
OG0014553	XP_002881176.1	Np006G3552000
OG0014554	XP_020883431.1	Np006G3552300
OG0014555	XP_020873790.1	Np005G2826600
OG0014556	XP_002881202.1	Np006G3556900
OG0014557	XP_002879351.1, XP_002862932.1	Np006G3558200
OG0014558	XP_020884396.1	Np006G3559800
OG0014559	XP_020884992.1	Np006G3560400
OG0014560	XP_002862888.1, XP_020884813.1	Np006G3560900
OG0014561	XP_020883684.1	Np006G3570500
OG0014562	XP_020884358.1	Np006G3568600
OG0014563	XP_020885026.1	Np006G3565900
OG0014564	XP_020884465.1	Np006G3564800, Np006G3563400
OG0014565	XP_002879414.2	Np006G3573100
OG0014567	XP_020885802.1	Np006G3575300
OG0014568	XP_002881253.1	Np006G3575400
OG0014570	XP_020878076.1	Np001G0412800
OG0014571	XP_020871038.1	Np001G0410000
OG0014572	XP_002863634.1	Np001G0408100
OG0014573	XP_002865401.1	Np001G0407900
OG0014574	XP_020885196.1	Np001G0407700
OG0014575	XP_020887519.1	Np001G0407600
OG0014576	XP_020871731.1	Np001G0406000
OG0014577	XP_002863621.1	Np001G0405100
OG0014578	XP_020871857.1	Np001G0402200
OG0014579	XP_002865381.1	Np001G0401900
OG0014580	XP_020882322.1	Np001G0401700
OG0014581	XP_020882653.1	Np001G0401100
OG0014582	XP_020873420.1	Np005G2810200
OG0014583	XP_002869678.1	Np005G2809000
OG0014584	XP_020873701.1	Np005G2808700
OG0014585	XP_020873826.1	Np005G2807700
OG0014586	XP_020873662.1	Np005G2807500
OG0014587	XP_002867605.1	Np005G2806400, Np005G2806000
OG0014588	XP_002869667.1	Np005G2805800
OG0014589	XP_020869567.1	Np004G2003700
OG0014590	XP_020866594.1	Np004G2005800
OG0014591	XP_020870936.1	Np004G2006500
OG0014592	XP_020868435.1	Np004G2008900
OG0014593	XP_002891343.1	Np004G2009300
OG0014594	XP_002890739.1	Np004G2104000
OG0014595	XP_002891306.2	Np004G2020600
OG0014596	XP_020890180.1	Np002G0760900
OG0014597	XP_020866912.1	Np004G2019800
OG0014598	XP_020867927.1	Np004G2019300
OG0014599	XP_020869075.1	Np004G2017800
OG0014600	XP_002891322.1	Np004G2016200
OG0014601	XP_020866751.1	Np004G2105900
OG0014602	XP_020866752.1	Np004G2106000
OG0014603	XP_020867333.1	Np004G2106700
OG0014604	XP_020867829.1	Np004G2107400
OG0014605	XP_020870328.1	Np004G2109400
OG0014606	XP_002890765.1	Np004G2110400
OG0014607	XP_020869960.1	Np004G2112400
OG0014608	XP_020867486.1	Np004G2112500
OG0014609	XP_020866526.1	Np004G2114100
OG0014610	XP_020867309.1	Np004G2118200
OG0014611	XP_020868984.1	Np004G2121100
OG0014612	XP_020868260.1	Np004G2124800
OG0014613	XP_020867240.1	Np004G2126500
OG0014614	XP_002893573.1	Np004G2128600
OG0014615	XP_020866852.1	Np004G2130500
OG0014616	XP_002890837.1	Np004G2131100
OG0014617	XP_020867365.1	Np004G2132200
OG0014618	XP_002893597.2	Np004G2133100
OG0014619	XP_020869707.1	Np004G2133300
OG0014620	XP_020867054.1	Np004G2139300
OG0014621	XP_020869912.1	Np004G2139600
OG0014622	XP_020866937.1	Np004G2139800
OG0014623	XP_002867661.1	Np005G2820900
OG0014624	XP_020869406.1	Np004G2141200
OG0014625	XP_002890884.1	Np004G2141500
OG0014626	XP_020867592.1	Np004G2142200
OG0014627	XP_020870636.1	Np004G2146700
OG0014628	XP_020869489.1	Np004G2147100
OG0014629	XP_002890913.1	Np004G2148100
OG0014630	XP_020866433.1	Np004G2150600
OG0014631	XP_002891131.2	Np004G2153800
OG0014632	XP_020870584.1	Np004G2153900
OG0014633	XP_002893847.1	Np004G2155900
OG0014634	XP_002893846.1	Np004G2159000
OG0014636	XP_002891143.1	Np004G2159700
