Orthogroup	Arabidopsis_lyrata_NCBI	Arabis_alpina
OG0013072	XP_002864133.1	Aa_G265320.h1.t1
OG0013073	XP_002864122.1	Aa_G101880.h1.t1
OG0013074	XP_002862982.1	Aa_G101970.h1.t1
OG0013075	XP_020883629.1	Aa_G466550.h1.t1
OG0013076	XP_020882918.1	Aa_G84060.h1.t1
OG0013077	XP_020871808.1	Aa_G153080.h1.t1
OG0013078	XP_020877571.1	Aa_G83890.h1.t1
OG0013079	XP_002883804.1	Aa_G105290.h1.t1
OG0013080	XP_020888109.1	Aa_G105550.h1.t1
OG0013081	XP_002883831.2	Aa_G105100.h1.t1
OG0013082	XP_002870994.1	Aa_G269050.h1.t1
OG0013083	XP_002885950.1	Aa_G269140.h1.t1
OG0013084	XP_002883886.1	Aa_G284840.h1.t1
OG0013085	XP_020889292.1	Aa_G384580.h1.t1
OG0013086	XP_020888827.1	Aa_G384590.h1.t1
OG0013087	XP_020887388.1	Aa_G384680.h1.t1, Aa_G548590.h1.t1
OG0013088	XP_002885984.1	Aa_G347070.h1.t1
OG0013089	XP_020877127.1, XP_002885987.1	Aa_G81740.h1.t1
OG0013090	XP_002883930.1	Aa_G81730.h1.t1
OG0013092	XP_002886068.1	Aa_G323480.h1.t1
OG0013093	XP_020888452.1	Aa_G655770.h1.t1
OG0013094	XP_020868641.1	Aa_G544670.h1.t1
OG0013095	XP_002867685.1	Aa_G124420.h1.t1
OG0013096	XP_020873846.1	Aa_G124410.h1.t1
OG0013097	XP_020873471.1	Aa_G124470.h1.t1
OG0013098	XP_020873365.1	Aa_G124480.h1.t1
OG0013099	XP_002869768.1	Aa_G417320.h1.t1
OG0013101	XP_002866894.1	Aa_G486330.h1.t1
OG0013102	XP_020873634.1	Aa_G19910.h1.t1
OG0013103	XP_002867746.1	Aa_G19900.h1.t1
OG0013104	XP_020873339.1	Aa_G292430.h1.t1
OG0013105	XP_020873785.1, XP_020873784.1	Aa_G147720.h1.t1
OG0013106	XP_002867767.1	Aa_G660290.h2.t1, Aa_G660290.h1.t1
OG0013107	XP_002867773.2	Aa_G419750.h1.t1
OG0013108	XP_020873279.1	Aa_G380870.h1.t1
OG0013109	XP_020873643.1	Aa_G371060.h1.t1
OG0013110	XP_020880834.1	Aa_G2340.h1.t1
OG0013111	XP_002869849.1	Aa_G117500.h1.t1
OG0013112	XP_020873610.1	Aa_G117410.h1.t1
OG0013113	XP_002869857.1	Aa_G360780.h1.t1
OG0013114	XP_020872708.1	Aa_G204080.h1.t1
OG0013115	XP_002869950.1	Aa_G203980.h1.t1
OG0013116	XP_002867892.1	Aa_G203940.h1.t1
OG0013117	XP_020875551.1	Aa_G203930.h1.t1
OG0013118	XP_020875216.1	Aa_G203920.h1.t1
OG0013119	XP_002891300.1	Aa_G101140.h1.t1
OG0013120	XP_002867875.1	Aa_G422700.h1.t1
OG0013121	XP_002867870.1	Aa_G580390.h1.t1
OG0013122	XP_020885302.1	Aa_G97310.h1.t1
OG0013123	XP_020872905.1	Aa_G37680.h1.t1
OG0013124	XP_020872911.1	Aa_G59040.h1.t1
OG0013125	XP_020868206.1	Aa_G127590.h1.t1
OG0013126	XP_020873325.1	Aa_G398640.h1.t1
OG0013127	XP_002869872.2	Aa_G408940.h1.t1
OG0013128	XP_020873259.1	Aa_G408950.h1.t1
OG0013129	XP_020873558.1	Aa_G298580.h1.t1
OG0013130	XP_020874508.1	Aa_G148260.h1.t1
OG0013131	XP_002872475.1	Aa_G540030.h1.t1
OG0013132	XP_020877496.1	Aa_G61150.h1.t1
OG0013133	XP_020878568.1	Aa_G61180.h1.t1
OG0013134	XP_002872438.1	Aa_G61200.h1.t1
OG0013135	XP_020891189.1	Aa_G671970.h1.t1
OG0013136	XP_020891353.1	Aa_G39410.h1.t1
OG0013137	XP_002863798.1	Aa_G39430.h1.t1
OG0013138	XP_002874238.1	Aa_G39510.h1.t1
OG0013139	XP_002865527.1	Aa_G39520.h1.t1
OG0013140	XP_020883836.1	Aa_G39560.h1.t1
OG0013141	XP_020883847.1	Aa_G39570.h1.t1
OG0013142	XP_002863758.1	Aa_G612990.h1.t1
OG0013143	XP_020871542.1	Aa_G150630.h1.t1
OG0013144	XP_002865496.1	Aa_G150610.h1.t1
OG0013145	XP_020873984.1	Aa_G49560.h1.t1
OG0013146	XP_002870161.1	Aa_G49520.h1.t1
OG0013147	XP_002868136.2	Aa_G49490.h1.t1
OG0013148	XP_002870154.1	Aa_G49360.h1.t1
OG0013149	XP_002868119.1	Aa_G49290.h1.t1
OG0013150	XP_002868118.1, XP_020873991.1	Aa_G49280.h1.t1
OG0013151	XP_020875761.1	Aa_G296100.h1.t1
OG0013152	XP_020875364.1	Aa_G295930.h1.t1
OG0013153	XP_020874003.1	Aa_G173280.h1.t1
OG0013154	XP_002870122.1	Aa_G16670.h1.t1
OG0013155	XP_002884244.1	Aa_G52300.h1.t1
OG0013156	XP_020886378.1	Aa_G52310.h1.t1
OG0013157	XP_020888073.1	Aa_G52350.h1.t1
OG0013158	XP_020886565.1	Aa_G52410.h1.t1
OG0013159	XP_020885933.1	Aa_G52490.h1.t1
OG0013160	XP_020887819.1	Aa_G52580.h1.t1
OG0013161	XP_002884260.1	Aa_G52600.h1.t1
OG0013162	XP_002884273.2	Aa_G451720.h1.t1, Aa_G798460.h1.t1
OG0013163	XP_002882178.1	Aa_G593160.h1.t1
OG0013164	XP_020889334.1	Aa_G43720.h1.t1
OG0013165	XP_020890143.1	Aa_G43740.h1.t1
OG0013166	XP_020890776.1	Aa_G43780.h1.t1
OG0013167	XP_002865065.1	Aa_G43800.h1.t1
OG0013168	XP_020880015.1	Aa_G43910.h1.t1
OG0013169	XP_002865074.2	Aa_G43970.h1.t1
OG0013170	XP_020879305.1	Aa_G43990.h1.t1
OG0013171	XP_002865083.1	Aa_G113940.h1.t1
OG0013172	XP_020887326.1	Aa_G194770.h1.t1
OG0013173	XP_020871742.1	Aa_G113810.h1.t1
OG0013175	XP_020871571.1	Aa_G113670.h1.t1
OG0013176	XP_020881287.1	Aa_G113650.h1.t1
OG0013177	XP_002878523.1	Aa_G273260.h1.t1
OG0013178	XP_020881765.1	Aa_G273210.h1.t1, Aa_G38200.h1.t1
OG0013179	XP_002878520.1	Aa_G273200.h1.t1
OG0013180	XP_020880302.1	Aa_G273120.h1.t1
OG0013181	XP_002878515.1	Aa_G273080.h1.t1
OG0013182	XP_020882095.1	Aa_G273030.h1.t1
OG0013184	XP_020882111.1	Aa_G272990.h1.t1
OG0013185	XP_020882171.1	Aa_G336720.h1.t1
OG0013186	XP_020882168.1	Aa_G163710.h1.t1
OG0013188	XP_020881118.1	Aa_G364280.h1.t1
OG0013189	XP_002876686.1	Aa_G236550.h1.t1
OG0013190	XP_002878473.1	Aa_G236540.h1.t1
OG0013191	XP_002878436.1	Aa_G2490.h1.t1
OG0013192	XP_020882094.1	Aa_G2420.h1.t1
OG0013193	XP_002878414.1	Aa_G33570.h1.t1
OG0013194	XP_020880830.1	Aa_G33560.h1.t1
OG0013195	XP_020880814.1	Aa_G33420.h1.t1
OG0013196	XP_020880014.1	Aa_G572550.h1.t1
OG0013197	XP_020889381.1	Aa_G338430.h1.t1
OG0013198	XP_020880324.1	Aa_G57980.h1.t1
OG0013199	XP_002876560.1	Aa_G208940.h1.t1
OG0013200	XP_020882296.1	Aa_G77330.h1.t1
OG0013201	XP_020880057.1	Aa_G77410.h1.t1
OG0013202	XP_020885447.1	Aa_G418350.h1.t1
OG0013204	XP_002876533.1	Aa_G349500.h1.t1
OG0013206	XP_002878288.1	Aa_G132800.h1.t1
OG0013207	XP_020880119.1	Aa_G322960.h1.t1
OG0013208	XP_002863862.2	Aa_G451520.h1.t1
OG0013209	XP_020881472.1	Aa_G340550.h1.t1
OG0013210	XP_020867982.1	Aa_G252530.h1.t1
OG0013211	XP_020880523.1	Aa_G90370.h1.t1, Aa_G262270.h1.t1
OG0013212	XP_020891502.1	Aa_G705000.h1.t1
OG0013213	XP_020873569.1	Aa_G228020.h1.t1
OG0013214	XP_002876469.1	Aa_G345900.h1.t1
OG0013215	XP_020880502.1	Aa_G433140.h1.t1
OG0013216	XP_020882277.1	Aa_G458650.h1.t1
OG0013217	XP_020880166.1	Aa_G98510.h1.t1
OG0013218	XP_002878191.1	Aa_G98530.h1.t1
OG0013219	XP_020880154.1	Aa_G45660.h1.t1, Aa_G98600.h1.t1
OG0013220	XP_002878178.1	Aa_G345840.h1.t1
OG0013221	XP_020879838.1	Aa_G345830.h1.t1
OG0013222	XP_002878171.2	Aa_G317210.h1.t1
OG0013223	XP_020881486.1	Aa_G114920.h1.t1
OG0013224	XP_002878152.1	Aa_G401950.h1.t1
OG0013225	XP_002876410.1	Aa_G369770.h1.t1
OG0013226	XP_002878128.1	Aa_G238710.h1.t1
OG0013227	XP_002878117.1	Aa_G483470.h1.t1
OG0013228	XP_002878111.1	Aa_G562500.h1.t1
OG0013229	XP_002878108.1	Aa_G174890.h1.t1
OG0013230	XP_020880685.1	Aa_G174970.h1.t1
OG0013231	XP_002876372.1	Aa_G559700.h1.t1
OG0013232	XP_020881353.1	Aa_G660610.h1.t1
OG0013233	XP_002876357.1	Aa_G224840.h1.t1
OG0013234	XP_020881984.1	Aa_G224850.h1.t1
OG0013235	XP_020881121.1	Aa_G268560.h1.t1
OG0013236	XP_020889236.1	Aa_G139050.h1.t1
OG0013237	XP_002878060.1	Aa_G287230.h1.t1
OG0013238	XP_002878053.1	Aa_G302270.h1.t1
OG0013239	XP_020881438.1	Aa_G742130.h1.t1
OG0013240	XP_002876308.1	Aa_G742120.h1.t1
OG0013241	XP_002878032.1	Aa_G306800.h1.t1
OG0013242	XP_020882068.1	Aa_G427650.h1.t1, Aa_G137610.h1.t1
OG0013243	XP_002878010.1	Aa_G287630.h1.t1
OG0013244	XP_020880473.1	Aa_G381370.h1.t1
OG0013245	XP_002876275.1	Aa_G381360.h1.t1
OG0013246	XP_020879815.1	Aa_G381240.h1.t1
OG0013247	XP_020881253.1	Aa_G331290.h1.t1
OG0013248	XP_020881274.1	Aa_G319040.h1.t1
OG0013249	XP_002877964.1	Aa_G277030.h1.t1
OG0013250	XP_020880887.1	Aa_G277060.h1.t1
OG0013251	XP_020865919.1	Aa_G201310.h1.t1
OG0013252	XP_020880253.1	Aa_G266040.h1.t1
OG0013253	XP_002868134.1	Aa_G49460.h1.t1
OG0013254	XP_020881035.1	Aa_G297400.h1.t1
OG0013255	XP_020882773.1	Aa_G184880.h1.t1
OG0013255	XP_002868722.1, XP_002868728.1, XP_002870747.1	Aa_G99960.h1.t1
OG0013256	XP_002876205.1	Aa_G14030.h1.t1
OG0013257	XP_002876204.1	Aa_G14080.h1.t1
OG0013258	XP_002876202.2	Aa_G14170.h1.t1
OG0013259	XP_020882398.1	Aa_G14180.h1.t1
OG0013260	XP_020881380.1	Aa_G212750.h1.t1
OG0013261	XP_020881388.1	Aa_G119280.h1.t1, Aa_G668310.h1.t1
OG0013262	XP_020881382.1	Aa_G111360.h1.t1
OG0013263	XP_002876170.1	Aa_G111410.h1.t1
OG0013264	XP_002877871.1	Aa_G235210.h1.t1
OG0013265	XP_002866007.1	Aa_G141210.h1.t1
OG0013266	XP_002866006.1	Aa_G141190.h1.t1
OG0013267	XP_002864292.1	Aa_G141180.h1.t1
OG0013268	XP_002866002.1	Aa_G141150.h1.t1
OG0013269	XP_020884757.1	Aa_G198290.h1.t1
OG0013270	XP_002865971.1	Aa_G134140.h1.t1
OG0013272	XP_020872640.1	Aa_G139290.h1.t1
OG0013273	XP_002870181.1	Aa_G139200.h1.t1
OG0013275	XP_020874311.1	Aa_G507520.h1.t1
OG0013276	XP_002883539.1	Aa_G806610.h1.t1
OG0013277	XP_020886068.1	Aa_G284640.h1.t1
OG0013278	XP_020887985.1	Aa_G86410.h1.t1
OG0013279	XP_020887676.1	Aa_G535130.h1.t1
OG0013280	XP_002885704.2	Aa_G535140.h1.t1
OG0013281	XP_002885725.1	Aa_G183470.h1.t1
OG0013282	XP_020888031.1	Aa_G220.h1.t1
OG0013283	XP_020887967.1	Aa_G211160.h1.t1
OG0013284	XP_002885775.2	Aa_G211150.h1.t1
OG0013285	XP_020886221.1	Aa_G211230.h1.t1
OG0013286	XP_020886864.1	Aa_G196620.h1.t1
OG0013287	XP_002885808.1	Aa_G116250.h1.t1
OG0013288	XP_020887541.1	Aa_G116310.h1.t1
OG0013289	XP_020887540.1	Aa_G116320.h1.t1
OG0013290	XP_002883738.1	Aa_G116380.h1.t1
OG0013292	XP_002885645.1	Aa_G116260.h1.t1
OG0013293	XP_020886495.1	Aa_G183140.h1.t1
OG0013294	XP_020886500.1	Aa_G183120.h1.t1
OG0013295	XP_020891405.1	Aa_G454580.h1.t1
OG0013298	XP_020865794.1	Aa_G21320.h1.t1
OG0013299	XP_002888575.1	Aa_G544040.h1.t1
OG0013300	XP_002887108.1	Aa_G108690.h1.t1, Aa_G108690.h2.t1
OG0013301	XP_020891723.1	Aa_G108700.h1.t1, Aa_G108700.h2.t1
OG0013302	XP_020891117.1	Aa_G567140.h1.t1
OG0013303	XP_002887129.1	Aa_G7190.h1.t1
OG0013304	XP_002888609.1	Aa_G7150.h1.t1
OG0013305	XP_020891598.1	Aa_G184450.h1.t1
OG0013306	XP_020889984.1	Aa_G56030.h1.t1
OG0013307	XP_002888648.1	Aa_G343260.h1.t1
OG0013308	XP_002888639.2	Aa_G131750.h1.t1
OG0013309	XP_002887178.1	Aa_G141420.h1.t1
OG0013310	XP_020889915.1	Aa_G81900.h1.t1
OG0013311	XP_020875047.1	Aa_G447110.h1.t1
OG0013313	XP_020887199.1	Aa_G99900.h1.t1
OG0013314	XP_002884127.1	Aa_G415550.h1.t1
OG0013316	XP_002886176.2	Aa_G325940.h1.t1
OG0013317	XP_002886188.1	Aa_G426620.h1.t1
OG0013318	XP_002884153.1	Aa_G141640.h1.t1, Aa_G426590.h1.t1
OG0013319	XP_002886190.1	Aa_G426580.h1.t1
OG0013320	XP_020887085.1	Aa_G190110.h1.t1
OG0013321	XP_002886253.1	Aa_G190120.h1.t1
OG0013322	XP_020887455.1	Aa_G259240.h1.t1
OG0013323	XP_002883998.1	Aa_G244860.h1.t1
OG0013325	XP_020886454.1	Aa_G143540.h1.t1
OG0013326	XP_020886861.1	Aa_G230180.h1.t1
OG0013327	XP_020886244.1	Aa_G726600.h1.t1
OG0013328	XP_002881759.1	Aa_G88470.h1.t1
OG0013329	XP_020883488.1	Aa_G88480.h1.t1
OG0013330	XP_002879904.2	Aa_G684890.h1.t1
OG0013331	XP_020883990.1	Aa_G684880.h1.t1
OG0013332	XP_020884344.1	Aa_G144300.h1.t1
OG0013333	XP_002879899.1	Aa_G144280.h1.t1
OG0013334	XP_020883145.1	Aa_G281390.h1.t1
OG0013335	XP_020884093.1, XP_002879892.1	Aa_G281320.h1.t1
OG0013336	XP_002881732.1	Aa_G401700.h1.t1
OG0013337	XP_020885503.1	Aa_G371030.h1.t1, Aa_G144120.h1.t1
OG0013338	XP_020883498.1	Aa_G144140.h1.t1
OG0013339	XP_020885192.1	Aa_G560440.h1.t1
OG0013341	XP_020884618.1	Aa_G224290.h1.t1
OG0013342	XP_002879833.1	Aa_G38310.h1.t1
OG0013343	XP_002879814.1	Aa_G451130.h1.t1
OG0013344	XP_020884842.1	Aa_G359290.h1.t1
OG0013345	XP_020884592.1	Aa_G461850.h1.t1
OG0013346	XP_020881852.1, XP_002879789.1	Aa_G509540.h1.t1
OG0013347	XP_020885334.1	Aa_G202450.h1.t1
OG0013348	XP_002879786.1	Aa_G202440.h1.t1
OG0013349	XP_020883666.1	Aa_G444110.h1.t1
OG0013350	XP_020883994.1	Aa_G216820.h2.t1, Aa_G216820.h1.t1
OG0013351	XP_002881626.2	Aa_G216830.h1.t1
OG0013352	XP_020885845.1	Aa_G783260.h1.t1, Aa_G955640.h1.t1
OG0013353	XP_002877561.1	Aa_G458680.h1.t1
OG0013354	XP_002878750.1	Aa_G310060.h1.t1
OG0013356	XP_020881676.1	Aa_G337550.h1.t1
OG0013357	XP_020883173.1	Aa_G197150.h1.t1
OG0013358	XP_020885831.1	Aa_G66220.h1.t1
OG0013359	XP_002881562.1	Aa_G150770.h1.t1
OG0013360	XP_020884803.1	Aa_G150800.h1.t1
OG0013361	XP_020884804.1	Aa_G150930.h1.t1
OG0013362	XP_020880770.1	Aa_G278070.h1.t1
OG0013363	XP_002881542.1	Aa_G617050.h2.t1, Aa_G617050.h1.t1
OG0013364	XP_020883174.1	Aa_G197170.h1.t1
OG0013365	XP_020885578.1	Aa_G249290.h1.t1
OG0013366	XP_020883376.1	Aa_G30070.h1.t1
OG0013367	XP_020885176.1	Aa_G30040.h1.t1
OG0013369	XP_020883837.1	Aa_G570380.h1.t1
OG0013370	XP_002879644.2	Aa_G570360.h1.t1
OG0013371	XP_002879637.1	Aa_G135700.h1.t1
OG0013372	XP_002885378.1	Aa_G250560.h1.t1
OG0013373	XP_020884742.1	Aa_G159800.h1.t1
OG0013375	XP_020877725.1	Aa_G561130.h1.t1
OG0013376	XP_020877654.1	Aa_G320470.h1.t1
OG0013377	XP_002892342.1	Aa_G22820.h1.t1
OG0013378	XP_020889026.1	Aa_G50790.h1.t1
OG0013379	XP_002883209.1	Aa_G50780.h1.t1
OG0013380	XP_020883984.1	Aa_G224760.h1.t1
OG0013381	XP_020876621.1	Aa_G892700.h1.t1
OG0013382	XP_020877695.1	Aa_G35170.h1.t1
OG0013383	XP_020877708.1	Aa_G35230.h1.t1
OG0013384	XP_020878620.1	Aa_G546070.h1.t1
OG0013385	XP_002872646.1	Aa_G35040.h1.t1
OG0013386	XP_020877713.1	Aa_G93500.h1.t1
OG0013387	XP_020883928.1	Aa_G10140.h1.t1
OG0013388	XP_020884067.1	Aa_G74460.h1.t1
OG0013390	XP_002878567.1	Aa_G279250.h1.t1
OG0013391	XP_002878570.1	Aa_G279280.h1.t1
OG0013392	XP_020883044.1	Aa_G145580.h1.t1
OG0013393	XP_020884635.1	Aa_G100340.h1.t1
OG0013394	XP_020883229.1	Aa_G100310.h1.t1
OG0013395	XP_020885785.1	Aa_G100230.h1.t1
OG0013396	XP_020885699.1	Aa_G91700.h1.t1
OG0013397	XP_020883250.1	Aa_G591390.h1.t1
OG0013398	XP_002880444.1	Aa_G313890.h1.t1
OG0013399	XP_020884197.1	Aa_G311500.h1.t1
OG0013400	XP_002878626.1	Aa_G224740.h1.t1
OG0013401	XP_020883072.1, XP_020883071.1	Aa_G157410.h1.t1
OG0013402	XP_020884510.1	Aa_G531980.h1.t1
OG0013403	XP_002880522.1	Aa_G11890.h1.t1
OG0013404	XP_002880668.1	Aa_G373600.h1.t1
OG0013405	XP_020885126.1	Aa_G87260.h1.t1
OG0013406	XP_002880659.1	Aa_G321350.h1.t1
OG0013407	XP_002878897.1	Aa_G480950.h1.t1
OG0013408	XP_002880724.1	Aa_G480910.h1.t1
OG0013409	XP_020885033.1	Aa_G290430.h1.t1
OG0013410	XP_020884514.1	Aa_G363350.h1.t1
OG0013411	XP_002880652.1	Aa_G321390.h1.t1
OG0013412	XP_020884222.1	Aa_G393050.h1.t1
OG0013413	XP_020885419.1	Aa_G393110.h1.t1
OG0013414	XP_020884447.1	Aa_G506530.h1.t1
OG0013415	XP_020883025.1	Aa_G35770.h1.t1
OG0013416	XP_020883366.1	Aa_G35740.h1.t1
OG0013417	XP_020869156.1	Aa_G593950.h1.t1, Aa_G593980.h1.t1
OG0013418	XP_002890729.1	Aa_G92310.h1.t1
OG0013419	XP_020869123.1	Aa_G115070.h1.t1
OG0013420	XP_020868420.1	Aa_G475480.h1.t1
OG0013421	XP_002891265.1	Aa_G54760.h1.t1
OG0013422	XP_020866953.1	Aa_G462850.h1.t1
OG0013423	XP_020870057.1	Aa_G82620.h1.t1
OG0013424	XP_002893994.1	Aa_G753440.h1.t1, Aa_G82590.h1.t1
OG0013425	XP_002893927.1	Aa_G287830.h1.t1
OG0013426	XP_020868918.1	Aa_G472460.h1.t1
OG0013427	XP_020868751.1	Aa_G200340.h1.t1
OG0013428	XP_002891173.1	Aa_G737020.h1.t1
OG0013431	XP_020867314.1	Aa_G276610.h1.t1
OG0013432	XP_020867095.1	Aa_G60430.h1.t1
OG0013433	XP_020868497.1	Aa_G377070.h1.t1
OG0013434	XP_020868484.1	Aa_G397310.h1.t1
OG0013435	XP_002894571.1	Aa_G87470.h1.t1
OG0013436	XP_002891064.1	Aa_G433770.h1.t1
OG0013437	XP_020866351.1	Aa_G300880.h1.t1
OG0013438	XP_020866350.1	Aa_G300850.h1.t1
OG0013439	XP_020866355.1	Aa_G300830.h1.t1
OG0013441	XP_020866635.1	Aa_G124920.h1.t1
OG0013442	XP_002872458.1	Aa_G71390.h1.t1
OG0013443	XP_020877453.1	Aa_G61130.h1.t1
OG0013444	XP_002874601.2	Aa_G294850.h1.t1
OG0013445	XP_020878754.1	Aa_G453780.h1.t1
OG0013446	XP_002874611.2	Aa_G453800.h1.t1
OG0013447	XP_002874623.1	Aa_G414550.h1.t1
OG0013448	XP_020875857.1	Aa_G107430.h1.t1
OG0013449	XP_002872543.1	Aa_G275340.h1.t1
OG0013450	XP_002874672.1	Aa_G617990.h1.t1
OG0013451	XP_002874675.1	Aa_G686380.h1.t1
OG0013453	XP_020879076.1	Aa_G318190.h1.t1
OG0013454	XP_002872577.1	Aa_G341460.h1.t1
OG0013455	XP_002873933.1	Aa_G128870.h1.t1
OG0013456	XP_020879417.1	Aa_G128840.h1.t1
OG0013457	XP_002873938.1	Aa_G255510.h1.t1
OG0013458	XP_020876537.1	Aa_G40930.h1.t1
OG0013459	XP_002872231.1	Aa_G189770.h1.t1
OG0013460	XP_002874322.1	Aa_G189790.h1.t1
OG0013461	XP_020878238.1	Aa_G189810.h1.t1
OG0013462	XP_020876974.1	Aa_G120170.h1.t1
OG0013463	XP_020876922.1	Aa_G26030.h1.t1
OG0013464	XP_020876946.1	Aa_G26080.h1.t1
OG0013465	XP_020876927.1	Aa_G26110.h1.t1
OG0013466	XP_020876891.1	Aa_G25930.h1.t1
OG0013467	XP_020887123.1	Aa_G354210.h1.t1
OG0013468	XP_002885997.2	Aa_G166600.h1.t1
OG0013469	XP_002883937.1	Aa_G166560.h1.t1
OG0013470	XP_020888561.1	Aa_G194700.h1.t1
OG0013471	XP_002884227.1	Aa_G440780.h1.t1
OG0013472	XP_020879916.1	Aa_G99430.h1.t1
OG0013473	XP_020880627.1	Aa_G424440.h1.t1
OG0013474	XP_020884408.1	Aa_G12980.h1.t1
OG0013477	XP_002880323.1	Aa_G12850.h1.t1
OG0013478	XP_020883853.1	Aa_G206170.h1.t1
OG0013479	XP_020883001.1	Aa_G206060.h1.t1
OG0013480	XP_002880313.1	Aa_G241290.h1.t1
OG0013481	XP_002881750.1	Aa_G241240.h1.t1
OG0013482	XP_020885532.1	Aa_G241190.h1.t1
OG0013483	XP_020885514.1	Aa_G226100.h1.t1
OG0013484	XP_002880294.1	Aa_G226090.h1.t1
OG0013485	XP_020885515.1	Aa_G226080.h1.t1
OG0013486	XP_002882101.1	Aa_G593450.h1.t1
OG0013487	XP_002880277.2	Aa_G178010.h1.t1
OG0013488	XP_020883380.1	Aa_G177930.h1.t1
OG0013489	XP_002880261.2	Aa_G462220.h1.t1
OG0013490	XP_020885324.1	Aa_G332700.h1.t1
OG0013491	XP_020882714.1	Aa_G332620.h1.t1
OG0013492	XP_002880252.1	Aa_G332610.h1.t1
OG0013494	XP_020885062.1	Aa_G196920.h1.t1
OG0013495	XP_020883465.1	Aa_G196820.h1.t1
OG0013496	XP_020883280.1	Aa_G536050.h1.t1
OG0013497	XP_020884376.1	Aa_G536070.h1.t1
OG0013498	XP_002880229.1	Aa_G381020.h1.t1
OG0013499	XP_020884502.1	Aa_G381100.h1.t1
OG0013500	XP_002880212.1	Aa_G16970.h1.t1
OG0013501	XP_002882043.1	Aa_G17000.h1.t1
OG0013502	XP_020883212.1	Aa_G17120.h1.t1
OG0013503	XP_020883211.1	Aa_G17130.h1.t1
OG0013504	XP_002880186.1	Aa_G16020.h1.t1
OG0013505	XP_002882018.1	Aa_G16130.h1.t1
OG0013506	XP_002882004.1	Aa_G289670.h1.t1
OG0013507	XP_020885615.1	Aa_G289710.h1.t1
OG0013508	XP_020883852.1	Aa_G175230.h1.t1
OG0013510	XP_002881973.1	Aa_G265060.h1.t1
OG0013511	XP_020884935.1	Aa_G265110.h1.t1
OG0013512	XP_020885805.1	Aa_G265130.h1.t1
OG0013513	XP_020883954.1	Aa_G484790.h1.t1
OG0013514	XP_020884818.1	Aa_G288470.h1.t1
OG0013515	XP_002880109.1	Aa_G288490.h1.t1
OG0013516	XP_002880102.1	Aa_G479510.h1.t1
OG0013517	XP_002880097.1	Aa_G100620.h1.t1
OG0013518	XP_002881945.1	Aa_G595210.h1.t1
OG0013519	XP_002880057.1	Aa_G284480.h1.t1
OG0013520	XP_002875756.1	Aa_G424480.h1.t1
OG0013521	XP_002880053.1	Aa_G581330.h1.t1
OG0013522	XP_020884587.1	Aa_G125320.h1.t1
OG0013523	XP_020884990.1	Aa_G125530.h1.t1
OG0013524	XP_002880029.1	Aa_G401470.h1.t1
OG0013525	XP_020884150.1	Aa_G280550.h1.t1
OG0013526	XP_020884937.1	Aa_G454700.h1.t1
OG0013527	XP_002880014.1	Aa_G454740.h1.t1
OG0013528	XP_020882995.1	Aa_G813060.h1.t1
OG0013529	XP_020883571.1	Aa_G374620.h1.t1
OG0013530	XP_020884015.1	Aa_G374640.h1.t1, Aa_G374650.h1.t1
OG0013531	XP_002881846.1	Aa_G599350.h1.t1
OG0013532	XP_002865685.1	Aa_G680930.h1.t1
OG0013533	XP_002881829.1	Aa_G230820.h1.t1
OG0013534	XP_020884228.1	Aa_G230780.h1.t1
OG0013535	XP_020884529.1	Aa_G67370.h1.t1
OG0013536	XP_020883283.1, XP_002879947.1	Aa_G145880.h1.t1
OG0013537	XP_020884178.1	Aa_G145870.h1.t1
OG0013538	XP_002879948.1	Aa_G145860.h1.t1
OG0013539	XP_020883061.1	Aa_G145850.h1.t1
OG0013540	XP_020884198.1	Aa_G145840.h1.t1
OG0013541	XP_002881770.1	Aa_G124090.h1.t1
OG0013542	XP_002879921.1	Aa_G124050.h1.t1
OG0013543	XP_020886961.1	Aa_G14910.h2.t1, Aa_G14910.h1.t1
OG0013544	XP_020886967.1	Aa_G14900.h2.t1, Aa_G14900.h3.t1, Aa_G14900.h1.t1
OG0013545	XP_020886518.1	Aa_G14840.h1.t1
OG0013546	XP_020888144.1	Aa_G14690.h1.t1
OG0013547	XP_002872353.1	Aa_G90100.h1.t1
OG0013548	XP_020886915.1	Aa_G71590.h1.t1
OG0013550	XP_020887111.1	Aa_G42240.h1.t1
OG0013551	XP_020889329.1	Aa_G250410.h1.t1
OG0013554	XP_020888667.1	Aa_G267840.h1.t1
OG0013555	XP_020888719.1	Aa_G44860.h1.t1
OG0013556	XP_002884400.1	Aa_G44960.h1.t1
OG0013557	XP_002882301.1	Aa_G45000.h1.t1
OG0013558	XP_002884405.1	Aa_G45010.h1.t1
OG0013559	XP_002882302.1	Aa_G45020.h1.t1
OG0013560	XP_020887000.1	Aa_G438150.h1.t1
OG0013561	XP_002882316.1	Aa_G185520.h1.t1
OG0013562	XP_020887021.1	Aa_G185540.h1.t1
OG0013563	XP_002884440.1	Aa_G305000.h1.t1
OG0013564	XP_020889022.1	Aa_G304960.h1.t1
OG0013565	XP_002882362.1	Aa_G4200.h1.t1
OG0013566	XP_020887167.1	Aa_G4210.h1.t1
OG0013567	XP_020888475.1	Aa_G4310.h1.t1
OG0013568	XP_020888429.1	Aa_G4320.h1.t1
OG0013569	XP_020886532.1	Aa_G4410.h1.t1
