Orthogroup	Arabidopsis_lyrata_NCBI	Capsella_rubella
OG0015130	XP_020890211.1	XP_023642958.1
OG0015131	XP_002888955.1	XP_023643507.1
OG0015132	XP_002888960.1	XP_023643967.1
OG0015133	XP_002878867.1	XP_023640685.1
OG0015134	XP_002880630.1	XP_006296309.1
OG0015135	XP_002887534.1	XP_006300406.1
OG0015136	XP_002887536.1	XP_006302473.1
OG0015137	XP_002888972.1	XP_006301356.1
OG0015138	XP_020890840.1	XP_023643704.1
OG0015139	XP_002887547.1	XP_006300775.1
OG0015140	XP_020879994.1	XP_006290421.1
OG0015141	XP_020891187.1	XP_006301886.1
OG0015142	XP_020891188.1	XP_023643491.1
OG0015143	XP_020889973.1	XP_006300319.1
OG0015144	XP_020865799.1	XP_006302109.1
OG0015145	XP_020890662.1	XP_023643100.1
OG0015146	XP_002887558.1	XP_006302127.1
OG0015147	XP_020889622.1	XP_006300943.1
OG0015148	XP_020889619.1	XP_006300957.1
OG0015149	XP_020865731.1	XP_023642979.1
OG0015150	XP_002887202.1	XP_023644108.1
OG0015151	XP_020889995.1	XP_006302275.1
OG0015152	XP_002887207.2	XP_006302215.1
OG0015153	XP_002887211.1	XP_006301605.1
OG0015154	XP_002887214.1	XP_006301711.1
OG0015155	XP_002888693.1	XP_006301413.1
OG0015156	XP_020889701.1	XP_006302782.1
OG0015157	XP_002888705.1	XP_006301241.1
OG0015158	XP_020889980.1	XP_023642848.1
OG0015159	XP_002867449.1	XP_006283719.1
OG0015160	XP_020875291.1	XP_006284063.1
OG0015161	XP_020872609.1	XP_023635658.1
OG0015162	XP_002867439.1	XP_006285784.1
OG0015163	XP_002869484.1	XP_006283600.1
OG0015164	XP_002869476.1	XP_006286132.1
OG0015165	XP_002869462.1	XP_006284532.1
OG0015166	XP_020874784.1	XP_006285995.1
OG0015167	XP_020875094.1	XP_023634120.1
OG0015168	XP_020872896.1	XP_006282919.1
OG0015169	XP_020874615.1	XP_006285646.1
OG0015170	XP_002867420.1	XP_006285234.2
OG0015171	XP_020882286.1	XP_023642597.1
OG0015172	XP_002887945.2	XP_006301489.2
OG0015173	XP_020889855.1	XP_006301601.1
OG0015174	XP_002887931.1	XP_006302317.1
OG0015175	XP_020872924.1	XP_006283279.1
OG0015176	XP_002870728.1	XP_023634594.1
OG0015177	XP_020875357.1	XP_006284285.1
OG0015178	XP_020872393.1	XP_006282714.1
OG0015179	XP_020874222.1	XP_006283066.1
OG0015180	XP_002877258.1	XP_006290991.1
OG0015181	XP_020879949.1	XP_023639232.1
OG0015182	XP_020881516.1	XP_006293004.1
OG0015183	XP_002877110.1	XP_006291503.1
OG0015184	XP_020881980.1	XP_006290676.1
OG0015185	XP_020881549.1	XP_006290699.1
OG0015186	XP_020880227.1	XP_006292464.1
OG0015187	XP_002877061.1	XP_006290795.1
OG0015188	XP_002875388.1	XP_006291066.1
OG0015189	XP_002875384.1	XP_006291756.1
OG0015190	XP_002877044.1	XP_006293068.1
OG0015191	XP_002875369.2	XP_006291738.1
OG0015192	XP_020880805.1	XP_023639253.1
OG0015193	XP_020881368.1	XP_023638540.1
OG0015194	XP_002875358.1	XP_006291431.1
OG0015195	XP_020880797.1	XP_023638623.1
OG0015196	XP_002877014.1	XP_023638213.1
OG0015197	XP_002877008.1	XP_006290852.1
OG0015198	XP_020880415.1	XP_006291532.2
OG0015199	XP_020882470.1	XP_006290914.1
OG0015200	XP_020880204.1	XP_006290605.1
OG0015201	XP_020881163.1	XP_006290539.1
OG0015202	XP_020880094.1	XP_006291416.1
OG0015203	XP_002876976.1	XP_006292787.2
OG0015204	XP_002875311.1	XP_006293183.1
OG0015205	XP_020880635.1	XP_006291579.1
OG0015206	XP_020880287.1	XP_023637845.1
OG0015207	XP_002875299.2	XP_006292162.2
OG0015208	XP_020867432.1	XP_023645979.1
OG0015209	XP_020881694.1	XP_006292768.1
OG0015210	XP_020882047.1	XP_023638108.1
OG0015211	XP_002875269.1	XP_006292808.1
OG0015212	XP_002888745.1	XP_006300366.1
OG0015213	XP_002863114.2	XP_006301787.2
OG0015214	XP_020889787.1	XP_006301543.2
OG0015215	XP_002887240.1	XP_023643282.1
OG0015216	XP_020890389.1	XP_023644367.1
OG0015217	XP_020874501.1	XP_006282693.1
OG0015218	XP_020891192.1	XP_006302411.1
OG0015219	XP_002865215.1	XP_006280702.1
OG0015220	XP_020866532.1	XP_006281679.1
OG0015221	XP_020867421.1	XP_006279484.1
OG0015222	XP_020888030.1	XP_006280695.1
OG0015223	XP_020871508.1	XP_006281593.1
OG0015224	XP_002865252.1	XP_006279583.2
OG0015225	XP_020885764.1	XP_006279608.1
OG0015226	XP_020885771.1	XP_006280604.1
OG0015227	XP_020888491.1	XP_006297980.1
OG0015228	XP_020877457.1	XP_006279756.1
OG0015229	XP_002894216.1	XP_006306175.1
OG0015230	XP_020866717.1	XP_006307645.1
OG0015231	XP_020866697.1	XP_006306749.1
OG0015232	XP_020866735.1	XP_006303249.1
OG0015233	XP_020866709.1	XP_006306250.1
OG0015234	XP_002891545.1	XP_006304298.1
OG0015235	XP_020866704.1	XP_023632986.1
OG0015236	XP_002894226.1	XP_006279140.1
OG0015237	XP_002894234.1	XP_023645092.1
OG0015238	XP_002894245.1	XP_006307231.1
OG0015239	XP_020867279.1	XP_023645185.1
OG0015240	XP_002894253.1	XP_023645599.1
OG0015241	XP_020867974.1	XP_006305048.1
OG0015242	XP_020867977.1	XP_006303250.1
OG0015243	XP_002894266.1	XP_006304246.1
OG0015244	XP_002894284.1	XP_023633069.1
OG0015245	XP_020869713.1	XP_006303343.2
OG0015246	XP_002891617.1	XP_006307686.1
OG0015247	XP_020883254.1	XP_006293787.1
OG0015248	XP_020870338.1	XP_006307213.1
OG0015249	XP_002891640.1	XP_023645310.1
OG0015250	XP_020869126.1	XP_023645309.1
OG0015251	XP_020891525.1	XP_006302258.1
OG0015252	XP_002880597.1	XP_006294293.1
OG0015253	XP_002891654.2	XP_006304376.1
OG0015254	XP_020869703.1	XP_023645879.1
OG0015255	XP_002894367.1	XP_006306206.1
OG0015256	XP_020869167.1	XP_006307159.1
OG0015257	XP_020868204.1	XP_006306796.1
OG0015258	XP_002869651.1	XP_006282730.1
OG0015259	XP_020868694.1	XP_006304948.1
OG0015260	XP_020868695.1	XP_006305087.1
OG0015261	XP_002894389.1	XP_023646047.1
OG0015262	XP_002891705.1	XP_023644590.1
OG0015263	XP_002894392.1	XP_006306256.1
OG0015264	XP_002891711.1	XP_006305780.1
OG0015265	XP_002891715.2	XP_006307465.1
OG0015266	XP_002891716.1	XP_006306214.1
OG0015267	XP_020870219.1	XP_006305391.1
OG0015268	XP_020868051.1	XP_006305136.1
OG0015269	XP_002894409.1	XP_006305416.1
OG0015270	XP_002863742.1	XP_006280774.1
OG0015271	XP_002865486.1	XP_006281749.1
OG0015272	XP_002865475.1	XP_006281462.1
OG0015273	XP_020879686.1	XP_006279557.1
OG0015274	XP_002865451.2	XP_006280987.1
OG0015275	XP_002865450.1	XP_006281363.2
OG0015276	XP_020883851.1	XP_023640566.1
OG0015277	XP_020883193.1	XP_006295355.1
OG0015278	XP_002881297.1	XP_023640280.1
OG0015279	XP_002879468.1	XP_023640279.1
OG0015280	XP_020885284.1	XP_023640873.1
OG0015281	XP_020885536.1	XP_023640174.1
OG0015282	XP_020885500.1	XP_023640765.1
OG0015283	XP_002879481.1	XP_006296401.1
OG0015284	XP_020885283.1	XP_006294014.1
OG0015285	XP_020884898.1	XP_006295532.1
OG0015286	XP_002879500.2	XP_006296381.1
OG0015287	XP_020883165.1	XP_006295623.1
OG0015288	XP_020882230.1	XP_023638745.1
OG0015289	XP_020883017.1	XP_006295027.1
OG0015290	XP_020883015.1	XP_023640138.1
OG0015291	XP_020883013.1	XP_023640136.1
OG0015292	XP_002881375.1	XP_023639328.1
OG0015293	XP_020883896.1	XP_023639382.1
OG0015294	XP_020884114.1	XP_023639381.1
OG0015295	XP_020884540.1	XP_006294626.1
OG0015296	XP_020885487.1	XP_006293491.2
OG0015297	XP_020884546.1	XP_006294384.1
OG0015298	XP_002879558.1	XP_006295158.1
OG0015299	XP_020891377.1	XP_006281114.1
OG0015300	XP_020883709.1	XP_006294202.1
OG0015301	XP_020883696.1	XP_006293442.1
OG0015302	XP_020874816.1	XP_006282558.1
OG0015303	XP_020875336.1	XP_006284344.1
OG0015304	XP_020874447.1	XP_006285872.1
OG0015305	XP_020875371.1	XP_023634014.1
OG0015306	XP_020874453.1	XP_006282448.1
OG0015307	XP_020874541.1	XP_006284368.1
OG0015308	XP_020874542.1	XP_006285425.1
OG0015309	XP_020874536.1	XP_023634087.1
OG0015310	XP_020875080.1	XP_006283035.1
OG0015311	XP_020875072.1	XP_023635355.1
OG0015312	XP_002867982.1	XP_006285198.1
OG0015313	XP_020872783.1	XP_023635293.1
OG0015314	XP_020872693.1	XP_006284910.1
OG0015315	XP_002868001.1	XP_006283965.1
OG0015316	XP_020875241.1	XP_006283619.1
OG0015318	XP_020872369.1	XP_006285299.1
OG0015319	XP_020890332.1, XP_020872357.1, XP_020890282.1	XP_006301247.2, XP_023643741.1, XP_023644098.1
OG0015320	XP_002868009.1	XP_006285990.1
OG0015321	XP_002880654.1	XP_006293620.1
OG0015322	XP_002870075.1	XP_006283440.1
OG0015323	XP_002870087.1	XP_006284206.1
OG0015324	XP_002868041.1	XP_006285651.1
OG0015325	XP_020873201.1	XP_023633683.1
OG0015326	XP_020875200.1	XP_023634988.1
OG0015327	XP_020875333.1	XP_006282563.1
OG0015328	XP_002870120.1	XP_006284895.1
OG0015329	XP_002870121.1	XP_023634975.1
OG0015330	XP_002870448.1	XP_006285619.2
OG0015331	XP_002865197.1	XP_006279907.1
OG0015332	XP_020879900.1	XP_006290617.1
OG0015333	XP_002876062.1	XP_006292490.1
OG0015334	XP_020881606.1	XP_006290354.2
OG0015335	XP_002876048.2	XP_006291871.1
OG0015336	XP_002877760.1	XP_006292636.1
OG0015337	XP_002876029.2	XP_006291327.1
OG0015338	XP_020879854.1	XP_023639114.1
OG0015339	XP_002876026.1	XP_006291947.1
OG0015340	XP_020881929.1	XP_023638510.1
OG0015341	XP_002876018.2	XP_006290681.1
OG0015342	XP_020882419.1	XP_006290734.1
OG0015343	XP_002865911.1, XP_002862543.1	XP_006281102.1
OG0015344	XP_020880591.1	XP_006279589.1
OG0015345	XP_002865899.1	XP_006282201.2
OG0015346	XP_020890179.1	XP_023642446.1
OG0015347	XP_020890172.1	XP_006280887.1
OG0015348	XP_002865887.2	XP_023640872.1
OG0015349	XP_002864144.1	XP_006280679.1
OG0015350	XP_020866013.1	XP_006281919.1
OG0015351	XP_020871626.1	XP_023633167.1
OG0015352	XP_002865872.1	XP_023636072.1
OG0015353	XP_020871145.1	XP_023636535.1
OG0015354	XP_002862981.1	XP_006279659.2
OG0015355	XP_002864091.1	XP_006281246.1
OG0015356	XP_020878671.1	XP_006282261.1
OG0015357	XP_002864093.1	XP_006281426.2
OG0015358	XP_002883761.1	XP_023634124.1
OG0015359	XP_002885895.1	XP_006297717.1
OG0015360	XP_002883819.2	XP_006297152.1
OG0015361	XP_002885903.1	XP_006298449.1
OG0015362	XP_020887198.1	XP_023641483.1
OG0015363	XP_002883812.1	XP_006297649.1
OG0015364	XP_002883829.2	XP_023642287.1
OG0015365	XP_020887294.1	XP_006299976.2
OG0015366	XP_020888996.1	XP_006297796.1
OG0015367	XP_020888086.1	XP_006298221.1
OG0015368	XP_002883848.1	XP_006297176.2
OG0015369	XP_020886824.1	XP_006297197.1
OG0015370	XP_002883884.1	XP_006296713.1
OG0015371	XP_020887938.1	XP_023642670.1
OG0015372	XP_002885955.1	XP_006299807.1
OG0015373	XP_002883932.1	XP_006298909.1
OG0015374	XP_020880455.1	XP_023638304.1
OG0015375	XP_020889359.1	XP_006297369.1
OG0015376	XP_020889070.1	XP_006296975.1
OG0015377	XP_020888609.1	XP_006297931.1
OG0015378	XP_020887486.1	XP_006298098.2
OG0015379	XP_020873406.1	XP_023634151.1
OG0015380	XP_020873495.1	XP_006282849.2
OG0015381	XP_002867690.1, XP_020872515.1	XP_023635123.1
OG0015382	XP_020873392.1	XP_006283608.2
OG0015383	XP_020873409.1	XP_023634793.1
OG0015384	XP_002869799.1	XP_006284067.1
OG0015385	XP_020873686.1	XP_006284357.1
OG0015386	XP_002869819.2	XP_006284350.1
OG0015387	XP_020873677.1	XP_006285991.1
OG0015388	XP_020873777.1	XP_006286177.1
OG0015389	XP_002867914.1	XP_023635683.1
OG0015390	XP_002867893.1	XP_006283032.1
OG0015391	XP_020872754.1	XP_006283552.1
OG0015392	XP_002869927.1	XP_006284140.1
OG0015393	XP_002869925.1	XP_006283525.1
OG0015394	XP_002867872.1	XP_006284450.1
OG0015395	XP_020875731.1	XP_006284037.1
OG0015396	XP_020873942.1	XP_006283790.1
OG0015397	XP_020875590.1	XP_006285106.1
OG0015398	XP_020875589.1	XP_006283280.1
OG0015399	XP_002869899.1	XP_023635473.1
OG0015400	XP_002869895.2	XP_006286154.1
OG0015401	XP_020872902.1	XP_006283139.1
OG0015402	XP_020872906.1	XP_006285553.2
OG0015403	XP_002867854.1	XP_006282651.1
OG0015404	XP_002871951.1	XP_006287022.1
OG0015405	XP_020873714.1	XP_006282705.1
OG0015406	XP_020873497.1	XP_006283773.1
OG0015407	XP_002869877.1	XP_006286008.2
OG0015408	XP_020873257.1	XP_006283078.1
OG0015409	XP_020881291.1	XP_006291409.1
OG0015410	XP_020873824.1	XP_006285845.1
OG0015411	XP_020873234.1	XP_023634956.1
OG0015412	XP_002893977.1	XP_006306112.1
OG0015413	XP_020873270.1	XP_006283108.1
OG0015414	XP_002867926.1	XP_023635187.1
OG0015415	XP_020872090.1	XP_023634123.1
OG0015417	XP_020876968.1	XP_006288620.1
OG0015418	XP_020890232.1	XP_023642992.1
OG0015419	XP_002865541.1	XP_006279580.1
OG0015420	XP_020869468.1	XP_023635497.1
OG0015421	XP_020873958.1	XP_006282522.1
OG0015422	XP_002868130.1	XP_006282596.1
OG0015423	XP_020873961.1	XP_023634516.1
OG0015424	XP_002868139.1	XP_006283198.1
OG0015425	XP_002870144.1	XP_006282581.1
OG0015426	XP_002868107.1	XP_006286156.1
OG0015427	XP_020875164.1	XP_006284142.2
OG0015428	XP_020875277.1	XP_023635297.1
OG0015429	XP_020874001.1	XP_006285003.1
OG0015430	XP_002882155.1	XP_006298775.1
OG0015431	XP_020887055.1	XP_023641836.1
OG0015432	XP_020887054.1	XP_006297134.1
OG0015433	XP_020886462.1	XP_006298261.2
OG0015434	XP_020885946.1	XP_023642158.1
OG0015435	XP_020887463.1	XP_023641329.1
OG0015436	XP_020886090.1	XP_006297296.1
OG0015437	XP_020867755.1	XP_006279499.1
OG0015438	XP_002865061.1	XP_006280859.1
OG0015439	XP_020881924.1	XP_023636481.1
OG0015440	XP_002887679.1	XP_006302987.1
OG0015441	XP_020887408.1	XP_006280905.1
OG0015442	XP_020880290.1	XP_006291823.1
OG0015443	XP_002866769.1	XP_006282226.1
OG0015444	XP_020883927.1	XP_006281860.2
OG0015445	XP_002866775.1	XP_006281130.1
OG0015446	XP_020871739.1	XP_023638326.1
OG0015447	XP_020881767.1	XP_006293077.1
OG0015448	XP_002878522.1	XP_006292627.1
OG0015449	XP_002878521.1	XP_023638370.1
OG0015451	XP_020881763.1	XP_006292523.2
OG0015452	XP_002876721.1	XP_006292109.1
OG0015453	XP_020882106.1	XP_023638129.1, XP_023638954.1
OG0015454	XP_002878509.1	XP_006292690.1
OG0015455	XP_020882118.1	XP_006292218.1
OG0015456	XP_020882169.1	XP_006291814.1
OG0015457	XP_002876708.1	XP_006291245.1
OG0015458	XP_002876698.1	XP_006291570.2
OG0015459	XP_020879708.1	XP_006293300.1
OG0015460	XP_002876691.1	XP_006291882.1
OG0015461	XP_020882155.1	XP_006292651.1
OG0015462	XP_002878474.1	XP_006292494.1
OG0015463	XP_002876681.1	XP_023638468.1
OG0015464	XP_002876671.1	XP_006291368.1
OG0015465	XP_020879869.1	XP_006292713.1
OG0015466	XP_002878444.1	XP_006290262.1
OG0015467	XP_020880148.1	XP_006290678.1
OG0015468	XP_002878427.2	XP_006290312.1
OG0015469	XP_002878421.2	XP_006292948.1
OG0015470	XP_020880836.1	XP_006291671.1
OG0015471	XP_020880842.1	XP_006293216.1
OG0015472	XP_002864138.1	XP_006279683.1
OG0015473	XP_020881594.1	XP_006293268.1
OG0015474	XP_002876620.1	XP_006291847.1
OG0015475	XP_002876618.1	XP_006291035.1
OG0015476	XP_002876611.1	XP_006293252.2
OG0015477	XP_020880200.1	XP_023638440.1
OG0015478	XP_002876596.1	XP_006290613.1
OG0015479	XP_020880419.1	XP_023637971.1
OG0015480	XP_020881140.1	XP_006282259.1
OG0015481	XP_020881141.1	XP_006290712.1
OG0015482	XP_002878899.1	XP_006295714.1
OG0015483	XP_020880429.1	XP_006291254.1
OG0015484	XP_020881182.1	XP_023638258.1
OG0015485	XP_020880135.1	XP_006291453.1
OG0015486	XP_002893427.1	XP_006305211.2
OG0015487	XP_020882180.1	XP_023638265.1
OG0015488	XP_020880874.1	XP_023638992.1
OG0015489	XP_020880110.1	XP_023637883.1
OG0015490	XP_002878307.1	XP_006293043.1
OG0015491	XP_020880249.1	XP_006292239.1
OG0015492	XP_020880117.1	XP_006292503.1
OG0015493	XP_020879720.1	XP_023637829.1
OG0015494	XP_002876501.1	XP_006291531.2
OG0015495	XP_002876500.1	XP_006291459.2
OG0015496	XP_020888163.1	XP_006297583.1
OG0015497	XP_020880538.1	XP_006290894.2
OG0015498	XP_002878242.1	XP_006291323.2
OG0015500	XP_002878232.1	XP_006290604.1
OG0015501	XP_002878227.1	XP_006290784.1
OG0015502	XP_020880569.1	XP_023639164.1
OG0015503	XP_020880557.1	XP_006291211.1
OG0015504	XP_002878223.1	XP_006291642.2
OG0015505	XP_002878222.2	XP_023638255.1
OG0015506	XP_002878182.1	XP_006290370.1
OG0015507	XP_020880799.1	XP_006290696.1
OG0015508	XP_020880800.1	XP_006291548.1
OG0015509	XP_020881357.1	XP_006291346.1
OG0015510	XP_020881228.1	XP_006290615.1
OG0015511	XP_020879754.1	XP_023637798.1
OG0015512	XP_020882244.1	XP_006293304.1
OG0015513	XP_020880872.1	XP_023637836.1
OG0015514	XP_020875634.1	XP_006282822.2
OG0015515	XP_020883625.1	XP_006293617.1
OG0015516	XP_020881229.1	XP_006291071.1
OG0015517	XP_020881517.1	XP_023638128.1
OG0015518	XP_002876377.1	XP_023637893.1
OG0015519	XP_020880242.1	XP_006299657.1, XP_006293020.1
OG0015520	XP_020881127.1	XP_006290935.1
OG0015521	XP_002876367.1	XP_006292213.1
OG0015522	XP_020882575.1	XP_023638744.1
OG0015523	XP_002878074.2	XP_006291636.1
OG0015524	XP_020880891.1	XP_006291485.1
OG0015525	XP_020882511.1	XP_023637955.1
OG0015526	XP_020879841.1	XP_006292431.1
OG0015527	XP_002878056.1	XP_006290419.1
OG0015528	XP_002878051.1	XP_006291798.1
OG0015529	XP_020880202.1	XP_006292901.1
OG0015530	XP_020880203.1	XP_006291460.1
OG0015531	XP_002876318.1	XP_006291466.1
OG0015532	XP_020890195.1	XP_023642995.1
OG0015533	XP_002876299.1	XP_006292463.1
OG0015534	XP_002878031.1	XP_006290373.1
OG0015535	XP_020882367.1	XP_023638448.1
OG0015536	XP_020881586.1	XP_006290865.1
OG0015537	XP_002876289.1	XP_023638518.1
OG0015538	XP_020882278.1	XP_006290485.2
OG0015539	XP_002876285.1	XP_006291476.1
OG0015540	XP_020881542.1	XP_023638526.1
OG0015541	XP_002878009.1	XP_023638332.1
OG0015542	XP_002878006.1	XP_006290981.1
OG0015543	XP_020882158.1	XP_023638532.1
OG0015544	XP_002876276.1	XP_006290526.1
OG0015545	XP_020880470.1	XP_023639309.1
OG0015546	XP_002888640.1	XP_023644120.1
OG0015547	XP_020881312.1	XP_006291523.1
OG0015548	XP_002876261.1	XP_006291261.1
OG0015549	XP_020879943.1	XP_006290711.1
OG0015550	XP_020880618.1	XP_006293149.1
OG0015551	XP_020879620.1	XP_006291664.1
OG0015552	XP_020881773.1	XP_006292979.1
OG0015553	XP_002877974.1	XP_023638281.1
OG0015554	XP_002876249.1	XP_006292272.1
OG0015555	XP_020891123.1	XP_006307199.1
OG0015556	XP_002883685.1	XP_006297981.1
OG0015557	XP_020881463.1	XP_006291553.1
OG0015558	XP_020882458.1	XP_006291362.1
OG0015559	XP_002876230.1	XP_006291519.1
OG0015560	XP_020881323.1	XP_006290887.2
OG0015561	XP_002877926.1	XP_006292273.1
OG0015562	XP_002886301.1	XP_006298194.1
OG0015563	XP_020881158.1	XP_023637832.1
OG0015564	XP_020881378.1	XP_006290889.1
OG0015565	XP_002877896.1	XP_006293048.1
OG0015566	XP_002877889.1	XP_006291164.1
OG0015567	XP_002876165.1	XP_006291522.2
OG0015568	XP_020880194.1	XP_006290686.1
OG0015569	XP_002876159.1	XP_006291061.1
OG0015570	XP_020881999.1	XP_023639037.1
OG0015571	XP_020884385.1	XP_006280533.1
OG0015572	XP_020885719.1	XP_006280243.1
OG0015573	XP_020888513.1	XP_006280752.1
OG0015574	XP_002864243.1	XP_006279586.1
OG0015575	XP_002865969.1	XP_006280204.1
OG0015576	XP_002864235.1	XP_006281093.1
OG0015577	XP_002868163.1	XP_006283282.1
OG0015578	XP_002883522.1	XP_006298066.1
OG0015579	XP_020887939.1	XP_006296868.1
OG0015580	XP_020888495.1	XP_006297563.1
OG0015581	XP_020886160.1	XP_023642742.1
OG0015582	XP_020888777.1	XP_006296723.1
OG0015583	XP_002885671.1	XP_006298736.1
OG0015584	XP_020886071.1	XP_006299701.2
OG0015585	XP_020889352.1	XP_023642031.1
OG0015586	XP_002883574.1	XP_006297814.1
OG0015587	XP_002863091.1	XP_023642816.1
OG0015588	XP_002883590.1	XP_006297781.2
OG0015589	XP_002883591.1	XP_006298734.1
OG0015590	XP_020887961.1	XP_006299254.1
OG0015591	XP_020887963.1	XP_023641881.1
OG0015592	XP_002883636.1	XP_023641108.1
OG0015593	XP_002885751.1	XP_023641109.1
OG0015594	XP_002883646.1	XP_006299164.1
OG0015595	XP_020888098.1	XP_006299911.1
OG0015596	XP_002883649.2	XP_006298032.1
OG0015597	XP_020888955.1	XP_023641573.1
OG0015598	XP_002885774.1	XP_006297093.2
OG0015599	XP_002885787.1	XP_006296789.1
OG0015600	XP_020886020.1	XP_006296676.1
OG0015601	XP_020888659.1	XP_006296708.1
OG0015602	XP_020889007.1	XP_006297434.1
OG0015603	XP_020880971.1	XP_006291786.1
OG0015604	XP_002885803.1	XP_006298511.2
OG0015605	XP_020887401.1	XP_023642552.1
OG0015606	XP_002888549.1	XP_006300314.1
OG0015607	XP_020865625.1	XP_006302685.1
OG0015608	XP_020889597.1	XP_006300450.1
OG0015609	XP_020865655.1	XP_006302282.1
OG0015610	XP_020891445.1	XP_006302175.1
OG0015611	XP_020891139.1	XP_006302643.1
OG0015612	XP_020891365.1	XP_006300710.2
OG0015613	XP_020890213.1	XP_023643164.1
OG0015614	XP_002888627.1	XP_006302412.1
OG0015615	XP_020890715.1	XP_006300867.1
OG0015616	XP_002887160.2	XP_006301220.1
OG0015617	XP_002887157.1	XP_006300427.1
OG0015618	XP_020865904.1	XP_006300327.1
OG0015619	XP_020865664.1	XP_006302748.2
OG0015620	XP_002872352.1	XP_006289621.1
OG0015621	XP_020890594.1	XP_006280626.2
OG0015622	XP_002863924.1	XP_006281736.1
OG0015623	XP_002865670.1	XP_006280834.2
OG0015624	XP_020891769.1	XP_023641017.1
OG0015625	XP_002863907.1, XP_002863048.1	XP_006280743.1
OG0015626	XP_020886670.1	XP_006297155.1
OG0015627	XP_002868396.1	XP_006283972.1
OG0015628	XP_020887658.1	XP_006298507.1
OG0015629	XP_002886163.1	XP_006298623.1
OG0015630	XP_020886332.1	XP_006298841.1
OG0015631	XP_020889459.1	XP_006297927.1
OG0015632	XP_020888398.1	XP_006298310.1
OG0015633	XP_020886325.1	XP_023642445.1
OG0015634	XP_020889316.1	XP_006297899.1
OG0015635	XP_002884187.1	XP_006296974.2
OG0015636	XP_020888883.1	XP_006298682.1
OG0015637	XP_002886048.1	XP_023642770.1
OG0015638	XP_002886044.1	XP_006298267.1
OG0015639	XP_020888902.1	XP_006297958.1
OG0015640	XP_020884355.1	XP_023640303.1
OG0015641	XP_020884139.1	XP_006295651.1
OG0015642	XP_020883991.1	XP_023640168.1
OG0015643	XP_002881752.1	XP_006295739.2
OG0015644	XP_002881749.1	XP_006296310.1
OG0015645	XP_020879714.1	XP_006293246.1
OG0015646	XP_020883143.1	XP_006293633.1
OG0015647	XP_020885435.1	XP_006295405.2
OG0015648	XP_002879883.1	XP_023640052.1
OG0015649	XP_020883742.1	XP_006294080.1
OG0015650	XP_020874923.1	XP_006283216.1
OG0015651	XP_002881711.1	XP_006293840.2
OG0015652	XP_020882950.1	XP_023640665.1
OG0015653	XP_002879844.1	XP_006295229.1
OG0015654	XP_020883995.1	XP_006293799.2
OG0015655	XP_020884180.1	XP_023639748.1
OG0015656	XP_020884179.1	XP_006295692.1
OG0015657	XP_002881682.1	XP_006294397.1
OG0015658	XP_020883513.1	XP_006294270.1
OG0015659	XP_002881668.1	XP_006294666.1
OG0015660	XP_002879805.2	XP_006296026.1
OG0015661	XP_020883745.1	XP_006294168.1
OG0015662	XP_002881630.1	XP_006295551.1
OG0015663	XP_020883464.1	XP_006294116.2
OG0015664	XP_020885531.1	XP_023639586.1
OG0015665	XP_002882775.1	XP_006297741.1
OG0015666	XP_002881620.1	XP_006294278.2
OG0015667	XP_002879768.1	XP_006295726.2
OG0015668	XP_002879762.1	XP_023639643.1
OG0015669	XP_020882889.1	XP_006294495.1
OG0015670	XP_020882920.1	XP_023640077.1
OG0015671	XP_020880915.1	XP_006291984.1
OG0015672	XP_002879752.1	XP_006294550.1
OG0015673	XP_002881591.1	XP_006293789.1
OG0015674	XP_020882755.1	XP_006295384.1
OG0015675	XP_020882883.1	XP_006295953.1
OG0015676	XP_002879729.2	XP_006296531.1
OG0015677	XP_002881566.1	XP_023639935.1
OG0015678	XP_002874554.1	XP_006288289.1
OG0015679	XP_002881561.1	XP_006295771.1
OG0015680	XP_020885383.1	XP_006295890.1
OG0015681	XP_002879707.1	XP_006294644.1
OG0015682	XP_002875637.1	XP_006291975.1
OG0015683	XP_020883399.1	XP_006294589.1
OG0015684	XP_002881524.1, XP_020884288.1	XP_006294816.1
OG0015685	XP_020883378.1	XP_006293506.1
OG0015686	XP_020885180.1	XP_006294870.1
OG0015687	XP_002881498.1	XP_006296196.1
OG0015688	XP_002879656.1	XP_006295230.1
OG0015689	XP_020883613.1	XP_006294724.1
OG0015690	XP_002881489.1	XP_006296219.1, XP_006296216.2
OG0015691	XP_020883838.1	XP_006295772.1
OG0015692	XP_020883893.1	XP_006296443.1
OG0015693	XP_020884578.1	XP_023640301.1
OG0015694	XP_020885770.1	XP_006294833.2
OG0015695	XP_020877638.1	XP_006286358.1
OG0015696	XP_020877662.1	XP_006287500.1
OG0015697	XP_002874794.1	XP_006288771.1
OG0015698	XP_020877636.1	XP_006287002.1
OG0015699	XP_002874798.1	XP_006288732.1
OG0015700	XP_002874804.1	XP_023635766.1
OG0015701	XP_002865455.1	XP_006280684.1
OG0015702	XP_020874796.1	XP_006284084.2
OG0015703	XP_020877743.1	XP_006289425.1
OG0015704	XP_020879625.1	XP_006282415.2
OG0015705	XP_020875880.1	XP_006288611.1
OG0015706	XP_020877647.1	XP_023636281.1
OG0015707	XP_002880372.2	XP_006294502.1
OG0015708	XP_002880377.1	XP_023641006.1
OG0015709	XP_002878549.1	XP_006293495.2
OG0015710	XP_020884479.1	XP_023640005.1
