Orthogroup	Arabidopsis_lyrata_NCBI	Cardamine_glauca
OG0015458	XP_002876698.1	Cg002G0401100
OG0015459	XP_020879708.1	Cg002G0402100
OG0015460	XP_002876691.1	Cg002G0402700
OG0015461	XP_020882155.1	Cg002G0403100
OG0015462	XP_002878474.1	Cg002G0403400
OG0015463	XP_002876681.1	Cg002G0404600
OG0015464	XP_002876671.1	Cg002G0406100
OG0015465	XP_020879869.1	Cg002G0406200
OG0015466	XP_002878444.1	Cg002G0407200
OG0015467	XP_020880148.1	Cg002G0407600
OG0015468	XP_002878427.2	Cg002G0409700
OG0015469	XP_002878421.2	Cg002G0410500
OG0015470	XP_020880836.1	Cg002G0411200
OG0015471	XP_020880842.1	Cg002G0411600
OG0015472	XP_002864138.1	Cg003G0900800
OG0015473	XP_020881594.1	Cg002G0413900
OG0015474	XP_002876620.1	Cg002G0414800
OG0015475	XP_002876618.1	Cg002G0415300
OG0015476	XP_002876611.1	Cg002G0416200
OG0015477	XP_020880200.1	Cg002G0418600
OG0015478	XP_002876596.1	Cg002G0418800
OG0015479	XP_020880419.1	Cg002G0419700
OG0015480	XP_020881140.1	Cg002G0420300
OG0015481	XP_020881141.1	Cg002G0420400
OG0015482	XP_002878899.1	Cg005G1718000
OG0015483	XP_020880429.1	Cg002G0423200
OG0015484	XP_020881182.1	Cg002G0423900
OG0015485	XP_020880135.1	Cg002G0424800
OG0015486	XP_002893427.1	Cg006G2009500
OG0015487	XP_020882180.1	Cg002G0425200
OG0015488	XP_020880874.1	Cg002G0425800
OG0015489	XP_020880110.1	Cg002G0426500
OG0015490	XP_002878307.1	Cg002G0428100
OG0015491	XP_020880249.1	Cg002G0428400
OG0015492	XP_020880117.1	Cg002G0429800
OG0015493	XP_020879720.1	Cg002G0431700
OG0015494	XP_002876501.1	Cg002G0432800
OG0015495	XP_002876500.1	Cg002G0432900
OG0015496	XP_020888163.1	Cg004G1346400
OG0015497	XP_020880538.1	Cg002G0435100
OG0015498	XP_002878242.1	Cg002G0437100
OG0015500	XP_002878232.1	Cg002G0439000
OG0015501	XP_002878227.1	Cg002G0439900
OG0015502	XP_020880569.1	Cg002G0440100
OG0015503	XP_020880557.1	Cg002G0440500
OG0015504	XP_002878223.1	Cg002G0440700
OG0015505	XP_002878222.2	Cg002G0440800
OG0015506	XP_002878182.1	Cg002G0444500
OG0015507	XP_020880799.1	Cg002G0446000
OG0015508	XP_020880800.1	Cg002G0446100
OG0015509	XP_020881357.1	Cg002G0446700
OG0015510	XP_020881228.1	Cg002G0448400
OG0015511	XP_020879754.1	Cg002G0448800
OG0015512	XP_020882244.1	Cg002G0449100
OG0015513	XP_020880872.1	Cg002G0450200
OG0015515	XP_020883625.1	Cg005G1720100
OG0015516	XP_020881229.1	Cg002G0453600
OG0015517	XP_020881517.1	Cg002G0457200
OG0015518	XP_002876377.1	Cg002G0457800
OG0015520	XP_020881127.1	Cg002G0579500
OG0015521	XP_002876367.1	Cg002G0460200
OG0015522	XP_020882575.1	Cg002G0460500
OG0015523	XP_002878074.2	Cg002G0462300
OG0015524	XP_020880891.1	Cg002G0463000
OG0015525	XP_020882511.1	Cg002G0463400
OG0015526	XP_020879841.1	Cg002G0464400
OG0015527	XP_002878056.1	Cg002G0464800
OG0015528	XP_002878051.1	Cg002G0465600
OG0015529	XP_020880202.1	Cg002G0466300
OG0015530	XP_020880203.1	Cg002G0466400
OG0015531	XP_002876318.1	Cg002G0469100
OG0015532	XP_020890195.1	Cg007G2269800
OG0015533	XP_002876299.1	Cg002G0472100
OG0015534	XP_002878031.1	Cg002G0472800
OG0015535	XP_020882367.1	Cg002G0473100
OG0015536	XP_020881586.1	Cg002G0473700
OG0015537	XP_002876289.1	Cg002G0474000
OG0015538	XP_020882278.1	Cg002G0474500
OG0015539	XP_002876285.1	Cg002G0474700
OG0015540	XP_020881542.1	Cg002G0475700
OG0015541	XP_002878009.1	Cg002G0476900
OG0015542	XP_002878006.1	Cg002G0477300
OG0015543	XP_020882158.1	Cg002G0477800
OG0015544	XP_002876276.1	Cg002G0477900
OG0015545	XP_020880470.1	Cg002G0478500
OG0015546	XP_002888640.1	Cg007G2448000
OG0015547	XP_020881312.1	Cg002G0480600
OG0015548	XP_002876261.1	Cg002G0481000
OG0015549	XP_020879943.1	Cg002G0482100
OG0015550	XP_020880618.1	Cg002G0482500
OG0015551	XP_020879620.1	Cg002G0482900
OG0015552	XP_020881773.1	Cg002G0483100
OG0015553	XP_002877974.1	Cg002G0483200
OG0015555	XP_020891123.1	Cg006G1894100
OG0015556	XP_002883685.1	Cg004G1339500
OG0015557	XP_020881463.1	Cg002G0487200
OG0015558	XP_020882458.1	Cg002G0487500
OG0015559	XP_002876230.1	Cg002G0488100
OG0015560	XP_020881323.1	Cg002G0488300
OG0015561	XP_002877926.1	Cg002G0490700
OG0015562	XP_002886301.1	Cg004G1444600
OG0015563	XP_020881158.1	Cg002G0496400
OG0015564	XP_020881378.1	Cg002G0497100
OG0015566	XP_002877889.1	Cg002G0499800
OG0015567	XP_002876165.1	Cg002G0501300
OG0015568	XP_020880194.1	Cg002G0501700
OG0015569	XP_002876159.1	Cg002G0501900
OG0015570	XP_020881999.1	Cg002G0503200
OG0015571	XP_020884385.1	Cg003G0922400
OG0015572	XP_020885719.1	Cg003G0921800
OG0015573	XP_020888513.1	Cg003G0918100
OG0015574	XP_002864243.1	Cg003G0917900
OG0015575	XP_002865969.1	Cg003G0916700
OG0015576	XP_002864235.1	Cg003G0916600
OG0015577	XP_002868163.1	Cg001G0245200
OG0015578	XP_002883522.1	Cg004G1315300
OG0015579	XP_020887939.1	Cg004G1315400
OG0015580	XP_020888495.1	Cg004G1316100
OG0015581	XP_020886160.1	Cg004G1316400
OG0015582	XP_020888777.1	Cg004G1317100
OG0015583	XP_002885671.1	Cg004G1318400
OG0015584	XP_020886071.1	Cg004G1318600
OG0015585	XP_020889352.1	Cg004G1319400
OG0015586	XP_002883574.1	Cg004G1321300
OG0015587	XP_002863091.1	Cg004G1321500
OG0015588	XP_002883590.1	Cg004G1322400
OG0015589	XP_002883591.1	Cg004G1322600
OG0015590	XP_020887961.1	Cg004G1324100
OG0015591	XP_020887963.1	Cg004G1324200
OG0015592	XP_002883636.1	Cg004G1327800
OG0015593	XP_002885751.1	Cg004G1327900
OG0015594	XP_002883646.1	Cg004G1331000
OG0015595	XP_020888098.1	Cg004G1331300
OG0015596	XP_002883649.2	Cg004G1331600
OG0015597	XP_020888955.1	Cg004G1334600
OG0015598	XP_002885774.1	Cg004G1335000
OG0015599	XP_002885787.1	Cg004G1338200
OG0015600	XP_020886020.1	Cg004G1338400
OG0015601	XP_020888659.1	Cg004G1340100
OG0015602	XP_020889007.1	Cg004G1346000
OG0015603	XP_020880971.1	Cg002G0597900
OG0015604	XP_002885803.1	Cg004G1347900
OG0015605	XP_020887401.1	Cg004G1313300
OG0015606	XP_002888549.1	Cg007G2432900
OG0015607	XP_020865625.1	Cg007G2436900
OG0015608	XP_020889597.1	Cg007G2437700
OG0015609	XP_020865655.1	Cg007G2438800
OG0015610	XP_020891445.1	Cg007G2439800
OG0015611	XP_020891139.1	Cg007G2441000
OG0015612	XP_020891365.1	Cg007G2442000
OG0015613	XP_020890213.1	Cg007G2442100
OG0015614	XP_002888627.1	Cg007G2445400
OG0015615	XP_020890715.1	Cg007G2446200
OG0015616	XP_002887160.2	Cg007G2447500
OG0015617	XP_002887157.1	Cg007G2448200
OG0015618	XP_020865904.1	Cg007G2450200
OG0015619	XP_020865664.1	Cg007G2450500
OG0015620	XP_002872352.1	Cg003G0791300
OG0015621	XP_020890594.1	Cg008G2879300
OG0015622	XP_002863924.1	Cg008G2867100, Cg008G2851300
OG0015623	XP_002865670.1	Cg008G2867200, Cg008G2851400
OG0015624	XP_020891769.1	Cg008G2870000
OG0015625	XP_002863907.1, XP_002863048.1	Cg008G2870900, Cg008G2855400
OG0015626	XP_020886670.1	Cg004G1417000
OG0015627	XP_002868396.1	Cg001G0307700
OG0015628	XP_020887658.1	Cg004G1418600
OG0015629	XP_002886163.1	Cg004G1419200
OG0015630	XP_020886332.1	Cg004G1420200
OG0015631	XP_020889459.1	Cg004G1420600
OG0015632	XP_020888398.1	Cg004G1421000
OG0015633	XP_020886325.1	Cg004G1421800
OG0015634	XP_020889316.1	Cg004G1425400
OG0015635	XP_002884187.1	Cg004G1426200
OG0015636	XP_020888883.1	Cg004G1426800
OG0015637	XP_002886048.1	Cg004G1430200
OG0015638	XP_002886044.1	Cg004G1430600
OG0015639	XP_020888902.1	Cg004G1431100
OG0015640	XP_020884355.1	Cg005G1518400
OG0015641	XP_020884139.1	Cg005G1519200
OG0015642	XP_020883991.1	Cg005G1519700
OG0015643	XP_002881752.1	Cg005G1520400
OG0015644	XP_002881749.1	Cg005G1520800
OG0015645	XP_020879714.1	Cg002G0600100
OG0015646	XP_020883143.1	Cg005G1521500
OG0015647	XP_020885435.1	Cg005G1523600
OG0015648	XP_002879883.1	Cg005G1523900
OG0015649	XP_020883742.1	Cg005G1527000
OG0015650	XP_020874923.1	Cg001G0393500
OG0015651	XP_002881711.1	Cg005G1528400
OG0015652	XP_020882950.1	Cg005G1528600
OG0015653	XP_002879844.1	Cg005G1530600
OG0015654	XP_020883995.1	Cg005G1532500
OG0015655	XP_020884180.1	Cg005G1532800
OG0015656	XP_020884179.1	Cg005G1532900
OG0015657	XP_002881682.1	Cg005G1533200
OG0015658	XP_020883513.1	Cg005G1535800
OG0015659	XP_002881668.1	Cg005G1536000
OG0015660	XP_002879805.2	Cg005G1536600
OG0015661	XP_020883745.1	Cg005G1537900
OG0015662	XP_002881630.1	Cg005G1541100
OG0015663	XP_020883464.1	Cg005G1542300
OG0015664	XP_020885531.1	Cg005G1542900
OG0015665	XP_002882775.1	Cg003G0819400, Cg003G0791500
OG0015666	XP_002881620.1	Cg005G1543200
OG0015667	XP_002879768.1	Cg005G1543400
OG0015668	XP_002879762.1	Cg005G1544900
OG0015669	XP_020882889.1	Cg005G1545600
OG0015670	XP_020882920.1	Cg005G1546400
OG0015671	XP_020880915.1	Cg002G0691200
OG0015672	XP_002879752.1	Cg005G1546700
OG0015673	XP_002881591.1	Cg005G1548400
OG0015674	XP_020882755.1	Cg005G1549200
OG0015675	XP_020882883.1	Cg005G1550900
OG0015676	XP_002879729.2	Cg005G1551200
OG0015677	XP_002881566.1	Cg005G1551300
OG0015678	XP_002874554.1	Cg003G0796700
OG0015679	XP_002881561.1	Cg005G1552300
OG0015680	XP_020885383.1	Cg005G1555000
OG0015681	XP_002879707.1	Cg005G1555900
OG0015682	XP_002875637.1	Cg002G0594800
OG0015683	XP_020883399.1	Cg005G1557000
OG0015684	XP_002881524.1, XP_020884288.1	Cg005G1557200
OG0015685	XP_020883378.1	Cg005G1560200
OG0015686	XP_020885180.1	Cg005G1561200
OG0015687	XP_002881498.1	Cg005G1561300
OG0015688	XP_002879656.1	Cg005G1561700
OG0015689	XP_020883613.1	Cg005G1562700
OG0015690	XP_002881489.1	Cg005G1562800
OG0015691	XP_020883838.1	Cg005G1563600
OG0015692	XP_020883893.1	Cg005G1563800
OG0015693	XP_020884578.1	Cg005G1564400
OG0015694	XP_020885770.1	Cg005G1565100
OG0015695	XP_020877638.1	Cg003G0748000
OG0015696	XP_020877662.1	Cg003G0744500
OG0015697	XP_002874794.1	Cg003G0744200
OG0015698	XP_020877636.1	Cg003G0743700
OG0015699	XP_002874798.1	Cg003G0743200
OG0015700	XP_002874804.1	Cg003G0742000, Cg003G0855400
OG0015701	XP_002865455.1	Cg008G2924200
OG0015703	XP_020877743.1	Cg003G0752300
OG0015704	XP_020879625.1	Cg008G2925800
OG0015705	XP_020875880.1	Cg003G0754600
OG0015706	XP_020877647.1	Cg003G0749000
OG0015707	XP_002880372.2	Cg005G1776200
OG0015708	XP_002880377.1	Cg005G1775200
OG0015709	XP_002878549.1	Cg005G1775000
OG0015710	XP_020884479.1	Cg005G1773700
OG0015711	XP_020884185.1	Cg005G1772500
OG0015712	XP_002878563.1	Cg005G1772300
OG0015713	XP_002878582.1	Cg005G1770100
OG0015714	XP_020883046.1	Cg005G1770000
OG0015715	XP_002878587.2	Cg005G1768000
OG0015716	XP_002878604.2	Cg005G1765800
OG0015717	XP_020884637.1	Cg005G1764600
OG0015718	XP_002880452.1	Cg005G1763000
OG0015719	XP_002878638.1	Cg005G1760300
OG0015720	XP_020885240.1	Cg005G1758200
OG0015721	XP_002878677.1	Cg005G1756300
OG0015722	XP_020884086.1	Cg005G1755500
OG0015723	XP_020884080.1	Cg005G1755400
OG0015724	XP_002878687.2	Cg005G1754700
OG0015725	XP_002878705.1	Cg005G1751600
OG0015726	XP_002878860.1	Cg005G1728800
OG0015727	XP_020883315.1	Cg013G3024200
OG0015728	XP_002878909.1	Cg005G1716100
OG0015729	XP_002880742.1	Cg005G1714600
OG0015730	XP_020883036.1	Cg005G1736100
OG0015731	XP_020884531.1	Cg005G1712700
OG0015732	XP_020884449.1	Cg005G1709200
OG0015733	XP_020885109.1	Cg005G1712900
OG0015734	XP_002880634.1	Cg005G1736500
OG0015735	XP_020885374.1	Cg005G1710400
OG0015736	XP_020884954.1	Cg005G1705900
OG0015737	XP_002878748.1	Cg005G1745700
OG0015738	XP_020885415.1	Cg005G1725600
OG0015739	XP_020869343.1	Cg006G1884200
OG0015740	XP_002893943.1	Cg006G1880900
OG0015741	XP_020868437.1	Cg006G1885200
OG0015742	XP_002893975.1	Cg006G1877900
OG0015743	XP_002891285.2	Cg006G1876500
OG0015744	XP_002893987.1	Cg006G1874600
OG0015745	XP_002891225.1	Cg006G1902300
OG0015746	XP_002893915.1	Cg006G1899700
OG0015747	XP_020868905.1	Cg006G1899600
OG0015748	XP_020870094.1	Cg006G1905300
OG0015749	XP_002891198.1	Cg006G1910700
OG0015750	XP_020868625.1	Cg006G1912300
OG0015751	XP_020866466.1	Cg006G1912600
OG0015752	XP_002891182.1	Cg006G1913600
OG0015753	XP_020869397.1	Cg006G1921700
OG0015754	XP_002891108.1	Cg006G1922100
OG0015755	XP_020867439.1	Cg006G1922800
OG0015756	XP_002891102.1	Cg006G1922900
OG0015757	XP_020867316.1	Cg006G1923000
OG0015758	XP_020868951.1	Cg006G1923800
OG0015760	XP_002891083.1	Cg006G1925300
OG0015761	XP_002893769.1	Cg006G1936500
OG0015762	XP_020877488.1	Cg003G0799000
OG0015763	XP_020877458.1	Cg003G0802300
OG0015764	XP_020877463.1	Cg003G0795900
OG0015765	XP_002874604.1	Cg003G0777000
OG0015766	XP_002872489.1	Cg003G0776800
OG0015767	XP_020876794.1	Cg003G0776200
OG0015768	XP_002872493.1	Cg003G0775900
OG0015769	XP_020876854.1	Cg003G0775100
OG0015770	XP_020876855.1	Cg003G0775000
OG0015771	XP_002874613.1	Cg003G0774900
OG0015772	XP_020878560.1	Cg003G0774200
OG0015773	XP_020876688.1	Cg003G0773800
OG0015774	XP_002872516.1	Cg003G0772600
OG0015775	XP_002874639.1	Cg003G0769800
OG0015776	XP_020879098.1	Cg003G0766300
OG0015777	XP_020876555.1	Cg003G0766100
OG0015778	XP_002874661.1	Cg003G0765800
OG0015779	XP_020878808.1	Cg003G0762200
OG0015780	XP_002872555.1	Cg003G0761700
OG0015781	XP_020876071.1	Cg003G0761100
OG0015782	XP_002872570.1	Cg003G0760700
OG0015783	XP_002872587.1	Cg003G0759100
OG0015784	XP_020878318.1	Cg003G0759000
OG0015785	XP_020877443.1	Cg003G0757500
OG0015786	XP_020876523.1	Cg003G0756600
OG0015787	XP_020877024.1	Cg003G0756400
OG0015788	XP_002874711.1	Cg003G0756300
OG0015789	XP_002871866.1	Cg008G2756600
OG0015790	XP_002872208.1	Cg008G2818900
OG0015791	XP_020883562.1	Cg005G1699900
OG0015792	XP_002865635.1	Cg008G2873800
OG0015793	XP_020879589.1	Cg008G2821900
OG0015794	XP_020879101.1	Cg008G2822800
OG0015795	XP_020878668.1	Cg008G2822900
OG0015796	XP_002872245.1	Cg008G2823700
OG0015797	XP_020876950.1	Cg008G2826500
OG0015798	XP_002872272.1	Cg008G2829400
OG0015799	XP_002872273.1	Cg008G2829500
OG0015800	XP_020876910.1	Cg008G2833300
OG0015801	XP_020886939.1	Cg004G1437100
OG0015802	XP_020888177.1	Cg004G1437300
OG0015803	XP_002883952.1	Cg004G1437600
OG0015804	XP_020887986.1	Cg004G1438400
OG0015805	XP_002883944.1	Cg004G1438500
OG0015806	XP_020886993.1	Cg004G1439800
OG0015807	XP_020887686.1	Cg004G1445100
OG0015808	XP_020887325.1	Cg004G1442200
OG0015809	XP_020879856.1	Cg002G0524700
OG0015810	XP_002869350.1	Cg001G0092600
OG0015811	XP_020880656.1	Cg002G0570100
OG0015812	XP_002877438.2	Cg002G0570500
OG0015813	XP_020880442.1	Cg002G0571100
OG0015814	XP_002880341.1	Cg005G1448800
OG0015815	XP_002880339.1	Cg005G1449300
OG0015816	XP_020883162.1	Cg005G1449700
OG0015817	XP_002882134.1	Cg005G1451100
OG0015818	XP_002882132.1	Cg005G1451500
OG0015819	XP_020883154.1	Cg005G1451700
OG0015820	XP_002882131.2	Cg005G1451800
OG0015821	XP_002882127.1	Cg005G1452500
OG0015822	XP_002882124.1	Cg005G1453200
OG0015823	XP_002880311.1	Cg005G1453800
OG0015824	XP_020883416.1	Cg005G1705300
OG0015825	XP_020883222.1	Cg005G1458400
OG0015826	XP_002882095.1	Cg005G1459600
OG0015827	XP_020884265.1	Cg005G1460000
OG0015828	XP_002880272.1	Cg005G1460200
OG0015829	XP_020885020.1, XP_002862756.1	Cg005G1460400
OG0015830	XP_020882876.1	Cg005G1462100
OG0015831	XP_020885069.1	Cg005G1462700
OG0015832	XP_020884943.1	Cg005G1465800
OG0015833	XP_020884050.1	Cg005G1468400
OG0015834	XP_002882038.1	Cg005G1470300
OG0015835	XP_020884250.1	Cg005G1472400
OG0015836	XP_002880188.1	Cg005G1473400
OG0015837	XP_002880187.1	Cg005G1473500
OG0015838	XP_002880185.1	Cg005G1473700
OG0015839	XP_002880167.1	Cg005G1477200
OG0015840	XP_002880165.1	Cg005G1477400
OG0015841	XP_020882744.1	Cg005G1477700
OG0015842	XP_020883937.1	Cg005G1478000
OG0015843	XP_020886293.1	Cg004G1415400
OG0015844	XP_020883047.1	Cg005G1479200
OG0015845	XP_002880151.1	Cg005G1479400
OG0015846	XP_002881992.1	Cg005G1479900
OG0015847	XP_020885644.1	Cg005G1480400
OG0015848	XP_002880143.1	Cg005G1480900
OG0015849	XP_020876343.1	Cg003G0733300, Cg003G0865100
OG0015850	XP_002881980.2	Cg005G1482100
OG0015851	XP_020882768.1	Cg005G1482600
OG0015852	XP_002881961.1	Cg005G1486500
OG0015853	XP_002880076.1	Cg005G1489700
OG0015854	XP_002881935.1	Cg005G1490800
OG0015855	XP_002880064.1	Cg005G1492300
OG0015856	XP_020883600.1	Cg005G1494100
OG0015857	XP_020884207.1	Cg005G1495200
OG0015858	XP_020884586.1	Cg005G1495900
OG0015859	XP_020883302.1	Cg005G1496800
OG0015860	XP_020883354.1	Cg005G1497300
OG0015861	XP_002881886.1	Cg005G1499000
OG0015862	XP_020885319.1	Cg005G1500300
OG0015863	XP_020885410.1	Cg005G1500800
OG0015864	XP_002880007.1	Cg005G1501300
OG0015865	XP_002880006.2	Cg005G1501400
OG0015866	XP_020882992.1	Cg005G1502800
OG0015867	XP_002881866.1	Cg005G1503800
OG0015868	XP_002881865.1	Cg005G1504300
OG0015869	XP_020883439.1	Cg005G1504700
OG0015870	XP_002881828.1	Cg005G1508300
OG0015871	XP_002879962.1	Cg005G1510600
OG0015874	XP_002881807.1	Cg005G1511500
OG0015875	XP_020883576.1	Cg005G1511400
OG0015877	XP_002879936.1	Cg005G1514900
OG0015878	XP_020883865.1	Cg005G1515900
OG0015879	XP_020882605.1	Cg008G2983000
OG0015880	XP_020888114.1	Cg008G2979700
OG0015881	XP_002884288.1	Cg004G1079600
OG0015882	XP_020888148.1	Cg004G1079700
OG0015883	XP_020888142.1	Cg004G1080000
OG0015884	XP_002884292.1	Cg004G1080200
OG0015885	XP_002884294.1	Cg004G1081200
OG0015886	XP_020888161.1	Cg004G1081400
OG0015887	XP_002884303.1	Cg004G1082500
OG0015888	XP_020886122.1	Cg004G1082600
OG0015889	XP_020886123.1	Cg004G1082700
OG0015890	XP_020886917.1	Cg004G1083400
OG0015891	XP_002882219.1	Cg004G1084300
OG0015892	XP_020886900.1	Cg004G1084400
OG0015893	XP_002884320.1	Cg004G1085700
OG0015894	XP_020887332.1	Cg004G1086700
OG0015895	XP_020888067.1	Cg004G1088300
OG0015896	XP_020888068.1	Cg004G1088400
OG0015897	XP_020888066.1	Cg004G1088500
OG0015898	XP_002882249.1	Cg004G1088600
OG0015900	XP_020889330.1	Cg004G1089800
OG0015901	XP_020887903.1	Cg004G1091100
OG0015902	XP_020889456.1	Cg004G1091800
OG0015903	XP_020885900.1, XP_020886485.1	Cg004G1091900
OG0015904	XP_020887190.1	Cg004G1093600
OG0015905	XP_002884367.1	Cg004G1094400
OG0015907	XP_002884404.1	Cg004G1098300
OG0015908	XP_020888933.1	Cg004G1099000
OG0015909	XP_002882306.1	Cg004G1099300
OG0015910	XP_020887045.1	Cg004G1100200
OG0015911	XP_002884417.1	Cg004G1100400
OG0015912	XP_002884422.1	Cg004G1101000
OG0015913	XP_002884423.1	Cg004G1101500
OG0015914	XP_020887016.1	Cg004G1102500
OG0015915	XP_020887013.1	Cg004G1102600
OG0015916	XP_020887001.1	Cg004G1103400
OG0015917	XP_020889021.1	Cg004G1104200
OG0015918	XP_020889341.1	Cg004G1105400
OG0015919	XP_020889398.1	Cg004G1108800
OG0015920	XP_020886522.1	Cg004G1109200
OG0015921	XP_002882400.1	Cg004G1113300
OG0015922	XP_002882403.1	Cg004G1113800
OG0015923	XP_020886780.1	Cg004G1114600
OG0015924	XP_002882410.2	Cg004G1115900
OG0015925	XP_020874229.1	Cg001G0309400
OG0015926	XP_002882420.1	Cg004G1116800
OG0015927	XP_020886155.1	Cg004G1118300
OG0015928	XP_020887211.1	Cg004G1119400
OG0015929	XP_020886802.1	Cg004G1119600
OG0015930	XP_002882434.1	Cg004G1119900
OG0015931	XP_002884536.1	Cg004G1120500
OG0015932	XP_020887893.1	Cg004G1120600
OG0015933	XP_020875666.1	Cg001G0334000
OG0015934	XP_020889250.1	Cg004G1124500
OG0015936	XP_020887551.1	Cg004G1127100
OG0015937	XP_002884579.1	Cg004G1127700
OG0015938	XP_020887526.1	Cg004G1127800
OG0015939	XP_020886787.1	Cg004G1339300
OG0015940	XP_020887995.1	Cg004G1132400
OG0015941	XP_002884616.1	Cg004G1133500
OG0015942	XP_020889275.1	Cg004G1134300
OG0015943	XP_002882508.1	Cg004G1134600
OG0015944	XP_020887080.1	Cg004G1138900
OG0015945	XP_002882535.1	Cg004G1139600
OG0015946	XP_020889567.1	Cg004G1139900
OG0015947	XP_020885964.1	Cg004G1140500
OG0015948	XP_002882540.1	Cg004G1140700
OG0015949	XP_002882542.1	Cg004G1141200
OG0015950	XP_020889303.1	Cg004G1141500
OG0015951	XP_002882550.1	Cg004G1142300
OG0015952	XP_020888868.1	Cg004G1143000
OG0015953	XP_020888508.1	Cg004G1143100
OG0015954	XP_002882566.1	Cg004G1144400
OG0015955	XP_020887358.1	Cg004G1146400
OG0015956	XP_002882594.1	Cg004G1149400
OG0015957	XP_020888742.1	Cg004G1149600
OG0015958	XP_020887582.1	Cg004G1150300, Cg004G1150200
OG0015959	XP_002884709.1	Cg004G1150500
OG0015960	XP_020885929.1	Cg004G1150700
OG0015961	XP_002884721.1	Cg004G1151600
OG0015962	XP_020886086.1	Cg004G1151700
OG0015963	XP_020886213.1	Cg004G1152000
OG0015964	XP_020886600.1	Cg004G1152800
OG0015965	XP_002882620.1	Cg004G1154200
OG0015966	XP_002882623.1	Cg004G1154800
OG0015967	XP_002884742.1	Cg004G1155300
OG0015968	XP_020885886.1	Cg004G1155700
OG0015969	XP_020885881.1	Cg004G1156200
OG0015970	XP_020887507.1	Cg004G1156500
OG0015971	XP_002882635.1	Cg004G1156600
OG0015972	XP_002884758.1	Cg004G1157700
OG0015973	XP_002882641.1	Cg004G1157800
OG0015974	XP_020888374.1	Cg004G1158400
OG0015975	XP_002882651.1	Cg004G1159800
OG0015976	XP_020886400.1	Cg004G1159900
OG0015977	XP_002887186.1	Cg007G2454100
OG0015978	XP_002882657.1	Cg004G1161200
OG0015979	XP_002884789.1	Cg004G1162100
OG0015980	XP_002884790.1	Cg004G1162500
OG0015981	XP_002882666.1	Cg004G1163200
OG0015982	XP_020886488.1	Cg004G1163300
OG0015983	XP_020886650.1	Cg004G1164100
OG0015984	XP_020886855.1	Cg004G1166300
OG0015985	XP_020887708.1	Cg004G1166500
OG0015986	XP_020889310.1	Cg004G1166600
OG0015987	XP_020888973.1	Cg004G1168600
OG0015988	XP_002884823.1	Cg004G1169800
OG0015989	XP_002862448.2, XP_002882711.1	Cg004G1170900
OG0015990	XP_020888276.1	Cg004G1171600
OG0015991	XP_020888319.1	Cg004G1172700
OG0015992	XP_002882723.1	Cg004G1173300
OG0015993	XP_020888308.1	Cg004G1173600
OG0015994	XP_002883596.1	Cg004G1323100
OG0015995	XP_020888221.1	Cg004G1175900
OG0015996	XP_020888211.1	Cg004G1180000
OG0015997	XP_002884879.1	Cg004G1180200
OG0015998	XP_002884882.1	Cg004G1180700
OG0015999	XP_002884897.1	Cg004G1182600
OG0016000	XP_020888318.1	Cg004G1183000
OG0016001	XP_002884909.1	Cg004G1184200
OG0016002	XP_020888203.1	Cg004G1184900
OG0016003	XP_002884924.1	Cg004G1186600
OG0016004	XP_020888753.1	Cg004G1187700
OG0016005	XP_002875081.1	Cg002G0691900
OG0016006	XP_002884944.1	Cg004G1190900
OG0016007	XP_002884971.1	Cg004G1195800
OG0016008	XP_020888601.1	Cg004G1197100, Cg004G1358100
OG0016009	XP_002882845.1	Cg004G1198200
OG0016011	XP_020885982.1	Cg004G1199000
OG0016012	XP_002884993.1	Cg004G1199200
OG0016013	XP_002882865.1	Cg004G1200900
OG0016014	XP_020887169.1	Cg004G1203500
OG0016015	XP_002885040.1	Cg004G1206000
OG0016016	XP_020889448.1	Cg004G1206900
OG0016017	XP_002882892.1	Cg004G1209300
OG0016018	XP_002885058.1	Cg004G1210300
OG0016019	XP_020888820.1	Cg004G1210500
OG0016020	XP_020888804.1	Cg004G1210700
OG0016021	XP_020888078.1	Cg004G1212500
OG0016022	XP_020887185.1	Cg004G1215600
OG0016023	XP_002882924.1	Cg004G1216000
OG0016024	XP_020886836.1	Cg004G1217900
OG0016025	XP_002885095.1	Cg004G1220200
OG0016026	XP_020873680.1	Cg001G0139700
OG0016027	XP_020889478.1	Cg004G1223400
OG0016028	XP_002885116.1	Cg004G1223700
OG0016029	XP_002885128.1	Cg004G1226300
OG0016030	XP_002882993.1	Cg004G1227000
OG0016031	XP_002882994.1	Cg004G1227100
OG0016032	XP_002882995.1	Cg004G1227200
OG0016033	XP_020887441.1	Cg004G1227500
OG0016034	XP_020889137.1	Cg004G1230200
OG0016035	XP_020889208.1	Cg004G1230300
OG0016036	XP_020889216.1	Cg004G1232000
OG0016037	XP_020889127.1	Cg004G1234000
OG0016038	XP_020889197.1	Cg004G1234700
OG0016039	XP_020889121.1	Cg004G1235000
OG0016040	XP_002885191.1	Cg004G1236800
OG0016041	XP_020889155.1	Cg004G1237800
OG0016042	XP_020889096.1	Cg004G1239900
OG0016043	XP_002883062.1	Cg004G1240200
OG0016044	XP_020889196.1	Cg004G1242100
OG0016045	XP_002883090.1	Cg004G1243700
OG0016046	XP_002883094.1	Cg004G1244400
OG0016047	XP_002885234.1	Cg004G1244800
OG0016048	XP_002883101.1	Cg004G1245500
