Orthogroup	Camelina_sativa	Odontarrhena_muralis
OG0015125	XP_019088894.1, XP_010431906.1, XP_010437057.1	Om001G040420
OG0015126	XP_010437051.1, XP_010446472.1	Om001G040500
OG0015127	XP_010437009.1, XP_010446438.1, XP_010431864.1	Om001G040800
OG0015128	XP_010437004.1, XP_010446424.1, XP_010431856.1	Om001G040900
OG0015129	XP_019088495.1, XP_010431837.1, XP_010446402.1	Om001G041170
OG0015130	XP_010436980.2, XP_010446399.1, XP_010431834.1	Om001G041220
OG0015131	XP_010446390.1, XP_010431818.1	Om001G041330
OG0015132	XP_010446386.1, XP_010431815.1	Om001G041360
OG0015133	XP_010431809.1, XP_010436967.1, XP_010446380.1	Om001G041390
OG0015134	XP_010436922.1, XP_010431762.2	Om001G041810
OG0015135	XP_010436926.1, XP_010431765.1	Om001G041780
OG0015136	XP_010431769.1, XP_010446341.1, XP_010436931.1	Om001G041740
OG0015137	XP_010431774.1, XP_010446346.1, XP_010436932.1	Om001G041730
OG0015138	XP_010446350.1, XP_010436939.1, XP_010431779.1	Om001G041670
OG0015139	XP_019087258.1, XP_010446355.1, XP_010431782.1	Om001G041650
OG0015140	XP_019098274.1, XP_010436902.1	Om001G041970
OG0015141	XP_010435376.1, XP_010496615.1, XP_010440674.1	Om004G138160
OG0015142	XP_010450489.1, XP_010440843.1, XP_010435565.1	Om007G313910
OG0015143	XP_010440785.1, XP_010435498.1, XP_010450431.1	Om004G170310
OG0015144	XP_019089307.1, XP_010440784.1, XP_010435489.1	Om004G161290
OG0015146	XP_019082608.1, XP_010470422.1, XP_010511437.1	Om005G215150
OG0015147	XP_019087468.1, XP_010435580.1, XP_010450502.1	Om007G314000
OG0015148	XP_010450511.1, XP_010435587.1, XP_010440866.1	Om007G314020
OG0015149	XP_010450544.1, XP_010440891.1, XP_010435692.1	Om007G314390
OG0015150	XP_010440896.1, XP_010435698.1, XP_010450549.1	Om007G314420
OG0015151	XP_019086769.1, XP_010440912.1, XP_010496093.1	Om007G314510
OG0015152	XP_010435759.1, XP_010440968.1, XP_010450899.1	Om007G314850
OG0015153	XP_010435774.1, XP_019087918.1, XP_010450889.1	Om007G314930
OG0015154	XP_010435782.1, XP_010440986.1, XP_010450879.1	Om007G314980
OG0015155	XP_010441041.1, XP_010435825.1, XP_010450829.1	Om007G315330
OG0015156	XP_010441075.1, XP_010435874.1, XP_010450794.1	Om007G315650
OG0015157	XP_010450770.1, XP_010435851.1, XP_019088598.1	Om007G316090
OG0015158	XP_010450767.1, XP_010435848.1, XP_010441093.1	Om007G316100
OG0015159	XP_010441684.1, XP_010481544.1, XP_010494686.1	Om008G358640
OG0015160	XP_010478538.1, XP_010460929.1, XP_010499648.1	Om007G291680
OG0015161	XP_010509660.1, XP_010516680.1	Om008G339190
OG0015163	XP_010516682.1, XP_010505015.1, XP_010509652.1	Om008G339140
OG0015164	XP_010426017.1, XP_010503199.1, XP_010514908.1	Om006G267360
OG0015165	XP_010426019.1, XP_010503201.1, XP_010514912.1	Om006G267330
OG0015166	XP_010478609.1, XP_010499737.1, XP_010461011.1	Om007G292670
OG0015167	XP_010516732.1, XP_010509602.1	Om008G338560
OG0015168	XP_010516728.1, XP_010505061.1, XP_010509610.1	Om008G338620
OG0015169	XP_010509612.1, XP_010505056.1, XP_010516723.1	Om008G338640
OG0015170	XP_010516718.1, XP_010505047.1, XP_010509618.1	Om008G338860
OG0015171	XP_010509624.1, XP_010505040.1	Om008G338910
OG0015172	XP_010461270.1, XP_010480883.1, XP_010499994.1	Om001G013400
OG0015173	XP_010455338.2, XP_010421847.1, XP_010435778.1	Om008G343500
OG0015174	XP_010436308.1, XP_010421792.1, XP_010455293.1	Om008G344400
OG0015175	XP_010436327.1, XP_010455291.1, XP_010421789.1	Om008G344440
OG0015176	XP_010455285.1, XP_010436396.1	Om008G344450
OG0015178	XP_019085600.1	Om008G344750
OG0015179	XP_010461356.1, XP_010511129.1, XP_010500074.1	Om001G014620
OG0015180	XP_010438422.1, XP_010421738.1, XP_010455250.1	Om008G345380
OG0015181	XP_010509771.2, XP_010413752.1, XP_010469372.1	Om008G340290
OG0015182	XP_010509787.1, XP_010413771.1, XP_010469391.1	Om008G340450
OG0015183	XP_010413774.1, XP_010469394.1, XP_010509791.1	Om008G340470
OG0015184	XP_010509820.1, XP_010413797.1, XP_010469415.1	Om006G272560, Om008G340670
OG0015185	XP_010469423.1, XP_010413804.1	Om008G340730
OG0015186	XP_010509842.1, XP_010413820.1	Om008G340800
OG0015187	XP_010469436.1, XP_010509843.1, XP_010413818.1	Om008G340810
OG0015188	XP_010413837.1, XP_010509861.1	Om008G340970
OG0015190	XP_019097241.1, XP_010481897.1, XP_010442061.1	Om008G352310
OG0015192	XP_010494282.1, XP_010442066.1, XP_010481901.1	Om008G341430
OG0015194	XP_010481922.1, XP_010442095.1, XP_010494257.1	Om008G341730
OG0015195	XP_010442108.1, XP_010494247.1, XP_010481932.1	Om008G341860
OG0015196	XP_010442123.1, XP_010481948.1, XP_010494225.1	Om008G342130
OG0015197	XP_010442127.1, XP_010481951.1, XP_010494222.1	Om008G342190
OG0015198	XP_010494185.1, XP_010481985.1	Om008G342600
OG0015199	XP_010494175.1, XP_010442166.1	Om008G342800
OG0015200	XP_010420803.1, XP_010493064.1	Om006G241470
OG0015201	XP_010441982.1, XP_010481821.1, XP_010494364.1	Om007G277670
OG0015202	XP_010442158.1, XP_010481998.1, XP_010494170.1	Om008G343110
OG0015203	XP_010481999.1, XP_010442157.1, XP_010494169.1	Om008G343090
OG0015204	XP_010421921.1, XP_010437647.1, XP_010455401.1	Om008G346540
OG0015205	XP_010437512.1, XP_010421935.1, XP_010455412.1	Om008G347030
OG0015206	XP_010421938.1, XP_010437433.1, XP_019089894.1	Om001G028880
OG0015207	XP_010421940.1, XP_010437418.1, XP_010455420.1	Om008G347100
OG0015208	XP_010455422.1, XP_010421942.1, XP_010437394.1	Om008G347110
OG0015209	XP_010437197.1, XP_010455431.1, XP_010421952.1	Om008G347610
OG0015210	XP_010437105.1, XP_010455443.1	Om008G347970
OG0015211	XP_010436865.1, XP_010455457.1, XP_010421977.1	Om008G349840
OG0015212	XP_010421996.1, XP_010455467.1, XP_010436783.1	Om008G349940
OG0015213	XP_010422004.1, XP_010455473.1, XP_010436747.1	Om008G350200
OG0015214	XP_010455483.1, XP_010436669.1, XP_010422011.1	Om008G350540
OG0015215	XP_010455486.1, XP_010436640.1, XP_010422022.1	Om008G350560
OG0015216	XP_010422021.1, XP_010436632.1, XP_010455487.1	Om008G350580
OG0015217	XP_010422047.1, XP_010435560.1, XP_010455508.1	Om008G350890
OG0015218	XP_010422063.1, XP_010435336.1, XP_010455522.1	Om008G350990
OG0015219	XP_010435241.1, XP_010455529.1, XP_010422069.1	Om008G351220
OG0015220	XP_019089759.1, XP_010455532.1	Om008G351260
OG0015221	XP_019089696.1, XP_010455572.1	Om008G351740
OG0015222	XP_010434665.1, XP_010455573.1	Om008G351700
OG0015223	XP_010434076.1, XP_010422139.1, XP_010455600.1	Om008G352760
OG0015225	XP_010422178.1, XP_010455643.1, XP_010433766.1	Om008G352110
OG0015226	XP_010442227.1, XP_010439334.1	Om007G312920
OG0015227	XP_010439315.1, XP_010448872.1, XP_010434031.1	Om001G009170
OG0015229	XP_010433059.1, XP_010496159.1	Om008G353690
OG0015230	XP_010432920.1, XP_010422260.1, XP_010496172.1	Om008G353790
OG0015231	XP_010422265.1, XP_010496177.1, XP_010432889.1	Om008G353850
OG0015232	XP_010496362.1, XP_010432817.1, XP_010455725.1	Om008G353920
OG0015233	XP_010432543.1, XP_010422285.1, XP_010455750.1	Om008G353990
OG0015234	XP_010455779.2	Om008G354330
OG0015235	XP_010422369.1, XP_010455834.1, XP_010431908.1	Om008G354780
OG0015236	XP_010455855.1, XP_010422416.1, XP_010431570.1	Om008G355240
OG0015237	XP_010484843.2, XP_010441891.1, XP_010495665.2	Om008G356060
OG0015238	XP_010494505.1, XP_010481741.1, XP_010441847.1	Om008G356570
OG0015239	XP_010480972.1, XP_010481738.1, XP_010441842.1, XP_010494513.1	Om008G356580
OG0015240	XP_010494523.1, XP_010481711.1	Om008G356800
OG0015241	XP_010441757.1, XP_010494622.1, XP_010481609.1	Om008G358040
OG0015242	XP_010441692.1, XP_010494675.1	Om008G358540
OG0015243	XP_019095709.1, XP_010441672.1, XP_010494701.1	Om008G358790
OG0015244	XP_010481529.1, XP_019097579.1	Om008G358840
OG0015245	XP_010494738.1, XP_010481524.1, XP_010441663.1	Om008G358920
OG0015246	XP_010471421.1, XP_010428285.1, XP_010416170.1	Om004G140920
OG0015247	XP_010494746.1, XP_010441651.1	Om008G359110
OG0015248	XP_010494749.1, XP_010441649.1, XP_010481515.1	Om008G359120
OG0015250	XP_010484781.1, XP_010441598.1, XP_010494800.1, XP_010481466.1	Om008G359840
OG0015251	XP_010495757.1, XP_019087753.1, XP_010481462.1	Om008G359890
OG0015252	XP_010494812.1, XP_019087754.1, XP_010481457.1	Om008G360030
OG0015253	XP_010481954.1, XP_010474962.1, XP_010457346.1	Om005G189700
OG0015254	XP_010442616.1, XP_010482468.1, XP_010443054.1	Om002G086220
OG0015255	XP_010441513.1, XP_010481381.1	Om008G361870
OG0015256	XP_010440699.1, XP_010450360.1, XP_010435422.1	Om003G106050
OG0015257	XP_010449763.1, XP_010434804.1, XP_010440134.1	Om003G106130
OG0015258	XP_010441464.1, XP_010494972.1, XP_019096038.1	Om008G362510
OG0015259	XP_019095438.1, XP_019088105.1, XP_019098025.1	Om008G362490
OG0015260	XP_010435458.1, XP_010450407.1, XP_010440752.1	Om003G106370
OG0015261	XP_010488700.1, XP_010467005.1, XP_010514605.1	Om002G076110
OG0015262	XP_010450413.1, XP_010435464.1, XP_010440763.1	Om004G173730
OG0015263	XP_010488738.1, XP_010412464.1, XP_010467046.1	Om002G076790
OG0015264	XP_010435470.1, XP_010450421.1	Om003G105620
OG0015265	XP_010440627.1, XP_010450248.1	Om003G105030
OG0015266	XP_010466952.1, XP_010488641.1, XP_010514113.1	Om002G075290
OG0015267	XP_010448600.1, XP_010439076.1, XP_010433807.1	Om004G170870
OG0015268	XP_010450269.1, XP_010435313.1, XP_019088143.1	Om005G190030
OG0015269	XP_010488595.1, XP_010466916.1, XP_010513771.1	Om002G074560
OG0015270	XP_010488593.1, XP_010466915.1	Om003G104360
OG0015271	XP_010435290.1, XP_010440608.1, XP_010450318.1	Om003G104190
OG0015272	XP_010450188.1, XP_010435244.1, XP_010440561.1	Om003G103900
OG0015273	XP_010435233.1, XP_010440545.1, XP_010450177.1	Om003G103790
OG0015274	XP_010435206.1, XP_010450142.1, XP_010450121.1	Om003G103600
OG0015275	XP_010450116.1, XP_010435200.1, XP_010450133.1	Om003G103550
OG0015276	XP_010450064.1, XP_010440494.1, XP_010435151.1	Om003G103180
OG0015277	XP_010440460.1, XP_010435120.1, XP_010450034.1	Om003G102690
OG0015278	XP_010440458.1, XP_010450033.1, XP_010435119.1	Om003G102680
OG0015279	XP_010466627.1, XP_010488357.1, XP_010512117.1	Om002G071760
OG0015280	XP_010435054.1, XP_010440379.1, XP_010449975.1	Om003G102260
OG0015281	XP_010434987.1, XP_010440310.1, XP_010449941.1	Om003G101560
OG0015282	XP_010466401.1, XP_010488167.1, XP_010510338.1	Om003G101430
OG0015283	XP_010441106.1, XP_010435971.1, XP_010450756.1	Om007G316230
OG0015284	XP_010441117.1, XP_010435955.1, XP_019089603.1	Om007G316410
OG0015285	XP_010441123.1, XP_010450691.1, XP_010435917.1	Om007G316770
OG0015286	XP_010441161.1, XP_010450683.1, XP_010435916.1	Om007G316780
OG0015287	XP_019098754.1, XP_010436878.1, XP_010450668.1, XP_010441184.1, XP_019086790.1	Om007G316990
OG0015288	XP_010450616.1, XP_010436018.1, XP_010441238.1	Om007G317510
OG0015289	XP_010447336.1, XP_010441294.1, XP_010436080.1	Om007G318130
OG0015290	XP_010488754.1, XP_010412569.1, XP_010467063.1	Om006G253710
OG0015291	XP_010497174.1, XP_010506853.1	Om008G318710
OG0015293	XP_010507826.1, XP_010506845.1, XP_010413113.1	Om008G318800
OG0015294	XP_010518512.1, XP_010506839.1	Om008G318840
OG0015295	XP_010518494.1, XP_010507854.1, XP_010506815.1	Om008G319000
OG0015296	XP_010518493.1, XP_010507855.1, XP_010506814.1	Om008G319020
OG0015297	XP_010507857.1, XP_010518491.1, XP_010506809.1	Om008G319030
OG0015298	XP_010518467.1, XP_010506797.1, XP_010507871.1	Om008G319200
OG0015299	XP_019100676.1, XP_010518466.1, XP_010507873.1	Om008G319210
OG0015300	XP_010507877.1, XP_010518458.1, XP_010506792.1	Om008G319270
OG0015301	XP_010508788.1, XP_010517572.1, XP_010505850.1	Om008G319290
OG0015302	XP_010518450.1, XP_010507884.1, XP_019100675.1	Om008G319340
OG0015303	XP_010487384.1, XP_010503165.1, XP_010465528.1	Om002G061160
OG0015304	XP_010506733.1, XP_010507933.1	Om008G320010
OG0015305	XP_010518378.1, XP_010507955.1, XP_010506707.1	Om008G320200
OG0015306	XP_010506706.1, XP_010507956.1, XP_010518376.1	Om008G320220
OG0015307	XP_010507983.1, XP_010518347.1, XP_010506686.1	Om008G320490
OG0015308	XP_010518342.1, XP_010506677.1, XP_010507988.1	Om008G320550
OG0015309	XP_010518326.1, XP_010508005.1, XP_010506661.1	Om008G320700
OG0015310	XP_019101999.1, XP_010506652.1, XP_010508013.1	Om008G320830
OG0015311	XP_010518307.1, XP_010508033.1	Om008G321000
OG0015312	XP_010508069.1, XP_010518267.1, XP_010506601.1	Om008G321300
OG0015313	XP_010506568.1, XP_010508098.1, XP_010518231.1	Om008G321490
OG0015314	XP_010506546.1, XP_010508136.1, XP_010518183.1	Om008G321850
OG0015315	XP_010413071.1, XP_010512834.1, XP_010507756.1	Om008G321860
OG0015316	XP_010508138.1, XP_010506523.1, XP_010518181.1	Om008G321880
OG0015317	XP_010506478.1, XP_010518154.2, XP_010508178.1	Om008G322240
OG0015318	XP_019082407.1, XP_010508198.1, XP_010506461.1	Om008G322340
OG0015319	XP_010508200.1, XP_010506459.1, XP_019082406.1	Om008G322360
OG0015320	XP_010508203.1, XP_010518131.1, XP_010506455.1	Om008G322480
OG0015321	XP_010508208.1, XP_010506452.1, XP_010518128.1	Om008G322510
OG0015322	XP_010508218.1, XP_010518113.1, XP_019100633.1	Om008G322680
OG0015323	XP_010518111.1, XP_010506439.1, XP_010508221.1	Om008G322700
OG0015324	XP_010508230.1, XP_010506432.1, XP_010518101.1	Om008G322830
OG0015325	XP_010508239.1, XP_010518095.1, XP_010506422.1	Om008G322890
OG0015326	XP_010508261.1, XP_010506402.1, XP_019082397.1	Om008G323070
OG0015327	XP_010508304.1, XP_010518034.1, XP_010506358.1	Om008G323590
OG0015328	XP_010517996.1, XP_010508339.1, XP_010506316.1	Om008G323960
OG0015329	XP_010508351.1, XP_010517981.1, XP_010506303.1	Om008G324110
OG0015330	XP_010508391.1, XP_010517945.1, XP_010506259.1	Om008G324810
OG0015331	XP_010517930.1, XP_010506246.1, XP_010508405.1	Om008G325030
OG0015332	XP_010517907.1, XP_010506216.1, XP_010508428.1	Om008G325170
OG0015333	XP_010508434.1, XP_010506213.1, XP_010517903.1	Om008G325200
OG0015334	XP_010517877.1, XP_010506184.1, XP_010508452.1	Om008G325470
OG0015335	XP_010517860.1, XP_010506164.1, XP_010508474.1	Om008G325690
OG0015336	XP_010508490.1, XP_010517847.1, XP_010506149.1	Om008G325870
OG0015337	XP_010506141.1	Om008G326020
OG0015338	XP_010506129.1, XP_010517830.1, XP_010508516.1	Om008G326100
OG0015339	XP_010517817.1, XP_010506114.1, XP_010508532.1	Om008G326210
OG0015340	XP_010506112.1, XP_010517816.1, XP_010508533.1	Om008G326220
OG0015341	XP_010508543.1, XP_010517805.1, XP_010506103.1	Om008G326310
OG0015342	XP_010508552.1, XP_010506090.1, XP_010517788.1	Om008G326380
OG0015343	XP_010506071.1, XP_010508572.1, XP_010517771.1	Om008G326660
OG0015344	XP_010508638.1, XP_010505993.1, XP_010517695.1	Om008G327220
OG0015345	XP_010508601.1, XP_010517740.1, XP_010506037.1	Om008G326910
OG0015346	XP_010517644.1, XP_010505934.1, XP_010508708.1	Om008G327880
OG0015347	XP_019084611.1, XP_010451974.1, XP_010490551.1	Om004G176820
OG0015348	XP_010490552.1, XP_010423959.1, XP_010451978.1	Om004G176810
OG0015349	XP_010423925.1, XP_010490591.1, XP_010452009.1	Om004G176480
OG0015350	XP_010423922.1, XP_010452012.1, XP_010490596.1	Om004G176430
OG0015351	XP_010452030.2, XP_010490609.2, XP_019084599.1	Om004G176230
OG0015352	XP_010452033.1, XP_010490612.1, XP_010424821.1	Om004G176180
OG0015353	XP_010452037.1, XP_010490619.1, XP_010423906.1	Om004G176120
OG0015354	XP_010452050.1, XP_010490634.1, XP_010423891.1	Om004G175860
OG0015355	XP_010452057.1, XP_019084588.1, XP_010490642.1	Om004G175960
OG0015356	XP_010452111.1, XP_010423840.1, XP_010490725.1	Om004G175480
OG0015357	XP_010490734.1, XP_010423833.1, XP_010452119.1	Om004G175310
OG0015358	XP_010423779.1, XP_010452168.1, XP_010490774.2	Om004G174820
OG0015359	XP_010423757.1, XP_010490777.1, XP_010452171.1	Om004G174770
OG0015360	XP_010423755.1, XP_010490781.1, XP_010452173.1	Om004G174750
OG0015361	XP_010452199.1, XP_019097760.1, XP_010423740.1	Om004G174530
OG0015362	XP_010445424.1, XP_010482679.1, XP_010442851.1	Om005G198550
OG0015363	XP_010490821.1, XP_010452222.1, XP_010423714.1	Om004G174350
OG0015364	XP_010490828.1, XP_010423708.1, XP_010452227.1	Om004G174310
OG0015365	XP_010452259.1, XP_010423680.1	Om004G173950
OG0015366	XP_010491629.1, XP_010452987.1, XP_010422931.1	Om004G166300
OG0015367	XP_010490859.1, XP_010423676.1, XP_010452264.1	Om004G173890
OG0015368	XP_010423659.1, XP_010490873.1, XP_010452278.1	Om004G173740
OG0015369	XP_019090490.1, XP_010490879.1, XP_010423656.1	Om004G173670
OG0015370	XP_010423651.1, XP_010490884.1, XP_010452288.1	Om004G173600
OG0015371	XP_019090509.1, XP_019084530.1, XP_019097204.1, XP_010423634.1, XP_010497738.1	Om004G173360
OG0015372	XP_010452324.1, XP_010423596.1, XP_010490937.1	Om004G173090
OG0015373	XP_010423595.1, XP_010452326.1, XP_010495069.1	Om004G173080
OG0015374	XP_010420740.1, XP_010492995.1, XP_010454210.1	Om006G241090
OG0015375	XP_010454327.1, XP_010495316.1, XP_010420862.1	Om006G241940
OG0015376	XP_010420848.1, XP_010493117.1, XP_010454310.1	Om006G241830
OG0015377	XP_010493198.1, XP_010420931.1, XP_010454395.1	Om006G242610
OG0015378	XP_010454401.1, XP_010420937.1, XP_010493207.1	Om006G242700
OG0015379	XP_010433329.1, XP_010438568.1, XP_010448092.1	Om001G021200
OG0015380	XP_010420950.1, XP_010493217.1, XP_010454418.1	Om006G242820
OG0015381	XP_010420951.1, XP_010493224.1, XP_010454426.1	Om006G242890
OG0015382	XP_010454450.1, XP_010420975.1, XP_010493246.1	Om006G243080
OG0015383	XP_010493265.1, XP_019084765.1, XP_010454470.1	Om006G243360
OG0015384	XP_010421004.1, XP_010454474.1, XP_010493273.1	Om006G243440
OG0015385	XP_010454492.1, XP_010421016.1, XP_010493303.1	Om006G243700
OG0015386	XP_010495360.1, XP_019090333.1, XP_010421030.1	Om006G243800
OG0015387	XP_010493334.1, XP_010454512.1, XP_010421038.1	Om006G243890
OG0015388	XP_010424229.2, XP_010493367.1	Om006G244200
OG0015389	XP_010443877.1, XP_019093177.1	Om006G244570
OG0015390	XP_010456601.1, XP_010483710.1, XP_010443862.1	Om006G244760
OG0015391	XP_010456551.1, XP_010443855.1, XP_010483704.1	Om006G244800
OG0015392	XP_010513328.1, XP_010513320.2	Om002G068930
OG0015393	XP_010470631.1, XP_010511648.1	Om005G212550
OG0015394	XP_010443796.1, XP_010483651.1, XP_010455877.1	Om006G245400
OG0015395	XP_010455569.1, XP_010483628.1, XP_010443765.1	Om006G245670
OG0015396	XP_019093014.1, XP_010443754.1	Om006G245730
OG0015397	XP_010443696.1, XP_010454975.1, XP_010483565.1	Om006G246250
OG0015398	XP_010483521.1, XP_010443656.1, XP_010454633.1	Om006G246770
OG0015399	XP_010455040.1, XP_010443702.1, XP_010483576.1	Om006G246160
OG0015400	XP_010443675.1, XP_010483541.1, XP_010454789.1	Om006G246560
OG0015401	XP_010459851.1, XP_010484038.1, XP_010444189.1	Om006G234590
OG0015402	XP_010484051.1, XP_010444209.1, XP_010460041.1	Om006G234390
OG0015403	XP_010460099.2, XP_010444212.1, XP_010484055.1	Om006G234350
OG0015404	XP_010484070.1, XP_010460206.1	Om006G234290
OG0015405	XP_010444223.1, XP_010460218.1	Om006G234280
OG0015406	XP_010484074.1, XP_010444226.1, XP_010460240.1	Om006G234260
OG0015407	XP_010484076.1, XP_019093836.1, XP_010444239.1	Om006G234220
OG0015408	XP_010444240.1, XP_010484079.1, XP_010460290.1	Om006G234210
OG0015409	XP_010444276.1, XP_019093943.1	Om006G233990
OG0015410	XP_010444312.1, XP_010484153.1, XP_010461143.1	Om006G233630
OG0015411	XP_010444319.1, XP_010461204.1, XP_010484160.1	Om006G233600
OG0015412	XP_010505463.1, XP_010517134.1, XP_010509179.1	Om008G333870
OG0015413	XP_010461523.1, XP_010444352.1, XP_010484192.1	Om006G233260
OG0015414	XP_010484210.1, XP_010444364.1, XP_010461655.1	Om006G233170
OG0015415	XP_010444365.2, XP_019096009.1, XP_019094121.1	Om006G233150
OG0015416	XP_010444368.1, XP_010484216.1, XP_010461700.1	Om006G233120
OG0015417	XP_010444376.1, XP_010461782.1, XP_010484228.1	Om006G233030
OG0015418	XP_010484224.1, XP_010444380.1, XP_010461817.1	Om006G232980
OG0015419	XP_010444389.1, XP_010484235.1, XP_010461913.1	Om006G232900
OG0015420	XP_010462011.1, XP_010484244.1, XP_010444396.1	Om006G232820
OG0015421	XP_010444405.1, XP_010484249.1, XP_010462904.1	Om006G232750
OG0015422	XP_010444438.1, XP_010484279.1, XP_010462667.1	Om006G232530
OG0015423	XP_010484286.1, XP_010444445.1, XP_010478527.1	Om006G232460
OG0015424	XP_010484323.1, XP_010462206.1	Om006G232110
OG0015425	XP_010444546.1, XP_010484384.1, XP_010463250.1	Om006G231970
OG0015426	XP_010463129.2	Om006G231790
OG0015427	XP_010462984.1, XP_010484348.1, XP_010444514.1	Om006G231640
OG0015428	XP_019094350.1, XP_019096073.1, XP_019088216.1	Om006G231570
OG0015429	XP_010463484.1, XP_010484409.1, XP_010474683.2, XP_010444581.1	Om006G231450
OG0015430	XP_010463740.1, XP_010484442.1, XP_010444610.1	Om006G231190
OG0015431	XP_010444613.1, XP_010463759.1, XP_010484445.1	Om006G231170
OG0015432	XP_010444620.1, XP_010484476.1, XP_010463838.1	Om006G231070
OG0015433	XP_010444631.1, XP_010484481.1, XP_010463919.1	Om006G230970
OG0015434	XP_010463989.1, XP_010444641.1, XP_010484490.1	Om006G230910
OG0015435	XP_010464048.1, XP_010444648.1, XP_010484497.1	Om006G230860
OG0015436	XP_010464211.1, XP_010484517.1, XP_010444665.1	Om006G230720
OG0015437	XP_019095689.1, XP_010446283.1, XP_010464221.1	Om006G230700
OG0015438	XP_010464265.1, XP_010444672.1, XP_010484520.1	Om006G230610
OG0015439	XP_010485328.1, XP_010478603.1, XP_010444703.1	Om006G230300
OG0015440	XP_010429542.1, XP_010472548.1, XP_010417316.1	Om006G270980
OG0015441	XP_010464786.1, XP_010484577.1, XP_010444720.1	Om006G230090
OG0015442	XP_010444725.1, XP_010484583.1, XP_010464824.1	Om006G230060
OG0015443	XP_010465095.1, XP_010484603.1, XP_010444754.1	Om006G229830
OG0015444	XP_010444778.1, XP_010484627.1, XP_010465274.1	Om006G229670
OG0015445	XP_019086993.1, XP_010465354.1, XP_010484633.1	Om006G229630
OG0015446	XP_010465524.1, XP_010484648.1, XP_010444800.1	Om006G229490
OG0015447	XP_010465689.1, XP_010444814.1, XP_010484664.1	Om006G229330
OG0015448	XP_010444820.1, XP_010465749.1	Om006G229270
OG0015449	XP_010484674.1, XP_010465798.1	Om006G229230
OG0015450	XP_010444827.1, XP_010484679.2, XP_010465846.1	Om006G229180
OG0015451	XP_010466058.1, XP_010484691.1, XP_010444844.1	Om006G229070
OG0015452	XP_010466357.1, XP_010484709.1, XP_010444862.1	Om006G228970
OG0015453	XP_010426531.1, XP_010419530.1	Om004G157100
OG0015454	XP_010419631.1, XP_010456248.1, XP_010427380.1	Om004G157900
OG0015455	XP_010456279.1, XP_010427089.1	Om004G157640
OG0015456	XP_010426903.1, XP_010456296.1, XP_010419569.1	Om004G157440
OG0015458	XP_010422782.1, XP_010456226.1, XP_010427652.1	Om004G158120
OG0015459	XP_010422765.1, XP_010456211.1, XP_010427813.1	Om004G158270
OG0015460	XP_010424689.1, XP_010456195.1, XP_010466759.1	Om004G158340
OG0015461	XP_010428013.1, XP_010456185.1, XP_010422747.1	Om004G158430
OG0015462	XP_010428660.1, XP_010456130.1	Om004G158910
OG0015463	XP_010428785.1, XP_010456122.1, XP_010422685.1	Om004G136270
OG0015464	XP_010422661.1, XP_010429011.1	Om004G159200
OG0015465	XP_010422642.1, XP_010456086.1, XP_010429147.1	Om004G159300
OG0015466	XP_010422580.1, XP_010429769.1, XP_010456022.1	Om004G159950
OG0015467	XP_010456008.1, XP_010422567.1, XP_010429918.1	Om004G160090
OG0015468	XP_010456007.1, XP_010429930.1, XP_010422566.1	Om004G160110
OG0015469	XP_010456003.1, XP_010422561.1, XP_010429966.1	Om004G160130
OG0015470	XP_010444460.1, XP_010484296.1, XP_010462499.1	Om006G232190
OG0015471	XP_019087134.1, XP_019084631.1, XP_010455942.1	Om004G160490
OG0015472	XP_010441912.1, XP_010481763.1, XP_010494429.1	Om007G293000
OG0015473	XP_010481770.1, XP_010494421.1, XP_010441920.1	Om007G292920
OG0015474	XP_010494419.1	Om007G292890
OG0015475	XP_010481773.1, XP_010445873.2, XP_010494418.1	Om007G292880
OG0015476	XP_010481785.1, XP_010494402.1, XP_010441941.1	Om007G277420
OG0015477	XP_010441929.1, XP_010481793.1, XP_010494389.1	Om007G277520
OG0015478	XP_019087729.1, XP_010481799.1, XP_010494383.1	Om007G277540
OG0015479	XP_010441980.1, XP_010481818.1, XP_010494367.1	Om007G277640
OG0015480	XP_010481823.1, XP_010494360.1, XP_010441983.1	Om007G277690
OG0015481	XP_010481828.1, XP_010441990.1, XP_010494356.1	Om007G277710
OG0015482	XP_010442021.1, XP_010481862.1, XP_010494327.1	Om007G278030
OG0015483	XP_010510061.1	Om007G279220
OG0015484	XP_010513101.1, XP_010413928.1, XP_010469532.1	Om007G278790
OG0015485	XP_010509993.1, XP_010469566.1	Om007G279580
OG0015486	XP_010510099.1, XP_010469630.1	Om007G279690
OG0015487	XP_010414036.1, XP_010469637.1, XP_010510106.1	Om007G279760
OG0015488	XP_010414037.1, XP_010469638.1, XP_010510107.1	Om007G279770
OG0015489	XP_010469651.1, XP_010510134.1	Om007G279920
OG0015490	XP_010469711.1, XP_010414125.1, XP_010510196.1	Om007G280440
OG0015491	XP_010469696.1, XP_010510209.1, XP_010414139.1	Om007G280590
OG0015492	XP_010469693.1, XP_010414140.1, XP_010510210.1	Om007G280620
OG0015493	XP_010510275.1, XP_010414206.1, XP_010469785.1	Om007G281150
OG0015494	XP_010510379.1, XP_010469871.1	Om007G281720
OG0015495	XP_010414294.1, XP_010469884.1, XP_010510395.1	Om007G281840
OG0015496	XP_010469910.1, XP_010414327.1, XP_010510425.1	Om007G282110
OG0015497	XP_010414443.1, XP_010469996.1, XP_010510539.1	Om007G282950
