Orthogroup	Camelina_sativa	Brassica_napus
OG0011420	XP_010514294.1, XP_010466975.1, XP_010488662.1	XP_013661789.3, XP_013699018.2
OG0011421	XP_010467032.1, XP_010488720.1, XP_010412392.1, XP_010518652.1	XP_013736774.1, XP_048607066.1, XP_022572344.2
OG0011422	XP_010425031.1, XP_010488819.1, XP_010467158.1, XP_010496146.1	XP_013685129.1, XP_013736748.2
OG0011423	XP_010488801.1, XP_010412986.1, XP_010467129.1	XP_022563482.2, XP_013749008.1, XP_048627156.1
OG0011424	XP_010467127.1, XP_010412961.1, XP_010488799.1	XP_013736744.1, XP_013714823.1
OG0011425	XP_010488792.1, XP_010467116.1, XP_010412901.1, XP_010468537.1	XP_013714466.1, XP_022572353.2
OG0011426	XP_010467106.1, XP_010488779.1, XP_010412762.1	XP_013701974.2, XP_013701975.2
OG0011427	XP_010467091.1, XP_010488772.1, XP_010412694.1	XP_013736754.2, XP_013722948.1, XP_013702879.1
OG0011428	XP_010471248.1, XP_010415959.1, XP_010414856.1, XP_010428096.1	XP_048607081.1, XP_022572357.2
OG0011429	XP_010488966.1, XP_010517366.1	XP_013656865.2, XP_013742678.2
OG0011430	XP_019084077.1, XP_010489190.1, XP_010467344.1	XP_013742651.1, XP_013692462.2, XP_013702625.1, XP_048632618.1
OG0011431	XP_019096523.1, XP_010516912.1, XP_010467349.1	XP_013729964.2, XP_013707631.1
OG0011432	XP_010422920.1, XP_010490382.1, XP_010467537.1, XP_010422909.1	XP_013744354.2, XP_013675804.2
OG0011433	XP_010467597.1, XP_010413214.1, XP_010489443.1	XP_022545215.1, XP_022557918.1
OG0011434	XP_010467665.1, XP_010489552.1, XP_010414353.1	XP_048593312.1, XP_048595603.1, XP_013651464.1
OG0011435	XP_010467646.1, XP_010489539.1, XP_010414224.1	XP_048618530.1, XP_013652961.2, XP_013695813.2
OG0011436	XP_019096552.1, XP_010414828.1	XP_013651411.2, XP_013729280.1, XP_013738915.1
OG0011437	XP_010415311.1, XP_010467885.1	XP_013670924.1, XP_013732753.2, XP_013652736.2, XP_048620379.1
OG0011438	XP_010467897.1, XP_010415434.1	NP_001303135.1, XP_013705561.1, XP_048593127.1
OG0011439	XP_010416640.1, XP_010467925.1, XP_010489128.1	XP_013744426.1, XP_013742378.1, XP_013737745.2, XP_013671711.2
OG0011440	XP_010467944.1, XP_010416401.1, XP_010489107.1	XP_048593085.1, XP_022568763.1
OG0011441	XP_010416111.1, XP_010489081.1, XP_010495908.1	XP_022563367.2, XP_013708027.3
OG0011442	XP_010467814.1, XP_010489033.1, XP_010415681.1	XP_013675973.2, XP_013652697.1, XP_013664270.1
OG0011443	XP_010488987.1, XP_010474973.1, XP_010467763.1	XP_048621062.1, XP_048597525.1
OG0011444	XP_010467370.1, XP_010516730.1	XP_022555003.1, XP_048607965.1, XP_013681559.2
OG0011445	XP_010462306.1, XP_010479983.1, XP_010501066.1	XP_013672983.1, XP_013740253.2
OG0011446	XP_010462259.1, XP_010501016.1, XP_010479934.1, XP_019096088.1	XP_048594390.1
OG0011447	XP_010462240.1, XP_010500995.1, XP_010479909.1	XP_013672961.2, XP_048606556.1
OG0011448	XP_010462215.1, XP_010500974.1, XP_010479889.1	XP_048606554.1, XP_048607431.1, XP_048594400.1
OG0011449	XP_010500790.1, XP_010462035.1, XP_010479698.1	XP_048606176.1, XP_048636918.1, XP_013752507.3
OG0011450	XP_019087497.1, XP_019094340.1, XP_010500785.1	XP_048637747.1, XP_013700426.1, XP_013751419.2, XP_048615633.1
OG0011451	XP_019091471.1, XP_019099484.1, XP_010479686.1	XP_048630000.1, XP_048630019.1, XP_013641319.1
OG0011452	XP_010466219.1, XP_010488005.1, XP_010508815.1	XP_022552449.2, XP_013728634.1, XP_013652617.2
OG0011453	XP_019091362.1, XP_019097546.1, XP_019094783.1	XP_013752541.1, XP_013752477.2, XP_048615062.1
OG0011454	XP_019091953.1, XP_010501895.1, XP_010500392.1	XP_048637964.1, XP_048615481.1
OG0011455	XP_019094283.1, XP_010461604.1, XP_010500316.1	XP_048617163.1, XP_013641166.2
OG0011456	XP_010449837.1, XP_010440194.1, XP_010430854.1	XP_013706180.2, XP_013737386.1, XP_013743837.1, XP_013700772.1
OG0011457	XP_010440204.1, XP_010449848.1, XP_010434883.1	XP_013654728.3, XP_013709963.1, XP_013743945.2
OG0011458	XP_010509714.1, XP_019100437.1, XP_010516631.1	XP_013734276.1, XP_013702165.1
OG0011459	XP_010516627.1, XP_010504943.1, XP_010509716.1	XP_048629206.1, XP_048636625.1, XP_013692494.1
OG0011460	XP_010516610.1, XP_010504927.1, XP_010509731.1	NP_001302914.1, XP_048636641.1, XP_013692269.2
OG0011461	XP_010509749.1, XP_010466423.2, XP_010504903.1, XP_010412867.1	XP_013729098.1, XP_048634424.1
OG0011462	XP_010515659.1, XP_010426809.1, XP_010503928.1	XP_048633988.1, XP_013688616.1
OG0011463	XP_010503949.1, XP_010426827.1, XP_010515673.1	XP_022557984.1, XP_013698782.2
OG0011464	XP_010460770.1, XP_010478367.1, XP_010499511.1	XP_048592575.1, XP_013718067.1
OG0011465	XP_010504031.1, XP_010426912.1, XP_010515760.1	XP_013663254.2, XP_013663121.2
OG0011466	XP_010504034.1, XP_010515763.1, XP_010426916.1	XP_048616990.1, XP_013663253.2, XP_013663119.2
OG0011467	XP_010515778.1, XP_010504050.1, XP_010426929.1	XP_013721658.2, XP_013663243.2
OG0011468	XP_010426946.1, XP_010515802.1, XP_010504072.1	XP_013693735.2, XP_013684775.1
OG0011469	XP_010433269.1, XP_010438514.1, XP_010433268.1	XP_048599019.1, XP_013671666.2
OG0011470	XP_010427061.1, XP_010515908.1, XP_010504186.1, XP_010515910.1	XP_013742561.1, XP_022571383.1
OG0011471	XP_010516002.1, XP_010504276.1, XP_010427174.1	XP_013660706.2, XP_022565706.1, XP_013711278.2
OG0011472	XP_010504310.1, XP_019102361.1, XP_010427208.1	XP_013708155.1, XP_022573679.2
OG0011473	XP_010427285.1	XP_013730285.1, XP_013709921.1
OG0011473	XP_010504371.1, XP_010516084.1	XP_013742324.1
OG0011474	XP_010504435.1, XP_010427362.1, XP_010516159.1	XP_048633905.1, XP_013655917.2, XP_013712503.3
OG0011475	XP_010504455.1, XP_010427386.1, XP_019102377.1	XP_013672159.1, XP_013742373.1
OG0011476	XP_010427540.1, XP_010504600.1, XP_010516293.1	XP_013746409.1, XP_048633890.1, XP_013659869.2, XP_022571143.1
OG0011477	XP_010516311.1, XP_010427567.1, XP_010504626.1	XP_013695232.1, XP_013742187.1
OG0011478	XP_010431423.1, XP_010427570.1, XP_010427572.1, XP_010427571.1, XP_010516316.1, XP_010504629.1	XP_013707919.2, XP_013663349.2
OG0011479	XP_010504676.1, XP_010427627.1	XP_022546911.1, XP_013710050.2, XP_013652024.2, XP_013706961.1
OG0011480	XP_010516450.1, XP_010504749.1, XP_010427709.1	XP_013659894.1, XP_048620734.1, XP_048615472.1, XP_013652016.2
OG0011481	XP_010427726.1, XP_010504775.1, XP_010516465.1	XP_048593039.1, XP_022559798.1, XP_013663515.1, XP_013663625.1
OG0011482	XP_010458122.1, XP_010475679.1, XP_010489290.1	XP_013697003.1, XP_013641057.2
OG0011483	XP_010469312.1, XP_010512209.1, XP_010413687.1	XP_013742103.1, XP_022563311.2, XP_048620774.1
OG0011485	XP_010469184.1, XP_010413560.1, XP_010512369.1	XP_013688092.2, XP_048634265.1
OG0011486	XP_010413533.1, XP_010512399.1, XP_010469157.1	XP_013710248.2, XP_013710196.1
OG0011487	XP_010413497.1, XP_010469127.1, XP_010512435.1	XP_013688480.2, XP_013741975.1
OG0011488	XP_010414961.1	XP_013752174.1, XP_013688262.1, XP_013749676.1, XP_013752189.2
OG0011489	XP_010413370.1, XP_010469115.1, XP_010512527.1	XP_048597312.1, XP_013711907.2
OG0011490	XP_010413352.1, XP_010512546.1, XP_010469021.1	XP_048616225.1, XP_013648471.3
OG0011491	XP_010413350.1, XP_010512547.1	XP_013648475.2, XP_013730220.2, XP_013708374.1
OG0011492	XP_010413345.1	XP_048634242.1, XP_013687046.2, XP_048591649.1, XP_013648489.1
OG0011493	XP_010413325.1, XP_010512575.1, XP_010469002.1	XP_022547002.1, XP_022564197.1, XP_048634231.1
OG0011494	XP_010512615.1, XP_010468971.1, XP_010413293.1	XP_013652049.2, XP_048616262.1
OG0011495	XP_010413281.1, XP_010468959.1, XP_010512629.1	XP_013713965.2, XP_013749448.1
OG0011496	XP_010413276.1, XP_010468951.1	XP_013663965.2, XP_048620871.1
OG0011497	XP_010473764.1	XP_022543436.2, XP_013671888.2, XP_048591655.1, XP_048615782.1
OG0011498	XP_010413208.1, XP_010473757.1, XP_010512701.1	XP_048609796.1, XP_013746298.2, XP_013668506.2, XP_013709644.2
OG0011499	XP_010413193.1, XP_010468883.1, XP_010512722.1	XP_013664898.1, XP_013670561.2, XP_013711932.2
OG0011501	XP_010512787.1, XP_010413122.1	XP_013686372.1, XP_013686364.1, XP_013684808.2, XP_048608989.1
OG0011503	XP_010426650.1, XP_010503788.1, XP_010515491.1	XP_013737173.1, XP_013741266.2, XP_013718130.2, XP_013671876.2
OG0011504	XP_010515456.1, XP_010503750.1	XP_022565324.2, XP_022563469.1
OG0011505	XP_010424889.1, XP_010515469.1, XP_010503763.1	XP_013741295.2, XP_013654665.1, XP_013693453.1, XP_013752392.1
OG0011507	XP_010426745.1, XP_010515599.1, XP_010503865.1	XP_048620508.1, XP_013663044.2
OG0011508	XP_010507460.1, XP_010412787.1, XP_010431375.1	XP_048633910.1, XP_013725156.2, XP_013652574.2, XP_013684568.2
OG0011509	XP_010413598.1, XP_010469225.1, XP_010512323.1	XP_048634840.1, XP_022563684.1, XP_013659978.1
OG0011510	XP_010512556.1, XP_010413341.1, XP_019093933.1	XP_013692738.2, XP_013741904.2, XP_013711664.2, XP_013711663.1
OG0011513	XP_010462707.1	XP_048594877.1
OG0011514	XP_019101326.1, XP_010469440.1, XP_010413824.1	XP_013719340.1, XP_013748505.1, XP_013646798.1
OG0011515	XP_010514724.1, XP_019085975.1, XP_010503043.1	XP_013706183.2, XP_013642747.2, XP_013702545.2
OG0011516	XP_010416500.1, XP_010471742.1, XP_010428643.1	XP_022551926.2, XP_013718699.2
OG0011517	XP_010471415.1, XP_010431510.1	XP_013675552.3, XP_022552243.1, XP_013652372.1, XP_022559770.2
OG0011518	XP_010471414.1, XP_010416166.1, XP_010428280.1	XP_013699188.1, XP_013649648.1, XP_013676664.1
OG0011519	XP_010448150.1, XP_010438629.1, XP_010433381.1	XP_013741575.2, XP_013705864.1, XP_013669951.2, XP_013671376.2
OG0011521	XP_010447793.1, XP_010433049.1, XP_010438246.1	XP_013713868.1, XP_013667729.1
OG0011522	XP_010432927.1, XP_010447649.1, XP_010438114.1	XP_013730769.1, XP_013671602.1, XP_048594482.1, XP_013674048.2
OG0011523	XP_010475283.1	XP_013696532.2
OG0011524	XP_019094914.1, XP_010462595.1, XP_010488504.2	XP_048638009.1, XP_013709764.2, XP_013696100.2, XP_013716404.1
OG0011525	XP_010475614.1, XP_010488622.1, XP_010458056.1	XP_013729486.1, XP_013657590.1
OG0011526	XP_010476028.1, XP_010458508.1, XP_010492525.1	XP_013645426.2, XP_013697946.2
OG0011528	XP_010476362.1, XP_019091377.1	XP_013669996.2, XP_013696053.1, XP_013731086.1, XP_013710563.1
OG0011530	XP_010459161.1	XP_048594115.1, XP_013698496.1
OG0011531	XP_010476870.2	XP_013682965.2, XP_013710795.2
OG0011531	XP_010498070.1, XP_010476868.1	XP_048621148.1
OG0011532	XP_010476891.1, XP_010459331.1	XP_013726497.2, XP_048597612.1, XP_013682973.2, XP_013653849.2
OG0011533	XP_010477340.1, XP_010480569.2, XP_010498527.1, XP_010459777.1	XP_048612710.1, XP_013712581.2, XP_013746848.2
OG0011534	XP_010459890.1	XP_013697284.2, XP_013642361.2, XP_013645972.1, XP_013665063.1
OG0011535	XP_010477469.1, XP_010498675.1	XP_013695436.1, XP_013651617.1, XP_048594001.1, XP_013722118.1
OG0011536	XP_010440776.1, XP_010450428.1, XP_010435478.1	XP_048633300.1, XP_013689900.2, XP_022563691.1, XP_013715055.2
OG0011537	XP_010511840.1, XP_010415465.1, XP_010470796.1	XP_048591859.1, XP_013705584.1, XP_013691077.1, XP_013716550.2
OG0011539	XP_010419036.1, XP_010474175.1, XP_019100938.1	XP_048591553.1, XP_013688161.2, XP_022551753.2
OG0011541	XP_010466813.1	XP_048608141.1
OG0011541	XP_010490098.1	XP_048592040.1
OG0011541	XP_019089821.1	XP_048634142.1
OG0011542	XP_019090119.1	XP_048628332.1, XP_048630603.1, XP_048605749.1, XP_013704138.1
OG0011542	XP_019087550.1, XP_019085587.1	XP_013669307.1
OG0011543	XP_010478688.2, XP_010501745.1, XP_010463091.1	XP_048594506.1, XP_048622532.1
OG0011544	XP_010490294.1, XP_010416014.1, XP_010495952.1	XP_013682643.1, XP_048593078.1, XP_048625875.1, XP_013664340.1
OG0011545	XP_010489008.1, XP_010467782.1	XP_013664287.1, XP_013708012.1, XP_048593071.1, XP_013675944.1
OG0011546	XP_010425656.1, XP_010489484.1, XP_010468807.1	XP_013697358.2, XP_013653485.1, XP_048620390.1, XP_013652737.2
OG0011547	XP_010425540.1, XP_010514474.1, XP_010466516.1, XP_010511265.1, XP_010488259.1	XP_013729901.1
OG0011548	XP_010465209.1, XP_010487125.1	XP_048608982.1, XP_013690490.2, XP_013640052.1, XP_013741459.1
OG0011549	XP_010464652.2, XP_010486570.1, XP_010478850.1	XP_048606130.1, XP_048632296.1, XP_048635973.1, XP_048615272.1
OG0011550	XP_010490509.1, XP_010451937.1	XP_013732744.1, XP_022553830.1, XP_048620742.1
OG0011551	XP_010490882.1, XP_010423653.1, XP_010452285.1	XP_013730131.1, XP_013666195.1, XP_013740070.2, XP_048624177.1
OG0011552	XP_010424783.1, XP_010495070.1, XP_010452328.1	XP_048623550.1, XP_013668414.1, XP_013724598.2
OG0011554	XP_010433841.1, XP_010448639.1, XP_010439114.1	XP_013711972.2, XP_013671486.2
OG0011555	XP_010448785.1, XP_010439242.1, XP_010433953.1	XP_013669755.2, XP_013667223.1
OG0011556	XP_010478423.1, XP_010460828.1, XP_010499568.1	XP_022544426.1, XP_013690419.1, XP_013705380.1, XP_013662471.1
OG0011557	XP_010460527.1, XP_010499253.1, XP_010478118.1	XP_013653226.2, XP_022570674.1, XP_013656975.1, XP_048606840.1
OG0011558	XP_010510242.1, XP_010469763.1, XP_010414181.1	XP_048636782.1, XP_013740468.1, XP_013740407.2
OG0011559	XP_010419652.1, XP_010453133.1, XP_010491789.1	XP_013666115.2, XP_048625251.1, XP_048602737.1
OG0011560	XP_010449117.1, XP_010449095.1, XP_010482933.1, XP_010443120.1	XP_013685825.2, XP_013717138.2, XP_013666830.1, XP_022565941.1
OG0011561	XP_010419842.1, XP_010453333.1, XP_010492018.1	XP_013667987.2, XP_013668025.2, XP_013679402.2, XP_013750264.2
OG0011563	XP_010442919.1, XP_010445886.1	XP_013682782.1, XP_013740381.2, XP_048607767.1, XP_048602297.1
OG0011564	XP_010443125.1, XP_010449174.1	XP_022568476.2, XP_013646829.1, XP_013717126.2, XP_013685762.2
OG0011565	XP_010451201.1, XP_010483124.1, XP_010451215.1	XP_048598847.1
OG0011566	XP_010443533.1, XP_010483383.1	XP_013682441.2, XP_013732002.1, XP_013682979.2, XP_013683812.2
OG0011567	XP_019097332.1, XP_010420837.1, XP_019090389.1	XP_048605608.1, XP_013675994.1, XP_013740240.2, XP_022554479.1
OG0011568	XP_010420791.1, XP_010493051.1	XP_048599080.1, XP_013736362.2, XP_013676022.2
OG0011569	XP_010454245.1, XP_010420771.1, XP_010493037.1	XP_013666242.2, XP_013727575.1
OG0011570	XP_010493016.1, XP_010420753.1, XP_010454225.1	XP_022563234.1, XP_013667364.2, XP_048608903.1, XP_013730618.1
OG0011571	XP_010485308.1, XP_010446263.1, XP_010444332.1, XP_010461360.1	NP_001302893.1, XP_013643048.1
OG0011572	XP_010475290.1, XP_010457666.1, XP_010485260.1, XP_019095018.1, XP_010475293.1, XP_019089447.1, XP_010457667.1	XP_013716303.1
OG0011573	XP_010476557.1, XP_010496581.1, XP_010459001.1	XP_022547179.2, XP_013641442.2, XP_013697334.1
OG0011574	XP_010459119.1, XP_010497446.1, XP_019094766.1	XP_013646631.2, XP_013687196.2
OG0011575	XP_010497787.1, XP_010499069.1, XP_010460332.1, XP_010477883.1	XP_013657174.1, XP_013657107.1, XP_013708757.1, XP_013721783.2
OG0011577	XP_010470267.1, XP_019100878.1	XP_013733136.1, XP_048595867.1
OG0011578	XP_010511813.1, XP_010470768.1, XP_010419069.1	XP_013716086.1, XP_013659969.2
OG0011579	XP_010466605.1, XP_010490059.1, XP_010421379.2, XP_010421389.1	XP_013741116.1, XP_013682328.2, XP_048592958.1
OG0011580	XP_010474407.1, XP_010431568.1, XP_010474406.1, XP_010431567.1	XP_013699829.2
OG0011581	XP_010472580.1, XP_010417342.1, XP_010429571.1	XP_048597386.1, XP_013709882.1, XP_013734981.2
OG0011582	XP_019093829.1, XP_019101418.1	XP_013726051.2, XP_048628457.1, XP_022570453.1, XP_048609911.1, XP_048609912.1
OG0011583	XP_010418936.2, XP_019100902.1, XP_010481229.1, XP_010418739.1, XP_010473932.1	XP_048626727.1, XP_048626731.1, XP_013741737.2, XP_013684605.2, XP_013741738.2, XP_013679629.2, XP_013751298.1
OG0011584	XP_010507950.1, XP_010506717.1	XP_048626621.1, XP_048591795.1, XP_013717825.1
OG0011585	XP_010515815.1, XP_010504082.1, XP_010426962.2	XP_022563195.2, XP_048597058.1
OG0011586	XP_010447136.1, XP_010437662.1, XP_010432459.1	XP_013656192.2, XP_048606345.1, XP_013653205.2, XP_013735234.1
OG0011587	XP_019089479.1, XP_019087781.1, XP_019086586.1	XP_022560373.2
OG0011588	XP_010439068.1, XP_010433796.1, XP_010448589.1	XP_048597473.1, XP_013671527.1, NP_001302938.1, NP_001302873.1
OG0011589	XP_010433145.1, XP_010433144.1, XP_010438359.1, XP_010447898.1	XP_048620439.1, XP_048619159.1, XP_013670503.2, XP_048637620.1
OG0011590	XP_019090571.1, XP_010442380.1	XP_013644148.2, XP_013707487.1, XP_013699382.1, XP_013642721.1
OG0011591	XP_010436768.1	XP_013650999.2, XP_048601300.1, XP_022550264.2, XP_013684936.1, XP_022549581.1
OG0011592	XP_010501647.1	XP_022545061.2, XP_022562355.1, XP_048596035.1, XP_048596034.1, XP_048596032.1
OG0011603	XP_010433174.1, XP_010438396.1, XP_010447928.1	XP_013698196.2, XP_013670987.2
OG0011604	XP_010433173.1, XP_010447926.1, XP_010438394.1	XP_013698088.2, XP_013670986.2
OG0011605	XP_010447895.1, XP_010433141.1, XP_010438354.1	XP_013670889.1, XP_048637578.1
OG0011606	XP_010438376.1, XP_010433159.1, XP_010447910.1	XP_048620358.1, XP_013705930.2, XP_048601375.1, XP_013669816.2
OG0011607	XP_010447909.1, XP_010433158.1, XP_010438374.1	XP_048637693.1, XP_013669815.1
OG0011608	XP_010438306.1, XP_010447860.1, XP_010433101.1	XP_048637365.1, XP_048601345.1
OG0011609	XP_010436341.1, XP_010451116.1	XP_013683272.1, XP_013714522.1, XP_048619180.1
OG0011610	XP_010414560.1, XP_010489577.1, XP_010467698.1, XP_010467697.1	XP_022568376.1
OG0011611	XP_019086407.1, XP_019087855.1, XP_019089305.1	XP_013741631.1, XP_013705181.1, XP_013720298.1
OG0011612	XP_010447708.1, XP_010438174.1	XP_048621278.1, XP_022561699.1
OG0011613	XP_010438169.1, XP_010432978.1, XP_010447704.1	XP_022571158.1, XP_013705082.2
OG0011614	XP_010438161.1, XP_010432973.1, XP_010447698.1, XP_010497295.1	XP_013720299.1, XP_048606434.1
OG0011615	XP_010447697.1, XP_010438157.1, XP_010432969.1	XP_013705096.2, NP_001302928.1
OG0011616	XP_010432949.1, XP_010438136.1, XP_010447675.1	XP_013738355.1, XP_013707179.2
OG0011617	XP_010432924.1, XP_010438103.1, XP_010447641.1	XP_013707515.2, XP_013648032.1, XP_048594476.1
OG0011618	XP_010432852.1, XP_010447507.1, XP_010438027.2	XP_013707383.2, XP_013716839.2
OG0011619	XP_010458138.1, XP_010489346.1, XP_010475688.1	XP_048597837.1, XP_022576315.2, XP_022557103.2
OG0011620	XP_010437988.1, XP_010432811.1, XP_010447547.1	XP_013670738.2, XP_013650221.2
OG0011621	XP_010432697.1, XP_010437887.1, XP_010447369.1	XP_013703475.1, XP_013670681.2
OG0011622	XP_010447365.1, XP_010437884.1, XP_010432690.1	XP_013670677.1, XP_013706631.1
OG0011623	XP_010516614.1, XP_010504930.1, XP_010509728.1	XP_048609506.1, XP_048636637.1, XP_013744868.1
OG0011624	XP_010447330.1, XP_019098447.1, XP_010432649.1, XP_010437844.1	XP_013670654.1, XP_013660182.1
OG0011625	NP_001289916.1, XP_010493252.1, XP_010454455.1	XP_013717627.1, XP_013667219.2
OG0011626	XP_010447184.1, XP_010432504.1	XP_013666260.1, XP_013740759.2
OG0011627	XP_010427965.1, XP_010471148.1, XP_010415842.1	XP_013649464.1, XP_013701900.1
OG0011628	XP_010493110.1	XP_048605652.1, XP_048602455.1, XP_013730905.3, XP_013681981.2
OG0011629	XP_010447114.1, XP_010437645.1, XP_010432442.1	XP_048601124.1, XP_048635151.1
OG0011630	XP_010447069.1, XP_010437608.1, XP_010432406.1	XP_048601119.1, XP_013651096.2
OG0011631	XP_010437503.1, XP_010432313.1, XP_010446963.1	XP_013750894.1, XP_013670588.3
OG0011632	XP_010499669.1, XP_010478562.1	XP_013644559.1, XP_013661820.1
OG0011633	XP_010499670.1, XP_010480797.1, XP_010460942.1	XP_048595039.1, XP_013661824.1
OG0011634	XP_010460944.1, XP_010499672.1, XP_010478564.1	XP_013647461.1, XP_013659426.1
OG0011635	XP_010460973.1, XP_010478895.1, XP_010499689.1	XP_013697443.1, XP_013711836.2
OG0011636	XP_010499709.1, XP_010478904.1, XP_010460980.1	XP_013695441.1, XP_048621531.1
OG0011637	XP_010499754.1, XP_010478627.1, XP_010461028.1	XP_048627356.1, XP_048630455.1, XP_013660492.1
OG0011638	XP_010478637.1, XP_010499760.1, XP_010461033.1	XP_013662284.3, XP_048635171.1, XP_013729628.1
OG0011639	XP_010478639.1, XP_010461034.1, XP_019099339.1	XP_048635169.1, XP_013662282.2, XP_013729614.1
OG0011640	XP_010461067.1, XP_010499793.1, XP_010478665.1	XP_048635158.1, XP_048635491.1, XP_013742636.3
OG0011641	XP_010499805.1, XP_010478678.1, XP_010461081.1	XP_013646977.1, XP_013655091.2, XP_013652169.1, XP_013715076.1
OG0011642	XP_010449669.1, XP_010440060.1, XP_010434722.1	XP_048618865.1, XP_013737331.2, XP_013741995.2, XP_048594638.1
OG0011643	XP_010434755.1, XP_010449701.1, XP_010440095.1	XP_048594633.1, XP_048622089.1
OG0011644	XP_010440112.1, XP_019086097.1, XP_010449728.1	XP_048618849.1, XP_013737345.1, XP_048626431.1, XP_022550564.1, XP_022573835.1
OG0011645	XP_010440119.1, XP_010434788.1, XP_010449733.1	XP_013731304.1, XP_013641726.2
OG0011646	XP_010449775.1, XP_010440145.1, XP_019086016.1	XP_013708054.1, XP_013737709.2
OG0011647	XP_010429142.2, XP_019083471.1	XP_013660088.2, XP_013708596.2
OG0011648	XP_010414889.1, XP_010511188.1, XP_010511187.1, XP_010470345.1	XP_013742693.2, XP_013686716.1
OG0011649	XP_010419360.1, XP_010417422.1, XP_010472661.1, XP_010429657.1	XP_013711829.1, XP_048597378.1
OG0011650	XP_010511567.1, XP_010470365.1, XP_010414913.1	XP_013733261.1, XP_013708517.1
OG0011651	XP_010414928.1, XP_010480202.1, XP_010511226.1, XP_010418920.1, XP_010480200.1	XP_013658716.1, XP_013691685.2
OG0011652	XP_010480213.1, XP_010414936.1, XP_010511233.1	XP_013692259.1, XP_013666499.2
OG0011653	XP_010414996.1, XP_010480258.1	XP_048595890.1, XP_022564216.1
OG0011654	XP_010415004.1, XP_010480269.1, XP_010511297.1	XP_013642454.2, XP_013685823.1
OG0011655	XP_010414812.1, XP_010480304.1, XP_010511348.1	XP_013655777.1, XP_013672203.2
OG0011656	XP_010458288.1, XP_010475832.1, XP_010490367.1	XP_013657726.1, XP_013646442.2, XP_013697780.1
OG0011657	XP_010414757.1, XP_010470274.1, XP_019101020.1	XP_048631879.1, XP_022550646.1
OG0011659	XP_010417956.1, XP_010473200.1	XP_013713027.1, XP_013732216.1
OG0011660	XP_010473208.1, XP_010417961.1, XP_010510958.1	XP_022550794.2, XP_048629512.1, XP_013747162.2
OG0011661	XP_010435544.1, XP_010440818.1, XP_010450465.1	XP_048610706.1, XP_013741964.2
OG0011662	XP_010473233.1, XP_010417987.1, XP_010510939.1	XP_022569263.1, XP_013677378.1
OG0011663	XP_010494352.1, XP_010441991.1, XP_010481830.1	XP_013641974.1, XP_013707196.1
OG0011664	XP_010418055.1, XP_010473307.1, XP_010430095.1	XP_048626051.1, XP_013656820.1, XP_048611319.1
OG0011665	XP_010418139.1, XP_010473382.1, XP_010430187.1	XP_022575767.2, XP_013672362.2
OG0011666	XP_010458580.1, XP_010493204.1, XP_010476106.1	XP_013697246.2, XP_013646498.2
OG0011667	XP_010502130.1, XP_010513874.1, XP_010424923.1	XP_048619670.1, XP_048637652.1, XP_013713162.1
OG0011668	XP_010513898.1, XP_019099975.1, XP_010424944.1, XP_019099976.1	XP_013729246.1, XP_048607822.1
OG0011669	XP_010502168.1, XP_010513905.1, XP_010424950.1, XP_010513977.2	XP_013714172.1, XP_013705112.2
OG0011671	XP_010424955.1, XP_010496989.1, XP_010513911.1	XP_048618212.1, XP_048637257.1
OG0011672	XP_010424991.1, XP_010513948.1, XP_010496875.1	XP_013727825.2, XP_013736149.2
OG0011673	XP_010513975.1, XP_019099991.1, XP_010424998.1	XP_013688095.1, XP_048624479.1
OG0011674	XP_010514024.1, XP_010502265.1, XP_010425029.1	XP_048599989.1, XP_013692059.2, XP_048602835.1
OG0011675	XP_010425037.1, XP_010514035.1, XP_010502273.1	XP_013706460.1, XP_013664943.2
OG0011676	XP_010502322.1, XP_010514080.1, XP_010425097.1	XP_048624506.1, XP_048596666.1
OG0011677	XP_010425127.1, XP_010514110.1, XP_010502353.1	XP_013734420.1, XP_022570145.1, XP_013677488.1
OG0011678	XP_010425209.1, XP_010502439.1, XP_010514180.1	XP_013697384.2, XP_048602865.1, XP_013703573.1, XP_013644806.1
OG0011679	XP_010514184.1, XP_010425219.1, XP_019100058.1	XP_013706065.2, XP_022543637.1
OG0011680	XP_010506960.1, XP_010514194.1, XP_019085856.1	XP_013705147.2, XP_022543636.1
OG0011681	XP_010514217.1, XP_010518615.1, XP_010425249.1, XP_010502475.1	XP_013644824.1, XP_013677404.2
OG0011682	XP_019085967.1, XP_010514295.1, XP_010502577.1	XP_048631538.1, XP_022560775.2, XP_013677519.1
OG0011683	XP_010502600.1, XP_010514322.1, XP_010425378.1	XP_013705703.2, XP_022543622.2
OG0011684	XP_010502670.1, XP_010425449.1, XP_010514393.1	XP_013725095.2, XP_022565702.1, XP_048637643.1, XP_013669423.3
OG0011685	XP_010514413.1, XP_010425460.1, XP_010502685.1	XP_022563091.1, XP_013644669.2
OG0011686	XP_010435979.2, XP_010450655.1, XP_010441195.1	XP_013743310.2, XP_013687036.1
OG0011687	XP_019102231.1, XP_010425677.1, XP_019099835.1	XP_013666621.1, XP_013677583.2, XP_048627538.1
OG0011688	XP_010502997.1, XP_010425769.1, XP_010514673.1	XP_013696010.1, XP_048629274.1, XP_048618129.1, XP_048591272.1
OG0011689	XP_010415256.1, XP_019093180.1, XP_010511622.1	XP_013688020.2, XP_013676378.2
