Orthogroup	Camelina_sativa	Aethionema_saxatile
OG0015652	XP_010497304.1, XP_010476658.1, XP_010459105.1	As007G152230
OG0015653	XP_010459109.1, XP_010476662.1, XP_010497346.1	As007G152250
OG0015654	XP_010476707.1, XP_010497649.1, XP_010459146.1	As007G152570
OG0015655	XP_010459164.1, XP_010476731.1	As007G152780, As012G282080
OG0015656	XP_010476756.1, XP_010497853.1, XP_010459185.1	As007G152920
OG0015657	XP_010497984.1, XP_010459205.1, XP_010476778.1	As007G153100
OG0015658	XP_010459254.1, XP_010498035.1, XP_010476831.1	As007G153410
OG0015659	XP_010498049.1, XP_010459270.1, XP_010476841.1	As007G153490
OG0015660	XP_019099048.1, XP_010459298.1	As007G153690
OG0015661	XP_019097084.1, XP_019091347.1, XP_019095105.1	As007G153830
OG0015662	XP_010459344.1, XP_010476903.1, XP_010498102.1	As007G153840
OG0015663	XP_010498099.1, XP_010459342.1, XP_010476898.1	As007G153860
OG0015664	XP_010476892.1, XP_010459336.1, XP_010498095.1	As007G153890
OG0015665	XP_010476886.1, XP_010459324.1, XP_010498084.1	As007G153930
OG0015666	XP_010476915.1, XP_010498126.1	As007G154000
OG0015667	XP_010498147.1, XP_010476936.1, XP_010459380.1	As007G154170
OG0015668	XP_010459439.2, XP_010477001.2, XP_010498214.1	As007G154530
OG0015669	XP_010459432.1, XP_010498197.1, XP_010476991.1	As007G154610
OG0015670	XP_010476985.1, XP_010498195.1, XP_010459422.1	As007G154630
OG0015671	XP_010476967.1, XP_010459413.2, XP_010498181.1	As007G154710
OG0015672	XP_010416190.1, XP_010471439.1	As007G154720
OG0015673	XP_010477064.1, XP_010459504.1, XP_010498277.1	As007G155130
OG0015674	XP_010459525.1, XP_010477079.1, XP_010498287.1	As007G155240
OG0015675	XP_010459532.1, XP_010498292.1, XP_010477087.1	As007G155280
OG0015676	XP_010498301.1, XP_010477097.1, XP_010459549.1	As007G155380
OG0015677	XP_010462782.1, XP_010498315.1, XP_010477109.1	As007G155470
OG0015678	XP_010498323.1, XP_010459569.1, XP_010477119.1	As007G155510
OG0015679	XP_010498345.1, XP_010459594.1, XP_010477138.1	As007G155670
OG0015680	XP_010477143.1, XP_010498348.1, XP_010459600.1	As007G155710
OG0015681	XP_010477149.1, XP_010498355.1, XP_010459606.1	As007G155740
OG0015682	XP_010498361.1, XP_010477162.1, XP_019094419.1, XP_010459613.1	As007G155770
OG0015683	XP_010459694.1, XP_010501533.1, XP_010477243.1	As007G156290
OG0015684	XP_010477295.1, XP_010459736.1, XP_010498486.1	As007G156650
OG0015685	XP_010477300.1, XP_010459741.1, XP_010459742.1	As007G156680
OG0015686	XP_010498498.1, XP_010477315.1	As007G156750
OG0015687	XP_010459778.1, XP_010477342.1, XP_010498528.1	As007G156910
OG0015688	XP_010459799.1, XP_010477363.1, XP_010498558.1	As007G157080
OG0015689	XP_010498608.1, XP_010462822.1, XP_010496335.1	As007G157560
OG0015690	XP_010459878.1, XP_010496320.1, XP_010498617.1	As007G157630
OG0015691	XP_010496319.1, XP_010498618.1	As007G157640
OG0015692	XP_010480584.1	As007G157750
OG0015693	XP_010477426.1, XP_010498635.1, XP_010459899.1	As007G157800
OG0015694	XP_010459900.1, XP_010477427.1, XP_010498636.1	As007G157820
OG0015695	XP_010457618.2, XP_019094902.1, XP_010484909.1	As007G157860, As007G157970, As007G157870
OG0015696	XP_010477470.1, XP_019097153.1	As007G158140
OG0015697	XP_019091948.1, XP_010498682.1, XP_010477479.1	As007G158190
OG0015698	XP_010460003.1, XP_010477507.1, XP_010498716.1	As007G158520
OG0015699	XP_010477520.1, XP_010460017.1, XP_019099143.1	As007G158620
OG0015700	XP_010498749.1, XP_010477528.1, XP_010460028.1	As007G158710
OG0015701	XP_010460047.1, XP_010477552.1, XP_010498766.1	As007G158910
OG0015702	XP_010498783.1, XP_010477571.1, XP_010460064.1	As007G159100
OG0015703	XP_010477573.1, XP_019091204.1	As007G159110
OG0015704	XP_010498792.1, XP_010460076.1, XP_010477582.1	As007G159170
OG0015705	XP_010460086.1, XP_010477594.1, XP_010498812.1	As007G159230
OG0015706	XP_010460100.1, XP_010477607.1, XP_010498823.1	As007G159320
OG0015707	XP_010498847.1, XP_010460125.1, XP_010477634.1	As007G159540
OG0015708	XP_010477687.1, XP_010498894.2, XP_010460161.1	As007G159780
OG0015709	XP_010477723.1, XP_010460174.1, XP_010498923.1	As007G159870
OG0015710	XP_010477737.1, XP_010460186.1, XP_010498934.1	As007G159950
OG0015711	XP_010487044.1, XP_010457867.1, XP_010475456.1	As007G160240
OG0015712	XP_010477820.1, XP_010460268.1, XP_010499000.1	As007G160550
OG0015713	XP_010477835.1, XP_010499015.1, XP_010460285.1	As007G160620
OG0015714	XP_010477851.1, XP_010460306.1, XP_010499038.1	As007G160780
OG0015715	XP_010415532.1, XP_010511932.1, XP_010470881.1	As007G160910
OG0015716	XP_010499070.1, XP_010460334.1, XP_010460333.1, XP_010477878.1	As007G160970
OG0015717	XP_010511896.1, XP_010470853.1, XP_010415520.1	As007G161110
OG0015718	XP_010460363.1, XP_010477914.1	As007G161130
OG0015719	XP_010477898.1, XP_010460345.1, XP_010499101.1	As007G161230
OG0015720	XP_010499113.1, XP_010460384.1, XP_010477930.1	As007G161330
OG0015721	XP_010499147.1, XP_010462911.1, XP_019094453.1	As007G161680
OG0015722	XP_010478018.1, XP_010499173.1, XP_010460456.1	As007G161870
OG0015723	XP_019097249.1, XP_019091453.1, XP_010478021.2	As007G161920
OG0015724	XP_010477230.1, XP_010459683.1, XP_010498434.1	As007G162300
OG0015725	XP_010461466.1, XP_010479068.1, XP_010500173.1	As007G162310
OG0015726	XP_010500170.1, XP_010479067.1, XP_010461465.1	As007G162360
OG0015727	XP_019094186.1, XP_010460505.1	As007G162640
OG0015728	XP_010448594.1, XP_010439070.1, XP_010433801.1	As007G162690
OG0015729	XP_010448584.1, XP_010433793.1, XP_010439063.1	As007G162750
OG0015730	XP_019087352.1, XP_010433779.1, XP_010448571.1	As007G162830
OG0015731	XP_010439026.1, XP_019089668.1, XP_010433763.1	As007G162960
OG0015732	XP_010448552.1, XP_010439019.1, XP_010433755.1	As007G163010
OG0015733	XP_010439005.1, XP_010433746.1, XP_019089720.1	As007G163090
OG0015734	XP_010429545.1, XP_010417320.1	As007G163190
OG0015735	XP_010448531.1, XP_010438983.1, XP_010433737.1	As007G163330
OG0015736	XP_010433728.1, XP_010438973.1, XP_010448522.1	As007G163490
OG0015737	XP_010433723.1, XP_010438965.1, XP_010448515.1	As007G163560
OG0015738	XP_010438964.1, XP_010433720.1, XP_019089610.1	As007G163570
OG0015739	XP_010448501.1, XP_010438955.1, XP_010433709.1	As007G163740
OG0015740	XP_010448485.1, XP_010433693.1, XP_010438932.1	As007G164320
OG0015741	XP_010438926.1, XP_019089437.1	As007G164380
OG0015742	XP_010448453.1, XP_010438902.1, XP_010433662.1	As007G164660
OG0015743	XP_010448443.1, XP_019086223.1, XP_010438889.1	As007G164780
OG0015744	XP_010448415.1, XP_010438867.1, XP_010433619.1	As007G165360
OG0015745	XP_010433633.1, XP_010438880.1	As007G165640
OG0015746	XP_010433636.1, XP_019087347.1, XP_010448433.1	As007G165700
OG0015747	XP_010442698.1, XP_010444043.1	As007G165750
OG0015748	XP_010488892.1, XP_010501379.1, XP_010458083.1	As007G165970
OG0015749	XP_010433306.1, XP_010448080.1, XP_010438550.1	As007G166010
OG0015750	XP_010438565.1, XP_010448090.1, XP_010433326.1	As007G166990
OG0015751	XP_010429522.1, XP_010472527.1, XP_010417292.1	As009G207500, As007G167110
OG0015752	XP_010429474.1, XP_010417238.1, XP_010472498.1	As007G177490
OG0015753	XP_010429481.1, XP_010472502.1, XP_010417247.1	As007G177560
OG0015754	XP_010417214.1, XP_010472467.1, XP_010429441.1	As007G177840
OG0015755	XP_010429341.1, XP_010417128.1, XP_019093082.1	As007G179090
OG0015756	XP_010472359.1, XP_019083732.1, XP_019085798.1	As007G179260
OG0015757	XP_010472342.1, XP_010417098.1, XP_010429295.1	As007G179480
OG0015758	XP_010472335.1, XP_019082704.1, XP_010429288.1	As007G179550
OG0015759	XP_010472333.1, XP_010429281.1, XP_010417085.1	As007G179600
OG0015760	XP_010433309.1, XP_010438548.1, XP_010448076.1	As007G179710
OG0015761	XP_010472309.1, XP_010417066.1, XP_010429255.1	As007G179750
OG0015762	XP_010472281.1, XP_010419272.1, XP_010429218.1	As007G179890
OG0015763	XP_010417016.1, XP_010429179.1, XP_010472245.1	As007G180140
OG0015764	XP_010515963.1, XP_010504240.1	As007G180180
OG0015765	XP_010417003.1, XP_010472233.1, XP_010429166.1	As007G180270
OG0015766	XP_010416961.1, XP_019085079.1, XP_010474410.1, XP_010474411.1, XP_019098788.1	As007G180540
OG0015767	XP_010429115.1, XP_010472192.1, XP_010416952.1	As007G180600
OG0015768	XP_010472193.1, XP_010416953.1, XP_010429116.1	As007G180610
OG0015769	XP_010429091.1, XP_010416926.1, XP_010472165.1	As007G180730
OG0015770	XP_010472161.1, XP_010416921.1, XP_010429085.1	As007G180790
OG0015771	XP_010472148.1, XP_010429070.1, XP_010416904.1	As007G180900
OG0015772	XP_010472092.1, XP_010429008.1, XP_010416855.1	As007G181930
OG0015773	XP_010428997.1, XP_010472080.1, XP_010416844.1	As007G182020
OG0015774	XP_010416842.1, XP_010428994.1	As007G182100
OG0015775	XP_010416834.1, XP_019093370.1, XP_010472073.1	As007G182210
OG0015776	XP_010496186.1, XP_010458951.1, XP_010476506.1	As008G182870
OG0015777	XP_010476495.1, XP_010496046.1, XP_010458936.1	As008G183020
OG0015778	XP_010476480.1, XP_010495921.1, XP_010458924.1	As008G183100
OG0015779	XP_010495910.1, XP_010476479.1, XP_010458923.1	As008G183110
OG0015780	XP_010495872.2, XP_010458915.1, XP_010476477.1	As008G183130
OG0015781	XP_010458909.1, XP_010495829.1, XP_010476463.1	As008G183190
OG0015782	XP_010458873.1, XP_010476435.1, XP_010495714.1	As008G183380
OG0015783	XP_010495699.1, XP_010458869.1, XP_010476431.1	As008G183420
OG0015784	XP_010495613.1, XP_010458848.1, XP_010476412.1	As008G183540
OG0015785	XP_010458853.1, XP_010495643.1, XP_010476417.1	As008G183670
OG0015786	XP_019091402.1, XP_010495511.1, XP_010476384.1	As008G183710
OG0015787	XP_010476357.1, XP_010495386.1, XP_010458805.1	As008G183870
OG0015788	XP_019098475.1, XP_019098976.1, XP_010458773.1	As008G183920
OG0015789	XP_010458792.1, XP_010495299.1, XP_010476338.1	As008G184080
OG0015790	XP_010476308.1, XP_010495042.1, XP_010458762.1	As008G184170
OG0015791	XP_010458738.1, XP_010494820.1, XP_010476281.1	As008G184360
OG0015792	XP_010458694.1, XP_010476236.1, XP_010494456.1	As008G184620
OG0015793	XP_010494342.1, XP_010458683.1	As008G184670
OG0015794	XP_010476220.1, XP_010458675.1, XP_010494221.1	As008G184740
OG0015795	XP_010494172.1, XP_010458671.1, XP_010476214.1	As008G184780
OG0015796	XP_010476208.1, XP_010458666.1, XP_010494107.1	As008G184870
OG0015797	XP_010458651.1, XP_010476188.1, XP_010493933.1	As008G185070
OG0015798	XP_010476189.1, XP_010458653.1, XP_010493918.1	As008G185080
OG0015799	XP_010458628.1, XP_010493655.1, XP_010476162.1	As008G185280
OG0015800	XP_019091887.1, XP_019096941.1, XP_010476112.1	As008G185610
OG0015801	XP_010476099.1, XP_010493114.1, XP_010458573.1	As008G185760
OG0015802	XP_010458555.1, XP_010476083.1, XP_010492968.1	As008G185930
OG0015803	XP_010418148.1, XP_010473395.1, XP_010430195.1	As008G185940
OG0015804	XP_010476058.1, XP_010492717.1, XP_010458533.1	As008G186070
OG0015805	XP_010492515.1, XP_010476027.1, XP_010458507.1	As008G186280
OG0015806	XP_019095231.1	As008G186670
OG0015807	XP_010491963.1, XP_010475961.1, XP_010458447.1	As008G186730
OG0015808	XP_010475967.1, XP_010458442.1, XP_010491900.1	As008G186750
OG0015809	XP_010475949.1, XP_010462629.1, XP_010491780.1	As008G186860
OG0015810	XP_010475924.1, XP_010458404.1, XP_010491392.1	As008G187050
OG0015811	XP_010475920.1, XP_010491372.1, XP_010458402.1	As008G187080
OG0015812	XP_010475900.1, XP_010491046.1	As008G187210
OG0015813	XP_019098922.1, XP_019090828.1	As008G187360
OG0015814	XP_010490361.1, XP_010458285.1, XP_010475831.1	As008G187500
OG0015815	XP_010475834.1, XP_010458289.1, XP_010490372.1	As008G187520
OG0015816	XP_010475838.1, XP_010458294.1, XP_010501397.1	As008G187570
OG0015817	XP_010490447.1, XP_019091580.1	As008G187620
OG0015818	XP_010458330.1, XP_010490632.1	As008G187790
OG0015819	XP_010490244.1, XP_010501396.1, XP_019094647.1	As008G188100
OG0015820	XP_010475780.1, XP_019090973.1	As008G188330
OG0015821	XP_010475775.1, XP_010489978.1, XP_010458229.1	As008G188340
OG0015822	XP_019091603.1, XP_010475759.1, XP_019091592.1	As008G188490
OG0015823	XP_010458207.1, XP_010475754.1, XP_010489879.1	As008G188620
OG0015824	XP_010458205.1, XP_010489862.1, XP_010475752.1	As008G188700
OG0015825	XP_010475741.1, XP_010458188.1, XP_010489746.1	As008G188800
OG0015826	XP_010475725.1, XP_010458171.1, XP_010489638.1, XP_010497678.1	As008G189010
OG0015827	XP_010458140.1, XP_010489355.1, XP_010475691.1	As008G189510
OG0015828	XP_019098899.1, XP_010458102.1, XP_010475663.1	As008G189900
OG0015829	XP_010475677.1, XP_010475675.1, XP_010489242.1, XP_010458113.1	As008G189950
OG0015830	XP_010475604.1, XP_010488401.1, XP_010458042.1	As008G190890
OG0015831	XP_010457974.1, XP_019095338.1, XP_019098888.1	As008G191890
OG0015832	XP_010487924.1, XP_010457977.1, XP_010475543.1	As008G192030
OG0015833	XP_010502755.1, XP_010425523.1, XP_010412409.1	As008G192290
OG0015834	XP_010475513.1, XP_010457934.1, XP_010487566.1	As008G192560
OG0015835	XP_010457901.1, XP_010487328.1, XP_010475486.1	As008G192900
OG0015836	XP_010475458.1, XP_010462587.1, XP_010487080.1	As008G193090
OG0015837	XP_010475451.1, XP_010486978.1, XP_010457860.1	As008G193170
OG0015838	XP_010501349.1, XP_010475447.1	As008G193190
OG0015839	XP_010475385.1, XP_010486279.1, XP_010457784.1	As008G193290
OG0015840	XP_010457834.1, XP_019095300.1, XP_010486760.1	As008G193310
OG0015841	XP_010486730.1, XP_010457829.1, XP_010486685.1	As008G193320
OG0015842	XP_010486537.1, XP_010457817.1, XP_010475414.1	As008G193420
OG0015843	XP_010486473.1, XP_010475410.1, XP_010457810.1	As008G193480
OG0015844	XP_010486249.1, XP_010475383.1	As008G193580
OG0015845	XP_010457780.1, XP_010486194.1, XP_010475380.1	As008G193590
OG0015846	XP_010457777.1, XP_019095134.1, XP_010486206.1, XP_010486221.1	As008G193610
OG0015847	XP_010457773.1, XP_010486123.1	As008G193670
OG0015848	XP_010475317.1, XP_010485533.1	As008G194250
OG0015849	XP_010475302.1, XP_010485377.1, XP_010457688.1	As008G194350
OG0015850	XP_010493662.1, XP_010442267.1, XP_010482093.1	As008G194360
OG0015851	XP_010475303.1, XP_010485389.1, XP_010457689.1	As008G194370
OG0015852	XP_010485342.1, XP_019094317.1, XP_010457682.1	As008G194390
OG0015853	XP_010457634.1, XP_010475239.1, XP_010484984.1	As008G194860
OG0015854	XP_010457625.1, XP_010475230.1	As008G194910
OG0015855	XP_019084296.1, XP_010469457.1, XP_019090120.1	As008G195260
OG0015856	XP_010475182.1, XP_010484689.1, XP_010457586.1	As008G195290
OG0015857	XP_019098832.1, XP_010457579.1, XP_010475178.1	As008G195430
OG0015858	XP_010484523.1, XP_010475174.1, XP_010457569.1	As008G195480
OG0015859	XP_010457566.1, XP_010475169.1, XP_010484482.1	As008G195540
OG0015860	XP_010475168.1, XP_010457565.1, XP_019098830.1	As008G195550
OG0015861	XP_010484377.1, XP_010457548.1, XP_010475157.1	As008G195640
OG0015862	XP_010457509.1, XP_019098819.1, XP_010475118.1	As008G196010
OG0015863	XP_010420911.1, XP_019090075.1, XP_010493169.1	As008G196120
OG0015864	XP_010457425.1, XP_010482960.1, XP_010475040.1	As008G196580
OG0015865	XP_010501308.1, XP_010457422.1, XP_010475034.1	As008G196620
OG0015866	XP_010482929.1, XP_010457421.1, XP_010475033.1	As008G196630
OG0015867	XP_010482247.1, XP_010474981.1, XP_010462550.1	As008G196800
OG0015868	XP_010475012.1, XP_010457399.1	As008G197000
OG0015869	XP_010481990.1, XP_010457350.1, XP_010474964.1	As008G197110
OG0015870	XP_010481975.1, XP_010474963.1, XP_010457348.1	As008G197120
OG0015871	XP_010457347.1, XP_010481966.1, XP_019094981.1	As008G197130
OG0015872	XP_010474944.1, XP_010481780.1, XP_010457330.1	As008G197250
OG0015873	XP_010481551.1, XP_010474932.1, XP_010457320.1	As008G197400
OG0015874	XP_010457272.1, XP_019096782.1, XP_010474858.1	As008G197670
OG0015875	XP_010474849.1, XP_010481191.1, XP_010457255.1	As008G197810
OG0015876	XP_010457247.1, XP_010481135.1	As008G197860
OG0015877	XP_010457213.1, XP_010474652.1, XP_010480923.1	As008G197960
OG0015878	XP_019090865.1, XP_010480996.1, XP_010474662.1	As008G198050
OG0015879	XP_010474646.1, XP_010480882.1, XP_010457205.1	As008G198150
OG0015880	XP_010457203.1, XP_010480869.1, XP_010474643.1	As008G198170
OG0015881	XP_010457143.1, XP_010501277.1, XP_010474719.1	As008G198600
OG0015882	XP_010457131.1, XP_019098134.1, XP_010474739.1	As008G198940
OG0015883	XP_010474793.1, XP_010479865.1	As008G199100
OG0015884	XP_010474802.1, XP_010479766.1, XP_010457080.1	As008G199150
OG0015885	XP_010457068.1, XP_010501273.1, XP_010474816.1	As008G199250
OG0015886	XP_010457066.1, XP_010479641.1, XP_010474817.1	As008G199260
OG0015887	XP_010474818.1, XP_019098056.1, XP_010457062.1	As008G199280
OG0015888	XP_010457057.1, XP_010474825.1, XP_010479595.1	As008G199320
OG0015889	XP_010479544.1, XP_010474827.1, XP_010457087.1	As008G199360
OG0015890	XP_010474829.1, XP_010479510.1, XP_010457050.1, XP_010497799.1	As008G199370
OG0015891	XP_010497224.1, XP_010501268.1	As008G199440
OG0015892	XP_010496680.1, XP_019098228.1, XP_010479343.1	As008G199570
OG0015893	XP_010496696.1, XP_010496478.1, XP_010479278.1	As008G199660
OG0015894	XP_010420001.1, XP_010492171.1	As009G199730
OG0015895	XP_010453580.1, XP_010492263.1, XP_010420095.1	As009G199900
OG0015896	XP_010492243.1, XP_010453559.1, XP_010420075.1	As009G200020
OG0015897	XP_010453540.1, XP_010420050.2, XP_010492222.1	As009G200180
OG0015898	XP_010492214.1, XP_010453529.1, XP_010420037.1	As009G200260
OG0015899	XP_010424088.1, XP_010453519.1, XP_010492205.1	As009G200320
OG0015900	XP_010492278.1, XP_010453595.1, XP_010420113.1	As009G200400
OG0015901	XP_019090463.1, XP_010420125.1, XP_010492287.1	As009G200500
OG0015902	XP_019090466.1, XP_010492298.1, XP_010420128.1	As009G200540
OG0015903	XP_010492392.1, XP_010420215.1, XP_010453687.1	As009G201040
OG0015904	XP_010420203.1, XP_010453681.1, XP_010492383.1	As009G201100
OG0015905	XP_010453669.1, XP_010492366.1, XP_010420189.1	As009G201220
OG0015906	XP_010453662.1, XP_010492360.1, XP_010420187.1	As009G201290
OG0015907	XP_010420172.1, XP_010492342.1	As009G201430
OG0015908	XP_010492443.1, XP_010453740.1, XP_010420267.1	As009G201700
OG0015909	XP_010453784.1, XP_010492510.1, XP_019083831.1	As009G202160, As009G201880
OG0015910	XP_010485565.1, XP_010463666.1, XP_010498530.1	As009G201980
OG0015911	XP_010420294.1, XP_010453767.1, XP_010492494.1	As009G202030
OG0015912	XP_010453815.1, XP_010420346.1, XP_010492563.1	As009G202470
OG0015913	XP_010420362.1, XP_010492575.1, XP_010453826.1	As009G202580
OG0015914	XP_010453853.1, XP_010456554.1, XP_019083841.1	As009G202770
OG0015915	XP_010420394.1, XP_010453864.1, XP_010492620.1	As009G202830
OG0015916	XP_010420400.1, XP_010492626.1, XP_010453869.1	As009G202870
OG0015917	XP_010492669.1, XP_010420433.1, XP_019090731.1	As009G203130
OG0015918	XP_019083849.1, XP_010492688.1, XP_010453925.1	As009G203320
OG0015919	XP_010453928.1, XP_010492687.1, XP_019083851.1	As009G203360
OG0015920	XP_010453942.1, XP_010420470.1	As009G203410
OG0015921	XP_019083853.1, XP_010492715.1	As009G203510
OG0015922	XP_010453965.1, XP_010420494.1, XP_010492723.1	As009G203590
OG0015923	XP_010453967.1, XP_010420497.1, XP_010492727.1	As009G203610
OG0015924	XP_010438438.1, XP_010492771.1, XP_019090227.1	As009G203920
OG0015925	XP_010420533.1, XP_010454018.1, XP_010492789.1	As009G203950
OG0015926	XP_010420564.1, XP_010454045.1, XP_010492824.1	As009G204100
OG0015927	XP_010420566.1, XP_010454046.1	As009G204110
OG0015928	XP_019097947.1, XP_010420588.1, XP_010454075.1	As009G204200
OG0015929	XP_010492842.1, XP_010454079.1, XP_010420593.1	As009G204250
OG0015930	XP_010475664.1, XP_019095090.1, XP_010458104.1	As009G204270
OG0015931	XP_010454119.1, XP_010420646.1, XP_010492887.1	As009G204530
OG0015932	XP_010420651.1, XP_010492912.1	As009G204590
OG0015933	XP_010492913.1, XP_010420652.1, XP_010454125.1	As009G204610
OG0015934	XP_010420662.1, XP_010454137.1, XP_010492922.1	As009G204660
OG0015935	XP_010492966.1, XP_010420709.1	As009G205030
OG0015936	XP_010493890.1, XP_010421497.1, XP_010454977.1	As009G205210
OG0015937	XP_010455023.1, XP_010421529.1	As009G205590
OG0015938	XP_010493960.1, XP_010493458.1, XP_010495399.1, XP_010493961.1, XP_010424370.1, XP_010421537.1, XP_010493934.1	As009G205670, As009G205660
OG0015939	XP_010493935.1, XP_010455041.1, XP_010421538.1	As009G205680
OG0015940	XP_010455093.1, XP_019083973.1, XP_010493982.1	As009G206060
OG0015941	XP_010455111.1, XP_010421597.1, XP_010493999.1	As009G206200
OG0015942	XP_010455128.1, XP_010421636.1, XP_010494015.1	As009G206530
OG0015943	XP_010494016.1, XP_010421635.1, XP_010455129.1	As009G206540
OG0015944	XP_010455166.1, XP_010494078.1, XP_010421676.1	As009G206970
OG0015945	XP_010482238.1, XP_010440794.1	As009G207240
OG0015946	XP_010426378.1, XP_010503521.1, XP_010515205.1	As009G207330
OG0015947	XP_010482232.1, XP_010440773.1	As009G207340
OG0015948	XP_010438772.1, XP_010433521.1, XP_010448291.1	As009G207550
OG0015949	XP_010445973.1, XP_010442370.1, XP_010482190.1, XP_010440234.1	As009G207910
OG0015950	XP_010439601.1, XP_019088804.1, XP_010484945.1	As009G208690
OG0015951	XP_010493668.1, XP_010442268.1	As009G208910
OG0015952	XP_010442250.1, XP_010482077.1, XP_010493644.1	As009G209100
OG0015953	XP_010442262.1, XP_010482091.1, XP_019097425.1	As009G209240
OG0015954	XP_010420391.1, XP_010453862.1	As009G210020
OG0015955	XP_010491269.1, XP_010423287.1, XP_010452629.1	As009G210720
OG0015956	XP_010424745.1, XP_010452636.2, XP_010491275.1	As009G210770
OG0015957	XP_010453486.1, XP_010492165.1, XP_010419993.1	As009G211440
OG0015958	XP_010453487.1, XP_010419994.1, XP_010492164.1	As009G211450
OG0015959	XP_010452620.1, XP_010491261.1, XP_010423298.1	As009G211510
OG0015960	XP_010491225.1, XP_010423323.1	As009G211930
OG0015961	XP_010482043.1, XP_010442211.1, XP_010439137.1	As009G212040
OG0015962	XP_010461445.1, XP_010500152.1, XP_010479053.1	As009G212050
OG0015963	XP_019090387.1, XP_019095430.1, XP_010442219.1	As009G212070
OG0015964	XP_010491192.1, XP_010452558.1, XP_010423352.1	As009G212300
OG0015965	XP_010491179.1, XP_010423364.1, XP_010452548.1, XP_010452545.1	As009G212430
OG0015966	XP_010491159.1, XP_010423385.1, XP_010452529.1	As009G212600
OG0015967	XP_010423389.1, XP_010452522.1, XP_010491155.1	As009G212640
OG0015968	XP_010452505.1, XP_019084385.1, XP_010491144.1	As009G212750
OG0015969	XP_010491138.1, XP_010423405.1, XP_010452503.1	As009G212770
OG0015970	XP_010423406.1, XP_010452501.1, XP_010491136.1	As009G212790
OG0015971	XP_010423421.1, XP_010491126.1, XP_010452489.1	As009G212970
OG0015972	XP_010423428.1, XP_010452485.1, XP_010491116.1	As009G212990
OG0015973	XP_010423433.1, XP_010491109.1, XP_010452480.1	As009G213030
OG0015974	XP_010452478.1, XP_010491098.1, XP_010423437.1	As009G213060
OG0015975	XP_010491101.1, XP_010423444.1, XP_010452476.1	As009G213080
OG0015976	XP_010423474.1, XP_010452443.1, XP_010491072.1	As009G213340
OG0015977	XP_010465456.1, XP_010502527.1, XP_010487329.1	As009G213850
OG0015978	XP_010423488.1, XP_010491055.1, XP_010452426.1	As009G213870
OG0015979	XP_010491047.1, XP_010423497.1, XP_010452417.1	As009G213940
OG0015980	XP_010452414.1, XP_010423500.1, XP_010491040.1	As009G213990
OG0015981	XP_010491018.1, XP_010424776.1, XP_010456399.1	As009G214090
OG0015982	XP_010476842.1, XP_010498050.1, XP_010459271.1	As009G214280
OG0015983	XP_010490976.1, XP_010452361.1, XP_010423558.1	As009G214450
OG0015984	XP_010452350.1, XP_010490964.1	As009G214540
OG0015985	XP_010490952.1, XP_010452338.1, XP_010423580.1	As009G214630
OG0015986	XP_010454954.1, XP_010421476.1, XP_010493863.1	As009G214840
OG0015987	XP_010454949.1, XP_010493861.1, XP_010421467.1	As009G214850
OG0015988	XP_010493859.1, XP_010454947.1, XP_010421458.1	As009G214870
OG0015989	XP_010421449.1, XP_010454933.1	As009G214940
OG0015990	XP_010454854.1, XP_010493784.1, XP_010421384.1	As009G215370
OG0015991	XP_010454841.1, XP_010493769.1, XP_010421368.1	As009G215470
OG0015992	XP_010493740.1, XP_010454820.1, XP_010421343.1	As009G215700
OG0015993	XP_010421335.1, XP_010493735.1, XP_010454816.1	As009G215750
OG0015994	XP_010456682.1, XP_010474223.1, XP_010421324.1	As009G215780
OG0015995	XP_010454800.1, XP_010421318.1, XP_010493721.1	As009G215840
OG0015996	XP_010493579.1, XP_010421260.1, XP_010454738.1	As009G216100
OG0015997	XP_019083927.1, XP_010493586.1, XP_019090516.1	As009G216150
OG0015998	XP_010421275.1, XP_010493612.1, XP_010454768.1	As009G216270
OG0015999	XP_010454767.1, XP_010424276.1, XP_010493611.1	As009G216280
OG0016000	XP_010421225.1, XP_010495422.1	As009G216480
OG0016001	XP_010493544.1, XP_019084240.1, XP_010454700.1	As009G216530
OG0016002	XP_010421193.1, XP_010493506.1, XP_010454671.1	As009G216780
OG0016003	XP_010456660.1, XP_019083914.1	As009G216800
OG0016004	XP_010493496.1, XP_010421182.1, XP_019090219.1	As009G216870
OG0016005	XP_019092803.1, XP_010514529.1, XP_010488686.1	As009G216950
OG0016006	XP_010421155.1, XP_010454638.1, XP_010493472.1	As009G217060
OG0016007	XP_010493465.1, XP_010454622.1, XP_010421144.1	As009G217100
OG0016008	XP_010454592.1	As009G217370
OG0016009	XP_010456652.2	As009G217420
OG0016010	XP_010443910.1, XP_010483752.1, XP_010456865.1	As009G217630
OG0016011	XP_010456871.1, XP_010443911.1, XP_010483754.1	As009G217650
OG0016012	XP_010514354.1, XP_010425413.1, XP_010497111.1	As009G217660
OG0016013	XP_010443930.1, XP_010456995.1, XP_010483778.1	As009G217790
OG0016014	XP_010483802.1, XP_010443956.1, XP_010457260.1	As009G217970
OG0016015	XP_010457288.1, XP_010443958.1, XP_010483805.1	As009G217990
OG0016016	XP_010443983.1, XP_010483840.1, XP_010457508.1	As009G218190
OG0016017	XP_010457616.1, XP_010443991.1	As009G218260
OG0016018	XP_010458072.1, XP_010444039.1, XP_019095842.1	As009G218550
