Orthogroup	Eutrema_salsugineum	Raphanus_sativus
OG0012388	XP_006410332.1	XP_018476805.1, XP_018476801.1
OG0012389	XP_024004210.1	XP_018476874.1, XP_018476938.1
OG0012390	XP_006410348.1	XP_018433823.1
OG0012391	XP_006410349.1	XP_018462600.1, XP_018437139.1
OG0012392	XP_006410394.1	XP_018475854.1, XP_018472802.1
OG0012393	XP_006410383.1	XP_018474772.1, XP_018475856.1
OG0012394	XP_024004235.1	XP_018467491.1, XP_018437228.1
OG0012395	XP_024003830.1	XP_018439260.1
OG0012396	XP_006410453.2	XP_018466439.1, XP_018466300.1
OG0012397	XP_024003670.1	XP_018482765.1
OG0012398	XP_006410465.1	XP_018477107.1
OG0012399	XP_006410467.1	XP_018434950.1
OG0012400	XP_006403238.2	XP_018453379.1, XP_018453368.1
OG0012401	XP_006403213.1	XP_018481311.1, XP_018477082.1
OG0012402	XP_006403208.1	XP_018477930.1, XP_018477655.1
OG0012403	XP_006403194.2	XP_018483463.1
OG0012404	XP_006403177.1	XP_018477173.1
OG0012405	XP_006403167.1	XP_018481800.1
OG0012406	XP_006403160.2	XP_018433395.1
OG0012407	XP_006403153.1	XP_018484163.1
OG0012408	XP_024013285.1	XP_018452868.1, XP_018467055.1
OG0012409	XP_006403149.1	XP_018483662.1
OG0012410	XP_006403148.2	XP_018462865.1, XP_018483663.1
OG0012411	XP_006403147.1	XP_018463528.1
OG0012412	XP_006403144.1	XP_018477693.1
OG0012413	XP_006403129.1	XP_018466224.1, XP_018465664.1
OG0012414	XP_024009891.1	XP_018454807.1
OG0012415	XP_006396571.1	XP_018456953.1
OG0012416	XP_006413335.1	XP_018469295.1, XP_018469283.1
OG0012417	XP_006413334.1	XP_018458348.1
OG0012418	XP_006413322.1	XP_018468463.1, XP_018472400.1
OG0012419	XP_006413315.1	XP_018450966.1
OG0012420	XP_006413314.1	XP_018472072.1
OG0012421	XP_006413308.1	XP_018481381.1, XP_018470032.1
OG0012422	XP_006413291.1	XP_018469230.1, XP_018486746.1, XP_018481117.1
OG0012423	XP_006413289.1	XP_018455700.1, XP_018471472.1, XP_018484199.1
OG0012424	XP_006413285.1	XP_018458995.1
OG0012425	XP_006414367.1	XP_018450741.1
OG0012426	XP_006393509.1	XP_018488549.1, XP_018449318.1
OG0012427	XP_006393516.1	XP_018469334.1
OG0012428	XP_006393549.1	XP_018449600.1, XP_018480808.1
OG0012429	XP_006393573.1, XP_024006332.1	XP_018443196.1
OG0012430	XP_024005947.1	XP_018459070.1, XP_018447853.1
OG0012431	XP_006393675.1	XP_018469083.1
OG0012432	XP_006393639.1	XP_018437711.1, XP_018461040.1
OG0012433	XP_006395304.1	XP_018484043.1, XP_018484046.1
OG0012434	XP_006393636.2	XP_018484333.1, XP_018450664.1
OG0012435	XP_006393630.1	XP_018487222.1, XP_018449243.1
OG0012436	XP_006415738.1	XP_018447469.1
OG0012437	XP_006415725.1	XP_018436806.1
OG0012438	XP_024008732.1	XP_018486523.1
OG0012439	XP_006415708.1	XP_018475464.1, XP_018486340.1
OG0012440	XP_006415701.2	XP_018449803.1, XP_018466922.1
OG0012441	XP_006415691.1	XP_018474206.1
OG0012442	XP_006415687.1	XP_018447195.1, XP_018450514.1
OG0012443	XP_024008552.1	XP_018490303.1
OG0012444	XP_006405979.1	XP_018478773.1
OG0012445	XP_006415650.1	XP_018484285.1, XP_018489040.1
OG0012446	XP_006415641.1	XP_018448020.1, XP_018463743.1
OG0012447	XP_006415631.1	XP_018443944.1
OG0012448	XP_006415622.1	XP_018488352.1
OG0012449	XP_006415612.2	XP_018490033.1, XP_018490029.1
OG0012450	XP_006415607.2	XP_018451774.1, XP_018450369.1
OG0012451	XP_006413002.1	XP_018485213.1, XP_018480656.1
OG0012452	XP_006415545.1	XP_018451339.1
OG0012453	XP_006415542.1	XP_018451929.1
OG0012454	XP_024008427.1	XP_018451672.1, XP_018468446.1
OG0012455	XP_006415489.1	XP_018454943.1, XP_018444631.1
OG0012456	XP_006415428.1	XP_018487079.1, XP_018487066.1
OG0012457	XP_006415380.1	XP_018458987.1
OG0012458	XP_006415338.1	XP_018492617.1, XP_018488860.1
OG0012459	XP_006415327.1	XP_018463701.1, XP_018447603.1
OG0012460	XP_024008966.1	XP_018449417.1
OG0012461	XP_006415287.1	XP_018468667.1, XP_018486651.1
OG0012462	XP_006415277.1	XP_018492241.1
OG0012463	XP_006415258.2	XP_018492626.1
OG0012464	XP_006415254.1	XP_018493227.1
OG0012465	XP_006415242.1	XP_018489123.1
OG0012466	XP_006415197.1	XP_018492949.1
OG0012467	XP_006415207.1	XP_018482222.1
OG0012468	XP_006415199.1	XP_018469495.1
OG0012469	XP_006415166.1	XP_018492851.1, XP_018451259.1
OG0012470	XP_006395780.1	XP_018436986.1
OG0012471	XP_006395773.1	XP_018477127.1
OG0012472	XP_006395745.1	XP_018481150.1
OG0012473	XP_006395740.1	XP_018452577.1
OG0012475	XP_006395684.1	XP_018452314.1
OG0012476	XP_006393865.1	XP_018465722.1, XP_018433284.1
OG0012477	XP_006393911.1	XP_018439804.1
OG0012478	XP_024007603.1	XP_018457743.1
OG0012479	XP_006393919.1	XP_018438955.1
OG0012480	XP_024007436.1	XP_018451997.1
OG0012481	XP_006393959.1	XP_018488950.1
OG0012482	XP_006393961.1	XP_018488948.1
OG0012483	XP_006393975.1	XP_018485628.1
OG0012484	XP_006393993.1	XP_018456204.1
OG0012485	XP_024007620.1	XP_018432527.1, XP_018432529.1
OG0012486	XP_006394006.1	XP_018491447.1
OG0012487	XP_006394030.1	XP_018486148.1, XP_018462029.1
OG0012488	XP_006394032.2	XP_018465607.1
OG0012489	XP_006397244.1	XP_018459138.1, XP_018453074.1
OG0012490	XP_024006788.1	XP_018492157.1
OG0012491	XP_006394068.1	XP_018433886.1
OG0012492	XP_006394089.1	XP_018439356.1
OG0012493	XP_006394102.1	XP_018457000.1
OG0012494	XP_006394113.1	XP_018489187.1
OG0012495	XP_006394135.1	XP_018432863.1
OG0012496	XP_024007160.1	XP_018452489.1
OG0012497	XP_006394146.2	XP_018490679.1
OG0012498	XP_006394151.1	XP_018490681.1
OG0012499	XP_006394161.1	XP_018493344.1
OG0012500	XP_024007486.1	XP_018492738.1
OG0012501	XP_006394174.1	XP_018461890.1, XP_018485530.1
OG0012502	XP_006394187.1	XP_018487123.1
OG0012503	XP_006394191.1	XP_018439002.1, XP_018492568.1
OG0012504	XP_006394193.1	XP_018432825.1
OG0012505	XP_006394210.1	XP_018488477.1
OG0012506	XP_006394253.1	XP_018493040.1
OG0012507	XP_006394256.1	XP_018463379.1, XP_018485613.1
OG0012508	XP_006394263.1	XP_018455711.1
OG0012509	XP_006409685.1	XP_018491583.1
OG0012511	XP_006394292.1	XP_018453336.1
OG0012512	XP_006394293.1	XP_018458194.1
OG0012513	XP_006394302.1	XP_018456787.1
OG0012514	XP_006394323.1	XP_018457534.1
OG0012515	XP_006394322.1	XP_018457533.1
OG0012516	XP_006394336.1	XP_018488530.1
OG0012517	XP_006394337.1	XP_018491389.1
OG0012518	XP_006394346.1	XP_018488488.1, XP_018488509.1
OG0012519	XP_006394353.1	XP_018492631.1, XP_018492591.1
OG0012520	XP_006394356.1	XP_018487263.1, XP_018488147.1
OG0012521	XP_006394359.1	XP_018432935.1
OG0012522	XP_006394364.1	XP_018491984.1
OG0012523	XP_006394380.1	XP_018432641.1
OG0012524	XP_006416558.1	XP_018435088.1
OG0012526	XP_006394406.1	XP_018471435.1
OG0012527	XP_006394441.1	XP_018486707.1, XP_018491729.1
OG0012528	XP_006394454.2	XP_018437444.1
OG0012530	XP_006394488.1	XP_018461289.1, XP_018478171.1
OG0012531	XP_006394497.1	XP_018457956.1
OG0012532	XP_006394499.1	XP_018477321.1
OG0012533	XP_006394504.1	XP_018480811.1, XP_018460652.1
OG0012534	XP_006394523.1	XP_018437194.1, XP_018487765.1
OG0012535	XP_006394539.2	XP_018487767.1
OG0012536	XP_024006813.1	XP_018489189.1
OG0012537	XP_006394542.1	XP_018493249.1, XP_018491024.1
OG0012538	XP_006394543.1	XP_018491022.1, XP_018491023.1
OG0012539	XP_006395353.1	XP_018484709.1, XP_018482461.1
OG0012540	XP_006394568.1	XP_018438766.1
OG0012541	XP_006394571.1	XP_018466642.1
OG0012542	XP_006394573.1	XP_018484202.1, XP_018457259.1
OG0012543	XP_006394586.1	XP_018484085.1, XP_018482858.1
OG0012544	XP_006394590.1	XP_018433992.1
OG0012545	XP_006394606.1	XP_018484059.1
OG0012546	XP_024007198.1	XP_018484248.1
OG0012547	XP_024007165.1	XP_018454552.1
OG0012548	XP_006394653.1	XP_018457602.1, XP_018452710.1
OG0012549	XP_006394666.1	XP_018462231.1
OG0012550	XP_006394677.1	XP_018482938.1, XP_018457853.1
OG0012551	XP_006394679.1	XP_018457831.1
OG0012552	XP_006394694.2	XP_018482704.1
OG0012553	XP_006394696.1	XP_018481343.1
OG0012554	XP_006419010.1	XP_018452859.1
OG0012555	XP_006394727.2	XP_018439016.1, XP_018439019.1
OG0012556	XP_006399064.1	XP_018443163.1
OG0012557	XP_006394737.2	XP_018480409.1
OG0012558	XP_024007594.1	XP_018459212.1
OG0012559	XP_006394771.1	XP_018441136.1
OG0012560	XP_024007206.1	XP_018461399.1, XP_018480734.1
OG0012561	XP_006394779.1	XP_018477057.1
OG0012562	XP_006394789.1	XP_018455155.1
OG0012563	XP_024007119.1	XP_018479304.1, XP_018462563.1
OG0012564	XP_024007455.1	XP_018463303.1, XP_018441822.1
OG0012565	XP_006394811.1	XP_018441824.1, XP_018478280.1
OG0012566	XP_006394850.1	XP_018484014.1
OG0012567	XP_006413402.1	XP_018489719.1, XP_018469960.1
OG0012568	XP_006400508.1	XP_018442260.1, XP_018449444.1
OG0012569	XP_006400507.1	XP_018442360.1, XP_018475519.1
OG0012570	XP_024012232.1	XP_018442277.1
OG0012571	XP_006400555.1	XP_018443117.1
OG0012572	XP_006400557.1	XP_018444291.1, XP_018446373.1
OG0012573	XP_006400563.2, XP_006400629.2	XP_018459101.1
OG0012574	XP_006400575.2	XP_018465765.1
OG0012575	XP_006400579.1	XP_018451835.1
OG0012576	XP_006400595.1	XP_018472489.1, XP_018445832.1
OG0012578	XP_024011491.1	XP_018470507.1, XP_018461948.1
OG0012579	XP_006400674.1	XP_018461659.1, XP_018442710.1
OG0012580	XP_006400682.1	XP_018469819.1
OG0012581	XP_006400687.1	XP_018471444.1
OG0012582	XP_006400691.1	XP_018444111.1, XP_018468541.1
OG0012583	XP_006400698.1	XP_018456860.1, XP_018442631.1
OG0012584	XP_006400702.1	XP_018464845.1, XP_018463871.1
OG0012585	XP_006400707.1	XP_018445222.1
OG0012586	XP_006400709.1	XP_018474262.1, XP_018466651.1
OG0012587	XP_006393237.1	XP_018472946.1
OG0012588	XP_024012415.1	XP_018443263.1, XP_018443262.1
OG0012589	XP_024012098.1	XP_018443942.1, XP_018445785.1
OG0012590	XP_006400732.1	XP_018444384.1, XP_018445772.1
OG0012591	XP_006400767.1	XP_018447627.1, XP_018446733.1
OG0012592	XP_024012433.1	XP_018472995.1
OG0012593	XP_006400790.1	XP_018471494.1
OG0012594	XP_006400791.1	XP_018445853.1
OG0012595	XP_006400816.1	XP_018471669.1
OG0012596	XP_006400818.1	XP_018465696.1, XP_018468248.1
OG0012597	XP_006400819.1	XP_018473453.1
OG0012598	XP_006400825.1	XP_018475080.1, XP_018464211.1
OG0012599	XP_006400828.2	XP_018476948.1
OG0012600	XP_006400832.1	XP_018444047.1
OG0012601	XP_006400846.1	XP_018473088.1
OG0012602	XP_006400885.1	XP_018474237.1
OG0012603	XP_006400887.1	XP_018470219.1
OG0012604	XP_006400888.1	XP_018470216.1
OG0012606	XP_006400953.1	XP_018462054.1, XP_018456196.1
OG0012607	XP_024012054.1	XP_018462850.1, XP_018452915.1
OG0012608	XP_006401028.1	XP_018453520.1
OG0012609	XP_006401045.1	XP_018468946.1, XP_018468947.1
OG0012610	XP_006401046.1	XP_018456363.1, XP_018455835.1
OG0012611	XP_006401061.2	XP_018457815.1, XP_018465514.1
OG0012612	XP_006401090.1	XP_018456745.1
OG0012613	XP_024011724.1	XP_018456742.1
OG0012614	XP_006401118.2	XP_018471836.1
OG0012615	XP_024011649.1	XP_018456374.1
OG0012616	XP_006401144.1	XP_018475113.1
OG0012617	XP_024010595.1	XP_018462912.1, XP_018457700.1
OG0012618	XP_006401152.1	XP_018475114.1
OG0012619	XP_006401158.1	XP_018470939.1
OG0012620	XP_024012274.1	XP_018455729.1, XP_018451180.1
OG0012621	XP_006401170.1	XP_018454563.1
OG0012622	XP_006401190.1	XP_018458026.1
OG0012623	XP_006401198.1	XP_018465357.1
OG0012624	XP_024005973.1	XP_018436082.1
OG0012625	XP_006401214.1	XP_018456234.1, XP_018470732.1
OG0012626	XP_006401215.1	XP_018457844.1, XP_018470733.1
OG0012627	XP_006401224.1	XP_018454327.1, XP_018454326.1
OG0012628	XP_006402717.1	XP_018462897.1, XP_018492329.1
OG0012629	XP_006401251.1	XP_018476588.1
OG0012630	XP_006401250.1	XP_018476590.1
OG0012631	XP_024012551.1	XP_018457077.1
OG0012632	XP_006401239.1	XP_018456296.1
OG0012633	XP_006395297.1	XP_018458474.1, XP_018483899.1
OG0012634	XP_006401316.1	XP_018453005.1
OG0012635	XP_006401338.1	XP_018475432.1
OG0012636	XP_006406156.1	XP_018487645.1
OG0012637	XP_006401349.1	XP_018458030.1, XP_018454956.1
OG0012638	XP_024011929.1	XP_018455850.1, XP_018455847.1
OG0012639	XP_006418762.1	XP_018432917.1
OG0012640	XP_006401362.1	XP_018453571.1
OG0012641	XP_006401351.1	XP_018474980.1
OG0012642	XP_006401375.1	XP_018452448.1, XP_018455852.1
OG0012643	XP_006401417.1	XP_018473457.1
OG0012644	XP_006401420.1	XP_018457515.1
OG0012645	XP_006401430.1	XP_018457793.1
OG0012646	XP_006401474.1	XP_018456505.1
OG0012647	XP_006401472.1	XP_018452533.1
OG0012648	XP_006401478.1	XP_018450635.1
OG0012649	XP_006401495.2	XP_018471194.1
OG0012650	XP_006401506.1	XP_018453238.1, XP_018476735.1
OG0012651	XP_006401519.1	XP_018453020.1, XP_018462803.1
OG0012652	XP_006401520.1	XP_018457981.1, XP_018462804.1
OG0012653	XP_024011890.1	XP_018462805.1, XP_018457980.1
OG0012654	XP_006401538.1	XP_018475094.1, XP_018466635.1
OG0012655	XP_006401545.1	XP_018461973.1
OG0012656	XP_006415996.1	XP_018437588.1
OG0012657	XP_024013643.1	XP_018448628.1
OG0012658	XP_006404154.1	XP_018471992.1
OG0012660	XP_006404180.1	XP_018440441.1, XP_018433649.1
OG0012661	XP_024013754.1	XP_018438212.1
OG0012662	XP_024013426.1	XP_018462176.1, XP_018485829.1
OG0012663	XP_006401630.2	XP_018471425.1
OG0012664	XP_006401629.1	XP_018471422.1
OG0012665	XP_006401601.1	XP_018474754.1
OG0012666	XP_024011845.1	XP_018448078.1
OG0012667	XP_006396443.1	XP_018465896.1, XP_018455263.1
OG0012668	XP_006396448.1	XP_018476367.1, XP_018474540.1
OG0012669	XP_006396451.1	XP_018462034.1, XP_018458842.1
OG0012670	XP_024010160.1	XP_018457183.1
OG0012671	XP_006396460.1	XP_018453138.1
OG0012672	XP_006396476.1	XP_018452129.1
OG0012673	XP_006396477.1	XP_018457606.1
OG0012674	XP_006396478.1	XP_018452028.1
OG0012675	XP_006396480.2	XP_018469337.1
OG0012677	XP_006399223.1	XP_018442994.1
OG0012678	XP_024012308.1	XP_018446845.1
OG0012679	XP_006399211.1	XP_018446293.1
OG0012680	XP_006399199.2	XP_018444843.1
OG0012681	XP_006399187.1	XP_018444303.1
OG0012682	XP_006399170.1	XP_018445332.1, XP_018445158.1
OG0012683	XP_006399169.1	XP_018445333.1, XP_018445160.1
OG0012684	XP_006399166.2	XP_018469799.1
OG0012685	XP_006399145.1	XP_018442295.1
OG0012686	XP_006409674.1	XP_018487290.1
OG0012687	XP_006399142.2	XP_018442367.1
OG0012688	XP_024012242.1	XP_018469747.1
OG0012689	XP_006399137.1	XP_018469746.1
OG0012690	XP_024011937.1	XP_018469744.1
OG0012691	XP_024012100.1	XP_018472787.1
OG0012692	XP_024012424.1	XP_018445480.1
OG0012693	XP_006399127.1	XP_018446739.1
OG0012694	XP_006399124.1	XP_018443987.1
OG0012695	XP_024012501.1	XP_018443378.1
OG0012696	XP_006399108.1	XP_018474338.1, XP_018472615.1
OG0012697	XP_024004734.1	XP_018470529.1
OG0012698	XP_006399101.1	XP_018442847.1
OG0012699	XP_006399088.1	XP_018470181.1
OG0012700	XP_006399082.1	XP_018468697.1, XP_018445709.1
OG0012701	XP_006399053.1	XP_018445983.1
OG0012702	XP_006399055.1	XP_018446940.1
OG0012703	XP_006399045.1	XP_018442797.1
OG0012704	XP_006399023.2	XP_018445046.1
OG0012705	XP_006399020.1	XP_018454687.1, XP_018473361.1
OG0012706	XP_006392567.1	XP_018447720.1
OG0012707	XP_006399009.2	XP_018476869.1
OG0012708	XP_006398989.1	XP_018442140.1, XP_018442134.1
OG0012709	XP_006398954.1	XP_018475834.1, XP_018444232.1
OG0012710	XP_024008150.1	XP_018462727.1
OG0012711	XP_006398947.1	XP_018443905.1
OG0012712	XP_006398938.1	XP_018446339.1, XP_018446338.1
OG0012713	XP_024012233.1	XP_018442824.1
OG0012714	XP_006398926.1	XP_018442444.1
OG0012715	XP_006398922.1	XP_018475777.1
OG0012716	XP_006398919.1	XP_018443270.1, XP_018445462.1
OG0012717	XP_006398918.1	XP_018445615.1, XP_018442288.1
OG0012718	XP_006398882.1	XP_018442822.1, XP_018442675.1
OG0012719	XP_006398881.1	XP_018442674.1, XP_018442820.1
OG0012720	XP_024011567.1	XP_018446140.1
OG0012721	XP_006398875.1	XP_018445409.1
OG0012722	XP_006398871.1	XP_018474933.1
OG0012723	XP_006398859.1	XP_018444055.1
OG0012724	XP_006398858.1	XP_018442598.1
OG0012725	XP_006398839.1, XP_024011450.1	XP_018459494.1
OG0012726	XP_006398830.1	XP_018445490.1
OG0012727	XP_006398819.1	XP_018445507.1
OG0012728	XP_006398809.1	XP_018476411.1, XP_018475978.1
OG0012729	XP_006398798.1	XP_018444124.1, XP_018470959.1
OG0012730	XP_024011505.1	XP_018470956.1, XP_018470955.1
OG0012731	XP_006398775.1	XP_018446946.1
OG0012732	XP_006395208.1	XP_018481686.1
OG0012733	XP_006398759.1	XP_018475169.1
OG0012734	XP_006398757.1	XP_018470611.1
OG0012735	XP_006398718.1	XP_018442960.1
OG0012736	XP_006398691.1	XP_018464805.1, XP_018445670.1
OG0012737	XP_006398681.1	XP_018443068.1
OG0012738	XP_006398656.1	XP_018444725.1, XP_018475230.1
OG0012739	XP_006398645.1	XP_018458248.1
OG0012740	XP_006398644.1	XP_018471574.1
OG0012741	XP_006398638.1	XP_018446501.1
OG0012742	XP_006398632.1	XP_018464099.1, XP_018443225.1
OG0012743	XP_006398590.1	XP_018470014.1
OG0012744	XP_006398574.1	XP_018471371.1
OG0012745	XP_006398575.1	XP_018472213.1
OG0012746	XP_006398577.1	XP_018471713.1, XP_018471807.1
OG0012747	XP_024011851.1	XP_018475810.1
OG0012748	XP_006398547.1	XP_018477020.1, XP_018458937.1
OG0012749	XP_006405452.1	XP_018482192.1, XP_018481868.1
OG0012750	XP_006405451.1	XP_018442608.1
OG0012751	XP_006405450.1	XP_018442609.1, XP_018467600.1
OG0012752	XP_006405446.1	XP_018466957.1
OG0012753	XP_006397360.1	XP_018440563.1, XP_018441213.1
OG0012754	XP_006405390.1	XP_018483221.1
OG0012755	XP_006405364.1	XP_018483581.1
OG0012756	XP_006405352.1	XP_018460160.1, XP_018442294.1
OG0012757	XP_006405309.1	XP_018444264.1
OG0012758	XP_006389743.1	XP_018445352.1
OG0012759	XP_006389705.1	XP_018469392.1, XP_018456729.1
OG0012760	XP_006389713.1	XP_018462614.1, XP_018441685.1
OG0012761	XP_006389725.2	XP_018477911.1
OG0012762	XP_006389728.1	XP_018442363.1
OG0012763	XP_006389730.1	XP_018444318.1
OG0012764	XP_006389747.2	XP_018443126.1, XP_018475725.1
OG0012765	XP_006389754.1	XP_018462403.1, XP_018475726.1, XP_018449830.1
OG0012766	XP_006389767.1	XP_018444279.1
OG0012767	XP_024015648.1	XP_018453392.1, XP_018455098.1
OG0012768	XP_006389800.1	XP_018472176.1
OG0012769	XP_006404044.1	XP_018453355.1
OG0012770	XP_006389833.1	XP_018446573.1, XP_018466042.1
OG0012771	XP_024009034.1	XP_018463294.1, XP_018470830.1
OG0012772	XP_006401676.1	XP_018473564.1
OG0012773	XP_024007290.1	XP_018455703.1
OG0012775	XP_024007596.1	XP_018456517.1, XP_018456515.1
OG0012776	XP_024008438.1	XP_018453408.1
OG0012777	XP_006389924.1	XP_018456495.1
OG0012778	XP_006389933.1	XP_018442191.1, XP_018463882.1
OG0012779	XP_024006415.1	XP_018444783.1
OG0012780	XP_006389947.2	XP_018456184.1, XP_018456183.1
OG0012781	XP_024016467.1	XP_018466021.1, XP_018459806.1
OG0012782	XP_024004854.1, XP_024015957.1	XP_018462582.1, XP_018465618.1, XP_018443725.1, XP_018443727.1, XP_018435868.1, XP_018463213.1, XP_018475195.1, XP_018465323.1, XP_018448739.1, XP_018463608.1, XP_018479253.1
OG0012783	XP_006389975.1	XP_018455905.1
OG0012784	XP_006389997.1	XP_018453418.1
OG0012785	XP_006390004.1	XP_018445762.1, XP_018452765.1
OG0012786	XP_006390007.1	XP_018452903.1
OG0012787	XP_006390010.1	XP_018445469.1, XP_018446264.1
OG0012788	XP_006390017.1	XP_018450152.1, XP_018450142.1
OG0012789	XP_006390041.1	XP_018452469.1, XP_018443022.1
OG0012790	XP_006390051.1	XP_018467355.1, XP_018452752.1
OG0012791	XP_006390075.1	XP_018446486.1
OG0012792	XP_006390086.1	XP_018457699.1
OG0012793	XP_006390103.1	XP_018456000.1, XP_018464128.1
OG0012794	XP_006390120.1	XP_018446333.1, XP_018442632.1
OG0012795	XP_006390124.1	XP_018442901.1
OG0012796	XP_006405096.1, XP_024009233.1	XP_018446418.1
OG0012797	XP_006390129.1, XP_006405095.1	XP_018444211.1
OG0012798	XP_006390157.1	XP_018466983.1, XP_018445729.1
OG0012799	XP_006390178.1	XP_018478069.1
OG0012800	XP_006390205.1	XP_018443549.1, XP_018443422.1
OG0012801	XP_006390240.1	XP_018442265.1
OG0012802	XP_006409359.1	XP_018456394.1
OG0012803	XP_024011710.1	XP_018463658.1, XP_018468669.1
OG0012804	XP_006409204.1	XP_018433412.1
OG0012805	XP_024009138.1	XP_018445676.1, XP_018445651.1
OG0012806	XP_006390348.1	XP_018445972.1
OG0012807	XP_006395137.1	XP_018477705.1
OG0012808	XP_006390351.1	XP_018446816.1, XP_018446810.1, XP_018443063.1
OG0012809	XP_006409329.1	XP_018493259.1, XP_018439299.1
OG0012811	XP_006409321.1	XP_018465645.1, XP_018433610.1
OG0012812	XP_006409307.1	XP_018493302.1
OG0012813	XP_006409297.1	XP_018457001.1, XP_018492690.1
OG0012814	XP_006395373.1	XP_018483524.1
OG0012815	XP_024016497.1	XP_018440665.1, XP_018433428.1
OG0012816	XP_006409221.1	XP_018434814.1
OG0012817	XP_006404092.1	XP_018481053.1, XP_018481070.1
OG0012818	XP_024013687.1	XP_018469190.1, XP_018438130.1, XP_018438071.1
OG0012819	XP_006404101.1	XP_018472114.1
OG0012820	XP_006411003.1	XP_018476428.1
OG0012821	XP_024013362.1	XP_018438389.1
OG0012822	XP_006392553.1	XP_018481318.1, XP_018482437.1
OG0012823	XP_006392560.1	XP_018450470.1
OG0012824	XP_024006144.1	XP_018480346.1
OG0012825	XP_024006029.1	XP_018440685.1
OG0012826	XP_024006095.1	XP_018442628.1
OG0012827	XP_006392603.1	XP_018450841.1
OG0012828	XP_006392626.1	XP_018450864.1
OG0012829	XP_024006250.1	XP_018469872.1, XP_018464279.1
OG0012830	XP_024006304.1	XP_018469854.1
OG0012831	XP_006392645.1	XP_018492009.1
OG0012832	XP_006392666.1	XP_018451626.1
OG0012833	XP_006392723.1	XP_018438185.1
OG0012834	XP_006392736.1	XP_018493222.1, XP_018451660.1
OG0012835	XP_006392751.1	XP_018465730.1, XP_018476558.1
OG0012836	XP_006392780.1	XP_018446208.1, XP_018481584.1
OG0012837	XP_024005958.1	XP_018441397.1, XP_018451382.1
OG0012838	XP_006391260.1	XP_018469601.1, XP_018444751.1
OG0012839	XP_006392805.1	XP_018479498.1
OG0012840	XP_006392824.1	XP_018486245.1
OG0012841	XP_006392834.2	XP_018491608.1
OG0012842	XP_006410770.1	XP_018483558.1
OG0012843	XP_006410772.1	XP_018474078.1, XP_018481663.1, XP_018479903.1
OG0012844	XP_024004146.1	XP_018433485.1
OG0012845	XP_024016662.1	XP_018434084.1
OG0012846	XP_006410829.1	XP_018476474.1, XP_018476503.1
OG0012847	XP_006410835.1	XP_018434709.1, XP_018434728.1
OG0012848	XP_006410552.1	XP_018484351.1, XP_018437879.1
OG0012849	XP_024004267.1	XP_018433390.1
OG0012850	XP_006410845.1	XP_018480861.1
OG0012851	XP_006410846.1	XP_018484727.1
OG0012852	XP_006410855.1	XP_018436836.1
OG0012853	XP_006419019.1	XP_018436502.1
OG0012854	XP_024007720.1	XP_018443551.1
OG0012855	XP_006419062.1	XP_018440789.1
OG0012856	XP_024009629.1	XP_018440973.1
OG0012857	XP_006419093.1	XP_018472299.1
OG0012858	XP_006419096.1	XP_018472103.1
OG0012859	XP_006402223.1	XP_018458020.1
OG0012860	XP_006402208.1	XP_018461024.1, XP_018461568.1
OG0012861	XP_006401761.1	XP_018455874.1, XP_018455785.1
OG0012862	XP_006402200.1	XP_018453354.1, XP_018452318.1
OG0012863	XP_024012459.1	XP_018452004.1
OG0012864	XP_006402142.1	XP_018465703.1
OG0012865	XP_006402254.1	XP_018439384.1
OG0012867	XP_006402238.1	XP_018447837.1, XP_018472568.1
OG0012868	XP_006412459.1	XP_018458017.1
OG0012869	XP_024011607.1	XP_018457003.1
OG0012870	XP_006395973.1	XP_018448625.1
OG0012871	XP_006415008.1	XP_018449192.1
OG0012872	XP_024005186.1	XP_018484275.1
OG0012873	XP_006418687.1	XP_018487186.1
OG0012874	XP_024005840.1	XP_018449742.1
OG0012875	XP_006414891.1	XP_018445266.1, XP_018442311.1
OG0012876	XP_024005857.1	XP_018481819.1
OG0012877	XP_006414872.1	XP_018480050.1, XP_018480049.1, XP_018484393.1
OG0012878	XP_006414855.1	XP_018482476.1, XP_018482453.1
OG0012879	XP_006414850.1	XP_018480461.1
OG0012880	XP_006414846.1	XP_018480627.1
OG0012881	XP_006414826.1	XP_018447692.1, XP_018447685.1
OG0012882	XP_006414807.1	XP_018449627.1, XP_018464188.1
OG0012883	XP_006414780.1	XP_018440092.1
OG0012884	XP_024009947.1	XP_018477622.1
OG0012885	XP_006401621.2	XP_018448075.1
OG0012886	XP_024004853.1	XP_018448568.1, XP_018447039.1
OG0012887	XP_006414632.1	XP_018470164.1
OG0012888	XP_006414607.1	XP_018470780.1
OG0012889	XP_006396034.2, XP_006414567.2	XP_018471512.1
OG0012890	XP_006414564.1	XP_018450757.1
OG0012891	XP_006414515.1	XP_018451628.1
OG0012892	XP_006414487.1	XP_018468232.1, XP_018462963.1
OG0012893	XP_006393137.1	XP_018449297.1
OG0012894	XP_024005921.1	XP_018461769.1, XP_018484697.1
OG0012895	XP_006414437.1	XP_018484694.1, XP_018461766.1
OG0012896	XP_006414427.1, XP_024004783.1	XP_018468601.1
OG0012897	XP_024005699.1	XP_018448553.1
OG0012898	XP_024005927.1	XP_018443515.1, XP_018457751.1
OG0012899	XP_006390583.1	XP_018463364.1, XP_018444310.1
OG0012900	XP_006390576.1	XP_018452295.1, XP_018452305.1
