Orthogroup	Eutrema_salsugineum	Camelina_sativa
OG0017715	XP_006406470.1	XP_010489949.1, XP_010468301.1, XP_010507919.1
OG0017716	XP_006406466.1	XP_010507938.1, XP_019092411.1
OG0017717	XP_006406465.1	XP_010507957.1, XP_010466131.1
OG0017718	XP_006418108.1	XP_010475124.1
OG0017719	XP_006406456.1	XP_010487932.1, XP_010466142.1
OG0017720	XP_006403056.1	XP_010435402.1, XP_010450355.1
OG0017721	XP_006406349.1	XP_010509356.1, XP_010488066.1
OG0017722	XP_006401780.1	XP_010482656.1, XP_010445268.1, XP_010442823.1
OG0017723	XP_006405586.1	XP_010441100.1, XP_010497457.1
OG0017724	XP_024014694.1	XP_010435843.1, XP_010450764.2, XP_010441095.1
OG0017726	XP_006405631.1	XP_010450813.1, XP_010441060.1, XP_010435892.1
OG0017727	XP_006405767.1	XP_010450907.1, XP_010435748.1
OG0017728	XP_006405768.1	XP_010435747.1
OG0017729	XP_006405842.1	XP_010440879.1, XP_010450525.1
OG0017730	XP_006405845.1	XP_010435601.1, XP_010440877.1, XP_010436722.2
OG0017731	XP_006405848.2	XP_010440876.1, XP_010450521.1, XP_010435599.1
OG0017732	XP_006405863.1	XP_010450514.1, XP_010440869.1
OG0017733	XP_006405931.2	XP_010440830.1, XP_010450478.1, XP_010435553.1
OG0017735	XP_006418849.1	XP_010512803.1, XP_010488448.1, XP_010466728.1
OG0017736	XP_006406064.1	XP_010468409.1, XP_010421448.1, XP_010488369.1
OG0017737	XP_006406074.1	XP_010466627.1, XP_010512117.1, XP_010488357.1
OG0017738	XP_006406106.1	XP_010466595.1
OG0017739	XP_006406162.1	XP_010488276.1, XP_010511365.1, XP_010466528.1
OG0017740	XP_006406199.1	XP_019092877.1, XP_019097037.1, XP_019083019.1
OG0017741	XP_006406206.1	XP_010466482.1, XP_010488228.1, XP_010510975.1
OG0017742	XP_006406217.1	XP_010510855.1, XP_010496825.1
OG0017743	XP_006416425.1	XP_010477247.1, XP_010498448.1
OG0017744	XP_006406270.1	XP_010466383.1, XP_019096949.1
OG0017745	XP_006406286.1	XP_010466366.1, XP_010510082.1
OG0017746	XP_006412747.1	XP_010438215.1, XP_010447764.1, XP_010433026.1
OG0017747	XP_006412748.2	NP_001289917.1, NP_001289919.1
OG0017748	XP_006412758.1	XP_010447770.1, XP_010433029.1
OG0017749	XP_024005578.1	XP_019089314.1, XP_010438220.1
OG0017750	XP_006412772.1	XP_010438227.1
OG0017751	XP_006412780.1	XP_010436336.1, XP_010438235.1, XP_010451112.1
OG0017752	XP_006394461.1	XP_010444023.1, XP_010457906.1, XP_019095675.1
OG0017753	XP_006391377.1	XP_010470506.1, XP_010415177.1
OG0017754	XP_006391528.1	XP_010415108.1, XP_010470444.1, XP_010511114.1
OG0017755	XP_006391541.1	XP_010415100.1, XP_010496066.1
OG0017757	XP_006391574.2	XP_010415062.1, XP_010496214.1
OG0017758	XP_006391569.1	XP_010494095.1, XP_010421691.1
OG0017759	XP_006391559.1	XP_010470422.1, XP_010511437.1
OG0017760	XP_006401502.1	XP_010443100.1, XP_010482916.1, XP_010448918.1
OG0017761	XP_006392520.1	XP_010414899.1, XP_010470347.1, XP_010511194.1
OG0017762	XP_024015749.1	XP_010470348.1, XP_010414901.1, XP_010511195.1
OG0017763	XP_006392486.1	XP_010511213.1, XP_010414921.1
OG0017764	XP_006392475.1	XP_019094818.1, XP_019100895.1
OG0017765	XP_006400458.1	XP_010420688.1, XP_010492940.1, XP_010454165.2
OG0017766	XP_006400446.1	XP_010492931.1, XP_010454142.1
OG0017767	XP_006400406.1	XP_010492871.1, XP_010420629.1
OG0017768	XP_006400372.1	XP_010420567.1, XP_010454048.1, XP_010492826.1
OG0017769	XP_006395047.1	XP_010442425.1, XP_010440804.1, XP_010482239.1
OG0017770	XP_006395028.1	XP_010455192.1, XP_010494108.1
OG0017771	XP_006395179.1	XP_010442268.1, XP_010493668.1
OG0017772	XP_006408906.1	XP_010489119.1, XP_010416557.1
OG0017773	XP_006403836.1	XP_010503942.1, XP_010515666.1, XP_010426820.1
OG0017774	XP_006403854.1	XP_010503916.1, XP_010515648.1
OG0017775	XP_006403939.1	XP_010503810.1, XP_010426669.1, XP_010515520.1
OG0017777	XP_006418504.1	XP_010479321.1, XP_019098226.1
OG0017778	XP_006418489.1	XP_010496700.1, XP_019098225.1, XP_010496465.1, XP_019098227.1, XP_010479355.1
OG0017779	XP_006418483.1	XP_010497224.1, XP_010501268.1
OG0017780	XP_006418464.1	XP_010474814.1, XP_010457071.1, XP_010479691.1
OG0017781	XP_006418455.1	XP_010479851.1, XP_010457086.1, XP_010474794.1
OG0017782	XP_006418449.1	XP_010474793.1, XP_010479865.1
OG0017783	XP_006404712.1	XP_010484990.1, XP_010440964.1
OG0017784	XP_006418354.1	XP_010457206.1, XP_010474647.1, XP_010480887.1
OG0017785	XP_006418350.1	XP_010480914.1, XP_010474650.1
OG0017786	XP_006418258.1	XP_010474937.1, XP_010457324.1, XP_010481683.1
OG0017787	XP_006418246.1	XP_010480330.1, XP_010462547.1
OG0017788	XP_006418212.1	XP_010474998.1, XP_010457381.1, XP_010482422.1
OG0017789	XP_006418180.2	XP_010457421.1, XP_010482929.1, XP_010475033.1
OG0017790	XP_006418179.1	XP_010457422.1, XP_010475034.1
OG0017791	XP_024007835.1	XP_010475052.1, XP_019098781.1, XP_010457442.1
OG0017792	XP_006418164.1	XP_010457446.1, XP_010475057.1
OG0017793	XP_006418155.1	XP_010457454.1, XP_019094188.1, XP_019098808.1
OG0017794	XP_006418135.1	XP_010457480.1
OG0017795	XP_006418090.1	XP_010475151.1, XP_010484317.1
OG0017796	XP_024009087.1	XP_010484523.1, XP_010475174.1, XP_010457569.1
OG0017798	XP_006395211.1	XP_010442235.1, XP_010482064.1, XP_010493625.1
OG0017799	XP_024008097.1	XP_019094902.1, XP_010457618.2, XP_010484909.1
OG0017800	XP_006418032.1	XP_010484941.1, XP_010457624.1, XP_010475232.1
OG0017801	XP_006418006.1	XP_010475265.1, XP_010485095.1
OG0017802	XP_006417997.1	XP_010475281.1, XP_010485204.1
OG0017803	XP_006417981.1	XP_010485389.1, XP_010475303.1, XP_010457689.1
OG0017804	XP_006417973.1	XP_010475312.1, XP_019095032.1, XP_010457705.2
OG0017805	XP_006417962.1	XP_010485776.1, XP_010457719.1
OG0017806	XP_006390316.1	XP_010501338.1, XP_010480363.1, XP_010457734.1
OG0017807	XP_006417942.1	XP_010485891.1, XP_010457750.1
OG0017808	XP_006417934.1	XP_010475362.1, XP_010457760.1, XP_010485988.1
OG0017809	XP_006417885.1	XP_019092141.1, XP_010485610.1, XP_010457821.1, XP_019095114.1, XP_010486585.1
OG0017810	XP_006417822.1	XP_019091692.1
OG0017811	XP_006417815.1	XP_010457901.1, XP_010475486.1, XP_010487328.1
OG0017812	XP_024007773.1	XP_010457970.1, XP_010487902.1, XP_010475541.1
OG0017813	XP_024008089.1	XP_019091605.1, XP_019095168.1
OG0017814	XP_006417757.1	XP_010475563.1, XP_010488082.1
OG0017815	XP_006417702.1	XP_010488746.1, XP_010475627.1
OG0017816	XP_006401815.1	XP_010444963.1, XP_010496792.1, XP_010442778.1
OG0017817	XP_006417687.1	XP_010488892.1, XP_010458083.1
OG0017818	XP_006417678.1	XP_010488969.1, XP_010458092.1, XP_010475653.1
OG0017819	XP_006417606.2	XP_010489709.1, XP_010458181.1
OG0017820	XP_006417594.1	XP_010489849.1, XP_010458201.1, XP_010475751.1
OG0017821	XP_006417588.1	XP_010475756.1, XP_010458209.1
OG0017822	XP_006417586.1	XP_010475759.1
OG0017823	XP_006417580.1	XP_010480397.1, XP_010462605.1, XP_010501393.1
OG0017824	XP_006417577.1	XP_010475774.1, XP_010458221.1
OG0017825	XP_024009121.1	XP_010489999.1, XP_010458227.1, XP_010475778.1
OG0017826	XP_006417529.2	XP_010458290.1, XP_010475835.1
OG0017827	XP_006417488.1	XP_010475880.1, XP_010458354.1
OG0017828	XP_006417480.1	XP_010490908.1, XP_010475892.1, XP_010458373.1
OG0017829	XP_006417472.1	XP_010475900.1, XP_010491046.1
OG0017830	XP_006417421.1	XP_010475971.1, XP_010491860.1
OG0017831	XP_006417416.1	XP_010480421.1, XP_019095178.1, XP_010458441.1
OG0017832	XP_006417412.1	XP_010475961.1, XP_010458447.1
OG0017833	XP_006417409.2	XP_010492025.1, XP_010458450.1, XP_010475957.1
OG0017834	XP_006417399.1	XP_010458477.1, XP_010475985.1, XP_010492201.1
OG0017835	XP_024007721.1	XP_010458527.1, XP_010476057.1, XP_010492698.1
OG0017836	XP_006417351.1	XP_010412646.1, XP_010476074.1, XP_010492899.1, XP_010458547.1
OG0017837	XP_006417333.1	XP_010458570.1, XP_010476096.1, XP_010493089.1
OG0017840	XP_024008221.1	XP_010495179.1, XP_010458779.1, XP_010476324.1
OG0017841	XP_006405056.1	XP_010472503.1, XP_010417248.1
OG0017842	XP_006417108.1	XP_010476367.1, XP_010458813.1, XP_010495433.1
OG0017843	XP_006417104.1	XP_010495469.1, XP_010458817.1, XP_010476371.1
OG0017844	XP_006417091.1	XP_010476405.1, XP_010458839.1
OG0017845	XP_006417064.2	XP_010458873.1, XP_010476435.1
OG0017846	XP_006417050.1	XP_010495793.1, XP_010476448.1, XP_010458896.1
OG0017847	XP_006417040.2	XP_010476463.1, XP_010495829.1
OG0017848	XP_006417015.1	XP_010458936.1, XP_010476495.1
OG0017849	XP_006416986.1	XP_010496407.1, XP_010476534.1
OG0017850	XP_006416925.1	XP_010476614.1, XP_010496994.1
OG0017851	XP_006416895.1	XP_010497232.1, XP_019091972.1, XP_010476644.1
OG0017852	XP_006416893.1	XP_010459099.1, XP_010476648.1, XP_010497247.1
OG0017853	XP_006416857.1	XP_010497568.1
OG0017854	XP_024007872.1	XP_010459140.1, XP_010476703.1
OG0017855	XP_006416833.1	XP_010476731.1, XP_010459164.1
OG0017856	XP_006416750.1	XP_010498041.1, XP_010476837.1, XP_019091474.1
OG0017857	XP_024008918.1	XP_010498068.1, XP_010459295.1, XP_010476866.1
OG0017858	XP_006416710.1	XP_010476886.1, XP_010459324.1
OG0017859	XP_006416685.1	XP_010498134.1, XP_010459365.1, XP_010476921.1
OG0017860	XP_006416663.1	XP_010498159.1, XP_010459396.1
OG0017861	XP_006416655.1	XP_010498169.1, XP_019095071.1
OG0017862	XP_006416615.1	XP_010477008.1
OG0017863	XP_024008762.1	XP_010477013.1, XP_010459449.1
OG0017864	XP_024008710.1	XP_010498242.1, XP_010459468.1
OG0017865	XP_006416594.1	XP_010498251.1, XP_019098708.1
OG0017866	XP_006416590.1	XP_010477038.1, XP_019099074.1, XP_010459484.1
OG0017867	XP_006416593.2	XP_010477036.1, XP_019090921.1
OG0017868	XP_006416576.1	XP_010477065.1, XP_010498278.1
OG0017869	XP_006416540.1	XP_010459559.1
OG0017870	XP_006416535.1	XP_010459568.1, XP_010498322.1
OG0017871	XP_006416491.2	XP_010477179.1, XP_010498381.1, XP_010459631.1
OG0017872	XP_006416468.1	XP_010459650.1, XP_010498395.1, XP_019094420.1
OG0017873	XP_006395947.1	XP_010440754.1, XP_010450408.1
OG0017874	XP_006416375.1	XP_010498498.1, XP_010477315.1
OG0017875	XP_006416347.2	XP_019094427.1, XP_019091651.1, XP_019099123.1
OG0017876	XP_006416294.1	XP_010496340.1, XP_010459861.1, XP_010501544.1
OG0017877	XP_006416277.1	XP_010498624.1, XP_010477409.1
OG0017878	XP_006416272.1	XP_019099135.1, XP_010459892.1
OG0017879	XP_006416270.1	XP_010480584.1
OG0017880	XP_006416263.1	XP_010498638.1, XP_010459901.1
OG0017881	XP_024008224.1	XP_010477454.1, XP_010498662.1
OG0017882	XP_006416229.1	XP_019097153.1, XP_010477470.1
OG0017883	XP_006416196.1	XP_010477506.1, XP_010498719.1, XP_010460002.1
OG0017884	XP_006416182.1	XP_010477518.1, XP_010460015.1, XP_010498737.1
OG0017885	XP_006416179.1	XP_010498741.1, XP_010477521.1, XP_010460018.1
OG0017886	XP_006416166.1	XP_010498756.1, XP_010460034.1
OG0017887	XP_006416168.1	XP_019098616.1, XP_010478708.1, XP_010461083.1
OG0017889	XP_006416149.1	XP_010460053.1, XP_010498774.1, XP_010477558.1
OG0017890	XP_006390743.1	XP_010415888.1, XP_010471187.1
OG0017891	XP_006390753.1	XP_010415873.1, XP_010427996.1
OG0017892	XP_006390783.1	XP_010471146.1, XP_010415839.1
OG0017893	XP_024007012.1	XP_010427949.1
OG0017894	XP_006390807.1	XP_010427924.1, XP_010471114.1, XP_010415804.1
OG0017895	XP_006390821.1	XP_010471102.1, XP_010427908.1
OG0017896	XP_006390824.1, XP_006416125.1	XP_010460086.1, XP_010477594.1, XP_010498812.1
OG0017897	XP_006390835.2	XP_010415771.1, XP_010427875.1
OG0017898	XP_024006864.1	XP_010427864.1, XP_019094141.1, XP_010415762.1
OG0017899	XP_024008952.1	XP_010471061.1, XP_010427844.1, XP_010415747.1
OG0017900	XP_024004094.1	XP_010471063.1, XP_010415749.1, XP_010427842.1
OG0017901	XP_006390860.1	XP_010471059.1, XP_010427841.1
OG0017902	XP_006390881.1	XP_010415730.1, XP_010471045.1, XP_010427828.1
OG0017903	XP_006415141.1	XP_010461082.1, XP_010478710.1
OG0017904	XP_006415131.1	XP_010478733.1, XP_010461123.1
OG0017905	XP_006415127.1	XP_010499853.1, XP_019091261.1, XP_019094280.1
OG0017906	XP_006415115.1	XP_010461144.1, XP_010499866.1
OG0017907	XP_006405327.1	XP_010436109.1, XP_010441323.1, XP_010447690.1
OG0017909	XP_024004259.1	XP_010430296.1, XP_010473460.1
OG0017910	XP_006391898.1	XP_010430290.1, XP_010418230.1
OG0017911	XP_006391902.1	XP_010430282.1, XP_010473452.1, XP_010418221.1
OG0017912	XP_024016105.1	XP_010430272.1, XP_010473446.1
OG0017913	XP_024004905.1	XP_010430263.1, XP_010418205.1, XP_019093417.1
OG0017914	XP_006391914.1	XP_010430264.1, XP_010418206.1, XP_010473435.1
OG0017915	XP_006391929.1	XP_010418185.1, XP_010430247.1
OG0017916	XP_024015294.1	XP_010430219.2, XP_010418170.1, XP_019093028.1
OG0017917	XP_006391954.1	XP_010430213.1, XP_010418163.1, XP_010473407.1
OG0017918	XP_006392064.1	XP_010473308.1, XP_010430096.1, XP_010418056.1
OG0017919	XP_006392072.1	XP_010418048.1, XP_010430088.1, XP_010473299.1
OG0017920	XP_006392088.1	XP_010473296.1, XP_010430086.1
OG0017921	XP_006392114.1	XP_010418023.1, XP_010473259.1, XP_010510906.1
OG0017922	XP_024004274.1	XP_019083617.1, XP_010510946.1
OG0017923	XP_024004005.1	XP_010510949.1, XP_010417978.1
OG0017924	XP_006391544.1	XP_019093637.1, XP_010511451.1
OG0017925	XP_006392278.1	XP_010470225.1, XP_010414707.1, XP_019101051.1
OG0017926	XP_006392293.1	XP_010511069.1, XP_010470253.1
OG0017927	XP_024005126.1	XP_010511090.1, XP_010414769.1
OG0017928	XP_006392402.1	XP_010415020.1, XP_010480280.1, XP_010511314.1
OG0017929	XP_024007650.1	XP_019083191.1, XP_010511450.1
OG0017930	XP_024004328.1	XP_010480256.1, XP_010414991.1, XP_010511288.1
OG0017931	XP_006392435.1	XP_010511276.1, XP_010480242.1
OG0017932	XP_006391662.1	XP_010473670.1, XP_010430535.1, XP_010418469.1
OG0017933	XP_006395295.1	XP_010514638.1, XP_010502875.1
OG0017934	XP_006409645.1	XP_010517614.1, XP_010496775.1
OG0017935	XP_006391592.1	XP_010430619.1, XP_010496631.1, XP_010473735.1
OG0017936	XP_024011057.1	XP_010441566.1, XP_010481435.1
OG0017937	XP_006398356.1	XP_010481434.1, XP_010494840.1, XP_010441565.1
OG0017938	XP_006398368.1	XP_010481422.1, XP_010441554.1, XP_010494853.1
OG0017939	XP_024011098.1	XP_010481395.1, XP_019087551.1, XP_019097173.1
OG0017940	XP_024011039.1	XP_010441433.1, XP_019095452.1
OG0017941	XP_006408971.1	XP_010499219.1, XP_010478078.1
OG0017942	XP_006398065.1	XP_010494483.1, XP_010441875.1
OG0017943	XP_006403116.1	XP_010441903.1, XP_010481753.1, XP_010494438.1
OG0017944	XP_006396605.1	XP_010431466.1, XP_010422426.1
OG0017945	XP_006396624.2	XP_019084666.1
OG0017946	XP_006412853.1	XP_010433108.1, XP_010438312.1
OG0017947	XP_024005181.1	XP_010438300.1, XP_010447853.1, XP_010433096.1
OG0017948	XP_006412804.1	XP_010447807.1, XP_010438259.1, XP_010433063.2
OG0017949	XP_024005350.1	XP_010447806.1, XP_010433061.1, XP_010438258.1
OG0017950	XP_024005859.1	XP_010440187.1, XP_010449819.1, XP_010434859.1
OG0017951	XP_006414369.2	XP_010434852.1, XP_010449815.1, XP_010440183.1
OG0017952	XP_006395999.1	XP_010478987.1, XP_010501843.1
OG0017953	XP_006393470.1	XP_010500327.1, XP_010461619.1
OG0017954	XP_006393423.1	XP_010479253.1, XP_010461649.1
OG0017955	XP_006393400.1	XP_010479274.1, XP_010500379.1, XP_010461669.1
OG0017956	XP_006393405.1	XP_010461662.1, XP_010479269.1, XP_010500371.1
OG0017957	XP_006393372.1	XP_010461694.1, XP_010479291.1
OG0017958	XP_006393336.1	XP_010500429.1, XP_010461734.1
OG0017959	XP_006393324.1	XP_010500439.1, XP_010479326.1, XP_010461722.1
OG0017960	XP_006390363.1	XP_010471598.1, XP_010428499.1, XP_010416358.1
OG0017961	XP_024005294.1	XP_010436181.2, XP_010436911.1, XP_019089541.1
OG0017962	XP_024005357.1	XP_010446333.1, XP_010431756.1
OG0017963	XP_024004493.1	XP_010431767.1, XP_019088059.1
OG0017964	XP_006411641.1	XP_010446358.1, XP_010431789.1
OG0017965	XP_024004701.1	XP_010436950.1, XP_010446364.1, XP_010431793.1
OG0017966	XP_006411659.1	XP_010431815.1, XP_010446386.1
OG0017967	XP_006410704.2, XP_006411660.1	XP_010446388.1, XP_010431816.1, XP_010436971.1
OG0017968	XP_024004577.1	XP_010446390.1, XP_010431818.1
OG0017969	XP_006411672.1	XP_010436978.1, XP_010446397.1, XP_010431832.1
OG0017971	XP_006411719.1	XP_010437026.1, XP_010446445.1
OG0017973	XP_006419049.1	XP_010425954.1, XP_010514868.1
OG0017974	XP_006411755.1	XP_019086979.1
OG0017975	XP_006411764.1	XP_010446527.1, XP_010431947.1, XP_010437096.1
OG0017976	XP_006404946.2	XP_010437125.1
OG0017977	XP_006411804.1	XP_010446580.1, XP_010437128.1
OG0017978	XP_006408753.2	XP_010417425.1, XP_010472665.1, XP_010429659.1
OG0017979	XP_006411827.1	XP_010446600.1, XP_010437160.2, XP_010432006.1
OG0017981	XP_006411915.1	XP_010437249.1, XP_010432079.1, XP_010446687.1
OG0017982	XP_006411920.2	XP_010446692.1, XP_010437253.1, XP_010432083.1
OG0017983	XP_006411944.1	XP_010437286.1, XP_010446721.1, XP_010432112.1
OG0017984	XP_006411963.1	XP_010444943.1, XP_010451029.1, XP_019086373.1, XP_019086189.1
OG0017985	XP_006412016.1	XP_010446812.1, XP_010437363.1, XP_010432188.1
OG0017986	XP_006412089.1	XP_010432264.1, XP_010446909.1
OG0017987	XP_006412139.1	XP_010446967.1, XP_010446968.1, XP_010437513.1, XP_010432318.1
OG0017988	XP_006412188.1	XP_010432378.1, XP_010437568.1
OG0017989	XP_006412235.1	XP_010437624.1, XP_010432423.1, XP_010447094.1
OG0017991	XP_006412472.2	XP_010432718.1, XP_010447383.1
OG0017993	XP_006412432.1	XP_010432667.1, XP_010447344.1, XP_010437855.1
OG0017994	XP_006412400.2	XP_010432627.1, XP_010447299.1, XP_010437817.1
OG0017995	XP_006412346.1	XP_010432549.1, XP_010437752.1, XP_010447225.1
OG0017996	XP_024004674.1	XP_019086775.1
OG0017997	XP_006412318.1	XP_010437725.1, XP_010447202.1, XP_010432521.1
OG0017998	XP_024004416.1	XP_010447184.1, XP_010432504.1
OG0017999	XP_024012412.1	XP_010447163.1, XP_010437685.1, XP_010432482.1
OG0018000	XP_006412546.1	XP_010432807.1, XP_010447488.1
OG0018001	XP_006412554.1	XP_010437992.1, XP_010432816.1
OG0018002	XP_006412577.1	XP_010447521.1, XP_010432843.1
OG0018003	XP_006412587.1	XP_010432855.1, XP_010447501.1
OG0018004	XP_024004489.1	XP_010448019.1, XP_010445090.1, XP_010433254.1
OG0018005	XP_006412602.1	XP_010438051.1, XP_010432873.1
OG0018006	XP_006412607.1	XP_010447586.1, XP_010447589.1, XP_010438055.1, XP_010432879.1
OG0018007	XP_006412631.1	XP_010438082.1, XP_010447620.1, XP_010432904.1
OG0018008	XP_006412651.1	XP_010438105.1, XP_019086205.1, XP_010447645.1
OG0018009	XP_006418821.2	XP_010466767.1, XP_010513064.1, XP_010488477.1
OG0018010	XP_006418816.1	XP_010488481.1, XP_010513098.1, XP_010466770.1
OG0018011	XP_024009589.1	XP_010466791.1, XP_010513260.1, XP_010488502.1
OG0018012	XP_006390635.1	XP_010416025.1, XP_010428159.1
OG0018013	XP_006390646.1	XP_010471283.1, XP_010416011.1
OG0018014	XP_006390650.1	XP_010428137.1, XP_010416000.1, XP_010471276.1
OG0018015	XP_024008721.1	XP_010460175.1, XP_010477724.1, XP_010498924.1
OG0018016	XP_006416026.1	XP_010460186.1, XP_010477737.1, XP_010498934.1
OG0018017	XP_006415948.1	XP_010460277.1, XP_019098715.1, XP_010497320.1, XP_010477831.1
OG0018018	XP_006415901.2	XP_010499075.1, XP_010460341.1, XP_010477888.1
OG0018019	XP_006413272.1	XP_010448372.1, XP_010438833.1
OG0018020	XP_006398015.1	XP_010474473.1, XP_010429664.1
OG0018021	XP_006392329.1	XP_010429555.1, XP_010472557.1
OG0018022	XP_006396406.2	XP_010429147.1, XP_010456086.1, XP_010422642.1
OG0018023	XP_006396335.1	XP_010428170.1, XP_010456163.1
OG0018024	XP_006396325.2	XP_010422740.1, XP_010456180.1, XP_010428069.1
OG0018025	XP_006396324.1	XP_010428048.1, XP_010456182.1, XP_010422743.1
OG0018026	XP_006396296.1	XP_010456217.1, XP_010422776.1
OG0018027	XP_024010133.1	XP_010419571.1, XP_010426921.1
OG0018029	XP_006404552.1	XP_010472092.1, XP_010416855.1, XP_010429008.1
OG0018030	XP_006415879.1	XP_010460345.1, XP_010477898.1
OG0018031	XP_024006701.1	XP_010500213.1
OG0018032	XP_006413139.1	XP_010438695.1, XP_010433438.1
OG0018033	XP_006413107.1	XP_010433405.1, XP_010448176.1
OG0018034	XP_006413083.1	XP_010448145.1, XP_010433377.1, XP_010438624.1
OG0018035	XP_006413088.1	XP_010438627.1, XP_010448149.1
OG0018036	XP_006413069.1	XP_010433359.1, XP_010448125.1
OG0018037	XP_006413067.1	XP_010448124.1, XP_010433355.1
OG0018038	XP_006413056.1	XP_010448103.1, XP_010433334.1, XP_010438580.1
OG0018039	XP_024005673.1	XP_010448071.1, XP_010438541.1
OG0018040	XP_006413007.1	XP_019087325.1, XP_010448051.1, XP_010433279.1, XP_010448052.1, XP_010433281.1
OG0018041	XP_024009137.1, XP_024011310.1, XP_024007752.1, XP_024014623.1, XP_024016236.1	XP_019085435.1
OG0018043	XP_006418244.1	XP_010481878.1, XP_010457340.1, XP_010474955.1
OG0018044	XP_006417693.1	XP_010475639.1, XP_010458075.1, XP_010488833.1
OG0018045	XP_024007843.1	XP_010490447.1, XP_019091580.1
OG0018046	XP_006417428.1	XP_010475951.1, XP_010491810.1, XP_010458432.1
OG0018047	XP_006417218.1	XP_010476229.1, XP_010458686.1, XP_010494372.1
OG0018048	XP_006409577.1, XP_006409575.1	XP_019091427.1, XP_019094400.1
OG0018051	XP_006416124.1	XP_010460087.1, XP_010498814.1, XP_010477595.1
OG0018052	XP_006415994.1	XP_010477774.1, XP_010460226.1, XP_010498971.1
OG0018053	XP_006415955.1	XP_010498999.1, XP_019095348.1, XP_010460267.1
OG0018054	XP_006415928.1	XP_010499030.1, XP_010477848.1, XP_010460302.1
OG0018055	XP_006415497.1	XP_019094637.1, XP_019091418.1, XP_019097311.1
OG0018056	XP_006415174.1	XP_010499805.1, XP_010478678.1, XP_010461081.1
OG0018057	XP_006396001.2	XP_019098303.1, XP_010461389.1, XP_010478990.1
OG0018058	XP_006395991.1	XP_010479004.1, XP_019099384.1, XP_019091273.1
OG0018059	XP_006395984.1	XP_010461410.1, XP_010500112.1, XP_010479016.1
OG0018060	XP_006393702.1	XP_010461454.1, XP_010479059.1, XP_010500162.1
OG0018061	XP_006409319.1	XP_010500199.1, XP_010479086.1, XP_010461487.1
OG0018063	XP_006410029.1	XP_019093427.1, XP_019083694.1, XP_019085243.1, XP_019089140.1
OG0018067	XP_006397402.1	XP_010414815.1, XP_010470385.1, XP_010511390.1
OG0018068	XP_006391547.1	XP_010511449.1, XP_010415094.1
OG0018069	XP_006391327.1	XP_010470464.1, XP_010415137.1, XP_010511515.1
OG0018070	XP_006391387.1	XP_010470511.1, XP_010511563.1, XP_010415179.1
OG0018071	XP_006391183.1	XP_010511770.1, XP_010415406.1, XP_010470741.1
OG0018072	XP_006391163.1	XP_010511812.1, XP_010470767.1, XP_010415443.1
OG0018073	XP_006391099.1	XP_019093667.1, XP_019093711.1, XP_019101068.1
OG0018074	XP_006391027.1	XP_010415578.1, XP_010470920.1, XP_010511961.1
OG0018075	XP_024007638.1	XP_010427923.1, XP_010415802.1, XP_010471113.1
OG0018076	XP_024010293.1	XP_010428061.2, XP_010471228.1, XP_010415933.1
OG0018077	XP_006390487.1	XP_010471484.1, XP_010416226.1, XP_010428354.1
OG0018078	XP_006390468.1	XP_010471501.2
OG0018079	XP_006404915.1, XP_006390429.1	XP_010428424.1, XP_010471531.1
OG0018080	XP_024008326.1, XP_006396711.2	XP_010416316.1, XP_010471551.1
OG0018081	XP_024004863.1	XP_010416532.1, XP_010428674.1, XP_010471772.1
OG0018083	XP_006390009.1	XP_010416796.1, XP_010428942.1, XP_010472028.1
OG0018084	XP_006389920.1	XP_019085907.1, XP_010417530.1, XP_019093859.1
OG0018086	XP_006408451.1	XP_010485438.1, XP_010463596.1, XP_010440188.1
OG0018087	XP_006407838.1	XP_010464363.1, XP_010486295.1, XP_010451898.1
OG0018088	XP_006407829.1	XP_010453348.1, XP_010464383.1
OG0018089	XP_024015488.1	XP_019092206.1, XP_019096576.1, XP_019101598.1
OG0018090	XP_006406662.1	XP_010506292.1, XP_010465878.1, XP_010487717.1
OG0018091	XP_006406602.2, XP_006406603.1	XP_010506925.1, XP_010487772.1, XP_010487773.1
OG0018092	XP_006406552.1	XP_010507301.1, XP_010466021.1, XP_010487816.1
OG0018093	XP_006406547.1	XP_010487825.1, XP_010466028.1
OG0018094	XP_006406036.1	XP_010512412.1, XP_010488392.1, XP_010466667.1
OG0018095	XP_006406027.1	XP_010488402.1
OG0018096	XP_006418642.1	XP_019083593.1, XP_010488635.1, XP_019092496.1
OG0018097	XP_024009564.1	XP_010467001.1, XP_019096670.1, XP_010514557.1
OG0018098	XP_006409682.1	XP_019097132.1, XP_010467188.1, XP_019088932.1, XP_019098489.1
OG0018099	XP_024016333.1	XP_010467258.1, XP_010488914.1, XP_010517738.1
OG0018100	XP_006405473.1	XP_010496418.1, XP_010435685.1
OG0018101	XP_006409612.1	XP_010488935.1, XP_010467277.1, XP_010517936.1
OG0018102	XP_024016509.1	XP_010489213.1, XP_010516766.1, XP_010467364.1
OG0018103	XP_006409337.1	XP_010467478.1, XP_010489336.1, XP_010423189.2
OG0018104	XP_006409140.2	XP_010414388.1, XP_010467671.1
OG0018105	XP_006409011.2	XP_010467771.1, XP_010488999.2
OG0018106	XP_006409021.1	XP_019092487.1, XP_019096264.1
OG0018107	XP_006404689.1	XP_010472221.1, XP_010429153.1, XP_010419265.1
