Orthogroup	Eutrema_salsugineum	Conringia_planisiliqua
OG0016718	XP_024009546.1	CP12_g30778_DN3_SP7_c.t1
OG0016719	XP_024009539.1	CP12_g30775_DN3_SP8_c.t1
OG0016720	XP_006390634.1	CP9_g28907_DN3_SP8_c.t1
OG0016721	XP_006390652.1	CP9_g28887_DN3_SP7_c.t1
OG0016722	XP_006390653.1	CP9_g28886_DN3_SP0_c.t1
OG0016723	XP_006390707.1	CP9_g28830_DN3_SP0_c.t1
OG0016724	XP_006416117.1	CP7_g45465_DN3_SP7_c.t1
OG0016725	XP_006416081.1	CP7_g45436_DN3_SP8_c.t1
OG0016726	XP_006416059.1	CP7_g45410_DN3_SP7_c.t1
OG0016727	XP_006416034.1	CP7_g45387_DN3_SP7_c.t1
OG0016728	XP_006416030.1	CP7_g45383_DN3_SP1_c.t1
OG0016729	XP_006415967.1	CP7_g45320_DN3_SP8_c.t1
OG0016730	XP_024007725.1	CP7_g45316_DN3_SP0_c.t1
OG0016731	XP_006415954.1	CP7_g45311_DN3_SP0_c.t1
OG0016732	XP_006415943.1	CP7_g45300_DN3_SP0_c.t1
OG0016733	XP_006415925.1	CP7_g45284_DN3_SP2_c.t1
OG0016734	XP_006415913.1	CP7_g45277_DN3_SP1_c.t1
OG0016735	XP_006396396.1	CP11_g32122_DN3_SP0_c.t1
OG0016736	XP_024009803.1	CP11_g32142_DN3_SP8_c.t1
OG0016737	XP_024009965.1	CP8_g54544_DN3_SP8_c.t1
OG0016738	XP_006396320.1	CP8_g54561_DN2_SP0_c.t1
OG0016739	XP_024009807.1	CP8_g54574_DN3_SP0_c.t1
OG0016741	XP_024009785.1	CP8_g54596_DN3_SP2_c.t1
OG0016742	XP_024009784.1	CP8_g54597_DN3_SP0_c.t1
OG0016743	XP_006396247.1	CP8_g54635_DN3_SP8_c.t1
OG0016744	XP_006396234.1	CP8_g54649_DN3_SP0_c.t1
OG0016745	XP_006396220.1	CP8_g54665_DN2_SP0_c.t1
OG0016746	XP_006390441.1	CP13_g20618_DN3_SP7_c.t1
OG0016747	XP_006396207.1	CP8_g54677_DN3_SP6_c.t1
OG0016748	XP_006396205.1	CP8_g54679_DN3_SP0_c.t1
OG0016749	XP_006404530.1	CP16_g54716_DN2_SP0_c.t1
OG0016750	XP_024013865.1	CP1_g38316_DN2_SP0_c.t1
OG0016752	XP_006404541.1	CP16_g54726_DN3_SP0_c.t1
OG0016753	XP_006404542.1	CP16_g54728_DN3_SP0_c.t1
OG0016754	XP_006409311.1	CP10_g43804_DN3_SP3_c.t1
OG0016755	XP_006415816.1	CP7_g45186_DN3_SP7_c.t1
OG0016756	XP_006415892.1	CP7_g45252_DN3_SP5_c.t1
OG0016757	XP_024004692.1	CP19_g18014_DN3_SP8_c.t1
OG0016758	XP_006413160.1	CP19_g17975_DN3_SP8_c.t1
OG0016759	XP_024005174.1	CP19_g17958_DN3_SP8_c.t1
OG0016760	XP_006413082.1	CP5_g1274_DN3_SP3_c.t1
OG0016761	XP_024005087.1	CP5_g1231_DN3_SP8_c.t1
OG0016762	XP_006413029.1	CP5_g1224_DN3_SP6_c.t1
OG0016763	XP_006413028.1	CP5_g1223_DN3_SP5_c.t1
OG0016764	XP_006413026.1	CP5_g1220_DN3_SP5_c.t1
OG0016765	XP_024005279.1	CP5_g1210_DN3_SP0_c.t1
OG0016766	XP_006413004.1	CP5_g1202_DN3_SP7_c.t1
OG0016767	XP_024005815.1	CP5_g1196_DN3_SP7_c.t1
OG0016768	XP_006412982.1	CP5_g1181_DN3_SP7_c.t1
OG0016769	XP_006412969.1	CP5_g1168_DN3_SP0_c.t1
OG0016770	XP_006395649.1	CP13_g19457_DN3_SP0_c.t1
OG0016771	XP_024008674.1	CP1_g36882_DN3_SP0_c.t1
OG0016772	XP_006417722.1	CP1_g37096_DN3_SP2_c.t1
OG0016773	XP_006416941.1	CP1_g37818_DN3_SP1_c.t1, CP1_g37819_DN1_SP0_c.t1
OG0016774	XP_024008057.1	CP7_g45845_DN3_SP5_c.t1
OG0016775	XP_006416210.2	CP7_g45556_DN3_SP0_c.t1
OG0016777	XP_006416087.1	CP7_g45443_DN3_SP0_c.t1
OG0016779	XP_024016461.1, XP_024016454.1	CP7_g45363_DN1_SP0_c.t1
OG0016780	XP_006415993.1	CP7_g45343_DN1_SP0_c.t1
OG0016781	XP_006415962.1	CP7_g45318_DN3_SP0_c.t1
OG0016782	XP_006415900.1	CP7_g45260_DN3_SP6_c.t1
OG0016783	XP_024008420.1	CP7_g45221_DN3_SP0_c.t1
OG0016784	XP_006415753.1	CP7_g45129_DN3_SP4_c.t1
OG0016785	XP_006415752.1	CP7_g45128_DN3_SP1_c.t1
OG0016786	XP_006415751.1	CP7_g45127_DN3_SP8_c.t1
OG0016788	XP_024007962.1	CP7_g44813_DN3_SP0_c.t1
OG0016789	XP_006415355.1	CP7_g44781_DN3_SP8_c.t1
OG0016790	XP_024009018.1	CP7_g44633_DN3_SP0_c.t1
OG0016794	XP_024006251.1	CP1_g38001_DN3_SP8_c.t1
OG0016795	XP_006392589.1	CP7_g46439_DN3_SP0_c.t1
OG0016797	XP_006391346.1	CP9_g28151_DN3_SP0_c.t1
OG0016798	XP_006391347.1	CP9_g28152_DN3_SP4_c.t1
OG0016801	XP_024012727.1	CP9_g29247_DN3_SP4_c.t1
OG0016802	XP_006390234.1	CP9_g29257_DN3_SP8_c.t1
OG0016803	XP_006390102.1	CP9_g29373_DN3_SP0_c.t1
OG0016806	XP_006407257.1	CP10_g43272_DN3_SP0_c.t1
OG0016809	XP_006406035.1	CP12_g30701_DN3_SP0_c.t1
OG0016810	XP_006418817.2	CP12_g30797_DN2_SP0_c.t1
OG0016811	XP_024009597.1	CP12_g31697_DN3_SP2_c.t1
OG0016812	XP_006396101.1	CP17_g5650_DN3_SP8_c.t1
OG0016814	XP_006409672.1	CP15_g34956_DN3_SP5_c.t1
OG0016815	XP_006409602.1	CP17_g5058_DN2_SP0_c.t1
OG0016816	XP_024016610.1	CP10_g44026_DN2_SP0_c.t1
OG0016818	XP_006409215.1	CP10_g43722_DN3_SP4_c.t1
OG0016819	XP_006408944.2	CP12_g29869_DN3_SP3_c.t1
OG0016821	XP_006404644.1	CP16_g54821_DN3_SP0_c.t1
OG0016822	XP_006404738.2	CP16_g54904_DN3_SP0_c.t1
OG0016823	XP_006404924.1	CP16_g55086_DN3_SP0_c.t1
OG0016824	XP_006404956.1	CP16_g55100_DN3_SP2_c.t1
OG0016825	XP_024014007.1	CP16_g55415_DN2_SP0_c.t1, CP16_g55417_DN3_SP0_c.t1
OG0016826	XP_006405155.1	CP16_g55437_DN2_SP0_c.t1
OG0016827	XP_006408862.1	CP18_g12310_DN3_SP7_c.t1
OG0016828	XP_006410063.1	CP4_g25754_DN3_SP3_c.t1
OG0016829	XP_006410228.1	CP4_g25653_DN1_SP0_c.t1
OG0016830	XP_024004218.1	CP4_g25564_DN3_SP7_c.t1
OG0016831	XP_006410513.1	CP4_g25377_DN3_SP8_c.t1
OG0016832	XP_006410755.2	CP4_g25154_DN3_SP0_c.t1
OG0016833	XP_006410781.1	CP4_g25134_DN3_SP0_c.t1
OG0016835	XP_006411136.1	CP4_g24809_DN3_SP0_c.t1
OG0016836	XP_006397599.1	CP4_g24308_DN3_SP4_c.t1
OG0016837	XP_006404358.1	CP3_g14639_DN3_SP0_c.t1
OG0016838	XP_006397789.1	CP4_g24117_DN3_SP0_c.t1
OG0016840	XP_006395857.1	CP13_g19638_DN3_SP8_c.t1
OG0016841	XP_006395668.1	CP13_g19470_DN3_SP2_c.t1
OG0016842	XP_006395639.1	CP13_g19446_DN3_SP8_c.t1
OG0016843	XP_006395584.1	CP13_g19396_DN3_SP1_c.t1
OG0016845	XP_006395259.1	CP2_g48856_DN3_SP1_c.t1
OG0016846	XP_024006853.1	CP2_g48851_DN3_SP0_c.t1
OG0016847	XP_006400696.1	CP8_g54202_DN2_SP0_c.t1
OG0016849	XP_006404466.1	CP3_g15256_DN3_SP4_c.t1
OG0016850	XP_024013723.1	CP3_g15220_DN3_SP3_c.t1
OG0016851	XP_006419053.1	CP3_g14892_DN3_SP1_c.t1
OG0016852	XP_006418884.1	CP3_g14747_DN3_SP0_c.t1
OG0016853	XP_024013770.1	CP3_g14717_DN3_SP2_c.t1
OG0016854	XP_006404416.1	CP3_g14693_DN3_SP1_c.t1
OG0016856	XP_006404080.1	CP3_g14376_DN3_SP0_c.t1
OG0016857	XP_006404010.1	CP3_g14308_DN3_SP4_c.t1
OG0016858	XP_006403804.2	CP3_g14126_DN3_SP0_c.t1
OG0016859	XP_006403697.1	CP3_g14022_DN1_SP0_c.t1
OG0016860	XP_006398674.1	CP11_g33666_DN2_SP0_c.t1
OG0016862	XP_006400593.2	CP8_g54296_DN3_SP3_c.t1
OG0016863	XP_006394730.2	CP2_g48395_DN2_SP3_c.t1
OG0016864	XP_006397190.2	CP20_g4034_DN3_SP6_c.t1
OG0016865	XP_006397126.1	CP20_g4140_DN3_SP0_c.t1
OG0016866	XP_024009880.1	CP20_g4248_DN3_SP6_c.t1
OG0016867	XP_006396925.1	CP20_g4329_DN3_SP6_c.t1
OG0016868	XP_024010102.1	CP20_g4404_DN3_SP0_c.t1
OG0016869	XP_006396504.1	CP11_g32016_DN3_SP3_c.t1
OG0016870	XP_006396570.1	CP11_g31954_DN3_SP6_c.t1
OG0016871	XP_006411674.1	CP5_g63_DN3_SP0_c.t1
OG0016872	XP_006411973.1	CP5_g348_DN3_SP0_c.t1
OG0016874	XP_006417292.1	CP1_g37492_DN3_SP0_c.t1
OG0016875	XP_006413072.1	CP5_g1262_DN3_SP1_c.t1
OG0016876	XP_006413123.2	CP5_g1316_DN3_SP0_c.t1
OG0016878	XP_006413186.2	CP19_g18001_DN3_SP4_c.t1
OG0016879	XP_006413218.1	CP19_g18019_DN3_SP8_c.t1
OG0016881	XP_006413223.1	CP19_g18026_DN3_SP0_c.t1
OG0016882	XP_006413231.1	CP19_g18030_DN3_SP8_c.t1
OG0016883	XP_006413237.1	CP19_g18035_DN3_SP7_c.t1
OG0016884	XP_006413244.1	CP19_g18043_DN3_SP0_c.t1
OG0016885	XP_006413250.1	CP19_g18048_DN3_SP6_c.t1
OG0016886	XP_006413273.1	CP19_g18065_DN3_SP4_c.t1
OG0016887	XP_006413417.1	CP19_g18195_DN3_SP3_c.t1
OG0016888	XP_024004508.1	CP19_g18309_DN3_SP0_c.t1
OG0016889	XP_006413549.1	CP19_g18312_DN3_SP2_c.t1
OG0016890	XP_006413807.1	CP6_g6740_DN3_SP5_c.t1
OG0016891	XP_006413984.1	CP6_g6878_DN2_SP1_c.t1
OG0016892	XP_024005874.1	CP6_g6900_DN3_SP0_c.t1
OG0016893	XP_006414064.1	CP6_g6936_DN3_SP0_c.t1
OG0016894	XP_006405735.1	CP7_g44435_DN3_SP1_c.t1
OG0016896	XP_006405965.1	CP5_g1868_DN3_SP7_c.t1
OG0016897	XP_006405779.1	CP5_g1648_DN3_SP6_c.t1
OG0016898	XP_006405744.1	CP5_g1626_DN2_SP0_c.t1
OG0016899	XP_006405397.1	CP19_g17921_DN3_SP3_c.t1
OG0016900	XP_024011008.1	CP13_g19967_DN2_SP0_c.t1
OG0016901	XP_006403107.1	CP13_g20169_DN3_SP0_c.t1
OG0016902	XP_006395198.1	CP2_g48797_DN3_SP5_c.t1
OG0016903	XP_006395139.1	CP2_g48752_DN3_SP2_c.t1
OG0016905	XP_006402080.1	CP8_g52911_DN3_SP7_c.t1
OG0016906	XP_006402058.1	CP8_g52955_DN3_SP5_c.t1
OG0016907	XP_006401967.2	CP8_g53055_DN1_SP0_c.t1
OG0016908	XP_006401928.1	CP8_g53101_DN3_SP8_c.t1
OG0016909	XP_006401897.1	CP8_g53131_DN3_SP0_c.t1
OG0016910	XP_006401812.1	CP8_g53207_DN3_SP0_c.t1
OG0016911	XP_006401782.2	CP8_g53227_DN3_SP2_c.t1
OG0016912	XP_006401262.2	CP8_g53685_DN3_SP0_c.t1
OG0016915	XP_006393860.1	CP2_g47591_DN1_SP5_c.t1
OG0016917	XP_024004689.1	CP2_g49756_DN2_SP1_c.t1
OG0016919	XP_006413142.1	CP19_g17957_DN3_SP6_c.t1
OG0016938	XP_006418889.1	CP3_g14754_DN3_SP1_c.t1
OG0016939	XP_006404429.1	CP3_g14709_DN3_SP8_c.t1
OG0016940	XP_006404247.1	CP3_g14530_DN3_SP0_c.t1
OG0016941	XP_006404281.1	CP3_g14559_DN3_SP6_c.t1
OG0016942	XP_006404295.1	CP3_g14574_DN3_SP1_c.t1
OG0016943	XP_006404292.1	CP3_g14570_DN3_SP8_c.t1
OG0016944	XP_006404320.1	CP3_g14604_DN3_SP5_c.t1
OG0016945	XP_006398521.1	CP13_g19682_DN3_SP8_c.t1
OG0016946	XP_006395839.1	CP13_g19619_DN3_SP1_c.t1
OG0016948	XP_006400355.1	CP11_g32161_DN3_SP8_c.t1
OG0016949	XP_006400340.1	CP11_g32176_DN3_SP0_c.t1
OG0016950	XP_024012111.1	CP11_g32195_DN3_SP0_c.t1
OG0016951	XP_006400309.1	CP11_g32204_DN3_SP1_c.t1
OG0016953	XP_006396197.1	CP8_g54684_DN3_SP8_c.t1
OG0016954	XP_006400275.1	CP11_g32234_DN3_SP8_c.t1
OG0016955	XP_024012329.1	CP11_g32257_DN3_SP0_c.t1
OG0016956	XP_006400191.1	CP11_g32319_DN3_SP0_c.t1
OG0016958	XP_006400159.1	CP11_g32346_DN3_SP2_c.t1
OG0016959	XP_006400153.1	CP11_g32352_DN3_SP0_c.t1
OG0016960	XP_006400034.1	CP11_g32452_DN3_SP8_c.t1
OG0016961	XP_006400018.1	CP11_g32471_DN3_SP2_c.t1
OG0016962	XP_006409693.1	CP15_g35592_DN2_SP0_c.t1
OG0016963	XP_024014783.1	CP5_g1469_DN3_SP1_c.t1
OG0016964	XP_024011655.1	CP11_g32522_DN3_SP8_c.t1
OG0016965	XP_006393769.1	CP1_g40656_DN3_SP3_c.t1
OG0016966	XP_006399888.1	CP11_g32584_DN3_SP0_c.t1
OG0016967	XP_006399885.1	CP11_g32586_DN3_SP8_c.t1
OG0016968	XP_006399864.2	CP11_g32601_DN3_SP7_c.t1
OG0016969	XP_006399863.1	CP11_g32602_DN3_SP8_c.t1
OG0016970	XP_006399858.1	CP11_g32607_DN3_SP8_c.t1
OG0016972	XP_006395918.1	CP5_g2074_DN3_SP2_c.t1
OG0016974	XP_024012215.1	CP11_g32695_DN3_SP3_c.t1
OG0016975	XP_006399732.1	CP11_g32718_DN3_SP8_c.t1
OG0016977	XP_006399704.1	CP11_g32744_DN3_SP8_c.t1
OG0016978	XP_006399664.1	CP11_g32775_DN3_SP4_c.t1
OG0016979	XP_006399661.1	CP11_g32780_DN3_SP6_c.t1
OG0016980	XP_006399651.1	CP11_g32789_DN3_SP6_c.t1
OG0016981	XP_006399615.1	CP11_g32815_DN3_SP6_c.t1
OG0016982	XP_006399595.1	CP11_g32833_DN3_SP0_c.t1
OG0016983	XP_024012497.1	CP11_g32841_DN3_SP0_c.t1
OG0016984	XP_006399580.1	CP11_g32845_DN2_SP2_c.t1
OG0016985	XP_024012651.1	CP11_g32857_DN3_SP3_c.t1
OG0016986	XP_006399512.1	CP11_g32910_DN3_SP8_c.t1
OG0016987	XP_006399511.1	CP11_g32911_DN3_SP8_c.t1
OG0016989	XP_006399487.1	CP11_g32931_DN3_SP0_c.t1
OG0016991	XP_006397508.2	CP4_g24388_DN3_SP0_c.t1
OG0016992	XP_006399450.1	CP11_g32962_DN2_SP0_c.t1
OG0016993	XP_006407041.1	CP10_g43449_DN2_SP1_c.t1
OG0016994	XP_006399437.1	CP11_g32970_DN3_SP0_c.t1
OG0016995	XP_006399434.1	CP11_g32973_DN3_SP0_c.t1
OG0016996	XP_006399418.1	CP11_g32986_DN3_SP0_c.t1
OG0016997	XP_024012209.1	CP11_g32996_DN3_SP2_c.t1
OG0016998	XP_024011518.1	CP2_g49282_DN1_SP0_c.t1
OG0016999	XP_006399395.1	CP11_g33003_DN3_SP8_c.t1
OG0017000	XP_006399389.1	CP11_g33008_DN3_SP0_c.t1
OG0017001	XP_006399344.2	CP11_g33041_DN3_SP6_c.t1
OG0017003	XP_024011537.1	CP11_g33070_DN3_SP0_c.t1
OG0017004	XP_006399294.1	CP11_g33085_DN2_SP0_c.t1
OG0017005	XP_006399288.1	CP11_g33091_DN3_SP0_c.t1
OG0017007	XP_006399249.1	CP11_g33127_DN3_SP6_c.t1
OG0017008	XP_006413356.1	CP6_g7465_DN3_SP2_c.t1
OG0017009	XP_006398946.1	CP11_g33404_DN2_SP0_c.t1
OG0017010	XP_006398332.1, XP_024016729.1	CP24_g46990_DN3_SP6_c.t1
OG0017011	XP_006409726.1	CP24_g47006_DN3_SP6_c.t1
OG0017012	XP_006409728.1	CP24_g47060_DN3_SP6_c.t1
OG0017013	XP_006408722.1, XP_006392437.1	CP24_g47106_DN3_SP8_c.t1
OG0017014	XP_024015984.1	CP4_g26803_DN3_SP8_c.t1
OG0017015	XP_006408658.1	CP4_g26251_DN3_SP6_c.t1
OG0017016	XP_006408649.2	CP4_g26255_DN3_SP0_c.t1
OG0017017	XP_006409734.1	CP4_g26070_DN3_SP0_c.t1
OG0017019	XP_006409831.1	CP4_g25947_DN3_SP2_c.t1
OG0017020	XP_006409835.1	CP4_g25942_DN3_SP0_c.t1
OG0017021	XP_006409865.1	CP4_g25911_DN3_SP0_c.t1
OG0017023	XP_006409886.1	CP4_g25888_DN3_SP6_c.t1
OG0017024	XP_006409897.1	CP4_g25878_DN2_SP0_c.t1
OG0017025	XP_024004055.1	CP4_g25871_DN2_SP2_c.t1
OG0017029	XP_006410159.2	CP4_g25702_DN3_SP3_c.t1
OG0017030	XP_006410185.1	CP4_g25676_DN3_SP6_c.t1
OG0017031	XP_024003924.1	CP4_g25646_DN2_SP2_c.t1
OG0017032	XP_006411819.1	CP4_g24897_DN3_SP0_c.t1
OG0017033	XP_024004262.1	CP4_g25587_DN3_SP0_c.t1
OG0017034	XP_006410304.1	CP4_g25578_DN3_SP5_c.t1
OG0017035	XP_006410340.1	CP4_g25545_DN3_SP0_c.t1
OG0017036	XP_006410402.1	CP4_g25485_DN3_SP0_c.t1
OG0017037	XP_006403246.2	CP13_g20295_DN3_SP8_c.t1
OG0017039	XP_006403205.2	CP13_g20248_DN3_SP8_c.t1
OG0017041	XP_006403123.1	CP13_g20180_DN3_SP6_c.t1
OG0017042	XP_024005697.1	CP19_g18124_DN2_SP0_c.t1
OG0017043	XP_006413302.1	CP19_g18098_DN3_SP8_c.t1
OG0017045	XP_006403381.1	CP22_g17092_DN3_SP8_c.t1
OG0017046	XP_006393581.1	CP1_g38441_DN3_SP0_c.t1
OG0017047	XP_006393594.1	CP1_g38469_DN1_SP0_c.t1
OG0017048	XP_006415741.1	CP7_g45117_DN3_SP8_c.t1
OG0017049	XP_006415742.1	CP7_g45118_DN3_SP0_c.t1
OG0017050	XP_006415743.1	CP7_g45119_DN3_SP8_c.t1
OG0017051	XP_006393680.1	CP1_g38667_DN3_SP3_c.t1
OG0017052	XP_006393672.1	CP1_g38641_DN3_SP8_c.t1
OG0017053	XP_006393646.1	CP1_g38542_DN3_SP0_c.t1
OG0017055	XP_006415739.1	CP7_g45115_DN2_SP7_c.t1
OG0017056	XP_006415727.1	CP7_g45104_DN3_SP8_c.t1
OG0017057	XP_006415717.1	CP7_g45097_DN3_SP7_c.t1
OG0017058	XP_024008696.1	CP7_g45060_DN3_SP1_c.t1
OG0017059	XP_024009046.1	CP7_g45016_DN3_SP7_c.t1
OG0017060	XP_006415623.1	CP7_g45015_DN3_SP7_c.t1
OG0017061	XP_006415593.1	CP7_g44985_DN2_SP0_c.t1
OG0017062	XP_024008343.1	CP7_g44944_DN3_SP4_c.t1
OG0017063	XP_006415543.2	CP7_g44913_DN3_SP5_c.t1
OG0017064	XP_024008822.1	CP7_g44899_DN3_SP3_c.t1
OG0017065	XP_024007781.1	CP7_g44895_DN3_SP0_c.t1
OG0017066	XP_006415502.1	CP7_g44881_DN3_SP0_c.t1
OG0017067	XP_006415471.1	CP7_g44858_DN3_SP8_c.t1
OG0017068	XP_006395974.1	CP5_g2757_DN3_SP5_c.t1
OG0017069	XP_006415462.1	CP7_g44851_DN3_SP8_c.t1
OG0017070	XP_006415447.1	CP7_g44838_DN3_SP7_c.t1
OG0017071	XP_006415385.1	CP7_g44802_DN3_SP0_c.t1
OG0017072	XP_006415333.1	CP7_g44762_DN3_SP0_c.t1
OG0017073	XP_006415324.1	CP7_g44756_DN3_SP3_c.t1
OG0017074	XP_006415290.1	CP7_g44726_DN2_SP0_c.t1
OG0017075	XP_006415219.1	CP7_g44668_DN3_SP4_c.t1
OG0017076	XP_006415211.1	CP7_g44656_DN3_SP7_c.t1
OG0017077	XP_006415208.1	CP7_g44654_DN3_SP0_c.t1
OG0017078	XP_024008382.1	CP7_g44641_DN3_SP6_c.t1
OG0017079	XP_006395751.1	CP13_g19544_DN3_SP6_c.t1
OG0017080	XP_006395725.1	CP13_g19519_DN3_SP0_c.t1
OG0017081	XP_006395707.2	CP13_g19507_DN2_SP0_c.t1
OG0017082	XP_024007584.1	CP13_g19502_DN3_SP0_c.t1
OG0017083	XP_024007395.1	CP13_g19497_DN3_SP8_c.t1
OG0017084	XP_006393874.1	CP2_g47606_DN3_SP0_c.t1
OG0017085	XP_006393896.2	CP2_g47625_DN3_SP8_c.t1
OG0017087	XP_006393916.2	CP2_g47647_DN3_SP2_c.t1
OG0017088	XP_024006964.1	CP2_g47687_DN3_SP8_c.t1
OG0017089	XP_006393964.1	CP2_g47690_DN3_SP3_c.t1
OG0017090	XP_006393971.2	CP2_g47697_DN3_SP1_c.t1
OG0017093	XP_024007331.1	CP2_g47721_DN3_SP0_c.t1
OG0017094	XP_006394013.1	CP4_g24077_DN2_SP0_c.t1
OG0017095	XP_024007164.1	CP2_g47742_DN3_SP1_c.t1
OG0017096	XP_006394023.1	CP2_g47745_DN2_SP0_c.t1
OG0017098	XP_006394052.1	CP2_g47768_DN3_SP6_c.t1
OG0017099	XP_006394061.1	CP2_g47774_DN3_SP0_c.t1
OG0017100	XP_006394072.1	CP2_g47782_DN3_SP8_c.t1
OG0017101	XP_024007528.1	CP2_g47783_DN3_SP1_c.t1
OG0017102	XP_006394084.1	CP2_g47795_DN3_SP0_c.t1
OG0017103	XP_006394093.1	CP2_g47802_DN3_SP8_c.t1
OG0017104	XP_006394107.1	CP2_g47815_DN1_SP0_c.t1
OG0017105	XP_006394145.1	CP2_g47850_DN3_SP3_c.t1
OG0017107	XP_024007519.1	CP2_g47894_DN3_SP0_c.t1
OG0017108	XP_006394216.1	CP2_g47904_DN3_SP0_c.t1
OG0017109	XP_006394227.1	CP2_g47913_DN3_SP8_c.t1
OG0017110	XP_006394229.2	CP2_g47916_DN3_SP4_c.t1
OG0017111	XP_006394245.2	CP2_g47936_DN3_SP8_c.t1
OG0017112	XP_006394291.2	CP2_g47977_DN2_SP0_c.t1
OG0017114	XP_006394325.1	CP2_g48005_DN3_SP1_c.t1
OG0017115	XP_006394339.1	CP2_g48018_DN3_SP4_c.t1
OG0017116	XP_006394367.1	CP2_g48040_DN3_SP8_c.t1
OG0017117	XP_024007570.1	CP2_g48087_DN3_SP1_c.t1
OG0017118	XP_006394487.1	CP2_g48141_DN3_SP0_c.t1
OG0017119	XP_024006811.1	CP2_g48150_DN3_SP7_c.t1
OG0017121	XP_006394572.1	CP2_g48238_DN3_SP8_c.t1
OG0017122	XP_006394579.1	CP2_g48243_DN3_SP8_c.t1
OG0017123	XP_006394584.2	CP2_g48248_DN3_SP0_c.t1
OG0017124	XP_006394605.1	CP2_g48270_DN3_SP8_c.t1
OG0017126	XP_006394641.1	CP2_g48307_DN3_SP5_c.t1
OG0017129	XP_006394695.1	CP2_g48360_DN3_SP8_c.t1
OG0017131	XP_024007035.1	CP2_g48390_DN3_SP3_c.t1
OG0017132	XP_006394735.1	CP2_g48401_DN3_SP0_c.t1
OG0017133	XP_006394774.1	CP2_g48434_DN1_SP0_c.t1
OG0017134	XP_006394801.1	CP2_g48455_DN3_SP3_c.t1
OG0017137	XP_006394855.1	CP2_g48507_DN3_SP0_c.t1
OG0017138	XP_006400501.2	CP8_g54393_DN2_SP0_c.t1
OG0017139	XP_006400514.1	CP8_g54378_DN3_SP6_c.t1
OG0017140	XP_006400525.2	CP8_g54368_DN3_SP5_c.t1
OG0017141	XP_006400543.2	CP8_g54344_DN3_SP0_c.t1
OG0017142	XP_006400559.1	CP8_g54328_DN3_SP0_c.t1
OG0017143	XP_006400589.1	CP8_g54300_DN3_SP2_c.t1
OG0017144	XP_006400598.1	CP8_g54292_DN3_SP2_c.t1
OG0017145	XP_006400603.1	CP8_g54286_DN2_SP0_c.t1
OG0017147	XP_006400671.1	CP8_g54226_DN3_SP8_c.t1
OG0017148	XP_006400678.1	CP8_g54220_DN3_SP8_c.t1
OG0017149	XP_006400739.1	CP8_g54164_DN3_SP4_c.t1
OG0017150	XP_006400769.1	CP8_g54139_DN3_SP1_c.t1
OG0017151	XP_006400789.2	CP8_g54125_DN3_SP6_c.t1
OG0017152	XP_006400801.1	CP8_g54109_DN3_SP8_c.t1
OG0017153	XP_024011643.1	CP8_g54033_DN3_SP1_c.t1
OG0017155	XP_006400922.1	CP8_g53997_DN3_SP8_c.t1
OG0017157	XP_006404463.1	CP3_g15235_DN3_SP0_c.t1
OG0017159	XP_006401072.1	CP8_g53852_DN3_SP6_c.t1
OG0017160	XP_006401074.1	CP8_g53849_DN3_SP8_c.t1
OG0017161	XP_024011723.1	CP8_g53848_DN3_SP3_c.t1
OG0017162	XP_006401117.1	CP8_g53822_DN3_SP0_c.t1
OG0017163	XP_006401145.1	CP8_g53793_DN3_SP8_c.t1
OG0017165	XP_024012252.1	CP8_g53773_DN1_SP0_c.t1
OG0017166	XP_024012662.1	CP8_g53746_DN3_SP3_c.t1
OG0017167	XP_006401226.1	CP8_g53719_DN3_SP8_c.t1
OG0017168	XP_006413238.1	CP19_g18036_DN3_SP1_c.t1
OG0017169	XP_006401245.1	CP8_g53704_DN3_SP8_c.t1
OG0017171	XP_024012699.1	CP8_g53679_DN3_SP8_c.t1
OG0017172	XP_006401278.1	CP8_g53674_DN3_SP2_c.t1
OG0017173	XP_006401303.1	CP8_g53654_DN3_SP4_c.t1
OG0017174	XP_006401327.1	CP8_g53632_DN3_SP0_c.t1
OG0017175	XP_006401468.1	CP8_g53504_DN3_SP5_c.t1
OG0017176	XP_006401480.1	CP8_g53496_DN3_SP2_c.t1
OG0017177	XP_006401505.1	CP8_g53468_DN1_SP0_c.t1
OG0017178	XP_006401515.1	CP8_g53461_DN3_SP5_c.t1
OG0017179	XP_006401516.2	CP8_g53458_DN1_SP0_c.t1
OG0017180	XP_006401523.1	CP8_g53452_DN2_SP0_c.t1
OG0017181	XP_006404181.1	CP3_g14470_DN3_SP4_c.t1
OG0017182	XP_006404183.1	CP3_g14472_DN3_SP0_c.t1
OG0017183	XP_006404199.1, XP_006404201.2	CP3_g14483_DN3_SP3_c.t1
OG0017185	XP_006399222.1	CP11_g33158_DN3_SP0_c.t1
OG0017186	XP_024012113.1	CP11_g33185_DN3_SP0_c.t1
OG0017187	XP_006399193.1	CP11_g33187_DN2_SP7_c.t1
OG0017190	XP_006399184.1	CP11_g33195_DN3_SP2_c.t1
OG0017191	XP_006399183.1	CP11_g33297_DN3_SP7_c.t1
OG0017192	XP_006399159.1	CP11_g33276_DN3_SP8_c.t1
OG0017193	XP_006399154.1	CP11_g33269_DN3_SP3_c.t1
OG0017194	XP_006399119.1	CP11_g33238_DN3_SP8_c.t1
