Orthogroup	Eutrema_salsugineum	Cardamine_glauca
OG0014480	XP_006399486.1	Cg008G2666800
OG0014482	XP_006399441.1	Cg008G2663100
OG0014483	XP_006399424.1	Cg008G2661800
OG0014484	XP_006399423.1	Cg008G2661700
OG0014485	XP_006399387.1	Cg008G2659300
OG0014486	XP_024012633.1	Cg008G2658400
OG0014487	XP_006399356.1	Cg008G2657800
OG0014488	XP_024011635.1	Cg008G2656500
OG0014489	XP_006418674.1	Cg004G1320500
OG0014490	XP_006399325.1	Cg008G2655300
OG0014491	XP_006399322.1	Cg008G2655000
OG0014493	XP_006399292.1	Cg008G2652300
OG0014494	XP_024015015.1, XP_024012102.1	Cg008G2651000
OG0014495	XP_006399242.1	Cg008G2648200
OG0014496	XP_024012618.1	Cg008G2647100
OG0014497	XP_006396516.2	Cg003G0870300, Cg003G0727600
OG0014498	XP_024005128.1	Cg001G0152700
OG0014499	XP_006413349.1	Cg001G0153200
OG0014500	XP_006413363.1	Cg001G0154300
OG0014501	XP_006413365.1	Cg001G0154500
OG0014502	XP_006413383.1	Cg001G0155800
OG0014503	XP_006413388.1	Cg001G0156300
OG0014504	XP_006413395.2	Cg001G0156800
OG0014505	XP_006408729.1	Cg005G1699600
OG0014506	XP_024009647.1	Cg002G0570300
OG0014507	XP_024009778.1	Cg005G1690500
OG0014508	XP_006408728.1	Cg005G1684700
OG0014509	XP_006409720.1	Cg005G1688700
OG0014510	XP_006397283.1	Cg005G1687500
OG0014511	XP_006397374.1	Cg005G1685600
OG0014512	XP_024006382.1	Cg005G1685300
OG0014513	XP_006408611.1	Cg005G1684000
OG0014514	XP_006408610.1	Cg005G1683600
OG0014515	XP_024015827.1	Cg005G1677900
OG0014516	XP_006408622.1	Cg005G1675500
OG0014517	XP_024016078.1	Cg005G1671700
OG0014518	XP_006408712.1	Cg005G1670800
OG0014519	XP_006408713.1	Cg005G1670500
OG0014520	XP_006409754.1	Cg005G1662900
OG0014521	XP_006409796.1	Cg005G1658900
OG0014522	XP_006409810.1	Cg005G1658100
OG0014523	XP_006409826.1	Cg005G1656600
OG0014524	XP_024003636.1	Cg005G1656200
OG0014525	XP_006409836.1	Cg005G1655400
OG0014526	XP_024016854.1	Cg005G1655000
OG0014527	XP_024003820.1	Cg005G1654300
OG0014528	XP_006415101.2, XP_024016856.1	Cg005G1653200
OG0014529	XP_006409860.1	Cg005G1652600
OG0014530	XP_006409876.1	Cg005G1651200
OG0014531	XP_024016675.1	Cg005G1650000
OG0014532	XP_024003723.1	Cg005G1649500
OG0014533	XP_006409898.1	Cg005G1648800
OG0014534	XP_006409899.1	Cg005G1648600
OG0014535	XP_024004261.1	Cg005G1646600
OG0014536	XP_006409946.1	Cg005G1643200
OG0014537	XP_006409950.1	Cg005G1642900
OG0014538	XP_006410008.1	Cg005G1638600
OG0014539	XP_006410019.1	Cg005G1637600
OG0014540	XP_006410024.1	Cg005G1637300
OG0014541	XP_006410047.1	Cg005G1634200
OG0014542	XP_006410061.1	Cg005G1632800
OG0014544	XP_006410090.1	Cg005G1631400
OG0014545	XP_006410136.1	Cg005G1630200
OG0014546	XP_006410132.1	Cg005G1629700
OG0014547	XP_006410188.2	Cg005G1624200
OG0014548	XP_006410247.1	Cg008G2781600
OG0014549	XP_006402846.2	Cg002G0446900
OG0014550	XP_006410263.1	Cg005G1619100
OG0014551	XP_006410264.2	Cg005G1619000
OG0014552	XP_006410265.1	Cg005G1618800
OG0014553	XP_006410281.1	Cg005G1617600
OG0014554	XP_006410283.2	Cg005G1617300, Cg005G1617400
OG0014555	XP_006413461.1	Cg001G0161700
OG0014556	XP_024003761.1	Cg005G1613900
OG0014557	XP_006410327.1	Cg005G1613200
OG0014558	XP_006410337.1	Cg005G1612200
OG0014559	XP_006410341.1	Cg005G1611900
OG0014560	XP_006410346.1	Cg005G1611500
OG0014561	XP_006410393.1	Cg005G1606800, Cg006G2215500
OG0014562	XP_006410380.1	Cg005G1608100
OG0014563	XP_006410364.1	Cg005G1609600
OG0014564	XP_024004256.1	Cg005G1610200
OG0014565	XP_006410407.1	Cg005G1605200
OG0014566	XP_006410409.1	Cg005G1605000
OG0014567	XP_006410429.1	Cg005G1603700
OG0014568	XP_006410430.2	Cg005G1603600
OG0014569	XP_006410482.1	Cg005G1598700
OG0014570	XP_006403239.1	Cg008G2929600
OG0014571	XP_024013286.1, XP_006409823.2	Cg008G2933700
OG0014572	XP_006403192.1	Cg008G2934900
OG0014573	XP_024013249.1	Cg008G2935200
OG0014574	XP_006403176.1	Cg008G2935400
OG0014575	XP_006403175.1	Cg008G2935600
OG0014576	XP_006403164.1	Cg008G2936600
OG0014577	XP_006403155.1	Cg008G2937400
OG0014578	XP_006403135.1	Cg008G2941100
OG0014579	XP_024013273.1	Cg008G2941200
OG0014580	XP_006403132.2	Cg008G2941400
OG0014581	XP_006403125.1	Cg008G2942200
OG0014582	XP_006413323.1	Cg001G0151000
OG0014583	XP_006413317.1	Cg001G0150400
OG0014584	XP_006413313.1	Cg001G0150000
OG0014585	XP_006413305.1	Cg001G0149300
OG0014586	XP_024005592.1	Cg001G0149200
OG0014589	XP_006393531.1	Cg006G1856000
OG0014590	XP_006393556.1	Cg006G1856400
OG0014591	XP_006393565.2	Cg006G1857000, Cg006G1856700
OG0014592	XP_024006240.1	Cg006G1860300
OG0014593	XP_006393596.1	Cg006G1860800, Cg006G1861100
OG0014594	XP_006415746.1	Cg006G1999500
OG0014595	XP_006393684.1	Cg006G1870800
OG0014596	XP_006390169.1	Cg007G2537600
OG0014597	XP_006393673.1	Cg006G1871400
OG0014598	XP_006393667.1	Cg006G1872500
OG0014599	XP_024006262.1	Cg006G1865100
OG0014600	XP_006393637.1	Cg006G1864600
OG0014601	XP_006415732.1	Cg006G1998200
OG0014602	XP_006415731.1	Cg006G1998100
OG0014603	XP_006415720.1	Cg006G1997400
OG0014604	XP_006415713.2	Cg006G1996800
OG0014605	XP_006415693.1	Cg006G1995000
OG0014606	XP_006415684.1	Cg006G1993500
OG0014607	XP_006415670.1	Cg006G1991900
OG0014608	XP_006415667.1	Cg006G1991800
OG0014609	XP_006415656.1	Cg006G1990900
OG0014610	XP_024008925.1	Cg006G1987100
OG0014611	XP_006415596.1	Cg006G1984800
OG0014612	XP_006415577.1	Cg006G1980600
OG0014613	XP_006415564.1	Cg006G1979300
OG0014614	XP_006415555.1	Cg006G1978400
OG0014615	XP_006415544.1	Cg006G1976000
OG0014616	XP_006415538.1	Cg006G1975300
OG0014617	XP_006415525.1	Cg006G1974200
OG0014618	XP_006418917.2, XP_024008559.1	Cg006G1973500
OG0014619	XP_006415514.1	Cg006G1973300
OG0014620	XP_006415464.2	Cg006G1969400
OG0014621	XP_006415459.1	Cg006G1969200
OG0014622	XP_006415457.1	Cg006G1969100
OG0014623	XP_006413418.1	Cg001G0158400
OG0014624	XP_006415446.1	Cg006G1968300
OG0014625	XP_006415440.1	Cg006G1968000
OG0014626	XP_006415437.1	Cg006G1967700
OG0014627	XP_006415408.1	Cg006G1965000
OG0014628	XP_006415402.1	Cg006G1964600
OG0014629	XP_006415395.1	Cg006G1964000
OG0014630	XP_024008837.1	Cg006G1962800
OG0014631	XP_006415364.1	Cg006G1962200
OG0014632	XP_024008385.1	Cg006G1962100
OG0014633	XP_006415344.1	Cg006G1960500
OG0014634	XP_006415334.1	Cg006G1959900
OG0014635	XP_006415328.1	Cg006G1958600
OG0014636	XP_006415325.1	Cg006G1958300
OG0014637	XP_006415323.1	Cg006G1958000
OG0014638	XP_006415304.1	Cg006G1955700
OG0014639	XP_024008426.1	Cg006G1955600
OG0014640	XP_006415302.1	Cg006G1955500
OG0014641	XP_024008147.1	Cg006G1953900
OG0014642	XP_006415248.1	Cg006G1951900
OG0014643	XP_006415245.1	Cg006G1951400
OG0014644	XP_006415237.1	Cg006G1950700
OG0014645	XP_024008376.1	Cg006G1950300
OG0014646	XP_006415217.2	Cg006G1949900
OG0014647	XP_006415182.1	Cg006G1947100
OG0014648	XP_006395766.1	Cg002G0683700
OG0014649	XP_006395759.1	Cg002G0683000
OG0014650	XP_006395742.2	Cg002G0681200
OG0014651	XP_006395732.1	Cg002G0680100
OG0014652	XP_006395705.1	Cg002G0677400
OG0014653	XP_006413370.1	Cg001G0154700
OG0014654	XP_006395703.1	Cg002G0677200
OG0014655	XP_006395688.1	Cg002G0675800
OG0014656	XP_024007653.1	Cg002G0675600
OG0014657	XP_006393880.1	Cg003G1060900
OG0014658	XP_006393883.1	Cg003G1060600
OG0014659	XP_006393903.1	Cg003G1058600
OG0014660	XP_006393923.1	Cg003G1056300
OG0014661	XP_006393926.1	Cg003G1056100
OG0014662	XP_006393927.1	Cg003G1056000
OG0014663	XP_006393929.1	Cg003G1055700
OG0014664	XP_006393930.1	Cg003G1055600
OG0014665	XP_006393946.1	Cg003G1054200
OG0014666	XP_006393950.1	Cg003G1053900
OG0014667	XP_006393954.1	Cg003G1053700
OG0014668	XP_006393968.1	Cg003G1052300
OG0014669	XP_006393973.1	Cg003G1051700
OG0014670	XP_024006849.1, XP_024006924.1	Cg003G1051600
OG0014671	XP_006393979.1	Cg003G1051100
OG0014672	XP_006393992.1	Cg003G1049800
OG0014673	XP_006394008.1	Cg003G1048100
OG0014674	XP_006394020.2	Cg003G1047400
OG0014675	XP_024007437.1	Cg003G1041900
OG0014676	XP_006394071.1	Cg003G1042300
OG0014677	XP_006396513.1	Cg003G1043900
OG0014678	XP_024007326.1	Cg003G1040900
OG0014679	XP_006394105.1	Cg003G1040400
OG0014680	XP_006394119.1	Cg003G1039000
OG0014681	XP_006394128.1	Cg003G1038100
OG0014682	XP_024007652.1	Cg003G1037400
OG0014683	XP_006394152.1	Cg003G1036100
OG0014684	XP_006394155.1	Cg003G1035800
OG0014685	XP_006394156.1	Cg003G1035700
OG0014686	XP_006394160.1	Cg003G1035000
OG0014687	XP_006394171.1	Cg003G1033900
OG0014688	XP_006394184.1	Cg003G1032900
OG0014689	XP_006394192.1	Cg003G1032300
OG0014690	XP_006394217.1	Cg003G1030500
OG0014691	XP_006394224.1	Cg003G1030100
OG0014692	XP_024007619.1	Cg003G1029800
OG0014693	XP_024007054.1	Cg003G1027000
OG0014694	XP_006394278.1	Cg003G1024900
OG0014695	XP_006394279.1	Cg003G1024800
OG0014696	XP_006394281.1	Cg003G1024700
OG0014697	XP_006394283.1	Cg003G1024500
OG0014698	XP_024007548.1	Cg003G1024400
OG0014699	XP_006394306.1	Cg004G1409500
OG0014700	XP_006394295.1	Cg003G1023500
OG0014701	XP_006394312.1	Cg003G1022100
OG0014702	XP_006394314.1	Cg003G1021900
OG0014703	XP_006394317.1	Cg003G1021700
OG0014704	XP_006394328.1	Cg003G1021000
OG0014705	XP_006394329.2	Cg003G1020900
OG0014706	XP_024007613.1	Cg003G1017900
OG0014707	XP_006394377.1	Cg003G1016200
OG0014708	XP_006394409.1	Cg003G1014000
OG0014709	XP_006394410.2	Cg003G1013900
OG0014710	XP_006394429.1	Cg003G1012000
OG0014711	XP_006394436.1	Cg003G1011700
OG0014712	XP_006394438.1	Cg003G1011600
OG0014713	XP_006394442.1	Cg003G1011300
OG0014714	XP_006394450.1	Cg003G1009800
OG0014715	XP_024007609.1	Cg003G1009600
OG0014717	XP_006394481.1	Cg003G1007400
OG0014718	XP_024006742.1	Cg003G1006600
OG0014719	XP_006394501.2	Cg003G1005500
OG0014720	XP_006394513.1	Cg003G1004600
OG0014721	XP_006394522.1	Cg003G1003400
OG0014722	XP_006394537.1	Cg003G1001900
OG0014723	XP_006394549.1	Cg002G0658500
OG0014724	XP_006394550.1	Cg003G1000100
OG0014725	XP_006394551.1	Cg003G0999900
OG0014726	XP_006394558.1	Cg003G0999000
OG0014727	XP_006394580.1	Cg008G2788400
OG0014729	XP_006394615.2	Cg008G2792100
OG0014730	XP_024006746.1	Cg008G2793700
OG0014731	XP_006394637.1	Cg008G2793900
OG0014732	XP_006394646.1	Cg008G2795000
OG0014733	XP_006393687.1	Cg006G1870500
OG0014734	XP_006394667.1	Cg008G2797100
OG0014735	XP_006418988.1	Cg002G0570400
OG0014736	XP_006394682.1	Cg008G2799200
OG0014737	XP_006394683.1	Cg008G2799300
OG0014738	XP_006394684.1	Cg008G2799400
OG0014739	XP_006394687.1	Cg008G2799700
OG0014740	XP_006394689.1	Cg008G2799900
OG0014741	XP_006394693.1	Cg008G2800200
OG0014742	XP_006394705.2	Cg008G2801500
OG0014743	XP_024007117.1	Cg008G2801600
OG0014744	XP_006397277.1	Cg003G0802400
OG0014745	XP_006394707.1	Cg008G2801700
OG0014746	XP_006394715.1	Cg008G2802300
OG0014747	XP_006394728.1	Cg008G2803600
OG0014748	XP_006394733.1	Cg008G2804400
OG0014749	XP_024007523.1	Cg008G2804500
OG0014750	XP_006394739.1	Cg008G2804900
OG0014751	XP_006394744.1	Cg008G2805400
OG0014752	XP_024006958.1	Cg008G2808900
OG0014753	XP_006394840.1	Cg008G2815300
OG0014754	XP_006394849.1	Cg008G2816700
OG0014755	XP_006394851.1	Cg008G2817000
OG0014756	XP_006394853.1	Cg008G2817200
OG0014757	XP_006394860.2	Cg008G2818200
OG0014758	XP_006400494.1	Cg008G2758500
OG0014759	XP_006400528.1	Cg008G2760600
OG0014760	XP_006400545.1	Cg008G2763600
OG0014761	XP_006400568.1	Cg008G2765400
OG0014762	XP_006400576.1	Cg008G2766000
OG0014763	XP_006400590.1	Cg008G2767400
OG0014764	XP_006400606.1	Cg008G2768800
OG0014765	XP_006400608.1	Cg008G2769000
OG0014766	XP_006400609.1	Cg008G2769100
OG0014767	XP_006400620.1	Cg008G2770200
OG0014768	XP_006400622.1	Cg008G2770300
OG0014769	XP_024011762.1	Cg008G2770900
OG0014770	XP_006400656.1	Cg008G2773500
OG0014771	XP_006400675.1	Cg008G2774900
OG0014772	XP_006400693.1	Cg008G2776500
OG0014773	XP_024011959.1	Cg008G2778200
OG0014774	XP_006400717.2	Cg008G2779000
OG0014775	XP_006400720.1	Cg008G2779100
OG0014776	XP_006416137.1	Cg006G2036800
OG0014777	XP_006400735.1	Cg008G2780600
OG0014778	XP_006400744.1	Cg008G2781900
OG0014779	XP_006400745.1	Cg008G2782000
OG0014780	XP_024012706.1	Cg008G2782800
OG0014781	XP_006400778.1	Cg008G2784400
OG0014782	XP_006400792.1	Cg008G2785500
OG0014783	XP_024009745.1	Cg004G1317200
OG0014784	XP_006400795.2	Cg008G2785800
OG0014785	XP_006400796.1	Cg008G2785900
OG0014786	XP_006401863.2	Cg008G2911400, Cg011G3013500
OG0014787	XP_006401687.1	Cg003G0919700
OG0014788	XP_006400817.1	Cg003G0997800
OG0014790	XP_006400831.1	Cg003G0996400
OG0014791	XP_006400836.2	Cg003G0996100
OG0014792	XP_024012456.1	Cg003G0995900
OG0014793	XP_024012698.1	Cg003G0992800
OG0014795	XP_006400911.2	Cg003G0988900
OG0014796	XP_006400919.1	Cg003G0988200
OG0014797	XP_006400957.1	Cg003G0984700
OG0014798	XP_024014717.1	Cg001G0352000
OG0014799	XP_024012426.1	Cg003G0984200
OG0014800	XP_006400970.1	Cg003G0983800
OG0014802	XP_006400985.2	Cg003G0982400
OG0014804	XP_006401006.1	Cg003G0980800
OG0014805	XP_006401053.1	Cg003G0977000
OG0014806	XP_006401062.1	Cg003G0976000
OG0014807	XP_006401070.1	Cg003G0975500
OG0014808	XP_024011719.1	Cg003G0975400
OG0014809	XP_006401082.1	Cg003G0974300
OG0014810	XP_006401106.1	Cg003G0973000
OG0014811	XP_024012085.1	Cg003G0972300
OG0014812	XP_006401116.1	Cg003G0972100
OG0014813	XP_006401125.1	Cg003G0971500
OG0014814	XP_006401127.1	Cg003G0971300
OG0014815	XP_006401189.1	Cg003G0966100
OG0014816	XP_006401128.1	Cg003G0971100
OG0014817	XP_006401132.2	Cg003G0970900
OG0014818	XP_006401147.2	Cg003G0969200
OG0014819	XP_006401151.1	Cg003G0969000
OG0014821	XP_006401175.1	Cg003G0967300
OG0014822	XP_024012301.1	Cg003G0967000
OG0014823	XP_006401181.2	Cg003G0966700
OG0014824	XP_006401183.1	Cg003G0966500
OG0014825	XP_006401207.2	Cg003G0964400
OG0014826	XP_006401210.1	Cg003G0964100
OG0014827	XP_006395858.1	Cg002G0690400
OG0014828	XP_006409179.1	Cg004G1418300
OG0014829	XP_006409571.1	Cg004G1388000, Cg004G1379600
OG0014830	XP_006401249.1	Cg003G0960100
OG0014831	XP_006401248.1	Cg003G0960200
OG0014832	XP_006401236.1	Cg003G0961600
OG0014833	XP_024011860.1	Cg003G0956200
OG0014834	XP_006401293.1	Cg003G0956100
OG0014835	XP_006401304.1	Cg003G0955000
OG0014836	XP_024012112.1	Cg003G0950500
OG0014838	XP_024012281.1	Cg003G0949200
OG0014839	XP_006401418.1	Cg003G0946300
OG0014840	XP_006401397.1	Cg003G0947900
OG0014841	XP_006401399.1	Cg003G0947700
OG0014842	XP_006401402.1	Cg003G0947400
OG0014844	XP_006401410.2	Cg003G0947000
OG0014845	XP_024012482.1	Cg003G0946400
OG0014846	XP_006401436.1	Cg003G0944700
OG0014847	XP_024011991.1	Cg003G0943600
OG0014848	XP_006401454.1	Cg003G0943000
OG0014849	XP_006401524.1	Cg003G0936900
OG0014850	XP_006404127.1	Cg002G0532000
OG0014851	XP_024013639.1	Cg002G0533800
OG0014852	XP_024013846.1	Cg002G0534800
OG0014853	XP_006404170.1	Cg002G0536100
OG0014854	XP_006404192.1	Cg002G0537800
OG0014855	XP_024013408.1	Cg002G0537900
OG0014856	XP_006404215.1	Cg002G0539600
OG0014857	XP_006396449.1	Cg007G2367100
OG0014858	XP_006396464.1	Cg014G3031000, Cg003G0723700
OG0014859	XP_006399230.1	Cg008G2646900
OG0014860	XP_024012573.1	Cg008G2645900
OG0014861	XP_006411144.1	Cg005G1540200
OG0014862	XP_024012071.1	Cg008G2643600
OG0014863	XP_006399182.1	Cg008G2642500
OG0014864	XP_006399165.1	Cg008G2641000
OG0014865	XP_006399161.1	Cg008G2640700
OG0014866	XP_006399155.1	Cg008G2640000
OG0014867	XP_006399152.1	Cg008G2639600
OG0014868	XP_006399126.1	Cg008G2637500
OG0014869	XP_024011768.1	Cg008G2635800
OG0014870	XP_006404452.2	Cg007G2386200
OG0014871	XP_006399069.1	Cg008G2632900
OG0014872	XP_024012025.1	Cg008G2632800
OG0014873	XP_006413466.1	Cg001G0162200
OG0014874	XP_006399058.1	Cg008G2631600
OG0014875	XP_006399057.2	Cg008G2631500
OG0014876	XP_006399056.1	Cg008G2631400
OG0014877	XP_006399054.2	Cg008G2631100
OG0014878	XP_024011862.1	Cg008G2630900
OG0014879	XP_006399040.1	Cg008G2630000
OG0014880	XP_006399038.1	Cg008G2629800
OG0014881	XP_006399034.1	Cg008G2629500
OG0014882	XP_006399028.2	Cg008G2628700
OG0014883	XP_006399025.1	Cg008G2628500
OG0014884	XP_006399000.1	Cg008G2625900
OG0014885	XP_006398985.1	Cg008G2624600
OG0014886	XP_006398984.1	Cg008G2624500
OG0014887	XP_006398978.1	Cg008G2623900
OG0014888	XP_006398970.1	Cg008G2623300
OG0014889	XP_006398948.1	Cg008G2621600
OG0014890	XP_006398944.1	Cg008G2621300
OG0014894	XP_006398911.1	Cg008G2617400
OG0014895	XP_006398900.1	Cg008G2616400
OG0014896	XP_006398895.1	Cg008G2615400
OG0014897	XP_024011978.1	Cg008G2614700
OG0014898	XP_006398884.2	Cg008G2614600
OG0014899	XP_006398878.1	Cg008G2613900
OG0014900	XP_006398870.1	Cg008G2612800
OG0014901	XP_006398866.1	Cg008G2612300
OG0014902	XP_006398856.1	Cg008G2611300
OG0014903	XP_006398852.1	Cg008G2611000
OG0014904	XP_006398845.1	Cg008G2610200
OG0014905	XP_006395937.1	Cg001G0315900
OG0014906	XP_006398827.1	Cg008G2608300
OG0014907	XP_006398823.1	Cg008G2607900
OG0014908	XP_024011573.1	Cg008G2607800
OG0014909	XP_006398815.1	Cg008G2607500
OG0014910	XP_006398797.1	Cg008G2605900
OG0014911	XP_006398780.1	Cg008G2604700
OG0014912	XP_006398772.1	Cg008G2604100
OG0014913	XP_006398761.2	Cg008G2602300
OG0014914	XP_006398739.1	Cg008G2599800
OG0014915	XP_006398738.1	Cg008G2599700
OG0014916	XP_006392262.1	Cg008G2599400
OG0014917	XP_006398721.1	Cg008G2598400
OG0014918	XP_006398700.1	Cg008G2595700
OG0014919	XP_006398689.1	Cg008G2594700
OG0014920	XP_006398683.1	Cg008G2594300
OG0014921	XP_006398682.1	Cg008G2594200
OG0014922	XP_024011161.1	Cg008G2593100
OG0014923	XP_006398668.1	Cg008G2592900
OG0014924	XP_006398661.1	Cg008G2592500
OG0014926	XP_006398652.1	Cg008G2591900
OG0014927	XP_006398648.1	Cg008G2591500
OG0014928	XP_024011866.1	Cg008G2590400
OG0014929	XP_006398624.1	Cg008G2589200
OG0014930	XP_006398621.1	Cg008G2589000
OG0014931	XP_024011513.1	Cg008G2588700
OG0014932	XP_006398616.1	Cg008G2588500
OG0014933	XP_024011704.1	Cg008G2588300
OG0014934	XP_006398610.1	Cg008G2587900
OG0014935	XP_006398608.1	Cg008G2587800
OG0014936	XP_006398604.1	Cg008G2587200
OG0014937	XP_006398602.1	Cg008G2587000
OG0014938	XP_006398595.1	Cg008G2586400
OG0014939	XP_006398567.1	Cg008G2584200
OG0014940	XP_006398564.2	Cg008G2584000
OG0014941	XP_006398563.1	Cg008G2583900
OG0014942	XP_024011824.1	Cg008G2583600
OG0014943	XP_006409560.1	Cg004G1145400
OG0014944	XP_006398553.2	Cg008G2583300
OG0014945	XP_006405424.1	Cg001G0380500
OG0014946	XP_006405386.1	Cg001G0385100
OG0014947	XP_024014637.1	Cg001G0386300
OG0014948	XP_006405324.1	Cg001G0389100
OG0014949	XP_006389739.1	Cg007G2579700
OG0014950	XP_006389706.1	Cg007G2580200
OG0014951	XP_006389712.2	Cg007G2580800
OG0014952	XP_006389724.1	Cg007G2582500
OG0014953	XP_006389727.2	Cg007G2582300
OG0014954	XP_006389729.1	Cg007G2582200
OG0014955	XP_006389737.1	Cg007G2581800
OG0014956	XP_006389744.1	Cg007G2579400
OG0014957	XP_006389752.1	Cg007G2578700
OG0014958	XP_006389764.1	Cg007G2577700
OG0014959	XP_006404811.2	Cg007G2576600
OG0014960	XP_006389782.2	Cg007G2576300
OG0014961	XP_006389789.1	Cg007G2575600
OG0014962	XP_006389819.1	Cg007G2573300
OG0014963	XP_006389840.1	Cg007G2569600
OG0014964	XP_006389846.1	Cg007G2569100
OG0014965	XP_006394956.1	Cg008G2828000
OG0014966	XP_006389876.2	Cg007G2566800
OG0014967	XP_024007278.1	Cg007G2565800
OG0014968	XP_006389889.1	Cg007G2565500
OG0014969	XP_006415803.1	Cg006G2004200
OG0014970	XP_006389918.1	Cg007G2563100
OG0014971	XP_006389919.1	Cg007G2563000
OG0014972	XP_006389923.1	Cg007G2562300
OG0014973	XP_006408849.2	Cg005G1714300
OG0014974	XP_006389935.1	Cg007G2561100
OG0014975	XP_006389939.2	Cg007G2560500
OG0014976	XP_006389941.2	Cg007G2560200
OG0014977	XP_006389943.1	Cg007G2560100
OG0014978	XP_024006464.1	Cg007G2559000
OG0014979	XP_006389960.1	Cg007G2558600
OG0014980	XP_006389970.1	Cg007G2557000
OG0014981	XP_006390033.1	Cg007G2550700
OG0014982	XP_024011036.1	Cg007G2550500
OG0014983	XP_024007105.1	Cg007G2549900
OG0014984	XP_006390062.1	Cg007G2548200
OG0014985	XP_024012878.1	Cg007G2547600
OG0014986	XP_006390068.1	Cg007G2547400
OG0014987	XP_024009017.1	Cg007G2546600
OG0014988	XP_006390082.1	Cg007G2545900
OG0014989	XP_006390089.1	Cg007G2545400
OG0014990	XP_006395936.1	Cg001G0316500
OG0014991	XP_024014380.1	Cg007G2543700
OG0014992	XP_006390111.1	Cg007G2543400
OG0014993	XP_006390118.1	Cg007G2542900
OG0014994	XP_024012740.1	Cg007G2538300
OG0014995	XP_006390166.1	Cg007G2537900
OG0014996	XP_006390170.1	Cg007G2537500
OG0014997	XP_006390179.1	Cg007G2537000
OG0014998	XP_006390185.1	Cg007G2536500
OG0014999	XP_006390191.1, XP_006390190.1	Cg007G2536200
OG0015000	XP_006390194.1	Cg007G2536000
OG0015001	XP_006390202.1	Cg007G2535400
OG0015002	XP_006390203.1	Cg007G2535300
OG0015003	XP_006390206.1	Cg007G2534900
OG0015004	XP_006396372.1	Cg014G3041900, Cg003G0713700
OG0015005	XP_006390219.1	Cg007G2533800
OG0015006	XP_006390230.1	Cg007G2532800
OG0015007	XP_006390236.1	Cg007G2532300
OG0015008	XP_006390237.1	Cg007G2532200
OG0015009	XP_006390245.1	Cg007G2531400
OG0015010	XP_006390260.1	Cg007G2529600
OG0015011	XP_006390274.1	Cg007G2528600
OG0015012	XP_006390285.1	Cg007G2527400
OG0015013	XP_006390287.1	Cg007G2527200
OG0015014	XP_006390292.1	Cg007G2526600
OG0015016	XP_006390301.1	Cg007G2525700
OG0015017	XP_006390303.1	Cg007G2525500
OG0015018	XP_006390308.1	Cg007G2525100
OG0015019	XP_006390315.1	Cg007G2524700
OG0015020	XP_006390327.1	Cg007G2523500
OG0015022	XP_006390346.2	Cg007G2522200
OG0015023	XP_006390353.1	Cg007G2521500
OG0015024	XP_006409326.1	Cg004G1408300
OG0015025	XP_024016578.1	Cg004G1411600
OG0015026	XP_006409268.1	Cg004G1412300
OG0015027	XP_006409242.1	Cg004G1414200
OG0015028	XP_006409219.1	Cg004G1415200
OG0015029	XP_006404099.1	Cg002G0529700
OG0015030	XP_006392509.1	Cg007G2353400
OG0015031	XP_006404111.1	Cg002G0530800
OG0015032	XP_006404108.2	Cg002G0530600
OG0015033	XP_006404374.1	Cg002G0553400
OG0015034	XP_006404379.1	Cg002G0553900
OG0015035	XP_006404380.1	Cg002G0554000
OG0015036	XP_006404373.1	Cg002G0553300
OG0015037	XP_006404359.1	Cg002G0551700
OG0015038	XP_006392557.2	Cg006G1780400
OG0015039	XP_006392578.1	Cg006G1782600
OG0015040	XP_006392587.1	Cg006G1783500
OG0015041	XP_006392590.1	Cg006G1783800
OG0015042	XP_024006096.1	Cg006G1784500
OG0015043	XP_006392606.1	Cg006G1785200
OG0015044	XP_006392619.1	Cg006G1786400
OG0015045	XP_006392643.1	Cg006G1788000
OG0015046	XP_006392650.1	Cg006G1788600
OG0015047	XP_024006126.1	Cg006G1789900
OG0015048	XP_006392683.1	Cg006G1790300
OG0015049	XP_024006293.1	Cg006G1790800
OG0015050	XP_006392699.1	Cg006G1791800
OG0015051	XP_006392760.1	Cg006G1797700
OG0015052	XP_024006109.1	Cg006G1798200
OG0015053	XP_006392778.2	Cg006G1799200
OG0015054	XP_006392798.1	Cg006G1801900
OG0015055	XP_006392806.1	Cg006G1802600
OG0015056	XP_006392822.1	Cg006G1803700
OG0015057	XP_006392826.1	Cg006G1804200
OG0015058	XP_024006211.1, XP_006392832.2, XP_006392829.2	Cg006G1804400
OG0015059	XP_006410799.1	Cg005G1570900
OG0015060	XP_006410802.1	Cg005G1570600
OG0015061	XP_006410806.2	Cg005G1569900
OG0015062	XP_024003701.1	Cg005G1569500
OG0015063	XP_006410838.2	Cg005G1567200
OG0015064	XP_006410849.1	Cg005G1566400
OG0015065	XP_024003925.1	Cg005G1565800
OG0015066	XP_006419012.1	Cg002G0571500
OG0015067	XP_006419041.1	Cg002G0575800
OG0015068	XP_006419047.1	Cg002G0576200
OG0015069	XP_006401755.1	Cg003G0913000
OG0015070	XP_006401741.1	Cg003G0914400
OG0015071	XP_006402793.1	Cg002G0441700
OG0015072	XP_006402222.2	Cg005G1755300
OG0015073	XP_006414260.1	Cg003G0820200
OG0015074	XP_006397338.1	Cg003G0812100
