Orthogroup	Eutrema_salsugineum	Cardamine_hirsuta
OG0014498	XP_024005128.1	CARHR232510
OG0014499	XP_006413349.1	CARHR232460
OG0014500	XP_006413363.1	CARHR232360
OG0014502	XP_006413383.1	CARHR232190
OG0014503	XP_006413388.1	CARHR232120
OG0014504	XP_006413395.2	CARHR232090
OG0014505	XP_006408729.1	CARHR118540
OG0014506	XP_024009647.1	CARHR154210
OG0014507	XP_024009778.1	CARHR118630
OG0014508	XP_006408728.1	CARHR119010
OG0014509	XP_006409720.1	CARHR118750
OG0014510	XP_006397283.1	CARHR118790
OG0014511	XP_006397374.1	CARHR118930
OG0014512	XP_024006382.1	CARHR118960
OG0014513	XP_006408611.1	CARHR119030
OG0014514	XP_006408610.1	CARHR119040
OG0014515	XP_024015827.1	CARHR119530
OG0014516	XP_006408622.1	CARHR119700
OG0014517	XP_024016078.1	CARHR119920
OG0014518	XP_006408712.1	CARHR119970
OG0014519	XP_006408713.1	CARHR119990
OG0014520	XP_006409754.1	CARHR120230
OG0014521	XP_006409796.1	CARHR120540
OG0014522	XP_006409810.1	CARHR120660
OG0014523	XP_006409826.1	CARHR120810
OG0014524	XP_024003636.1	CARHR120860
OG0014525	XP_006409836.1	CARHR121000
OG0014526	XP_024016854.1	CARHR121080
OG0014527	XP_024003820.1	CARHR121170
OG0014528	XP_006415101.2, XP_024016856.1	CARHR121250
OG0014529	XP_006409860.1	CARHR121280
OG0014530	XP_006409876.1	CARHR121490
OG0014531	XP_024016675.1	CARHR121580
OG0014532	XP_024003723.1	CARHR121650
OG0014533	XP_006409898.1	CARHR121760
OG0014534	XP_006409899.1	CARHR121770
OG0014535	XP_024004261.1	CARHR121950
OG0014536	XP_006409946.1	CARHR122280
OG0014537	XP_006409950.1	CARHR122350
OG0014538	XP_006410008.1	CARHR122840
OG0014539	XP_006410019.1	CARHR122950
OG0014540	XP_006410024.1	CARHR122970
OG0014541	XP_006410047.1	CARHR123210
OG0014542	XP_006410061.1	CARHR123380
OG0014543	XP_006410080.1	CARHR123440
OG0014544	XP_006410090.1	CARHR123490
OG0014545	XP_006410136.1	CARHR123590
OG0014546	XP_006410132.1	CARHR123640
OG0014547	XP_006410188.2	CARHR124370
OG0014548	XP_006410247.1	CARHR191160
OG0014549	XP_006402846.2	CARHR168060, CARHR168040
OG0014550	XP_006410263.1	CARHR124930
OG0014551	XP_006410264.2	CARHR124940
OG0014552	XP_006410265.1	CARHR124960
OG0014553	XP_006410281.1	CARHR125090
OG0014554	XP_006410283.2	CARHR125120
OG0014555	XP_006413461.1	CARHR231630
OG0014556	XP_024003761.1	CARHR125560
OG0014557	XP_006410327.1	CARHR125650
OG0014558	XP_006410337.1	CARHR125780
OG0014559	XP_006410341.1	CARHR125850
OG0014560	XP_006410346.1	CARHR125890
OG0014561	XP_006410393.1	CARHR126490, CARHR004520
OG0014562	XP_006410380.1	CARHR126300
OG0014563	XP_006410364.1	CARHR126140
OG0014564	XP_024004256.1	CARHR126040
OG0014565	XP_006410407.1	CARHR126670
OG0014566	XP_006410409.1	CARHR126730
OG0014567	XP_006410429.1	CARHR126850
OG0014568	XP_006410430.2	CARHR126860
OG0014569	XP_006410482.1	CARHR127410
OG0014570	XP_006403239.1	CARHR180180
OG0014571	XP_024013286.1, XP_006409823.2	CARHR179930
OG0014572	XP_006403192.1	CARHR179700
OG0014573	XP_024013249.1	CARHR179680
OG0014574	XP_006403176.1	CARHR179670
OG0014575	XP_006403175.1	CARHR179610
OG0014576	XP_006403164.1	CARHR179500
OG0014577	XP_006403155.1	CARHR179380
OG0014578	XP_006403135.1	CARHR179120
OG0014579	XP_024013273.1	CARHR179110
OG0014580	XP_006403132.2	CARHR179080
OG0014581	XP_006403125.1	CARHR178990
OG0014582	XP_006413323.1	CARHR232680
OG0014584	XP_006413313.1	CARHR232780
OG0014585	XP_006413305.1	CARHR232850
OG0014586	XP_024005592.1	CARHR232860
OG0014587	XP_006413297.1	CARHR232960
OG0014588	XP_006413295.1	CARHR232980
OG0014589	XP_006393531.1	CARHR037310
OG0014590	XP_006393556.1	CARHR037260
OG0014591	XP_006393565.2	CARHR037220
OG0014592	XP_024006240.1	CARHR036920
OG0014593	XP_006393596.1	CARHR036830
OG0014594	XP_006415746.1	CARHR134190
OG0014595	XP_006393684.1	CARHR036170
OG0014596	XP_006390169.1	CARHR070190
OG0014597	XP_006393673.1	CARHR036220
OG0014598	XP_006393667.1	CARHR036250
OG0014599	XP_024006262.1	CARHR036440
OG0014600	XP_006393637.1	CARHR036460
OG0014601	XP_006415732.1	CARHR027260
OG0014602	XP_006415731.1	CARHR027270
OG0014603	XP_006415720.1	CARHR027330
OG0014604	XP_006415713.2	CARHR027390
OG0014605	XP_006415693.1	CARHR027590
OG0014606	XP_006415684.1	CARHR027700
OG0014607	XP_006415670.1	CARHR027820
OG0014608	XP_006415667.1	CARHR027830
OG0014609	XP_006415656.1	CARHR027920
OG0014610	XP_024008925.1	CARHR028260
OG0014611	XP_006415596.1	CARHR028540
OG0014612	XP_006415577.1	CARHR028730
OG0014613	XP_006415564.1	CARHR028930
OG0014614	XP_006415555.1	CARHR029010
OG0014615	XP_006415544.1	CARHR029180
OG0014616	XP_006415538.1	CARHR029540
OG0014617	XP_006415525.1	CARHR029410
OG0014618	XP_006418917.2, XP_024008559.1	CARHR029340
OG0014619	XP_006415514.1	CARHR029320
OG0014620	XP_006415464.2	CARHR029910
OG0014621	XP_006415459.1	CARHR029940
OG0014622	XP_006415457.1	CARHR029950
OG0014623	XP_006413418.1	CARHR231930
OG0014624	XP_006415446.1	CARHR030050
OG0014625	XP_006415440.1	CARHR030120
OG0014626	XP_006415437.1	CARHR030150
OG0014627	XP_006415408.1	CARHR030300
OG0014628	XP_006415402.1	CARHR030330
OG0014629	XP_006415395.1	CARHR030390
OG0014630	XP_024008837.1	CARHR030570
OG0014631	XP_006415364.1	CARHR030630
OG0014632	XP_024008385.1	CARHR030640
OG0014633	XP_006415344.1	CARHR030780
OG0014634	XP_006415334.1	CARHR030840
OG0014635	XP_006415328.1	CARHR030950
OG0014636	XP_006415325.1	CARHR030980
OG0014637	XP_006415323.1	CARHR287030
OG0014638	XP_006415304.1	CARHR031080
OG0014639	XP_024008426.1	CARHR031090
OG0014640	XP_006415302.1	CARHR031100
OG0014641	XP_024008147.1	CARHR031250
OG0014643	XP_006415245.1	CARHR031520
OG0014644	XP_006415237.1	CARHR031590
OG0014645	XP_024008376.1	CARHR031630
OG0014646	XP_006415217.2	CARHR031680
OG0014647	XP_006415182.1	CARHR031970
OG0014648	XP_006395766.1	CARHR145140
OG0014649	XP_006395759.1	CARHR145220
OG0014650	XP_006395742.2	CARHR145420
OG0014651	XP_006395732.1	CARHR145550
OG0014652	XP_006395705.1	CARHR145770
OG0014653	XP_006413370.1	CARHR232330
OG0014654	XP_006395703.1	CARHR145810
OG0014655	XP_006395688.1	CARHR145970
OG0014656	XP_024007653.1	CARHR145990
OG0014657	XP_006393880.1	CARHR280840
OG0014658	XP_006393883.1	CARHR280810
OG0014659	XP_006393903.1	CARHR280600
OG0014660	XP_006393923.1	CARHR280370
OG0014661	XP_006393926.1	CARHR280340
OG0014662	XP_006393927.1	CARHR280330
OG0014663	XP_006393929.1	CARHR280290
OG0014664	XP_006393930.1	CARHR280280
OG0014665	XP_006393946.1	CARHR280160
OG0014666	XP_006393950.1	CARHR280130
OG0014667	XP_006393954.1	CARHR280110
OG0014668	XP_006393968.1	CARHR279980
OG0014669	XP_006393973.1	CARHR279910
OG0014670	XP_024006849.1, XP_024006924.1	CARHR279900
OG0014671	XP_006393979.1	CARHR279850
OG0014672	XP_006393992.1	CARHR279730
OG0014674	XP_006394020.2	CARHR279500
OG0014675	XP_024007437.1	CARHR279120
OG0014676	XP_006394071.1	CARHR279080
OG0014677	XP_006396513.1	CARHR293790
OG0014678	XP_024007326.1	CARHR278890
OG0014679	XP_006394105.1	CARHR278840
OG0014680	XP_006394119.1	CARHR278720
OG0014681	XP_006394128.1	CARHR278630
OG0014682	XP_024007652.1	CARHR278560
OG0014683	XP_006394152.1	CARHR278420
OG0014684	XP_006394155.1	CARHR278390
OG0014685	XP_006394156.1	CARHR278380
OG0014686	XP_006394160.1	CARHR278320
OG0014687	XP_006394171.1	CARHR278190
OG0014688	XP_006394184.1	CARHR278140
OG0014689	XP_006394192.1	CARHR278070
OG0014690	XP_006394217.1	CARHR277910
OG0014691	XP_006394224.1	CARHR277860
OG0014692	XP_024007619.1	CARHR277830
OG0014693	XP_024007054.1	CARHR277510
OG0014694	XP_006394278.1	CARHR277290
OG0014695	XP_006394279.1	CARHR277280
OG0014696	XP_006394281.1	CARHR277240
OG0014697	XP_006394283.1	CARHR277220
OG0014698	XP_024007548.1	CARHR277210
OG0014699	XP_006394306.1	CARHR107570
OG0014700	XP_006394295.1	CARHR277110
OG0014701	XP_006394312.1	CARHR276950
OG0014702	XP_006394314.1	CARHR276940
OG0014703	XP_006394317.1	CARHR276890
OG0014704	XP_006394328.1	CARHR276810
OG0014705	XP_006394329.2	CARHR276800
OG0014706	XP_024007613.1	CARHR276540
OG0014707	XP_006394377.1	CARHR276350
OG0014708	XP_006394409.1	CARHR276110
OG0014709	XP_006394410.2	CARHR276100
OG0014710	XP_006394429.1	CARHR275910
OG0014711	XP_006394436.1	CARHR275880
OG0014712	XP_006394438.1	CARHR275860
OG0014713	XP_006394442.1	CARHR275820
OG0014714	XP_006394450.1	CARHR275680
OG0014715	XP_024007609.1	CARHR275660
OG0014716	XP_006394480.1	CARHR275480
OG0014717	XP_006394481.1	CARHR275470
OG0014718	XP_024006742.1	CARHR275370
OG0014719	XP_006394501.2	CARHR275240
OG0014720	XP_006394513.1	CARHR275150
OG0014721	XP_006394522.1	CARHR275020
OG0014722	XP_006394537.1	CARHR274830
OG0014723	XP_006394549.1	CARHR147920
OG0014724	XP_006394550.1	CARHR274640
OG0014725	XP_006394551.1	CARHR274620
OG0014726	XP_006394558.1	CARHR274550
OG0014728	XP_024007448.1	CARHR190040
OG0014729	XP_006394615.2	CARHR190020
OG0014730	XP_024006746.1	CARHR189830
OG0014731	XP_006394637.1	CARHR189800
OG0014732	XP_006394646.1	CARHR189680
OG0014733	XP_006393687.1	CARHR036150
OG0014734	XP_006394667.1	CARHR189490
OG0014735	XP_006418988.1	CARHR154200
OG0014736	XP_006394682.1	CARHR189240, CARHR189220
OG0014737	XP_006394683.1	CARHR189210
OG0014738	XP_006394684.1	CARHR189200
OG0014739	XP_006394687.1	CARHR189150
OG0014740	XP_006394689.1	CARHR189130
OG0014741	XP_006394693.1	CARHR189090
OG0014742	XP_006394705.2	CARHR188930
OG0014743	XP_024007117.1	CARHR188920
OG0014744	XP_006397277.1	CARHR259590
OG0014745	XP_006394707.1	CARHR188910
OG0014746	XP_006394715.1	CARHR188860
OG0014747	XP_006394728.1	CARHR188730
OG0014748	XP_006394733.1	CARHR188640
OG0014749	XP_024007523.1	CARHR188620
OG0014750	XP_006394739.1	CARHR188580
OG0014751	XP_006394744.1	CARHR188520
OG0014752	XP_024006958.1	CARHR188140
OG0014753	XP_006394840.1	CARHR187500
OG0014754	XP_006394849.1	CARHR187270
OG0014755	XP_006394851.1	CARHR187290
OG0014756	XP_006394853.1	CARHR187340
OG0014757	XP_006394860.2	CARHR187440, CARHR187450
OG0014758	XP_006400494.1	CARHR193580
OG0014759	XP_006400528.1	CARHR193250
OG0014760	XP_006400545.1	CARHR193030
OG0014761	XP_006400568.1	CARHR192810
OG0014762	XP_006400576.1	CARHR192740
OG0014763	XP_006400590.1	CARHR192600
OG0014764	XP_006400606.1	CARHR192460
OG0014765	XP_006400608.1	CARHR192390
OG0014766	XP_006400609.1	CARHR034960, CARHR192380
OG0014767	XP_006400620.1	CARHR192220
OG0014768	XP_006400622.1	CARHR192200
OG0014769	XP_024011762.1	CARHR192150
OG0014770	XP_006400656.1	CARHR191940
OG0014771	XP_006400675.1	CARHR191810
OG0014772	XP_006400693.1	CARHR191660
OG0014773	XP_024011959.1	CARHR191480
OG0014774	XP_006400717.2	CARHR191410
OG0014775	XP_006400720.1	CARHR191400
OG0014776	XP_006416137.1	CARHR023320
OG0014777	XP_006400735.1	CARHR191250
OG0014778	XP_006400744.1	CARHR191130
OG0014779	XP_006400745.1	CARHR191120
OG0014780	XP_024012706.1	CARHR191060
OG0014781	XP_006400778.1	CARHR190840
OG0014782	XP_006400792.1	CARHR190730
OG0014783	XP_024009745.1	CARHR100880
OG0014784	XP_006400795.2	CARHR190690
OG0014785	XP_006400796.1	CARHR190660
OG0014786	XP_006401863.2	CARHR284740
OG0014787	XP_006401687.1	CARHR266710
OG0014788	XP_006400817.1	CARHR274420
OG0014789	XP_006400830.1	CARHR274290
OG0014790	XP_006400831.1	CARHR274260
OG0014791	XP_006400836.2	CARHR274230
OG0014792	XP_024012456.1	CARHR274200
OG0014793	XP_024012698.1	CARHR273800
OG0014795	XP_006400911.2	CARHR273410
OG0014796	XP_006400919.1	CARHR273350
OG0014797	XP_006400957.1	CARHR285820
OG0014798	XP_024014717.1	CARHR213920
OG0014799	XP_024012426.1	CARHR285770
OG0014800	XP_006400970.1	CARHR285730
OG0014801	XP_006400982.1	CARHR285580
OG0014802	XP_006400985.2	CARHR285560
OG0014803	XP_006401005.2	CARHR285310
OG0014804	XP_006401006.1	CARHR285290
OG0014805	XP_006401053.1	CARHR272600
OG0014806	XP_006401062.1	CARHR272440
OG0014807	XP_006401070.1	CARHR272380
OG0014808	XP_024011719.1	CARHR272370
OG0014809	XP_006401082.1	CARHR272270
OG0014810	XP_006401106.1	CARHR272120
OG0014811	XP_024012085.1	CARHR272040
OG0014812	XP_006401116.1	CARHR272020
OG0014813	XP_006401125.1	CARHR271960
OG0014814	XP_006401127.1	CARHR271930
OG0014815	XP_006401189.1	CARHR271370
OG0014816	XP_006401128.1	CARHR271920
OG0014817	XP_006401132.2	CARHR271890
OG0014818	XP_006401147.2	CARHR271730
OG0014819	XP_006401151.1	CARHR271710
OG0014820	XP_006401172.1	CARHR271490
OG0014821	XP_006401175.1	CARHR271480
OG0014822	XP_024012301.1	CARHR271450
OG0014823	XP_006401181.2	CARHR271430
OG0014824	XP_006401183.1	CARHR271410
OG0014825	XP_006401207.2	CARHR271210
OG0014826	XP_006401210.1	CARHR271190
OG0014827	XP_006395858.1	CARHR144290
OG0014828	XP_006409179.1	CARHR108750
OG0014829	XP_006409571.1	CARHR105650
OG0014830	XP_006401249.1	CARHR270810
OG0014831	XP_006401248.1	CARHR270820
OG0014832	XP_006401236.1	CARHR270950
OG0014833	XP_024011860.1	CARHR270480
OG0014834	XP_006401293.1	CARHR270470
OG0014835	XP_006401304.1	CARHR270280
OG0014836	XP_024012112.1	CARHR269610
OG0014838	XP_024012281.1	CARHR269460
OG0014839	XP_006401418.1	CARHR269060
OG0014840	XP_006401397.1	CARHR269320
OG0014841	XP_006401399.1	CARHR269300
OG0014842	XP_006401402.1	CARHR269270
OG0014843	XP_024012635.1	CARHR269230
OG0014844	XP_006401410.2	CARHR269210
OG0014846	XP_006401436.1	CARHR268890
OG0014847	XP_024011991.1	CARHR268830
OG0014848	XP_006401454.1	CARHR268780
OG0014849	XP_006401524.1	CARHR268170
OG0014850	XP_006404127.1	CARHR158600
OG0014851	XP_024013639.1	CARHR158380
OG0014852	XP_024013846.1	CARHR158260
OG0014853	XP_006404170.1	CARHR158030
OG0014854	XP_006404192.1	CARHR157810
OG0014855	XP_024013408.1	CARHR157790
OG0014856	XP_006404215.1	CARHR157620
OG0014857	XP_006396449.1	CARHR055490
OG0014858	XP_006396464.1	CARHR250830
OG0014859	XP_006399230.1	CARHR205660
OG0014860	XP_024012573.1	CARHR205750, CARHR217940
OG0014861	XP_006411144.1	CARHR133940
OG0014863	XP_006399182.1	CARHR206110
OG0014864	XP_006399165.1	CARHR206260
OG0014865	XP_006399161.1	CARHR206320
OG0014866	XP_006399155.1	CARHR206390
OG0014867	XP_006399152.1	CARHR206430
OG0014868	XP_006399126.1	CARHR206660
OG0014869	XP_024011768.1	CARHR207080
OG0014870	XP_006404452.2	CARHR056260
OG0014871	XP_006399069.1	CARHR206790
OG0014872	XP_024012025.1	CARHR206780
OG0014873	XP_006413466.1	CARHR231580
OG0014874	XP_006399058.1	CARHR207250
OG0014875	XP_006399057.2	CARHR207260
OG0014876	XP_006399056.1	CARHR207270
OG0014877	XP_006399054.2	CARHR207290
OG0014878	XP_024011862.1	CARHR207320
OG0014879	XP_006399040.1	CARHR207450
OG0014880	XP_006399038.1	CARHR207470
OG0014881	XP_006399034.1	CARHR207510
OG0014882	XP_006399028.2	CARHR207580
OG0014883	XP_006399025.1	CARHR207600
OG0014884	XP_006399000.1	CARHR207870
OG0014885	XP_006398985.1	CARHR208000
OG0014886	XP_006398984.1	CARHR208020
OG0014887	XP_006398978.1	CARHR208100
OG0014888	XP_006398970.1	CARHR208170
OG0014889	XP_006398948.1	CARHR208340
OG0014890	XP_006398944.1	CARHR208370
OG0014894	XP_006398911.1	CARHR034630, CARHR208750
OG0014895	XP_006398900.1	CARHR208890
OG0014896	XP_006398895.1	CARHR208930
OG0014897	XP_024011978.1	CARHR208990
OG0014898	XP_006398884.2	CARHR209000
OG0014899	XP_006398878.1	CARHR209050
OG0014900	XP_006398870.1	CARHR209130
OG0014901	XP_006398866.1	CARHR209180
OG0014902	XP_006398856.1	CARHR209310
OG0014903	XP_006398852.1	CARHR209340
OG0014904	XP_006398845.1	CARHR209400
OG0014905	XP_006395937.1	CARHR216840
OG0014906	XP_006398827.1	CARHR209600
OG0014907	XP_006398823.1	CARHR209640
OG0014908	XP_024011573.1	CARHR209650
OG0014909	XP_006398815.1	CARHR209680
OG0014910	XP_006398797.1	CARHR209870
OG0014911	XP_006398780.1	CARHR210000
OG0014912	XP_006398772.1	CARHR210060
OG0014913	XP_006398761.2	CARHR210220
OG0014914	XP_006398739.1	CARHR210500
OG0014915	XP_006398738.1	CARHR210510
OG0014916	XP_006392262.1	CARHR210570
OG0014917	XP_006398721.1	CARHR210710
OG0014918	XP_006398700.1	CARHR211010
OG0014919	XP_006398689.1	CARHR211120
OG0014920	XP_006398683.1	CARHR211170
OG0014921	XP_006398682.1	CARHR211180
OG0014922	XP_024011161.1	CARHR211290
OG0014923	XP_006398668.1	CARHR211320
OG0014924	XP_006398661.1	CARHR211360
OG0014925	XP_006398655.1	CARHR211400
OG0014926	XP_006398652.1	CARHR211430
OG0014927	XP_006398648.1	CARHR211490
OG0014928	XP_024011866.1	CARHR211620
OG0014929	XP_006398624.1	CARHR211730
OG0014930	XP_006398621.1	CARHR211750
OG0014931	XP_024011513.1	CARHR211780
OG0014932	XP_006398616.1	CARHR211800
OG0014933	XP_024011704.1	CARHR211820
OG0014934	XP_006398610.1	CARHR211860
OG0014935	XP_006398608.1	CARHR211870
OG0014936	XP_006398604.1	CARHR211930
OG0014937	XP_006398602.1	CARHR211950
OG0014938	XP_006398595.1	CARHR212020
OG0014939	XP_006398567.1	CARHR212240
OG0014940	XP_006398564.2	CARHR212260
OG0014941	XP_006398563.1	CARHR212270
OG0014942	XP_024011824.1	CARHR212300
OG0014943	XP_006409560.1	CARHR082860
OG0014944	XP_006398553.2	CARHR212330
OG0014945	XP_006405424.1	CARHR213710
OG0014946	XP_006405386.1	CARHR213200
OG0014947	XP_024014637.1	CARHR212990
OG0014948	XP_006405324.1	CARHR212860
OG0014949	XP_006389739.1	CARHR074480
OG0014950	XP_006389706.1	CARHR074520
OG0014951	XP_006389712.2	CARHR074590
OG0014952	XP_006389724.1	CARHR074760
OG0014953	XP_006389727.2	CARHR122860
OG0014954	XP_006389729.1	CARHR049030
OG0014955	XP_006389737.1	CARHR074690
OG0014956	XP_006389744.1	CARHR074450
OG0014957	XP_006389752.1	CARHR074400
OG0014958	XP_006389764.1	CARHR074310
OG0014959	XP_006404811.2	CARHR074200
OG0014960	XP_006389782.2	CARHR074170
OG0014961	XP_006389789.1	CARHR074840
OG0014962	XP_006389819.1	CARHR073870
OG0014963	XP_006389840.1	CARHR073610
OG0014964	XP_006389846.1	CARHR073550
OG0014965	XP_006394956.1	CARHR186120
OG0014966	XP_006389876.2	CARHR073220
OG0014967	XP_024007278.1	CARHR073130
OG0014968	XP_006389889.1	CARHR073100
OG0014969	XP_006415803.1	CARHR026680
OG0014970	XP_006389918.1	CARHR072800
OG0014971	XP_006389919.1	CARHR072790
OG0014972	XP_006389923.1	CARHR072750
OG0014973	XP_006408849.2	CARHR114840
OG0014974	XP_006389935.1	CARHR072640
OG0014975	XP_006389939.2	CARHR072540
OG0014976	XP_006389941.2	CARHR072510
OG0014977	XP_006389943.1	CARHR072500
OG0014978	XP_024006464.1	CARHR072360
OG0014979	XP_006389960.1	CARHR072310
OG0014980	XP_006389970.1	CARHR072100
OG0014981	XP_006390033.1	CARHR071470
OG0014982	XP_024011036.1	CARHR071450
OG0014983	XP_024007105.1	CARHR071380
OG0014984	XP_006390062.1	CARHR071240
OG0014985	XP_024012878.1	CARHR071190
OG0014986	XP_006390068.1	CARHR071170
OG0014987	XP_024009017.1	CARHR071090
OG0014988	XP_006390082.1	CARHR071020
OG0014989	XP_006390089.1	CARHR070970
OG0014990	XP_006395936.1	CARHR216820
OG0014991	XP_024014380.1	CARHR070740, CARHR070750
OG0014992	XP_006390111.1	CARHR070700
OG0014993	XP_006390118.1	CARHR070660
OG0014994	XP_024012740.1	CARHR070260
OG0014995	XP_006390166.1	CARHR070220
OG0014996	XP_006390170.1	CARHR070180
OG0014997	XP_006390179.1	CARHR070110
OG0014998	XP_006390185.1	CARHR070060
OG0014999	XP_006390191.1, XP_006390190.1	CARHR070030
OG0015000	XP_006390194.1	CARHR070010
OG0015001	XP_006390202.1	CARHR069950
OG0015002	XP_006390203.1	CARHR069940
OG0015003	XP_006390206.1	CARHR069900
OG0015004	XP_006396372.1	CARHR249790
OG0015005	XP_006390219.1	CARHR069800
OG0015006	XP_006390230.1	CARHR069700
OG0015007	XP_006390236.1	CARHR069660
OG0015008	XP_006390237.1	CARHR069650
OG0015009	XP_006390245.1	CARHR069570
OG0015010	XP_006390260.1	CARHR069400
OG0015011	XP_006390274.1	CARHR069190
OG0015012	XP_006390285.1	CARHR069060
OG0015013	XP_006390287.1	CARHR069040
OG0015014	XP_006390292.1	CARHR068960
OG0015015	XP_006390295.1	CARHR068930
OG0015016	XP_006390301.1	CARHR068850
OG0015017	XP_006390303.1	CARHR068830
OG0015018	XP_006390308.1	CARHR068780
OG0015019	XP_006390315.1	CARHR068730
OG0015020	XP_006390327.1	CARHR068590
OG0015022	XP_006390346.2	CARHR068480
OG0015023	XP_006390353.1	CARHR068410
OG0015024	XP_006409326.1	CARHR107410
OG0015025	XP_024016578.1	CARHR107730
OG0015026	XP_006409268.1	CARHR107900
OG0015027	XP_006409242.1	CARHR108230
OG0015028	XP_006409219.1	CARHR108420
OG0015029	XP_006404099.1	CARHR158890
OG0015030	XP_006392509.1	CARHR055680
OG0015031	XP_006404111.1	CARHR158780
OG0015032	XP_006404108.2	CARHR158800
OG0015033	XP_006404374.1	CARHR156130
OG0015034	XP_006404379.1	CARHR156080
OG0015035	XP_006404380.1	CARHR156070
OG0015036	XP_006404373.1	CARHR156140
OG0015037	XP_006404359.1	CARHR156290
OG0015038	XP_006392557.2	CARHR045980
OG0015039	XP_006392578.1	CARHR045740
OG0015040	XP_006392587.1	CARHR045620
OG0015041	XP_006392590.1	CARHR045580
OG0015042	XP_024006096.1	CARHR045530
OG0015043	XP_006392606.1	CARHR045440
OG0015044	XP_006392619.1	CARHR045290
OG0015045	XP_006392643.1	CARHR045030
OG0015046	XP_006392650.1	CARHR044970
OG0015047	XP_024006126.1	CARHR044800
OG0015048	XP_006392683.1	CARHR044750
OG0015049	XP_024006293.1	CARHR044700
OG0015050	XP_006392699.1	CARHR044610
OG0015051	XP_006392760.1	CARHR044010
OG0015052	XP_024006109.1	CARHR043960
OG0015053	XP_006392778.2	CARHR043850
OG0015054	XP_006392798.1	CARHR043560
OG0015055	XP_006392806.1	CARHR043500
OG0015056	XP_006392822.1	CARHR043380
OG0015057	XP_006392826.1	CARHR043340
OG0015058	XP_024006211.1, XP_006392832.2, XP_006392829.2	CARHR043320
OG0015059	XP_006410799.1	CARHR130550
OG0015060	XP_006410802.1	CARHR130580
OG0015061	XP_006410806.2	CARHR130620
OG0015062	XP_024003701.1	CARHR130670
OG0015063	XP_006410838.2	CARHR130930
OG0015064	XP_006410849.1	CARHR131100
OG0015065	XP_024003925.1	CARHR131300
OG0015066	XP_006419012.1	CARHR149920
OG0015067	XP_006419041.1	CARHR150430
OG0015068	XP_006419047.1	CARHR150590, CARHR150580
OG0015069	XP_006401755.1	CARHR266030
OG0015070	XP_006401741.1	CARHR266180
OG0015071	XP_006402793.1	CARHR168660
OG0015072	XP_006402222.2	CARHR293020
OG0015073	XP_006414260.1	CARHR287310
OG0015074	XP_006397338.1	CARHR259260
OG0015075	XP_006397340.1	CARHR259230
OG0015076	XP_006402201.1	CARHR258740
OG0015077	XP_006402253.1	CARHR293250
OG0015078	XP_006403101.1	CARHR286870
OG0015079	XP_006403072.1	CARHR217370
OG0015080	XP_006403084.2	CARHR217410
OG0015081	XP_006395951.1	CARHR217050
OG0015082	XP_006415014.1	CARHR217970
OG0015083	XP_024004365.1	CARHR218160
OG0015085	XP_024010016.1	CARHR259270
OG0015086	XP_006414941.1	CARHR218750
OG0015087	XP_006414934.1	CARHR218820
OG0015088	XP_024005696.1	CARHR219230
OG0015089	XP_006414866.1	CARHR219440
OG0015090	XP_006414864.1	CARHR219460
OG0015091	XP_006414835.1	CARHR219940
OG0015092	XP_006414825.1	CARHR219970
OG0015093	XP_024005712.1	CARHR220500
OG0015094	XP_006414706.1	CARHR220670
OG0015095	XP_006414705.1	CARHR220680
OG0015096	XP_006414704.1	CARHR220700
OG0015097	XP_006414606.1	CARHR221730
OG0015098	XP_006414566.1	CARHR221820
OG0015099	XP_006414563.1	CARHR221860
OG0015100	XP_006414561.1	CARHR221880
OG0015101	XP_006414512.1	CARHR222170
OG0015102	XP_006414508.1	CARHR222210
OG0015103	XP_006414494.1	CARHR097490
OG0015104	XP_006414491.1	CARHR222310
OG0015105	XP_006395824.1	CARHR144580
OG0015106	XP_006409661.1	CARHR105310
OG0015107	XP_006414451.1	CARHR290240
OG0015108	XP_006414448.1	CARHR290270
OG0015109	XP_006414446.1	CARHR290290
OG0015110	XP_024004697.1	CARHR290330
OG0015111	XP_006414438.1	CARHR290360
OG0015112	XP_024009133.1	CARHR065680
OG0015113	XP_006390620.1	CARHR065690
OG0015114	XP_006390606.1	CARHR065950
OG0015115	XP_006390605.1	CARHR065960
OG0015116	XP_006390596.1	CARHR066050
OG0015117	XP_006390595.1	CARHR066060
OG0015118	XP_006390591.1	CARHR066100
OG0015119	XP_006390590.1	CARHR066110
OG0015120	XP_006390585.1	CARHR066170
OG0015121	XP_006390570.1	CARHR066370
OG0015122	XP_006395146.2	CARHR183210
OG0015123	XP_006390567.1	CARHR066390
OG0015124	XP_006390535.1	CARHR066670
OG0015125	XP_006390529.1	CARHR066720
OG0015126	XP_006390516.2	CARHR066790
OG0015128	XP_006390520.1	CARHR066820
OG0015129	XP_006390499.1	CARHR066950
OG0015130	XP_006390488.1	CARHR067070
OG0015131	XP_024008423.1	CARHR067110
OG0015132	XP_006390476.1	CARHR067170
OG0015133	XP_006405223.1	CARHR115710
OG0015134	XP_006405046.1	CARHR294560
OG0015135	XP_006390445.1	CARHR067510
OG0015136	XP_006390439.1	CARHR067580
OG0015138	XP_024009312.1	CARHR067670
OG0015139	XP_006390410.1	CARHR067850
OG0015140	XP_006395844.1	CARHR144420
OG0015141	XP_006390406.1	CARHR067930
OG0015142	XP_024012355.1	CARHR067910
